Vendor,Brand,Product,Article Number,Product Description,Group (DERNI),Category (DERNI),Class (DERNI),GR Qty
629862,"EUROFLEX","SC1M1",11559572,"EUROFLEX HYBRID STEAM CLEANER","FLOORCARE","HARD FLOOR CLEANERS","STEAM MOPS",1
634129,"ROBOROCK","S7",11802967,"ROBOROCK S7 ROBOTIC VACUUM CLEANER","FLOORCARE","ROBOTIC","ROBOTIC",1
500397,"SAMSUNG","VCA-SAE903/SA",11776479,"SAMSUNG WARM SILVER CLEAN STATION","FLOORCARE","ACCESSORIES","ACCESSORIES",1
500506,"DYSON","968335-01",11556456,"DYSON COMPLETE CLEANING KIT","FLOORCARE","ACCESSORIES","ACCESSORIES",1
501098,"EZYMOUNT","EDSV1B",11539443,"CANOHM FLOORSTAND FOR DYSON CORDLESS VAC","FLOORCARE","ACCESSORIES","ACCESSORIES",1
501158,"BISSELL","2862E",11683690,"BISSELL HYDROWAVE HARD FLOOR KIT","FLOORCARE","ACCESSORIES","FLOOR TOOLS",1
501158,"SAMSUNG","VCA-WB650/GL",11688067,"SAMSUNG JET VS90 SPINNING SWEEPER BRUSH","FLOORCARE","ACCESSORIES","FLOOR TOOLS",1
501647,"SAMSUNG","VCA-SAE903/SA",11776479,"SAMSUNG WARM SILVER CLEAN STATION","FLOORCARE","ACCESSORIES","ACCESSORIES",1
502108,"BISSELL","2532",11481651,"BISSELL HARD FLOOR CROSSWAVE FORMULA","FLOORCARE","ACCESSORIES","CHEMICALS",1
502218,"ELECTROLUX","EF150",11411631,"ELECTROLUX FILTER KIT FOR ERGORAPIDO","FLOORCARE","ACCESSORIES","FILTERS",1
502220,"BISSELL","1868F",11252001,"BISSELL CROSSWAVE MULTI-SURFACE BRUSH","FLOORCARE","ACCESSORIES","ACCESSORIES",1
502220,"MIELE","SBD285-3",11693805,"MIELE ALLTEQ VACUUM HEAD","FLOORCARE","ACCESSORIES","ACCESSORIES",1
502221,"DYSON","967763-02",11701382,"DYSON CORDFREE MATTRESS TOOL","FLOORCARE","ACCESSORIES","ACCESSORIES",1
502221,"EUROFLEX","AC3209711",11627389,"EUROFLEX MICROFIBRE SCRUBBING PADS","FLOORCARE","ACCESSORIES","MOP COVERS",1
502221,"KARCHER","SC3FILTER",11399286,"KARCHER FILTER CARTRIDGE-SC3","FLOORCARE","ACCESSORIES","FILTERS",1
502426,"KLEVA","KC001",11581948,"KLEVA JAMES CHENEYS MAGIC DUSTER","FLOORCARE","ACCESSORIES","ACCESSORIES",1
503239,"MIELE","SBD285-3",11693805,"MIELE ALLTEQ VACUUM HEAD","FLOORCARE","ACCESSORIES","ACCESSORIES",1
503606,"DYSON","DYSONDOK",11808600,"DYSON GRAB AND GO DOK","FLOORCARE","ACCESSORIES","ACCESSORIES",1
503668,"KARCHER","2.863-267.0",11519952,"KARCHER EASY FIX FLOOR TOOL","FLOORCARE","ACCESSORIES","MOP COVERS",1
503668,"KARCHER","TEXTILENOZZLE",11493824,"KARCHER TEXTILE NOZZLE STEAM-SC12345","FLOORCARE","ACCESSORIES","ACCESSORIES",1
503813,"BISSELL","2862E",11683690,"BISSELL HYDROWAVE HARD FLOOR KIT","FLOORCARE","ACCESSORIES","FLOOR TOOLS",1
503813,"BLACKDECK","FSMP20-XJ",11602203,"B&D STEAM-MOP REPLACEMENT PADS (2 PACK)","FLOORCARE","ACCESSORIES","MOP COVERS",1
503813,"DYSON","971435-01",11808602,"DYSON LOW-REACH ADAPTOR","FLOORCARE","ACCESSORIES","ACCESSORIES",1
503943,"L.G.","V-TOTALCARE",11354690,"LG TOTAL CARE KIT FOR A9ULTIMATE","FLOORCARE","ACCESSORIES","ACCESSORIES",1
504078,"MIELE","STB305-3",11537265,"MIELE TUBRO HEAD","FLOORCARE","ACCESSORIES","ACCESSORIES",1
504162,"EUROFLEX","AC3209711",11627389,"EUROFLEX MICROFIBRE SCRUBBING PADS","FLOORCARE","ACCESSORIES","MOP COVERS",1
504162,"VAX","VCP7PTFLT2",11525566,"VAX VX77/VX74 FILTER","FLOORCARE","ACCESSORIES","FILTERS",1
504386,"MIELE","HX1CHARGER",11713525,"MIELE TRIFLEX LA CHARGER","FLOORCARE","ACCESSORIES","ACCESSORIES",1
504386,"MIELE","HX1ELECTROBRUSH",11713524,"MIELE TRIFLEX HX SEB ELECTRO BRUSH","FLOORCARE","ACCESSORIES","ACCESSORIES",1
504688,"KARCHER","FC5MICROROLL",11391741,"KARCHER FC357 MICROFIBRE ROLLER","FLOORCARE","ACCESSORIES","ACCESSORIES",1
504688,"SAMSUNG","VCA-SAE903/SA",11776479,"SAMSUNG WARM SILVER CLEAN STATION","FLOORCARE","ACCESSORIES","ACCESSORIES",1
504688,"VAX","VTHSP4",11154632,"VAX MICROFIBRE CLEANING PADS 4 PK","FLOORCARE","ACCESSORIES","ACCESSORIES",1
506169,"ELECTROLUX","USK11ANZ",11307667,"ELECTROLUX STARTER KIT SILENT PERFORMER","FLOORCARE","ACCESSORIES","FILTERS",1
506169,"MIELE","SFS10",10112233,"MIELE 1.5M FLEX HOSE EXT","FLOORCARE","ACCESSORIES","ACCESSORIES",1
506338,"VAX","VXS16",11674391,"VAX PLATINUM PROFESSIONAL SOLUTION","FLOORCARE","ACCESSORIES","CHEMICALS",1
506338,"VAX","VXS3",11089401,"VAX PET CLEANING SOLUTION 1L","FLOORCARE","ACCESSORIES","CHEMICALS",1
506831,"BISSELL","2532",11481651,"BISSELL HARD FLOOR CROSSWAVE FORMULA","FLOORCARE","ACCESSORIES","CHEMICALS",1
506831,"DYSON","969275-01",11754387,"DYSON TANGLE-FREE TURBINE TOOL","FLOORCARE","ACCESSORIES","FLOOR TOOLS",1
507125,"KARCHER","FC5UNIV.DET.",11391739,"KARCHER FC357 UNIVERSAL FLOOR DET","FLOORCARE","ACCESSORIES","CHEMICALS",1
508032,"DYSON","967763-02",11701382,"DYSON CORDFREE MATTRESS TOOL","FLOORCARE","ACCESSORIES","ACCESSORIES",1
508052,"ELECTROLUX","ESPK9",11510616,"ELECTROLUX PURE F9 PERFORMANCE KIT","FLOORCARE","ACCESSORIES","FILTERS",1
508507,"SAMSUNG","VCA-SBT90E",11688064,"SAMSUNG JET VS70 LIGHT BATTERY","FLOORCARE","ACCESSORIES","ACCESSORIES",1
508511,"MIELE","SBD285-3",11693805,"MIELE ALLTEQ VACUUM HEAD","FLOORCARE","ACCESSORIES","ACCESSORIES",1
508524,"BISSELL","2862E",11683690,"BISSELL HYDROWAVE HARD FLOOR KIT","FLOORCARE","ACCESSORIES","FLOOR TOOLS",1
510711,"ELECTROLUX","ERSB2",11404316,"ELECTROLUX PUREI9 POWERBRUSH 4PK","FLOORCARE","ACCESSORIES","ACCESSORIES",1
511123,"BISSELL","14051",11289832,"BISSELL OXY BOOST CARPET ENHANCER","FLOORCARE","ACCESSORIES","CHEMICALS",1
603120,"DYSON","V11DOKV2",11659681,"DYSON V11 DOKV2","FLOORCARE","ACCESSORIES","ACCESSORIES",1
603120,"KARCHER","2.863-173.0",11096254,"KARCHER SC3 2X M/FIBRE F/CLOTH-28631730","FLOORCARE","ACCESSORIES","ACCESSORIES",1
606777,"BISSELL","1934F",11251999,"BISSELL CROSSWAVE AREA RUG BRUSH ROLLER","FLOORCARE","ACCESSORIES","ACCESSORIES",1
610035,"BISSELL","2786F",11703300,"BISSELL AREA RUG BRUSH ROLL FOR CW MAX","FLOORCARE","ACCESSORIES","FLOOR TOOLS",1
610045,"VAX","VXS1",11089399,"VAX CITRUS CLEANING SOLUTION 1L","FLOORCARE","ACCESSORIES","CHEMICALS",1
610106,"BISSELL","2786F",11703300,"BISSELL AREA RUG BRUSH ROLL FOR CW MAX","FLOORCARE","ACCESSORIES","FLOOR TOOLS",1
610120,"MIELE","STB101",10009371,"MIELE MINI TURBO UPHOLSTERY","FLOORCARE","ACCESSORIES","ACCESSORIES",1
610819,"KLEVA","KC001",11581948,"KLEVA JAMES CHENEYS MAGIC DUSTER","FLOORCARE","ACCESSORIES","ACCESSORIES",1
614565,"DYSON","968335-01",11556456,"DYSON COMPLETE CLEANING KIT","FLOORCARE","ACCESSORIES","ACCESSORIES",1
614565,"KLEVA","KC001",11581948,"KLEVA JAMES CHENEYS MAGIC DUSTER","FLOORCARE","ACCESSORIES","ACCESSORIES",1
616720,"DYSON","908877",10132452,"DYSON SOFT DUSTING BRUSH","FLOORCARE","ACCESSORIES","ACCESSORIES",1
616720,"SAMSUNG","VCA-SAB90",11688065,"SAMSUNG JET VS90 SOFT ACTION BRUSH","FLOORCARE","ACCESSORIES","ACCESSORIES",1
616937,"DYSON","V11DOKV2",11659681,"DYSON V11 DOKV2","FLOORCARE","ACCESSORIES","ACCESSORIES",1
617394,"DYSON","971442-01",11808604,"DYSON COMPLETE CLEANING KIT","FLOORCARE","ACCESSORIES","ACCESSORIES",1
617394,"VAX","VXS16",11674391,"VAX PLATINUM PROFESSIONAL SOLUTION","FLOORCARE","ACCESSORIES","CHEMICALS",1
617579,"VAX","VXS16",11674391,"VAX PLATINUM PROFESSIONAL SOLUTION","FLOORCARE","ACCESSORIES","CHEMICALS",1
618131,"EUROFLEX","AC3209711",11627389,"EUROFLEX MICROFIBRE SCRUBBING PADS","FLOORCARE","ACCESSORIES","MOP COVERS",1
618131,"SAMSUNG","VCA-SAE903/SA",11776479,"SAMSUNG WARM SILVER CLEAN STATION","FLOORCARE","ACCESSORIES","ACCESSORIES",1
622132,"MIELE","STB305-3",11537265,"MIELE TUBRO HEAD","FLOORCARE","ACCESSORIES","ACCESSORIES",1
623919,"SAMSUNG","VCA-SAE904/SA",11776478,"SAMSUNG WHITE CLEAN STATION","FLOORCARE","ACCESSORIES","ACCESSORIES",1
500780,"SHARK","ZU62ANZ",11614218,"SHARK POWERED LIFT AWAY WITH SCBR","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - UPRIGHT",1
501611,"SHARK","NZ801ANZ",11614217,"SHARK NAVIGATOR UPRIGHT 3X CAPACITY","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - UPRIGHT",1
502221,"SHARK","NZ801ANZ",11614217,"SHARK NAVIGATOR UPRIGHT 3X CAPACITY","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - UPRIGHT",1
502250,"SHARK","NZ801ANZ",11614217,"SHARK NAVIGATOR UPRIGHT 3X CAPACITY","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - UPRIGHT",1
504162,"DYSON","LBMULTIFLOOR",11506987,"DYSON LIGHT BALL MULTI FLOOR +","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - UPRIGHT",1
504162,"SHARK","NZ801ANZ",11614217,"SHARK NAVIGATOR UPRIGHT 3X CAPACITY","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - UPRIGHT",1
504656,"NILFISK","107412047",11692183,"NILFISK VP600 STD DRY VACUUM","FLOORCARE","VACUUM CLEANERS","COMMERCIAL VACUUMS",1
504656,"NILFISK","GD5",11692176,"NILFISK GD5 BACKPACK VAC","FLOORCARE","VACUUM CLEANERS","COMMERCIAL VACUUMS",1
507119,"SHARK","NZ801ANZ",11614217,"SHARK NAVIGATOR UPRIGHT 3X CAPACITY","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - UPRIGHT",1
508032,"SHARK","ZU62ANZ",11614218,"SHARK POWERED LIFT AWAY WITH SCBR","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - UPRIGHT",1
508782,"KARCHER","WD5PREMIUM",11399288,"KARCHER WD5 WET & DRY VACUUM.","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - WET & DRY",1
509033,"KARCHER","WD5PREMIUM",11399288,"KARCHER WD5 WET & DRY VACUUM.","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - WET & DRY",1
511476,"DYSON","LBMULTIFLOOR",11506987,"DYSON LIGHT BALL MULTI FLOOR +","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - UPRIGHT",1
601261,"BISSELL","2454F",11489946,"BISSELL PET HAIR ERASER UPRIGHT VACUUM","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - UPRIGHT",1
601261,"SHARK","ZU62ANZ",11614218,"SHARK POWERED LIFT AWAY WITH SCBR","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - UPRIGHT",1
612954,"SHARK","NZ801ANZ",11614217,"SHARK NAVIGATOR UPRIGHT 3X CAPACITY","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - UPRIGHT",1
616720,"BISSELL","2454F",11489946,"BISSELL PET HAIR ERASER UPRIGHT VACUUM","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - UPRIGHT",1
616720,"SHARK","NZ801ANZ",11614217,"SHARK NAVIGATOR UPRIGHT 3X CAPACITY","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - UPRIGHT",1
618131,"SHARK","NZ801ANZ",11614217,"SHARK NAVIGATOR UPRIGHT 3X CAPACITY","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - UPRIGHT",1
627405,"SHARK","ZU62ANZ",11614218,"SHARK POWERED LIFT AWAY WITH SCBR","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - UPRIGHT",1
500076,"ELECTROLUX","PC914IGT",11754388,"ELECTROLUX PURE C9 ORIGIN","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
500469,"MIELE","BLIZZCX1GR",11418375,"MIELE BLIZZARD CX1 GRAPHITE- 10502270","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
500498,"BOSCH","BGL3PWERAU",11273388,"BOSCH PROPOWER BARREL VAC 2400W","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
500780,"DYSON","BBANIMAL+",11535747,"DYSON CINETIC BIG BALL ANIMAL+","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
501098,"MIELE","BLIZZCX1CDAR",11354387,"MIELE BLIZZARD CX1 CAT & DOG 10502220","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
501098,"MIELE","COMPCTC2PTEX",11416797,"MIELE COMPACT C2 PETROL-10911540 HNGX","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
501098,"MIELE","COMPLTC3CDAR3",11511765,"MIELE COMPLETE C3 CAT & DOG 11071460","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
501158,"BISSELL","2229F",11585319,"BISSELL SMARTCLEAN POWER FOOT CANISTER","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
501647,"ELECTROLUX","PC91ANIMAT",11754389,"ELECTROLUX PURE C9 ANIMAL CHILI RED","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
502218,"MIELE","COMPLTC3CDAR3",11511765,"MIELE COMPLETE C3 CAT & DOG 11071460","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
502221,"MIELE","COMPCTC1YSLW",11658938,"MIELE COMPACT C1 YOUNG STYLE","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
502221,"MIELE","COMPLTC3CDAR3",11511765,"MIELE COMPLETE C3 CAT & DOG 11071460","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
502223,"MIELE","COMPLTC3LWEX3",11502499,"MIELE COMPLETE C3 TURBO - 11071450 HNGX","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
502250,"DYSON","BBORIGIN2",11535749,"DYSON CINETIC BIG BALL ORIGIN","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
502375,"MIELE","BLIZZCX1EXLW",11354385,"MIELE BLIZZARD CX1 EXCELLENCE 10502200","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
503722,"DYSON","BBANIMAL+",11535747,"DYSON CINETIC BIG BALL ANIMAL+","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
503722,"WESTINGHOU","WHVC01SB",11721094,"WESTINGHOUSE 1800W VACUUM CLEANER","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
503934,"MIELE","COMPLTC3CDAR3",11511765,"MIELE COMPLETE C3 CAT & DOG 11071460","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
504162,"MIELE","COMPLTC3LWEX3",11502499,"MIELE COMPLETE C3 TURBO - 11071450 HNGX","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
504875,"ELECTROLUX","PC91ANIMAT",11754389,"ELECTROLUX PURE C9 ANIMAL CHILI RED","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
504953,"MIELE","COMPCTC1YSLW",11658938,"MIELE COMPACT C1 YOUNG STYLE","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
504954,"DYSON","BBABSOLUTE2",11535746,"DYSON CINETIC BIG BALL ABSOLUTE","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
506169,"ELECTROLUX","EC31-2IW",11585729,"ELECTROLUX EASE C3 ORIGIN ICE WHITE","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
506316,"MIELE","BLIZZCX1CDAR",11354387,"MIELE BLIZZARD CX1 CAT & DOG 10502220","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
506338,"MIELE","COMPLTC3CDAR3",11511765,"MIELE COMPLETE C3 CAT & DOG 11071460","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
506831,"MIELE","BLIZZCX1CDAR",11354387,"MIELE BLIZZARD CX1 CAT & DOG 10502220","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
507060,"MIELE","BLIZZCX1GR",11418375,"MIELE BLIZZARD CX1 GRAPHITE- 10502270","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
507060,"MIELE","COMPLTC3CDAR3",11511765,"MIELE COMPLETE C3 CAT & DOG 11071460","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
507060,"MIELE","COMPLTC3LWEX3",11502499,"MIELE COMPLETE C3 TURBO - 11071450 HNGX","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
507119,"MIELE","COMPLTC3CDAR3",11511765,"MIELE COMPLETE C3 CAT & DOG 11071460","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
508032,"MIELE","COMPLTC3LWEX3",11502499,"MIELE COMPLETE C3 TURBO - 11071450 HNGX","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
508052,"DYSON","BBMFEXTRA",11535748,"DYSON CINETIC BIG BALL MULTI FLOOR EXTRA","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
508052,"MIELE","COMPLTC3CDAR3",11511765,"MIELE COMPLETE C3 CAT & DOG 11071460","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
508052,"MIELE","COMPLTC3LWEX3",11502499,"MIELE COMPLETE C3 TURBO - 11071450 HNGX","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
508511,"MIELE","BLIZZCX1GR",11418375,"MIELE BLIZZARD CX1 GRAPHITE- 10502270","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
508511,"MIELE","COMPCTC2PTEX",11416797,"MIELE COMPACT C2 PETROL-10911540 HNGX","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
508511,"MIELE","COMPLTC3CDAR3",11511765,"MIELE COMPLETE C3 CAT & DOG 11071460","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
508517,"DYSON","BBANIMAL+",11535747,"DYSON CINETIC BIG BALL ANIMAL+","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
508524,"MIELE","COMPLTC3LWEX3",11502499,"MIELE COMPLETE C3 TURBO - 11071450 HNGX","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
508708,"MIELE","BLIZZCX1EXLW",11354385,"MIELE BLIZZARD CX1 EXCELLENCE 10502200","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
510711,"ELECTROLUX","ZSP2320T",11763536,"ELECTROLUX SILENTPERFORMER BAGGED","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
511123,"MIELE","BLIZZCX1CDAR",11354387,"MIELE BLIZZARD CX1 CAT & DOG 10502220","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
511476,"DYSON","BBANIMAL+",11535747,"DYSON CINETIC BIG BALL ANIMAL+","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
511476,"MIELE","BLIZZCX1EXLW",11354385,"MIELE BLIZZARD CX1 EXCELLENCE 10502200","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
511839,"MIELE","COMPLTC3LWEX3",11502499,"MIELE COMPLETE C3 TURBO - 11071450 HNGX","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
601261,"MIELE","COMPCTC2PTEX",11416797,"MIELE COMPACT C2 PETROL-10911540 HNGX","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
604509,"MIELE","BLIZZCX1EXLW",11354385,"MIELE BLIZZARD CX1 EXCELLENCE 10502200","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
604906,"VAX","VX77",11400043,"VAX POWER ADVANCE BAGLESS BARREL HNGX","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
604909,"MIELE","COMPLTC3CDAR3",11511765,"MIELE COMPLETE C3 CAT & DOG 11071460","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
607526,"MIELE","COMPLTC3LWEX3",11502499,"MIELE COMPLETE C3 TURBO - 11071450 HNGX","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
607983,"MIELE","BLIZZCX1GR",11418375,"MIELE BLIZZARD CX1 GRAPHITE- 10502270","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
607987,"MIELE","BLIZZCX1GR",11418375,"MIELE BLIZZARD CX1 GRAPHITE- 10502270","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
608023,"MIELE","COMPLTC3CDAR3",11511765,"MIELE COMPLETE C3 CAT & DOG 11071460","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
608811,"DYSON","BBMFEXTRA",11535748,"DYSON CINETIC BIG BALL MULTI FLOOR EXTRA","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
610035,"MIELE","BLIZZCX1CDAR",11354387,"MIELE BLIZZARD CX1 CAT & DOG 10502220","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
610035,"MIELE","COMPLTC3LWEX3",11502499,"MIELE COMPLETE C3 TURBO - 11071450 HNGX","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
610035,"VAX","VX77",11400043,"VAX POWER ADVANCE BAGLESS BARREL HNGX","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
610042,"MIELE","BLIZZCX1CDAR",11354387,"MIELE BLIZZARD CX1 CAT & DOG 10502220","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
610045,"ELECTROLUX","EC41-4ANIM",11585728,"ELECTROLUX EASE C4 ANIMAL CHILI RED","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
610045,"ELECTROLUX","PC914IGT",11754388,"ELECTROLUX PURE C9 ORIGIN","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
610106,"DYSON","BBORIGIN2",11535749,"DYSON CINETIC BIG BALL ORIGIN","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
610120,"DYSON","BBMFEXTRA",11535748,"DYSON CINETIC BIG BALL MULTI FLOOR EXTRA","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
610819,"MIELE","COMPLTC3CDAR3",11511765,"MIELE COMPLETE C3 CAT & DOG 11071460","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
611045,"DYSON","BBANIMAL+",11535747,"DYSON CINETIC BIG BALL ANIMAL+","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
611438,"NILFISK","128390108",11496147,"NILFISK METEOR MP BAGLESS VACUUM CLEANER","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
612348,"DYSON","BBORIGIN2",11535749,"DYSON CINETIC BIG BALL ORIGIN","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
612348,"MIELE","COMPLTC3CDAR3",11511765,"MIELE COMPLETE C3 CAT & DOG 11071460","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
613700,"MIELE","BLIZZCX1EXLW",11354385,"MIELE BLIZZARD CX1 EXCELLENCE 10502200","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
614565,"MIELE","BLIZZCX1CDAR",11354387,"MIELE BLIZZARD CX1 CAT & DOG 10502220","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
614565,"MIELE","BLIZZCX1EXLW",11354385,"MIELE BLIZZARD CX1 EXCELLENCE 10502200","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
615262,"DYSON","BBORIGIN2",11535749,"DYSON CINETIC BIG BALL ORIGIN","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
615262,"MIELE","COMPLTC3LWEX3",11502499,"MIELE COMPLETE C3 TURBO - 11071450 HNGX","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
615263,"MIELE","BLIZZCX1CDAR",11354387,"MIELE BLIZZARD CX1 CAT & DOG 10502220","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
615263,"MIELE","COMPLTC3LWEX3",11502499,"MIELE COMPLETE C3 TURBO - 11071450 HNGX","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
615355,"DYSON","BBANIMAL+",11535747,"DYSON CINETIC BIG BALL ANIMAL+","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
615355,"MIELE","COMPLTC3LWEX3",11502499,"MIELE COMPLETE C3 TURBO - 11071450 HNGX","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
616717,"MIELE","COMPLTC3CDAR3",11511765,"MIELE COMPLETE C3 CAT & DOG 11071460","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
616720,"MIELE","COMPLTC3CDAR3",11511765,"MIELE COMPLETE C3 CAT & DOG 11071460","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
616720,"VAX","VX77",11400043,"VAX POWER ADVANCE BAGLESS BARREL HNGX","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
617095,"MIELE","BLIZZCX1GR",11418375,"MIELE BLIZZARD CX1 GRAPHITE- 10502270","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
