DateKey,Date,Day,DayName,Week,ISOWeek,DayOfWeek,Month,MonthName,Quarter,Year,FirstOfMonth,LastOfYear,DayOfYear,Quarter name
20111220,2011-12-20 00:00:00.000,20,"Tuesday",52,51,3,12,"December",4,2011,2011-12-01 00:00:00.000,2011-12-31 00:00:00.000,354,"Quarter 4"
20111221,2011-12-21 00:00:00.000,21,"Wednesday",52,51,4,12,"December",4,2011,2011-12-01 00:00:00.000,2011-12-31 00:00:00.000,355,"Quarter 4"
20111222,2011-12-22 00:00:00.000,22,"Thursday",52,51,5,12,"December",4,2011,2011-12-01 00:00:00.000,2011-12-31 00:00:00.000,356,"Quarter 4"
20111223,2011-12-23 00:00:00.000,23,"Friday",52,51,6,12,"December",4,2011,2011-12-01 00:00:00.000,2011-12-31 00:00:00.000,357,"Quarter 4"
20111224,2011-12-24 00:00:00.000,24,"Saturday",52,51,7,12,"December",4,2011,2011-12-01 00:00:00.000,2011-12-31 00:00:00.000,358,"Quarter 4"
20111225,2011-12-25 00:00:00.000,25,"Sunday",53,51,1,12,"December",4,2011,2011-12-01 00:00:00.000,2011-12-31 00:00:00.000,359,"Quarter 4"
20111226,2011-12-26 00:00:00.000,26,"Monday",53,52,2,12,"December",4,2011,2011-12-01 00:00:00.000,2011-12-31 00:00:00.000,360,"Quarter 4"
20111227,2011-12-27 00:00:00.000,27,"Tuesday",53,52,3,12,"December",4,2011,2011-12-01 00:00:00.000,2011-12-31 00:00:00.000,361,"Quarter 4"
20111228,2011-12-28 00:00:00.000,28,"Wednesday",53,52,4,12,"December",4,2011,2011-12-01 00:00:00.000,2011-12-31 00:00:00.000,362,"Quarter 4"
20111229,2011-12-29 00:00:00.000,29,"Thursday",53,52,5,12,"December",4,2011,2011-12-01 00:00:00.000,2011-12-31 00:00:00.000,363,"Quarter 4"
20111230,2011-12-30 00:00:00.000,30,"Friday",53,52,6,12,"December",4,2011,2011-12-01 00:00:00.000,2011-12-31 00:00:00.000,364,"Quarter 4"
20111231,2011-12-31 00:00:00.000,31,"Saturday",53,52,7,12,"December",4,2011,2011-12-01 00:00:00.000,2011-12-31 00:00:00.000,365,"Quarter 4"
20130101,2013-01-01 00:00:00.000,1,"Tuesday",1,1,3,1,"January",1,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,1,"Quarter 1"
20130102,2013-01-02 00:00:00.000,2,"Wednesday",1,1,4,1,"January",1,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,2,"Quarter 1"
20130103,2013-01-03 00:00:00.000,3,"Thursday",1,1,5,1,"January",1,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,3,"Quarter 1"
20130104,2013-01-04 00:00:00.000,4,"Friday",1,1,6,1,"January",1,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,4,"Quarter 1"
20130105,2013-01-05 00:00:00.000,5,"Saturday",1,1,7,1,"January",1,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,5,"Quarter 1"
20130106,2013-01-06 00:00:00.000,6,"Sunday",2,1,1,1,"January",1,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,6,"Quarter 1"
20130107,2013-01-07 00:00:00.000,7,"Monday",2,2,2,1,"January",1,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,7,"Quarter 1"
20130108,2013-01-08 00:00:00.000,8,"Tuesday",2,2,3,1,"January",1,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,8,"Quarter 1"
20130109,2013-01-09 00:00:00.000,9,"Wednesday",2,2,4,1,"January",1,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,9,"Quarter 1"
20130110,2013-01-10 00:00:00.000,10,"Thursday",2,2,5,1,"January",1,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,10,"Quarter 1"
20130111,2013-01-11 00:00:00.000,11,"Friday",2,2,6,1,"January",1,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,11,"Quarter 1"
20130112,2013-01-12 00:00:00.000,12,"Saturday",2,2,7,1,"January",1,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,12,"Quarter 1"
20130113,2013-01-13 00:00:00.000,13,"Sunday",3,2,1,1,"January",1,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,13,"Quarter 1"
20130114,2013-01-14 00:00:00.000,14,"Monday",3,3,2,1,"January",1,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,14,"Quarter 1"
20130115,2013-01-15 00:00:00.000,15,"Tuesday",3,3,3,1,"January",1,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,15,"Quarter 1"
20130116,2013-01-16 00:00:00.000,16,"Wednesday",3,3,4,1,"January",1,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,16,"Quarter 1"
20130117,2013-01-17 00:00:00.000,17,"Thursday",3,3,5,1,"January",1,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,17,"Quarter 1"
20130118,2013-01-18 00:00:00.000,18,"Friday",3,3,6,1,"January",1,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,18,"Quarter 1"
20130119,2013-01-19 00:00:00.000,19,"Saturday",3,3,7,1,"January",1,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,19,"Quarter 1"
20130120,2013-01-20 00:00:00.000,20,"Sunday",4,3,1,1,"January",1,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,20,"Quarter 1"
20130121,2013-01-21 00:00:00.000,21,"Monday",4,4,2,1,"January",1,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,21,"Quarter 1"
20130122,2013-01-22 00:00:00.000,22,"Tuesday",4,4,3,1,"January",1,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,22,"Quarter 1"
20130123,2013-01-23 00:00:00.000,23,"Wednesday",4,4,4,1,"January",1,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,23,"Quarter 1"
20130124,2013-01-24 00:00:00.000,24,"Thursday",4,4,5,1,"January",1,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,24,"Quarter 1"
20130125,2013-01-25 00:00:00.000,25,"Friday",4,4,6,1,"January",1,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,25,"Quarter 1"
20130126,2013-01-26 00:00:00.000,26,"Saturday",4,4,7,1,"January",1,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,26,"Quarter 1"
20130127,2013-01-27 00:00:00.000,27,"Sunday",5,4,1,1,"January",1,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,27,"Quarter 1"
20130128,2013-01-28 00:00:00.000,28,"Monday",5,5,2,1,"January",1,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,28,"Quarter 1"
20130129,2013-01-29 00:00:00.000,29,"Tuesday",5,5,3,1,"January",1,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,29,"Quarter 1"
20130130,2013-01-30 00:00:00.000,30,"Wednesday",5,5,4,1,"January",1,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,30,"Quarter 1"
20130131,2013-01-31 00:00:00.000,31,"Thursday",5,5,5,1,"January",1,2013,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000,31,"Quarter 1"
20130201,2013-02-01 00:00:00.000,1,"Friday",5,5,6,2,"February",1,2013,2013-02-01 00:00:00.000,2013-12-31 00:00:00.000,32,"Quarter 1"
20130202,2013-02-02 00:00:00.000,2,"Saturday",5,5,7,2,"February",1,2013,2013-02-01 00:00:00.000,2013-12-31 00:00:00.000,33,"Quarter 1"
20130203,2013-02-03 00:00:00.000,3,"Sunday",6,5,1,2,"February",1,2013,2013-02-01 00:00:00.000,2013-12-31 00:00:00.000,34,"Quarter 1"
20130204,2013-02-04 00:00:00.000,4,"Monday",6,6,2,2,"February",1,2013,2013-02-01 00:00:00.000,2013-12-31 00:00:00.000,35,"Quarter 1"
20130205,2013-02-05 00:00:00.000,5,"Tuesday",6,6,3,2,"February",1,2013,2013-02-01 00:00:00.000,2013-12-31 00:00:00.000,36,"Quarter 1"
20130206,2013-02-06 00:00:00.000,6,"Wednesday",6,6,4,2,"February",1,2013,2013-02-01 00:00:00.000,2013-12-31 00:00:00.000,37,"Quarter 1"
20130207,2013-02-07 00:00:00.000,7,"Thursday",6,6,5,2,"February",1,2013,2013-02-01 00:00:00.000,2013-12-31 00:00:00.000,38,"Quarter 1"
20130208,2013-02-08 00:00:00.000,8,"Friday",6,6,6,2,"February",1,2013,2013-02-01 00:00:00.000,2013-12-31 00:00:00.000,39,"Quarter 1"
20130209,2013-02-09 00:00:00.000,9,"Saturday",6,6,7,2,"February",1,2013,2013-02-01 00:00:00.000,2013-12-31 00:00:00.000,40,"Quarter 1"
20130210,2013-02-10 00:00:00.000,10,"Sunday",7,6,1,2,"February",1,2013,2013-02-01 00:00:00.000,2013-12-31 00:00:00.000,41,"Quarter 1"
20130211,2013-02-11 00:00:00.000,11,"Monday",7,7,2,2,"February",1,2013,2013-02-01 00:00:00.000,2013-12-31 00:00:00.000,42,"Quarter 1"
20130212,2013-02-12 00:00:00.000,12,"Tuesday",7,7,3,2,"February",1,2013,2013-02-01 00:00:00.000,2013-12-31 00:00:00.000,43,"Quarter 1"
20130213,2013-02-13 00:00:00.000,13,"Wednesday",7,7,4,2,"February",1,2013,2013-02-01 00:00:00.000,2013-12-31 00:00:00.000,44,"Quarter 1"
20130214,2013-02-14 00:00:00.000,14,"Thursday",7,7,5,2,"February",1,2013,2013-02-01 00:00:00.000,2013-12-31 00:00:00.000,45,"Quarter 1"
20130215,2013-02-15 00:00:00.000,15,"Friday",7,7,6,2,"February",1,2013,2013-02-01 00:00:00.000,2013-12-31 00:00:00.000,46,"Quarter 1"
20130216,2013-02-16 00:00:00.000,16,"Saturday",7,7,7,2,"February",1,2013,2013-02-01 00:00:00.000,2013-12-31 00:00:00.000,47,"Quarter 1"
20130217,2013-02-17 00:00:00.000,17,"Sunday",8,7,1,2,"February",1,2013,2013-02-01 00:00:00.000,2013-12-31 00:00:00.000,48,"Quarter 1"
20130218,2013-02-18 00:00:00.000,18,"Monday",8,8,2,2,"February",1,2013,2013-02-01 00:00:00.000,2013-12-31 00:00:00.000,49,"Quarter 1"
20130219,2013-02-19 00:00:00.000,19,"Tuesday",8,8,3,2,"February",1,2013,2013-02-01 00:00:00.000,2013-12-31 00:00:00.000,50,"Quarter 1"
20130220,2013-02-20 00:00:00.000,20,"Wednesday",8,8,4,2,"February",1,2013,2013-02-01 00:00:00.000,2013-12-31 00:00:00.000,51,"Quarter 1"
20130221,2013-02-21 00:00:00.000,21,"Thursday",8,8,5,2,"February",1,2013,2013-02-01 00:00:00.000,2013-12-31 00:00:00.000,52,"Quarter 1"
20130222,2013-02-22 00:00:00.000,22,"Friday",8,8,6,2,"February",1,2013,2013-02-01 00:00:00.000,2013-12-31 00:00:00.000,53,"Quarter 1"
20130223,2013-02-23 00:00:00.000,23,"Saturday",8,8,7,2,"February",1,2013,2013-02-01 00:00:00.000,2013-12-31 00:00:00.000,54,"Quarter 1"
20130224,2013-02-24 00:00:00.000,24,"Sunday",9,8,1,2,"February",1,2013,2013-02-01 00:00:00.000,2013-12-31 00:00:00.000,55,"Quarter 1"
20130225,2013-02-25 00:00:00.000,25,"Monday",9,9,2,2,"February",1,2013,2013-02-01 00:00:00.000,2013-12-31 00:00:00.000,56,"Quarter 1"
20130226,2013-02-26 00:00:00.000,26,"Tuesday",9,9,3,2,"February",1,2013,2013-02-01 00:00:00.000,2013-12-31 00:00:00.000,57,"Quarter 1"
20130227,2013-02-27 00:00:00.000,27,"Wednesday",9,9,4,2,"February",1,2013,2013-02-01 00:00:00.000,2013-12-31 00:00:00.000,58,"Quarter 1"
20130228,2013-02-28 00:00:00.000,28,"Thursday",9,9,5,2,"February",1,2013,2013-02-01 00:00:00.000,2013-12-31 00:00:00.000,59,"Quarter 1"
20130301,2013-03-01 00:00:00.000,1,"Friday",9,9,6,3,"March",1,2013,2013-03-01 00:00:00.000,2013-12-31 00:00:00.000,60,"Quarter 1"
20130302,2013-03-02 00:00:00.000,2,"Saturday",9,9,7,3,"March",1,2013,2013-03-01 00:00:00.000,2013-12-31 00:00:00.000,61,"Quarter 1"
20130303,2013-03-03 00:00:00.000,3,"Sunday",10,9,1,3,"March",1,2013,2013-03-01 00:00:00.000,2013-12-31 00:00:00.000,62,"Quarter 1"
20130304,2013-03-04 00:00:00.000,4,"Monday",10,10,2,3,"March",1,2013,2013-03-01 00:00:00.000,2013-12-31 00:00:00.000,63,"Quarter 1"
20130305,2013-03-05 00:00:00.000,5,"Tuesday",10,10,3,3,"March",1,2013,2013-03-01 00:00:00.000,2013-12-31 00:00:00.000,64,"Quarter 1"
20130306,2013-03-06 00:00:00.000,6,"Wednesday",10,10,4,3,"March",1,2013,2013-03-01 00:00:00.000,2013-12-31 00:00:00.000,65,"Quarter 1"
20130307,2013-03-07 00:00:00.000,7,"Thursday",10,10,5,3,"March",1,2013,2013-03-01 00:00:00.000,2013-12-31 00:00:00.000,66,"Quarter 1"
20130308,2013-03-08 00:00:00.000,8,"Friday",10,10,6,3,"March",1,2013,2013-03-01 00:00:00.000,2013-12-31 00:00:00.000,67,"Quarter 1"
20130309,2013-03-09 00:00:00.000,9,"Saturday",10,10,7,3,"March",1,2013,2013-03-01 00:00:00.000,2013-12-31 00:00:00.000,68,"Quarter 1"
20130310,2013-03-10 00:00:00.000,10,"Sunday",11,10,1,3,"March",1,2013,2013-03-01 00:00:00.000,2013-12-31 00:00:00.000,69,"Quarter 1"
20130311,2013-03-11 00:00:00.000,11,"Monday",11,11,2,3,"March",1,2013,2013-03-01 00:00:00.000,2013-12-31 00:00:00.000,70,"Quarter 1"
20130312,2013-03-12 00:00:00.000,12,"Tuesday",11,11,3,3,"March",1,2013,2013-03-01 00:00:00.000,2013-12-31 00:00:00.000,71,"Quarter 1"
20130313,2013-03-13 00:00:00.000,13,"Wednesday",11,11,4,3,"March",1,2013,2013-03-01 00:00:00.000,2013-12-31 00:00:00.000,72,"Quarter 1"
20130314,2013-03-14 00:00:00.000,14,"Thursday",11,11,5,3,"March",1,2013,2013-03-01 00:00:00.000,2013-12-31 00:00:00.000,73,"Quarter 1"
20130315,2013-03-15 00:00:00.000,15,"Friday",11,11,6,3,"March",1,2013,2013-03-01 00:00:00.000,2013-12-31 00:00:00.000,74,"Quarter 1"
20130316,2013-03-16 00:00:00.000,16,"Saturday",11,11,7,3,"March",1,2013,2013-03-01 00:00:00.000,2013-12-31 00:00:00.000,75,"Quarter 1"
20130317,2013-03-17 00:00:00.000,17,"Sunday",12,11,1,3,"March",1,2013,2013-03-01 00:00:00.000,2013-12-31 00:00:00.000,76,"Quarter 1"
20130318,2013-03-18 00:00:00.000,18,"Monday",12,12,2,3,"March",1,2013,2013-03-01 00:00:00.000,2013-12-31 00:00:00.000,77,"Quarter 1"
20130319,2013-03-19 00:00:00.000,19,"Tuesday",12,12,3,3,"March",1,2013,2013-03-01 00:00:00.000,2013-12-31 00:00:00.000,78,"Quarter 1"
20130320,2013-03-20 00:00:00.000,20,"Wednesday",12,12,4,3,"March",1,2013,2013-03-01 00:00:00.000,2013-12-31 00:00:00.000,79,"Quarter 1"
20130321,2013-03-21 00:00:00.000,21,"Thursday",12,12,5,3,"March",1,2013,2013-03-01 00:00:00.000,2013-12-31 00:00:00.000,80,"Quarter 1"
20130322,2013-03-22 00:00:00.000,22,"Friday",12,12,6,3,"March",1,2013,2013-03-01 00:00:00.000,2013-12-31 00:00:00.000,81,"Quarter 1"
20130323,2013-03-23 00:00:00.000,23,"Saturday",12,12,7,3,"March",1,2013,2013-03-01 00:00:00.000,2013-12-31 00:00:00.000,82,"Quarter 1"
20130324,2013-03-24 00:00:00.000,24,"Sunday",13,12,1,3,"March",1,2013,2013-03-01 00:00:00.000,2013-12-31 00:00:00.000,83,"Quarter 1"
20130325,2013-03-25 00:00:00.000,25,"Monday",13,13,2,3,"March",1,2013,2013-03-01 00:00:00.000,2013-12-31 00:00:00.000,84,"Quarter 1"
20130326,2013-03-26 00:00:00.000,26,"Tuesday",13,13,3,3,"March",1,2013,2013-03-01 00:00:00.000,2013-12-31 00:00:00.000,85,"Quarter 1"
20130327,2013-03-27 00:00:00.000,27,"Wednesday",13,13,4,3,"March",1,2013,2013-03-01 00:00:00.000,2013-12-31 00:00:00.000,86,"Quarter 1"
20130328,2013-03-28 00:00:00.000,28,"Thursday",13,13,5,3,"March",1,2013,2013-03-01 00:00:00.000,2013-12-31 00:00:00.000,87,"Quarter 1"
20130329,2013-03-29 00:00:00.000,29,"Friday",13,13,6,3,"March",1,2013,2013-03-01 00:00:00.000,2013-12-31 00:00:00.000,88,"Quarter 1"
20130330,2013-03-30 00:00:00.000,30,"Saturday",13,13,7,3,"March",1,2013,2013-03-01 00:00:00.000,2013-12-31 00:00:00.000,89,"Quarter 1"
20130331,2013-03-31 00:00:00.000,31,"Sunday",14,13,1,3,"March",1,2013,2013-03-01 00:00:00.000,2013-12-31 00:00:00.000,90,"Quarter 1"
20130401,2013-04-01 00:00:00.000,1,"Monday",14,14,2,4,"April",2,2013,2013-04-01 00:00:00.000,2013-12-31 00:00:00.000,91,"Quarter 2"
20130402,2013-04-02 00:00:00.000,2,"Tuesday",14,14,3,4,"April",2,2013,2013-04-01 00:00:00.000,2013-12-31 00:00:00.000,92,"Quarter 2"
20130403,2013-04-03 00:00:00.000,3,"Wednesday",14,14,4,4,"April",2,2013,2013-04-01 00:00:00.000,2013-12-31 00:00:00.000,93,"Quarter 2"
20130404,2013-04-04 00:00:00.000,4,"Thursday",14,14,5,4,"April",2,2013,2013-04-01 00:00:00.000,2013-12-31 00:00:00.000,94,"Quarter 2"
20130405,2013-04-05 00:00:00.000,5,"Friday",14,14,6,4,"April",2,2013,2013-04-01 00:00:00.000,2013-12-31 00:00:00.000,95,"Quarter 2"
20130406,2013-04-06 00:00:00.000,6,"Saturday",14,14,7,4,"April",2,2013,2013-04-01 00:00:00.000,2013-12-31 00:00:00.000,96,"Quarter 2"
20130407,2013-04-07 00:00:00.000,7,"Sunday",15,14,1,4,"April",2,2013,2013-04-01 00:00:00.000,2013-12-31 00:00:00.000,97,"Quarter 2"
20130408,2013-04-08 00:00:00.000,8,"Monday",15,15,2,4,"April",2,2013,2013-04-01 00:00:00.000,2013-12-31 00:00:00.000,98,"Quarter 2"
20130409,2013-04-09 00:00:00.000,9,"Tuesday",15,15,3,4,"April",2,2013,2013-04-01 00:00:00.000,2013-12-31 00:00:00.000,99,"Quarter 2"
20130410,2013-04-10 00:00:00.000,10,"Wednesday",15,15,4,4,"April",2,2013,2013-04-01 00:00:00.000,2013-12-31 00:00:00.000,100,"Quarter 2"
20130411,2013-04-11 00:00:00.000,11,"Thursday",15,15,5,4,"April",2,2013,2013-04-01 00:00:00.000,2013-12-31 00:00:00.000,101,"Quarter 2"
20130412,2013-04-12 00:00:00.000,12,"Friday",15,15,6,4,"April",2,2013,2013-04-01 00:00:00.000,2013-12-31 00:00:00.000,102,"Quarter 2"
20130413,2013-04-13 00:00:00.000,13,"Saturday",15,15,7,4,"April",2,2013,2013-04-01 00:00:00.000,2013-12-31 00:00:00.000,103,"Quarter 2"
20130414,2013-04-14 00:00:00.000,14,"Sunday",16,15,1,4,"April",2,2013,2013-04-01 00:00:00.000,2013-12-31 00:00:00.000,104,"Quarter 2"
20130415,2013-04-15 00:00:00.000,15,"Monday",16,16,2,4,"April",2,2013,2013-04-01 00:00:00.000,2013-12-31 00:00:00.000,105,"Quarter 2"
20130416,2013-04-16 00:00:00.000,16,"Tuesday",16,16,3,4,"April",2,2013,2013-04-01 00:00:00.000,2013-12-31 00:00:00.000,106,"Quarter 2"
20130417,2013-04-17 00:00:00.000,17,"Wednesday",16,16,4,4,"April",2,2013,2013-04-01 00:00:00.000,2013-12-31 00:00:00.000,107,"Quarter 2"
20130418,2013-04-18 00:00:00.000,18,"Thursday",16,16,5,4,"April",2,2013,2013-04-01 00:00:00.000,2013-12-31 00:00:00.000,108,"Quarter 2"
20130419,2013-04-19 00:00:00.000,19,"Friday",16,16,6,4,"April",2,2013,2013-04-01 00:00:00.000,2013-12-31 00:00:00.000,109,"Quarter 2"
20130420,2013-04-20 00:00:00.000,20,"Saturday",16,16,7,4,"April",2,2013,2013-04-01 00:00:00.000,2013-12-31 00:00:00.000,110,"Quarter 2"
20130421,2013-04-21 00:00:00.000,21,"Sunday",17,16,1,4,"April",2,2013,2013-04-01 00:00:00.000,2013-12-31 00:00:00.000,111,"Quarter 2"
20130422,2013-04-22 00:00:00.000,22,"Monday",17,17,2,4,"April",2,2013,2013-04-01 00:00:00.000,2013-12-31 00:00:00.000,112,"Quarter 2"
20130423,2013-04-23 00:00:00.000,23,"Tuesday",17,17,3,4,"April",2,2013,2013-04-01 00:00:00.000,2013-12-31 00:00:00.000,113,"Quarter 2"
20130424,2013-04-24 00:00:00.000,24,"Wednesday",17,17,4,4,"April",2,2013,2013-04-01 00:00:00.000,2013-12-31 00:00:00.000,114,"Quarter 2"
20130425,2013-04-25 00:00:00.000,25,"Thursday",17,17,5,4,"April",2,2013,2013-04-01 00:00:00.000,2013-12-31 00:00:00.000,115,"Quarter 2"
20130426,2013-04-26 00:00:00.000,26,"Friday",17,17,6,4,"April",2,2013,2013-04-01 00:00:00.000,2013-12-31 00:00:00.000,116,"Quarter 2"
20130427,2013-04-27 00:00:00.000,27,"Saturday",17,17,7,4,"April",2,2013,2013-04-01 00:00:00.000,2013-12-31 00:00:00.000,117,"Quarter 2"
20130428,2013-04-28 00:00:00.000,28,"Sunday",18,17,1,4,"April",2,2013,2013-04-01 00:00:00.000,2013-12-31 00:00:00.000,118,"Quarter 2"
20130429,2013-04-29 00:00:00.000,29,"Monday",18,18,2,4,"April",2,2013,2013-04-01 00:00:00.000,2013-12-31 00:00:00.000,119,"Quarter 2"
20130430,2013-04-30 00:00:00.000,30,"Tuesday",18,18,3,4,"April",2,2013,2013-04-01 00:00:00.000,2013-12-31 00:00:00.000,120,"Quarter 2"
20130501,2013-05-01 00:00:00.000,1,"Wednesday",18,18,4,5,"May",2,2013,2013-05-01 00:00:00.000,2013-12-31 00:00:00.000,121,"Quarter 2"
20130502,2013-05-02 00:00:00.000,2,"Thursday",18,18,5,5,"May",2,2013,2013-05-01 00:00:00.000,2013-12-31 00:00:00.000,122,"Quarter 2"
20130503,2013-05-03 00:00:00.000,3,"Friday",18,18,6,5,"May",2,2013,2013-05-01 00:00:00.000,2013-12-31 00:00:00.000,123,"Quarter 2"
20130504,2013-05-04 00:00:00.000,4,"Saturday",18,18,7,5,"May",2,2013,2013-05-01 00:00:00.000,2013-12-31 00:00:00.000,124,"Quarter 2"
20130505,2013-05-05 00:00:00.000,5,"Sunday",19,18,1,5,"May",2,2013,2013-05-01 00:00:00.000,2013-12-31 00:00:00.000,125,"Quarter 2"
20130506,2013-05-06 00:00:00.000,6,"Monday",19,19,2,5,"May",2,2013,2013-05-01 00:00:00.000,2013-12-31 00:00:00.000,126,"Quarter 2"
20130507,2013-05-07 00:00:00.000,7,"Tuesday",19,19,3,5,"May",2,2013,2013-05-01 00:00:00.000,2013-12-31 00:00:00.000,127,"Quarter 2"
20130508,2013-05-08 00:00:00.000,8,"Wednesday",19,19,4,5,"May",2,2013,2013-05-01 00:00:00.000,2013-12-31 00:00:00.000,128,"Quarter 2"
20130509,2013-05-09 00:00:00.000,9,"Thursday",19,19,5,5,"May",2,2013,2013-05-01 00:00:00.000,2013-12-31 00:00:00.000,129,"Quarter 2"
20130510,2013-05-10 00:00:00.000,10,"Friday",19,19,6,5,"May",2,2013,2013-05-01 00:00:00.000,2013-12-31 00:00:00.000,130,"Quarter 2"
20130511,2013-05-11 00:00:00.000,11,"Saturday",19,19,7,5,"May",2,2013,2013-05-01 00:00:00.000,2013-12-31 00:00:00.000,131,"Quarter 2"
20130512,2013-05-12 00:00:00.000,12,"Sunday",20,19,1,5,"May",2,2013,2013-05-01 00:00:00.000,2013-12-31 00:00:00.000,132,"Quarter 2"
20130513,2013-05-13 00:00:00.000,13,"Monday",20,20,2,5,"May",2,2013,2013-05-01 00:00:00.000,2013-12-31 00:00:00.000,133,"Quarter 2"
20130514,2013-05-14 00:00:00.000,14,"Tuesday",20,20,3,5,"May",2,2013,2013-05-01 00:00:00.000,2013-12-31 00:00:00.000,134,"Quarter 2"
20130515,2013-05-15 00:00:00.000,15,"Wednesday",20,20,4,5,"May",2,2013,2013-05-01 00:00:00.000,2013-12-31 00:00:00.000,135,"Quarter 2"
20130516,2013-05-16 00:00:00.000,16,"Thursday",20,20,5,5,"May",2,2013,2013-05-01 00:00:00.000,2013-12-31 00:00:00.000,136,"Quarter 2"
20130517,2013-05-17 00:00:00.000,17,"Friday",20,20,6,5,"May",2,2013,2013-05-01 00:00:00.000,2013-12-31 00:00:00.000,137,"Quarter 2"
20130518,2013-05-18 00:00:00.000,18,"Saturday",20,20,7,5,"May",2,2013,2013-05-01 00:00:00.000,2013-12-31 00:00:00.000,138,"Quarter 2"
20130519,2013-05-19 00:00:00.000,19,"Sunday",21,20,1,5,"May",2,2013,2013-05-01 00:00:00.000,2013-12-31 00:00:00.000,139,"Quarter 2"
20130520,2013-05-20 00:00:00.000,20,"Monday",21,21,2,5,"May",2,2013,2013-05-01 00:00:00.000,2013-12-31 00:00:00.000,140,"Quarter 2"
20130521,2013-05-21 00:00:00.000,21,"Tuesday",21,21,3,5,"May",2,2013,2013-05-01 00:00:00.000,2013-12-31 00:00:00.000,141,"Quarter 2"
20130522,2013-05-22 00:00:00.000,22,"Wednesday",21,21,4,5,"May",2,2013,2013-05-01 00:00:00.000,2013-12-31 00:00:00.000,142,"Quarter 2"
20130523,2013-05-23 00:00:00.000,23,"Thursday",21,21,5,5,"May",2,2013,2013-05-01 00:00:00.000,2013-12-31 00:00:00.000,143,"Quarter 2"
20130524,2013-05-24 00:00:00.000,24,"Friday",21,21,6,5,"May",2,2013,2013-05-01 00:00:00.000,2013-12-31 00:00:00.000,144,"Quarter 2"
20130525,2013-05-25 00:00:00.000,25,"Saturday",21,21,7,5,"May",2,2013,2013-05-01 00:00:00.000,2013-12-31 00:00:00.000,145,"Quarter 2"
20130526,2013-05-26 00:00:00.000,26,"Sunday",22,21,1,5,"May",2,2013,2013-05-01 00:00:00.000,2013-12-31 00:00:00.000,146,"Quarter 2"
20130527,2013-05-27 00:00:00.000,27,"Monday",22,22,2,5,"May",2,2013,2013-05-01 00:00:00.000,2013-12-31 00:00:00.000,147,"Quarter 2"
20130528,2013-05-28 00:00:00.000,28,"Tuesday",22,22,3,5,"May",2,2013,2013-05-01 00:00:00.000,2013-12-31 00:00:00.000,148,"Quarter 2"
20130529,2013-05-29 00:00:00.000,29,"Wednesday",22,22,4,5,"May",2,2013,2013-05-01 00:00:00.000,2013-12-31 00:00:00.000,149,"Quarter 2"
20130530,2013-05-30 00:00:00.000,30,"Thursday",22,22,5,5,"May",2,2013,2013-05-01 00:00:00.000,2013-12-31 00:00:00.000,150,"Quarter 2"
20130531,2013-05-31 00:00:00.000,31,"Friday",22,22,6,5,"May",2,2013,2013-05-01 00:00:00.000,2013-12-31 00:00:00.000,151,"Quarter 2"
20130601,2013-06-01 00:00:00.000,1,"Saturday",22,22,7,6,"June",2,2013,2013-06-01 00:00:00.000,2013-12-31 00:00:00.000,152,"Quarter 2"
20130602,2013-06-02 00:00:00.000,2,"Sunday",23,22,1,6,"June",2,2013,2013-06-01 00:00:00.000,2013-12-31 00:00:00.000,153,"Quarter 2"
