_ownerid_value,_createdby_value,versionnumber,_owningbusinessunit_value,nadb_creditriskstatusid,modifiedon,_owningteam_value,nadb_indicatorname_status,_nadb_riskindicator_value,nadb_statusname,_modifiedonbehalfby_value,_createdonbehalfby_value,nadb_statuscode,statuscode,overriddencreatedon,importsequencenumber,nadb_statuspoints,timezoneruleversionnumber,statecode,nadb_statuspoints2,_modifiedby_value,_nadb_statusmethodology_value,_owninguser_value,nadb_variablerange,createdon,nadb_name2,utcconversiontimezonecode
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033347,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","14819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:05.000,"","Source of payment (primary source)","499a30ab-c154-ea11-a813-000d3a4ed0f6","2.9.3","","","Other Revenues",1,,107,,,0,10,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:59.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033378,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","16819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:05.000,"","Total Outstanding Debt & Obligations / Available Revenues","4b9a30ab-c154-ea11-a813-000d3a4ed0f6","3.1.1","","","<= 60%",1,,107,,,0,10,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:59.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033391,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","18819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:05.000,"","Total Outstanding Debt & Obligations / Available Revenues","4b9a30ab-c154-ea11-a813-000d3a4ed0f6","3.1.2","","","<60% y 120%= <",1,,107,,,0,5,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:59.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033802,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","1a819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:07.000,"","Total Outstanding Debt & Obligations / Available Revenues","4b9a30ab-c154-ea11-a813-000d3a4ed0f6","3.1.3","","",">120%",1,,107,,,0,-15,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:59.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033390,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","1c819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:05.000,"","Full compliance with main contractual conditions and covenants","4d9a30ab-c154-ea11-a813-000d3a4ed0f6","3.10.1","","","Complies",1,,107,,,0,20,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:59.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033383,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","20819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:05.000,"","Full compliance with main contractual conditions and covenants","4d9a30ab-c154-ea11-a813-000d3a4ed0f6","3.10.3","","","Severe Non-compliance aspect",1,,107,,,0,-20,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:59.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033399,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","22819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:05.000,"","Source of payment (primary source)","4f9a30ab-c154-ea11-a813-000d3a4ed0f6","3.11.1","","","Participaciones Federales (Municipality)",1,,107,,,0,20,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:59.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033394,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","24819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:05.000,"","Source of payment (primary source)","4f9a30ab-c154-ea11-a813-000d3a4ed0f6","3.11.2","","","Own Revenues",1,,107,,,0,15,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:59.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033400,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","26819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:05.000,"","Source of payment (primary source)","4f9a30ab-c154-ea11-a813-000d3a4ed0f6","3.11.3","","","Other Revenues",1,,107,,,0,10,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:59.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033402,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","28819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:05.000,"","Financial structure of payment (Primary source)","519a30ab-c154-ea11-a813-000d3a4ed0f6","3.12.1","","","Trust Agreement",1,,107,,,0,25,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:59.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033407,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","2a819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:05.000,"","Financial structure of payment (Primary source)","519a30ab-c154-ea11-a813-000d3a4ed0f6","3.12.2","","","Mandate Agreement",1,,107,,,0,20,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:59.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033408,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","2c819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:05.000,"","Financial structure of payment (Primary source)","519a30ab-c154-ea11-a813-000d3a4ed0f6","3.12.3","","","Concentration Account",1,,107,,,0,15,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:59.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033413,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","30819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:05.000,"","Additional enhancements","539a30ab-c154-ea11-a813-000d3a4ed0f6","3.13.1","","","Part. Fed (State) + Joint Obligor rated at least at BBB-",1,,107,,,0,25,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:59.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033427,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","32819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:06.000,"","Additional enhancements","539a30ab-c154-ea11-a813-000d3a4ed0f6","3.13.2","","","Participaciones Federales (State)",1,,107,,,0,20,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:59.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033419,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","34819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:06.000,"","Additional enhancements","539a30ab-c154-ea11-a813-000d3a4ed0f6","3.13.3","","","Joint Obligor (State) rated at least at BBB-",1,,107,,,0,15,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:59.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033424,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","38819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:06.000,"","Financial structure includes a debt service reserve fund","559a30ab-c154-ea11-a813-000d3a4ed0f6","3.14.1","","","Yes",1,,107,,,0,5,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:59.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033433,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","3c819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:06.000,"","Debt Service Coverage Ratio is above minimum required ratio from loan agreement","579a30ab-c154-ea11-a813-000d3a4ed0f6","3.15.1","","","Yes",1,,107,,,0,5,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:59.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033440,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","40819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:06.000,"","Municipality is currently rated by any credit rating agencies within the last 12 months","599a30ab-c154-ea11-a813-000d3a4ed0f6","3.16.1","","","Above BBB-",1,,107,,,0,5,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:59.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033445,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","42819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:06.000,"","Municipality is currently rated by any credit rating agencies within the last 12 months","599a30ab-c154-ea11-a813-000d3a4ed0f6","3.16.2","","","Below BBB-",1,,107,,,0,2,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:59.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033448,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","46819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:06.000,"","Sector Outlook","5b9a30ab-c154-ea11-a813-000d3a4ed0f6","3.17.1","","","Positive",1,,107,,,0,5,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:59.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033457,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","4a819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:06.000,"","Sector Outlook","5b9a30ab-c154-ea11-a813-000d3a4ed0f6","3.17.3","","","Negative",1,,107,,,0,-5,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:06:59.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033456,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","4c819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:06.000,"","Total Debt & Obligations Service / Available Revenues","5d9a30ab-c154-ea11-a813-000d3a4ed0f6","3.2.1","","","<= 5.0%",1,,107,,,0,20,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:00.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033460,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","4e819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:06.000,"","Total Debt & Obligations Service / Available Revenues","5d9a30ab-c154-ea11-a813-000d3a4ed0f6","3.2.2","","","<5.0% y 10%= <",1,,107,,,0,5,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:00.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033462,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","50819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:06.000,"","Total Debt & Obligations Service / Available Revenues","5d9a30ab-c154-ea11-a813-000d3a4ed0f6","3.2.3","","",">10%",1,,107,,,0,-20,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:00.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033463,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","52819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:06.000,"","All Short -term Debt & Obligations / Total Revenues","5f9a30ab-c154-ea11-a813-000d3a4ed0f6","3.3.1","","","<=15.0%",1,,107,,,0,10,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:00.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033469,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","54819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:06.000,"","All Short -term Debt & Obligations / Total Revenues","5f9a30ab-c154-ea11-a813-000d3a4ed0f6","3.3.2","","","<15.0% y 25.0%= <",1,,107,,,0,5,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:00.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033466,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","56819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:06.000,"","All Short -term Debt & Obligations / Total Revenues","5f9a30ab-c154-ea11-a813-000d3a4ed0f6","3.3.3","","",">25%",1,,107,,,0,-10,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:00.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033468,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","58819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:06.000,"","Phisycal Efficiency (invoiced volume/ produced volume)","619a30ab-c154-ea11-a813-000d3a4ed0f6","3.4.1","","","Above Average (56.91%)",1,,107,,,0,5,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:00.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033473,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","5c819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:06.000,"","Commercial Efficiency (collected volume / billed volume)","639a30ab-c154-ea11-a813-000d3a4ed0f6","3.5.1","","","Above Average (72.1%)",1,,107,,,0,5,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:00.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033478,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","60819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:06.000,"","Global Efficiency (phisycal efficiency * commercial efficiency)","659a30ab-c154-ea11-a813-000d3a4ed0f6","3.6.1","","","Above Average (43.65%)",1,,107,,,0,5,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:00.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033480,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","64819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:06.000,"","Receivables turnover (days)","679a30ab-c154-ea11-a813-000d3a4ed0f6","3.7.1","","","<90 days",1,,107,,,0,10,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:00.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033483,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","66819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:06.000,"","Receivables turnover (days)","679a30ab-c154-ea11-a813-000d3a4ed0f6","3.7.2","","","90 to 120 days",1,,107,,,0,5,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:00.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033486,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","6a819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:06.000,"","Receivables turnover (days)","679a30ab-c154-ea11-a813-000d3a4ed0f6","3.7.4","","","> 250",1,,107,,,0,-10,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:00.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033624,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","6c819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:06.000,"","Cash & Liquid investments / Current Liabilities (times, x)","699a30ab-c154-ea11-a813-000d3a4ed0f6","3.8.1","","",">0.50x",1,,107,,,0,5,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:00.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033517,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","6e819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:06.000,"","Cash & Liquid investments / Current Liabilities (times, x)","699a30ab-c154-ea11-a813-000d3a4ed0f6","3.8.2","","","0.50x to 0.30x",1,,107,,,0,2,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:00.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033518,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","72819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:06.000,"","Cash & Liquid investments / Current Liabilities (times, x)","699a30ab-c154-ea11-a813-000d3a4ed0f6","3.8.4","","","<0.15x",1,,107,,,0,-10,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:00.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033646,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","74819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:06.000,"","Historical payment experience with NADB within the last 24 months","6b9a30ab-c154-ea11-a813-000d3a4ed0f6","3.9.1","","","Current up to 3 days past due",1,,107,,,0,20,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:00.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033511,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","76819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:06.000,"","Historical payment experience with NADB within the last 24 months","6b9a30ab-c154-ea11-a813-000d3a4ed0f6","3.9.2","","","Between 4 and 29 days past due",1,,107,,,0,-25,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:00.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033634,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","78819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:06.000,"","Historical payment experience with NADB within the last 24 months","6b9a30ab-c154-ea11-a813-000d3a4ed0f6","3.9.3","","","Between 30 and 90 days past due",1,,107,,,0,-30,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:00.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033629,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","7a819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:06.000,"","Historical payment experience with NADB within the last 24 months","6b9a30ab-c154-ea11-a813-000d3a4ed0f6","3.9.4","","","More than 90 days past due",1,,107,,,0,-50,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:00.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033635,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","7c819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:06.000,"","Senior Lien Debt Service Coverage (x)","1d9b30ab-c154-ea11-a813-000d3a4ed0f6","4.1.1","","",">1.20",1,,107,,,0,10,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:00.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033652,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","7e819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:06.000,"","Senior Lien Debt Service Coverage (x)","1d9b30ab-c154-ea11-a813-000d3a4ed0f6","4.1.2","","","1.20 to 1.0",1,,107,,,0,5,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:00.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033647,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","80819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:06.000,"","Senior Lien Debt Service Coverage (x)","1d9b30ab-c154-ea11-a813-000d3a4ed0f6","4.1.3","","","<1",1,,107,,,0,-10,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:00.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033657,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","82819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:06.000,"","Full compliance with main contractual conditions and covenants","1f9b30ab-c154-ea11-a813-000d3a4ed0f6","4.10.1","","","Complies",1,,107,,,0,10,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:00.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033665,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","86819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:07.000,"","Average Net Revenues to Average Debt Service [3Y] (x)","219b30ab-c154-ea11-a813-000d3a4ed0f6","4.2.1","","","At least 1.25",1,,107,,,0,10,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:00.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033668,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","88819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:07.000,"","Average Net Revenues to Average Debt Service [3Y] (x)","219b30ab-c154-ea11-a813-000d3a4ed0f6","4.2.2","","","1.25 to 1.20",1,,107,,,0,5,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:00.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033677,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","8c819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:07.000,"","Days Cash on Hand","239b30ab-c154-ea11-a813-000d3a4ed0f6","4.3.1","","",">250 days",1,,107,,,0,10,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:01.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033678,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","8e819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:07.000,"","Days Cash on Hand","239b30ab-c154-ea11-a813-000d3a4ed0f6","4.3.2","","","250 to 180 days",1,,107,,,0,5,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:01.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033687,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","92819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:07.000,"","Days Cash on Hand","239b30ab-c154-ea11-a813-000d3a4ed0f6","4.3.4","","","<90 days",1,,107,,,0,-5,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:01.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033685,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","94819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:07.000,"","Debt to Operating Revenues (x)","259b30ab-c154-ea11-a813-000d3a4ed0f6","4.4.1","","","<2.0",1,,107,,,0,10,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:01.000,"",
"c7205e36-d6ee-42c5-8733-e670621cd834","c7205e36-d6ee-42c5-8733-e670621cd834",12033702,"b5152e2f-ebcb-e911-a9aa-000d3a14431b","96819979-cc54-ea11-a813-000d3a4edd29",2020-02-21 17:07:07.000,"","Debt to Operating Revenues (x)","259b30ab-c154-ea11-a813-000d3a4ed0f6","4.4.2","","","2.0 to 4.0",1,,107,,,0,5,"c7205e36-d6ee-42c5-8733-e670621cd834","","c7205e36-d6ee-42c5-8733-e670621cd834","",2020-02-21 17:07:01.000,"",
