item,description,product_code,u_m,unit_cost,p_m_t_code,p_m_t
"AOS-AA-DC-040036","661503S1","FF-AA-PU","PC",0.239,"M","Manufactured"
"AOS-AA-DC-040037","661504S1","FF-AA-PU","PC",0.184,"M","Manufactured"
"AOS-AA-DC-040038","661505S1","FF-AA-PU","PC",0.153339,"M","Manufactured"
"AOS-AA-DC-040039","661507S1","FF-AA-PU","PC",0.190173,"M","Manufactured"
"AOS-AA-DC-040040","661212","FF-AA-PU","PC",0.475311,"M","Manufactured"
"AOS-AA-DC-040042","661225","FF-AA-PU","PC",0.714726,"M","Manufactured"
"AOS-AA-DC-040043","661223","FF-AA-PU","PC",0.497266,"M","Manufactured"
"AOS-AA-DC-040045","661226","FF-AA-PU","PC",0.145783,"M","Manufactured"
"AOS-AA-DC-040046","661227","FF-AA-PU","PC",0.035082,"M","Manufactured"
"AOS-AA-DC-040047","661228","FF-AA-PU","PC",0.098628,"M","Manufactured"
"AOS-AA-DC-040050","661022","FF-AA-PU","PC",0.056596,"M","Manufactured"
"AOS-AA-DC-040051","661113","FF-AA-PU","PC",0.153111,"M","Manufactured"
"AOS-AA-DC-040052","661112","FF-AA-PU","PC",1.186167,"M","Manufactured"
"AOS-AA-DC-041014","12053670(6061-6803-00)","FF-AA-PU","PC",0.240709,"M","Manufactured"
"AOS-AA-DC-041015","12053673(6061-6804-00)","FF-AA-PU","PC",0.099993,"M","Manufactured"
"AOS-AA-DC-041016","12053672(6061-6805-00)","FF-AA-PU","PC",0.118015,"M","Manufactured"
"AOS-AA-DC-041017","6061-6801-00","FF-AA-PU","PC",0.066901,"M","Manufactured"
"AOS-AA-DC-041018","6061-6802-00","FF-AA-PU","PC",0.083295,"M","Manufactured"
"AOS-AA-DC-041019","12053809(6061-6806-00)","FF-AA-PU","PC",0.062611,"M","Manufactured"
"AOS-AA-DC-041020","12053810(6061-6808-00)","FF-AA-PU","PC",0.289136,"M","Manufactured"
"AOS-AA-DC-041021","12053811(6061-6809-00)","FF-AA-PU","PC",0.176442,"M","Manufactured"
"AOS-AA-DC-041022","12053726(6091-6803-00)","FF-AA-PU","PC",0.056025,"M","Manufactured"
"AOS-AA-DC-041023","12053725（6091-6804-00）","FF-AA-PU","PC",0.055575,"M","Manufactured"
"AOS-AA-DC-041024","12053728（6091-6806-00）","FF-AA-PU","PC",0.068859,"M","Manufactured"
"AOS-AA-DC-041025","12053729（6091-6807-00）","FF-AA-PU","PC",0.614972,"M","Manufactured"
"AOS-AA-DC-041026","12053727（6091-6805-01）","FF-AA-PU","PC",0.083074,"M","Manufactured"
"AOS-AA-DC-041027","6091-6801-00","FF-AA-PU","PC",0.312606,"M","Manufactured"
"AOS-AA-DC-041028","6091-6802-00","FF-AA-PU","PC",0.067718,"M","Manufactured"
"AOS-AA-DC-041029","12054126","FF-AA-PU","PC",0.113501,"M","Manufactured"
"AOS-AA-DC-041030","6061-680C-00","FF-AA-PU","PC",0.090608,"M","Manufactured"
"AOS-AA-DC-053001","09554571","FF-AA-PU","PC",0.196576,"M","Manufactured"
"AOS-AA-DC-053002","09556375","FF-AA-PU","PC",1.06,"M","Manufactured"
"AOS-AA-DC-056004","H1340","FF-AA-PU","PC",0.385965,"M","Manufactured"
"AOS-AA-DC-065003","L0586971AA01","FF-AA-PU","PC",0.398864,"M","Manufactured"
"AOS-AA-DC-069001","32332109（100*30*30）","FF-AA-PU","PC",0.397941,"M","Manufactured"
"AOS-AA-DC-090011","40120019141","FF-AA-PU","PC",0.138094,"M","Manufactured"
"AOS-AA-DC-090012","40120019171","FF-AA-PU","PC",0.134738,"M","Manufactured"
"AOS-AA-DC-090013","40120019331","FF-AA-PU","PC",0.224825,"M","Manufactured"
"AOS-AA-DC-090014","40120019341","FF-AA-PU","PC",5.889187,"M","Manufactured"
"AOS-AA-DC-090015","40120019151","FF-AA-PU","PC",0.477806,"M","Manufactured"
"AOS-AA-DC-090016","40120019161","FF-AA-PU","PC",0.492432,"M","Manufactured"
"AOS-AA-DC-094001","J9C3-17640-A-PIA-02","FF-AA-PU","PC",1.918572,"M","Manufactured"
"AOS-AA-DC-107002","01.13.M000062091","FF-AA-PU","PC",10.51,"M","Manufactured"
"AOS-AA-DC-107007","02.14.STDZ000049","FF-AA-PU","PC",19.400419,"M","Manufactured"
"AOT-AA-DC-047073","8100511XNZ01A","FF-AA-PU","PC",1.531738,"M","Manufactured"
"AOT-AA-DC-059008","06.CA001A.D321A","FF-AA-PU","PC",0.143896,"M","Manufactured"
"AOT-AA-DC-059015","06.CA001A.D362A","FF-AA-PU","PC",0.136487,"M","Manufactured"
"AOT-AA-DC-059017","06.CA001A.D364A","FF-AA-PU","PC",0.110571,"M","Manufactured"
"AOT-AA-DC-059020","19.CA001A.D203A","FF-AA-PU","PC",0.358627,"M","Manufactured"
"AOT-AA-DC-059021","19.CA001A.D204A","FF-AA-PU","PC",0.39152,"M","Manufactured"
"AOT-AA-DC-059023","06.CA001A.D401B","FF-AA-PU","PC",0.946582,"M","Manufactured"
"AOT-AA-DC-059027","06.CA001A.D113B","FF-AA-PU","PC",0.157629,"M","Manufactured"
"AOT-AA-DC-059078","06.CA024A.A115A","FF-AA-PU","PC",0.702531,"M","Manufactured"
"AOT-AA-DC-059081","06.CA024A.A329A","FF-AA-PU","PC",0.123933,"M","Manufactured"
"AOT-AA-DC-059082","06.CA024A.A331A","FF-AA-PU","PC",0.096402,"M","Manufactured"
"AOT-AA-DC-059083","06.CA024A.A402A","FF-AA-PU","PC",0.786842,"M","Manufactured"
"AOT-AA-DC-059084","06.CA024A.A403A","FF-AA-PU","PC",0.373532,"M","Manufactured"
"AOT-AA-DC-059085","06.CA024A.A404A","FF-AA-PU","PC",0.105739,"M","Manufactured"
"AOT-AA-DC-059086","06.CA024A.A406B","FF-AA-PU","PC",0.12794,"M","Manufactured"
"AOT-AA-DC-059093","19.CA024A.A116A","FF-AA-PU","PC",0.316188,"M","Manufactured"
"AOT-AA-DC-059094","19.CA024A.A117A","FF-AA-PU","PC",0.188479,"M","Manufactured"
"AOT-AA-DC-059096","06.CA024A.A332A","FF-AA-PU","PC",0.127353,"M","Manufactured"
"AOT-AA-DC-059097","06.CA024A.A333A","FF-AA-PU","PC",0.156643,"M","Manufactured"
"AOT-AA-DC-059101","06.CA024A.A334B","FF-AA-PU","PC",0.088623,"M","Manufactured"
"AOW-AA-DC-002001","SL0686-02（8101373-SL010-01）","FF-AA-PU","PC",0.158294,"M","Manufactured"
"AOW-AA-DC-004001","C1194-41641","FF-AA-PU","PC",0.2766,"M","Manufactured"
"AOW-AA-DC-004002","C1194-41651","FF-AA-PU","PC",0.31321,"M","Manufactured"
"AOW-AA-DC-004003","C1194-41661","FF-AA-PU","PC",0.178567,"M","Manufactured"
"AOW-AA-DC-004004","C1194-41671","FF-AA-PU","PC",0.140368,"M","Manufactured"
"AOW-AA-DC-004005","C1194-41680","FF-AA-PU","PC",0.12659,"M","Manufactured"
"AOW-AA-DC-004006","C1194-41690","FF-AA-PU","PC",0.206186,"M","Manufactured"
"AOW-AA-DC-004007","C1194-41740","FF-AA-PU","PC",0.404838,"M","Manufactured"
"AOW-AA-DC-004008","C1194-41760","FF-AA-PU","PC",0.08124,"M","Manufactured"
"AOW-AA-DC-004009","C1194-41790","FF-AA-PU","PC",0.14761,"M","Manufactured"
"AOW-AA-DC-004010","C1194-44140","FF-AA-PU","PC",0.33389,"M","Manufactured"
"AOW-AA-DC-007006","89077737","FF-AA-PU","PC",2.591555,"M","Manufactured"
"AOW-AA-DC-008001","T1002239L","FF-AA-PU","PC",1.845113,"M","Manufactured"
"AOW-AA-DC-008002","T1002240J","FF-AA-PU","PC",0.862198,"M","Manufactured"
"AOW-AA-DC-008003","T1002245V","FF-AA-PU","PC",0.45942499999999997,"M","Manufactured"
"AOW-AA-DC-008004","T1002246G","FF-AA-PU","PC",0.011297,"M","Manufactured"
"AOW-AA-DC-008006","T1002254F","FF-AA-PU","PC",0.231289,"M","Manufactured"
"AOW-AA-DC-008007","T1002258V","FF-AA-PU","PC",0.200943,"M","Manufactured"
"AOW-AA-DC-008010","T1002338G","FF-AA-PU","PC",0.171328,"M","Manufactured"
"AOW-AA-DC-008014","X888379Z","FF-AA-PU","PC",4.824873,"M","Manufactured"
"AOW-AA-DC-008015","T1007974W","FF-AA-PU","PC",0.859428,"M","Manufactured"
"AOW-AA-DC-008020","X888383G","FF-AA-PU","PC",2.12221,"M","Manufactured"
"AOW-AA-DC-008027","X886105S","FF-AA-PU","PC",0.075671,"M","Manufactured"
"AOW-AA-DC-008028","X886147R","FF-AA-PU","PC",0.19037,"M","Manufactured"
"AOW-AA-DC-008031","X886925X","FF-AA-PU","PC",0.044777,"M","Manufactured"
"AOW-AA-DC-008035","T86387A","FF-AA-PU","PC",1.924538,"M","Manufactured"
"AOW-AA-DC-008043","T1001168M","FF-AA-PU","PC",1.828667,"M","Manufactured"
"AOW-AA-DC-008049","X664461L","FF-AA-PU","PC",0.23235,"M","Manufactured"
"AOW-AA-DC-008053","T1014722N","FF-AA-PU","PC",0.605368,"M","Manufactured"
"AOW-AA-DC-008054","T1014723W","FF-AA-PU","PC",0.596965,"M","Manufactured"
"AOW-AA-DC-008055","T1014724V","FF-AA-PU","PC",0.325311,"M","Manufactured"
"AOW-AA-DC-008066","X664442B","FF-AA-PU","PC",1.234183,"M","Manufactured"
"AOW-AA-DC-008069","T961269","FF-AA-PU","PC",1.681075,"M","Manufactured"
"AOW-AA-DC-008077","T964860","FF-AA-PU","PC",0.173083,"M","Manufactured"
"AOW-AA-DC-008078","T965445","FF-AA-PU","PC",0.130512,"M","Manufactured"
"AOW-AA-DC-008082","T15899B","FF-AA-PU","PC",2.80435,"M","Manufactured"
"AOW-AA-DC-008083","T57970A","FF-AA-PU","PC",1.141088,"M","Manufactured"
"AOW-AA-DC-008084","T46587B","FF-AA-PU","PC",9.355936,"M","Manufactured"
"AOW-AA-DC-008088","T92186B","FF-AA-PU","PC",0.110494,"M","Manufactured"
"AOW-AA-DC-008089","T18581C","FF-AA-PU","PC",0.257721,"M","Manufactured"
"AOW-AA-DC-008090","T18748C","FF-AA-PU","PC",0.161956,"M","Manufactured"
"AOW-AA-DC-008091","T18753C","FF-AA-PU","PC",0.043025,"M","Manufactured"
"AOW-AA-DC-008092","T18754C","FF-AA-PU","PC",0.177435,"M","Manufactured"
"AOW-AA-DC-008093","T18765C","FF-AA-PU","PC",0.128459,"M","Manufactured"
"AOW-AA-DC-008094","T18779C","FF-AA-PU","PC",0.514792,"M","Manufactured"
"AOW-AA-DC-008095","T18971C","FF-AA-PU","PC",0.337262,"M","Manufactured"
"AOW-AA-DC-008096","T18979C","FF-AA-PU","PC",0.415843,"M","Manufactured"
"AOW-AA-DC-008097","T18981C","FF-AA-PU","PC",0.036788,"M","Manufactured"
"AOW-AA-DC-008098","T18987C","FF-AA-PU","PC",0.25482,"M","Manufactured"
"AOW-AA-DC-008099","T18989C","FF-AA-PU","PC",0.200482,"M","Manufactured"
"AOW-AA-DC-008100","T23804C","FF-AA-PU","PC",0.162687,"M","Manufactured"
"AOW-AA-DC-008101","T23806C","FF-AA-PU","PC",0.136965,"M","Manufactured"
"AOW-AA-DC-008102","T27812C","FF-AA-PU","PC",0.320754,"M","Manufactured"
"AOW-AA-DC-008105","T34429C","FF-AA-PU","PC",0.142423,"M","Manufactured"
"AOW-AA-DC-008109","X102422T","FF-AA-PU","PC",1.2523,"M","Manufactured"
"AOW-AA-DC-009001","X987698Q","FF-AA-PU","PC",2.008138,"M","Manufactured"
"AOW-AA-DC-009004","X888850J","FF-AA-PU","PC",0.189046,"M","Manufactured"
"AOW-AA-DC-009012","T1032545K","FF-AA-PU","PC",1.91,"M","Manufactured"
"AOW-AA-DC-009021","T88538A","FF-AA-PU","PC",2.283795,"M","Manufactured"
"AOW-AA-DC-009028","T50569C","FF-AA-PU","PC",0.5183,"M","Manufactured"
"AOW-AA-DC-010011","T961098","FF-AA-PU","PC",0.130292,"M","Manufactured"
"AOW-AA-DC-011001","T1002091Z","FF-AA-PU","PC",0.171438,"M","Manufactured"
"AOW-AA-DC-011002","T1002092C","FF-AA-PU","PC",0.216015,"M","Manufactured"
"AOW-AA-DC-011003","T1002094P","FF-AA-PU","PC",0.20297,"M","Manufactured"
"AOW-AA-DC-011004","T1002096Q","FF-AA-PU","PC",0.091993,"M","Manufactured"
"AOW-AA-DC-011005","T1002247X","FF-AA-PU","PC",0.170265,"M","Manufactured"
"AOW-AA-DC-011006","T1006034H","FF-AA-PU","PC",0.363106,"M","Manufactured"
"AOW-AA-DC-011007","T1006035C","FF-AA-PU","PC",0.355569,"M","Manufactured"
"AOW-AA-DC-011010","T1002261T","FF-AA-PU","PC",0.117995,"M","Manufactured"
"AOW-AA-DC-011011","T1002259M","FF-AA-PU","PC",0.109944,"M","Manufactured"
"AOW-AA-DC-011012","T1002088M","FF-AA-PU","PC",0.108604,"M","Manufactured"
"AOW-AA-DC-011013","T1002089J","FF-AA-PU","PC",0.122942,"M","Manufactured"
"AOW-AA-DC-011015","10*1410*5T","FF-AA-PU","PC",1.636092,"M","Manufactured"
"AOW-AA-DC-012003","9673958680","FF-AA-PU","PC",5.751531,"M","Manufactured"
"AOW-AA-DC-012004","9673958980","FF-AA-PU","PC",4.60605,"M","Manufactured"
"AOW-AA-DC-012012","9806078280","FF-AA-PU","PC",0.252292,"M","Manufactured"
"AOW-AA-DC-012013","9812752080","FF-AA-PU","PC",0.555511,"M","Manufactured"
"AOW-AA-DC-012014","9812752180","FF-AA-PU","PC",0.6301,"M","Manufactured"
"AOW-AA-DC-012015","9812752480","FF-AA-PU","PC",1.01152,"M","Manufactured"
"AOW-AA-DC-012017","9812753180","FF-AA-PU","PC",0.898299,"M","Manufactured"
"AOW-AA-DC-012018","9809700880","FF-AA-PU","PC",0.368784,"M","Manufactured"
"AOW-AA-DC-012042","9816866080","FF-AA-PU","PC",3.730324,"M","Manufactured"
"AOW-AA-DC-012043","9816867180","FF-AA-PU","PC",0.389679,"M","Manufactured"
"AOW-AA-DC-013043","426371","FF-AA-PU","PC",0.151134,"M","Manufactured"
"AOW-AA-DC-014001","T1000711Z","FF-AA-PU","PC",0.58609,"M","Manufactured"
"AOW-AA-DC-014002","T1005730Q","FF-AA-PU","PC",0.182752,"M","Manufactured"
"AOW-AA-DC-014003","X103552F","FF-AA-PU","PC",0.444306,"M","Manufactured"
"AOW-AA-DC-017003","9811174380","FF-AA-PU","PC",0.170114,"M","Manufactured"
"AOW-AA-DC-017004","9811174680","FF-AA-PU","PC",0.256958,"M","Manufactured"
"AOW-AA-DC-017005","9811175080","FF-AA-PU","PC",0.21872,"M","Manufactured"
"AOW-AA-DC-017006","9811764380","FF-AA-PU","PC",0.057155,"M","Manufactured"
"AOW-AA-DC-017007","9811764580","FF-AA-PU","PC",0.180088,"M","Manufactured"
"AOW-AA-DC-017008","9811175380","FF-AA-PU","PC",0.434989,"M","Manufactured"
"AOW-AA-DC-019007","8101710SL01001","FF-AA-PU","PC",0.543084,"M","Manufactured"
"AOW-AA-DC-019009","8103451SL01001","FF-AA-PU","PC",1.049877,"M","Manufactured"
"AOW-AA-DC-019013","8103457SL01001","FF-AA-PU","PC",0.144606,"M","Manufactured"
"AOW-AA-DC-019014","8101374SL01001","FF-AA-PU","PC",0.084571,"M","Manufactured"
"AOW-AA-DC-019025","8101441DA00101","FF-AA-PU","PC",0.160292,"M","Manufactured"
"AOW-AA-DC-019026","8101442DA00101","FF-AA-PU","PC",0.75042,"M","Manufactured"
"AOW-AA-DC-019029","8103402DA00101","FF-AA-PU","PC",0.48135,"M","Manufactured"
"AOW-AA-DC-019032","8101458P910301","FF-AA-PU","PC",0.218329,"M","Manufactured"
"AOW-AA-DC-019033","8101459P910301","FF-AA-PU","PC",0.208146,"M","Manufactured"
"AOW-AA-DC-019037","8101401DC00101","FF-AA-PU","PC",0.469271,"M","Manufactured"
"AOW-AA-DC-019038","8101403DC00101","FF-AA-PU","PC",0.410272,"M","Manufactured"
"AOW-AA-DC-019041","8101407DC00101","FF-AA-PU","PC",0.225182,"M","Manufactured"
"AOW-AA-DC-019045","8101412DA00101","FF-AA-PU","PC",0.28167,"M","Manufactured"
"AOW-AA-DC-019049","8101420SL01201","FF-AA-PU","PC",0.517633,"M","Manufactured"
"AOW-AA-DC-019055","DBS111515684(DBS11-15*15*684)","FF-AA-PU","PC",0.489139,"M","Manufactured"
"AOW-AA-DC-019062","DBS1200101","FF-AA-PU","PC",0.507529,"M","Manufactured"
"AOW-AA-DC-019065","DBS1200301","FF-AA-PU","PC",0.203766,"M","Manufactured"
"AOW-AA-DC-019072","8101417SL01401","FF-AA-PU","PC",0.269606,"M","Manufactured"
"AOW-AA-DC-019075","8101414SL01401","FF-AA-PU","PC",0.537241,"M","Manufactured"
"AOW-AA-DC-019080","8101418SL01401","FF-AA-PU","PC",0.297567,"M","Manufactured"
"AOW-AA-DC-019089","DBS1200501","FF-AA-PU","PC",0.401795,"M","Manufactured"
"AOW-AA-DC-019091","KK270001","FF-AA-PU","PC",0.094237,"M","Manufactured"
"AOW-AA-DC-019095","HY525001","FF-AA-PU","PC",0.292979,"M","Manufactured"
"AOW-AA-DC-019096","HY529001","FF-AA-PU","PC",0.224681,"M","Manufactured"
"AOW-AA-DC-019097","KN581001","FF-AA-PU","PC",0.161556,"M","Manufactured"
"AOW-AA-DC-019101","KE087001","FF-AA-PU","PC",0.758115,"M","Manufactured"
"AOW-AA-DC-019102","KE099001","FF-AA-PU","PC",0.190606,"M","Manufactured"
"AOW-AA-DC-019103","KE104001","FF-AA-PU","PC",0.282514,"M","Manufactured"
"AOW-AA-DC-019107","KN062001","FF-AA-PU","PC",0.619005,"M","Manufactured"
"AOW-AA-DC-019115","HZ397001","FF-AA-PU","PC",0.145761,"M","Manufactured"
"AOW-AA-DC-019116","LN715001","FF-AA-PU","PC",0.954826,"M","Manufactured"
"AOW-AA-DC-019120","P84-新-中间海绵","FF-AA-PU","PC",0.727162,"M","Manufactured"
"AOW-AA-DC-019122","LU692001","FF-AA-PU","PC",1.75971,"M","Manufactured"
"AOW-AA-DC-019126","LM393001","FF-AA-PU","PC",1.131178,"M","Manufactured"
"AOW-AA-DC-019128","LX805001","FF-AA-PU","PC",0.538207,"M","Manufactured"
"AOW-AA-DC-019130","ME479001","FF-AA-PU","PC",3.805832,"M","Manufactured"
"AOW-AA-DC-019131","ME589001","FF-AA-PU","PC",1.360623,"M","Manufactured"
"AOW-AA-DC-019135","ME617001","FF-AA-PU","PC",0.881318,"M","Manufactured"
"AOW-AA-DC-019138","3mm*3mm*500mm","FF-AA-PU","PC",0.131399,"M","Manufactured"
"AOW-AA-DC-019139","MK482001","FF-AA-PU","PC",0.216595,"M","Manufactured"
"AOW-AA-DC-019143","MD866001","FF-AA-PU","PC",0.54853,"M","Manufactured"
"AOW-AA-DC-019145","MD868001","FF-AA-PU","PC",1.89762,"M","Manufactured"
"AOW-AA-DC-019148","3x10x500","FF-AA-PU","PC",0.163469,"M","Manufactured"
"AOW-AA-DC-019149","5x10x500","FF-AA-PU","PC",0.177402,"M","Manufactured"
"AOW-AA-DC-019150","3x3x500  带胶","FF-AA-PU","PC",0.080793,"M","Manufactured"
"AOW-AA-DC-019151","3x3x500    不带胶","FF-AA-PU","PC",0.069906,"M","Manufactured"
"AOW-AA-DC-019153","NH702001","FF-AA-PU","PC",2.618825,"M","Manufactured"
"AOW-AA-DC-019154","PA274001","FF-AA-PU","PC",0.147907,"M","Manufactured"
"AOW-AA-DC-019155","NH706001","FF-AA-PU","PC",0.503163,"M","Manufactured"
"AOW-AA-DC-019157","NH982001","FF-AA-PU","PC",0.156269,"M","Manufactured"
"AOW-AA-DC-019158","NH983001","FF-AA-PU","PC",0.183757,"M","Manufactured"
"AOW-AA-DC-019167","PV783001","FF-AA-PU","PC",0.173788,"M","Manufactured"
"AOW-AA-DC-019169","RS054001","FF-AA-PU","PC",0.424699,"M","Manufactured"
"AOW-AA-DC-019173","RN088001","FF-AA-PU","PC",1.503287,"M","Manufactured"
"AOW-AA-DC-022013","90108642","FF-AA-PU","PC",0.093232,"M","Manufactured"
"AOW-AA-DC-028001","79941-2V70A","FF-AA-PU","PC",0.192578,"M","Manufactured"
"AOW-AA-DC-028002","79942-2V70A","FF-AA-PU","PC",0.12811,"M","Manufactured"
"AOW-AA-DC-028003","79943-2V70A","FF-AA-PU","PC",0.082106,"M","Manufactured"
"AOW-AA-DC-028004","79944-2V70A","FF-AA-PU","PC",0.376763,"M","Manufactured"
"AOW-AA-DC-028007","739SP-5BZ2A","FF-AA-PU","PC",0.043598,"M","Manufactured"
"AOW-AA-DC-028008","739SP-5BZ2B","FF-AA-PU","PC",0.077421,"M","Manufactured"
"AOW-AA-DC-028009","739SP-5BZ2D","FF-AA-PU","PC",0.041118,"M","Manufactured"
"AOW-AA-DC-028010","739SP-5BZ2F","FF-AA-PU","PC",0.049402,"M","Manufactured"
"AOW-AA-DC-028011","739SP-5BZ2J","FF-AA-PU","PC",0.117034,"M","Manufactured"
"AOW-AA-DC-028012","739SP-5BZ2E","FF-AA-PU","PC",0.340897,"M","Manufactured"
"AOW-AA-DC-028013","SPCR-HDLNG A","FF-AA-PU","PC",0.100222,"M","Manufactured"
"AOW-AA-DC-028014","SPCR-HDLNG B","FF-AA-PU","PC",0.061452,"M","Manufactured"
"AOW-AA-DC-028016","73982-2FLOB","FF-AA-PU","PC",0.046442,"M","Manufactured"
"AOW-AA-DC-028018","73982-2FLOD","FF-AA-PU","PC",0.281312,"M","Manufactured"
"AOW-AA-DC-028019","73982-2FLOE","FF-AA-PU","PC",0.194693,"M","Manufactured"
"AOW-AA-DC-028020","73982-2FLOF","FF-AA-PU","PC",0.127686,"M","Manufactured"
"AOW-AA-DC-028021","73982-2FLOG","FF-AA-PU","PC",0.042801,"M","Manufactured"
"AOW-AA-DC-028022","73982-2FLOH","FF-AA-PU","PC",0.223696,"M","Manufactured"
"AOW-AA-DC-028023","73982-2FLOJ","FF-AA-PU","PC",0.088991,"M","Manufactured"
"AOW-AA-DC-028024","73982-2FLOK","FF-AA-PU","PC",0.494223,"M","Manufactured"
"AOW-AA-DC-028025","73982-2FLOL","FF-AA-PU","PC",0.733997,"M","Manufactured"
"AOW-AA-DC-028026","73982-2FLOM","FF-AA-PU","PC",0.934978,"M","Manufactured"
"AOW-AA-DC-028027","73982-2FLON","FF-AA-PU","PC",0.196298,"M","Manufactured"
"AOW-AA-DC-028028","73982-2FLOP","FF-AA-PU","PC",0.129467,"M","Manufactured"
"AOW-AA-DC-028029","73982-2FLOQ","FF-AA-PU","PC",0.060169,"M","Manufactured"
"AOW-AA-DC-028030","73982-2FLOR","FF-AA-PU","PC",0.189911,"M","Manufactured"
"AOW-AA-DC-028031","73982-2FLOS","FF-AA-PU","PC",0.129365,"M","Manufactured"
"AOW-AA-DC-028032","84978-2FLOA","FF-AA-PU","PC",0.895477,"M","Manufactured"
"AOW-AA-DC-028033","84979-2FLOA","FF-AA-PU","PC",1.549883,"M","Manufactured"
"AOW-AA-DC-028040","3148245031300","FF-AA-PU","PC",0.142474,"M","Manufactured"
"AOW-AA-DC-028042","3117265008301","FF-AA-PU","PC",0.230803,"M","Manufactured"
"AOW-AA-DC-028043","3148245067301","FF-AA-PU","PC",0.439605,"M","Manufactured"
"AOW-AA-DC-028044","3148245066301","FF-AA-PU","PC",1.029566,"M","Manufactured"
"AOW-AA-DC-028047","3148235001301","FF-AA-PU","PC",0.569739,"M","Manufactured"
"AOW-AA-DC-028048","3148235002301","FF-AA-PU","PC",0.565337,"M","Manufactured"
"AOW-AA-DC-028049","3148235004301","FF-AA-PU","PC",0.134027,"M","Manufactured"
"AOW-AA-DC-028050","3148235005301","FF-AA-PU","PC",0.113028,"M","Manufactured"
"AOW-AA-DC-028051","3148235006301","FF-AA-PU","PC",0.213272,"M","Manufactured"
"AOW-AA-DC-028061","272875JG0A","FF-AA-PU","PC",0.312828,"M","Manufactured"
"AOW-AA-DC-028062","272875JG0B","FF-AA-PU","PC",0.104986,"M","Manufactured"
"AOW-AA-DC-028063","272XL5JG0A","FF-AA-PU","PC",0.129085,"M","Manufactured"
"AOW-AA-DC-028064","278X45JG0A(停用）","FF-AA-PU","PC",4.601873,"M","Manufactured"
"AOW-AA-DC-028065","287145JG0A","FF-AA-PU","PC",1.254019,"M","Manufactured"
"AOW-AA-DC-028066","287145JG1A","FF-AA-PU","PC",0.288132,"M","Manufactured"
"AOW-AA-DC-028067","CPDCT-00028","FF-AA-PU","PC",0.039686,"M","Manufactured"
"AOW-AA-DC-028068","FH181339/FH181350（418.4*8*5)","FF-AA-PU","PC",0.232254,"M","Manufactured"
"AOW-AA-DC-028069","FH181351/FH181352(211*8*8)","FF-AA-PU","PC",0.156614,"M","Manufactured"
"AOW-AA-DC-028070","FH181351/FH181352(173.5*8*8)","FF-AA-PU","PC",0.139231,"M","Manufactured"
"AOW-AA-DC-028071","FH181353/181355(170*8*5)","FF-AA-PU","PC",0.136355,"M","Manufactured"
"AOW-AA-DC-028072","FH181353/181355(157*8*5)","FF-AA-PU","PC",0.092823,"M","Manufactured"
"AOW-AA-DC-028073","FH181356 左(141.5*62.5*7）","FF-AA-PU","PC",0.778228,"M","Manufactured"
"AOW-AA-DC-028074","FH181356 右(141.5*62.5*7)","FF-AA-PU","PC",0.765816,"M","Manufactured"
"AOW-AA-DC-028075","FH181371(306.5*8*5)","FF-AA-PU","PC",0.85334,"M","Manufactured"
"AOW-AA-DC-028076","FH181371(676*8*5)","FF-AA-PU","PC",0.85477,"M","Manufactured"
"AOW-AA-DC-029001","8103403-DA001-01","FF-AA-PU","PC",0.576915,"M","Manufactured"
"AOW-AA-DC-031001","13937497（停用）","FF-AA-PU","PC",0.230245,"M","Manufactured"
"AOW-AA-DC-031002","13937500","FF-AA-PU","PC",0.325035,"M","Manufactured"
"AOW-AA-DC-031004","33351873(PE331956)","FF-AA-PU","PC",0.263354,"M","Manufactured"
"AOW-AA-DC-031005","13937497","FF-AA-PU","PC",0.206837,"M","Manufactured"
"AOW-AA-DC-033011","0.09.01.006511(2101381X1101)","FF-AA-PU","PC",0.577099,"M","Manufactured"
"AOW-AA-DC-033012","0.09.01.006513(2101329X1101)","FF-AA-PU","PC",0.695535,"M","Manufactured"
"AOW-AA-DC-033013","2101543X1101","FF-AA-PU","PC",1.167752,"M","Manufactured"
"AOW-AA-DC-033014","2101544X1101","FF-AA-PU","PC",1.63,"M","Manufactured"
"AOW-AA-DC-033015","2101545X1101(0.09.01.006512)","FF-AA-PU","PC",0.259503,"M","Manufactured"
"AOW-AA-DC-033016","0.09.006515(2101547X1101)","FF-AA-PU","PC",0.286261,"M","Manufactured"
"AOW-AA-DC-033017","0.09.01.006522(2101364X1101)","FF-AA-PU","PC",0.578194,"M","Manufactured"
"AOW-AA-DC-033023","2101543X0010","FF-AA-PU","PC",1.744839,"M","Manufactured"
"AOW-AA-DC-033024","2101544X0010","FF-AA-PU","PC",0.947619,"M","Manufactured"
"AOW-AA-DC-033025","2101545X0010","FF-AA-PU","PC",0.917511,"M","Manufactured"
"AOW-AA-DC-033026","2101546X0010","FF-AA-PU","PC",0.406029,"M","Manufactured"
"AOW-AA-DC-033027","2101547X0010","FF-AA-PU","PC",0.549327,"M","Manufactured"
"AOW-AA-DC-033028","2101548X0010","FF-AA-PU","PC",0.943756,"M","Manufactured"
"AOW-AA-DC-033029","2101549X0010","FF-AA-PU","PC",0.64132,"M","Manufactured"
"AOW-AA-DC-033034","2101913X0010(0.02.242569、0.02.242712)","FF-AA-PU","PC",0.311484,"M","Manufactured"
"AOW-AA-DC-033035","2101914X0010","FF-AA-PU","PC",3.632124,"M","Manufactured"
