responseID_primary key_cleaned,variable,value
818,International work,2
819,International work,2
82,International work,2
820,International work,2
821,International work,2
822,International work,3
823,International work,2
824,International work,2
825,International work,1
826,International work,1
827,International work,1
828,International work,3
829,International work,1
83,International work,5
830,International work,2
831,International work,1
832,International work,2
833,International work,2
834,International work,3
835,International work,2
836,International work,3
837,International work,2
838,International work,2
839,International work,2
84,International work,2
840,International work,2
841,International work,1
842,International work,2
843,International work,2
844,International work,3
845,International work,3
846,International work,3
85,International work,2
86,International work,4
87,International work,3
88,International work,3
89,International work,5
9,International work,2
90,International work,4
91,International work,3
92,International work,4
93,International work,3
94,International work,2
95,International work,3
96,International work,3
97,International work,1
98,International work,3
99,International work,3
1,Performance salary,4
10,Performance salary,1
100,Performance salary,4
101,Performance salary,5
102,Performance salary,3
103,Performance salary,4
104,Performance salary,4
105,Performance salary,3
106,Performance salary,4
107,Performance salary,2
108,Performance salary,5
109,Performance salary,2
11,Performance salary,5
110,Performance salary,1
111,Performance salary,2
112,Performance salary,3
113,Performance salary,5
114,Performance salary,1
115,Performance salary,3
116,Performance salary,2
117,Performance salary,3
118,Performance salary,3
119,Performance salary,1
12,Performance salary,2
120,Performance salary,2
121,Performance salary,4
122,Performance salary,3
123,Performance salary,2
124,Performance salary,3
125,Performance salary,2
126,Performance salary,4
127,Performance salary,4
128,Performance salary,4
129,Performance salary,2
13,Performance salary,2
130,Performance salary,3
131,Performance salary,2
132,Performance salary,3
133,Performance salary,4
134,Performance salary,3
135,Performance salary,4
136,Performance salary,3
137,Performance salary,3
138,Performance salary,2
139,Performance salary,3
14,Performance salary,1
140,Performance salary,3
141,Performance salary,1
142,Performance salary,2
143,Performance salary,3
144,Performance salary,2
145,Performance salary,5
146,Performance salary,3
147,Performance salary,2
148,Performance salary,2
149,Performance salary,3
15,Performance salary,2
150,Performance salary,3
151,Performance salary,3
152,Performance salary,5
153,Performance salary,6
154,Performance salary,2
155,Performance salary,2
156,Performance salary,4
157,Performance salary,3
158,Performance salary,3
159,Performance salary,1
16,Performance salary,2
160,Performance salary,2
161,Performance salary,3
162,Performance salary,4
163,Performance salary,4
164,Performance salary,5
165,Performance salary,2
166,Performance salary,1
167,Performance salary,4
168,Performance salary,4
169,Performance salary,2
17,Performance salary,2
170,Performance salary,4
171,Performance salary,3
172,Performance salary,3
173,Performance salary,1
174,Performance salary,4
175,Performance salary,3
176,Performance salary,3
177,Performance salary,2
178,Performance salary,3
179,Performance salary,2
18,Performance salary,1
180,Performance salary,2
181,Performance salary,3
182,Performance salary,6
183,Performance salary,4
184,Performance salary,2
185,Performance salary,5
186,Performance salary,1
187,Performance salary,2
188,Performance salary,3
189,Performance salary,4
19,Performance salary,2
190,Performance salary,2
191,Performance salary,2
192,Performance salary,2
193,Performance salary,4
194,Performance salary,5
195,Performance salary,2
196,Performance salary,2
197,Performance salary,2
198,Performance salary,4
199,Performance salary,3
2,Performance salary,1
20,Performance salary,2
200,Performance salary,2
201,Performance salary,1
202,Performance salary,5
203,Performance salary,4
204,Performance salary,2
205,Performance salary,1
206,Performance salary,2
207,Performance salary,2
208,Performance salary,4
209,Performance salary,3
21,Performance salary,2
210,Performance salary,1
211,Performance salary,1
212,Performance salary,1
213,Performance salary,4
214,Performance salary,2
215,Performance salary,2
216,Performance salary,5
217,Performance salary,3
218,Performance salary,2
219,Performance salary,2
22,Performance salary,3
220,Performance salary,2
221,Performance salary,2
222,Performance salary,2
223,Performance salary,4
224,Performance salary,1
225,Performance salary,6
226,Performance salary,2
227,Performance salary,3
228,Performance salary,3
229,Performance salary,4
23,Performance salary,3
230,Performance salary,4
231,Performance salary,2
232,Performance salary,4
233,Performance salary,1
234,Performance salary,2
235,Performance salary,3
236,Performance salary,5
237,Performance salary,1
238,Performance salary,2
239,Performance salary,4
24,Performance salary,3
240,Performance salary,2
241,Performance salary,4
242,Performance salary,1
243,Performance salary,6
244,Performance salary,2
245,Performance salary,3
246,Performance salary,3
247,Performance salary,2
248,Performance salary,2
249,Performance salary,3
25,Performance salary,2
250,Performance salary,3
251,Performance salary,6
252,Performance salary,4
253,Performance salary,2
254,Performance salary,4
255,Performance salary,5
256,Performance salary,2
257,Performance salary,4
258,Performance salary,2
259,Performance salary,4
26,Performance salary,5
260,Performance salary,4
261,Performance salary,4
262,Performance salary,2
263,Performance salary,2
264,Performance salary,3
265,Performance salary,3
266,Performance salary,3
267,Performance salary,3
268,Performance salary,3
269,Performance salary,4
27,Performance salary,4
270,Performance salary,3
271,Performance salary,3
272,Performance salary,1
273,Performance salary,2
274,Performance salary,6
275,Performance salary,3
276,Performance salary,3
277,Performance salary,4
278,Performance salary,5
279,Performance salary,3
28,Performance salary,4
280,Performance salary,2
281,Performance salary,2
282,Performance salary,3
283,Performance salary,3
284,Performance salary,5
285,Performance salary,4
286,Performance salary,3
287,Performance salary,2
288,Performance salary,2
289,Performance salary,3
29,Performance salary,3
290,Performance salary,6
291,Performance salary,5
292,Performance salary,4
293,Performance salary,3
294,Performance salary,3
295,Performance salary,3
296,Performance salary,3
297,Performance salary,5
298,Performance salary,3
299,Performance salary,5
3,Performance salary,2
30,Performance salary,3
300,Performance salary,4
301,Performance salary,3
302,Performance salary,2
303,Performance salary,4
304,Performance salary,3
305,Performance salary,4
306,Performance salary,2
307,Performance salary,2
308,Performance salary,4
309,Performance salary,4
31,Performance salary,2
310,Performance salary,4
311,Performance salary,4
312,Performance salary,3
313,Performance salary,4
314,Performance salary,3
315,Performance salary,4
316,Performance salary,5
317,Performance salary,3
318,Performance salary,3
319,Performance salary,3
32,Performance salary,6
320,Performance salary,4
321,Performance salary,3
322,Performance salary,4
323,Performance salary,1
324,Performance salary,2
325,Performance salary,2
326,Performance salary,2
327,Performance salary,4
328,Performance salary,4
329,Performance salary,2
33,Performance salary,4
330,Performance salary,4
331,Performance salary,4
332,Performance salary,3
333,Performance salary,3
334,Performance salary,3
335,Performance salary,3
336,Performance salary,2
337,Performance salary,1
338,Performance salary,2
339,Performance salary,3
34,Performance salary,3
340,Performance salary,2
341,Performance salary,4
342,Performance salary,2
343,Performance salary,2
344,Performance salary,2
345,Performance salary,4
346,Performance salary,3
347,Performance salary,5
348,Performance salary,3
349,Performance salary,3
35,Performance salary,2
350,Performance salary,4
351,Performance salary,1
352,Performance salary,2
353,Performance salary,3
354,Performance salary,2
355,Performance salary,3
356,Performance salary,2
357,Performance salary,2
358,Performance salary,3
359,Performance salary,4
36,Performance salary,3
360,Performance salary,4
361,Performance salary,3
362,Performance salary,1
363,Performance salary,4
364,Performance salary,2
365,Performance salary,4
366,Performance salary,3
367,Performance salary,4
368,Performance salary,4
369,Performance salary,2
37,Performance salary,5
370,Performance salary,2
371,Performance salary,3
372,Performance salary,1
373,Performance salary,3
374,Performance salary,4
375,Performance salary,4
376,Performance salary,1
377,Performance salary,2
378,Performance salary,3
379,Performance salary,2
38,Performance salary,4
380,Performance salary,1
381,Performance salary,4
382,Performance salary,4
383,Performance salary,4
384,Performance salary,1
385,Performance salary,2
386,Performance salary,3
387,Performance salary,3
388,Performance salary,2
389,Performance salary,4
39,Performance salary,5
390,Performance salary,2
391,Performance salary,2
392,Performance salary,1
393,Performance salary,4
394,Performance salary,4
395,Performance salary,2
396,Performance salary,2
397,Performance salary,2
398,Performance salary,4
399,Performance salary,1
4,Performance salary,2
40,Performance salary,3
400,Performance salary,2
401,Performance salary,3
402,Performance salary,2
403,Performance salary,2
404,Performance salary,4
405,Performance salary,3
406,Performance salary,2
407,Performance salary,2
408,Performance salary,3
409,Performance salary,1
41,Performance salary,3
410,Performance salary,3
411,Performance salary,1
412,Performance salary,2
413,Performance salary,5
414,Performance salary,1
415,Performance salary,3
416,Performance salary,5
417,Performance salary,4
418,Performance salary,3
419,Performance salary,2
42,Performance salary,4
420,Performance salary,6
421,Performance salary,4
422,Performance salary,5
423,Performance salary,3
424,Performance salary,5
425,Performance salary,2
426,Performance salary,1
427,Performance salary,1
428,Performance salary,2
429,Performance salary,1
43,Performance salary,4
430,Performance salary,2
431,Performance salary,1
432,Performance salary,3
433,Performance salary,3
434,Performance salary,3
435,Performance salary,1
436,Performance salary,2
437,Performance salary,3
438,Performance salary,4
439,Performance salary,2
44,Performance salary,2
440,Performance salary,2
441,Performance salary,2
442,Performance salary,3
443,Performance salary,2
444,Performance salary,3
445,Performance salary,2
446,Performance salary,3
447,Performance salary,4
448,Performance salary,4
449,Performance salary,2
45,Performance salary,3
450,Performance salary,2
451,Performance salary,3
452,Performance salary,3
453,Performance salary,3
454,Performance salary,1
455,Performance salary,3
456,Performance salary,3
457,Performance salary,2
458,Performance salary,4
459,Performance salary,3
46,Performance salary,3
460,Performance salary,3
461,Performance salary,3
462,Performance salary,5
463,Performance salary,1
464,Performance salary,3
465,Performance salary,1
466,Performance salary,2
467,Performance salary,3
468,Performance salary,1
469,Performance salary,3
47,Performance salary,4
470,Performance salary,5
471,Performance salary,3
472,Performance salary,3
473,Performance salary,3
474,Performance salary,3
475,Performance salary,2
476,Performance salary,3
477,Performance salary,2
478,Performance salary,3
479,Performance salary,3
48,Performance salary,3
480,Performance salary,2
481,Performance salary,4
482,Performance salary,3
483,Performance salary,2
484,Performance salary,3
485,Performance salary,3
486,Performance salary,2
487,Performance salary,3
488,Performance salary,2
489,Performance salary,3
49,Performance salary,4
490,Performance salary,4
491,Performance salary,3
492,Performance salary,2
493,Performance salary,4
494,Performance salary,5
495,Performance salary,4
496,Performance salary,1
497,Performance salary,3
498,Performance salary,4
499,Performance salary,1
5,Performance salary,4
50,Performance salary,2
500,Performance salary,4
501,Performance salary,3
502,Performance salary,3
503,Performance salary,4
504,Performance salary,3
505,Performance salary,1
506,Performance salary,4
507,Performance salary,4
508,Performance salary,4
509,Performance salary,3
51,Performance salary,1
510,Performance salary,2
511,Performance salary,1
512,Performance salary,3
513,Performance salary,2
514,Performance salary,3
515,Performance salary,5
516,Performance salary,5
517,Performance salary,3
518,Performance salary,3
519,Performance salary,4
52,Performance salary,2
520,Performance salary,2
521,Performance salary,4
522,Performance salary,4
523,Performance salary,4
524,Performance salary,5
525,Performance salary,1
526,Performance salary,3
527,Performance salary,3
528,Performance salary,3
529,Performance salary,3
53,Performance salary,4
530,Performance salary,3
531,Performance salary,3
532,Performance salary,2
533,Performance salary,4
534,Performance salary,4
535,Performance salary,4
536,Performance salary,3
537,Performance salary,2
538,Performance salary,1
539,Performance salary,4
54,Performance salary,2
540,Performance salary,4
541,Performance salary,4
542,Performance salary,2
543,Performance salary,4
544,Performance salary,5
545,Performance salary,4
546,Performance salary,4
547,Performance salary,1
548,Performance salary,2
549,Performance salary,2
55,Performance salary,3
550,Performance salary,4
551,Performance salary,2
552,Performance salary,3
553,Performance salary,3
554,Performance salary,3
555,Performance salary,4
556,Performance salary,3
557,Performance salary,2
558,Performance salary,4
559,Performance salary,3
56,Performance salary,3
560,Performance salary,2
561,Performance salary,3
562,Performance salary,2
563,Performance salary,4
564,Performance salary,4
565,Performance salary,2
566,Performance salary,1
567,Performance salary,2
568,Performance salary,3
569,Performance salary,4
57,Performance salary,2
570,Performance salary,3
571,Performance salary,4
572,Performance salary,4
573,Performance salary,1
574,Performance salary,3
575,Performance salary,2
576,Performance salary,2
577,Performance salary,4
578,Performance salary,3
579,Performance salary,5
58,Performance salary,1
580,Performance salary,5
581,Performance salary,4
582,Performance salary,2
583,Performance salary,3
584,Performance salary,2
585,Performance salary,3
586,Performance salary,3
587,Performance salary,6
588,Performance salary,2
589,Performance salary,2
59,Performance salary,3
590,Performance salary,3
591,Performance salary,3
592,Performance salary,4
593,Performance salary,3
594,Performance salary,4
595,Performance salary,3
596,Performance salary,3
597,Performance salary,2
598,Performance salary,2
599,Performance salary,2
6,Performance salary,2
60,Performance salary,3
600,Performance salary,3
601,Performance salary,3
602,Performance salary,2
603,Performance salary,3
604,Performance salary,3
605,Performance salary,1
606,Performance salary,4
607,Performance salary,4
608,Performance salary,2
609,Performance salary,4
61,Performance salary,5
610,Performance salary,3
611,Performance salary,2
612,Performance salary,2
613,Performance salary,2
614,Performance salary,4
615,Performance salary,4
616,Performance salary,3
617,Performance salary,5
618,Performance salary,1
619,Performance salary,3
62,Performance salary,3
620,Performance salary,2
621,Performance salary,6
622,Performance salary,2
623,Performance salary,5
624,Performance salary,2
625,Performance salary,3
626,Performance salary,3
627,Performance salary,3
628,Performance salary,4
629,Performance salary,3
63,Performance salary,4
630,Performance salary,3
631,Performance salary,4
632,Performance salary,1
633,Performance salary,5
634,Performance salary,3
635,Performance salary,3
636,Performance salary,3
637,Performance salary,4
638,Performance salary,2
639,Performance salary,3
64,Performance salary,2
640,Performance salary,3
641,Performance salary,5
642,Performance salary,1
643,Performance salary,2
644,Performance salary,1
645,Performance salary,4
646,Performance salary,5
647,Performance salary,3
648,Performance salary,4
649,Performance salary,4
65,Performance salary,3
650,Performance salary,2
651,Performance salary,3
652,Performance salary,3
653,Performance salary,3
654,Performance salary,3
655,Performance salary,3
656,Performance salary,5
657,Performance salary,4
658,Performance salary,3
659,Performance salary,1
66,Performance salary,2
660,Performance salary,4
661,Performance salary,3
662,Performance salary,4
663,Performance salary,4
664,Performance salary,3
665,Performance salary,3
666,Performance salary,2
667,Performance salary,2
668,Performance salary,4
669,Performance salary,3
67,Performance salary,4
670,Performance salary,2
671,Performance salary,4
672,Performance salary,1
673,Performance salary,4
674,Performance salary,3
675,Performance salary,4
676,Performance salary,1
677,Performance salary,1
678,Performance salary,3
679,Performance salary,3
68,Performance salary,2
680,Performance salary,2
681,Performance salary,5
682,Performance salary,2
683,Performance salary,3
684,Performance salary,4
685,Performance salary,4
686,Performance salary,2
687,Performance salary,2
688,Performance salary,4
689,Performance salary,3
69,Performance salary,3
690,Performance salary,4
691,Performance salary,2
692,Performance salary,2
693,Performance salary,3
694,Performance salary,3
695,Performance salary,3
696,Performance salary,4
697,Performance salary,1
698,Performance salary,2
699,Performance salary,6
7,Performance salary,4
70,Performance salary,5
700,Performance salary,2
701,Performance salary,2
702,Performance salary,5
703,Performance salary,2
704,Performance salary,3
705,Performance salary,2
706,Performance salary,3
707,Performance salary,2
708,Performance salary,3
709,Performance salary,2
71,Performance salary,2
710,Performance salary,1
711,Performance salary,3
712,Performance salary,3
713,Performance salary,3
714,Performance salary,2
715,Performance salary,2
716,Performance salary,3
717,Performance salary,3
718,Performance salary,3
719,Performance salary,4
72,Performance salary,4
720,Performance salary,1
721,Performance salary,3
722,Performance salary,4
723,Performance salary,3
724,Performance salary,5
725,Performance salary,3
726,Performance salary,2
727,Performance salary,5
728,Performance salary,3
729,Performance salary,2
73,Performance salary,3
730,Performance salary,4
731,Performance salary,3
732,Performance salary,1
733,Performance salary,4
734,Performance salary,3
735,Performance salary,4
736,Performance salary,4
737,Performance salary,5
738,Performance salary,4
739,Performance salary,4
74,Performance salary,4
740,Performance salary,3
741,Performance salary,6
742,Performance salary,3
743,Performance salary,5
744,Performance salary,5
745,Performance salary,3
746,Performance salary,3
747,Performance salary,4
748,Performance salary,2
749,Performance salary,4
75,Performance salary,1
750,Performance salary,3
751,Performance salary,3
752,Performance salary,4
753,Performance salary,3
754,Performance salary,3
755,Performance salary,4
756,Performance salary,3
757,Performance salary,3
758,Performance salary,3
759,Performance salary,1
76,Performance salary,2
760,Performance salary,4
761,Performance salary,2
762,Performance salary,1
763,Performance salary,3
764,Performance salary,4
765,Performance salary,3
766,Performance salary,3
767,Performance salary,4
768,Performance salary,2
769,Performance salary,3
77,Performance salary,5
770,Performance salary,4
771,Performance salary,4
772,Performance salary,4
773,Performance salary,4
774,Performance salary,4
775,Performance salary,4
776,Performance salary,5
777,Performance salary,3
778,Performance salary,4
779,Performance salary,3
78,Performance salary,5
780,Performance salary,2
781,Performance salary,3
782,Performance salary,4
783,Performance salary,4
784,Performance salary,5
785,Performance salary,2
786,Performance salary,2
787,Performance salary,5
788,Performance salary,4
789,Performance salary,4
79,Performance salary,3
790,Performance salary,2
791,Performance salary,3
792,Performance salary,2
793,Performance salary,3
794,Performance salary,2
795,Performance salary,1
796,Performance salary,3
797,Performance salary,5
798,Performance salary,3
799,Performance salary,1
8,Performance salary,2
80,Performance salary,3
800,Performance salary,2
801,Performance salary,4
802,Performance salary,4
803,Performance salary,1
804,Performance salary,3
805,Performance salary,4
806,Performance salary,4
807,Performance salary,2
808,Performance salary,2
809,Performance salary,5
81,Performance salary,5
810,Performance salary,4
811,Performance salary,2
812,Performance salary,2
813,Performance salary,2
814,Performance salary,4
815,Performance salary,2
816,Performance salary,2
817,Performance salary,2
818,Performance salary,4
819,Performance salary,3
82,Performance salary,2
820,Performance salary,4
821,Performance salary,3
822,Performance salary,1
823,Performance salary,3
824,Performance salary,4
825,Performance salary,2
826,Performance salary,4
827,Performance salary,2
828,Performance salary,5
829,Performance salary,5
83,Performance salary,5
830,Performance salary,4
831,Performance salary,4
832,Performance salary,2
833,Performance salary,2
834,Performance salary,2
835,Performance salary,2
836,Performance salary,3
837,Performance salary,2
838,Performance salary,2
839,Performance salary,4
84,Performance salary,2
840,Performance salary,4
841,Performance salary,3
842,Performance salary,3
843,Performance salary,2
844,Performance salary,3
845,Performance salary,3
846,Performance salary,4
85,Performance salary,2
86,Performance salary,4
87,Performance salary,4
88,Performance salary,3
89,Performance salary,3
9,Performance salary,2
90,Performance salary,4
91,Performance salary,2
92,Performance salary,4
93,Performance salary,3
94,Performance salary,4
95,Performance salary,1
96,Performance salary,2
97,Performance salary,2
98,Performance salary,2
99,Performance salary,1
1,Personal DV,5
10,Personal DV,4
100,Personal DV,5
101,Personal DV,5
102,Personal DV,5
103,Personal DV,5
104,Personal DV,4
105,Personal DV,5
106,Personal DV,5
107,Personal DV,4
108,Personal DV,4
109,Personal DV,5
11,Personal DV,4
110,Personal DV,5
111,Personal DV,5
112,Personal DV,5
113,Personal DV,3
114,Personal DV,3
115,Personal DV,4
116,Personal DV,5
117,Personal DV,5
118,Personal DV,4
119,Personal DV,5
12,Personal DV,4
120,Personal DV,4
121,Personal DV,3
122,Personal DV,4
123,Personal DV,5
124,Personal DV,5
125,Personal DV,4
126,Personal DV,5
127,Personal DV,5
128,Personal DV,5
129,Personal DV,5
13,Personal DV,5
130,Personal DV,5
131,Personal DV,4
132,Personal DV,5
133,Personal DV,5
134,Personal DV,4
135,Personal DV,4
136,Personal DV,5
137,Personal DV,5
138,Personal DV,3
139,Personal DV,4
14,Personal DV,4
140,Personal DV,5
141,Personal DV,3
142,Personal DV,5
143,Personal DV,5
144,Personal DV,5
145,Personal DV,5
146,Personal DV,3
147,Personal DV,3
148,Personal DV,4
149,Personal DV,5
15,Personal DV,5
150,Personal DV,3
151,Personal DV,5
152,Personal DV,5
153,Personal DV,4
154,Personal DV,5
155,Personal DV,4
156,Personal DV,4
157,Personal DV,4
158,Personal DV,5
159,Personal DV,3
16,Personal DV,4
160,Personal DV,5
161,Personal DV,5
162,Personal DV,5
163,Personal DV,5
164,Personal DV,5
165,Personal DV,5
166,Personal DV,5
167,Personal DV,5
168,Personal DV,4
169,Personal DV,4
17,Personal DV,5
170,Personal DV,4
171,Personal DV,5
172,Personal DV,4
173,Personal DV,5
174,Personal DV,4
175,Personal DV,5
176,Personal DV,5
177,Personal DV,5
178,Personal DV,5
179,Personal DV,5
18,Personal DV,5
180,Personal DV,5
181,Personal DV,5
182,Personal DV,4
183,Personal DV,4
184,Personal DV,4
185,Personal DV,3
186,Personal DV,5
187,Personal DV,5
188,Personal DV,5
189,Personal DV,5
19,Personal DV,5
190,Personal DV,4
191,Personal DV,5
192,Personal DV,4
193,Personal DV,5
194,Personal DV,5
195,Personal DV,3
196,Personal DV,5
197,Personal DV,4
198,Personal DV,5
199,Personal DV,4
2,Personal DV,4
20,Personal DV,5
200,Personal DV,5
201,Personal DV,4
202,Personal DV,5
203,Personal DV,3
204,Personal DV,5
205,Personal DV,5
206,Personal DV,4
207,Personal DV,5
208,Personal DV,4
209,Personal DV,5
21,Personal DV,4
210,Personal DV,5
211,Personal DV,5
212,Personal DV,5
213,Personal DV,4
214,Personal DV,4
215,Personal DV,3
216,Personal DV,5
217,Personal DV,4
218,Personal DV,4
219,Personal DV,5
22,Personal DV,5
220,Personal DV,4
221,Personal DV,4
222,Personal DV,5
223,Personal DV,5
224,Personal DV,5
225,Personal DV,5
226,Personal DV,3
227,Personal DV,5
228,Personal DV,5
229,Personal DV,3
23,Personal DV,4
230,Personal DV,4
231,Personal DV,5
232,Personal DV,5
233,Personal DV,4
234,Personal DV,5
235,Personal DV,5
236,Personal DV,4
237,Personal DV,5
238,Personal DV,4
239,Personal DV,5
24,Personal DV,5
240,Personal DV,5
241,Personal DV,5
242,Personal DV,5
243,Personal DV,5
244,Personal DV,4
245,Personal DV,4
246,Personal DV,4
247,Personal DV,4
248,Personal DV,5
249,Personal DV,4
25,Personal DV,4
250,Personal DV,5
251,Personal DV,5
252,Personal DV,5
253,Personal DV,3
254,Personal DV,5
255,Personal DV,5
256,Personal DV,5
257,Personal DV,4
258,Personal DV,4
259,Personal DV,5
26,Personal DV,5
260,Personal DV,5
261,Personal DV,5
262,Personal DV,5
263,Personal DV,4
264,Personal DV,5
265,Personal DV,4
266,Personal DV,4
267,Personal DV,4
268,Personal DV,4
269,Personal DV,5
27,Personal DV,5
270,Personal DV,4
271,Personal DV,5
272,Personal DV,4
273,Personal DV,5
274,Personal DV,4
275,Personal DV,4
276,Personal DV,5
277,Personal DV,5
278,Personal DV,5
279,Personal DV,5
28,Personal DV,4
280,Personal DV,4
281,Personal DV,5
282,Personal DV,5
283,Personal DV,5
284,Personal DV,5
285,Personal DV,5
286,Personal DV,4
287,Personal DV,5
288,Personal DV,5
289,Personal DV,4
29,Personal DV,5
290,Personal DV,4
291,Personal DV,4
292,Personal DV,5
293,Personal DV,5
294,Personal DV,4
295,Personal DV,4
296,Personal DV,5
297,Personal DV,5
298,Personal DV,4
299,Personal DV,5
3,Personal DV,5
30,Personal DV,5
300,Personal DV,5
301,Personal DV,5
302,Personal DV,5
303,Personal DV,5
304,Personal DV,5
305,Personal DV,5
306,Personal DV,5
307,Personal DV,4
308,Personal DV,4
309,Personal DV,4
31,Personal DV,5
310,Personal DV,4
311,Personal DV,3
312,Personal DV,5
313,Personal DV,4
314,Personal DV,4
315,Personal DV,5
316,Personal DV,4
317,Personal DV,4
318,Personal DV,5
319,Personal DV,5
32,Personal DV,5
320,Personal DV,5
321,Personal DV,5
322,Personal DV,4
323,Personal DV,4
324,Personal DV,3
325,Personal DV,4
326,Personal DV,4
327,Personal DV,5
328,Personal DV,4
329,Personal DV,4
33,Personal DV,5
330,Personal DV,4
331,Personal DV,4
332,Personal DV,4
333,Personal DV,5
334,Personal DV,4
335,Personal DV,4
336,Personal DV,3
337,Personal DV,4
338,Personal DV,5
339,Personal DV,5
34,Personal DV,5
340,Personal DV,5
341,Personal DV,4
342,Personal DV,4
343,Personal DV,5
344,Personal DV,4
345,Personal DV,5
346,Personal DV,4
347,Personal DV,5
348,Personal DV,3
349,Personal DV,4
35,Personal DV,4
350,Personal DV,4
351,Personal DV,1
352,Personal DV,4
353,Personal DV,5
354,Personal DV,4
355,Personal DV,5
356,Personal DV,3
357,Personal DV,4
358,Personal DV,4
359,Personal DV,4
36,Personal DV,5
360,Personal DV,4
361,Personal DV,5
362,Personal DV,4
363,Personal DV,4
364,Personal DV,5
365,Personal DV,5
366,Personal DV,5
367,Personal DV,4
368,Personal DV,4
369,Personal DV,5
37,Personal DV,5
370,Personal DV,5
371,Personal DV,4
372,Personal DV,3
373,Personal DV,5
374,Personal DV,5
375,Personal DV,3
376,Personal DV,5
377,Personal DV,5
378,Personal DV,4
379,Personal DV,4
38,Personal DV,5
380,Personal DV,3
381,Personal DV,5
382,Personal DV,5
383,Personal DV,5
384,Personal DV,4
385,Personal DV,4
386,Personal DV,5
387,Personal DV,5
388,Personal DV,5
389,Personal DV,5
39,Personal DV,5
390,Personal DV,4
391,Personal DV,5
392,Personal DV,5
393,Personal DV,4
394,Personal DV,4
395,Personal DV,4
396,Personal DV,4
397,Personal DV,5
398,Personal DV,5
399,Personal DV,4
4,Personal DV,5
40,Personal DV,5
400,Personal DV,5
401,Personal DV,5
402,Personal DV,5
403,Personal DV,5
404,Personal DV,5
405,Personal DV,5
406,Personal DV,4
407,Personal DV,5
408,Personal DV,5
409,Personal DV,5
41,Personal DV,5
410,Personal DV,5
411,Personal DV,4
412,Personal DV,6
413,Personal DV,5
414,Personal DV,5
415,Personal DV,4
416,Personal DV,5
417,Personal DV,5
418,Personal DV,4
419,Personal DV,4
42,Personal DV,5
420,Personal DV,4
421,Personal DV,4
422,Personal DV,4
423,Personal DV,4
424,Personal DV,5
425,Personal DV,4
426,Personal DV,5
427,Personal DV,5
428,Personal DV,4
429,Personal DV,3
43,Personal DV,5
430,Personal DV,4
431,Personal DV,5
432,Personal DV,5
433,Personal DV,4
434,Personal DV,5
435,Personal DV,5
436,Personal DV,4
437,Personal DV,4
438,Personal DV,4
439,Personal DV,5
44,Personal DV,4
440,Personal DV,4
441,Personal DV,6
442,Personal DV,5
443,Personal DV,5
444,Personal DV,4
445,Personal DV,5
446,Personal DV,5
447,Personal DV,5
448,Personal DV,3
449,Personal DV,4
45,Personal DV,5
450,Personal DV,4
451,Personal DV,4
452,Personal DV,4
453,Personal DV,4
454,Personal DV,5
455,Personal DV,4
456,Personal DV,4
457,Personal DV,5
458,Personal DV,5
459,Personal DV,5
46,Personal DV,5
460,Personal DV,5
461,Personal DV,5
462,Personal DV,5
463,Personal DV,4
464,Personal DV,5
465,Personal DV,4
466,Personal DV,5
467,Personal DV,5
468,Personal DV,4
469,Personal DV,4
47,Personal DV,4
470,Personal DV,5
471,Personal DV,4
472,Personal DV,5
473,Personal DV,4
474,Personal DV,5
475,Personal DV,5
476,Personal DV,4
477,Personal DV,5
478,Personal DV,5
479,Personal DV,4
48,Personal DV,5
480,Personal DV,4
481,Personal DV,5
482,Personal DV,4
483,Personal DV,5
484,Personal DV,4
485,Personal DV,5
486,Personal DV,5
487,Personal DV,4
488,Personal DV,4
489,Personal DV,5
49,Personal DV,5
490,Personal DV,5
491,Personal DV,4
492,Personal DV,4
493,Personal DV,4
494,Personal DV,5
495,Personal DV,4
496,Personal DV,4
497,Personal DV,5
498,Personal DV,5
499,Personal DV,5
5,Personal DV,3
50,Personal DV,5
500,Personal DV,4
501,Personal DV,5
502,Personal DV,4
503,Personal DV,5
504,Personal DV,4
505,Personal DV,3
506,Personal DV,5
507,Personal DV,5
508,Personal DV,5
509,Personal DV,5
51,Personal DV,4
510,Personal DV,5
511,Personal DV,5
512,Personal DV,5
513,Personal DV,4
514,Personal DV,5
515,Personal DV,5
516,Personal DV,5
517,Personal DV,5
518,Personal DV,4
519,Personal DV,5
52,Personal DV,4
520,Personal DV,5
521,Personal DV,5
522,Personal DV,4
523,Personal DV,5
524,Personal DV,5
525,Personal DV,4
526,Personal DV,5
527,Personal DV,4
528,Personal DV,4
529,Personal DV,4
53,Personal DV,5
530,Personal DV,5
531,Personal DV,3
532,Personal DV,4
533,Personal DV,4
534,Personal DV,5
535,Personal DV,5
536,Personal DV,5
537,Personal DV,5
538,Personal DV,5
539,Personal DV,5
54,Personal DV,4
540,Personal DV,5
541,Personal DV,5
542,Personal DV,5
543,Personal DV,4
544,Personal DV,5
545,Personal DV,5
546,Personal DV,5
547,Personal DV,5
548,Personal DV,4
549,Personal DV,5
55,Personal DV,5
550,Personal DV,5
551,Personal DV,4
552,Personal DV,4
553,Personal DV,5
554,Personal DV,4
555,Personal DV,4
556,Personal DV,4
557,Personal DV,5
558,Personal DV,5
559,Personal DV,5
56,Personal DV,4
560,Personal DV,4
561,Personal DV,5
562,Personal DV,4
563,Personal DV,5
564,Personal DV,4
565,Personal DV,3
