certificate_pk,issued_to,parent_certificate_fk,valid_from,valid_to,version,serial_number,subject,signature_algorithm,signature_hash,digital_signature_usage,content_commitment_usage,key_encipherment_usage,data_encipherment_usage,key_agreement_usage,key_cert_sign_usage,crl_sign_usage,encipher_only_usage,decipher_only_usage,extended_key_usage,vendor_fk,tags,devicecertificate_pk,certificate_fk,fqdn,device_fk,ipaddress_fk,valid_from2,valid_to2,serial_number2,ssl_version,cipher_suites,first_added,last_edited
"11","iDRAC6 default certificate","",2009-09-17 00:00:00.000,2019-09-15 00:00:00.000,2,"D655547D233CF47C","/C=US/ST=Texas/L=Round Rock/O=Dell Inc./OU=Remote Access Group/CN=iDRAC6 default certificate","sha1WithRSAEncryption","1978259825",False,False,False,False,False,False,False,False,False,"","","","129","11","iDRAC6 default certificate","10469","39309",2009-09-17 00:00:00.000,2019-09-15 00:00:00.000,"D655547D233CF47C","TLSv1.1, TLSv1.0, TLSv1.2","""TLSv1.0""=>""[\""TLS_RSA_WITH_IDEA_CBC_SHA\"", \""TLS_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_RSA_WITH_SEED_CBC_SHA\"", \""TLS_DHE_RSA_WITH_SEED_CBC_SHA\""]"", ""TLSv1.1""=>""[\""TLS_RSA_WITH_IDEA_CBC_SHA\"", \""TLS_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_RSA_WITH_SEED_CBC_SHA\"", \""TLS_DHE_RSA_WITH_SEED_CBC_SHA\""]"", ""TLSv1.2""=>""[\""TLS_RSA_WITH_IDEA_CBC_SHA\"", \""TLS_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA256\"", \""TLS_RSA_WITH_AES_256_CBC_SHA256\"", \""TLS_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_128_CBC_SHA256\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA256\"", \""TLS_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_RSA_WITH_SEED_CBC_SHA\"", \""TLS_DHE_RSA_WITH_SEED_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_GCM_SHA256\"", \""TLS_RSA_WITH_AES_256_GCM_SHA384\"", \""TLS_DHE_RSA_WITH_AES_128_GCM_SHA256\"", \""TLS_DHE_RSA_WITH_AES_256_GCM_SHA384\""]""",2020-03-13 21:17:34.856,2020-08-24 12:00:44.936
"11","iDRAC6 default certificate","",2009-09-17 00:00:00.000,2019-09-15 00:00:00.000,2,"D655547D233CF47C","/C=US/ST=Texas/L=Round Rock/O=Dell Inc./OU=Remote Access Group/CN=iDRAC6 default certificate","sha1WithRSAEncryption","1978259825",False,False,False,False,False,False,False,False,False,"","","","130","11","iDRAC6 default certificate","10468","39310",2014-06-05 00:00:00.000,2024-06-04 00:00:00.000,"D655547D233CF47C","TLSv1.1, TLSv1.0, TLSv1.2","""TLSv1.0""=>""[\""TLS_RSA_WITH_IDEA_CBC_SHA\"", \""TLS_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_RSA_WITH_SEED_CBC_SHA\"", \""TLS_DHE_RSA_WITH_SEED_CBC_SHA\""]"", ""TLSv1.1""=>""[\""TLS_RSA_WITH_IDEA_CBC_SHA\"", \""TLS_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_RSA_WITH_SEED_CBC_SHA\"", \""TLS_DHE_RSA_WITH_SEED_CBC_SHA\""]"", ""TLSv1.2""=>""[\""TLS_RSA_WITH_IDEA_CBC_SHA\"", \""TLS_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA256\"", \""TLS_RSA_WITH_AES_256_CBC_SHA256\"", \""TLS_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_128_CBC_SHA256\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA256\"", \""TLS_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_RSA_WITH_SEED_CBC_SHA\"", \""TLS_DHE_RSA_WITH_SEED_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_GCM_SHA256\"", \""TLS_RSA_WITH_AES_256_GCM_SHA384\"", \""TLS_DHE_RSA_WITH_AES_128_GCM_SHA256\"", \""TLS_DHE_RSA_WITH_AES_256_GCM_SHA384\""]""",2020-03-13 21:18:34.856,2020-08-24 11:53:44.923
"14","idrac-3WLT082","",2015-11-13 00:00:00.000,2025-11-14 00:00:00.000,2,"BC4B4191DB6A04E5","/C=US/ST=Texas/L=Round Rock/O=Dell Inc./OU=Remote Access Group/CN=idrac-3WLT082/emailAddress=support@dell.com","sha256WithRSAEncryption","2932963683",False,False,False,False,False,False,False,False,False,"","","","124","14","idrac-3WLT082","906","39299",2015-11-13 00:00:00.000,2025-11-14 00:00:00.000,"BC4B4191DB6A04E5","TLSv1.1, TLSv1.0, TLSv1.2","""TLSv1.0""=>""[\""TLS_RSA_WITH_IDEA_CBC_SHA\"", \""TLS_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_RSA_WITH_SEED_CBC_SHA\"", \""TLS_DHE_RSA_WITH_SEED_CBC_SHA\""]"", ""TLSv1.1""=>""[\""TLS_RSA_WITH_IDEA_CBC_SHA\"", \""TLS_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_RSA_WITH_SEED_CBC_SHA\"", \""TLS_DHE_RSA_WITH_SEED_CBC_SHA\""]"", ""TLSv1.2""=>""[\""TLS_RSA_WITH_IDEA_CBC_SHA\"", \""TLS_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA256\"", \""TLS_RSA_WITH_AES_256_CBC_SHA256\"", \""TLS_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA\"", \""TLS_DHE_RSA_WITH_AES_128_CBC_SHA256\"", \""TLS_DHE_RSA_WITH_AES_256_CBC_SHA256\"", \""TLS_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA\"", \""TLS_RSA_WITH_SEED_CBC_SHA\"", \""TLS_DHE_RSA_WITH_SEED_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_GCM_SHA256\"", \""TLS_RSA_WITH_AES_256_GCM_SHA384\"", \""TLS_DHE_RSA_WITH_AES_128_GCM_SHA256\"", \""TLS_DHE_RSA_WITH_AES_256_GCM_SHA384\""]""",2020-03-13 21:05:34.863,2020-08-24 11:53:45.126
"47","localhost.device42.pvt","",2017-12-14 00:00:00.000,2029-06-14 00:00:00.000,2,"F4AFD22FFD55","/C=US/ST=California/L=Palo Alto/O=VMware, Inc/OU=VMware ESX Server Default Certificate/emailAddress=ssl-certificates@vmware.com/CN=localhost.device42.pvt/unstructuredName=1513242574,564d7761726520496e632e","sha256WithRSAEncryption","325733684",True,False,True,True,False,False,False,False,False,"SERVERAUTH(1.3.6.1.5.5.7.3.1)
CLIENTAUTH(1.3.6.1.5.5.7.3.2)","","","157","47","localhost.device42.pvt","10471","39935",2017-12-14 00:00:00.000,2021-04-30 00:00:00.000,"F4AFD22FFD55","TLSv1.1, TLSv1.0","""TLSv1.0""=>""[\""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\""]"", ""TLSv1.1""=>""[\""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\""]"", ""TLSv1.2""=>""[\""TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384\"", \""TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256\"", \""TLS_RSA_WITH_AES_256_GCM_SHA384\"", \""TLS_RSA_WITH_AES_128_GCM_SHA256\"", \""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384\"", \""TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256\"", \""TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA\"", \""TLS_RSA_WITH_AES_256_CBC_SHA256\"", \""TLS_RSA_WITH_AES_256_CBC_SHA\"", \""TLS_RSA_WITH_AES_128_CBC_SHA256\"", \""TLS_RSA_WITH_AES_128_CBC_SHA\""]""",2020-08-20 12:01:44.920,2021-04-16 18:32:52.063
"20","iLO Default Issuer (Do not trust)","",2011-07-25 00:00:00.000,2021-07-22 00:00:00.000,,"","/C=US/ST=TX/L=Houston/O=Hewlett-Packard Company/OU=ISS/CN=iLO Default Issuer (Do not trust)","sha1WithRSAEncryption","2444219891",False,False,False,False,False,False,False,False,False,"","","","","","","","",,,"","","",,
"26","CA","",2018-02-18 00:00:00.000,2028-02-16 00:00:00.000,2,"C06F0CEAEF17579F","/CN=CA/DC=device42/DC=pvt/C=US/ST=California/O=d42-vcenter.device42.pvt/OU=VMware Engineering","sha256WithRSAEncryption","3700819671",False,False,False,False,False,True,True,False,False,"","","","","","","","",,,"","","",,
"39","Amazon","38",2015-10-22 00:00:00.000,2025-10-19 00:00:00.000,2,"67F94578587E8AC77DEB253325BBC998B560D","/C=US/O=Amazon/OU=Server CA 1B/CN=Amazon","sha256WithRSAEncryption","604098895",True,False,False,False,False,True,True,False,False,"","","","","","","","",,,"","","",,
"17","winsantest-ilo","",2002-12-05 00:00:00.000,2022-12-05 00:00:00.000,,"694C4F00","/C=US/ST=Texas/L=Houston/O=Hewlett-Packard Company/OU=ISS/CN=winsantest-ilo","md5WithRSAEncryption","1209461870",False,False,False,False,False,False,False,False,False,"","","","","","","","",,,"","","",,
"34","vnxb","",2020-02-11 00:00:00.000,2025-02-09 00:00:00.000,,"3751A901","/OU=CLARiiON/CN=vnxb/CN=10.42.0.171","sha1WithRSAEncryption","2744539655",False,False,False,False,False,False,False,False,False,"","","","","","","","",,,"","","",,
"10","eConnectPDU","",2012-05-01 00:00:00.000,2112-04-07 00:00:00.000,2,"AC9EFC8027FCAC17","/C=US/ST=California/L=Westlake Village/O=Chatsworth Products, Inc./OU=Electronics/CN=eConnectPDU/emailAddress=support@chatsworth.com","sha1WithRSAEncryption","3938399890",False,False,False,False,False,False,False,False,False,"","","","","","","","",,,"","","",,
"2","*.zendesk.com","6",2014-08-26 00:00:00.000,2019-08-25 00:00:00.000,2,"29D81B4D26660C6FE32D8F226B8F0309","/C=US/postalCode=94103/ST=California/L=San Francisco/street=989 MARKET ST STE 300/O=Zendesk Inc./OU=PremiumSSL Wildcard/CN=*.zendesk.com","sha256WithRSAEncryption","2758506454",True,False,True,False,False,False,False,False,False,"SERVERAUTH(1.3.6.1.5.5.7.3.1)
CLIENTAUTH(1.3.6.1.5.5.7.3.2)","","","","","","","",,,"","","",,
"46","vnxa","",2020-02-11 00:00:00.000,2025-02-09 00:00:00.000,,"-AB8C902","/OU=CLARiiON/CN=vnxa/CN=10.42.0.170","sha1WithRSAEncryption","1861492118",False,False,False,False,False,False,False,False,False,"","","","","","","","",,,"","","",,
"15","R&D","",2013-06-18 00:00:00.000,2023-06-16 00:00:00.000,,"C550236591A2A9F3","/C=US/ST=California/L=San Jose/O=Super Micro Computer/OU=IPMI/CN=R&D","sha1WithRSAEncryption","1562874168",False,False,False,False,False,False,False,False,False,"","","","","","","","",,,"","","",,
"13","ILOCZ3128LL62.device42.pvt","20",2014-08-27 00:00:00.000,2038-01-18 00:00:00.000,2,"6980AF91","/CN=ILOCZ3128LL62.device42.pvt/OU=ISS/O=Hewlett-Packard Company/L=Houston/ST=Texas/C=US","sha1WithRSAEncryption","4195477841",True,False,True,False,False,False,False,False,False,"","","","","","","","",,,"","","",,
"5","COMODO RSA Certification Authority","",2000-05-30 00:00:00.000,2020-05-30 00:00:00.000,2,"2766EE56EB49F38EABD770A2FC84DE22","/C=GB/ST=Greater Manchester/L=Salford/O=COMODO CA Limited/CN=COMODO RSA Certification Authority","sha384WithRSAEncryption","3593623136",True,False,False,False,False,True,True,False,False,"","","","","","","","",,,"","","",,
"37","Starfield Services Root Certificate Authority - G2","",2009-09-02 00:00:00.000,2034-06-28 00:00:00.000,2,"A70E4A4C3482B77F","/C=US/ST=Arizona/L=Scottsdale/O=Starfield Technologies, Inc./CN=Starfield Services Root Certificate Authority - G2","sha256WithRSAEncryption","158896471",True,False,False,False,False,True,True,False,False,"","","","","","","","",,,"","","",,
"24","COMODO RSA Domain Validation Secure Server CA","5",2014-02-12 00:00:00.000,2029-02-11 00:00:00.000,2,"2B2E6EEAD975366C148A6EDBA37C8C07","/C=GB/ST=Greater Manchester/L=Salford/O=COMODO CA Limited/CN=COMODO RSA Domain Validation Secure Server CA","sha384WithRSAEncryption","2368253541",True,False,False,False,False,True,True,False,False,"SERVERAUTH(1.3.6.1.5.5.7.3.1)
CLIENTAUTH(1.3.6.1.5.5.7.3.2)","","","","","","","",,,"","","",,
"38","Amazon Root CA 1","37",2015-05-25 00:00:00.000,2037-12-31 00:00:00.000,2,"67F944A2A27CDF3FAC2AE2B01F908EEB9C4C6","/C=US/O=Amazon/CN=Amazon Root CA 1","sha256WithRSAEncryption","3462296815",True,False,False,False,False,True,True,False,False,"","","","","","","","",,,"","","",,
"6","COMODO RSA Organization Validation Secure Server CA","5",2014-02-12 00:00:00.000,2029-02-11 00:00:00.000,2,"36825E7FB5A481937EF6D1736BB93CA6","/C=GB/ST=Greater Manchester/L=Salford/O=COMODO CA Limited/CN=COMODO RSA Organization Validation Secure Server CA","sha384WithRSAEncryption","3292166105",True,False,False,False,False,True,True,False,False,"SERVERAUTH(1.3.6.1.5.5.7.3.1)
CLIENTAUTH(1.3.6.1.5.5.7.3.2)","","","","","","","",,,"","","",,
"29","ASM.IBM.eServer.ibm.com","",2002-01-01 00:00:00.000,2048-01-14 00:00:00.000,2,"","/C=US/ST=New York/L=Endicott/O=IBM/OU=IBM eServer GFW/CN=ASM.IBM.eServer.ibm.com","md5WithRSAEncryption","1696481293",False,False,False,False,False,False,False,False,False,"","","","","","","","",,,"","","",,
"36","Sectigo RSA Domain Validation Secure Server CA","35",2018-11-02 00:00:00.000,2030-12-31 00:00:00.000,2,"7D5B5126B476BA11DB74160BBC530DA7","/C=GB/ST=Greater Manchester/L=Salford/O=Sectigo Limited/CN=Sectigo RSA Domain Validation Secure Server CA","sha384WithRSAEncryption","1711239815",True,False,False,False,False,True,True,False,False,"SERVERAUTH(1.3.6.1.5.5.7.3.1)
CLIENTAUTH(1.3.6.1.5.5.7.3.2)","","","","","","","",,,"","","",,
"1","*.testcert","",2015-09-24 00:00:00.000,2015-09-30 00:00:00.000,,"","testcertificate","","",False,False,False,False,False,False,False,False,False,"","10","","","","","","",,,"","","",,
"49","*.device42.com","",2020-03-13 00:00:00.000,2022-06-15 00:00:00.000,2,"5cc0b5c39f408aced652bc4612e45f98","/CN=*.device42.com","sha256WithRSAEncryption","1325914772",True,False,True,False,False,False,False,False,False,"SERVERAUTH(1.3.6.1.5.5.7.3.1)
CLIENTAUTH(1.3.6.1.5.5.7.3.2)","","","","","","","",,,"","","",,
"3","registration.device42.com","",2014-08-10 00:00:00.000,2019-08-09 00:00:00.000,2,"77eb9b55e9228635f2157fd374b8da8","/OU=Domain Control Validated/OU=PositiveSSL/CN=registration.device42.com","sha256WithRSAEncryption","708489795",True,False,True,False,False,False,False,False,False,"SERVERAUTH(1.3.6.1.5.5.7.3.1)
CLIENTAUTH(1.3.6.1.5.5.7.3.2)","","","","","","","",,,"","","",,
"35","USERTrust RSA Certification Authority","",2000-05-30 00:00:00.000,2020-05-30 00:00:00.000,2,"13EA28705BF4ECED0C36630980614336","/C=US/ST=New Jersey/L=Jersey City/O=The USERTRUST Network/CN=USERTrust RSA Certification Authority","sha384WithRSAEncryption","4233793433",True,False,False,False,False,True,True,False,False,"","","","","","","","",,,"","","",,
"9","DemoCert4Device42","",2011-12-30 00:00:00.000,2012-12-29 00:00:00.000,,"","/C=US/ST=Connecticut/L=New Haven/O=Demo CA Cert/OU=IT/CN=DemoCert4Device42","sha1WithRSAEncryption","1355439994",False,False,False,False,False,False,False,False,False,"","","","","","","","",,,"","","",,
