Product ID,Name,Product Number,Color,Cost,Price,Size,Weight,Category ID,Model ID,Product Model,Start Date,End Date,Description,Product Category,ProductSubCategoryID,Product Subcategory,Index
892,"HL Touring Frame - Blue, 54","FR-T98U-54","Blue",601.7437,1003.91,"54","1378.91",2,7,"HL Touring Frame",2018-06-28 00:00:00.000,"","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","Components","20","Touring Frames","188"
893,"HL Touring Frame - Blue, 60","FR-T98U-60","Blue",601.7437,1003.91,"60","1397.06",2,7,"HL Touring Frame",2018-06-28 00:00:00.000,"","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","Components","20","Touring Frames","189"
894,"Rear Derailleur","RD-2308","Silver",53.9282,121.46,"","215",2,127,"Rear Derailleur",2018-06-28 00:00:00.000,"","Wide-link design.","Components","13","Derailleurs","190"
895,"LL Touring Frame - Blue, 50","FR-T67U-50","Blue",199.8519,333.42,"50","1406.13",2,10,"LL Touring Frame",2018-06-28 00:00:00.000,"","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","Components","20","Touring Frames","191"
896,"LL Touring Frame - Blue, 54","FR-T67U-54","Blue",199.8519,333.42,"54","1424.27",2,10,"LL Touring Frame",2018-06-28 00:00:00.000,"","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","Components","20","Touring Frames","192"
897,"LL Touring Frame - Blue, 58","FR-T67U-58","Blue",199.8519,333.42,"58","1433.34",2,10,"LL Touring Frame",2018-06-28 00:00:00.000,"","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","Components","20","Touring Frames","193"
898,"LL Touring Frame - Blue, 62","FR-T67U-62","Blue",199.8519,333.42,"62","1451.49",2,10,"LL Touring Frame",2018-06-28 00:00:00.000,"","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","Components","20","Touring Frames","194"
899,"LL Touring Frame - Yellow, 44","FR-T67Y-44","Yellow",199.8519,333.42,"44","1369.84",2,10,"LL Touring Frame",2018-06-28 00:00:00.000,"","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","Components","20","Touring Frames","195"
900,"LL Touring Frame - Yellow, 50","FR-T67Y-50","Yellow",199.8519,333.42,"50","1406.13",2,10,"LL Touring Frame",2018-06-28 00:00:00.000,"","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","Components","20","Touring Frames","196"
901,"LL Touring Frame - Yellow, 54","FR-T67Y-54","Yellow",199.8519,333.42,"54","1424.27",2,10,"LL Touring Frame",2018-06-28 00:00:00.000,"","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","Components","20","Touring Frames","197"
902,"LL Touring Frame - Yellow, 58","FR-T67Y-58","Yellow",199.8519,333.42,"58","1433.34",2,10,"LL Touring Frame",2018-06-28 00:00:00.000,"","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","Components","20","Touring Frames","198"
903,"LL Touring Frame - Blue, 44","FR-T67U-44","Blue",199.8519,333.42,"44","1369.84",2,10,"LL Touring Frame",2018-06-28 00:00:00.000,"","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","Components","20","Touring Frames","199"
904,"ML Mountain Frame-W - Silver, 40","FR-M63S-40","Silver",199.3757,364.09,"40","1256.44",2,15,"ML Mountain Frame-W",2018-06-28 00:00:00.000,"","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.","Components","16","Mountain Frames","200"
905,"ML Mountain Frame-W - Silver, 42","FR-M63S-42","Silver",199.3757,364.09,"42","1274.59",2,15,"ML Mountain Frame-W",2018-06-28 00:00:00.000,"","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.","Components","16","Mountain Frames","201"
906,"ML Mountain Frame-W - Silver, 46","FR-M63S-46","Silver",199.3757,364.09,"46","1292.73",2,15,"ML Mountain Frame-W",2018-06-28 00:00:00.000,"","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.","Components","16","Mountain Frames","202"
907,"Rear Brakes","RB-9231","Silver",47.286,106.5,"","317",2,128,"Rear Brakes",2018-06-28 00:00:00.000,"","","Components","10","Brakes","203"
917,"LL Mountain Frame - Silver, 42","FR-M21S-42","Silver",144.5938,264.05,"42","1324.48",2,8,"LL Mountain Frame",2018-06-28 00:00:00.000,"","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","Components","16","Mountain Frames","213"
918,"LL Mountain Frame - Silver, 44","FR-M21S-44","Silver",144.5938,264.05,"44","1342.63",2,8,"LL Mountain Frame",2018-06-28 00:00:00.000,"","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","Components","16","Mountain Frames","214"
919,"LL Mountain Frame - Silver, 48","FR-M21S-48","Silver",144.5938,264.05,"48","1360.77",2,8,"LL Mountain Frame",2018-06-28 00:00:00.000,"","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","Components","16","Mountain Frames","215"
920,"LL Mountain Frame - Silver, 52","FR-M21S-52","Silver",144.5938,264.05,"52","1378.91",2,8,"LL Mountain Frame",2018-06-28 00:00:00.000,"","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","Components","16","Mountain Frames","216"
924,"LL Mountain Frame - Black, 42","FR-M21B-42","Black",136.785,249.79,"42","1324.48",2,8,"LL Mountain Frame",2018-06-28 00:00:00.000,"","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","Components","16","Mountain Frames","220"
925,"LL Mountain Frame - Black, 44","FR-M21B-44","Black",136.785,249.79,"44","1342.63",2,8,"LL Mountain Frame",2018-06-28 00:00:00.000,"","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","Components","16","Mountain Frames","221"
926,"LL Mountain Frame - Black, 48","FR-M21B-48","Black",136.785,249.79,"48","1360.77",2,8,"LL Mountain Frame",2018-06-28 00:00:00.000,"","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","Components","16","Mountain Frames","222"
927,"LL Mountain Frame - Black, 52","FR-M21B-52","Black",136.785,249.79,"52","1378.91",2,8,"LL Mountain Frame",2018-06-28 00:00:00.000,"","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","Components","16","Mountain Frames","223"
935,"LL Mountain Pedal","PD-M282","Silver/Black",17.9776,40.49,"","218",2,62,"LL Mountain Pedal",2018-06-28 00:00:00.000,"","Expanded platform so you can ride in any shoes; great for all-around riding.","Components","17","Pedals","231"
936,"ML Mountain Pedal","PD-M340","Silver/Black",27.568,62.09,"","215",2,63,"ML Mountain Pedal",2018-06-28 00:00:00.000,"","Lightweight, durable, clipless pedal with adjustable tension.","Components","17","Pedals","232"
937,"HL Mountain Pedal","PD-M562","Silver/Black",35.9596,80.99,"","185",2,64,"HL Mountain Pedal",2018-06-28 00:00:00.000,"","Stainless steel; designed to shed mud easily.","Components","17","Pedals","233"
938,"LL Road Pedal","PD-R347","Silver/Black",17.9776,40.49,"","189",2,68,"LL Road Pedal",2018-06-28 00:00:00.000,"","Clipless pedals - aluminum.","Components","17","Pedals","234"
939,"ML Road Pedal","PD-R563","Silver/Black",27.568,62.09,"","168",2,69,"ML Road Pedal",2018-06-28 00:00:00.000,"","Lightweight aluminum alloy construction.","Components","17","Pedals","235"
940,"HL Road Pedal","PD-R853","Silver/Black",35.9596,80.99,"","149",2,70,"HL Road Pedal",2018-06-28 00:00:00.000,"","Top-of-the-line clipless pedals with adjustable tension.","Components","17","Pedals","236"
942,"ML Mountain Frame-W - Silver, 38","FR-M63S-38","Silver",199.3757,364.09,"38","1238.3",2,15,"ML Mountain Frame-W",2018-06-28 00:00:00.000,"","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.","Components","16","Mountain Frames","238"
943,"LL Mountain Frame - Black, 40","FR-M21B-40","Black",136.785,249.79,"40","1306.34",2,8,"LL Mountain Frame",2018-06-28 00:00:00.000,"","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","Components","16","Mountain Frames","239"
944,"LL Mountain Frame - Silver, 40","FR-M21S-40","Silver",144.5938,264.05,"40","1306.34",2,8,"LL Mountain Frame",2018-06-28 00:00:00.000,"","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","Components","16","Mountain Frames","240"
945,"Front Derailleur","FD-2342","Silver",40.6216,91.49,"","88",2,103,"Front Derailleur",2018-06-28 00:00:00.000,"","Wide-link design.","Components","13","Derailleurs","241"
948,"Front Brakes","FB-9873","Silver",47.286,106.5,"","317",2,102,"Front Brakes",2018-06-28 00:00:00.000,"","All-weather brake pads; provides superior stopping by applying more surface to the rim.","Components","10","Brakes","244"
949,"LL Crankset","CS-4759","Black",77.9176,175.49,"","600",2,99,"LL Crankset",2018-06-28 00:00:00.000,"","Super rigid spindle.","Components","12","Cranksets","245"
950,"ML Crankset","CS-6583","Black",113.8816,256.49,"","635",2,100,"ML Crankset",2018-06-28 00:00:00.000,"","High-strength crank arm.","Components","12","Cranksets","246"
951,"HL Crankset","CS-9183","Black",179.8156,404.99,"","575",2,101,"HL Crankset",2018-06-28 00:00:00.000,"","Triple crankset; alumunim crank arm; flawless shifting.","Components","12","Cranksets","247"
953,"Touring-2000 Blue, 60","BK-T44U-60","Blue",755.1508,1214.85,"60","12655.16",1,35,"Touring-2000",2018-06-28 00:00:00.000,"","The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.","Bikes","7","Touring Bikes","249"
954,"Touring-1000 Yellow, 46","BK-T79Y-46","Yellow",1481.9379,2384.07,"46","11398.72",1,34,"Touring-1000",2018-06-28 00:00:00.000,"","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","Bikes","7","Touring Bikes","250"
955,"Touring-1000 Yellow, 50","BK-T79Y-50","Yellow",1481.9379,2384.07,"50","11530.26",1,34,"Touring-1000",2018-06-28 00:00:00.000,"","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","Bikes","7","Touring Bikes","251"
956,"Touring-1000 Yellow, 54","BK-T79Y-54","Yellow",1481.9379,2384.07,"54","11648.19",1,34,"Touring-1000",2018-06-28 00:00:00.000,"","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","Bikes","7","Touring Bikes","252"
957,"Touring-1000 Yellow, 60","BK-T79Y-60","Yellow",1481.9379,2384.07,"60","11747.98",1,34,"Touring-1000",2018-06-28 00:00:00.000,"","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","Bikes","7","Touring Bikes","253"
958,"Touring-3000 Blue, 54","BK-T18U-54","Blue",461.4448,742.35,"54","13462.55",1,36,"Touring-3000",2018-06-28 00:00:00.000,"","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","Bikes","7","Touring Bikes","254"
959,"Touring-3000 Blue, 58","BK-T18U-58","Blue",461.4448,742.35,"58","13562.34",1,36,"Touring-3000",2018-06-28 00:00:00.000,"","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","Bikes","7","Touring Bikes","255"
960,"Touring-3000 Blue, 62","BK-T18U-62","Blue",461.4448,742.35,"62","13607.7",1,36,"Touring-3000",2018-06-28 00:00:00.000,"","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","Bikes","7","Touring Bikes","256"
961,"Touring-3000 Yellow, 44","BK-T18Y-44","Yellow",461.4448,742.35,"44","13049.78",1,36,"Touring-3000",2018-06-28 00:00:00.000,"","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","Bikes","7","Touring Bikes","257"
962,"Touring-3000 Yellow, 50","BK-T18Y-50","Yellow",461.4448,742.35,"50","13213.08",1,36,"Touring-3000",2018-06-28 00:00:00.000,"","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","Bikes","7","Touring Bikes","258"
963,"Touring-3000 Yellow, 54","BK-T18Y-54","Yellow",461.4448,742.35,"54","13344.62",1,36,"Touring-3000",2018-06-28 00:00:00.000,"","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","Bikes","7","Touring Bikes","259"
964,"Touring-3000 Yellow, 58","BK-T18Y-58","Yellow",461.4448,742.35,"58","13512.45",1,36,"Touring-3000",2018-06-28 00:00:00.000,"","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","Bikes","7","Touring Bikes","260"
965,"Touring-3000 Yellow, 62","BK-T18Y-62","Yellow",461.4448,742.35,"62","13607.7",1,36,"Touring-3000",2018-06-28 00:00:00.000,"","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","Bikes","7","Touring Bikes","261"
966,"Touring-1000 Blue, 46","BK-T79U-46","Blue",1481.9379,2384.07,"46","11398.72",1,34,"Touring-1000",2018-06-28 00:00:00.000,"","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","Bikes","7","Touring Bikes","262"
967,"Touring-1000 Blue, 50","BK-T79U-50","Blue",1481.9379,2384.07,"50","11530.26",1,34,"Touring-1000",2018-06-28 00:00:00.000,"","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","Bikes","7","Touring Bikes","263"
968,"Touring-1000 Blue, 54","BK-T79U-54","Blue",1481.9379,2384.07,"54","11648.19",1,34,"Touring-1000",2018-06-28 00:00:00.000,"","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","Bikes","7","Touring Bikes","264"
969,"Touring-1000 Blue, 60","BK-T79U-60","Blue",1481.9379,2384.07,"60","11747.98",1,34,"Touring-1000",2018-06-28 00:00:00.000,"","Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.","Bikes","7","Touring Bikes","265"
970,"Touring-2000 Blue, 46","BK-T44U-46","Blue",755.1508,1214.85,"46","12305.9",1,35,"Touring-2000",2018-06-28 00:00:00.000,"","The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.","Bikes","7","Touring Bikes","266"
971,"Touring-2000 Blue, 50","BK-T44U-50","Blue",755.1508,1214.85,"50","12437.44",1,35,"Touring-2000",2018-06-28 00:00:00.000,"","The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.","Bikes","7","Touring Bikes","267"
972,"Touring-2000 Blue, 54","BK-T44U-54","Blue",755.1508,1214.85,"54","12555.37",1,35,"Touring-2000",2018-06-28 00:00:00.000,"","The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.","Bikes","7","Touring Bikes","268"
973,"Road-350-W Yellow, 40","BK-R79Y-40","Yellow",1082.51,1700.99,"40","6962.61",1,27,"Road-350-W",2018-06-28 00:00:00.000,"","Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.","Bikes","6","Road Bikes","269"
974,"Road-350-W Yellow, 42","BK-R79Y-42","Yellow",1082.51,1700.99,"42","7153.11",1,27,"Road-350-W",2018-06-28 00:00:00.000,"","Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.","Bikes","6","Road Bikes","270"
975,"Road-350-W Yellow, 44","BK-R79Y-44","Yellow",1082.51,1700.99,"44","7316.41",1,27,"Road-350-W",2018-06-28 00:00:00.000,"","Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.","Bikes","6","Road Bikes","271"
976,"Road-350-W Yellow, 48","BK-R79Y-48","Yellow",1082.51,1700.99,"48","7447.95",1,27,"Road-350-W",2018-06-28 00:00:00.000,"","Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.","Bikes","6","Road Bikes","272"
977,"Road-750 Black, 58","BK-R19B-58","Black",343.6496,539.99,"58","9430.14",1,31,"Road-750",2018-06-28 00:00:00.000,"","Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.","Bikes","6","Road Bikes","273"
978,"Touring-3000 Blue, 44","BK-T18U-44","Blue",461.4448,742.35,"44","13049.78",1,36,"Touring-3000",2018-06-28 00:00:00.000,"","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","Bikes","7","Touring Bikes","274"
979,"Touring-3000 Blue, 50","BK-T18U-50","Blue",461.4448,742.35,"50","13213.08",1,36,"Touring-3000",2018-06-28 00:00:00.000,"","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.","Bikes","7","Touring Bikes","275"
980,"Mountain-400-W Silver, 38","BK-M38S-38","Silver",419.7784,769.49,"38","11952.1",1,22,"Mountain-400-W",2018-06-28 00:00:00.000,"","This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.","Bikes","5","Mountain Bikes","276"
981,"Mountain-400-W Silver, 40","BK-M38S-40","Silver",419.7784,769.49,"40","12142.6",1,22,"Mountain-400-W",2018-06-28 00:00:00.000,"","This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.","Bikes","5","Mountain Bikes","277"
982,"Mountain-400-W Silver, 42","BK-M38S-42","Silver",419.7784,769.49,"42","12305.9",1,22,"Mountain-400-W",2018-06-28 00:00:00.000,"","This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.","Bikes","5","Mountain Bikes","278"
983,"Mountain-400-W Silver, 46","BK-M38S-46","Silver",419.7784,769.49,"46","12437.44",1,22,"Mountain-400-W",2018-06-28 00:00:00.000,"","This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.","Bikes","5","Mountain Bikes","279"
984,"Mountain-500 Silver, 40","BK-M18S-40","Silver",308.2179,564.99,"40","12405.69",1,23,"Mountain-500",2018-06-28 00:00:00.000,"","Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","Bikes","5","Mountain Bikes","280"
985,"Mountain-500 Silver, 42","BK-M18S-42","Silver",308.2179,564.99,"42","12596.19",1,23,"Mountain-500",2018-06-28 00:00:00.000,"","Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","Bikes","5","Mountain Bikes","281"
986,"Mountain-500 Silver, 44","BK-M18S-44","Silver",308.2179,564.99,"44","12759.49",1,23,"Mountain-500",2018-06-28 00:00:00.000,"","Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","Bikes","5","Mountain Bikes","282"
987,"Mountain-500 Silver, 48","BK-M18S-48","Silver",308.2179,564.99,"48","12891.03",1,23,"Mountain-500",2018-06-28 00:00:00.000,"","Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","Bikes","5","Mountain Bikes","283"
988,"Mountain-500 Silver, 52","BK-M18S-52","Silver",308.2179,564.99,"52","13008.96",1,23,"Mountain-500",2018-06-28 00:00:00.000,"","Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","Bikes","5","Mountain Bikes","284"
989,"Mountain-500 Black, 40","BK-M18B-40","Black",294.5797,539.99,"40","12405.69",1,23,"Mountain-500",2018-06-28 00:00:00.000,"","Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","Bikes","5","Mountain Bikes","285"
990,"Mountain-500 Black, 42","BK-M18B-42","Black",294.5797,539.99,"42","12596.19",1,23,"Mountain-500",2018-06-28 00:00:00.000,"","Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","Bikes","5","Mountain Bikes","286"
991,"Mountain-500 Black, 44","BK-M18B-44","Black",294.5797,539.99,"44","12759.49",1,23,"Mountain-500",2018-06-28 00:00:00.000,"","Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","Bikes","5","Mountain Bikes","287"
992,"Mountain-500 Black, 48","BK-M18B-48","Black",294.5797,539.99,"48","12891.03",1,23,"Mountain-500",2018-06-28 00:00:00.000,"","Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","Bikes","5","Mountain Bikes","288"
993,"Mountain-500 Black, 52","BK-M18B-52","Black",294.5797,539.99,"52","13008.96",1,23,"Mountain-500",2018-06-28 00:00:00.000,"","Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.","Bikes","5","Mountain Bikes","289"
994,"LL Bottom Bracket","BB-7421","NULL",23.9716,53.99,"","223",2,95,"LL Bottom Bracket",2018-06-28 00:00:00.000,"","Chromoly steel.","Components","9","Bottom Brackets","290"
995,"ML Bottom Bracket","BB-8107","NULL",44.9506,101.24,"","168",2,96,"ML Bottom Bracket",2018-06-28 00:00:00.000,"","Aluminum alloy cups; large diameter spindle.","Components","9","Bottom Brackets","291"
996,"HL Bottom Bracket","BB-9108","NULL",53.9416,121.49,"","170",2,97,"HL Bottom Bracket",2018-06-28 00:00:00.000,"","Aluminum alloy cups and a hollow axle.","Components","9","Bottom Brackets","292"
997,"Road-750 Black, 44","BK-R19B-44","Black",343.6496,539.99,"44","8967.47",1,31,"Road-750",2018-06-28 00:00:00.000,"","Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.","Bikes","6","Road Bikes","293"
998,"Road-750 Black, 48","BK-R19B-48","Black",343.6496,539.99,"48","9130.77",1,31,"Road-750",2018-06-28 00:00:00.000,"","Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.","Bikes","6","Road Bikes","294"
999,"Road-750 Black, 52","BK-R19B-52","Black",343.6496,539.99,"52","9262.31",1,31,"Road-750",2018-06-28 00:00:00.000,"","Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.","Bikes","6","Road Bikes","295"
