Dest,Dest City Name,Dest State Abr,Origin,Origin City Name,Origin State Abr,Route,Passengers
"MFE","Mission/McAllen/Edinburg, TX","TX","IAH","Houston, TX","TX","IAH-MFE",5986
"SAT","San Antonio, TX","TX","IAH","Houston, TX","TX","IAH-SAT",4532
"TYR","Tyler, TX","TX","IAH","Houston, TX","TX","IAH-TYR",1664
"VCT","Victoria, TX","TX","IAH","Houston, TX","TX","IAH-VCT",387
"AUS","Austin, TX","TX","IAH","Houston, TX","TX","IAH-AUS",468
"BRO","Brownsville, TX","TX","IAH","Houston, TX","TX","IAH-BRO",4545
"CRP","Corpus Christi, TX","TX","IAH","Houston, TX","TX","IAH-CRP",8982
"DAL","Dallas, TX","TX","IAH","Houston, TX","TX","IAH-DAL",1580
"HRL","Harlingen/San Benito, TX","TX","IAH","Houston, TX","TX","IAH-HRL",4993
"LBB","Lubbock, TX","TX","IAH","Houston, TX","TX","IAH-LBB",3050
"LRD","Laredo, TX","TX","IAH","Houston, TX","TX","IAH-LRD",2767
"MAF","Midland/Odessa, TX","TX","IAH","Houston, TX","TX","IAH-MAF",4887
"MFE","Mission/McAllen/Edinburg, TX","TX","IAH","Houston, TX","TX","IAH-MFE",379
"SAT","San Antonio, TX","TX","IAH","Houston, TX","TX","IAH-SAT",1028
"DFW","Dallas/Fort Worth, TX","TX","AUS","Austin, TX","TX","AUS-DFW",46540
"DFW","Dallas/Fort Worth, TX","TX","DFW","Dallas/Fort Worth, TX","TX","DFW-DFW",64
"DFW","Dallas/Fort Worth, TX","TX","IAH","Houston, TX","TX","IAH-DFW",19644
"DFW","Dallas/Fort Worth, TX","TX","MFE","Mission/McAllen/Edinburg, TX","TX","MFE-DFW",7122
"DFW","Dallas/Fort Worth, TX","TX","SAT","San Antonio, TX","TX","SAT-DFW",44739
"DFW","Dallas/Fort Worth, TX","TX","ABI","Abilene, TX","TX","ABI-DFW",5275
"DFW","Dallas/Fort Worth, TX","TX","ACT","Waco, TX","TX","ACT-DFW",153
"DFW","Dallas/Fort Worth, TX","TX","AMA","Amarillo, TX","TX","AMA-DFW",5908
"DFW","Dallas/Fort Worth, TX","TX","BRO","Brownsville, TX","TX","BRO-DFW",1506
"DFW","Dallas/Fort Worth, TX","TX","CLL","College Station/Bryan, TX","TX","CLL-DFW",135
"DFW","Dallas/Fort Worth, TX","TX","CRP","Corpus Christi, TX","TX","CRP-DFW",6510
"DFW","Dallas/Fort Worth, TX","TX","DFW","Dallas/Fort Worth, TX","TX","DFW-DFW",2
"DFW","Dallas/Fort Worth, TX","TX","GGG","Longview, TX","TX","GGG-DFW",139
"DFW","Dallas/Fort Worth, TX","TX","GRK","Killeen, TX","TX","GRK-DFW",345
"DFW","Dallas/Fort Worth, TX","TX","HOU","Houston, TX","TX","HOU-DFW",7671
"DFW","Dallas/Fort Worth, TX","TX","LBB","Lubbock, TX","TX","LBB-DFW",6369
"DFW","Dallas/Fort Worth, TX","TX","LRD","Laredo, TX","TX","LRD-DFW",3179
"DFW","Dallas/Fort Worth, TX","TX","MAF","Midland/Odessa, TX","TX","MAF-DFW",5473
"DFW","Dallas/Fort Worth, TX","TX","MFE","Mission/McAllen/Edinburg, TX","TX","MFE-DFW",860
"DFW","Dallas/Fort Worth, TX","TX","SJT","San Angelo, TX","TX","SJT-DFW",148
"DFW","Dallas/Fort Worth, TX","TX","SPS","Wichita Falls, TX","TX","SPS-DFW",107
"DFW","Dallas/Fort Worth, TX","TX","TYR","Tyler, TX","TX","TYR-DFW",2950
"DFW","Dallas/Fort Worth, TX","TX","IAH","Houston, TX","TX","IAH-DFW",157
"DFW","Dallas/Fort Worth, TX","TX","IAH","Houston, TX","TX","IAH-DFW",3986
"DFW","Dallas/Fort Worth, TX","TX","AUS","Austin, TX","TX","AUS-DFW",11
"DFW","Dallas/Fort Worth, TX","TX","IAH","Houston, TX","TX","IAH-DFW",6575
"DFW","Dallas/Fort Worth, TX","TX","ACT","Waco, TX","TX","ACT-DFW",2706
"DFW","Dallas/Fort Worth, TX","TX","CLL","College Station/Bryan, TX","TX","CLL-DFW",2201
"DFW","Dallas/Fort Worth, TX","TX","GGG","Longview, TX","TX","GGG-DFW",1102
"DFW","Dallas/Fort Worth, TX","TX","GRK","Killeen, TX","TX","GRK-DFW",7838
"DFW","Dallas/Fort Worth, TX","TX","LBB","Lubbock, TX","TX","LBB-DFW",1210
"DFW","Dallas/Fort Worth, TX","TX","SJT","San Angelo, TX","TX","SJT-DFW",3460
"DFW","Dallas/Fort Worth, TX","TX","SPS","Wichita Falls, TX","TX","SPS-DFW",2117
"DFW","Dallas/Fort Worth, TX","TX","TYR","Tyler, TX","TX","TYR-DFW",665
"DFW","Dallas/Fort Worth, TX","TX","IAH","Houston, TX","TX","IAH-DFW",4132
"DFW","Dallas/Fort Worth, TX","TX","AUS","Austin, TX","TX","AUS-DFW",74
"DFW","Dallas/Fort Worth, TX","TX","AUS","Austin, TX","TX","AUS-DFW",46540
"DFW","Dallas/Fort Worth, TX","TX","DFW","Dallas/Fort Worth, TX","TX","DFW-DFW",64
"DFW","Dallas/Fort Worth, TX","TX","IAH","Houston, TX","TX","IAH-DFW",19644
"DFW","Dallas/Fort Worth, TX","TX","MFE","Mission/McAllen/Edinburg, TX","TX","MFE-DFW",7122
"DFW","Dallas/Fort Worth, TX","TX","SAT","San Antonio, TX","TX","SAT-DFW",44739
"DFW","Dallas/Fort Worth, TX","TX","ABI","Abilene, TX","TX","ABI-DFW",5275
"DFW","Dallas/Fort Worth, TX","TX","ACT","Waco, TX","TX","ACT-DFW",153
"DFW","Dallas/Fort Worth, TX","TX","AMA","Amarillo, TX","TX","AMA-DFW",5908
"DFW","Dallas/Fort Worth, TX","TX","BRO","Brownsville, TX","TX","BRO-DFW",1506
"DFW","Dallas/Fort Worth, TX","TX","CLL","College Station/Bryan, TX","TX","CLL-DFW",135
"DFW","Dallas/Fort Worth, TX","TX","CRP","Corpus Christi, TX","TX","CRP-DFW",6510
"DFW","Dallas/Fort Worth, TX","TX","DFW","Dallas/Fort Worth, TX","TX","DFW-DFW",2
"DFW","Dallas/Fort Worth, TX","TX","GGG","Longview, TX","TX","GGG-DFW",139
"DFW","Dallas/Fort Worth, TX","TX","GRK","Killeen, TX","TX","GRK-DFW",345
"DFW","Dallas/Fort Worth, TX","TX","HOU","Houston, TX","TX","HOU-DFW",7671
"DFW","Dallas/Fort Worth, TX","TX","LBB","Lubbock, TX","TX","LBB-DFW",6369
"DFW","Dallas/Fort Worth, TX","TX","LRD","Laredo, TX","TX","LRD-DFW",3179
"DFW","Dallas/Fort Worth, TX","TX","MAF","Midland/Odessa, TX","TX","MAF-DFW",5473
"DFW","Dallas/Fort Worth, TX","TX","MFE","Mission/McAllen/Edinburg, TX","TX","MFE-DFW",860
"DFW","Dallas/Fort Worth, TX","TX","SJT","San Angelo, TX","TX","SJT-DFW",148
"DFW","Dallas/Fort Worth, TX","TX","SPS","Wichita Falls, TX","TX","SPS-DFW",107
"DFW","Dallas/Fort Worth, TX","TX","TYR","Tyler, TX","TX","TYR-DFW",2950
"DFW","Dallas/Fort Worth, TX","TX","IAH","Houston, TX","TX","IAH-DFW",157
"DFW","Dallas/Fort Worth, TX","TX","IAH","Houston, TX","TX","IAH-DFW",3986
"DFW","Dallas/Fort Worth, TX","TX","AUS","Austin, TX","TX","AUS-DFW",11
"DFW","Dallas/Fort Worth, TX","TX","IAH","Houston, TX","TX","IAH-DFW",6575
"DFW","Dallas/Fort Worth, TX","TX","ACT","Waco, TX","TX","ACT-DFW",2706
"DFW","Dallas/Fort Worth, TX","TX","CLL","College Station/Bryan, TX","TX","CLL-DFW",2201
"DFW","Dallas/Fort Worth, TX","TX","GGG","Longview, TX","TX","GGG-DFW",1102
"DFW","Dallas/Fort Worth, TX","TX","GRK","Killeen, TX","TX","GRK-DFW",7838
"DFW","Dallas/Fort Worth, TX","TX","LBB","Lubbock, TX","TX","LBB-DFW",1210
"DFW","Dallas/Fort Worth, TX","TX","SJT","San Angelo, TX","TX","SJT-DFW",3460
"DFW","Dallas/Fort Worth, TX","TX","SPS","Wichita Falls, TX","TX","SPS-DFW",2117
"DFW","Dallas/Fort Worth, TX","TX","TYR","Tyler, TX","TX","TYR-DFW",665
"DFW","Dallas/Fort Worth, TX","TX","IAH","Houston, TX","TX","IAH-DFW",4132
"DFW","Dallas/Fort Worth, TX","TX","AUS","Austin, TX","TX","AUS-DFW",74
"IAH","Houston, TX","TX","SAT","San Antonio, TX","TX","SAT-IAH",15
"IAH","Houston, TX","TX","DFW","Dallas/Fort Worth, TX","TX","DFW-IAH",19948
"IAH","Houston, TX","TX","AUS","Austin, TX","TX","AUS-IAH",3894
"IAH","Houston, TX","TX","DAL","Dallas, TX","TX","DAL-IAH",2659
"IAH","Houston, TX","TX","DFW","Dallas/Fort Worth, TX","TX","DFW-IAH",196
"IAH","Houston, TX","TX","MAF","Midland/Odessa, TX","TX","MAF-IAH",763
"IAH","Houston, TX","TX","AUS","Austin, TX","TX","AUS-IAH",12394
"IAH","Houston, TX","TX","DFW","Dallas/Fort Worth, TX","TX","DFW-IAH",2916
"IAH","Houston, TX","TX","MFE","Mission/McAllen/Edinburg, TX","TX","MFE-IAH",5329
"IAH","Houston, TX","TX","SAT","San Antonio, TX","TX","SAT-IAH",18675
"IAH","Houston, TX","TX","SAT","San Antonio, TX","TX","SAT-IAH",15
"IAH","Houston, TX","TX","ACT","Waco, TX","TX","ACT-IAH",1067
"IAH","Houston, TX","TX","AUS","Austin, TX","TX","AUS-IAH",6261
"IAH","Houston, TX","TX","BPT","Beaumont/Port Arthur, TX","TX","BPT-IAH",808
"IAH","Houston, TX","TX","CLL","College Station/Bryan, TX","TX","CLL-IAH",2278
"IAH","Houston, TX","TX","DAL","Dallas, TX","TX","DAL-IAH",3466
"IAH","Houston, TX","TX","DFW","Dallas/Fort Worth, TX","TX","DFW-IAH",5852
"IAH","Houston, TX","TX","DRT","Del Rio, TX","TX","DRT-IAH",613
"IAH","Houston, TX","TX","GRK","Killeen, TX","TX","GRK-IAH",2169
"IAH","Houston, TX","TX","MAF","Midland/Odessa, TX","TX","MAF-IAH",139
"IAH","Houston, TX","TX","MFE","Mission/McAllen/Edinburg, TX","TX","MFE-IAH",5713
"IAH","Houston, TX","TX","SAT","San Antonio, TX","TX","SAT-IAH",5055
"IAH","Houston, TX","TX","TYR","Tyler, TX","TX","TYR-IAH",1703
"IAH","Houston, TX","TX","VCT","Victoria, TX","TX","VCT-IAH",425
"IAH","Houston, TX","TX","AUS","Austin, TX","TX","AUS-IAH",499
"IAH","Houston, TX","TX","BRO","Brownsville, TX","TX","BRO-IAH",4623
"IAH","Houston, TX","TX","CRP","Corpus Christi, TX","TX","CRP-IAH",8837
"IAH","Houston, TX","TX","DAL","Dallas, TX","TX","DAL-IAH",1359
"IAH","Houston, TX","TX","DFW","Dallas/Fort Worth, TX","TX","DFW-IAH",3815
"IAH","Houston, TX","TX","HRL","Harlingen/San Benito, TX","TX","HRL-IAH",5063
"IAH","Houston, TX","TX","LBB","Lubbock, TX","TX","LBB-IAH",2999
"IAH","Houston, TX","TX","LRD","Laredo, TX","TX","LRD-IAH",2639
"IAH","Houston, TX","TX","MAF","Midland/Odessa, TX","TX","MAF-IAH",4690
"IAH","Houston, TX","TX","MFE","Mission/McAllen/Edinburg, TX","TX","MFE-IAH",424
"IAH","Houston, TX","TX","SAT","San Antonio, TX","TX","SAT-IAH",946
"IAH","Houston, TX","TX","DFW","Dallas/Fort Worth, TX","TX","DFW-IAH",19948
"IAH","Houston, TX","TX","AUS","Austin, TX","TX","AUS-IAH",3894
"IAH","Houston, TX","TX","DAL","Dallas, TX","TX","DAL-IAH",2659
"IAH","Houston, TX","TX","DFW","Dallas/Fort Worth, TX","TX","DFW-IAH",196
"IAH","Houston, TX","TX","MAF","Midland/Odessa, TX","TX","MAF-IAH",763
"IAH","Houston, TX","TX","AUS","Austin, TX","TX","AUS-IAH",12394
"IAH","Houston, TX","TX","DFW","Dallas/Fort Worth, TX","TX","DFW-IAH",2916
"IAH","Houston, TX","TX","MFE","Mission/McAllen/Edinburg, TX","TX","MFE-IAH",5329
"IAH","Houston, TX","TX","SAT","San Antonio, TX","TX","SAT-IAH",18675
"IAH","Houston, TX","TX","ACT","Waco, TX","TX","ACT-IAH",1067
"IAH","Houston, TX","TX","AUS","Austin, TX","TX","AUS-IAH",6261
"IAH","Houston, TX","TX","BPT","Beaumont/Port Arthur, TX","TX","BPT-IAH",808
"IAH","Houston, TX","TX","CLL","College Station/Bryan, TX","TX","CLL-IAH",2278
"IAH","Houston, TX","TX","DAL","Dallas, TX","TX","DAL-IAH",3466
"IAH","Houston, TX","TX","DFW","Dallas/Fort Worth, TX","TX","DFW-IAH",5852
"IAH","Houston, TX","TX","DRT","Del Rio, TX","TX","DRT-IAH",613
"IAH","Houston, TX","TX","GRK","Killeen, TX","TX","GRK-IAH",2169
"IAH","Houston, TX","TX","MAF","Midland/Odessa, TX","TX","MAF-IAH",139
"IAH","Houston, TX","TX","MFE","Mission/McAllen/Edinburg, TX","TX","MFE-IAH",5713
"IAH","Houston, TX","TX","SAT","San Antonio, TX","TX","SAT-IAH",5055
"IAH","Houston, TX","TX","TYR","Tyler, TX","TX","TYR-IAH",1703
"IAH","Houston, TX","TX","AUS","Austin, TX","TX","AUS-IAH",499
"IAH","Houston, TX","TX","BRO","Brownsville, TX","TX","BRO-IAH",4623
"IAH","Houston, TX","TX","CRP","Corpus Christi, TX","TX","CRP-IAH",8837
"IAH","Houston, TX","TX","DAL","Dallas, TX","TX","DAL-IAH",1359
"IAH","Houston, TX","TX","DFW","Dallas/Fort Worth, TX","TX","DFW-IAH",3815
"IAH","Houston, TX","TX","HRL","Harlingen/San Benito, TX","TX","HRL-IAH",5063
"IAH","Houston, TX","TX","LBB","Lubbock, TX","TX","LBB-IAH",2999
"IAH","Houston, TX","TX","LRD","Laredo, TX","TX","LRD-IAH",2639
"IAH","Houston, TX","TX","MAF","Midland/Odessa, TX","TX","MAF-IAH",4690
"IAH","Houston, TX","TX","MFE","Mission/McAllen/Edinburg, TX","TX","MFE-IAH",424
"IAH","Houston, TX","TX","SAT","San Antonio, TX","TX","SAT-IAH",946
"HOU","Houston, TX","TX","BPT","Beaumont/Port Arthur, TX","TX","BPT-HOU",4
"HOU","Houston, TX","TX","AUS","Austin, TX","TX","AUS-HOU",82
"HOU","Houston, TX","TX","IAH","Houston, TX","TX","IAH-HOU",109
"HOU","Houston, TX","TX","DFW","Dallas/Fort Worth, TX","TX","DFW-HOU",7810
"HOU","Houston, TX","TX","AUS","Austin, TX","TX","AUS-HOU",10396
"HOU","Houston, TX","TX","CRP","Corpus Christi, TX","TX","CRP-HOU",5520
"HOU","Houston, TX","TX","DAL","Dallas, TX","TX","DAL-HOU",45972
"HOU","Houston, TX","TX","HRL","Harlingen/San Benito, TX","TX","HRL-HOU",10609
"HOU","Houston, TX","TX","LBB","Lubbock, TX","TX","LBB-HOU",2183
"HOU","Houston, TX","TX","MAF","Midland/Odessa, TX","TX","MAF-HOU",5541
"HOU","Houston, TX","TX","SAT","San Antonio, TX","TX","SAT-HOU",9225
"HOU","Houston, TX","TX","SAT","San Antonio, TX","TX","SAT-HOU",79
"HOU","Houston, TX","TX","BPT","Beaumont/Port Arthur, TX","TX","BPT-HOU",4
"HOU","Houston, TX","TX","AUS","Austin, TX","TX","AUS-HOU",68
"HOU","Houston, TX","TX","AUS","Austin, TX","TX","AUS-HOU",82
"HOU","Houston, TX","TX","IAH","Houston, TX","TX","IAH-HOU",109
"HOU","Houston, TX","TX","DFW","Dallas/Fort Worth, TX","TX","DFW-HOU",7810
"HOU","Houston, TX","TX","AUS","Austin, TX","TX","AUS-HOU",10396
"HOU","Houston, TX","TX","CRP","Corpus Christi, TX","TX","CRP-HOU",5520
"HOU","Houston, TX","TX","DAL","Dallas, TX","TX","DAL-HOU",45972
"HOU","Houston, TX","TX","HRL","Harlingen/San Benito, TX","TX","HRL-HOU",10609
"HOU","Houston, TX","TX","LBB","Lubbock, TX","TX","LBB-HOU",2183
"HOU","Houston, TX","TX","MAF","Midland/Odessa, TX","TX","MAF-HOU",5541
"HOU","Houston, TX","TX","SAT","San Antonio, TX","TX","SAT-HOU",9225
"HOU","Houston, TX","TX","SAT","San Antonio, TX","TX","SAT-HOU",79
"HOU","Houston, TX","TX","AUS","Austin, TX","TX","AUS-HOU",68
