Date,Year,QuarterOfYear,MonthOfYear,DayOfMonth,DateInt,MonthName,MonthInCalendar,QuarterInCalendar,DayInWeek,DayOfWeekName,WeekEnding,Week Number,MonthnYear,QuarternYear,ShortYear,FY,Quater
2014-01-29 00:00:00.000,"2014",1,1,29,20140129,"January","Jan 2014","Q1 2014",2,"Wednesday",2014-02-02 00:00:00.000,5,20140100,20140100,"14","FY15","Q1"
2014-01-30 00:00:00.000,"2014",1,1,30,20140130,"January","Jan 2014","Q1 2014",3,"Thursday",2014-02-02 00:00:00.000,5,20140100,20140100,"14","FY15","Q1"
2014-01-31 00:00:00.000,"2014",1,1,31,20140131,"January","Jan 2014","Q1 2014",4,"Friday",2014-02-02 00:00:00.000,5,20140100,20140100,"14","FY15","Q1"
2014-02-01 00:00:00.000,"2014",1,2,1,20140201,"February","Feb 2014","Q1 2014",5,"Saturday",2014-02-02 00:00:00.000,5,20140200,20140100,"14","FY15","Q1"
2014-02-02 00:00:00.000,"2014",1,2,2,20140202,"February","Feb 2014","Q1 2014",6,"Sunday",2014-02-02 00:00:00.000,5,20140200,20140100,"14","FY15","Q1"
2014-02-03 00:00:00.000,"2014",1,2,3,20140203,"February","Feb 2014","Q1 2014",0,"Monday",2014-02-09 00:00:00.000,6,20140200,20140100,"14","FY15","Q1"
2014-02-04 00:00:00.000,"2014",1,2,4,20140204,"February","Feb 2014","Q1 2014",1,"Tuesday",2014-02-09 00:00:00.000,6,20140200,20140100,"14","FY15","Q1"
2014-02-05 00:00:00.000,"2014",1,2,5,20140205,"February","Feb 2014","Q1 2014",2,"Wednesday",2014-02-09 00:00:00.000,6,20140200,20140100,"14","FY15","Q1"
2014-02-06 00:00:00.000,"2014",1,2,6,20140206,"February","Feb 2014","Q1 2014",3,"Thursday",2014-02-09 00:00:00.000,6,20140200,20140100,"14","FY15","Q1"
2014-02-07 00:00:00.000,"2014",1,2,7,20140207,"February","Feb 2014","Q1 2014",4,"Friday",2014-02-09 00:00:00.000,6,20140200,20140100,"14","FY15","Q1"
2014-02-08 00:00:00.000,"2014",1,2,8,20140208,"February","Feb 2014","Q1 2014",5,"Saturday",2014-02-09 00:00:00.000,6,20140200,20140100,"14","FY15","Q1"
2014-02-09 00:00:00.000,"2014",1,2,9,20140209,"February","Feb 2014","Q1 2014",6,"Sunday",2014-02-09 00:00:00.000,6,20140200,20140100,"14","FY15","Q1"
2014-02-10 00:00:00.000,"2014",1,2,10,20140210,"February","Feb 2014","Q1 2014",0,"Monday",2014-02-16 00:00:00.000,7,20140200,20140100,"14","FY15","Q1"
2014-02-11 00:00:00.000,"2014",1,2,11,20140211,"February","Feb 2014","Q1 2014",1,"Tuesday",2014-02-16 00:00:00.000,7,20140200,20140100,"14","FY15","Q1"
2014-02-12 00:00:00.000,"2014",1,2,12,20140212,"February","Feb 2014","Q1 2014",2,"Wednesday",2014-02-16 00:00:00.000,7,20140200,20140100,"14","FY15","Q1"
2014-02-13 00:00:00.000,"2014",1,2,13,20140213,"February","Feb 2014","Q1 2014",3,"Thursday",2014-02-16 00:00:00.000,7,20140200,20140100,"14","FY15","Q1"
2014-02-14 00:00:00.000,"2014",1,2,14,20140214,"February","Feb 2014","Q1 2014",4,"Friday",2014-02-16 00:00:00.000,7,20140200,20140100,"14","FY15","Q1"
2014-02-15 00:00:00.000,"2014",1,2,15,20140215,"February","Feb 2014","Q1 2014",5,"Saturday",2014-02-16 00:00:00.000,7,20140200,20140100,"14","FY15","Q1"
2014-02-16 00:00:00.000,"2014",1,2,16,20140216,"February","Feb 2014","Q1 2014",6,"Sunday",2014-02-16 00:00:00.000,7,20140200,20140100,"14","FY15","Q1"
2014-02-17 00:00:00.000,"2014",1,2,17,20140217,"February","Feb 2014","Q1 2014",0,"Monday",2014-02-23 00:00:00.000,8,20140200,20140100,"14","FY15","Q1"
2014-02-18 00:00:00.000,"2014",1,2,18,20140218,"February","Feb 2014","Q1 2014",1,"Tuesday",2014-02-23 00:00:00.000,8,20140200,20140100,"14","FY15","Q1"
2014-02-19 00:00:00.000,"2014",1,2,19,20140219,"February","Feb 2014","Q1 2014",2,"Wednesday",2014-02-23 00:00:00.000,8,20140200,20140100,"14","FY15","Q1"
2014-02-20 00:00:00.000,"2014",1,2,20,20140220,"February","Feb 2014","Q1 2014",3,"Thursday",2014-02-23 00:00:00.000,8,20140200,20140100,"14","FY15","Q1"
2014-02-21 00:00:00.000,"2014",1,2,21,20140221,"February","Feb 2014","Q1 2014",4,"Friday",2014-02-23 00:00:00.000,8,20140200,20140100,"14","FY15","Q1"
2014-02-22 00:00:00.000,"2014",1,2,22,20140222,"February","Feb 2014","Q1 2014",5,"Saturday",2014-02-23 00:00:00.000,8,20140200,20140100,"14","FY15","Q1"
2014-02-23 00:00:00.000,"2014",1,2,23,20140223,"February","Feb 2014","Q1 2014",6,"Sunday",2014-02-23 00:00:00.000,8,20140200,20140100,"14","FY15","Q1"
2014-02-24 00:00:00.000,"2014",1,2,24,20140224,"February","Feb 2014","Q1 2014",0,"Monday",2014-03-02 00:00:00.000,9,20140200,20140100,"14","FY15","Q1"
2014-02-25 00:00:00.000,"2014",1,2,25,20140225,"February","Feb 2014","Q1 2014",1,"Tuesday",2014-03-02 00:00:00.000,9,20140200,20140100,"14","FY15","Q1"
2014-02-26 00:00:00.000,"2014",1,2,26,20140226,"February","Feb 2014","Q1 2014",2,"Wednesday",2014-03-02 00:00:00.000,9,20140200,20140100,"14","FY15","Q1"
2014-02-27 00:00:00.000,"2014",1,2,27,20140227,"February","Feb 2014","Q1 2014",3,"Thursday",2014-03-02 00:00:00.000,9,20140200,20140100,"14","FY15","Q1"
2014-02-28 00:00:00.000,"2014",1,2,28,20140228,"February","Feb 2014","Q1 2014",4,"Friday",2014-03-02 00:00:00.000,9,20140200,20140100,"14","FY15","Q1"
2014-03-01 00:00:00.000,"2014",1,3,1,20140301,"March","Mar 2014","Q1 2014",5,"Saturday",2014-03-02 00:00:00.000,9,20140300,20140100,"14","FY15","Q1"
2014-03-02 00:00:00.000,"2014",1,3,2,20140302,"March","Mar 2014","Q1 2014",6,"Sunday",2014-03-02 00:00:00.000,9,20140300,20140100,"14","FY15","Q1"
2014-03-03 00:00:00.000,"2014",1,3,3,20140303,"March","Mar 2014","Q1 2014",0,"Monday",2014-03-09 00:00:00.000,10,20140300,20140100,"14","FY15","Q1"
2014-03-04 00:00:00.000,"2014",1,3,4,20140304,"March","Mar 2014","Q1 2014",1,"Tuesday",2014-03-09 00:00:00.000,10,20140300,20140100,"14","FY15","Q1"
2014-03-05 00:00:00.000,"2014",1,3,5,20140305,"March","Mar 2014","Q1 2014",2,"Wednesday",2014-03-09 00:00:00.000,10,20140300,20140100,"14","FY15","Q1"
2014-03-06 00:00:00.000,"2014",1,3,6,20140306,"March","Mar 2014","Q1 2014",3,"Thursday",2014-03-09 00:00:00.000,10,20140300,20140100,"14","FY15","Q1"
2014-03-07 00:00:00.000,"2014",1,3,7,20140307,"March","Mar 2014","Q1 2014",4,"Friday",2014-03-09 00:00:00.000,10,20140300,20140100,"14","FY15","Q1"
2014-03-08 00:00:00.000,"2014",1,3,8,20140308,"March","Mar 2014","Q1 2014",5,"Saturday",2014-03-09 00:00:00.000,10,20140300,20140100,"14","FY15","Q1"
2014-03-09 00:00:00.000,"2014",1,3,9,20140309,"March","Mar 2014","Q1 2014",6,"Sunday",2014-03-09 00:00:00.000,10,20140300,20140100,"14","FY15","Q1"
2014-03-10 00:00:00.000,"2014",1,3,10,20140310,"March","Mar 2014","Q1 2014",0,"Monday",2014-03-16 00:00:00.000,11,20140300,20140100,"14","FY15","Q1"
2014-03-11 00:00:00.000,"2014",1,3,11,20140311,"March","Mar 2014","Q1 2014",1,"Tuesday",2014-03-16 00:00:00.000,11,20140300,20140100,"14","FY15","Q1"
2014-03-12 00:00:00.000,"2014",1,3,12,20140312,"March","Mar 2014","Q1 2014",2,"Wednesday",2014-03-16 00:00:00.000,11,20140300,20140100,"14","FY15","Q1"
2014-03-13 00:00:00.000,"2014",1,3,13,20140313,"March","Mar 2014","Q1 2014",3,"Thursday",2014-03-16 00:00:00.000,11,20140300,20140100,"14","FY15","Q1"
2014-03-14 00:00:00.000,"2014",1,3,14,20140314,"March","Mar 2014","Q1 2014",4,"Friday",2014-03-16 00:00:00.000,11,20140300,20140100,"14","FY15","Q1"
2014-03-15 00:00:00.000,"2014",1,3,15,20140315,"March","Mar 2014","Q1 2014",5,"Saturday",2014-03-16 00:00:00.000,11,20140300,20140100,"14","FY15","Q1"
2014-03-16 00:00:00.000,"2014",1,3,16,20140316,"March","Mar 2014","Q1 2014",6,"Sunday",2014-03-16 00:00:00.000,11,20140300,20140100,"14","FY15","Q1"
2014-03-17 00:00:00.000,"2014",1,3,17,20140317,"March","Mar 2014","Q1 2014",0,"Monday",2014-03-23 00:00:00.000,12,20140300,20140100,"14","FY15","Q1"
2014-03-18 00:00:00.000,"2014",1,3,18,20140318,"March","Mar 2014","Q1 2014",1,"Tuesday",2014-03-23 00:00:00.000,12,20140300,20140100,"14","FY15","Q1"
2014-03-19 00:00:00.000,"2014",1,3,19,20140319,"March","Mar 2014","Q1 2014",2,"Wednesday",2014-03-23 00:00:00.000,12,20140300,20140100,"14","FY15","Q1"
2014-03-20 00:00:00.000,"2014",1,3,20,20140320,"March","Mar 2014","Q1 2014",3,"Thursday",2014-03-23 00:00:00.000,12,20140300,20140100,"14","FY15","Q1"
2014-03-21 00:00:00.000,"2014",1,3,21,20140321,"March","Mar 2014","Q1 2014",4,"Friday",2014-03-23 00:00:00.000,12,20140300,20140100,"14","FY15","Q1"
2014-03-22 00:00:00.000,"2014",1,3,22,20140322,"March","Mar 2014","Q1 2014",5,"Saturday",2014-03-23 00:00:00.000,12,20140300,20140100,"14","FY15","Q1"
2014-03-23 00:00:00.000,"2014",1,3,23,20140323,"March","Mar 2014","Q1 2014",6,"Sunday",2014-03-23 00:00:00.000,12,20140300,20140100,"14","FY15","Q1"
2014-03-24 00:00:00.000,"2014",1,3,24,20140324,"March","Mar 2014","Q1 2014",0,"Monday",2014-03-30 00:00:00.000,13,20140300,20140100,"14","FY15","Q1"
2014-03-25 00:00:00.000,"2014",1,3,25,20140325,"March","Mar 2014","Q1 2014",1,"Tuesday",2014-03-30 00:00:00.000,13,20140300,20140100,"14","FY15","Q1"
2014-03-26 00:00:00.000,"2014",1,3,26,20140326,"March","Mar 2014","Q1 2014",2,"Wednesday",2014-03-30 00:00:00.000,13,20140300,20140100,"14","FY15","Q1"
2014-03-27 00:00:00.000,"2014",1,3,27,20140327,"March","Mar 2014","Q1 2014",3,"Thursday",2014-03-30 00:00:00.000,13,20140300,20140100,"14","FY15","Q1"
2014-03-28 00:00:00.000,"2014",1,3,28,20140328,"March","Mar 2014","Q1 2014",4,"Friday",2014-03-30 00:00:00.000,13,20140300,20140100,"14","FY15","Q1"
2014-03-29 00:00:00.000,"2014",1,3,29,20140329,"March","Mar 2014","Q1 2014",5,"Saturday",2014-03-30 00:00:00.000,13,20140300,20140100,"14","FY15","Q1"
2014-03-30 00:00:00.000,"2014",1,3,30,20140330,"March","Mar 2014","Q1 2014",6,"Sunday",2014-03-30 00:00:00.000,13,20140300,20140100,"14","FY15","Q1"
2014-03-31 00:00:00.000,"2014",1,3,31,20140331,"March","Mar 2014","Q1 2014",0,"Monday",2014-04-06 00:00:00.000,14,20140300,20140100,"14","FY15","Q1"
2015-01-01 00:00:00.000,"2015",1,1,1,20150101,"January","Jan 2015","Q1 2015",3,"Thursday",2015-01-04 00:00:00.000,1,20150100,20150100,"15","FY16","Q1"
2015-01-02 00:00:00.000,"2015",1,1,2,20150102,"January","Jan 2015","Q1 2015",4,"Friday",2015-01-04 00:00:00.000,1,20150100,20150100,"15","FY16","Q1"
2015-01-03 00:00:00.000,"2015",1,1,3,20150103,"January","Jan 2015","Q1 2015",5,"Saturday",2015-01-04 00:00:00.000,1,20150100,20150100,"15","FY16","Q1"
2015-01-04 00:00:00.000,"2015",1,1,4,20150104,"January","Jan 2015","Q1 2015",6,"Sunday",2015-01-04 00:00:00.000,1,20150100,20150100,"15","FY16","Q1"
2015-01-05 00:00:00.000,"2015",1,1,5,20150105,"January","Jan 2015","Q1 2015",0,"Monday",2015-01-11 00:00:00.000,2,20150100,20150100,"15","FY16","Q1"
2015-01-06 00:00:00.000,"2015",1,1,6,20150106,"January","Jan 2015","Q1 2015",1,"Tuesday",2015-01-11 00:00:00.000,2,20150100,20150100,"15","FY16","Q1"
2015-01-07 00:00:00.000,"2015",1,1,7,20150107,"January","Jan 2015","Q1 2015",2,"Wednesday",2015-01-11 00:00:00.000,2,20150100,20150100,"15","FY16","Q1"
2015-01-08 00:00:00.000,"2015",1,1,8,20150108,"January","Jan 2015","Q1 2015",3,"Thursday",2015-01-11 00:00:00.000,2,20150100,20150100,"15","FY16","Q1"
2015-01-09 00:00:00.000,"2015",1,1,9,20150109,"January","Jan 2015","Q1 2015",4,"Friday",2015-01-11 00:00:00.000,2,20150100,20150100,"15","FY16","Q1"
2015-01-10 00:00:00.000,"2015",1,1,10,20150110,"January","Jan 2015","Q1 2015",5,"Saturday",2015-01-11 00:00:00.000,2,20150100,20150100,"15","FY16","Q1"
2015-01-11 00:00:00.000,"2015",1,1,11,20150111,"January","Jan 2015","Q1 2015",6,"Sunday",2015-01-11 00:00:00.000,2,20150100,20150100,"15","FY16","Q1"
2015-01-12 00:00:00.000,"2015",1,1,12,20150112,"January","Jan 2015","Q1 2015",0,"Monday",2015-01-18 00:00:00.000,3,20150100,20150100,"15","FY16","Q1"
2015-01-13 00:00:00.000,"2015",1,1,13,20150113,"January","Jan 2015","Q1 2015",1,"Tuesday",2015-01-18 00:00:00.000,3,20150100,20150100,"15","FY16","Q1"
2015-01-14 00:00:00.000,"2015",1,1,14,20150114,"January","Jan 2015","Q1 2015",2,"Wednesday",2015-01-18 00:00:00.000,3,20150100,20150100,"15","FY16","Q1"
2015-01-15 00:00:00.000,"2015",1,1,15,20150115,"January","Jan 2015","Q1 2015",3,"Thursday",2015-01-18 00:00:00.000,3,20150100,20150100,"15","FY16","Q1"
2015-01-16 00:00:00.000,"2015",1,1,16,20150116,"January","Jan 2015","Q1 2015",4,"Friday",2015-01-18 00:00:00.000,3,20150100,20150100,"15","FY16","Q1"
2015-01-17 00:00:00.000,"2015",1,1,17,20150117,"January","Jan 2015","Q1 2015",5,"Saturday",2015-01-18 00:00:00.000,3,20150100,20150100,"15","FY16","Q1"
2015-01-18 00:00:00.000,"2015",1,1,18,20150118,"January","Jan 2015","Q1 2015",6,"Sunday",2015-01-18 00:00:00.000,3,20150100,20150100,"15","FY16","Q1"
2015-01-19 00:00:00.000,"2015",1,1,19,20150119,"January","Jan 2015","Q1 2015",0,"Monday",2015-01-25 00:00:00.000,4,20150100,20150100,"15","FY16","Q1"
2015-01-20 00:00:00.000,"2015",1,1,20,20150120,"January","Jan 2015","Q1 2015",1,"Tuesday",2015-01-25 00:00:00.000,4,20150100,20150100,"15","FY16","Q1"
2015-01-21 00:00:00.000,"2015",1,1,21,20150121,"January","Jan 2015","Q1 2015",2,"Wednesday",2015-01-25 00:00:00.000,4,20150100,20150100,"15","FY16","Q1"
2015-01-22 00:00:00.000,"2015",1,1,22,20150122,"January","Jan 2015","Q1 2015",3,"Thursday",2015-01-25 00:00:00.000,4,20150100,20150100,"15","FY16","Q1"
2015-01-23 00:00:00.000,"2015",1,1,23,20150123,"January","Jan 2015","Q1 2015",4,"Friday",2015-01-25 00:00:00.000,4,20150100,20150100,"15","FY16","Q1"
2015-01-24 00:00:00.000,"2015",1,1,24,20150124,"January","Jan 2015","Q1 2015",5,"Saturday",2015-01-25 00:00:00.000,4,20150100,20150100,"15","FY16","Q1"
2015-01-25 00:00:00.000,"2015",1,1,25,20150125,"January","Jan 2015","Q1 2015",6,"Sunday",2015-01-25 00:00:00.000,4,20150100,20150100,"15","FY16","Q1"
2015-01-26 00:00:00.000,"2015",1,1,26,20150126,"January","Jan 2015","Q1 2015",0,"Monday",2015-02-01 00:00:00.000,5,20150100,20150100,"15","FY16","Q1"
2015-01-27 00:00:00.000,"2015",1,1,27,20150127,"January","Jan 2015","Q1 2015",1,"Tuesday",2015-02-01 00:00:00.000,5,20150100,20150100,"15","FY16","Q1"
2015-01-28 00:00:00.000,"2015",1,1,28,20150128,"January","Jan 2015","Q1 2015",2,"Wednesday",2015-02-01 00:00:00.000,5,20150100,20150100,"15","FY16","Q1"
2015-01-29 00:00:00.000,"2015",1,1,29,20150129,"January","Jan 2015","Q1 2015",3,"Thursday",2015-02-01 00:00:00.000,5,20150100,20150100,"15","FY16","Q1"
2015-01-30 00:00:00.000,"2015",1,1,30,20150130,"January","Jan 2015","Q1 2015",4,"Friday",2015-02-01 00:00:00.000,5,20150100,20150100,"15","FY16","Q1"
2015-01-31 00:00:00.000,"2015",1,1,31,20150131,"January","Jan 2015","Q1 2015",5,"Saturday",2015-02-01 00:00:00.000,5,20150100,20150100,"15","FY16","Q1"
2015-02-01 00:00:00.000,"2015",1,2,1,20150201,"February","Feb 2015","Q1 2015",6,"Sunday",2015-02-01 00:00:00.000,5,20150200,20150100,"15","FY16","Q1"
2015-02-02 00:00:00.000,"2015",1,2,2,20150202,"February","Feb 2015","Q1 2015",0,"Monday",2015-02-08 00:00:00.000,6,20150200,20150100,"15","FY16","Q1"
2015-02-03 00:00:00.000,"2015",1,2,3,20150203,"February","Feb 2015","Q1 2015",1,"Tuesday",2015-02-08 00:00:00.000,6,20150200,20150100,"15","FY16","Q1"
2015-02-04 00:00:00.000,"2015",1,2,4,20150204,"February","Feb 2015","Q1 2015",2,"Wednesday",2015-02-08 00:00:00.000,6,20150200,20150100,"15","FY16","Q1"
2015-02-05 00:00:00.000,"2015",1,2,5,20150205,"February","Feb 2015","Q1 2015",3,"Thursday",2015-02-08 00:00:00.000,6,20150200,20150100,"15","FY16","Q1"
2015-02-06 00:00:00.000,"2015",1,2,6,20150206,"February","Feb 2015","Q1 2015",4,"Friday",2015-02-08 00:00:00.000,6,20150200,20150100,"15","FY16","Q1"
2015-02-07 00:00:00.000,"2015",1,2,7,20150207,"February","Feb 2015","Q1 2015",5,"Saturday",2015-02-08 00:00:00.000,6,20150200,20150100,"15","FY16","Q1"
2015-02-08 00:00:00.000,"2015",1,2,8,20150208,"February","Feb 2015","Q1 2015",6,"Sunday",2015-02-08 00:00:00.000,6,20150200,20150100,"15","FY16","Q1"
2015-02-09 00:00:00.000,"2015",1,2,9,20150209,"February","Feb 2015","Q1 2015",0,"Monday",2015-02-15 00:00:00.000,7,20150200,20150100,"15","FY16","Q1"
2015-02-10 00:00:00.000,"2015",1,2,10,20150210,"February","Feb 2015","Q1 2015",1,"Tuesday",2015-02-15 00:00:00.000,7,20150200,20150100,"15","FY16","Q1"
2015-02-11 00:00:00.000,"2015",1,2,11,20150211,"February","Feb 2015","Q1 2015",2,"Wednesday",2015-02-15 00:00:00.000,7,20150200,20150100,"15","FY16","Q1"
2015-02-12 00:00:00.000,"2015",1,2,12,20150212,"February","Feb 2015","Q1 2015",3,"Thursday",2015-02-15 00:00:00.000,7,20150200,20150100,"15","FY16","Q1"
2015-02-13 00:00:00.000,"2015",1,2,13,20150213,"February","Feb 2015","Q1 2015",4,"Friday",2015-02-15 00:00:00.000,7,20150200,20150100,"15","FY16","Q1"
2015-02-14 00:00:00.000,"2015",1,2,14,20150214,"February","Feb 2015","Q1 2015",5,"Saturday",2015-02-15 00:00:00.000,7,20150200,20150100,"15","FY16","Q1"
2015-02-15 00:00:00.000,"2015",1,2,15,20150215,"February","Feb 2015","Q1 2015",6,"Sunday",2015-02-15 00:00:00.000,7,20150200,20150100,"15","FY16","Q1"
2015-02-16 00:00:00.000,"2015",1,2,16,20150216,"February","Feb 2015","Q1 2015",0,"Monday",2015-02-22 00:00:00.000,8,20150200,20150100,"15","FY16","Q1"
2015-02-17 00:00:00.000,"2015",1,2,17,20150217,"February","Feb 2015","Q1 2015",1,"Tuesday",2015-02-22 00:00:00.000,8,20150200,20150100,"15","FY16","Q1"
2015-02-18 00:00:00.000,"2015",1,2,18,20150218,"February","Feb 2015","Q1 2015",2,"Wednesday",2015-02-22 00:00:00.000,8,20150200,20150100,"15","FY16","Q1"
2015-02-19 00:00:00.000,"2015",1,2,19,20150219,"February","Feb 2015","Q1 2015",3,"Thursday",2015-02-22 00:00:00.000,8,20150200,20150100,"15","FY16","Q1"
2015-02-20 00:00:00.000,"2015",1,2,20,20150220,"February","Feb 2015","Q1 2015",4,"Friday",2015-02-22 00:00:00.000,8,20150200,20150100,"15","FY16","Q1"
2015-02-21 00:00:00.000,"2015",1,2,21,20150221,"February","Feb 2015","Q1 2015",5,"Saturday",2015-02-22 00:00:00.000,8,20150200,20150100,"15","FY16","Q1"
2015-02-22 00:00:00.000,"2015",1,2,22,20150222,"February","Feb 2015","Q1 2015",6,"Sunday",2015-02-22 00:00:00.000,8,20150200,20150100,"15","FY16","Q1"
2015-02-23 00:00:00.000,"2015",1,2,23,20150223,"February","Feb 2015","Q1 2015",0,"Monday",2015-03-01 00:00:00.000,9,20150200,20150100,"15","FY16","Q1"
2015-02-24 00:00:00.000,"2015",1,2,24,20150224,"February","Feb 2015","Q1 2015",1,"Tuesday",2015-03-01 00:00:00.000,9,20150200,20150100,"15","FY16","Q1"
2015-02-25 00:00:00.000,"2015",1,2,25,20150225,"February","Feb 2015","Q1 2015",2,"Wednesday",2015-03-01 00:00:00.000,9,20150200,20150100,"15","FY16","Q1"
2015-02-26 00:00:00.000,"2015",1,2,26,20150226,"February","Feb 2015","Q1 2015",3,"Thursday",2015-03-01 00:00:00.000,9,20150200,20150100,"15","FY16","Q1"
2015-02-27 00:00:00.000,"2015",1,2,27,20150227,"February","Feb 2015","Q1 2015",4,"Friday",2015-03-01 00:00:00.000,9,20150200,20150100,"15","FY16","Q1"
2015-02-28 00:00:00.000,"2015",1,2,28,20150228,"February","Feb 2015","Q1 2015",5,"Saturday",2015-03-01 00:00:00.000,9,20150200,20150100,"15","FY16","Q1"
2015-03-01 00:00:00.000,"2015",1,3,1,20150301,"March","Mar 2015","Q1 2015",6,"Sunday",2015-03-01 00:00:00.000,9,20150300,20150100,"15","FY16","Q1"
2015-03-02 00:00:00.000,"2015",1,3,2,20150302,"March","Mar 2015","Q1 2015",0,"Monday",2015-03-08 00:00:00.000,10,20150300,20150100,"15","FY16","Q1"
2015-03-03 00:00:00.000,"2015",1,3,3,20150303,"March","Mar 2015","Q1 2015",1,"Tuesday",2015-03-08 00:00:00.000,10,20150300,20150100,"15","FY16","Q1"
2015-03-04 00:00:00.000,"2015",1,3,4,20150304,"March","Mar 2015","Q1 2015",2,"Wednesday",2015-03-08 00:00:00.000,10,20150300,20150100,"15","FY16","Q1"
2015-03-05 00:00:00.000,"2015",1,3,5,20150305,"March","Mar 2015","Q1 2015",3,"Thursday",2015-03-08 00:00:00.000,10,20150300,20150100,"15","FY16","Q1"
2015-03-06 00:00:00.000,"2015",1,3,6,20150306,"March","Mar 2015","Q1 2015",4,"Friday",2015-03-08 00:00:00.000,10,20150300,20150100,"15","FY16","Q1"
2015-03-07 00:00:00.000,"2015",1,3,7,20150307,"March","Mar 2015","Q1 2015",5,"Saturday",2015-03-08 00:00:00.000,10,20150300,20150100,"15","FY16","Q1"
2015-03-08 00:00:00.000,"2015",1,3,8,20150308,"March","Mar 2015","Q1 2015",6,"Sunday",2015-03-08 00:00:00.000,10,20150300,20150100,"15","FY16","Q1"
2015-03-09 00:00:00.000,"2015",1,3,9,20150309,"March","Mar 2015","Q1 2015",0,"Monday",2015-03-15 00:00:00.000,11,20150300,20150100,"15","FY16","Q1"
2015-03-10 00:00:00.000,"2015",1,3,10,20150310,"March","Mar 2015","Q1 2015",1,"Tuesday",2015-03-15 00:00:00.000,11,20150300,20150100,"15","FY16","Q1"
2015-03-11 00:00:00.000,"2015",1,3,11,20150311,"March","Mar 2015","Q1 2015",2,"Wednesday",2015-03-15 00:00:00.000,11,20150300,20150100,"15","FY16","Q1"
2015-03-12 00:00:00.000,"2015",1,3,12,20150312,"March","Mar 2015","Q1 2015",3,"Thursday",2015-03-15 00:00:00.000,11,20150300,20150100,"15","FY16","Q1"
2015-03-13 00:00:00.000,"2015",1,3,13,20150313,"March","Mar 2015","Q1 2015",4,"Friday",2015-03-15 00:00:00.000,11,20150300,20150100,"15","FY16","Q1"
2015-03-14 00:00:00.000,"2015",1,3,14,20150314,"March","Mar 2015","Q1 2015",5,"Saturday",2015-03-15 00:00:00.000,11,20150300,20150100,"15","FY16","Q1"
2015-03-15 00:00:00.000,"2015",1,3,15,20150315,"March","Mar 2015","Q1 2015",6,"Sunday",2015-03-15 00:00:00.000,11,20150300,20150100,"15","FY16","Q1"
2015-03-16 00:00:00.000,"2015",1,3,16,20150316,"March","Mar 2015","Q1 2015",0,"Monday",2015-03-22 00:00:00.000,12,20150300,20150100,"15","FY16","Q1"
2015-03-17 00:00:00.000,"2015",1,3,17,20150317,"March","Mar 2015","Q1 2015",1,"Tuesday",2015-03-22 00:00:00.000,12,20150300,20150100,"15","FY16","Q1"
2015-03-18 00:00:00.000,"2015",1,3,18,20150318,"March","Mar 2015","Q1 2015",2,"Wednesday",2015-03-22 00:00:00.000,12,20150300,20150100,"15","FY16","Q1"
2015-03-19 00:00:00.000,"2015",1,3,19,20150319,"March","Mar 2015","Q1 2015",3,"Thursday",2015-03-22 00:00:00.000,12,20150300,20150100,"15","FY16","Q1"
2015-03-20 00:00:00.000,"2015",1,3,20,20150320,"March","Mar 2015","Q1 2015",4,"Friday",2015-03-22 00:00:00.000,12,20150300,20150100,"15","FY16","Q1"
2015-03-21 00:00:00.000,"2015",1,3,21,20150321,"March","Mar 2015","Q1 2015",5,"Saturday",2015-03-22 00:00:00.000,12,20150300,20150100,"15","FY16","Q1"
2015-03-22 00:00:00.000,"2015",1,3,22,20150322,"March","Mar 2015","Q1 2015",6,"Sunday",2015-03-22 00:00:00.000,12,20150300,20150100,"15","FY16","Q1"
2015-03-23 00:00:00.000,"2015",1,3,23,20150323,"March","Mar 2015","Q1 2015",0,"Monday",2015-03-29 00:00:00.000,13,20150300,20150100,"15","FY16","Q1"
2015-03-24 00:00:00.000,"2015",1,3,24,20150324,"March","Mar 2015","Q1 2015",1,"Tuesday",2015-03-29 00:00:00.000,13,20150300,20150100,"15","FY16","Q1"
2015-03-25 00:00:00.000,"2015",1,3,25,20150325,"March","Mar 2015","Q1 2015",2,"Wednesday",2015-03-29 00:00:00.000,13,20150300,20150100,"15","FY16","Q1"
2015-03-26 00:00:00.000,"2015",1,3,26,20150326,"March","Mar 2015","Q1 2015",3,"Thursday",2015-03-29 00:00:00.000,13,20150300,20150100,"15","FY16","Q1"
2015-03-27 00:00:00.000,"2015",1,3,27,20150327,"March","Mar 2015","Q1 2015",4,"Friday",2015-03-29 00:00:00.000,13,20150300,20150100,"15","FY16","Q1"
2015-03-28 00:00:00.000,"2015",1,3,28,20150328,"March","Mar 2015","Q1 2015",5,"Saturday",2015-03-29 00:00:00.000,13,20150300,20150100,"15","FY16","Q1"
2015-03-29 00:00:00.000,"2015",1,3,29,20150329,"March","Mar 2015","Q1 2015",6,"Sunday",2015-03-29 00:00:00.000,13,20150300,20150100,"15","FY16","Q1"
2015-03-30 00:00:00.000,"2015",1,3,30,20150330,"March","Mar 2015","Q1 2015",0,"Monday",2015-04-05 00:00:00.000,14,20150300,20150100,"15","FY16","Q1"
2015-03-31 00:00:00.000,"2015",1,3,31,20150331,"March","Mar 2015","Q1 2015",1,"Tuesday",2015-04-05 00:00:00.000,14,20150300,20150100,"15","FY16","Q1"
