OrderNumber,OrderDate,Ship Date,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Total Unit Cost,Total Revenue,Region City,Region Territory
"SO - 0004520",2015-11-10 00:00:00.000,2016-02-07 00:00:00.000,33,"Distributor","USD","FLR025",23,13,7,3892.7,3230.941,27248.9,"Lake Macquarie","New South Wales"
"SO - 0004532",2015-11-12 00:00:00.000,2015-12-24 00:00:00.000,10,"Distributor","USD","FLR025",10,8,6,6043.4,2961.266,36260.4,"Dubbo","New South Wales"
"SO - 0004655",2015-11-25 00:00:00.000,2015-12-27 00:00:00.000,34,"Distributor","USD","FLR025",8,1,11,1025.1,625.311,11276.1,"Sydney","New South Wales"
"SO - 0004683",2015-11-28 00:00:00.000,2016-02-16 00:00:00.000,5,"Distributor","USD","FLR025",14,7,6,1876,1331.96,11256,"Coffs Harbour","New South Wales"
"SO - 0004816",2015-12-15 00:00:00.000,2016-02-15 00:00:00.000,49,"Distributor","USD","FLR025",63,5,5,1721.9,1050.359,8609.5,"Broken Hill","New South Wales"
"SO - 0005025",2016-01-08 00:00:00.000,2016-02-24 00:00:00.000,6,"Distributor","USD","FLR025",38,2,7,201,120.6,1407,"Albury","New South Wales"
"SO - 0005186",2016-01-25 00:00:00.000,2016-03-22 00:00:00.000,27,"Distributor","USD","FLR025",12,11,10,6123.8,3919.232,61238,"Grafton","New South Wales"
"SO - 0005484",2016-02-28 00:00:00.000,2016-04-15 00:00:00.000,25,"Distributor","USD","FLR025",35,13,6,3926.2,1845.314,23557.2,"Lake Macquarie","New South Wales"
"SO - 0005513",2016-03-02 00:00:00.000,2016-05-07 00:00:00.000,4,"Distributor","USD","FLR025",8,7,10,3303.1,2312.17,33031,"Coffs Harbour","New South Wales"
"SO - 0005650",2016-03-20 00:00:00.000,2016-05-10 00:00:00.000,43,"Distributor","USD","FLR025",49,9,10,2398.6,1631.048,23986,"Gosford","New South Wales"
"SO - 0005784",2016-04-05 00:00:00.000,2016-06-19 00:00:00.000,1,"Distributor","USD","FLR025",15,14,8,1025.1,563.805,8200.8,"Lismore","New South Wales"
"SO - 0005832",2016-04-11 00:00:00.000,2016-05-11 00:00:00.000,41,"Distributor","USD","FLR025",10,8,12,2244.5,1122.25,26934,"Dubbo","New South Wales"
"SO - 0005913",2016-04-21 00:00:00.000,2016-05-25 00:00:00.000,25,"Distributor","USD","FLR025",70,5,11,1051.9,673.216,11570.9,"Broken Hill","New South Wales"
"SO - 0006072",2016-05-10 00:00:00.000,2016-07-18 00:00:00.000,18,"Distributor","USD","FLR025",29,2,8,877.7,351.08,7021.6,"Albury","New South Wales"
"SO - 0006118",2016-05-16 00:00:00.000,2016-06-28 00:00:00.000,19,"Distributor","USD","FLR025",29,11,6,2485.7,1292.564,14914.2,"Grafton","New South Wales"
"SO - 0006146",2016-05-19 00:00:00.000,2016-08-14 00:00:00.000,46,"Distributor","USD","FLR025",4,14,8,1078.7,442.267,8629.6,"Lismore","New South Wales"
"SO - 0006199",2016-05-25 00:00:00.000,2016-08-06 00:00:00.000,1,"Distributor","USD","FLR025",70,11,11,187.6,142.576,2063.6,"Grafton","New South Wales"
"SO - 0006231",2016-05-29 00:00:00.000,2016-08-15 00:00:00.000,48,"Distributor","USD","FLR025",13,2,12,864.3,561.795,10371.6,"Albury","New South Wales"
"SO - 0006271",2016-06-01 00:00:00.000,2016-07-28 00:00:00.000,1,"Distributor","USD","FLR025",21,5,9,1018.4,621.224,9165.6,"Broken Hill","New South Wales"
"SO - 0006280",2016-06-02 00:00:00.000,2016-08-02 00:00:00.000,47,"Distributor","USD","FLR025",1,4,5,1755.4,754.822,8777,"Bathurst","New South Wales"
"SO - 0006309",2016-06-05 00:00:00.000,2016-07-10 00:00:00.000,44,"Distributor","USD","FLR025",12,11,7,958.1,747.318,6706.7,"Grafton","New South Wales"
"SO - 0006314",2016-06-06 00:00:00.000,2016-08-06 00:00:00.000,31,"Distributor","USD","FLR025",64,13,9,2010,884.4,18090,"Lake Macquarie","New South Wales"
"SO - 0006388",2016-06-15 00:00:00.000,2016-09-08 00:00:00.000,34,"Distributor","USD","FLR025",19,1,8,1051.9,715.292,8415.2,"Sydney","New South Wales"
"SO - 0006435",2016-06-21 00:00:00.000,2016-08-27 00:00:00.000,30,"Distributor","USD","FLR025",8,10,8,944.7,802.995,7557.6,"Goulburn","New South Wales"
"SO - 0006609",2016-07-11 00:00:00.000,2016-10-06 00:00:00.000,34,"Distributor","USD","FLR025",15,13,7,2566.1,1103.423,17962.7,"Lake Macquarie","New South Wales"
"SO - 0006670",2016-07-18 00:00:00.000,2016-10-16 00:00:00.000,49,"Distributor","USD","FLR025",19,7,5,5366.7,2951.685,26833.5,"Coffs Harbour","New South Wales"
"SO - 0006705",2016-07-21 00:00:00.000,2016-09-19 00:00:00.000,30,"Distributor","USD","FLR025",18,13,11,1051.9,568.026,11570.9,"Lake Macquarie","New South Wales"
"SO - 0007040",2016-09-01 00:00:00.000,2016-10-26 00:00:00.000,15,"Distributor","USD","FLR025",19,9,9,3584.5,2831.755,32260.5,"Gosford","New South Wales"
"SO - 0007126",2016-09-11 00:00:00.000,2016-11-18 00:00:00.000,6,"Distributor","USD","FLR025",10,5,10,1855.9,1113.54,18559,"Broken Hill","New South Wales"
"SO - 0007217",2016-09-21 00:00:00.000,2016-11-29 00:00:00.000,19,"Distributor","USD","FLR025",6,1,11,1011.7,789.126,11128.7,"Sydney","New South Wales"
"SO - 0007280",2016-09-28 00:00:00.000,2016-11-21 00:00:00.000,30,"Distributor","USD","FLR025",3,2,9,2505.8,1779.118,22552.2,"Albury","New South Wales"
"SO - 0007468",2016-10-20 00:00:00.000,2017-01-18 00:00:00.000,27,"Distributor","USD","FLR025",25,11,6,2592.9,2100.249,15557.4,"Grafton","New South Wales"
"SO - 0007480",2016-10-22 00:00:00.000,2016-12-03 00:00:00.000,28,"Distributor","USD","FLR025",10,1,10,931.3,530.841,9313,"Sydney","New South Wales"
"SO - 0007498",2016-10-24 00:00:00.000,2017-01-08 00:00:00.000,18,"Distributor","USD","FLR025",24,1,9,1045.2,836.16,9406.8,"Sydney","New South Wales"
"SO - 0007512",2016-10-25 00:00:00.000,2016-11-29 00:00:00.000,20,"Distributor","USD","FLR025",40,2,7,1179.2,554.224,8254.4,"Albury","New South Wales"
"SO - 0007686",2016-11-14 00:00:00.000,2016-12-19 00:00:00.000,5,"Distributor","USD","FLR025",19,11,12,1011.7,404.68,12140.4,"Grafton","New South Wales"
"SO - 000127",2014-06-03 00:00:00.000,2014-08-17 00:00:00.000,32,"Distributor","USD","GUT930",19,1,6,2988.2,2510.088,17929.2,"Sydney","New South Wales"
"SO - 000143",2014-06-05 00:00:00.000,2014-07-25 00:00:00.000,18,"Distributor","USD","GUT930",66,12,9,2452.2,1446.798,22069.8,"Griffith","New South Wales"
"SO - 000268",2014-06-20 00:00:00.000,2014-08-12 00:00:00.000,15,"Distributor","USD","GUT930",25,2,10,1293.1,659.481,12931,"Albury","New South Wales"
"SO - 000293",2014-06-23 00:00:00.000,2014-08-02 00:00:00.000,3,"Distributor","USD","GUT930",72,7,8,2519.2,1309.984,20153.6,"Coffs Harbour","New South Wales"
"SO - 000327",2014-06-28 00:00:00.000,2014-08-20 00:00:00.000,48,"Distributor","USD","GUT930",11,1,7,978.2,821.688,6847.4,"Sydney","New South Wales"
"SO - 000348",2014-07-01 00:00:00.000,2014-08-17 00:00:00.000,8,"Distributor","USD","GUT930",21,14,9,5607.9,3476.898,50471.1,"Lismore","New South Wales"
"SO - 000385",2014-07-05 00:00:00.000,2014-08-30 00:00:00.000,12,"Distributor","USD","GUT930",20,4,5,6539.2,3858.128,32696,"Bathurst","New South Wales"
"SO - 000403",2014-07-07 00:00:00.000,2014-08-09 00:00:00.000,14,"Distributor","USD","GUT930",67,5,12,1085.4,792.342,13024.8,"Broken Hill","New South Wales"
"SO - 000409",2014-07-08 00:00:00.000,2014-08-07 00:00:00.000,4,"Distributor","USD","GUT930",12,7,11,1165.8,466.32,12823.8,"Coffs Harbour","New South Wales"
"SO - 000421",2014-07-09 00:00:00.000,2014-09-21 00:00:00.000,50,"Distributor","USD","GUT930",54,3,12,2398.6,1894.894,28783.2,"Armidale","New South Wales"
"SO - 000484",2014-07-17 00:00:00.000,2014-08-19 00:00:00.000,40,"Distributor","USD","GUT930",17,11,5,891.1,579.215,4455.5,"Grafton","New South Wales"
"SO - 000512",2014-07-20 00:00:00.000,2014-09-07 00:00:00.000,17,"Distributor","USD","GUT930",29,1,9,241.2,135.072,2170.8,"Sydney","New South Wales"
"SO - 000653",2014-08-05 00:00:00.000,2014-09-19 00:00:00.000,45,"Distributor","USD","GUT930",41,7,12,1159.1,533.186,13909.2,"Coffs Harbour","New South Wales"
"SO - 000709",2014-08-10 00:00:00.000,2014-11-06 00:00:00.000,32,"Distributor","USD","GUT930",19,9,9,3979.8,1989.9,35818.2,"Gosford","New South Wales"
"SO - 000722",2014-08-12 00:00:00.000,2014-10-24 00:00:00.000,39,"Distributor","USD","GUT930",21,1,7,2452.2,1054.446,17165.4,"Sydney","New South Wales"
"SO - 000726",2014-08-13 00:00:00.000,2014-11-08 00:00:00.000,29,"Distributor","USD","GUT930",19,13,10,5346.6,3528.756,53466,"Lake Macquarie","New South Wales"
"SO - 000887",2014-08-31 00:00:00.000,2014-11-04 00:00:00.000,16,"Distributor","USD","GUT930",16,3,7,1681.7,1345.36,11771.9,"Armidale","New South Wales"
"SO - 000895",2014-09-01 00:00:00.000,2014-11-18 00:00:00.000,22,"Distributor","USD","GUT930",15,13,10,167.5,100.5,1675,"Lake Macquarie","New South Wales"
"SO - 000906",2014-09-02 00:00:00.000,2014-10-28 00:00:00.000,19,"Distributor","USD","GUT930",26,13,8,180.9,119.394,1447.2,"Lake Macquarie","New South Wales"
"SO - 000988",2014-09-12 00:00:00.000,2014-11-24 00:00:00.000,50,"Distributor","USD","GUT930",16,1,8,3832.4,3142.568,30659.2,"Sydney","New South Wales"
"SO - 0001003",2014-09-14 00:00:00.000,2014-12-12 00:00:00.000,48,"Distributor","USD","GUT930",83,2,5,6512.4,5144.796,32562,"Albury","New South Wales"
"SO - 0001048",2014-09-19 00:00:00.000,2014-11-22 00:00:00.000,9,"Distributor","USD","GUT930",35,9,9,3035.1,2276.325,27315.9,"Gosford","New South Wales"
"SO - 0001081",2014-09-24 00:00:00.000,2014-11-26 00:00:00.000,30,"Distributor","USD","GUT930",60,1,12,1125.6,574.056,13507.2,"Sydney","New South Wales"
"SO - 0001203",2014-10-09 00:00:00.000,2014-12-28 00:00:00.000,10,"Distributor","USD","GUT930",20,11,7,1058.6,571.644,7410.2,"Grafton","New South Wales"
"SO - 0001218",2014-10-11 00:00:00.000,2014-12-14 00:00:00.000,19,"Distributor","USD","GUT930",5,11,8,1206,795.96,9648,"Grafton","New South Wales"
"SO - 0001228",2014-10-13 00:00:00.000,2014-12-18 00:00:00.000,35,"Distributor","USD","GUT930",4,1,10,690.1,441.664,6901,"Sydney","New South Wales"
"SO - 0001255",2014-10-17 00:00:00.000,2014-12-29 00:00:00.000,28,"Distributor","USD","GUT930",33,4,8,1889.4,963.594,15115.2,"Bathurst","New South Wales"
"SO - 0001278",2014-10-20 00:00:00.000,2015-01-12 00:00:00.000,11,"Distributor","USD","GUT930",20,13,8,241.2,200.196,1929.6,"Lake Macquarie","New South Wales"
"SO - 0001357",2014-10-30 00:00:00.000,2014-12-16 00:00:00.000,20,"Distributor","USD","GUT930",34,1,7,2894.4,1389.312,20260.8,"Sydney","New South Wales"
"SO - 0001383",2014-11-02 00:00:00.000,2014-12-29 00:00:00.000,17,"Distributor","USD","GUT930",2,4,6,3966.4,2736.816,23798.4,"Bathurst","New South Wales"
"SO - 0001452",2014-11-09 00:00:00.000,2015-01-26 00:00:00.000,50,"Distributor","USD","GUT930",53,7,11,1038.5,591.945,11423.5,"Coffs Harbour","New South Wales"
"SO - 0001479",2014-11-12 00:00:00.000,2014-12-14 00:00:00.000,28,"Distributor","USD","GUT930",10,2,6,1092.1,688.023,6552.6,"Albury","New South Wales"
"SO - 0001529",2014-11-19 00:00:00.000,2015-01-25 00:00:00.000,24,"Distributor","USD","GUT930",24,11,5,1313.2,906.108,6566,"Grafton","New South Wales"
"SO - 0001531",2014-11-19 00:00:00.000,2015-01-08 00:00:00.000,32,"Distributor","USD","GUT930",2,2,7,3953,2174.15,27671,"Albury","New South Wales"
"SO - 0001649",2014-12-03 00:00:00.000,2015-01-16 00:00:00.000,28,"Distributor","USD","GUT930",14,2,11,1045.2,825.708,11497.2,"Albury","New South Wales"
"SO - 0001670",2014-12-05 00:00:00.000,2015-02-17 00:00:00.000,21,"Distributor","USD","GUT930",10,2,6,2405.3,1828.028,14431.8,"Albury","New South Wales"
"SO - 0001781",2014-12-18 00:00:00.000,2015-01-30 00:00:00.000,20,"Distributor","USD","GUT930",13,2,6,951.4,761.12,5708.4,"Albury","New South Wales"
"SO - 0001822",2014-12-22 00:00:00.000,2015-01-31 00:00:00.000,42,"Distributor","USD","GUT930",18,4,8,1031.8,866.712,8254.4,"Bathurst","New South Wales"
"SO - 0001950",2015-01-02 00:00:00.000,2015-04-01 00:00:00.000,28,"Distributor","USD","GUT930",14,11,5,1293.1,956.894,6465.5,"Grafton","New South Wales"
"SO - 0001953",2015-01-03 00:00:00.000,2015-03-05 00:00:00.000,31,"Distributor","USD","GUT930",20,11,11,1098.8,593.352,12086.8,"Grafton","New South Wales"
"SO - 0001987",2015-01-05 00:00:00.000,2015-03-30 00:00:00.000,49,"Distributor","USD","GUT930",10,7,8,891.1,632.681,7128.8,"Coffs Harbour","New South Wales"
"SO - 0002023",2015-01-09 00:00:00.000,2015-03-15 00:00:00.000,9,"Distributor","USD","GUT930",4,11,8,3832.4,3180.892,30659.2,"Grafton","New South Wales"
"SO - 0002046",2015-01-11 00:00:00.000,2015-03-07 00:00:00.000,34,"Distributor","USD","GUT930",8,14,8,2552.7,1761.363,20421.6,"Lismore","New South Wales"
"SO - 0002062",2015-01-12 00:00:00.000,2015-02-23 00:00:00.000,29,"Distributor","USD","GUT930",73,9,7,5587.8,2682.144,39114.6,"Gosford","New South Wales"
"SO - 0002077",2015-01-14 00:00:00.000,2015-04-05 00:00:00.000,14,"Distributor","USD","GUT930",4,1,11,5427,2442.15,59697,"Sydney","New South Wales"
"SO - 0002143",2015-01-22 00:00:00.000,2015-03-17 00:00:00.000,35,"Distributor","USD","GUT930",85,13,12,3959.7,3207.357,47516.4,"Lake Macquarie","New South Wales"
"SO - 0002193",2015-01-29 00:00:00.000,2015-03-01 00:00:00.000,50,"Distributor","USD","GUT930",9,7,12,1735.3,850.297,20823.6,"Coffs Harbour","New South Wales"
"SO - 0002438",2015-02-26 00:00:00.000,2015-04-30 00:00:00.000,44,"Distributor","USD","GUT930",13,5,12,877.7,684.606,10532.4,"Broken Hill","New South Wales"
"SO - 0002439",2015-02-27 00:00:00.000,2015-04-19 00:00:00.000,33,"Distributor","USD","GUT930",70,5,8,1775.5,1047.545,14204,"Broken Hill","New South Wales"
"SO - 0002462",2015-03-02 00:00:00.000,2015-04-05 00:00:00.000,38,"Distributor","USD","GUT930",50,1,8,2968.1,2433.842,23744.8,"Sydney","New South Wales"
"SO - 0002631",2015-03-26 00:00:00.000,2015-06-02 00:00:00.000,4,"Distributor","USD","GUT930",8,7,12,1018.4,417.544,12220.8,"Coffs Harbour","New South Wales"
"SO - 0002640",2015-03-27 00:00:00.000,2015-05-22 00:00:00.000,39,"Distributor","USD","GUT930",23,13,7,2358.4,1462.208,16508.8,"Lake Macquarie","New South Wales"
"SO - 0002650",2015-03-28 00:00:00.000,2015-05-13 00:00:00.000,36,"Distributor","USD","GUT930",7,11,10,221.1,170.247,2211,"Grafton","New South Wales"
"SO - 0002669",2015-04-01 00:00:00.000,2015-05-10 00:00:00.000,30,"Distributor","USD","GUT930",19,2,7,3953,2529.92,27671,"Albury","New South Wales"
"SO - 0002719",2015-04-06 00:00:00.000,2015-06-10 00:00:00.000,39,"Distributor","USD","GUT930",65,5,9,3979.8,3024.648,35818.2,"Broken Hill","New South Wales"
"SO - 0002723",2015-04-06 00:00:00.000,2015-06-17 00:00:00.000,20,"Distributor","USD","GUT930",19,5,11,3490.7,1396.28,38397.7,"Broken Hill","New South Wales"
"SO - 0002765",2015-04-11 00:00:00.000,2015-07-02 00:00:00.000,27,"Distributor","USD","GUT930",41,5,7,167.5,139.025,1172.5,"Broken Hill","New South Wales"
"SO - 0002806",2015-04-16 00:00:00.000,2015-06-09 00:00:00.000,9,"Distributor","USD","GUT930",81,13,9,1882.7,1430.852,16944.3,"Lake Macquarie","New South Wales"
"SO - 0002830",2015-04-19 00:00:00.000,2015-07-18 00:00:00.000,5,"Distributor","USD","GUT930",44,7,5,1762.1,1339.196,8810.5,"Coffs Harbour","New South Wales"
"SO - 0002862",2015-04-23 00:00:00.000,2015-06-22 00:00:00.000,32,"Distributor","USD","GUT930",64,11,11,1058.6,645.746,11644.6,"Grafton","New South Wales"
"SO - 0002936",2015-04-30 00:00:00.000,2015-07-11 00:00:00.000,35,"Distributor","USD","GUT930",22,1,9,5447.1,4030.854,49023.9,"Sydney","New South Wales"
"SO - 0002957",2015-05-03 00:00:00.000,2015-06-14 00:00:00.000,36,"Distributor","USD","GUT930",29,14,7,1835.8,1248.344,12850.6,"Lismore","New South Wales"
"SO - 0002978",2015-05-05 00:00:00.000,2015-08-01 00:00:00.000,29,"Distributor","USD","GUT930",4,2,9,1078.7,744.303,9708.3,"Albury","New South Wales"
"SO - 0002985",2015-05-05 00:00:00.000,2015-07-16 00:00:00.000,19,"Distributor","USD","GUT930",46,2,10,2445.5,1027.11,24455,"Albury","New South Wales"
"SO - 0003028",2015-05-10 00:00:00.000,2015-06-18 00:00:00.000,13,"Distributor","USD","GUT930",62,13,11,1755.4,1176.118,19309.4,"Lake Macquarie","New South Wales"
"SO - 0003064",2015-05-14 00:00:00.000,2015-06-23 00:00:00.000,47,"Distributor","USD","GUT930",34,1,6,1876,1106.84,11256,"Sydney","New South Wales"
"SO - 0003088",2015-05-17 00:00:00.000,2015-07-16 00:00:00.000,42,"Distributor","USD","GUT930",9,1,12,6445.4,2835.976,77344.8,"Sydney","New South Wales"
"SO - 0003124",2015-05-22 00:00:00.000,2015-08-10 00:00:00.000,36,"Distributor","USD","GUT930",15,5,5,3832.4,2989.272,19162,"Broken Hill","New South Wales"
"SO - 0003268",2015-06-05 00:00:00.000,2015-08-26 00:00:00.000,14,"Distributor","USD","GUT930",64,2,10,221.1,187.935,2211,"Albury","New South Wales"
"SO - 0003279",2015-06-07 00:00:00.000,2015-08-12 00:00:00.000,13,"Distributor","USD","GUT930",44,12,11,5433.7,3097.209,59770.7,"Griffith","New South Wales"
"SO - 0003287",2015-06-08 00:00:00.000,2015-08-19 00:00:00.000,18,"Distributor","USD","GUT930",21,5,8,6210.9,4409.739,49687.2,"Broken Hill","New South Wales"
"SO - 0003369",2015-06-19 00:00:00.000,2015-07-22 00:00:00.000,1,"Distributor","USD","GUT930",7,1,12,696.8,341.432,8361.6,"Sydney","New South Wales"
"SO - 0003384",2015-06-20 00:00:00.000,2015-08-15 00:00:00.000,25,"Distributor","USD","GUT930",55,1,10,5313.1,3772.301,53131,"Sydney","New South Wales"
"SO - 0003420",2015-06-26 00:00:00.000,2015-08-30 00:00:00.000,44,"Distributor","USD","GUT930",86,10,5,3993.2,2515.716,19966,"Goulburn","New South Wales"
"SO - 0003565",2015-07-14 00:00:00.000,2015-08-24 00:00:00.000,50,"Distributor","USD","GUT930",44,1,11,877.7,623.167,9654.7,"Sydney","New South Wales"
"SO - 0003576",2015-07-16 00:00:00.000,2015-08-20 00:00:00.000,30,"Distributor","USD","GUT930",42,9,7,864.3,639.582,6050.1,"Gosford","New South Wales"
"SO - 0003647",2015-07-23 00:00:00.000,2015-09-30 00:00:00.000,22,"Distributor","USD","GUT930",14,11,5,3122.2,1717.21,15611,"Grafton","New South Wales"
"SO - 0003657",2015-07-24 00:00:00.000,2015-09-26 00:00:00.000,27,"Distributor","USD","GUT930",24,2,5,180.9,72.36,904.5,"Albury","New South Wales"
"SO - 0003675",2015-07-27 00:00:00.000,2015-10-17 00:00:00.000,13,"Distributor","USD","GUT930",24,1,9,3108.8,2549.216,27979.2,"Sydney","New South Wales"
"SO - 0003686",2015-07-28 00:00:00.000,2015-10-09 00:00:00.000,33,"Distributor","USD","GUT930",66,11,6,1996.6,1557.348,11979.6,"Grafton","New South Wales"
"SO - 0003748",2015-08-03 00:00:00.000,2015-09-26 00:00:00.000,45,"Distributor","USD","GUT930",24,11,5,2693.4,2073.918,13467,"Grafton","New South Wales"
"SO - 0003785",2015-08-09 00:00:00.000,2015-10-19 00:00:00.000,20,"Distributor","USD","GUT930",21,2,12,1815.7,1143.891,21788.4,"Albury","New South Wales"
"SO - 0003972",2015-08-31 00:00:00.000,2015-11-20 00:00:00.000,12,"Distributor","USD","GUT930",86,7,12,1005,743.7,12060,"Coffs Harbour","New South Wales"
"SO - 0004071",2015-09-14 00:00:00.000,2015-12-10 00:00:00.000,27,"Distributor","USD","GUT930",23,7,5,723.6,361.8,3618,"Coffs Harbour","New South Wales"
"SO - 0004099",2015-09-17 00:00:00.000,2015-11-02 00:00:00.000,28,"Distributor","USD","GUT930",4,1,9,3852.5,2465.6,34672.5,"Sydney","New South Wales"
"SO - 0004164",2015-09-25 00:00:00.000,2015-11-07 00:00:00.000,25,"Distributor","USD","GUT930",56,7,9,5896,4539.92,53064,"Coffs Harbour","New South Wales"
"SO - 0004214",2015-10-01 00:00:00.000,2015-12-12 00:00:00.000,3,"Distributor","USD","GUT930",16,5,11,3886,1554.4,42746,"Broken Hill","New South Wales"
"SO - 0004334",2015-10-17 00:00:00.000,2015-12-20 00:00:00.000,47,"Distributor","USD","GUT930",65,9,9,268,187.6,2412,"Gosford","New South Wales"
"SO - 0004395",2015-10-25 00:00:00.000,2015-12-26 00:00:00.000,17,"Distributor","USD","GUT930",16,3,12,2626.4,1785.952,31516.8,"Armidale","New South Wales"
"SO - 0004435",2015-10-29 00:00:00.000,2015-11-29 00:00:00.000,9,"Distributor","USD","GUT930",84,9,11,1098.8,571.376,12086.8,"Gosford","New South Wales"
"SO - 0004488",2015-11-06 00:00:00.000,2015-12-29 00:00:00.000,39,"Distributor","USD","GUT930",21,10,10,5674.9,4142.677,56749,"Goulburn","New South Wales"
"SO - 0004517",2015-11-10 00:00:00.000,2016-02-03 00:00:00.000,26,"Distributor","USD","GUT930",20,5,7,2385.2,1168.748,16696.4,"Broken Hill","New South Wales"
"SO - 0004524",2015-11-12 00:00:00.000,2015-12-27 00:00:00.000,11,"Distributor","USD","GUT930",23,4,10,3879.3,2793.096,38793,"Bathurst","New South Wales"
"SO - 0004581",2015-11-17 00:00:00.000,2016-01-04 00:00:00.000,21,"Distributor","USD","GUT930",66,9,8,3892.7,2296.693,31141.6,"Gosford","New South Wales"
"SO - 0004611",2015-11-20 00:00:00.000,2016-02-17 00:00:00.000,8,"Distributor","USD","GUT930",63,11,10,1058.6,772.778,10586,"Grafton","New South Wales"
"SO - 0004621",2015-11-21 00:00:00.000,2016-02-01 00:00:00.000,2,"Distributor","USD","GUT930",46,11,12,2532.6,1595.538,30391.2,"Grafton","New South Wales"
"SO - 0004665",2015-11-26 00:00:00.000,2016-02-14 00:00:00.000,16,"Distributor","USD","GUT930",23,11,9,2680,1688.4,24120,"Grafton","New South Wales"
"SO - 0004674",2015-11-27 00:00:00.000,2016-01-08 00:00:00.000,19,"Distributor","USD","GUT930",75,2,5,5413.6,2869.208,27068,"Albury","New South Wales"
"SO - 0004690",2015-11-29 00:00:00.000,2016-01-08 00:00:00.000,41,"Distributor","USD","GUT930",32,7,9,1011.7,526.084,9105.3,"Coffs Harbour","New South Wales"
"SO - 0004705",2015-11-30 00:00:00.000,2016-02-05 00:00:00.000,5,"Distributor","USD","GUT930",24,14,11,5031.7,2364.899,55348.7,"Lismore","New South Wales"
"SO - 0004716",2015-12-02 00:00:00.000,2016-01-28 00:00:00.000,2,"Distributor","USD","GUT930",16,4,9,978.2,410.844,8803.8,"Bathurst","New South Wales"
"SO - 0004747",2015-12-05 00:00:00.000,2016-02-03 00:00:00.000,13,"Distributor","USD","GUT930",44,2,8,1869.3,1476.747,14954.4,"Albury","New South Wales"
"SO - 0004748",2015-12-05 00:00:00.000,2016-02-20 00:00:00.000,35,"Distributor","USD","GUT930",13,5,7,1132.3,486.889,7926.1,"Broken Hill","New South Wales"
"SO - 0004756",2015-12-07 00:00:00.000,2016-01-15 00:00:00.000,5,"Distributor","USD","GUT930",65,6,10,5051.8,2020.72,50518,"Cessnock","New South Wales"
"SO - 0004762",2015-12-07 00:00:00.000,2016-01-10 00:00:00.000,14,"Distributor","USD","GUT930",36,1,11,5065.2,2026.08,55717.2,"Sydney","New South Wales"
"SO - 0004805",2015-12-13 00:00:00.000,2016-02-15 00:00:00.000,9,"Distributor","USD","GUT930",9,7,6,5393.5,3937.255,32361,"Coffs Harbour","New South Wales"
"SO - 0004823",2015-12-16 00:00:00.000,2016-03-05 00:00:00.000,38,"Distributor","USD","GUT930",11,8,11,2291.4,1810.206,25205.4,"Dubbo","New South Wales"
"SO - 0004845",2015-12-18 00:00:00.000,2016-01-22 00:00:00.000,35,"Distributor","USD","GUT930",47,7,10,1929.6,1370.016,19296,"Coffs Harbour","New South Wales"
"SO - 0004880",2015-12-22 00:00:00.000,2016-02-19 00:00:00.000,38,"Distributor","USD","GUT930",82,7,7,2318.2,1460.466,16227.4,"Coffs Harbour","New South Wales"
"SO - 0005234",2016-01-31 00:00:00.000,2016-03-23 00:00:00.000,47,"Distributor","USD","GUT930",37,9,5,3457.2,1486.596,17286,"Gosford","New South Wales"
"SO - 0005316",2016-02-11 00:00:00.000,2016-05-04 00:00:00.000,16,"Distributor","USD","GUT930",19,2,5,6150.6,4428.432,30753,"Albury","New South Wales"
"SO - 0005346",2016-02-14 00:00:00.000,2016-04-21 00:00:00.000,44,"Distributor","USD","GUT930",73,5,10,1085.4,759.78,10854,"Broken Hill","New South Wales"
"SO - 0005364",2016-02-17 00:00:00.000,2016-04-12 00:00:00.000,1,"Distributor","USD","GUT930",23,2,7,2726.9,2045.175,19088.3,"Albury","New South Wales"
"SO - 0005390",2016-02-19 00:00:00.000,2016-04-22 00:00:00.000,24,"Distributor","USD","GUT930",5,6,10,676.7,514.292,6767,"Cessnock","New South Wales"
"SO - 0005455",2016-02-25 00:00:00.000,2016-04-15 00:00:00.000,29,"Distributor","USD","GUT930",75,14,9,4013.3,2327.714,36119.7,"Lismore","New South Wales"
"SO - 0005456",2016-02-25 00:00:00.000,2016-04-23 00:00:00.000,25,"Distributor","USD","GUT930",5,1,11,3939.6,1733.424,43335.6,"Sydney","New South Wales"
"SO - 0005459",2016-02-25 00:00:00.000,2016-04-03 00:00:00.000,36,"Distributor","USD","GUT930",84,2,12,3859.2,2585.664,46310.4,"Albury","New South Wales"
"SO - 0005463",2016-02-26 00:00:00.000,2016-05-06 00:00:00.000,47,"Distributor","USD","GUT930",7,1,5,1768.8,972.84,8844,"Sydney","New South Wales"
"SO - 0005474",2016-02-26 00:00:00.000,2016-05-13 00:00:00.000,17,"Distributor","USD","GUT930",13,11,11,4020,3417,44220,"Grafton","New South Wales"
"SO - 0005495",2016-02-29 00:00:00.000,2016-04-11 00:00:00.000,9,"Distributor","USD","GUT930",21,11,5,2358.4,990.528,11792,"Grafton","New South Wales"
"SO - 0005578",2016-03-10 00:00:00.000,2016-05-04 00:00:00.000,25,"Distributor","USD","GUT930",51,1,10,2613,1332.63,26130,"Sydney","New South Wales"
