Index,Attribute,Value
1434,"Payment",19609.5
1435,"Payment",18562.6667
1436,"Payment",18945.3333
1437,"Payment",19114.3333
1438,"Payment",20361.5
1439,"Payment",20123.25
1440,"Payment",20171
1441,"Payment",20134.75
1442,"Payment",20007.75
1443,"Payment",20634.75
1444,"Payment",19531.5
1445,"Payment",20284.25
1446,"Payment",20456.5
1447,"Payment",20576.5
1448,"Payment",19997.5
1449,"Payment",17294
1450,"Payment",20368
1451,"Payment",19680.6667
1452,"Payment",17621.5
1453,"Payment",19522.25
1454,"Payment",20031.5
1455,"Payment",20395.3333
1456,"Payment",20030.75
1457,"Payment",19298
1458,"Payment",18427.6667
1459,"Payment",17873
1460,"Payment",20493.5
1461,"Payment",19044
1462,"Payment",19180
1463,"Payment",20192.5
1464,"Payment",19701.5
1465,"Payment",20546.25
1466,"Payment",20387.75
1467,"Payment",21378.75
1468,"Payment",18801.5
1469,"Payment",19594.75
1470,"Payment",19373
1471,"Payment",19796
1472,"Payment",20216.25
1473,"Payment",16938.5
1474,"Payment",19922.6667
1475,"Payment",20558.25
1476,"Payment",19653
1477,"Payment",20190.75
1478,"Payment",19739.5
1479,"Payment",19473.6667
1480,"Payment",20137.5
1481,"Payment",19747.25
1482,"Payment",19618.25
1483,"Payment",19320.6667
1484,"Payment",17606.3333
1485,"Payment",20044.25
1486,"Payment",18892
1487,"Payment",18817
1488,"Payment",20710.5
1489,"Payment",17019.6667
1490,"Payment",19733
1491,"Payment",20014.75
1492,"Payment",19200.5
1493,"Payment",20772
1494,"Payment",18704
1495,"Payment",17973.6667
1496,"Payment",17757.5
1497,"Payment",19586.75
1498,"Payment",20320.25
1499,"Payment",19195
1500,"Payment",21924.75
1501,"Payment",20101
1502,"Payment",21504.75
1503,"Payment",17868
1504,"Payment",21623
1505,"Payment",20081.25
1506,"Payment",22035.25
1507,"Payment",19840
1508,"Payment",19661
1509,"Payment",20327.5
1510,"Payment",19696.3333
1511,"Payment",19287.6667
1512,"Payment",21226
1513,"Payment",20220.25
1514,"Payment",20403.75
1515,"Payment",21674.5
1516,"Payment",20408.5
1517,"Payment",19035.6667
1518,"Payment",18637
1519,"Payment",20677.75
1520,"Payment",21409.75
1521,"Payment",19225.6667
1522,"Payment",20337
1523,"Payment",21108.75
1524,"Payment",21455.5
1525,"Payment",19631
1526,"Payment",18678.3333
1527,"Payment",21834.75
1528,"Payment",21221.5
1529,"Payment",21730
1530,"Payment",22212
1531,"Payment",20904.5
1532,"Payment",19411.6667
1533,"Payment",20193.5
1534,"Payment",22047.25
1535,"Payment",20243.75
1536,"Payment",22248.25
1537,"Payment",21581.5
1538,"Payment",21747.25
1539,"Payment",21463
1540,"Payment",19326.3333
1541,"Payment",21605.25
1542,"Payment",21293.75
1543,"Payment",21611.75
1544,"Payment",20337.25
1545,"Payment",22029.75
1546,"Payment",19297.6667
1547,"Payment",20373.25
1548,"Payment",21011.25
1549,"Payment",23370
1550,"Payment",18399.3333
1551,"Payment",18157.3333
1552,"Payment",21031.5
1553,"Payment",18642
1554,"Payment",16760
1555,"Payment",20525.5
1556,"Payment",21015.6667
1557,"Payment",21703.25
1558,"Payment",19584
1559,"Payment",19568
1560,"Payment",22123.5
1561,"Payment",20253.75
1562,"Payment",22414.25
1563,"Payment",21214.75
1564,"Payment",19237.3333
1565,"Payment",21354
1566,"Payment",21850
1567,"Payment",20520.5
1568,"Payment",20410.5
1569,"Payment",21075.75
1570,"Payment",19084
1571,"Payment",21061.5
1572,"Payment",20917.6667
1573,"Payment",18088.6667
1574,"Payment",18645.6667
1575,"Payment",20798.25
1576,"Payment",19396.3333
1577,"Payment",22442.5
1578,"Payment",22525
1579,"Payment",21788.5
1580,"Payment",19569.6667
1581,"Payment",23670.75
1582,"Payment",21691.75
1583,"Payment",21836.75
1584,"Payment",21709.5
1585,"Payment",20845.25
1586,"Payment",19891
1587,"Payment",18198
1588,"Payment",21387.75
1589,"Payment",19416.6667
1590,"Payment",20477.25
1591,"Payment",18654.6667
1592,"Payment",22805.75
1593,"Payment",20493
1594,"Payment",19708.5
1595,"Payment",21625
1596,"Payment",19708
1597,"Payment",18923.3333
1598,"Payment",18598.3333
1599,"Payment",21712
1600,"Payment",19097
1601,"Payment",21033.5
1602,"Payment",16816.3333
1603,"Payment",20930.5
1604,"Payment",19723.5
1605,"Payment",21585.75
1606,"Payment",17898.3333
1607,"Payment",21200.25
1608,"Payment",18786
1609,"Payment",19529.75
1610,"Payment",21098.3333
1611,"Payment",21483
1612,"Payment",23331.5
1613,"Payment",19260.6667
1614,"Payment",18414.6667
1615,"Payment",19446.5
1616,"Payment",21847.5
1617,"Payment",20297.75
1618,"Payment",21331.75
1619,"Payment",21382.5
1620,"Payment",20822.75
1621,"Payment",20212.25
1622,"Payment",21701.75
1623,"Payment",21510.75
1624,"Payment",21770.5
1625,"Payment",21509.75
1626,"Payment",23405.75
1627,"Payment",22194
1628,"Payment",22638
1629,"Payment",20974
1630,"Payment",19086.3333
1631,"Payment",20377.6667
1632,"Payment",20112.3333
1633,"Payment",18481.3333
1634,"Payment",18253.25
1635,"Payment",19433.75
1636,"Payment",17187.5
1637,"Payment",20768
1638,"Payment",20728.75
1639,"Payment",19214.25
1640,"Payment",20554.5
1641,"Payment",18392.5
1642,"Payment",18407.5
1643,"Payment",19818.5
1644,"Payment",17507.6667
1645,"Payment",19547.75
1646,"Payment",18331.25
1647,"Payment",17574.6667
1648,"Payment",17478
1649,"Payment",17946
1650,"Payment",17654
1651,"Payment",19179.5
1652,"Payment",19871.25
1653,"Payment",19094.75
1654,"Payment",19195.75
1655,"Payment",19188.75
1656,"Payment",18068.5
1657,"Payment",18603.75
1658,"Payment",18231.6667
1659,"Payment",19364.75
1660,"Payment",18704.25
1661,"Payment",21073.5
1662,"Payment",19342.75
1663,"Payment",20758.25
1664,"Payment",22365.6667
1665,"Payment",18837.3333
1666,"Payment",23951.25
1667,"Payment",20400.75
1668,"Payment",21689
1669,"Payment",20391
1670,"Payment",20450
1671,"Payment",21323.75
1672,"Payment",22056.75
1673,"Payment",21354.5
1674,"Payment",22761.75
1675,"Payment",19322.6667
1676,"Payment",21406.5
1677,"Payment",19864
1678,"Payment",21037.75
1679,"Payment",21388.25
1680,"Payment",21632.75
1681,"Payment",19993.75
1682,"Payment",20503.5
1683,"Payment",22067
1684,"Payment",19873
1685,"Payment",19932.5
1686,"Payment",21263.5
1687,"Payment",18495.3333
1688,"Payment",20702.3333
1689,"Payment",20841.25
1690,"Payment",19773.3333
1691,"Payment",22264
1692,"Payment",19986.25
1693,"Payment",21464.75
1694,"Payment",21067.5
1695,"Payment",19419.3333
1696,"Payment",22187
1697,"Payment",23390.75
1698,"Payment",21965.75
1699,"Payment",22096.5
1700,"Payment",20917.25
1701,"Payment",21808.25
1702,"Payment",21193
1703,"Payment",19236.3333
1704,"Payment",21325.25
1705,"Payment",20919.75
1706,"Payment",20249.25
1707,"Payment",21788.75
1708,"Payment",21485.5
1709,"Payment",21144.25
1710,"Payment",21308.75
1711,"Payment",22670.6667
1712,"Payment",18638.5
1713,"Payment",19974.75
1714,"Payment",17849
1715,"Payment",21825.75
1716,"Payment",21130
1717,"Payment",19299
1718,"Payment",19934
1719,"Payment",21158
1720,"Payment",22881.75
1721,"Payment",20738.25
1722,"Payment",22891
1723,"Payment",20028.6667
1724,"Payment",21597.5
1725,"Payment",21332
1726,"Payment",22454.75
1727,"Payment",18670.3333
1728,"Payment",20035.25
1729,"Payment",19742
1730,"Payment",20741.25
1731,"Payment",21242.6667
1732,"Payment",19176.3333
1733,"Payment",19165
1734,"Payment",19132
1735,"Payment",21177
1736,"Payment",21573.75
1737,"Payment",20952.75
1738,"Payment",20044
1739,"Payment",18075
1740,"Payment",19871.75
1741,"Payment",21762.25
1742,"Payment",18393.5
1743,"Payment",21080.75
1744,"Payment",18115.5
1745,"Payment",20580.5
1746,"Payment",19551.25
1747,"Payment",21411.6667
1748,"Payment",20710.75
1749,"Payment",20252.5
1750,"Payment",20096
1751,"Payment",19069.5
1752,"Payment",20079
1753,"Payment",20498
1754,"Payment",20855.75
1755,"Payment",20845.75
1756,"Payment",20514
1757,"Payment",19734.25
1758,"Payment",20778.75
1759,"Payment",20526.75
1760,"Payment",19856.75
1761,"Payment",21167.25
1762,"Payment",20871.75
1763,"Payment",18676.3333
1764,"Payment",22264
1765,"Payment",20764
1766,"Payment",19881.25
1767,"Payment",20809.5
1768,"Payment",20379
1769,"Payment",21509.75
1770,"Payment",21111.5
1771,"Payment",20106.6667
1772,"Payment",21892.25
1773,"Payment",19588
1774,"Payment",20021.5
1775,"Payment",19747.25
1776,"Payment",20548.25
1777,"Payment",21063.6667
1778,"Payment",19959.75
1779,"Payment",21049.5
1780,"Payment",21879.25
1781,"Payment",21033
1782,"Payment",21238.5
1783,"Payment",21380.25
1784,"Payment",21045.6667
1785,"Payment",19070.5
1786,"Payment",22166.25
1787,"Payment",19928
1788,"Payment",21280.5
1789,"Payment",20813.5
1790,"Payment",23325.5
1791,"Payment",19483.6667
1792,"Payment",21457
1793,"Payment",20598.5
1794,"Payment",19062.75
1795,"Payment",19657.25
1796,"Payment",18511
1797,"Payment",19552.5
1798,"Payment",21151.5
1799,"Payment",19654.75
1800,"Payment",20902.75
1801,"Payment",20574.25
1802,"Payment",23705
1803,"Payment",22344
1804,"Payment",21612.5
1805,"Payment",20998.25
1806,"Payment",19872
1807,"Payment",19484.6667
1808,"Payment",21308.25
1809,"Payment",19739.25
1810,"Payment",20540.5
1811,"Payment",20584.75
1812,"Payment",19006
1813,"Payment",19831.25
1814,"Payment",18007.6667
1815,"Payment",18190
1816,"Payment",17823.3333
1817,"Payment",21145
1818,"Payment",16935.6667
1819,"Payment",20337
1820,"Payment",21183.75
1821,"Payment",21903.5
1822,"Payment",23702
1823,"Payment",18826.3333
1824,"Payment",21376
1825,"Payment",20627
1826,"Payment",20198
1827,"Payment",20417
1828,"Payment",19416.25
1829,"Payment",20381.75
1830,"Payment",20167.5
1831,"Payment",19843
1832,"Payment",22238.5
1833,"Payment",20265.75
1834,"Payment",20162.75
1835,"Payment",16796.5
1836,"Payment",19143.25
1837,"Payment",20532
1838,"Payment",19955.25
1839,"Payment",21915
1840,"Payment",20373
1841,"Payment",18314
1842,"Payment",19409
1843,"Payment",19337.5
1844,"Payment",20863.75
1845,"Payment",21025
1846,"Payment",20831.25
1847,"Payment",21001.75
1848,"Payment",17809.5
1849,"Payment",21243
1850,"Payment",21157.5
1851,"Payment",18156.5
1852,"Payment",20408.25
1853,"Payment",16340.5
1854,"Payment",21416.75
1855,"Payment",20977.5
1856,"Payment",17796
1857,"Payment",21235.5
1858,"Payment",19880.25
1859,"Payment",21350.6667
1860,"Payment",20728.25
1861,"Payment",21357.25
1862,"Payment",21288.75
1863,"Payment",20436.3333
1864,"Payment",19912.5
1865,"Payment",16390
1866,"Payment",21430
1867,"Payment",21748
1868,"Payment",19600.75
1869,"Payment",17378
1870,"Payment",19801.25
1871,"Payment",17556
1872,"Payment",20451
1873,"Payment",16892
1874,"Payment",19091.3333
1875,"Payment",20867
1876,"Payment",21504.75
1877,"Payment",19861.25
1878,"Payment",21563
1879,"Payment",21459.5
1880,"Payment",21947.25
1881,"Payment",22118.75
1882,"Payment",24266.25
1883,"Payment",20296.5
1884,"Payment",22959.5
1885,"Payment",21871.25
1886,"Payment",23613.25
1887,"Payment",19328.6667
1888,"Payment",22423.25
1889,"Payment",21237.5
1890,"Payment",22020.25
1891,"Payment",22164
1892,"Payment",21417.5
1893,"Payment",23481.6667
1894,"Payment",21204.5
1895,"Payment",21468.6667
1896,"Payment",22648
1897,"Payment",21180.25
1898,"Payment",19539.5
1899,"Payment",22460.5
1900,"Payment",21529.25
1901,"Payment",21322.25
1902,"Payment",22507.25
1903,"Payment",20986.3333
1904,"Payment",20575
1905,"Payment",20919.5
1906,"Payment",22940.25
1907,"Payment",23256
1908,"Payment",22290
1909,"Payment",21184.75
1910,"Payment",21630.5
1911,"Payment",22647.5
1912,"Payment",21355.3333
1913,"Payment",19679.3333
1914,"Payment",22874.25
1915,"Payment",21863.75
1916,"Payment",22218.25
1917,"Payment",21363.75
1918,"Payment",22127
1919,"Payment",22517.25
1920,"Payment",19783
1921,"Payment",21393
1922,"Payment",16765.5
1923,"Payment",23031.75
1924,"Payment",21302.25
1925,"Payment",22280.25
1926,"Payment",22665.5
1927,"Payment",22131
1928,"Payment",23121
1929,"Payment",22182.75
1930,"Payment",21038
1931,"Payment",23242
1932,"Payment",22440.25
1933,"Payment",22682.25
1934,"Payment",28127.25
1935,"Payment",22782.5
1936,"Payment",24335.75
1937,"Payment",20646
1938,"Payment",17014.5
1939,"Payment",23139.25
1940,"Payment",23544.3333
1941,"Payment",18799.6667
1942,"Payment",23972.75
1943,"Payment",21927.5
1944,"Payment",22164.75
1945,"Payment",25238.25
1946,"Payment",23429.25
1947,"Payment",20207.25
1948,"Payment",23218.5
1949,"Payment",22431
1950,"Payment",22405.75
1951,"Payment",21164.25
1952,"Payment",22601
1953,"Payment",23705.25
1954,"Payment",21318.75
1955,"Payment",22898.25
1956,"Payment",23702.75
1957,"Payment",20916.75
1958,"Payment",19942
1959,"Payment",20781.25
1960,"Payment",22427.25
1961,"Payment",21747
1962,"Payment",19561.6667
1963,"Payment",21280.25
1964,"Payment",23599.5
1965,"Payment",21498.5
1966,"Payment",24292.6667
1967,"Payment",21610
1968,"Payment",19360
1969,"Payment",23344.3333
1970,"Payment",21999.75
1971,"Payment",24226.5
1972,"Payment",21711.75
1973,"Payment",23983
1974,"Payment",22109.75
1975,"Payment",22864.25
1976,"Payment",20854.5
1977,"Payment",22591.75
1978,"Payment",23333.5
1979,"Payment",23158.75
1980,"Payment",23210.5
1981,"Payment",21141.25
1982,"Payment",21587.6667
1983,"Payment",22434.6667
1984,"Payment",21612
1985,"Payment",24197
1986,"Payment",23939
1987,"Payment",20955.25
1988,"Payment",24069.25
1989,"Payment",20453.6667
1990,"Payment",23133.75
1991,"Payment",21092
1992,"Payment",23324.5
1993,"Payment",21086.5
1994,"Payment",23265.75
1995,"Payment",21279
1996,"Payment",21951.75
1997,"Payment",22929
1998,"Payment",20376.25
1999,"Payment",22148.25
2000,"Payment",21820.75
2001,"Payment",21593.25
2002,"Payment",21995
2003,"Payment",21969.75
2004,"Payment",22561
2005,"Payment",22997.75
2006,"Payment",20956.75
2007,"Payment",20890.5
2008,"Payment",21933
2009,"Payment",22173
2010,"Payment",22719.25
2011,"Payment",23315
2012,"Payment",19662
2013,"Payment",23333.5
2014,"Payment",20322.25
2015,"Payment",23400.5
2016,"Payment",22377.5
2017,"Payment",23289.5
2018,"Payment",22328.25
2019,"Payment",21573.25
2020,"Payment",20803
2021,"Payment",22215.5
2022,"Payment",18757.3333
2023,"Payment",17426
2024,"Payment",20880.5
2025,"Payment",21237.25
2026,"Payment",18795.3333
2027,"Payment",21350.75
2028,"Payment",19957.5
2029,"Payment",19627.75
2030,"Payment",20422.75
2031,"Payment",18531
2032,"Payment",21172
2033,"Payment",20986
2034,"Payment",20309.3333
2035,"Payment",22602.25
2036,"Payment",22066
2037,"Payment",20951
2038,"Payment",17324
2039,"Payment",17822.6667
2040,"Payment",21280.5
2041,"Payment",20510.25
2042,"Payment",19787
2043,"Payment",20230.25
2044,"Payment",17579
2045,"Payment",18862.6667
2046,"Payment",19579.25
2047,"Payment",20040.75
2048,"Payment",19608
2049,"Payment",21125.3333
2050,"Payment",20089.25
2051,"Payment",20449.5
2052,"Payment",19976
2053,"Payment",19294.5
2054,"Payment",19135
2055,"Payment",20737.75
2056,"Payment",20181.75
2057,"Payment",20649.5
2058,"Payment",21101.75
2059,"Payment",20213
2060,"Payment",22230.5
2061,"Payment",20224
2062,"Payment",20948.3333
2063,"Payment",20662
2064,"Payment",20256.25
2065,"Payment",19475.25
2066,"Payment",20393.75
2067,"Payment",20029.5
2068,"Payment",20975.25
2069,"Payment",19976.75
2070,"Payment",20279.25
2071,"Payment",20436.75
2072,"Payment",20484.75
2073,"Payment",21054
2074,"Payment",20744.25
2075,"Payment",21112.25
2076,"Payment",18922.3333
2077,"Payment",20770
2078,"Payment",19694.75
2079,"Payment",21036.25
2080,"Payment",20611.5
2081,"Payment",21237.5
2082,"Payment",19803.5
2083,"Payment",16895.5
2084,"Payment",21184.25
2085,"Payment",19893.75
2086,"Payment",19716.6667
2087,"Payment",20332.25
2088,"Payment",20178.25
2089,"Payment",21410.5
2090,"Payment",19195.3333
2091,"Payment",20635.5
2092,"Payment",20915.25
2093,"Payment",20085.3333
2094,"Payment",20119.25
2095,"Payment",19851.75
2096,"Payment",19140.75
2097,"Payment",20843.5
2098,"Payment",20080.25
2099,"Payment",21323.75
2100,"Payment",19883
2101,"Payment",21488.5
2102,"Payment",19315
2103,"Payment",19321.5
2104,"Payment",20190.25
2105,"Payment",18998.75
2106,"Payment",19323.75
2107,"Payment",19186.5
2108,"Payment",20992.5
2109,"Payment",20596.5
2110,"Payment",18981.5
2111,"Payment",19422.75
2112,"Payment",19070.25
2113,"Payment",19120.25
2114,"Payment",19541.75
2115,"Payment",19636
2116,"Payment",21666.6667
2117,"Payment",20264
2118,"Payment",20090.5
2119,"Payment",19185.5
2120,"Payment",21183.75
2121,"Payment",17365
2122,"Payment",19688.25
2123,"Payment",20304.5
2124,"Payment",19357.75
2125,"Payment",21292.75
2126,"Payment",18986.5
2127,"Payment",18963.25
2128,"Payment",19290
2129,"Payment",20394
2130,"Payment",19499.75
2131,"Payment",21408.3333
2132,"Payment",20053.25
2133,"Payment",20381.25
2134,"Payment",18833.75
2135,"Payment",18739.25
2136,"Payment",20530.5
2137,"Payment",18522.3333
2138,"Payment",19808.75
2139,"Payment",19542.25
2140,"Payment",19458.75
2141,"Payment",21307
2142,"Payment",18989.25
2143,"Payment",18851.75
2144,"Payment",21953.25
2145,"Payment",17468.5
2146,"Payment",20947.75
2147,"Payment",18904.3333
2148,"Payment",19661.75
2149,"Payment",19683.25
2150,"Payment",19552
2151,"Payment",20733.5
2152,"Payment",20170.25
2153,"Payment",23851.5
2154,"Payment",21539.5
2155,"Payment",20581
2156,"Payment",19805.5
2157,"Payment",18288.6667
2158,"Payment",21452.25
2159,"Payment",16700.5
2160,"Payment",22956.25
2161,"Payment",20837
2162,"Payment",20741.75
2163,"Payment",22525.5
2164,"Payment",22509.3333
2165,"Payment",20792.75
2166,"Payment",20114.75
2167,"Payment",20300.5
2168,"Payment",20070.5
2169,"Payment",20299
2170,"Payment",20311
2171,"Payment",20399.25
2172,"Payment",18181
2173,"Payment",20092.75
2174,"Payment",21719.3333
2175,"Payment",20320.75
2176,"Payment",20821.5
2177,"Payment",20155.5
2178,"Payment",21722.3333
2179,"Payment",19330.25
2180,"Payment",19613.5
2181,"Payment",20306.5
2182,"Payment",19904.25
2183,"Payment",20681.75
2184,"Payment",20353.5
2185,"Payment",20278.25
2186,"Payment",20001.75
2187,"Payment",21171
2188,"Payment",20100
2189,"Payment",20298.25
2190,"Payment",21374.75
2191,"Payment",19698
2192,"Payment",20889.3333
2193,"Payment",20733.5
2194,"Payment",19709.5
2195,"Payment",20528.75
2196,"Payment",20941.5
2197,"Payment",19494.75
2198,"Payment",19553
2199,"Payment",20795
2200,"Payment",19858.25
2201,"Payment",18013.3333
2202,"Payment",20362
2203,"Payment",19425.5
2204,"Payment",16365.6667
2205,"Payment",17741
2206,"Payment",22443.25
2207,"Payment",23109.6667
2208,"Payment",23359
2209,"Payment",21086.25
2210,"Payment",20804
2211,"Payment",20001
2212,"Payment",19646.3333
2213,"Payment",19816
2214,"Payment",23044
2215,"Payment",22813.25
2216,"Payment",22797.75
2217,"Payment",22764
2218,"Payment",18418.3333
2219,"Payment",23955.5
2220,"Payment",23203
2221,"Payment",20989.25
2222,"Payment",20172.75
2223,"Payment",21817.25
2224,"Payment",20751.75
2225,"Payment",21086
2226,"Payment",23477
2227,"Payment",20915.6667
2228,"Payment",21248
2229,"Payment",18836.3333
2230,"Payment",22113.75
2231,"Payment",22943.5
0,"Residual",454.76599999999962
1,"Residual",-693.88999999999942
2,"Residual",115.50800000000163
3,"Residual",-599.40000000000146
4,"Residual",539.12900000000081
5,"Residual",37.488000000001193
6,"Residual",409.74729999999909
7,"Residual",-830.7400000000016
8,"Residual",-66.601999999998952
9,"Residual",-350.02999999999884
10,"Residual",-152.99399999999878
11,"Residual",-1006.9300000000003
12,"Residual",211.33199999999852
13,"Residual",183.73600000000081
14,"Residual",-213.47899999999936
15,"Residual",-541.67399999999907
16,"Residual",156.43829999999798
17,"Residual",-185.24599999999919
18,"Residual",-223.6929999999993
19,"Residual",108.93999999999869
20,"Residual",-7.1692999999977474
21,"Residual",-1391.5679999999993
22,"Residual",7.0139999999992142
23,"Residual",4.4092999999993481
24,"Residual",362.47300000000178
25,"Residual",141.52500000000146
26,"Residual",-456.28499999999985
27,"Residual",-205.3070000000007
28,"Residual",226.9429999999993
29,"Residual",-1281.6330000000016
30,"Residual",-432.61329999999725
31,"Residual",563.24929999999949
32,"Residual",175.61699999999837
33,"Residual",86.515999999999622
34,"Residual",-232.87900000000081
35,"Residual",168.3849999999984
36,"Residual",-321.97370000000228
37,"Residual",-1211.1800000000003
38,"Residual",476.35499999999956
39,"Residual",-227.98400000000038
40,"Residual",205.73400000000038
41,"Residual",798.59000000000015
42,"Residual",1848.922700000001
43,"Residual",226.26399999999921
44,"Residual",-260.78099999999904
45,"Residual",264.99399999999878
46,"Residual",-1172.7949999999983
47,"Residual",310.75800000000163
48,"Residual",-1017.344000000001
49,"Residual",-1073.5020000000004
50,"Residual",131.90999999999985
51,"Residual",87.680000000000291
52,"Residual",-163.29899999999907
53,"Residual",265.20500000000175
54,"Residual",-1318.0329999999994
55,"Residual",-635.82400000000052
56,"Residual",-1025.9352999999974
57,"Residual",-352.20100000000093
58,"Residual",413.45100000000093
59,"Residual",42.11699999999837
60,"Residual",-337.65000000000146
61,"Residual",-1220.0679999999993
62,"Residual",-1939.8240000000005
63,"Residual",603.74599999999919
64,"Residual",352.45999999999913
65,"Residual",-762.08599999999933
66,"Residual",-253.36999999999898
67,"Residual",-911.880000000001
68,"Residual",253.35199999999895
69,"Residual",-257.65999999999985
70,"Residual",-78.562000000001717
71,"Residual",-543.14600000000064
72,"Residual",-685.20300000000134
73,"Residual",-28.052999999999884
74,"Residual",69.549999999999272
75,"Residual",370.40799999999945
76,"Residual",-605.6983
77,"Residual",-360.10499999999956
78,"Residual",-332.369999999999
79,"Residual",-809.90000000000146
80,"Residual",-563.29899999999907
81,"Residual",49.790000000000873
82,"Residual",-264.0570000000007
83,"Residual",-7.6719999999986612
84,"Residual",184.04999999999927
85,"Residual",-805.19099999999889
86,"Residual",157.40529999999853
87,"Residual",-63.3070000000007
88,"Residual",158.10469999999987
89,"Residual",-232.91200000000026
90,"Residual",269.01599999999962
91,"Residual",-1164.2089999999989
92,"Residual",120.60199999999895
93,"Residual",-333.47000000000116
94,"Residual",-78.378299999996671
95,"Residual",-34.979999999999563
96,"Residual",-234.49399999999878
97,"Residual",-64.997999999999593
98,"Residual",-1618.5469999999987
99,"Residual",-177.88999999999942
100,"Residual",55.215000000000146
101,"Residual",314.061700000002
102,"Residual",-606.49599999999919
103,"Residual",425.42399999999907
104,"Residual",34.434000000001106
105,"Residual",2948.9789999999994
106,"Residual",120.29699999999866
107,"Residual",162.84400000000096
108,"Residual",-49.967000000000553
109,"Residual",-270.80299999999988
110,"Residual",-163.98600000000081
111,"Residual",400.95899999999892
112,"Residual",-103.43600000000151
113,"Residual",54.354699999999866
114,"Residual",-1.1049999999995634
115,"Residual",-1269.8709999999992
116,"Residual",-360.79999999999927
117,"Residual",-1045.5570000000007
118,"Residual",896.69700000000012
119,"Residual",-793.107
120,"Residual",-71.183299999996962
121,"Residual",-156.67199999999866
122,"Residual",-508.14500000000044
123,"Residual",-347.8972999999969
124,"Residual",94.813999999998487
125,"Residual",-900.67199999999866
126,"Residual",-424.84000000000015
127,"Residual",-1067.8240000000005
128,"Residual",-351.24199999999837
129,"Residual",-375.91400000000067
130,"Residual",1003.6032999999989
131,"Residual",110.87099999999919
132,"Residual",-618.55900000000111
133,"Residual",-1089.3050000000003
134,"Residual",40.212999999999738
135,"Residual",919.2957000000024
136,"Residual",-593.30299999999988
137,"Residual",52.613000000001193
138,"Residual",-926.28700000000026
139,"Residual",-120.32800000000134
140,"Residual",-874.77500000000146
141,"Residual",-1041.7862999999998
142,"Residual",-153.34999999999854
143,"Residual",-207.74399999999878
144,"Residual",-1580.4079999999994
145,"Residual",128.71299999999974
146,"Residual",-130.6349999999984
147,"Residual",-407.64800000000105
148,"Residual",575.98270000000048
149,"Residual",-127.91200000000026
150,"Residual",-217.34670000000187
151,"Residual",-1733.9039999999986
152,"Residual",65.8630000000012
153,"Residual",485.22829999999885
154,"Residual",-11.317999999999302
155,"Residual",-938.76399999999921
156,"Residual",-134.96670000000086
157,"Residual",-459.85699999999997
158,"Residual",-1031.9730000000018
159,"Residual",323.92799999999988
160,"Residual",423.33729999999923
161,"Residual",38.025000000001455
162,"Residual",49.786299999999756
163,"Residual",122.58000000000175
164,"Residual",942.99199999999837
165,"Residual",-56.669999999998254
166,"Residual",-638.05900000000111
167,"Residual",334.36429999999746
168,"Residual",-257.08000000000175
169,"Residual",-768.982
170,"Residual",-1902.7459999999992
171,"Residual",147.77699999999822
172,"Residual",-343.91470000000118
173,"Residual",1872.0529999999999
174,"Residual",-480.27000000000044
175,"Residual",-936.14600000000064
176,"Residual",-831.55900000000111
177,"Residual",-738.61300000000119
178,"Residual",-1603.405999999999
179,"Residual",-92.770000000000437
180,"Residual",231.82400000000052
181,"Residual",459.90199999999822
182,"Residual",-230.27999999999884
183,"Residual",-223.19029999999839
184,"Residual",-221.45699999999852
185,"Residual",-1644.2360000000008
186,"Residual",340.38899999999921
187,"Residual",10.549999999999272
188,"Residual",-888.05500000000029
189,"Residual",732.53170000000318
190,"Residual",269.07600000000093
191,"Residual",-430.59600000000137
192,"Residual",50.569999999999709
193,"Residual",156.53099999999904
194,"Residual",184.87099999999919
195,"Residual",-1155.8260000000009
196,"Residual",1047.344000000001
197,"Residual",35.965000000000146
198,"Residual",-1132.6779999999999
199,"Residual",-274.75600000000122
200,"Residual",-687.50400000000081
201,"Residual",-866.09200000000055
202,"Residual",-285.625
203,"Residual",2.3699999999989814
204,"Residual",-328.70699999999852
205,"Residual",-146.49670000000333
206,"Residual",-472.31200000000172
207,"Residual",-281.06999999999971
208,"Residual",-1227.0550000000003
209,"Residual",-146.05299999999988
210,"Residual",388.09200000000055
211,"Residual",-1027.7150000000001
212,"Residual",-877.73400000000038
213,"Residual",348.29300000000148
214,"Residual",104.76399999999921
215,"Residual",504.92599999999948
216,"Residual",374.15000000000146
217,"Residual",-144.38999999999942
218,"Residual",-1122.1640000000007
219,"Residual",-77.018700000000536
220,"Residual",55.826000000000931
221,"Residual",-189.4429999999993
222,"Residual",-1139.436700000002
223,"Residual",-426.43000000000029
224,"Residual",286.27999999999884
225,"Residual",-155.52000000000044
226,"Residual",-233.59200000000055
227,"Residual",-335.28499999999985
228,"Residual",-228.90399999999863
229,"Residual",787.87670000000071
230,"Residual",-1998.7560000000012
231,"Residual",-592.09000000000015
232,"Residual",-594.84600000000137
233,"Residual",-599.11000000000058
234,"Residual",-1459.4880000000012
235,"Residual",152.86300000000119
236,"Residual",2.6820000000006985
237,"Residual",-436.29000000000087
238,"Residual",200.70000000000073
239,"Residual",-1392.1779999999999
240,"Residual",-169.35499999999956
241,"Residual",-1680.9000000000015
242,"Residual",977.898000000001
243,"Residual",287.36170000000129
244,"Residual",-130.90000000000146
245,"Residual",53.9542999999976
246,"Residual",-442.71299999999974
247,"Residual",-75.686000000001513
