Bank Name,City,ST,CERT,Acquiring Institution,Closing Date,Updated Date,Closing Year
"Michigan Heritage Bank","Farmington Hills","MI",34369,"Level One Bank",2009-04-24 00:00:00.000,2012-08-17 00:00:00.000,2009
"American Southern Bank","Kennesaw","GA",57943,"Bank of North Georgia",2009-04-24 00:00:00.000,2012-08-17 00:00:00.000,2009
"Great Basin Bank of Nevada","Elko","NV",33824,"Nevada State Bank",2009-04-17 00:00:00.000,2012-09-04 00:00:00.000,2009
"American Sterling Bank","Sugar Creek","MO",8266,"Metcalf Bank",2009-04-17 00:00:00.000,2012-08-31 00:00:00.000,2009
"New Frontier Bank","Greeley","CO",34881,"No Acquirer",2009-04-10 00:00:00.000,2012-09-04 00:00:00.000,2009
"Cape Fear Bank","Wilmington","NC",34639,"First Federal Savings and Loan Association",2009-04-10 00:00:00.000,2017-04-10 00:00:00.000,2009
"Omni National Bank","Atlanta","GA",22238,"No Acquirer",2009-03-27 00:00:00.000,2012-08-17 00:00:00.000,2009
"TeamBank, NA","Paola","KS",4754,"Great Southern Bank",2009-03-20 00:00:00.000,2016-09-12 00:00:00.000,2009
"Colorado National Bank","Colorado Springs","CO",18896,"Herring Bank",2009-03-20 00:00:00.000,2016-12-12 00:00:00.000,2009
"FirstCity Bank","Stockbridge","GA",18243,"No Acquirer",2009-03-20 00:00:00.000,2012-08-17 00:00:00.000,2009
"Freedom Bank of Georgia","Commerce","GA",57558,"Northeast Georgia Bank",2009-03-06 00:00:00.000,2012-08-17 00:00:00.000,2009
"Security Savings Bank","Henderson","NV",34820,"Bank of Nevada",2009-02-27 00:00:00.000,2012-09-07 00:00:00.000,2009
"Silver Falls Bank","Silverton","OR",35399,"Citizens Bank",2009-02-20 00:00:00.000,2012-08-17 00:00:00.000,2009
"Pinnacle Bank of Oregon","Beaverton","OR",57342,"Washington Trust Bank of Spokane",2009-02-13 00:00:00.000,2015-12-07 00:00:00.000,2009
"Riverside Bank of the Gulf Coast","Cape Coral","FL",34563,"TIB Bank",2009-02-13 00:00:00.000,2012-08-17 00:00:00.000,2009
"Sherman County Bank","Loup City","NE",5431,"Heritage Bank",2009-02-13 00:00:00.000,2012-08-17 00:00:00.000,2009
"County Bank","Merced","CA",22574,"Westamerica Bank",2009-02-06 00:00:00.000,2012-09-04 00:00:00.000,2009
"Alliance Bank","Culver City","CA",23124,"California Bank & Trust",2009-02-06 00:00:00.000,2012-08-16 00:00:00.000,2009
"FirstBank Financial Services","McDonough","GA",57017,"Regions Bank",2009-02-06 00:00:00.000,2012-08-16 00:00:00.000,2009
"Ocala National Bank","Ocala","FL",26538,"CenterState Bank of Florida, N.A.",2009-01-30 00:00:00.000,2012-09-04 00:00:00.000,2009
"Suburban FSB","Crofton","MD",30763,"Bank of Essex",2009-01-30 00:00:00.000,2016-02-04 00:00:00.000,2009
"MagnetBank","Salt Lake City","UT",58001,"No Acquirer",2009-01-30 00:00:00.000,2012-08-16 00:00:00.000,2009
"1st Centennial Bank","Redlands","CA",33025,"First California Bank",2009-01-23 00:00:00.000,2016-04-13 00:00:00.000,2009
"Bank of Clark County","Vancouver","WA",34959,"Umpqua Bank",2009-01-16 00:00:00.000,2012-08-16 00:00:00.000,2009
"Sanderson State Bank","Sanderson","TX",11568,"The Pecos County State Bank",2008-12-12 00:00:00.000,2013-10-25 00:00:00.000,2008
"Haven Trust Bank","Duluth","GA",35379,"Branch Banking & Trust Company, (BB&T)",2008-12-12 00:00:00.000,2012-08-16 00:00:00.000,2008
"First Georgia Community Bank","Jackson","GA",34301,"United Bank",2008-12-05 00:00:00.000,2012-08-16 00:00:00.000,2008
"PFF Bank & Trust","Pomona","CA",28344,"U.S. Bank, N.A.",2008-11-21 00:00:00.000,2013-01-04 00:00:00.000,2008
"Downey Savings & Loan","Newport Beach","CA",30968,"U.S. Bank, N.A.",2008-11-21 00:00:00.000,2013-01-04 00:00:00.000,2008
"Community Bank","Loganville","GA",16490,"Bank of Essex",2008-11-21 00:00:00.000,2012-09-04 00:00:00.000,2008
"Security Pacific Bank","Los Angeles","CA",23595,"Pacific Western Bank",2008-11-07 00:00:00.000,2012-08-28 00:00:00.000,2008
"Franklin Bank, SSB","Houston","TX",26870,"Prosperity Bank",2008-11-07 00:00:00.000,2012-08-16 00:00:00.000,2008
"Freedom Bank","Bradenton","FL",57930,"Fifth Third Bank",2008-10-31 00:00:00.000,2012-08-16 00:00:00.000,2008
"Alpha Bank & Trust","Alpharetta","GA",58241,"Stearns Bank, N.A.",2008-10-24 00:00:00.000,2012-08-16 00:00:00.000,2008
"Main Street Bank","Northville","MI",57654,"Monroe Bank & Trust",2008-10-10 00:00:00.000,2013-08-01 00:00:00.000,2008
"Washington Mutual Bank (Including its subsidiary Washington Mutual Bank FSB)","Henderson","NV",32633,"JP Morgan Chase Bank",2008-09-25 00:00:00.000,2015-08-04 00:00:00.000,2008
"Ameribank","Northfork","WV",6782,"The Citizens Savings Bank, Pioneer Community Bank, Inc.",2008-09-19 00:00:00.000,2015-09-21 00:00:00.000,2008
"Silver State Bank","Henderson","NV",34194,"Nevada State Bank",2008-09-05 00:00:00.000,2013-10-25 00:00:00.000,2008
"Integrity Bank","Alpharetta","GA",35469,"Regions Bank",2008-08-29 00:00:00.000,2012-08-16 00:00:00.000,2008
"Columbian Bank & Trust","Topeka","KS",22728,"Citizens Bank & Trust",2008-08-22 00:00:00.000,2015-03-26 00:00:00.000,2008
"First Priority Bank","Bradenton","FL",57523,"SunTrust Bank",2008-08-01 00:00:00.000,2016-12-12 00:00:00.000,2008
"First Heritage Bank, NA","Newport Beach","CA",57961,"Mutual of Omaha Bank",2008-07-25 00:00:00.000,2016-09-12 00:00:00.000,2008
"First National Bank of Nevada","Reno","NV",27011,"Mutual of Omaha Bank",2008-07-25 00:00:00.000,2012-08-28 00:00:00.000,2008
"IndyMac Bank","Pasadena","CA",29730,"OneWest Bank, FSB",2008-07-11 00:00:00.000,2015-04-22 00:00:00.000,2008
"First Integrity Bank, NA","Staples","MN",12736,"First International Bank and Trust",2008-05-30 00:00:00.000,2016-10-20 00:00:00.000,2008
"ANB Financial, NA","Bentonville","AR",33901,"Pulaski Bank and Trust Company",2008-05-09 00:00:00.000,2012-08-28 00:00:00.000,2008
"Hume Bank","Hume","MO",1971,"Security Bank",2008-03-07 00:00:00.000,2012-08-28 00:00:00.000,2008
"Douglass National Bank","Kansas City","MO",24660,"Liberty Bank and Trust Company",2008-01-25 00:00:00.000,2012-10-26 00:00:00.000,2008
"Miami Valley Bank","Lakeview","OH",16848,"The Citizens Banking Company",2007-10-04 00:00:00.000,2016-09-12 00:00:00.000,2007
"NetBank","Alpharetta","GA",32575,"ING DIRECT",2007-09-28 00:00:00.000,2012-08-28 00:00:00.000,2007
"Metropolitan Savings Bank","Pittsburgh","PA",35353,"Allegheny Valley Bank of Pittsburgh",2007-02-02 00:00:00.000,2010-10-27 00:00:00.000,2007
"Bank of Ephraim","Ephraim","UT",1249,"Far West Bank",2004-06-25 00:00:00.000,2008-04-09 00:00:00.000,2004
"Reliance Bank","White Plains","NY",26778,"Union State Bank",2004-03-19 00:00:00.000,2008-04-09 00:00:00.000,2004
"Guaranty National Bank of Tallahassee","Tallahassee","FL",26838,"Hancock Bank of Florida",2004-03-12 00:00:00.000,2012-06-05 00:00:00.000,2004
"Dollar Savings Bank","Newark","NJ",31330,"No Acquirer",2004-02-14 00:00:00.000,2008-04-09 00:00:00.000,2004
"Pulaski Savings Bank","Philadelphia","PA",27203,"Earthstar Bank",2003-11-14 00:00:00.000,2005-07-22 00:00:00.000,2003
"First National Bank of Blanchardville","Blanchardville","WI",11639,"The Park Bank",2003-05-09 00:00:00.000,2012-06-05 00:00:00.000,2003
"Southern Pacific Bank","Torrance","CA",27094,"Beal Bank",2003-02-07 00:00:00.000,2008-10-20 00:00:00.000,2003
"Farmers Bank of Cheneyville","Cheneyville","LA",16445,"Sabine State Bank & Trust",2002-12-17 00:00:00.000,2004-10-20 00:00:00.000,2002
"Bank of Alamo","Alamo","TN",9961,"No Acquirer",2002-11-08 00:00:00.000,2005-03-18 00:00:00.000,2002
"AmTrade International Bank","Atlanta","GA",33784,"No Acquirer",2002-09-30 00:00:00.000,2006-09-11 00:00:00.000,2002
"Connecticut Bank of Commerce","Stamford","CT",19183,"Hudson United Bank",2002-06-26 00:00:00.000,2012-02-14 00:00:00.000,2002
"New Century Bank","Shelby Township","MI",34979,"No Acquirer",2002-03-28 00:00:00.000,2005-03-18 00:00:00.000,2002
"Net 1st National Bank","Boca Raton","FL",26652,"Bank Leumi USA",2002-03-01 00:00:00.000,2008-04-09 00:00:00.000,2002
"NextBank, NA","Phoenix","AZ",22314,"No Acquirer",2002-02-07 00:00:00.000,2015-02-05 00:00:00.000,2002
"Oakwood Deposit Bank Co.","Oakwood","OH",8966,"The State Bank & Trust Company",2002-02-01 00:00:00.000,2012-10-25 00:00:00.000,2002
"Bank of Sierra Blanca","Sierra Blanca","TX",22002,"The Security State Bank of Pecos",2002-01-18 00:00:00.000,2003-11-06 00:00:00.000,2002
"Hamilton Bank, NA","Miami","FL",24382,"Israel Discount Bank of New York",2002-01-11 00:00:00.000,2015-09-21 00:00:00.000,2002
"Malta National Bank","Malta","OH",6629,"North Valley Bank",2001-05-03 00:00:00.000,2002-11-18 00:00:00.000,2001
"First Alliance Bank & Trust Co.","Manchester","NH",34264,"Southern New Hampshire Bank & Trust",2001-02-02 00:00:00.000,2003-02-18 00:00:00.000,2001
"Bank of Honolulu","Honolulu","HI",21029,"Bank of the Orient",2000-10-13 00:00:00.000,2005-03-17 00:00:00.000,2000
"Fayette County Bank","Saint Elmo","IL",1802,"United Fidelity Bank, fsb",2017-05-26 00:00:00.000,2017-06-01 00:00:00.000,2017
"Seaway Bank and Trust Company","Chicago","IL",19328,"State Bank of Texas",2017-01-27 00:00:00.000,2017-05-18 00:00:00.000,2017
"Edgebrook Bank","Chicago","IL",57772,"Republic Bank of Chicago",2015-05-08 00:00:00.000,2016-07-12 00:00:00.000,2015
"Highland Community Bank","Chicago","IL",20290,"United Fidelity Bank, fsb",2015-01-23 00:00:00.000,2015-04-21 00:00:00.000,2015
"The National Republic Bank of Chicago","Chicago","IL",916,"State Bank of Texas",2014-10-24 00:00:00.000,2016-01-06 00:00:00.000,2014
"GreenChoice Bank, fsb","Chicago","IL",28462,"Providence Bank, LLC",2014-07-25 00:00:00.000,2016-12-12 00:00:00.000,2014
"Valley Bank","Moline","IL",10450,"Great Southern Bank",2014-06-20 00:00:00.000,2015-06-26 00:00:00.000,2014
"AztecAmerica Bank","Berwyn","IL",57866,"Republic Bank of Chicago",2014-05-16 00:00:00.000,2016-10-20 00:00:00.000,2014
"DuPage National Bank","West Chicago","IL",5732,"Republic Bank of Chicago",2014-01-17 00:00:00.000,2016-10-20 00:00:00.000,2014
"Covenant Bank","Chicago","IL",22476,"Liberty Bank and Trust Company",2013-02-15 00:00:00.000,2015-09-21 00:00:00.000,2013
"Citizens First National Bank","Princeton","IL",3731,"Heartland Bank and Trust Company",2012-11-02 00:00:00.000,2013-11-22 00:00:00.000,2012
"First United Bank","Crete","IL",20685,"Old Plank Trail Community Bank, National Association",2012-09-28 00:00:00.000,2013-11-01 00:00:00.000,2012
"Waukegan Savings Bank","Waukegan","IL",28243,"First Midwest Bank",2012-08-03 00:00:00.000,2015-12-07 00:00:00.000,2012
"Second Federal Savings and Loan Association of Chicago","Chicago","IL",27986,"Hinsdale Bank & Trust Company",2012-07-20 00:00:00.000,2013-01-14 00:00:00.000,2012
"Farmers' and Traders' State Bank","Shabbona","IL",9257,"First State Bank",2012-06-08 00:00:00.000,2012-10-10 00:00:00.000,2012
"Premier Bank","Wilmette","IL",35419,"International Bank of Chicago",2012-03-23 00:00:00.000,2012-10-17 00:00:00.000,2012
"New City Bank","Chicago","IL",57597,"No Acquirer",2012-03-09 00:00:00.000,2012-10-29 00:00:00.000,2012
"Charter National Bank and Trust","Hoffman Estates","IL",23187,"Barrington Bank & Trust Company, National Association",2012-02-10 00:00:00.000,2013-03-25 00:00:00.000,2012
"All American Bank","Des Plaines","IL",57759,"International Bank of Chicago",2011-10-28 00:00:00.000,2012-08-15 00:00:00.000,2011
"Country Bank","Aledo","IL",35395,"Blackhawk Bank & Trust",2011-10-14 00:00:00.000,2017-04-13 00:00:00.000,2011
"First Choice Bank","Geneva","IL",57212,"Inland Bank & Trust",2011-08-19 00:00:00.000,2015-02-05 00:00:00.000,2011
"Bank of Shorewood","Shorewood","IL",22637,"Heartland Bank and Trust Company",2011-08-05 00:00:00.000,2016-10-20 00:00:00.000,2011
"First Chicago Bank & Trust","Chicago","IL",27935,"Northbrook Bank & Trust Company",2011-07-08 00:00:00.000,2012-09-09 00:00:00.000,2011
"Western Springs National Bank and Trust","Western Springs","IL",10086,"Heartland Bank and Trust Company",2011-04-08 00:00:00.000,2013-01-22 00:00:00.000,2011
"The Bank of Commerce","Wood Dale","IL",34292,"Advantage National Bank Group",2011-03-25 00:00:00.000,2013-01-22 00:00:00.000,2011
"Valley Community Bank","St. Charles","IL",34187,"First State Bank",2011-02-25 00:00:00.000,2015-02-05 00:00:00.000,2011
"Community First Bank Chicago","Chicago","IL",57948,"Northbrook Bank & Trust Company",2011-02-04 00:00:00.000,2012-08-20 00:00:00.000,2011
"First Suburban National Bank","Maywood","IL",16089,"Seaway Bank and Trust Company",2010-10-22 00:00:00.000,2012-08-20 00:00:00.000,2010
"ShoreBank","Chicago","IL",15640,"Urban Partnership Bank",2010-08-20 00:00:00.000,2013-05-16 00:00:00.000,2010
"Palos Bank and Trust Company","Palos Heights","IL",17599,"First Midwest Bank",2010-08-13 00:00:00.000,2012-08-22 00:00:00.000,2010
"Ravenswood Bank","Chicago","IL",34231,"Northbrook Bank & Trust Company",2010-08-06 00:00:00.000,2012-08-22 00:00:00.000,2010
"Arcola Homestead Savings Bank","Arcola","IL",31813,"No Acquirer",2010-06-04 00:00:00.000,2015-05-08 00:00:00.000,2010
"Midwest Bank and Trust Company","Elmwood Park","IL",18117,"FirstMerit Bank, N.A.",2010-05-14 00:00:00.000,2012-08-23 00:00:00.000,2010
"Wheatland Bank","Naperville","IL",58429,"Wheaton Bank & Trust",2010-04-23 00:00:00.000,2012-08-23 00:00:00.000,2010
"Peotone Bank and Trust Company","Peotone","IL",10888,"First Midwest Bank",2010-04-23 00:00:00.000,2012-08-23 00:00:00.000,2010
"Lincoln Park Savings Bank","Chicago","IL",30600,"Northbrook Bank & Trust Company",2010-04-23 00:00:00.000,2012-08-23 00:00:00.000,2010
"New Century Bank","Chicago","IL",34821,"MB Financial Bank, N.A.",2010-04-23 00:00:00.000,2012-08-23 00:00:00.000,2010
"Citizens Bank and Trust Company of Chicago","Chicago","IL",34658,"Republic Bank of Chicago",2010-04-23 00:00:00.000,2014-06-05 00:00:00.000,2010
"Broadway Bank","Chicago","IL",22853,"MB Financial Bank, N.A.",2010-04-23 00:00:00.000,2012-08-23 00:00:00.000,2010
"Amcore Bank, National Association","Rockford","IL",3735,"Harris N.A.",2010-04-23 00:00:00.000,2012-08-23 00:00:00.000,2010
"Bank of Illinois","Normal","IL",9268,"Heartland Bank and Trust Company",2010-03-05 00:00:00.000,2012-08-23 00:00:00.000,2010
"George Washington Savings Bank","Orland Park","IL",29952,"FirstMerit Bank, N.A.",2010-02-19 00:00:00.000,2012-08-24 00:00:00.000,2010
"Town Community Bank & Trust","Antioch","IL",34705,"First American Bank",2010-01-15 00:00:00.000,2012-08-23 00:00:00.000,2010
"Independent Bankers' Bank","Springfield","IL",26820,"The Independent BankersBank (TIB)",2009-12-18 00:00:00.000,2012-08-23 00:00:00.000,2009
"Benchmark Bank","Aurora","IL",10440,"MB Financial Bank, N.A.",2009-12-04 00:00:00.000,2012-08-23 00:00:00.000,2009
"Park National Bank","Chicago","IL",11677,"U.S. Bank N.A.",2009-10-30 00:00:00.000,2012-08-22 00:00:00.000,2009
"Community Bank of Lemont","Lemont","IL",35291,"U.S. Bank N.A.",2009-10-30 00:00:00.000,2013-01-15 00:00:00.000,2009
"First DuPage Bank","Westmont","IL",35038,"First Midwest Bank",2009-10-23 00:00:00.000,2012-08-22 00:00:00.000,2009
"Corus Bank, N.A.","Chicago","IL",13693,"MB Financial Bank, N.A.",2009-09-11 00:00:00.000,2012-08-21 00:00:00.000,2009
"Platinum Community Bank","Rolling Meadows","IL",35030,"No Acquirer",2009-09-04 00:00:00.000,2012-08-21 00:00:00.000,2009
"InBank","Oak Forest","IL",20203,"MB Financial Bank, N.A.",2009-09-04 00:00:00.000,2015-10-17 00:00:00.000,2009
"Mutual Bank","Harvey","IL",18659,"United Central Bank",2009-07-31 00:00:00.000,2012-08-20 00:00:00.000,2009
"Founders Bank","Worth","IL",18390,"The PrivateBank and Trust Company",2009-07-02 00:00:00.000,2012-08-20 00:00:00.000,2009
"First National Bank of Danville","Danville","IL",3644,"First Financial Bank, N.A.",2009-07-02 00:00:00.000,2012-08-20 00:00:00.000,2009
"Elizabeth State Bank","Elizabeth","IL",9262,"Galena State Bank and Trust Company",2009-07-02 00:00:00.000,2012-08-20 00:00:00.000,2009
"Rock River Bank","Oregon","IL",15302,"The Harvard State Bank",2009-07-02 00:00:00.000,2012-08-20 00:00:00.000,2009
"First State Bank of Winchester","Winchester","IL",11710,"The First National Bank of Beardstown",2009-07-02 00:00:00.000,2012-08-20 00:00:00.000,2009
"John Warner Bank","Clinton","IL",12093,"State Bank of Lincoln",2009-07-02 00:00:00.000,2012-08-20 00:00:00.000,2009
"Bank of Lincolnwood","Lincolnwood","IL",17309,"Republic Bank of Chicago",2009-06-05 00:00:00.000,2012-08-17 00:00:00.000,2009
"Citizens National Bank","Macomb","IL",5757,"Morton Community Bank",2009-05-22 00:00:00.000,2012-09-04 00:00:00.000,2009
"Strategic Capital Bank","Champaign","IL",35175,"Midland States Bank",2009-05-22 00:00:00.000,2012-09-04 00:00:00.000,2009
"Heritage Community Bank","Glenwood","IL",20078,"MB Financial Bank, N.A.",2009-02-27 00:00:00.000,2012-08-17 00:00:00.000,2009
"Corn Belt Bank & Trust Co.","Pittsfield","IL",16500,"The Carlinville National Bank",2009-02-13 00:00:00.000,2012-08-17 00:00:00.000,2009
"National Bank of Commerce","Berkeley","IL",19733,"Republic Bank of Chicago",2009-01-16 00:00:00.000,2012-08-16 00:00:00.000,2009
"Meridian Bank","Eldred","IL",13789,"National Bank",2008-10-10 00:00:00.000,2012-05-31 00:00:00.000,2008
"Superior Bank, FSB","Hinsdale","IL",32646,"Superior Federal, FSB",2001-07-27 00:00:00.000,2014-08-19 00:00:00.000,2001
"National State Bank of Metropolis","Metropolis","IL",3815,"Banterra Bank of Marion",2000-12-14 00:00:00.000,2005-03-17 00:00:00.000,2000
