Stock Date,Open,High,Low,Close,Volume,Change Percent,Month,Previous Month,Previous Month Name,Previous Month with Year,Current Month Name,Current Month with Year,Stock Date - Copy,Merged,Percentage Change
2021-03-31 16:00:00.000,646.62,672,641.11,667.93,33337288,-0.0092524665758387109,3,2,"Feb","Feb-2021","Mar","Mar-2021",2021,"3	2021",0.0092524665758387109
2021-04-01 16:00:00.000,688.37,692.42,659.42,661.75,35298378,0.044276539478655015,4,3,"Mar","Mar-2021","Apr","Apr-2021",2021,"4	2021",0.044276539478655015
2021-04-05 16:00:00.000,707.71,708.16,684.7,691.05,41842767,0.00082483177772961448,4,3,"Mar","Mar-2021","Apr","Apr-2021",2021,"4	2021",0.00082483177772961448
2021-04-06 16:00:00.000,690.3,696.55,681.37,691.62,28271839,-0.029857436164367684,4,3,"Mar","Mar-2021","Apr","Apr-2021",2021,"4	2021",0.029857436164367684
2021-04-07 16:00:00.000,687,691.38,667.84,670.97,26309433,0.019121570263946119,4,3,"Mar","Mar-2021","Apr","Apr-2021",2021,"4	2021",0.019121570263946119
2021-04-08 16:00:00.000,677.38,689.55,671.65,683.8,23924329,-0.0099151798771570238,4,3,"Mar","Mar-2021","Apr","Apr-2021",2021,"4	2021",0.0099151798771570238
2019-10-01 16:00:00.000,48.3,49.19,47.83,48.94,6196290,-0.006334286881896101,10,9,"Sep","Sep-2019","Oct","Oct-2019",2019,"10	2019",0.006334286881896101
2019-10-02 16:00:00.000,48.66,48.93,47.89,48.63,6256548,-0.041538145177873805,10,9,"Sep","Sep-2019","Oct","Oct-2019",2019,"10	2019",0.041538145177873805
2019-10-03 16:00:00.000,46.37,46.9,44.86,46.61,15137763,-0.0068654795108345906,10,9,"Sep","Sep-2019","Oct","Oct-2019",2019,"10	2019",0.0068654795108345906
2019-10-04 16:00:00.000,46.32,46.96,45.61,46.29,8021180,0.027003672499459928,10,9,"Sep","Sep-2019","Oct","Oct-2019",2019,"10	2019",0.027003672499459928
2019-10-07 16:00:00.000,45.96,47.71,45.71,47.54,8086957,0.0098864114429953482,10,9,"Sep","Sep-2019","Oct","Oct-2019",2019,"10	2019",0.0098864114429953482
2019-10-08 16:00:00.000,47.17,48.79,46.9,48.01,8702338,0.018746094563632548,10,9,"Sep","Sep-2019","Oct","Oct-2019",2019,"10	2019",0.018746094563632548
2019-10-09 16:00:00.000,48.26,49.46,48.13,48.91,6935033,0.00081782866489483249,10,9,"Sep","Sep-2019","Oct","Oct-2019",2019,"10	2019",0.00081782866489483249
2019-10-10 16:00:00.000,49.06,49.86,48.32,48.95,6313417,0.012870275791624013,10,9,"Sep","Sep-2019","Oct","Oct-2019",2019,"10	2019",0.012870275791624013
2019-10-11 16:00:00.000,49.43,50.22,49.36,49.58,8488159,0.036506655909641028,10,9,"Sep","Sep-2019","Oct","Oct-2019",2019,"10	2019",0.036506655909641028
2019-10-14 16:00:00.000,49.58,51.71,49.43,51.39,10226863,0.0036972173574624971,10,9,"Sep","Sep-2019","Oct","Oct-2019",2019,"10	2019",0.0036972173574624971
2019-10-15 16:00:00.000,51.54,52,50.82,51.58,6479456,0.0071733229934083861,10,9,"Sep","Sep-2019","Oct","Oct-2019",2019,"10	2019",0.0071733229934083861
2019-10-16 16:00:00.000,51.48,52.42,51.38,51.95,6704303,0.0084696823869104473,10,9,"Sep","Sep-2019","Oct","Oct-2019",2019,"10	2019",0.0084696823869104473
2019-10-17 16:00:00.000,52.5,52.96,52.03,52.39,4779043,-0.019087612139721322,10,9,"Sep","Sep-2019","Oct","Oct-2019",2019,"10	2019",0.019087612139721322
2019-10-18 16:00:00.000,52.14,52.56,51.02,51.39,5753666,-0.013426736719206026,10,9,"Sep","Sep-2019","Oct","Oct-2019",2019,"10	2019",0.013426736719206026
2019-10-21 16:00:00.000,51.67,51.9,50.04,50.7,5108101,0.008284023668638946,10,9,"Sep","Sep-2019","Oct","Oct-2019",2019,"10	2019",0.008284023668638946
2019-10-22 16:00:00.000,50.86,51.67,50.17,51.12,4625095,-0.0035211267605633747,10,9,"Sep","Sep-2019","Oct","Oct-2019",2019,"10	2019",0.0035211267605633747
2019-10-23 16:00:00.000,50.9,51.23,50.27,50.94,11216182,0.17667844522968199,10,9,"Sep","Sep-2019","Oct","Oct-2019",2019,"10	2019",0.17667844522968199
2019-10-24 16:00:00.000,59.67,60.99,57.84,59.94,29819231,0.094928261594928232,10,9,"Sep","Sep-2019","Oct","Oct-2019",2019,"10	2019",0.094928261594928232
2019-10-25 16:00:00.000,59.54,66,59.22,65.63,30006091,-0.0013713240895930094,10,9,"Sep","Sep-2019","Oct","Oct-2019",2019,"10	2019",0.0013713240895930094
2019-10-28 16:00:00.000,65.51,68.17,64.52,65.54,18870286,-0.035093072932560331,10,9,"Sep","Sep-2019","Oct","Oct-2019",2019,"10	2019",0.035093072932560331
2019-10-29 16:00:00.000,64,64.86,62.95,63.24,12684267,-0.0037950664136622704,10,9,"Sep","Sep-2019","Oct","Oct-2019",2019,"10	2019",0.0037950664136622704
2019-10-30 16:00:00.000,62.6,63.76,61.99,63,9641810,-0.00031746031746036706,10,9,"Sep","Sep-2019","Oct","Oct-2019",2019,"10	2019",0.00031746031746036706
2019-10-31 16:00:00.000,62.62,63.8,62.6,62.98,5066956,-0.0050809780882819988,10,9,"Sep","Sep-2019","Oct","Oct-2019",2019,"10	2019",0.0050809780882819988
2019-11-01 16:00:00.000,63.26,63.3,61.96,62.66,6383929,0.013246090009575573,11,10,"Oct","Oct-2019","Nov","Nov-2019",2019,"11	2019",0.013246090009575573
2019-11-04 16:00:00.000,62.96,64.39,61.85,63.49,8787040,-0.00078752559458189107,11,10,"Oct","Oct-2019","Nov","Nov-2019",2019,"11	2019",0.00078752559458189107
2019-11-05 16:00:00.000,63.92,64.7,63.22,63.44,6943417,0.029634300126103335,11,10,"Oct","Oct-2019","Nov","Nov-2019",2019,"11	2019",0.029634300126103335
2019-11-06 16:00:00.000,63.6,65.34,62.9,65.32,7940932,0.027403551745254232,11,10,"Oct","Oct-2019","Nov","Nov-2019",2019,"11	2019",0.027403551745254232
2019-11-07 16:00:00.000,65.83,68.3,65.6,67.11,14467348,0.0047682908657429206,11,10,"Oct","Oct-2019","Nov","Nov-2019",2019,"11	2019",0.0047682908657429206
2019-11-08 16:00:00.000,66.9,67.49,66.5,67.43,6074221,0.023580008898116404,11,10,"Oct","Oct-2019","Nov","Nov-2019",2019,"11	2019",0.023580008898116404
2019-11-11 16:00:00.000,68.79,69.84,68.4,69.02,9993689,0.014053897421037366,11,10,"Oct","Oct-2019","Nov","Nov-2019",2019,"11	2019",0.014053897421037366
2019-11-12 16:00:00.000,69.38,70.07,68.81,69.99,7359383,-0.011001571653093243,11,10,"Oct","Oct-2019","Nov","Nov-2019",2019,"11	2019",0.011001571653093243
2019-11-13 16:00:00.000,71,71.27,69.04,69.22,8467863,0.0093903496099394055,11,10,"Oct","Oct-2019","Nov","Nov-2019",2019,"11	2019",0.0093903496099394055
2019-11-14 16:00:00.000,69.22,70.77,68.58,69.87,6471703,0.0080148847860312331,11,10,"Oct","Oct-2019","Nov","Nov-2019",2019,"11	2019",0.0080148847860312331
2019-11-15 16:00:00.000,70.13,70.56,69.67,70.43,4812563,-0.00610535283259984,11,10,"Oct","Oct-2019","Nov","Nov-2019",2019,"11	2019",0.00610535283259984
2019-11-18 16:00:00.000,70.58,70.63,69.22,70,4408505,0.027142857142857225,11,10,"Oct","Oct-2019","Nov","Nov-2019",2019,"11	2019",0.027142857142857225
2019-11-19 16:00:00.000,70.35,72,69.56,71.9,7736078,-0.02030598052851193,11,10,"Oct","Oct-2019","Nov","Nov-2019",2019,"11	2019",0.02030598052851193
2019-11-20 16:00:00.000,72,72.24,69.91,70.44,6733965,0.0075241340147643547,11,10,"Oct","Oct-2019","Nov","Nov-2019",2019,"11	2019",0.0075241340147643547
2019-11-21 16:00:00.000,70.9,72.17,70.8,70.97,6110013,-0.061434408905171191,11,10,"Oct","Oct-2019","Nov","Nov-2019",2019,"11	2019",0.061434408905171191
2019-11-22 16:00:00.000,68.03,68.2,66,66.61,16870642,0.00990842215883496,11,10,"Oct","Oct-2019","Nov","Nov-2019",2019,"11	2019",0.00990842215883496
2019-11-25 16:00:00.000,68.86,68.91,66.89,67.27,12345765,-0.022149546603240595,11,10,"Oct","Oct-2019","Nov","Nov-2019",2019,"11	2019",0.022149546603240595
2019-11-26 16:00:00.000,67.05,67.1,65.42,65.78,7956239,0.0072970507753117048,11,10,"Oct","Oct-2019","Nov","Nov-2019",2019,"11	2019",0.0072970507753117048
2019-11-27 16:00:00.000,66.22,66.79,65.71,66.26,5563459,-0.0040748566254151857,11,10,"Oct","Oct-2019","Nov","Nov-2019",2019,"11	2019",0.0040748566254151857
2019-11-29 13:00:00.000,66.22,66.25,65.5,65.99,2465629,0.014850734959842462,11,10,"Oct","Oct-2019","Nov","Nov-2019",2019,"11	2019",0.014850734959842462
2019-12-02 16:00:00.000,65.88,67.28,65.74,66.97,6081986,0.0040316559653575633,12,11,"Nov","Nov-2019","Dec","Dec-2019",2019,"12	2019",0.0040316559653575633
2019-12-03 16:00:00.000,66.52,67.58,66.44,67.24,6613476,-0.0093694229625222412,12,11,"Nov","Nov-2019","Dec","Dec-2019",2019,"12	2019",0.0093694229625222412
2019-12-04 16:00:00.000,67.55,67.57,66.57,66.61,5536255,-0.0081068908572287379,12,11,"Nov","Nov-2019","Dec","Dec-2019",2019,"12	2019",0.0081068908572287379
2019-12-05 16:00:00.000,66.57,66.88,65.45,66.07,3736976,0.01680036325109753,12,11,"Nov","Nov-2019","Dec","Dec-2019",2019,"12	2019",0.01680036325109753
2019-12-06 16:00:00.000,67,67.77,66.95,67.18,7618937,0.010866329264661948,12,11,"Nov","Nov-2019","Dec","Dec-2019",2019,"12	2019",0.010866329264661948
2019-12-09 16:00:00.000,67.32,68.89,67.02,67.91,9040217,0.027389191577087316,12,11,"Nov","Nov-2019","Dec","Dec-2019",2019,"12	2019",0.027389191577087316
2019-12-10 16:00:00.000,67.99,70.15,67.86,69.77,8839951,0.011036262003726677,12,11,"Nov","Nov-2019","Dec","Dec-2019",2019,"12	2019",0.011036262003726677
2019-12-11 16:00:00.000,70.38,71.44,70.22,70.54,6919162,0.019846895378508526,12,11,"Nov","Nov-2019","Dec","Dec-2019",2019,"12	2019",0.019846895378508526
2019-12-12 16:00:00.000,70.98,72.55,70.65,71.94,7776211,-0.0036141228801777996,12,11,"Nov","Nov-2019","Dec","Dec-2019",2019,"12	2019",0.0036141228801777996
2019-12-13 16:00:00.000,72.21,73.04,70.93,71.68,6574281,0.064453124999999861,12,11,"Nov","Nov-2019","Dec","Dec-2019",2019,"12	2019",0.064453124999999861
2019-12-16 16:00:00.000,72.51,76.72,72.5,76.3,18220940,-0.0065530799475753609,12,11,"Nov","Nov-2019","Dec","Dec-2019",2019,"12	2019",0.0065530799475753609
2019-12-17 16:00:00.000,75.8,77.1,75.18,75.8,8503775,0.037335092348284936,12,11,"Nov","Nov-2019","Dec","Dec-2019",2019,"12	2019",0.037335092348284936
2019-12-18 16:00:00.000,76.13,79.04,76.12,78.63,14136392,0.027724786976980883,12,11,"Nov","Nov-2019","Dec","Dec-2019",2019,"12	2019",0.027724786976980883
2019-12-19 16:00:00.000,79.46,81.37,79.3,80.81,18120307,0.0038361588912263615,12,11,"Nov","Nov-2019","Dec","Dec-2019",2019,"12	2019",0.0038361588912263615
2019-12-20 16:00:00.000,82.06,82.6,80.04,81.12,14785206,0.033530571992110438,12,11,"Nov","Nov-2019","Dec","Dec-2019",2019,"12	2019",0.033530571992110438
2019-12-23 16:00:00.000,82.36,84.4,82,83.84,13332821,0.014432251908396872,12,11,"Nov","Nov-2019","Dec","Dec-2019",2019,"12	2019",0.014432251908396872
2019-12-24 13:00:00.000,83.67,85.09,82.54,85.05,8054720,0.013403880070546744,12,11,"Nov","Nov-2019","Dec","Dec-2019",2019,"12	2019",0.013403880070546744
2019-12-26 16:00:00.000,85.58,86.7,85.27,86.19,10648289,-0.001276250145028419,12,11,"Nov","Nov-2019","Dec","Dec-2019",2019,"12	2019",0.001276250145028419
2019-12-27 16:00:00.000,87,87.06,85.22,86.08,9956827,-0.036477695167286252,12,11,"Nov","Nov-2019","Dec","Dec-2019",2019,"12	2019",0.036477695167286252
2019-12-30 16:00:00.000,85.76,85.8,81.85,82.94,12601265,0.0088015432843019537,12,11,"Nov","Nov-2019","Dec","Dec-2019",2019,"12	2019",0.0088015432843019537
2019-12-31 16:00:00.000,81,84.26,80.42,83.67,10292456,0.028445081869248181,12,11,"Nov","Nov-2019","Dec","Dec-2019",2019,"12	2019",0.028445081869248181
