Host Last Discovered,VM Manager Name,Host Device Name,Host OS Name,Host Cores,Host Ram,VM Count Allocated,Total vCores Allocated,Total Ram Allocated,VM Count In Service,Total vCores In Service,Total Ram In Service,VMs Allocated,VMs In Service,Cores Percent Allocated,Ram Percent Allocated,Cores Percent In Service,Ram Percent In Service,Host ID
2021-11-12 08:10:12.093,"","esxi-90-0-6","VMware ESXi",16,128,34,55,6282,22,32,6216,"peter-centos7-90616.device42.pvt | qa-centos-90618.device42.pvt | WINDOWS-0HTVJ53 | device42.device42.pvt | sol11-90640 | s3-tomcat-9066 | s4-tomcat-9067 | s7-firefox-90610 | s1-mysql-9062.device42.pvt | s5-apache-9064 | s8-firefox-9065 | WINDOWS-HBQPU94 | WINDOWS-L4OHEEV | s9-firefox-9069 | d42-rc.localdomain | s6-apache-9068.device42.pvt | peter-ubu1604-90615 | rcuq02fl9006 | Z-VRA-10-90-0-6.zerto.local | s10-win-90611 | maud01fl9006 | localhost.localdomain | s2-tomcat-9063.device42.pvt | zerto7-90620 | AzureSiteRecovery | wdswq04fl9006 | rcuq03fl9006 | peter-ma-90617 | mauq02fl9006 | WINDOWS-4AC1AAS | wdswq05fl9006 | wdswq02fl9006 | wdswq01fl9006 | peter-ubu1804-90614","peter-centos7-90616.device42.pvt | qa-centos-90618.device42.pvt | device42.device42.pvt | sol11-90640 | s3-tomcat-9066 | s4-tomcat-9067 | s7-firefox-90610 | s1-mysql-9062.device42.pvt | s5-apache-9064 | s8-firefox-9065 | WINDOWS-HBQPU94 | WINDOWS-L4OHEEV | s9-firefox-9069 | d42-rc.localdomain | s6-apache-9068.device42.pvt | peter-ubu1604-90615 | Z-VRA-10-90-0-6.zerto.local | s10-win-90611 | localhost.localdomain | s2-tomcat-9063.device42.pvt | wdswq01fl9006 | peter-ubu1804-90614",343.75,4907.8125,200,4856.25,13801
2021-02-19 05:07:41.036,"","ip-172-31-38-100.ec2.internal","",1,2,1,,,1,,,"e155da35e8db","e155da35e8db",,,,,14152
2021-02-19 05:07:52.400,"","crbntwd02fl9011","Microsoft Windows Server 2012 R2 Standard",2,24,1,1,512,1,1,512,"New Virtual Machine","New Virtual Machine",50,2133.3333,50,2133.3333,14469
2021-05-12 13:40:51.670,"trhmc199","Server-9133-55A-SN06204FH","",8,64,8,,32,8,,32,"trvio101 | vlpar201 | vlpar200 | vlpar202 | vlpar203 | trnim105 | vlpar204 | trvio100","trvio101 | vlpar201 | vlpar200 | vlpar202 | vlpar203 | trnim105 | vlpar204 | trvio100",,50,,50,15464
2021-11-12 05:13:17.183,"","kvmct01wh4219","CentOS",4,4,1,,1,1,,1,"centos7.0","centos7.0",,25,,25,16051
2021-02-19 05:09:00.950,"","ip-10-24-0-90.ec2.internal","RancherOS",1,1,1,,,1,,,"mynginx1_894b625ab867","mynginx1_894b625ab867",,,,,16340
2021-02-19 05:09:02.723,"","6895073467613322649/gke-d42-k8s-default-pool-78f70870-0j7c","gke-11512-gke6001-cos-77-12371-1079-0-v201019-pre",1,3.75,17,,,17,,,"fluentd-gcp_44c03026f453 | sidecar_4a9f7377561c | prometheus-to-sd_a19685b26be2 | prometheus-to-sd-exporter_cb96988886c5 | kubedns_c6da3f7d368c | heapster-nanny_974b44ffd02d | prom-to-sd_04f3c01a116a | php-redis_f4633f0b54f6 | prometheus-to-sd_6944ba20ef8a | heapster_a0c256e81422 | slave_5f1a5e3e80a3 | prometheus-to-sd-new-model_0f9dcd76bc2b | event-exporter_0adce1fc8bf6 | kube-proxy_5c1010fedbfa | kubernetes-dashboard_ce1ff5555eaa | prometheus-to-sd-exporter_916b82bbee66 | dnsmasq_d3ffdedeb6c7","fluentd-gcp_44c03026f453 | sidecar_4a9f7377561c | prometheus-to-sd_a19685b26be2 | prometheus-to-sd-exporter_cb96988886c5 | kubedns_c6da3f7d368c | heapster-nanny_974b44ffd02d | prom-to-sd_04f3c01a116a | php-redis_f4633f0b54f6 | prometheus-to-sd_6944ba20ef8a | heapster_a0c256e81422 | slave_5f1a5e3e80a3 | prometheus-to-sd-new-model_0f9dcd76bc2b | event-exporter_0adce1fc8bf6 | kube-proxy_5c1010fedbfa | kubernetes-dashboard_ce1ff5555eaa | prometheus-to-sd-exporter_916b82bbee66 | dnsmasq_d3ffdedeb6c7",,,,,16381
2021-02-19 05:09:02.840,"","3591547754977958426/gke-d42-k8s-default-pool-78f70870-i4uh","Linux",1,3.75,11,,,11,,,"nginx_689e0f9322f5 | master_1acccd997ecb | kube-proxy_d9e066d7b33d | fluentd-gcp_1ca70ebe9faf | prometheus-to-sd-exporter_ba3ff6eb40ad | nginx-3_679da2d493ae | prometheus-to-sd-new-model_f16170373bdb | nginx_7cd09d14bc82 | prometheus-to-sd_fef81f4792e3 | nginx-3_090247e90fad | slave_8134cb22b6bd","nginx_689e0f9322f5 | master_1acccd997ecb | kube-proxy_d9e066d7b33d | fluentd-gcp_1ca70ebe9faf | prometheus-to-sd-exporter_ba3ff6eb40ad | nginx-3_679da2d493ae | prometheus-to-sd-new-model_f16170373bdb | nginx_7cd09d14bc82 | prometheus-to-sd_fef81f4792e3 | nginx-3_090247e90fad | slave_8134cb22b6bd",,,,,16382
2021-02-19 05:09:02.956,"","4933785851714869978/gke-d42-k8s-default-pool-78f70870-z9hn","Linux",1,3.75,18,,,18,,,"kube-proxy_8be4680e371d | metrics-server_964db67e4cc0 | prometheus-to-sd-new-model_e21bd7700513 | sidecar_091977315c0b | php-redis_83cedb2a69af | php-redis_167adc6f2277 | nginx-3_059d7b4619b5 | metrics-server-nanny_09a994bd8303 | kubedns_91ad4e5d2e0a | dnsmasq_135dffd3cb5a | prometheus-to-sd_934eeb2bbed3 | prometheus-to-sd-exporter_f3d4f2517662 | fluentd-gcp_8a0b5d0897ec | fluentd-gcp-scaler_275fa11b025f | web_1e545a89743f | prometheus-to-sd_89bf09c19231 | autoscaler_7a51c92057da | default-http-backend_06571dd973b5","kube-proxy_8be4680e371d | metrics-server_964db67e4cc0 | prometheus-to-sd-new-model_e21bd7700513 | sidecar_091977315c0b | php-redis_83cedb2a69af | php-redis_167adc6f2277 | nginx-3_059d7b4619b5 | metrics-server-nanny_09a994bd8303 | kubedns_91ad4e5d2e0a | dnsmasq_135dffd3cb5a | prometheus-to-sd_934eeb2bbed3 | prometheus-to-sd-exporter_f3d4f2517662 | fluentd-gcp_8a0b5d0897ec | fluentd-gcp-scaler_275fa11b025f | web_1e545a89743f | prometheus-to-sd_89bf09c19231 | autoscaler_7a51c92057da | default-http-backend_06571dd973b5",,,,,16383
2021-03-23 04:53:27.153,"","ip-172-31-30-27","Ubuntu",1,1,1,,,1,,,"web_73429842052b","web_73429842052b",,,,,16581
2021-04-15 11:25:39.853,"","test_host","RHEL",8,31.247,2,2,2,2,2,2,"test_vm2 | test_vm","test_vm2 | test_vm",25,6.4006,25,6.4006,16615
2021-09-09 20:35:07.910,"","3945975032884169077/gke-d42-k8s-default-pool-78f70870-b7fm","gke-11820-gke901-cos-85-13310-1260-22-v210804-pre",1,3.75,13,,,13,,,"nginx-3_8404657e8611 | gke-metrics-agent_b61b4d96d1fb | slave_d7002208b7a3 | metrics-server_aebae6bc8059 | default-http-backend_df6c74d86a1f | fluentbit_b6cedd3d913c | php-redis_0477b3398640 | kubernetes-dashboard_7dc47480084e | php-redis_966a8217f986 | php-redis_19c1cfe47ff5 | fluentbit-gke_bc95aaad83d3 | metrics-server-nanny_cdea16543e98 | kube-proxy_d69426d6b67a","nginx-3_8404657e8611 | gke-metrics-agent_b61b4d96d1fb | slave_d7002208b7a3 | metrics-server_aebae6bc8059 | default-http-backend_df6c74d86a1f | fluentbit_b6cedd3d913c | php-redis_0477b3398640 | kubernetes-dashboard_7dc47480084e | php-redis_966a8217f986 | php-redis_19c1cfe47ff5 | fluentbit-gke_bc95aaad83d3 | metrics-server-nanny_cdea16543e98 | kube-proxy_d69426d6b67a",,,,,16851
2021-09-09 20:35:08.036,"","6739640345973164116/gke-d42-k8s-default-pool-78f70870-q6z9","gke-11820-gke901-cos-85-13310-1260-22-v210804-pre",1,3.75,15,,,15,,,"gke-metrics-agent_8d44165ae3c6 | nginx_fd4af3e8883c | master_e4284aa3d6c2 | slave_bbfc93f87666 | event-exporter_69f33b0c555e | prometheus-to-sd-exporter_a2f561217fe8 | fluentbit_610d7538c8dc | fluentbit-gke_9ce8908babcb | kubedns_62b76339cf6f | dnsmasq_2534e01afc7f | sidecar_8e0b9c04d3e6 | prometheus-to-sd_a31fa5bc7180 | kube-proxy_3d8c8f13d1af | metadata-agent_513761c95ee4 | metadata-agent-nanny_96ac269c76da","gke-metrics-agent_8d44165ae3c6 | nginx_fd4af3e8883c | master_e4284aa3d6c2 | slave_bbfc93f87666 | event-exporter_69f33b0c555e | prometheus-to-sd-exporter_a2f561217fe8 | fluentbit_610d7538c8dc | fluentbit-gke_9ce8908babcb | kubedns_62b76339cf6f | dnsmasq_2534e01afc7f | sidecar_8e0b9c04d3e6 | prometheus-to-sd_a31fa5bc7180 | kube-proxy_3d8c8f13d1af | metadata-agent_513761c95ee4 | metadata-agent-nanny_96ac269c76da",,,,,16853
2021-09-09 20:35:09.026,"","8699723064631297583/gke-d42-k8s-default-pool-78f70870-s353","Linux",1,3.75,12,,,12,,,"nginx-3_cfa3629037b9 | web_5aea01941840 | gke-metrics-agent_69e9e1addb71 | nginx-3_2ef331e99fa0 | kube-proxy_c4e64fa04609 | prometheus-to-sd_3b69a8b2039b | sidecar_d17a5618ec58 | dnsmasq_02b09b219c2f | kubedns_fa6ec6b7553e | autoscaler_7673eb3eb232 | fluentbit-gke_d4106636aacc | fluentbit_583f7143d1f1","nginx-3_cfa3629037b9 | web_5aea01941840 | gke-metrics-agent_69e9e1addb71 | nginx-3_2ef331e99fa0 | kube-proxy_c4e64fa04609 | prometheus-to-sd_3b69a8b2039b | sidecar_d17a5618ec58 | dnsmasq_02b09b219c2f | kubedns_fa6ec6b7553e | autoscaler_7673eb3eb232 | fluentbit-gke_d4106636aacc | fluentbit_583f7143d1f1",,,,,16854
