Date,Year,Quarter Number,Quarter,Month Number,Month,Week Day Number,Week Day,Year Month Number,Year Month,Year Quarter Number,Year Quarter,Days from Today,Week Starting Sunday,Week Starting Monday,IS WORKING DAY
2015-10-06 00:00:00.000,2015,4,"Q4",10,"October",3,"Tuesday",201510,"October 2015",201504,"Q4-2015",-2502,2015-10-04 00:00:00.000,2015-10-05 00:00:00.000,1
2015-10-07 00:00:00.000,2015,4,"Q4",10,"October",4,"Wednesday",201510,"October 2015",201504,"Q4-2015",-2501,2015-10-04 00:00:00.000,2015-10-05 00:00:00.000,1
2015-10-08 00:00:00.000,2015,4,"Q4",10,"October",5,"Thursday",201510,"October 2015",201504,"Q4-2015",-2500,2015-10-04 00:00:00.000,2015-10-05 00:00:00.000,1
2015-10-09 00:00:00.000,2015,4,"Q4",10,"October",6,"Friday",201510,"October 2015",201504,"Q4-2015",-2499,2015-10-04 00:00:00.000,2015-10-05 00:00:00.000,1
2015-10-10 00:00:00.000,2015,4,"Q4",10,"October",7,"Saturday",201510,"October 2015",201504,"Q4-2015",-2498,2015-10-04 00:00:00.000,2015-10-05 00:00:00.000,0
2015-10-11 00:00:00.000,2015,4,"Q4",10,"October",1,"Sunday",201510,"October 2015",201504,"Q4-2015",-2497,2015-10-11 00:00:00.000,2015-10-05 00:00:00.000,0
2015-10-12 00:00:00.000,2015,4,"Q4",10,"October",2,"Monday",201510,"October 2015",201504,"Q4-2015",-2496,2015-10-11 00:00:00.000,2015-10-12 00:00:00.000,1
2015-10-13 00:00:00.000,2015,4,"Q4",10,"October",3,"Tuesday",201510,"October 2015",201504,"Q4-2015",-2495,2015-10-11 00:00:00.000,2015-10-12 00:00:00.000,1
2015-10-14 00:00:00.000,2015,4,"Q4",10,"October",4,"Wednesday",201510,"October 2015",201504,"Q4-2015",-2494,2015-10-11 00:00:00.000,2015-10-12 00:00:00.000,1
2015-10-15 00:00:00.000,2015,4,"Q4",10,"October",5,"Thursday",201510,"October 2015",201504,"Q4-2015",-2493,2015-10-11 00:00:00.000,2015-10-12 00:00:00.000,1
2015-10-16 00:00:00.000,2015,4,"Q4",10,"October",6,"Friday",201510,"October 2015",201504,"Q4-2015",-2492,2015-10-11 00:00:00.000,2015-10-12 00:00:00.000,1
2015-10-17 00:00:00.000,2015,4,"Q4",10,"October",7,"Saturday",201510,"October 2015",201504,"Q4-2015",-2491,2015-10-11 00:00:00.000,2015-10-12 00:00:00.000,0
2015-10-18 00:00:00.000,2015,4,"Q4",10,"October",1,"Sunday",201510,"October 2015",201504,"Q4-2015",-2490,2015-10-18 00:00:00.000,2015-10-12 00:00:00.000,0
2015-10-19 00:00:00.000,2015,4,"Q4",10,"October",2,"Monday",201510,"October 2015",201504,"Q4-2015",-2489,2015-10-18 00:00:00.000,2015-10-19 00:00:00.000,1
2015-10-20 00:00:00.000,2015,4,"Q4",10,"October",3,"Tuesday",201510,"October 2015",201504,"Q4-2015",-2488,2015-10-18 00:00:00.000,2015-10-19 00:00:00.000,1
2015-10-21 00:00:00.000,2015,4,"Q4",10,"October",4,"Wednesday",201510,"October 2015",201504,"Q4-2015",-2487,2015-10-18 00:00:00.000,2015-10-19 00:00:00.000,1
2015-10-22 00:00:00.000,2015,4,"Q4",10,"October",5,"Thursday",201510,"October 2015",201504,"Q4-2015",-2486,2015-10-18 00:00:00.000,2015-10-19 00:00:00.000,1
2015-10-23 00:00:00.000,2015,4,"Q4",10,"October",6,"Friday",201510,"October 2015",201504,"Q4-2015",-2485,2015-10-18 00:00:00.000,2015-10-19 00:00:00.000,1
2015-10-24 00:00:00.000,2015,4,"Q4",10,"October",7,"Saturday",201510,"October 2015",201504,"Q4-2015",-2484,2015-10-18 00:00:00.000,2015-10-19 00:00:00.000,0
2015-10-25 00:00:00.000,2015,4,"Q4",10,"October",1,"Sunday",201510,"October 2015",201504,"Q4-2015",-2483,2015-10-25 00:00:00.000,2015-10-19 00:00:00.000,0
2015-10-26 00:00:00.000,2015,4,"Q4",10,"October",2,"Monday",201510,"October 2015",201504,"Q4-2015",-2482,2015-10-25 00:00:00.000,2015-10-26 00:00:00.000,1
2015-10-27 00:00:00.000,2015,4,"Q4",10,"October",3,"Tuesday",201510,"October 2015",201504,"Q4-2015",-2481,2015-10-25 00:00:00.000,2015-10-26 00:00:00.000,1
2015-10-28 00:00:00.000,2015,4,"Q4",10,"October",4,"Wednesday",201510,"October 2015",201504,"Q4-2015",-2480,2015-10-25 00:00:00.000,2015-10-26 00:00:00.000,1
2015-10-29 00:00:00.000,2015,4,"Q4",10,"October",5,"Thursday",201510,"October 2015",201504,"Q4-2015",-2479,2015-10-25 00:00:00.000,2015-10-26 00:00:00.000,1
2015-10-30 00:00:00.000,2015,4,"Q4",10,"October",6,"Friday",201510,"October 2015",201504,"Q4-2015",-2478,2015-10-25 00:00:00.000,2015-10-26 00:00:00.000,1
2015-10-31 00:00:00.000,2015,4,"Q4",10,"October",7,"Saturday",201510,"October 2015",201504,"Q4-2015",-2477,2015-10-25 00:00:00.000,2015-10-26 00:00:00.000,0
2015-11-01 00:00:00.000,2015,4,"Q4",11,"November",1,"Sunday",201511,"November 2015",201504,"Q4-2015",-2476,2015-11-01 00:00:00.000,2015-10-26 00:00:00.000,0
2015-11-02 00:00:00.000,2015,4,"Q4",11,"November",2,"Monday",201511,"November 2015",201504,"Q4-2015",-2475,2015-11-01 00:00:00.000,2015-11-02 00:00:00.000,1
2015-11-03 00:00:00.000,2015,4,"Q4",11,"November",3,"Tuesday",201511,"November 2015",201504,"Q4-2015",-2474,2015-11-01 00:00:00.000,2015-11-02 00:00:00.000,1
2015-11-04 00:00:00.000,2015,4,"Q4",11,"November",4,"Wednesday",201511,"November 2015",201504,"Q4-2015",-2473,2015-11-01 00:00:00.000,2015-11-02 00:00:00.000,1
2015-11-05 00:00:00.000,2015,4,"Q4",11,"November",5,"Thursday",201511,"November 2015",201504,"Q4-2015",-2472,2015-11-01 00:00:00.000,2015-11-02 00:00:00.000,1
2015-11-06 00:00:00.000,2015,4,"Q4",11,"November",6,"Friday",201511,"November 2015",201504,"Q4-2015",-2471,2015-11-01 00:00:00.000,2015-11-02 00:00:00.000,1
2015-11-07 00:00:00.000,2015,4,"Q4",11,"November",7,"Saturday",201511,"November 2015",201504,"Q4-2015",-2470,2015-11-01 00:00:00.000,2015-11-02 00:00:00.000,0
2015-11-08 00:00:00.000,2015,4,"Q4",11,"November",1,"Sunday",201511,"November 2015",201504,"Q4-2015",-2469,2015-11-08 00:00:00.000,2015-11-02 00:00:00.000,0
2015-11-09 00:00:00.000,2015,4,"Q4",11,"November",2,"Monday",201511,"November 2015",201504,"Q4-2015",-2468,2015-11-08 00:00:00.000,2015-11-09 00:00:00.000,1
2015-11-10 00:00:00.000,2015,4,"Q4",11,"November",3,"Tuesday",201511,"November 2015",201504,"Q4-2015",-2467,2015-11-08 00:00:00.000,2015-11-09 00:00:00.000,1
2015-11-11 00:00:00.000,2015,4,"Q4",11,"November",4,"Wednesday",201511,"November 2015",201504,"Q4-2015",-2466,2015-11-08 00:00:00.000,2015-11-09 00:00:00.000,1
2015-11-12 00:00:00.000,2015,4,"Q4",11,"November",5,"Thursday",201511,"November 2015",201504,"Q4-2015",-2465,2015-11-08 00:00:00.000,2015-11-09 00:00:00.000,1
2015-11-13 00:00:00.000,2015,4,"Q4",11,"November",6,"Friday",201511,"November 2015",201504,"Q4-2015",-2464,2015-11-08 00:00:00.000,2015-11-09 00:00:00.000,1
2015-11-14 00:00:00.000,2015,4,"Q4",11,"November",7,"Saturday",201511,"November 2015",201504,"Q4-2015",-2463,2015-11-08 00:00:00.000,2015-11-09 00:00:00.000,0
2015-11-15 00:00:00.000,2015,4,"Q4",11,"November",1,"Sunday",201511,"November 2015",201504,"Q4-2015",-2462,2015-11-15 00:00:00.000,2015-11-09 00:00:00.000,0
2015-11-16 00:00:00.000,2015,4,"Q4",11,"November",2,"Monday",201511,"November 2015",201504,"Q4-2015",-2461,2015-11-15 00:00:00.000,2015-11-16 00:00:00.000,1
2015-11-17 00:00:00.000,2015,4,"Q4",11,"November",3,"Tuesday",201511,"November 2015",201504,"Q4-2015",-2460,2015-11-15 00:00:00.000,2015-11-16 00:00:00.000,1
2015-11-18 00:00:00.000,2015,4,"Q4",11,"November",4,"Wednesday",201511,"November 2015",201504,"Q4-2015",-2459,2015-11-15 00:00:00.000,2015-11-16 00:00:00.000,1
2015-11-19 00:00:00.000,2015,4,"Q4",11,"November",5,"Thursday",201511,"November 2015",201504,"Q4-2015",-2458,2015-11-15 00:00:00.000,2015-11-16 00:00:00.000,1
2015-11-20 00:00:00.000,2015,4,"Q4",11,"November",6,"Friday",201511,"November 2015",201504,"Q4-2015",-2457,2015-11-15 00:00:00.000,2015-11-16 00:00:00.000,1
2015-11-21 00:00:00.000,2015,4,"Q4",11,"November",7,"Saturday",201511,"November 2015",201504,"Q4-2015",-2456,2015-11-15 00:00:00.000,2015-11-16 00:00:00.000,0
2015-11-22 00:00:00.000,2015,4,"Q4",11,"November",1,"Sunday",201511,"November 2015",201504,"Q4-2015",-2455,2015-11-22 00:00:00.000,2015-11-16 00:00:00.000,0
2015-11-23 00:00:00.000,2015,4,"Q4",11,"November",2,"Monday",201511,"November 2015",201504,"Q4-2015",-2454,2015-11-22 00:00:00.000,2015-11-23 00:00:00.000,1
2015-11-24 00:00:00.000,2015,4,"Q4",11,"November",3,"Tuesday",201511,"November 2015",201504,"Q4-2015",-2453,2015-11-22 00:00:00.000,2015-11-23 00:00:00.000,1
2015-11-25 00:00:00.000,2015,4,"Q4",11,"November",4,"Wednesday",201511,"November 2015",201504,"Q4-2015",-2452,2015-11-22 00:00:00.000,2015-11-23 00:00:00.000,1
2015-11-26 00:00:00.000,2015,4,"Q4",11,"November",5,"Thursday",201511,"November 2015",201504,"Q4-2015",-2451,2015-11-22 00:00:00.000,2015-11-23 00:00:00.000,1
2015-11-27 00:00:00.000,2015,4,"Q4",11,"November",6,"Friday",201511,"November 2015",201504,"Q4-2015",-2450,2015-11-22 00:00:00.000,2015-11-23 00:00:00.000,1
2015-11-28 00:00:00.000,2015,4,"Q4",11,"November",7,"Saturday",201511,"November 2015",201504,"Q4-2015",-2449,2015-11-22 00:00:00.000,2015-11-23 00:00:00.000,0
2015-11-29 00:00:00.000,2015,4,"Q4",11,"November",1,"Sunday",201511,"November 2015",201504,"Q4-2015",-2448,2015-11-29 00:00:00.000,2015-11-23 00:00:00.000,0
2015-11-30 00:00:00.000,2015,4,"Q4",11,"November",2,"Monday",201511,"November 2015",201504,"Q4-2015",-2447,2015-11-29 00:00:00.000,2015-11-30 00:00:00.000,1
2015-12-01 00:00:00.000,2015,4,"Q4",12,"December",3,"Tuesday",201512,"December 2015",201504,"Q4-2015",-2446,2015-11-29 00:00:00.000,2015-11-30 00:00:00.000,1
2015-12-02 00:00:00.000,2015,4,"Q4",12,"December",4,"Wednesday",201512,"December 2015",201504,"Q4-2015",-2445,2015-11-29 00:00:00.000,2015-11-30 00:00:00.000,1
2015-12-03 00:00:00.000,2015,4,"Q4",12,"December",5,"Thursday",201512,"December 2015",201504,"Q4-2015",-2444,2015-11-29 00:00:00.000,2015-11-30 00:00:00.000,1
2015-12-04 00:00:00.000,2015,4,"Q4",12,"December",6,"Friday",201512,"December 2015",201504,"Q4-2015",-2443,2015-11-29 00:00:00.000,2015-11-30 00:00:00.000,1
2015-12-05 00:00:00.000,2015,4,"Q4",12,"December",7,"Saturday",201512,"December 2015",201504,"Q4-2015",-2442,2015-11-29 00:00:00.000,2015-11-30 00:00:00.000,0
2015-12-06 00:00:00.000,2015,4,"Q4",12,"December",1,"Sunday",201512,"December 2015",201504,"Q4-2015",-2441,2015-12-06 00:00:00.000,2015-11-30 00:00:00.000,0
2015-12-07 00:00:00.000,2015,4,"Q4",12,"December",2,"Monday",201512,"December 2015",201504,"Q4-2015",-2440,2015-12-06 00:00:00.000,2015-12-07 00:00:00.000,1
2015-12-08 00:00:00.000,2015,4,"Q4",12,"December",3,"Tuesday",201512,"December 2015",201504,"Q4-2015",-2439,2015-12-06 00:00:00.000,2015-12-07 00:00:00.000,1
2015-12-09 00:00:00.000,2015,4,"Q4",12,"December",4,"Wednesday",201512,"December 2015",201504,"Q4-2015",-2438,2015-12-06 00:00:00.000,2015-12-07 00:00:00.000,1
2015-12-10 00:00:00.000,2015,4,"Q4",12,"December",5,"Thursday",201512,"December 2015",201504,"Q4-2015",-2437,2015-12-06 00:00:00.000,2015-12-07 00:00:00.000,1
2015-12-11 00:00:00.000,2015,4,"Q4",12,"December",6,"Friday",201512,"December 2015",201504,"Q4-2015",-2436,2015-12-06 00:00:00.000,2015-12-07 00:00:00.000,1
2015-12-12 00:00:00.000,2015,4,"Q4",12,"December",7,"Saturday",201512,"December 2015",201504,"Q4-2015",-2435,2015-12-06 00:00:00.000,2015-12-07 00:00:00.000,0
2015-12-13 00:00:00.000,2015,4,"Q4",12,"December",1,"Sunday",201512,"December 2015",201504,"Q4-2015",-2434,2015-12-13 00:00:00.000,2015-12-07 00:00:00.000,0
2015-12-14 00:00:00.000,2015,4,"Q4",12,"December",2,"Monday",201512,"December 2015",201504,"Q4-2015",-2433,2015-12-13 00:00:00.000,2015-12-14 00:00:00.000,1
2015-12-15 00:00:00.000,2015,4,"Q4",12,"December",3,"Tuesday",201512,"December 2015",201504,"Q4-2015",-2432,2015-12-13 00:00:00.000,2015-12-14 00:00:00.000,1
2015-12-16 00:00:00.000,2015,4,"Q4",12,"December",4,"Wednesday",201512,"December 2015",201504,"Q4-2015",-2431,2015-12-13 00:00:00.000,2015-12-14 00:00:00.000,1
2015-12-17 00:00:00.000,2015,4,"Q4",12,"December",5,"Thursday",201512,"December 2015",201504,"Q4-2015",-2430,2015-12-13 00:00:00.000,2015-12-14 00:00:00.000,1
2015-12-18 00:00:00.000,2015,4,"Q4",12,"December",6,"Friday",201512,"December 2015",201504,"Q4-2015",-2429,2015-12-13 00:00:00.000,2015-12-14 00:00:00.000,1
2015-12-19 00:00:00.000,2015,4,"Q4",12,"December",7,"Saturday",201512,"December 2015",201504,"Q4-2015",-2428,2015-12-13 00:00:00.000,2015-12-14 00:00:00.000,0
2015-12-20 00:00:00.000,2015,4,"Q4",12,"December",1,"Sunday",201512,"December 2015",201504,"Q4-2015",-2427,2015-12-20 00:00:00.000,2015-12-14 00:00:00.000,0
2015-12-21 00:00:00.000,2015,4,"Q4",12,"December",2,"Monday",201512,"December 2015",201504,"Q4-2015",-2426,2015-12-20 00:00:00.000,2015-12-21 00:00:00.000,1
2015-12-22 00:00:00.000,2015,4,"Q4",12,"December",3,"Tuesday",201512,"December 2015",201504,"Q4-2015",-2425,2015-12-20 00:00:00.000,2015-12-21 00:00:00.000,1
2015-12-23 00:00:00.000,2015,4,"Q4",12,"December",4,"Wednesday",201512,"December 2015",201504,"Q4-2015",-2424,2015-12-20 00:00:00.000,2015-12-21 00:00:00.000,1
2015-12-24 00:00:00.000,2015,4,"Q4",12,"December",5,"Thursday",201512,"December 2015",201504,"Q4-2015",-2423,2015-12-20 00:00:00.000,2015-12-21 00:00:00.000,1
2015-12-25 00:00:00.000,2015,4,"Q4",12,"December",6,"Friday",201512,"December 2015",201504,"Q4-2015",-2422,2015-12-20 00:00:00.000,2015-12-21 00:00:00.000,1
2015-12-26 00:00:00.000,2015,4,"Q4",12,"December",7,"Saturday",201512,"December 2015",201504,"Q4-2015",-2421,2015-12-20 00:00:00.000,2015-12-21 00:00:00.000,0
2015-12-27 00:00:00.000,2015,4,"Q4",12,"December",1,"Sunday",201512,"December 2015",201504,"Q4-2015",-2420,2015-12-27 00:00:00.000,2015-12-21 00:00:00.000,0
2015-12-28 00:00:00.000,2015,4,"Q4",12,"December",2,"Monday",201512,"December 2015",201504,"Q4-2015",-2419,2015-12-27 00:00:00.000,2015-12-28 00:00:00.000,1
2015-12-29 00:00:00.000,2015,4,"Q4",12,"December",3,"Tuesday",201512,"December 2015",201504,"Q4-2015",-2418,2015-12-27 00:00:00.000,2015-12-28 00:00:00.000,1
2015-12-30 00:00:00.000,2015,4,"Q4",12,"December",4,"Wednesday",201512,"December 2015",201504,"Q4-2015",-2417,2015-12-27 00:00:00.000,2015-12-28 00:00:00.000,1
2015-12-31 00:00:00.000,2015,4,"Q4",12,"December",5,"Thursday",201512,"December 2015",201504,"Q4-2015",-2416,2015-12-27 00:00:00.000,2015-12-28 00:00:00.000,1
2015-01-01 00:00:00.000,2015,1,"Q1",1,"January",5,"Thursday",201501,"January 2015",201501,"Q1-2015",-2780,2014-12-28 00:00:00.000,2014-12-29 00:00:00.000,1
2015-01-02 00:00:00.000,2015,1,"Q1",1,"January",6,"Friday",201501,"January 2015",201501,"Q1-2015",-2779,2014-12-28 00:00:00.000,2014-12-29 00:00:00.000,1
2015-01-03 00:00:00.000,2015,1,"Q1",1,"January",7,"Saturday",201501,"January 2015",201501,"Q1-2015",-2778,2014-12-28 00:00:00.000,2014-12-29 00:00:00.000,0
2015-01-04 00:00:00.000,2015,1,"Q1",1,"January",1,"Sunday",201501,"January 2015",201501,"Q1-2015",-2777,2015-01-04 00:00:00.000,2014-12-29 00:00:00.000,0
2015-01-05 00:00:00.000,2015,1,"Q1",1,"January",2,"Monday",201501,"January 2015",201501,"Q1-2015",-2776,2015-01-04 00:00:00.000,2015-01-05 00:00:00.000,1
2015-01-06 00:00:00.000,2015,1,"Q1",1,"January",3,"Tuesday",201501,"January 2015",201501,"Q1-2015",-2775,2015-01-04 00:00:00.000,2015-01-05 00:00:00.000,1
2015-01-07 00:00:00.000,2015,1,"Q1",1,"January",4,"Wednesday",201501,"January 2015",201501,"Q1-2015",-2774,2015-01-04 00:00:00.000,2015-01-05 00:00:00.000,1
2015-01-08 00:00:00.000,2015,1,"Q1",1,"January",5,"Thursday",201501,"January 2015",201501,"Q1-2015",-2773,2015-01-04 00:00:00.000,2015-01-05 00:00:00.000,1
2015-01-09 00:00:00.000,2015,1,"Q1",1,"January",6,"Friday",201501,"January 2015",201501,"Q1-2015",-2772,2015-01-04 00:00:00.000,2015-01-05 00:00:00.000,1
2015-01-10 00:00:00.000,2015,1,"Q1",1,"January",7,"Saturday",201501,"January 2015",201501,"Q1-2015",-2771,2015-01-04 00:00:00.000,2015-01-05 00:00:00.000,0
2015-01-11 00:00:00.000,2015,1,"Q1",1,"January",1,"Sunday",201501,"January 2015",201501,"Q1-2015",-2770,2015-01-11 00:00:00.000,2015-01-05 00:00:00.000,0
2015-01-12 00:00:00.000,2015,1,"Q1",1,"January",2,"Monday",201501,"January 2015",201501,"Q1-2015",-2769,2015-01-11 00:00:00.000,2015-01-12 00:00:00.000,1
2015-01-13 00:00:00.000,2015,1,"Q1",1,"January",3,"Tuesday",201501,"January 2015",201501,"Q1-2015",-2768,2015-01-11 00:00:00.000,2015-01-12 00:00:00.000,1
2015-01-14 00:00:00.000,2015,1,"Q1",1,"January",4,"Wednesday",201501,"January 2015",201501,"Q1-2015",-2767,2015-01-11 00:00:00.000,2015-01-12 00:00:00.000,1
2015-01-15 00:00:00.000,2015,1,"Q1",1,"January",5,"Thursday",201501,"January 2015",201501,"Q1-2015",-2766,2015-01-11 00:00:00.000,2015-01-12 00:00:00.000,1
2015-01-16 00:00:00.000,2015,1,"Q1",1,"January",6,"Friday",201501,"January 2015",201501,"Q1-2015",-2765,2015-01-11 00:00:00.000,2015-01-12 00:00:00.000,1
2015-01-17 00:00:00.000,2015,1,"Q1",1,"January",7,"Saturday",201501,"January 2015",201501,"Q1-2015",-2764,2015-01-11 00:00:00.000,2015-01-12 00:00:00.000,0
2015-01-18 00:00:00.000,2015,1,"Q1",1,"January",1,"Sunday",201501,"January 2015",201501,"Q1-2015",-2763,2015-01-18 00:00:00.000,2015-01-12 00:00:00.000,0
2015-01-19 00:00:00.000,2015,1,"Q1",1,"January",2,"Monday",201501,"January 2015",201501,"Q1-2015",-2762,2015-01-18 00:00:00.000,2015-01-19 00:00:00.000,1
2015-01-20 00:00:00.000,2015,1,"Q1",1,"January",3,"Tuesday",201501,"January 2015",201501,"Q1-2015",-2761,2015-01-18 00:00:00.000,2015-01-19 00:00:00.000,1
2015-01-21 00:00:00.000,2015,1,"Q1",1,"January",4,"Wednesday",201501,"January 2015",201501,"Q1-2015",-2760,2015-01-18 00:00:00.000,2015-01-19 00:00:00.000,1
2015-01-22 00:00:00.000,2015,1,"Q1",1,"January",5,"Thursday",201501,"January 2015",201501,"Q1-2015",-2759,2015-01-18 00:00:00.000,2015-01-19 00:00:00.000,1
2015-01-23 00:00:00.000,2015,1,"Q1",1,"January",6,"Friday",201501,"January 2015",201501,"Q1-2015",-2758,2015-01-18 00:00:00.000,2015-01-19 00:00:00.000,1
2015-01-24 00:00:00.000,2015,1,"Q1",1,"January",7,"Saturday",201501,"January 2015",201501,"Q1-2015",-2757,2015-01-18 00:00:00.000,2015-01-19 00:00:00.000,0
2015-01-25 00:00:00.000,2015,1,"Q1",1,"January",1,"Sunday",201501,"January 2015",201501,"Q1-2015",-2756,2015-01-25 00:00:00.000,2015-01-19 00:00:00.000,0
2015-01-26 00:00:00.000,2015,1,"Q1",1,"January",2,"Monday",201501,"January 2015",201501,"Q1-2015",-2755,2015-01-25 00:00:00.000,2015-01-26 00:00:00.000,1
2015-01-27 00:00:00.000,2015,1,"Q1",1,"January",3,"Tuesday",201501,"January 2015",201501,"Q1-2015",-2754,2015-01-25 00:00:00.000,2015-01-26 00:00:00.000,1
2015-01-28 00:00:00.000,2015,1,"Q1",1,"January",4,"Wednesday",201501,"January 2015",201501,"Q1-2015",-2753,2015-01-25 00:00:00.000,2015-01-26 00:00:00.000,1
2015-01-29 00:00:00.000,2015,1,"Q1",1,"January",5,"Thursday",201501,"January 2015",201501,"Q1-2015",-2752,2015-01-25 00:00:00.000,2015-01-26 00:00:00.000,1
2015-01-30 00:00:00.000,2015,1,"Q1",1,"January",6,"Friday",201501,"January 2015",201501,"Q1-2015",-2751,2015-01-25 00:00:00.000,2015-01-26 00:00:00.000,1
2015-01-31 00:00:00.000,2015,1,"Q1",1,"January",7,"Saturday",201501,"January 2015",201501,"Q1-2015",-2750,2015-01-25 00:00:00.000,2015-01-26 00:00:00.000,0
2015-02-01 00:00:00.000,2015,1,"Q1",2,"February",1,"Sunday",201502,"February 2015",201501,"Q1-2015",-2749,2015-02-01 00:00:00.000,2015-01-26 00:00:00.000,0
2015-02-02 00:00:00.000,2015,1,"Q1",2,"February",2,"Monday",201502,"February 2015",201501,"Q1-2015",-2748,2015-02-01 00:00:00.000,2015-02-02 00:00:00.000,1
2015-02-03 00:00:00.000,2015,1,"Q1",2,"February",3,"Tuesday",201502,"February 2015",201501,"Q1-2015",-2747,2015-02-01 00:00:00.000,2015-02-02 00:00:00.000,1
2015-02-04 00:00:00.000,2015,1,"Q1",2,"February",4,"Wednesday",201502,"February 2015",201501,"Q1-2015",-2746,2015-02-01 00:00:00.000,2015-02-02 00:00:00.000,1
2015-02-05 00:00:00.000,2015,1,"Q1",2,"February",5,"Thursday",201502,"February 2015",201501,"Q1-2015",-2745,2015-02-01 00:00:00.000,2015-02-02 00:00:00.000,1
2015-02-06 00:00:00.000,2015,1,"Q1",2,"February",6,"Friday",201502,"February 2015",201501,"Q1-2015",-2744,2015-02-01 00:00:00.000,2015-02-02 00:00:00.000,1
2015-02-07 00:00:00.000,2015,1,"Q1",2,"February",7,"Saturday",201502,"February 2015",201501,"Q1-2015",-2743,2015-02-01 00:00:00.000,2015-02-02 00:00:00.000,0
2015-02-08 00:00:00.000,2015,1,"Q1",2,"February",1,"Sunday",201502,"February 2015",201501,"Q1-2015",-2742,2015-02-08 00:00:00.000,2015-02-02 00:00:00.000,0
2015-02-09 00:00:00.000,2015,1,"Q1",2,"February",2,"Monday",201502,"February 2015",201501,"Q1-2015",-2741,2015-02-08 00:00:00.000,2015-02-09 00:00:00.000,1
2015-02-10 00:00:00.000,2015,1,"Q1",2,"February",3,"Tuesday",201502,"February 2015",201501,"Q1-2015",-2740,2015-02-08 00:00:00.000,2015-02-09 00:00:00.000,1
2015-02-11 00:00:00.000,2015,1,"Q1",2,"February",4,"Wednesday",201502,"February 2015",201501,"Q1-2015",-2739,2015-02-08 00:00:00.000,2015-02-09 00:00:00.000,1
2015-02-12 00:00:00.000,2015,1,"Q1",2,"February",5,"Thursday",201502,"February 2015",201501,"Q1-2015",-2738,2015-02-08 00:00:00.000,2015-02-09 00:00:00.000,1
2015-02-13 00:00:00.000,2015,1,"Q1",2,"February",6,"Friday",201502,"February 2015",201501,"Q1-2015",-2737,2015-02-08 00:00:00.000,2015-02-09 00:00:00.000,1
2015-02-14 00:00:00.000,2015,1,"Q1",2,"February",7,"Saturday",201502,"February 2015",201501,"Q1-2015",-2736,2015-02-08 00:00:00.000,2015-02-09 00:00:00.000,0
2015-02-15 00:00:00.000,2015,1,"Q1",2,"February",1,"Sunday",201502,"February 2015",201501,"Q1-2015",-2735,2015-02-15 00:00:00.000,2015-02-09 00:00:00.000,0
2015-02-16 00:00:00.000,2015,1,"Q1",2,"February",2,"Monday",201502,"February 2015",201501,"Q1-2015",-2734,2015-02-15 00:00:00.000,2015-02-16 00:00:00.000,1
2015-02-17 00:00:00.000,2015,1,"Q1",2,"February",3,"Tuesday",201502,"February 2015",201501,"Q1-2015",-2733,2015-02-15 00:00:00.000,2015-02-16 00:00:00.000,1
2015-02-18 00:00:00.000,2015,1,"Q1",2,"February",4,"Wednesday",201502,"February 2015",201501,"Q1-2015",-2732,2015-02-15 00:00:00.000,2015-02-16 00:00:00.000,1
2015-02-19 00:00:00.000,2015,1,"Q1",2,"February",5,"Thursday",201502,"February 2015",201501,"Q1-2015",-2731,2015-02-15 00:00:00.000,2015-02-16 00:00:00.000,1
2015-02-20 00:00:00.000,2015,1,"Q1",2,"February",6,"Friday",201502,"February 2015",201501,"Q1-2015",-2730,2015-02-15 00:00:00.000,2015-02-16 00:00:00.000,1
2015-02-21 00:00:00.000,2015,1,"Q1",2,"February",7,"Saturday",201502,"February 2015",201501,"Q1-2015",-2729,2015-02-15 00:00:00.000,2015-02-16 00:00:00.000,0
2015-02-22 00:00:00.000,2015,1,"Q1",2,"February",1,"Sunday",201502,"February 2015",201501,"Q1-2015",-2728,2015-02-22 00:00:00.000,2015-02-16 00:00:00.000,0
2015-02-23 00:00:00.000,2015,1,"Q1",2,"February",2,"Monday",201502,"February 2015",201501,"Q1-2015",-2727,2015-02-22 00:00:00.000,2015-02-23 00:00:00.000,1
2015-02-24 00:00:00.000,2015,1,"Q1",2,"February",3,"Tuesday",201502,"February 2015",201501,"Q1-2015",-2726,2015-02-22 00:00:00.000,2015-02-23 00:00:00.000,1
2015-02-25 00:00:00.000,2015,1,"Q1",2,"February",4,"Wednesday",201502,"February 2015",201501,"Q1-2015",-2725,2015-02-22 00:00:00.000,2015-02-23 00:00:00.000,1
2015-02-26 00:00:00.000,2015,1,"Q1",2,"February",5,"Thursday",201502,"February 2015",201501,"Q1-2015",-2724,2015-02-22 00:00:00.000,2015-02-23 00:00:00.000,1
2015-02-27 00:00:00.000,2015,1,"Q1",2,"February",6,"Friday",201502,"February 2015",201501,"Q1-2015",-2723,2015-02-22 00:00:00.000,2015-02-23 00:00:00.000,1
2015-02-28 00:00:00.000,2015,1,"Q1",2,"February",7,"Saturday",201502,"February 2015",201501,"Q1-2015",-2722,2015-02-22 00:00:00.000,2015-02-23 00:00:00.000,0
2015-03-01 00:00:00.000,2015,1,"Q1",3,"March",1,"Sunday",201503,"March 2015",201501,"Q1-2015",-2721,2015-03-01 00:00:00.000,2015-02-23 00:00:00.000,0
