well_id,well_legal_name,api_no,propertynumber,spud_date,welltype,padname,Basin,statecounty,event_code,DRLEVENT,DRLEVENT_START,DRLEVENT_END,rig_name,MOVEIN,RIGRELEASE,PICKUPBHA,SPUDEVENT,target_formation,WELL_DRLEVENT_STATUS,PADSTATUS,PADRELEASEDATE,EVENTCUMCOST
"XCgTx0uijW","PAIGE 13C-12-H 44-4315H","4238340078","652034H",2018-04-27 01:00:00.000,"HORIZONTAL","PAIGE 13C-12 WHITE","MIDLAND","TEXAS - REAGAN","DRL","",2018-04-27 01:00:00.000,,"CHARGER 102",2018-04-27 00:00:00.000,2018-04-28 00:00:00.000,,2018-04-27 01:00:00.000,"WOLFCAMP B","","",,2326834.9794000005
"2OvOnQ3uNq","RINGO 8-9-4301H","4238339849","690811H",2017-05-21 00:00:00.000,"HORIZONTAL","RINGO 8-9 BLUE","MIDLAND","TEXAS - REAGAN","DRL","",2017-05-19 00:00:00.000,2017-07-04 00:00:00.000,"TRINIDAD 125",2017-06-17 06:00:00.000,2017-07-04 00:00:00.000,,2017-06-18 06:00:00.000,"WOLFCAMP B","","",,1940284
"7yLALg66UW","GREG MADDUX 31-32-4301H","4238339831","5170001H",2017-04-21 23:30:00.000,"HORIZONTAL","GREG MADDUX 31-32 BLACK","MIDLAND","TEXAS - REAGAN","DRL","",2017-04-22 00:00:00.000,2017-06-23 00:00:00.000,"CHARGER 102",2017-06-03 20:00:00.000,2017-06-23 06:00:00.000,,2017-06-03 20:00:00.000,"WOLFCAMP B","","",,1968633
"8Sj7G8PvBw","WELCH TRUST 8-2","4238339071","550802",2014-09-16 00:00:00.000,"VERTICAL","WELCH TRUST 8-2","MIDLAND","TEXAS - REAGAN","DRL","",2014-09-17 00:00:00.000,2014-09-27 00:00:00.000,"MATTLOCK 5",2014-09-16 06:00:00.000,2014-09-27 06:00:00.000,,2014-09-16 06:00:00.000,"UNASSIGNED","","",,837648
"bPaduWxTpF","OLIVER 39-34-4807H","4238339861","522204416H",2017-05-24 00:00:00.000,"HORIZONTAL","OLIVER 39-34 BLUE","MIDLAND","TEXAS - REAGAN","DRL","",2017-05-25 00:00:00.000,2017-10-08 00:00:00.000,"PATTERSON 762",2017-09-16 06:00:00.000,2017-10-08 06:00:00.000,,2017-09-17 17:00:00.000,"WOLFCAMP C2","","",,2298386
"BwJbgXB6Qx","PAIGE 13A-12A-4309H","4238339758","652021H",2017-01-13 00:00:00.000,"HORIZONTAL","PAIGE 13-12 BLUE","MIDLAND","TEXAS - REAGAN","DRL","",2017-01-14 00:00:00.000,2017-05-20 00:00:00.000,"CHARGER 101",2017-01-13 06:00:00.000,2017-01-14 06:00:00.000,,2017-01-13 06:00:00.000,"WOLFCAMP B","","",,2049772
"BwJbgXB6Qx","PAIGE 13A-12A-4309H","4238339758","652021H",2017-01-13 00:00:00.000,"HORIZONTAL","PAIGE 13-12 BLUE","MIDLAND","TEXAS - REAGAN","DRL","",2017-01-14 00:00:00.000,2017-05-20 00:00:00.000,"ICD 211",2017-05-09 06:00:00.000,2017-05-21 06:00:00.000,,2017-05-09 06:00:00.000,"WOLFCAMP B","","",,2049772
"DIOhG5YPcy","TALLEY 2-4","4238339036","509104",2014-08-10 00:00:00.000,"VERTICAL","TALLEY 2-4","MIDLAND","TEXAS - REAGAN","DRL","",2014-08-10 00:00:00.000,2014-08-20 00:00:00.000,"MATTLOCK 5",2014-08-09 06:00:00.000,2014-08-20 06:00:00.000,,2014-08-09 06:00:00.000,"UNASSIGNED","","",,817206
"DjD3KRhenu","DEVIN 25-24-4801H","4238339878","652028H",2017-08-19 01:00:00.000,"HORIZONTAL","DEVIN 25-24 BLACK","MIDLAND","TEXAS - REAGAN","DRL","",2017-08-19 00:00:00.000,2017-10-01 00:00:00.000,"TRINIDAD 125",2017-08-18 10:00:00.000,2017-10-02 06:00:00.000,,2017-08-19 01:00:00.000,"WOLFCAMP C2","","",,3544302
"E2YTk4eJqE","TAYLOR 45-33-4601H","4238339661","545303H",2016-11-29 00:00:00.000,"HORIZONTAL","TAYLOR BLACK","MIDLAND","TEXAS - REAGAN","DRL","",2016-11-30 00:00:00.000,2017-01-08 00:00:00.000,"ICD 211",2016-12-03 18:00:00.000,2017-01-08 06:00:00.000,,2016-12-03 18:00:00.000,"WOLFCAMP C1","","",,2934024
"ec5jnkgms9","BAST 33-40-2813H","4238339776","5314008H",2017-02-19 00:00:00.000,"HORIZONTAL","BAST 33-40 BLUE","MIDLAND","TEXAS - REAGAN","DRL","",2017-02-20 00:00:00.000,2017-08-28 00:00:00.000,"PACESETTER 103",2017-04-18 01:00:00.000,2017-04-29 06:00:00.000,,2017-04-19 21:00:00.000,"SPRABERRY LOWER","","",,2664533
"fJx9bUjb7A","TALLEY 2-3","4238338765","509103",2014-06-12 00:00:00.000,"VERTICAL","TALLEY 2-3","MIDLAND","TEXAS - REAGAN","DRL","",2014-06-13 00:00:00.000,2014-06-26 00:00:00.000,"MATTLOCK 3",2014-06-12 06:00:00.000,2014-06-26 06:00:00.000,,2014-06-12 06:00:00.000,"UNASSIGNED","","",,803088
"GpXc0OHDfS","BAST 34-2","4238339187","523702",2014-12-01 00:00:00.000,"VERTICAL","BAST 34-2","MIDLAND","TEXAS - REAGAN","DRL","",2014-12-02 00:00:00.000,2014-12-10 00:00:00.000,"MATTLOCK 6",2014-12-01 06:00:00.000,2014-12-10 06:00:00.000,,2014-12-01 06:00:00.000,"UNASSIGNED","","",,773667
"JTJ4oJiCqN","RINGO 10-7-4205H","4238339691","691005H",2016-10-04 00:00:00.000,"HORIZONTAL","RINGO 10-7 BLUE","MIDLAND","TEXAS - REAGAN","DRL","",2016-10-05 00:00:00.000,2016-12-08 00:00:00.000,"CHARGER 101",2016-10-04 06:00:00.000,2016-10-05 06:00:00.000,,2016-10-04 06:00:00.000,"WOLFCAMP A","","",,1681165
"nYP0YJYpOV","STOKES 14-1","4238339200","514501",2015-11-02 00:00:00.000,"VERTICAL","STOKES 14-1","MIDLAND","TEXAS - REAGAN","DRL","",2015-11-01 00:00:00.000,2015-11-11 00:00:00.000,"PACESETTER 5",2015-10-31 06:00:00.000,2015-11-11 06:00:00.000,,2015-10-31 06:00:00.000,"UNASSIGNED","","",,771125
"v88BrYsdmb","BATES 31-43-4301H","4238339663","527003H",2016-08-20 15:00:00.000,"HORIZONTAL","BATES 31-43 BLUE","MIDLAND","TEXAS - REAGAN","DRL","",2016-08-21 00:00:00.000,2016-11-19 00:00:00.000,"PACESETTER 4",2016-09-15 10:00:00.000,2016-09-25 06:00:00.000,,2016-09-15 10:00:00.000,"WOLFCAMP B","","",,2075112
"voEXIW8VQO","PAIGE 13A-12A-4810H","4238339771","652023H",2017-01-11 00:00:00.000,"HORIZONTAL","PAIGE 13-12 BLUE","MIDLAND","TEXAS - REAGAN","DRL","",2017-01-12 00:00:00.000,2017-05-09 00:00:00.000,"ICD 211",2017-04-17 06:00:00.000,2017-05-10 06:00:00.000,,2017-04-17 06:00:00.000,"WOLFCAMP C2","","",,2873455
"voEXIW8VQO","PAIGE 13A-12A-4810H","4238339771","652023H",2017-01-11 00:00:00.000,"HORIZONTAL","PAIGE 13-12 BLUE","MIDLAND","TEXAS - REAGAN","DRL","",2017-01-12 00:00:00.000,2017-05-09 00:00:00.000,"UNKNOWN",2017-01-11 06:00:00.000,2017-01-12 23:00:00.000,,2017-01-11 20:00:00.000,"WOLFCAMP C2","","",,2873455
"XOj7sJsSUb","TALLEY 1-9","4238339591","502109",2016-09-16 00:00:00.000,"VERTICAL","TALLEY 1-9","MIDLAND","TEXAS - REAGAN","DRL","",2016-09-16 00:00:00.000,2016-10-13 00:00:00.000,"CHARGER 101",2016-09-15 06:00:00.000,2016-09-17 06:00:00.000,,2016-09-15 06:00:00.000,"UNASSIGNED","","",,1334426
"XOj7sJsSUb","TALLEY 1-9","4238339591","502109",2016-09-16 00:00:00.000,"VERTICAL","TALLEY 1-9","MIDLAND","TEXAS - REAGAN","DRL","",2016-09-16 00:00:00.000,2016-10-13 00:00:00.000,"PACESETTER 5",2016-09-19 20:00:00.000,2016-10-13 06:00:00.000,,2016-09-19 20:00:00.000,"UNASSIGNED","","",,1334426
"yUUptoU6dy","CHAR HUGHES-4225H","4238339454","504904225H",2015-08-02 13:30:00.000,"HORIZONTAL","CHAR HUGHES BLACK","MIDLAND","TEXAS - REAGAN","DRL","",2015-08-28 00:00:00.000,2015-09-11 00:00:00.000,"CHARGER 102",2015-08-27 06:00:00.000,2015-09-12 06:00:00.000,,2015-08-27 06:00:00.000,"WOLFCAMP A","","",,1764631
"14L5TvcrGU","JOHN SMOLTZ 30-33-4407H","4238339593","501803001H",,"HORIZONTAL","JOHN SMOLTZ 30-33-4407H","MIDLAND","TEXAS - REAGAN","DRL","",2016-05-16 00:00:00.000,,"UNKNOWN",2016-05-15 06:00:00.000,2016-05-16 06:00:00.000,,2016-05-15 06:00:00.000,"WOLFCAMP B LOWER","","",,14600
"4Far185jCR","RINGO 7-14-4409H","4238339576","690704414H",2016-03-15 00:00:00.000,"HORIZONTAL","RINGO 7-14-4409H","MIDLAND","TEXAS - REAGAN","DRL","",2016-03-15 00:00:00.000,2016-04-20 00:00:00.000,"PACESETTER 4",2016-03-14 12:00:00.000,2016-03-26 06:00:00.000,,2016-03-14 12:00:00.000,"WOLFCAMP B LOWER","","",,1873039
"69wfQWugaq","SANDY KOUFAX 5-4403H","4238339836","5032002H",2017-04-16 00:00:00.000,"HORIZONTAL","SANDY KOUFAX 5 BLACK","MIDLAND","TEXAS - REAGAN","DRL","",2017-04-16 00:00:00.000,2017-06-29 00:00:00.000,"CHARGER 102",2017-04-15 06:00:00.000,2017-04-18 11:30:00.000,,2017-04-16 02:00:00.000,"WOLFCAMP B LOWER","","",,1464284
"4GeszeBOQb","BATES 31-30-4401H","4238339581","903002H",2016-02-29 08:00:00.000,"HORIZONTAL","BATES 31-30 BLACK","MIDLAND","TEXAS - REAGAN","DRL","",2016-02-26 00:00:00.000,2016-03-29 00:00:00.000,"NOMAC 55",2016-02-25 06:00:00.000,2016-03-29 06:00:00.000,,2016-02-25 06:00:00.000,"WOLFCAMP B LOWER","","",,1751223
"9DRILil64L","KATHRYN 43-42-4407H","4238339676","522105H",2017-04-07 00:00:00.000,"HORIZONTAL","KATHRYN 43-42 BLUE","MIDLAND","TEXAS - REAGAN","DRL","",2017-04-08 00:00:00.000,2017-08-07 00:00:00.000,"TRINIDAD 125",2017-05-20 06:00:00.000,2017-06-03 06:00:00.000,,2017-05-21 18:30:00.000,"WOLFCAMP B LOWER","","",,3815079
"7TAuy0WJq1","KATHRYN 44-5-4415H","4238339797","530406H",2017-04-18 00:00:00.000,"HORIZONTAL","KATHRYN 44-5 RED","MIDLAND","TEXAS - REAGAN","DRL","",2017-04-17 00:00:00.000,2017-09-16 00:00:00.000,"TRINIDAD 226",2017-09-01 18:00:00.000,2017-09-16 06:00:00.000,,2017-09-03 03:30:00.000,"WOLFCAMP B LOWER","","",,2264745
"AZXpjSMDja","STOKES 14-4413H","4238339338","518404413H",2015-04-17 00:00:00.000,"HORIZONTAL","STOKES 14-4413H","MIDLAND","TEXAS - REAGAN","DRL","",2015-04-17 00:00:00.000,2015-05-02 00:00:00.000,"CHARGER 102",2015-04-16 06:00:00.000,2015-05-03 06:00:00.000,,2015-04-16 06:00:00.000,"WOLFCAMP B LOWER","","",,1744749
"ey2iE9Chaf","RINGO 8-9-4415H","4238339615","690805H",2016-07-30 00:00:00.000,"HORIZONTAL","RINGO 8 BLACK","MIDLAND","TEXAS - REAGAN","DRL","",2016-07-30 00:00:00.000,2016-11-18 00:00:00.000,"PACESETTER 4",2016-08-21 10:00:00.000,2016-08-30 06:00:00.000,,2016-08-21 10:00:00.000,"WOLFCAMP B LOWER","","",,1601520
"F7rmEHHYyl","KATHRYN 44-5-4413H","4238339464","5404413H-2",2015-12-07 00:00:00.000,"HORIZONTAL","KATHRYN 44-5-4413H","MIDLAND","TEXAS - REAGAN","DRL","",2015-09-26 00:00:00.000,2015-12-17 00:00:00.000,"PACESETTER 5",2015-09-25 06:00:00.000,2015-10-08 06:00:00.000,,2015-09-25 06:00:00.000,"WOLFCAMP B LOWER","","",,2541785
"GxGaKiOBU0","CORMAC 17-20-4415H","4238339586","911019H",2016-04-01 20:00:00.000,"HORIZONTAL","CORMAC 17-20-4415H","MIDLAND","TEXAS - REAGAN","DRL","",2016-03-30 00:00:00.000,2016-04-18 00:00:00.000,"NOMAC 55",2016-03-29 06:00:00.000,2016-04-19 06:00:00.000,,2016-03-29 06:00:00.000,"WOLFCAMP B LOWER","","",,1659329
"QKOwDEdrJq","DALLAS KEUCHEL 37-36-4407H","4238339837","502403706H",2017-04-26 00:00:00.000,"HORIZONTAL","DALLAS KEUCHEL 37-36 WHITE","MIDLAND","TEXAS - REAGAN","DRL","",2017-04-27 00:00:00.000,2017-11-10 00:00:00.000,"SAVANNA 644",2017-09-08 20:00:00.000,2017-09-18 18:00:00.000,,2017-09-10 01:00:00.000,"WOLFCAMP B LOWER","","",,2852387
"v53rR2fKym","PAIGE 13C-12-H 48-42-4415H","4238340076","500772",2018-04-28 07:00:00.000,"HORIZONTAL","PAIGE 13C-12 WHITE","MIDLAND","TEXAS - REAGAN","DRL","",2018-04-28 00:00:00.000,2018-08-30 00:00:00.000,"CHARGER 102",2018-04-28 00:00:00.000,2018-08-30 00:00:00.000,,2018-04-28 07:00:00.000,"WOLFCAMP B LOWER","","",,5225170.6212000018
"Vscl3aQA2m","RINGO 8-9-4413H","4238339614","690803H",2016-08-01 00:00:00.000,"HORIZONTAL","RINGO 8 BLACK","MIDLAND","TEXAS - REAGAN","DRL","",2016-08-02 00:00:00.000,2016-10-29 00:00:00.000,"CHARGER 101",2016-08-01 06:00:00.000,2016-08-02 06:00:00.000,,2016-08-01 06:00:00.000,"WOLFCAMP B LOWER","","",,2074047
"Vscl3aQA2m","RINGO 8-9-4413H","4238339614","690803H",2016-08-01 00:00:00.000,"HORIZONTAL","RINGO 8 BLACK","MIDLAND","TEXAS - REAGAN","DRL","",2016-08-02 00:00:00.000,2016-10-29 00:00:00.000,"PACESETTER 4",2016-08-02 03:00:00.000,2016-08-12 06:00:00.000,,2016-08-02 03:00:00.000,"WOLFCAMP B LOWER","","",,2074047
"znk3mAnHWM","PAIGE 13-12-4401H","4238339621","652011H",2016-06-24 00:00:00.000,"HORIZONTAL","PAIGE 13-12 BLACK","MIDLAND","TEXAS - REAGAN","DRL","",2016-06-23 00:00:00.000,2016-09-29 00:00:00.000,"CHARGER 102",2016-09-15 06:00:00.000,2016-09-30 06:00:00.000,,2016-09-15 06:00:00.000,"WOLFCAMP B LOWER","","",,2114135
"5OYFAzzzft","BAST 33-40-4415H","4238339601","5314002H",2016-05-06 00:00:00.000,"HORIZONTAL","BAST 33-40 BLACK","MIDLAND","TEXAS - REAGAN","DRL","",2016-05-07 00:00:00.000,2016-07-16 00:00:00.000,"CHARGER 101",2016-05-06 06:00:00.000,2016-05-07 06:00:00.000,,2016-05-06 06:00:00.000,"WOLFCAMP B LOWER","","",,1759599
"5OYFAzzzft","BAST 33-40-4415H","4238339601","5314002H",2016-05-06 00:00:00.000,"HORIZONTAL","BAST 33-40 BLACK","MIDLAND","TEXAS - REAGAN","DRL","",2016-05-07 00:00:00.000,2016-07-16 00:00:00.000,"NOMAC 54",2016-06-22 13:30:00.000,2016-07-16 06:00:00.000,,2016-06-22 13:30:00.000,"WOLFCAMP B LOWER","","",,1759599
"2m3JiPzuxU","BATES 31-43-4401H","4238339667","527004H",2016-08-19 20:00:00.000,"HORIZONTAL","BATES 31-43 BLUE","MIDLAND","TEXAS - REAGAN","DRL","",2016-08-20 00:00:00.000,2016-12-03 00:00:00.000,"PACESETTER 4",2016-08-29 10:00:00.000,2016-09-16 06:00:00.000,,2016-08-29 10:00:00.000,"WOLFCAMP B LOWER","","",,2301617
"2m3JiPzuxU","BATES 31-43-4401H","4238339667","527004H",2016-08-19 20:00:00.000,"HORIZONTAL","BATES 31-43 BLUE","MIDLAND","TEXAS - REAGAN","DRL","",2016-08-20 00:00:00.000,2016-12-03 00:00:00.000,"UNKNOWN",2016-11-19 06:00:00.000,2016-11-21 06:00:00.000,,2016-11-19 06:00:00.000,"WOLFCAMP B LOWER","","",,2301617
"5Cdxq679Ks","OLIVER 39-34-4405H","4238339496","522204405H",2015-11-12 00:00:00.000,"HORIZONTAL","OLIVER 39-34-4405H","MIDLAND","TEXAS - REAGAN","DRL","",2015-10-20 00:00:00.000,2015-11-28 00:00:00.000,"PACESETTER 5",2015-10-20 06:00:00.000,2015-10-31 06:00:00.000,,2015-10-20 06:00:00.000,"WOLFCAMP B LOWER","","",,2574985
"CSnrt8lIct","BATES 43-42-4414H","4238339707","903106H",2016-10-30 15:00:00.000,"HORIZONTAL","BATES 43-42 BLACK","MIDLAND","TEXAS - REAGAN","DRL","",2016-10-30 00:00:00.000,2017-02-26 00:00:00.000,"ICD 211",2017-02-14 19:00:00.000,2017-02-27 06:00:00.000,,2017-02-14 19:00:00.000,"WOLFCAMP B LOWER","","",,1825957
"B1b12cIyF5","EARL HANKAMER-1HB","4238339188","550301H",2015-01-24 16:00:00.000,"HORIZONTAL","EARL HANKAMER-1HB","MIDLAND","TEXAS - REAGAN","DRL","",2015-02-01 00:00:00.000,2015-02-17 00:00:00.000,"H&P 220",2015-01-31 06:00:00.000,2015-02-17 06:00:00.000,,2015-01-31 06:00:00.000,"WOLFCAMP B LOWER","","",,2119989
"0u5cZ5qaBW","CHAR HUGHES-7H","4238339247","504907H",2014-11-24 13:00:00.000,"HORIZONTAL","CHAR HUGHES-7H","MIDLAND","TEXAS - REAGAN","DRL","",2014-11-25 00:00:00.000,2014-12-24 00:00:00.000,"LATSHAW 22",2014-11-24 06:00:00.000,2014-12-24 06:00:00.000,,2014-11-24 06:00:00.000,"WOLFCAMP B LOWER","","",,2490673
"DFYeErxfb7","PETTIT 8A-8-5H","4238339250","516605H",2015-01-04 00:00:00.000,"HORIZONTAL","PETTIT 8A-8-5H","MIDLAND","TEXAS - REAGAN","DRL","",2014-12-31 00:00:00.000,2015-02-07 00:00:00.000,"UNKNOWN",2014-12-30 06:00:00.000,2015-01-03 06:00:00.000,,2014-12-30 06:00:00.000,"WOLFCAMP B LOWER","","",,2880853
"dvZ3M3dKoC","BAST 32-41-4415H","4238340055","500044",2017-12-21 13:00:00.000,"HORIZONTAL","BAST 32-41 WHITE","MIDLAND","TEXAS - REAGAN","DRL","",2017-12-08 00:00:00.000,2018-05-21 00:00:00.000,"PACESETTER 103",2018-02-15 00:00:00.000,2018-03-08 18:00:00.000,,2018-02-24 20:30:00.000,"WOLFCAMP B LOWER","","",,3372248.2479999973
"F7rmEHHYyl","KATHRYN 44-5-4413H","4238339464","5404413H-2",2015-12-07 00:00:00.000,"HORIZONTAL","KATHRYN 44-5-4413H","MIDLAND","TEXAS - REAGAN","DRL","",2015-09-26 00:00:00.000,2015-12-17 00:00:00.000,"UNKNOWN",2015-12-11 06:00:00.000,2015-12-12 06:00:00.000,,2015-12-11 06:00:00.000,"WOLFCAMP B LOWER","","",,2541785
"fbwmVepWJe","RINGO 10-7-4405H","4238339553","691003H",2016-04-10 00:00:00.000,"HORIZONTAL","RINGO 10-7 BLUE","MIDLAND","TEXAS - REAGAN","DRL","",2016-04-10 00:00:00.000,2016-12-25 00:00:00.000,"CHARGER 101",2016-04-09 06:00:00.000,2016-04-11 06:00:00.000,,2016-04-09 06:00:00.000,"WOLFCAMP B LOWER","","",,1678469
"fbwmVepWJe","RINGO 10-7-4405H","4238339553","691003H",2016-04-10 00:00:00.000,"HORIZONTAL","RINGO 10-7 BLUE","MIDLAND","TEXAS - REAGAN","DRL","",2016-04-10 00:00:00.000,2016-12-25 00:00:00.000,"CHARGER 102",2016-12-08 06:00:00.000,2016-12-25 06:00:00.000,,2016-12-08 06:00:00.000,"WOLFCAMP B LOWER","","",,1678469
"FhgJxWMIJF","BATES 31-30-4403H","4238339582","903003H",2016-03-07 00:00:00.000,"HORIZONTAL","BATES 31-30 BLACK","MIDLAND","TEXAS - REAGAN","DRL","",2016-03-07 00:00:00.000,2016-03-20 00:00:00.000,"NOMAC 55",2016-03-06 06:00:00.000,2016-03-20 06:00:00.000,,2016-03-06 06:00:00.000,"WOLFCAMP B LOWER","","",,1418833
"j5Hk9QgpYY","AUSTIN 7-6-4405H","4238339668","560301H",2016-09-14 00:30:00.000,"HORIZONTAL","AUSTIN 7-6 4405H","MIDLAND","TEXAS - REAGAN","DRL","",2016-09-14 00:00:00.000,2016-10-05 00:00:00.000,"NOMAC 55",2016-09-15 06:00:00.000,2016-10-06 06:00:00.000,,2016-09-15 06:00:00.000,"WOLFCAMP B LOWER","","",,1805478
"K5w2gMEfSs","RINGO 10-7-4415H","4238339467","691004415H",2015-09-20 00:00:00.000,"HORIZONTAL","RINGO 10 BLACK","MIDLAND","TEXAS - REAGAN","DRL","",2015-09-21 00:00:00.000,2015-10-13 00:00:00.000,"NOMAC 55",2015-09-20 06:00:00.000,2015-10-14 06:00:00.000,,2015-09-20 06:00:00.000,"WOLFCAMP B LOWER","","",,2034166
"8jnxTJQJnF","BATES 43-42-4413H","4238339700","903005H",2016-10-19 14:30:00.000,"HORIZONTAL","BATES 43-42 BLUE","MIDLAND","TEXAS - REAGAN","DRL","",2016-10-19 00:00:00.000,2017-01-08 00:00:00.000,"CHARGER 102",2016-12-25 06:00:00.000,2017-01-08 06:00:00.000,,2016-12-25 06:00:00.000,"WOLFCAMP B LOWER","","",,1942887
"9DRILil64L","KATHRYN 43-42-4407H","4238339676","522105H",2017-04-07 00:00:00.000,"HORIZONTAL","KATHRYN 43-42 BLUE","MIDLAND","TEXAS - REAGAN","DRL","",2017-04-08 00:00:00.000,2017-08-07 00:00:00.000,"CHARGER 102",2017-04-07 20:00:00.000,2017-04-11 06:00:00.000,,2017-04-07 21:00:00.000,"WOLFCAMP B LOWER","","",,3815079
"9DRILil64L","KATHRYN 43-42-4407H","4238339676","522105H",2017-04-07 00:00:00.000,"HORIZONTAL","KATHRYN 43-42 BLUE","MIDLAND","TEXAS - REAGAN","DRL","",2017-04-08 00:00:00.000,2017-08-07 00:00:00.000,"PATTERSON 762",2017-07-08 06:00:00.000,2017-08-07 06:00:00.000,,2017-07-16 17:00:00.000,"WOLFCAMP B LOWER","","",,3815079
"ey2iE9Chaf","RINGO 8-9-4415H","4238339615","690805H",2016-07-30 00:00:00.000,"HORIZONTAL","RINGO 8 BLACK","MIDLAND","TEXAS - REAGAN","DRL","",2016-07-30 00:00:00.000,2016-11-18 00:00:00.000,"CHARGER 101",2016-07-29 06:00:00.000,2016-07-31 06:00:00.000,,2016-07-29 06:00:00.000,"WOLFCAMP B LOWER","","",,1601520
"F7rmEHHYyl","KATHRYN 44-5-4413H","4238339464","5404413H-2",2015-12-07 00:00:00.000,"HORIZONTAL","KATHRYN 44-5-4413H","MIDLAND","TEXAS - REAGAN","DRL","",2015-09-26 00:00:00.000,2015-12-17 00:00:00.000,"CHARGER 102",2015-11-28 06:00:00.000,2015-12-18 06:00:00.000,,2015-11-28 06:00:00.000,"WOLFCAMP B LOWER","","",,2541785
"chRh0zByfC","OLIVER 39-34-4401H","4238339627","522204406H",2016-08-17 00:00:00.000,"HORIZONTAL","OLIVER 39-34 BLACK","MIDLAND","TEXAS - REAGAN","DRL","",2016-08-18 00:00:00.000,2016-11-30 00:00:00.000,"NOMAC 55",2016-11-11 06:00:00.000,2016-11-30 06:00:00.000,,2016-11-11 06:00:00.000,"WOLFCAMP B LOWER","","",,1934397
"DiBBIIGZqu","DEVIN 25-24-4401H","4238339879","652013H",2017-07-13 08:30:00.000,"HORIZONTAL","DEVIN 25-24 BLACK","MIDLAND","TEXAS - REAGAN","DRL","",2017-07-14 00:00:00.000,2018-09-22 00:00:00.000,"TRINIDAD 125",2017-07-31 20:00:00.000,2017-08-09 00:00:00.000,,2017-08-01 19:00:00.000,"WOLFCAMP B LOWER","","",,3747077.2
"exzQY7diuE","TUCKER 166-1HB","4238338976","515401H",2014-07-26 00:00:00.000,"HORIZONTAL","TUCKER 166-1HB","MIDLAND","TEXAS - REAGAN","DRL","",2014-07-27 00:00:00.000,2014-08-15 00:00:00.000,"LATSHAW 22",2014-07-26 06:00:00.000,2014-08-22 06:00:00.000,,2014-07-26 06:00:00.000,"WOLFCAMP B LOWER","","",,2329432
"Iwoq3Qwt6V","BAST 34-39-4415H","4238339692","534306H",2016-11-14 00:00:00.000,"HORIZONTAL","BAST 34-39 BLUE","MIDLAND","TEXAS - REAGAN","DRL","",2016-11-15 00:00:00.000,2017-01-16 00:00:00.000,"CHARGER 101",2016-11-14 06:00:00.000,2016-11-15 06:00:00.000,,2016-11-14 06:00:00.000,"WOLFCAMP B LOWER","","",,2070570
"pLHLzkM1aw","HEADLINERS 6-4413H","4238339327","521104413H",2015-02-15 00:00:00.000,"HORIZONTAL","HEADLINERS 6 4413H","MIDLAND","TEXAS - REAGAN","DRL","",2015-02-20 00:00:00.000,2015-03-10 00:00:00.000,"H&P 220",2015-02-19 06:00:00.000,2015-03-10 06:00:00.000,,2015-02-19 06:00:00.000,"WOLFCAMP B LOWER","","",,1969896
"6X9hWqDdFH","KATHRYN 43-42-4401H","4238339585","524302H",2016-04-07 00:00:00.000,"HORIZONTAL","KATHRYN 43-42 4401H","MIDLAND","TEXAS - REAGAN","DRL","",2016-04-07 00:00:00.000,2016-05-26 00:00:00.000,"NOMAC 55",2016-04-18 06:00:00.000,2016-05-26 06:00:00.000,,2016-04-18 06:00:00.000,"WOLFCAMP B LOWER","","",,3163942
"9JsCSSwX5b","TUCKER 166-2HB","4223535895","515402H",2014-08-20 00:00:00.000,"HORIZONTAL","TUCKER 166-2HB","MIDLAND","TEXAS - REAGAN","DRL","",2014-08-20 00:00:00.000,2014-09-07 00:00:00.000,"LATSHAW 22",2014-08-19 06:00:00.000,2014-09-09 06:00:00.000,,2014-08-19 06:00:00.000,"WOLFCAMP B LOWER","","",,2346950
"CTqmzjuuhC","BAST 33-40-4412H","4238339368","531404412H",2015-04-24 00:00:00.000,"HORIZONTAL","BAST 33-40-5H","MIDLAND","TEXAS - REAGAN","DRL","",2015-05-16 00:00:00.000,2015-06-11 00:00:00.000,"CHARGER 102",2015-05-15 06:00:00.000,2015-06-11 06:00:00.000,,2015-05-15 06:00:00.000,"WOLFCAMP B LOWER","","",,2754376
"ey2iE9Chaf","RINGO 8-9-4415H","4238339615","690805H",2016-07-30 00:00:00.000,"HORIZONTAL","RINGO 8 BLACK","MIDLAND","TEXAS - REAGAN","DRL","",2016-07-30 00:00:00.000,2016-11-18 00:00:00.000,"CHARGER 102",2016-11-08 06:00:00.000,2016-11-19 06:00:00.000,,2016-11-08 06:00:00.000,"WOLFCAMP B LOWER","","",,1601520
"HN3RRaQ5iP","PAIGE 13A-12A-4409H","4238339759","652022H",2017-01-14 00:00:00.000,"HORIZONTAL","PAIGE 13-12 BLUE","MIDLAND","TEXAS - REAGAN","DRL","",2017-01-15 00:00:00.000,2017-04-18 00:00:00.000,"CHARGER 101",2017-01-14 06:00:00.000,2017-01-15 06:00:00.000,,2017-01-14 06:00:00.000,"WOLFCAMP B LOWER","","",,3570495
"j5Hk9QgpYY","AUSTIN 7-6-4405H","4238339668","560301H",2016-09-14 00:30:00.000,"HORIZONTAL","AUSTIN 7-6 4405H","MIDLAND","TEXAS - REAGAN","DRL","",2016-09-14 00:00:00.000,2016-10-05 00:00:00.000,"CHARGER 101",2016-09-13 06:00:00.000,2016-09-15 06:00:00.000,,2016-09-13 06:00:00.000,"WOLFCAMP B LOWER","","",,1805478
