id,data_inversa,dia_semana,horario,uf,br,km,municipio,elemento_transito,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude
129849,2018-04-23 00:00:00.000,"segunda-feira",1899-12-30 20:10:00.000,"MG","262",560,"CORREGO DANTA","Homem","Falta de Atenção à Condução","Derramamento de carga","Com Vítimas Feridas","Plena Noite","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-19.737259,-46.013737
130981,2018-04-29 00:00:00.000,"domingo",1899-12-30 09:16:00.000,"MG","381",486,"BETIM","Homem","Falta de Atenção à Condução","Colisão lateral","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-19.9554,-44.1157
130987,2018-04-29 00:00:00.000,"domingo",1899-12-30 13:50:00.000,"MG","262",801,"UBERABA","Homem","Falta de Atenção à Condução","Capotamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-19.775097,-47.972019
134365,2018-05-14 00:00:00.000,"segunda-feira",1899-12-30 18:15:00.000,"MG","459",102,"POUSO ALEGRE","Homem","Falta de Atenção à Condução","Colisão com objeto estático","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-22.22660565,-45.91013789
134787,2018-05-17 00:00:00.000,"quinta-feira",1899-12-30 03:00:00.000,"MG","381",478,"CONTAGEM","Homem","Falta de Atenção à Condução","Colisão com objeto estático","Com Vítimas Feridas","Amanhecer","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-19.9643,-44.044
139034,2018-06-09 00:00:00.000,"sábado",1899-12-30 17:50:00.000,"MG","365",115,"JEQUITAI","Homem","Falta de Atenção à Condução","Colisão com objeto estático","Com Vítimas Feridas","Anoitecer","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-17.188395,-44.659599
140173,2018-06-14 00:00:00.000,"quinta-feira",1899-12-30 17:46:00.000,"MG","50",70,"UBERLANDIA","Homem","Falta de Atenção à Condução","Colisão lateral","Com Vítimas Feridas","Anoitecer","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-18.97902595,-48.2409668
140445,2018-06-16 00:00:00.000,"sábado",1899-12-30 01:15:00.000,"MG","251",425,"GRAO MOGOL","Homem","Falta de Atenção à Condução","Colisão com objeto estático","Com Vítimas Feridas","Plena Noite","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-16.3438,-43.1457
140708,2018-06-17 00:00:00.000,"domingo",1899-12-30 06:00:00.000,"MG","50",38,"ARAGUARI","Homem","Falta de Atenção à Condução","Colisão com objeto estático","Com Vítimas Feridas","Amanhecer","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-18.66942133,-48.1769371
142229,2018-06-24 00:00:00.000,"domingo",1899-12-30 15:25:00.000,"MG","262",844,"CONCEICAO DAS ALAGOAS","Homem","Falta de Atenção à Condução","Capotamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-19.75636423,-48.28250885
145732,2018-07-10 00:00:00.000,"terça-feira",1899-12-30 09:30:00.000,"MG","40",462,"SETE LAGOAS","Homem","Falta de Atenção à Condução","Colisão lateral","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-19.428589,-44.336915000000012
145744,2018-07-10 00:00:00.000,"terça-feira",1899-12-30 12:30:00.000,"MG","40",773,"JUIZ DE FORA","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-21.6517,-43.4346
151109,2018-07-16 00:00:00.000,"segunda-feira",1899-12-30 22:30:00.000,"MG","381",478,"CONTAGEM","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-19.9643,-44.044
154940,2018-08-24 00:00:00.000,"sexta-feira",1899-12-30 10:15:00.000,"MG","381",750,"TRES CORACOES","Homem","Falta de Atenção à Condução","Colisão com objeto estático","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-21.6469,-45.2967
155630,2018-08-27 00:00:00.000,"segunda-feira",1899-12-30 09:15:00.000,"MG","354",753,"ITAMONTE","Homem","Falta de Atenção à Condução","Colisão lateral","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Urbano",1,0,1,0,0,0,1,1,-22.28757689,-44.86719132
158743,2018-09-11 00:00:00.000,"terça-feira",1899-12-30 07:50:00.000,"MG","40",549,"NOVA LIMA","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-20.047255,-43.9722723
159601,2018-09-15 00:00:00.000,"sábado",1899-12-30 06:35:00.000,"MG","40",43,"PARACATU","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Urbano",1,0,1,0,0,0,1,1,-17.225937,-46.861691
161586,2018-09-25 00:00:00.000,"terça-feira",1899-12-30 07:00:00.000,"MG","50",122,"UBERABA","Homem","Falta de Atenção à Condução","Capotamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-19.334,-48.0988
162541,2018-09-30 00:00:00.000,"domingo",1899-12-30 07:20:00.000,"MG","381",584,"CARMOPOLIS DE MINAS","Homem","Falta de Atenção à Condução","Capotamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-20.5177,-44.6187
164286,2018-10-09 00:00:00.000,"terça-feira",1899-12-30 06:30:00.000,"MG","381",502,"BETIM","Homem","Falta de Atenção à Condução","Atropelamento de Animal","Com Vítimas Feridas","Amanhecer","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-20.0236,-44.2299
166749,2018-10-21 00:00:00.000,"domingo",1899-12-30 05:30:00.000,"MG","381",945,"EXTREMA","Homem","Falta de Atenção à Condução","Colisão com objeto estático","Com Vítimas Feridas","Amanhecer","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-22.85982881,-46.3413563
167384,2018-10-24 00:00:00.000,"quarta-feira",1899-12-30 12:10:00.000,"MG","116",422,"CARATINGA","Homem","Falta de Atenção à Condução","Capotamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-19.73137141,-42.13321745
167832,2018-10-26 00:00:00.000,"sexta-feira",1899-12-30 13:47:00.000,"MG","262",364,"JUATUBA","Homem","Falta de Atenção à Condução","Colisão com objeto em movimento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-19.9735,-44.3155
177604,2018-12-12 00:00:00.000,"quarta-feira",1899-12-30 16:10:00.000,"MG","116",283,"TEOFILO OTONI","Homem","Falta de Atenção à Condução","Capotamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-17.923209399999994,-41.52763367
198747,2018-12-13 00:00:00.000,"quinta-feira",1899-12-30 20:00:00.000,"MG","365",6,"MONTES CLAROS","Homem","Falta de Atenção à Condução","Colisão com objeto em movimento","Com Vítimas Feridas","Plena Noite","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-16.82669706,-43.9231968
186525,2019-01-21 00:00:00.000,"segunda-feira",1899-12-30 04:40:00.000,"MG","381",359,"JOAO MONLEVADE","Homem","Falta de Atenção à Condução","Colisão lateral","Com Vítimas Feridas","Plena Noite","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-19.84907,-43.15121
187389,2019-01-25 00:00:00.000,"sexta-feira",1899-12-30 15:50:00.000,"MG","262",368,"JUATUBA","Homem","Falta de Atenção à Condução","Capotamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-19.9568,-44.344
195507,2019-03-06 00:00:00.000,"quarta-feira",1899-12-30 23:15:00.000,"MG","50",31,"ARAGUARI","Homem","Falta de Atenção à Condução","Colisão lateral","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-18.62419,-48.11705
196624,2019-03-12 00:00:00.000,"terça-feira",1899-12-30 18:10:00.000,"MG","40",511,"RIBEIRAO DAS NEVES","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Anoitecer","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-19.78564,-44.11479
201110,2019-04-04 00:00:00.000,"quinta-feira",1899-12-30 14:40:00.000,"MG","381",810,"CAREACU","Homem","Falta de Atenção à Condução","Capotamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-22.0456,-45.68921
204554,2019-04-20 00:00:00.000,"sábado",1899-12-30 23:23:00.000,"MG","153",11,"ARAPORA","Homem","Falta de Atenção à Condução","Capotamento","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-18.51514,-49.18936
205466,2019-04-25 00:00:00.000,"quinta-feira",1899-12-30 10:05:00.000,"MG","116",276,"TEOFILO OTONI","Homem","Falta de Atenção à Condução","Colisão lateral","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Urbano",1,0,1,0,0,0,1,1,-17.85106,-41.51454
209442,2019-03-29 00:00:00.000,"sexta-feira",1899-12-30 14:00:00.000,"MG","262",803,"UBERABA","Homem","Falta de Atenção à Condução","Colisão lateral","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-19.7751,-47.97202
211188,2019-05-23 00:00:00.000,"quinta-feira",1899-12-30 06:20:00.000,"MG","381",501,"BETIM","Homem","Falta de Atenção à Condução","Colisão com objeto estático","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-20.03146,-44.23779
214449,2019-06-08 00:00:00.000,"sábado",1899-12-30 10:55:00.000,"MG","381",668,"PERDOES","Homem","Falta de Atenção à Condução","Capotamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-21.06788,-45.0523
214866,2019-06-10 00:00:00.000,"segunda-feira",1899-12-30 15:35:00.000,"MG","50",156,"UBERABA","Homem","Falta de Atenção à Condução","Danos eventuais","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-19.61676,-48.01874
216167,2019-06-16 00:00:00.000,"domingo",1899-12-30 19:45:00.000,"MG","40",632,"CONSELHEIRO LAFAIETE","Homem","Falta de Atenção à Condução","Atropelamento de Animal","Com Vítimas Feridas","Plena Noite","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-20.67349,-43.7969
216541,2019-06-18 00:00:00.000,"terça-feira",1899-12-30 17:30:00.000,"MG","40",523,"CONTAGEM","Homem","Falta de Atenção à Condução","Capotamento","Com Vítimas Feridas","Anoitecer","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-19.86875,-44.05962
218228,2019-06-26 00:00:00.000,"quarta-feira",1899-12-30 21:15:00.000,"MG","365",408,"PATOS DE MINAS","Homem","Falta de Atenção à Condução","Capotamento","Com Vítimas Feridas","Plena Noite","Céu Claro","Múltipla","Reta","Rural",1,0,1,0,0,0,1,1,-18.64785,-46.50721
225517,2019-07-29 00:00:00.000,"segunda-feira",1899-12-30 19:10:00.000,"MG","262",799,"UBERABA","Homem","Falta de Atenção à Condução","Capotamento","Com Vítimas Feridas","Plena Noite","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-19.77864,-47.9363
226460,2019-08-03 00:00:00.000,"sábado",1899-12-30 19:10:00.000,"MG","262",799,"UBERABA","Homem","Falta de Atenção à Condução","Colisão com objeto estático","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-19.77024,-47.90489
229729,2019-08-19 00:00:00.000,"segunda-feira",1899-12-30 08:05:00.000,"MG","365",613,"UBERLANDIA","Homem","Falta de Atenção à Condução","Colisão lateral","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-18.93655,-48.20668
230238,2019-08-21 00:00:00.000,"quarta-feira",1899-12-30 17:45:00.000,"MG","40",446,"PARAOPEBA","Homem","Falta de Atenção à Condução","Capotamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-19.28815,-44.392
230728,2019-08-24 00:00:00.000,"sábado",1899-12-30 05:46:00.000,"MG","381",593,"CARMOPOLIS DE MINAS","Homem","Falta de Atenção à Condução","Capotamento","Com Vítimas Feridas","Amanhecer","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-20.58528,-44.6938
231420,2019-08-28 00:00:00.000,"quarta-feira",1899-12-30 06:00:00.000,"MG","381",632,"OLIVEIRA","Homem","Falta de Atenção à Condução","Capotamento","Com Vítimas Feridas","Amanhecer","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-20.86148,-44.84048
231564,2019-08-28 00:00:00.000,"quarta-feira",1899-12-30 21:00:00.000,"MG","381",459,"BELO HORIZONTE","Homem","Falta de Atenção à Condução","Colisão com objeto estático","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-19.85162,-43.88824
233515,2019-09-06 00:00:00.000,"sexta-feira",1899-12-30 11:50:00.000,"MG","381",594,"CARMOPOLIS DE MINAS","Homem","Falta de Atenção à Condução","Capotamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-20.59144,-44.70068
233654,2019-09-06 00:00:00.000,"sexta-feira",1899-12-30 19:10:00.000,"MG","381",572,"ITAGUARA","Homem","Falta de Atenção à Condução","Capotamento","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-20.452070000000006,-44.56891
233758,2019-09-06 00:00:00.000,"sexta-feira",1899-12-30 09:15:00.000,"MG","262",774,"UBERABA","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-19.72185,-47.7116
235565,2019-09-15 00:00:00.000,"domingo",1899-12-30 12:45:00.000,"MG","381",625,"OLIVEIRA","Homem","Falta de Atenção à Condução","Capotamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-20.82314,-44.80114
239662,2019-10-02 00:00:00.000,"quarta-feira",1899-12-30 10:45:00.000,"MG","262",600,"CAMPOS ALTOS","Homem","Falta de Atenção à Condução","Capotamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-19.65696,-46.21482
241352,2019-10-10 00:00:00.000,"quinta-feira",1899-12-30 06:30:00.000,"MG","50",177,"UBERABA","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-19.77915,-47.95048
252735,2019-11-29 00:00:00.000,"sexta-feira",1899-12-30 20:10:00.000,"MG","116",280,"TEOFILO OTONI","Homem","Falta de Atenção à Condução","Colisão lateral","Com Vítimas Feridas","Plena Noite","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-17.88476,-41.52258
253336,2019-12-02 00:00:00.000,"segunda-feira",1899-12-30 11:25:00.000,"MG","365",211,"BURITIZEIRO","Homem","Falta de Atenção à Condução","Capotamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-17.55556,-45.30966
255466,2019-12-12 00:00:00.000,"quinta-feira",1899-12-30 05:50:00.000,"MG","116",800,"ALEM PARAIBA","Homem","Falta de Atenção à Condução","Colisão com objeto estático","Com Vítimas Feridas","Amanhecer","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-21.77056,-42.73103
257751,2019-12-21 00:00:00.000,"sábado",1899-12-30 15:40:00.000,"MG","262",99,"ABRE CAMPO","Homem","Falta de Atenção à Condução","Colisão lateral","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-20.29099,-42.50612
260991,2020-01-05 00:00:00.000,"domingo",1899-12-30 12:30:00.000,"MG","381",895,"CAMBUI","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-22.62324893,-46.07503911
261775,2020-01-09 00:00:00.000,"quinta-feira",1899-12-30 15:25:00.000,"MG","381",302,"ANTONIO DIAS","Homem","Falta de Atenção à Condução","Colisão com objeto estático","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-19.63953089,-42.89903641
262980,2020-01-15 00:00:00.000,"quarta-feira",1899-12-30 16:10:00.000,"MG","267",191,"BOM JARDIM DE MINAS","Homem","Falta de Atenção à Condução","Incêndio","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-21.92183510000001,-44.02807679
263449,2020-01-17 00:00:00.000,"sexta-feira",1899-12-30 20:00:00.000,"MG","40",510,"RIBEIRAO DAS NEVES","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-19.77463885,-44.12321882
268430,2020-02-10 00:00:00.000,"segunda-feira",1899-12-30 12:10:00.000,"MG","381",478,"CONTAGEM","Homem","Falta de Atenção à Condução","Colisão com objeto estático","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-19.95826094,-44.05921101
270290,2020-02-19 00:00:00.000,"quarta-feira",1899-12-30 17:30:00.000,"MG","116",277,"TEOFILO OTONI","Homem","Falta de Atenção à Condução","Colisão com objeto estático","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-17.859945,-41.515144
272756,2020-03-02 00:00:00.000,"segunda-feira",1899-12-30 06:15:00.000,"MG","116",277,"TEOFILO OTONI","Homem","Falta de Atenção à Condução","Atropelamento de Animal","Com Vítimas Feridas","Pleno dia","Céu Claro","Múltipla","Reta","Urbano",1,0,1,0,0,0,1,1,-17.859945,-41.515144
276866,2020-03-22 00:00:00.000,"domingo",1899-12-30 19:35:00.000,"MG","381",488,"BETIM","Homem","Falta de Atenção à Condução","Colisão com objeto estático","Com Vítimas Feridas","Plena Noite","Céu Claro","Múltipla","Reta","Urbano",1,0,1,0,0,0,1,1,-19.95689163,-44.13516998
281517,2020-04-26 00:00:00.000,"domingo",1899-12-30 06:00:00.000,"MG","365",368,"PATOS DE MINAS","Homem","Falta de Atenção à Condução","Capotamento","Com Vítimas Feridas","Amanhecer","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-18.53957,-46.16851
283117,2020-05-06 00:00:00.000,"quarta-feira",1899-12-30 15:50:00.000,"MG","40",612,"CONGONHAS","Homem","Falta de Atenção à Condução","Capotamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-20.51778098,-43.83603641
283635,2020-05-09 00:00:00.000,"sábado",1899-12-30 20:00:00.000,"MG","381",547,"RIO MANSO","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-20.30272561,-44.44474427
286443,2020-05-26 00:00:00.000,"terça-feira",1899-12-30 14:30:00.000,"MG","381",876,"ESTIVA","Homem","Falta de Atenção à Condução","Capotamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-22.472813,-46.01072791
289685,2020-06-12 00:00:00.000,"sexta-feira",1899-12-30 18:55:00.000,"MG","40",42,"PARACATU","Homem","Falta de Atenção à Condução","Colisão transversal","Com Vítimas Feridas","Anoitecer","Céu Claro","Simples","Reta","Urbano",1,0,1,0,0,0,1,1,-17.218844100000002,-46.8666753
297103,2020-07-23 00:00:00.000,"quinta-feira",1899-12-30 20:20:00.000,"MG","262",400,"PARA DE MINAS","Homem","Falta de Atenção à Condução","Colisão com objeto estático","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-19.90293517,-44.54364505
297306,2020-07-24 00:00:00.000,"sexta-feira",1899-12-30 23:30:00.000,"MG","365",615,"UBERLANDIA","Homem","Falta de Atenção à Condução","Colisão com objeto estático","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-18.884602,-48.26594
300655,2020-08-10 00:00:00.000,"segunda-feira",1899-12-30 13:30:00.000,"MG","381",408,"BOM JESUS DO AMPARO","Homem","Falta de Atenção à Condução","Colisão com objeto estático","Com Vítimas Feridas","Pleno dia","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-19.72515688,-43.56957794
301999,2020-08-16 00:00:00.000,"domingo",1899-12-30 20:00:00.000,"MG","262",509,"LUZ","Homem","Falta de Atenção à Condução","Capotamento","Com Vítimas Feridas","Plena Noite","Céu Claro","Simples","Reta","Rural",1,0,1,0,0,0,1,1,-19.77231093,-45.51991603
310798,2020-09-28 00:00:00.000,"segunda-feira",1899-12-30 02:30:00.000,"MG","365",613,"UBERLANDIA","Homem","Falta de Atenção à Condução","Colisão com objeto estático","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-18.93718028,-48.20950985
312983,2020-10-08 00:00:00.000,"quinta-feira",1899-12-30 17:40:00.000,"MG","365",694,"MONTE ALEGRE DE MINAS","Homem","Falta de Atenção à Condução","Capotamento","Com Vítimas Feridas","Anoitecer","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-18.87801743,-48.94107198
313907,2020-10-11 00:00:00.000,"domingo",1899-12-30 04:30:00.000,"MG","381",493,"BETIM","Homem","Falta de Atenção à Condução","Colisão transversal","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-19.97670801,-44.19962698
321784,2020-11-16 00:00:00.000,"segunda-feira",1899-12-30 08:35:00.000,"MG","381",479,"CONTAGEM","Homem","Falta de Atenção à Condução","Danos eventuais","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-19.95889605,-44.069202
322049,2020-11-17 00:00:00.000,"terça-feira",1899-12-30 16:20:00.000,"MG","381",511,"IGARAPE","Homem","Falta de Atenção à Condução","Colisão traseira","Com Vítimas Feridas","Pleno dia","Céu Claro","Múltipla","Reta","Urbano",1,0,1,0,0,0,1,1,-20.08108449,-44.30717468
323892,2020-11-26 00:00:00.000,"quinta-feira",1899-12-30 14:30:00.000,"MG","381",480,"CONTAGEM","Homem","Falta de Atenção à Condução","Colisão com objeto estático","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Urbano",1,0,1,0,0,0,1,1,-19.95838149,-44.0599186
328050,2020-12-15 00:00:00.000,"terça-feira",1899-12-30 12:02:00.000,"MG","50",146,"UBERABA","Homem","Falta de Atenção à Condução","Capotamento","Com Vítimas Feridas","Pleno dia","Céu Claro","Dupla","Reta","Rural",1,0,1,0,0,0,1,1,-19.52881302,-48.03811615
2165,2017-01-08 00:00:00.000,"domingo",1899-12-30 19:07:00.000,"MG","365",8,"MONTES CLAROS","Homem","Falta de Atenção à Condução","Queda de ocupante de veículo","Com Vítimas Feridas","Anoitecer","Céu Claro","Simples","Curva","Rural",1,0,1,0,0,0,1,1,-16.81818005,-43.91628027
16593,2017-03-03 00:00:00.000,"sexta-feira",1899-12-30 06:00:00.000,"MG","40",566,"NOVA LIMA","Homem","Falta de Atenção à Condução","Tombamento","Com Vítimas Feridas","Amanhecer","Céu Claro","Simples","Curva","Rural",1,0,1,0,0,0,1,1,-20.1838,-43.9667
29506,2017-04-16 00:00:00.000,"domingo",1899-12-30 20:15:00.000,"MG","262",563,"CORREGO DANTA","Homem","Falta de Atenção à Condução","Capotamento","Com Vítimas Feridas","Plena Noite","Céu Claro","Simples","Curva","Rural",1,0,1,0,0,0,1,1,-19.7464,-45.9819
33250,2017-04-29 00:00:00.000,"sábado",1899-12-30 22:40:00.000,"MG","116",104,"ITAOBIM","Homem","Falta de Atenção à Condução","Queda de ocupante de veículo","Com Vítimas Feridas","Plena Noite","Céu Claro","Simples","Curva","Rural",1,0,1,0,0,0,1,1,-16.47019893,-41.5020993
34801,2017-05-06 00:00:00.000,"sábado",1899-12-30 03:25:00.000,"MG","40",516,"CONTAGEM","Homem","Falta de Atenção à Condução","Saída de leito carroçável","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Curva","Rural",1,0,1,0,0,0,1,1,-19.8189,-44.0873
40337,2017-05-24 00:00:00.000,"quarta-feira",1899-12-30 23:20:00.000,"MG","116",650,"FERVEDOURO","Homem","Falta de Atenção à Condução","Saída de leito carroçável","Com Vítimas Feridas","Plena Noite","Céu Claro","Simples","Curva","Rural",1,0,1,0,0,0,1,1,-20.70690646,-42.27993429
43647,2017-06-05 00:00:00.000,"segunda-feira",1899-12-30 20:07:00.000,"MG","50",2,"ARAGUARI","Homem","Falta de Atenção à Condução","Colisão com objeto estático","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Curva","Rural",1,0,1,0,0,0,1,1,-18.4388,-48.056399999999996
46972,2017-06-17 00:00:00.000,"sábado",1899-12-30 22:00:00.000,"MG","40",479,"SETE LAGOAS","Homem","Falta de Atenção à Condução","Saída de leito carroçável","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Curva","Rural",1,0,1,0,0,0,1,1,-19.54214702,-44.25040243
47580,2017-06-19 00:00:00.000,"segunda-feira",1899-12-30 19:30:00.000,"MG","50",33,"ARAGUARI","Homem","Falta de Atenção à Condução","Saída de leito carroçável","Com Vítimas Feridas","Anoitecer","Céu Claro","Dupla","Curva","Rural",1,0,1,0,0,0,1,1,-18.64624514,-48.13041687
49424,2017-06-26 00:00:00.000,"segunda-feira",1899-12-30 17:30:00.000,"MG","40",677,"RESSAQUINHA","Homem","Falta de Atenção à Condução","Saída de leito carroçável","Com Vítimas Feridas","Anoitecer","Céu Claro","Dupla","Curva","Urbano",1,0,1,0,0,0,1,1,-21.04715491,-43.76107167
54662,2017-07-16 00:00:00.000,"domingo",1899-12-30 01:35:00.000,"MG","262",810,"UBERABA","Homem","Falta de Atenção à Condução","Colisão com objeto estático","Com Vítimas Feridas","Plena Noite","Céu Claro","Dupla","Curva","Urbano",1,0,1,0,0,0,1,1,-19.76970054,-47.97959802
