Date,Year,MonthNumber,Month,YearMonth,Quarter,WeekDayNum,WeekDayEngShort,WeekDayRuShort,WorkDayEng,WorkDayRu,WeekNumber,KZT
2017-05-23 00:00:00.000,2017,5,"May","2017-05","Qtr 2",2,"Tue","ВТ","workday","будний",22,105
2017-05-30 00:00:00.000,2017,5,"May","2017-05","Qtr 2",2,"Tue","ВТ","workday","будний",23,94
2017-06-06 00:00:00.000,2017,6,"June","2017-06","Qtr 2",2,"Tue","ВТ","workday","будний",24,112
2017-06-13 00:00:00.000,2017,6,"June","2017-06","Qtr 2",2,"Tue","ВТ","workday","будний",25,110
2017-06-20 00:00:00.000,2017,6,"June","2017-06","Qtr 2",2,"Tue","ВТ","workday","будний",26,82
2017-06-27 00:00:00.000,2017,6,"June","2017-06","Qtr 2",2,"Tue","ВТ","workday","будний",27,112
2017-07-04 00:00:00.000,2017,7,"July","2017-07","Qtr 3",2,"Tue","ВТ","workday","будний",28,115
2017-07-11 00:00:00.000,2017,7,"July","2017-07","Qtr 3",2,"Tue","ВТ","workday","будний",29,98
2017-07-18 00:00:00.000,2017,7,"July","2017-07","Qtr 3",2,"Tue","ВТ","workday","будний",30,84
2017-07-25 00:00:00.000,2017,7,"July","2017-07","Qtr 3",2,"Tue","ВТ","workday","будний",31,96
2017-08-01 00:00:00.000,2017,8,"August","2017-08","Qtr 3",2,"Tue","ВТ","workday","будний",32,117
2017-08-08 00:00:00.000,2017,8,"August","2017-08","Qtr 3",2,"Tue","ВТ","workday","будний",33,87
2017-08-15 00:00:00.000,2017,8,"August","2017-08","Qtr 3",2,"Tue","ВТ","workday","будний",34,99
2017-08-22 00:00:00.000,2017,8,"August","2017-08","Qtr 3",2,"Tue","ВТ","workday","будний",35,97
2017-08-29 00:00:00.000,2017,8,"August","2017-08","Qtr 3",2,"Tue","ВТ","workday","будний",36,84
2017-09-05 00:00:00.000,2017,9,"September","2017-09","Qtr 3",2,"Tue","ВТ","workday","будний",37,90
2017-09-12 00:00:00.000,2017,9,"September","2017-09","Qtr 3",2,"Tue","ВТ","workday","будний",38,117
2017-09-19 00:00:00.000,2017,9,"September","2017-09","Qtr 3",2,"Tue","ВТ","workday","будний",39,101
2017-09-26 00:00:00.000,2017,9,"September","2017-09","Qtr 3",2,"Tue","ВТ","workday","будний",40,105
2017-10-03 00:00:00.000,2017,10,"October","2017-10","Qtr 4",2,"Tue","ВТ","workday","будний",41,87
2017-10-10 00:00:00.000,2017,10,"October","2017-10","Qtr 4",2,"Tue","ВТ","workday","будний",42,91
2017-10-17 00:00:00.000,2017,10,"October","2017-10","Qtr 4",2,"Tue","ВТ","workday","будний",43,98
2017-10-24 00:00:00.000,2017,10,"October","2017-10","Qtr 4",2,"Tue","ВТ","workday","будний",44,105
2017-10-31 00:00:00.000,2017,10,"October","2017-10","Qtr 4",2,"Tue","ВТ","workday","будний",45,102
2017-11-07 00:00:00.000,2017,11,"November","2017-11","Qtr 4",2,"Tue","ВТ","workday","будний",46,114
2017-11-14 00:00:00.000,2017,11,"November","2017-11","Qtr 4",2,"Tue","ВТ","workday","будний",47,80
2017-11-21 00:00:00.000,2017,11,"November","2017-11","Qtr 4",2,"Tue","ВТ","workday","будний",48,94
2017-11-28 00:00:00.000,2017,11,"November","2017-11","Qtr 4",2,"Tue","ВТ","workday","будний",49,94
2017-12-05 00:00:00.000,2017,12,"December","2017-12","Qtr 4",2,"Tue","ВТ","workday","будний",50,91
2017-12-12 00:00:00.000,2017,12,"December","2017-12","Qtr 4",2,"Tue","ВТ","workday","будний",51,99
2017-12-19 00:00:00.000,2017,12,"December","2017-12","Qtr 4",2,"Tue","ВТ","workday","будний",52,98
2017-12-26 00:00:00.000,2017,12,"December","2017-12","Qtr 4",2,"Tue","ВТ","workday","будний",53,119
2018-01-02 00:00:00.000,2018,1,"January","2018-01","Qtr 1",2,"Tue","ВТ","workday","будний",1,120
2018-01-09 00:00:00.000,2018,1,"January","2018-01","Qtr 1",2,"Tue","ВТ","workday","будний",2,81
2018-01-16 00:00:00.000,2018,1,"January","2018-01","Qtr 1",2,"Tue","ВТ","workday","будний",3,110
2018-01-23 00:00:00.000,2018,1,"January","2018-01","Qtr 1",2,"Tue","ВТ","workday","будний",4,90
2018-01-30 00:00:00.000,2018,1,"January","2018-01","Qtr 1",2,"Tue","ВТ","workday","будний",5,109
2018-02-06 00:00:00.000,2018,2,"February","2018-02","Qtr 1",2,"Tue","ВТ","workday","будний",6,113
2018-02-13 00:00:00.000,2018,2,"February","2018-02","Qtr 1",2,"Tue","ВТ","workday","будний",7,103
2018-02-20 00:00:00.000,2018,2,"February","2018-02","Qtr 1",2,"Tue","ВТ","workday","будний",8,103
2018-02-27 00:00:00.000,2018,2,"February","2018-02","Qtr 1",2,"Tue","ВТ","workday","будний",9,109
2018-03-06 00:00:00.000,2018,3,"March","2018-03","Qtr 1",2,"Tue","ВТ","workday","будний",10,102
2018-03-13 00:00:00.000,2018,3,"March","2018-03","Qtr 1",2,"Tue","ВТ","workday","будний",11,82
2018-03-20 00:00:00.000,2018,3,"March","2018-03","Qtr 1",2,"Tue","ВТ","workday","будний",12,99
2018-03-27 00:00:00.000,2018,3,"March","2018-03","Qtr 1",2,"Tue","ВТ","workday","будний",13,89
2018-04-03 00:00:00.000,2018,4,"April","2018-04","Qtr 2",2,"Tue","ВТ","workday","будний",14,90
2018-04-10 00:00:00.000,2018,4,"April","2018-04","Qtr 2",2,"Tue","ВТ","workday","будний",15,105
2018-04-17 00:00:00.000,2018,4,"April","2018-04","Qtr 2",2,"Tue","ВТ","workday","будний",16,87
2018-04-24 00:00:00.000,2018,4,"April","2018-04","Qtr 2",2,"Tue","ВТ","workday","будний",17,118
2018-05-01 00:00:00.000,2018,5,"May","2018-05","Qtr 2",2,"Tue","ВТ","workday","будний",18,108
2018-05-08 00:00:00.000,2018,5,"May","2018-05","Qtr 2",2,"Tue","ВТ","workday","будний",19,102
2018-05-15 00:00:00.000,2018,5,"May","2018-05","Qtr 2",2,"Tue","ВТ","workday","будний",20,116
2018-05-22 00:00:00.000,2018,5,"May","2018-05","Qtr 2",2,"Tue","ВТ","workday","будний",21,88
2018-05-29 00:00:00.000,2018,5,"May","2018-05","Qtr 2",2,"Tue","ВТ","workday","будний",22,112
2018-06-05 00:00:00.000,2018,6,"June","2018-06","Qtr 2",2,"Tue","ВТ","workday","будний",23,103
2018-06-12 00:00:00.000,2018,6,"June","2018-06","Qtr 2",2,"Tue","ВТ","workday","будний",24,109
2018-06-19 00:00:00.000,2018,6,"June","2018-06","Qtr 2",2,"Tue","ВТ","workday","будний",25,92
2018-06-26 00:00:00.000,2018,6,"June","2018-06","Qtr 2",2,"Tue","ВТ","workday","будний",26,85
2018-07-03 00:00:00.000,2018,7,"July","2018-07","Qtr 3",2,"Tue","ВТ","workday","будний",27,93
2018-07-10 00:00:00.000,2018,7,"July","2018-07","Qtr 3",2,"Tue","ВТ","workday","будний",28,115
2018-07-17 00:00:00.000,2018,7,"July","2018-07","Qtr 3",2,"Tue","ВТ","workday","будний",29,97
2018-07-24 00:00:00.000,2018,7,"July","2018-07","Qtr 3",2,"Tue","ВТ","workday","будний",30,111
2018-07-31 00:00:00.000,2018,7,"July","2018-07","Qtr 3",2,"Tue","ВТ","workday","будний",31,112
2018-08-07 00:00:00.000,2018,8,"August","2018-08","Qtr 3",2,"Tue","ВТ","workday","будний",32,103
2018-08-14 00:00:00.000,2018,8,"August","2018-08","Qtr 3",2,"Tue","ВТ","workday","будний",33,86
2018-08-21 00:00:00.000,2018,8,"August","2018-08","Qtr 3",2,"Tue","ВТ","workday","будний",34,114
2018-08-28 00:00:00.000,2018,8,"August","2018-08","Qtr 3",2,"Tue","ВТ","workday","будний",35,96
2018-09-04 00:00:00.000,2018,9,"September","2018-09","Qtr 3",2,"Tue","ВТ","workday","будний",36,105
2018-09-11 00:00:00.000,2018,9,"September","2018-09","Qtr 3",2,"Tue","ВТ","workday","будний",37,116
2018-09-18 00:00:00.000,2018,9,"September","2018-09","Qtr 3",2,"Tue","ВТ","workday","будний",38,91
2018-09-25 00:00:00.000,2018,9,"September","2018-09","Qtr 3",2,"Tue","ВТ","workday","будний",39,90
2018-10-02 00:00:00.000,2018,10,"October","2018-10","Qtr 4",2,"Tue","ВТ","workday","будний",40,114
2018-10-09 00:00:00.000,2018,10,"October","2018-10","Qtr 4",2,"Tue","ВТ","workday","будний",41,86
2018-10-16 00:00:00.000,2018,10,"October","2018-10","Qtr 4",2,"Tue","ВТ","workday","будний",42,84
2018-10-23 00:00:00.000,2018,10,"October","2018-10","Qtr 4",2,"Tue","ВТ","workday","будний",43,84
2018-10-30 00:00:00.000,2018,10,"October","2018-10","Qtr 4",2,"Tue","ВТ","workday","будний",44,107
2018-11-06 00:00:00.000,2018,11,"November","2018-11","Qtr 4",2,"Tue","ВТ","workday","будний",45,95
2018-11-13 00:00:00.000,2018,11,"November","2018-11","Qtr 4",2,"Tue","ВТ","workday","будний",46,98
2018-11-20 00:00:00.000,2018,11,"November","2018-11","Qtr 4",2,"Tue","ВТ","workday","будний",47,108
2018-11-27 00:00:00.000,2018,11,"November","2018-11","Qtr 4",2,"Tue","ВТ","workday","будний",48,94
2018-12-04 00:00:00.000,2018,12,"December","2018-12","Qtr 4",2,"Tue","ВТ","workday","будний",49,93
2018-12-11 00:00:00.000,2018,12,"December","2018-12","Qtr 4",2,"Tue","ВТ","workday","будний",50,99
2018-12-18 00:00:00.000,2018,12,"December","2018-12","Qtr 4",2,"Tue","ВТ","workday","будний",51,103
2018-12-25 00:00:00.000,2018,12,"December","2018-12","Qtr 4",2,"Tue","ВТ","workday","будний",52,115
2019-01-01 00:00:00.000,2019,1,"January","2019-01","Qtr 1",2,"Tue","ВТ","workday","будний",1,114
2019-01-08 00:00:00.000,2019,1,"January","2019-01","Qtr 1",2,"Tue","ВТ","workday","будний",2,81
2019-01-15 00:00:00.000,2019,1,"January","2019-01","Qtr 1",2,"Tue","ВТ","workday","будний",3,97
2019-01-22 00:00:00.000,2019,1,"January","2019-01","Qtr 1",2,"Tue","ВТ","workday","будний",4,93
2019-01-29 00:00:00.000,2019,1,"January","2019-01","Qtr 1",2,"Tue","ВТ","workday","будний",5,81
2019-02-05 00:00:00.000,2019,2,"February","2019-02","Qtr 1",2,"Tue","ВТ","workday","будний",6,99
2019-02-12 00:00:00.000,2019,2,"February","2019-02","Qtr 1",2,"Tue","ВТ","workday","будний",7,90
2019-02-19 00:00:00.000,2019,2,"February","2019-02","Qtr 1",2,"Tue","ВТ","workday","будний",8,118
2019-02-26 00:00:00.000,2019,2,"February","2019-02","Qtr 1",2,"Tue","ВТ","workday","будний",9,105
2019-03-05 00:00:00.000,2019,3,"March","2019-03","Qtr 1",2,"Tue","ВТ","workday","будний",10,119
2019-03-12 00:00:00.000,2019,3,"March","2019-03","Qtr 1",2,"Tue","ВТ","workday","будний",11,111
2019-03-19 00:00:00.000,2019,3,"March","2019-03","Qtr 1",2,"Tue","ВТ","workday","будний",12,104
2019-03-26 00:00:00.000,2019,3,"March","2019-03","Qtr 1",2,"Tue","ВТ","workday","будний",13,84
2019-04-02 00:00:00.000,2019,4,"April","2019-04","Qtr 2",2,"Tue","ВТ","workday","будний",14,117
2019-04-09 00:00:00.000,2019,4,"April","2019-04","Qtr 2",2,"Tue","ВТ","workday","будний",15,93
2019-04-16 00:00:00.000,2019,4,"April","2019-04","Qtr 2",2,"Tue","ВТ","workday","будний",16,82
2019-04-23 00:00:00.000,2019,4,"April","2019-04","Qtr 2",2,"Tue","ВТ","workday","будний",17,81
2019-04-30 00:00:00.000,2019,4,"April","2019-04","Qtr 2",2,"Tue","ВТ","workday","будний",18,96
2019-05-07 00:00:00.000,2019,5,"May","2019-05","Qtr 2",2,"Tue","ВТ","workday","будний",19,96
2019-05-14 00:00:00.000,2019,5,"May","2019-05","Qtr 2",2,"Tue","ВТ","workday","будний",20,117
2019-05-21 00:00:00.000,2019,5,"May","2019-05","Qtr 2",2,"Tue","ВТ","workday","будний",21,109
2019-05-28 00:00:00.000,2019,5,"May","2019-05","Qtr 2",2,"Tue","ВТ","workday","будний",22,112
2019-06-04 00:00:00.000,2019,6,"June","2019-06","Qtr 2",2,"Tue","ВТ","workday","будний",23,95
2019-06-11 00:00:00.000,2019,6,"June","2019-06","Qtr 2",2,"Tue","ВТ","workday","будний",24,107
2019-06-18 00:00:00.000,2019,6,"June","2019-06","Qtr 2",2,"Tue","ВТ","workday","будний",25,107
2019-06-25 00:00:00.000,2019,6,"June","2019-06","Qtr 2",2,"Tue","ВТ","workday","будний",26,91
2019-07-02 00:00:00.000,2019,7,"July","2019-07","Qtr 3",2,"Tue","ВТ","workday","будний",27,109
2019-07-09 00:00:00.000,2019,7,"July","2019-07","Qtr 3",2,"Tue","ВТ","workday","будний",28,89
2019-07-16 00:00:00.000,2019,7,"July","2019-07","Qtr 3",2,"Tue","ВТ","workday","будний",29,103
2019-07-23 00:00:00.000,2019,7,"July","2019-07","Qtr 3",2,"Tue","ВТ","workday","будний",30,103
2019-07-30 00:00:00.000,2019,7,"July","2019-07","Qtr 3",2,"Tue","ВТ","workday","будний",31,108
2019-08-06 00:00:00.000,2019,8,"August","2019-08","Qtr 3",2,"Tue","ВТ","workday","будний",32,81
2019-08-13 00:00:00.000,2019,8,"August","2019-08","Qtr 3",2,"Tue","ВТ","workday","будний",33,119
2019-08-20 00:00:00.000,2019,8,"August","2019-08","Qtr 3",2,"Tue","ВТ","workday","будний",34,93
2019-08-27 00:00:00.000,2019,8,"August","2019-08","Qtr 3",2,"Tue","ВТ","workday","будний",35,90
2019-09-03 00:00:00.000,2019,9,"September","2019-09","Qtr 3",2,"Tue","ВТ","workday","будний",36,99
2019-09-10 00:00:00.000,2019,9,"September","2019-09","Qtr 3",2,"Tue","ВТ","workday","будний",37,105
2019-09-17 00:00:00.000,2019,9,"September","2019-09","Qtr 3",2,"Tue","ВТ","workday","будний",38,98
2019-09-24 00:00:00.000,2019,9,"September","2019-09","Qtr 3",2,"Tue","ВТ","workday","будний",39,102
2019-10-01 00:00:00.000,2019,10,"October","2019-10","Qtr 4",2,"Tue","ВТ","workday","будний",40,86
2019-10-08 00:00:00.000,2019,10,"October","2019-10","Qtr 4",2,"Tue","ВТ","workday","будний",41,102
2019-10-15 00:00:00.000,2019,10,"October","2019-10","Qtr 4",2,"Tue","ВТ","workday","будний",42,103
2019-10-22 00:00:00.000,2019,10,"October","2019-10","Qtr 4",2,"Tue","ВТ","workday","будний",43,115
2019-10-29 00:00:00.000,2019,10,"October","2019-10","Qtr 4",2,"Tue","ВТ","workday","будний",44,120
2019-11-05 00:00:00.000,2019,11,"November","2019-11","Qtr 4",2,"Tue","ВТ","workday","будний",45,115
2019-11-12 00:00:00.000,2019,11,"November","2019-11","Qtr 4",2,"Tue","ВТ","workday","будний",46,103
2019-11-19 00:00:00.000,2019,11,"November","2019-11","Qtr 4",2,"Tue","ВТ","workday","будний",47,87
2019-11-26 00:00:00.000,2019,11,"November","2019-11","Qtr 4",2,"Tue","ВТ","workday","будний",48,112
2019-12-03 00:00:00.000,2019,12,"December","2019-12","Qtr 4",2,"Tue","ВТ","workday","будний",49,112
2019-12-10 00:00:00.000,2019,12,"December","2019-12","Qtr 4",2,"Tue","ВТ","workday","будний",50,114
2019-12-17 00:00:00.000,2019,12,"December","2019-12","Qtr 4",2,"Tue","ВТ","workday","будний",51,97
2019-12-24 00:00:00.000,2019,12,"December","2019-12","Qtr 4",2,"Tue","ВТ","workday","будний",52,114
2019-12-31 00:00:00.000,2019,12,"December","2019-12","Qtr 4",2,"Tue","ВТ","workday","будний",53,91
2016-01-06 00:00:00.000,2016,1,"January","2016-01","Qtr 1",3,"Wed","СР","workday","будний",2,93
2016-01-13 00:00:00.000,2016,1,"January","2016-01","Qtr 1",3,"Wed","СР","workday","будний",3,112
2016-01-20 00:00:00.000,2016,1,"January","2016-01","Qtr 1",3,"Wed","СР","workday","будний",4,112
2016-01-27 00:00:00.000,2016,1,"January","2016-01","Qtr 1",3,"Wed","СР","workday","будний",5,107
2016-02-03 00:00:00.000,2016,2,"February","2016-02","Qtr 1",3,"Wed","СР","workday","будний",6,90
2016-02-10 00:00:00.000,2016,2,"February","2016-02","Qtr 1",3,"Wed","СР","workday","будний",7,104
2016-02-17 00:00:00.000,2016,2,"February","2016-02","Qtr 1",3,"Wed","СР","workday","будний",8,83
2016-02-24 00:00:00.000,2016,2,"February","2016-02","Qtr 1",3,"Wed","СР","workday","будний",9,104
2016-03-02 00:00:00.000,2016,3,"March","2016-03","Qtr 1",3,"Wed","СР","workday","будний",10,107
2016-03-09 00:00:00.000,2016,3,"March","2016-03","Qtr 1",3,"Wed","СР","workday","будний",11,82
2016-03-16 00:00:00.000,2016,3,"March","2016-03","Qtr 1",3,"Wed","СР","workday","будний",12,102
2016-03-23 00:00:00.000,2016,3,"March","2016-03","Qtr 1",3,"Wed","СР","workday","будний",13,98
2016-03-30 00:00:00.000,2016,3,"March","2016-03","Qtr 1",3,"Wed","СР","workday","будний",14,81
2016-04-06 00:00:00.000,2016,4,"April","2016-04","Qtr 2",3,"Wed","СР","workday","будний",15,120
2016-04-13 00:00:00.000,2016,4,"April","2016-04","Qtr 2",3,"Wed","СР","workday","будний",16,92
2016-04-20 00:00:00.000,2016,4,"April","2016-04","Qtr 2",3,"Wed","СР","workday","будний",17,104
2016-04-27 00:00:00.000,2016,4,"April","2016-04","Qtr 2",3,"Wed","СР","workday","будний",18,110
2016-05-04 00:00:00.000,2016,5,"May","2016-05","Qtr 2",3,"Wed","СР","workday","будний",19,99
2016-05-11 00:00:00.000,2016,5,"May","2016-05","Qtr 2",3,"Wed","СР","workday","будний",20,88
2016-05-18 00:00:00.000,2016,5,"May","2016-05","Qtr 2",3,"Wed","СР","workday","будний",21,98
2016-05-25 00:00:00.000,2016,5,"May","2016-05","Qtr 2",3,"Wed","СР","workday","будний",22,107
2016-06-01 00:00:00.000,2016,6,"June","2016-06","Qtr 2",3,"Wed","СР","workday","будний",23,91
2016-06-08 00:00:00.000,2016,6,"June","2016-06","Qtr 2",3,"Wed","СР","workday","будний",24,83
2016-06-15 00:00:00.000,2016,6,"June","2016-06","Qtr 2",3,"Wed","СР","workday","будний",25,118
2016-06-22 00:00:00.000,2016,6,"June","2016-06","Qtr 2",3,"Wed","СР","workday","будний",26,98
2016-06-29 00:00:00.000,2016,6,"June","2016-06","Qtr 2",3,"Wed","СР","workday","будний",27,105
2016-07-06 00:00:00.000,2016,7,"July","2016-07","Qtr 3",3,"Wed","СР","workday","будний",28,100
2016-07-13 00:00:00.000,2016,7,"July","2016-07","Qtr 3",3,"Wed","СР","workday","будний",29,85
2016-07-20 00:00:00.000,2016,7,"July","2016-07","Qtr 3",3,"Wed","СР","workday","будний",30,89
2016-07-27 00:00:00.000,2016,7,"July","2016-07","Qtr 3",3,"Wed","СР","workday","будний",31,83
2016-08-03 00:00:00.000,2016,8,"August","2016-08","Qtr 3",3,"Wed","СР","workday","будний",32,114
2016-08-10 00:00:00.000,2016,8,"August","2016-08","Qtr 3",3,"Wed","СР","workday","будний",33,111
2016-08-17 00:00:00.000,2016,8,"August","2016-08","Qtr 3",3,"Wed","СР","workday","будний",34,117
2016-08-24 00:00:00.000,2016,8,"August","2016-08","Qtr 3",3,"Wed","СР","workday","будний",35,117
2016-08-31 00:00:00.000,2016,8,"August","2016-08","Qtr 3",3,"Wed","СР","workday","будний",36,117
2016-09-07 00:00:00.000,2016,9,"September","2016-09","Qtr 3",3,"Wed","СР","workday","будний",37,99
2016-09-14 00:00:00.000,2016,9,"September","2016-09","Qtr 3",3,"Wed","СР","workday","будний",38,119
2016-09-21 00:00:00.000,2016,9,"September","2016-09","Qtr 3",3,"Wed","СР","workday","будний",39,86
2016-09-28 00:00:00.000,2016,9,"September","2016-09","Qtr 3",3,"Wed","СР","workday","будний",40,87
2016-10-05 00:00:00.000,2016,10,"October","2016-10","Qtr 4",3,"Wed","СР","workday","будний",41,87
2016-10-12 00:00:00.000,2016,10,"October","2016-10","Qtr 4",3,"Wed","СР","workday","будний",42,92
2016-10-19 00:00:00.000,2016,10,"October","2016-10","Qtr 4",3,"Wed","СР","workday","будний",43,102
2016-10-26 00:00:00.000,2016,10,"October","2016-10","Qtr 4",3,"Wed","СР","workday","будний",44,118
2016-11-02 00:00:00.000,2016,11,"November","2016-11","Qtr 4",3,"Wed","СР","workday","будний",45,94
2016-11-09 00:00:00.000,2016,11,"November","2016-11","Qtr 4",3,"Wed","СР","workday","будний",46,94
2016-11-16 00:00:00.000,2016,11,"November","2016-11","Qtr 4",3,"Wed","СР","workday","будний",47,98
2016-11-23 00:00:00.000,2016,11,"November","2016-11","Qtr 4",3,"Wed","СР","workday","будний",48,96
2016-11-30 00:00:00.000,2016,11,"November","2016-11","Qtr 4",3,"Wed","СР","workday","будний",49,116
2016-12-07 00:00:00.000,2016,12,"December","2016-12","Qtr 4",3,"Wed","СР","workday","будний",50,97
2016-12-14 00:00:00.000,2016,12,"December","2016-12","Qtr 4",3,"Wed","СР","workday","будний",51,89
2016-12-21 00:00:00.000,2016,12,"December","2016-12","Qtr 4",3,"Wed","СР","workday","будний",52,108
2016-12-28 00:00:00.000,2016,12,"December","2016-12","Qtr 4",3,"Wed","СР","workday","будний",53,116
2017-01-04 00:00:00.000,2017,1,"January","2017-01","Qtr 1",3,"Wed","СР","workday","будний",2,97
2017-01-11 00:00:00.000,2017,1,"January","2017-01","Qtr 1",3,"Wed","СР","workday","будний",3,101
2017-01-18 00:00:00.000,2017,1,"January","2017-01","Qtr 1",3,"Wed","СР","workday","будний",4,116
2017-01-25 00:00:00.000,2017,1,"January","2017-01","Qtr 1",3,"Wed","СР","workday","будний",5,93
2017-02-01 00:00:00.000,2017,2,"February","2017-02","Qtr 1",3,"Wed","СР","workday","будний",6,89
2017-02-08 00:00:00.000,2017,2,"February","2017-02","Qtr 1",3,"Wed","СР","workday","будний",7,101
2017-02-15 00:00:00.000,2017,2,"February","2017-02","Qtr 1",3,"Wed","СР","workday","будний",8,118
2017-02-22 00:00:00.000,2017,2,"February","2017-02","Qtr 1",3,"Wed","СР","workday","будний",9,104
2017-03-01 00:00:00.000,2017,3,"March","2017-03","Qtr 1",3,"Wed","СР","workday","будний",10,108
2017-03-08 00:00:00.000,2017,3,"March","2017-03","Qtr 1",3,"Wed","СР","workday","будний",11,98
2017-03-15 00:00:00.000,2017,3,"March","2017-03","Qtr 1",3,"Wed","СР","workday","будний",12,80
2017-03-22 00:00:00.000,2017,3,"March","2017-03","Qtr 1",3,"Wed","СР","workday","будний",13,115
2017-03-29 00:00:00.000,2017,3,"March","2017-03","Qtr 1",3,"Wed","СР","workday","будний",14,103
2017-04-05 00:00:00.000,2017,4,"April","2017-04","Qtr 2",3,"Wed","СР","workday","будний",15,89
2017-04-12 00:00:00.000,2017,4,"April","2017-04","Qtr 2",3,"Wed","СР","workday","будний",16,81
2017-04-19 00:00:00.000,2017,4,"April","2017-04","Qtr 2",3,"Wed","СР","workday","будний",17,94
2017-04-26 00:00:00.000,2017,4,"April","2017-04","Qtr 2",3,"Wed","СР","workday","будний",18,105
2017-05-03 00:00:00.000,2017,5,"May","2017-05","Qtr 2",3,"Wed","СР","workday","будний",19,98
2017-05-10 00:00:00.000,2017,5,"May","2017-05","Qtr 2",3,"Wed","СР","workday","будний",20,95
2017-05-17 00:00:00.000,2017,5,"May","2017-05","Qtr 2",3,"Wed","СР","workday","будний",21,97
2017-05-24 00:00:00.000,2017,5,"May","2017-05","Qtr 2",3,"Wed","СР","workday","будний",22,82
2017-05-31 00:00:00.000,2017,5,"May","2017-05","Qtr 2",3,"Wed","СР","workday","будний",23,94
2017-06-07 00:00:00.000,2017,6,"June","2017-06","Qtr 2",3,"Wed","СР","workday","будний",24,111
2017-06-14 00:00:00.000,2017,6,"June","2017-06","Qtr 2",3,"Wed","СР","workday","будний",25,97
2017-06-21 00:00:00.000,2017,6,"June","2017-06","Qtr 2",3,"Wed","СР","workday","будний",26,116
2017-06-28 00:00:00.000,2017,6,"June","2017-06","Qtr 2",3,"Wed","СР","workday","будний",27,120
2017-07-05 00:00:00.000,2017,7,"July","2017-07","Qtr 3",3,"Wed","СР","workday","будний",28,96
2017-07-12 00:00:00.000,2017,7,"July","2017-07","Qtr 3",3,"Wed","СР","workday","будний",29,99
2017-07-19 00:00:00.000,2017,7,"July","2017-07","Qtr 3",3,"Wed","СР","workday","будний",30,107
2017-07-26 00:00:00.000,2017,7,"July","2017-07","Qtr 3",3,"Wed","СР","workday","будний",31,98
2017-08-02 00:00:00.000,2017,8,"August","2017-08","Qtr 3",3,"Wed","СР","workday","будний",32,99
2017-08-09 00:00:00.000,2017,8,"August","2017-08","Qtr 3",3,"Wed","СР","workday","будний",33,84
2017-08-16 00:00:00.000,2017,8,"August","2017-08","Qtr 3",3,"Wed","СР","workday","будний",34,119
2017-08-23 00:00:00.000,2017,8,"August","2017-08","Qtr 3",3,"Wed","СР","workday","будний",35,116
2017-08-30 00:00:00.000,2017,8,"August","2017-08","Qtr 3",3,"Wed","СР","workday","будний",36,112
2017-09-06 00:00:00.000,2017,9,"September","2017-09","Qtr 3",3,"Wed","СР","workday","будний",37,89
2017-09-13 00:00:00.000,2017,9,"September","2017-09","Qtr 3",3,"Wed","СР","workday","будний",38,99
2017-09-20 00:00:00.000,2017,9,"September","2017-09","Qtr 3",3,"Wed","СР","workday","будний",39,108
2017-09-27 00:00:00.000,2017,9,"September","2017-09","Qtr 3",3,"Wed","СР","workday","будний",40,115
2017-10-04 00:00:00.000,2017,10,"October","2017-10","Qtr 4",3,"Wed","СР","workday","будний",41,80
2017-10-11 00:00:00.000,2017,10,"October","2017-10","Qtr 4",3,"Wed","СР","workday","будний",42,82
2017-10-18 00:00:00.000,2017,10,"October","2017-10","Qtr 4",3,"Wed","СР","workday","будний",43,106
2017-10-25 00:00:00.000,2017,10,"October","2017-10","Qtr 4",3,"Wed","СР","workday","будний",44,93
2017-11-01 00:00:00.000,2017,11,"November","2017-11","Qtr 4",3,"Wed","СР","workday","будний",45,104
2017-11-08 00:00:00.000,2017,11,"November","2017-11","Qtr 4",3,"Wed","СР","workday","будний",46,105
2017-11-15 00:00:00.000,2017,11,"November","2017-11","Qtr 4",3,"Wed","СР","workday","будний",47,107
2017-11-22 00:00:00.000,2017,11,"November","2017-11","Qtr 4",3,"Wed","СР","workday","будний",48,80
2017-11-29 00:00:00.000,2017,11,"November","2017-11","Qtr 4",3,"Wed","СР","workday","будний",49,86
2017-12-06 00:00:00.000,2017,12,"December","2017-12","Qtr 4",3,"Wed","СР","workday","будний",50,102
2017-12-13 00:00:00.000,2017,12,"December","2017-12","Qtr 4",3,"Wed","СР","workday","будний",51,111
2017-12-20 00:00:00.000,2017,12,"December","2017-12","Qtr 4",3,"Wed","СР","workday","будний",52,87
2017-12-27 00:00:00.000,2017,12,"December","2017-12","Qtr 4",3,"Wed","СР","workday","будний",53,102
2018-01-03 00:00:00.000,2018,1,"January","2018-01","Qtr 1",3,"Wed","СР","workday","будний",1,94
2018-01-10 00:00:00.000,2018,1,"January","2018-01","Qtr 1",3,"Wed","СР","workday","будний",2,106
2018-01-17 00:00:00.000,2018,1,"January","2018-01","Qtr 1",3,"Wed","СР","workday","будний",3,99
2018-01-24 00:00:00.000,2018,1,"January","2018-01","Qtr 1",3,"Wed","СР","workday","будний",4,82
2018-01-31 00:00:00.000,2018,1,"January","2018-01","Qtr 1",3,"Wed","СР","workday","будний",5,119
2018-02-07 00:00:00.000,2018,2,"February","2018-02","Qtr 1",3,"Wed","СР","workday","будний",6,84
2018-02-14 00:00:00.000,2018,2,"February","2018-02","Qtr 1",3,"Wed","СР","workday","будний",7,83
