Property_Number,api_no,well_type,time_from,time_to,activity_phase,event_objective_1,Min of INT1
"10489J","4249534473","HORIZONTAL",2020-03-18 00:00:00.000,2020-03-18 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-13 00:00:00.000,2020-03-13 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-20 00:00:00.000,2020-03-20 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-13 00:00:00.000,2020-03-13 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-16 00:00:00.000,2020-03-16 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-20 00:00:00.000,2020-03-20 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-18 00:00:00.000,2020-03-18 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-20 00:00:00.000,2020-03-20 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-14 00:00:00.000,2020-03-14 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-14 00:00:00.000,2020-03-14 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-14 00:00:00.000,2020-03-14 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-14 00:00:00.000,2020-03-14 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-14 00:00:00.000,2020-03-14 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-14 00:00:00.000,2020-03-14 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-14 00:00:00.000,2020-03-14 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-14 00:00:00.000,2020-03-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-14 00:00:00.000,2020-03-14 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-14 00:00:00.000,2020-03-14 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-14 00:00:00.000,2020-03-14 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-14 00:00:00.000,2020-03-14 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-14 00:00:00.000,2020-03-14 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-14 00:00:00.000,2020-03-14 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-14 00:00:00.000,2020-03-14 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-18 00:00:00.000,2020-03-18 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-18 00:00:00.000,2020-03-18 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-14 00:00:00.000,2020-03-14 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-14 00:00:00.000,2020-03-14 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-14 00:00:00.000,2020-03-14 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-14 00:00:00.000,2020-03-14 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-19 00:00:00.000,2020-03-19 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-19 00:00:00.000,2020-03-20 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-17 00:00:00.000,2020-03-18 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-18 00:00:00.000,2020-03-18 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-18 00:00:00.000,2020-03-18 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-18 00:00:00.000,2020-03-18 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-18 00:00:00.000,2020-03-19 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-18 00:00:00.000,2020-03-18 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-20 00:00:00.000,2020-03-21 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-18 00:00:00.000,2020-03-18 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-13 00:00:00.000,2020-03-13 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-14 00:00:00.000,2020-03-14 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-14 00:00:00.000,2020-03-14 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-14 00:00:00.000,2020-03-14 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-14 00:00:00.000,2020-03-14 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-14 00:00:00.000,2020-03-14 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-14 00:00:00.000,2020-03-14 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-14 00:00:00.000,2020-03-14 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-18 00:00:00.000,2020-03-18 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-17 00:00:00.000,2020-03-17 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-15 00:00:00.000,2020-03-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-24 00:00:00.000,2020-03-24 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-13 00:00:00.000,2020-03-13 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-13 00:00:00.000,2020-03-13 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-13 00:00:00.000,2020-03-13 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-13 00:00:00.000,2020-03-13 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-13 00:00:00.000,2020-03-13 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-22 00:00:00.000,2020-03-22 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-22 00:00:00.000,2020-03-22 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-13 00:00:00.000,2020-03-13 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-22 00:00:00.000,2020-03-22 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-22 00:00:00.000,2020-03-22 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-22 00:00:00.000,2020-03-22 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-22 00:00:00.000,2020-03-22 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-22 00:00:00.000,2020-03-22 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-22 00:00:00.000,2020-03-22 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-22 00:00:00.000,2020-03-22 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-22 00:00:00.000,2020-03-22 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-22 00:00:00.000,2020-03-22 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-13 00:00:00.000,2020-03-13 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-13 00:00:00.000,2020-03-13 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-13 00:00:00.000,2020-03-13 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-13 00:00:00.000,2020-03-13 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-13 00:00:00.000,2020-03-13 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-13 00:00:00.000,2020-03-13 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-13 00:00:00.000,2020-03-13 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-23 00:00:00.000,2020-03-23 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-23 00:00:00.000,2020-03-23 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-23 00:00:00.000,2020-03-23 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-22 00:00:00.000,2020-03-22 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-15 00:00:00.000,2020-03-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-18 00:00:00.000,2020-03-18 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-15 00:00:00.000,2020-03-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-15 00:00:00.000,2020-03-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-15 00:00:00.000,2020-03-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-15 00:00:00.000,2020-03-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-19 00:00:00.000,2020-03-19 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-13 00:00:00.000,2020-03-13 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-13 00:00:00.000,2020-03-13 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-22 00:00:00.000,2020-03-22 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-22 00:00:00.000,2020-03-23 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-22 00:00:00.000,2020-03-22 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-13 00:00:00.000,2020-03-13 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-15 00:00:00.000,2020-03-16 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-15 00:00:00.000,2020-03-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-15 00:00:00.000,2020-03-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-15 00:00:00.000,2020-03-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-15 00:00:00.000,2020-03-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-15 00:00:00.000,2020-03-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-15 00:00:00.000,2020-03-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-15 00:00:00.000,2020-03-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-15 00:00:00.000,2020-03-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-15 00:00:00.000,2020-03-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-15 00:00:00.000,2020-03-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-13 00:00:00.000,2020-03-13 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-24 00:00:00.000,2020-03-24 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-24 00:00:00.000,2020-03-24 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-24 00:00:00.000,2020-03-24 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-24 00:00:00.000,2020-03-24 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-15 00:00:00.000,2020-03-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-15 00:00:00.000,2020-03-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-15 00:00:00.000,2020-03-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-15 00:00:00.000,2020-03-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-13 00:00:00.000,2020-03-14 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-13 00:00:00.000,2020-03-13 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-23 00:00:00.000,2020-03-23 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-23 00:00:00.000,2020-03-23 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-23 00:00:00.000,2020-03-23 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-23 00:00:00.000,2020-03-23 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-23 00:00:00.000,2020-03-23 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-23 00:00:00.000,2020-03-23 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-23 00:00:00.000,2020-03-23 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-23 00:00:00.000,2020-03-23 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-23 00:00:00.000,2020-03-24 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-13 00:00:00.000,2020-03-13 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-15 00:00:00.000,2020-03-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-15 00:00:00.000,2020-03-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-15 00:00:00.000,2020-03-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-15 00:00:00.000,2020-03-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-15 00:00:00.000,2020-03-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-22 00:00:00.000,2020-03-22 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-15 00:00:00.000,2020-03-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-14 00:00:00.000,2020-03-14 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"10489J","4249534473","HORIZONTAL",2020-03-14 00:00:00.000,2020-03-14 00:00:00.000,"DINT1","INTERMEDIATE",2020-03-13 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-12 00:00:00.000,2019-01-12 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-12 00:00:00.000,2019-01-13 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-14 00:00:00.000,2019-01-14 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-14 00:00:00.000,2019-01-14 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-14 00:00:00.000,2019-01-14 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-19 00:00:00.000,2019-01-20 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-19 00:00:00.000,2019-01-19 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-12 00:00:00.000,2019-01-12 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-14 00:00:00.000,2019-01-14 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-12 00:00:00.000,2019-01-12 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-21 00:00:00.000,2019-01-21 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-11 00:00:00.000,2019-01-11 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-14 00:00:00.000,2019-01-14 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-15 00:00:00.000,2019-01-15 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-13 00:00:00.000,2019-01-13 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-13 00:00:00.000,2019-01-13 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-18 00:00:00.000,2019-01-19 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-18 00:00:00.000,2019-01-18 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-13 00:00:00.000,2019-01-13 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-19 00:00:00.000,2019-01-19 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-19 00:00:00.000,2019-01-19 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-19 00:00:00.000,2019-01-19 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-19 00:00:00.000,2019-01-19 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-19 00:00:00.000,2019-01-19 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-21 00:00:00.000,2019-01-21 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-21 00:00:00.000,2019-01-21 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-11 00:00:00.000,2019-01-11 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-14 00:00:00.000,2019-01-14 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-14 00:00:00.000,2019-01-15 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-14 00:00:00.000,2019-01-14 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-22 00:00:00.000,2019-01-22 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-22 00:00:00.000,2019-01-22 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-18 00:00:00.000,2019-01-18 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-18 00:00:00.000,2019-01-18 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-18 00:00:00.000,2019-01-18 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-18 00:00:00.000,2019-01-18 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-18 00:00:00.000,2019-01-18 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-15 00:00:00.000,2019-01-15 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-15 00:00:00.000,2019-01-15 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-15 00:00:00.000,2019-01-15 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-17 00:00:00.000,2019-01-17 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
"500954","4237139863","HORIZONTAL",2019-01-17 00:00:00.000,2019-01-17 00:00:00.000,"DINT1","INTERMEDIATE",2019-01-10 00:00:00.000
