Year,variable,value
1987,MD,4565557.0
1988,MD,4657904.0
1989,MD,4727301.0
1990,MD,4797431.0
1991,MD,4856176.0
1992,MD,4902545.0
1993,MD,4942504.0
1994,MD,4985411.0
1995,MD,5023650.0
1996,MD,5057142.0
1997,MD,5092914.0
1998,MD,5130072.0
1999,MD,5171634.0
2000,MD,5311034.0
2001,MD,5374691.0
2002,MD,5440389.0
2003,MD,5496269.0
2004,MD,5546935.0
2005,MD,5592379.0
2006,MD,5627367.0
2007,MD,5653408.0
2008,MD,5684965.0
2009,MD,5730388.0
2010,MD,5788101.0
2011,MD,5843833.0
2012,MD,5891819.0
2013,MD,5938737.0
2014,MD,5976407.0
2015,MD,6006401.0
1900,ME,695000.0
1901,ME,699000.0
1902,ME,703000.0
1903,ME,709000.0
1904,ME,719000.0
1905,ME,723000.0
1906,ME,729000.0
1907,ME,731000.0
1908,ME,735000.0
1909,ME,740000.0
1910,ME,745000.0
1911,ME,751000.0
1912,ME,753000.0
1913,ME,763000.0
1914,ME,772000.0
1915,ME,774000.0
1916,ME,775000.0
1917,ME,777000.0
1918,ME,760000.0
1919,ME,762000.0
1920,ME,771000.0
1921,ME,775000.0
1922,ME,778000.0
1923,ME,781000.0
1924,ME,788000.0
1925,ME,792000.0
1926,ME,793000.0
1927,ME,796000.0
1928,ME,797000.0
1929,ME,797000.0
1930,ME,800000.0
1931,ME,807000.0
1932,ME,815000.0
1933,ME,821000.0
1934,ME,829000.0
1935,ME,836000.0
1936,ME,840000.0
1937,ME,842000.0
1938,ME,843000.0
1939,ME,846000.0
1940,ME,849000.0
1941,ME,852000.0
1942,ME,839000.0
1943,ME,806000.0
1944,ME,801000.0
1945,ME,800000.0
1946,ME,832000.0
1947,ME,854000.0
1948,ME,878000.0
1949,ME,903000.0
1950,ME,917000.0
1951,ME,916000.0
1952,ME,915000.0
1953,ME,913000.0
1954,ME,927000.0
1955,ME,934000.0
1956,ME,938000.0
1957,ME,943000.0
1958,ME,944000.0
1959,ME,957000.0
1960,ME,975000.0
1961,ME,995000.0
1962,ME,994000.0
1963,ME,993000.0
1964,ME,993000.0
1965,ME,997000.0
1966,ME,999000.0
1967,ME,1004000.0
1968,ME,994000.0
1969,ME,992000.0
1970,ME,993722.0
1971,ME,1015390.0
1972,ME,1034292.0
1973,ME,1045655.0
1974,ME,1059040.0
1975,ME,1071995.0
1976,ME,1088412.0
1977,ME,1103578.0
1978,ME,1113566.0
1979,ME,1122563.0
1980,ME,1126860.0
1981,ME,1133033.0
1982,ME,1136684.0
1983,ME,1144772.0
1984,ME,1155635.0
1985,ME,1162936.0
1986,ME,1170126.0
1987,ME,1184574.0
1988,ME,1203840.0
1989,ME,1219961.0
1990,ME,1231296.0
1991,ME,1235439.0
1992,ME,1235748.0
1993,ME,1238256.0
1994,ME,1237687.0
1995,ME,1237438.0
1996,ME,1241436.0
1997,ME,1245215.0
1998,ME,1247554.0
1999,ME,1253040.0
2000,ME,1277072.0
2001,ME,1285692.0
2002,ME,1295960.0
2003,ME,1306513.0
2004,ME,1313688.0
2005,ME,1318787.0
2006,ME,1323619.0
2007,ME,1327040.0
2008,ME,1330509.0
2009,ME,1329590.0
2010,ME,1327361.0
2011,ME,1327930.0
2012,ME,1328592.0
2013,ME,1328702.0
2014,ME,1330089.0
2015,ME,1329328.0
1900,MI,2423000.0
1901,MI,2450000.0
1902,MI,2477000.0
1903,MI,2505000.0
1904,MI,2534000.0
1905,MI,2579000.0
1906,MI,2626000.0
1907,MI,2693000.0
1908,MI,2722000.0
1909,MI,2771000.0
1910,MI,2832000.0
1911,MI,2916000.0
1912,MI,2997000.0
1913,MI,3101000.0
1914,MI,3183000.0
1915,MI,3263000.0
1916,MI,3353000.0
1917,MI,3451000.0
1918,MI,3499000.0
1919,MI,3591000.0
1920,MI,3723000.0
1921,MI,3872000.0
1922,MI,3942000.0
1923,MI,4063000.0
1924,MI,4214000.0
1925,MI,4331000.0
1926,MI,4451000.0
1927,MI,4589000.0
1928,MI,4665000.0
1929,MI,4795000.0
1930,MI,4834000.0
1931,MI,4798000.0
1932,MI,4780000.0
1933,MI,4780000.0
1934,MI,4798000.0
1935,MI,4838000.0
1936,MI,4889000.0
1937,MI,4968000.0
1938,MI,5056000.0
1939,MI,5156000.0
1940,MI,5315000.0
1941,MI,5472000.0
1942,MI,5549000.0
1943,MI,5405000.0
1944,MI,5467000.0
1945,MI,5475000.0
1946,MI,5874000.0
1947,MI,6076000.0
1948,MI,6213000.0
1949,MI,6332000.0
1950,MI,6407000.0
1951,MI,6497000.0
1952,MI,6650000.0
1953,MI,6822000.0
1954,MI,7066000.0
1955,MI,7285000.0
1956,MI,7467000.0
1957,MI,7569000.0
1958,MI,7667000.0
1959,MI,7767000.0
1960,MI,7834000.0
1961,MI,7893000.0
1962,MI,7933000.0
1963,MI,8058000.0
1964,MI,8187000.0
1965,MI,8357000.0
1966,MI,8512000.0
1967,MI,8630000.0
1968,MI,8696000.0
1969,MI,8781000.0
1970,MI,8881826.0
1971,MI,8974186.0
1972,MI,9028944.0
1973,MI,9077956.0
1974,MI,9117507.0
1975,MI,9117668.0
1976,MI,9129205.0
1977,MI,9171110.0
1978,MI,9217761.0
1979,MI,9266268.0
1980,MI,9255553.0
1981,MI,9209287.0
1982,MI,9115198.0
1983,MI,9047754.0
1984,MI,9049452.0
1985,MI,9076293.0
1986,MI,9127775.0
1987,MI,9187481.0
1988,MI,9217998.0
1989,MI,9253295.0
1990,MI,9310462.0
1991,MI,9395022.0
1992,MI,9470323.0
1993,MI,9529240.0
1994,MI,9584481.0
1995,MI,9659871.0
1996,MI,9739184.0
1997,MI,9785450.0
1998,MI,9820231.0
1999,MI,9863775.0
2000,MI,9952450.0
2001,MI,9991120.0
2002,MI,10015710.0
2003,MI,10041152.0
2004,MI,10055315.0
2005,MI,10051137.0
2006,MI,10036081.0
2007,MI,10001284.0
2008,MI,9946889.0
2009,MI,9901591.0
2010,MI,9876498.0
2011,MI,9875736.0
2012,MI,9884781.0
2013,MI,9898193.0
2014,MI,9909877.0
2015,MI,9922576.0
1900,MN,1754000.0
1901,MN,1805000.0
1902,MN,1862000.0
1903,MN,1901000.0
1904,MN,1945000.0
1905,MN,1981000.0
1906,MN,1987000.0
1907,MN,1995000.0
1908,MN,2020000.0
1909,MN,2051000.0
1910,MN,2086000.0
1911,MN,2119000.0
1912,MN,2147000.0
1913,MN,2190000.0
1914,MN,2234000.0
1915,MN,2273000.0
1916,MN,2308000.0
1917,MN,2329000.0
1918,MN,2291000.0
1919,MN,2346000.0
1920,MN,2403000.0
1921,MN,2434000.0
1922,MN,2451000.0
1923,MN,2487000.0
1924,MN,2521000.0
1925,MN,2540000.0
1926,MN,2560000.0
1927,MN,2588000.0
1928,MN,2592000.0
1929,MN,2572000.0
1930,MN,2576000.0
1931,MN,2614000.0
1932,MN,2646000.0
1933,MN,2673000.0
1934,MN,2695000.0
1935,MN,2717000.0
1936,MN,2734000.0
1937,MN,2746000.0
1938,MN,2753000.0
1939,MN,2771000.0
1940,MN,2790000.0
1941,MN,2718000.0
1942,MN,2662000.0
1943,MN,2577000.0
1944,MN,2526000.0
1945,MN,2537000.0
1946,MN,2734000.0
1947,MN,2796000.0
1948,MN,2868000.0
1949,MN,2935000.0
1950,MN,2997000.0
1951,MN,3010000.0
1952,MN,3030000.0
1953,MN,3050000.0
1954,MN,3113000.0
1955,MN,3172000.0
1956,MN,3240000.0
1957,MN,3274000.0
1958,MN,3313000.0
1959,MN,3366000.0
1960,MN,3425000.0
1961,MN,3470000.0
1962,MN,3513000.0
1963,MN,3531000.0
1964,MN,3558000.0
1965,MN,3592000.0
1966,MN,3617000.0
1967,MN,3659000.0
1968,MN,3703000.0
1969,MN,3758000.0
1970,MN,3806103.0
1971,MN,3853486.0
1972,MN,3869747.0
1973,MN,3889332.0
1974,MN,3903925.0
1975,MN,3932515.0
1976,MN,3964680.0
1977,MN,3989364.0
1978,MN,4015341.0
1979,MN,4050316.0
1980,MN,4085017.0
1981,MN,4111728.0
1982,MN,4131450.0
1983,MN,4141456.0
1984,MN,4157706.0
1985,MN,4184302.0
1986,MN,4205212.0
1987,MN,4235136.0
1988,MN,4296166.0
1989,MN,4338057.0
1990,MN,4387283.0
1991,MN,4427429.0
1992,MN,4471503.0
1993,MN,4521709.0
1994,MN,4566028.0
1995,MN,4605445.0
1996,MN,4647723.0
1997,MN,4687726.0
1998,MN,4726411.0
1999,MN,4775508.0
2000,MN,4933692.0
2001,MN,4982796.0
2002,MN,5018935.0
2003,MN,5053572.0
2004,MN,5087713.0
2005,MN,5119598.0
2006,MN,5163555.0
2007,MN,5207203.0
2008,MN,5247018.0
2009,MN,5281203.0
2010,MN,5310418.0
2011,MN,5348036.0
2012,MN,5380615.0
2013,MN,5422060.0
2014,MN,5457173.0
2015,MN,5489594.0
1900,MO,3108000.0
1901,MO,3128000.0
1902,MO,3147000.0
1903,MO,3166000.0
1904,MO,3185000.0
1905,MO,3204000.0
1906,MO,3223000.0
1907,MO,3242000.0
1908,MO,3260000.0
1909,MO,3279000.0
1910,MO,3301000.0
1911,MO,3317000.0
1912,MO,3344000.0
1913,MO,3409000.0
1914,MO,3467000.0
1915,MO,3492000.0
1916,MO,3527000.0
1917,MO,3470000.0
1918,MO,3325000.0
1919,MO,3371000.0
1920,MO,3404000.0
1921,MO,3429000.0
1922,MO,3437000.0
1923,MO,3454000.0
1924,MO,3508000.0
1925,MO,3526000.0
1926,MO,3556000.0
1927,MO,3576000.0
1928,MO,3601000.0
1929,MO,3622000.0
1930,MO,3646000.0
1931,MO,3711000.0
1932,MO,3746000.0
1933,MO,3773000.0
1934,MO,3784000.0
1935,MO,3798000.0
1936,MO,3801000.0
1937,MO,3794000.0
1938,MO,3781000.0
1939,MO,3783000.0
1940,MO,3786000.0
1941,MO,3811000.0
1942,MO,3829000.0
1943,MO,3705000.0
1944,MO,3560000.0
1945,MO,3516000.0
1946,MO,3746000.0
1947,MO,3845000.0
1948,MO,3844000.0
1949,MO,3882000.0
1950,MO,3964000.0
1951,MO,4015000.0
1952,MO,3972000.0
1953,MO,4020000.0
1954,MO,4066000.0
1955,MO,4134000.0
1956,MO,4163000.0
1957,MO,4189000.0
1958,MO,4186000.0
1959,MO,4258000.0
1960,MO,4326000.0
1961,MO,4349000.0
1962,MO,4357000.0
1963,MO,4392000.0
1964,MO,4442000.0
1965,MO,4467000.0
1966,MO,4523000.0
1967,MO,4539000.0
1968,MO,4568000.0
1969,MO,4640000.0
1970,MO,4677623.0
1971,MO,4725764.0
1972,MO,4758780.0
1973,MO,4782645.0
1974,MO,4795930.0
1975,MO,4808308.0
1976,MO,4839029.0
1977,MO,4863173.0
1978,MO,4889399.0
1979,MO,4912430.0
1980,MO,4921966.0
1981,MO,4932064.0
1982,MO,4929451.0
1983,MO,4943733.0
1984,MO,4975278.0
1985,MO,5000268.0
1986,MO,5023068.0
1987,MO,5056696.0
1988,MO,5081736.0
1989,MO,5095830.0
1990,MO,5126370.0
1991,MO,5157770.0
1992,MO,5193686.0
1993,MO,5237757.0
1994,MO,5281206.0
1995,MO,5324610.0
1996,MO,5367888.0
1997,MO,5407113.0
1998,MO,5437562.0
1999,MO,5468338.0
2000,MO,5607285.0
2001,MO,5641142.0
2002,MO,5674825.0
2003,MO,5709403.0
2004,MO,5747741.0
2005,MO,5790300.0
2006,MO,5842704.0
2007,MO,5887612.0
2008,MO,5923916.0
2009,MO,5961088.0
2010,MO,5996085.0
2011,MO,6010544.0
2012,MO,6025281.0
2013,MO,6044917.0
2014,MO,6063589.0
2015,MO,6083672.0
1900,MS,1553000.0
1901,MS,1578000.0
1902,MS,1603000.0
1903,MS,1628000.0
1904,MS,1653000.0
1905,MS,1678000.0
1906,MS,1703000.0
1907,MS,1728000.0
1908,MS,1753000.0
1909,MS,1777000.0
1910,MS,1802000.0
1911,MS,1810000.0
1912,MS,1817000.0
1913,MS,1827000.0
1914,MS,1832000.0
1915,MS,1826000.0
1916,MS,1823000.0
1917,MS,1820000.0
1918,MS,1813000.0
1919,MS,1790000.0
1920,MS,1800000.0
1921,MS,1823000.0
1922,MS,1836000.0
1923,MS,1858000.0
1924,MS,1886000.0
1925,MS,1910000.0
1926,MS,1935000.0
1927,MS,1962000.0
1928,MS,1981000.0
1929,MS,1998000.0
1930,MS,2006000.0
1931,MS,1994000.0
1932,MS,2004000.0
1933,MS,2031000.0
1934,MS,2050000.0
1935,MS,2061000.0
1936,MS,2072000.0
1937,MS,2086000.0
1938,MS,2127000.0
1939,MS,2168000.0
1940,MS,2176000.0
1941,MS,2184000.0
1942,MS,2210000.0
1943,MS,2280000.0
1944,MS,2167000.0
1945,MS,2090000.0
1946,MS,2064000.0
1947,MS,2107000.0
1948,MS,2076000.0
1949,MS,2085000.0
1950,MS,2176000.0
1951,MS,2163000.0
1952,MS,2152000.0
1953,MS,2105000.0
1954,MS,2064000.0
1955,MS,2060000.0
1956,MS,2086000.0
1957,MS,2088000.0
1958,MS,2086000.0
1959,MS,2138000.0
1960,MS,2182000.0
1961,MS,2206000.0
1962,MS,2243000.0
1963,MS,2244000.0
1964,MS,2241000.0
1965,MS,2246000.0
1966,MS,2245000.0
1967,MS,2228000.0
1968,MS,2219000.0
1969,MS,2220000.0
1970,MS,2216994.0
1971,MS,2265432.0
1972,MS,2307117.0
1973,MS,2349546.0
1974,MS,2378268.0
1975,MS,2399449.0
1976,MS,2429756.0
1977,MS,2459201.0
1978,MS,2487816.0
1979,MS,2507069.0
1980,MS,2525342.0
1981,MS,2539036.0
1982,MS,2556777.0
1983,MS,2567717.0
1984,MS,2578051.0
1985,MS,2588102.0
1986,MS,2593597.0
1987,MS,2588545.0
1988,MS,2580352.0
1989,MS,2574269.0
1990,MS,2577426.0
1991,MS,2591230.0
1992,MS,2610193.0
1993,MS,2635574.0
1994,MS,2663450.0
1995,MS,2690788.0
1996,MS,2709925.0
1997,MS,2731826.0
1998,MS,2751335.0
1999,MS,2768619.0
2000,MS,2848353.0
2001,MS,2852994.0
2002,MS,2858681.0
2003,MS,2868312.0
2004,MS,2889010.0
2005,MS,2905943.0
2006,MS,2904978.0
2007,MS,2928350.0
2008,MS,2947806.0
2009,MS,2958774.0
2010,MS,2970811.0
2011,MS,2978464.0
2012,MS,2986137.0
2013,MS,2992206.0
2014,MS,2994079.0
2015,MS,2992333.0
1900,MT,245000.0
1901,MT,261000.0
1902,MT,270000.0
1903,MT,282000.0
1904,MT,293000.0
1905,MT,305000.0
1906,MT,322000.0
1907,MT,332000.0
1908,MT,346000.0
1909,MT,363000.0
1910,MT,380000.0
1911,MT,397000.0
1912,MT,414000.0
1913,MT,433000.0
1914,MT,452000.0
1915,MT,469000.0
1916,MT,487000.0
1917,MT,505000.0
1918,MT,501000.0
1919,MT,534000.0
1920,MT,543000.0
1921,MT,546000.0
1922,MT,543000.0
1923,MT,538000.0
1924,MT,538000.0
1925,MT,535000.0
1926,MT,531000.0
1927,MT,527000.0
1928,MT,541000.0
1929,MT,524000.0
1930,MT,539000.0
1931,MT,540000.0
1932,MT,540000.0
1933,MT,541000.0
1934,MT,545000.0
1935,MT,550000.0
1936,MT,554000.0
1937,MT,554000.0
1938,MT,552000.0
1939,MT,555000.0
1940,MT,558000.0
1941,MT,543000.0
1942,MT,518000.0
1943,MT,485000.0
1944,MT,469000.0
1945,MT,477000.0
1946,MT,514000.0
1947,MT,531000.0
1948,MT,542000.0
1949,MT,569000.0
1950,MT,593000.0
1951,MT,596000.0
1952,MT,602000.0
1953,MT,616000.0
1954,MT,624000.0
1955,MT,636000.0
1956,MT,656000.0
1957,MT,667000.0
1958,MT,666000.0
1959,MT,669000.0
1960,MT,679000.0
1961,MT,696000.0
1962,MT,698000.0
1963,MT,703000.0
1964,MT,706000.0
1965,MT,706000.0
1966,MT,707000.0
1967,MT,701000.0
1968,MT,700000.0
1969,MT,694000.0
1970,MT,694409.0
1971,MT,710814.0
1972,MT,718732.0
1973,MT,726798.0
1974,MT,736419.0
1975,MT,748208.0
1976,MT,757317.0
1977,MT,769953.0
1978,MT,782317.0
1979,MT,787305.0
1980,MT,788752.0
1981,MT,795328.0
1982,MT,803986.0
1983,MT,814031.0
1984,MT,820905.0
1985,MT,822320.0
1986,MT,813739.0
1987,MT,805063.0
1988,MT,800202.0
1989,MT,799636.0
1990,MT,799824.0
1991,MT,807837.0
1992,MT,822436.0
1993,MT,839876.0
1994,MT,854923.0
1995,MT,868522.0
1996,MT,876656.0
1997,MT,878706.0
1998,MT,879533.0
1999,MT,882779.0
2000,MT,903773.0
2001,MT,906961.0
2002,MT,911667.0
2003,MT,919630.0
2004,MT,930009.0
2005,MT,940102.0
2006,MT,952692.0
2007,MT,964706.0
2008,MT,976415.0
2009,MT,983982.0
2010,MT,990575.0
2011,MT,997661.0
2012,MT,1005163.0
2013,MT,1014864.0
2014,MT,1023579.0
2015,MT,1032949.0
1900,NC,1897000.0
1901,NC,1926000.0
1902,NC,1956000.0
1903,NC,1986000.0
1904,NC,2017000.0
1905,NC,2051000.0
1906,NC,2077000.0
1907,NC,2105000.0
1908,NC,2142000.0
1909,NC,2174000.0
1910,NC,2221000.0
1911,NC,2276000.0
1912,NC,2313000.0
1913,NC,2362000.0
1914,NC,2421000.0
1915,NC,2473000.0
1916,NC,2513000.0
1917,NC,2546000.0
1918,NC,2522000.0
1919,NC,2535000.0
1920,NC,2588000.0
1921,NC,2651000.0
1922,NC,2700000.0
1923,NC,2761000.0
1924,NC,2830000.0
1925,NC,2895000.0
1926,NC,2959000.0
1927,NC,3027000.0
1928,NC,3082000.0
1929,NC,3133000.0
1930,NC,3167000.0
1931,NC,3184000.0
1932,NC,3227000.0
1933,NC,3268000.0
1934,NC,3304000.0
1935,NC,3323000.0
1936,NC,3346000.0
1937,NC,3385000.0
1938,NC,3440000.0
1939,NC,3514000.0
1940,NC,3574000.0
1941,NC,3589000.0
1942,NC,3569000.0
1943,NC,3654000.0
1944,NC,3560000.0
1945,NC,3533000.0
1946,NC,3706000.0
1947,NC,3769000.0
1948,NC,3837000.0
1949,NC,3911000.0
1950,NC,4068000.0
1951,NC,4120000.0
1952,NC,4109000.0
1953,NC,4120000.0
1954,NC,4131000.0
1955,NC,4242000.0
1956,NC,4309000.0
1957,NC,4368000.0
1958,NC,4376000.0
1959,NC,4458000.0
1960,NC,4573000.0
1961,NC,4663000.0
1962,NC,4707000.0
1963,NC,4742000.0
1964,NC,4802000.0
1965,NC,4863000.0
1966,NC,4896000.0
1967,NC,4952000.0
1968,NC,5004000.0
1969,NC,5031000.0
1970,NC,5084411.0
1971,NC,5203531.0
1972,NC,5301150.0
1973,NC,5389852.0
1974,NC,5470911.0
1975,NC,5547188.0
1976,NC,5607964.0
1977,NC,5685607.0
1978,NC,5759492.0
1979,NC,5823491.0
1980,NC,5898980.0
1981,NC,5956653.0
1982,NC,6019101.0
1983,NC,6077056.0
1984,NC,6164006.0
1985,NC,6253954.0
1986,NC,6321578.0
1987,NC,6403700.0
1988,NC,6480594.0
1989,NC,6565459.0
1990,NC,6656987.0
1991,NC,6748135.0
1992,NC,6831850.0
1993,NC,6947412.0
1994,NC,7060959.0
1995,NC,7185403.0
1996,NC,7307658.0
1997,NC,7428672.0
1998,NC,7545828.0
1999,NC,7650789.0
2000,NC,8081614.0
2001,NC,8210122.0
2002,NC,8326201.0
2003,NC,8422501.0
2004,NC,8553152.0
2005,NC,8705407.0
2006,NC,8917270.0
2007,NC,9118037.0
2008,NC,9309449.0
2009,NC,9449566.0
2010,NC,9559488.0
2011,NC,9651502.0
2012,NC,9748181.0
2013,NC,9848917.0
2014,NC,9943964.0
2015,NC,10042802.0
1900,ND,321000.0
1901,ND,346000.0
1902,ND,371000.0
1903,ND,396000.0
1904,ND,421000.0
1905,ND,446000.0
1906,ND,474000.0
1907,ND,501000.0
1908,ND,528000.0
1909,ND,555000.0
1910,ND,580000.0
1911,ND,584000.0
1912,ND,603000.0
1913,ND,609000.0
1914,ND,620000.0
1915,ND,641000.0
1916,ND,652000.0
1917,ND,661000.0
1918,ND,636000.0
1919,ND,648000.0
1920,ND,646000.0
1921,ND,646000.0
1922,ND,647000.0
1923,ND,648000.0
1924,ND,642000.0
1925,ND,643000.0
1926,ND,651000.0
1927,ND,657000.0
1928,ND,665000.0
1929,ND,674000.0
1930,ND,682000.0
1931,ND,680000.0
1932,ND,676000.0
1933,ND,674000.0
1934,ND,672000.0
1935,ND,670000.0
1936,ND,664000.0
1937,ND,655000.0
1938,ND,647000.0
1939,ND,644000.0
1940,ND,640000.0
1941,ND,615000.0
1942,ND,583000.0
1943,ND,546000.0
1944,ND,534000.0
1945,ND,546000.0
1946,ND,570000.0
1947,ND,578000.0
1948,ND,580000.0
1949,ND,597000.0
1950,ND,619000.0
1951,ND,604000.0
1952,ND,608000.0
1953,ND,609000.0
1954,ND,611000.0
1955,ND,615000.0
1956,ND,613000.0
1957,ND,612000.0
1958,ND,606000.0
1959,ND,618000.0
1960,ND,634000.0
1961,ND,641000.0
1962,ND,637000.0
1963,ND,644000.0
1964,ND,649000.0
1965,ND,649000.0
1966,ND,647000.0
1967,ND,626000.0
1968,ND,621000.0
1969,ND,621000.0
1970,ND,617792.0
1971,ND,626760.0
1972,ND,631119.0
1973,ND,632675.0
1974,ND,634559.0
1975,ND,638886.0
1976,ND,645797.0
1977,ND,649769.0
1978,ND,651301.0
1979,ND,652896.0
1980,ND,654380.0
1981,ND,659505.0
1982,ND,668972.0
1983,ND,676688.0
1984,ND,680497.0
1985,ND,676980.0
1986,ND,669512.0
1987,ND,661136.0
1988,ND,655331.0
1989,ND,646351.0
1990,ND,637364.0
1991,ND,634199.0
1992,ND,635427.0
1993,ND,637229.0
1994,ND,639762.0
1995,ND,641548.0
1996,ND,642858.0
1997,ND,640945.0
1998,ND,637808.0
1999,ND,633666.0
2000,ND,642023.0
2001,ND,639062.0
2002,ND,638168.0
2003,ND,638817.0
2004,ND,644705.0
2005,ND,646089.0
2006,ND,649422.0
2007,ND,652822.0
2008,ND,657569.0
2009,ND,664968.0
2010,ND,674345.0
2011,ND,685242.0
2012,ND,701705.0
2013,ND,723857.0
2014,ND,739482.0
2015,ND,756927.0
1900,NE,1067000.0
1901,NE,1078000.0
1902,NE,1089000.0
1903,NE,1104000.0
1904,NE,1119000.0
1905,NE,1129000.0
1906,NE,1138000.0
1907,NE,1149000.0
1908,NE,1161000.0
1909,NE,1177000.0
1910,NE,1198000.0
1911,NE,1216000.0
1912,NE,1232000.0
1913,NE,1246000.0
1914,NE,1264000.0
1915,NE,1272000.0
1916,NE,1275000.0
1917,NE,1285000.0
1918,NE,1266000.0
1919,NE,1290000.0
1920,NE,1300000.0
1921,NE,1309000.0
1922,NE,1312000.0
1923,NE,1321000.0
1924,NE,1333000.0
1925,NE,1343000.0
1926,NE,1353000.0
1927,NE,1365000.0
1928,NE,1371000.0
1929,NE,1375000.0
1930,NE,1380000.0
1931,NE,1384000.0
1932,NE,1386000.0
1933,NE,1385000.0
1934,NE,1382000.0
1935,NE,1375000.0
1936,NE,1358000.0
1937,NE,1339000.0
1938,NE,1326000.0
1939,NE,1318000.0
1940,NE,1316000.0
1941,NE,1272000.0
1942,NE,1239000.0
1943,NE,1241000.0
1944,NE,1216000.0
1945,NE,1211000.0
1946,NE,1256000.0
1947,NE,1265000.0
1948,NE,1265000.0
1949,NE,1302000.0
1950,NE,1327000.0
1951,NE,1316000.0
1952,NE,1311000.0
1953,NE,1318000.0
1954,NE,1340000.0
1955,NE,1374000.0
1956,NE,1397000.0
1957,NE,1394000.0
1958,NE,1383000.0
1959,NE,1397000.0
1960,NE,1417000.0
1961,NE,1446000.0
1962,NE,1464000.0
1963,NE,1476000.0
1964,NE,1482000.0
1965,NE,1471000.0
1966,NE,1456000.0
1967,NE,1457000.0
1968,NE,1467000.0
1969,NE,1474000.0
1970,NE,1485333.0
1971,NE,1504604.0
1972,NE,1519013.0
1973,NE,1529567.0
1974,NE,1539191.0
1975,NE,1543117.0
1976,NE,1550911.0
1977,NE,1556842.0
1978,NE,1563884.0
1979,NE,1567344.0
1980,NE,1572296.0
1981,NE,1578515.0
1982,NE,1581780.0
1983,NE,1584293.0
1984,NE,1588639.0
1985,NE,1584664.0
1986,NE,1574333.0
1987,NE,1566547.0
1988,NE,1571477.0
1989,NE,1574864.0
1990,NE,1580664.0
1991,NE,1590805.0
1992,NE,1602406.0
1993,NE,1612149.0
1994,NE,1621551.0
1995,NE,1635142.0
1996,NE,1647657.0
1997,NE,1656042.0
1998,NE,1660772.0
1999,NE,1666028.0
2000,NE,1713820.0
2001,NE,1719836.0
2002,NE,1728292.0
2003,NE,1738643.0
2004,NE,1749370.0
2005,NE,1761497.0
2006,NE,1772693.0
2007,NE,1783440.0
2008,NE,1796378.0
2009,NE,1812683.0
2010,NE,1829865.0
2011,NE,1842232.0
2012,NE,1855487.0
2013,NE,1868969.0
2014,NE,1881503.0
2015,NE,1896190.0
1900,NH,412000.0
1901,NH,412000.0
1902,NH,409000.0
1903,NH,394000.0
1904,NH,407000.0
1905,NH,423000.0
1906,NH,415000.0
1907,NH,423000.0
1908,NH,428000.0
1909,NH,431000.0
1910,NH,431000.0
1911,NH,432000.0
1912,NH,434000.0
1913,NH,439000.0
1914,NH,442000.0
1915,NH,443000.0
1916,NH,445000.0
1917,NH,447000.0
1918,NH,440000.0
1919,NH,443000.0
1920,NH,444000.0
1921,NH,449000.0
1922,NH,451000.0
1923,NH,453000.0
1924,NH,457000.0
1925,NH,459000.0
1926,NH,463000.0
1927,NH,466000.0
1928,NH,468000.0
1929,NH,467000.0
1930,NH,466000.0
1931,NH,470000.0
1932,NH,474000.0
1933,NH,477000.0
1934,NH,480000.0
1935,NH,481000.0
1936,NH,481000.0
1937,NH,481000.0
1938,NH,485000.0
1939,NH,490000.0
1940,NH,492000.0
1941,NH,490000.0
1942,NH,481000.0
1943,NH,462000.0
1944,NH,456000.0
1945,NH,459000.0
1946,NH,494000.0
1947,NH,507000.0
1948,NH,520000.0
1949,NH,533000.0
1950,NH,532000.0
1951,NH,529000.0
1952,NH,535000.0
1953,NH,547000.0
1954,NH,554000.0
1955,NH,557000.0
1956,NH,566000.0
1957,NH,572000.0
1958,NH,581000.0
1959,NH,596000.0
1960,NH,609000.0
1961,NH,618000.0
1962,NH,632000.0
1963,NH,649000.0
1964,NH,663000.0
1965,NH,676000.0
1966,NH,681000.0
1967,NH,697000.0
1968,NH,709000.0
1969,NH,724000.0
1970,NH,737681.0
1971,NH,761851.0
1972,NH,781107.0
1973,NH,800951.0
1974,NH,815914.0
1975,NH,828555.0
1976,NH,845248.0
1977,NH,869763.0
1978,NH,891520.0
1979,NH,909074.0
1980,NH,924250.0
1981,NH,936621.0
1982,NH,947719.0
1983,NH,958134.0
1984,NH,976864.0
1985,NH,996753.0
1986,NH,1025053.0
1987,NH,1054289.0
1988,NH,1082577.0
1989,NH,1104522.0
1990,NH,1111831.0
1991,NH,1107055.0
1992,NH,1112766.0
1993,NH,1122191.0
1994,NH,1133054.0
1995,NH,1145604.0
1996,NH,1160768.0
1997,NH,1173239.0
1998,NH,1185823.0
1999,NH,1201134.0
2000,NH,1239882.0
2001,NH,1255517.0
2002,NH,1269089.0
2003,NH,1279840.0
2004,NH,1290121.0
2005,NH,1298492.0
2006,NH,1308389.0
2007,NH,1312540.0
2008,NH,1315906.0
2009,NH,1316102.0
2010,NH,1316517.0
2011,NH,1318109.0
2012,NH,1321297.0
2013,NH,1322616.0
2014,NH,1326813.0
2015,NH,1330608.0
1900,NJ,1884000.0
1901,NJ,1889000.0
1902,NJ,1917000.0
1903,NJ,1969000.0
1904,NJ,2050000.0
1905,NJ,2151000.0
1906,NJ,2239000.0
1907,NJ,2314000.0
