Date,Province,Electricity Distributed Gwh
2018-10-01 00:00:00.000,"KwaZulu-Natal",3563
2018-11-01 00:00:00.000,"KwaZulu-Natal",3423
2018-12-01 00:00:00.000,"KwaZulu-Natal",3391
2019-01-01 00:00:00.000,"KwaZulu-Natal",3461
2019-02-01 00:00:00.000,"KwaZulu-Natal",3121
2019-03-01 00:00:00.000,"KwaZulu-Natal",3421
2019-04-01 00:00:00.000,"KwaZulu-Natal",3330
2019-05-01 00:00:00.000,"KwaZulu-Natal",3520
2019-06-01 00:00:00.000,"KwaZulu-Natal",3402
2019-07-01 00:00:00.000,"KwaZulu-Natal",3550
2019-08-01 00:00:00.000,"KwaZulu-Natal",3480
2019-09-01 00:00:00.000,"KwaZulu-Natal",3395
2019-10-01 00:00:00.000,"KwaZulu-Natal",3493
2019-11-01 00:00:00.000,"KwaZulu-Natal",3326
2019-12-01 00:00:00.000,"KwaZulu-Natal",3214
2020-01-01 00:00:00.000,"KwaZulu-Natal",3344
2020-02-01 00:00:00.000,"KwaZulu-Natal",3122
2020-03-01 00:00:00.000,"KwaZulu-Natal",3308
2020-04-01 00:00:00.000,"KwaZulu-Natal",2854
2020-05-01 00:00:00.000,"KwaZulu-Natal",3198
2020-06-01 00:00:00.000,"KwaZulu-Natal",3378
2002-01-01 00:00:00.000,"North West",1335
2002-02-01 00:00:00.000,"North West",1219
2002-03-01 00:00:00.000,"North West",1381
2002-04-01 00:00:00.000,"North West",1368
2002-05-01 00:00:00.000,"North West",1472
2002-06-01 00:00:00.000,"North West",1491
2002-07-01 00:00:00.000,"North West",1596
2002-08-01 00:00:00.000,"North West",1539
2002-09-01 00:00:00.000,"North West",1499
2002-10-01 00:00:00.000,"North West",1585
2002-11-01 00:00:00.000,"North West",1555
2002-12-01 00:00:00.000,"North West",1508
2003-01-01 00:00:00.000,"North West",1558
2003-02-01 00:00:00.000,"North West",1457
2003-03-01 00:00:00.000,"North West",1617
2003-04-01 00:00:00.000,"North West",1572
2003-05-01 00:00:00.000,"North West",1723
2003-06-01 00:00:00.000,"North West",1715
2003-07-01 00:00:00.000,"North West",1729
2003-08-01 00:00:00.000,"North West",1678
2003-09-01 00:00:00.000,"North West",1636
2003-10-01 00:00:00.000,"North West",1736
2003-11-01 00:00:00.000,"North West",1674
2003-12-01 00:00:00.000,"North West",1652
2004-01-01 00:00:00.000,"North West",1682
2004-02-01 00:00:00.000,"North West",1594
2004-03-01 00:00:00.000,"North West",1739
2004-04-01 00:00:00.000,"North West",1621
2004-05-01 00:00:00.000,"North West",1704
2004-06-01 00:00:00.000,"North West",1703
2004-07-01 00:00:00.000,"North West",1747
2004-08-01 00:00:00.000,"North West",1670
2004-09-01 00:00:00.000,"North West",1663
2004-10-01 00:00:00.000,"North West",1666
2004-11-01 00:00:00.000,"North West",1601
2004-12-01 00:00:00.000,"North West",1423
2005-01-01 00:00:00.000,"North West",1594
2005-02-01 00:00:00.000,"North West",1482
2005-03-01 00:00:00.000,"North West",1613
2005-04-01 00:00:00.000,"North West",1588
2005-05-01 00:00:00.000,"North West",1687
2005-06-01 00:00:00.000,"North West",1640
2005-07-01 00:00:00.000,"North West",1583
2005-08-01 00:00:00.000,"North West",1516
2005-09-01 00:00:00.000,"North West",1578
2005-10-01 00:00:00.000,"North West",1719
2005-11-01 00:00:00.000,"North West",1678
2005-12-01 00:00:00.000,"North West",1665
2006-01-01 00:00:00.000,"North West",1670
2006-02-01 00:00:00.000,"North West",1510
2006-03-01 00:00:00.000,"North West",1549
2006-04-01 00:00:00.000,"North West",1468
2006-05-01 00:00:00.000,"North West",1622
2006-06-01 00:00:00.000,"North West",1626
2006-07-01 00:00:00.000,"North West",1680
2006-08-01 00:00:00.000,"North West",1695
2006-09-01 00:00:00.000,"North West",1660
2006-10-01 00:00:00.000,"North West",1715
2006-11-01 00:00:00.000,"North West",1697
2006-12-01 00:00:00.000,"North West",1653
2007-01-01 00:00:00.000,"North West",1679
2007-02-01 00:00:00.000,"North West",1608
2007-03-01 00:00:00.000,"North West",1830
2007-04-01 00:00:00.000,"North West",1720
2007-05-01 00:00:00.000,"North West",1877
2007-06-01 00:00:00.000,"North West",1850
2007-07-01 00:00:00.000,"North West",1888
2007-08-01 00:00:00.000,"North West",1916
2007-09-01 00:00:00.000,"North West",1832
2007-10-01 00:00:00.000,"North West",1886
2007-11-01 00:00:00.000,"North West",1887
2007-12-01 00:00:00.000,"North West",1801
2008-01-01 00:00:00.000,"North West",1743
2008-02-01 00:00:00.000,"North West",1705
2008-03-01 00:00:00.000,"North West",1818
2008-04-01 00:00:00.000,"North West",1791
2008-05-01 00:00:00.000,"North West",1876
2008-06-01 00:00:00.000,"North West",1864
2008-07-01 00:00:00.000,"North West",1892
2008-08-01 00:00:00.000,"North West",1844
2008-09-01 00:00:00.000,"North West",1838
2008-10-01 00:00:00.000,"North West",1904
2008-11-01 00:00:00.000,"North West",1675
2008-12-01 00:00:00.000,"North West",1370
2009-01-01 00:00:00.000,"North West",1302
2009-02-01 00:00:00.000,"North West",1243
2009-03-01 00:00:00.000,"North West",1383
2009-04-01 00:00:00.000,"North West",1415
2009-05-01 00:00:00.000,"North West",1695
2009-06-01 00:00:00.000,"North West",1681
2009-07-01 00:00:00.000,"North West",1869
2009-08-01 00:00:00.000,"North West",1783
2009-09-01 00:00:00.000,"North West",1767
2009-10-01 00:00:00.000,"North West",1858
2009-11-01 00:00:00.000,"North West",1850
2009-12-01 00:00:00.000,"North West",1776
2010-01-01 00:00:00.000,"North West",1799
2010-02-01 00:00:00.000,"North West",1705
2010-03-01 00:00:00.000,"North West",1849
2010-04-01 00:00:00.000,"North West",1758
2010-05-01 00:00:00.000,"North West",1884
2010-06-01 00:00:00.000,"North West",1767
2010-07-01 00:00:00.000,"North West",1845
2010-08-01 00:00:00.000,"North West",1839
2010-09-01 00:00:00.000,"North West",1785
2010-10-01 00:00:00.000,"North West",1894
2010-11-01 00:00:00.000,"North West",1879
2010-12-01 00:00:00.000,"North West",1810
2011-01-01 00:00:00.000,"North West",1864
2011-02-01 00:00:00.000,"North West",1738
2011-03-01 00:00:00.000,"North West",1946
2011-04-01 00:00:00.000,"North West",1832
2011-05-01 00:00:00.000,"North West",1926
2011-06-01 00:00:00.000,"North West",1710
2011-07-01 00:00:00.000,"North West",1756
2011-08-01 00:00:00.000,"North West",1640
2011-09-01 00:00:00.000,"North West",1743
2011-10-01 00:00:00.000,"North West",1833
2011-11-01 00:00:00.000,"North West",1705
2011-12-01 00:00:00.000,"North West",1748
2012-01-01 00:00:00.000,"North West",1779
2012-02-01 00:00:00.000,"North West",1594
2012-03-01 00:00:00.000,"North West",1738
2012-04-01 00:00:00.000,"North West",1574
2012-05-01 00:00:00.000,"North West",1644
2012-06-01 00:00:00.000,"North West",1690
2012-07-01 00:00:00.000,"North West",1793
2012-08-01 00:00:00.000,"North West",1742
2012-09-01 00:00:00.000,"North West",1637
2012-10-01 00:00:00.000,"North West",1697
2012-11-01 00:00:00.000,"North West",1787
2012-12-01 00:00:00.000,"North West",1748
2013-01-01 00:00:00.000,"North West",1703
2013-02-01 00:00:00.000,"North West",1566
2013-03-01 00:00:00.000,"North West",1737
2013-04-01 00:00:00.000,"North West",1685
2013-05-01 00:00:00.000,"North West",1768
2013-06-01 00:00:00.000,"North West",1869
2013-07-01 00:00:00.000,"North West",1946
2013-08-01 00:00:00.000,"North West",1902
2013-09-01 00:00:00.000,"North West",1783
2013-10-01 00:00:00.000,"North West",1823
2013-11-01 00:00:00.000,"North West",1788
2013-12-01 00:00:00.000,"North West",1727
2014-01-01 00:00:00.000,"North West",1726
2014-02-01 00:00:00.000,"North West",1467
2014-03-01 00:00:00.000,"North West",1570
2014-04-01 00:00:00.000,"North West",1515
2014-05-01 00:00:00.000,"North West",1645
2014-06-01 00:00:00.000,"North West",1535
2014-07-01 00:00:00.000,"North West",1658
2014-08-01 00:00:00.000,"North West",1716
2014-09-01 00:00:00.000,"North West",1745
2014-10-01 00:00:00.000,"North West",1889
2014-11-01 00:00:00.000,"North West",1820
2014-12-01 00:00:00.000,"North West",1812
2015-01-01 00:00:00.000,"North West",1880
2015-02-01 00:00:00.000,"North West",1752
2015-03-01 00:00:00.000,"North West",1940
2015-04-01 00:00:00.000,"North West",1775
2015-05-01 00:00:00.000,"North West",1878
2015-06-01 00:00:00.000,"North West",1784
2015-07-01 00:00:00.000,"North West",1830
2015-08-01 00:00:00.000,"North West",1728
2015-09-01 00:00:00.000,"North West",1772
2015-10-01 00:00:00.000,"North West",1861
2015-11-01 00:00:00.000,"North West",1790
2015-12-01 00:00:00.000,"North West",1725
2016-01-01 00:00:00.000,"North West",1744
2016-02-01 00:00:00.000,"North West",1672
2016-03-01 00:00:00.000,"North West",1761
2016-04-01 00:00:00.000,"North West",1695
2016-05-01 00:00:00.000,"North West",1756
2016-06-01 00:00:00.000,"North West",1702
2016-07-01 00:00:00.000,"North West",1739
2016-08-01 00:00:00.000,"North West",1741
2016-09-01 00:00:00.000,"North West",1760
2016-10-01 00:00:00.000,"North West",1843
2016-11-01 00:00:00.000,"North West",1829
2016-12-01 00:00:00.000,"North West",1811
2017-01-01 00:00:00.000,"North West",1820
2017-02-01 00:00:00.000,"North West",1703
2017-03-01 00:00:00.000,"North West",1928
2017-04-01 00:00:00.000,"North West",1843
2017-05-01 00:00:00.000,"North West",1968
2017-06-01 00:00:00.000,"North West",1692
2017-07-01 00:00:00.000,"North West",1661
2017-08-01 00:00:00.000,"North West",1672
2017-09-01 00:00:00.000,"North West",1787
2017-10-01 00:00:00.000,"North West",1826
2017-11-01 00:00:00.000,"North West",1853
2017-12-01 00:00:00.000,"North West",1756
2018-01-01 00:00:00.000,"North West",1806
2018-02-01 00:00:00.000,"North West",1679
2018-03-01 00:00:00.000,"North West",1877
2018-04-01 00:00:00.000,"North West",1811
2018-05-01 00:00:00.000,"North West",1976
2018-06-01 00:00:00.000,"North West",1809
2018-07-01 00:00:00.000,"North West",1816
2018-08-01 00:00:00.000,"North West",1800
2018-09-01 00:00:00.000,"North West",1866
2018-10-01 00:00:00.000,"North West",1930
2018-11-01 00:00:00.000,"North West",1910
2018-12-01 00:00:00.000,"North West",1839
2019-01-01 00:00:00.000,"North West",1817
2019-02-01 00:00:00.000,"North West",1690
2019-03-01 00:00:00.000,"North West",1860
2019-04-01 00:00:00.000,"North West",1807
2019-05-01 00:00:00.000,"North West",1915
2019-06-01 00:00:00.000,"North West",1686
2019-07-01 00:00:00.000,"North West",1614
2019-08-01 00:00:00.000,"North West",1432
2019-09-01 00:00:00.000,"North West",1672
2019-10-01 00:00:00.000,"North West",1799
2019-11-01 00:00:00.000,"North West",1732
2019-12-01 00:00:00.000,"North West",1634
2020-01-01 00:00:00.000,"North West",1692
2020-02-01 00:00:00.000,"North West",1637
2020-03-01 00:00:00.000,"North West",1529
2020-04-01 00:00:00.000,"North West",824
2020-05-01 00:00:00.000,"North West",1221
2020-06-01 00:00:00.000,"North West",1331
2002-01-01 00:00:00.000,"Gauteng",4404
2002-02-01 00:00:00.000,"Gauteng",4144
2002-03-01 00:00:00.000,"Gauteng",4530
2002-04-01 00:00:00.000,"Gauteng",4498
2002-05-01 00:00:00.000,"Gauteng",5086
2002-06-01 00:00:00.000,"Gauteng",5342
2002-07-01 00:00:00.000,"Gauteng",5695
2002-08-01 00:00:00.000,"Gauteng",5177
2002-09-01 00:00:00.000,"Gauteng",4750
2002-10-01 00:00:00.000,"Gauteng",4822
2002-11-01 00:00:00.000,"Gauteng",4629
2002-12-01 00:00:00.000,"Gauteng",4323
2003-01-01 00:00:00.000,"Gauteng",4551
2003-02-01 00:00:00.000,"Gauteng",4263
2003-03-01 00:00:00.000,"Gauteng",4732
2003-04-01 00:00:00.000,"Gauteng",4545
2003-05-01 00:00:00.000,"Gauteng",5158
2003-06-01 00:00:00.000,"Gauteng",5362
2003-07-01 00:00:00.000,"Gauteng",5658
2003-08-01 00:00:00.000,"Gauteng",5387
2003-09-01 00:00:00.000,"Gauteng",4800
2003-10-01 00:00:00.000,"Gauteng",4993
2003-11-01 00:00:00.000,"Gauteng",4728
2003-12-01 00:00:00.000,"Gauteng",4408
2004-01-01 00:00:00.000,"Gauteng",4621
2004-02-01 00:00:00.000,"Gauteng",4513
2004-03-01 00:00:00.000,"Gauteng",4862
2004-04-01 00:00:00.000,"Gauteng",4649
2004-05-01 00:00:00.000,"Gauteng",5235
2004-06-01 00:00:00.000,"Gauteng",5680
2004-07-01 00:00:00.000,"Gauteng",6064
2004-08-01 00:00:00.000,"Gauteng",5410
2004-09-01 00:00:00.000,"Gauteng",5093
2004-10-01 00:00:00.000,"Gauteng",5082
2004-11-01 00:00:00.000,"Gauteng",4943
2004-12-01 00:00:00.000,"Gauteng",4610
2005-01-01 00:00:00.000,"Gauteng",4815
2005-02-01 00:00:00.000,"Gauteng",4556
2005-03-01 00:00:00.000,"Gauteng",4938
2005-04-01 00:00:00.000,"Gauteng",4988
2005-05-01 00:00:00.000,"Gauteng",5359
2005-06-01 00:00:00.000,"Gauteng",5356
2005-07-01 00:00:00.000,"Gauteng",5635
2005-08-01 00:00:00.000,"Gauteng",5397
2005-09-01 00:00:00.000,"Gauteng",4993
2005-10-01 00:00:00.000,"Gauteng",5101
2005-11-01 00:00:00.000,"Gauteng",4927
2005-12-01 00:00:00.000,"Gauteng",4642
2006-01-01 00:00:00.000,"Gauteng",4861
2006-02-01 00:00:00.000,"Gauteng",4663
2006-03-01 00:00:00.000,"Gauteng",5182
2006-04-01 00:00:00.000,"Gauteng",4967
2006-05-01 00:00:00.000,"Gauteng",5908
2006-06-01 00:00:00.000,"Gauteng",6015
2006-07-01 00:00:00.000,"Gauteng",6054
2006-08-01 00:00:00.000,"Gauteng",6016
2006-09-01 00:00:00.000,"Gauteng",5248
2006-10-01 00:00:00.000,"Gauteng",5235
2006-11-01 00:00:00.000,"Gauteng",5118
2006-12-01 00:00:00.000,"Gauteng",4848
2007-01-01 00:00:00.000,"Gauteng",5060
2007-02-01 00:00:00.000,"Gauteng",4830
2007-03-01 00:00:00.000,"Gauteng",5344
2007-04-01 00:00:00.000,"Gauteng",5053
2007-05-01 00:00:00.000,"Gauteng",5889
2007-06-01 00:00:00.000,"Gauteng",6171
2007-07-01 00:00:00.000,"Gauteng",6486
2007-08-01 00:00:00.000,"Gauteng",6131
2007-09-01 00:00:00.000,"Gauteng",5306
2007-10-01 00:00:00.000,"Gauteng",5529
2007-11-01 00:00:00.000,"Gauteng",5311
2007-12-01 00:00:00.000,"Gauteng",4904
2008-01-01 00:00:00.000,"Gauteng",5097
2008-02-01 00:00:00.000,"Gauteng",4952
2008-03-01 00:00:00.000,"Gauteng",5249
2008-04-01 00:00:00.000,"Gauteng",5209
2008-05-01 00:00:00.000,"Gauteng",5771
2008-06-01 00:00:00.000,"Gauteng",5994
2008-07-01 00:00:00.000,"Gauteng",6356
2008-08-01 00:00:00.000,"Gauteng",5815
2008-09-01 00:00:00.000,"Gauteng",5367
2008-10-01 00:00:00.000,"Gauteng",5321
2008-11-01 00:00:00.000,"Gauteng",5012
2008-12-01 00:00:00.000,"Gauteng",4543
2009-01-01 00:00:00.000,"Gauteng",4837
2009-02-01 00:00:00.000,"Gauteng",4589
2009-03-01 00:00:00.000,"Gauteng",5038
2009-04-01 00:00:00.000,"Gauteng",4756
2009-05-01 00:00:00.000,"Gauteng",5437
2009-06-01 00:00:00.000,"Gauteng",5727
2009-07-01 00:00:00.000,"Gauteng",6283
2009-08-01 00:00:00.000,"Gauteng",5795
2009-09-01 00:00:00.000,"Gauteng",5100
2009-10-01 00:00:00.000,"Gauteng",5271
2009-11-01 00:00:00.000,"Gauteng",5129
2009-12-01 00:00:00.000,"Gauteng",4768
2010-01-01 00:00:00.000,"Gauteng",4992
2010-02-01 00:00:00.000,"Gauteng",4729
2010-03-01 00:00:00.000,"Gauteng",5253
2010-04-01 00:00:00.000,"Gauteng",5151
2010-05-01 00:00:00.000,"Gauteng",5676
2010-06-01 00:00:00.000,"Gauteng",6064
2010-07-01 00:00:00.000,"Gauteng",6253
2010-08-01 00:00:00.000,"Gauteng",5755
2010-09-01 00:00:00.000,"Gauteng",5131
2010-10-01 00:00:00.000,"Gauteng",5319
2010-11-01 00:00:00.000,"Gauteng",5190
2010-12-01 00:00:00.000,"Gauteng",4735
2011-01-01 00:00:00.000,"Gauteng",5043
2011-02-01 00:00:00.000,"Gauteng",4755
2011-03-01 00:00:00.000,"Gauteng",5287
2011-04-01 00:00:00.000,"Gauteng",5208
2011-05-01 00:00:00.000,"Gauteng",5836
2011-06-01 00:00:00.000,"Gauteng",6253
2011-07-01 00:00:00.000,"Gauteng",6407
2011-08-01 00:00:00.000,"Gauteng",6099
2011-09-01 00:00:00.000,"Gauteng",5287
2011-10-01 00:00:00.000,"Gauteng",5349
2011-11-01 00:00:00.000,"Gauteng",5143
2011-12-01 00:00:00.000,"Gauteng",4767
2012-01-01 00:00:00.000,"Gauteng",4932
2012-02-01 00:00:00.000,"Gauteng",4855
2012-03-01 00:00:00.000,"Gauteng",5122
2012-04-01 00:00:00.000,"Gauteng",4881
2012-05-01 00:00:00.000,"Gauteng",5488
2012-06-01 00:00:00.000,"Gauteng",5960
2012-07-01 00:00:00.000,"Gauteng",6037
2012-08-01 00:00:00.000,"Gauteng",5814
2012-09-01 00:00:00.000,"Gauteng",5190
2012-10-01 00:00:00.000,"Gauteng",5027
2012-11-01 00:00:00.000,"Gauteng",4965
2012-12-01 00:00:00.000,"Gauteng",4547
2013-01-01 00:00:00.000,"Gauteng",4823
2013-02-01 00:00:00.000,"Gauteng",4491
2013-03-01 00:00:00.000,"Gauteng",4773
2013-04-01 00:00:00.000,"Gauteng",4985
2013-05-01 00:00:00.000,"Gauteng",5528
2013-06-01 00:00:00.000,"Gauteng",5646
2013-07-01 00:00:00.000,"Gauteng",5910
2013-08-01 00:00:00.000,"Gauteng",5729
2013-09-01 00:00:00.000,"Gauteng",5046
2013-10-01 00:00:00.000,"Gauteng",5230
2013-11-01 00:00:00.000,"Gauteng",4960
2013-12-01 00:00:00.000,"Gauteng",4577
2014-01-01 00:00:00.000,"Gauteng",4847
2014-02-01 00:00:00.000,"Gauteng",4564
2014-03-01 00:00:00.000,"Gauteng",5014
2014-04-01 00:00:00.000,"Gauteng",4915
2014-05-01 00:00:00.000,"Gauteng",5429
2014-06-01 00:00:00.000,"Gauteng",5739
2014-07-01 00:00:00.000,"Gauteng",5898
2014-08-01 00:00:00.000,"Gauteng",5760
2014-09-01 00:00:00.000,"Gauteng",5153
2014-10-01 00:00:00.000,"Gauteng",5205
2014-11-01 00:00:00.000,"Gauteng",4954
2014-12-01 00:00:00.000,"Gauteng",4539
2015-01-01 00:00:00.000,"Gauteng",4780
2015-02-01 00:00:00.000,"Gauteng",4492
2015-03-01 00:00:00.000,"Gauteng",4986
2015-04-01 00:00:00.000,"Gauteng",4739
2015-05-01 00:00:00.000,"Gauteng",5074
2015-06-01 00:00:00.000,"Gauteng",5533
2015-07-01 00:00:00.000,"Gauteng",5768
2015-08-01 00:00:00.000,"Gauteng",5345
2015-09-01 00:00:00.000,"Gauteng",4952
2015-10-01 00:00:00.000,"Gauteng",4979
2015-11-01 00:00:00.000,"Gauteng",4812
2015-12-01 00:00:00.000,"Gauteng",4509
2016-01-01 00:00:00.000,"Gauteng",4663
2016-02-01 00:00:00.000,"Gauteng",4632
2016-03-01 00:00:00.000,"Gauteng",4842
2016-04-01 00:00:00.000,"Gauteng",4842
2016-05-01 00:00:00.000,"Gauteng",5445
2016-06-01 00:00:00.000,"Gauteng",5640
2016-07-01 00:00:00.000,"Gauteng",5879
2016-08-01 00:00:00.000,"Gauteng",5561
2016-09-01 00:00:00.000,"Gauteng",4991
2016-10-01 00:00:00.000,"Gauteng",4986
2016-11-01 00:00:00.000,"Gauteng",4811
2016-12-01 00:00:00.000,"Gauteng",4486
2017-01-01 00:00:00.000,"Gauteng",4693
2017-02-01 00:00:00.000,"Gauteng",4489
2017-03-01 00:00:00.000,"Gauteng",4930
2017-04-01 00:00:00.000,"Gauteng",4758
2017-05-01 00:00:00.000,"Gauteng",5501
2017-06-01 00:00:00.000,"Gauteng",5666
2017-07-01 00:00:00.000,"Gauteng",5781
2017-08-01 00:00:00.000,"Gauteng",5668
2017-09-01 00:00:00.000,"Gauteng",4939
2017-10-01 00:00:00.000,"Gauteng",5118
2017-11-01 00:00:00.000,"Gauteng",4903
2017-12-01 00:00:00.000,"Gauteng",4542
2018-01-01 00:00:00.000,"Gauteng",4739
2018-02-01 00:00:00.000,"Gauteng",4479
2018-03-01 00:00:00.000,"Gauteng",4897
2018-04-01 00:00:00.000,"Gauteng",4810
2018-05-01 00:00:00.000,"Gauteng",5491
2018-06-01 00:00:00.000,"Gauteng",5700
2018-07-01 00:00:00.000,"Gauteng",6026
2018-08-01 00:00:00.000,"Gauteng",5488
2018-09-01 00:00:00.000,"Gauteng",4979
2018-10-01 00:00:00.000,"Gauteng",5041
2018-11-01 00:00:00.000,"Gauteng",4783
2018-12-01 00:00:00.000,"Gauteng",4406
2019-01-01 00:00:00.000,"Gauteng",4646
2019-02-01 00:00:00.000,"Gauteng",4364
2019-03-01 00:00:00.000,"Gauteng",4739
2019-04-01 00:00:00.000,"Gauteng",4788
2019-05-01 00:00:00.000,"Gauteng",5243
2019-06-01 00:00:00.000,"Gauteng",5526
2019-07-01 00:00:00.000,"Gauteng",5865
2019-08-01 00:00:00.000,"Gauteng",5234
2019-09-01 00:00:00.000,"Gauteng",4869
2019-10-01 00:00:00.000,"Gauteng",4960
2019-11-01 00:00:00.000,"Gauteng",4691
2019-12-01 00:00:00.000,"Gauteng",4340
2020-01-01 00:00:00.000,"Gauteng",4527
2020-02-01 00:00:00.000,"Gauteng",4377
2020-03-01 00:00:00.000,"Gauteng",4602
2020-04-01 00:00:00.000,"Gauteng",3857
2020-05-01 00:00:00.000,"Gauteng",4782
2020-06-01 00:00:00.000,"Gauteng",5486
2002-01-01 00:00:00.000,"Mpumalanga",2464
2002-02-01 00:00:00.000,"Mpumalanga",2264
2002-03-01 00:00:00.000,"Mpumalanga",2473
2002-04-01 00:00:00.000,"Mpumalanga",2489
2002-05-01 00:00:00.000,"Mpumalanga",2655
2002-06-01 00:00:00.000,"Mpumalanga",2589
2002-07-01 00:00:00.000,"Mpumalanga",2695
2002-08-01 00:00:00.000,"Mpumalanga",2604
2002-09-01 00:00:00.000,"Mpumalanga",2535
2002-10-01 00:00:00.000,"Mpumalanga",2607
2002-11-01 00:00:00.000,"Mpumalanga",2542
2002-12-01 00:00:00.000,"Mpumalanga",2553
2003-01-01 00:00:00.000,"Mpumalanga",2436
2003-02-01 00:00:00.000,"Mpumalanga",2328
2003-03-01 00:00:00.000,"Mpumalanga",2637
2003-04-01 00:00:00.000,"Mpumalanga",2459
2003-05-01 00:00:00.000,"Mpumalanga",2548
2003-06-01 00:00:00.000,"Mpumalanga",2479
2003-07-01 00:00:00.000,"Mpumalanga",2635
2003-08-01 00:00:00.000,"Mpumalanga",2610
2003-09-01 00:00:00.000,"Mpumalanga",2465
2003-10-01 00:00:00.000,"Mpumalanga",2626
2003-11-01 00:00:00.000,"Mpumalanga",2532
2003-12-01 00:00:00.000,"Mpumalanga",2621
2004-01-01 00:00:00.000,"Mpumalanga",2625
2004-02-01 00:00:00.000,"Mpumalanga",2517
2004-03-01 00:00:00.000,"Mpumalanga",2662
2004-04-01 00:00:00.000,"Mpumalanga",2551
2004-05-01 00:00:00.000,"Mpumalanga",2756
2004-06-01 00:00:00.000,"Mpumalanga",2685
2004-07-01 00:00:00.000,"Mpumalanga",2704
2004-08-01 00:00:00.000,"Mpumalanga",2639
2004-09-01 00:00:00.000,"Mpumalanga",2546
2004-10-01 00:00:00.000,"Mpumalanga",2729
2004-11-01 00:00:00.000,"Mpumalanga",2689
2004-12-01 00:00:00.000,"Mpumalanga",2690
2005-01-01 00:00:00.000,"Mpumalanga",2609
2005-02-01 00:00:00.000,"Mpumalanga",2489
2005-03-01 00:00:00.000,"Mpumalanga",2665
2005-04-01 00:00:00.000,"Mpumalanga",2620
2005-05-01 00:00:00.000,"Mpumalanga",2768
2005-06-01 00:00:00.000,"Mpumalanga",2572
2005-07-01 00:00:00.000,"Mpumalanga",2628
2005-08-01 00:00:00.000,"Mpumalanga",2520
2005-09-01 00:00:00.000,"Mpumalanga",2520
2005-10-01 00:00:00.000,"Mpumalanga",2663
2005-11-01 00:00:00.000,"Mpumalanga",2512
2005-12-01 00:00:00.000,"Mpumalanga",2538
2006-01-01 00:00:00.000,"Mpumalanga",2531
2006-02-01 00:00:00.000,"Mpumalanga",2462
2006-03-01 00:00:00.000,"Mpumalanga",2669
2006-04-01 00:00:00.000,"Mpumalanga",2506
2006-05-01 00:00:00.000,"Mpumalanga",2860
2006-06-01 00:00:00.000,"Mpumalanga",2781
2006-07-01 00:00:00.000,"Mpumalanga",2853
2006-08-01 00:00:00.000,"Mpumalanga",2718
2006-09-01 00:00:00.000,"Mpumalanga",2608
2006-10-01 00:00:00.000,"Mpumalanga",2813
2006-11-01 00:00:00.000,"Mpumalanga",2711
2006-12-01 00:00:00.000,"Mpumalanga",2746
2007-01-01 00:00:00.000,"Mpumalanga",2850
2007-02-01 00:00:00.000,"Mpumalanga",2575
2007-03-01 00:00:00.000,"Mpumalanga",2782
2007-04-01 00:00:00.000,"Mpumalanga",2695
2007-05-01 00:00:00.000,"Mpumalanga",2857
2007-06-01 00:00:00.000,"Mpumalanga",2819
2007-07-01 00:00:00.000,"Mpumalanga",2927
2007-08-01 00:00:00.000,"Mpumalanga",2855
2007-09-01 00:00:00.000,"Mpumalanga",2710
2007-10-01 00:00:00.000,"Mpumalanga",2848
2007-11-01 00:00:00.000,"Mpumalanga",2743
2007-12-01 00:00:00.000,"Mpumalanga",2809
2008-01-01 00:00:00.000,"Mpumalanga",2745
2008-02-01 00:00:00.000,"Mpumalanga",2677
2008-03-01 00:00:00.000,"Mpumalanga",2861
2008-04-01 00:00:00.000,"Mpumalanga",2745
2008-05-01 00:00:00.000,"Mpumalanga",2862
2008-06-01 00:00:00.000,"Mpumalanga",2866
2008-07-01 00:00:00.000,"Mpumalanga",2907
2008-08-01 00:00:00.000,"Mpumalanga",2850
2008-09-01 00:00:00.000,"Mpumalanga",2652
2008-10-01 00:00:00.000,"Mpumalanga",2774
2008-11-01 00:00:00.000,"Mpumalanga",2504
2008-12-01 00:00:00.000,"Mpumalanga",2372
2009-01-01 00:00:00.000,"Mpumalanga",2312
2009-02-01 00:00:00.000,"Mpumalanga",2077
2009-03-01 00:00:00.000,"Mpumalanga",2351
2009-04-01 00:00:00.000,"Mpumalanga",2510
2009-05-01 00:00:00.000,"Mpumalanga",2654
2009-06-01 00:00:00.000,"Mpumalanga",2563
2009-07-01 00:00:00.000,"Mpumalanga",2766
2009-08-01 00:00:00.000,"Mpumalanga",2708
2009-09-01 00:00:00.000,"Mpumalanga",2622
2009-10-01 00:00:00.000,"Mpumalanga",2738
2009-11-01 00:00:00.000,"Mpumalanga",2555
2009-12-01 00:00:00.000,"Mpumalanga",2638
2010-01-01 00:00:00.000,"Mpumalanga",2725
2010-02-01 00:00:00.000,"Mpumalanga",2510
2010-03-01 00:00:00.000,"Mpumalanga",2825
2010-04-01 00:00:00.000,"Mpumalanga",2573
2010-05-01 00:00:00.000,"Mpumalanga",2782
2010-06-01 00:00:00.000,"Mpumalanga",2781
2010-07-01 00:00:00.000,"Mpumalanga",2717
2010-08-01 00:00:00.000,"Mpumalanga",2750
2010-09-01 00:00:00.000,"Mpumalanga",2469
2010-10-01 00:00:00.000,"Mpumalanga",2844
2010-11-01 00:00:00.000,"Mpumalanga",2764
2010-12-01 00:00:00.000,"Mpumalanga",2730
