Date,Day Name,Start of Week,Start of Month,Month Name,Start of Year,Year,Day of Week,Weekend,Short Month,Short Day
2016-11-10 00:00:00.000,"Thursday",2016-11-07 00:00:00.000,2016-11-01 00:00:00.000,"November",2016-01-01 00:00:00.000,2016,4,"Weekday","NOV","THU"
2016-11-11 00:00:00.000,"Friday",2016-11-07 00:00:00.000,2016-11-01 00:00:00.000,"November",2016-01-01 00:00:00.000,2016,5,"Weekday","NOV","FRI"
2016-11-12 00:00:00.000,"Saturday",2016-11-07 00:00:00.000,2016-11-01 00:00:00.000,"November",2016-01-01 00:00:00.000,2016,6,"Weekend","NOV","SAT"
2016-11-13 00:00:00.000,"Sunday",2016-11-07 00:00:00.000,2016-11-01 00:00:00.000,"November",2016-01-01 00:00:00.000,2016,7,"Weekend","NOV","SUN"
2016-11-14 00:00:00.000,"Monday",2016-11-14 00:00:00.000,2016-11-01 00:00:00.000,"November",2016-01-01 00:00:00.000,2016,1,"Weekday","NOV","MON"
2016-11-15 00:00:00.000,"Tuesday",2016-11-14 00:00:00.000,2016-11-01 00:00:00.000,"November",2016-01-01 00:00:00.000,2016,2,"Weekday","NOV","TUE"
2016-11-16 00:00:00.000,"Wednesday",2016-11-14 00:00:00.000,2016-11-01 00:00:00.000,"November",2016-01-01 00:00:00.000,2016,3,"Weekday","NOV","WED"
2016-11-17 00:00:00.000,"Thursday",2016-11-14 00:00:00.000,2016-11-01 00:00:00.000,"November",2016-01-01 00:00:00.000,2016,4,"Weekday","NOV","THU"
2016-11-18 00:00:00.000,"Friday",2016-11-14 00:00:00.000,2016-11-01 00:00:00.000,"November",2016-01-01 00:00:00.000,2016,5,"Weekday","NOV","FRI"
2016-11-19 00:00:00.000,"Saturday",2016-11-14 00:00:00.000,2016-11-01 00:00:00.000,"November",2016-01-01 00:00:00.000,2016,6,"Weekend","NOV","SAT"
2016-11-20 00:00:00.000,"Sunday",2016-11-14 00:00:00.000,2016-11-01 00:00:00.000,"November",2016-01-01 00:00:00.000,2016,7,"Weekend","NOV","SUN"
2016-11-21 00:00:00.000,"Monday",2016-11-21 00:00:00.000,2016-11-01 00:00:00.000,"November",2016-01-01 00:00:00.000,2016,1,"Weekday","NOV","MON"
2016-11-22 00:00:00.000,"Tuesday",2016-11-21 00:00:00.000,2016-11-01 00:00:00.000,"November",2016-01-01 00:00:00.000,2016,2,"Weekday","NOV","TUE"
2016-11-23 00:00:00.000,"Wednesday",2016-11-21 00:00:00.000,2016-11-01 00:00:00.000,"November",2016-01-01 00:00:00.000,2016,3,"Weekday","NOV","WED"
2016-11-24 00:00:00.000,"Thursday",2016-11-21 00:00:00.000,2016-11-01 00:00:00.000,"November",2016-01-01 00:00:00.000,2016,4,"Weekday","NOV","THU"
2016-11-25 00:00:00.000,"Friday",2016-11-21 00:00:00.000,2016-11-01 00:00:00.000,"November",2016-01-01 00:00:00.000,2016,5,"Weekday","NOV","FRI"
2016-11-26 00:00:00.000,"Saturday",2016-11-21 00:00:00.000,2016-11-01 00:00:00.000,"November",2016-01-01 00:00:00.000,2016,6,"Weekend","NOV","SAT"
2016-11-27 00:00:00.000,"Sunday",2016-11-21 00:00:00.000,2016-11-01 00:00:00.000,"November",2016-01-01 00:00:00.000,2016,7,"Weekend","NOV","SUN"
2016-11-28 00:00:00.000,"Monday",2016-11-28 00:00:00.000,2016-11-01 00:00:00.000,"November",2016-01-01 00:00:00.000,2016,1,"Weekday","NOV","MON"
2016-11-29 00:00:00.000,"Tuesday",2016-11-28 00:00:00.000,2016-11-01 00:00:00.000,"November",2016-01-01 00:00:00.000,2016,2,"Weekday","NOV","TUE"
2016-11-30 00:00:00.000,"Wednesday",2016-11-28 00:00:00.000,2016-11-01 00:00:00.000,"November",2016-01-01 00:00:00.000,2016,3,"Weekday","NOV","WED"
2016-12-01 00:00:00.000,"Thursday",2016-11-28 00:00:00.000,2016-12-01 00:00:00.000,"December",2016-01-01 00:00:00.000,2016,4,"Weekday","DEC","THU"
2016-12-02 00:00:00.000,"Friday",2016-11-28 00:00:00.000,2016-12-01 00:00:00.000,"December",2016-01-01 00:00:00.000,2016,5,"Weekday","DEC","FRI"
2016-12-03 00:00:00.000,"Saturday",2016-11-28 00:00:00.000,2016-12-01 00:00:00.000,"December",2016-01-01 00:00:00.000,2016,6,"Weekend","DEC","SAT"
2016-12-04 00:00:00.000,"Sunday",2016-11-28 00:00:00.000,2016-12-01 00:00:00.000,"December",2016-01-01 00:00:00.000,2016,7,"Weekend","DEC","SUN"
2016-12-05 00:00:00.000,"Monday",2016-12-05 00:00:00.000,2016-12-01 00:00:00.000,"December",2016-01-01 00:00:00.000,2016,1,"Weekday","DEC","MON"
2016-12-06 00:00:00.000,"Tuesday",2016-12-05 00:00:00.000,2016-12-01 00:00:00.000,"December",2016-01-01 00:00:00.000,2016,2,"Weekday","DEC","TUE"
2016-12-07 00:00:00.000,"Wednesday",2016-12-05 00:00:00.000,2016-12-01 00:00:00.000,"December",2016-01-01 00:00:00.000,2016,3,"Weekday","DEC","WED"
2016-12-08 00:00:00.000,"Thursday",2016-12-05 00:00:00.000,2016-12-01 00:00:00.000,"December",2016-01-01 00:00:00.000,2016,4,"Weekday","DEC","THU"
2016-12-09 00:00:00.000,"Friday",2016-12-05 00:00:00.000,2016-12-01 00:00:00.000,"December",2016-01-01 00:00:00.000,2016,5,"Weekday","DEC","FRI"
2016-12-10 00:00:00.000,"Saturday",2016-12-05 00:00:00.000,2016-12-01 00:00:00.000,"December",2016-01-01 00:00:00.000,2016,6,"Weekend","DEC","SAT"
2016-12-11 00:00:00.000,"Sunday",2016-12-05 00:00:00.000,2016-12-01 00:00:00.000,"December",2016-01-01 00:00:00.000,2016,7,"Weekend","DEC","SUN"
2016-12-12 00:00:00.000,"Monday",2016-12-12 00:00:00.000,2016-12-01 00:00:00.000,"December",2016-01-01 00:00:00.000,2016,1,"Weekday","DEC","MON"
2016-12-13 00:00:00.000,"Tuesday",2016-12-12 00:00:00.000,2016-12-01 00:00:00.000,"December",2016-01-01 00:00:00.000,2016,2,"Weekday","DEC","TUE"
2016-12-14 00:00:00.000,"Wednesday",2016-12-12 00:00:00.000,2016-12-01 00:00:00.000,"December",2016-01-01 00:00:00.000,2016,3,"Weekday","DEC","WED"
2016-12-15 00:00:00.000,"Thursday",2016-12-12 00:00:00.000,2016-12-01 00:00:00.000,"December",2016-01-01 00:00:00.000,2016,4,"Weekday","DEC","THU"
2016-12-16 00:00:00.000,"Friday",2016-12-12 00:00:00.000,2016-12-01 00:00:00.000,"December",2016-01-01 00:00:00.000,2016,5,"Weekday","DEC","FRI"
2016-12-17 00:00:00.000,"Saturday",2016-12-12 00:00:00.000,2016-12-01 00:00:00.000,"December",2016-01-01 00:00:00.000,2016,6,"Weekend","DEC","SAT"
2016-12-18 00:00:00.000,"Sunday",2016-12-12 00:00:00.000,2016-12-01 00:00:00.000,"December",2016-01-01 00:00:00.000,2016,7,"Weekend","DEC","SUN"
2016-12-19 00:00:00.000,"Monday",2016-12-19 00:00:00.000,2016-12-01 00:00:00.000,"December",2016-01-01 00:00:00.000,2016,1,"Weekday","DEC","MON"
2016-12-20 00:00:00.000,"Tuesday",2016-12-19 00:00:00.000,2016-12-01 00:00:00.000,"December",2016-01-01 00:00:00.000,2016,2,"Weekday","DEC","TUE"
2016-12-21 00:00:00.000,"Wednesday",2016-12-19 00:00:00.000,2016-12-01 00:00:00.000,"December",2016-01-01 00:00:00.000,2016,3,"Weekday","DEC","WED"
2016-12-22 00:00:00.000,"Thursday",2016-12-19 00:00:00.000,2016-12-01 00:00:00.000,"December",2016-01-01 00:00:00.000,2016,4,"Weekday","DEC","THU"
2016-12-23 00:00:00.000,"Friday",2016-12-19 00:00:00.000,2016-12-01 00:00:00.000,"December",2016-01-01 00:00:00.000,2016,5,"Weekday","DEC","FRI"
2016-12-24 00:00:00.000,"Saturday",2016-12-19 00:00:00.000,2016-12-01 00:00:00.000,"December",2016-01-01 00:00:00.000,2016,6,"Weekend","DEC","SAT"
2016-12-25 00:00:00.000,"Sunday",2016-12-19 00:00:00.000,2016-12-01 00:00:00.000,"December",2016-01-01 00:00:00.000,2016,7,"Weekend","DEC","SUN"
2016-12-26 00:00:00.000,"Monday",2016-12-26 00:00:00.000,2016-12-01 00:00:00.000,"December",2016-01-01 00:00:00.000,2016,1,"Weekday","DEC","MON"
2016-12-27 00:00:00.000,"Tuesday",2016-12-26 00:00:00.000,2016-12-01 00:00:00.000,"December",2016-01-01 00:00:00.000,2016,2,"Weekday","DEC","TUE"
2016-12-28 00:00:00.000,"Wednesday",2016-12-26 00:00:00.000,2016-12-01 00:00:00.000,"December",2016-01-01 00:00:00.000,2016,3,"Weekday","DEC","WED"
2016-12-29 00:00:00.000,"Thursday",2016-12-26 00:00:00.000,2016-12-01 00:00:00.000,"December",2016-01-01 00:00:00.000,2016,4,"Weekday","DEC","THU"
2016-12-30 00:00:00.000,"Friday",2016-12-26 00:00:00.000,2016-12-01 00:00:00.000,"December",2016-01-01 00:00:00.000,2016,5,"Weekday","DEC","FRI"
2016-12-31 00:00:00.000,"Saturday",2016-12-26 00:00:00.000,2016-12-01 00:00:00.000,"December",2016-01-01 00:00:00.000,2016,6,"Weekend","DEC","SAT"
2015-01-01 00:00:00.000,"Thursday",2014-12-29 00:00:00.000,2015-01-01 00:00:00.000,"January",2015-01-01 00:00:00.000,2015,4,"Weekday","JAN","THU"
2015-01-02 00:00:00.000,"Friday",2014-12-29 00:00:00.000,2015-01-01 00:00:00.000,"January",2015-01-01 00:00:00.000,2015,5,"Weekday","JAN","FRI"
2015-01-03 00:00:00.000,"Saturday",2014-12-29 00:00:00.000,2015-01-01 00:00:00.000,"January",2015-01-01 00:00:00.000,2015,6,"Weekend","JAN","SAT"
2015-01-04 00:00:00.000,"Sunday",2014-12-29 00:00:00.000,2015-01-01 00:00:00.000,"January",2015-01-01 00:00:00.000,2015,7,"Weekend","JAN","SUN"
2015-01-05 00:00:00.000,"Monday",2015-01-05 00:00:00.000,2015-01-01 00:00:00.000,"January",2015-01-01 00:00:00.000,2015,1,"Weekday","JAN","MON"
2015-01-06 00:00:00.000,"Tuesday",2015-01-05 00:00:00.000,2015-01-01 00:00:00.000,"January",2015-01-01 00:00:00.000,2015,2,"Weekday","JAN","TUE"
2015-01-07 00:00:00.000,"Wednesday",2015-01-05 00:00:00.000,2015-01-01 00:00:00.000,"January",2015-01-01 00:00:00.000,2015,3,"Weekday","JAN","WED"
2015-01-08 00:00:00.000,"Thursday",2015-01-05 00:00:00.000,2015-01-01 00:00:00.000,"January",2015-01-01 00:00:00.000,2015,4,"Weekday","JAN","THU"
2015-01-09 00:00:00.000,"Friday",2015-01-05 00:00:00.000,2015-01-01 00:00:00.000,"January",2015-01-01 00:00:00.000,2015,5,"Weekday","JAN","FRI"
2015-01-10 00:00:00.000,"Saturday",2015-01-05 00:00:00.000,2015-01-01 00:00:00.000,"January",2015-01-01 00:00:00.000,2015,6,"Weekend","JAN","SAT"
2015-01-11 00:00:00.000,"Sunday",2015-01-05 00:00:00.000,2015-01-01 00:00:00.000,"January",2015-01-01 00:00:00.000,2015,7,"Weekend","JAN","SUN"
2015-01-12 00:00:00.000,"Monday",2015-01-12 00:00:00.000,2015-01-01 00:00:00.000,"January",2015-01-01 00:00:00.000,2015,1,"Weekday","JAN","MON"
2015-01-13 00:00:00.000,"Tuesday",2015-01-12 00:00:00.000,2015-01-01 00:00:00.000,"January",2015-01-01 00:00:00.000,2015,2,"Weekday","JAN","TUE"
2015-01-14 00:00:00.000,"Wednesday",2015-01-12 00:00:00.000,2015-01-01 00:00:00.000,"January",2015-01-01 00:00:00.000,2015,3,"Weekday","JAN","WED"
2015-01-15 00:00:00.000,"Thursday",2015-01-12 00:00:00.000,2015-01-01 00:00:00.000,"January",2015-01-01 00:00:00.000,2015,4,"Weekday","JAN","THU"
2015-01-16 00:00:00.000,"Friday",2015-01-12 00:00:00.000,2015-01-01 00:00:00.000,"January",2015-01-01 00:00:00.000,2015,5,"Weekday","JAN","FRI"
2015-01-17 00:00:00.000,"Saturday",2015-01-12 00:00:00.000,2015-01-01 00:00:00.000,"January",2015-01-01 00:00:00.000,2015,6,"Weekend","JAN","SAT"
2015-01-18 00:00:00.000,"Sunday",2015-01-12 00:00:00.000,2015-01-01 00:00:00.000,"January",2015-01-01 00:00:00.000,2015,7,"Weekend","JAN","SUN"
2015-01-19 00:00:00.000,"Monday",2015-01-19 00:00:00.000,2015-01-01 00:00:00.000,"January",2015-01-01 00:00:00.000,2015,1,"Weekday","JAN","MON"
2015-01-20 00:00:00.000,"Tuesday",2015-01-19 00:00:00.000,2015-01-01 00:00:00.000,"January",2015-01-01 00:00:00.000,2015,2,"Weekday","JAN","TUE"
2015-01-21 00:00:00.000,"Wednesday",2015-01-19 00:00:00.000,2015-01-01 00:00:00.000,"January",2015-01-01 00:00:00.000,2015,3,"Weekday","JAN","WED"
2015-01-22 00:00:00.000,"Thursday",2015-01-19 00:00:00.000,2015-01-01 00:00:00.000,"January",2015-01-01 00:00:00.000,2015,4,"Weekday","JAN","THU"
2015-01-23 00:00:00.000,"Friday",2015-01-19 00:00:00.000,2015-01-01 00:00:00.000,"January",2015-01-01 00:00:00.000,2015,5,"Weekday","JAN","FRI"
2015-01-24 00:00:00.000,"Saturday",2015-01-19 00:00:00.000,2015-01-01 00:00:00.000,"January",2015-01-01 00:00:00.000,2015,6,"Weekend","JAN","SAT"
2015-01-25 00:00:00.000,"Sunday",2015-01-19 00:00:00.000,2015-01-01 00:00:00.000,"January",2015-01-01 00:00:00.000,2015,7,"Weekend","JAN","SUN"
2015-01-26 00:00:00.000,"Monday",2015-01-26 00:00:00.000,2015-01-01 00:00:00.000,"January",2015-01-01 00:00:00.000,2015,1,"Weekday","JAN","MON"
2015-01-27 00:00:00.000,"Tuesday",2015-01-26 00:00:00.000,2015-01-01 00:00:00.000,"January",2015-01-01 00:00:00.000,2015,2,"Weekday","JAN","TUE"
2015-01-28 00:00:00.000,"Wednesday",2015-01-26 00:00:00.000,2015-01-01 00:00:00.000,"January",2015-01-01 00:00:00.000,2015,3,"Weekday","JAN","WED"
2015-01-29 00:00:00.000,"Thursday",2015-01-26 00:00:00.000,2015-01-01 00:00:00.000,"January",2015-01-01 00:00:00.000,2015,4,"Weekday","JAN","THU"
2015-01-30 00:00:00.000,"Friday",2015-01-26 00:00:00.000,2015-01-01 00:00:00.000,"January",2015-01-01 00:00:00.000,2015,5,"Weekday","JAN","FRI"
2015-01-31 00:00:00.000,"Saturday",2015-01-26 00:00:00.000,2015-01-01 00:00:00.000,"January",2015-01-01 00:00:00.000,2015,6,"Weekend","JAN","SAT"
2015-02-01 00:00:00.000,"Sunday",2015-01-26 00:00:00.000,2015-02-01 00:00:00.000,"February",2015-01-01 00:00:00.000,2015,7,"Weekend","FEB","SUN"
2015-02-02 00:00:00.000,"Monday",2015-02-02 00:00:00.000,2015-02-01 00:00:00.000,"February",2015-01-01 00:00:00.000,2015,1,"Weekday","FEB","MON"
2015-02-03 00:00:00.000,"Tuesday",2015-02-02 00:00:00.000,2015-02-01 00:00:00.000,"February",2015-01-01 00:00:00.000,2015,2,"Weekday","FEB","TUE"
2015-02-04 00:00:00.000,"Wednesday",2015-02-02 00:00:00.000,2015-02-01 00:00:00.000,"February",2015-01-01 00:00:00.000,2015,3,"Weekday","FEB","WED"
2015-02-05 00:00:00.000,"Thursday",2015-02-02 00:00:00.000,2015-02-01 00:00:00.000,"February",2015-01-01 00:00:00.000,2015,4,"Weekday","FEB","THU"
2015-02-06 00:00:00.000,"Friday",2015-02-02 00:00:00.000,2015-02-01 00:00:00.000,"February",2015-01-01 00:00:00.000,2015,5,"Weekday","FEB","FRI"
2015-02-07 00:00:00.000,"Saturday",2015-02-02 00:00:00.000,2015-02-01 00:00:00.000,"February",2015-01-01 00:00:00.000,2015,6,"Weekend","FEB","SAT"
2015-02-08 00:00:00.000,"Sunday",2015-02-02 00:00:00.000,2015-02-01 00:00:00.000,"February",2015-01-01 00:00:00.000,2015,7,"Weekend","FEB","SUN"
2015-02-09 00:00:00.000,"Monday",2015-02-09 00:00:00.000,2015-02-01 00:00:00.000,"February",2015-01-01 00:00:00.000,2015,1,"Weekday","FEB","MON"
2015-02-10 00:00:00.000,"Tuesday",2015-02-09 00:00:00.000,2015-02-01 00:00:00.000,"February",2015-01-01 00:00:00.000,2015,2,"Weekday","FEB","TUE"
2015-02-11 00:00:00.000,"Wednesday",2015-02-09 00:00:00.000,2015-02-01 00:00:00.000,"February",2015-01-01 00:00:00.000,2015,3,"Weekday","FEB","WED"
2015-02-12 00:00:00.000,"Thursday",2015-02-09 00:00:00.000,2015-02-01 00:00:00.000,"February",2015-01-01 00:00:00.000,2015,4,"Weekday","FEB","THU"
2015-02-13 00:00:00.000,"Friday",2015-02-09 00:00:00.000,2015-02-01 00:00:00.000,"February",2015-01-01 00:00:00.000,2015,5,"Weekday","FEB","FRI"
2015-02-14 00:00:00.000,"Saturday",2015-02-09 00:00:00.000,2015-02-01 00:00:00.000,"February",2015-01-01 00:00:00.000,2015,6,"Weekend","FEB","SAT"
2015-02-15 00:00:00.000,"Sunday",2015-02-09 00:00:00.000,2015-02-01 00:00:00.000,"February",2015-01-01 00:00:00.000,2015,7,"Weekend","FEB","SUN"
2015-02-16 00:00:00.000,"Monday",2015-02-16 00:00:00.000,2015-02-01 00:00:00.000,"February",2015-01-01 00:00:00.000,2015,1,"Weekday","FEB","MON"
2015-02-17 00:00:00.000,"Tuesday",2015-02-16 00:00:00.000,2015-02-01 00:00:00.000,"February",2015-01-01 00:00:00.000,2015,2,"Weekday","FEB","TUE"
2015-02-18 00:00:00.000,"Wednesday",2015-02-16 00:00:00.000,2015-02-01 00:00:00.000,"February",2015-01-01 00:00:00.000,2015,3,"Weekday","FEB","WED"
2015-02-19 00:00:00.000,"Thursday",2015-02-16 00:00:00.000,2015-02-01 00:00:00.000,"February",2015-01-01 00:00:00.000,2015,4,"Weekday","FEB","THU"
2015-02-20 00:00:00.000,"Friday",2015-02-16 00:00:00.000,2015-02-01 00:00:00.000,"February",2015-01-01 00:00:00.000,2015,5,"Weekday","FEB","FRI"
2015-02-21 00:00:00.000,"Saturday",2015-02-16 00:00:00.000,2015-02-01 00:00:00.000,"February",2015-01-01 00:00:00.000,2015,6,"Weekend","FEB","SAT"
2015-02-22 00:00:00.000,"Sunday",2015-02-16 00:00:00.000,2015-02-01 00:00:00.000,"February",2015-01-01 00:00:00.000,2015,7,"Weekend","FEB","SUN"
2015-02-23 00:00:00.000,"Monday",2015-02-23 00:00:00.000,2015-02-01 00:00:00.000,"February",2015-01-01 00:00:00.000,2015,1,"Weekday","FEB","MON"
2015-02-24 00:00:00.000,"Tuesday",2015-02-23 00:00:00.000,2015-02-01 00:00:00.000,"February",2015-01-01 00:00:00.000,2015,2,"Weekday","FEB","TUE"
2015-02-25 00:00:00.000,"Wednesday",2015-02-23 00:00:00.000,2015-02-01 00:00:00.000,"February",2015-01-01 00:00:00.000,2015,3,"Weekday","FEB","WED"
2015-02-26 00:00:00.000,"Thursday",2015-02-23 00:00:00.000,2015-02-01 00:00:00.000,"February",2015-01-01 00:00:00.000,2015,4,"Weekday","FEB","THU"
2015-02-27 00:00:00.000,"Friday",2015-02-23 00:00:00.000,2015-02-01 00:00:00.000,"February",2015-01-01 00:00:00.000,2015,5,"Weekday","FEB","FRI"
2015-02-28 00:00:00.000,"Saturday",2015-02-23 00:00:00.000,2015-02-01 00:00:00.000,"February",2015-01-01 00:00:00.000,2015,6,"Weekend","FEB","SAT"
2015-03-01 00:00:00.000,"Sunday",2015-02-23 00:00:00.000,2015-03-01 00:00:00.000,"March",2015-01-01 00:00:00.000,2015,7,"Weekend","MAR","SUN"
2015-03-02 00:00:00.000,"Monday",2015-03-02 00:00:00.000,2015-03-01 00:00:00.000,"March",2015-01-01 00:00:00.000,2015,1,"Weekday","MAR","MON"
2015-03-03 00:00:00.000,"Tuesday",2015-03-02 00:00:00.000,2015-03-01 00:00:00.000,"March",2015-01-01 00:00:00.000,2015,2,"Weekday","MAR","TUE"
2015-03-04 00:00:00.000,"Wednesday",2015-03-02 00:00:00.000,2015-03-01 00:00:00.000,"March",2015-01-01 00:00:00.000,2015,3,"Weekday","MAR","WED"
2015-03-05 00:00:00.000,"Thursday",2015-03-02 00:00:00.000,2015-03-01 00:00:00.000,"March",2015-01-01 00:00:00.000,2015,4,"Weekday","MAR","THU"
2015-03-06 00:00:00.000,"Friday",2015-03-02 00:00:00.000,2015-03-01 00:00:00.000,"March",2015-01-01 00:00:00.000,2015,5,"Weekday","MAR","FRI"
2015-03-07 00:00:00.000,"Saturday",2015-03-02 00:00:00.000,2015-03-01 00:00:00.000,"March",2015-01-01 00:00:00.000,2015,6,"Weekend","MAR","SAT"
2015-03-08 00:00:00.000,"Sunday",2015-03-02 00:00:00.000,2015-03-01 00:00:00.000,"March",2015-01-01 00:00:00.000,2015,7,"Weekend","MAR","SUN"
2015-03-09 00:00:00.000,"Monday",2015-03-09 00:00:00.000,2015-03-01 00:00:00.000,"March",2015-01-01 00:00:00.000,2015,1,"Weekday","MAR","MON"
2015-03-10 00:00:00.000,"Tuesday",2015-03-09 00:00:00.000,2015-03-01 00:00:00.000,"March",2015-01-01 00:00:00.000,2015,2,"Weekday","MAR","TUE"
2015-03-11 00:00:00.000,"Wednesday",2015-03-09 00:00:00.000,2015-03-01 00:00:00.000,"March",2015-01-01 00:00:00.000,2015,3,"Weekday","MAR","WED"
2015-03-12 00:00:00.000,"Thursday",2015-03-09 00:00:00.000,2015-03-01 00:00:00.000,"March",2015-01-01 00:00:00.000,2015,4,"Weekday","MAR","THU"
2015-03-13 00:00:00.000,"Friday",2015-03-09 00:00:00.000,2015-03-01 00:00:00.000,"March",2015-01-01 00:00:00.000,2015,5,"Weekday","MAR","FRI"
2015-03-14 00:00:00.000,"Saturday",2015-03-09 00:00:00.000,2015-03-01 00:00:00.000,"March",2015-01-01 00:00:00.000,2015,6,"Weekend","MAR","SAT"
2015-03-15 00:00:00.000,"Sunday",2015-03-09 00:00:00.000,2015-03-01 00:00:00.000,"March",2015-01-01 00:00:00.000,2015,7,"Weekend","MAR","SUN"
2015-03-16 00:00:00.000,"Monday",2015-03-16 00:00:00.000,2015-03-01 00:00:00.000,"March",2015-01-01 00:00:00.000,2015,1,"Weekday","MAR","MON"
2015-03-17 00:00:00.000,"Tuesday",2015-03-16 00:00:00.000,2015-03-01 00:00:00.000,"March",2015-01-01 00:00:00.000,2015,2,"Weekday","MAR","TUE"
2015-03-18 00:00:00.000,"Wednesday",2015-03-16 00:00:00.000,2015-03-01 00:00:00.000,"March",2015-01-01 00:00:00.000,2015,3,"Weekday","MAR","WED"
2015-03-19 00:00:00.000,"Thursday",2015-03-16 00:00:00.000,2015-03-01 00:00:00.000,"March",2015-01-01 00:00:00.000,2015,4,"Weekday","MAR","THU"
2015-03-20 00:00:00.000,"Friday",2015-03-16 00:00:00.000,2015-03-01 00:00:00.000,"March",2015-01-01 00:00:00.000,2015,5,"Weekday","MAR","FRI"
2015-03-21 00:00:00.000,"Saturday",2015-03-16 00:00:00.000,2015-03-01 00:00:00.000,"March",2015-01-01 00:00:00.000,2015,6,"Weekend","MAR","SAT"
2015-03-22 00:00:00.000,"Sunday",2015-03-16 00:00:00.000,2015-03-01 00:00:00.000,"March",2015-01-01 00:00:00.000,2015,7,"Weekend","MAR","SUN"
2015-03-23 00:00:00.000,"Monday",2015-03-23 00:00:00.000,2015-03-01 00:00:00.000,"March",2015-01-01 00:00:00.000,2015,1,"Weekday","MAR","MON"
2015-03-24 00:00:00.000,"Tuesday",2015-03-23 00:00:00.000,2015-03-01 00:00:00.000,"March",2015-01-01 00:00:00.000,2015,2,"Weekday","MAR","TUE"
2015-03-25 00:00:00.000,"Wednesday",2015-03-23 00:00:00.000,2015-03-01 00:00:00.000,"March",2015-01-01 00:00:00.000,2015,3,"Weekday","MAR","WED"
2015-03-26 00:00:00.000,"Thursday",2015-03-23 00:00:00.000,2015-03-01 00:00:00.000,"March",2015-01-01 00:00:00.000,2015,4,"Weekday","MAR","THU"
2015-03-27 00:00:00.000,"Friday",2015-03-23 00:00:00.000,2015-03-01 00:00:00.000,"March",2015-01-01 00:00:00.000,2015,5,"Weekday","MAR","FRI"
2015-03-28 00:00:00.000,"Saturday",2015-03-23 00:00:00.000,2015-03-01 00:00:00.000,"March",2015-01-01 00:00:00.000,2015,6,"Weekend","MAR","SAT"
2015-03-29 00:00:00.000,"Sunday",2015-03-23 00:00:00.000,2015-03-01 00:00:00.000,"March",2015-01-01 00:00:00.000,2015,7,"Weekend","MAR","SUN"
2015-03-30 00:00:00.000,"Monday",2015-03-30 00:00:00.000,2015-03-01 00:00:00.000,"March",2015-01-01 00:00:00.000,2015,1,"Weekday","MAR","MON"
2015-03-31 00:00:00.000,"Tuesday",2015-03-30 00:00:00.000,2015-03-01 00:00:00.000,"March",2015-01-01 00:00:00.000,2015,2,"Weekday","MAR","TUE"
2015-04-01 00:00:00.000,"Wednesday",2015-03-30 00:00:00.000,2015-04-01 00:00:00.000,"April",2015-01-01 00:00:00.000,2015,3,"Weekday","APR","WED"
2015-04-02 00:00:00.000,"Thursday",2015-03-30 00:00:00.000,2015-04-01 00:00:00.000,"April",2015-01-01 00:00:00.000,2015,4,"Weekday","APR","THU"
2015-04-03 00:00:00.000,"Friday",2015-03-30 00:00:00.000,2015-04-01 00:00:00.000,"April",2015-01-01 00:00:00.000,2015,5,"Weekday","APR","FRI"
2015-04-04 00:00:00.000,"Saturday",2015-03-30 00:00:00.000,2015-04-01 00:00:00.000,"April",2015-01-01 00:00:00.000,2015,6,"Weekend","APR","SAT"
2015-04-05 00:00:00.000,"Sunday",2015-03-30 00:00:00.000,2015-04-01 00:00:00.000,"April",2015-01-01 00:00:00.000,2015,7,"Weekend","APR","SUN"
2015-04-06 00:00:00.000,"Monday",2015-04-06 00:00:00.000,2015-04-01 00:00:00.000,"April",2015-01-01 00:00:00.000,2015,1,"Weekday","APR","MON"
2015-04-07 00:00:00.000,"Tuesday",2015-04-06 00:00:00.000,2015-04-01 00:00:00.000,"April",2015-01-01 00:00:00.000,2015,2,"Weekday","APR","TUE"
2015-04-08 00:00:00.000,"Wednesday",2015-04-06 00:00:00.000,2015-04-01 00:00:00.000,"April",2015-01-01 00:00:00.000,2015,3,"Weekday","APR","WED"
2015-04-09 00:00:00.000,"Thursday",2015-04-06 00:00:00.000,2015-04-01 00:00:00.000,"April",2015-01-01 00:00:00.000,2015,4,"Weekday","APR","THU"
2015-04-10 00:00:00.000,"Friday",2015-04-06 00:00:00.000,2015-04-01 00:00:00.000,"April",2015-01-01 00:00:00.000,2015,5,"Weekday","APR","FRI"
2015-04-11 00:00:00.000,"Saturday",2015-04-06 00:00:00.000,2015-04-01 00:00:00.000,"April",2015-01-01 00:00:00.000,2015,6,"Weekend","APR","SAT"
2015-04-12 00:00:00.000,"Sunday",2015-04-06 00:00:00.000,2015-04-01 00:00:00.000,"April",2015-01-01 00:00:00.000,2015,7,"Weekend","APR","SUN"
2015-04-13 00:00:00.000,"Monday",2015-04-13 00:00:00.000,2015-04-01 00:00:00.000,"April",2015-01-01 00:00:00.000,2015,1,"Weekday","APR","MON"
2015-04-14 00:00:00.000,"Tuesday",2015-04-13 00:00:00.000,2015-04-01 00:00:00.000,"April",2015-01-01 00:00:00.000,2015,2,"Weekday","APR","TUE"
2015-04-15 00:00:00.000,"Wednesday",2015-04-13 00:00:00.000,2015-04-01 00:00:00.000,"April",2015-01-01 00:00:00.000,2015,3,"Weekday","APR","WED"
