Country,variable,value
COL,2004,0.68
COM,2004,0.474
CPV,2004,0.586
CRI,2004,0.724
CUB,2004,0.718
CYP,2004,0.826
CZE,2004,0.825
DEU,2004,0.899
DJI,2004,0.394
DMA,2004,0.704
DNK,2004,0.898
DOM,2004,0.666
DZA,2004,0.685
ECU,2004,0.687
EGY,2004,0.629
ERI,2004,
ESP,2004,0.837
EST,2004,0.814
ETH,2004,0.325
FIN,2004,0.891
FJI,2004,0.685
FRA,2004,0.852
FSM,2004,0.564
GAB,2004,0.632
GBR,2004,0.886
GEO,2004,0.695
GHA,2004,0.497
GIN,2004,0.363
GMB,2004,0.409
GNB,2004,
GNQ,2004,0.545
GRC,2004,0.835
GRD,2004,0.721
GTM,2004,0.567
GUY,2004,0.614
HKG,2004,0.862
HND,2004,0.575
HRV,2004,0.779
HTI,2004,0.448
HUN,2004,0.795
IDN,2004,0.629
IND,2004,0.53
IRL,2004,0.888
IRN,2004,0.691
IRQ,2004,0.628
ISL,2004,0.886
ISR,2004,0.867
ITA,2004,0.852
JAM,2004,0.695
JOR,2004,0.717
JPN,2004,0.869
KAZ,2004,0.737
KEN,2004,0.475
KGZ,2004,0.615
KHM,2004,0.478
KIR,2004,0.585
KNA,2004,
KOR,2004,0.847
KWT,2004,0.789
LAO,2004,0.496
LBN,2004,
LBR,2004,0.412
LBY,2004,0.745
LCA,2004,0.694
LIE,2004,0.883
LKA,2004,0.715
LSO,2004,0.433
LTU,2004,0.798
LUX,2004,0.876
LVA,2004,0.788
MAR,2004,0.573
MDA,2004,0.651
MDG,2004,0.472
MDV,2004,0.638
MEX,2004,0.726
MHL,2004,
MKD,2004,0.693
MLI,2004,0.352
MLT,2004,0.813
MMR,2004,0.46
MNE,2004,0.748
MNG,2004,0.636
MOZ,2004,0.343
MRT,2004,0.465
MUS,2004,0.705
MWI,2004,0.368
MYS,2004,0.734
NAM,2004,0.544
NER,2004,0.276
NGA,2004,0.462
NIC,2004,0.589
NLD,2004,0.886
NOR,2004,0.934
NPL,2004,0.468
NZL,2004,0.887
OMN,2004,0.742
PAK,2004,0.486
PAN,2004,0.735
PER,2004,0.694
PHL,2004,0.653
PLW,2004,0.752
PNG,2004,0.459
POL,2004,0.802
PRT,2004,0.797
PRY,2004,0.664
PSE,2004,0.638
QAT,2004,0.832
ROU,2004,0.745
RUS,2004,0.746
RWA,2004,0.391
SAU,2004,0.765
SDN,2004,0.43
SEN,2004,0.426
SGP,2004,0.846
SLB,2004,0.498
SLE,2004,0.338
SLV,2004,0.631
SRB,2004,0.734
SSD,2004,
STP,2004,0.509
SUR,2004,0.671
SVK,2004,0.785
SVN,2004,0.857
SWE,2004,0.896
SWZ,2004,0.448
SYC,2004,0.715
SYR,2004,0.623
TCD,2004,0.326
TGO,2004,0.435
THA,2004,0.683
TJK,2004,0.582
TKM,2004,
TLS,2004,0.519
TON,2004,0.674
TTO,2004,0.753
TUN,2004,0.682
TUR,2004,0.685
TZA,2004,0.431
UGA,2004,0.427
UKR,2004,0.706
URY,2004,0.754
USA,2004,0.892
UZB,2004,0.622
VCT,2004,0.693
VEN,2004,0.7
VNM,2004,0.612
VUT,2004,
WSM,2004,0.666
YEM,2004,0.471
ZAF,2004,0.618
ZMB,2004,0.464
ZWE,2004,0.427
AFG,2005,0.41
AGO,2005,0.453
ALB,2005,0.702
AND,2005,0.819
ARE,2005,0.809
ARG,2005,0.777
ARM,2005,0.694
ATG,2005,0.773
AUS,2005,0.902
AUT,2005,0.855
AZE,2005,0.681
BDI,2005,0.329
BEL,2005,0.889
BEN,2005,0.44
BFA,2005,0.324
BGD,2005,0.506
BGR,2005,0.75
BHR,2005,0.792
BHS,2005,0.791
BIH,2005,0.7
BLR,2005,0.724
BLZ,2005,0.666
BOL,2005,0.632
BRA,2005,0.7
BRB,2005,0.786
BRN,2005,0.824
BTN,2005,0.512
BWA,2005,0.598
CAF,2005,0.323
CAN,2005,0.892
CHE,2005,0.906
CHL,2005,0.788
CHN,2005,0.643
CIV,2005,0.425
CMR,2005,0.469
COD,2005,0.364
COG,2005,0.506
COL,2005,0.693
COM,2005,0.48
CPV,2005,0.592
CRI,2005,0.728
CUB,2005,0.73
CYP,2005,0.83
CZE,2005,0.835
DEU,2005,0.9
DJI,2005,0.402
DMA,2005,0.706
DNK,2005,0.903
DOM,2005,0.675
DZA,2005,0.694
ECU,2005,0.692
EGY,2005,0.635
ERI,2005,0.424
ESP,2005,0.844
EST,2005,0.825
ETH,2005,0.346
FIN,2005,0.895
FJI,2005,0.687
FRA,2005,0.86
FSM,2005,0.572
GAB,2005,0.638
GBR,2005,0.89
GEO,2005,0.705
GHA,2005,0.508
GIN,2005,0.373
GMB,2005,0.413
GNB,2005,0.393
GNQ,2005,0.569
GRC,2005,0.845
GRD,2005,0.734
GTM,2005,0.571
GUY,2005,0.619
HKG,2005,0.871
HND,2005,0.581
HRV,2005,0.785
HTI,2005,0.451
HUN,2005,0.802
IDN,2005,0.633
IND,2005,0.539
IRL,2005,0.893
IRN,2005,0.696
IRQ,2005,0.632
ISL,2005,0.891
ISR,2005,0.871
ITA,2005,0.857
JAM,2005,0.698
JOR,2005,0.729
JPN,2005,0.873
KAZ,2005,0.747
KEN,2005,0.484
KGZ,2005,0.616
KHM,2005,0.49
KIR,2005,0.585
KNA,2005,0.713
KOR,2005,0.854
KWT,2005,0.783
LAO,2005,0.505
LBN,2005,0.724
LBR,2005,0.417
LBY,2005,0.749
LCA,2005,0.698
LIE,2005,0.886
LKA,2005,0.721
LSO,2005,0.43
LTU,2005,0.81
LUX,2005,0.88
LVA,2005,0.802
MAR,2005,0.581
MDA,2005,0.658
MDG,2005,0.479
MDV,2005,0.632
MEX,2005,0.729
MHL,2005,
MKD,2005,0.702
MLI,2005,0.363
MLT,2005,0.828
MMR,2005,0.47
MNE,2005,0.753
MNG,2005,0.649
MOZ,2005,0.354
MRT,2005,0.47
MUS,2005,0.713
MWI,2005,0.373
MYS,2005,0.732
NAM,2005,0.544
NER,2005,0.283
NGA,2005,0.467
NIC,2005,0.593
NLD,2005,0.891
NOR,2005,0.932
NPL,2005,0.474
NZL,2005,0.889
OMN,2005,0.748
PAK,2005,0.499
PAN,2005,0.739
PER,2005,0.7
PHL,2005,0.656
PLW,2005,0.759
PNG,2005,0.468
POL,2005,0.808
PRT,2005,0.8
PRY,2005,0.667
PSE,2005,0.646
QAT,2005,0.838
ROU,2005,0.755
RUS,2005,0.752
RWA,2005,0.409
SAU,2005,0.771
SDN,2005,0.437
SEN,2005,0.434
SGP,2005,0.869
SLB,2005,0.503
SLE,2005,0.346
SLV,2005,0.637
SRB,2005,0.742
SSD,2005,
STP,2005,0.517
SUR,2005,0.676
SVK,2005,0.794
SVN,2005,0.861
SWE,2005,0.899
SWZ,2005,0.459
SYC,2005,0.731
SYR,2005,0.635
TCD,2005,0.331
TGO,2005,0.437
THA,2005,0.693
TJK,2005,0.59
TKM,2005,
TLS,2005,0.496
TON,2005,0.674
TTO,2005,0.751
TUN,2005,0.689
TUR,2005,0.691
TZA,2005,0.442
UGA,2005,0.434
UKR,2005,0.715
URY,2005,0.756
USA,2005,0.896
UZB,2005,0.629
VCT,2005,0.698
VEN,2005,0.714
VNM,2005,0.616
VUT,2005,0.569
WSM,2005,0.67
YEM,2005,0.472
ZAF,2005,0.62
ZMB,2005,0.475
ZWE,2005,0.425
AFG,2006,0.419
AGO,2006,0.466
ALB,2006,0.709
AND,2006,0.829
ARE,2006,0.814
ARG,2006,0.801
ARM,2006,0.708
ATG,2006,0.779
AUS,2006,0.905
AUT,2006,0.861
AZE,2006,0.707
BDI,2006,0.351
BEL,2006,0.896
BEN,2006,0.447
BFA,2006,0.333
BGD,2006,0.514
BGR,2006,0.756
BHR,2006,0.793
BHS,2006,0.794
BIH,2006,0.706
BLR,2006,0.74
BLZ,2006,0.676
BOL,2006,0.638
BRA,2006,0.701
BRB,2006,0.791
BRN,2006,0.827
BTN,2006,0.524
BWA,2006,0.612
CAF,2006,0.328
CAN,2006,0.895
CHE,2006,0.912
CHL,2006,0.787
CHN,2006,0.657
CIV,2006,0.43
CMR,2006,0.47
COD,2006,0.372
COG,2006,0.508
COL,2006,0.7
COM,2006,0.487
CPV,2006,0.606
CRI,2006,0.734
CUB,2006,0.752
CYP,2006,0.836
CZE,2006,0.843
DEU,2006,0.91
DJI,2006,0.414
DMA,2006,0.711
DNK,2006,0.905
DOM,2006,0.682
DZA,2006,0.699
ECU,2006,0.695
EGY,2006,0.643
ERI,2006,0.425
ESP,2006,0.848
EST,2006,0.832
ETH,2006,0.362
FIN,2006,0.899
FJI,2006,0.687
FRA,2006,0.865
FSM,2006,0.578
GAB,2006,0.638
GBR,2006,0.889
GEO,2006,0.712
GHA,2006,0.518
GIN,2006,0.384
GMB,2006,0.418
GNB,2006,0.401
GNQ,2006,0.579
GRC,2006,0.851
GRD,2006,0.735
GTM,2006,0.579
GUY,2006,0.624
HKG,2006,0.883
HND,2006,0.587
HRV,2006,0.794
HTI,2006,0.456
HUN,2006,0.811
IDN,2006,0.643
IND,2006,0.548
IRL,2006,0.895
IRN,2006,0.732
IRQ,2006,0.637
ISL,2006,0.893
ISR,2006,0.872
ITA,2006,0.862
JAM,2006,0.702
JOR,2006,0.732
JPN,2006,0.877
KAZ,2006,0.754
KEN,2006,0.499
KGZ,2006,0.621
KHM,2006,0.502
KIR,2006,0.582
KNA,2006,0.72
KOR,2006,0.862
KWT,2006,0.788
LAO,2006,0.511
LBN,2006,0.723
LBR,2006,0.424
LBY,2006,0.753
LCA,2006,0.712
LIE,2006,0.89
LKA,2006,0.728
LSO,2006,0.431
LTU,2006,0.819
LUX,2006,0.884
LVA,2006,0.809
MAR,2006,0.588
MDA,2006,0.667
MDG,2006,0.484
MDV,2006,0.647
MEX,2006,0.737
MHL,2006,
MKD,2006,0.708
MLI,2006,0.372
MLT,2006,0.826
MMR,2006,0.479
MNE,2006,0.764
MNG,2006,0.66
MOZ,2006,0.361
MRT,2006,0.479
MUS,2006,0.72
MWI,2006,0.383
MYS,2006,0.738
NAM,2006,0.55
NER,2006,0.29
NGA,2006,0.474
NIC,2006,0.596
NLD,2006,0.897
NOR,2006,0.936
NPL,2006,0.484
NZL,2006,0.892
OMN,2006,0.752
PAK,2006,0.503
PAN,2006,0.744
PER,2006,0.697
PHL,2006,0.657
PLW,2006,0.761
PNG,2006,0.473
POL,2006,0.813
PRT,2006,0.803
PRY,2006,0.666
PSE,2006,0.647
QAT,2006,0.835
ROU,2006,0.766
RUS,2006,0.759
RWA,2006,0.43
SAU,2006,0.778
SDN,2006,0.447
SEN,2006,0.439
SGP,2006,0.872
SLB,2006,0.515
SLE,2006,0.354
SLV,2006,0.645
SRB,2006,0.75
SSD,2006,
STP,2006,0.526
SUR,2006,0.682
SVK,2006,0.803
SVN,2006,0.868
SWE,2006,0.902
SWZ,2006,0.472
SYC,2006,0.72
SYR,2006,0.643
TCD,2006,0.337
TGO,2006,0.444
THA,2006,0.694
TJK,2006,0.596
TKM,2006,
TLS,2006,0.537
TON,2006,0.675
TTO,2006,0.767
TUN,2006,0.695
TUR,2006,0.702
TZA,2006,0.452
UGA,2006,0.447
UKR,2006,0.722
URY,2006,0.761
USA,2006,0.899
UZB,2006,0.635
VCT,2006,0.704
VEN,2006,0.727
VNM,2006,0.624
VUT,2006,0.575
WSM,2006,0.673
YEM,2006,0.478
ZAF,2006,0.624
ZMB,2006,0.486
ZWE,2006,0.428
AFG,2007,0.431
AGO,2007,0.482
ALB,2007,0.718
AND,2007,0.829
ARE,2007,0.819
ARG,2007,0.806
ARM,2007,0.724
ATG,2007,0.784
AUS,2007,0.908
AUT,2007,0.881
AZE,2007,0.712
BDI,2007,0.363
BEL,2007,0.899
BEN,2007,0.455
BFA,2007,0.344
BGD,2007,0.521
BGR,2007,0.764
BHR,2007,0.796
BHS,2007,0.794
BIH,2007,0.713
BLR,2007,0.756
BLZ,2007,0.678
BOL,2007,0.638
BRA,2007,0.705
BRB,2007,0.796
BRN,2007,0.827
BTN,2007,0.539
BWA,2007,0.625
CAF,2007,0.334
CAN,2007,0.891
CHE,2007,0.915
CHL,2007,0.801
CHN,2007,0.67
CIV,2007,0.435
CMR,2007,0.481
COD,2007,0.382
COG,2007,0.523
COL,2007,0.713
COM,2007,0.492
CPV,2007,0.615
CRI,2007,0.742
CUB,2007,0.768
CYP,2007,0.844
CZE,2007,0.85
DEU,2007,0.914
DJI,2007,0.424
DMA,2007,0.715
DNK,2007,0.904
DOM,2007,0.689
DZA,2007,0.708
ECU,2007,0.706
EGY,2007,0.651
ERI,2007,0.427
ESP,2007,0.853
EST,2007,0.839
ETH,2007,0.377
FIN,2007,0.901
FJI,2007,0.691
FRA,2007,0.867
FSM,2007,0.583
GAB,2007,0.643
GBR,2007,0.892
GEO,2007,0.724
GHA,2007,0.529
GIN,2007,0.393
GMB,2007,0.424
GNB,2007,0.407
GNQ,2007,0.585
GRC,2007,0.849
GRD,2007,0.74
GTM,2007,0.588
GUY,2007,0.627
HKG,2007,0.887
HND,2007,0.595
HRV,2007,0.801
HTI,2007,0.46
HUN,2007,0.814
IDN,2007,0.644
IND,2007,0.558
IRL,2007,0.899
IRN,2007,0.736
IRQ,2007,0.639
ISL,2007,0.899
ISR,2007,0.881
ITA,2007,0.866
JAM,2007,0.71
JOR,2007,0.735
JPN,2007,0.88
KAZ,2007,0.758
KEN,2007,0.507
KGZ,2007,0.628
KHM,2007,0.516
KIR,2007,0.583
KNA,2007,0.725
KOR,2007,0.869
KWT,2007,0.788
LAO,2007,0.521
LBN,2007,0.736
LBR,2007,0.431
LBY,2007,0.754
LCA,2007,0.712
LIE,2007,0.893
LKA,2007,0.734
LSO,2007,0.441
LTU,2007,0.826
LUX,2007,0.888
LVA,2007,0.818
MAR,2007,0.596
MDA,2007,0.672
MDG,2007,0.491
MDV,2007,0.647
MEX,2007,0.738
MHL,2007,
MKD,2007,0.712
MLI,2007,0.367
MLT,2007,0.831
MMR,2007,0.49
MNE,2007,0.775
MNG,2007,0.671
MOZ,2007,0.372
MRT,2007,0.479
MUS,2007,0.728
MWI,2007,0.394
MYS,2007,0.751
NAM,2007,0.558
NER,2007,0.295
NGA,2007,0.479
NIC,2007,0.602
NLD,2007,0.904
NOR,2007,0.938
NPL,2007,0.49
NZL,2007,0.894
OMN,2007,0.764
PAK,2007,0.511
PAN,2007,0.751
PER,2007,0.705
PHL,2007,0.663
PLW,2007,0.766
PNG,2007,0.486
POL,2007,0.819
PRT,2007,0.81
PRY,2007,0.671
PSE,2007,0.657
QAT,2007,0.838
ROU,2007,0.78
RUS,2007,0.767
RWA,2007,0.446
SAU,2007,0.784
SDN,2007,0.451
SEN,2007,0.448
SGP,2007,0.879
SLB,2007,0.517
SLE,2007,0.368
SLV,2007,0.644
SRB,2007,0.754
SSD,2007,
STP,2007,0.531
SUR,2007,0.687
SVK,2007,0.814
SVN,2007,0.873
SWE,2007,0.905
SWZ,2007,0.482
SYC,2007,0.744
SYR,2007,0.649
TCD,2007,0.345
TGO,2007,0.441
THA,2007,0.71
TJK,2007,0.602
TKM,2007,
TLS,2007,0.582
TON,2007,0.678
TTO,2007,0.777
TUN,2007,0.701
TUR,2007,0.709
TZA,2007,0.461
UGA,2007,0.457
UKR,2007,0.729
URY,2007,0.763
USA,2007,0.902
UZB,2007,0.646
VCT,2007,0.705
VEN,2007,0.743
VNM,2007,0.632
VUT,2007,0.577
WSM,2007,0.679
YEM,2007,0.486
ZAF,2007,0.631
ZMB,2007,0.492
ZWE,2007,0.434
AFG,2008,0.436
AGO,2008,0.494
ALB,2008,0.724
AND,2008,0.831
ARE,2008,0.821
ARG,2008,0.81
ARM,2008,0.727
ATG,2008,0.783
AUS,2008,0.922
AUT,2008,0.884
AZE,2008,0.721
BDI,2008,0.375
BEL,2008,0.899
BEN,2008,0.462
BFA,2008,0.357
BGD,2008,0.524
BGR,2008,0.771
BHR,2008,0.796
BHS,2008,0.794
BIH,2008,0.72
BLR,2008,0.774
BLZ,2008,0.683
BOL,2008,0.647
BRA,2008,0.716
BRB,2008,0.799
BRN,2008,0.828
BTN,2008,0.547
BWA,2008,0.638
CAF,2008,0.339
CAN,2008,0.893
CHE,2008,0.917
CHL,2008,0.811
CHN,2008,0.681
CIV,2008,0.441
CMR,2008,0.489
COD,2008,0.393
COG,2008,0.538
COL,2008,0.72
COM,2008,0.499
CPV,2008,0.622
CRI,2008,0.75
CUB,2008,0.778
CYP,2008,0.852
CZE,2008,0.854
DEU,2008,0.916
DJI,2008,0.432
DMA,2008,0.721
DNK,2008,0.909
DOM,2008,0.692
DZA,2008,0.711
ECU,2008,0.711
EGY,2008,0.659
ERI,2008,0.423
ESP,2008,0.856
EST,2008,0.841
ETH,2008,0.394
FIN,2008,0.904
FJI,2008,0.691
FRA,2008,0.869
FSM,2008,0.587
GAB,2008,0.645
GBR,2008,0.896
GEO,2008,0.723
GHA,2008,0.542
GIN,2008,0.4
GMB,2008,0.431
GNB,2008,0.413
GNQ,2008,0.586
GRC,2008,0.857
GRD,2008,0.743
GTM,2008,0.594
GUY,2008,0.63
HKG,2008,0.896
HND,2008,0.591
HRV,2008,0.804
HTI,2008,0.463
HUN,2008,0.818
IDN,2008,0.648
IND,2008,0.565
IRL,2008,0.9
IRN,2008,0.741
IRQ,2008,0.646
ISL,2008,0.892
ISR,2008,0.88
ITA,2008,0.868
JAM,2008,0.728
JOR,2008,0.736
JPN,2008,0.881
KAZ,2008,0.758
KEN,2008,0.515
KGZ,2008,0.631
KHM,2008,0.521
KIR,2008,0.586
KNA,2008,0.74
KOR,2008,0.874
KWT,2008,0.79
LAO,2008,0.528
LBN,2008,0.742
LBR,2008,0.436
LBY,2008,0.759
LCA,2008,0.723
LIE,2008,0.899
LKA,2008,0.742
LSO,2008,0.446
LTU,2008,0.831
LUX,2008,0.89
LVA,2008,0.821
MAR,2008,0.603
MDA,2008,0.677
MDG,2008,0.5
MDV,2008,0.657
MEX,2008,0.74
MHL,2008,
MKD,2008,0.729
MLI,2008,0.39
MLT,2008,0.833
MMR,2008,0.501
MNE,2008,0.785
MNG,2008,0.682
MOZ,2008,0.381
MRT,2008,0.48
MUS,2008,0.734
MWI,2008,0.411
MYS,2008,0.762
NAM,2008,0.566
NER,2008,0.304
NGA,2008,0.485
NIC,2008,0.607
NLD,2008,0.906
NOR,2008,0.938
NPL,2008,0.5
NZL,2008,0.895
OMN,2008,0.782
PAK,2008,0.513
PAN,2008,0.755
PER,2008,0.715
PHL,2008,0.667
PLW,2008,0.767
PNG,2008,0.49
POL,2008,0.824
PRT,2008,0.814
PRY,2008,0.68
PSE,2008,0.661
QAT,2008,0.843
ROU,2008,0.795
RUS,2008,0.774
RWA,2008,0.456
SAU,2008,0.793
SDN,2008,0.464
SEN,2008,0.458
SGP,2008,0.884
SLB,2008,0.517
SLE,2008,0.378
SLV,2008,0.647
SRB,2008,0.76
SSD,2008,
STP,2008,0.532
SUR,2008,0.692
SVK,2008,0.822
SVN,2008,0.878
SWE,2008,0.901
SWZ,2008,0.491
SYC,2008,0.748
SYR,2008,0.646
TCD,2008,0.35
TGO,2008,0.449
THA,2008,0.714
TJK,2008,0.616
TKM,2008,
TLS,2008,0.599
TON,2008,0.681
TTO,2008,0.784
TUN,2008,0.708
TUR,2008,0.714
TZA,2008,0.47
UGA,2008,0.469
UKR,2008,0.733
URY,2008,0.767
USA,2008,0.907
UZB,2008,0.653
VCT,2008,0.713
VEN,2008,0.753
VNM,2008,0.639
VUT,2008,0.584
WSM,2008,0.681
YEM,2008,0.488
ZAF,2008,0.644
ZMB,2008,0.507
ZWE,2008,0.432
AFG,2009,0.447
AGO,2009,0.508
ALB,2009,0.729
AND,2009,0.83
ARE,2009,0.819
ARG,2009,0.81
ARM,2009,0.724
ATG,2009,0.776
AUS,2009,0.923
AUT,2009,0.886
AZE,2009,0.734
BDI,2009,0.391
BEL,2009,0.899
BEN,2009,0.468
BFA,2009,0.366
BGD,2009,0.535
BGR,2009,0.774
BHR,2009,0.794
BHS,2009,0.793
BIH,2009,0.72
BLR,2009,0.784
BLZ,2009,0.688
BOL,2009,0.651
BRA,2009,0.718
BRB,2009,0.801
BRN,2009,0.831
BTN,2009,0.559
BWA,2009,0.647
CAF,2009,0.346
CAN,2009,0.893
CHE,2009,0.927
CHL,2009,0.819
CHN,2009,0.69
CIV,2009,0.448
CMR,2009,0.497
COD,2009,0.4
COG,2009,0.55
COL,2009,0.724
COM,2009,0.506
CPV,2009,0.623
CRI,2009,0.751
CUB,2009,0.78
CYP,2009,0.854
CZE,2009,0.857
DEU,2009,0.916
DJI,2009,0.437
DMA,2009,0.721
DNK,2009,0.906
DOM,2009,0.694
DZA,2009,0.72
ECU,2009,0.712
EGY,2009,0.66
ERI,2009,0.432
ESP,2009,0.858
EST,2009,0.838
ETH,2009,0.402
FIN,2009,0.899
FJI,2009,0.694
FRA,2009,0.869
FSM,2009,0.59
GAB,2009,0.653
GBR,2009,0.899
GEO,2009,0.727
GHA,2009,0.547
GIN,2009,0.4
GMB,2009,0.434
GNB,2009,0.419
GNQ,2009,0.588
GRC,2009,0.859
GRD,2009,0.74
GTM,2009,0.597
GUY,2009,0.633
HKG,2009,0.898
HND,2009,0.593
HRV,2009,0.804
HTI,2009,0.468
HUN,2009,0.823
IDN,2009,0.659
IND,2009,0.571
IRL,2009,0.896
IRN,2009,0.747
IRQ,2009,0.648
ISL,2009,0.891
ISR,2009,0.882
ITA,2009,0.868
JAM,2009,0.724
JOR,2009,0.734
JPN,2009,0.88
KAZ,2009,0.762
KEN,2009,0.524
KGZ,2009,0.635
KHM,2009,0.524
KIR,2009,0.585
KNA,2009,0.742
KOR,2009,0.871
KWT,2009,0.792
LAO,2009,0.539
LBN,2009,0.749
LBR,2009,0.438
LBY,2009,0.757
LCA,2009,0.726
LIE,2009,0.899
LKA,2009,0.745
LSO,2009,0.455
LTU,2009,0.821
LUX,2009,0.885
LVA,2009,0.819
MAR,2009,0.609
MDA,2009,0.673
MDG,2009,0.503
MDV,2009,0.658
MEX,2009,0.739
MHL,2009,
MKD,2009,0.731
MLI,2009,0.398
MLT,2009,0.835
MMR,2009,0.512
MNE,2009,0.787
MNG,2009,0.688
MOZ,2009,0.389
MRT,2009,0.487
MUS,2009,0.742
MWI,2009,0.426
MYS,2009,0.766
NAM,2009,0.575
NER,2009,0.309
NGA,2009,0.491
NIC,2009,0.608
NLD,2009,0.906
NOR,2009,0.938
NPL,2009,0.513
NZL,2009,0.898
OMN,2009,0.789
PAK,2009,0.52
PAN,2009,0.756
PER,2009,0.718
PHL,2009,0.666
PLW,2009,0.772
PNG,2009,0.5
POL,2009,0.828
PRT,2009,0.817
PRY,2009,0.678
PSE,2009,0.666
QAT,2009,0.841
ROU,2009,0.798
RUS,2009,0.771
RWA,2009,0.472
SAU,2009,0.797
SDN,2009,0.469
SEN,2009,0.462
SGP,2009,0.885
SLB,2009,0.506
SLE,2009,0.386
SLV,2009,0.647
SRB,2009,0.762
SSD,2009,
STP,2009,0.541
SUR,2009,0.698
SVK,2009,0.823
SVN,2009,0.877
SWE,2009,0.899
SWZ,2009,0.501
SYC,2009,0.754
SYR,2009,0.648
TCD,2009,0.366
TGO,2009,0.458
THA,2009,0.718
TJK,2009,0.619
TKM,2009,
TLS,2009,0.611
TON,2009,0.686
TTO,2009,0.786
TUN,2009,0.71
TUR,2009,0.721
TZA,2009,0.479
UGA,2009,0.478
UKR,2009,0.727
URY,2009,0.779
USA,2009,0.908
UZB,2009,0.658
VCT,2009,0.713
VEN,2009,0.752
VNM,2009,0.65
VUT,2009,0.584
WSM,2009,0.683
YEM,2009,0.503
ZAF,2009,0.654
ZMB,2009,0.521
ZWE,2009,0.448
AFG,2010,0.464
AGO,2010,0.51
ALB,2010,0.74
AND,2010,0.828
ARE,2010,0.821
ARG,2010,0.818
ARM,2010,0.729
ATG,2010,0.771
AUS,2010,0.926
AUT,2010,0.895
AZE,2010,0.732
BDI,2010,0.402
BEL,2010,0.903
BEN,2010,0.473
BFA,2010,0.375
BGD,2010,0.549
BGR,2010,0.779
BHR,2010,0.796
BHS,2010,0.795
BIH,2010,0.714
BLR,2010,0.792
BLZ,2010,0.693
BOL,2010,0.655
BRA,2010,0.726
BRB,2010,0.799
BRN,2010,0.832
BTN,2010,0.571
BWA,2010,0.66
CAF,2010,0.355
CAN,2010,0.895
CHE,2010,0.932
CHL,2010,0.8
CHN,2010,0.702
CIV,2010,0.454
CMR,2010,0.471
COD,2010,0.416
COG,2010,0.557
COL,2010,0.729
COM,2010,0.513
CPV,2010,0.626
CRI,2010,0.754
CUB,2010,0.776
CYP,2010,0.85
CZE,2010,0.862
DEU,2010,0.92
DJI,2010,0.446
DMA,2010,0.733
DNK,2010,0.91
DOM,2010,0.701
DZA,2010,0.73
ECU,2010,0.716
EGY,2010,0.666
ERI,2010,0.433
ESP,2010,0.865
EST,2010,0.844
ETH,2010,0.412
FIN,2010,0.903
FJI,2010,0.694
FRA,2010,0.872
FSM,2010,0.595
GAB,2010,0.658
GBR,2010,0.905
GEO,2010,0.732
GHA,2010,0.554
GIN,2010,0.408
GMB,2010,0.437
GNB,2010,0.426
GNQ,2010,0.58
GRC,2010,0.857
GRD,2010,0.743
GTM,2010,0.602
GUY,2010,0.639
HKG,2010,0.901
HND,2010,0.598
HRV,2010,0.811
HTI,2010,0.467
HUN,2010,0.826
IDN,2010,0.666
IND,2010,0.581
IRL,2010,0.89
IRN,2010,0.756
IRQ,2010,0.652
ISL,2010,0.892
ISR,2010,0.887
ITA,2010,0.871
JAM,2010,0.723
JOR,2010,0.728
JPN,2010,0.885
KAZ,2010,0.764
KEN,2010,0.533
KGZ,2010,0.636
KHM,2010,0.535
KIR,2010,0.589
KNA,2010,0.747
KOR,2010,0.882
KWT,2010,0.794
LAO,2010,0.546
LBN,2010,0.751
LBR,2010,0.441
LBY,2010,0.757
LCA,2010,0.73
LIE,2010,0.904
LKA,2010,0.75
LSO,2010,0.461
LTU,2010,0.824
LUX,2010,0.893
LVA,2010,0.817
MAR,2010,0.618
MDA,2010,0.681
MDG,2010,0.504
MDV,2010,0.669
MEX,2010,0.739
MHL,2010,
MKD,2010,0.735
MLI,2010,0.403
MLT,2010,0.847
MMR,2010,0.523
MNE,2010,0.793
MNG,2010,0.697
MOZ,2010,0.396
MRT,2010,0.49
MUS,2010,0.748
MWI,2010,0.437
MYS,2010,0.773
NAM,2010,0.588
NER,2010,0.319
NGA,2010,0.484
NIC,2010,0.614
NLD,2010,0.911
NOR,2010,0.942
NPL,2010,0.527
NZL,2010,0.899
OMN,2010,0.793
PAK,2010,0.524
PAN,2010,0.758
PER,2010,0.721
PHL,2010,0.672
PLW,2010,0.776
PNG,2010,0.51
POL,2010,0.835
PRT,2010,0.822
PRY,2010,0.692
PSE,2010,0.671
QAT,2010,0.834
ROU,2010,0.797
RUS,2010,0.78
RWA,2010,0.488
SAU,2010,0.81
SDN,2010,0.471
SEN,2010,0.468
SGP,2010,0.909
SLB,2010,0.524
SLE,2010,0.391
SLV,2010,0.659
SRB,2010,0.762
SSD,2010,0.425
STP,2010,0.546
SUR,2010,0.701
SVK,2010,0.829
SVN,2010,0.881
SWE,2010,0.906
SWZ,2010,0.513
SYC,2010,0.762
SYR,2010,0.644
TCD,2010,0.374
TGO,2010,0.468
THA,2010,0.721
TJK,2010,0.63
TKM,2010,0.673
TLS,2010,0.62
TON,2010,0.692
TTO,2010,0.788
TUN,2010,0.717
TUR,2010,0.743
TZA,2010,0.487
UGA,2010,0.489
UKR,2010,0.732
URY,2010,0.774
USA,2010,0.911
UZB,2010,0.665
VCT,2010,0.711
VEN,2010,0.753
VNM,2010,0.653
VUT,2010,0.585
WSM,2010,0.69
