num_boletim,data_hora_boletim,numero_envolvido,condutor,codigo_severidade,desc_severidade,sexo,cinto_seguranca,Embreagues,Idade,nascimento,categoria_habilitacao,descricao_habilitacao,declaracao_obito,cod_severidade_antiga,especie_veiculo,pedestre,passageiro
"2017-010655170-001",2017-05-22 13:38:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",31,"26/02/1986","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-010682354-001",2017-05-22 14:21:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",22,"08/11/1994","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-011806690-001",2017-06-06 09:35:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",23,"01/02/1994","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-011820941-001",2017-06-02 18:15:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",21,"08/05/1996","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-011822414-001",2017-06-06 09:26:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",25,"07/02/1992","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-008109692-001",2017-04-17 19:47:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",32,"17/02/1985","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-008111949-001",2017-04-17 20:03:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",45,"08/05/1971","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-008112683-001",2017-04-17 20:54:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",21,"03/10/1995","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-008138220-001",2017-04-18 08:16:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",30,"14/01/1987","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-009458284-001",2017-05-06 09:05:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",49,"05/07/1967","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-009471004-001",2017-05-06 14:37:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",68,"27/05/1948","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-010691199-001",2017-05-22 15:11:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",48,"20/06/1968","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-010708445-001",2017-05-22 21:26:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",46,"18/04/1971","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-010732457-001",2017-05-23 09:57:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",64,"08/04/1953","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-010754340-001",2017-05-23 13:53:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",50,"22/10/1966","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-012216247-001",2017-06-11 01:02:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",29,"00/00/0000","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-012217213-001",2017-06-11 01:08:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",67,"00/00/0000","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-012218036-001",2017-06-11 01:58:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",52,"00/00/0000","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-012218694-001",2017-06-11 03:57:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",43,"00/00/0000","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-012237305-001",2017-06-11 14:12:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",39,"00/00/0000","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-012257980-001",2017-06-12 01:08:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",21,"00/00/0000","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-012266701-001",2017-06-12 07:02:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",54,"03/03/1963","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-012280627-001",2017-06-12 09:27:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",73,"22/10/1943","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-012292766-001",2017-06-12 11:15:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",45,"19/01/1972","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-012295130-001",2017-06-12 13:32:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",52,"20/03/1965","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-008244904-001",2017-04-19 11:39:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",21,"21/01/1996","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-009487847-001",2017-05-06 17:21:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",56,"01/11/1960","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-009491858-001",2017-05-06 19:54:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",39,"24/02/1978","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-009506529-001",2017-05-07 02:31:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",35,"22/04/1982","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-009509600-001",2017-05-03 08:00:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",32,"21/03/1985","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-010786192-001",2017-05-23 18:26:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",25,"09/12/1991","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-010786910-001",2017-05-23 19:57:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",57,"08/05/1960","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-010794067-001",2017-05-23 22:51:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",18,"17/10/1998","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-010829672-001",2017-05-24 11:29:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",20,"23/06/1996","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-010849190-001",2017-05-24 15:29:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",35,"03/06/1981","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-010850561-001",2017-05-24 13:34:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",32,"20/09/1984","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-011491557-001",2017-06-01 22:30:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",47,"11/02/1970","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-011522810-001",2017-06-02 09:00:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",45,"03/08/1971","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-011546624-001",2017-06-02 14:23:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",35,"17/06/1981","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-008261563-001",2017-04-19 15:11:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",58,"22/01/1959","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-008277685-001",2017-04-19 19:20:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",40,"09/08/1976","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-008282465-001",2017-04-19 18:58:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",22,"02/12/1994","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-008300716-001",2017-04-13 18:15:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",40,"14/11/1976","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-008321568-001",2017-04-20 10:07:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",62,"15/03/1955","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-008327368-001",2017-04-20 12:04:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",49,"17/07/1967","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-009574409-001",2017-05-08 09:57:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",38,"27/08/1978","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-009584326-001",2017-05-08 11:22:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",45,"10/03/1972","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-009621339-001",2017-05-08 17:09:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",46,"25/04/1971","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-009633493-001",2017-05-08 19:54:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",46,"21/01/1971","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-009642202-001",2017-05-08 22:13:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",50,"06/01/1967","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-010863610-001",2017-05-24 20:02:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",72,"18/07/1944","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-010888915-001",2017-05-25 07:31:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",38,"17/12/1978","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-010894728-001",2017-05-25 08:15:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",34,"28/11/1982","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-010904017-001",2017-05-25 08:11:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",69,"22/05/1948","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-010911664-001",2017-05-25 13:26:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",37,"11/08/1979","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-011874191-001",2017-06-06 20:48:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",40,"29/05/1977","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-011892453-001",2017-06-07 07:35:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",48,"21/01/1969","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-011929531-001",2017-06-06 14:22:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",40,"08/02/1977","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-011936587-001",2017-06-07 13:48:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",33,"14/09/1983","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-008363123-001",2017-04-20 16:25:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",68,"03/05/1948","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-008366967-001",2017-04-20 19:07:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",43,"02/05/1973","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-008368728-001",2017-04-20 19:24:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",37,"15/12/1979","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-008381770-001",2017-04-20 23:15:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",28,"08/12/1988","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-009657031-001",2017-05-09 07:52:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",31,"16/12/1985","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-009717010-001",2017-05-09 15:41:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",31,"05/01/1986","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-009732664-001",2017-05-09 18:52:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",38,"15/06/1978","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-009732993-001",2017-05-09 22:20:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",54,"11/01/1963","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-010932315-001",2017-05-25 14:51:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",43,"24/10/1973","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-010932397-001",2017-05-23 18:40:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",21,"14/05/1996","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-010941905-001",2017-05-25 16:58:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",24,"27/09/1992","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-010952253-001",2017-05-25 21:32:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",52,"23/06/1964","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-010974959-001",2017-05-23 18:45:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",31,"06/01/1986","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-010993704-001",2017-05-26 11:20:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",22,"02/11/1994","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-007078859-001",2017-04-03 17:44:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",21,"18/05/1995","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-007080061-001",2017-04-03 14:48:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",22,"04/10/1994","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-007080466-001",2017-04-03 19:05:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",69,"12/10/1947","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-007093740-001",2017-04-04 07:51:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",21,"23/11/1995","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-007101175-001",2017-04-04 08:18:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",30,"13/08/1986","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-008483265-001",2017-04-22 21:28:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",69,"05/07/1947","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-008487592-001",2017-04-22 22:57:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",20,"02/08/1996","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-009745754-001",2017-05-10 08:12:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",22,"08/07/1994","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-009746486-001",2017-05-10 08:38:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",51,"19/11/1965","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-009808016-001",2017-05-10 18:47:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",50,"31/01/1967","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-009837873-001",2017-03-09 11:30:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",34,"24/09/1982","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-011030097-001",2017-05-26 18:33:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",48,"11/12/1968","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-011035319-001",2017-05-26 21:46:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",34,"28/08/1982","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-011039477-001",2017-05-26 19:30:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",20,"03/05/1997","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-011055088-001",2017-05-27 09:11:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",40,"23/06/1976","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-011057980-001",2017-05-27 09:33:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",30,"01/11/1986","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-011062926-001",2017-05-27 11:15:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",24,"25/06/1992","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-011082130-001",2017-05-27 16:42:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",22,"13/06/1994","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-007126335-001",2017-04-04 12:12:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",44,"08/08/1972","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-007176802-001",2017-04-05 08:47:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",30,"28/05/1986","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-007177612-001",2017-04-05 08:27:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",40,"19/08/1976","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-007186877-001",2017-04-05 07:49:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",32,"12/02/1985","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-007197720-001",2017-04-05 13:04:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",39,"03/03/1978","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-014278046-001",2017-07-03 14:10:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",72,"01/12/1944","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-014401891-001",2017-07-03 13:06:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",32,"22/02/1985","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-014413134-001",2017-07-04 10:21:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",27,"29/05/1990","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-016858349-001",2017-07-20 11:40:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",41,"19/01/1976","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-016865219-001",2017-07-20 12:00:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",21,"29/08/1995","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-016875242-001",2017-07-20 13:08:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",47,"14/11/1969","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-016881146-001",2017-07-20 14:27:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",59,"07/11/1957","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
