Column1,Game Name,Average Players,Monthly Peak,Achievements,Categories,Cluster,Release Date,Genres,Positive Ratings,Negative Ratings,Average Playtime,Indie,Years Released,Cluster - Copy
25710,"Refunct",9.11703125,44.171875,10,"Single-player","Decay",2015-10-16 00:00:00.000,"Adventure",11930,583,149,1,5.5,4
25774,"Reigns",56.5387272727273,238.654545454545,13,"Single-player","Decay",2016-08-11 00:00:00.000,"Adventure",4939,579,59,1,4.7,4
25927,"Return of the Obra Dinn",136.1825,413.607142857143,16,"Single-player","Decay",2018-10-18 00:00:00.000,"Adventure",3960,130,160,1,2.5,4
27377,"Scribblenauts Unlimited",165.017676767677,550.89898989899,25,"Single-player","Decay",2013-02-15 00:00:00.000,"Adventure",6661,588,630,0,8.2,4
28031,"Shadowrun: Dragonfall - Director's Cut",178.404025974026,442.363636363636,39,"Single-player","Decay",2014-09-18 00:00:00.000,"Adventure",3488,398,505,1,6.6,4
29578,"STEINS;GATE",98.957037037037,267.574074074074,42,"Single-player","Decay",2016-09-08 00:00:00.000,"Adventure",5720,130,2628,0,4.6,4
29690,"Stranded Deep",408.953698630137,851.506849315069,8,"Single-player","Decay",2015-01-23 00:00:00.000,"Adventure",15604,5459,272,1,6.2,4
30928,"Tales from the Borderlands",115.547297297297,557.216216216216,35,"Single-player","Decay",2014-11-25 00:00:00.000,"Adventure",14338,697,524,0,6.4,4
31641,"The Cat Lady",11.7427906976744,39.0348837209302,25,"Single-player","Decay",2013-12-04 00:00:00.000,"Adventure",3446,246,229,1,7.4,4
32887,"The Room",43.2051898734177,160.063291139241,5,"Single-player","Decay",2014-07-28 00:00:00.000,"Adventure",10206,280,167,1,6.7,4
32966,"The Room Two",42.8003636363636,136.636363636364,7,"Single-player","Decay",2016-07-05 00:00:00.000,"Adventure",7382,176,181,1,4.8,4
33021,"The Silent Age",10.5740579710145,45.4492753623188,24,"Single-player","Decay",2015-05-29 00:00:00.000,"Adventure",4700,320,11,1,5.9,4
33090,"The Stanley Parable",128.852,521.57,10,"Single-player","Decay",2013-10-17 00:00:00.000,"Adventure",31538,2846,170,1,7.5,4
33512,"The Vanishing of Ethan Carter",23.3474025974026,97.2467532467532,14,"Single-player","Decay",2014-09-25 00:00:00.000,"Adventure",6917,849,185,1,6.5,4
33834,"The Witness",196.123387096774,632.516129032258,2,"Single-player","Decay",2016-01-26 00:00:00.000,"Adventure",6572,1282,630,1,5.2,4
33896,"The Wolf Among Us",156.748295454545,766.204545454545,35,"Single-player","Decay",2013-10-11 00:00:00.000,"Adventure",21127,517,675,0,7.5,4
34651,"To the Moon",52.3951960784314,191.43137254902,1,"Single-player","Decay",2012-09-07 00:00:00.000,"Adventure",42115,1423,200,1,8.6,4
35790,"Tyranny",305.002203389831,1054.91525423729,70,"Single-player","Decay",2016-11-10 00:00:00.000,"Adventure",6121,1001,1570,0,4.4,4
36093,"VA-11 Hall-A: Cyberpunk Bartender Action",135.204642857143,371.767857142857,34,"Single-player","Decay",2016-06-21 00:00:00.000,"Adventure",12348,294,746,1,4.8,4
37037,"What Remains of Edith Finch",35.5312,132.12,9,"Single-player","Decay",2017-04-24 00:00:00.000,"Adventure",10573,506,130,1,4,4
545,"ACE COMBAT 7: SKIES UNKNOWN",484.844166666667,1237.625,49,"Single-player","Decay",2019-01-31 00:00:00.000,"Action",4643,1623,1029,0,2.2,4
678,"Alan Wake",165.238155339806,555.194174757282,67,"Single-player","Decay",2012-02-16 00:00:00.000,"Action",22962,2163,239,0,9.2,4
781,"Alan Wake's American Nightmare",20.2496116504854,66.8349514563107,12,"Single-player","Decay",2012-05-22 00:00:00.000,"Action",3598,1468,71,0,8.9,4
917,"Alien: Isolation",321.339342105263,1021.75,50,"Single-player","Decay",2014-10-06 00:00:00.000,"Action",24534,1958,563,0,6.5,4
2499,"Batman: Arkham Origins",611.742159090909,1557.59090909091,60,"Single-player","Decay",2013-10-24 00:00:00.000,"Action",20365,3519,538,0,7.5,4
2657,"Bayonetta",169.902826086957,507.95652173913,50,"Single-player","Decay",2017-04-11 00:00:00.000,"Action",8866,843,232,0,4,4
3115,"BioShock Remastered",387.36679245283,901.490566037736,65,"Single-player","Decay",2016-09-15 00:00:00.000,"Action",8652,5121,247,0,4.6,4
3426,"Bloons TD Battles",642.256379310345,1127.06896551724,16,"Single-player","Decay",2016-04-20 00:00:00.000,"Action",6486,1227,526,0,5,4
4780,"Castlevania: Lords of Shadow - Ultimate Edition",68.5454736842105,224.8,47,"Single-player","Decay",2013-08-27 00:00:00.000,"Action",3827,953,706,0,7.6,4
5378,"Codename CURE",113.686865671642,225.910447761194,40,"Single-player","Decay",2017-10-31 00:00:00.000,"Action",11470,2426,191,0,3.4,4
5763,"Crash Bandicoot N. Sane Trilogy",233.718387096774,586.322580645161,74,"Single-player","Decay",2018-06-29 00:00:00.000,"Action",3555,237,3530,0,2.8,4
6643,"Darksiders II Deathinitive Edition",242.402380952381,587.190476190476,50,"Single-player","Decay",2015-11-05 00:00:00.000,"Action",5935,2063,992,0,5.4,4
6706,"Darksiders III",211.55,717.464285714286,59,"Single-player","Decay",2018-11-27 00:00:00.000,"Action",3302,1368,1716,0,2.4,4
6734,"Darksiders Warmastered Edition",210.4218,561.74,43,"Single-player","Decay",2016-11-29 00:00:00.000,"Action",5250,933,326,0,4.4,4
7722,"Deus Ex: Human Revolution - Director's Cut",459.450454545455,1156.72727272727,59,"Single-player","Decay",2013-10-25 00:00:00.000,"Action",13044,1233,947,0,7.5,4
7924,"Devil May Cry 4 Special Edition",128.133,374.157142857143,42,"Single-player","Decay",2015-06-23 00:00:00.000,"Action",5036,509,432,0,5.8,4
7994,"Devil May Cry 5",1135.15260869565,3230.4347826087,51,"Single-player","Decay",2019-03-07 00:00:00.000,"Action",17657,1487,916,0,2.1,4
8017,"Dishonored",893.7308,2425.27,80,"Single-player","Decay",2012-10-11 00:00:00.000,"Action",41756,1269,749,0,8.5,4
8528,"Dragon's Dogma: Dark Arisen",989.603606557377,2106.6393442623,59,"Single-player","Decay",2016-01-15 00:00:00.000,"Action",12856,1688,1355,0,5.2,4
8795,"Dragonia",12.4331818181818,105.818181818182,46,"Single-player","Decay",2017-05-29 00:00:00.000,"Action",4562,702,135,0,3.9,4
9085,"ELEX",413.979824561404,1404.98245614035,50,"Single-player","Decay",2017-10-17 00:00:00.000,"Action",7388,2427,1932,0,3.5,4
9356,"ENSLAVED: Odyssey to the West Premium Edition",23.4280681818182,83.25,58,"Single-player","Decay",2013-10-24 00:00:00.000,"Action",3677,650,185,0,7.5,4
12455,"Furi",52.7505263157895,176.578947368421,33,"Single-player","Decay",2016-07-05 00:00:00.000,"Action",4199,474,535,0,4.8,4
12860,"Getting Over It with Bennett Foddy",360.045,768.05,3,"Single-player","Decay",2017-12-06 00:00:00.000,"Action",10964,2913,169,0,3.3,4
14362,"Half-Life 2: Episode One",135.89572815534,307.019417475728,13,"Single-player","Decay",2006-06-01 00:00:00.000,"Action",7908,517,281,0,14.9,4
14465,"Half-Life 2: Episode Two",175.88145631068,376.300970873786,22,"Single-player","Decay",2007-10-10 00:00:00.000,"Action",13902,696,354,0,13.5,4
15527,"Hitman: Absolution",653.623535353535,1817.90909090909,47,"Single-player","Decay",2012-11-19 00:00:00.000,"Action",23277,2478,650,0,8.4,4
16534,"ICEY",47.1005882352941,229.823529411765,34,"Single-player","Decay",2016-11-17 00:00:00.000,"Action",16978,1627,294,0,4.4,4
17045,"Jet Set Radio",18.180099009901,69.5148514851485,30,"Single-player","Decay",2012-09-19 00:00:00.000,"Action",3398,631,207,0,8.6,4
17244,"Just Cause 2",652.974077669903,1760.58252427184,50,"Single-player","Decay",2010-03-23 00:00:00.000,"Action",33636,3231,519,0,11.1,4
17949,"Kingdoms of Amalur: Reckoning",338.20213592233,993.864077669903,61,"Single-player","Decay",2012-02-09 00:00:00.000,"Action",8523,1201,252,0,9.2,4
18454,"Life is Strange: Before the Storm",275.638636363636,1603,34,"Single-player","Decay",2017-08-31 00:00:00.000,"Action",21705,1520,478,0,3.6,4
18957,"Lords Of The Fallen",131.9056,387.653333333333,56,"Single-player","Decay",2014-10-28 00:00:00.000,"Action",7393,4963,456,0,6.5,4
20375,"METAL GEAR RISING: REVENGEANCE",138.067789473684,461.936842105263,60,"Single-player","Decay",2014-01-09 00:00:00.000,"Action",13722,1157,863,0,7.3,4
20470,"METAL GEAR SOLID V: GROUND ZEROES",111.977702702703,381.567567567568,16,"Single-player","Decay",2014-12-18 00:00:00.000,"Action",7953,1692,320,0,6.3,4
20621,"Metro: Last Light Redux",413.09948051948,1069.64935064935,49,"Single-player","Decay",2014-08-27 00:00:00.000,"Action",23483,5874,363,0,6.6,4
22697,"Ori and the Blind Forest: Definitive Edition",413.338596491228,1150,57,"Single-player","Decay",2016-04-27 00:00:00.000,"Action",15886,627,322,0,5,4
23387,"PAC-MAN Championship Edition DX+",19.417191011236,92.3258426966292,12,"Single-player","Decay",2013-09-24 00:00:00.000,"Action",5988,291,67,0,7.6,4
24276,"Portal",428.177669902913,1131.46601941748,15,"Single-player","Decay",2007-10-10 00:00:00.000,"Action",51801,1080,288,0,13.5,4
24615,"Prey",740.007777777778,1826.13333333333,58,"Single-player","Decay",2017-05-04 00:00:00.000,"Action",17808,2144,738,0,3.9,4
24911,"Psychonauts",84.9850485436893,272.815533980583,37,"Single-player","Decay",2006-10-11 00:00:00.000,"Action",8204,456,491,0,14.5,4
25161,"Quantum Break",139.170185185185,470.833333333333,42,"Single-player","Decay",2016-09-29 00:00:00.000,"Action",10249,1929,331,0,4.5,4
25829,"Remember Me",65.0373469387755,244.561224489796,50,"Single-player","Decay",2013-06-06 00:00:00.000,"Action",9080,1815,276,0,7.9,4
26888,"Saints Row: Gat out of Hell",67.7782191780822,243.780821917808,45,"Single-player","Decay",2015-01-22 00:00:00.000,"Action",5203,1843,180,0,6.2,4
27780,"Shadow Warrior",141.705520833333,745.885416666667,92,"Single-player","Decay",2013-09-26 00:00:00.000,"Action",18716,1426,319,0,7.5,4
27876,"Shadow Warrior 2",224.284166666667,856.166666666667,64,"Single-player","Decay",2016-10-13 00:00:00.000,"Action",10152,1406,993,0,4.5,4
28417,"Sleeping Dogs: Definitive Edition",405.907368421053,1154.67105263158,59,"Single-player","Decay",2014-10-08 00:00:00.000,"Action",15529,1904,636,0,6.5,4
28642,"Sniper Elite: Nazi Zombie Army",45.3575510204082,237.765306122449,26,"Single-player","Decay",2013-02-28 00:00:00.000,"Action",3204,446,365,0,8.1,4
28856,"Sonic Mania",161.486444444444,692.711111111111,18,"Single-player","Decay",2017-08-29 00:00:00.000,"Action",8669,984,44,0,3.6,4
29004,"South Park: The Stick of Truth",618.135180722892,2136.0843373494,50,"Single-player","Decay",2014-03-06 00:00:00.000,"Action",35896,911,1045,0,7.1,4
29087,"Space Rangers HD: A War Apart",127.333368421053,284.410526315789,82,"Single-player","Decay",2013-10-17 00:00:00.000,"Action",3313,170,0,0,7.5,4
30005,"Styx: Master of Shadows",93.4236363636364,336.649350649351,33,"Single-player","Decay",2014-10-07 00:00:00.000,"Action",4506,962,243,0,6.5,4
30749,"Sword Art Online: Fatal Bullet",559.197297297297,2020.16216216216,63,"Single-player","Decay",2018-02-23 00:00:00.000,"Action",5654,2082,1413,0,3.1,4
31002,"Tales of Berseria",463.4962,1168.74,51,"Single-player","Decay",2017-01-26 00:00:00.000,"Action",7427,536,2398,0,4.2,4
31551,"The Bureau: XCOM Declassified",93.1477777777778,432.711111111111,41,"Single-player","Decay",2013-08-22 00:00:00.000,"Action",6661,2923,201,0,7.6,4
31727,"The Crew 2",1370.86451612903,3827.54838709677,34,"Single-player","Decay",2018-06-28 00:00:00.000,"Action",4030,3916,2029,0,2.8,4
31758,"The Darkness II",78.703786407767,375.582524271845,50,"Single-player","Decay",2012-02-09 00:00:00.000,"Action",11992,1234,191,0,9.2,4
32226,"The Evil Within",208.757368421053,488.776315789474,71,"Single-player","Decay",2014-10-13 00:00:00.000,"Action",10581,2363,635,0,6.5,4
32302,"The Evil Within 2",249.82175,610.1,51,"Single-player","Decay",2017-10-12 00:00:00.000,"Action",8871,790,1299,0,3.5,4
33190,"The Surge",152.671489361702,556.255319148936,67,"Single-player","Decay",2017-05-15 00:00:00.000,"Action",3220,1113,422,0,3.9,4
34087,"Thief",253.050843373494,719.722891566265,37,"Single-player","Decay",2014-02-27 00:00:00.000,"Action",10486,4326,276,0,7.1,4
36149,"Valkyria Chronicles",217.665466666667,567.373333333333,20,"Single-player","Decay",2014-11-11 00:00:00.000,"Action",8862,838,892,0,6.4,4
36384,"Vampyr",292.926428571429,1048.69047619048,28,"Single-player","Decay",2018-06-04 00:00:00.000,"Action",4580,1717,794,0,2.9,4
37139,"Wolfenstein II: The New Colossus",588.67725,1417.925,80,"Single-player","Decay",2017-10-26 00:00:00.000,"Action",11732,4461,921,0,3.5,4
37179,"Wolfenstein: The New Order",673.617901234568,1775.97530864198,50,"Single-player","Decay",2014-05-19 00:00:00.000,"Action",26727,3011,539,0,6.9,4
37623,"X4: Foundations",1016.79666666667,2091.09090909091,44,"Single-player","Decay",2018-11-30 00:00:00.000,"Action",3557,1714,873,0,2.4,4
37752,"Zombie Army Trilogy",163.877464788732,618.661971830986,68,"Single-player","Decay",2015-03-06 00:00:00.000,"Action",8472,1330,400,0,6.1,4
1,"12 is Better Than 6",25.5280952380952,238.603174603175,46,"Single-player","Decay",2015-11-20 00:00:00.000,"Action",3192,576,228,1,5.4,4
64,"140",4.96125,23.9659090909091,8,"Single-player","Decay",2013-10-16 00:00:00.000,"Action",3398,241,205,1,7.5,4
440,"Absolver",141.5228,922.4,22,"Single-player","Decay",2017-08-29 00:00:00.000,"Action",6395,3283,796,1,3.6,4
490,"ABZU",43.2870909090909,151.654545454545,12,"Single-player","Decay",2016-08-02 00:00:00.000,"Action",15634,1233,116,1,4.7,4
639,"Aim Lab",1030.91282051282,1479.28205128205,100,"Single-player","Decay",2018-02-07 00:00:00.000,"Action",1039,247,40,1,3.2,4
1164,"Amnesia: A Machine for Pigs",23.4666292134831,90.6292134831461,7,"Single-player","Decay",2013-09-10 00:00:00.000,"Action",4336,2143,100,1,7.6,4
1253,"Amnesia: The Dark Descent",115.665048543689,399.621359223301,18,"Single-player","Decay",2010-09-08 00:00:00.000,"Action",20222,1199,173,1,10.6,4
2116,"Axiom Verge",33.3138571428571,108.014285714286,29,"Single-player","Decay",2015-05-14 00:00:00.000,"Action",3084,187,377,1,5.9,4
2274,"Bastion",145.453689320388,510.174757281553,24,"Single-player","Decay",2011-08-16 00:00:00.000,"Action",27887,1098,391,1,9.7,4
2974,"Bendy and the Ink Machine",143.258260869565,522.630434782609,60,"Single-player","Decay",2017-04-27 00:00:00.000,"Action",9901,1398,38,1,4,4
3168,"Bit Blaster XL",10.1777049180328,52.3606557377049,17,"Single-player","Decay",2016-01-22 00:00:00.000,"Action",5221,145,125,1,5.2,4
3526,"Book of Demons",53.6837931034483,187.603448275862,202,"Single-player","Decay",2018-12-13 00:00:00.000,"Action",5312,389,124,1,2.3,4
3967,"BRAIN / OUT",272.480208333333,624.645833333333,84,"Single-player","Decay",2017-02-24 00:00:00.000,"Action",8343,2112,1433,1,4.1,4
4162,"Brothers - A Tale of Two Sons",43.7940404040404,199.858585858586,12,"Single-player","Decay",2013-09-03 00:00:00.000,"Action",31689,1708,128,1,7.6,4
4921,"Cave Story+",29.7068932038835,88.2233009708738,75,"Single-player","Decay",2011-11-22 00:00:00.000,"Action",5120,230,150,1,9.4,4
5024,"Celeste",377.21152173913,758.347826086957,30,"Single-player","Decay",2018-01-25 00:00:00.000,"Action",7239,206,638,1,3.2,4
5320,"Clustertruck",59.2237931034483,176.5,19,"Single-player","Decay",2016-09-27 00:00:00.000,"Action",4497,485,211,1,4.5,4
5508,"Cook, Serve, Delicious!",52.5207954545455,154.852272727273,52,"Single-player","Decay",2013-10-08 00:00:00.000,"Action",4232,235,381,1,7.5,4
5596,"Cortex Command",51.3877,732.47,11,"Single-player","Decay",2012-09-28 00:00:00.000,"Action",3119,1454,199,1,8.5,4
5794,"Crawl",31.1469620253165,100.025316455696,45,"Single-player","Decay",2017-04-11 00:00:00.000,"Action",3757,156,64,1,4,4
6216,"Crypt of the NecroDancer",248.136075949367,564.481012658228,44,"Single-player","Decay",2015-04-23 00:00:00.000,"Action",14162,533,326,1,6,4
6398,"CS2D",66.5302564102564,147.666666666667,66,"Single-player","Decay",2017-11-15 00:00:00.000,"Action",4875,579,41,1,3.4,4
6437,"Cuphead",1059.5275,2510.20454545455,28,"Single-player","Decay",2017-09-29 00:00:00.000,"Action",38821,1698,620,1,3.5,4
6889,"Day of Infamy",362.401071428571,930.607142857143,97,"Single-player","Decay",2017-03-23 00:00:00.000,"Action",14349,3169,3902,1,4.1,4
7025,"Dead Cells",1789.259375,4044.91666666667,60,"Single-player","Decay",2018-08-06 00:00:00.000,"Action",26033,1434,1006,1,2.7,4
7176,"Deadlight",34.1631,191.72,31,"Single-player","Decay",2012-10-25 00:00:00.000,"Action",8981,2298,307,1,8.5,4
7276,"Death Road to Canada",88.8944827586207,225.5,72,"Single-player","Decay",2016-07-21 00:00:00.000,"Action",3307,234,1139,1,4.7,4
7334,"DEEP SPACE WAIFU",20.4459090909091,53.9545454545455,69,"Single-player","Decay",2017-05-31 00:00:00.000,"Action",7222,252,167,1,3.9,4
7864,"Devil Daggers",20.3483333333333,56.4666666666667,1,"Single-player","Decay",2016-02-18 00:00:00.000,"Action",4462,222,216,1,5.1,4
8327,"Domina",86.229375,333.729166666667,34,"Single-player","Decay",2017-04-03 00:00:00.000,"Action",4260,635,341,1,4,4
8375,"Door Kickers",76.0255056179775,262.213483146067,43,"Single-player","Decay",2014-10-20 00:00:00.000,"Action",5834,349,366,1,6.5,4
8464,"Downwell",32.31921875,82.515625,20,"Single-player","Decay",2015-10-15 00:00:00.000,"Action",4486,149,134,1,5.5,4
8942,"DUSK",47.2551020408163,134.816326530612,30,"Single-player","Decay",2018-12-10 00:00:00.000,"Action",3599,89,284,1,2.3,4
8991,"Dust: An Elysian Tail",96.9522340425532,368.212765957447,30,"Single-player","Decay",2013-05-24 00:00:00.000,"Action",15064,625,370,1,7.9,4
9444,"Enter the Gungeon",1374.792,2674.85714285714,54,"Single-player","Decay",2016-04-05 00:00:00.000,"Action",24947,1573,1625,1,5,4
9514,"Epistory - Typing Chronicles",20.78515625,82.46875,55,"Single-player","Decay",2016-03-30 00:00:00.000,"Action",3603,160,324,1,5,4
9964,"EVERSPACE",149.119444444444,476.925925925926,33,"Single-player","Decay",2017-05-25 00:00:00.000,"Action",4061,1087,312,1,3.9,4
10976,"FAR: Lone Sails",33.1111764705882,201.323529411765,14,"Single-player","Decay",2018-05-17 00:00:00.000,"Action",3359,266,179,1,2.9,4
12233,"Freedom Planet",17.5864556962025,52.3164556962025,56,"Single-player","Decay",2014-07-21 00:00:00.000,"Action",3549,163,259,1,6.7,4
12735,"Genital Jousting",22.056862745098,106.039215686275,28,"Single-player","Decay",2018-01-18 00:00:00.000,"Action",4826,468,64,1,3.2,4
13996,"Guacamelee! Gold Edition",37.3417777777778,137.066666666667,60,"Single-player","Decay",2013-08-08 00:00:00.000,"Action",4881,338,245,1,7.7,4
14086,"Gunpoint",33.985652173913,179.913043478261,42,"Single-player","Decay",2013-06-03 00:00:00.000,"Action",10384,271,212,1,7.9,4
14888,"Hand of Fate",75.9391139240506,304.911392405063,53,"Single-player","Decay",2015-02-17 00:00:00.000,"Action",8045,794,371,1,6.2,4
15089,"Hatred",29.1425352112676,122.098591549296,74,"Single-player","Decay",2015-06-01 00:00:00.000,"Action",5473,1560,206,1,5.9,4
15160,"Heat Signature",81.9835087719298,304.929824561404,70,"Single-player","Decay",2017-09-21 00:00:00.000,"Action",3247,220,693,1,3.6,4
15217,"Hellblade: Senua's Sacrifice",167.358163265306,588.122448979592,14,"Single-player","Decay",2017-08-07 00:00:00.000,"Action",20227,1805,455,1,3.7,4
15954,"Hotline Miami",211.0598,772.67,35,"Single-player","Decay",2012-10-23 00:00:00.000,"Action",45809,1211,380,1,8.5,4
16054,"Hotline Miami 2: Wrong Number",260.472676056338,598.760563380282,29,"Single-player","Decay",2015-03-10 00:00:00.000,"Action",21838,1933,447,1,6.1,4
16401,"Hyper Light Drifter",117.336949152542,384.389830508475,23,"Single-player","Decay",2016-03-31 00:00:00.000,"Action",11027,721,275,1,5,4
16460,"I am Bread",25.3554054054054,81.8648648648649,35,"Single-player","Decay",2015-04-09 00:00:00.000,"Action",4088,1174,146,1,6,4
16718,"INSIDE",118.654,375.672727272727,14,"Single-player","Decay",2016-07-07 00:00:00.000,"Action",19660,934,297,1,4.8,4
16821,"Invisible, Inc.",87.5964102564103,252.602564102564,23,"Single-player","Decay",2015-05-12 00:00:00.000,"Action",3559,271,325,1,5.9,4
16899,"Iron Snout",58.7783606557377,120.803278688525,37,"Single-player","Decay",2016-01-27 00:00:00.000,"Action",13889,277,10647,1,5.2,4
17146,"Jotun: Valhalla Edition",46.2090909090909,525.878787878788,36,"Single-player","Decay",2015-09-29 00:00:00.000,"Action",5325,1470,203,1,5.5,4
17700,"Kingdom Rush",100.072117647059,250.764705882353,72,"Single-player","Decay",2014-01-06 00:00:00.000,"Action",5101,182,225,1,7.3,4
19032,"Lost Castle",532.352166666667,1746.78333333333,81,"Single-player","Decay",2016-08-31 00:00:00.000,"Action",11930,1392,881,1,4.6,4
19375,"LUFTRAUSERS",16.3245744680851,64.1489361702128,12,"Single-player","Decay",2014-03-18 00:00:00.000,"Action",3180,302,260,1,7.1,4
21798,"Never Alone (Kisima Ingitchuna)",21.1379220779221,79.6883116883117,19,"Single-player","Decay",2014-11-18 00:00:00.000,"Action",5175,1224,232,1,6.4,4
22006,"Nuclear Throne",225.741818181818,429.454545454545,44,"Single-player","Decay",2015-12-05 00:00:00.000,"Action",9694,405,682,1,5.4,4
22094,"Octodad: Dadliest Catch",49.0966666666667,204.171717171717,32,"Single-player","Decay",2014-01-30 00:00:00.000,"Action",6742,536,174,1,7.2,4
22236,"One Finger Death Punch",74.7843373493976,195.710843373494,152,"Single-player","Decay",2014-03-03 00:00:00.000,"Action",14181,256,149,1,7.1,4
22492,"Orcs Must Die!",53.9549514563107,175.708737864078,27,"Single-player","Decay",2011-10-11 00:00:00.000,"Action",5371,180,159,1,9.5,4
22595,"Orcs Must Die! 2",348.477843137255,1149.28431372549,27,"Single-player","Decay",2012-07-30 00:00:00.000,"Action",13321,682,429,1,8.7,4
22807,"Outlast",227.216777777778,788.588888888889,14,"Single-player","Decay",2013-09-04 00:00:00.000,"Action",45966,1953,751,1,7.6,4
22968,"Overcooked",177.354137931034,534.241379310345,12,"Single-player","Decay",2016-08-03 00:00:00.000,"Action",6653,650,152,1,4.7,4
23215,"Owlboy",42.4594444444444,139.259259259259,12,"Single-player","Decay",2016-11-01 00:00:00.000,"Action",3542,555,613,1,4.4,4
23566,"Party Hard",58.7681818181818,182.469696969697,27,"Single-player","Decay",2015-08-25 00:00:00.000,"Action",4700,662,518,1,5.6,4
24515,"POSTAL 2",223.1753,651.69,89,"Single-player","Decay",2012-11-02 00:00:00.000,"Action",36263,1872,257,1,8.4,4
25076,"Pyre",59.8839534883721,198.186046511628,51,"Single-player","Decay",2017-07-25 00:00:00.000,"Action",4306,452,257,1,3.7,4
25215,"Rabi-Ribi",92.0201639344262,250.065573770492,208,"Single-player","Decay",2016-01-28 00:00:00.000,"Action",6496,167,2356,1,5.2,4
25276,"Race The Sun",27.9343023255814,168.953488372093,25,"Single-player","Decay",2013-12-09 00:00:00.000,"Action",5258,343,172,1,7.3,4
25539,"Rebel Galaxy",142.548529411765,450.191176470588,37,"Single-player","Decay",2015-10-20 00:00:00.000,"Action",5100,881,618,1,5.5,4
26384,"Rogue Legacy",336.81097826087,937.369565217391,29,"Single-player","Decay",2013-06-27 00:00:00.000,"Action",13854,936,769,1,7.8,4
26641,"RUINER",36.5362962962963,154.37037037037,33,"Single-player","Decay",2017-09-26 00:00:00.000,"Action",5278,543,191,1,3.5,4
27266,"Savage Lands",49.0052054794521,173.479452054795,20,"Single-player","Decay",2015-03-05 00:00:00.000,"Action",3196,2613,234,1,6.1,4
27518,"Secrets of Grindea",80.1044776119403,176.746268656716,28,"Single-player","Decay",2015-07-13 00:00:00.000,"Action",3642,254,2343,1,5.8,4
28167,"Shovel Knight: Treasure Trove",143.4265,402.575,85,"Single-player","Decay",2014-06-26 00:00:00.000,"Action",9334,332,501,1,6.8,4
28247,"Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad",13.5956923076923,30.1692307692308,21,"Single-player","Decay",2015-09-02 00:00:00.000,"Action",8258,423,74,1,5.6,4
28493,"Slender: The Arrival",16.9521590909091,70.1022727272727,21,"Single-player","Decay",2013-10-28 00:00:00.000,"Action",4468,578,46,1,7.5,4
28581,"Slime Rancher",1088.27426229508,2465.08196721311,57,"Single-player","Decay",2017-08-01 00:00:00.000,"Action",24205,965,1314,1,3.7,4
28790,"SOMA",109.864545454545,382.712121212121,10,"Single-player","Decay",2015-09-21 00:00:00.000,"Action",16463,754,258,1,5.6,4
29285,"SpeedRunners",350.192988505747,1212.25287356322,29,"Single-player","Decay",2016-04-19 00:00:00.000,"Action",20854,1455,421,1,5,4
29442,"SteamWorld Dig",27.4839534883721,119.895348837209,24,"Single-player","Decay",2013-12-05 00:00:00.000,"Action",4095,311,169,1,7.4,4
29632,"Stories: The Path of Destinies",71.4529310344828,1536.27586206897,37,"Single-player","Decay",2016-04-12 00:00:00.000,"Action",4138,609,272,1,5,4
30342,"Super Hexagon",51.3513265306122,135.081632653061,6,"Single-player","Decay",2012-11-27 00:00:00.000,"Action",19797,616,140,1,8.4,4
30440,"Superflight",35.035641025641,94.9487179487179,24,"Single-player","Decay",2017-11-08 00:00:00.000,"Action",5243,193,87,1,3.4,4
30479,"SUPERHOT",132.057833333333,401.766666666667,26,"Single-player","Decay",2016-02-25 00:00:00.000,"Action",14847,2202,212,1,5.1,4
30539,"Surgeon Simulator",86.2547368421053,359.105263157895,123,"Single-player","Decay",2013-04-19 00:00:00.000,"Action",11387,2462,266,1,8,4
31120,"TerraTech",435.2175,951.458333333333,15,"Single-player","Decay",2018-08-10 00:00:00.000,"Action",4769,1022,3140,1,2.7,4
32146,"The Escapists",273.010125,791.8375,37,"Single-player","Decay",2015-02-13 00:00:00.000,"Action",11629,1432,826,1,6.2,4
32420,"The Final Station",22.4051724137931,114.98275862069,23,"Single-player","Decay",2016-08-30 00:00:00.000,"Action",3383,649,199,1,4.6,4
32478,"The Flame in the Flood",44.8862121212121,236.378787878788,36,"Single-player","Decay",2016-02-24 00:00:00.000,"Action",3612,1139,125,1,5.1,4
33237,"The Swapper",20.5072826086957,87.5652173913043,10,"Single-player","Decay",2013-05-30 00:00:00.000,"Action",5699,242,129,1,7.9,4
33329,"The Talos Principle",265.411375,814.2875,40,"Single-player","Decay",2014-12-11 00:00:00.000,"Action",17237,785,230,1,6.3,4
34405,"Time Clickers",655.88328358209,917.179104477612,99,"Single-player","Decay",2015-07-23 00:00:00.000,"Action",3850,494,423,1,5.7,4
34575,"Titan Souls",18.9048684210526,84.4473684210526,27,"Single-player","Decay",2015-04-14 00:00:00.000,"Action",3556,981,46,1,6,4
34856,"Toribash",208.56049382716,431.135802469136,24,"Single-player","Decay",2014-05-16 00:00:00.000,"Action",11143,1563,130,1,6.9,4
35041,"Transistor",102.621111111111,359.111111111111,33,"Single-player","Decay",2014-05-20 00:00:00.000,"Action",22158,1162,353,1,6.9,4
35122,"Transmissions: Element 120",21.8710714285714,59.4285714285714,11,"Single-player","Decay",2016-06-16 00:00:00.000,"Action",7916,501,84,1,4.8,4
