Date,Game,Earnings,Players,Tournaments
2014-04-01 00:00:00.000,"SMITE",10000,10,1
2014-06-01 00:00:00.000,"Age of Empires",880,17,1
2014-07-01 00:00:00.000,"World of Tanks",90000,28,1
2014-07-01 00:00:00.000,"SMITE",50000,15,1
2014-07-01 00:00:00.000,"Team Fortress 2",1353.61,18,1
2014-08-01 00:00:00.000,"SMITE",50000,19,1
2014-08-01 00:00:00.000,"Point Blank",20000,20,1
2014-08-01 00:00:00.000,"Team Fortress 2",8270.37,24,1
2014-08-01 00:00:00.000,"S.K.I.L.L.   Special Force 2",3919.65,10,1
2014-09-01 00:00:00.000,"SMITE",35000,20,1
2014-10-01 00:00:00.000,"rFactor 2",3545.13,30,1
2014-10-01 00:00:00.000,"Xonotic",315.73,20,1
2014-11-01 00:00:00.000,"World of WarCraft",250000,24,1
2014-11-01 00:00:00.000,"KartRider",61880,24,1
2014-11-01 00:00:00.000,"ShootMania Storm",15000,9,1
2014-11-01 00:00:00.000,"Team Fortress 2",1247.08,18,1
2014-11-01 00:00:00.000,"Chess.com",1000,7,1
2014-12-01 00:00:00.000,"Counter Strike Online",40000,15,1
2014-12-01 00:00:00.000,"Point Blank",20000,20,1
2014-12-01 00:00:00.000,"Team Fortress 2",14180,24,1
2014-12-01 00:00:00.000,"Call of Duty Ghosts",9337.36,32,1
2014-12-01 00:00:00.000,"World of Tanks",3101.68,21,1
2015-01-01 00:00:00.000,"SMITE",2612259,40,1
2015-01-01 00:00:00.000,"Point Blank",2295,44,1
2015-02-01 00:00:00.000,"Chess.com",2499.99,10,1
2015-02-01 00:00:00.000,"S.K.I.L.L.   Special Force 2",337.2,10,1
2015-03-01 00:00:00.000,"Halo 2 Anniversary",100000,32,1
2015-03-01 00:00:00.000,"Chess.com",1000.02,7,1
2015-03-01 00:00:00.000,"S.K.I.L.L.   Special Force 2",270.47,10,1
2015-04-01 00:00:00.000,"Age of Empires II",9000,9,1
2015-04-01 00:00:00.000,"World of WarCraft",6000,9,1
2015-04-01 00:00:00.000,"Wolfenstein Enemy Territory",2107.3,18,1
2015-04-01 00:00:00.000,"Marvel vs. Capcom 2",0,7,1
2015-05-01 00:00:00.000,"Battlefield Hardline",13463.28,20,1
2015-05-01 00:00:00.000,"Point Blank",4973.15,15,1
2015-05-01 00:00:00.000,"S.K.I.L.L.   Special Force 2",274.8,10,1
2015-06-01 00:00:00.000,"Chess.com",1874.99,13,1
2015-07-01 00:00:00.000,"Halo 2 Anniversary",150000,32,1
2015-07-01 00:00:00.000,"Ultimate Marvel vs. Capcom 3",9060,10,1
2015-07-01 00:00:00.000,"Chess.com",1725.02,11,1
2015-08-01 00:00:00.000,"Guild Wars 2",50000,20,1
2015-08-01 00:00:00.000,"Vainglory",26319,24,1
2015-08-01 00:00:00.000,"Chess.com",1874.99,13,1
2015-09-01 00:00:00.000,"Vainglory",70467,40,1
2015-09-01 00:00:00.000,"World of Tanks",40000,14,1
2015-09-01 00:00:00.000,"Team Fortress 2",2663.92,27,1
2015-09-01 00:00:00.000,"Chess.com",1875,11,1
2015-10-01 00:00:00.000,"World of Tanks",100000,28,1
2015-10-01 00:00:00.000,"World of WarCraft",100000,31,1
2015-10-01 00:00:00.000,"Evolve",11054.1,15,1
2015-10-01 00:00:00.000,"Team Fortress 2",1500,24,1
2015-10-01 00:00:00.000,"Shards of War",1029.21,20,1
2015-11-01 00:00:00.000,"S.K.I.L.L.   Special Force 2",30012.5,22,1
2015-11-01 00:00:00.000,"rFactor 2",4135.99,34,1
2015-12-01 00:00:00.000,"World of Tanks",308494.4,14,1
2015-12-01 00:00:00.000,"SMITE",50000,30,1
2015-12-01 00:00:00.000,"Counter Strike Online",40000,15,1
2015-12-01 00:00:00.000,"Vainglory",30000,20,1
2015-12-01 00:00:00.000,"Point Blank",11360,20,1
2015-12-01 00:00:00.000,"osu!",5000,239,1
2016-01-01 00:00:00.000,"Vainglory",70160,36,1
2016-01-01 00:00:00.000,"CrossFire",1086.78,15,1
2016-02-01 00:00:00.000,"Guild Wars 2",100000,20,1
2016-03-01 00:00:00.000,"Vainglory",30000,21,1
2016-03-01 00:00:00.000,"Team Fortress 2",3015.34,18,1
2016-03-01 00:00:00.000,"Battlefield 4",2637,15,1
2016-03-01 00:00:00.000,"Xonotic",943.24,34,1
2016-04-01 00:00:00.000,"World of Tanks",300000,32,1
2016-04-01 00:00:00.000,"Gears of War Ultimate Edition",60000,24,1
2016-05-01 00:00:00.000,"Magic The Gathering Online",104000,13,1
2016-05-01 00:00:00.000,"Point Blank",45000,10,1
2016-05-01 00:00:00.000,"Xonotic",250.05,26,1
2016-06-01 00:00:00.000,"Heroes of Newerth",141723.36,40,1
2016-06-01 00:00:00.000,"Guild Wars 2",100000,24,1
2016-06-01 00:00:00.000,"Paladins",100000,20,1
2016-06-01 00:00:00.000,"Team Fortress 2",3000,24,1
2016-07-01 00:00:00.000,"CrossFire",200000,20,1
2016-07-01 00:00:00.000,"Gears of War Ultimate Edition",50000,32,1
2016-08-01 00:00:00.000,"Rainbow Six Siege",62500,20,1
2016-09-01 00:00:00.000,"Point Blank",100000,65,1
2016-09-01 00:00:00.000,"osu!",1900,169,1
2016-09-01 00:00:00.000,"Team Fortress 2",448.63,26,1
2016-09-01 00:00:00.000,"Xonotic",89.86,22,1
2016-10-01 00:00:00.000,"World of Tanks",100000,27,1
2016-10-01 00:00:00.000,"Battlefield 4",2887.63,20,1
2016-10-01 00:00:00.000,"Unreal Tournament (2016)",675,7,1
2016-10-01 00:00:00.000,"Team Fortress 2",243.84,18,1
2016-11-01 00:00:00.000,"World of WarCraft",250000,30,1
2016-11-01 00:00:00.000,"SMITE",35550,20,1
2016-11-01 00:00:00.000,"rFactor 2",4723.91,30,1
2016-12-01 00:00:00.000,"FIFA Online 3",500000,30,1
2016-12-01 00:00:00.000,"Heroes of the Storm",300000,40,1
2016-12-01 00:00:00.000,"Counter Strike Online",40000,15,1
2016-12-01 00:00:00.000,"Call of Duty Black Ops III",11234.16,24,1
2016-12-01 00:00:00.000,"Heroes of Newerth",11229.63,20,1
2016-12-01 00:00:00.000,"osu!",4320,245,1
2017-01-01 00:00:00.000,"rFactor 2",1000000,30,1
2017-01-01 00:00:00.000,"Paladins",150000,40,1
2017-01-01 00:00:00.000,"Gears of War 4",100000,40,1
2017-01-01 00:00:00.000,"Heroes of the Storm",82080,28,1
2017-01-01 00:00:00.000,"StarCraft Brood War",29955.2,28,1
2017-01-01 00:00:00.000,"ComPet",2000,50,1
2017-01-01 00:00:00.000,"Age of Empires",1408,17,1
2017-02-01 00:00:00.000,"osu!",1620,86,1
2017-02-01 00:00:00.000,"Team Fortress 2",450,18,1
2017-03-01 00:00:00.000,"SMITE",45000,30,1
2017-03-01 00:00:00.000,"Killer Instinct (2013)",30000,32,1
2017-03-01 00:00:00.000,"Vainglory",2500,11,1
2017-03-01 00:00:00.000,"Rainbow Six Siege",2134.8,10,1
2017-03-01 00:00:00.000,"Chess.com",1400,7,1
2017-03-01 00:00:00.000,"TrackMania 2 Stadium",427.69,22,1
2017-04-01 00:00:00.000,"H1Z1",300000,25,1
2017-04-01 00:00:00.000,"Heroes of Newerth",116516.16,20,1
2017-04-01 00:00:00.000,"World of Tanks",100000,30,1
2017-04-01 00:00:00.000,"Rainbow Six Siege",7959.24,15,1
2017-04-01 00:00:00.000,"CrossFire",869.42,20,1
2017-04-01 00:00:00.000,"Xonotic",52.96,9,1
2017-05-01 00:00:00.000,"Madden NFL 2017",500000,32,1
2017-05-01 00:00:00.000,"World of Tanks",300000,68,1
2017-05-01 00:00:00.000,"Halo 5 Guardians",75000,50,1
2017-05-01 00:00:00.000,"SMITE",7900,20,1
2017-05-01 00:00:00.000,"CrossFire",869.42,20,1
2017-06-01 00:00:00.000,"Gears of War 4",300000,60,1
2017-06-01 00:00:00.000,"Heroes of the Storm",250000,60,1
2017-06-01 00:00:00.000,"Forza Motorsport 6",107750,24,1
2017-06-01 00:00:00.000,"Halo 5 Guardians",50000,33,1
2017-06-01 00:00:00.000,"Paladins",250.88,9,1
2017-07-01 00:00:00.000,"FIFA Online 3",329000,43,1
2017-07-01 00:00:00.000,"Halo 5 Guardians",200000,57,1
2017-07-01 00:00:00.000,"Paladins",100000,39,1
2017-07-01 00:00:00.000,"Heavy Metal Machines",12339.33,35,1
2017-07-01 00:00:00.000,"Chess.com",1400,9,1
2017-07-01 00:00:00.000,"Xonotic",143.32,11,1
2017-08-01 00:00:00.000,"Chess.com",1400,7,1
2017-09-01 00:00:00.000,"Blade & Soul",149772,24,1
2017-09-01 00:00:00.000,"World of WarCraft",100000,20,1
2017-09-01 00:00:00.000,"CrossFire",6000,15,1
2017-09-01 00:00:00.000,"osu!",1620,181,1
2017-10-01 00:00:00.000,"Clash Royale",200250,24,1
2017-10-01 00:00:00.000,"Halo 5 Guardians",200000,48,1
2017-10-01 00:00:00.000,"World of WarCraft",100000,37,1
2017-10-01 00:00:00.000,"Battlefield 4",2305.53,20,1
2017-10-01 00:00:00.000,"Chess.com",1399.99,7,1
2017-11-01 00:00:00.000,"World of WarCraft",280000,48,1
2017-11-01 00:00:00.000,"World of Tanks Blitz",30000,14,1
2017-11-01 00:00:00.000,"rFactor 2",4694.66,30,1
2017-12-01 00:00:00.000,"Gears of War 4",300000,60,1
2017-12-01 00:00:00.000,"Heroes of the Storm",300000,40,1
2017-12-01 00:00:00.000,"World of Tanks",300000,56,1
2017-12-01 00:00:00.000,"Shadowverse",120000,24,1
2017-12-01 00:00:00.000,"Attack on Titan Tribute Game",50000,32,1
2017-12-01 00:00:00.000,"osu!",4320,255,1
2018-01-01 00:00:00.000,"SMITE",785000,50,1
2018-01-01 00:00:00.000,"Gears of War 4",200000,60,1
2018-01-01 00:00:00.000,"Paladins",170000,61,1
2018-01-01 00:00:00.000,"Hand of the Gods",50000,13,1
2018-01-01 00:00:00.000,"Battlerite",750,9,1
2018-01-01 00:00:00.000,"Xonotic",130.48,18,1
2018-02-01 00:00:00.000,"Madden NFL 2018",259000,32,1
2018-02-01 00:00:00.000,"Paladins",7000,40,1
2018-03-01 00:00:00.000,"Magic The Gathering Online",200000,23,1
2018-03-01 00:00:00.000,"Arena of Valor",64651.51,10,1
2018-03-01 00:00:00.000,"Gears of War 4",2000,15,1
2018-04-01 00:00:00.000,"Halo 5 Guardians",1000000,64,1
2018-04-01 00:00:00.000,"FIFA Online 3",237112.5,36,1
2018-04-01 00:00:00.000,"Gears of War 4",200000,60,1
2018-04-01 00:00:00.000,"World of WarCraft",100000,29,1
2018-04-01 00:00:00.000,"Zula",100000,20,1
2018-04-01 00:00:00.000,"Chess.com",1002,9,1
2018-04-01 00:00:00.000,"Xonotic",98.28,23,1
2018-05-01 00:00:00.000,"Arena of Valor",115084.3,20,1
2018-05-01 00:00:00.000,"NBA 2K18",100000,36,1
2018-05-01 00:00:00.000,"Clash Royale",5966.2,15,1
2018-05-01 00:00:00.000,"Chess.com",1400,7,1
2018-05-01 00:00:00.000,"TrackMania 2 Stadium",650.76,13,1
2018-06-01 00:00:00.000,"Heroes of the Storm",250000,60,1
2018-06-01 00:00:00.000,"NBA 2K18",150000,48,1
2018-06-01 00:00:00.000,"Clash Royale",78698.69,19,1
2018-06-01 00:00:00.000,"H1Z1",75000,20,1
2018-06-01 00:00:00.000,"Warface",63495,15,1
2018-06-01 00:00:00.000,"Battlerite",28000,24,1
2018-06-01 00:00:00.000,"CrossFire",9000,49,1
2018-06-01 00:00:00.000,"Paladins",7000,35,1
2018-06-01 00:00:00.000,"Team Fortress 2",1000,27,1
2018-07-01 00:00:00.000,"Gears of War 4",250000,55,1
2018-07-01 00:00:00.000,"Halo 5 Guardians",250000,32,1
2018-07-01 00:00:00.000,"Heroes of the Storm",201506.4,44,1
2018-07-01 00:00:00.000,"NBA 2K18",150000,48,1
2018-07-01 00:00:00.000,"Paladins",100000,57,1
2018-07-01 00:00:00.000,"World of WarCraft",100000,31,1
2018-07-01 00:00:00.000,"Battalion 1944",7012.24,15,1
2018-07-01 00:00:00.000,"Battlefield 4",4524.96,30,1
2018-08-01 00:00:00.000,"Call of Duty World War II",1500000,128,1
2018-08-01 00:00:00.000,"NBA 2K18",600000,48,1
2018-08-01 00:00:00.000,"Halo 5 Guardians",135000,20,1
2018-08-01 00:00:00.000,"Gears of War 4",20000,20,1
2018-08-01 00:00:00.000,"CrossFire",9000,50,1
2018-08-01 00:00:00.000,"Battalion 1944",5000,10,1
2018-09-01 00:00:00.000,"Gears of War 4",250000,19,1
2018-09-01 00:00:00.000,"Battalion 1944",50000,15,1
2018-09-01 00:00:00.000,"Warface",46060,20,1
2018-09-01 00:00:00.000,"Arena of Valor",11100,11,1
2018-09-01 00:00:00.000,"Gran Turismo Sport",10080,10,1
2018-09-01 00:00:00.000,"Battlefield 4",5750.49,20,1
2018-10-01 00:00:00.000,"Heroes of the Storm",425000,40,1
2018-10-01 00:00:00.000,"Forza Motorsport 7",100000,24,1
2018-10-01 00:00:00.000,"Attack on Titan Tribute Game",36000,24,1
2018-10-01 00:00:00.000,"rFactor 2",4752.26,29,1
2018-10-01 00:00:00.000,"Chess.com",1400,13,1
2018-11-01 00:00:00.000,"Halo 5 Guardians",300000,48,1
2018-11-01 00:00:00.000,"Paladins",300000,41,1
2018-11-01 00:00:00.000,"World of WarCraft",280000,48,1
2018-11-01 00:00:00.000,"FIFA Online 4",240000,37,1
2018-11-01 00:00:00.000,"F1 2018",200000,21,1
2018-11-01 00:00:00.000,"Point Blank",99000,10,1
2018-11-01 00:00:00.000,"CrossFire",9000,50,1
2018-11-01 00:00:00.000,"Chess.com",1400,7,1
2018-11-01 00:00:00.000,"Team Fortress 2",1000,21,1
2018-12-01 00:00:00.000,"Shadowverse",1310000,24,1
2018-12-01 00:00:00.000,"PLAYERUNKNOWN'S BATTLEGROUNDS Mobile",402000,80,1
2018-12-01 00:00:00.000,"Attack on Titan Tribute Game",50000,32,1
2018-12-01 00:00:00.000,"osu!",4320,255,1
2018-12-01 00:00:00.000,"Overwatch",1800,27,1
2019-01-01 00:00:00.000,"Halo 3",29400,32,1
2019-02-01 00:00:00.000,"Gears of War 4",200000,60,1
2019-02-01 00:00:00.000,"Arena of Valor",70880,10,1
2019-02-01 00:00:00.000,"Stardew Valley",35000,40,1
2019-02-01 00:00:00.000,"iRacing.com",7000,43,1
2019-03-01 00:00:00.000,"Magic The Gathering Arena",1000000,64,1
2019-03-01 00:00:00.000,"Clash of Clans",50000,40,1
2019-03-01 00:00:00.000,"Call of Duty Blackout",20000,28,1
2019-03-01 00:00:00.000,"Chess.com",1400,9,1
2019-03-01 00:00:00.000,"Team Fortress 2",1002,27,1
2019-04-01 00:00:00.000,"Gears of War 4",300000,15,1
2019-04-01 00:00:00.000,"Free Fire",102400,53,1
2019-04-01 00:00:00.000,"Call of Duty Blackout",40000,31,1
2019-04-01 00:00:00.000,"Call of Duty Black Ops 4",37390,40,1
2019-04-01 00:00:00.000,"Sekiro Shadows Die Twice",19596,20,1
2019-04-01 00:00:00.000,"CrossFire",6840,40,1
2019-05-01 00:00:00.000,"FIFA Online 4",239000,36,1
2019-05-01 00:00:00.000,"Magic The Gathering Online",200000,24,1
2019-05-01 00:00:00.000,"World of WarCraft",100000,28,1
2019-05-01 00:00:00.000,"Call of Duty Blackout",30000,28,1
2019-05-01 00:00:00.000,"CrossFire",6840,40,1
2019-05-01 00:00:00.000,"ARMS",327.01,11,1
2019-06-01 00:00:00.000,"Forza Motorsport 7",100000,35,1
2019-06-01 00:00:00.000,"Free Fire",95360,51,1
2019-06-01 00:00:00.000,"Call of Duty Blackout",40000,18,1
2019-06-01 00:00:00.000,"Stardew Valley",19250,28,1
2019-06-01 00:00:00.000,"CrossFire",13225,40,1
2019-06-01 00:00:00.000,"Team Fortress 2",1925,34,1
2019-06-01 00:00:00.000,"Ring of Elysium",0,9,1
2019-07-01 00:00:00.000,"Arena of Valor",484000,40,1
2019-07-01 00:00:00.000,"Gears 5",200000,40,1
2019-07-01 00:00:00.000,"Paladins",110000,34,1
2019-07-01 00:00:00.000,"Quake Champions",65000,20,1
2019-07-01 00:00:00.000,"Auto Chess",35522.28,31,1
2019-07-01 00:00:00.000,"Farming Simulator 19",13316.27,24,1
2019-07-01 00:00:00.000,"Chess.com",1400.1,11,1
2019-07-01 00:00:00.000,"Mystery Game Tournament",195,11,1
2019-08-01 00:00:00.000,"Arena of Valor",2166994.19,60,1
2019-08-01 00:00:00.000,"Halo 3",25000,17,1
2019-08-01 00:00:00.000,"Farming Simulator 19",13351.37,24,1
2019-08-01 00:00:00.000,"CrossFire",6840,40,1
2019-09-01 00:00:00.000,"Halo 3",50000,32,1
2019-09-01 00:00:00.000,"CrossFire",13110,40,1
2019-09-01 00:00:00.000,"Gran Turismo Sport",10080,10,1
2019-09-01 00:00:00.000,"Brawl Stars",1200,9,1
2019-10-01 00:00:00.000,"Auto Chess",1000000,32,1
2019-10-01 00:00:00.000,"Arena of Valor",327220,40,1
2019-10-01 00:00:00.000,"Clash Royale",150000,24,1
2019-10-01 00:00:00.000,"iRacing.com",112000,32,1
2019-10-01 00:00:00.000,"Farming Simulator 19",13349.23,24,1
2019-10-01 00:00:00.000,"Battalion 1944",11041.74,15,1
2019-10-01 00:00:00.000,"Chess.com",1400,10,1
2019-10-01 00:00:00.000,"Team Fortress 2",210,14,1
2019-11-01 00:00:00.000,"Arena of Valor",500000,42,1
2019-11-01 00:00:00.000,"Magic The Gathering Arena",500000,32,1
2019-11-01 00:00:00.000,"World of WarCraft",330000,32,1
2019-11-01 00:00:00.000,"Paladins",300000,40,1
2019-11-01 00:00:00.000,"Forza Motorsport 7",250000,36,1
2019-11-01 00:00:00.000,"Clash Royale",105000,35,1
2019-11-01 00:00:00.000,"Halo 3",50000,32,1
2019-11-01 00:00:00.000,"Chess.com",1399.99,7,1
2019-12-01 00:00:00.000,"Shadowverse",1387727.29,24,1
2019-12-01 00:00:00.000,"CrossFire",820000,19,1
2019-12-01 00:00:00.000,"Magic The Gathering Arena",750000,28,1
2019-12-01 00:00:00.000,"F1 2019",500000,22,1
2019-12-01 00:00:00.000,"Clash Royale",400000,21,1
2019-12-01 00:00:00.000,"FIFA Online 4",198000,36,1
2019-12-01 00:00:00.000,"Hearthstone",75000,64,1
2019-12-01 00:00:00.000,"FIFA 20",54026.76,17,1
2019-12-01 00:00:00.000,"RaceRoom Racing Experience",11100,13,1
2019-12-01 00:00:00.000,"Heroes of the Storm",10856.07,10,1
2019-12-01 00:00:00.000,"osu!",4320,255,1
2019-12-01 00:00:00.000,"Team Fortress 2",1126,27,1
2020-01-01 00:00:00.000,"Arena of Valor",518760,10,1
2020-01-01 00:00:00.000,"Fortnite",13300,30,1
2020-01-01 00:00:00.000,"Farming Simulator 19",13180.7,24,1
2020-01-01 00:00:00.000,"Age of Empires",11954,50,1
2020-01-01 00:00:00.000,"PLAYERUNKNOWN'S BATTLEGROUNDS Mobile",8096,23,1
2020-01-01 00:00:00.000,"Unreal Tournament (2016)",1556.98,53,1
2020-01-01 00:00:00.000,"Splatoon 2",1270,13,1
2020-01-01 00:00:00.000,"Team Fortress 2",337.92,18,1
2020-02-01 00:00:00.000,"Overwatch",984,13,1
2020-02-01 00:00:00.000,"Xonotic",298.38,23,1
2020-03-01 00:00:00.000,"Brawl Stars",56250,21,1
2020-03-01 00:00:00.000,"Free Fire",20671.64,15,1
2020-03-01 00:00:00.000,"Farming Simulator 19",13205.82,24,1
2020-03-01 00:00:00.000,"Team Fortress 2",570,24,1
2020-03-01 00:00:00.000,"Xonotic",22.29,18,1
2020-04-01 00:00:00.000,"Arena of Valor",308261.41,40,1
2020-04-01 00:00:00.000,"Forza Motorsport 7",49000,48,1
2020-04-01 00:00:00.000,"Overwatch",21150,20,1
2020-04-01 00:00:00.000,"Farming Simulator 19",12909.95,24,1
2020-05-01 00:00:00.000,"Quake Champions",50000,24,1
2020-05-01 00:00:00.000,"Playchess.com",23014.86,33,1
2020-05-01 00:00:00.000,"rFactor 2",16837,22,1
2020-05-01 00:00:00.000,"Farming Simulator 19",12931.73,24,1
2020-05-01 00:00:00.000,"Teamfight Tactics",4779,7,1
2020-05-01 00:00:00.000,"Age of Empires III",2366,29,1
2020-06-01 00:00:00.000,"Arena of Valor",1128880.04,50,1
2020-06-01 00:00:00.000,"Paladins",49999.98,30,1
2020-06-01 00:00:00.000,"Rainbow Six Siege",44000,20,1
2020-06-01 00:00:00.000,"Clash of Clans",41250,33,1
2020-06-01 00:00:00.000,"Prophecy",10000,9,1
2020-06-01 00:00:00.000,"PLAYERUNKNOWN'S BATTLEGROUNDS Mobile",3356.35,10,1
2020-06-01 00:00:00.000,"iRacing.com",2451,41,1
2020-06-01 00:00:00.000,"ShootMania Storm",40.95,7,1
2020-07-01 00:00:00.000,"Arena of Valor",350000,49,1
2020-07-01 00:00:00.000,"PLAYERUNKNOWN'S BATTLEGROUNDS Mobile",5000,28,1
2020-07-01 00:00:00.000,"Paladins",582.8,10,1
2020-08-01 00:00:00.000,"Arena of Valor",4606400,60,1
2020-08-01 00:00:00.000,"Call of Duty Modern Warfare",4600000,51,1
2020-08-01 00:00:00.000,"Gears 5",250000,60,1
2020-08-01 00:00:00.000,"Fall Guys",51000,80,1
2020-08-01 00:00:00.000,"Clash of Clans",45000,32,1
2020-08-01 00:00:00.000,"Eternal Fighter Zero",1301.6,7,1
2020-08-01 00:00:00.000,"Team Fortress 2",1000,27,1
2020-08-01 00:00:00.000,"Heroes of the Storm",300,10,1
2020-08-01 00:00:00.000,"ShootMania Storm",152.1,9,1
2020-09-01 00:00:00.000,"Farming Simulator 19",118960.23,50,1
2020-09-01 00:00:00.000,"Call of Duty Modern Warfare",100000,32,1
2020-09-01 00:00:00.000,"CrossFire",29000,40,1
2020-09-01 00:00:00.000,"Heroes of the Storm",1050,15,1
2020-09-01 00:00:00.000,"Paladins",500,10,1
2020-10-01 00:00:00.000,"Overwatch",3050000,44,1
2020-10-01 00:00:00.000,"PLAYERUNKNOWN'S BATTLEGROUNDS Mobile",2624145.6,32,1
2020-10-01 00:00:00.000,"Arena of Valor",322614.99,43,1
2020-10-01 00:00:00.000,"Magic The Gathering Arena",250000,32,1
2020-10-01 00:00:00.000,"Fall Guys",50000,77,1
2020-10-01 00:00:00.000,"Spellbreak",50000,42,1
2020-10-01 00:00:00.000,"osu!",3000,48,1
2020-10-01 00:00:00.000,"Lethal League Blaze",2010.02,7,1
2020-10-01 00:00:00.000,"F1 2020",1947,19,1
2020-10-01 00:00:00.000,"Gran Turismo Sport",1947,48,1
2020-10-01 00:00:00.000,"Paladins",500,10,1
2020-10-01 00:00:00.000,"Age of Empires III",200,20,1
2020-11-01 00:00:00.000,"PLAYERUNKNOWN'S BATTLEGROUNDS Mobile",1816080,69,1
2020-11-01 00:00:00.000,"Free Fire",300000,57,1
2020-11-01 00:00:00.000,"RaceRoom Racing Experience",41650,10,1
2020-11-01 00:00:00.000,"Farming Simulator 19",18065.02,24,1
2020-12-01 00:00:00.000,"PLAYERUNKNOWN'S BATTLEGROUNDS Mobile",764000,115,1
2020-12-01 00:00:00.000,"F1 2020",750000,21,1
2020-12-01 00:00:00.000,"FIFA Online 4",300000,48,1
2020-12-01 00:00:00.000,"RaceRoom Racing Experience",12100,10,1
2020-12-01 00:00:00.000,"League of Legends",4585,20,1
2020-12-01 00:00:00.000,"Clash of Clans",1000,9,1
2021-01-01 00:00:00.000,"PLAYERUNKNOWN'S BATTLEGROUNDS Mobile",1200000,46,1
2021-01-01 00:00:00.000,"SMITE",600000,30,1
2021-01-01 00:00:00.000,"Arena of Valor",530400,40,1
2021-01-01 00:00:00.000,"Mobile Legends Bang Bang",297000,10,1
2021-01-01 00:00:00.000,"Farming Simulator 19",18251.76,24,1
2021-01-01 00:00:00.000,"rFactor 2",12100,10,1
2021-02-01 00:00:00.000,"Farming Simulator 19",18190.57,24,1
2021-02-01 00:00:00.000,"PLAYERUNKNOWN'S BATTLEGROUNDS Mobile",7137,13,1
2021-02-01 00:00:00.000,"iRacing.com",2730,43,1
1998-11-01 00:00:00.000,"Quake II",36600,13,2
1999-08-01 00:00:00.000,"StarCraft Brood War",49498.86,9,2
2000-05-01 00:00:00.000,"Quake III Arena",12300,5,2
2000-05-01 00:00:00.000,"Age of Empires II",225,0,2
2000-06-01 00:00:00.000,"Quake III Arena",6970,9,2
2000-06-01 00:00:00.000,"Age of Empires II",1006.8,5,2
2000-09-01 00:00:00.000,"StarCraft Brood War",6292.12,1,2
2000-12-01 00:00:00.000,"Counter Strike",23763.33,62,2
2000-12-01 00:00:00.000,"Age of Empires II",165.53,5,2
2001-01-01 00:00:00.000,"StarCraft Brood War",5257,7,2
2001-04-01 00:00:00.000,"Counter Strike",43711.29,41,2
2001-05-01 00:00:00.000,"Quake III Arena",15841.68,16,2
2001-05-01 00:00:00.000,"StarCraft Brood War",12234.91,16,2
2001-07-01 00:00:00.000,"Counter Strike",1800,16,2
2001-08-01 00:00:00.000,"Quake III Arena",58197.36,3,2
2001-10-01 00:00:00.000,"Counter Strike",22000,15,2
2001-12-01 00:00:00.000,"Counter Strike",220000,109,2
2001-12-01 00:00:00.000,"FIFA 2001",46000,9,2
2001-12-01 00:00:00.000,"Quake III Arena",46000,8,2
2001-12-01 00:00:00.000,"Unreal Tournament",46000,9,2
2002-04-01 00:00:00.000,"Age of Empires II",5500,4,2
2002-05-01 00:00:00.000,"Age of Empires II",2000,4,2
2002-06-01 00:00:00.000,"StarCraft Brood War",28808.28,19,2
2002-11-01 00:00:00.000,"Counter Strike",86000,55,2
2002-11-01 00:00:00.000,"Age of Empires II",44000,9,2
2002-11-01 00:00:00.000,"Halo Combat Evolved",5000,21,2
2002-12-01 00:00:00.000,"Age of Empires II",5950,13,2
2003-01-01 00:00:00.000,"Super Smash Bros. Melee",2050,7,2
2003-01-01 00:00:00.000,"Counter Strike",1280,30,2
2003-02-01 00:00:00.000,"Age of Empires II",380,4,2
2003-04-01 00:00:00.000,"Quake III Arena",8663.46,3,2
2003-04-01 00:00:00.000,"StarCraft Brood War",7265.55,2,2
2003-06-01 00:00:00.000,"StarCraft Brood War",44018,40,2
2003-06-01 00:00:00.000,"Age of Empires II",380,4,2
2003-10-01 00:00:00.000,"Age of Mythology",49000,8,2
2003-10-01 00:00:00.000,"FIFA 03",49000,7,2
2003-10-01 00:00:00.000,"Unreal Tournament 2003",49000,8,2
2003-11-01 00:00:00.000,"Halo Combat Evolved",9000,32,2
2003-11-01 00:00:00.000,"Age of Empires II",3347.02,7,2
2003-12-01 00:00:00.000,"Age of Empires II",2150,15,2
2004-03-01 00:00:00.000,"Halo Combat Evolved",825,8,2
2004-04-01 00:00:00.000,"StarCraft Brood War",39368.63,7,2
2004-07-01 00:00:00.000,"StarCraft Brood War",94246.86,22,2
2004-07-01 00:00:00.000,"Super Smash Bros. Melee",500,2,2
2004-08-01 00:00:00.000,"Quake III Arena",90000,15,2
2004-08-01 00:00:00.000,"Super Smash Bros. Melee",1712,12,2
2004-08-01 00:00:00.000,"Age of Empires II",1000,5,2
2004-09-01 00:00:00.000,"Age of Empires II",487.07,3,2
2004-10-01 00:00:00.000,"Super Smash Bros. Melee",5750,7,2
2005-01-01 00:00:00.000,"WarCraft III",5024.02,4,2
2005-01-01 00:00:00.000,"Halo 2",5000,8,2
2005-02-01 00:00:00.000,"Halo 2",5000,12,2
2005-02-01 00:00:00.000,"Counter Strike Source",4800,14,2
2005-02-01 00:00:00.000,"WarCraft III",1615,4,2
2005-02-01 00:00:00.000,"Super Smash Bros. Melee",1250,5,2
2005-03-01 00:00:00.000,"StarCraft Brood War",43217.61,19,2
2005-04-01 00:00:00.000,"Halo 2",5000,12,2
