Date,DateAsInteger,Year,Monthnumber,YearMonthnumber,YearMonthShort,MonthNameShort,MonthNameLong,DayOfWeekNumber,DayOfWeek,DayOfWeekShort,Quarter,YearQuarter
2019-02-13 00:00:00.000,"02132019",2019,"02","2019/02","2019/Feb","Feb","February",4,"Wednesday","Wed","Q1","2019/Q1"
2019-02-14 00:00:00.000,"02142019",2019,"02","2019/02","2019/Feb","Feb","February",5,"Thursday","Thu","Q1","2019/Q1"
2019-02-15 00:00:00.000,"02152019",2019,"02","2019/02","2019/Feb","Feb","February",6,"Friday","Fri","Q1","2019/Q1"
2019-02-16 00:00:00.000,"02162019",2019,"02","2019/02","2019/Feb","Feb","February",7,"Saturday","Sat","Q1","2019/Q1"
2019-02-17 00:00:00.000,"02172019",2019,"02","2019/02","2019/Feb","Feb","February",1,"Sunday","Sun","Q1","2019/Q1"
2019-02-18 00:00:00.000,"02182019",2019,"02","2019/02","2019/Feb","Feb","February",2,"Monday","Mon","Q1","2019/Q1"
2019-02-19 00:00:00.000,"02192019",2019,"02","2019/02","2019/Feb","Feb","February",3,"Tuesday","Tue","Q1","2019/Q1"
2019-02-20 00:00:00.000,"02202019",2019,"02","2019/02","2019/Feb","Feb","February",4,"Wednesday","Wed","Q1","2019/Q1"
2019-02-21 00:00:00.000,"02212019",2019,"02","2019/02","2019/Feb","Feb","February",5,"Thursday","Thu","Q1","2019/Q1"
2019-02-22 00:00:00.000,"02222019",2019,"02","2019/02","2019/Feb","Feb","February",6,"Friday","Fri","Q1","2019/Q1"
2019-02-23 00:00:00.000,"02232019",2019,"02","2019/02","2019/Feb","Feb","February",7,"Saturday","Sat","Q1","2019/Q1"
2019-02-24 00:00:00.000,"02242019",2019,"02","2019/02","2019/Feb","Feb","February",1,"Sunday","Sun","Q1","2019/Q1"
2019-02-25 00:00:00.000,"02252019",2019,"02","2019/02","2019/Feb","Feb","February",2,"Monday","Mon","Q1","2019/Q1"
2019-02-26 00:00:00.000,"02262019",2019,"02","2019/02","2019/Feb","Feb","February",3,"Tuesday","Tue","Q1","2019/Q1"
2019-02-27 00:00:00.000,"02272019",2019,"02","2019/02","2019/Feb","Feb","February",4,"Wednesday","Wed","Q1","2019/Q1"
2019-02-28 00:00:00.000,"02282019",2019,"02","2019/02","2019/Feb","Feb","February",5,"Thursday","Thu","Q1","2019/Q1"
2019-03-01 00:00:00.000,"03012019",2019,"03","2019/03","2019/Mar","Mar","March",6,"Friday","Fri","Q1","2019/Q1"
2019-03-02 00:00:00.000,"03022019",2019,"03","2019/03","2019/Mar","Mar","March",7,"Saturday","Sat","Q1","2019/Q1"
2019-03-03 00:00:00.000,"03032019",2019,"03","2019/03","2019/Mar","Mar","March",1,"Sunday","Sun","Q1","2019/Q1"
2019-03-04 00:00:00.000,"03042019",2019,"03","2019/03","2019/Mar","Mar","March",2,"Monday","Mon","Q1","2019/Q1"
2019-03-05 00:00:00.000,"03052019",2019,"03","2019/03","2019/Mar","Mar","March",3,"Tuesday","Tue","Q1","2019/Q1"
2019-03-06 00:00:00.000,"03062019",2019,"03","2019/03","2019/Mar","Mar","March",4,"Wednesday","Wed","Q1","2019/Q1"
2019-03-07 00:00:00.000,"03072019",2019,"03","2019/03","2019/Mar","Mar","March",5,"Thursday","Thu","Q1","2019/Q1"
2019-03-08 00:00:00.000,"03082019",2019,"03","2019/03","2019/Mar","Mar","March",6,"Friday","Fri","Q1","2019/Q1"
2019-03-09 00:00:00.000,"03092019",2019,"03","2019/03","2019/Mar","Mar","March",7,"Saturday","Sat","Q1","2019/Q1"
2019-03-10 00:00:00.000,"03102019",2019,"03","2019/03","2019/Mar","Mar","March",1,"Sunday","Sun","Q1","2019/Q1"
2019-03-11 00:00:00.000,"03112019",2019,"03","2019/03","2019/Mar","Mar","March",2,"Monday","Mon","Q1","2019/Q1"
2019-03-12 00:00:00.000,"03122019",2019,"03","2019/03","2019/Mar","Mar","March",3,"Tuesday","Tue","Q1","2019/Q1"
2019-03-13 00:00:00.000,"03132019",2019,"03","2019/03","2019/Mar","Mar","March",4,"Wednesday","Wed","Q1","2019/Q1"
2019-03-14 00:00:00.000,"03142019",2019,"03","2019/03","2019/Mar","Mar","March",5,"Thursday","Thu","Q1","2019/Q1"
2019-03-15 00:00:00.000,"03152019",2019,"03","2019/03","2019/Mar","Mar","March",6,"Friday","Fri","Q1","2019/Q1"
2019-03-16 00:00:00.000,"03162019",2019,"03","2019/03","2019/Mar","Mar","March",7,"Saturday","Sat","Q1","2019/Q1"
2019-03-17 00:00:00.000,"03172019",2019,"03","2019/03","2019/Mar","Mar","March",1,"Sunday","Sun","Q1","2019/Q1"
2019-03-18 00:00:00.000,"03182019",2019,"03","2019/03","2019/Mar","Mar","March",2,"Monday","Mon","Q1","2019/Q1"
2019-03-19 00:00:00.000,"03192019",2019,"03","2019/03","2019/Mar","Mar","March",3,"Tuesday","Tue","Q1","2019/Q1"
2019-03-20 00:00:00.000,"03202019",2019,"03","2019/03","2019/Mar","Mar","March",4,"Wednesday","Wed","Q1","2019/Q1"
2019-03-21 00:00:00.000,"03212019",2019,"03","2019/03","2019/Mar","Mar","March",5,"Thursday","Thu","Q1","2019/Q1"
2019-03-22 00:00:00.000,"03222019",2019,"03","2019/03","2019/Mar","Mar","March",6,"Friday","Fri","Q1","2019/Q1"
2019-03-23 00:00:00.000,"03232019",2019,"03","2019/03","2019/Mar","Mar","March",7,"Saturday","Sat","Q1","2019/Q1"
2019-03-24 00:00:00.000,"03242019",2019,"03","2019/03","2019/Mar","Mar","March",1,"Sunday","Sun","Q1","2019/Q1"
2019-03-25 00:00:00.000,"03252019",2019,"03","2019/03","2019/Mar","Mar","March",2,"Monday","Mon","Q1","2019/Q1"
2019-03-26 00:00:00.000,"03262019",2019,"03","2019/03","2019/Mar","Mar","March",3,"Tuesday","Tue","Q1","2019/Q1"
2019-03-27 00:00:00.000,"03272019",2019,"03","2019/03","2019/Mar","Mar","March",4,"Wednesday","Wed","Q1","2019/Q1"
2019-03-28 00:00:00.000,"03282019",2019,"03","2019/03","2019/Mar","Mar","March",5,"Thursday","Thu","Q1","2019/Q1"
2019-03-29 00:00:00.000,"03292019",2019,"03","2019/03","2019/Mar","Mar","March",6,"Friday","Fri","Q1","2019/Q1"
2019-03-30 00:00:00.000,"03302019",2019,"03","2019/03","2019/Mar","Mar","March",7,"Saturday","Sat","Q1","2019/Q1"
2019-03-31 00:00:00.000,"03312019",2019,"03","2019/03","2019/Mar","Mar","March",1,"Sunday","Sun","Q1","2019/Q1"
2019-10-01 00:00:00.000,"10012019",2019,"10","2019/10","2019/Oct","Oct","October",3,"Tuesday","Tue","Q4","2019/Q4"
2019-10-02 00:00:00.000,"10022019",2019,"10","2019/10","2019/Oct","Oct","October",4,"Wednesday","Wed","Q4","2019/Q4"
2019-10-03 00:00:00.000,"10032019",2019,"10","2019/10","2019/Oct","Oct","October",5,"Thursday","Thu","Q4","2019/Q4"
2019-10-04 00:00:00.000,"10042019",2019,"10","2019/10","2019/Oct","Oct","October",6,"Friday","Fri","Q4","2019/Q4"
2019-10-05 00:00:00.000,"10052019",2019,"10","2019/10","2019/Oct","Oct","October",7,"Saturday","Sat","Q4","2019/Q4"
2019-10-06 00:00:00.000,"10062019",2019,"10","2019/10","2019/Oct","Oct","October",1,"Sunday","Sun","Q4","2019/Q4"
2019-10-07 00:00:00.000,"10072019",2019,"10","2019/10","2019/Oct","Oct","October",2,"Monday","Mon","Q4","2019/Q4"
2019-10-08 00:00:00.000,"10082019",2019,"10","2019/10","2019/Oct","Oct","October",3,"Tuesday","Tue","Q4","2019/Q4"
2019-10-09 00:00:00.000,"10092019",2019,"10","2019/10","2019/Oct","Oct","October",4,"Wednesday","Wed","Q4","2019/Q4"
2019-10-10 00:00:00.000,"10102019",2019,"10","2019/10","2019/Oct","Oct","October",5,"Thursday","Thu","Q4","2019/Q4"
2019-10-11 00:00:00.000,"10112019",2019,"10","2019/10","2019/Oct","Oct","October",6,"Friday","Fri","Q4","2019/Q4"
2019-10-12 00:00:00.000,"10122019",2019,"10","2019/10","2019/Oct","Oct","October",7,"Saturday","Sat","Q4","2019/Q4"
2019-10-13 00:00:00.000,"10132019",2019,"10","2019/10","2019/Oct","Oct","October",1,"Sunday","Sun","Q4","2019/Q4"
2019-10-14 00:00:00.000,"10142019",2019,"10","2019/10","2019/Oct","Oct","October",2,"Monday","Mon","Q4","2019/Q4"
2019-10-15 00:00:00.000,"10152019",2019,"10","2019/10","2019/Oct","Oct","October",3,"Tuesday","Tue","Q4","2019/Q4"
2019-10-16 00:00:00.000,"10162019",2019,"10","2019/10","2019/Oct","Oct","October",4,"Wednesday","Wed","Q4","2019/Q4"
2019-10-17 00:00:00.000,"10172019",2019,"10","2019/10","2019/Oct","Oct","October",5,"Thursday","Thu","Q4","2019/Q4"
2019-10-18 00:00:00.000,"10182019",2019,"10","2019/10","2019/Oct","Oct","October",6,"Friday","Fri","Q4","2019/Q4"
2019-10-19 00:00:00.000,"10192019",2019,"10","2019/10","2019/Oct","Oct","October",7,"Saturday","Sat","Q4","2019/Q4"
2019-10-20 00:00:00.000,"10202019",2019,"10","2019/10","2019/Oct","Oct","October",1,"Sunday","Sun","Q4","2019/Q4"
2019-10-21 00:00:00.000,"10212019",2019,"10","2019/10","2019/Oct","Oct","October",2,"Monday","Mon","Q4","2019/Q4"
2019-10-22 00:00:00.000,"10222019",2019,"10","2019/10","2019/Oct","Oct","October",3,"Tuesday","Tue","Q4","2019/Q4"
2019-10-23 00:00:00.000,"10232019",2019,"10","2019/10","2019/Oct","Oct","October",4,"Wednesday","Wed","Q4","2019/Q4"
2019-10-24 00:00:00.000,"10242019",2019,"10","2019/10","2019/Oct","Oct","October",5,"Thursday","Thu","Q4","2019/Q4"
2019-10-25 00:00:00.000,"10252019",2019,"10","2019/10","2019/Oct","Oct","October",6,"Friday","Fri","Q4","2019/Q4"
2019-10-26 00:00:00.000,"10262019",2019,"10","2019/10","2019/Oct","Oct","October",7,"Saturday","Sat","Q4","2019/Q4"
2019-10-27 00:00:00.000,"10272019",2019,"10","2019/10","2019/Oct","Oct","October",1,"Sunday","Sun","Q4","2019/Q4"
2019-10-28 00:00:00.000,"10282019",2019,"10","2019/10","2019/Oct","Oct","October",2,"Monday","Mon","Q4","2019/Q4"
2019-10-29 00:00:00.000,"10292019",2019,"10","2019/10","2019/Oct","Oct","October",3,"Tuesday","Tue","Q4","2019/Q4"
2019-10-30 00:00:00.000,"10302019",2019,"10","2019/10","2019/Oct","Oct","October",4,"Wednesday","Wed","Q4","2019/Q4"
2019-10-31 00:00:00.000,"10312019",2019,"10","2019/10","2019/Oct","Oct","October",5,"Thursday","Thu","Q4","2019/Q4"
2019-11-01 00:00:00.000,"11012019",2019,"11","2019/11","2019/Nov","Nov","November",6,"Friday","Fri","Q4","2019/Q4"
2019-11-02 00:00:00.000,"11022019",2019,"11","2019/11","2019/Nov","Nov","November",7,"Saturday","Sat","Q4","2019/Q4"
2019-11-03 00:00:00.000,"11032019",2019,"11","2019/11","2019/Nov","Nov","November",1,"Sunday","Sun","Q4","2019/Q4"
2019-11-04 00:00:00.000,"11042019",2019,"11","2019/11","2019/Nov","Nov","November",2,"Monday","Mon","Q4","2019/Q4"
2019-11-05 00:00:00.000,"11052019",2019,"11","2019/11","2019/Nov","Nov","November",3,"Tuesday","Tue","Q4","2019/Q4"
2019-11-06 00:00:00.000,"11062019",2019,"11","2019/11","2019/Nov","Nov","November",4,"Wednesday","Wed","Q4","2019/Q4"
2019-11-07 00:00:00.000,"11072019",2019,"11","2019/11","2019/Nov","Nov","November",5,"Thursday","Thu","Q4","2019/Q4"
2019-11-08 00:00:00.000,"11082019",2019,"11","2019/11","2019/Nov","Nov","November",6,"Friday","Fri","Q4","2019/Q4"
2019-11-09 00:00:00.000,"11092019",2019,"11","2019/11","2019/Nov","Nov","November",7,"Saturday","Sat","Q4","2019/Q4"
2019-11-10 00:00:00.000,"11102019",2019,"11","2019/11","2019/Nov","Nov","November",1,"Sunday","Sun","Q4","2019/Q4"
2019-11-11 00:00:00.000,"11112019",2019,"11","2019/11","2019/Nov","Nov","November",2,"Monday","Mon","Q4","2019/Q4"
2019-11-12 00:00:00.000,"11122019",2019,"11","2019/11","2019/Nov","Nov","November",3,"Tuesday","Tue","Q4","2019/Q4"
2019-11-13 00:00:00.000,"11132019",2019,"11","2019/11","2019/Nov","Nov","November",4,"Wednesday","Wed","Q4","2019/Q4"
2019-11-14 00:00:00.000,"11142019",2019,"11","2019/11","2019/Nov","Nov","November",5,"Thursday","Thu","Q4","2019/Q4"
2019-11-15 00:00:00.000,"11152019",2019,"11","2019/11","2019/Nov","Nov","November",6,"Friday","Fri","Q4","2019/Q4"
2019-11-16 00:00:00.000,"11162019",2019,"11","2019/11","2019/Nov","Nov","November",7,"Saturday","Sat","Q4","2019/Q4"
2019-11-17 00:00:00.000,"11172019",2019,"11","2019/11","2019/Nov","Nov","November",1,"Sunday","Sun","Q4","2019/Q4"
2019-11-18 00:00:00.000,"11182019",2019,"11","2019/11","2019/Nov","Nov","November",2,"Monday","Mon","Q4","2019/Q4"
2019-11-19 00:00:00.000,"11192019",2019,"11","2019/11","2019/Nov","Nov","November",3,"Tuesday","Tue","Q4","2019/Q4"
2019-11-20 00:00:00.000,"11202019",2019,"11","2019/11","2019/Nov","Nov","November",4,"Wednesday","Wed","Q4","2019/Q4"
2019-11-21 00:00:00.000,"11212019",2019,"11","2019/11","2019/Nov","Nov","November",5,"Thursday","Thu","Q4","2019/Q4"
2019-11-22 00:00:00.000,"11222019",2019,"11","2019/11","2019/Nov","Nov","November",6,"Friday","Fri","Q4","2019/Q4"
2019-11-23 00:00:00.000,"11232019",2019,"11","2019/11","2019/Nov","Nov","November",7,"Saturday","Sat","Q4","2019/Q4"
2019-11-24 00:00:00.000,"11242019",2019,"11","2019/11","2019/Nov","Nov","November",1,"Sunday","Sun","Q4","2019/Q4"
2019-11-25 00:00:00.000,"11252019",2019,"11","2019/11","2019/Nov","Nov","November",2,"Monday","Mon","Q4","2019/Q4"
2019-11-26 00:00:00.000,"11262019",2019,"11","2019/11","2019/Nov","Nov","November",3,"Tuesday","Tue","Q4","2019/Q4"
2019-11-27 00:00:00.000,"11272019",2019,"11","2019/11","2019/Nov","Nov","November",4,"Wednesday","Wed","Q4","2019/Q4"
2019-11-28 00:00:00.000,"11282019",2019,"11","2019/11","2019/Nov","Nov","November",5,"Thursday","Thu","Q4","2019/Q4"
2019-11-29 00:00:00.000,"11292019",2019,"11","2019/11","2019/Nov","Nov","November",6,"Friday","Fri","Q4","2019/Q4"
2019-11-30 00:00:00.000,"11302019",2019,"11","2019/11","2019/Nov","Nov","November",7,"Saturday","Sat","Q4","2019/Q4"
2019-12-01 00:00:00.000,"12012019",2019,"12","2019/12","2019/Dec","Dec","December",1,"Sunday","Sun","Q4","2019/Q4"
2019-12-02 00:00:00.000,"12022019",2019,"12","2019/12","2019/Dec","Dec","December",2,"Monday","Mon","Q4","2019/Q4"
2019-12-03 00:00:00.000,"12032019",2019,"12","2019/12","2019/Dec","Dec","December",3,"Tuesday","Tue","Q4","2019/Q4"
2019-12-04 00:00:00.000,"12042019",2019,"12","2019/12","2019/Dec","Dec","December",4,"Wednesday","Wed","Q4","2019/Q4"
2019-12-05 00:00:00.000,"12052019",2019,"12","2019/12","2019/Dec","Dec","December",5,"Thursday","Thu","Q4","2019/Q4"
2019-12-06 00:00:00.000,"12062019",2019,"12","2019/12","2019/Dec","Dec","December",6,"Friday","Fri","Q4","2019/Q4"
2019-12-07 00:00:00.000,"12072019",2019,"12","2019/12","2019/Dec","Dec","December",7,"Saturday","Sat","Q4","2019/Q4"
2019-12-08 00:00:00.000,"12082019",2019,"12","2019/12","2019/Dec","Dec","December",1,"Sunday","Sun","Q4","2019/Q4"
2019-12-09 00:00:00.000,"12092019",2019,"12","2019/12","2019/Dec","Dec","December",2,"Monday","Mon","Q4","2019/Q4"
2019-12-10 00:00:00.000,"12102019",2019,"12","2019/12","2019/Dec","Dec","December",3,"Tuesday","Tue","Q4","2019/Q4"
2019-12-11 00:00:00.000,"12112019",2019,"12","2019/12","2019/Dec","Dec","December",4,"Wednesday","Wed","Q4","2019/Q4"
2019-12-12 00:00:00.000,"12122019",2019,"12","2019/12","2019/Dec","Dec","December",5,"Thursday","Thu","Q4","2019/Q4"
2019-12-13 00:00:00.000,"12132019",2019,"12","2019/12","2019/Dec","Dec","December",6,"Friday","Fri","Q4","2019/Q4"
2019-12-14 00:00:00.000,"12142019",2019,"12","2019/12","2019/Dec","Dec","December",7,"Saturday","Sat","Q4","2019/Q4"
2019-12-15 00:00:00.000,"12152019",2019,"12","2019/12","2019/Dec","Dec","December",1,"Sunday","Sun","Q4","2019/Q4"
2019-12-16 00:00:00.000,"12162019",2019,"12","2019/12","2019/Dec","Dec","December",2,"Monday","Mon","Q4","2019/Q4"
2019-12-17 00:00:00.000,"12172019",2019,"12","2019/12","2019/Dec","Dec","December",3,"Tuesday","Tue","Q4","2019/Q4"
2019-12-18 00:00:00.000,"12182019",2019,"12","2019/12","2019/Dec","Dec","December",4,"Wednesday","Wed","Q4","2019/Q4"
2019-12-19 00:00:00.000,"12192019",2019,"12","2019/12","2019/Dec","Dec","December",5,"Thursday","Thu","Q4","2019/Q4"
2019-12-20 00:00:00.000,"12202019",2019,"12","2019/12","2019/Dec","Dec","December",6,"Friday","Fri","Q4","2019/Q4"
2019-12-21 00:00:00.000,"12212019",2019,"12","2019/12","2019/Dec","Dec","December",7,"Saturday","Sat","Q4","2019/Q4"
2019-12-22 00:00:00.000,"12222019",2019,"12","2019/12","2019/Dec","Dec","December",1,"Sunday","Sun","Q4","2019/Q4"
2019-12-23 00:00:00.000,"12232019",2019,"12","2019/12","2019/Dec","Dec","December",2,"Monday","Mon","Q4","2019/Q4"
2019-12-24 00:00:00.000,"12242019",2019,"12","2019/12","2019/Dec","Dec","December",3,"Tuesday","Tue","Q4","2019/Q4"
2019-12-25 00:00:00.000,"12252019",2019,"12","2019/12","2019/Dec","Dec","December",4,"Wednesday","Wed","Q4","2019/Q4"
2019-12-26 00:00:00.000,"12262019",2019,"12","2019/12","2019/Dec","Dec","December",5,"Thursday","Thu","Q4","2019/Q4"
2019-12-27 00:00:00.000,"12272019",2019,"12","2019/12","2019/Dec","Dec","December",6,"Friday","Fri","Q4","2019/Q4"
2019-12-28 00:00:00.000,"12282019",2019,"12","2019/12","2019/Dec","Dec","December",7,"Saturday","Sat","Q4","2019/Q4"
2019-12-29 00:00:00.000,"12292019",2019,"12","2019/12","2019/Dec","Dec","December",1,"Sunday","Sun","Q4","2019/Q4"
2019-12-30 00:00:00.000,"12302019",2019,"12","2019/12","2019/Dec","Dec","December",2,"Monday","Mon","Q4","2019/Q4"
2019-12-31 00:00:00.000,"12312019",2019,"12","2019/12","2019/Dec","Dec","December",3,"Tuesday","Tue","Q4","2019/Q4"
2019-04-01 00:00:00.000,"04012019",2019,"04","2019/04","2019/Apr","Apr","April",2,"Monday","Mon","Q2","2019/Q2"
2019-04-02 00:00:00.000,"04022019",2019,"04","2019/04","2019/Apr","Apr","April",3,"Tuesday","Tue","Q2","2019/Q2"
2019-04-03 00:00:00.000,"04032019",2019,"04","2019/04","2019/Apr","Apr","April",4,"Wednesday","Wed","Q2","2019/Q2"
2019-04-04 00:00:00.000,"04042019",2019,"04","2019/04","2019/Apr","Apr","April",5,"Thursday","Thu","Q2","2019/Q2"
2019-04-05 00:00:00.000,"04052019",2019,"04","2019/04","2019/Apr","Apr","April",6,"Friday","Fri","Q2","2019/Q2"
2019-04-06 00:00:00.000,"04062019",2019,"04","2019/04","2019/Apr","Apr","April",7,"Saturday","Sat","Q2","2019/Q2"
2019-04-07 00:00:00.000,"04072019",2019,"04","2019/04","2019/Apr","Apr","April",1,"Sunday","Sun","Q2","2019/Q2"
2019-04-08 00:00:00.000,"04082019",2019,"04","2019/04","2019/Apr","Apr","April",2,"Monday","Mon","Q2","2019/Q2"
2019-04-09 00:00:00.000,"04092019",2019,"04","2019/04","2019/Apr","Apr","April",3,"Tuesday","Tue","Q2","2019/Q2"
2019-04-10 00:00:00.000,"04102019",2019,"04","2019/04","2019/Apr","Apr","April",4,"Wednesday","Wed","Q2","2019/Q2"
2019-04-11 00:00:00.000,"04112019",2019,"04","2019/04","2019/Apr","Apr","April",5,"Thursday","Thu","Q2","2019/Q2"
2019-04-12 00:00:00.000,"04122019",2019,"04","2019/04","2019/Apr","Apr","April",6,"Friday","Fri","Q2","2019/Q2"
2019-04-13 00:00:00.000,"04132019",2019,"04","2019/04","2019/Apr","Apr","April",7,"Saturday","Sat","Q2","2019/Q2"
2019-04-14 00:00:00.000,"04142019",2019,"04","2019/04","2019/Apr","Apr","April",1,"Sunday","Sun","Q2","2019/Q2"
2019-04-15 00:00:00.000,"04152019",2019,"04","2019/04","2019/Apr","Apr","April",2,"Monday","Mon","Q2","2019/Q2"
2019-04-16 00:00:00.000,"04162019",2019,"04","2019/04","2019/Apr","Apr","April",3,"Tuesday","Tue","Q2","2019/Q2"
2019-04-17 00:00:00.000,"04172019",2019,"04","2019/04","2019/Apr","Apr","April",4,"Wednesday","Wed","Q2","2019/Q2"
2019-04-18 00:00:00.000,"04182019",2019,"04","2019/04","2019/Apr","Apr","April",5,"Thursday","Thu","Q2","2019/Q2"
2019-04-19 00:00:00.000,"04192019",2019,"04","2019/04","2019/Apr","Apr","April",6,"Friday","Fri","Q2","2019/Q2"
2019-04-20 00:00:00.000,"04202019",2019,"04","2019/04","2019/Apr","Apr","April",7,"Saturday","Sat","Q2","2019/Q2"
2019-04-21 00:00:00.000,"04212019",2019,"04","2019/04","2019/Apr","Apr","April",1,"Sunday","Sun","Q2","2019/Q2"
2019-04-22 00:00:00.000,"04222019",2019,"04","2019/04","2019/Apr","Apr","April",2,"Monday","Mon","Q2","2019/Q2"
2019-04-23 00:00:00.000,"04232019",2019,"04","2019/04","2019/Apr","Apr","April",3,"Tuesday","Tue","Q2","2019/Q2"
2019-04-24 00:00:00.000,"04242019",2019,"04","2019/04","2019/Apr","Apr","April",4,"Wednesday","Wed","Q2","2019/Q2"
2019-04-25 00:00:00.000,"04252019",2019,"04","2019/04","2019/Apr","Apr","April",5,"Thursday","Thu","Q2","2019/Q2"
2019-04-26 00:00:00.000,"04262019",2019,"04","2019/04","2019/Apr","Apr","April",6,"Friday","Fri","Q2","2019/Q2"
2019-04-27 00:00:00.000,"04272019",2019,"04","2019/04","2019/Apr","Apr","April",7,"Saturday","Sat","Q2","2019/Q2"
2019-04-28 00:00:00.000,"04282019",2019,"04","2019/04","2019/Apr","Apr","April",1,"Sunday","Sun","Q2","2019/Q2"
2019-04-29 00:00:00.000,"04292019",2019,"04","2019/04","2019/Apr","Apr","April",2,"Monday","Mon","Q2","2019/Q2"
2019-04-30 00:00:00.000,"04302019",2019,"04","2019/04","2019/Apr","Apr","April",3,"Tuesday","Tue","Q2","2019/Q2"
2019-05-01 00:00:00.000,"05012019",2019,"05","2019/05","2019/May","May","May",4,"Wednesday","Wed","Q2","2019/Q2"
2019-05-02 00:00:00.000,"05022019",2019,"05","2019/05","2019/May","May","May",5,"Thursday","Thu","Q2","2019/Q2"
2019-05-03 00:00:00.000,"05032019",2019,"05","2019/05","2019/May","May","May",6,"Friday","Fri","Q2","2019/Q2"
2019-05-04 00:00:00.000,"05042019",2019,"05","2019/05","2019/May","May","May",7,"Saturday","Sat","Q2","2019/Q2"
2019-05-05 00:00:00.000,"05052019",2019,"05","2019/05","2019/May","May","May",1,"Sunday","Sun","Q2","2019/Q2"
2019-05-06 00:00:00.000,"05062019",2019,"05","2019/05","2019/May","May","May",2,"Monday","Mon","Q2","2019/Q2"
2019-05-07 00:00:00.000,"05072019",2019,"05","2019/05","2019/May","May","May",3,"Tuesday","Tue","Q2","2019/Q2"
2019-05-08 00:00:00.000,"05082019",2019,"05","2019/05","2019/May","May","May",4,"Wednesday","Wed","Q2","2019/Q2"
2019-05-09 00:00:00.000,"05092019",2019,"05","2019/05","2019/May","May","May",5,"Thursday","Thu","Q2","2019/Q2"
2019-05-10 00:00:00.000,"05102019",2019,"05","2019/05","2019/May","May","May",6,"Friday","Fri","Q2","2019/Q2"
2019-05-11 00:00:00.000,"05112019",2019,"05","2019/05","2019/May","May","May",7,"Saturday","Sat","Q2","2019/Q2"
2019-05-12 00:00:00.000,"05122019",2019,"05","2019/05","2019/May","May","May",1,"Sunday","Sun","Q2","2019/Q2"
2019-05-13 00:00:00.000,"05132019",2019,"05","2019/05","2019/May","May","May",2,"Monday","Mon","Q2","2019/Q2"
2019-05-14 00:00:00.000,"05142019",2019,"05","2019/05","2019/May","May","May",3,"Tuesday","Tue","Q2","2019/Q2"
2019-05-15 00:00:00.000,"05152019",2019,"05","2019/05","2019/May","May","May",4,"Wednesday","Wed","Q2","2019/Q2"
2019-05-16 00:00:00.000,"05162019",2019,"05","2019/05","2019/May","May","May",5,"Thursday","Thu","Q2","2019/Q2"
2019-05-17 00:00:00.000,"05172019",2019,"05","2019/05","2019/May","May","May",6,"Friday","Fri","Q2","2019/Q2"
2019-05-18 00:00:00.000,"05182019",2019,"05","2019/05","2019/May","May","May",7,"Saturday","Sat","Q2","2019/Q2"
2019-05-19 00:00:00.000,"05192019",2019,"05","2019/05","2019/May","May","May",1,"Sunday","Sun","Q2","2019/Q2"
2019-05-20 00:00:00.000,"05202019",2019,"05","2019/05","2019/May","May","May",2,"Monday","Mon","Q2","2019/Q2"
2019-05-21 00:00:00.000,"05212019",2019,"05","2019/05","2019/May","May","May",3,"Tuesday","Tue","Q2","2019/Q2"
2019-05-22 00:00:00.000,"05222019",2019,"05","2019/05","2019/May","May","May",4,"Wednesday","Wed","Q2","2019/Q2"
2019-05-23 00:00:00.000,"05232019",2019,"05","2019/05","2019/May","May","May",5,"Thursday","Thu","Q2","2019/Q2"
2019-05-24 00:00:00.000,"05242019",2019,"05","2019/05","2019/May","May","May",6,"Friday","Fri","Q2","2019/Q2"
2019-05-25 00:00:00.000,"05252019",2019,"05","2019/05","2019/May","May","May",7,"Saturday","Sat","Q2","2019/Q2"
2019-05-26 00:00:00.000,"05262019",2019,"05","2019/05","2019/May","May","May",1,"Sunday","Sun","Q2","2019/Q2"
2019-05-27 00:00:00.000,"05272019",2019,"05","2019/05","2019/May","May","May",2,"Monday","Mon","Q2","2019/Q2"
2019-05-28 00:00:00.000,"05282019",2019,"05","2019/05","2019/May","May","May",3,"Tuesday","Tue","Q2","2019/Q2"
2019-05-29 00:00:00.000,"05292019",2019,"05","2019/05","2019/May","May","May",4,"Wednesday","Wed","Q2","2019/Q2"
2019-05-30 00:00:00.000,"05302019",2019,"05","2019/05","2019/May","May","May",5,"Thursday","Thu","Q2","2019/Q2"
2019-05-31 00:00:00.000,"05312019",2019,"05","2019/05","2019/May","May","May",6,"Friday","Fri","Q2","2019/Q2"
2019-06-01 00:00:00.000,"06012019",2019,"06","2019/06","2019/Jun","Jun","June",7,"Saturday","Sat","Q2","2019/Q2"
2019-06-02 00:00:00.000,"06022019",2019,"06","2019/06","2019/Jun","Jun","June",1,"Sunday","Sun","Q2","2019/Q2"
2019-06-03 00:00:00.000,"06032019",2019,"06","2019/06","2019/Jun","Jun","June",2,"Monday","Mon","Q2","2019/Q2"
2019-06-04 00:00:00.000,"06042019",2019,"06","2019/06","2019/Jun","Jun","June",3,"Tuesday","Tue","Q2","2019/Q2"
2019-06-05 00:00:00.000,"06052019",2019,"06","2019/06","2019/Jun","Jun","June",4,"Wednesday","Wed","Q2","2019/Q2"
2019-06-06 00:00:00.000,"06062019",2019,"06","2019/06","2019/Jun","Jun","June",5,"Thursday","Thu","Q2","2019/Q2"
