Facility_ID,Facility_Name,Location_City,Location_State,Location_Zip_Code,Location_County,State_ID
"151313","WOODLAWN HOSPITAL","ROCHESTER","IN","46975","FULTON",18
"151315","CAMERON MEMORIAL COMMUNITY HOSPITAL INC","ANGOLA","IN","46703","STEUBEN",18
"151316","INDIANA UNIVERSITY HEALTH FRANKFORT INC","FRANKFORT","IN","46041","CLINTON",18
"151317","GREENE COUNTY GENERAL HOSPITAL","LINTON","IN","47441","GREENE",18
"151318","DUKES MEMORIAL HOSPITAL","PERU","IN","46970","MIAMI",18
"151319","GIBSON GENERAL HOSPITAL","PRINCETON","IN","47670","GIBSON",18
"151320","INDIANA UNIVERSITY HEALTH JAY, INC.","PORTLAND","IN","47371","JAY",18
"151322","PERRY COUNTY MEMORIAL HOSPITAL","TELL CITY","IN","47586","PERRY",18
"151323","PARKVIEW LAGRANGE HOSPITAL","LAGRANGE","IN","46761","LAGRANGE",18
"151324","FRANCISCAN HEALTH RENSSELAER, INC","RENSSELAER","IN","47978","JASPER",18
"151326","UNION HOSPITAL CLINTON","CLINTON","IN","47842","VERMILLION",18
"151327","SULLIVAN COUNTY COMMUNITY HOSPITAL","SULLIVAN","IN","47882","SULLIVAN",18
"151328","INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL","BEDFORD","IN","47421","LAWRENCE",18
"151329","MARGARET MARY COMMUNITY HOSPITAL INC","BATESVILLE","IN","47006","FRANKLIN",18
"151330","ADAMS MEMORIAL HOSPITAL","DECATUR","IN","46733","ADAMS",18
"151331","HARRISON COUNTY HOSPITAL","CORYDON","IN","47112","HARRISON",18
"151332","DECATUR COUNTY MEMORIAL HOSPITAL","GREENSBURG","IN","47240","DECATUR",18
"151333","PUTNAM COUNTY HOSPITAL","GREENCASTLE","IN","46135","PUTNAM",18
"151334","SCOTT MEMORIAL HEALTH","SCOTTSBURG","IN","47170","SCOTT",18
"151335","ASCENSION ST VINCENT DUNN","BEDFORD","IN","47421","LAWRENCE",18
"170006","VIA CHRISTI HOSPITAL PITTSBURG INC","PITTSBURG","KS","66762","CRAWFORD",20
"170009","SAINT JOHN HOSPITAL","LEAVENWORTH","KS","66048","LEAVENWORTH",20
"170012","SALINA REGIONAL HEALTH CENTER","SALINA","KS","67401","SALINE",20
"170013","HAYS MEDICAL CENTER","HAYS","KS","67601","ELLIS",20
"170014","ADVENTHEALTH OTTAWA","OTTAWA","KS","66067","FRANKLIN",20
"170016","UNIVERSITY OF KANSAS HEALTH SYSTEM - ST FRANCIS CAMPUS","TOPEKA","KS","66606","SHAWNEE",20
"170017","SUSAN B ALLEN MEMORIAL HOSPITAL","EL DORADO","KS","67042","BUTLER",20
"170020","HUTCHINSON REGIONAL MEDICAL CENTER INC","HUTCHINSON","KS","67502","RENO",20
"170023","ST CATHERINE HOSPITAL","GARDEN CITY","KS","67846","FINNEY",20
"170027","PRATT REGIONAL MEDICAL CENTER","PRATT","KS","67124","PRATT",20
"170040","UNIVERSITY OF KANSAS HOSPITAL","KANSAS CITY","KS","66160","WYANDOTTE",20
"170049","OLATHE MEDICAL CENTER","OLATHE","KS","66061","JOHNSON",20
"170068","SOUTHWEST MEDICAL CENTER","LIBERAL","KS","67901","SEWARD",20
"170074","GEARY COMMUNITY HOSPITAL","JUNCTION CITY","KS","66441","GEARY",20
"170075","MERCY HOSPITAL, INC","MOUNDRIDGE","KS","67107","MCPHERSON",20
"170086","STORMONT VAIL HOSPITAL","TOPEKA","KS","66604","SHAWNEE",20
"170103","NMC HEALTH","NEWTON","KS","67114","HARVEY",20
"170104","ADVENTHEALTH SHAWNEE MISSION","SHAWNEE MISSION","KS","66204","JOHNSON",20
"170105","MCPHERSON HOSPITAL","MCPHERSON","KS","67460","MCPHERSON",20
"170109","MIAMI COUNTY MEDICAL CENTER","PAOLA","KS","66071","MIAMI",20
"170110","BOB WILSON MEMORIAL GRANT COUNTY HOSPITAL","ULYSSES","KS","67880","GRANT",20
"170120","LABETTE HEALTH","PARSONS","KS","67357","LABETTE",20
"170122","ASCENSION VIA CHRISTI HOSPITALS WICHITA, INC.","WICHITA","KS","67214","SEDGWICK",20
"170123","WESLEY MEDICAL CENTER","WICHITA","KS","67214","SEDGWICK",20
"170137","LAWRENCE MEMORIAL HOSPITAL","LAWRENCE","KS","66044","DOUGLAS",20
"170142","ASCENSION VIA CHRISTI HOSPITAL MANHATTAN, INC","MANHATTAN","KS","66502","RILEY",20
"170145","COFFEYVILLE REGIONAL MEDICAL CENTER, INC","COFFEYVILLE","KS","67337","MONTGOMERY",20
"170146","PROVIDENCE MEDICAL CENTER","KANSAS CITY","KS","66112","WYANDOTTE",20
"170150","SOUTH CENTRAL KS  MED CENTER","ARKANSAS CITY","KS","67005","COWLEY",20
"170175","WESTERN PLAINS MEDICAL COMPLEX","DODGE CITY","KS","67801","FORD",20
"170176","OVERLAND PARK REG MED CTR","OVERLAND PARK","KS","66215","JOHNSON",20
"170182","MENORAH MEDICAL CENTER","OVERLAND PARK","KS","66209","JOHNSON",20
"170183","KANSAS SURGERY & RECOVERY CENTER","WICHITA","KS","67226","SEDGWICK",20
"170185","SAINT LUKE'S SOUTH HOSPITAL","OVERLAND PARK","KS","66213","JOHNSON",20
"170186","KANSAS HEART HOSPITAL","WICHITA","KS","67226","SEDGWICK",20
"170187","SALINA SURGICAL HOSPITAL","SALINA","KS","67401","SALINE",20
"170188","KANSAS CITY ORTHOPAEDIC INSTITUTE","LEAWOOD","KS","66211","JOHNSON",20
"170190","MANHATTAN SURGICAL HOSPITAL LLC","MANHATTAN","KS","66502","RILEY",20
"170191","UNIVERSITY  OF KS HLTH SYSTEM GREAT BEND CAMPUS","GREAT BEND","KS","67530","BARTON",20
"170196","KANSAS SPINE & SPECIALTY HOSPITAL, LLC","WICHITA","KS","67226","SEDGWICK",20
"170197","KANSAS MEDICAL CENTER LLC","ANDOVER","KS","67002","BUTLER",20
"170198","SUMMIT SURGICAL, LLC","HUTCHINSON","KS","67502","RENO",20
"170200","VIA CHRISTI HOSPITAL WICHITA ST TERESA, INC","WICHITA","KS","67235","SEDGWICK",20
"170203","MERCY SPECIALTY HOSPITAL SOUTHEAST KANSAS","GALENA","KS","66739","CHEROKEE",20
"171307","RAWLINS COUNTY HEALTH CENTER","ATWOOD","KS","67730","RAWLINS",20
"171310","CHEYENNE COUNTY HOSPITAL","ST FRANCIS","KS","67756","CHEYENNE",20
"171311","ROOKS COUNTY HEALTH CENTER","PLAINVILLE","KS","67663","ROOKS",20
"171313","KEARNY COUNTY HOSPITAL","LAKIN","KS","67860","KEARNY",20
"171315","NEMAHA VALLEY COMMUNITY HOSPITAL","SENECA","KS","66538","NEMAHA",20
"171316","ANDERSON COUNTY HOSPITAL","GARNETT","KS","66032","ANDERSON",20
"171318","SEDAN CITY HOSPITAL","SEDAN","KS","67361","CHAUTAUQUA",20
"171319","HOLTON COMMUNITY HOSPITAL","HOLTON","KS","66436","JACKSON",20
"171321","MEADE DISTRICT HOSPITAL","MEADE","KS","67864","MEADE",20
"171325","GRAHAM COUNTY HOSPITAL","HILL CITY","KS","67642","GRAHAM",20
"171326","LOGAN COUNTY HOSPITAL","OAKLEY","KS","67748","LOGAN",20
"171327","ELLSWORTH COUNTY MEDICAL CENTER","ELLSWORTH","KS","67439","ELLSWORTH",20
"171329","SUMNER COUNTY HOSPITAL DISTRICT NO 1","CALDWELL","KS","67022","SUMNER",20
"171330","HOSPITAL DISTRICT #1 OF RICE COUNTY","LYONS","KS","67554","RICE",20
"171333","CLARA BARTON HOSPITAL","HOISINGTON","KS","67544","BARTON",20
"171334","MEDICINE LODGE MEMORIAL HOSPITAL","MEDICINE LODGE","KS","67104","BARBER",20
"171335","STEVENS COUNTY HOSPITAL","HUGOTON","KS","67951","STEVENS",20
"171336","NESS COUNTY HOSPITAL DISTRICT #2","NESS CITY","KS","67560","NESS",20
"171337","WAMEGO HEALTH CENTER","WAMEGO","KS","66547","POTTAWATOMIE",20
"171338","GREAT PLAINS OF SABETHA","SABETHA","KS","66534","NEMAHA",20
"171339","GREENWOOD COUNTY HOSPITAL","EUREKA","KS","67045","GREENWOOD",20
"171340","HERINGTON HOSPITAL","HERINGTON","KS","67449","DICKINSON",20
"171341","HIAWATHA COMMUNITY HOSPITAL","HIAWATHA","KS","66434","BROWN",20
"171342","RUSH COUNTY MEMORIAL HOSPITAL","LA CROSSE","KS","67548","RUSH",20
"171344","WILSON MEDICAL CENTER","NEODESHA","KS","66757","WILSON",20
"171346","HOSPITAL DISTRICT #6 PATTERSON HEALTH CENTER","ANTHONY","KS","67003","HARPER",20
"171347","SHERIDAN COUNTY HOSPITAL","HOXIE","KS","67740","SHERIDAN",20
"171348","NORTON COUNTY HOSPITAL","NORTON","KS","67654","NORTON",20
"171349","CLOUD COUNTY HEALTH CENTER","CONCORDIA","KS","66901","CLOUD",20
"171350","RUSSELL REGIONAL HOSPITAL","RUSSELL","KS","67665","RUSSELL",20
"171351","WASHINGTON COUNTY HOSPITAL","WASHINGTON","KS","66968","WASHINGTON",20
"171352","DECATUR COUNTY HOSPITAL","OBERLIN","KS","67749","DECATUR",20
"171353","PHILLIPS COUNTY HOSPITAL","PHILLIPSBURG","KS","67661","PHILLIPS",20
"171354","COMMUNITY HOSPITAL, ONAGA AND ST MARYS CAMPUS","ONAGA","KS","66521","POTTAWATOMIE",20
"171355","TREGO COUNTY LEMKE MEMORIAL HOSPITAL","WA KEENEY","KS","67672","TREGO",20
"171357","HILLSBORO COMMUNITY HOSPITAL","HILLSBORO","KS","67063","MARION",20
"171358","LINDSBORG COMMUNITY HOSPITAL","LINDSBORG","KS","67456","MCPHERSON",20
"171359","GREELEY COUNTY HEALTH SERVICES","TRIBUNE","KS","67879","GREELEY",20
"171360","LINCOLN COUNTY HOSPITAL","LINCOLN","KS","67455","LINCOLN",20
"171361","REPUBLIC COUNTY HOSPITAL","BELLEVILLE","KS","66935","REPUBLIC",20
"171362","CITIZENS MEDICAL CENTER","COLBY","KS","67701","THOMAS",20
"171363","COMMUNITY MEMORIAL HEALTHCARE, INC.","MARYSVILLE","KS","66508","MARSHALL",20
"171364","OSBORNE COUNTY MEMORIAL HOSPITAL","OSBORNE","KS","67473","OSBORNE",20
"171365","HANOVER HOSPITAL","HANOVER","KS","66945","WASHINGTON",20
"171367","GOVE COUNTY MEDICAL CENTER","QUINTER","KS","67752","GOVE",20
"171368","MINNEOLA DISTRICT HOSPITAL","MINNEOLA","KS","67865","FORD",20
"171370","GOODLAND REGIONAL MEDICAL CENTER","GOODLAND","KS","67735","SHERMAN",20
"171371","CLAY COUNTY MEDICAL CENTER","CLAY CENTER","KS","67432","CLAY",20
"171372","SCOTT COUNTY HOSPITAL","SCOTT CITY","KS","67871","SCOTT",20
"171373","ALLEN COUNTY REGIONAL HOSPITAL","IOLA","KS","66749","ALLEN",20
"171374","FREDONIA REGIONAL HOSPITAL","FREDONIA","KS","66736","WILSON",20
"171375","MITCHELL COUNTY HOSPITAL HEALTH SYSTEMS","BELOIT","KS","67420","MITCHELL",20
"171376","GIRARD MEDICAL CENTER","GIRARD","KS","66743","CRAWFORD",20
"171377","SMITH COUNTY MEMORIAL HOSPITAL","SMITH CENTER","KS","66967","SMITH",20
"171378","KINGMAN HEALTHCARE CENTER","KINGMAN","KS","67068","KINGMAN",20
"171379","MORRIS COUNTY HOSPITAL","COUNCIL GROVE","KS","66846","MORRIS",20
"171380","NEOSHO MEMORIAL REGIONAL MEDICAL CENTER","CHANUTE","KS","66720","NEOSHO",20
"171381","MEMORIAL HOSPITAL","ABILENE","KS","67410","DICKINSON",20
"171382","AMBERWELL ATCHISON","ATCHISON","KS","66002","ATCHISON",20
"171383","WILLIAM NEWTON HOSPITAL","WINFIELD","KS","67156","COWLEY",20
"171384","NEWMAN REGIONAL HEALTH","EMPORIA","KS","66801","LYON",20
"171385","COFFEY COUNTY HOSPITAL","BURLINGTON","KS","66839","COFFEY",20
"110001","HAMILTON MEDICAL CENTER","DALTON","GA","30720","WHITFIELD",13
"110002","UPSON REGIONAL MEDICAL CENTER","THOMASTON","GA","30286","UPSON",13
"110003","MAYO CLINIC HEALTH SYSTEM IN WAYCROSS","WAYCROSS","GA","31501","WARE",13
"110005","NORTHSIDE HOSPITAL FORSYTH","CUMMING","GA","30041","FORSYTH",13
"110006","ST MARY'S HOSPITAL","ATHENS","GA","30606","CLARKE",13
"110007","PHOEBE PUTNEY MEMORIAL HOSPITAL","ALBANY","GA","31703","DOUGHERTY",13
"110008","NORTHSIDE HOSPITAL CHEROKEE","CANTON","GA","30115","CHEROKEE",13
"110010","EMORY UNIVERSITY HOSPITAL","ATLANTA","GA","30322","DE KALB",13
"110011","TANNER MEDICAL CENTER - CARROLLTON","CARROLLTON","GA","30117","CARROLL",13
"110015","TANNER MEDICAL CENTER VILLA RICA","VILLA RICA","GA","30180","CARROLL",13
"110016","WELLSTAR WEST GEORGIA MEDICAL CENTER","LAGRANGE","GA","30240","TROUP",13
"110018","PIEDMONT NEWTON HOSPITAL","COVINGTON","GA","30014","NEWTON",13
"110023","ADVENTHEALTH GORDON","CALHOUN","GA","30701","GORDON",13
"110024","CANDLER HOSPITAL","SAVANNAH","GA","31412","CHATHAM",13
"110025","SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS","BRUNSWICK","GA","31520","GLYNN",13
"110027","TY COBB REGIONAL MEDICAL CENTER, LLC","LAVONIA","GA","30553","FRANKLIN",13
"110028","UNIVERSITY HOSPITAL","AUGUSTA","GA","30901","RICHMOND",13
"110029","NORTHEAST GEORGIA MEDICAL CENTER, INC","GAINESVILLE","GA","30501","HALL",13
"110030","CARTERSVILLE MEDICAL CENTER","CARTERSVILLE","GA","30120","BARTOW",13
"110031","WELLSTAR SPALDING REGIONAL HOSPITAL","GRIFFIN","GA","30223","SPALDING",13
"110032","STEPHENS COUNTY HOSPITAL","TOCCOA","GA","30577","STEPHENS",13
"110034","AU MEDICAL CENTER","AUGUSTA","GA","30912","RICHMOND",13
"110035","WELLSTAR KENNESTONE HOSPITAL","MARIETTA","GA","30060","COBB",13
"110036","MEMORIAL UNIVERSITY MEDICAL CENTER","SAVANNAH","GA","31404","CHATHAM",13
"110038","JOHN D ARCHBOLD MEMORIAL HOSPITAL","THOMASVILLE","GA","31792","THOMAS",13
"110041","HABERSHAM COUNTY MEDICAL CTR","DEMOREST","GA","30535","HABERSHAM",13
"110042","WELLSTAR PAULDING HOSPITAL","HIRAM","GA","30141","PAULDING",13
"110043","ST JOSEPH'S HOSPITAL - SAVANNAH","SAVANNAH","GA","31419","CHATHAM",13
"110044","PHOEBE SUMTER MEDICAL CENTER","AMERICUS","GA","31719","SUMTER",13
"110045","BARROW REGIONAL MEDICAL CENTER","WINDER","GA","30680","BARROW",13
"110046","PIEDMONT WALTON HOSPITAL","MONROE","GA","30655","WALTON",13
"110050","ADVENTHEALTH MURRAY","CHATSWORTH","GA","30705","MURRAY",13
"110051","UNION GENERAL HOSPITAL","BLAIRSVILLE","GA","30512","UNION",13
"110054","FLOYD MEDICAL CENTER","ROME","GA","30162","FLOYD",13
"110064","PIEDMONT COLUMBUS REGIONAL MIDTOWN","COLUMBUS","GA","31901","MUSCOGEE",13
"110069","HOUSTON MEDICAL CENTER","WARNER ROBINS","GA","31093","HOUSTON",13
"110071","APPLING HOSPITAL","BAXLEY","GA","31513","APPLING",13
"110073","DORMINY MEDICAL CENTER","FITZGERALD","GA","31750","BEN HILL",13
"110074","PIEDMONT ATHENS REGIONAL MEDICAL CENTER","ATHENS","GA","30606","CLARKE",13
"110075","EAST GEORGIA REGIONAL MEDICAL CENTER","STATESBORO","GA","30458","BULLOCH",13
"110076","EMORY DECATUR HOSPITAL","DECATUR","GA","30033","DE KALB",13
"110078","EMORY UNIVERSITY HOSPITAL MIDTOWN","ATLANTA","GA","30308","FULTON",13
"110079","GRADY MEMORIAL HOSPITAL","ATLANTA","GA","30303","FULTON",13
"110082","SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC","ATLANTA","GA","30342","FULTON",13
"110083","PIEDMONT HOSPITAL","ATLANTA","GA","30309","FULTON",13
"110086","WASHINGTON COUNTY REGIONAL MEDICAL CENTER","SANDERSVILLE","GA","31082","WASHINGTON",13
"110087","NORTHSIDE HOSPITAL GWINNETT","LAWRENCEVILLE","GA","30046","GWINNETT",13
"110089","COFFEE REGIONAL MEDICAL CENTER, INC","DOUGLAS","GA","31533","COFFEE",13
"110091","PIEDMONT ROCKDALE HOSPITAL","CONYERS","GA","30012","ROCKDALE",13
"110092","DODGE COUNTY HOSPITAL","EASTMAN","GA","31023","DODGE",13
"110095","TIFT REGIONAL MEDICAL CENTER","TIFTON","GA","31793","TIFT",13
"110100","JEFFERSON HOSPITAL","LOUISVILLE","GA","30434","JEFFERSON",13
"110104","CRISP REGIONAL HOSPITAL","CORDELE","GA","31015","CRISP",13
"110105","COLQUITT REGIONAL MEDICAL CENTER","MOULTRIE","GA","31768","COLQUITT",13
"110107","ATRIUM HEALTH NAVICENT THE MEDICAL CENTER","MACON","GA","31201","BIBB",13
"110109","EMANUEL MEDICAL CENTER","SWAINSBORO","GA","30401","EMANUEL",13
"110111","UNIVERSITY MCDUFFIE COUNTY REGIONAL MEDICAL CENTER","THOMSON","GA","30824","MC DUFFIE",13
"110113","BURKE MEDICAL CENTER","WAYNESBORO","GA","30830","BURKE",13
"110115","WELLSTAR ATLANTA MEDICAL CENTER","ATLANTA","GA","30312","FULTON",13
"110121","GRADY GENERAL HOSPITAL","CAIRO","GA","39828","GRADY",13
"110122","SOUTH GEORGIA MEDICAL CENTER","VALDOSTA","GA","31602","LOWNDES",13
"110124","WAYNE MEMORIAL HOSPITAL","JESUP","GA","31545","WAYNE",13
"110125","FAIRVIEW PARK HOSPITAL","DUBLIN","GA","31021","LAURENS",13
"110128","MEMORIAL HEALTH MEADOWS HOSPITAL","VIDALIA","GA","30474","TOOMBS",13
"110129","ST FRANCIS HOSPITAL- EMORY HEALTHCARE","COLUMBUS","GA","31995","MUSCOGEE",13
"110132","MEMORIAL HOSPITAL AND MANOR","BAINBRIDGE","GA","39819","DECATUR",13
"110135","TAYLOR REGIONAL HOSPITAL","HAWKINSVILLE","GA","31036","PULASKI",13
"110142","EVANS MEMORIAL HOSPITAL","CLAXTON","GA","30417","EVANS",13
"110143","WELLSTAR COBB HOSPITAL","AUSTELL","GA","30106","COBB",13
"110146","SOUTHEAST GEORGIA HEALTH SYSTEM -- CAMDEN CAMPUS","SAINT MARYS","GA","31558","CAMDEN",13
"110150","NAVICENT HEALTH BALDWIN","MILLEDGEVILLE","GA","31061","BALDWIN",13
"110153","PERRY HOSPITAL","PERRY","GA","31069","HOUSTON",13
"110161","NORTHSIDE HOSPITAL","ATLANTA","GA","30342","FULTON",13
"110164","COLISEUM MEDICAL CENTERS, LLC, DBA","MACON","GA","31217","BIBB",13
"110165","SOUTHERN REGIONAL MEDICAL CENTER","RIVERDALE","GA","30274","CLAYTON",13
"110168","REDMOND REGIONAL MEDICAL CENTER","ROME","GA","30165","FLOYD",13
"110177","DOCTORS HOSPITAL","AUGUSTA","GA","30909","RICHMOND",13
"110184","WELLSTAR DOUGLAS HOSPITAL","DOUGLASVILLE","GA","30134","DOUGLAS",13
"110189","FANNIN REGIONAL HOSPITAL","BLUE RIDGE","GA","30513","FANNIN",13
"110191","PIEDMONT HENRY HOSPITAL","STOCKBRIDGE","GA","30281","HENRY",13
"110192","EASTSIDE MEDICAL CENTER","SNELLVILLE","GA","30078","GWINNETT",13
"110194","DONALSONVILLE HOSPITAL INC","DONALSONVILLE","GA","39845","SEMINOLE",13
"110198","WELLSTAR NORTH FULTON HOSPITAL","ROSWELL","GA","30076","FULTON",13
"110200","PIEDMONT COLUMBUS REGIONAL NORTHSIDE","COLUMBUS","GA","31909","MUSCOGEE",13
"110201","COLISEUM NORTHSIDE HOSPITAL","MACON","GA","31210","BIBB",13
"110215","PIEDMONT FAYETTE HOSPITAL","FAYETTEVILLE","GA","30214","FAYETTE",13
"110225","PIEDMONT MOUNTAINSIDE HOSPITAL INC","JASPER","GA","30143","PICKENS",13
"110226","EMORY HILLANDALE HOSPITAL","LITHONIA","GA","30058","DE KALB",13
"110229","PIEDMONT NEWNAN HOSPITAL, INC","NEWNAN","GA","30265","COWETA",13
"110230","EMORY JOHNS CREEK HOSPITAL","JOHNS CREEK","GA","30097","GWINNETT",13
"110236","CHI MEMORIAL HOSPITAL- GEORGIA","FORT OGLETHORPE","GA","30742","CATOOSA",13
"111305","MILLER COUNTY HOSPITAL","COLQUITT","GA","39837","MILLER",13
"111306","EFFINGHAM HEALTH SYSTEM","SPRINGFIELD","GA","31329","EFFINGHAM",13
"111310","MEDICAL CENTER OF PEACH COUNTY, NAVICENT HEALTH","BYRON","GA","31008","PEACH",13
"111313","PUTNAM GENERAL HOSPITAL","EATONTON","GA","31024","PUTNAM",13
"111318","MONROE COUNTY HOSPITAL","FORSYTH","GA","31029","MONROE",13
"111320","HIGGINS GENERAL HOSPITAL","BREMEN","GA","30110","HARALSON",13
"111323","OPTIM MEDICAL CENTER - TATTNALL","REIDSVILLE","GA","30453","TATTNALL",13
"111324","CHATUGE REGIONAL HOSPITAL","HIAWASSEE","GA","30546","TOWNS",13
"111325","WILLS MEMORIAL HOSPITAL","WASHINGTON","GA","30673","WILKES",13
"111327","BACON COUNTY HOSPITAL","ALMA","GA","31510","BACON",13
"111329","ST. MARY'S GOOD SAMARITAN HOSPITAL","GREENSBORO","GA","30642","GREENE",13
"111333","JEFF DAVIS HOSPITAL","HAZLEHURST","GA","31539","JEFF DAVIS",13
"111336","MOUNTAIN LAKES MEDICAL CENTER","CLAYTON","GA","30525","RABUN",13
"160001","UNITYPOINT HEALTH - MARSHALLTOWN","MARSHALLTOWN","IA","50158","MARSHALL",19
"160005","ST ANTHONY REGIONAL HOSPITAL & NURSING HOME","CARROLL","IA","51401","CARROLL",19
"160008","KEOKUK AREA HOSPITAL","KEOKUK","IA","52632","LEE",19
"160013","TRINITY MUSCATINE","MUSCATINE","IA","52761","MUSCATINE",19
"160016","TRINITY REGIONAL MEDICAL CENTER","FORT DODGE","IA","50501","WEBSTER",19
"160028","CHI HEALTH MERCY COUNCIL BLUFFS","COUNCIL BLUFFS","IA","51503","POTTAWATTAMIE",19
"160029","MERCY HOSPITAL","IOWA CITY","IA","52245","JOHNSON",19
"160030","MARY GREELEY MEDICAL CENTER","AMES","IA","50010","STORY",19
"160032","MERCYONE NEWTON MEDICAL CENTER","NEWTON","IA","50208","JASPER",19
"160033","GENESIS MEDICAL CENTER-DAVENPORT","DAVENPORT","IA","52803","SCOTT",19
"160040","SARTORI MEMORIAL HOSPITAL, INC","CEDAR FALLS","IA","50613","BLACK HAWK",19
"160045","ST LUKES HOSPITAL","CEDAR RAPIDS","IA","52402","LINN",19
"160047","METHODIST JENNIE EDMUNDSON","COUNCIL BLUFFS","IA","51503","POTTAWATTAMIE",19
"160057","GREAT RIVER MEDICAL CENTER","WEST BURLINGTON","IA","52655","DES MOINES",19
"160058","UNIVERSITY OF IOWA HOSPITAL & CLINICS","IOWA CITY","IA","52242","JOHNSON",19
"160064","MERCYONE NORTH IOWA MEDICAL CENTER","MASON CITY","IA","50401","CERRO GORDO",19
"160067","MERCYONE WATERLOO MEDICAL CENTER","WATERLOO","IA","50702","BLACK HAWK",19
"160069","MERCYONE DUBUQUE MEDICAL CENTER","DUBUQUE","IA","52001","DUBUQUE",19
"160079","MERCY MEDICAL CENTER - CEDAR RAPIDS","CEDAR RAPIDS","IA","52403","LINN",19
"160080","MERCYONE CLINTON MEDICAL CENTER","CLINTON","IA","52732","CLINTON",19
"160082","UNITYPOINT HEALTH - DES MOINES IOWA METHODIST MEDI","DES MOINES","IA","50309","POLK",19
"160083","MERCYONE DES MOINES MEDICAL CENTER","DES MOINES","IA","50314","POLK",19
"160089","OTTUMWA REGIONAL HEALTH CENTER","OTTUMWA","IA","52501","WAPELLO",19
"160101","BROADLAWNS MEDICAL CENTER","DES MOINES","IA","50314","POLK",19
"160104","TRINITY - BETTENDORF","BETTENDORF","IA","52722","SCOTT",19
"160110","ALLEN HOSPITAL","WATERLOO","IA","50703","BLACK HAWK",19
"160112","SPENCER MUNICIPAL HOSPITAL","SPENCER","IA","51301","CLAY",19
"160117","FINLEY HOSPITAL","DUBUQUE","IA","52001","DUBUQUE",19
"160122","FORT MADISON COMMUNITY HOSPITAL","FORT MADISON","IA","52627","LEE",19
"160124","LAKES REGIONAL HEALTHCARE","SPIRIT LAKE","IA","51360","DICKINSON",19
"160146","ST LUKES REGIONAL MEDICAL CENTER","SIOUX CITY","IA","51104","WOODBURY",19
"160147","GRINNELL REGIONAL MEDICAL CENTER","GRINNELL","IA","50112","POWESHIEK",19
"160153","MERCYONE SIOUXLAND MEDICAL CENTER","SIOUX CITY","IA","51101","WOODBURY",19
"161301","IOWA SPECIALTY HOSPITAL - BELMOND","BELMOND","IA","50421","WRIGHT",19
"161302","IOWA SPECIALTY HOSPITAL - CLARION","CLARION","IA","50525","WRIGHT",19
"161304","CHI HEALTH  - MERCY CORNING","CORNING","IA","50841","ADAMS",19
"161306","JONES REGIONAL MEDICAL CENTER","ANAMOSA","IA","52205","JONES",19
"161307","HANCOCK COUNTY HEALTH SYSTEM","BRITT","IA","50423","HANCOCK",19
"161308","FRANKLIN GENERAL HOSPITAL","HAMPTON","IA","50441","FRANKLIN",19
"161309","CHI HEALTH MISSOURI VALLEY","MISSOURI VALLEY","IA","51555","HARRISON",19
"161311","HAWARDEN REGIONAL HEALTHCARE","HAWARDEN","IA","51023","SIOUX",19
"161312","GUTTENBERG MUNICIPAL HOSPITAL","GUTTENBERG","IA","52052","CLAYTON",19
"161313","GENESIS MEDICAL CENTER-DEWITT","DEWITT","IA","52742","CLINTON",19
"161314","GUTHRIE COUNTY HOSPITAL","GUTHRIE CENTER","IA","50115","GUTHRIE",19
"161316","GUNDERSEN PALMER LUTHERAN HOSPITAL AND CLINICS","WEST UNION","IA","52175","FAYETTE",19
"161317","COMPASS MEMORIAL HEALTHCARE","MARENGO","IA","52301","IOWA",19
"161318","VETERANS MEMORIAL HOSPITAL","WAUKON","IA","52172","ALLAMAKEE",19
"161319","MERCYONE ELKADER MEDICAL CENTER","ELKADER","IA","52043","CLAYTON",19
"161320","COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER","SUMNER","IA","50674","BREMER",19
"161321","AVERA MERRILL PIONEER HOSPITAL","ROCK RAPIDS","IA","51246","LYON",19
"161323","MITCHELL COUNTY REGIONAL HEALTH","OSAGE","IA","50461","MITCHELL",19
"161324","GEORGE C GRAPE COMMUNITY HOSPITAL","HAMBURG","IA","51640","FREMONT",19
"161325","GREENE COUNTY MEDICAL CENTER","JEFFERSON","IA","50129","GREENE",19
"161326","MADISON COUNTY MEMORIAL HOSPITAL","WINTERSET","IA","50273","MADISON",19
"161327","DAVIS COUNTY HOSPITAL","BLOOMFIELD","IA","52537","DAVIS",19
"161328","REGIONAL HEALTH SERVICES OF HOWARD COUNTY","CRESCO","IA","52136","HOWARD",19
"161329","JACKSON COUNTY REGIONAL HEALTH CENTER","MAQUOKETA","IA","52060","JACKSON",19
"161330","AUDUBON COUNTY MEMORIAL HOSPITAL","AUDUBON","IA","50025","AUDUBON",19
"161331","MERCY MEDICAL CENTER-NEW HAMPTON","NEW HAMPTON","IA","50659","CHICKASAW",19
"161332","MANNING REGIONAL HEALTHCARE CENTER","MANNING","IA","51455","CARROLL",19
"161334","HUMBOLDT COUNTY MEMORIAL HOSPITAL","HUMBOLDT","IA","50548","HUMBOLDT",19
"161335","BUCHANAN COUNTY HEALTH CENTER","INDEPENDENCE","IA","50644","BUCHANAN",19
