Symbol,PayDate,DividendPerShare,DivPerShare1,DivPerShare2,DivPerShare3,DivPerShare4,DivPerShare5
"VWOB",2019-09-03 00:00:00.000,0.316,0.316,,,,
"VWOB",2019-10-01 00:00:00.000,0.307,0.307,,,,
"VWOB",2019-11-01 00:00:00.000,0.326,0.326,,,,
"VWOB",2019-12-02 00:00:00.000,0.304,0.304,,,,
"VWOB",2019-12-23 00:00:00.000,0.333,0.333,,,,
"VWOB",2020-02-03 00:00:00.000,0.307,0.307,,,,
"VWOB",2020-03-02 00:00:00.000,0.288,0.288,,,,
"VWOB",2020-04-01 00:00:00.000,0.359,0.359,,,,
"VWOB",2020-05-01 00:00:00.000,0.254,0.254,,,,
"VWOB",2020-06-01 00:00:00.000,0.302,0.302,,,,
"VWOB",2020-07-01 00:00:00.000,0.247,0.247,,,,
"VWOB",2020-08-03 00:00:00.000,0.278,0.278,,,,
"VWOB",2020-09-01 00:00:00.000,0.271,0.271,,,,
"VWOB",2020-10-01 00:00:00.000,0.331,0.331,,,,
"VWOB",2020-11-02 00:00:00.000,0.268,0.268,,,,
"VWOB",2020-12-01 00:00:00.000,0.271,0.271,,,,
"VWOB",2020-12-23 00:00:00.000,0.262,0.262,,,,
"BIL",2007-07-02 00:00:00.000,0.406,0.406,,,,
"BIL",2007-08-01 00:00:00.000,0.37,0.37,,,,
"BIL",2007-09-04 00:00:00.000,0.354,0.354,,,,
"BIL",2007-10-01 00:00:00.000,0.32,0.32,,,,
"BIL",2007-11-01 00:00:00.000,0.302,0.302,,,,
"BIL",2007-12-03 00:00:00.000,0.278,0.278,,,,
"BIL",2007-12-28 00:00:00.000,0.258,0.258,,,,
"BIL",2008-02-01 00:00:00.000,0.23,0.23,,,,
"BIL",2008-03-03 00:00:00.000,0.174,0.174,,,,
"BIL",2008-04-01 00:00:00.000,0.14,0.14,,,,
"BIL",2008-05-01 00:00:00.000,0.108,0.108,,,,
"BIL",2008-06-02 00:00:00.000,0.094,0.094,,,,
"BIL",2008-07-01 00:00:00.000,0.112,0.112,,,,
"BIL",2008-08-01 00:00:00.000,0.132,0.132,,,,
"BIL",2008-09-02 00:00:00.000,0.126,0.126,,,,
"BIL",2008-10-01 00:00:00.000,0.126,0.126,,,,
"BIL",2008-11-03 00:00:00.000,0.094,0.094,,,,
"BIL",2008-12-01 00:00:00.000,0.052,0.052,,,,
"BIL",2008-12-29 00:00:00.000,0.056,0.056,,,,
"BIL",2009-02-02 00:00:00.000,0.016,0.016,,,,
"BIL",2009-03-02 00:00:00.000,0.014,0.014,,,,
"BIL",2009-04-01 00:00:00.000,0.016,0.016,,,,
"BIL",2009-05-01 00:00:00.000,0.01,0.01,,,,
"BIL",2009-06-01 00:00:00.000,0.008,0.008,,,,
"BIL",2009-07-01 00:00:00.000,0.002,0.002,,,,
"BIL",2009-08-03 00:00:00.000,0.004,0.004,,,,
"BIL",2009-09-01 00:00:00.000,0.004,0.004,,,,
"BIL",2009-10-01 00:00:00.000,0.004,0.004,,,,
"BIL",2009-11-02 00:00:00.000,0.002,0.002,,,,
"BIL",2009-12-29 00:00:00.000,0.008,0.008,,,,
"BIL",2011-12-28 00:00:00.000,0.004,0.004,,,,
"BIL",2015-02-02 00:00:00.000,0,0,,,,
"BIL",2015-03-02 00:00:00.000,0,0,,,,
"BIL",2015-06-19 00:00:00.000,0,0,,,,
"BIL",2015-07-01 00:00:00.000,0,0,,,,
"BIL",2015-08-03 00:00:00.000,0,0,,,,
"BIL",2016-11-01 00:00:00.000,0,0,,,,
"BIL",2016-12-01 00:00:00.000,0.042,0.042,,,,
"BIL",2016-12-28 00:00:00.000,0.018,0.018,,,,
"BIL",2017-02-01 00:00:00.000,0.026,0.026,,,,
"BIL",2017-03-01 00:00:00.000,0.024,0.024,,,,
"BIL",2017-04-03 00:00:00.000,0.028,0.028,,,,
"BIL",2017-05-01 00:00:00.000,0.034,0.034,,,,
"BIL",2017-06-01 00:00:00.000,0.054,0.054,,,,
"BIL",2017-07-03 00:00:00.000,0.05,0.05,,,,
"BIL",2017-08-01 00:00:00.000,0.064,0.064,,,,
"BIL",2017-09-01 00:00:00.000,0.066,0.066,,,,
"BIL",2017-10-02 00:00:00.000,0.064,0.064,,,,
"BIL",2017-11-01 00:00:00.000,0.07,0.07,,,,
"BIL",2017-12-01 00:00:00.000,0.066,0.066,,,,
"BIL",2017-12-19 00:00:00.000,0.082,0.082,,,,
"BIL",2018-02-01 00:00:00.000,0.086,0.086,,,,
"BIL",2018-03-01 00:00:00.000,0.079,0.079,,,,
"BIL",2018-04-02 00:00:00.000,0.105,0.105,,,,
"BIL",2018-05-01 00:00:00.000,0.107,0.107,,,,
"BIL",2018-06-01 00:00:00.000,0.126,0.126,,,,
"BIL",2018-07-02 00:00:00.000,0.127,0.127,,,,
"BIL",2018-08-01 00:00:00.000,0.135,0.135,,,,
"BIL",2018-09-04 00:00:00.000,0.138,0.138,,,,
"BIL",2018-10-01 00:00:00.000,0.146,0.146,,,,
"BIL",2018-11-01 00:00:00.000,0.15,0.15,,,,
"BIL",2018-12-03 00:00:00.000,0.157,0.157,,,,
"BIL",2018-12-19 00:00:00.000,0.16,0.16,,,,
"BIL",2019-02-01 00:00:00.000,0.179,0.179,,,,
"BIL",2019-03-01 00:00:00.000,0.17,0.17,,,,
"BIL",2019-04-01 00:00:00.000,0.176,0.176,,,,
"BIL",2019-05-01 00:00:00.000,0.174,0.174,,,,
"BIL",2019-06-03 00:00:00.000,0.176,0.176,,,,
"BIL",2019-07-01 00:00:00.000,0.165,0.165,,,,
"BIL",2019-08-01 00:00:00.000,0.155,0.155,,,,
"BIL",2019-09-03 00:00:00.000,0.168,0.168,,,,
"BIL",2019-10-01 00:00:00.000,0.137,0.137,,,,
"BIL",2019-11-01 00:00:00.000,0.139,0.139,,,,
"BIL",2019-12-02 00:00:00.000,0.117,0.117,,,,
"BIL",2019-12-20 00:00:00.000,0.115,0.115,,,,
"BIL",2020-02-03 00:00:00.000,0.108,0.108,,,,
"BIL",2020-03-02 00:00:00.000,0.097,0.097,,,,
"BIL",2020-04-01 00:00:00.000,0.052,0.052,,,,
"BIL",2020-05-01 00:00:00.000,0.014,0.014,,,,
"BIL",2020-12-01 00:00:00.000,0.003,0.003,,,,
"SPY",2003-03-21 00:00:00.000,0.354,0.354,,,,
"SPY",2003-06-20 00:00:00.000,0.36,0.36,,,,
"SPY",2003-09-19 00:00:00.000,0.4,0.4,,,,
"SPY",2003-12-19 00:00:00.000,0.516,0.516,,,,
"SPY",2004-03-19 00:00:00.000,0.395,0.395,,,,
"SPY",2004-06-18 00:00:00.000,0.414,0.414,,,,
"SPY",2004-09-17 00:00:00.000,0.469,0.469,,,,
"SPY",2004-11-15 00:00:00.000,0.351,0.351,,,,
"SPY",2004-12-17 00:00:00.000,0.568,0.568,,,,
"SPY",2005-03-18 00:00:00.000,0.467,0.467,,,,
"SPY",2005-06-17 00:00:00.000,0.488,0.488,,,,
"SPY",2005-09-16 00:00:00.000,0.522,0.522,,,,
"SPY",2005-12-16 00:00:00.000,0.672,0.672,,,,
"SPY",2006-03-17 00:00:00.000,0.519,0.519,,,,
"SPY",2006-06-16 00:00:00.000,0.555,0.555,,,,
"SPY",2006-09-15 00:00:00.000,0.579,0.579,,,,
"SPY",2006-12-15 00:00:00.000,0.793,0.793,,,,
"SPY",2007-03-16 00:00:00.000,0.551,0.551,,,,
"SPY",2007-06-15 00:00:00.000,0.656,0.656,,,,
"SPY",2007-09-21 00:00:00.000,0.719,0.719,,,,
"SPY",2007-12-21 00:00:00.000,0.775,0.775,,,,
"SPY",2008-03-20 00:00:00.000,0.642,0.642,,,,
"SPY",2008-06-20 00:00:00.000,0.669,0.669,,,,
"SPY",2008-09-19 00:00:00.000,0.691,0.691,,,,
"SPY",2008-12-19 00:00:00.000,0.719,0.719,,,,
"SPY",2009-03-20 00:00:00.000,0.561,0.561,,,,
"SPY",2009-06-19 00:00:00.000,0.518,0.518,,,,
"SPY",2009-09-18 00:00:00.000,0.508,0.508,,,,
"SPY",2009-12-18 00:00:00.000,0.59,0.59,,,,
"SPY",2010-03-19 00:00:00.000,0.48,0.48,,,,
"SPY",2010-06-18 00:00:00.000,0.531,0.531,,,,
"SPY",2010-09-17 00:00:00.000,0.602,0.602,,,,
"SPY",2010-12-17 00:00:00.000,0.653,0.653,,,,
"SPY",2011-03-18 00:00:00.000,0.553,0.553,,,,
"SPY",2011-06-17 00:00:00.000,0.628,0.628,,,,
"SPY",2011-09-16 00:00:00.000,0.625,0.625,,,,
"SPY",2011-12-16 00:00:00.000,0.77,0.77,,,,
"SPY",2012-03-16 00:00:00.000,0.614,0.614,,,,
"SPY",2012-06-15 00:00:00.000,0.688,0.688,,,,
"SPY",2012-09-21 00:00:00.000,0.779,0.779,,,,
"SPY",2012-12-21 00:00:00.000,1.022,1.022,,,,
"SPY",2013-03-15 00:00:00.000,0.694,0.694,,,,
"SPY",2013-06-21 00:00:00.000,0.839,0.839,,,,
"SPY",2013-09-20 00:00:00.000,0.838,0.838,,,,
"SPY",2013-12-20 00:00:00.000,0.98,0.98,,,,
"SPY",2014-03-21 00:00:00.000,0.825,0.825,,,,
"SPY",2014-06-20 00:00:00.000,0.937,0.937,,,,
"SPY",2014-09-19 00:00:00.000,0.939,0.939,,,,
"SPY",2014-12-19 00:00:00.000,1.135,1.135,,,,
"SPY",2015-03-20 00:00:00.000,0.931,0.931,,,,
"SPY",2015-06-19 00:00:00.000,1.03,1.03,,,,
"SPY",2015-09-18 00:00:00.000,1.033,1.033,,,,
"SPY",2015-12-18 00:00:00.000,1.212,1.212,,,,
"SPY",2016-03-18 00:00:00.000,1.05,1.05,,,,
"SPY",2016-06-17 00:00:00.000,1.078,1.078,,,,
"SPY",2016-09-16 00:00:00.000,1.082,1.082,,,,
"SPY",2016-12-16 00:00:00.000,1.329,1.329,,,,
"SPY",2017-03-17 00:00:00.000,1.033,1.033,,,,
"SPY",2017-06-16 00:00:00.000,1.183,1.183,,,,
"SPY",2017-09-15 00:00:00.000,1.235,1.235,,,,
"SPY",2017-12-15 00:00:00.000,1.351,1.351,,,,
"SPY",2018-03-16 00:00:00.000,1.097,1.097,,,,
"SPY",2018-06-15 00:00:00.000,1.246,1.246,,,,
"SPY",2018-09-21 00:00:00.000,1.323,1.323,,,,
"SPY",2018-12-21 00:00:00.000,1.435,1.435,,,,
"SPY",2019-03-15 00:00:00.000,1.233,1.233,,,,
"SPY",2019-06-21 00:00:00.000,1.432,1.432,,,,
"SPY",2019-09-20 00:00:00.000,1.384,1.384,,,,
"SPY",2019-12-20 00:00:00.000,1.57,1.57,,,,
"SPY",2020-03-20 00:00:00.000,1.406,1.406,,,,
"SPY",2020-06-19 00:00:00.000,1.366,1.366,,,,
"SPY",2020-09-18 00:00:00.000,1.339,1.339,,,,
"SPY",2020-12-18 00:00:00.000,1.58,1.58,,,,
"XLB",2003-03-21 00:00:00.000,0.086,0.086,,,,
"XLB",2003-06-20 00:00:00.000,0.119,0.119,,,,
"XLB",2003-09-19 00:00:00.000,0.12,0.12,,,,
"XLB",2003-12-19 00:00:00.000,0.153,0.153,,,,
"XLB",2004-03-19 00:00:00.000,0.089,0.089,,,,
"XLB",2004-06-18 00:00:00.000,0.12,0.12,,,,
"XLB",2004-09-17 00:00:00.000,0.125,0.125,,,,
"XLB",2004-12-17 00:00:00.000,0.172,0.172,,,,
"XLB",2005-03-18 00:00:00.000,0.106,0.106,,,,
"XLB",2005-06-17 00:00:00.000,0.141,0.141,,,,
"XLB",2005-09-16 00:00:00.000,0.152,0.152,,,,
"XLB",2005-12-16 00:00:00.000,0.236,0.236,,,,
"XLB",2006-03-17 00:00:00.000,0.158,0.158,,,,
"XLB",2006-06-16 00:00:00.000,0.207,0.207,,,,
"XLB",2006-09-15 00:00:00.000,0.183,0.183,,,,
"XLB",2006-12-15 00:00:00.000,0.384,0.384,,,,
"XLB",2007-03-16 00:00:00.000,0.048,0.048,,,,
"XLB",2007-06-15 00:00:00.000,0.183,0.183,,,,
"XLB",2007-09-21 00:00:00.000,0.19,0.19,,,,
"XLB",2007-12-21 00:00:00.000,0.392,0.392,,,,
"XLB",2008-03-20 00:00:00.000,0.12,0.12,,,,
"XLB",2008-06-20 00:00:00.000,0.203,0.203,,,,
"XLB",2008-09-19 00:00:00.000,0.213,0.213,,,,
"XLB",2008-12-19 00:00:00.000,0.283,0.283,,,,
"XLB",2009-03-20 00:00:00.000,0.131,0.131,,,,
"XLB",2009-06-19 00:00:00.000,0.139,0.139,,,,
"XLB",2009-09-18 00:00:00.000,0.133,0.133,,,,
"XLB",2009-12-18 00:00:00.000,0.177,0.177,,,,
"XLB",2010-03-19 00:00:00.000,0.073,0.073,,,,
"XLB",2010-06-18 00:00:00.000,0.136,0.136,,,,
"XLB",2010-09-17 00:00:00.000,0.666,0.666,,,,
"XLB",2010-12-17 00:00:00.000,0.303,0.303,,,,
"XLB",2011-03-18 00:00:00.000,0.124,0.124,,,,
"XLB",2011-06-17 00:00:00.000,0.205,0.205,,,,
"XLB",2011-09-16 00:00:00.000,0.183,0.183,,,,
"XLB",2011-12-16 00:00:00.000,0.225,0.225,,,,
"XLB",2012-03-16 00:00:00.000,0.141,0.141,,,,
"XLB",2012-06-15 00:00:00.000,0.185,0.185,,,,
"XLB",2012-09-21 00:00:00.000,0.197,0.197,,,,
"XLB",2012-12-21 00:00:00.000,0.33,0.33,,,,
"XLB",2013-03-15 00:00:00.000,0.164,0.164,,,,
"XLB",2013-06-21 00:00:00.000,0.298,0.298,,,,
"XLB",2013-09-20 00:00:00.000,0.216,0.216,,,,
"XLB",2013-12-20 00:00:00.000,0.282,0.282,,,,
"XLB",2014-03-21 00:00:00.000,0.19,0.19,,,,
"XLB",2014-06-20 00:00:00.000,0.231,0.231,,,,
"XLB",2014-09-19 00:00:00.000,0.234,0.234,,,,
"XLB",2014-12-19 00:00:00.000,0.304,0.304,,,,
"XLB",2014-12-29 00:00:00.000,0,0,,,,
"XLB",2015-03-20 00:00:00.000,0.185,0.185,,,,
"XLB",2015-06-19 00:00:00.000,0.231,0.231,,,,
"XLB",2015-09-18 00:00:00.000,0.238,0.238,,,,
"XLB",2015-12-18 00:00:00.000,0.321,0.321,,,,
"XLB",2016-03-18 00:00:00.000,0.157,0.157,,,,
"XLB",2016-06-17 00:00:00.000,0.235,0.235,,,,
"XLB",2016-09-16 00:00:00.000,0.242,0.242,,,,
"XLB",2016-12-16 00:00:00.000,0.334,0.334,,,,
"XLB",2017-03-17 00:00:00.000,0.164,0.164,,,,
"XLB",2017-06-16 00:00:00.000,0.252,0.252,,,,
"XLB",2017-09-15 00:00:00.000,0.302,0.302,,,,
"XLB",2017-12-15 00:00:00.000,0.288,0.288,,,,
"XLB",2018-03-16 00:00:00.000,0.226,0.226,,,,
"XLB",2018-06-15 00:00:00.000,0.28,0.28,,,,
"XLB",2018-09-21 00:00:00.000,0.289,0.289,,,,
"XLB",2018-12-21 00:00:00.000,0.319,0.319,,,,
"XLB",2019-03-15 00:00:00.000,0.239,0.239,,,,
"XLB",2019-06-21 00:00:00.000,0.346,0.346,,,,
"XLB",2019-09-20 00:00:00.000,0.294,0.294,,,,
"XLB",2019-12-20 00:00:00.000,0.334,0.334,,,,
"XLB",2020-03-23 00:00:00.000,0.27,0.27,,,,
"XLB",2020-06-22 00:00:00.000,0.307,0.307,,,,
"XLB",2020-09-21 00:00:00.000,0.308,0.308,,,,
"XLB",2020-12-21 00:00:00.000,0.359,0.359,,,,
"XLE",2003-03-21 00:00:00.000,0.119,0.119,,,,
"XLE",2003-06-20 00:00:00.000,0.118,0.118,,,,
"XLE",2003-09-19 00:00:00.000,0.121,0.121,,,,
"XLE",2003-12-19 00:00:00.000,0.122,0.122,,,,
"XLE",2004-03-19 00:00:00.000,0.127,0.127,,,,
"XLE",2004-06-18 00:00:00.000,0.124,0.124,,,,
"XLE",2004-09-17 00:00:00.000,0.133,0.133,,,,
"XLE",2004-12-17 00:00:00.000,0.131,0.131,,,,
"XLE",2005-03-18 00:00:00.000,0.144,0.144,,,,
"XLE",2005-06-17 00:00:00.000,0.141,0.141,,,,
"XLE",2005-09-16 00:00:00.000,0.148,0.148,,,,
"XLE",2005-12-16 00:00:00.000,0.137,0.137,,,,
"XLE",2006-03-17 00:00:00.000,0.161,0.161,,,,
"XLE",2006-06-16 00:00:00.000,0.197,0.197,,,,
"XLE",2006-09-15 00:00:00.000,0.177,0.177,,,,
"XLE",2006-12-15 00:00:00.000,0.184,0.184,,,,
"XLE",2007-03-16 00:00:00.000,0.187,0.187,,,,
"XLE",2007-06-15 00:00:00.000,0.203,0.203,,,,
"XLE",2007-09-21 00:00:00.000,0.198,0.198,,,,
"XLE",2007-12-21 00:00:00.000,0.199,0.199,,,,
"XLE",2008-03-20 00:00:00.000,0.203,0.203,,,,
"XLE",2008-06-20 00:00:00.000,0.228,0.228,,,,
"XLE",2008-09-19 00:00:00.000,0.215,0.215,,,,
"XLE",2008-12-19 00:00:00.000,0.239,0.239,,,,
"XLE",2009-03-20 00:00:00.000,0.23,0.23,,,,
"XLE",2009-06-19 00:00:00.000,0.254,0.254,,,,
"XLE",2009-09-18 00:00:00.000,0.246,0.246,,,,
"XLE",2009-12-18 00:00:00.000,0.304,0.304,,,,
"XLE",2010-03-19 00:00:00.000,0.203,0.203,,,,
"XLE",2010-06-18 00:00:00.000,0.252,0.252,,,,
"XLE",2010-09-17 00:00:00.000,0.249,0.249,,,,
"XLE",2010-12-17 00:00:00.000,0.293,0.293,,,,
"XLE",2011-03-18 00:00:00.000,0.255,0.255,,,,
"XLE",2011-06-17 00:00:00.000,0.265,0.265,,,,
"XLE",2011-09-16 00:00:00.000,0.264,0.264,,,,
"XLE",2011-12-16 00:00:00.000,0.277,0.277,,,,
"XLE",2012-03-16 00:00:00.000,0.285,0.285,,,,
"XLE",2012-06-15 00:00:00.000,0.311,0.311,,,,
"XLE",2012-09-21 00:00:00.000,0.334,0.334,,,,
"XLE",2012-12-21 00:00:00.000,0.371,0.371,,,,
"XLE",2013-03-15 00:00:00.000,0.357,0.357,,,,
"XLE",2013-06-21 00:00:00.000,0.374,0.374,,,,
"XLE",2013-09-20 00:00:00.000,0.393,0.393,,,,
"XLE",2013-12-20 00:00:00.000,0.403,0.403,,,,
"XLE",2014-03-21 00:00:00.000,0.427,0.427,,,,
"XLE",2014-06-20 00:00:00.000,0.464,0.464,,,,
"XLE",2014-09-19 00:00:00.000,0.483,0.483,,,,
"XLE",2014-12-19 00:00:00.000,0.485,0.485,,,,
"XLE",2015-03-20 00:00:00.000,0.515,0.515,,,,
"XLE",2015-06-19 00:00:00.000,0.509,0.509,,,,
"XLE",2015-09-18 00:00:00.000,0.478,0.478,,,,
"XLE",2015-12-18 00:00:00.000,0.542,0.542,,,,
"XLE",2016-03-18 00:00:00.000,0.452,0.452,,,,
"XLE",2016-06-17 00:00:00.000,0.436,0.436,,,,
"XLE",2016-09-16 00:00:00.000,0.411,0.411,,,,
"XLE",2016-12-16 00:00:00.000,0.402,0.402,,,,
"XLE",2017-03-17 00:00:00.000,0.419,0.419,,,,
"XLE",2017-06-16 00:00:00.000,0.449,0.449,,,,
"XLE",2017-09-15 00:00:00.000,0.865,0.865,,,,
"XLE",2017-12-15 00:00:00.000,0.458,0.458,,,,
"XLE",2018-03-16 00:00:00.000,0.475,0.475,,,,
"XLE",2018-06-15 00:00:00.000,0.512,0.512,,,,
"XLE",2018-09-21 00:00:00.000,0.513,0.513,,,,
"XLE",2018-12-21 00:00:00.000,0.53,0.53,,,,
"XLE",2019-03-15 00:00:00.000,0.514,0.514,,,,
"XLE",2019-06-21 00:00:00.000,0.576,0.576,,,,
"XLE",2019-09-20 00:00:00.000,0.56,0.56,,,,
"XLE",2019-12-20 00:00:00.000,0.593,0.593,,,,
"XLE",2019-12-30 00:00:00.000,1.791,1.791,,,,
"XLE",2020-03-23 00:00:00.000,0.566,0.566,,,,
"XLE",2020-06-22 00:00:00.000,0.501,0.501,,,,
"XLE",2020-09-21 00:00:00.000,0.544,0.544,,,,
"XLE",2020-12-21 00:00:00.000,0.52,0.52,,,,
"XLF",2003-03-21 00:00:00.000,0.0788,0.0788,,,,
"XLF",2003-06-20 00:00:00.000,0.09423,0.09423,,,,
"XLF",2003-09-19 00:00:00.000,0.11292,0.11292,,,,
"XLF",2003-12-19 00:00:00.000,0.13323,0.13323,,,,
"XLF",2004-03-19 00:00:00.000,0.10885,0.10885,,,,
"XLF",2004-06-18 00:00:00.000,0.1186,0.1186,,,,
"XLF",2004-09-17 00:00:00.000,0.12835,0.12835,,,,
"XLF",2004-12-17 00:00:00.000,0.15191,0.15191,,,,
"XLF",2005-03-18 00:00:00.000,0.12591,0.12591,,,,
"XLF",2005-06-17 00:00:00.000,0.14216,0.14216,,,,
"XLF",2005-09-16 00:00:00.000,0.13972,0.13972,,,,
"XLF",2005-12-16 00:00:00.000,0.16897,0.16897,,,,
"XLF",2006-03-17 00:00:00.000,0.14379,0.14379,,,,
"XLF",2006-06-16 00:00:00.000,0.15191,0.15191,,,,
"XLF",2006-09-15 00:00:00.000,0.1576,0.1576,,,,
"XLF",2006-12-15 00:00:00.000,0.22827,0.22827,,,,
"XLF",2007-03-16 00:00:00.000,0.12023,0.12023,,,,
"XLF",2007-06-15 00:00:00.000,0.16572,0.16572,,,,
"XLF",2007-09-21 00:00:00.000,0.20715,0.20715,,,,
"XLF",2007-12-21 00:00:00.000,0.21284,0.21284,,,,
"XLF",2008-03-20 00:00:00.000,0.16084,0.16084,,,,
"XLF",2008-06-20 00:00:00.000,0.16247,0.16247,,,,
"XLF",2008-09-19 00:00:00.000,0.15435,0.15435,,,,
"XLF",2008-12-19 00:00:00.000,0.14866,0.14866,,,,
"XLF",2009-03-20 00:00:00.000,0.06986,0.06986,,,,
"XLF",2009-06-19 00:00:00.000,0.04955,0.04955,,,,
"XLF",2009-09-18 00:00:00.000,0.03818,0.03818,,,,
"XLF",2009-12-18 00:00:00.000,0.04224,0.04224,,,,
"XLF",2010-03-19 00:00:00.000,0.02924,0.02924,,,,
"XLF",2010-06-18 00:00:00.000,0.02518,0.02518,,,,
"XLF",2010-09-17 00:00:00.000,0.02681,0.02681,,,,
"XLF",2010-12-17 00:00:00.000,0.04549,0.04549,,,,
"XLF",2011-03-18 00:00:00.000,0.03412,0.03412,,,,
"XLF",2011-06-17 00:00:00.000,0.04305,0.04305,,,,
"XLF",2011-09-16 00:00:00.000,0.04062,0.04062,,,,
"XLF",2011-12-16 00:00:00.000,0.06499,0.06499,,,,
"XLF",2012-03-16 00:00:00.000,0.04062,0.04062,,,,
"XLF",2012-06-15 00:00:00.000,0.05524,0.05524,,,,
"XLF",2012-09-21 00:00:00.000,0.05361,0.05361,,,,
"XLF",2012-12-21 00:00:00.000,0.08448,0.08448,,,,
"XLF",2013-03-15 00:00:00.000,0.05037,0.05037,,,,
"XLF",2013-06-21 00:00:00.000,0.06255,0.06255,,,,
"XLF",2013-09-20 00:00:00.000,0.0658,0.0658,,,,
"XLF",2013-12-20 00:00:00.000,0.08205,0.08205,,,,
"XLF",2014-03-21 00:00:00.000,0.06742,0.06742,,,,
"XLF",2014-06-20 00:00:00.000,0.07311,0.07311,,,,
"XLF",2014-09-19 00:00:00.000,0.07961,0.07961,,,,
"XLF",2014-12-19 00:00:00.000,0.10236,0.10236,,,,
"XLF",2015-03-20 00:00:00.000,0.07392,0.07392,,,,
"XLF",2015-06-19 00:00:00.000,0.08936,0.08936,,,,
"XLF",2015-09-18 00:00:00.000,0.0918,0.0918,,,,
"XLF",2015-12-18 00:00:00.000,0.12185,0.12185,,,,
"XLF",2016-03-18 00:00:00.000,0.08123,0.08123,,,,
"XLF",2016-06-17 00:00:00.000,0.09829,0.09829,,,,
"XLF",2016-09-16 00:00:00.000,0.09261,0.09261,,,,
"XLF",2016-09-19 00:00:00.000,4.44356,4.44356,,,,
"XLF",2016-12-16 00:00:00.000,0.107,0.107,,,,
"XLF",2017-03-17 00:00:00.000,0.088,0.088,,,,
"XLF",2017-06-16 00:00:00.000,0.093,0.093,,,,
"XLF",2017-09-15 00:00:00.000,0.103,0.103,,,,
"XLF",2017-12-15 00:00:00.000,0.128,0.128,,,,
"XLF",2018-03-16 00:00:00.000,0.105,0.105,,,,
"XLF",2018-06-15 00:00:00.000,0.119,0.119,,,,
"XLF",2018-09-21 00:00:00.000,0.128,0.128,,,,
"XLF",2018-12-21 00:00:00.000,0.145,0.145,,,,
"XLF",2019-03-15 00:00:00.000,0.135,0.135,,,,
"XLF",2019-06-21 00:00:00.000,0.139,0.139,,,,
"XLF",2019-09-20 00:00:00.000,0.144,0.144,,,,
"XLF",2019-12-20 00:00:00.000,0.156,0.156,,,,
"XLF",2020-03-23 00:00:00.000,0.159,0.159,,,,
"XLF",2020-06-22 00:00:00.000,0.152,0.152,,,,
"XLF",2020-09-21 00:00:00.000,0.135,0.135,,,,
"XLF",2020-12-21 00:00:00.000,0.152,0.152,,,,
"XLV",2003-03-21 00:00:00.000,0.072,0.072,,,,
"XLV",2003-06-20 00:00:00.000,0.086,0.086,,,,
"XLV",2003-09-19 00:00:00.000,0.086,0.086,,,,
"XLV",2003-12-19 00:00:00.000,0.103,0.103,,,,
"XLV",2004-03-19 00:00:00.000,0.075,0.075,,,,
"XLV",2004-06-18 00:00:00.000,0.086,0.086,,,,
"XLV",2004-09-17 00:00:00.000,0.089,0.089,,,,
"XLV",2004-12-17 00:00:00.000,0.093,0.093,,,,
"XLV",2005-03-18 00:00:00.000,0.101,0.101,,,,
"XLV",2005-06-17 00:00:00.000,0.096,0.096,,,,
"XLV",2005-09-16 00:00:00.000,0.096,0.096,,,,
"XLV",2005-12-16 00:00:00.000,0.104,0.104,,,,
"XLV",2006-03-17 00:00:00.000,0.107,0.107,,,,
"XLV",2006-06-16 00:00:00.000,0.111,0.111,,,,
"XLV",2006-09-15 00:00:00.000,0.113,0.113,,,,
"XLV",2006-12-15 00:00:00.000,0.117,0.117,,,,
"XLV",2007-03-16 00:00:00.000,0.124,0.124,,,,
"XLV",2007-06-15 00:00:00.000,0.193,0.193,,,,
"XLV",2007-09-21 00:00:00.000,0.123,0.123,,,,
"XLV",2007-12-21 00:00:00.000,0.13,0.13,,,,
"XLV",2008-03-20 00:00:00.000,0.139,0.139,,,,
"XLV",2008-06-20 00:00:00.000,0.142,0.142,,,,
"XLV",2008-09-19 00:00:00.000,0.142,0.142,,,,
"XLV",2008-12-19 00:00:00.000,0.158,0.158,,,,
"XLV",2009-03-20 00:00:00.000,0.146,0.146,,,,
"XLV",2009-06-19 00:00:00.000,0.13,0.13,,,,
"XLV",2009-09-18 00:00:00.000,0.127,0.127,,,,
"XLV",2009-12-18 00:00:00.000,0.171,0.171,,,,
"XLV",2010-03-19 00:00:00.000,0.108,0.108,,,,
"XLV",2010-06-18 00:00:00.000,0.151,0.151,,,,
"XLV",2010-09-17 00:00:00.000,0.154,0.154,,,,
"XLV",2010-12-17 00:00:00.000,0.164,0.164,,,,
"XLV",2011-03-18 00:00:00.000,0.145,0.145,,,,
"XLV",2011-06-17 00:00:00.000,0.17,0.17,,,,
"XLV",2011-09-16 00:00:00.000,0.177,0.177,,,,
"XLV",2011-12-16 00:00:00.000,0.188,0.188,,,,
"XLV",2012-03-16 00:00:00.000,0.186,0.186,,,,
"XLV",2012-06-15 00:00:00.000,0.199,0.199,,,,
"XLV",2012-09-21 00:00:00.000,0.199,0.199,,,,
"XLV",2012-12-21 00:00:00.000,0.219,0.219,,,,
"XLV",2013-03-15 00:00:00.000,0.194,0.194,,,,
"XLV",2013-06-21 00:00:00.000,0.212,0.212,,,,
"XLV",2013-09-20 00:00:00.000,0.213,0.213,,,,
