DATEKEY,YEAR,MONTH,UNIQUE_CARRIER,EMPFULL,EMPPART,EMPTOTAL,EMPFTE
2019-09-30 00:00:00.000,2019,9,"OH",4605,8,4613,4609
2019-09-30 00:00:00.000,2019,9,"OO",13176,4004,17180,15178
2019-09-30 00:00:00.000,2019,9,"PFQ",58,1,59,59
2019-09-30 00:00:00.000,2019,9,"PM",22,27,49,36
2019-09-30 00:00:00.000,2019,9,"QX",3377,833,4210,3794
2019-09-30 00:00:00.000,2019,9,"SI",14,24,38,26
2019-09-30 00:00:00.000,2019,9,"SY",1510,19,1529,1520
2019-09-30 00:00:00.000,2019,9,"UA",79224,11643,90867,85046
2019-09-30 00:00:00.000,2019,9,"WI",324,62,386,355
2019-09-30 00:00:00.000,2019,9,"WL",174,7,181,178
2019-09-30 00:00:00.000,2019,9,"WN",59453,2274,61727,60590
2019-09-30 00:00:00.000,2019,9,"X9",994,2,996,995
2019-09-30 00:00:00.000,2019,9,"XP",16,8,24,20
2019-09-30 00:00:00.000,2019,9,"YV",3583,22,3605,3594
2019-09-30 00:00:00.000,2019,9,"YX",5973,300,6273,6123
2019-10-31 00:00:00.000,2019,10,"09Q",510,33,543,527
2019-10-31 00:00:00.000,2019,10,"1EQ",39,29,68,54
2019-10-31 00:00:00.000,2019,10,"1TQ",141,48,189,165
2019-10-31 00:00:00.000,2019,10,"27Q",712,1,713,713
2019-10-31 00:00:00.000,2019,10,"2HQ",150,11,161,156
2019-10-31 00:00:00.000,2019,10,"34Q",27,15,42,35
2019-10-31 00:00:00.000,2019,10,"37Q",33,1,34,34
2019-10-31 00:00:00.000,2019,10,"5V",301,59,360,331
2019-10-31 00:00:00.000,2019,10,"5X",6077,127,6204,6141
2019-10-31 00:00:00.000,2019,10,"5Y",3164,7,3171,3168
2019-10-31 00:00:00.000,2019,10,"9E",4635,99,4734,4685
2019-10-31 00:00:00.000,2019,10,"AA",95541,11889,107430,101486
2019-10-31 00:00:00.000,2019,10,"ABX",475,2,477,476
2019-10-31 00:00:00.000,2019,10,"AS",16022,1858,17880,16951
2019-10-31 00:00:00.000,2019,10,"B6",16751,4930,21681,19216
2019-10-31 00:00:00.000,2019,10,"DL",79931,10371,90302,85117
2019-10-31 00:00:00.000,2019,10,"EV",2833,13,2846,2840
2019-10-31 00:00:00.000,2019,10,"F9",4834,46,4880,4857
2019-10-31 00:00:00.000,2019,10,"FX",182948,63563,246511,214730
2019-10-31 00:00:00.000,2019,10,"G4",3896,456,4352,4124
2019-10-31 00:00:00.000,2019,10,"GL",332,13,345,339
2019-10-31 00:00:00.000,2019,10,"HA",5945,1466,7411,6678
2019-10-31 00:00:00.000,2019,10,"KAQ",2059,10,2069,2064
2019-10-31 00:00:00.000,2019,10,"KD",416,2,418,417
2019-10-31 00:00:00.000,2019,10,"KH",383,61,444,414
2019-10-31 00:00:00.000,2019,10,"MQ",12390,4373,16763,14577
2019-10-31 00:00:00.000,2019,10,"NC",387,5,392,390
2019-10-31 00:00:00.000,2019,10,"NK",8103,342,8445,8274
2019-10-31 00:00:00.000,2019,10,"OH",4676,8,4684,4680
2019-10-31 00:00:00.000,2019,10,"OO",13154,4049,17203,15179
2019-10-31 00:00:00.000,2019,10,"PFQ",62,1,63,63
2019-10-31 00:00:00.000,2019,10,"PM",21,27,48,35
2019-10-31 00:00:00.000,2019,10,"QX",3384,839,4223,3804
2019-10-31 00:00:00.000,2019,10,"SI",14,22,36,25
2019-10-31 00:00:00.000,2019,10,"SY",1511,18,1529,1520
2019-10-31 00:00:00.000,2019,10,"UA",79342,11767,91109,85226
2019-10-31 00:00:00.000,2019,10,"WI",324,62,386,355
2019-10-31 00:00:00.000,2019,10,"WL",181,6,187,184
2019-10-31 00:00:00.000,2019,10,"WN",59657,2308,61965,60811
2019-10-31 00:00:00.000,2019,10,"X9",1000,2,1002,1001
2019-10-31 00:00:00.000,2019,10,"XP",16,9,25,21
2019-10-31 00:00:00.000,2019,10,"YV",3578,22,3600,3589
2019-10-31 00:00:00.000,2019,10,"YX",6038,293,6331,6185
2019-11-30 00:00:00.000,2019,11,"09Q",561,28,589,575
2019-11-30 00:00:00.000,2019,11,"1EQ",39,29,68,54
2019-11-30 00:00:00.000,2019,11,"1TQ",151,49,200,176
2019-11-30 00:00:00.000,2019,11,"27Q",709,1,710,710
2019-11-30 00:00:00.000,2019,11,"2HQ",132,12,144,138
2019-11-30 00:00:00.000,2019,11,"34Q",27,15,42,35
2019-11-30 00:00:00.000,2019,11,"37Q",32,1,33,33
2019-11-30 00:00:00.000,2019,11,"5V",302,65,367,335
2019-11-30 00:00:00.000,2019,11,"5X",6100,128,6228,6164
2019-11-30 00:00:00.000,2019,11,"5Y",3171,7,3178,3175
2019-11-30 00:00:00.000,2019,11,"9E",4740,101,4841,4791
2019-11-30 00:00:00.000,2019,11,"AA",95225,11899,107124,101175
2019-11-30 00:00:00.000,2019,11,"ABX",472,2,474,473
2019-11-30 00:00:00.000,2019,11,"AS",16048,1799,17847,16948
2019-11-30 00:00:00.000,2019,11,"B6",16780,4906,21686,19233
2019-11-30 00:00:00.000,2019,11,"DL",79636,10360,89996,84816
2019-11-30 00:00:00.000,2019,11,"EV",2890,14,2904,2897
2019-11-30 00:00:00.000,2019,11,"F9",4893,45,4938,4916
2019-11-30 00:00:00.000,2019,11,"FX",183804,64089,247893,215849
2019-11-30 00:00:00.000,2019,11,"G4",3926,461,4387,4157
2019-11-30 00:00:00.000,2019,11,"GL",372,11,383,378
2019-11-30 00:00:00.000,2019,11,"HA",5992,1461,7453,6723
2019-11-30 00:00:00.000,2019,11,"KAQ",2074,10,2084,2079
2019-11-30 00:00:00.000,2019,11,"KD",399,2,401,400
2019-11-30 00:00:00.000,2019,11,"KH",365,58,423,394
2019-11-30 00:00:00.000,2019,11,"MQ",12471,4375,16846,14659
2019-11-30 00:00:00.000,2019,11,"NC",381,4,385,383
2019-11-30 00:00:00.000,2019,11,"NK",8273,395,8668,8471
2019-11-30 00:00:00.000,2019,11,"OH",4740,8,4748,4744
2019-11-30 00:00:00.000,2019,11,"OO",13291,4284,17575,15433
2019-11-30 00:00:00.000,2019,11,"PFQ",63,1,64,64
2019-11-30 00:00:00.000,2019,11,"PM",21,27,48,35
2019-11-30 00:00:00.000,2019,11,"QX",3485,833,4318,3902
2019-11-30 00:00:00.000,2019,11,"SI",14,22,36,25
2019-11-30 00:00:00.000,2019,11,"SY",1496,19,1515,1506
2019-11-30 00:00:00.000,2019,11,"UA",79301,11814,91115,85208
2019-11-30 00:00:00.000,2019,11,"WI",309,46,355,332
2019-11-30 00:00:00.000,2019,11,"WL",157,5,162,160
2019-11-30 00:00:00.000,2019,11,"WN",59605,2282,61887,60746
2019-11-30 00:00:00.000,2019,11,"X9",1024,2,1026,1025
2019-11-30 00:00:00.000,2019,11,"XP",16,9,25,21
2019-11-30 00:00:00.000,2019,11,"YV",3585,22,3607,3596
2019-11-30 00:00:00.000,2019,11,"YX",6071,295,6366,6219
2019-12-31 00:00:00.000,2019,12,"1EQ",39,29,68,54
2019-12-31 00:00:00.000,2019,12,"1TQ",149,44,193,171
2019-12-31 00:00:00.000,2019,12,"27Q",703,1,704,704
2019-12-31 00:00:00.000,2019,12,"2HQ",121,9,130,126
2019-12-31 00:00:00.000,2019,12,"34Q",27,15,42,35
2019-12-31 00:00:00.000,2019,12,"37Q",34,1,35,35
2019-12-31 00:00:00.000,2019,12,"5V",299,55,354,327
2019-12-31 00:00:00.000,2019,12,"5X",6120,129,6249,6185
2019-12-31 00:00:00.000,2019,12,"5Y",3160,6,3166,3163
2019-12-31 00:00:00.000,2019,12,"9E",4743,104,4847,4795
2019-12-31 00:00:00.000,2019,12,"AA",95518,11863,107381,101450
2019-12-31 00:00:00.000,2019,12,"ABX",470,2,472,471
2019-12-31 00:00:00.000,2019,12,"AS",16060,1857,17917,16989
2019-12-31 00:00:00.000,2019,12,"B6",16648,4851,21499,19074
2019-12-31 00:00:00.000,2019,12,"DL",79841,10565,90406,85124
2019-12-31 00:00:00.000,2019,12,"EV",2876,16,2892,2884
2019-12-31 00:00:00.000,2019,12,"F9",4905,60,4965,4935
2019-12-31 00:00:00.000,2019,12,"FX",183740,64215,247955,215848
2019-12-31 00:00:00.000,2019,12,"G4",3908,457,4365,4137
2019-12-31 00:00:00.000,2019,12,"GL",338,13,351,345
2019-12-31 00:00:00.000,2019,12,"HA",6011,1426,7437,6724
2019-12-31 00:00:00.000,2019,12,"KAQ",2077,8,2085,2081
2019-12-31 00:00:00.000,2019,12,"KD",395,1,396,396
2019-12-31 00:00:00.000,2019,12,"KH",367,64,431,399
2019-12-31 00:00:00.000,2019,12,"L2",206,1,207,207
2019-12-31 00:00:00.000,2019,12,"MQ",12449,4486,16935,14692
2019-12-31 00:00:00.000,2019,12,"NC",376,2,378,377
2019-12-31 00:00:00.000,2019,12,"NK",8607,386,8993,8800
2019-12-31 00:00:00.000,2019,12,"OH",4705,8,4713,4709
2019-12-31 00:00:00.000,2019,12,"OO",13430,4343,17773,15602
2019-12-31 00:00:00.000,2019,12,"PFQ",63,1,64,64
2019-12-31 00:00:00.000,2019,12,"PM",21,27,48,35
2019-12-31 00:00:00.000,2019,12,"QX",3493,808,4301,3897
2019-12-31 00:00:00.000,2019,12,"SI",14,21,35,25
2019-12-31 00:00:00.000,2019,12,"SY",1536,22,1558,1547
2019-12-31 00:00:00.000,2019,12,"UA",79745,11701,91446,85596
2019-12-31 00:00:00.000,2019,12,"WI",275,71,346,311
2019-12-31 00:00:00.000,2019,12,"WL",154,4,158,156
2019-12-31 00:00:00.000,2019,12,"WN",59629,2276,61905,60767
2019-12-31 00:00:00.000,2019,12,"X9",1043,2,1045,1044
2019-12-31 00:00:00.000,2019,12,"XP",16,9,25,21
2019-12-31 00:00:00.000,2019,12,"YV",3617,13,3630,3624
2019-12-31 00:00:00.000,2019,12,"YX",6070,290,6360,6215
2019-01-31 00:00:00.000,2019,1,"09Q",481,36,517,499
2019-01-31 00:00:00.000,2019,1,"1BQ",174,3,177,176
2019-01-31 00:00:00.000,2019,1,"1EQ",39,29,68,54
2019-01-31 00:00:00.000,2019,1,"27Q",765,1,766,766
2019-01-31 00:00:00.000,2019,1,"2HQ",154,23,177,166
2019-01-31 00:00:00.000,2019,1,"34Q",26,15,41,34
2019-01-31 00:00:00.000,2019,1,"37Q",32,1,33,33
2019-01-31 00:00:00.000,2019,1,"3EQ",70,2,72,71
2019-01-31 00:00:00.000,2019,1,"5V",309,58,367,338
2019-01-31 00:00:00.000,2019,1,"5X",5906,144,6050,5978
2019-01-31 00:00:00.000,2019,1,"5Y",2965,9,2974,2970
2019-01-31 00:00:00.000,2019,1,"9E",4459,111,4570,4515
2019-01-31 00:00:00.000,2019,1,"AA",94446,12353,106799,100623
2019-01-31 00:00:00.000,2019,1,"ABX",453,2,455,454
2019-01-31 00:00:00.000,2019,1,"AS",15608,1894,17502,16555
2019-01-31 00:00:00.000,2019,1,"B6",15995,5211,21206,18601
2019-01-31 00:00:00.000,2019,1,"DL",78055,10684,88739,83397
2019-01-31 00:00:00.000,2019,1,"EV",2918,20,2938,2928
2019-01-31 00:00:00.000,2019,1,"F9",4309,34,4343,4326
2019-01-31 00:00:00.000,2019,1,"FX",177657,64243,241900,209779
2019-01-31 00:00:00.000,2019,1,"G4",3526,435,3961,3744
2019-01-31 00:00:00.000,2019,1,"GL",335,16,351,343
2019-01-31 00:00:00.000,2019,1,"HA",5743,1507,7250,6497
2019-01-31 00:00:00.000,2019,1,"KAQ",1797,12,1809,1803
2019-01-31 00:00:00.000,2019,1,"KD",410,4,414,412
2019-01-31 00:00:00.000,2019,1,"KH",372,65,437,405
2019-01-31 00:00:00.000,2019,1,"L2",197,2,199,198
2019-01-31 00:00:00.000,2019,1,"MQ",11798,3975,15773,13786
2019-01-31 00:00:00.000,2019,1,"NC",403,20,423,413
2019-01-31 00:00:00.000,2019,1,"NK",7406,294,7700,7553
2019-01-31 00:00:00.000,2019,1,"OH",4112,9,4121,4117
2019-01-31 00:00:00.000,2019,1,"OO",13069,3791,16860,14965
2019-01-31 00:00:00.000,2019,1,"PFQ",56,3,59,58
2019-01-31 00:00:00.000,2019,1,"PM",26,24,50,38
2019-01-31 00:00:00.000,2019,1,"QX",3342,754,4096,3719
2019-01-31 00:00:00.000,2019,1,"SI",14,22,36,25
2019-01-31 00:00:00.000,2019,1,"SY",1649,37,1686,1668
2019-01-31 00:00:00.000,2019,1,"U7",411,40,451,431
2019-01-31 00:00:00.000,2019,1,"UA",77674,11152,88826,83250
2019-01-31 00:00:00.000,2019,1,"WI",404,58,462,433
2019-01-31 00:00:00.000,2019,1,"WL",159,13,172,166
2019-01-31 00:00:00.000,2019,1,"WN",57902,2361,60263,59083
2019-01-31 00:00:00.000,2019,1,"X9",960,4,964,962
2019-01-31 00:00:00.000,2019,1,"YV",3492,11,3503,3498
2019-01-31 00:00:00.000,2019,1,"YX",5776,295,6071,5924
2019-02-28 00:00:00.000,2019,2,"09Q",498,35,533,516
2019-02-28 00:00:00.000,2019,2,"1BQ",164,2,166,165
2019-02-28 00:00:00.000,2019,2,"1EQ",39,29,68,54
2019-02-28 00:00:00.000,2019,2,"1TQ",102,45,147,125
2019-02-28 00:00:00.000,2019,2,"27Q",772,1,773,773
2019-02-28 00:00:00.000,2019,2,"2HQ",159,25,184,172
2019-02-28 00:00:00.000,2019,2,"34Q",26,15,41,34
2019-02-28 00:00:00.000,2019,2,"37Q",32,1,33,33
2019-02-28 00:00:00.000,2019,2,"3EQ",70,2,72,71
2019-02-28 00:00:00.000,2019,2,"5V",309,58,367,338
2019-02-28 00:00:00.000,2019,2,"5X",5917,147,6064,5991
2019-02-28 00:00:00.000,2019,2,"5Y",3007,9,3016,3012
2019-02-28 00:00:00.000,2019,2,"9E",4460,111,4571,4516
2019-02-28 00:00:00.000,2019,2,"AA",94466,12235,106701,100584
2019-02-28 00:00:00.000,2019,2,"ABX",443,2,445,444
2019-02-28 00:00:00.000,2019,2,"AS",15659,1908,17567,16613
2019-02-28 00:00:00.000,2019,2,"B6",16079,5254,21333,18706
2019-02-28 00:00:00.000,2019,2,"DL",78645,10846,89491,84068
2019-02-28 00:00:00.000,2019,2,"EV",2774,2,2776,2775
2019-02-28 00:00:00.000,2019,2,"F9",4372,40,4412,4392
2019-02-28 00:00:00.000,2019,2,"FX",176830,64126,240956,208893
2019-02-28 00:00:00.000,2019,2,"G4",3636,430,4066,3851
2019-02-28 00:00:00.000,2019,2,"GL",327,15,342,335
2019-02-28 00:00:00.000,2019,2,"HA",5772,1500,7272,6522
2019-02-28 00:00:00.000,2019,2,"KAQ",1851,13,1864,1858
2019-02-28 00:00:00.000,2019,2,"KD",437,3,440,439
2019-02-28 00:00:00.000,2019,2,"KH",370,66,436,403
2019-02-28 00:00:00.000,2019,2,"L2",197,2,199,198
2019-02-28 00:00:00.000,2019,2,"MQ",11810,4016,15826,13818
2019-02-28 00:00:00.000,2019,2,"NC",408,20,428,418
2019-02-28 00:00:00.000,2019,2,"NK",7489,296,7785,7637
2019-02-28 00:00:00.000,2019,2,"OH",4142,8,4150,4146
2019-02-28 00:00:00.000,2019,2,"OO",13108,3860,16968,15038
2019-02-28 00:00:00.000,2019,2,"PFQ",55,3,58,57
2019-02-28 00:00:00.000,2019,2,"PM",26,24,50,38
2019-02-28 00:00:00.000,2019,2,"QX",3351,732,4083,3717
2019-02-28 00:00:00.000,2019,2,"SI",14,22,36,25
2019-02-28 00:00:00.000,2019,2,"SY",1523,29,1552,1538
2019-02-28 00:00:00.000,2019,2,"U7",413,35,448,431
2019-02-28 00:00:00.000,2019,2,"UA",77959,11092,89051,83505
2019-02-28 00:00:00.000,2019,2,"WI",383,54,437,410
2019-02-28 00:00:00.000,2019,2,"WL",171,11,182,177
2019-02-28 00:00:00.000,2019,2,"WN",58156,2292,60448,59302
2019-02-28 00:00:00.000,2019,2,"X9",974,3,977,976
2019-02-28 00:00:00.000,2019,2,"YV",3424,12,3436,3430
2019-02-28 00:00:00.000,2019,2,"YX",5751,299,6050,5901
