Date,Year,Quarter,MonthOfYear,DayOfMonth,Month Name,Short Month & Year,Quarter & Year,DayInWeek,DayOfWeekName,WeekEnding,Week Number,MonthnYear,QuarternYear,ShortYear,FY,Month & Year
2015-09-04 00:00:00.000,2015,3,9,4,"September","Sep 2015","Q3 2015",4,"Friday",2015-09-06 00:00:00.000,36,20150900,20150300,"15","FY16","September 2015"
2015-09-05 00:00:00.000,2015,3,9,5,"September","Sep 2015","Q3 2015",5,"Saturday",2015-09-06 00:00:00.000,36,20150900,20150300,"15","FY16","September 2015"
2015-09-06 00:00:00.000,2015,3,9,6,"September","Sep 2015","Q3 2015",6,"Sunday",2015-09-06 00:00:00.000,36,20150900,20150300,"15","FY16","September 2015"
2015-09-28 00:00:00.000,2015,3,9,28,"September","Sep 2015","Q3 2015",0,"Monday",2015-10-04 00:00:00.000,40,20150900,20150300,"15","FY16","September 2015"
2015-09-29 00:00:00.000,2015,3,9,29,"September","Sep 2015","Q3 2015",1,"Tuesday",2015-10-04 00:00:00.000,40,20150900,20150300,"15","FY16","September 2015"
2015-09-30 00:00:00.000,2015,3,9,30,"September","Sep 2015","Q3 2015",2,"Wednesday",2015-10-04 00:00:00.000,40,20150900,20150300,"15","FY16","September 2015"
2016-09-01 00:00:00.000,2016,3,9,1,"September","Sep 2016","Q3 2016",3,"Thursday",2016-09-04 00:00:00.000,36,20160900,20160300,"16","FY17","September 2016"
2016-09-02 00:00:00.000,2016,3,9,2,"September","Sep 2016","Q3 2016",4,"Friday",2016-09-04 00:00:00.000,36,20160900,20160300,"16","FY17","September 2016"
2016-09-03 00:00:00.000,2016,3,9,3,"September","Sep 2016","Q3 2016",5,"Saturday",2016-09-04 00:00:00.000,36,20160900,20160300,"16","FY17","September 2016"
2016-09-04 00:00:00.000,2016,3,9,4,"September","Sep 2016","Q3 2016",6,"Sunday",2016-09-04 00:00:00.000,36,20160900,20160300,"16","FY17","September 2016"
2016-09-26 00:00:00.000,2016,3,9,26,"September","Sep 2016","Q3 2016",0,"Monday",2016-10-02 00:00:00.000,40,20160900,20160300,"16","FY17","September 2016"
2016-09-27 00:00:00.000,2016,3,9,27,"September","Sep 2016","Q3 2016",1,"Tuesday",2016-10-02 00:00:00.000,40,20160900,20160300,"16","FY17","September 2016"
2016-09-28 00:00:00.000,2016,3,9,28,"September","Sep 2016","Q3 2016",2,"Wednesday",2016-10-02 00:00:00.000,40,20160900,20160300,"16","FY17","September 2016"
2016-09-29 00:00:00.000,2016,3,9,29,"September","Sep 2016","Q3 2016",3,"Thursday",2016-10-02 00:00:00.000,40,20160900,20160300,"16","FY17","September 2016"
2016-09-30 00:00:00.000,2016,3,9,30,"September","Sep 2016","Q3 2016",4,"Friday",2016-10-02 00:00:00.000,40,20160900,20160300,"16","FY17","September 2016"
2017-09-01 00:00:00.000,2017,3,9,1,"September","Sep 2017","Q3 2017",4,"Friday",2017-09-03 00:00:00.000,36,20170900,20170300,"17","FY18","September 2017"
2017-09-02 00:00:00.000,2017,3,9,2,"September","Sep 2017","Q3 2017",5,"Saturday",2017-09-03 00:00:00.000,36,20170900,20170300,"17","FY18","September 2017"
2017-09-03 00:00:00.000,2017,3,9,3,"September","Sep 2017","Q3 2017",6,"Sunday",2017-09-03 00:00:00.000,36,20170900,20170300,"17","FY18","September 2017"
2017-09-25 00:00:00.000,2017,3,9,25,"September","Sep 2017","Q3 2017",0,"Monday",2017-10-01 00:00:00.000,40,20170900,20170300,"17","FY18","September 2017"
2017-09-26 00:00:00.000,2017,3,9,26,"September","Sep 2017","Q3 2017",1,"Tuesday",2017-10-01 00:00:00.000,40,20170900,20170300,"17","FY18","September 2017"
2017-09-27 00:00:00.000,2017,3,9,27,"September","Sep 2017","Q3 2017",2,"Wednesday",2017-10-01 00:00:00.000,40,20170900,20170300,"17","FY18","September 2017"
2017-09-28 00:00:00.000,2017,3,9,28,"September","Sep 2017","Q3 2017",3,"Thursday",2017-10-01 00:00:00.000,40,20170900,20170300,"17","FY18","September 2017"
2017-09-29 00:00:00.000,2017,3,9,29,"September","Sep 2017","Q3 2017",4,"Friday",2017-10-01 00:00:00.000,40,20170900,20170300,"17","FY18","September 2017"
2017-09-30 00:00:00.000,2017,3,9,30,"September","Sep 2017","Q3 2017",5,"Saturday",2017-10-01 00:00:00.000,40,20170900,20170300,"17","FY18","September 2017"
2018-09-01 00:00:00.000,2018,3,9,1,"September","Sep 2018","Q3 2018",5,"Saturday",2018-09-02 00:00:00.000,35,20180900,20180300,"18","FY19","September 2018"
2018-09-02 00:00:00.000,2018,3,9,2,"September","Sep 2018","Q3 2018",6,"Sunday",2018-09-02 00:00:00.000,35,20180900,20180300,"18","FY19","September 2018"
2018-09-03 00:00:00.000,2018,3,9,3,"September","Sep 2018","Q3 2018",0,"Monday",2018-09-09 00:00:00.000,36,20180900,20180300,"18","FY19","September 2018"
2018-09-04 00:00:00.000,2018,3,9,4,"September","Sep 2018","Q3 2018",1,"Tuesday",2018-09-09 00:00:00.000,36,20180900,20180300,"18","FY19","September 2018"
2018-09-05 00:00:00.000,2018,3,9,5,"September","Sep 2018","Q3 2018",2,"Wednesday",2018-09-09 00:00:00.000,36,20180900,20180300,"18","FY19","September 2018"
2018-09-06 00:00:00.000,2018,3,9,6,"September","Sep 2018","Q3 2018",3,"Thursday",2018-09-09 00:00:00.000,36,20180900,20180300,"18","FY19","September 2018"
2018-09-07 00:00:00.000,2018,3,9,7,"September","Sep 2018","Q3 2018",4,"Friday",2018-09-09 00:00:00.000,36,20180900,20180300,"18","FY19","September 2018"
2018-09-08 00:00:00.000,2018,3,9,8,"September","Sep 2018","Q3 2018",5,"Saturday",2018-09-09 00:00:00.000,36,20180900,20180300,"18","FY19","September 2018"
2018-09-09 00:00:00.000,2018,3,9,9,"September","Sep 2018","Q3 2018",6,"Sunday",2018-09-09 00:00:00.000,36,20180900,20180300,"18","FY19","September 2018"
2019-09-01 00:00:00.000,2019,3,9,1,"September","Sep 2019","Q3 2019",6,"Sunday",2019-09-01 00:00:00.000,35,20190900,20190300,"19","FY20","September 2019"
2019-09-02 00:00:00.000,2019,3,9,2,"September","Sep 2019","Q3 2019",0,"Monday",2019-09-08 00:00:00.000,36,20190900,20190300,"19","FY20","September 2019"
2019-09-03 00:00:00.000,2019,3,9,3,"September","Sep 2019","Q3 2019",1,"Tuesday",2019-09-08 00:00:00.000,36,20190900,20190300,"19","FY20","September 2019"
2019-09-04 00:00:00.000,2019,3,9,4,"September","Sep 2019","Q3 2019",2,"Wednesday",2019-09-08 00:00:00.000,36,20190900,20190300,"19","FY20","September 2019"
2019-09-05 00:00:00.000,2019,3,9,5,"September","Sep 2019","Q3 2019",3,"Thursday",2019-09-08 00:00:00.000,36,20190900,20190300,"19","FY20","September 2019"
2019-09-06 00:00:00.000,2019,3,9,6,"September","Sep 2019","Q3 2019",4,"Friday",2019-09-08 00:00:00.000,36,20190900,20190300,"19","FY20","September 2019"
2019-09-07 00:00:00.000,2019,3,9,7,"September","Sep 2019","Q3 2019",5,"Saturday",2019-09-08 00:00:00.000,36,20190900,20190300,"19","FY20","September 2019"
2019-09-08 00:00:00.000,2019,3,9,8,"September","Sep 2019","Q3 2019",6,"Sunday",2019-09-08 00:00:00.000,36,20190900,20190300,"19","FY20","September 2019"
2019-09-30 00:00:00.000,2019,3,9,30,"September","Sep 2019","Q3 2019",0,"Monday",2019-10-06 00:00:00.000,40,20190900,20190300,"19","FY20","September 2019"
2020-09-01 00:00:00.000,2020,3,9,1,"September","Sep 2020","Q3 2020",1,"Tuesday",2020-09-06 00:00:00.000,36,20200900,20200300,"20","FY21","September 2020"
2020-09-02 00:00:00.000,2020,3,9,2,"September","Sep 2020","Q3 2020",2,"Wednesday",2020-09-06 00:00:00.000,36,20200900,20200300,"20","FY21","September 2020"
2020-09-03 00:00:00.000,2020,3,9,3,"September","Sep 2020","Q3 2020",3,"Thursday",2020-09-06 00:00:00.000,36,20200900,20200300,"20","FY21","September 2020"
2020-09-04 00:00:00.000,2020,3,9,4,"September","Sep 2020","Q3 2020",4,"Friday",2020-09-06 00:00:00.000,36,20200900,20200300,"20","FY21","September 2020"
2020-09-05 00:00:00.000,2020,3,9,5,"September","Sep 2020","Q3 2020",5,"Saturday",2020-09-06 00:00:00.000,36,20200900,20200300,"20","FY21","September 2020"
2020-09-06 00:00:00.000,2020,3,9,6,"September","Sep 2020","Q3 2020",6,"Sunday",2020-09-06 00:00:00.000,36,20200900,20200300,"20","FY21","September 2020"
2020-09-28 00:00:00.000,2020,3,9,28,"September","Sep 2020","Q3 2020",0,"Monday",2020-10-04 00:00:00.000,40,20200900,20200300,"20","FY21","September 2020"
2020-09-29 00:00:00.000,2020,3,9,29,"September","Sep 2020","Q3 2020",1,"Tuesday",2020-10-04 00:00:00.000,40,20200900,20200300,"20","FY21","September 2020"
2020-09-30 00:00:00.000,2020,3,9,30,"September","Sep 2020","Q3 2020",2,"Wednesday",2020-10-04 00:00:00.000,40,20200900,20200300,"20","FY21","September 2020"
2021-09-01 00:00:00.000,2021,3,9,1,"September","Sep 2021","Q3 2021",2,"Wednesday",2021-09-05 00:00:00.000,36,20210900,20210300,"21","FY22","September 2021"
2021-09-02 00:00:00.000,2021,3,9,2,"September","Sep 2021","Q3 2021",3,"Thursday",2021-09-05 00:00:00.000,36,20210900,20210300,"21","FY22","September 2021"
2021-09-03 00:00:00.000,2021,3,9,3,"September","Sep 2021","Q3 2021",4,"Friday",2021-09-05 00:00:00.000,36,20210900,20210300,"21","FY22","September 2021"
2021-09-04 00:00:00.000,2021,3,9,4,"September","Sep 2021","Q3 2021",5,"Saturday",2021-09-05 00:00:00.000,36,20210900,20210300,"21","FY22","September 2021"
2021-09-05 00:00:00.000,2021,3,9,5,"September","Sep 2021","Q3 2021",6,"Sunday",2021-09-05 00:00:00.000,36,20210900,20210300,"21","FY22","September 2021"
2021-09-27 00:00:00.000,2021,3,9,27,"September","Sep 2021","Q3 2021",0,"Monday",2021-10-03 00:00:00.000,40,20210900,20210300,"21","FY22","September 2021"
2021-09-28 00:00:00.000,2021,3,9,28,"September","Sep 2021","Q3 2021",1,"Tuesday",2021-10-03 00:00:00.000,40,20210900,20210300,"21","FY22","September 2021"
2021-09-29 00:00:00.000,2021,3,9,29,"September","Sep 2021","Q3 2021",2,"Wednesday",2021-10-03 00:00:00.000,40,20210900,20210300,"21","FY22","September 2021"
2021-09-30 00:00:00.000,2021,3,9,30,"September","Sep 2021","Q3 2021",3,"Thursday",2021-10-03 00:00:00.000,40,20210900,20210300,"21","FY22","September 2021"
2022-09-01 00:00:00.000,2022,3,9,1,"September","Sep 2022","Q3 2022",3,"Thursday",2022-09-04 00:00:00.000,36,20220900,20220300,"22","FY23","September 2022"
2022-09-02 00:00:00.000,2022,3,9,2,"September","Sep 2022","Q3 2022",4,"Friday",2022-09-04 00:00:00.000,36,20220900,20220300,"22","FY23","September 2022"
2022-09-03 00:00:00.000,2022,3,9,3,"September","Sep 2022","Q3 2022",5,"Saturday",2022-09-04 00:00:00.000,36,20220900,20220300,"22","FY23","September 2022"
2022-09-04 00:00:00.000,2022,3,9,4,"September","Sep 2022","Q3 2022",6,"Sunday",2022-09-04 00:00:00.000,36,20220900,20220300,"22","FY23","September 2022"
2022-09-26 00:00:00.000,2022,3,9,26,"September","Sep 2022","Q3 2022",0,"Monday",2022-10-02 00:00:00.000,40,20220900,20220300,"22","FY23","September 2022"
2022-09-27 00:00:00.000,2022,3,9,27,"September","Sep 2022","Q3 2022",1,"Tuesday",2022-10-02 00:00:00.000,40,20220900,20220300,"22","FY23","September 2022"
2022-09-28 00:00:00.000,2022,3,9,28,"September","Sep 2022","Q3 2022",2,"Wednesday",2022-10-02 00:00:00.000,40,20220900,20220300,"22","FY23","September 2022"
2022-09-29 00:00:00.000,2022,3,9,29,"September","Sep 2022","Q3 2022",3,"Thursday",2022-10-02 00:00:00.000,40,20220900,20220300,"22","FY23","September 2022"
2022-09-30 00:00:00.000,2022,3,9,30,"September","Sep 2022","Q3 2022",4,"Friday",2022-10-02 00:00:00.000,40,20220900,20220300,"22","FY23","September 2022"
2013-11-01 00:00:00.000,2013,4,11,1,"November","Nov 2013","Q4 2013",4,"Friday",2013-11-03 00:00:00.000,44,20131100,20130400,"13","FY14","November 2013"
2013-11-02 00:00:00.000,2013,4,11,2,"November","Nov 2013","Q4 2013",5,"Saturday",2013-11-03 00:00:00.000,44,20131100,20130400,"13","FY14","November 2013"
2013-11-03 00:00:00.000,2013,4,11,3,"November","Nov 2013","Q4 2013",6,"Sunday",2013-11-03 00:00:00.000,44,20131100,20130400,"13","FY14","November 2013"
2013-11-25 00:00:00.000,2013,4,11,25,"November","Nov 2013","Q4 2013",0,"Monday",2013-12-01 00:00:00.000,48,20131100,20130400,"13","FY14","November 2013"
2013-11-26 00:00:00.000,2013,4,11,26,"November","Nov 2013","Q4 2013",1,"Tuesday",2013-12-01 00:00:00.000,48,20131100,20130400,"13","FY14","November 2013"
2013-11-27 00:00:00.000,2013,4,11,27,"November","Nov 2013","Q4 2013",2,"Wednesday",2013-12-01 00:00:00.000,48,20131100,20130400,"13","FY14","November 2013"
2013-11-28 00:00:00.000,2013,4,11,28,"November","Nov 2013","Q4 2013",3,"Thursday",2013-12-01 00:00:00.000,48,20131100,20130400,"13","FY14","November 2013"
2013-11-29 00:00:00.000,2013,4,11,29,"November","Nov 2013","Q4 2013",4,"Friday",2013-12-01 00:00:00.000,48,20131100,20130400,"13","FY14","November 2013"
2013-11-30 00:00:00.000,2013,4,11,30,"November","Nov 2013","Q4 2013",5,"Saturday",2013-12-01 00:00:00.000,48,20131100,20130400,"13","FY14","November 2013"
2014-11-01 00:00:00.000,2014,4,11,1,"November","Nov 2014","Q4 2014",5,"Saturday",2014-11-02 00:00:00.000,44,20141100,20140400,"14","FY15","November 2014"
2014-11-02 00:00:00.000,2014,4,11,2,"November","Nov 2014","Q4 2014",6,"Sunday",2014-11-02 00:00:00.000,44,20141100,20140400,"14","FY15","November 2014"
2014-11-24 00:00:00.000,2014,4,11,24,"November","Nov 2014","Q4 2014",0,"Monday",2014-11-30 00:00:00.000,48,20141100,20140400,"14","FY15","November 2014"
2014-11-25 00:00:00.000,2014,4,11,25,"November","Nov 2014","Q4 2014",1,"Tuesday",2014-11-30 00:00:00.000,48,20141100,20140400,"14","FY15","November 2014"
2014-11-26 00:00:00.000,2014,4,11,26,"November","Nov 2014","Q4 2014",2,"Wednesday",2014-11-30 00:00:00.000,48,20141100,20140400,"14","FY15","November 2014"
2014-11-27 00:00:00.000,2014,4,11,27,"November","Nov 2014","Q4 2014",3,"Thursday",2014-11-30 00:00:00.000,48,20141100,20140400,"14","FY15","November 2014"
2014-11-28 00:00:00.000,2014,4,11,28,"November","Nov 2014","Q4 2014",4,"Friday",2014-11-30 00:00:00.000,48,20141100,20140400,"14","FY15","November 2014"
2014-11-29 00:00:00.000,2014,4,11,29,"November","Nov 2014","Q4 2014",5,"Saturday",2014-11-30 00:00:00.000,48,20141100,20140400,"14","FY15","November 2014"
2014-11-30 00:00:00.000,2014,4,11,30,"November","Nov 2014","Q4 2014",6,"Sunday",2014-11-30 00:00:00.000,48,20141100,20140400,"14","FY15","November 2014"
2015-11-01 00:00:00.000,2015,4,11,1,"November","Nov 2015","Q4 2015",6,"Sunday",2015-11-01 00:00:00.000,44,20151100,20150400,"15","FY16","November 2015"
2015-11-23 00:00:00.000,2015,4,11,23,"November","Nov 2015","Q4 2015",0,"Monday",2015-11-29 00:00:00.000,48,20151100,20150400,"15","FY16","November 2015"
2015-11-24 00:00:00.000,2015,4,11,24,"November","Nov 2015","Q4 2015",1,"Tuesday",2015-11-29 00:00:00.000,48,20151100,20150400,"15","FY16","November 2015"
2015-11-25 00:00:00.000,2015,4,11,25,"November","Nov 2015","Q4 2015",2,"Wednesday",2015-11-29 00:00:00.000,48,20151100,20150400,"15","FY16","November 2015"
2015-11-26 00:00:00.000,2015,4,11,26,"November","Nov 2015","Q4 2015",3,"Thursday",2015-11-29 00:00:00.000,48,20151100,20150400,"15","FY16","November 2015"
2015-11-27 00:00:00.000,2015,4,11,27,"November","Nov 2015","Q4 2015",4,"Friday",2015-11-29 00:00:00.000,48,20151100,20150400,"15","FY16","November 2015"
2015-11-28 00:00:00.000,2015,4,11,28,"November","Nov 2015","Q4 2015",5,"Saturday",2015-11-29 00:00:00.000,48,20151100,20150400,"15","FY16","November 2015"
2015-11-29 00:00:00.000,2015,4,11,29,"November","Nov 2015","Q4 2015",6,"Sunday",2015-11-29 00:00:00.000,48,20151100,20150400,"15","FY16","November 2015"
2015-11-30 00:00:00.000,2015,4,11,30,"November","Nov 2015","Q4 2015",0,"Monday",2015-12-06 00:00:00.000,49,20151100,20150400,"15","FY16","November 2015"
2016-11-21 00:00:00.000,2016,4,11,21,"November","Nov 2016","Q4 2016",0,"Monday",2016-11-27 00:00:00.000,48,20161100,20160400,"16","FY17","November 2016"
2016-11-22 00:00:00.000,2016,4,11,22,"November","Nov 2016","Q4 2016",1,"Tuesday",2016-11-27 00:00:00.000,48,20161100,20160400,"16","FY17","November 2016"
2016-11-23 00:00:00.000,2016,4,11,23,"November","Nov 2016","Q4 2016",2,"Wednesday",2016-11-27 00:00:00.000,48,20161100,20160400,"16","FY17","November 2016"
2016-11-24 00:00:00.000,2016,4,11,24,"November","Nov 2016","Q4 2016",3,"Thursday",2016-11-27 00:00:00.000,48,20161100,20160400,"16","FY17","November 2016"
2016-11-25 00:00:00.000,2016,4,11,25,"November","Nov 2016","Q4 2016",4,"Friday",2016-11-27 00:00:00.000,48,20161100,20160400,"16","FY17","November 2016"
2016-11-26 00:00:00.000,2016,4,11,26,"November","Nov 2016","Q4 2016",5,"Saturday",2016-11-27 00:00:00.000,48,20161100,20160400,"16","FY17","November 2016"
2016-11-27 00:00:00.000,2016,4,11,27,"November","Nov 2016","Q4 2016",6,"Sunday",2016-11-27 00:00:00.000,48,20161100,20160400,"16","FY17","November 2016"
2016-11-28 00:00:00.000,2016,4,11,28,"November","Nov 2016","Q4 2016",0,"Monday",2016-12-04 00:00:00.000,49,20161100,20160400,"16","FY17","November 2016"
2016-11-29 00:00:00.000,2016,4,11,29,"November","Nov 2016","Q4 2016",1,"Tuesday",2016-12-04 00:00:00.000,49,20161100,20160400,"16","FY17","November 2016"
2016-11-30 00:00:00.000,2016,4,11,30,"November","Nov 2016","Q4 2016",2,"Wednesday",2016-12-04 00:00:00.000,49,20161100,20160400,"16","FY17","November 2016"
2017-11-20 00:00:00.000,2017,4,11,20,"November","Nov 2017","Q4 2017",0,"Monday",2017-11-26 00:00:00.000,48,20171100,20170400,"17","FY18","November 2017"
2017-11-21 00:00:00.000,2017,4,11,21,"November","Nov 2017","Q4 2017",1,"Tuesday",2017-11-26 00:00:00.000,48,20171100,20170400,"17","FY18","November 2017"
2017-11-22 00:00:00.000,2017,4,11,22,"November","Nov 2017","Q4 2017",2,"Wednesday",2017-11-26 00:00:00.000,48,20171100,20170400,"17","FY18","November 2017"
2017-11-23 00:00:00.000,2017,4,11,23,"November","Nov 2017","Q4 2017",3,"Thursday",2017-11-26 00:00:00.000,48,20171100,20170400,"17","FY18","November 2017"
2017-11-24 00:00:00.000,2017,4,11,24,"November","Nov 2017","Q4 2017",4,"Friday",2017-11-26 00:00:00.000,48,20171100,20170400,"17","FY18","November 2017"
2017-11-25 00:00:00.000,2017,4,11,25,"November","Nov 2017","Q4 2017",5,"Saturday",2017-11-26 00:00:00.000,48,20171100,20170400,"17","FY18","November 2017"
2017-11-26 00:00:00.000,2017,4,11,26,"November","Nov 2017","Q4 2017",6,"Sunday",2017-11-26 00:00:00.000,48,20171100,20170400,"17","FY18","November 2017"
2017-11-27 00:00:00.000,2017,4,11,27,"November","Nov 2017","Q4 2017",0,"Monday",2017-12-03 00:00:00.000,49,20171100,20170400,"17","FY18","November 2017"
2017-11-28 00:00:00.000,2017,4,11,28,"November","Nov 2017","Q4 2017",1,"Tuesday",2017-12-03 00:00:00.000,49,20171100,20170400,"17","FY18","November 2017"
2017-11-29 00:00:00.000,2017,4,11,29,"November","Nov 2017","Q4 2017",2,"Wednesday",2017-12-03 00:00:00.000,49,20171100,20170400,"17","FY18","November 2017"
2017-11-30 00:00:00.000,2017,4,11,30,"November","Nov 2017","Q4 2017",3,"Thursday",2017-12-03 00:00:00.000,49,20171100,20170400,"17","FY18","November 2017"
2018-11-01 00:00:00.000,2018,4,11,1,"November","Nov 2018","Q4 2018",3,"Thursday",2018-11-04 00:00:00.000,44,20181100,20180400,"18","FY19","November 2018"
2018-11-02 00:00:00.000,2018,4,11,2,"November","Nov 2018","Q4 2018",4,"Friday",2018-11-04 00:00:00.000,44,20181100,20180400,"18","FY19","November 2018"
2018-11-03 00:00:00.000,2018,4,11,3,"November","Nov 2018","Q4 2018",5,"Saturday",2018-11-04 00:00:00.000,44,20181100,20180400,"18","FY19","November 2018"
2018-11-04 00:00:00.000,2018,4,11,4,"November","Nov 2018","Q4 2018",6,"Sunday",2018-11-04 00:00:00.000,44,20181100,20180400,"18","FY19","November 2018"
2018-11-26 00:00:00.000,2018,4,11,26,"November","Nov 2018","Q4 2018",0,"Monday",2018-12-02 00:00:00.000,48,20181100,20180400,"18","FY19","November 2018"
2018-11-27 00:00:00.000,2018,4,11,27,"November","Nov 2018","Q4 2018",1,"Tuesday",2018-12-02 00:00:00.000,48,20181100,20180400,"18","FY19","November 2018"
2018-11-28 00:00:00.000,2018,4,11,28,"November","Nov 2018","Q4 2018",2,"Wednesday",2018-12-02 00:00:00.000,48,20181100,20180400,"18","FY19","November 2018"
2018-11-29 00:00:00.000,2018,4,11,29,"November","Nov 2018","Q4 2018",3,"Thursday",2018-12-02 00:00:00.000,48,20181100,20180400,"18","FY19","November 2018"
2018-11-30 00:00:00.000,2018,4,11,30,"November","Nov 2018","Q4 2018",4,"Friday",2018-12-02 00:00:00.000,48,20181100,20180400,"18","FY19","November 2018"
2019-11-01 00:00:00.000,2019,4,11,1,"November","Nov 2019","Q4 2019",4,"Friday",2019-11-03 00:00:00.000,44,20191100,20190400,"19","FY20","November 2019"
2019-11-02 00:00:00.000,2019,4,11,2,"November","Nov 2019","Q4 2019",5,"Saturday",2019-11-03 00:00:00.000,44,20191100,20190400,"19","FY20","November 2019"
2019-11-03 00:00:00.000,2019,4,11,3,"November","Nov 2019","Q4 2019",6,"Sunday",2019-11-03 00:00:00.000,44,20191100,20190400,"19","FY20","November 2019"
2019-11-25 00:00:00.000,2019,4,11,25,"November","Nov 2019","Q4 2019",0,"Monday",2019-12-01 00:00:00.000,48,20191100,20190400,"19","FY20","November 2019"
2019-11-26 00:00:00.000,2019,4,11,26,"November","Nov 2019","Q4 2019",1,"Tuesday",2019-12-01 00:00:00.000,48,20191100,20190400,"19","FY20","November 2019"
2019-11-27 00:00:00.000,2019,4,11,27,"November","Nov 2019","Q4 2019",2,"Wednesday",2019-12-01 00:00:00.000,48,20191100,20190400,"19","FY20","November 2019"
2019-11-28 00:00:00.000,2019,4,11,28,"November","Nov 2019","Q4 2019",3,"Thursday",2019-12-01 00:00:00.000,48,20191100,20190400,"19","FY20","November 2019"
2019-11-29 00:00:00.000,2019,4,11,29,"November","Nov 2019","Q4 2019",4,"Friday",2019-12-01 00:00:00.000,48,20191100,20190400,"19","FY20","November 2019"
2019-11-30 00:00:00.000,2019,4,11,30,"November","Nov 2019","Q4 2019",5,"Saturday",2019-12-01 00:00:00.000,48,20191100,20190400,"19","FY20","November 2019"
2020-11-01 00:00:00.000,2020,4,11,1,"November","Nov 2020","Q4 2020",6,"Sunday",2020-11-01 00:00:00.000,44,20201100,20200400,"20","FY21","November 2020"
2020-11-23 00:00:00.000,2020,4,11,23,"November","Nov 2020","Q4 2020",0,"Monday",2020-11-29 00:00:00.000,48,20201100,20200400,"20","FY21","November 2020"
2020-11-24 00:00:00.000,2020,4,11,24,"November","Nov 2020","Q4 2020",1,"Tuesday",2020-11-29 00:00:00.000,48,20201100,20200400,"20","FY21","November 2020"
2020-11-25 00:00:00.000,2020,4,11,25,"November","Nov 2020","Q4 2020",2,"Wednesday",2020-11-29 00:00:00.000,48,20201100,20200400,"20","FY21","November 2020"
2020-11-26 00:00:00.000,2020,4,11,26,"November","Nov 2020","Q4 2020",3,"Thursday",2020-11-29 00:00:00.000,48,20201100,20200400,"20","FY21","November 2020"
2020-11-27 00:00:00.000,2020,4,11,27,"November","Nov 2020","Q4 2020",4,"Friday",2020-11-29 00:00:00.000,48,20201100,20200400,"20","FY21","November 2020"
2020-11-28 00:00:00.000,2020,4,11,28,"November","Nov 2020","Q4 2020",5,"Saturday",2020-11-29 00:00:00.000,48,20201100,20200400,"20","FY21","November 2020"
2020-11-29 00:00:00.000,2020,4,11,29,"November","Nov 2020","Q4 2020",6,"Sunday",2020-11-29 00:00:00.000,48,20201100,20200400,"20","FY21","November 2020"
2020-11-30 00:00:00.000,2020,4,11,30,"November","Nov 2020","Q4 2020",0,"Monday",2020-12-06 00:00:00.000,49,20201100,20200400,"20","FY21","November 2020"
2021-11-22 00:00:00.000,2021,4,11,22,"November","Nov 2021","Q4 2021",0,"Monday",2021-11-28 00:00:00.000,48,20211100,20210400,"21","FY22","November 2021"
2021-11-23 00:00:00.000,2021,4,11,23,"November","Nov 2021","Q4 2021",1,"Tuesday",2021-11-28 00:00:00.000,48,20211100,20210400,"21","FY22","November 2021"
2021-11-24 00:00:00.000,2021,4,11,24,"November","Nov 2021","Q4 2021",2,"Wednesday",2021-11-28 00:00:00.000,48,20211100,20210400,"21","FY22","November 2021"
2021-11-25 00:00:00.000,2021,4,11,25,"November","Nov 2021","Q4 2021",3,"Thursday",2021-11-28 00:00:00.000,48,20211100,20210400,"21","FY22","November 2021"
2021-11-26 00:00:00.000,2021,4,11,26,"November","Nov 2021","Q4 2021",4,"Friday",2021-11-28 00:00:00.000,48,20211100,20210400,"21","FY22","November 2021"
2021-11-27 00:00:00.000,2021,4,11,27,"November","Nov 2021","Q4 2021",5,"Saturday",2021-11-28 00:00:00.000,48,20211100,20210400,"21","FY22","November 2021"
2021-11-28 00:00:00.000,2021,4,11,28,"November","Nov 2021","Q4 2021",6,"Sunday",2021-11-28 00:00:00.000,48,20211100,20210400,"21","FY22","November 2021"
2021-11-29 00:00:00.000,2021,4,11,29,"November","Nov 2021","Q4 2021",0,"Monday",2021-12-05 00:00:00.000,49,20211100,20210400,"21","FY22","November 2021"
2021-11-30 00:00:00.000,2021,4,11,30,"November","Nov 2021","Q4 2021",1,"Tuesday",2021-12-05 00:00:00.000,49,20211100,20210400,"21","FY22","November 2021"
2022-11-21 00:00:00.000,2022,4,11,21,"November","Nov 2022","Q4 2022",0,"Monday",2022-11-27 00:00:00.000,48,20221100,20220400,"22","FY23","November 2022"
2022-11-22 00:00:00.000,2022,4,11,22,"November","Nov 2022","Q4 2022",1,"Tuesday",2022-11-27 00:00:00.000,48,20221100,20220400,"22","FY23","November 2022"
2022-11-23 00:00:00.000,2022,4,11,23,"November","Nov 2022","Q4 2022",2,"Wednesday",2022-11-27 00:00:00.000,48,20221100,20220400,"22","FY23","November 2022"
2022-11-24 00:00:00.000,2022,4,11,24,"November","Nov 2022","Q4 2022",3,"Thursday",2022-11-27 00:00:00.000,48,20221100,20220400,"22","FY23","November 2022"
2022-11-25 00:00:00.000,2022,4,11,25,"November","Nov 2022","Q4 2022",4,"Friday",2022-11-27 00:00:00.000,48,20221100,20220400,"22","FY23","November 2022"
2022-11-26 00:00:00.000,2022,4,11,26,"November","Nov 2022","Q4 2022",5,"Saturday",2022-11-27 00:00:00.000,48,20221100,20220400,"22","FY23","November 2022"
