responseID,responseID_primary key_cleaned,gender,age,age range,Study,campusdesc,Origin Area,Origin Flyke,Origin City,Place,citizendesc,Salary
607,440,"F",54,"50+","Defence","Oslo","Southen area","Agder","Kristiansand","Kristiansand, Norway","Norway",667091
609,442,"F",42,"41-45","Rocket Science","Oslo","Southen area","Vestfold og Telemark","Tonsberg","Tonsberg, Norway","Norway",413148
634,459,"F",35,"31-35","Marine Biology","Oslo","Southen area","Agder","Lillesand","Lillesand, Norway","Norway",438025
637,462,"F",46,"46-50","IT-Management","Oslo","Southen area","Agder","Mandal","Mandal, Norway","Norway",295089
665,480,"F",28,"26-30","Neural Science","Oslo","Southen area","Agder","Lyngdal","Lyngdal, Norway","Norway",381765
669,484,"F",32,"31-35","IT-Management","Oslo","Southen area","Agder","Arendal","Arendal, Norway","Norway",161374
674,488,"F",46,"46-50","Journalism","Oslo","Southen area","Vestfold og Telemark","Sandefjord","Sandefjord, Norway","Norway",715273
720,518,"F",22,"18-25","Carpenter","Oslo","Southen area","Rogaland","Sola","Sola, Norway","Norway",219682
722,519,"F",51,"50+","IT-Management","Oslo","Southen area","Vestfold og Telemark","Porsgrunn","Porsgrunn, Norway","Norway",344730
725,522,"F",28,"26-30","IT-Management","Oslo","Southen area","Rogaland","Bryne","Bryne, Norway","Norway",271447
752,543,"F",35,"31-35","Rocket Science","Oslo","Southen area","Agder","Kristiansand","Kristiansand, Norway","Norway",546407
800,568,"F",24,"18-25","Art","Oslo","Southen area","Agder","Kvinesdal","Kvinesdal, Norway","Norway",424446
875,611,"F",44,"41-45","Medicine","Oslo","Southen area","Rogaland","Sandnes","Sandnes, Norway","Norway",485016
883,618,"F",47,"46-50","Mathematics","Oslo","Southen area","Agder","Kristiansand","Kristiansand, Norway","Norway",415362
887,621,"F",43,"41-45","Supply Chain Management","Oslo","Southen area","Agder","Grimstad","Grimstad, Norway","Norway",616645
890,622,"F",39,"36-40","Geology","Oslo","Southen area","Agder","Lillesand","Lillesand, Norway","Norway",255690
906,633,"F",48,"46-50","IT-Management","Oslo","Southen area","Rogaland","Vigrestad","Vigrestad, Norway","Norway",621482
937,651,"F",29,"26-30","Marine Biology","Oslo","Southen area","Rogaland","Stavanger","Stavanger, Norway","Norway",469390
974,675,"F",43,"41-45","Rocket Science","Oslo","Southen area","Agder","Arendal","Arendal, Norway","Norway",329770
992,686,"F",35,"31-35","Supply Chain Management","Oslo","Southen area","Rogaland","Egersund","Egersund, Norway","Norway",437782
1001,690,"F",52,"50+","Mathematics","Oslo","Southen area","Rogaland","Stavanger","Stavanger, Norway","Norway",583229
1043,719,"F",32,"31-35","Rocket Science","Oslo","Southen area","Vestfold og Telemark","Skien","Skien, Norway","Norway",413638
1067,727,"F",54,"50+","Journalism","Oslo","Southen area","Vestfold og Telemark","Tonsberg","Tonsberg, Norway","Norway",678357
1082,737,"F",32,"31-35","Linguistics","Oslo","Southen area","Agder","Aurskog","Aurskog, Norway","Norway",311174
1109,752,"F",52,"50+","Rocket Science","Oslo","Southen area","Agder","Grimstad","Grimstad, Norway","Norway",556439
1116,758,"F",28,"26-30","IT-Management","Oslo","Southen area","Agder","Grimstad","Grimstad, Norway","Norway",374565
1132,770,"F",21,"18-25","IT-Management","Oslo","Southen area","Vestfold og Telemark","Ramnes","Ramnes, Norway","Norway",346933
1177,798,"F",36,"36-40","Mathematics","Oslo","Southen area","Agder","Kvinesdal","Kvinesdal, Norway","Norway",290621
1189,806,"F",18,"18-25","Rocket Science","Oslo","Southen area","Rogaland","Moi","Moi, Norway","Norway",25614342982
1190,807,"F",53,"50+","Linguistics","Oslo","Southen area","Vestfold og Telemark","Ulefoss","Ulefoss, Norway","Norway",200879
1210,816,"F",20,"18-25","Neural Science","Oslo","Southen area","Vestfold og Telemark","Ramnes","Ramnes, Norway","Norway",494528
1,1,"F",48,"46-50","Rocket Science","Trondheim","Eastern area","Viken","Hokksund","Hokksund, Norway","Norway",576880
2,2,"M",35,"31-35","Marine Biology","Bergen","Northen area","Trøndelag","Rennebu","Rennebu, Norway","Norway",352685
6,6,"F",40,"36-40","Rocket Science","Bergen","Eastern area","Viken","Honefoss","Honefoss, Norway","Norway",144714
37,30,"F",22,"18-25","Marine Biology","Trondheim","Western area","Vestland","Bomlo","Bomlo, Norway","Norway",332758
39,32,"M",22,"18-25","Rocket Science","Trondheim","Northen area","Troms og Finnmark","Tromso","Tromso, Norway","Norway",402804
46,38,"M",19,"18-25","Marine Biology","Bergen","Eastern area","Viken","Fredrikstad","Fredrikstad, Norway","Norway",607314
52,43,"F",54,"50+","Rocket Science","Trondheim","Southen area","Agder","Arendal","Arendal, Norway","Norway",742093
58,48,"F",31,"31-35","Mathematics","Bergen","Southen area","Vestfold og Telemark","Larvik","Larvik, Norway","Norway",182469
59,49,"M",41,"41-45","Rocket Science","Trondheim","Southen area","Rogaland","Vigrestad","Vigrestad, Norway","Norway",549068
65,55,"F",43,"41-45","Mathematics","Stavanger","Northen area","Møre og Romsdal","Molde","Molde, Norway","Norway",571719
77,65,"F",45,"41-45","Mathematics","Trondheim","Inland area","Innlandet","Kongsvinger","Kongsvinger, Norway","Norway",513052
78,66,"F",28,"26-30","Rocket Science","Trondheim","Eastern area","Viken","Askim","Askim, Norway","Norway",516990
82,68,"M",49,"46-50","Marine Biology","Bergen","Northen area","Møre og Romsdal","Alesund","Alesund, Norway","Norway",448389
90,74,"M",44,"41-45","Mathematics","Stavanger","Southen area","Rogaland","Sandnes","Sandnes, Norway","Norway",770088
91,75,"F",49,"46-50","Mathematics","Stavanger","Western area","Vestland","Maloy","Maloy, Norway","Norway",542290
93,77,"F",54,"50+","Rocket Science","Trondheim","Northen area","Møre og Romsdal","Molde","Molde, Norway","Norway",615876
116,94,"M",27,"26-30","Mathematics","Bergen","Northen area","Møre og Romsdal","Molde","Molde, Norway","Norway",436006
133,108,"F",22,"18-25","Rocket Science","Bergen","Southen area","Vestfold og Telemark","Tonsberg","Tonsberg, Norway","Norway",2466071214
192,148,"F",53,"50+","Marine Biology","Trondheim","Eastern area","Viken","Halden","Halden, Norway","Norway",576474
193,149,"F",44,"41-45","Rocket Science","Trondheim","Eastern area","Viken","Honefoss","Honefoss, Norway","Norway",490833
202,153,"F",24,"18-25","Medicine","Bergen","Northen area","Nordland","Kabelvag","Kabelvag, Norway","Norway",481139
209,156,"F",51,"50+","Rocket Science","Bergen","Southen area","Rogaland","Sandnes","Sandnes, Norway","Norway",313137
225,168,"M",36,"36-40","Rocket Science","Bergen","Eastern area","Viken","Vikersund","Vikersund, Norway","Norway",304573
241,176,"F",50,"46-50","Marine Biology","Bergen","Western area","Vestland","Nordfjordeid","Nordfjordeid, Norway","Norway",673254
252,184,"F",24,"18-25","Rocket Science","Stavanger","Southen area","Rogaland","Sola","Sola, Norway","Norway",501902
256,187,"F",54,"50+","Mathematics","Stavanger","Southen area","Rogaland","Nedre Vats","Nedre Vats, Norway","Norway",484951
274,200,"M",52,"50+","Mathematics","Bergen","Inland area","Innlandet","Kongsvinger","Kongsvinger, Norway","Norway",561208
276,202,"M",24,"18-25","Marine Biology","Bergen","Eastern area","Viken","Kongsberg","Kongsberg, Norway","Norway",468310
277,203,"M",23,"18-25","Mathematics","Trondheim","Northen area","Troms og Finnmark","Tromso","Tromso, Norway","Norway",505282
283,209,"M",43,"41-45","Marine Biology","Trondheim","Southen area","Vestfold og Telemark","Larvik","Larvik, Norway","Norway",320674
292,214,"F",46,"46-50","Mathematics","Trondheim","Southen area","Vestfold og Telemark","Notodden","Notodden, Norway","Norway",588214
297,217,"M",48,"46-50","Mathematics","Trondheim","Eastern area","Viken","Moss","Moss, Norway","Norway",160053
305,222,"F",19,"18-25","Marine Biology","Bergen","Eastern area","Viken","Halden","Halden, Norway","Norway",459416
309,225,"F",22,"18-25","Mathematics","Bergen","Inland area","Innlandet","Gjovik","Gjovik, Norway","Norway",295495
311,226,"F",22,"18-25","Mathematics","Stavanger","Southen area","Rogaland","Haugesund","Haugesund, Norway","Norway",187739
333,239,"M",30,"26-30","Mathematics","Stavanger","Eastern area","Viken","Nittedal","Nittedal, Norway","Norway",372635
337,243,"F",25,"18-25","Rocket Science","Trondheim","Inland area","Innlandet","Gjovik","Gjovik, Norway","Norway",424020
338,244,"M",51,"50+","Marine Biology","Trondheim","Southen area","Vestfold og Telemark","Porsgrunn","Porsgrunn, Norway","Norway",363198
342,247,"F",53,"50+","Rocket Science","Trondheim","Western area","Vestland","Godvik","Godvik, Norway","Norway",701551
345,250,"M",20,"18-25","Mathematics","Trondheim","Western area","Vestland","Hagavik","Hagavik, Norway","Norway",171076
354,256,"F",40,"36-40","Rocket Science","Trondheim","Southen area","Agder","Kristiansand","Kristiansand, Norway","Norway",578975
355,257,"F",49,"46-50","Mathematics","Trondheim","Southen area","Vestfold og Telemark","Larvik","Larvik, Norway","Norway",315837
356,258,"M",48,"46-50","Marine Biology","Bergen","Southen area","Vestfold og Telemark","Sandefjord","Sandefjord, Norway","Norway",339649
357,259,"F",23,"18-25","Medicine","Bergen","Inland area","Innlandet","Gjovik","Gjovik, Norway","Norway",236719
380,277,"F",47,"46-50","Rocket Science","Bergen","Southen area","Vestfold og Telemark","Porsgrunn","Porsgrunn, Norway","Norway",812099
381,278,"F",37,"36-40","Mathematics","Stavanger","Western area","Vestland","Husnes","Husnes, Norway","Norway",410768
390,284,"F",19,"18-25","Mathematics","Bergen","Southen area","Rogaland","Haugesund","Haugesund, Norway","Norway",222007
404,295,"M",44,"41-45","Mathematics","Trondheim","Southen area","Rogaland","Haugesund","Haugesund, Norway","Norway",409860
408,298,"M",52,"50+","Mathematics","Bergen","Northen area","Troms og Finnmark","Alta","Alta, Norway","Norway",749123
417,306,"F",21,"18-25","Marine Biology","Trondheim","Western area","Vestland","Nordfjordeid","Nordfjordeid, Norway","Norway",291628
421,308,"F",25,"18-25","Rocket Science","Bergen","Northen area","Troms og Finnmark","Harstad","Harstad, Norway","Norway",318894
423,309,"M",40,"36-40","Mathematics","Stavanger","Inland area","Innlandet","Raufoss","Raufoss, Norway","Norway",198092
426,311,"F",21,"18-25","Mathematics","Stavanger","Northen area","Troms og Finnmark","Tromso","Tromso, Norway","Norway",311735
428,313,"F",21,"18-25","Rocket Science","Bergen","Northen area","Troms og Finnmark","Tromso","Tromso, Norway","Norway",419474
431,316,"M",32,"31-35","Rocket Science","Bergen","Southen area","Vestfold og Telemark","Sandefjord","Sandefjord, Norway","Norway",446696
432,317,"F",52,"50+","Mathematics","Trondheim","Southen area","Rogaland","Sandnes","Sandnes, Norway","Norway",599333
445,324,"F",24,"18-25","Mathematics","Stavanger","Western area","Vestland","Nordfjordeid","Nordfjordeid, Norway","Norway",445737
448,327,"M",55,"50+","Rocket Science","Stavanger","Southen area","Rogaland","Stavanger","Stavanger, Norway","Norway",717011
452,330,"M",18,"18-25","Mathematics","Bergen","Southen area","Agder","Grimstad","Grimstad, Norway","Norway",383655
460,337,"M",49,"46-50","Mathematics","Trondheim","Southen area","Vestfold og Telemark","Larvik","Larvik, Norway","Norway",879641
462,339,"F",21,"18-25","Mathematics","Trondheim","Inland area","Innlandet","Gjovik","Gjovik, Norway","Norway",288969
499,365,"F",45,"41-45","Rocket Science","Trondheim","Northen area","Nordland","Fauske","Fauske, Norway","Norway",359546
506,371,"F",34,"31-35","Mathematics","Bergen","Southen area","Rogaland","Sandnes","Sandnes, Norway","Norway",273909
516,378,"M",27,"26-30","Rocket Science","Trondheim","Western area","Vestland","Voss","Voss, Norway","Norway",398115
525,385,"M",26,"26-30","Mathematics","Bergen","Northen area","Troms og Finnmark","Harstad","Harstad, Norway","Norway",563070
531,389,"F",21,"18-25","Rocket Science","Trondheim","Northen area","Troms og Finnmark","Tromso","Tromso, Norway","Norway",474765
536,394,"F",51,"50+","Mathematics","Bergen","Southen area","Vestfold og Telemark","Horten","Horten, Norway","Norway",580689
551,405,"F",27,"26-30","Marine Biology","Bergen","Northen area","Nordland","Narvik","Narvik, Norway","Norway",360200
554,408,"M",52,"50+","Mathematics","Stavanger","Inland area","Innlandet","Gjovik","Gjovik, Norway","Norway",525588
558,410,"F",21,"18-25","Mathematics","Bergen","Southen area","Vestfold og Telemark","Skien","Skien, Norway","Norway",450962
562,413,"F",53,"50+","Rocket Science","Trondheim","Northen area","Trøndelag","Trondheim","Trondheim, Norway","Norway",623923
579,424,"F",48,"46-50","Mathematics","Bergen","Southen area","Vestfold og Telemark","Larvik","Larvik, Norway","Norway",558110
588,429,"M",20,"18-25","Marine Biology","Trondheim","Northen area","Nordland","Narvik","Narvik, Norway","Norway",370923
614,445,"F",36,"36-40","Marine Biology","Bergen","Northen area","Møre og Romsdal","Skei","Skei, Norway","Norway",506796
629,456,"F",52,"50+","Rocket Science","Bergen","Southen area","Vestfold og Telemark","Sandefjord","Sandefjord, Norway","Norway",667003
639,464,"F",18,"18-25","Mathematics","Bergen","Northen area","Møre og Romsdal","Andalsnes","Andalsnes, Norway","Norway",565930
641,466,"M",20,"18-25","Mathematics","Trondheim","Northen area","Trøndelag","Straumen","Straumen, Norway","Norway",253353
645,469,"F",42,"41-45","Medicine","Bergen","Southen area","Agder","Kristiansand","Kristiansand, Norway","Norway",583866
646,470,"M",23,"18-25","Rocket Science","Bergen","Southen area","Agder","Aurskog","Aurskog, Norway","Norway",293362
653,474,"F",25,"18-25","Marine Biology","Bergen","Northen area","Trøndelag","Steinkjer","Steinkjer, Norway","Norway",201485
655,475,"F",32,"31-35","Mathematics","Bergen","Southen area","Rogaland","Nedre Vats","Nedre Vats, Norway","Norway",436881
679,492,"F",30,"26-30","Mathematics","Stavanger","Eastern area","Viken","Moss","Moss, Norway","Norway",385886
687,495,"M",42,"41-45","Mathematics","Bergen","Northen area","Trøndelag","Trondheim","Trondheim, Norway","Norway",674696
691,497,"M",46,"46-50","Mathematics","Bergen","Unknown","Unknown","Unknown","Unknown, Norway","Norway",209349
697,502,"M",42,"41-45","Marine Biology","Bergen","Inland area","Innlandet","Hamar","Hamar, Norway","Norway",566513
710,510,"M",19,"18-25","Mathematics","Bergen","Southen area","Rogaland","Vigrestad","Vigrestad, Norway","Norway",384708
718,516,"M",26,"26-30","Rocket Science","Bergen","Inland area","Innlandet","Raufoss","Raufoss, Norway","Norway",188120
733,528,"M",44,"41-45","Rocket Science","Trondheim","Northen area","Møre og Romsdal","Molde","Molde, Norway","Norway",962053
738,533,"F",38,"36-40","Mathematics","Bergen","Northen area","Møre og Romsdal","Kristiansund","Kristiansund, Norway","Norway",497162
746,538,"M",18,"18-25","Mathematics","Bergen","Southen area","Rogaland","Suldalsosen","Suldalsosen, Norway","Norway",464437
749,541,"F",53,"50+","Marine Biology","Trondheim","Eastern area","Viken","Kongsberg","Kongsberg, Norway","Norway",719919
793,564,"F",42,"41-45","Mathematics","Bergen","Eastern area","Oslo","Oslo","Oslo, Norway","Norway",643053
837,590,"F",31,"31-35","Mathematics","Trondheim","Southen area","Vestfold og Telemark","Larvik","Larvik, Norway","Norway",258091
839,592,"F",53,"50+","Marine Biology","Bergen","Eastern area","Viken","Ski","Ski, Norway","Norway",355626
847,598,"F",55,"50+","Mathematics","Trondheim","Northen area","Trøndelag","Namsos","Namsos, Norway","Norway",740418
877,612,"F",47,"46-50","Mathematics","Trondheim","Northen area","Møre og Romsdal","Molde","Molde, Norway","Norway",585826
879,614,"F",51,"50+","Rocket Science","Bergen","Southen area","Rogaland","Sauda","Sauda, Norway","Norway",281020
902,630,"F",40,"36-40","Marine Biology","Bergen","Southen area","Agder","Lillesand","Lillesand, Norway","Norway",225094
905,632,"F",53,"50+","Medicine","Bergen","Northen area","Nordland","Rognan","Rognan, Norway","Norway",640768
933,649,"F",28,"26-30","Medicine","Bergen","Eastern area","Viken","Ski","Ski, Norway","Norway",373109
945,656,"F",30,"26-30","Rocket Science","Bergen","Eastern area","Viken","Kongsberg","Kongsberg, Norway","Norway",390316
947,658,"F",50,"46-50","Rocket Science","Trondheim","Northen area","Nordland","Narvik","Narvik, Norway","Norway",754414
967,671,"M",23,"18-25","Mathematics","Stavanger","Northen area","Nordland","Bodo","Bodo, Norway","Norway",413477
982,679,"M",32,"31-35","Mathematics","Trondheim","Eastern area","Viken","Oppegard","Oppegard, Norway","Norway",460750
984,681,"M",25,"18-25","Mathematics","Stavanger","Northen area","Troms og Finnmark","Bjoernevatn","Bjoernevatn, Norway","Norway",34617312686
991,685,"F",44,"41-45","Mathematics","Bergen","Western area","Vestland","Odda","Odda, Norway","Norway",512830
1002,691,"F",44,"41-45","Mathematics","Trondheim","Northen area","Trøndelag","Trondheim","Trondheim, Norway","Norway",249910
1010,696,"M",36,"36-40","Rocket Science","Stavanger","Southen area","Rogaland","Bryne","Bryne, Norway","Norway",216345
1019,703,"F",47,"46-50","Rocket Science","Trondheim","Inland area","Innlandet","Hamar","Hamar, Norway","Norway",250780
1027,706,"F",47,"46-50","Mathematics","Bergen","Southen area","Rogaland","Stavanger","Stavanger, Norway","Norway",355655
1029,708,"F",20,"18-25","Mathematics","Stavanger","Inland area","Innlandet","Skarnes","Skarnes, Norway","Norway",574825
1030,709,"F",35,"31-35","Mathematics","Bergen","Northen area","Møre og Romsdal","Skei","Skei, Norway","Norway",269348
1035,714,"F",45,"41-45","Marine Biology","Bergen","Western area","Vestland","Godvik","Godvik, Norway","Norway",714864
1041,717,"M",36,"36-40","Rocket Science","Trondheim","Western area","Vestland","Voss","Voss, Norway","Norway",424643
1055,722,"M",53,"50+","Rocket Science","Bergen","Southen area","Rogaland","Nedre Vats","Nedre Vats, Norway","Norway",612873
1090,741,"F",32,"31-35","Rocket Science","Stavanger","Southen area","Agder","Risor","Risor, Norway","Norway",482262
1114,756,"F",40,"36-40","Marine Biology","Trondheim","Eastern area","Viken","Drammen","Drammen, Norway","Norway",434069
1117,759,"F",51,"50+","Mathematics","Bergen","Eastern area","Viken","Eidsvoll","Eidsvoll, Norway","Norway",208260
1123,763,"F",38,"36-40","Rocket Science","Bergen","Inland area","Innlandet","Gjovik","Gjovik, Norway","Norway",207044
1129,768,"F",24,"18-25","Mathematics","Stavanger","Western area","Vestland","Maloy","Maloy, Norway","Norway",516238
1135,772,"M",21,"18-25","Rocket Science","Trondheim","Southen area","Rogaland","Stavanger","Stavanger, Norway","Norway",399823
1138,774,"F",51,"50+","Mathematics","Trondheim","Southen area","Vestfold og Telemark","Sandefjord","Sandefjord, Norway","Norway",581066
1140,775,"M",41,"41-45","Rocket Science","Bergen","Western area","Vestland","Bergen","Bergen, Norway","Norway",659863
1147,780,"F",52,"50+","Mathematics","Bergen","Inland area","Innlandet","Kirkenaer","Kirkenaer, Norway","Norway",740665
1152,783,"M",36,"36-40","Mathematics","Bergen","Northen area","Trøndelag","Steinkjer","Steinkjer, Norway","Norway",195072
1161,786,"M",41,"41-45","Rocket Science","Trondheim","Northen area","Møre og Romsdal","Alesund","Alesund, Norway","Norway",590080
1162,787,"M",34,"31-35","Rocket Science","Stavanger","Northen area","Nordland","Kabelvag","Kabelvag, Norway","Norway",395617
1163,788,"M",51,"50+","Rocket Science","Bergen","Southen area","Agder","Lyngdal","Lyngdal, Norway","Norway",337717
1194,808,"F",48,"46-50","Marine Biology","Bergen","Northen area","Troms og Finnmark","Tromso","Tromso, Norway","Norway",636398
1201,809,"M",35,"31-35","Rocket Science","Stavanger","Western area","Vestland","Hagavik","Hagavik, Norway","Norway",518807
1204,812,"F",23,"18-25","Marine Biology","Bergen","Southen area","Vestfold og Telemark","Larvik","Larvik, Norway","Norway",646649
1212,818,"M",39,"36-40","Mathematics","Stavanger","Eastern area","Viken","Drammen","Drammen, Norway","Norway",235171
1235,829,"M",35,"31-35","Rocket Science","Bergen","Southen area","Rogaland","Sokndal","Sokndal, Norway","Norway",329025
1254,840,"M",54,"50+","Rocket Science","Bergen","Southen area","Rogaland","Haugesund","Haugesund, Norway","Norway",483108
14,12,"F",44,"41-45","IT-Management","Trondheim","Inland area","Innlandet","Gjovik","Gjovik, Norway","Norway",584181
24,19,"M",28,"26-30","IT-Management","Bergen","Southen area","Rogaland","Vigrestad","Vigrestad, Norway","Norway",542399
38,31,"M",41,"41-45","IT-Management","Trondheim","Northen area","Møre og Romsdal","Molde","Molde, Norway","Norway",572459
41,34,"F",42,"41-45","IT-Management","Bergen","Eastern area","Viken","Kongsberg","Kongsberg, Norway","Norway",219027
64,54,"F",31,"31-35","IT-Management","Bergen","Northen area","Nordland","Narvik","Narvik, Norway","Norway",252037
99,82,"M",48,"46-50","IT-Management","Bergen","Inland area","Innlandet","Kongsvinger","Kongsvinger, Norway","Norway",497896
102,84,"M",39,"36-40","IT-Management","Bergen","Western area","Vestland","Stord","Stord, Norway","Norway",406741
120,97,"M",31,"31-35","IT-Management","Bergen","Southen area","Agder","Arendal","Arendal, Norway","Norway",283918
131,106,"M",53,"50+","IT-Management","Trondheim","Northen area","Troms og Finnmark","Alta","Alta, Norway","Norway",408744
144,116,"F",47,"46-50","IT-Management","Trondheim","Eastern area","Viken","Halden","Halden, Norway","Norway",374155
145,117,"M",39,"36-40","IT-Management","Trondheim","Eastern area","Viken","Raholt","Raholt, Norway","Norway",404340
152,124,"M",31,"31-35","IT-Management","Stavanger","Northen area","Nordland","Kabelvag","Kabelvag, Norway","Norway",137969
176,139,"F",52,"50+","IT-Management","Bergen","Southen area","Rogaland","Haugesund","Haugesund, Norway","Norway",226943
180,141,"F",31,"31-35","IT-Management","Bergen","Northen area","Troms og Finnmark","Hammerfest","Hammerfest, Norway","Norway",526963
194,150,"M",47,"46-50","IT-Management","Bergen","Eastern area","Viken","Ski","Ski, Norway","Norway",621082
223,167,"M",32,"31-35","IT-Management","Bergen","Inland area","Innlandet","Hamar","Hamar, Norway","Norway",468471
231,171,"M",45,"41-45","IT-Management","Bergen","Eastern area","Viken","Fredrikstad","Fredrikstad, Norway","Norway",553587
258,188,"M",50,"46-50","IT-Management","Bergen","Southen area","Rogaland","Haugesund","Haugesund, Norway","Norway",506024
259,189,"F",54,"50+","IT-Management","Trondheim","Northen area","Møre og Romsdal","Alesund","Alesund, Norway","Norway",641163
261,191,"F",44,"41-45","IT-Management","Bergen","Southen area","Vestfold og Telemark","Tonsberg","Tonsberg, Norway","Norway",492263
265,195,"F",41,"41-45","IT-Management","Stavanger","Inland area","Innlandet","Hamar","Hamar, Norway","Norway",682091
269,196,"M",26,"26-30","IT-Management","Bergen","Southen area","Rogaland","Sandnes","Sandnes, Norway","Norway",335258
273,199,"F",52,"50+","IT-Management","Bergen","Southen area","Vestfold og Telemark","Tonsberg","Tonsberg, Norway","Norway",711899
280,206,"M",54,"50+","IT-Management","Bergen","Eastern area","Viken","Raholt","Raholt, Norway","Norway",498969
282,208,"M",32,"31-35","IT-Management","Stavanger","Eastern area","Viken","Skedsmokorset","Skedsmokorset, Norway","Norway",288947
303,221,"F",36,"36-40","IT-Management","Trondheim","Southen area","Vestfold og Telemark","Porsgrunn","Porsgrunn, Norway","Norway",198072
332,238,"M",39,"36-40","IT-Management","Bergen","Southen area","Agder","Aurskog","Aurskog, Norway","Norway",326188
335,241,"M",55,"50+","IT-Management","Trondheim","Southen area","Vestfold og Telemark","Sandefjord","Sandefjord, Norway","Norway",718538
385,279,"M",40,"36-40","IT-Management","Trondheim","Southen area","Vestfold og Telemark","Notodden","Notodden, Norway","Norway",168746
392,286,"F",51,"50+","IT-Management","Stavanger","Northen area","Troms og Finnmark","Alta","Alta, Norway","Norway",575045
394,287,"F",20,"18-25","IT-Management","Trondheim","Eastern area","Viken","Lorenskog","Lorenskog, Norway","Norway",307952
396,289,"M",45,"41-45","IT-Management","Trondheim","Northen area","Møre og Romsdal","Sunndalsora","Sunndalsora, Norway","Norway",675075
401,293,"F",34,"31-35","IT-Management","Stavanger","Eastern area","Viken","Sarpsborg","Sarpsborg, Norway","Norway",554370
411,301,"F",33,"31-35","IT-Management","Stavanger","Western area","Vestland","Husnes","Husnes, Norway","Norway",563497
413,303,"M",48,"46-50","IT-Management","Bergen","Southen area","Agder","Risor","Risor, Norway","Norway",608846
438,321,"F",39,"36-40","IT-Management","Stavanger","Eastern area","Oslo","Oslo","Oslo, Norway","Norway",467776
451,329,"F",38,"36-40","IT-Management","Trondheim","Southen area","Agder","Arendal","Arendal, Norway","Norway",466546
459,336,"M",31,"31-35","IT-Management","Stavanger","Southen area","Vestfold og Telemark","Skien","Skien, Norway","Norway",428668
467,343,"M",33,"31-35","IT-Management","Bergen","Eastern area","Viken","Moss","Moss, Norway","Norway",421040
473,346,"F",21,"18-25","IT-Management","Trondheim","Inland area","Innlandet","Hamar","Hamar, Norway","Norway",591974
476,348,"M",48,"46-50","IT-Management","Trondheim","Eastern area","Viken","Asker","Asker, Norway","Norway",289987
483,354,"F",50,"46-50","IT-Management","Stavanger","Western area","Vestland","Bergen","Bergen, Norway","Norway",462889
497,363,"F",33,"31-35","IT-Management","Stavanger","Southen area","Agder","Grimstad","Grimstad, Norway","Norway",360711
520,382,"M",25,"18-25","IT-Management","Bergen","Eastern area","Viken","Sarpsborg","Sarpsborg, Norway","Norway",540915
548,402,"F",53,"50+","IT-Management","Trondheim","Northen area","Trøndelag","Straumen","Straumen, Norway","Norway",602621
568,417,"M",25,"18-25","IT-Management","Bergen","Southen area","Rogaland","Vigrestad","Vigrestad, Norway","Norway",510900
571,419,"F",52,"50+","IT-Management","Bergen","Northen area","Møre og Romsdal","Alesund","Alesund, Norway","Norway",659570
581,425,"M",52,"50+","IT-Management","Bergen","Inland area","Innlandet","Skarnes","Skarnes, Norway","Norway",217535
611,444,"F",38,"36-40","IT-Management","Bergen","Southen area","Rogaland","Sandnes","Sandnes, Norway","Norway",277883
617,448,"M",28,"26-30","IT-Management","Stavanger","Eastern area","Viken","Nittedal","Nittedal, Norway","Norway",383382
628,455,"M",46,"46-50","IT-Management","Stavanger","Eastern area","Oslo","Oslo","Oslo, Norway","Norway",850968
640,465,"M",32,"31-35","IT-Management","Bergen","Eastern area","Viken","Lorenskog","Lorenskog, Norway","Norway",380948
642,467,"F",50,"46-50","IT-Management","Bergen","Southen area","Vestfold og Telemark","Horten","Horten, Norway","Norway",494069
647,471,"M",27,"26-30","IT-Management","Trondheim","Eastern area","Viken","Drammen","Drammen, Norway","Norway",276600
651,473,"F",27,"26-30","IT-Management","Bergen","Southen area","Agder","Lyngdal","Lyngdal, Norway","Norway",570268
660,477,"F",44,"41-45","IT-Management","Bergen","Southen area","Vestfold og Telemark","Larvik","Larvik, Norway","Norway",278338
661,478,"M",27,"26-30","IT-Management","Trondheim","Northen area","Nordland","Bodo","Bodo, Norway","Norway",352424
670,485,"M",38,"36-40","IT-Management","Bergen","Inland area","Innlandet","Aurdal","Aurdal, Norway","Norway",427768
690,496,"F",55,"50+","IT-Management","Bergen","Northen area","Troms og Finnmark","Tromso","Tromso, Norway","Norway",779366
707,508,"M",44,"41-45","IT-Management","Bergen","Eastern area","Viken","Sarpsborg","Sarpsborg, Norway","Norway",648732
753,544,"M",48,"46-50","IT-Management","Bergen","Southen area","Rogaland","Sandnes","Sandnes, Norway","Norway",605851
787,562,"F",44,"41-45","IT-Management","Bergen","Southen area","Rogaland","Suldalsosen","Suldalsosen, Norway","Norway",611123
798,567,"F",33,"31-35","IT-Management","Bergen","Southen area","Agder","Kristiansand","Kristiansand, Norway","Norway",668534
811,573,"F",37,"36-40","IT-Management","Bergen","Eastern area","Viken","Skedsmokorset","Skedsmokorset, Norway","Norway",472857
817,577,"F",21,"18-25","IT-Management","Trondheim","Western area","Vestland","Bomlo","Bomlo, Norway","Norway",508295
821,579,"M",43,"41-45","IT-Management","Bergen","Eastern area","Viken","Askim","Askim, Norway","Norway",807151
828,584,"F",37,"36-40","IT-Management","Stavanger","Western area","Vestland","Bergen","Bergen, Norway","Norway",229860
