tweetid,source,target,sourceColor,targetColor
13799,"PPT Search","#powerpoint","#01B8AA","#374649"
13808,"PPT Search","#powerpoint","#01B8AA","#374649"
13841,"PPT Search","#powerpoint","#01B8AA","#374649"
13843,"PPT Search","#powerpoint","#01B8AA","#374649"
13845,"PPT Search","#powerpoint","#01B8AA","#374649"
13847,"PPT Search","#powerpoint","#01B8AA","#374649"
13848,"PPT Search","#powerpoint","#01B8AA","#374649"
13849,"PPT Search","#powerpoint","#01B8AA","#374649"
13851,"PPT Search","#powerpoint","#01B8AA","#374649"
13853,"PPT Search","#powerpoint","#01B8AA","#374649"
13856,"PPT Search","#powerpoint","#01B8AA","#374649"
13869,"PPT Search","#powerpoint","#01B8AA","#374649"
13871,"PPT Search","#powerpoint","#01B8AA","#374649"
13875,"PPT Search","#powerpoint","#01B8AA","#374649"
13876,"PPT Search","#powerpoint","#01B8AA","#374649"
13878,"PPT Search","#powerpoint","#01B8AA","#374649"
13885,"PPT Search","#powerpoint","#01B8AA","#374649"
13887,"PPT Search","#powerpoint","#01B8AA","#374649"
13888,"PPT Search","#powerpoint","#01B8AA","#374649"
13889,"PPT Search","#powerpoint","#01B8AA","#374649"
13890,"PPT Search","#powerpoint","#01B8AA","#374649"
13897,"PPT Search","#powerpoint","#01B8AA","#374649"
13922,"PPT Search","#powerpoint","#01B8AA","#374649"
13933,"PPT Search","#powerpoint","#01B8AA","#374649"
13934,"PPT Search","#powerpoint","#01B8AA","#374649"
13939,"PPT Search","#powerpoint","#01B8AA","#374649"
13942,"PPT Search","#powerpoint","#01B8AA","#374649"
13946,"PPT Search","#powerpoint","#01B8AA","#374649"
13948,"PPT Search","#powerpoint","#01B8AA","#374649"
13949,"PPT Search","#powerpoint","#01B8AA","#374649"
13950,"PPT Search","#powerpoint","#01B8AA","#374649"
13952,"PPT Search","#powerpoint","#01B8AA","#374649"
13953,"PPT Search","#powerpoint","#01B8AA","#374649"
13961,"PPT Search","#powerpoint","#01B8AA","#374649"
13963,"PPT Search","#powerpoint","#01B8AA","#374649"
13993,"PPT Search","#powerpoint","#01B8AA","#374649"
13994,"PPT Search","#powerpoint","#01B8AA","#374649"
13995,"PPT Search","#powerpoint","#01B8AA","#374649"
13996,"PPT Search","#powerpoint","#01B8AA","#374649"
13997,"PPT Search","#powerpoint","#01B8AA","#374649"
15296,"PPT Search","#powerpoint","#01B8AA","#374649"
15297,"PPT Search","#powerpoint","#01B8AA","#374649"
15449,"PPT Search","#powerpoint","#01B8AA","#374649"
15801,"PPT Search","#powerpoint","#01B8AA","#374649"
15942,"PPT Search","#powerpoint","#01B8AA","#374649"
15948,"PPT Search","#powerpoint","#01B8AA","#374649"
15965,"PPT Search","#powerpoint","#01B8AA","#374649"
16041,"PPT Search","#powerpoint","#01B8AA","#374649"
24983,"PPT Search","#powerpoint","#01B8AA","#374649"
219,"PPT Search","#slide","#01B8AA","#374649"
220,"PPT Search","#slide","#01B8AA","#374649"
222,"PPT Search","#slide","#01B8AA","#374649"
232,"PPT Search","#slide","#01B8AA","#374649"
234,"PPT Search","#slide","#01B8AA","#374649"
246,"PPT Search","#slide","#01B8AA","#374649"
256,"PPT Search","#slide","#01B8AA","#374649"
259,"PPT Search","#slide","#01B8AA","#374649"
261,"PPT Search","#slide","#01B8AA","#374649"
262,"PPT Search","#slide","#01B8AA","#374649"
263,"PPT Search","#slide","#01B8AA","#374649"
265,"PPT Search","#slide","#01B8AA","#374649"
277,"PPT Search","#slide","#01B8AA","#374649"
280,"PPT Search","#slide","#01B8AA","#374649"
281,"PPT Search","#slide","#01B8AA","#374649"
283,"PPT Search","#slide","#01B8AA","#374649"
286,"PPT Search","#slide","#01B8AA","#374649"
288,"PPT Search","#slide","#01B8AA","#374649"
329,"PPT Search","#slide","#01B8AA","#374649"
353,"PPT Search","#slide","#01B8AA","#374649"
355,"PPT Search","#slide","#01B8AA","#374649"
358,"PPT Search","#slide","#01B8AA","#374649"
361,"PPT Search","#slide","#01B8AA","#374649"
366,"PPT Search","#slide","#01B8AA","#374649"
369,"PPT Search","#slide","#01B8AA","#374649"
371,"PPT Search","#slide","#01B8AA","#374649"
372,"PPT Search","#slide","#01B8AA","#374649"
373,"PPT Search","#slide","#01B8AA","#374649"
374,"PPT Search","#slide","#01B8AA","#374649"
377,"PPT Search","#slide","#01B8AA","#374649"
380,"PPT Search","#slide","#01B8AA","#374649"
381,"PPT Search","#slide","#01B8AA","#374649"
383,"PPT Search","#slide","#01B8AA","#374649"
386,"PPT Search","#slide","#01B8AA","#374649"
387,"PPT Search","#slide","#01B8AA","#374649"
388,"PPT Search","#slide","#01B8AA","#374649"
390,"PPT Search","#slide","#01B8AA","#374649"
391,"PPT Search","#slide","#01B8AA","#374649"
393,"PPT Search","#slide","#01B8AA","#374649"
394,"PPT Search","#slide","#01B8AA","#374649"
399,"PPT Search","#slide","#01B8AA","#374649"
400,"PPT Search","#slide","#01B8AA","#374649"
401,"PPT Search","#slide","#01B8AA","#374649"
420,"PPT Search","#slide","#01B8AA","#374649"
427,"PPT Search","#slide","#01B8AA","#374649"
429,"PPT Search","#slide","#01B8AA","#374649"
432,"PPT Search","#slide","#01B8AA","#374649"
436,"PPT Search","#slide","#01B8AA","#374649"
511,"PPT Search","#slide","#01B8AA","#374649"
537,"PPT Search","#slide","#01B8AA","#374649"
544,"PPT Search","#slide","#01B8AA","#374649"
557,"PPT Search","#slide","#01B8AA","#374649"
560,"PPT Search","#slide","#01B8AA","#374649"
562,"PPT Search","#slide","#01B8AA","#374649"
563,"PPT Search","#slide","#01B8AA","#374649"
578,"PPT Search","#slide","#01B8AA","#374649"
671,"PPT Search","#slide","#01B8AA","#374649"
686,"PPT Search","#slide","#01B8AA","#374649"
687,"PPT Search","#slide","#01B8AA","#374649"
691,"PPT Search","#slide","#01B8AA","#374649"
706,"PPT Search","#slide","#01B8AA","#374649"
707,"PPT Search","#slide","#01B8AA","#374649"
708,"PPT Search","#slide","#01B8AA","#374649"
714,"PPT Search","#slide","#01B8AA","#374649"
717,"PPT Search","#slide","#01B8AA","#374649"
760,"PPT Search","#slide","#01B8AA","#374649"
761,"PPT Search","#slide","#01B8AA","#374649"
762,"PPT Search","#slide","#01B8AA","#374649"
815,"PPT Search","#slide","#01B8AA","#374649"
816,"PPT Search","#slide","#01B8AA","#374649"
820,"PPT Search","#slide","#01B8AA","#374649"
830,"PPT Search","#slide","#01B8AA","#374649"
832,"PPT Search","#slide","#01B8AA","#374649"
842,"PPT Search","#slide","#01B8AA","#374649"
856,"PPT Search","#slide","#01B8AA","#374649"
859,"PPT Search","#slide","#01B8AA","#374649"
860,"PPT Search","#slide","#01B8AA","#374649"
862,"PPT Search","#slide","#01B8AA","#374649"
864,"PPT Search","#slide","#01B8AA","#374649"
865,"PPT Search","#slide","#01B8AA","#374649"
867,"PPT Search","#slide","#01B8AA","#374649"
869,"PPT Search","#slide","#01B8AA","#374649"
870,"PPT Search","#slide","#01B8AA","#374649"
871,"PPT Search","#slide","#01B8AA","#374649"
876,"PPT Search","#slide","#01B8AA","#374649"
884,"PPT Search","#slide","#01B8AA","#374649"
887,"PPT Search","#slide","#01B8AA","#374649"
891,"PPT Search","#slide","#01B8AA","#374649"
895,"PPT Search","#slide","#01B8AA","#374649"
913,"PPT Search","#slide","#01B8AA","#374649"
958,"PPT Search","#slide","#01B8AA","#374649"
960,"PPT Search","#slide","#01B8AA","#374649"
976,"PPT Search","#slide","#01B8AA","#374649"
979,"PPT Search","#slide","#01B8AA","#374649"
980,"PPT Search","#slide","#01B8AA","#374649"
981,"PPT Search","#slide","#01B8AA","#374649"
985,"PPT Search","#slide","#01B8AA","#374649"
987,"PPT Search","#slide","#01B8AA","#374649"
990,"PPT Search","#slide","#01B8AA","#374649"
998,"PPT Search","#slide","#01B8AA","#374649"
1006,"PPT Search","#slide","#01B8AA","#374649"
1012,"PPT Search","#slide","#01B8AA","#374649"
1015,"PPT Search","#slide","#01B8AA","#374649"
1017,"PPT Search","#slide","#01B8AA","#374649"
1032,"PPT Search","#slide","#01B8AA","#374649"
1033,"PPT Search","#slide","#01B8AA","#374649"
1035,"PPT Search","#slide","#01B8AA","#374649"
1037,"PPT Search","#slide","#01B8AA","#374649"
1041,"PPT Search","#slide","#01B8AA","#374649"
1096,"PPT Search","#slide","#01B8AA","#374649"
1099,"PPT Search","#slide","#01B8AA","#374649"
1101,"PPT Search","#slide","#01B8AA","#374649"
1136,"PPT Search","#slide","#01B8AA","#374649"
1139,"PPT Search","#slide","#01B8AA","#374649"
1140,"PPT Search","#slide","#01B8AA","#374649"
1148,"PPT Search","#slide","#01B8AA","#374649"
1157,"PPT Search","#slide","#01B8AA","#374649"
1161,"PPT Search","#slide","#01B8AA","#374649"
1170,"PPT Search","#slide","#01B8AA","#374649"
1174,"PPT Search","#slide","#01B8AA","#374649"
1175,"PPT Search","#slide","#01B8AA","#374649"
1195,"PPT Search","#slide","#01B8AA","#374649"
1212,"PPT Search","#slide","#01B8AA","#374649"
1253,"PPT Search","#slide","#01B8AA","#374649"
1256,"PPT Search","#slide","#01B8AA","#374649"
1260,"PPT Search","#slide","#01B8AA","#374649"
1262,"PPT Search","#slide","#01B8AA","#374649"
1263,"PPT Search","#slide","#01B8AA","#374649"
1266,"PPT Search","#slide","#01B8AA","#374649"
1271,"PPT Search","#slide","#01B8AA","#374649"
1273,"PPT Search","#slide","#01B8AA","#374649"
1297,"PPT Search","#slide","#01B8AA","#374649"
1308,"PPT Search","#slide","#01B8AA","#374649"
1309,"PPT Search","#slide","#01B8AA","#374649"
1312,"PPT Search","#slide","#01B8AA","#374649"
1314,"PPT Search","#slide","#01B8AA","#374649"
1318,"PPT Search","#slide","#01B8AA","#374649"
1321,"PPT Search","#slide","#01B8AA","#374649"
1324,"PPT Search","#slide","#01B8AA","#374649"
1325,"PPT Search","#slide","#01B8AA","#374649"
1331,"PPT Search","#slide","#01B8AA","#374649"
1337,"PPT Search","#slide","#01B8AA","#374649"
1342,"PPT Search","#slide","#01B8AA","#374649"
1355,"PPT Search","#slide","#01B8AA","#374649"
1356,"PPT Search","#slide","#01B8AA","#374649"
1359,"PPT Search","#slide","#01B8AA","#374649"
1367,"PPT Search","#slide","#01B8AA","#374649"
1368,"PPT Search","#slide","#01B8AA","#374649"
1369,"PPT Search","#slide","#01B8AA","#374649"
1370,"PPT Search","#slide","#01B8AA","#374649"
1372,"PPT Search","#slide","#01B8AA","#374649"
1425,"PPT Search","#slide","#01B8AA","#374649"
1426,"PPT Search","#slide","#01B8AA","#374649"
1427,"PPT Search","#slide","#01B8AA","#374649"
1474,"PPT Search","#slide","#01B8AA","#374649"
1477,"PPT Search","#slide","#01B8AA","#374649"
1486,"PPT Search","#slide","#01B8AA","#374649"
1496,"PPT Search","#slide","#01B8AA","#374649"
1559,"PPT Search","#slide","#01B8AA","#374649"
1593,"PPT Search","#slide","#01B8AA","#374649"
1596,"PPT Search","#slide","#01B8AA","#374649"
1600,"PPT Search","#slide","#01B8AA","#374649"
1601,"PPT Search","#slide","#01B8AA","#374649"
1611,"PPT Search","#slide","#01B8AA","#374649"
1664,"PPT Search","#slide","#01B8AA","#374649"
1679,"PPT Search","#slide","#01B8AA","#374649"
1680,"PPT Search","#slide","#01B8AA","#374649"
1705,"PPT Search","#slide","#01B8AA","#374649"
1711,"PPT Search","#slide","#01B8AA","#374649"
1732,"PPT Search","#slide","#01B8AA","#374649"
1734,"PPT Search","#slide","#01B8AA","#374649"
1768,"PPT Search","#slide","#01B8AA","#374649"
1770,"PPT Search","#slide","#01B8AA","#374649"
1775,"PPT Search","#slide","#01B8AA","#374649"
1777,"PPT Search","#slide","#01B8AA","#374649"
1786,"PPT Search","#slide","#01B8AA","#374649"
1787,"PPT Search","#slide","#01B8AA","#374649"
1790,"PPT Search","#slide","#01B8AA","#374649"
1793,"PPT Search","#slide","#01B8AA","#374649"
1796,"PPT Search","#slide","#01B8AA","#374649"
1798,"PPT Search","#slide","#01B8AA","#374649"
1800,"PPT Search","#slide","#01B8AA","#374649"
1802,"PPT Search","#slide","#01B8AA","#374649"
1818,"PPT Search","#slide","#01B8AA","#374649"
1819,"PPT Search","#slide","#01B8AA","#374649"
1820,"PPT Search","#slide","#01B8AA","#374649"
1821,"PPT Search","#slide","#01B8AA","#374649"
1824,"PPT Search","#slide","#01B8AA","#374649"
1828,"PPT Search","#slide","#01B8AA","#374649"
1834,"PPT Search","#slide","#01B8AA","#374649"
1840,"PPT Search","#slide","#01B8AA","#374649"
1842,"PPT Search","#slide","#01B8AA","#374649"
1858,"PPT Search","#slide","#01B8AA","#374649"
1859,"PPT Search","#slide","#01B8AA","#374649"
1860,"PPT Search","#slide","#01B8AA","#374649"
1862,"PPT Search","#slide","#01B8AA","#374649"
1865,"PPT Search","#slide","#01B8AA","#374649"
1867,"PPT Search","#slide","#01B8AA","#374649"
1882,"PPT Search","#slide","#01B8AA","#374649"
1883,"PPT Search","#slide","#01B8AA","#374649"
1896,"PPT Search","#slide","#01B8AA","#374649"
1898,"PPT Search","#slide","#01B8AA","#374649"
1899,"PPT Search","#slide","#01B8AA","#374649"
1900,"PPT Search","#slide","#01B8AA","#374649"
1901,"PPT Search","#slide","#01B8AA","#374649"
1902,"PPT Search","#slide","#01B8AA","#374649"
1907,"PPT Search","#slide","#01B8AA","#374649"
1917,"PPT Search","#slide","#01B8AA","#374649"
1918,"PPT Search","#slide","#01B8AA","#374649"
1925,"PPT Search","#slide","#01B8AA","#374649"
1926,"PPT Search","#slide","#01B8AA","#374649"
1928,"PPT Search","#slide","#01B8AA","#374649"
1941,"PPT Search","#slide","#01B8AA","#374649"
1949,"PPT Search","#slide","#01B8AA","#374649"
1950,"PPT Search","#slide","#01B8AA","#374649"
1952,"PPT Search","#slide","#01B8AA","#374649"
1965,"PPT Search","#slide","#01B8AA","#374649"
1967,"PPT Search","#slide","#01B8AA","#374649"
1977,"PPT Search","#slide","#01B8AA","#374649"
2001,"PPT Search","#slide","#01B8AA","#374649"
2007,"PPT Search","#slide","#01B8AA","#374649"
2008,"PPT Search","#slide","#01B8AA","#374649"
2011,"PPT Search","#slide","#01B8AA","#374649"
2022,"PPT Search","#slide","#01B8AA","#374649"
2025,"PPT Search","#slide","#01B8AA","#374649"
2026,"PPT Search","#slide","#01B8AA","#374649"
2049,"PPT Search","#slide","#01B8AA","#374649"
2050,"PPT Search","#slide","#01B8AA","#374649"
2054,"PPT Search","#slide","#01B8AA","#374649"
2055,"PPT Search","#slide","#01B8AA","#374649"
2058,"PPT Search","#slide","#01B8AA","#374649"
2065,"PPT Search","#slide","#01B8AA","#374649"
2131,"PPT Search","#slide","#01B8AA","#374649"
2268,"PPT Search","#slide","#01B8AA","#374649"
2269,"PPT Search","#slide","#01B8AA","#374649"
2274,"PPT Search","#slide","#01B8AA","#374649"
2281,"PPT Search","#slide","#01B8AA","#374649"
2287,"PPT Search","#slide","#01B8AA","#374649"
2289,"PPT Search","#slide","#01B8AA","#374649"
2303,"PPT Search","#slide","#01B8AA","#374649"
2306,"PPT Search","#slide","#01B8AA","#374649"
2309,"PPT Search","#slide","#01B8AA","#374649"
2312,"PPT Search","#slide","#01B8AA","#374649"
2314,"PPT Search","#slide","#01B8AA","#374649"
2316,"PPT Search","#slide","#01B8AA","#374649"
2336,"PPT Search","#slide","#01B8AA","#374649"
2338,"PPT Search","#slide","#01B8AA","#374649"
2340,"PPT Search","#slide","#01B8AA","#374649"
2341,"PPT Search","#slide","#01B8AA","#374649"
2343,"PPT Search","#slide","#01B8AA","#374649"
2345,"PPT Search","#slide","#01B8AA","#374649"
2347,"PPT Search","#slide","#01B8AA","#374649"
2349,"PPT Search","#slide","#01B8AA","#374649"
2350,"PPT Search","#slide","#01B8AA","#374649"
2358,"PPT Search","#slide","#01B8AA","#374649"
2361,"PPT Search","#slide","#01B8AA","#374649"
2362,"PPT Search","#slide","#01B8AA","#374649"
2365,"PPT Search","#slide","#01B8AA","#374649"
2382,"PPT Search","#slide","#01B8AA","#374649"
2386,"PPT Search","#slide","#01B8AA","#374649"
2393,"PPT Search","#slide","#01B8AA","#374649"
2395,"PPT Search","#slide","#01B8AA","#374649"
2396,"PPT Search","#slide","#01B8AA","#374649"
2398,"PPT Search","#slide","#01B8AA","#374649"
2401,"PPT Search","#slide","#01B8AA","#374649"
2424,"PPT Search","#slide","#01B8AA","#374649"
2437,"PPT Search","#slide","#01B8AA","#374649"
2441,"PPT Search","#slide","#01B8AA","#374649"
2452,"PPT Search","#slide","#01B8AA","#374649"
2468,"PPT Search","#slide","#01B8AA","#374649"
2468,"PPT Search","#slide","#01B8AA","#374649"
2469,"PPT Search","#slide","#01B8AA","#374649"
2470,"PPT Search","#slide","#01B8AA","#374649"
2477,"PPT Search","#slide","#01B8AA","#374649"
2482,"PPT Search","#slide","#01B8AA","#374649"
2484,"PPT Search","#slide","#01B8AA","#374649"
2490,"PPT Search","#slide","#01B8AA","#374649"
2494,"PPT Search","#slide","#01B8AA","#374649"
2608,"PPT Search","#slide","#01B8AA","#374649"
2612,"PPT Search","#slide","#01B8AA","#374649"
2614,"PPT Search","#slide","#01B8AA","#374649"
2616,"PPT Search","#slide","#01B8AA","#374649"
2624,"PPT Search","#slide","#01B8AA","#374649"
2640,"PPT Search","#slide","#01B8AA","#374649"
2642,"PPT Search","#slide","#01B8AA","#374649"
2644,"PPT Search","#slide","#01B8AA","#374649"
2647,"PPT Search","#slide","#01B8AA","#374649"
2648,"PPT Search","#slide","#01B8AA","#374649"
2649,"PPT Search","#slide","#01B8AA","#374649"
2650,"PPT Search","#slide","#01B8AA","#374649"
2652,"PPT Search","#slide","#01B8AA","#374649"
2653,"PPT Search","#slide","#01B8AA","#374649"
2657,"PPT Search","#slide","#01B8AA","#374649"
2659,"PPT Search","#slide","#01B8AA","#374649"
2661,"PPT Search","#slide","#01B8AA","#374649"
2683,"PPT Search","#slide","#01B8AA","#374649"
2687,"PPT Search","#slide","#01B8AA","#374649"
2691,"PPT Search","#slide","#01B8AA","#374649"
2693,"PPT Search","#slide","#01B8AA","#374649"
2700,"PPT Search","#slide","#01B8AA","#374649"
2703,"PPT Search","#slide","#01B8AA","#374649"
2706,"PPT Search","#slide","#01B8AA","#374649"
2712,"PPT Search","#slide","#01B8AA","#374649"
2721,"PPT Search","#slide","#01B8AA","#374649"
2724,"PPT Search","#slide","#01B8AA","#374649"
2725,"PPT Search","#slide","#01B8AA","#374649"
2728,"PPT Search","#slide","#01B8AA","#374649"
2729,"PPT Search","#slide","#01B8AA","#374649"
2730,"PPT Search","#slide","#01B8AA","#374649"
2739,"PPT Search","#slide","#01B8AA","#374649"
2751,"PPT Search","#slide","#01B8AA","#374649"
2752,"PPT Search","#slide","#01B8AA","#374649"
2754,"PPT Search","#slide","#01B8AA","#374649"
2848,"PPT Search","#slide","#01B8AA","#374649"
2849,"PPT Search","#slide","#01B8AA","#374649"
2869,"PPT Search","#slide","#01B8AA","#374649"
2871,"PPT Search","#slide","#01B8AA","#374649"
2873,"PPT Search","#slide","#01B8AA","#374649"
2887,"PPT Search","#slide","#01B8AA","#374649"
2898,"PPT Search","#slide","#01B8AA","#374649"
2939,"PPT Search","#slide","#01B8AA","#374649"
2943,"PPT Search","#slide","#01B8AA","#374649"
2944,"PPT Search","#slide","#01B8AA","#374649"
2949,"PPT Search","#slide","#01B8AA","#374649"
2950,"PPT Search","#slide","#01B8AA","#374649"
2955,"PPT Search","#slide","#01B8AA","#374649"
2963,"PPT Search","#slide","#01B8AA","#374649"
2964,"PPT Search","#slide","#01B8AA","#374649"
2965,"PPT Search","#slide","#01B8AA","#374649"
2984,"PPT Search","#slide","#01B8AA","#374649"
2987,"PPT Search","#slide","#01B8AA","#374649"
2988,"PPT Search","#slide","#01B8AA","#374649"
2991,"PPT Search","#slide","#01B8AA","#374649"
2992,"PPT Search","#slide","#01B8AA","#374649"
2993,"PPT Search","#slide","#01B8AA","#374649"
2994,"PPT Search","#slide","#01B8AA","#374649"
2996,"PPT Search","#slide","#01B8AA","#374649"
2997,"PPT Search","#slide","#01B8AA","#374649"
3001,"PPT Search","#slide","#01B8AA","#374649"
3005,"PPT Search","#slide","#01B8AA","#374649"
3015,"PPT Search","#slide","#01B8AA","#374649"
3018,"PPT Search","#slide","#01B8AA","#374649"
3019,"PPT Search","#slide","#01B8AA","#374649"
3057,"PPT Search","#slide","#01B8AA","#374649"
3072,"PPT Search","#slide","#01B8AA","#374649"
3107,"PPT Search","#slide","#01B8AA","#374649"
3129,"PPT Search","#slide","#01B8AA","#374649"
3132,"PPT Search","#slide","#01B8AA","#374649"
3134,"PPT Search","#slide","#01B8AA","#374649"
3136,"PPT Search","#slide","#01B8AA","#374649"
3154,"PPT Search","#slide","#01B8AA","#374649"
3155,"PPT Search","#slide","#01B8AA","#374649"
3161,"PPT Search","#slide","#01B8AA","#374649"
3165,"PPT Search","#slide","#01B8AA","#374649"
3167,"PPT Search","#slide","#01B8AA","#374649"
3173,"PPT Search","#slide","#01B8AA","#374649"
3176,"PPT Search","#slide","#01B8AA","#374649"
3177,"PPT Search","#slide","#01B8AA","#374649"
3181,"PPT Search","#slide","#01B8AA","#374649"
3183,"PPT Search","#slide","#01B8AA","#374649"
3185,"PPT Search","#slide","#01B8AA","#374649"
3206,"PPT Search","#slide","#01B8AA","#374649"
3299,"PPT Search","#slide","#01B8AA","#374649"
3300,"PPT Search","#slide","#01B8AA","#374649"
3304,"PPT Search","#slide","#01B8AA","#374649"
3307,"PPT Search","#slide","#01B8AA","#374649"
3322,"PPT Search","#slide","#01B8AA","#374649"
3323,"PPT Search","#slide","#01B8AA","#374649"
3330,"PPT Search","#slide","#01B8AA","#374649"
3334,"PPT Search","#slide","#01B8AA","#374649"
3346,"PPT Search","#slide","#01B8AA","#374649"
3347,"PPT Search","#slide","#01B8AA","#374649"
3348,"PPT Search","#slide","#01B8AA","#374649"
3349,"PPT Search","#slide","#01B8AA","#374649"
3361,"PPT Search","#slide","#01B8AA","#374649"
3373,"PPT Search","#slide","#01B8AA","#374649"
3401,"PPT Search","#slide","#01B8AA","#374649"
3416,"PPT Search","#slide","#01B8AA","#374649"
3425,"PPT Search","#slide","#01B8AA","#374649"
3428,"PPT Search","#slide","#01B8AA","#374649"
3434,"PPT Search","#slide","#01B8AA","#374649"
3435,"PPT Search","#slide","#01B8AA","#374649"
3436,"PPT Search","#slide","#01B8AA","#374649"
3437,"PPT Search","#slide","#01B8AA","#374649"
3441,"PPT Search","#slide","#01B8AA","#374649"
3445,"PPT Search","#slide","#01B8AA","#374649"
3449,"PPT Search","#slide","#01B8AA","#374649"
3451,"PPT Search","#slide","#01B8AA","#374649"
3509,"PPT Search","#slide","#01B8AA","#374649"
3524,"PPT Search","#slide","#01B8AA","#374649"
3555,"PPT Search","#slide","#01B8AA","#374649"
3556,"PPT Search","#slide","#01B8AA","#374649"
3586,"PPT Search","#slide","#01B8AA","#374649"
3590,"PPT Search","#slide","#01B8AA","#374649"
3592,"PPT Search","#slide","#01B8AA","#374649"
3597,"PPT Search","#slide","#01B8AA","#374649"
3598,"PPT Search","#slide","#01B8AA","#374649"
3600,"PPT Search","#slide","#01B8AA","#374649"
3603,"PPT Search","#slide","#01B8AA","#374649"
3604,"PPT Search","#slide","#01B8AA","#374649"
3605,"PPT Search","#slide","#01B8AA","#374649"
3611,"PPT Search","#slide","#01B8AA","#374649"
3617,"PPT Search","#slide","#01B8AA","#374649"
3618,"PPT Search","#slide","#01B8AA","#374649"
3632,"PPT Search","#slide","#01B8AA","#374649"
3648,"PPT Search","#slide","#01B8AA","#374649"
3649,"PPT Search","#slide","#01B8AA","#374649"
3671,"PPT Search","#slide","#01B8AA","#374649"
3683,"PPT Search","#slide","#01B8AA","#374649"
3687,"PPT Search","#slide","#01B8AA","#374649"
3691,"PPT Search","#slide","#01B8AA","#374649"
3728,"PPT Search","#slide","#01B8AA","#374649"
3730,"PPT Search","#slide","#01B8AA","#374649"
3731,"PPT Search","#slide","#01B8AA","#374649"
3735,"PPT Search","#slide","#01B8AA","#374649"
3743,"PPT Search","#slide","#01B8AA","#374649"
3749,"PPT Search","#slide","#01B8AA","#374649"
3751,"PPT Search","#slide","#01B8AA","#374649"
3761,"PPT Search","#slide","#01B8AA","#374649"
3763,"PPT Search","#slide","#01B8AA","#374649"
3768,"PPT Search","#slide","#01B8AA","#374649"
3783,"PPT Search","#slide","#01B8AA","#374649"
3787,"PPT Search","#slide","#01B8AA","#374649"
3789,"PPT Search","#slide","#01B8AA","#374649"
3791,"PPT Search","#slide","#01B8AA","#374649"
3804,"PPT Search","#slide","#01B8AA","#374649"
3806,"PPT Search","#slide","#01B8AA","#374649"
3819,"PPT Search","#slide","#01B8AA","#374649"
3823,"PPT Search","#slide","#01B8AA","#374649"
3842,"PPT Search","#slide","#01B8AA","#374649"
3847,"PPT Search","#slide","#01B8AA","#374649"
3865,"PPT Search","#slide","#01B8AA","#374649"
3868,"PPT Search","#slide","#01B8AA","#374649"
3869,"PPT Search","#slide","#01B8AA","#374649"
3872,"PPT Search","#slide","#01B8AA","#374649"
3890,"PPT Search","#slide","#01B8AA","#374649"
3918,"PPT Search","#slide","#01B8AA","#374649"
3924,"PPT Search","#slide","#01B8AA","#374649"
3927,"PPT Search","#slide","#01B8AA","#374649"
3930,"PPT Search","#slide","#01B8AA","#374649"
3932,"PPT Search","#slide","#01B8AA","#374649"
3934,"PPT Search","#slide","#01B8AA","#374649"
3961,"PPT Search","#slide","#01B8AA","#374649"
3975,"PPT Search","#slide","#01B8AA","#374649"
3977,"PPT Search","#slide","#01B8AA","#374649"
3979,"PPT Search","#slide","#01B8AA","#374649"
3984,"PPT Search","#slide","#01B8AA","#374649"
3991,"PPT Search","#slide","#01B8AA","#374649"
4005,"PPT Search","#slide","#01B8AA","#374649"
4025,"PPT Search","#slide","#01B8AA","#374649"
4027,"PPT Search","#slide","#01B8AA","#374649"
4036,"PPT Search","#slide","#01B8AA","#374649"
4041,"PPT Search","#slide","#01B8AA","#374649"
4043,"PPT Search","#slide","#01B8AA","#374649"
4045,"PPT Search","#slide","#01B8AA","#374649"
4047,"PPT Search","#slide","#01B8AA","#374649"
4051,"PPT Search","#slide","#01B8AA","#374649"
4053,"PPT Search","#slide","#01B8AA","#374649"
4054,"PPT Search","#slide","#01B8AA","#374649"
4056,"PPT Search","#slide","#01B8AA","#374649"
4060,"PPT Search","#slide","#01B8AA","#374649"
4061,"PPT Search","#slide","#01B8AA","#374649"
4074,"PPT Search","#slide","#01B8AA","#374649"
4081,"PPT Search","#slide","#01B8AA","#374649"
4084,"PPT Search","#slide","#01B8AA","#374649"
4087,"PPT Search","#slide","#01B8AA","#374649"
4090,"PPT Search","#slide","#01B8AA","#374649"
4102,"PPT Search","#slide","#01B8AA","#374649"
4107,"PPT Search","#slide","#01B8AA","#374649"
4134,"PPT Search","#slide","#01B8AA","#374649"
4137,"PPT Search","#slide","#01B8AA","#374649"
4139,"PPT Search","#slide","#01B8AA","#374649"
4140,"PPT Search","#slide","#01B8AA","#374649"
4166,"PPT Search","#slide","#01B8AA","#374649"
4169,"PPT Search","#slide","#01B8AA","#374649"
4170,"PPT Search","#slide","#01B8AA","#374649"
4172,"PPT Search","#slide","#01B8AA","#374649"
4197,"PPT Search","#slide","#01B8AA","#374649"
4199,"PPT Search","#slide","#01B8AA","#374649"
4210,"PPT Search","#slide","#01B8AA","#374649"
4213,"PPT Search","#slide","#01B8AA","#374649"
4250,"PPT Search","#slide","#01B8AA","#374649"
4251,"PPT Search","#slide","#01B8AA","#374649"
4253,"PPT Search","#slide","#01B8AA","#374649"
4257,"PPT Search","#slide","#01B8AA","#374649"
4259,"PPT Search","#slide","#01B8AA","#374649"
