Date,Year,QuarterOfYear,MonthOfYear,DayOfMonth,DateInt,MonthName,Month & Year,Quarter & Year,DayInWeek,DayOfWeekName,WeekEnding,Week Number,MonthnYear,QuarternYear,ShortYear,FY,Short Month,Quarters
2015-11-11 00:00:00.000,"2015",4,11,11,20151111,"November","Nov 2015","Q4 2015",2,"Wednesday",2015-11-15 00:00:00.000,46,20151100,20150400,"15","FY16","Nov","Q4"
2015-11-12 00:00:00.000,"2015",4,11,12,20151112,"November","Nov 2015","Q4 2015",3,"Thursday",2015-11-15 00:00:00.000,46,20151100,20150400,"15","FY16","Nov","Q4"
2015-11-13 00:00:00.000,"2015",4,11,13,20151113,"November","Nov 2015","Q4 2015",4,"Friday",2015-11-15 00:00:00.000,46,20151100,20150400,"15","FY16","Nov","Q4"
2015-11-14 00:00:00.000,"2015",4,11,14,20151114,"November","Nov 2015","Q4 2015",5,"Saturday",2015-11-15 00:00:00.000,46,20151100,20150400,"15","FY16","Nov","Q4"
2015-11-15 00:00:00.000,"2015",4,11,15,20151115,"November","Nov 2015","Q4 2015",6,"Sunday",2015-11-15 00:00:00.000,46,20151100,20150400,"15","FY16","Nov","Q4"
2015-11-16 00:00:00.000,"2015",4,11,16,20151116,"November","Nov 2015","Q4 2015",0,"Monday",2015-11-22 00:00:00.000,47,20151100,20150400,"15","FY16","Nov","Q4"
2015-11-17 00:00:00.000,"2015",4,11,17,20151117,"November","Nov 2015","Q4 2015",1,"Tuesday",2015-11-22 00:00:00.000,47,20151100,20150400,"15","FY16","Nov","Q4"
2015-11-18 00:00:00.000,"2015",4,11,18,20151118,"November","Nov 2015","Q4 2015",2,"Wednesday",2015-11-22 00:00:00.000,47,20151100,20150400,"15","FY16","Nov","Q4"
2015-11-19 00:00:00.000,"2015",4,11,19,20151119,"November","Nov 2015","Q4 2015",3,"Thursday",2015-11-22 00:00:00.000,47,20151100,20150400,"15","FY16","Nov","Q4"
2015-11-20 00:00:00.000,"2015",4,11,20,20151120,"November","Nov 2015","Q4 2015",4,"Friday",2015-11-22 00:00:00.000,47,20151100,20150400,"15","FY16","Nov","Q4"
2015-11-21 00:00:00.000,"2015",4,11,21,20151121,"November","Nov 2015","Q4 2015",5,"Saturday",2015-11-22 00:00:00.000,47,20151100,20150400,"15","FY16","Nov","Q4"
2015-11-22 00:00:00.000,"2015",4,11,22,20151122,"November","Nov 2015","Q4 2015",6,"Sunday",2015-11-22 00:00:00.000,47,20151100,20150400,"15","FY16","Nov","Q4"
2015-11-23 00:00:00.000,"2015",4,11,23,20151123,"November","Nov 2015","Q4 2015",0,"Monday",2015-11-29 00:00:00.000,48,20151100,20150400,"15","FY16","Nov","Q4"
2015-11-24 00:00:00.000,"2015",4,11,24,20151124,"November","Nov 2015","Q4 2015",1,"Tuesday",2015-11-29 00:00:00.000,48,20151100,20150400,"15","FY16","Nov","Q4"
2015-11-25 00:00:00.000,"2015",4,11,25,20151125,"November","Nov 2015","Q4 2015",2,"Wednesday",2015-11-29 00:00:00.000,48,20151100,20150400,"15","FY16","Nov","Q4"
2015-11-26 00:00:00.000,"2015",4,11,26,20151126,"November","Nov 2015","Q4 2015",3,"Thursday",2015-11-29 00:00:00.000,48,20151100,20150400,"15","FY16","Nov","Q4"
2015-11-27 00:00:00.000,"2015",4,11,27,20151127,"November","Nov 2015","Q4 2015",4,"Friday",2015-11-29 00:00:00.000,48,20151100,20150400,"15","FY16","Nov","Q4"
2015-11-28 00:00:00.000,"2015",4,11,28,20151128,"November","Nov 2015","Q4 2015",5,"Saturday",2015-11-29 00:00:00.000,48,20151100,20150400,"15","FY16","Nov","Q4"
2015-11-29 00:00:00.000,"2015",4,11,29,20151129,"November","Nov 2015","Q4 2015",6,"Sunday",2015-11-29 00:00:00.000,48,20151100,20150400,"15","FY16","Nov","Q4"
2015-11-30 00:00:00.000,"2015",4,11,30,20151130,"November","Nov 2015","Q4 2015",0,"Monday",2015-12-06 00:00:00.000,49,20151100,20150400,"15","FY16","Nov","Q4"
2016-11-01 00:00:00.000,"2016",4,11,1,20161101,"November","Nov 2016","Q4 2016",1,"Tuesday",2016-11-06 00:00:00.000,45,20161100,20160400,"16","FY17","Nov","Q4"
2016-11-02 00:00:00.000,"2016",4,11,2,20161102,"November","Nov 2016","Q4 2016",2,"Wednesday",2016-11-06 00:00:00.000,45,20161100,20160400,"16","FY17","Nov","Q4"
2016-11-03 00:00:00.000,"2016",4,11,3,20161103,"November","Nov 2016","Q4 2016",3,"Thursday",2016-11-06 00:00:00.000,45,20161100,20160400,"16","FY17","Nov","Q4"
2016-11-04 00:00:00.000,"2016",4,11,4,20161104,"November","Nov 2016","Q4 2016",4,"Friday",2016-11-06 00:00:00.000,45,20161100,20160400,"16","FY17","Nov","Q4"
2016-11-05 00:00:00.000,"2016",4,11,5,20161105,"November","Nov 2016","Q4 2016",5,"Saturday",2016-11-06 00:00:00.000,45,20161100,20160400,"16","FY17","Nov","Q4"
2016-11-06 00:00:00.000,"2016",4,11,6,20161106,"November","Nov 2016","Q4 2016",6,"Sunday",2016-11-06 00:00:00.000,45,20161100,20160400,"16","FY17","Nov","Q4"
2016-11-07 00:00:00.000,"2016",4,11,7,20161107,"November","Nov 2016","Q4 2016",0,"Monday",2016-11-13 00:00:00.000,46,20161100,20160400,"16","FY17","Nov","Q4"
2016-11-08 00:00:00.000,"2016",4,11,8,20161108,"November","Nov 2016","Q4 2016",1,"Tuesday",2016-11-13 00:00:00.000,46,20161100,20160400,"16","FY17","Nov","Q4"
2016-11-09 00:00:00.000,"2016",4,11,9,20161109,"November","Nov 2016","Q4 2016",2,"Wednesday",2016-11-13 00:00:00.000,46,20161100,20160400,"16","FY17","Nov","Q4"
2016-11-10 00:00:00.000,"2016",4,11,10,20161110,"November","Nov 2016","Q4 2016",3,"Thursday",2016-11-13 00:00:00.000,46,20161100,20160400,"16","FY17","Nov","Q4"
2016-11-11 00:00:00.000,"2016",4,11,11,20161111,"November","Nov 2016","Q4 2016",4,"Friday",2016-11-13 00:00:00.000,46,20161100,20160400,"16","FY17","Nov","Q4"
2016-11-12 00:00:00.000,"2016",4,11,12,20161112,"November","Nov 2016","Q4 2016",5,"Saturday",2016-11-13 00:00:00.000,46,20161100,20160400,"16","FY17","Nov","Q4"
2016-11-13 00:00:00.000,"2016",4,11,13,20161113,"November","Nov 2016","Q4 2016",6,"Sunday",2016-11-13 00:00:00.000,46,20161100,20160400,"16","FY17","Nov","Q4"
2016-11-14 00:00:00.000,"2016",4,11,14,20161114,"November","Nov 2016","Q4 2016",0,"Monday",2016-11-20 00:00:00.000,47,20161100,20160400,"16","FY17","Nov","Q4"
2016-11-15 00:00:00.000,"2016",4,11,15,20161115,"November","Nov 2016","Q4 2016",1,"Tuesday",2016-11-20 00:00:00.000,47,20161100,20160400,"16","FY17","Nov","Q4"
2016-11-16 00:00:00.000,"2016",4,11,16,20161116,"November","Nov 2016","Q4 2016",2,"Wednesday",2016-11-20 00:00:00.000,47,20161100,20160400,"16","FY17","Nov","Q4"
2016-11-17 00:00:00.000,"2016",4,11,17,20161117,"November","Nov 2016","Q4 2016",3,"Thursday",2016-11-20 00:00:00.000,47,20161100,20160400,"16","FY17","Nov","Q4"
2016-11-18 00:00:00.000,"2016",4,11,18,20161118,"November","Nov 2016","Q4 2016",4,"Friday",2016-11-20 00:00:00.000,47,20161100,20160400,"16","FY17","Nov","Q4"
2016-11-19 00:00:00.000,"2016",4,11,19,20161119,"November","Nov 2016","Q4 2016",5,"Saturday",2016-11-20 00:00:00.000,47,20161100,20160400,"16","FY17","Nov","Q4"
2016-11-20 00:00:00.000,"2016",4,11,20,20161120,"November","Nov 2016","Q4 2016",6,"Sunday",2016-11-20 00:00:00.000,47,20161100,20160400,"16","FY17","Nov","Q4"
2016-11-21 00:00:00.000,"2016",4,11,21,20161121,"November","Nov 2016","Q4 2016",0,"Monday",2016-11-27 00:00:00.000,48,20161100,20160400,"16","FY17","Nov","Q4"
2016-11-22 00:00:00.000,"2016",4,11,22,20161122,"November","Nov 2016","Q4 2016",1,"Tuesday",2016-11-27 00:00:00.000,48,20161100,20160400,"16","FY17","Nov","Q4"
2016-11-23 00:00:00.000,"2016",4,11,23,20161123,"November","Nov 2016","Q4 2016",2,"Wednesday",2016-11-27 00:00:00.000,48,20161100,20160400,"16","FY17","Nov","Q4"
2016-11-24 00:00:00.000,"2016",4,11,24,20161124,"November","Nov 2016","Q4 2016",3,"Thursday",2016-11-27 00:00:00.000,48,20161100,20160400,"16","FY17","Nov","Q4"
2016-11-25 00:00:00.000,"2016",4,11,25,20161125,"November","Nov 2016","Q4 2016",4,"Friday",2016-11-27 00:00:00.000,48,20161100,20160400,"16","FY17","Nov","Q4"
2016-11-26 00:00:00.000,"2016",4,11,26,20161126,"November","Nov 2016","Q4 2016",5,"Saturday",2016-11-27 00:00:00.000,48,20161100,20160400,"16","FY17","Nov","Q4"
2016-11-27 00:00:00.000,"2016",4,11,27,20161127,"November","Nov 2016","Q4 2016",6,"Sunday",2016-11-27 00:00:00.000,48,20161100,20160400,"16","FY17","Nov","Q4"
2016-11-28 00:00:00.000,"2016",4,11,28,20161128,"November","Nov 2016","Q4 2016",0,"Monday",2016-12-04 00:00:00.000,49,20161100,20160400,"16","FY17","Nov","Q4"
2016-11-29 00:00:00.000,"2016",4,11,29,20161129,"November","Nov 2016","Q4 2016",1,"Tuesday",2016-12-04 00:00:00.000,49,20161100,20160400,"16","FY17","Nov","Q4"
2016-11-30 00:00:00.000,"2016",4,11,30,20161130,"November","Nov 2016","Q4 2016",2,"Wednesday",2016-12-04 00:00:00.000,49,20161100,20160400,"16","FY17","Nov","Q4"
2017-11-01 00:00:00.000,"2017",4,11,1,20171101,"November","Nov 2017","Q4 2017",2,"Wednesday",2017-11-05 00:00:00.000,45,20171100,20170400,"17","FY18","Nov","Q4"
2017-11-02 00:00:00.000,"2017",4,11,2,20171102,"November","Nov 2017","Q4 2017",3,"Thursday",2017-11-05 00:00:00.000,45,20171100,20170400,"17","FY18","Nov","Q4"
2017-11-03 00:00:00.000,"2017",4,11,3,20171103,"November","Nov 2017","Q4 2017",4,"Friday",2017-11-05 00:00:00.000,45,20171100,20170400,"17","FY18","Nov","Q4"
2017-11-04 00:00:00.000,"2017",4,11,4,20171104,"November","Nov 2017","Q4 2017",5,"Saturday",2017-11-05 00:00:00.000,45,20171100,20170400,"17","FY18","Nov","Q4"
2017-11-05 00:00:00.000,"2017",4,11,5,20171105,"November","Nov 2017","Q4 2017",6,"Sunday",2017-11-05 00:00:00.000,45,20171100,20170400,"17","FY18","Nov","Q4"
2017-11-06 00:00:00.000,"2017",4,11,6,20171106,"November","Nov 2017","Q4 2017",0,"Monday",2017-11-12 00:00:00.000,46,20171100,20170400,"17","FY18","Nov","Q4"
2017-11-07 00:00:00.000,"2017",4,11,7,20171107,"November","Nov 2017","Q4 2017",1,"Tuesday",2017-11-12 00:00:00.000,46,20171100,20170400,"17","FY18","Nov","Q4"
2017-11-08 00:00:00.000,"2017",4,11,8,20171108,"November","Nov 2017","Q4 2017",2,"Wednesday",2017-11-12 00:00:00.000,46,20171100,20170400,"17","FY18","Nov","Q4"
2017-11-09 00:00:00.000,"2017",4,11,9,20171109,"November","Nov 2017","Q4 2017",3,"Thursday",2017-11-12 00:00:00.000,46,20171100,20170400,"17","FY18","Nov","Q4"
2017-11-10 00:00:00.000,"2017",4,11,10,20171110,"November","Nov 2017","Q4 2017",4,"Friday",2017-11-12 00:00:00.000,46,20171100,20170400,"17","FY18","Nov","Q4"
2017-11-11 00:00:00.000,"2017",4,11,11,20171111,"November","Nov 2017","Q4 2017",5,"Saturday",2017-11-12 00:00:00.000,46,20171100,20170400,"17","FY18","Nov","Q4"
2017-11-12 00:00:00.000,"2017",4,11,12,20171112,"November","Nov 2017","Q4 2017",6,"Sunday",2017-11-12 00:00:00.000,46,20171100,20170400,"17","FY18","Nov","Q4"
2017-11-13 00:00:00.000,"2017",4,11,13,20171113,"November","Nov 2017","Q4 2017",0,"Monday",2017-11-19 00:00:00.000,47,20171100,20170400,"17","FY18","Nov","Q4"
2017-11-14 00:00:00.000,"2017",4,11,14,20171114,"November","Nov 2017","Q4 2017",1,"Tuesday",2017-11-19 00:00:00.000,47,20171100,20170400,"17","FY18","Nov","Q4"
2017-11-15 00:00:00.000,"2017",4,11,15,20171115,"November","Nov 2017","Q4 2017",2,"Wednesday",2017-11-19 00:00:00.000,47,20171100,20170400,"17","FY18","Nov","Q4"
2017-11-16 00:00:00.000,"2017",4,11,16,20171116,"November","Nov 2017","Q4 2017",3,"Thursday",2017-11-19 00:00:00.000,47,20171100,20170400,"17","FY18","Nov","Q4"
2017-11-17 00:00:00.000,"2017",4,11,17,20171117,"November","Nov 2017","Q4 2017",4,"Friday",2017-11-19 00:00:00.000,47,20171100,20170400,"17","FY18","Nov","Q4"
2017-11-18 00:00:00.000,"2017",4,11,18,20171118,"November","Nov 2017","Q4 2017",5,"Saturday",2017-11-19 00:00:00.000,47,20171100,20170400,"17","FY18","Nov","Q4"
2017-11-19 00:00:00.000,"2017",4,11,19,20171119,"November","Nov 2017","Q4 2017",6,"Sunday",2017-11-19 00:00:00.000,47,20171100,20170400,"17","FY18","Nov","Q4"
2017-11-20 00:00:00.000,"2017",4,11,20,20171120,"November","Nov 2017","Q4 2017",0,"Monday",2017-11-26 00:00:00.000,48,20171100,20170400,"17","FY18","Nov","Q4"
2017-11-21 00:00:00.000,"2017",4,11,21,20171121,"November","Nov 2017","Q4 2017",1,"Tuesday",2017-11-26 00:00:00.000,48,20171100,20170400,"17","FY18","Nov","Q4"
2017-11-22 00:00:00.000,"2017",4,11,22,20171122,"November","Nov 2017","Q4 2017",2,"Wednesday",2017-11-26 00:00:00.000,48,20171100,20170400,"17","FY18","Nov","Q4"
2017-11-23 00:00:00.000,"2017",4,11,23,20171123,"November","Nov 2017","Q4 2017",3,"Thursday",2017-11-26 00:00:00.000,48,20171100,20170400,"17","FY18","Nov","Q4"
2017-11-24 00:00:00.000,"2017",4,11,24,20171124,"November","Nov 2017","Q4 2017",4,"Friday",2017-11-26 00:00:00.000,48,20171100,20170400,"17","FY18","Nov","Q4"
2017-11-25 00:00:00.000,"2017",4,11,25,20171125,"November","Nov 2017","Q4 2017",5,"Saturday",2017-11-26 00:00:00.000,48,20171100,20170400,"17","FY18","Nov","Q4"
2017-11-26 00:00:00.000,"2017",4,11,26,20171126,"November","Nov 2017","Q4 2017",6,"Sunday",2017-11-26 00:00:00.000,48,20171100,20170400,"17","FY18","Nov","Q4"
2017-11-27 00:00:00.000,"2017",4,11,27,20171127,"November","Nov 2017","Q4 2017",0,"Monday",2017-12-03 00:00:00.000,49,20171100,20170400,"17","FY18","Nov","Q4"
2017-11-28 00:00:00.000,"2017",4,11,28,20171128,"November","Nov 2017","Q4 2017",1,"Tuesday",2017-12-03 00:00:00.000,49,20171100,20170400,"17","FY18","Nov","Q4"
2017-11-29 00:00:00.000,"2017",4,11,29,20171129,"November","Nov 2017","Q4 2017",2,"Wednesday",2017-12-03 00:00:00.000,49,20171100,20170400,"17","FY18","Nov","Q4"
2017-11-30 00:00:00.000,"2017",4,11,30,20171130,"November","Nov 2017","Q4 2017",3,"Thursday",2017-12-03 00:00:00.000,49,20171100,20170400,"17","FY18","Nov","Q4"
2018-11-01 00:00:00.000,"2018",4,11,1,20181101,"November","Nov 2018","Q4 2018",3,"Thursday",2018-11-04 00:00:00.000,44,20181100,20180400,"18","FY19","Nov","Q4"
2018-11-02 00:00:00.000,"2018",4,11,2,20181102,"November","Nov 2018","Q4 2018",4,"Friday",2018-11-04 00:00:00.000,44,20181100,20180400,"18","FY19","Nov","Q4"
2018-11-03 00:00:00.000,"2018",4,11,3,20181103,"November","Nov 2018","Q4 2018",5,"Saturday",2018-11-04 00:00:00.000,44,20181100,20180400,"18","FY19","Nov","Q4"
2018-11-04 00:00:00.000,"2018",4,11,4,20181104,"November","Nov 2018","Q4 2018",6,"Sunday",2018-11-04 00:00:00.000,44,20181100,20180400,"18","FY19","Nov","Q4"
2018-11-05 00:00:00.000,"2018",4,11,5,20181105,"November","Nov 2018","Q4 2018",0,"Monday",2018-11-11 00:00:00.000,45,20181100,20180400,"18","FY19","Nov","Q4"
2018-11-06 00:00:00.000,"2018",4,11,6,20181106,"November","Nov 2018","Q4 2018",1,"Tuesday",2018-11-11 00:00:00.000,45,20181100,20180400,"18","FY19","Nov","Q4"
2018-11-07 00:00:00.000,"2018",4,11,7,20181107,"November","Nov 2018","Q4 2018",2,"Wednesday",2018-11-11 00:00:00.000,45,20181100,20180400,"18","FY19","Nov","Q4"
2018-11-08 00:00:00.000,"2018",4,11,8,20181108,"November","Nov 2018","Q4 2018",3,"Thursday",2018-11-11 00:00:00.000,45,20181100,20180400,"18","FY19","Nov","Q4"
2018-11-09 00:00:00.000,"2018",4,11,9,20181109,"November","Nov 2018","Q4 2018",4,"Friday",2018-11-11 00:00:00.000,45,20181100,20180400,"18","FY19","Nov","Q4"
2018-11-10 00:00:00.000,"2018",4,11,10,20181110,"November","Nov 2018","Q4 2018",5,"Saturday",2018-11-11 00:00:00.000,45,20181100,20180400,"18","FY19","Nov","Q4"
2018-11-11 00:00:00.000,"2018",4,11,11,20181111,"November","Nov 2018","Q4 2018",6,"Sunday",2018-11-11 00:00:00.000,45,20181100,20180400,"18","FY19","Nov","Q4"
2018-11-12 00:00:00.000,"2018",4,11,12,20181112,"November","Nov 2018","Q4 2018",0,"Monday",2018-11-18 00:00:00.000,46,20181100,20180400,"18","FY19","Nov","Q4"
2018-11-13 00:00:00.000,"2018",4,11,13,20181113,"November","Nov 2018","Q4 2018",1,"Tuesday",2018-11-18 00:00:00.000,46,20181100,20180400,"18","FY19","Nov","Q4"
2018-11-14 00:00:00.000,"2018",4,11,14,20181114,"November","Nov 2018","Q4 2018",2,"Wednesday",2018-11-18 00:00:00.000,46,20181100,20180400,"18","FY19","Nov","Q4"
2018-11-15 00:00:00.000,"2018",4,11,15,20181115,"November","Nov 2018","Q4 2018",3,"Thursday",2018-11-18 00:00:00.000,46,20181100,20180400,"18","FY19","Nov","Q4"
2018-11-16 00:00:00.000,"2018",4,11,16,20181116,"November","Nov 2018","Q4 2018",4,"Friday",2018-11-18 00:00:00.000,46,20181100,20180400,"18","FY19","Nov","Q4"
2018-11-17 00:00:00.000,"2018",4,11,17,20181117,"November","Nov 2018","Q4 2018",5,"Saturday",2018-11-18 00:00:00.000,46,20181100,20180400,"18","FY19","Nov","Q4"
2018-11-18 00:00:00.000,"2018",4,11,18,20181118,"November","Nov 2018","Q4 2018",6,"Sunday",2018-11-18 00:00:00.000,46,20181100,20180400,"18","FY19","Nov","Q4"
2018-11-19 00:00:00.000,"2018",4,11,19,20181119,"November","Nov 2018","Q4 2018",0,"Monday",2018-11-25 00:00:00.000,47,20181100,20180400,"18","FY19","Nov","Q4"
2018-11-20 00:00:00.000,"2018",4,11,20,20181120,"November","Nov 2018","Q4 2018",1,"Tuesday",2018-11-25 00:00:00.000,47,20181100,20180400,"18","FY19","Nov","Q4"
2018-11-21 00:00:00.000,"2018",4,11,21,20181121,"November","Nov 2018","Q4 2018",2,"Wednesday",2018-11-25 00:00:00.000,47,20181100,20180400,"18","FY19","Nov","Q4"
2018-11-22 00:00:00.000,"2018",4,11,22,20181122,"November","Nov 2018","Q4 2018",3,"Thursday",2018-11-25 00:00:00.000,47,20181100,20180400,"18","FY19","Nov","Q4"
2018-11-23 00:00:00.000,"2018",4,11,23,20181123,"November","Nov 2018","Q4 2018",4,"Friday",2018-11-25 00:00:00.000,47,20181100,20180400,"18","FY19","Nov","Q4"
2018-11-24 00:00:00.000,"2018",4,11,24,20181124,"November","Nov 2018","Q4 2018",5,"Saturday",2018-11-25 00:00:00.000,47,20181100,20180400,"18","FY19","Nov","Q4"
2018-11-25 00:00:00.000,"2018",4,11,25,20181125,"November","Nov 2018","Q4 2018",6,"Sunday",2018-11-25 00:00:00.000,47,20181100,20180400,"18","FY19","Nov","Q4"
2018-11-26 00:00:00.000,"2018",4,11,26,20181126,"November","Nov 2018","Q4 2018",0,"Monday",2018-12-02 00:00:00.000,48,20181100,20180400,"18","FY19","Nov","Q4"
2018-11-27 00:00:00.000,"2018",4,11,27,20181127,"November","Nov 2018","Q4 2018",1,"Tuesday",2018-12-02 00:00:00.000,48,20181100,20180400,"18","FY19","Nov","Q4"
2018-11-28 00:00:00.000,"2018",4,11,28,20181128,"November","Nov 2018","Q4 2018",2,"Wednesday",2018-12-02 00:00:00.000,48,20181100,20180400,"18","FY19","Nov","Q4"
2018-11-29 00:00:00.000,"2018",4,11,29,20181129,"November","Nov 2018","Q4 2018",3,"Thursday",2018-12-02 00:00:00.000,48,20181100,20180400,"18","FY19","Nov","Q4"
2018-11-30 00:00:00.000,"2018",4,11,30,20181130,"November","Nov 2018","Q4 2018",4,"Friday",2018-12-02 00:00:00.000,48,20181100,20180400,"18","FY19","Nov","Q4"
2019-11-01 00:00:00.000,"2019",4,11,1,20191101,"November","Nov 2019","Q4 2019",4,"Friday",2019-11-03 00:00:00.000,44,20191100,20190400,"19","FY20","Nov","Q4"
2019-11-02 00:00:00.000,"2019",4,11,2,20191102,"November","Nov 2019","Q4 2019",5,"Saturday",2019-11-03 00:00:00.000,44,20191100,20190400,"19","FY20","Nov","Q4"
2019-11-03 00:00:00.000,"2019",4,11,3,20191103,"November","Nov 2019","Q4 2019",6,"Sunday",2019-11-03 00:00:00.000,44,20191100,20190400,"19","FY20","Nov","Q4"
2019-11-04 00:00:00.000,"2019",4,11,4,20191104,"November","Nov 2019","Q4 2019",0,"Monday",2019-11-10 00:00:00.000,45,20191100,20190400,"19","FY20","Nov","Q4"
2019-11-05 00:00:00.000,"2019",4,11,5,20191105,"November","Nov 2019","Q4 2019",1,"Tuesday",2019-11-10 00:00:00.000,45,20191100,20190400,"19","FY20","Nov","Q4"
2019-11-06 00:00:00.000,"2019",4,11,6,20191106,"November","Nov 2019","Q4 2019",2,"Wednesday",2019-11-10 00:00:00.000,45,20191100,20190400,"19","FY20","Nov","Q4"
2019-11-07 00:00:00.000,"2019",4,11,7,20191107,"November","Nov 2019","Q4 2019",3,"Thursday",2019-11-10 00:00:00.000,45,20191100,20190400,"19","FY20","Nov","Q4"
2019-11-08 00:00:00.000,"2019",4,11,8,20191108,"November","Nov 2019","Q4 2019",4,"Friday",2019-11-10 00:00:00.000,45,20191100,20190400,"19","FY20","Nov","Q4"
2019-11-09 00:00:00.000,"2019",4,11,9,20191109,"November","Nov 2019","Q4 2019",5,"Saturday",2019-11-10 00:00:00.000,45,20191100,20190400,"19","FY20","Nov","Q4"
2019-11-10 00:00:00.000,"2019",4,11,10,20191110,"November","Nov 2019","Q4 2019",6,"Sunday",2019-11-10 00:00:00.000,45,20191100,20190400,"19","FY20","Nov","Q4"
2019-11-11 00:00:00.000,"2019",4,11,11,20191111,"November","Nov 2019","Q4 2019",0,"Monday",2019-11-17 00:00:00.000,46,20191100,20190400,"19","FY20","Nov","Q4"
2019-11-12 00:00:00.000,"2019",4,11,12,20191112,"November","Nov 2019","Q4 2019",1,"Tuesday",2019-11-17 00:00:00.000,46,20191100,20190400,"19","FY20","Nov","Q4"
2019-11-13 00:00:00.000,"2019",4,11,13,20191113,"November","Nov 2019","Q4 2019",2,"Wednesday",2019-11-17 00:00:00.000,46,20191100,20190400,"19","FY20","Nov","Q4"
2019-11-14 00:00:00.000,"2019",4,11,14,20191114,"November","Nov 2019","Q4 2019",3,"Thursday",2019-11-17 00:00:00.000,46,20191100,20190400,"19","FY20","Nov","Q4"
2019-11-15 00:00:00.000,"2019",4,11,15,20191115,"November","Nov 2019","Q4 2019",4,"Friday",2019-11-17 00:00:00.000,46,20191100,20190400,"19","FY20","Nov","Q4"
2019-11-16 00:00:00.000,"2019",4,11,16,20191116,"November","Nov 2019","Q4 2019",5,"Saturday",2019-11-17 00:00:00.000,46,20191100,20190400,"19","FY20","Nov","Q4"
2019-11-17 00:00:00.000,"2019",4,11,17,20191117,"November","Nov 2019","Q4 2019",6,"Sunday",2019-11-17 00:00:00.000,46,20191100,20190400,"19","FY20","Nov","Q4"
2019-11-18 00:00:00.000,"2019",4,11,18,20191118,"November","Nov 2019","Q4 2019",0,"Monday",2019-11-24 00:00:00.000,47,20191100,20190400,"19","FY20","Nov","Q4"
2019-11-19 00:00:00.000,"2019",4,11,19,20191119,"November","Nov 2019","Q4 2019",1,"Tuesday",2019-11-24 00:00:00.000,47,20191100,20190400,"19","FY20","Nov","Q4"
2019-11-20 00:00:00.000,"2019",4,11,20,20191120,"November","Nov 2019","Q4 2019",2,"Wednesday",2019-11-24 00:00:00.000,47,20191100,20190400,"19","FY20","Nov","Q4"
2019-11-21 00:00:00.000,"2019",4,11,21,20191121,"November","Nov 2019","Q4 2019",3,"Thursday",2019-11-24 00:00:00.000,47,20191100,20190400,"19","FY20","Nov","Q4"
2019-11-22 00:00:00.000,"2019",4,11,22,20191122,"November","Nov 2019","Q4 2019",4,"Friday",2019-11-24 00:00:00.000,47,20191100,20190400,"19","FY20","Nov","Q4"
2019-11-23 00:00:00.000,"2019",4,11,23,20191123,"November","Nov 2019","Q4 2019",5,"Saturday",2019-11-24 00:00:00.000,47,20191100,20190400,"19","FY20","Nov","Q4"
2019-11-24 00:00:00.000,"2019",4,11,24,20191124,"November","Nov 2019","Q4 2019",6,"Sunday",2019-11-24 00:00:00.000,47,20191100,20190400,"19","FY20","Nov","Q4"
2019-11-25 00:00:00.000,"2019",4,11,25,20191125,"November","Nov 2019","Q4 2019",0,"Monday",2019-12-01 00:00:00.000,48,20191100,20190400,"19","FY20","Nov","Q4"
2019-11-26 00:00:00.000,"2019",4,11,26,20191126,"November","Nov 2019","Q4 2019",1,"Tuesday",2019-12-01 00:00:00.000,48,20191100,20190400,"19","FY20","Nov","Q4"
2019-11-27 00:00:00.000,"2019",4,11,27,20191127,"November","Nov 2019","Q4 2019",2,"Wednesday",2019-12-01 00:00:00.000,48,20191100,20190400,"19","FY20","Nov","Q4"
2019-11-28 00:00:00.000,"2019",4,11,28,20191128,"November","Nov 2019","Q4 2019",3,"Thursday",2019-12-01 00:00:00.000,48,20191100,20190400,"19","FY20","Nov","Q4"
2019-11-29 00:00:00.000,"2019",4,11,29,20191129,"November","Nov 2019","Q4 2019",4,"Friday",2019-12-01 00:00:00.000,48,20191100,20190400,"19","FY20","Nov","Q4"
2019-11-30 00:00:00.000,"2019",4,11,30,20191130,"November","Nov 2019","Q4 2019",5,"Saturday",2019-12-01 00:00:00.000,48,20191100,20190400,"19","FY20","Nov","Q4"
2020-11-01 00:00:00.000,"2020",4,11,1,20201101,"November","Nov 2020","Q4 2020",6,"Sunday",2020-11-01 00:00:00.000,44,20201100,20200400,"20","FY21","Nov","Q4"
2020-11-02 00:00:00.000,"2020",4,11,2,20201102,"November","Nov 2020","Q4 2020",0,"Monday",2020-11-08 00:00:00.000,45,20201100,20200400,"20","FY21","Nov","Q4"
2020-11-03 00:00:00.000,"2020",4,11,3,20201103,"November","Nov 2020","Q4 2020",1,"Tuesday",2020-11-08 00:00:00.000,45,20201100,20200400,"20","FY21","Nov","Q4"
2020-11-04 00:00:00.000,"2020",4,11,4,20201104,"November","Nov 2020","Q4 2020",2,"Wednesday",2020-11-08 00:00:00.000,45,20201100,20200400,"20","FY21","Nov","Q4"
2020-11-05 00:00:00.000,"2020",4,11,5,20201105,"November","Nov 2020","Q4 2020",3,"Thursday",2020-11-08 00:00:00.000,45,20201100,20200400,"20","FY21","Nov","Q4"
2020-11-06 00:00:00.000,"2020",4,11,6,20201106,"November","Nov 2020","Q4 2020",4,"Friday",2020-11-08 00:00:00.000,45,20201100,20200400,"20","FY21","Nov","Q4"
