COD_FILIAL,DT_E_S,COD_ITEM,COR,TAMANHO,COD_PART,VEND_COMP,NUM_DOC,GERENTE,TIPO_PAG,CFOP,QTD,VL_ITEM,VL_DESC_ITEM,VL_ICMS_ITEM,VL_ICMS_ST_ITEM,VL_IPI_ITEM,VL_PIS_ITEM,VL_COFINS_ITEM,VL_ISS_ITEM,VL_COM_VEN,VL_COM_GER,VL_COM_GUIA,VL_CUSTO_ITEM,STATUS,DT_PREV,GUIA_REPR,NUM_SERIE_ITEM,TABELA_PRECO,QTD_PED,OUTRAS_DESP,VL_TOTAL_SIMPLES,DESP_CARTAO,HORA_E_S,TIPO_PED,PRAZO_PAG,CENTRO_CUSTO,DT_CANCELAMENTO,OBS_MOVI,ESTAMPA,VALOR_TOTAL_PEDIDO,CHAVE_MOVI,CODOPER
"3",2019-12-25 00:00:00.000,"11","ÚNICA","ÚNICA","37","COMP1","2019122537","GER1","Dinheiro","1102",47,517,22,0,0,0,0,0,0,10.34,2.585,51.7,206.8,"0","","REP1","","TABELA3",47,11,51.7,0,"1400","Telemarketing",15,"3","","","ÚNICA",517,2739,"Compra Terceiros"
"3",2018-01-20 00:00:00.000,"5","ÚNICA","ÚNICA","22","VEND2","2018012022","GER1","Dinheiro","5102",47,235,11,0,0,0,0,0,0,4.7,1.175,23.5,157.45,"0","","REP1","","TABELA3",47,1,23.5,0,"1700","Representante",15,"3","","","ÚNICA",235,4,"Venda Terceiros"
"2",2018-01-23 00:00:00.000,"9","ÚNICA","ÚNICA","14","VEND5","2018012314","GER1","Dinheiro","5102",46,414,10,0,0,0,0,0,0,8.28,2.07,41.4,124.2,"0","","REP4","","TABELA3",46,5,41.4,0,"1400","Telemarketing",45,"2","","","ÚNICA",414,10,"Venda Terceiros"
"2",2018-01-23 00:00:00.000,"18","ÚNICA","ÚNICA","11","VEND5","2018012311","GER2","Dinheiro","5102",49,882,31,0,0,0,0,0,0,17.64,4.41,88.2,441,"0","","REP3","","TABELA1",49,17,88.2,0,"1700","Representante",15,"2","","","ÚNICA",882,11,"Venda Terceiros"
"2",2018-01-31 00:00:00.000,"11","ÚNICA","ÚNICA","11","VEND3","2018013111","GER1","Dinheiro","5102",47,517,5,0,0,0,0,0,0,10.34,2.585,51.7,186.12,"0","","REP4","","TABELA3",47,20,51.7,0,"1600","Representante",15,"2","","","ÚNICA",517,37,"Venda Terceiros"
"3",2018-01-31 00:00:00.000,"5","ÚNICA","ÚNICA","15","VEND2","2018013115","GER1","Dinheiro","5102",45,225,35,0,0,0,0,0,0,4.5,1.125,22.5,139.5,"0","","REP1","","TABELA1",45,5,22.5,0,"1500","Telemarketing",45,"3","","","ÚNICA",225,39,"Venda Terceiros"
"2",2018-01-31 00:00:00.000,"6","ÚNICA","ÚNICA","40","VEND5","2018013140","GER2","Dinheiro","5102",42,252,10,0,0,0,0,0,0,5.04,1.26,25.2,120.96,"0","","REP2","","TABELA2",42,1,25.2,0,"1600","Representante",30,"2","","","ÚNICA",252,42,"Venda Terceiros"
"2",2018-01-28 00:00:00.000,"23","ÚNICA","ÚNICA","36","VEND5","2018012836","GER2","Dinheiro","5102",45,1035,35,0,0,0,0,0,0,20.7,5.175,103.5,672.75,"0","","REP4","","TABELA1",45,16,103.5,0,"1700","Representante",30,"2","","","ÚNICA",1035,50,"Venda Terceiros"
"2",2018-01-28 00:00:00.000,"25","ÚNICA","ÚNICA","30","VEND3","2018012830","GER2","Dinheiro","5102",42,1050,19,0,0,0,0,0,0,21,5.25,105,346.5,"0","","REP1","","TABELA1",42,5,105,0,"1600","Representante",0,"2","","","ÚNICA",1050,56,"Venda Terceiros"
"2",2018-01-08 00:00:00.000,"11","ÚNICA","ÚNICA","39","VEND3","2018010839","GER2","Dinheiro","5102",40,440,24,0,0,0,0,0,0,8.8,2.2,44,281.6,"0","","REP2","","TABELA3",40,11,44,0,"1600","Representante",60,"2","","","ÚNICA",440,62,"Venda Terceiros"
"2",2018-01-09 00:00:00.000,"11","ÚNICA","ÚNICA","24","VEND1","2018010924","GER1","Dinheiro","5102",46,506,5,0,0,0,0,0,0,10.12,2.53,50.6,278.3,"0","","REP3","","TABELA3",46,1,50.6,0,"1400","Telemarketing",30,"2","","","ÚNICA",506,68,"Venda Terceiros"
"2",2018-01-03 00:00:00.000,"19","ÚNICA","ÚNICA","19","VEND3","2018010319","GER2","Dinheiro","5102",45,855,23,0,0,0,0,0,0,17.1,4.275,85.5,453.15,"0","","REP2","","TABELA2",45,16,85.5,0,"1400","Telemarketing",15,"2","","","ÚNICA",855,73,"Venda Terceiros"
"2",2018-01-03 00:00:00.000,"7","ÚNICA","ÚNICA","19","VEND3","2018010319","GER2","Dinheiro","5102",45,315,18,0,0,0,0,0,0,6.3,1.575,31.5,94.5,"0","","REP1","","TABELA3",45,2,31.5,0,"1700","Representante",30,"2","","","ÚNICA",315,80,"Venda Terceiros"
"1",2018-01-05 00:00:00.000,"16","ÚNICA","ÚNICA","37","VEND2","2018010537","GER2","Dinheiro","5102",45,720,28,0,0,0,0,0,0,14.4,3.6,72,468,"0","","REP2","","TABELA1",45,17,72,0,"1400","Telemarketing",0,"1","","","ÚNICA",720,86,"Venda Terceiros"
"1",2019-01-25 00:00:00.000,"26","ÚNICA","ÚNICA","25","VEND2","2019012525","GER1","Dinheiro","5102",41,1066,6,0,0,0,0,0,0,21.32,5.33,106.6,405.08,"0","","REP1","","TABELA3",41,18,106.6,0,"1700","Representante",15,"1","","","ÚNICA",1066,140,"Venda Terceiros"
"3",2019-01-28 00:00:00.000,"8","ÚNICA","ÚNICA","28","VEND2","2019012828","GER2","Dinheiro","5102",40,320,6,0,0,0,0,0,0,6.4,1.6,32,134.4,"0","","REP3","","TABELA3",40,0,32,0,"1500","Telemarketing",60,"3","","","ÚNICA",320,161,"Venda Terceiros"
"3",2019-01-29 00:00:00.000,"23","ÚNICA","ÚNICA","14","VEND2","2019012914","GER2","Dinheiro","5102",46,1058,32,0,0,0,0,0,0,21.16,5.29,105.8,412.62,"0","","REP1","","TABELA3",46,16,105.8,0,"1500","Telemarketing",0,"3","","","ÚNICA",1058,162,"Venda Terceiros"
"1",2019-01-12 00:00:00.000,"28","ÚNICA","ÚNICA","16","VEND1","2019011216","GER1","Dinheiro","5102",41,1148,18,0,0,0,0,0,0,22.96,5.74,114.8,608.44,"0","","REP3","","TABELA1",41,4,114.8,0,"1500","Telemarketing",0,"1","","","ÚNICA",1148,196,"Venda Terceiros"
"3",2019-01-20 00:00:00.000,"13","ÚNICA","ÚNICA","36","VEND3","2019012036","GER2","Dinheiro","5102",40,520,18,0,0,0,0,0,0,10.4,2.6,52,286,"0","","REP1","","TABELA1",40,6,52,0,"1700","Representante",15,"3","","","ÚNICA",520,198,"Venda Terceiros"
"3",2020-01-26 00:00:00.000,"25","ÚNICA","ÚNICA","29","VEND4","2020012629","GER1","Dinheiro","5102",43,1075,16,0,0,0,0,0,0,21.5,5.375,107.5,526.75,"0","","REP2","","TABELA3",43,4,107.5,0,"1400","Telemarketing",0,"3","","","ÚNICA",1075,219,"Venda Terceiros"
"1",2020-01-22 00:00:00.000,"18","ÚNICA","ÚNICA","16","VEND5","2020012216","GER2","Dinheiro","5102",43,774,3,0,0,0,0,0,0,15.48,3.87,77.4,425.7,"0","","REP3","","TABELA3",43,6,77.4,0,"1700","Representante",60,"1","","","ÚNICA",774,232,"Venda Terceiros"
"2",2020-01-28 00:00:00.000,"17","ÚNICA","ÚNICA","28","VEND2","2020012828","GER2","Dinheiro","5102",44,748,22,0,0,0,0,0,0,14.96,3.74,74.8,388.96,"0","","REP1","","TABELA3",44,18,74.8,0,"1500","Telemarketing",15,"2","","","ÚNICA",748,239,"Venda Terceiros"
"1",2020-01-28 00:00:00.000,"27","ÚNICA","ÚNICA","28","VEND2","2020012828","GER2","Dinheiro","5102",42,1134,36,0,0,0,0,0,0,22.68,5.67,113.4,714.42,"0","","REP4","","TABELA2",42,3,113.4,0,"1600","Representante",15,"1","","","ÚNICA",1134,243,"Venda Terceiros"
"3",2020-01-12 00:00:00.000,"15","ÚNICA","ÚNICA","25","VEND2","2020011225","GER1","Dinheiro","5102",41,615,38,0,0,0,0,0,0,12.3,3.075,61.5,387.45,"0","","REP1","","TABELA3",41,10,61.5,0,"1500","Telemarketing",45,"3","","","ÚNICA",615,270,"Venda Terceiros"
"1",2020-01-12 00:00:00.000,"22","ÚNICA","ÚNICA","25","VEND2","2020011225","GER1","Dinheiro","5102",43,946,6,0,0,0,0,0,0,18.92,4.73,94.6,397.32,"0","","REP3","","TABELA1",43,12,94.6,0,"1700","Representante",60,"1","","","ÚNICA",946,277,"Venda Terceiros"
"2",2020-01-22 00:00:00.000,"15","ÚNICA","ÚNICA","30","VEND3","2020012230","GER1","Dinheiro","5102",45,675,31,0,0,0,0,0,0,13.5,3.375,67.5,411.75,"0","","REP4","","TABELA1",45,1,67.5,0,"1700","Representante",0,"2","","","ÚNICA",675,288,"Venda Terceiros"
"2",2020-01-20 00:00:00.000,"16","ÚNICA","ÚNICA","36","VEND3","2020012036","GER1","Dinheiro","5102",48,768,34,0,0,0,0,0,0,15.36,3.84,76.8,268.8,"0","","REP4","","TABELA1",48,7,76.8,0,"1600","Representante",0,"2","","","ÚNICA",768,291,"Venda Terceiros"
"3",2018-02-20 00:00:00.000,"9","ÚNICA","ÚNICA","22","VEND2","2018022022","GER1","Dinheiro","5102",43,387,39,0,0,0,0,0,0,7.74,1.935,38.7,228.33,"0","","REP2","","TABELA2",43,20,38.7,0,"1400","Telemarketing",30,"3","","","ÚNICA",387,326,"Venda Terceiros"
"1",2018-02-16 00:00:00.000,"4","ÚNICA","ÚNICA","13","VEND5","2018021613","GER1","Dinheiro","5102",40,160,30,0,0,0,0,0,0,3.2,0.8,16,80,"0","","REP3","","TABELA2",40,4,16,0,"1400","Telemarketing",45,"1","","","ÚNICA",160,334,"Venda Terceiros"
"2",2018-02-28 00:00:00.000,"19","ÚNICA","ÚNICA","30","VEND3","2018022830","GER1","Dinheiro","5102",48,912,17,0,0,0,0,0,0,18.24,4.56,91.2,456,"0","","REP4","","TABELA3",48,5,91.2,0,"1400","Telemarketing",60,"2","","","ÚNICA",912,342,"Venda Terceiros"
"2",2018-02-28 00:00:00.000,"6","ÚNICA","ÚNICA","30","VEND3","2018022830","GER2","Dinheiro","5102",47,282,20,0,0,0,0,0,0,5.64,1.41,28.2,188.94,"0","","REP2","","TABELA1",47,5,28.2,0,"1700","Representante",45,"2","","","ÚNICA",282,343,"Venda Terceiros"
"2",2018-02-27 00:00:00.000,"20","ÚNICA","ÚNICA","33","VEND2","2018022733","GER2","Dinheiro","5102",44,880,2,0,0,0,0,0,0,17.6,4.4,88,264,"0","","REP1","","TABELA1",44,8,88,0,"1400","Telemarketing",0,"2","","","ÚNICA",880,349,"Venda Terceiros"
"1",2018-02-27 00:00:00.000,"9","ÚNICA","ÚNICA","33","VEND2","2018022733","GER2","Dinheiro","5102",41,369,0,0,0,0,0,0,0,7.38,1.845,36.9,125.46,"0","","REP2","","TABELA2",41,8,36.9,0,"1600","Representante",45,"1","","","ÚNICA",369,359,"Venda Terceiros"
"1",2018-02-25 00:00:00.000,"25","ÚNICA","ÚNICA","30","VEND4","2018022530","GER1","Dinheiro","5102",44,1100,19,0,0,0,0,0,0,22,5.5,110,462,"0","","REP1","","TABELA2",44,11,110,0,"1400","Telemarketing",45,"1","","","ÚNICA",1100,364,"Venda Terceiros"
"3",2018-02-09 00:00:00.000,"9","ÚNICA","ÚNICA","24","VEND1","2018020924","GER1","Dinheiro","5102",48,432,31,0,0,0,0,0,0,8.64,2.16,43.2,233.28,"0","","REP1","","TABELA2",48,16,43.2,0,"1700","Representante",45,"3","","","ÚNICA",432,372,"Venda Terceiros"
"3",2018-02-09 00:00:00.000,"18","ÚNICA","ÚNICA","24","VEND1","2018020924","GER1","Dinheiro","5102",46,828,13,0,0,0,0,0,0,16.56,4.14,82.8,397.44,"0","","REP3","","TABELA3",46,13,82.8,0,"1500","Telemarketing",45,"3","","","ÚNICA",828,373,"Venda Terceiros"
"1",2018-02-03 00:00:00.000,"1","ÚNICA","ÚNICA","16","VEND4","2018020316","GER1","Dinheiro","5102",47,47,32,0,0,0,0,0,0,0.94,0.235,4.7,24.91,"0","","REP3","","TABELA2",47,2,4.7,0,"1500","Telemarketing",60,"1","","","ÚNICA",47,382,"Venda Terceiros"
"3",2018-02-11 00:00:00.000,"11","ÚNICA","ÚNICA","24","VEND1","2018021124","GER1","Dinheiro","5102",46,506,30,0,0,0,0,0,0,10.12,2.53,50.6,313.72,"0","","REP1","","TABELA2",46,12,50.6,0,"1500","Telemarketing",15,"3","","","ÚNICA",506,396,"Venda Terceiros"
"2",2019-02-22 00:00:00.000,"22","ÚNICA","ÚNICA","16","VEND5","2019022216","GER2","Dinheiro","5102",46,1012,35,0,0,0,0,0,0,20.24,5.06,101.2,516.12,"0","","REP2","","TABELA1",46,20,101.2,0,"1600","Representante",60,"2","","","ÚNICA",1012,437,"Venda Terceiros"
"1",2019-02-27 00:00:00.000,"9","ÚNICA","ÚNICA","20","VEND4","2019022720","GER1","Dinheiro","5102",49,441,18,0,0,0,0,0,0,8.82,2.205,44.1,233.73,"0","","REP1","","TABELA2",49,4,44.1,0,"1500","Telemarketing",45,"1","","","ÚNICA",441,451,"Venda Terceiros"
"1",2019-02-28 00:00:00.000,"9","ÚNICA","ÚNICA","28","VEND2","2019022828","GER2","Dinheiro","5102",41,369,24,0,0,0,0,0,0,7.38,1.845,36.9,232.47,"0","","REP1","","TABELA1",41,7,36.9,0,"1500","Telemarketing",60,"1","","","ÚNICA",369,468,"Venda Terceiros"
"2",2019-02-22 00:00:00.000,"10","ÚNICA","ÚNICA","30","VEND3","2019022230","GER2","Dinheiro","5102",48,480,12,0,0,0,0,0,0,9.6,2.4,48,302.4,"0","","REP3","","TABELA3",48,9,48,0,"1600","Representante",45,"2","","","ÚNICA",480,486,"Venda Terceiros"
"3",2020-02-26 00:00:00.000,"21","ÚNICA","ÚNICA","29","VEND4","2020022629","GER1","Dinheiro","5102",45,945,22,0,0,0,0,0,0,18.9,4.725,94.5,633.15,"0","","REP3","","TABELA1",45,15,94.5,0,"1500","Telemarketing",45,"3","","","ÚNICA",945,508,"Venda Terceiros"
"3",2020-02-22 00:00:00.000,"26","ÚNICA","ÚNICA","14","VEND2","2020022214","GER1","Dinheiro","5102",47,1222,36,0,0,0,0,0,0,24.44,6.11,122.2,488.8,"0","","REP2","","TABELA1",47,19,122.2,0,"1600","Representante",30,"3","","","ÚNICA",1222,518,"Venda Terceiros"
"2",2020-02-28 00:00:00.000,"26","ÚNICA","ÚNICA","28","VEND2","2020022828","GER2","Dinheiro","5102",45,1170,3,0,0,0,0,0,0,23.4,5.85,117,561.6,"0","","REP4","","TABELA3",45,13,117,0,"1600","Representante",45,"2","","","ÚNICA",1170,530,"Venda Terceiros"
"1",2020-02-12 00:00:00.000,"10","ÚNICA","ÚNICA","16","VEND1","2020021216","GER1","Dinheiro","5102",47,470,24,0,0,0,0,0,0,9.4,2.35,47,300.8,"0","","REP4","","TABELA2",47,10,47,0,"1400","Telemarketing",30,"1","","","ÚNICA",470,560,"Venda Terceiros"
"3",2020-02-15 00:00:00.000,"24","ÚNICA","ÚNICA","20","VEND3","2020021520","GER2","Dinheiro","5102",49,1176,3,0,0,0,0,0,0,23.52,5.88,117.6,799.68,"0","","REP2","","TABELA3",49,15,117.6,0,"1600","Representante",45,"3","","","ÚNICA",1176,567,"Venda Terceiros"
"1",2020-02-22 00:00:00.000,"17","ÚNICA","ÚNICA","30","VEND3","2020022230","GER1","Dinheiro","5102",42,714,33,0,0,0,0,0,0,14.28,3.57,71.4,264.18,"0","","REP2","","TABELA3",42,0,71.4,0,"1500","Telemarketing",60,"1","","","ÚNICA",714,577,"Venda Terceiros"
"1",2020-02-20 00:00:00.000,"25","ÚNICA","ÚNICA","36","VEND3","2020022036","GER1","Dinheiro","5102",44,1100,5,0,0,0,0,0,0,22,5.5,110,506,"0","","REP2","","TABELA3",44,4,110,0,"1400","Telemarketing",0,"1","","","ÚNICA",1100,580,"Venda Terceiros"
"2",2018-03-16 00:00:00.000,"14","ÚNICA","ÚNICA","14","VEND4","2018031614","GER2","Dinheiro","5102",42,588,7,0,0,0,0,0,0,11.76,2.94,58.8,176.4,"0","","REP3","","TABELA3",42,17,58.8,0,"1700","Representante",45,"2","","","ÚNICA",588,621,"Venda Terceiros"
"1",2018-03-25 00:00:00.000,"4","ÚNICA","ÚNICA","30","VEND4","2018032530","GER1","Dinheiro","5102",45,180,39,0,0,0,0,0,0,3.6,0.9,18,79.2,"0","","REP1","","TABELA1",45,7,18,0,"1600","Representante",60,"1","","","ÚNICA",180,627,"Venda Terceiros"
"3",2018-03-31 00:00:00.000,"27","ÚNICA","ÚNICA","12","VEND5","2018033112","GER1","Dinheiro","5102",47,1269,28,0,0,0,0,0,0,25.38,6.345,126.9,583.74,"0","","REP1","","TABELA2",47,9,126.9,0,"1700","Representante",0,"3","","","ÚNICA",1269,639,"Venda Terceiros"
"3",2018-03-27 00:00:00.000,"5","ÚNICA","ÚNICA","33","VEND2","2018032733","GER2","Dinheiro","5102",48,240,10,0,0,0,0,0,0,4.8,1.2,24,158.4,"0","","REP1","","TABELA1",48,4,24,0,"1400","Telemarketing",60,"3","","","ÚNICA",240,651,"Venda Terceiros"
"1",2018-03-28 00:00:00.000,"5","ÚNICA","ÚNICA","30","VEND3","2018032830","GER2","Dinheiro","5102",46,230,21,0,0,0,0,0,0,4.6,1.15,23,96.6,"0","","REP3","","TABELA1",46,18,23,0,"1700","Representante",45,"1","","","ÚNICA",230,654,"Venda Terceiros"
"1",2018-03-28 00:00:00.000,"6","ÚNICA","ÚNICA","36","VEND5","2018032836","GER1","Dinheiro","5102",45,270,26,0,0,0,0,0,0,5.4,1.35,27,116.1,"0","","REP1","","TABELA3",45,0,27,0,"1500","Telemarketing",60,"1","","","ÚNICA",270,657,"Venda Terceiros"
"1",2018-03-28 00:00:00.000,"27","ÚNICA","ÚNICA","30","VEND3","2018032830","GER2","Dinheiro","5102",47,1269,33,0,0,0,0,0,0,25.38,6.345,126.9,824.85,"0","","REP2","","TABELA3",47,15,126.9,0,"1700","Representante",30,"1","","","ÚNICA",1269,661,"Venda Terceiros"
"2",2018-03-03 00:00:00.000,"23","ÚNICA","ÚNICA","19","VEND3","2018030319","GER2","Dinheiro","5102",43,989,14,0,0,0,0,0,0,19.78,4.945,98.9,326.37,"0","","REP3","","TABELA2",43,8,98.9,0,"1400","Telemarketing",15,"2","","","ÚNICA",989,678,"Venda Terceiros"
"2",2018-03-13 00:00:00.000,"18","ÚNICA","ÚNICA","15","VEND4","2018031315","GER1","Dinheiro","5102",42,756,8,0,0,0,0,0,0,15.12,3.78,75.6,332.64,"0","","REP1","","TABELA3",42,6,75.6,0,"1600","Representante",15,"2","","","ÚNICA",756,698,"Venda Terceiros"
"3",2018-03-13 00:00:00.000,"15","ÚNICA","ÚNICA","15","VEND4","2018031315","GER1","Dinheiro","5102",49,735,34,0,0,0,0,0,0,14.7,3.675,73.5,382.2,"0","","REP1","","TABELA2",49,14,73.5,0,"1500","Telemarketing",60,"3","","","ÚNICA",735,703,"Venda Terceiros"
"2",2019-03-22 00:00:00.000,"3","ÚNICA","ÚNICA","30","VEND2","2019032230","GER2","Dinheiro","5102",48,144,23,0,0,0,0,0,0,2.88,0.72,14.4,48.96,"0","","REP2","","TABELA3",48,18,14.4,0,"1500","Telemarketing",45,"2","","","ÚNICA",144,741,"Venda Terceiros"
"3",2019-03-26 00:00:00.000,"10","ÚNICA","ÚNICA","29","VEND4","2019032629","GER1","Dinheiro","5102",40,400,6,0,0,0,0,0,0,8,2,40,220,"0","","REP4","","TABELA3",40,18,40,0,"1700","Representante",0,"3","","","ÚNICA",400,750,"Venda Terceiros"
"2",2019-03-29 00:00:00.000,"18","ÚNICA","ÚNICA","34","VEND3","2019032934","GER2","Dinheiro","5102",40,720,0,0,0,0,0,0,0,14.4,3.6,72,453.6,"0","","REP1","","TABELA3",40,20,72,0,"1700","Representante",0,"2","","","ÚNICA",720,754,"Venda Terceiros"
"1",2019-03-30 00:00:00.000,"1","ÚNICA","ÚNICA","37","VEND4","2019033037","GER1","Dinheiro","5102",40,40,3,0,0,0,0,0,0,0.8,0.2,4,19.2,"0","","REP1","","TABELA3",40,6,4,0,"1700","Representante",60,"1","","","ÚNICA",40,755,"Venda Terceiros"
"2",2019-03-15 00:00:00.000,"22","ÚNICA","ÚNICA","20","VEND3","2019031520","GER2","Dinheiro","5102",45,990,25,0,0,0,0,0,0,19.8,4.95,99,445.5,"0","","REP1","","TABELA2",45,11,99,0,"1400","Telemarketing",45,"2","","","ÚNICA",990,782,"Venda Terceiros"
"1",2019-03-13 00:00:00.000,"27","ÚNICA","ÚNICA","16","VEND3","2019031316","GER1","Dinheiro","5102",42,1134,28,0,0,0,0,0,0,22.68,5.67,113.4,340.2,"0","","REP3","","TABELA1",42,1,113.4,0,"1700","Representante",0,"1","","","ÚNICA",1134,784,"Venda Terceiros"
"2",2020-03-22 00:00:00.000,"15","ÚNICA","ÚNICA","16","VEND5","2020032216","GER1","Dinheiro","5102",44,660,28,0,0,0,0,0,0,13.2,3.3,66,316.8,"0","","REP2","","TABELA1",44,18,66,0,"1600","Representante",30,"2","","","ÚNICA",660,827,"Venda Terceiros"
"2",2020-03-22 00:00:00.000,"4","ÚNICA","ÚNICA","14","VEND2","2020032214","GER1","Dinheiro","5102",40,160,3,0,0,0,0,0,0,3.2,0.8,16,94.4,"0","","REP1","","TABELA3",40,18,16,0,"1500","Telemarketing",45,"2","","","ÚNICA",160,834,"Venda Terceiros"
"2",2020-03-23 00:00:00.000,"16","ÚNICA","ÚNICA","16","VEND4","2020032316","GER2","Dinheiro","5102",40,640,11,0,0,0,0,0,0,12.8,3.2,64,307.2,"0","","REP2","","TABELA1",40,17,64,0,"1600","Representante",45,"2","","","ÚNICA",640,839,"Venda Terceiros"
"1",2020-03-27 00:00:00.000,"18","ÚNICA","ÚNICA","20","VEND4","2020032720","GER1","Dinheiro","5102",45,810,20,0,0,0,0,0,0,16.2,4.05,81,429.3,"0","","REP1","","TABELA1",45,10,81,0,"1500","Telemarketing",15,"1","","","ÚNICA",810,856,"Venda Terceiros"
"1",2020-03-27 00:00:00.000,"5","ÚNICA","ÚNICA","20","VEND4","2020032720","GER1","Dinheiro","5102",47,235,40,0,0,0,0,0,0,4.7,1.175,23.5,129.25,"0","","REP3","","TABELA3",47,9,23.5,0,"1400","Telemarketing",30,"1","","","ÚNICA",235,857,"Venda Terceiros"
"3",2020-03-22 00:00:00.000,"14","ÚNICA","ÚNICA","16","VEND5","2020032216","GER2","Dinheiro","5102",49,686,36,0,0,0,0,0,0,13.72,3.43,68.6,384.16,"0","","REP2","","TABELA1",49,19,68.6,0,"1500","Telemarketing",0,"3","","","ÚNICA",686,863,"Venda Terceiros"
"1",2020-03-12 00:00:00.000,"14","ÚNICA","ÚNICA","25","VEND2","2020031225","GER1","Dinheiro","5102",49,686,6,0,0,0,0,0,0,13.72,3.43,68.6,260.68,"0","","REP2","","TABELA2",49,19,68.6,0,"1400","Telemarketing",60,"1","","","ÚNICA",686,875,"Venda Terceiros"
"1",2020-03-13 00:00:00.000,"3","ÚNICA","ÚNICA","16","VEND3","2020031316","GER1","Dinheiro","5102",49,147,28,0,0,0,0,0,0,2.94,0.735,14.7,79.38,"0","","REP2","","TABELA1",49,2,14.7,0,"1600","Representante",0,"1","","","ÚNICA",147,879,"Venda Terceiros"
"1",2020-03-22 00:00:00.000,"3","ÚNICA","ÚNICA","30","VEND3","2020032230","GER1","Dinheiro","5102",45,135,7,0,0,0,0,0,0,2.7,0.675,13.5,48.6,"0","","REP2","","TABELA3",45,12,13.5,0,"1500","Telemarketing",60,"1","","","ÚNICA",135,885,"Venda Terceiros"
"3",2020-03-22 00:00:00.000,"25","ÚNICA","ÚNICA","16","VEND5","2020032216","GER2","Dinheiro","5102",49,1225,21,0,0,0,0,0,0,24.5,6.125,122.5,379.75,"0","","REP2","","TABELA1",49,2,122.5,0,"1700","Representante",45,"3","","","ÚNICA",1225,890,"Venda Terceiros"
"1",2018-04-22 00:00:00.000,"22","ÚNICA","ÚNICA","33","VEND3","2018042233","GER2","Dinheiro","5102",41,902,33,0,0,0,0,0,0,18.04,4.51,90.2,460.02,"0","","REP2","","TABELA2",41,17,90.2,0,"1700","Representante",15,"1","","","ÚNICA",902,949,"Venda Terceiros"
"2",2018-04-22 00:00:00.000,"5","ÚNICA","ÚNICA","27","VEND4","2018042227","GER2","Dinheiro","5102",41,205,21,0,0,0,0,0,0,4.1,1.025,20.5,143.5,"0","","REP4","","TABELA2",41,0,20.5,0,"1500","Telemarketing",45,"2","","","ÚNICA",205,964,"Venda Terceiros"
"2",2018-04-21 00:00:00.000,"16","ÚNICA","ÚNICA","19","VEND3","2018042119","GER2","Dinheiro","5102",43,688,20,0,0,0,0,0,0,13.76,3.44,68.8,275.2,"0","","REP3","","TABELA1",43,10,68.8,0,"1500","Telemarketing",45,"2","","","ÚNICA",688,973,"Venda Terceiros"
"3",2018-04-15 00:00:00.000,"3","ÚNICA","ÚNICA","31","VEND1","2018041531","GER1","Dinheiro","5102",44,132,12,0,0,0,0,0,0,2.64,0.66,13.2,59.4,"0","","REP2","","TABELA2",44,6,13.2,0,"1600","Representante",45,"3","","","ÚNICA",132,981,"Venda Terceiros"
"1",2018-04-16 00:00:00.000,"10","ÚNICA","ÚNICA","38","VEND4","2018041638","GER2","Dinheiro","5102",41,410,2,0,0,0,0,0,0,8.2,2.05,41,209.1,"0","","REP1","","TABELA1",41,18,41,0,"1600","Representante",30,"1","","","ÚNICA",410,1011,"Venda Terceiros"
"2",2018-04-14 00:00:00.000,"8","ÚNICA","ÚNICA","14","VEND3","2018041414","GER2","Dinheiro","5102",43,344,18,0,0,0,0,0,0,6.88,1.72,34.4,202.96,"0","","REP4","","TABELA3",43,14,34.4,0,"1700","Representante",15,"2","","","ÚNICA",344,1016,"Venda Terceiros"
"3",2018-04-12 00:00:00.000,"12","ÚNICA","ÚNICA","34","VEND1","2018041234","GER2","Dinheiro","5102",49,588,23,0,0,0,0,0,0,11.76,2.94,58.8,305.76,"0","","REP3","","TABELA1",49,10,58.8,0,"1400","Telemarketing",45,"3","","","ÚNICA",588,1023,"Venda Terceiros"
"2",2019-04-22 00:00:00.000,"24","ÚNICA","ÚNICA","14","VEND2","2019042214","GER1","Dinheiro","5102",40,960,5,0,0,0,0,0,0,19.2,4.8,96,288,"0","","REP4","","TABELA2",40,2,96,0,"1700","Representante",15,"2","","","ÚNICA",960,1043,"Venda Terceiros"
"1",2019-04-30 00:00:00.000,"3","ÚNICA","ÚNICA","37","VEND4","2019043037","GER2","Dinheiro","5102",47,141,2,0,0,0,0,0,0,2.82,0.705,14.1,86.01,"0","","REP4","","TABELA2",47,4,14.1,0,"1500","Telemarketing",15,"1","","","ÚNICA",141,1056,"Venda Terceiros"
"3",2019-04-30 00:00:00.000,"13","ÚNICA","ÚNICA","37","VEND4","2019043037","GER1","Dinheiro","5102",47,611,9,0,0,0,0,0,0,12.22,3.055,61.1,287.17,"0","","REP2","","TABELA3",47,7,61.1,0,"1700","Representante",0,"3","","","ÚNICA",611,1058,"Venda Terceiros"
"1",2019-04-29 00:00:00.000,"8","ÚNICA","ÚNICA","34","VEND3","2019042934","GER1","Dinheiro","5102",47,376,27,0,0,0,0,0,0,7.52,1.88,37.6,176.72,"0","","REP4","","TABELA3",47,19,37.6,0,"1500","Telemarketing",0,"1","","","ÚNICA",376,1063,"Venda Terceiros"
