COD_CONTA,COD_FILIAL,CENTRO_CUSTO,DT_E_S,VL_ORCA,CHAVE_ORCAMENTO,GRUPO_ATI,CLASSIFICACAO
"Cinco","2","1",2020-03-01 00:00:00.000,-407,279,"ATI20",""
"Cinco","2","1",2020-04-01 00:00:00.000,-243,280,"ATI20",""
"Cinco","2","1",2020-05-01 00:00:00.000,-285,281,"ATI20",""
"Cinco","2","1",2020-06-01 00:00:00.000,-203,282,"ATI20",""
"Cinco","2","1",2020-07-01 00:00:00.000,-346,283,"ATI20",""
"Cinco","2","1",2020-08-01 00:00:00.000,-400,284,"ATI20",""
"Cinco","2","1",2020-09-01 00:00:00.000,-490,285,"ATI20",""
"Cinco","2","1",2020-10-01 00:00:00.000,-405,286,"ATI20",""
"Cinco","2","1",2020-11-01 00:00:00.000,-480,287,"ATI20",""
"Cinco","2","1",2020-12-01 00:00:00.000,-465,288,"ATI20",""
"Cinco","1","1",2018-01-01 00:00:00.000,-807,289,"ATI20",""
"Cinco","1","1",2018-02-01 00:00:00.000,-628,290,"ATI20",""
"Cinco","1","1",2018-03-01 00:00:00.000,-912,291,"ATI20",""
"Cinco","1","1",2018-04-01 00:00:00.000,-795,292,"ATI20",""
"Cinco","1","1",2018-05-01 00:00:00.000,-655,293,"ATI20",""
"Cinco","1","1",2018-06-01 00:00:00.000,-771,294,"ATI20",""
"Cinco","1","1",2018-07-01 00:00:00.000,-723,295,"ATI20",""
"Cinco","1","1",2018-08-01 00:00:00.000,-844,296,"ATI20",""
"Cinco","1","1",2018-09-01 00:00:00.000,-746,297,"ATI20",""
"Cinco","1","1",2018-10-01 00:00:00.000,-590,298,"ATI20",""
"Cinco","1","1",2018-11-01 00:00:00.000,-944,299,"ATI20",""
"Cinco","1","1",2018-12-01 00:00:00.000,-939,300,"ATI20",""
"Cinco","1","1",2019-01-01 00:00:00.000,-637,301,"ATI20",""
"Cinco","1","1",2019-02-01 00:00:00.000,-710,302,"ATI20",""
"Cinco","1","1",2019-03-01 00:00:00.000,-748,303,"ATI20",""
"Cinco","1","1",2019-04-01 00:00:00.000,-764,304,"ATI20",""
"Cinco","1","1",2019-05-01 00:00:00.000,-929,305,"ATI20",""
"Cinco","1","1",2019-06-01 00:00:00.000,-973,306,"ATI20",""
"Cinco","1","1",2019-07-01 00:00:00.000,-776,307,"ATI20",""
"Cinco","1","1",2019-08-01 00:00:00.000,-460,308,"ATI20",""
"Cinco","1","1",2019-09-01 00:00:00.000,-374,309,"ATI20",""
"Cinco","1","1",2019-10-01 00:00:00.000,-976,310,"ATI20",""
"Cinco","1","1",2019-11-01 00:00:00.000,-857,311,"ATI20",""
"Cinco","1","1",2019-12-01 00:00:00.000,-981,312,"ATI20",""
"Cinco","1","1",2020-01-01 00:00:00.000,-251,313,"ATI20",""
"Cinco","1","1",2020-02-01 00:00:00.000,-216,314,"ATI20",""
"Cinco","1","1",2020-03-01 00:00:00.000,-392,315,"ATI20",""
"Cinco","1","1",2020-04-01 00:00:00.000,-248,316,"ATI20",""
"Cinco","1","1",2020-05-01 00:00:00.000,-446,317,"ATI20",""
"Cinco","1","1",2020-06-01 00:00:00.000,-364,318,"ATI20",""
"Cinco","1","1",2020-07-01 00:00:00.000,-371,319,"ATI20",""
"Cinco","1","1",2020-08-01 00:00:00.000,-303,320,"ATI20",""
"Cinco","1","1",2020-09-01 00:00:00.000,-362,321,"ATI20",""
"Cinco","1","1",2020-10-01 00:00:00.000,-288,322,"ATI20",""
"Cinco","1","1",2020-11-01 00:00:00.000,-223,323,"ATI20",""
"Cinco","1","1",2020-12-01 00:00:00.000,-370,324,"ATI20",""
"Aluguel","3","1",2018-01-01 00:00:00.000,-725,109,"ATI15",""
"Aluguel","3","1",2018-02-01 00:00:00.000,-570,110,"ATI15",""
"Aluguel","3","1",2018-03-01 00:00:00.000,-567,111,"ATI15",""
"Aluguel","3","1",2018-04-01 00:00:00.000,-763,112,"ATI15",""
"Aluguel","3","1",2018-05-01 00:00:00.000,-991,113,"ATI15",""
"Aluguel","3","1",2018-06-01 00:00:00.000,-906,114,"ATI15",""
"Aluguel","3","1",2018-07-01 00:00:00.000,-479,115,"ATI15",""
"Aluguel","3","1",2018-08-01 00:00:00.000,-667,116,"ATI15",""
"Aluguel","3","1",2018-09-01 00:00:00.000,-432,117,"ATI15",""
"Aluguel","3","1",2018-10-01 00:00:00.000,-436,118,"ATI15",""
"Aluguel","3","1",2018-11-01 00:00:00.000,-843,119,"ATI15",""
"Aluguel","3","1",2018-12-01 00:00:00.000,-520,120,"ATI15",""
"Aluguel","3","1",2019-01-01 00:00:00.000,-478,121,"ATI15",""
"Aluguel","3","1",2019-02-01 00:00:00.000,-705,122,"ATI15",""
"Aluguel","3","1",2019-03-01 00:00:00.000,-796,123,"ATI15",""
"Aluguel","3","1",2019-04-01 00:00:00.000,-527,124,"ATI15",""
"Aluguel","3","1",2019-05-01 00:00:00.000,-947,125,"ATI15",""
"Aluguel","3","1",2019-06-01 00:00:00.000,-322,126,"ATI15",""
"Aluguel","3","1",2019-07-01 00:00:00.000,-801,127,"ATI15",""
"Aluguel","3","1",2019-08-01 00:00:00.000,-697,128,"ATI15",""
"Aluguel","3","1",2019-09-01 00:00:00.000,-861,129,"ATI15",""
"Aluguel","3","1",2019-10-01 00:00:00.000,-950,130,"ATI15",""
"Aluguel","3","1",2019-11-01 00:00:00.000,-980,131,"ATI15",""
"Aluguel","3","1",2019-12-01 00:00:00.000,-617,132,"ATI15",""
"Aluguel","3","1",2020-01-01 00:00:00.000,-207,133,"ATI15",""
"Aluguel","3","1",2020-02-01 00:00:00.000,-482,134,"ATI15",""
"Aluguel","3","1",2020-03-01 00:00:00.000,-226,135,"ATI15",""
"Aluguel","3","1",2020-04-01 00:00:00.000,-378,136,"ATI15",""
"Aluguel","3","1",2020-05-01 00:00:00.000,-464,137,"ATI15",""
"Aluguel","3","1",2020-06-01 00:00:00.000,-454,138,"ATI15",""
"Aluguel","3","1",2020-07-01 00:00:00.000,-422,139,"ATI15",""
"Aluguel","3","1",2020-08-01 00:00:00.000,-493,140,"ATI15",""
"Aluguel","3","1",2020-09-01 00:00:00.000,-471,141,"ATI15",""
"Aluguel","3","1",2020-10-01 00:00:00.000,-494,142,"ATI15",""
"Aluguel","3","1",2020-11-01 00:00:00.000,-457,143,"ATI15",""
"Aluguel","3","1",2020-12-01 00:00:00.000,-371,144,"ATI15",""
"Aluguel","2","1",2018-01-01 00:00:00.000,-979,145,"ATI15",""
"Aluguel","2","1",2018-02-01 00:00:00.000,-524,146,"ATI15",""
"Aluguel","2","1",2018-03-01 00:00:00.000,-599,147,"ATI15",""
"Aluguel","2","1",2018-04-01 00:00:00.000,-553,148,"ATI15",""
"Aluguel","2","1",2018-05-01 00:00:00.000,-912,149,"ATI15",""
"Aluguel","2","1",2018-06-01 00:00:00.000,-703,150,"ATI15",""
"Aluguel","2","1",2018-07-01 00:00:00.000,-448,151,"ATI15",""
"Aluguel","2","1",2018-08-01 00:00:00.000,-761,152,"ATI15",""
"Aluguel","2","1",2018-09-01 00:00:00.000,-1000,153,"ATI15",""
"Aluguel","2","1",2018-10-01 00:00:00.000,-345,154,"ATI15",""
"Aluguel","2","1",2018-11-01 00:00:00.000,-634,155,"ATI15",""
"Aluguel","2","1",2018-12-01 00:00:00.000,-979,156,"ATI15",""
"Aluguel","2","1",2019-01-01 00:00:00.000,-396,157,"ATI15",""
"Aluguel","2","1",2019-02-01 00:00:00.000,-820,158,"ATI15",""
"Aluguel","2","1",2019-03-01 00:00:00.000,-679,159,"ATI15",""
"Aluguel","2","1",2019-04-01 00:00:00.000,-519,160,"ATI15",""
"Aluguel","2","1",2019-05-01 00:00:00.000,-735,161,"ATI15",""
"Aluguel","2","1",2019-06-01 00:00:00.000,-595,162,"ATI15",""
"Aluguel","2","1",2019-07-01 00:00:00.000,-687,163,"ATI15",""
"Aluguel","2","1",2019-08-01 00:00:00.000,-772,164,"ATI15",""
"Aluguel","2","1",2019-09-01 00:00:00.000,-678,165,"ATI15",""
"Aluguel","2","1",2019-10-01 00:00:00.000,-891,166,"ATI15",""
"Aluguel","2","1",2019-11-01 00:00:00.000,-1000,167,"ATI15",""
"Aluguel","2","1",2019-12-01 00:00:00.000,-766,168,"ATI15",""
"Aluguel","2","1",2020-01-01 00:00:00.000,-465,169,"ATI15",""
"Aluguel","2","1",2020-02-01 00:00:00.000,-405,170,"ATI15",""
"Aluguel","2","1",2020-03-01 00:00:00.000,-478,171,"ATI15",""
"Aluguel","2","1",2020-04-01 00:00:00.000,-208,172,"ATI15",""
"Aluguel","2","1",2020-05-01 00:00:00.000,-468,173,"ATI15",""
"Aluguel","2","1",2020-06-01 00:00:00.000,-338,174,"ATI15",""
"Aluguel","2","1",2020-07-01 00:00:00.000,-406,175,"ATI15",""
"Aluguel","2","1",2020-08-01 00:00:00.000,-485,176,"ATI15",""
"Aluguel","2","1",2020-09-01 00:00:00.000,-362,177,"ATI15",""
"Aluguel","2","1",2020-10-01 00:00:00.000,-412,178,"ATI15",""
"Aluguel","2","1",2020-11-01 00:00:00.000,-332,179,"ATI15",""
"Aluguel","2","1",2020-12-01 00:00:00.000,-342,180,"ATI15",""
"Aluguel","1","1",2018-01-01 00:00:00.000,-903,181,"ATI15",""
"Aluguel","1","1",2018-02-01 00:00:00.000,-326,182,"ATI15",""
"Aluguel","1","1",2018-03-01 00:00:00.000,-877,183,"ATI15",""
"Aluguel","1","1",2018-04-01 00:00:00.000,-368,184,"ATI15",""
"Aluguel","1","1",2018-05-01 00:00:00.000,-587,185,"ATI15",""
"Aluguel","1","1",2018-06-01 00:00:00.000,-344,186,"ATI15",""
"Aluguel","1","1",2018-07-01 00:00:00.000,-499,187,"ATI15",""
"Aluguel","1","1",2018-08-01 00:00:00.000,-896,188,"ATI15",""
"Aluguel","1","1",2018-09-01 00:00:00.000,-922,189,"ATI15",""
"Aluguel","1","1",2018-10-01 00:00:00.000,-728,190,"ATI15",""
"Aluguel","1","1",2018-11-01 00:00:00.000,-407,191,"ATI15",""
"Aluguel","1","1",2018-12-01 00:00:00.000,-497,192,"ATI15",""
"Aluguel","1","1",2019-01-01 00:00:00.000,-652,193,"ATI15",""
"Aluguel","1","1",2019-02-01 00:00:00.000,-416,194,"ATI15",""
"Aluguel","1","1",2019-03-01 00:00:00.000,-455,195,"ATI15",""
"Aluguel","1","1",2019-04-01 00:00:00.000,-541,196,"ATI15",""
"Aluguel","1","1",2019-05-01 00:00:00.000,-777,197,"ATI15",""
"Aluguel","1","1",2019-06-01 00:00:00.000,-887,198,"ATI15",""
"Aluguel","1","1",2019-07-01 00:00:00.000,-609,199,"ATI15",""
"Aluguel","1","1",2019-08-01 00:00:00.000,-646,200,"ATI15",""
"Aluguel","1","1",2019-09-01 00:00:00.000,-521,201,"ATI15",""
"Aluguel","1","1",2019-10-01 00:00:00.000,-606,202,"ATI15",""
"Aluguel","1","1",2019-11-01 00:00:00.000,-770,203,"ATI15",""
"Aluguel","1","1",2019-12-01 00:00:00.000,-845,204,"ATI15",""
"Aluguel","1","1",2020-01-01 00:00:00.000,-443,205,"ATI15",""
"Aluguel","1","1",2020-02-01 00:00:00.000,-362,206,"ATI15",""
"Aluguel","1","1",2020-03-01 00:00:00.000,-253,207,"ATI15",""
"Aluguel","1","1",2020-04-01 00:00:00.000,-358,208,"ATI15",""
"Aluguel","1","1",2020-05-01 00:00:00.000,-349,209,"ATI15",""
"Aluguel","1","1",2020-06-01 00:00:00.000,-402,210,"ATI15",""
"Aluguel","1","1",2020-07-01 00:00:00.000,-350,211,"ATI15",""
"Aluguel","1","1",2020-08-01 00:00:00.000,-367,212,"ATI15",""
"Aluguel","1","1",2020-09-01 00:00:00.000,-438,213,"ATI15",""
"Aluguel","1","1",2020-10-01 00:00:00.000,-355,214,"ATI15",""
"Aluguel","1","1",2020-11-01 00:00:00.000,-270,215,"ATI15",""
"Aluguel","1","1",2020-12-01 00:00:00.000,-218,216,"ATI15",""
"Recebimento","3","1",2018-01-01 00:00:00.000,581,1,"ATI51",""
"Recebimento","3","1",2018-02-01 00:00:00.000,362,2,"ATI51",""
"Recebimento","3","1",2018-03-01 00:00:00.000,499,3,"ATI51",""
"Recebimento","3","1",2018-04-01 00:00:00.000,835,4,"ATI51",""
"Recebimento","3","1",2018-05-01 00:00:00.000,704,5,"ATI51",""
"Recebimento","3","1",2018-06-01 00:00:00.000,868,6,"ATI51",""
"Recebimento","3","1",2018-07-01 00:00:00.000,547,7,"ATI51",""
"Recebimento","3","1",2018-08-01 00:00:00.000,621,8,"ATI51",""
"Recebimento","3","1",2018-09-01 00:00:00.000,561,9,"ATI51",""
"Recebimento","3","1",2018-10-01 00:00:00.000,314,10,"ATI51",""
"Recebimento","3","1",2018-11-01 00:00:00.000,939,11,"ATI51",""
"Recebimento","3","1",2018-12-01 00:00:00.000,759,12,"ATI51",""
"Recebimento","3","1",2019-01-01 00:00:00.000,901,13,"ATI51",""
"Recebimento","3","1",2019-02-01 00:00:00.000,985,14,"ATI51",""
"Recebimento","3","1",2019-03-01 00:00:00.000,598,15,"ATI51",""
"Recebimento","3","1",2019-04-01 00:00:00.000,494,16,"ATI51",""
"Recebimento","3","1",2019-05-01 00:00:00.000,927,17,"ATI51",""
"Recebimento","3","1",2019-06-01 00:00:00.000,810,18,"ATI51",""
"Recebimento","3","1",2019-07-01 00:00:00.000,980,19,"ATI51",""
"Recebimento","3","1",2019-08-01 00:00:00.000,326,20,"ATI51",""
"Recebimento","3","1",2019-09-01 00:00:00.000,946,21,"ATI51",""
"Recebimento","3","1",2019-10-01 00:00:00.000,622,22,"ATI51",""
"Recebimento","3","1",2019-11-01 00:00:00.000,572,23,"ATI51",""
"Recebimento","3","1",2019-12-01 00:00:00.000,796,24,"ATI51",""
"Recebimento","3","1",2020-01-01 00:00:00.000,685,25,"ATI51",""
"Recebimento","3","1",2020-02-01 00:00:00.000,907,26,"ATI51",""
"Recebimento","3","1",2020-03-01 00:00:00.000,561,27,"ATI51",""
"Recebimento","3","1",2020-04-01 00:00:00.000,887,28,"ATI51",""
"Recebimento","3","1",2020-05-01 00:00:00.000,583,29,"ATI51",""
"Recebimento","3","1",2020-06-01 00:00:00.000,450,30,"ATI51",""
"Recebimento","3","1",2020-07-01 00:00:00.000,684,31,"ATI51",""
"Recebimento","3","1",2020-08-01 00:00:00.000,973,32,"ATI51",""
"Recebimento","3","1",2020-09-01 00:00:00.000,633,33,"ATI51",""
"Recebimento","3","1",2020-10-01 00:00:00.000,677,34,"ATI51",""
"Recebimento","3","1",2020-11-01 00:00:00.000,872,35,"ATI51",""
"Recebimento","3","1",2020-12-01 00:00:00.000,445,36,"ATI51",""
"Recebimento","2","1",2018-01-01 00:00:00.000,654,37,"ATI51",""
"Recebimento","2","1",2018-02-01 00:00:00.000,872,38,"ATI51",""
"Recebimento","2","1",2018-03-01 00:00:00.000,806,39,"ATI51",""
"Recebimento","2","1",2018-04-01 00:00:00.000,635,40,"ATI51",""
"Recebimento","2","1",2018-05-01 00:00:00.000,870,41,"ATI51",""
"Recebimento","2","1",2018-06-01 00:00:00.000,312,42,"ATI51",""
"Recebimento","2","1",2018-07-01 00:00:00.000,852,43,"ATI51",""
"Recebimento","2","1",2018-08-01 00:00:00.000,568,44,"ATI51",""
"Recebimento","2","1",2018-09-01 00:00:00.000,474,45,"ATI51",""
"Recebimento","2","1",2018-10-01 00:00:00.000,524,46,"ATI51",""
"Recebimento","2","1",2018-11-01 00:00:00.000,577,47,"ATI51",""
"Recebimento","2","1",2018-12-01 00:00:00.000,642,48,"ATI51",""
"Recebimento","2","1",2019-01-01 00:00:00.000,518,49,"ATI51",""
"Recebimento","2","1",2019-02-01 00:00:00.000,469,50,"ATI51",""
"Recebimento","2","1",2019-03-01 00:00:00.000,540,51,"ATI51",""
"Recebimento","2","1",2019-04-01 00:00:00.000,467,52,"ATI51",""
"Recebimento","2","1",2019-05-01 00:00:00.000,849,53,"ATI51",""
"Recebimento","2","1",2019-06-01 00:00:00.000,706,54,"ATI51",""
"Recebimento","2","1",2019-07-01 00:00:00.000,886,55,"ATI51",""
"Recebimento","2","1",2019-08-01 00:00:00.000,631,56,"ATI51",""
"Recebimento","2","1",2019-09-01 00:00:00.000,942,57,"ATI51",""
"Recebimento","2","1",2019-10-01 00:00:00.000,955,58,"ATI51",""
"Recebimento","2","1",2019-11-01 00:00:00.000,477,59,"ATI51",""
"Recebimento","2","1",2019-12-01 00:00:00.000,845,60,"ATI51",""
"Recebimento","2","1",2020-01-01 00:00:00.000,627,61,"ATI51",""
"Recebimento","2","1",2020-02-01 00:00:00.000,835,62,"ATI51",""
"Recebimento","2","1",2020-03-01 00:00:00.000,664,63,"ATI51",""
"Recebimento","2","1",2020-04-01 00:00:00.000,537,64,"ATI51",""
"Recebimento","2","1",2020-05-01 00:00:00.000,507,65,"ATI51",""
"Recebimento","2","1",2020-06-01 00:00:00.000,740,66,"ATI51",""
"Recebimento","2","1",2020-07-01 00:00:00.000,663,67,"ATI51",""
"Recebimento","2","1",2020-08-01 00:00:00.000,383,68,"ATI51",""
"Recebimento","2","1",2020-09-01 00:00:00.000,757,69,"ATI51",""
"Recebimento","2","1",2020-10-01 00:00:00.000,713,70,"ATI51",""
"Recebimento","2","1",2020-11-01 00:00:00.000,951,71,"ATI51",""
"Recebimento","2","1",2020-12-01 00:00:00.000,584,72,"ATI51",""
"Recebimento","1","1",2018-01-01 00:00:00.000,577,73,"ATI51",""
"Recebimento","1","1",2018-02-01 00:00:00.000,850,74,"ATI51",""
"Recebimento","1","1",2018-03-01 00:00:00.000,880,75,"ATI51",""
"Recebimento","1","1",2018-04-01 00:00:00.000,867,76,"ATI51",""
"Recebimento","1","1",2018-05-01 00:00:00.000,714,77,"ATI51",""
"Recebimento","1","1",2018-06-01 00:00:00.000,499,78,"ATI51",""
"Recebimento","1","1",2018-07-01 00:00:00.000,321,79,"ATI51",""
"Recebimento","1","1",2018-08-01 00:00:00.000,872,80,"ATI51",""
"Recebimento","1","1",2018-09-01 00:00:00.000,605,81,"ATI51",""
"Recebimento","1","1",2018-10-01 00:00:00.000,631,82,"ATI51",""
"Recebimento","1","1",2018-11-01 00:00:00.000,579,83,"ATI51",""
"Recebimento","1","1",2018-12-01 00:00:00.000,325,84,"ATI51",""
"Recebimento","1","1",2019-01-01 00:00:00.000,940,85,"ATI51",""
"Recebimento","1","1",2019-02-01 00:00:00.000,875,86,"ATI51",""
"Recebimento","1","1",2019-03-01 00:00:00.000,704,87,"ATI51",""
"Recebimento","1","1",2019-04-01 00:00:00.000,967,88,"ATI51",""
"Recebimento","1","1",2019-05-01 00:00:00.000,694,89,"ATI51",""
"Recebimento","1","1",2019-06-01 00:00:00.000,315,90,"ATI51",""
"Recebimento","1","1",2019-07-01 00:00:00.000,939,91,"ATI51",""
"Recebimento","1","1",2019-08-01 00:00:00.000,420,92,"ATI51",""
"Recebimento","1","1",2019-09-01 00:00:00.000,815,93,"ATI51",""
"Recebimento","1","1",2019-10-01 00:00:00.000,807,94,"ATI51",""
"Recebimento","1","1",2019-11-01 00:00:00.000,740,95,"ATI51",""
"Recebimento","1","1",2019-12-01 00:00:00.000,710,96,"ATI51",""
"Recebimento","1","1",2020-01-01 00:00:00.000,854,97,"ATI51",""
"Recebimento","1","1",2020-02-01 00:00:00.000,904,98,"ATI51",""
"Recebimento","1","1",2020-03-01 00:00:00.000,800,99,"ATI51",""
"Recebimento","1","1",2020-04-01 00:00:00.000,792,100,"ATI51",""
"Recebimento","1","1",2020-05-01 00:00:00.000,927,101,"ATI51",""
"Recebimento","1","1",2020-06-01 00:00:00.000,671,102,"ATI51",""
"Recebimento","1","1",2020-07-01 00:00:00.000,824,103,"ATI51",""
"Recebimento","1","1",2020-08-01 00:00:00.000,758,104,"ATI51",""
"Recebimento","1","1",2020-09-01 00:00:00.000,624,105,"ATI51",""
"Recebimento","1","1",2020-10-01 00:00:00.000,487,106,"ATI51",""
"Recebimento","1","1",2020-11-01 00:00:00.000,453,107,"ATI51",""
"Recebimento","1","1",2020-12-01 00:00:00.000,790,108,"ATI51",""
