COD_FILIAL,NUM_TIT,COD_PART,COD_CONTA,NUM_DOC,VEND_COMP,TIPO_PAG,DT_COMPETENCIA,NUM_PARC,DT_EMISSAO,DT_VENCIMENTO,DT_E_S,AG_CONTA,RECEBER_PAGAR,CENTRO_CUSTO,VL_ACRESCIMO,VL_DESCONTO,STATUS,VL_FINANCEIRO,OBS,FORNECEDOR_FIN,RENOGOCIADO,CHAVE_FINANCEIRO,GRUPO_ATI,CLASSIFICACAO,REC_PAG,SITUACAO_TITULO,PRAZO_FINANCEIRO,ATRASO_FINANCEIRO
"3","2018121113","13","Recebimento","2018121113","VEND1","Cartao Credito",2018-12-14 00:00:00.000,"8",2018-12-11 00:00:00.000,2018-12-14 00:00:00.000,2018-12-16 00:00:00.000,"2222-999900","0","3",,,"0",1636,"","","",587,"ATI51","","RECEBER","QUITADO DIA",3,2
"2","2018121533","33","Recebimento","2018121533","VEND3","Cartao Credito",2018-12-20 00:00:00.000,"6",2018-12-15 00:00:00.000,2018-12-20 00:00:00.000,2018-12-22 00:00:00.000,"2222-999900","0","2",,,"0",1557,"","","",593,"ATI51","","RECEBER","QUITADO DIA",5,2
"3","2018121829","29","Recebimento","2018121829","VEND1","Cheque",2018-12-22 00:00:00.000,"7",2018-12-18 00:00:00.000,2018-12-22 00:00:00.000,2018-12-23 00:00:00.000,"2222-999900","0","3",,,"0",1397,"","","",596,"ATI51","","RECEBER","QUITADO DIA",4,1
"1","2018121835","35","Recebimento","2018121835","VEND2","Dinheiro",2018-12-19 00:00:00.000,"2",2018-12-18 00:00:00.000,2018-12-19 00:00:00.000,2018-12-23 00:00:00.000,"2222-999900","0","1",,,"0",1459,"","","",599,"ATI51","","RECEBER","QUITADO DIA",1,4
"3","202001217","7","Recebimento","202001217","VEND5","Cheque",2020-01-24 00:00:00.000,"7",2020-01-21 00:00:00.000,2020-01-24 00:00:00.000,,"2222-999900","0","3",,,"1",1722,"","","",234,"ATI51","","RECEBER","VENCIDO",3,70
"1","2020012225","25","Recebimento","2020012225","VEND4","Cheque",2020-01-26 00:00:00.000,"2",2020-01-22 00:00:00.000,2020-01-26 00:00:00.000,,"2222-999900","0","1",,,"1",1605,"","","",237,"ATI51","","RECEBER","VENCIDO",4,68
"1","2020012220","20","Recebimento","2020012220","VEND1","Cartao Credito",2020-01-26 00:00:00.000,"5",2020-01-22 00:00:00.000,2020-01-26 00:00:00.000,,"2222-999900","0","1",,,"1",1817,"","","",238,"ATI51","","RECEBER","VENCIDO",4,68
"2","2020012329","29","Recebimento","2020012329","VEND1","Dinheiro",2020-01-23 00:00:00.000,"3",2020-01-23 00:00:00.000,2020-01-23 00:00:00.000,,"2222-999900","0","2",,,"1",1141,"","","",242,"ATI51","","RECEBER","VENCIDO",0,71
"1","2020012413","13","Recebimento","2020012413","VEND2","Dinheiro",2020-01-24 00:00:00.000,"6",2020-01-24 00:00:00.000,2020-01-24 00:00:00.000,,"2222-999900","0","1",,,"1",1438,"","","",245,"ATI51","","RECEBER","VENCIDO",0,70
"1","2020012610","10","Recebimento","2020012610","VEND3","Cheque",2020-01-26 00:00:00.000,"2",2020-01-26 00:00:00.000,2020-01-26 00:00:00.000,,"2222-999900","0","1",,,"1",1517,"","","",248,"ATI51","","RECEBER","VENCIDO",0,68
"2","2020012619","19","Recebimento","2020012619","VEND5","Boleto",2020-01-26 00:00:00.000,"5",2020-01-26 00:00:00.000,2020-01-26 00:00:00.000,,"2222-999900","0","2",,,"1",1101,"","","",251,"ATI51","","RECEBER","VENCIDO",0,68
"2","2020012728","28","Recebimento","2020012728","VEND2","Cheque",2020-01-27 00:00:00.000,"1",2020-01-27 00:00:00.000,2020-01-27 00:00:00.000,,"2222-999900","0","2",,,"1",1267,"","","",252,"ATI51","","RECEBER","VENCIDO",0,67
"3","202001273","3","Recebimento","202001273","VEND3","Cartao Debito",2020-01-27 00:00:00.000,"4",2020-01-27 00:00:00.000,2020-01-27 00:00:00.000,,"2222-999900","0","3",,,"1",1061,"","","",254,"ATI51","","RECEBER","VENCIDO",0,67
"1","202002209","9","Recebimento","202002209","VEND5","Cheque",2020-02-25 00:00:00.000,"3",2020-02-20 00:00:00.000,2020-02-25 00:00:00.000,,"2222-999900","0","1",,,"1",1633,"","","",256,"ATI51","","RECEBER","VENCIDO",5,38
"2","2020022115","15","Recebimento","2020022115","VEND2","Boleto",2020-02-26 00:00:00.000,"1",2020-02-21 00:00:00.000,2020-02-26 00:00:00.000,,"2222-999900","0","2",,,"1",1236,"","","",257,"ATI51","","RECEBER","VENCIDO",5,37
"3","2020022228","28","Recebimento","2020022228","VEND1","Cartao Credito",2020-02-25 00:00:00.000,"6",2020-02-22 00:00:00.000,2020-02-25 00:00:00.000,,"2222-999900","0","3",,,"1",1532,"","","",260,"ATI51","","RECEBER","VENCIDO",3,38
"3","2020022424","24","Recebimento","2020022424","VEND4","Cartao Debito",2020-02-24 00:00:00.000,"3",2020-02-24 00:00:00.000,2020-02-24 00:00:00.000,,"2222-999900","0","3",,,"1",1969,"","","",266,"ATI51","","RECEBER","VENCIDO",0,39
"1","2020022640","40","Recebimento","2020022640","VEND5","Boleto",2020-02-26 00:00:00.000,"6",2020-02-26 00:00:00.000,2020-02-26 00:00:00.000,,"2222-999900","0","1",,,"1",1074,"","","",273,"ATI51","","RECEBER","VENCIDO",0,37
"3","2020022727","27","Recebimento","2020022727","VEND2","Cheque",2020-02-27 00:00:00.000,"7",2020-02-27 00:00:00.000,2020-02-27 00:00:00.000,,"2222-999900","0","3",,,"1",1578,"","","",274,"ATI51","","RECEBER","VENCIDO",0,36
"3","2020031922","22","Recebimento","2020031922","VEND3","Boleto",2020-03-24 00:00:00.000,"7",2020-03-19 00:00:00.000,2020-03-24 00:00:00.000,,"2222-999900","0","3",,,"1",1875,"","","",278,"ATI51","","RECEBER","VENCIDO",5,10
"1","202003207","7","Recebimento","202003207","VEND5","Cheque",2020-03-24 00:00:00.000,"4",2020-03-20 00:00:00.000,2020-03-24 00:00:00.000,,"2222-999900","0","1",,,"1",1589,"","","",279,"ATI51","","RECEBER","VENCIDO",4,10
"3","2020032016","16","Recebimento","2020032016","VEND5","Cartao Credito",2020-03-23 00:00:00.000,"4",2020-03-20 00:00:00.000,2020-03-23 00:00:00.000,,"2222-999900","0","3",,,"1",1927,"","","",280,"ATI51","","RECEBER","VENCIDO",3,11
"2","2020032135","35","Recebimento","2020032135","VEND5","Cheque",2020-03-24 00:00:00.000,"2",2020-03-21 00:00:00.000,2020-03-24 00:00:00.000,,"2222-999900","0","2",,,"1",1854,"","","",282,"ATI51","","RECEBER","VENCIDO",3,10
"3","2020032210","10","Recebimento","2020032210","VEND4","Cheque",2020-03-27 00:00:00.000,"2",2020-03-22 00:00:00.000,2020-03-27 00:00:00.000,,"2222-999900","0","3",,,"1",1309,"","","",285,"ATI51","","RECEBER","VENCIDO",5,7
"3","2020032223","23","Recebimento","2020032223","VEND3","Dinheiro",2020-03-27 00:00:00.000,"4",2020-03-22 00:00:00.000,2020-03-27 00:00:00.000,,"2222-999900","0","3",,,"1",1285,"","","",287,"ATI51","","RECEBER","VENCIDO",5,7
"1","2020032635","35","Recebimento","2020032635","VEND3","Boleto",2020-03-26 00:00:00.000,"3",2020-03-26 00:00:00.000,2020-03-26 00:00:00.000,,"2222-999900","0","1",,,"1",1368,"","","",297,"ATI51","","RECEBER","VENCIDO",0,8
"3","2020032627","27","Recebimento","2020032627","VEND5","Cartao Credito",2020-03-26 00:00:00.000,"3",2020-03-26 00:00:00.000,2020-03-26 00:00:00.000,,"2222-999900","0","3",,,"1",1655,"","","",298,"ATI51","","RECEBER","VENCIDO",0,8
"2","2019012124","24","Recebimento","2019012124","VEND5","Dinheiro",2019-01-22 00:00:00.000,"8",2019-01-21 00:00:00.000,2019-01-22 00:00:00.000,2019-01-22 00:00:00.000,"2222-999900","0","2",10,,"0",1259,"","","",58,"ATI51","","RECEBER","QUITADO DIA",1,0
"3","2019072118","18","Recebimento","2019072118","VEND5","Dinheiro",2019-07-22 00:00:00.000,"4",2019-07-21 00:00:00.000,2019-07-22 00:00:00.000,2019-07-22 00:00:00.000,"2222-999900","0","3",10,,"0",1521,"","","",442,"ATI51","","RECEBER","QUITADO DIA",1,0
"3","2018112116","16","Recebimento","2018112116","VEND5","Dinheiro",2018-11-21 00:00:00.000,"2",2018-11-21 00:00:00.000,2018-11-21 00:00:00.000,2018-11-23 00:00:00.000,"2222-999900","0","3",10,,"0",1351,"","","",577,"ATI51","","RECEBER","QUITADO DIA",0,2
"1","2018011819","19","Tres","2018011819","VEND1","Cartao Debito",2018-01-20 00:00:00.000,"3",2018-01-18 00:00:00.000,2018-01-20 00:00:00.000,2018-01-22 00:00:00.000,"2222-999900","1","1",10,,"0",-1686,"","MARCA1","",32,"ATI19","","PAGAR","QUITADO DIA",2,2
"1","2018031711","11","Juros","2018031711","VEND1","Cartao Debito",2018-03-18 00:00:00.000,"7",2018-03-17 00:00:00.000,2018-03-18 00:00:00.000,2018-03-22 00:00:00.000,"2222-999900","1","1",10,,"0",-1693,"","MARCA1","",155,"ATI45","","PAGAR","QUITADO DIA",1,4
"3","202001213","3","Frete","202001213","VEND5","Dinheiro",2020-01-26 00:00:00.000,"6",2020-01-21 00:00:00.000,2020-01-26 00:00:00.000,,"2222-999900","1","3",10,,"1",-1592,"","MARCA1","",236,"ATI44","","PAGAR","VENCIDO",5,68
"3","2018072119","19","Tres","2018072119","VEND5","Dinheiro",2018-07-22 00:00:00.000,"3",2018-07-21 00:00:00.000,2018-07-22 00:00:00.000,2018-07-27 00:00:00.000,"2222-999900","1","3",10,,"0",-1874,"","MARCA1","",419,"ATI19","","PAGAR","QUITADO DIA",1,5
"1","201908212","2","Frete","201908212","VEND5","Dinheiro",2019-08-22 00:00:00.000,"6",2019-08-21 00:00:00.000,2019-08-22 00:00:00.000,2019-08-22 00:00:00.000,"2222-999900","1","1",10,,"0",-1680,"","MARCA1","",488,"ATI44","","PAGAR","QUITADO DIA",1,0
"3","2020012115","15","Juros","2020012115","VEND2","Boleto",2020-01-26 00:00:00.000,"7",2020-01-21 00:00:00.000,2020-01-26 00:00:00.000,,"2222-999900","1","3",,,"1",-1419,"","MARCA1","",235,"ATI45","","PAGAR","VENCIDO",5,68
"3","202001224","4","Aluguel","202001224","VEND3","Dinheiro",2020-01-27 00:00:00.000,"8",2020-01-22 00:00:00.000,2020-01-27 00:00:00.000,,"2222-999900","1","3",,,"1",-1704,"","MARCA1","",239,"ATI15","","PAGAR","VENCIDO",5,67
"1","2020022221","21","Frete","2020022221","VEND3","Dinheiro",2020-02-26 00:00:00.000,"6",2020-02-22 00:00:00.000,2020-02-26 00:00:00.000,,"2222-999900","1","1",,,"1",-1536,"","MARCA1","",261,"ATI44","","PAGAR","VENCIDO",4,37
"1","2020022234","34","Juros","2020022234","VEND3","Cartao Debito",2020-02-27 00:00:00.000,"7",2020-02-22 00:00:00.000,2020-02-27 00:00:00.000,,"2222-999900","1","1",,,"1",-1177,"","MARCA1","",262,"ATI45","","PAGAR","VENCIDO",5,36
"1","2020032029","29","Cinco","2020032029","VEND1","Dinheiro",2020-03-25 00:00:00.000,"5",2020-03-20 00:00:00.000,2020-03-25 00:00:00.000,,"2222-999900","1","1",,,"1",-1812,"","MARCA1","",281,"ATI20","","PAGAR","VENCIDO",5,9
"2","2018010216","16","Tres","2018010216","VEND4","Cartao Credito",2018-01-07 00:00:00.000,"3",2018-01-02 00:00:00.000,2018-01-07 00:00:00.000,2018-01-12 00:00:00.000,"2222-999900","1","2",,,"0",-1330,"","MARCA1","",2,"ATI19","","PAGAR","QUITADO DIA",5,5
"3","2018010811","11","Tres","2018010811","VEND1","Boleto",2018-01-11 00:00:00.000,"3",2018-01-08 00:00:00.000,2018-01-11 00:00:00.000,2018-01-12 00:00:00.000,"2222-999900","1","3",,,"0",-1517,"","MARCA1","",18,"ATI19","","PAGAR","QUITADO DIA",3,1
"1","2018011418","18","Tres","2018011418","VEND3","Cartao Credito",2018-01-19 00:00:00.000,"3",2018-01-14 00:00:00.000,2018-01-19 00:00:00.000,2018-01-22 00:00:00.000,"2222-999900","1","1",,,"0",-1997,"","MARCA1","",28,"ATI19","","PAGAR","QUITADO DIA",5,3
"2","2018011117","17","Aluguel","2018011117","VEND1","Boleto",2018-01-12 00:00:00.000,"8",2018-01-11 00:00:00.000,2018-01-12 00:00:00.000,2018-01-17 00:00:00.000,"2222-999900","1","2",,,"0",-1007,"","MARCA1","",25,"ATI15","","PAGAR","QUITADO DIA",1,5
"1","2018010316","16","Frete","2018010316","VEND4","Cartao Debito",2018-01-12 00:00:00.000,"6",2018-01-03 00:00:00.000,2018-01-12 00:00:00.000,2018-01-15 00:00:00.000,"2222-999900","1","1",,,"0",-1941,"","MARCA1","",4,"ATI44","","PAGAR","QUITADO DIA",9,3
"3","2018010623","23","Cinco","2018010623","VEND4","Cartao Credito",2018-01-13 00:00:00.000,"5",2018-01-06 00:00:00.000,2018-01-13 00:00:00.000,2018-01-18 00:00:00.000,"2222-999900","1","3",,,"0",-1910,"","MARCA1","",14,"ATI20","","PAGAR","QUITADO DIA",7,5
"2","2019011737","37","Frete","2019011737","VEND2","Cheque",2019-01-20 00:00:00.000,"6",2019-01-17 00:00:00.000,2019-01-20 00:00:00.000,2019-01-22 00:00:00.000,"2222-999900","1","2",,,"0",-1895,"","MARCA1","",50,"ATI44","","PAGAR","QUITADO DIA",3,2
"2","2019011831","31","Frete","2019011831","VEND1","Cheque",2019-01-21 00:00:00.000,"6",2019-01-18 00:00:00.000,2019-01-21 00:00:00.000,2019-01-22 00:00:00.000,"2222-999900","1","2",,,"0",-1875,"","MARCA1","",51,"ATI44","","PAGAR","QUITADO DIA",3,1
"2","2019011839","39","Tres","2019011839","VEND4","Cheque",2019-01-21 00:00:00.000,"3",2019-01-18 00:00:00.000,2019-01-21 00:00:00.000,2019-01-26 00:00:00.000,"2222-999900","1","2",,,"0",-1139,"","MARCA1","",52,"ATI19","","PAGAR","QUITADO DIA",3,5
"2","2019011818","18","Cinco","2019011818","VEND2","Dinheiro",2019-01-22 00:00:00.000,"5",2019-01-18 00:00:00.000,2019-01-22 00:00:00.000,2019-01-27 00:00:00.000,"2222-999900","1","2",,,"0",-1490,"","MARCA1","",54,"ATI20","","PAGAR","QUITADO DIA",4,5
"2","2019012035","35","Aluguel","2019012035","VEND1","Dinheiro",2019-01-21 00:00:00.000,"8",2019-01-20 00:00:00.000,2019-01-21 00:00:00.000,2019-01-26 00:00:00.000,"2222-999900","1","2",,,"0",-1375,"","MARCA1","",57,"ATI15","","PAGAR","QUITADO DIA",1,5
"3","2020012015","15","Tres","2020012015","VEND1","Dinheiro",2020-01-21 00:00:00.000,"3",2020-01-20 00:00:00.000,2020-01-21 00:00:00.000,2020-01-25 00:00:00.000,"2222-999900","1","3",,,"0",-1320,"","MARCA1","",64,"ATI19","","PAGAR","QUITADO DIA",1,4
"2","2018021022","22","Aluguel","2018021022","VEND4","Cartao Credito",2018-02-16 00:00:00.000,"8",2018-02-10 00:00:00.000,2018-02-16 00:00:00.000,2018-02-16 00:00:00.000,"2222-999900","1","2",,,"0",-1034,"","MARCA1","",66,"ATI15","","PAGAR","QUITADO DIA",6,0
"3","2018021313","13","Tres","2018021313","VEND2","Cartao Debito",2018-02-22 00:00:00.000,"3",2018-02-13 00:00:00.000,2018-02-22 00:00:00.000,2018-02-27 00:00:00.000,"2222-999900","1","3",,,"0",-1421,"","MARCA1","",77,"ATI19","","PAGAR","QUITADO DIA",9,5
"1","2018021322","22","Juros","2018021322","VEND5","Cartao Debito",2018-02-22 00:00:00.000,"7",2018-02-13 00:00:00.000,2018-02-22 00:00:00.000,2018-02-27 00:00:00.000,"2222-999900","1","1",,,"0",-1665,"","MARCA1","",79,"ATI45","","PAGAR","QUITADO DIA",9,5
"1","2018021433","33","Aluguel","2018021433","VEND2","Boleto",2018-02-21 00:00:00.000,"8",2018-02-14 00:00:00.000,2018-02-21 00:00:00.000,2018-02-22 00:00:00.000,"2222-999900","1","1",,,"0",-1917,"","MARCA1","",83,"ATI15","","PAGAR","QUITADO DIA",7,1
"2","2019021331","31","Frete","2019021331","VEND1","Cheque",2019-02-15 00:00:00.000,"6",2019-02-13 00:00:00.000,2019-02-15 00:00:00.000,2019-02-18 00:00:00.000,"2222-999900","1","2",,,"0",-1479,"","MARCA1","",107,"ATI44","","PAGAR","QUITADO DIA",2,3
"1","201902159","9","Tres","201902159","VEND5","Dinheiro",2019-02-22 00:00:00.000,"3",2019-02-15 00:00:00.000,2019-02-22 00:00:00.000,2019-02-25 00:00:00.000,"2222-999900","1","1",,,"0",-1392,"","MARCA1","",108,"ATI19","","PAGAR","QUITADO DIA",7,3
"2","2020022016","16","Juros","2020022016","VEND5","Cartao Debito",2020-02-22 00:00:00.000,"7",2020-02-20 00:00:00.000,2020-02-22 00:00:00.000,2020-02-25 00:00:00.000,"2222-999900","1","2",,,"0",-1556,"","MARCA1","",122,"ATI45","","PAGAR","QUITADO DIA",2,3
"2","2018031018","18","Frete","2018031018","VEND4","Cartao Credito",2018-03-11 00:00:00.000,"6",2018-03-10 00:00:00.000,2018-03-11 00:00:00.000,2018-03-16 00:00:00.000,"2222-999900","1","2",,,"0",-1703,"","MARCA1","",128,"ATI44","","PAGAR","QUITADO DIA",1,5
"2","2018031129","29","Tres","2018031129","VEND3","Boleto",2018-03-19 00:00:00.000,"3",2018-03-11 00:00:00.000,2018-03-19 00:00:00.000,2018-03-24 00:00:00.000,"2222-999900","1","2",,,"0",-1279,"","MARCA1","",130,"ATI19","","PAGAR","QUITADO DIA",8,5
"3","2018031219","19","Tres","2018031219","VEND4","Boleto",2018-03-22 00:00:00.000,"3",2018-03-12 00:00:00.000,2018-03-22 00:00:00.000,2018-03-23 00:00:00.000,"2222-999900","1","3",,,"0",-1969,"","MARCA1","",136,"ATI19","","PAGAR","QUITADO DIA",10,1
"1","2018031319","19","Aluguel","2018031319","VEND4","Cartao Credito",2018-03-16 00:00:00.000,"8",2018-03-13 00:00:00.000,2018-03-16 00:00:00.000,2018-03-18 00:00:00.000,"2222-999900","1","1",,,"0",-1868,"","MARCA1","",139,"ATI15","","PAGAR","QUITADO DIA",3,2
"3","2018031414","14","Aluguel","2018031414","VEND4","Boleto",2018-03-20 00:00:00.000,"8",2018-03-14 00:00:00.000,2018-03-20 00:00:00.000,2018-03-22 00:00:00.000,"2222-999900","1","3",,,"0",-1073,"","MARCA1","",144,"ATI15","","PAGAR","QUITADO DIA",6,2
"2","2018031423","23","Aluguel","2018031423","VEND3","Boleto",2018-03-22 00:00:00.000,"8",2018-03-14 00:00:00.000,2018-03-22 00:00:00.000,2018-03-24 00:00:00.000,"2222-999900","1","2",,,"0",-1410,"","MARCA1","",147,"ATI15","","PAGAR","QUITADO DIA",8,2
"1","2018031821","21","Frete","2018031821","VEND4","Cheque",2018-03-20 00:00:00.000,"6",2018-03-18 00:00:00.000,2018-03-20 00:00:00.000,2018-03-21 00:00:00.000,"2222-999900","1","1",,,"0",-1446,"","MARCA1","",157,"ATI44","","PAGAR","QUITADO DIA",2,1
"3","2019031228","28","Tres","2019031228","VEND1","Cartao Credito",2019-03-21 00:00:00.000,"3",2019-03-12 00:00:00.000,2019-03-21 00:00:00.000,2019-03-24 00:00:00.000,"2222-999900","1","3",,,"0",-1177,"","MARCA1","",163,"ATI19","","PAGAR","QUITADO DIA",9,3
"2","2019031524","24","Tres","2019031524","VEND4","Dinheiro",2019-03-20 00:00:00.000,"3",2019-03-15 00:00:00.000,2019-03-20 00:00:00.000,2019-03-20 00:00:00.000,"2222-999900","1","2",,,"0",-1172,"","MARCA1","",166,"ATI19","","PAGAR","QUITADO DIA",5,0
"2","2018041031","31","Frete","2018041031","VEND2","Cartao Debito",2018-04-15 00:00:00.000,"6",2018-04-10 00:00:00.000,2018-04-15 00:00:00.000,2018-04-15 00:00:00.000,"2222-999900","1","2",,,"0",-1025,"","MARCA1","",180,"ATI44","","PAGAR","QUITADO DIA",5,0
"1","2018041116","16","Cinco","2018041116","VEND4","Cartao Credito",2018-04-14 00:00:00.000,"5",2018-04-11 00:00:00.000,2018-04-14 00:00:00.000,2018-04-16 00:00:00.000,"2222-999900","1","1",,,"0",-1416,"","MARCA1","",183,"ATI20","","PAGAR","QUITADO DIA",3,2
"3","2018041610","10","Tres","2018041610","VEND2","Cartao Debito",2018-04-18 00:00:00.000,"3",2018-04-16 00:00:00.000,2018-04-18 00:00:00.000,2018-04-22 00:00:00.000,"2222-999900","1","3",,,"0",-1096,"","MARCA1","",193,"ATI19","","PAGAR","QUITADO DIA",2,4
"3","2018041637","37","Frete","2018041637","VEND5","Boleto",2018-04-22 00:00:00.000,"6",2018-04-16 00:00:00.000,2018-04-22 00:00:00.000,2018-04-25 00:00:00.000,"2222-999900","1","3",,,"0",-1589,"","MARCA1","",194,"ATI44","","PAGAR","QUITADO DIA",6,3
"1","201804187","7","Aluguel","201804187","VEND1","Cheque",2018-04-19 00:00:00.000,"8",2018-04-18 00:00:00.000,2018-04-19 00:00:00.000,2018-04-20 00:00:00.000,"2222-999900","1","1",,,"0",-1783,"","MARCA1","",197,"ATI15","","PAGAR","QUITADO DIA",1,1
"2","2018042015","15","Frete","2018042015","VEND3","Cartao Debito",2018-04-22 00:00:00.000,"6",2018-04-20 00:00:00.000,2018-04-22 00:00:00.000,2018-04-24 00:00:00.000,"2222-999900","1","2",,,"0",-1044,"","MARCA1","",200,"ATI44","","PAGAR","QUITADO DIA",2,2
"2","2019041233","33","Juros","2019041233","VEND1","Cartao Credito",2019-04-14 00:00:00.000,"7",2019-04-12 00:00:00.000,2019-04-14 00:00:00.000,2019-04-19 00:00:00.000,"2222-999900","1","2",,,"0",-1002,"","MARCA1","",208,"ATI45","","PAGAR","QUITADO DIA",2,5
"1","201904139","9","Cinco","201904139","VEND2","Dinheiro",2019-04-16 00:00:00.000,"5",2019-04-13 00:00:00.000,2019-04-16 00:00:00.000,2019-04-18 00:00:00.000,"2222-999900","1","1",,,"0",-1902,"","MARCA1","",209,"ATI20","","PAGAR","QUITADO DIA",3,2
"1","2019041624","24","Juros","2019041624","VEND5","Dinheiro",2019-04-21 00:00:00.000,"7",2019-04-16 00:00:00.000,2019-04-21 00:00:00.000,2019-04-26 00:00:00.000,"2222-999900","1","1",,,"0",-1776,"","MARCA1","",214,"ATI45","","PAGAR","QUITADO DIA",5,5
"3","2019041813","13","Juros","2019041813","VEND4","Cheque",2019-04-20 00:00:00.000,"7",2019-04-18 00:00:00.000,2019-04-20 00:00:00.000,2019-04-21 00:00:00.000,"2222-999900","1","3",,,"0",-1433,"","MARCA1","",219,"ATI45","","PAGAR","QUITADO DIA",2,1
"1","2020040110","10","Aluguel","2020040110","VEND3","Boleto",2020-04-07 00:00:00.000,"8",2020-04-01 00:00:00.000,2020-04-07 00:00:00.000,2020-04-08 00:00:00.000,"2222-999900","1","1",,,"0",-1194,"","MARCA1","",231,"ATI15","","PAGAR","QUITADO DIA",6,1
"3","2018051413","13","Cinco","2018051413","VEND4","Cartao Debito",2018-05-20 00:00:00.000,"5",2018-05-14 00:00:00.000,2018-05-20 00:00:00.000,2018-05-20 00:00:00.000,"2222-999900","1","3",,,"0",-1832,"","MARCA1","",316,"ATI20","","PAGAR","QUITADO DIA",6,0
"2","2018051518","18","Tres","2018051518","VEND5","Cheque",2018-05-18 00:00:00.000,"3",2018-05-15 00:00:00.000,2018-05-18 00:00:00.000,2018-05-19 00:00:00.000,"2222-999900","1","2",,,"0",-1316,"","MARCA1","",319,"ATI19","","PAGAR","QUITADO DIA",3,1
"1","2018052013","13","Tres","2018052013","VEND1","Cheque",2018-05-22 00:00:00.000,"3",2018-05-20 00:00:00.000,2018-05-22 00:00:00.000,2018-05-23 00:00:00.000,"2222-999900","1","1",,,"0",-1636,"","MARCA1","",328,"ATI19","","PAGAR","QUITADO DIA",2,1
"3","2019051131","31","Aluguel","2019051131","VEND1","Cartao Credito",2019-05-20 00:00:00.000,"8",2019-05-11 00:00:00.000,2019-05-20 00:00:00.000,2019-05-23 00:00:00.000,"2222-999900","1","3",,,"0",-1296,"","MARCA1","",335,"ATI15","","PAGAR","QUITADO DIA",9,3
"3","2019051610","10","Cinco","2019051610","VEND5","Dinheiro",2019-05-17 00:00:00.000,"5",2019-05-16 00:00:00.000,2019-05-17 00:00:00.000,2019-05-19 00:00:00.000,"2222-999900","1","3",,,"0",-1474,"","MARCA1","",343,"ATI20","","PAGAR","QUITADO DIA",1,2
"1","2019051820","20","Cinco","2019051820","VEND5","Boleto",2019-05-22 00:00:00.000,"5",2019-05-18 00:00:00.000,2019-05-22 00:00:00.000,2019-05-23 00:00:00.000,"2222-999900","1","1",,,"0",-1011,"","MARCA1","",347,"ATI20","","PAGAR","QUITADO DIA",4,1
"3","2019052118","18","Juros","2019052118","VEND5","Cheque",2019-05-22 00:00:00.000,"7",2019-05-21 00:00:00.000,2019-05-22 00:00:00.000,2019-05-23 00:00:00.000,"2222-999900","1","3",,,"0",-1642,"","MARCA1","",349,"ATI45","","PAGAR","QUITADO DIA",1,1
"1","201806114","4","Aluguel","201806114","VEND1","Boleto",2018-06-14 00:00:00.000,"8",2018-06-11 00:00:00.000,2018-06-14 00:00:00.000,2018-06-14 00:00:00.000,"2222-999900","1","1",,,"0",-1819,"","MARCA1","",353,"ATI15","","PAGAR","QUITADO DIA",3,0
"1","2018061222","22","Tres","2018061222","VEND1","Cartao Credito",2018-06-14 00:00:00.000,"3",2018-06-12 00:00:00.000,2018-06-14 00:00:00.000,2018-06-18 00:00:00.000,"2222-999900","1","1",,,"0",-1091,"","MARCA1","",356,"ATI19","","PAGAR","QUITADO DIA",2,4
"3","2018061522","22","Aluguel","2018061522","VEND4","Dinheiro",2018-06-17 00:00:00.000,"8",2018-06-15 00:00:00.000,2018-06-17 00:00:00.000,2018-06-18 00:00:00.000,"2222-999900","1","3",,,"0",-1416,"","MARCA1","",360,"ATI15","","PAGAR","QUITADO DIA",2,1
"3","2018061520","20","Tres","2018061520","VEND3","Cartao Debito",2018-06-17 00:00:00.000,"3",2018-06-15 00:00:00.000,2018-06-17 00:00:00.000,2018-06-20 00:00:00.000,"2222-999900","1","3",,,"0",-1286,"","MARCA1","",361,"ATI19","","PAGAR","QUITADO DIA",2,3
"1","201806154","4","Aluguel","201806154","VEND3","Cartao Credito",2018-06-17 00:00:00.000,"8",2018-06-15 00:00:00.000,2018-06-17 00:00:00.000,2018-06-20 00:00:00.000,"2222-999900","1","1",,,"0",-1317,"","MARCA1","",363,"ATI15","","PAGAR","QUITADO DIA",2,3
"2","2018062135","35","Aluguel","2018062135","VEND5","Cheque",2018-06-22 00:00:00.000,"8",2018-06-21 00:00:00.000,2018-06-22 00:00:00.000,2018-06-25 00:00:00.000,"2222-999900","1","2",,,"0",-1746,"","MARCA1","",375,"ATI15","","PAGAR","QUITADO DIA",1,3
"1","201906115","5","Cinco","201906115","VEND5","Cartao Credito",2019-06-20 00:00:00.000,"5",2019-06-11 00:00:00.000,2019-06-20 00:00:00.000,2019-06-25 00:00:00.000,"2222-999900","1","1",,,"0",-1425,"","MARCA1","",381,"ATI20","","PAGAR","QUITADO DIA",9,5
"1","2019061534","34","Aluguel","2019061534","VEND5","Dinheiro",2019-06-16 00:00:00.000,"8",2019-06-15 00:00:00.000,2019-06-16 00:00:00.000,2019-06-16 00:00:00.000,"2222-999900","1","1",,,"0",-1154,"","MARCA1","",385,"ATI15","","PAGAR","QUITADO DIA",1,0
