Fiscal Year,Period,Area,Country,Std Rptg Mid Reported Subsegment,Rev Sum Division,Forecast Planning Level,Budget Sales,Forecast Sales
"FY18",2,"CEE","Czech Republic","EPG Commercial","System Center Server","VL Annuity Non-Recur w/o EA",145.6525,36791.7154
"FY18",8,"CEE","Czech Republic","EPG Commercial","System Center Server","VL Annuity Non-Recur w/o EA",197.9733,33604.7906
"FY18",3,"CEE","Czech Republic","EPG Commercial","Windows Server & Solutions & CAL","VL Annuity Non-Recur w/o EA",30149.3908,1343.7386
"FY18",2,"CEE","Czech Republic","EPG Commercial","Windows Client","VL Annuity Non-Recur w/o EA",1493.9784,29499.7116
"FY18",12,"CEE","Czech Republic","EPG Commercial","Exchange Server & CAL","VL Annuity Non-Recur w/o EA",27094.2534,2022.8153
"FY18",5,"CEE","Czech Republic","EPG Commercial","SQL Server Premium","VL Annuity Non-Recur w/o EA",18645.2509,8099.8705
"FY18",7,"CEE","Czech Republic","EPG Commercial","Windows Server & Solutions & CAL","VL Annuity Non-Recur w/o EA",15544.4193,10929.3897
"FY18",6,"CEE","Czech Republic","EPG Commercial","Windows Client","VL Annuity Non-Recur w/o EA",9908.0655,16406.9163
"FY18",8,"CEE","Czech Republic","EPG Commercial","Windows Client","VL Annuity Non-Recur w/o EA",1775.7998,20539.3266
"FY18",8,"CEE","Czech Republic","EPG Commercial","Exchange Server & CAL","VL Annuity Non-Recur w/o EA",8181.1915,13565.1176
"FY18",4,"CEE","Czech Republic","EPG Commercial","Windows Server Premium","VL Annuity Non-Recur w/o EA",14010.4373,7484.7527
"FY18",5,"CEE","Czech Republic","EPG Commercial","System Center Server","VL Annuity Non-Recur w/o EA",871.5781,20517.5069
"FY18",3,"CEE","Czech Republic","EPG Commercial","Windows Client","VL Annuity Non-Recur w/o EA",8769.7707,12215.7934
"FY18",4,"CEE","Czech Republic","EPG Commercial","SQL Server Standard & CAL","VL Annuity Non-Recur w/o EA",463.2277,19157.4545
"FY18",8,"CEE","Czech Republic","EPG Commercial","Windows Server & Solutions & CAL","VL Annuity Non-Recur w/o EA",13508.3895,5855.1535
"FY18",2,"CEE","Czech Republic","EPG Commercial","Windows Server & Solutions & CAL","VL Annuity Non-Recur w/o EA",5011.2937,13603.1149
"FY18",5,"CEE","Czech Republic","EPG Commercial","Developer Tools","VL Annuity Non-Recur w/o EA",4602.5518,13158.6826
"FY18",4,"CEE","Czech Republic","EPG Commercial","Identity & Direct Access","VL Annuity Non-Recur w/o EA",1538.48,15624.0018
"FY18",7,"CEE","Czech Republic","EPG Commercial","System Center Server","VL Annuity Non-Recur w/o EA",473.4726,16261.8929
"FY18",6,"CEE","Czech Republic","EPG Commercial","Developer Tools","VL Annuity Non-Recur w/o EA",5207.8627,11462.9203
"FY18",7,"CEE","Czech Republic","EPG Commercial","SQL Server Standard & CAL","VL Annuity Non-Recur w/o EA",6692.2058,9964.6975
"FY18",5,"CEE","Czech Republic","EPG Commercial","Windows Client","VL Annuity Non-Recur w/o EA",8756.4491,6505.4873
"FY18",2,"CEE","Czech Republic","EPG Commercial","SQL Server Standard & CAL","VL Annuity Non-Recur w/o EA",2243.6802,12078.3957
"FY18",9,"CEE","Czech Republic","EPG Commercial","SQL Server Standard & CAL","VL Annuity Non-Recur w/o EA",2288.7962,11311.4222
"FY18",3,"CEE","Czech Republic","EPG Commercial","SQL Server Standard & CAL","VL Annuity Non-Recur w/o EA",13170.5793,188.9165
"FY18",12,"CEE","Czech Republic","EPG Commercial","Windows Client","VL Annuity Non-Recur w/o EA",10152.4819,2816.938
"FY18",2,"CEE","Czech Republic","EPG Commercial","System Center Client","VL Annuity Non-Recur w/o EA",91.449,12710.2038
"FY18",4,"CEE","Czech Republic","EPG Commercial","System Center Server","VL Annuity Non-Recur w/o EA",31.8286,12323.1858
"FY18",9,"CEE","Czech Republic","EPG Commercial","Exchange Server & CAL","VL Annuity Non-Recur w/o EA",1254.7549,10637.4834
"FY18",11,"CEE","Czech Republic","EPG Commercial","Office","VL Annuity Non-Recur w/o EA",8228.5362,2426.04
"FY18",7,"CEE","Czech Republic","EPG Commercial","Windows Server Premium","VL Annuity Non-Recur w/o EA",4736.1515,5757.3962
"FY18",9,"CEE","Czech Republic","EPG Commercial","Windows Server & Solutions & CAL","VL Annuity Non-Recur w/o EA",4673.5734,4588.4969
"FY18",3,"CEE","Czech Republic","EPG Commercial","System Center Server","VL Annuity Non-Recur w/o EA",872.2685,7691.8693
"FY18",1,"CEE","Czech Republic","EPG Commercial","Identity & Direct Access","VL Annuity Non-Recur w/o EA",37.3033,8400.5022
"FY18",9,"CEE","Czech Republic","EPG Commercial","Windows Server Premium","VL Annuity Non-Recur w/o EA",1554.0225,6880.4739
"FY18",11,"CEE","Czech Republic","EPG Commercial","Windows Server & Solutions & CAL","VL Annuity Non-Recur w/o EA",6597.3202,1746.6115
"FY18",11,"CEE","Czech Republic","EPG Commercial","SQL Server Premium","VL Annuity Non-Recur w/o EA",5147.8266,1966.5648
"FY18",6,"CEE","Czech Republic","EPG Commercial","Visio","VL Annuity Non-Recur w/o EA",2522.1101,4414.2375
"FY18",2,"CEE","Czech Republic","EPG Commercial","Dynamics CRM","VL Annuity Non-Recur w/o EA",1598.2074,4870.9918
"FY18",4,"CEE","Czech Republic","EPG Commercial","SQL Server Premium","VL Annuity Non-Recur w/o EA",680.8936,5426.6688
"FY18",12,"CEE","Czech Republic","EPG Commercial","Developer Tools","VL Annuity Non-Recur w/o EA",5380.6224,489.8272
"FY18",5,"CEE","Czech Republic","EPG Commercial","SharePoint CAL","VL Annuity Non-Recur w/o EA",64.8358,5591.8814
"FY18",9,"CEE","Czech Republic","EPG Commercial","Windows Client","VL Annuity Non-Recur w/o EA",1477.6659,4173.3294
"FY18",6,"CEE","Czech Republic","EPG Commercial","Project","VL Annuity Non-Recur w/o EA",5141.6547,409.5132
"FY18",4,"CEE","Czech Republic","EPG Commercial","Windows Client","VL Annuity Non-Recur w/o EA",320.004,5196.206
"FY18",1,"CEE","Czech Republic","EPG Commercial","Windows Server Premium","VL Annuity Non-Recur w/o EA",832.5332,4242.8398
"FY18",11,"CEE","Czech Republic","EPG Commercial","Windows Client","VL Annuity Non-Recur w/o EA",2156.3396,2881.6762
"FY18",12,"CEE","Czech Republic","EPG Commercial","System Center Server","VL Annuity Non-Recur w/o EA",861.2908,4134.9366
"FY18",10,"CEE","Czech Republic","EPG Commercial","Office","VL Annuity Non-Recur w/o EA",2567.879,2393.6222
"FY18",11,"CEE","Czech Republic","EPG Commercial","SQL Server Standard & CAL","VL Annuity Non-Recur w/o EA",3213.7911,1485.9779
"FY18",11,"CEE","Czech Republic","EPG Commercial","Exchange Server & CAL","VL Annuity Non-Recur w/o EA",1636.5376,2753.4427
"FY18",4,"CEE","Czech Republic","EPG Commercial","Windows Server & Solutions & CAL","VL Annuity Non-Recur w/o EA",3599.4198,763.6461
"FY18",12,"CEE","Czech Republic","EPG Commercial","Project","VL Annuity Non-Recur w/o EA",4018.5623,20.1705
"FY18",10,"CEE","Czech Republic","EPG Commercial","Windows Server & Solutions & CAL","VL Annuity Non-Recur w/o EA",2089.5238,1875.186
"FY18",11,"CEE","Czech Republic","EPG Commercial","System Center Server","VL Annuity Non-Recur w/o EA",227.8223,3584.806
"FY18",10,"CEE","Czech Republic","EPG Commercial","System Center Server","VL Annuity Non-Recur w/o EA",75.0955,3556.694
"FY18",10,"CEE","Czech Republic","EPG Commercial","SQL Server Premium","VL Annuity Non-Recur w/o EA",1606.4821,1940.2867
"FY18",10,"CEE","Czech Republic","EPG Commercial","Windows Client","VL Annuity Non-Recur w/o EA",672.9288,2843.17
"FY18",10,"CEE","Czech Republic","EPG Commercial","Exchange Server & CAL","VL Annuity Non-Recur w/o EA",523.8268,2781.5351
"FY18",11,"CEE","Czech Republic","EPG Commercial","Windows Server Premium","VL Annuity Non-Recur w/o EA",2267.7659,884.9591
"FY18",2,"CEE","Czech Republic","EPG Commercial","Exchange Server & CAL","VL Annuity Non-Recur w/o EA",1449.2881,1082.6624
"FY18",10,"CEE","Czech Republic","EPG Commercial","SQL Server Standard & CAL","VL Annuity Non-Recur w/o EA",1009.1234,1496.782
"FY18",12,"CEE","Czech Republic","EPG Commercial","Visio","VL Annuity Non-Recur w/o EA",2353.6082,108.5188
"FY18",11,"CEE","Czech Republic","EPG Commercial","Dynamics CRM","VL Annuity Non-Recur w/o EA",2258.7165,31.5415
"FY18",4,"CEE","Czech Republic","EPG Commercial","Visio","VL Annuity Non-Recur w/o EA",123.5143,1708.5408
"FY18",3,"CEE","Czech Republic","EPG Commercial","System Center Client","VL Annuity Non-Recur w/o EA",536.8131,1096.0143
"FY18",1,"CEE","Czech Republic","EPG Commercial","Windows Client","VL Annuity Non-Recur w/o EA",681.075,909.7576
"FY18",10,"CEE","Czech Republic","EPG Commercial","Windows Server Premium","VL Annuity Non-Recur w/o EA",707.7016,873.1339
"FY18",11,"CEE","Czech Republic","EPG Commercial","Developer Tools","VL Annuity Non-Recur w/o EA",1153.9366,426.4959
"FY18",9,"CEE","Czech Republic","EPG Commercial","Visio","VL Annuity Non-Recur w/o EA",355.7448,1128.1182
"FY18",1,"CEE","Czech Republic","EPG Commercial","Developer Tools","VL Annuity Non-Recur w/o EA",400.6509,953.5671
"FY18",12,"CEE","Czech Republic","EPG Commercial","Identity & Direct Access","VL Annuity Non-Recur w/o EA",478.6939,780.9073
"FY18",12,"CEE","Czech Republic","EPG Commercial","System Center Client","VL Annuity Non-Recur w/o EA",519.3469,413.1403
"FY18",11,"CEE","Czech Republic","EPG Commercial","Project","VL Annuity Non-Recur w/o EA",892.0641,36.5318
"FY18",2,"CEE","Czech Republic","EPG Commercial","Visio","VL Annuity Non-Recur w/o EA",576.6419,276.2775
"FY18",4,"CEE","Czech Republic","EPG Commercial","Project","VL Annuity Non-Recur w/o EA",234.05,582.7116
"FY18",10,"CEE","Czech Republic","EPG Commercial","Developer Tools","VL Annuity Non-Recur w/o EA",360.109,420.7969
"FY18",11,"CEE","Czech Republic","EPG Commercial","Identity & Direct Access","VL Annuity Non-Recur w/o EA",102.5578,677.0119
"FY18",12,"CEE","Czech Republic","EPG Commercial","SharePoint CAL","VL Annuity Non-Recur w/o EA",63.9584,691.0611
"FY18",10,"CEE","Czech Republic","EPG Commercial","Dynamics CRM","VL Annuity Non-Recur w/o EA",704.8776,31.1201
"FY18",10,"CEE","Czech Republic","EPG Commercial","Identity & Direct Access","VL Annuity Non-Recur w/o EA",32.0052,667.9653
"FY18",11,"CEE","Czech Republic","EPG Commercial","SharePoint CAL","VL Annuity Non-Recur w/o EA",13.705,599.1192
"FY18",11,"CEE","Czech Republic","EPG Commercial","Visio","VL Annuity Non-Recur w/o EA",516.0522,94.081
"FY18",10,"CEE","Czech Republic","EPG Commercial","SharePoint CAL","VL Annuity Non-Recur w/o EA",4.2769,591.1135
"FY18",3,"CEE","Czech Republic","EPG Commercial","Windows Server Other","VL Annuity Non-Recur w/o EA",14.5342,533.8213
"FY18",11,"CEE","Czech Republic","EPG Commercial","System Center Client","VL Annuity Non-Recur w/o EA",111.2318,358.1743
"FY18",9,"CEE","Czech Republic","EPG Commercial","Other IW Apps","VL Annuity Non-Recur w/o EA",3.912,398.3291
"FY18",10,"CEE","Czech Republic","EPG Commercial","System Center Client","VL Annuity Non-Recur w/o EA",34.7121,353.3882
"FY18",6,"CEE","Czech Republic","EPG Commercial","Windows Server Other","VL Annuity Non-Recur w/o EA",16.4326,355.8232
"FY18",8,"CEE","Czech Republic","EPG Commercial","Project","VL Annuity Non-Recur w/o EA",747.7037,-409.5185
"FY18",10,"CEE","Czech Republic","EPG Commercial","Project","VL Annuity Non-Recur w/o EA",278.3864,36.0436
"FY18",10,"CEE","Czech Republic","EPG Commercial","Visio","VL Annuity Non-Recur w/o EA",161.0444,92.8238
"FY18",3,"CEE","Czech Republic","EPG Commercial","Other IW Apps","VL Annuity Non-Recur w/o EA",27.028,200.761
"FY18",9,"CEE","Czech Republic","EPG Commercial","Windows Server Other","VL Annuity Non-Recur w/o EA",2.7476,177.9158
"FY18",12,"CEE","Czech Republic","EPG Commercial","Windows Server Other","VL Annuity Non-Recur w/o EA",14.6931,34.7006
"FY18",12,"CEE","Czech Republic","EPG Commercial","Other IW Apps","VL Annuity Non-Recur w/o EA",26.6411,19.4732
"FY18",11,"CEE","Czech Republic","EPG Commercial","Windows Server Other","VL Annuity Non-Recur w/o EA",4.0096,30.0839
"FY18",10,"CEE","Czech Republic","EPG Commercial","Windows Server Other","VL Annuity Non-Recur w/o EA",1.2513,29.6819
"FY18",11,"CEE","Czech Republic","EPG Commercial","Other IW Apps","VL Annuity Non-Recur w/o EA",5.7087,16.8824
"FY18",10,"CEE","Czech Republic","EPG Commercial","Other IW Apps","VL Annuity Non-Recur w/o EA",1.7815,16.6568
"FY18",8,"CEE","Czech Republic","EPG Commercial","SharePoint CAL","VL Annuity Non-Recur w/o EA",11.2752,-2971.0837
"FY18",1,"CEE","Czech Republic","EPG Commercial","Dynamics CRM","VL Annuity Non-Recur w/o EA",779.2576,-4477.1325
"FY18",8,"CEE","Czech Republic","EPG Commercial","Visio","VL Annuity Non-Recur w/o EA",427.0946,-4188.6081
"FY18",1,"CEE","Czech Republic","EPG Commercial","SQL Server Premium","VL Annuity Non-Recur w/o EA",1806.9381,-11281.8615
"FY18",1,"CEE","Czech Republic","EPG Public Sector","Office","VL Annuity Non-Recur w/o EA",1068384.201,1179224.1424
"FY18",1,"CEE","Czech Republic","EPG Public Sector","Windows Client","VL Annuity Non-Recur w/o EA",867570.6643,974429.7271
"FY18",1,"CEE","Czech Republic","EPG Public Sector","IW CAL Suites - Core CAL","VL Annuity Non-Recur w/o EA",521535.0371,620528.0748
"FY18",9,"CEE","Czech Republic","EPG Public Sector","IW CAL Suites - Core CAL","VL Annuity Non-Recur w/o EA",39269.9389,816141.3576
"FY18",9,"CEE","Czech Republic","EPG Public Sector","Office","VL Annuity Non-Recur w/o EA",87467.6394,753156.4353
"FY18",9,"CEE","Czech Republic","EPG Public Sector","Windows Client","VL Annuity Non-Recur w/o EA",66362.5451,659474.266
"FY18",1,"CEE","Czech Republic","EPG Public Sector","S&T CAL Suites - Core CAL","VL Annuity Non-Recur w/o EA",294957.327,349144.2052
"FY18",8,"CEE","Czech Republic","EPG Public Sector","Office","VL Annuity Non-Recur w/o EA",315414.8295,238217.3236
"FY18",9,"CEE","Czech Republic","EPG Public Sector","S&T CAL Suites - Core CAL","VL Annuity Non-Recur w/o EA",23702.9671,459084.0524
"FY18",8,"CEE","Czech Republic","EPG Public Sector","Windows Client","VL Annuity Non-Recur w/o EA",254069.6368,192754.363
"FY18",7,"CEE","Czech Republic","EPG Public Sector","Office","VL Annuity Non-Recur w/o EA",364685.9951,70673.3198
"FY18",7,"CEE","Czech Republic","EPG Public Sector","Windows Client","VL Annuity Non-Recur w/o EA",300149.7581,63992.3186
"FY18",9,"CEE","Czech Republic","EPG Public Sector","Dynamics CRM","VL Annuity Non-Recur w/o EA",275930.4899,15273.2182
"FY18",9,"CEE","Czech Republic","EPG Public Sector","Office for Mac","VL Annuity Non-Recur w/o EA",71926.13,156115.987
"FY18",10,"CEE","Czech Republic","EPG Public Sector","Office","VL Annuity Non-Recur w/o EA",48503.9053,169949.6344
"FY18",7,"CEE","Czech Republic","EPG Public Sector","IW CAL Suites - Core CAL","VL Annuity Non-Recur w/o EA",174340.9053,36158.4426
"FY18",8,"CEE","Czech Republic","EPG Public Sector","IW CAL Suites - Core CAL","VL Annuity Non-Recur w/o EA",142297.0202,53423.2487
"FY18",8,"CEE","Czech Republic","EPG Public Sector","IW CAL Suites - ECAL","VL Annuity Non-Recur w/o EA",54149.4181,139823.0359
"FY18",6,"CEE","Czech Republic","EPG Public Sector","Office","VL Annuity Non-Recur w/o EA",119804.7683,68085.9333
"FY18",1,"CEE","Czech Republic","EPG Public Sector","Office for Mac","VL Annuity Non-Recur w/o EA",47206.37,124071.1148
"FY18",9,"CEE","Czech Republic","EPG Public Sector","System Center Client","VL Annuity Non-Recur w/o EA",15435.8201,155039.6682
"FY18",6,"CEE","Czech Republic","EPG Public Sector","Windows Client","VL Annuity Non-Recur w/o EA",95430.0802,53330.9799
"FY18",8,"CEE","Czech Republic","EPG Public Sector","Office for Mac","VL Annuity Non-Recur w/o EA",75753.05,61681.1366
"FY18",7,"CEE","Czech Republic","EPG Public Sector","S&T CAL Suites - Core CAL","VL Annuity Non-Recur w/o EA",98128.7987,20339.124
"FY18",6,"CEE","Czech Republic","EPG Public Sector","Office for Mac","VL Annuity Non-Recur w/o EA",94691.31,19991.2449
"FY18",9,"CEE","Czech Republic","EPG Public Sector","Exchange Server & CAL","VL Annuity Non-Recur w/o EA",3948.0122,107884.4871
"FY18",8,"CEE","Czech Republic","EPG Public Sector","S&T CAL Suites - Core CAL","VL Annuity Non-Recur w/o EA",81677.5171,30052.1903
"FY18",9,"CEE","Czech Republic","EPG Public Sector","Windows Server & Solutions & CAL","VL Annuity Non-Recur w/o EA",37736.1274,69856.3646
"FY18",12,"CEE","Czech Republic","EPG Public Sector","Windows Server & Solutions & CAL","VL Annuity Non-Recur w/o EA",88910.6403,17705.2617
"FY18",4,"CEE","Czech Republic","EPG Public Sector","Windows Server & Solutions & CAL","VL Annuity Non-Recur w/o EA",17544.708,89020.2602
"FY18",9,"CEE","Czech Republic","EPG Public Sector","SharePoint CAL","VL Annuity Non-Recur w/o EA",1843.8856,95164.7246
"FY18",6,"CEE","Czech Republic","EPG Public Sector","IW CAL Suites - Core CAL","VL Annuity Non-Recur w/o EA",58045.5692,36686.7517
"FY18",12,"CEE","Czech Republic","EPG Public Sector","SQL Server Standard & CAL","VL Annuity Non-Recur w/o EA",18856.5933,72000
"FY18",7,"CEE","Czech Republic","EPG Public Sector","Office for Mac","VL Annuity Non-Recur w/o EA",75753.05,14792.0902
"FY18",8,"CEE","Czech Republic","EPG Public Sector","S&T CAL Suites - ECAL","VL Annuity Non-Recur w/o EA",19146.5226,64183.0069
"FY18",4,"CEE","Czech Republic","EPG Public Sector","Office","VL Annuity Non-Recur w/o EA",36601.4129,43511.9964
"FY18",12,"CEE","Czech Republic","EPG Public Sector","SQL Server Premium","VL Annuity Non-Recur w/o EA",23454.6205,53900.9195
"FY18",10,"CEE","Czech Republic","EPG Public Sector","Windows Server Premium","VL Annuity Non-Recur w/o EA",1985.0063,71834.2
"FY18",12,"CEE","Czech Republic","EPG Public Sector","Windows Server Premium","VL Annuity Non-Recur w/o EA",2822.1432,67641.4897
"FY18",12,"CEE","Czech Republic","EPG Public Sector","System Center Server","VL Annuity Non-Recur w/o EA",2887.7788,64490.2611
"FY18",3,"CEE","Czech Republic","EPG Public Sector","Office","VL Annuity Non-Recur w/o EA",43854.4204,22944.2597
"FY18",6,"CEE","Czech Republic","EPG Public Sector","IW CAL Suites - ECAL","VL Annuity Non-Recur w/o EA",11978.8936,54032.9307
"FY18",9,"CEE","Czech Republic","EPG Public Sector","SQL Server Standard & CAL","VL Annuity Non-Recur w/o EA",10839.3043,53574.8689
"FY18",6,"CEE","Czech Republic","EPG Public Sector","S&T CAL Suites - Core CAL","VL Annuity Non-Recur w/o EA",33875.3773,20636.2979
"FY18",5,"CEE","Czech Republic","EPG Public Sector","Office for Mac","VL Annuity Non-Recur w/o EA",50116.92,4373.9537
"FY18",8,"CEE","Czech Republic","EPG Public Sector","System Center Client","VL Annuity Non-Recur w/o EA",22829.5533,28304.6968
"FY18",8,"CEE","Czech Republic","EPG Public Sector","SQL Server Standard & CAL","VL Annuity Non-Recur w/o EA",21494.5586,28510.8601
"FY18",8,"CEE","Czech Republic","EPG Public Sector","Windows Server Premium","VL Annuity Non-Recur w/o EA",18488.2171,30081.0674
"FY18",8,"CEE","Czech Republic","EPG Public Sector","Windows Server & Solutions & CAL","VL Annuity Non-Recur w/o EA",10757.5274,37631.6647
"FY18",7,"CEE","Czech Republic","EPG Public Sector","SQL Server Standard & CAL","VL Annuity Non-Recur w/o EA",13046.637,34213.0282
"FY18",7,"CEE","Czech Republic","EPG Public Sector","System Center Server","VL Annuity Non-Recur w/o EA",2514.9274,42673.5087
"FY18",3,"CEE","Czech Republic","EPG Public Sector","SharePoint for Internet Sites","VL Annuity Non-Recur w/o EA",1149.0764,43098.2713
"FY18",10,"CEE","Czech Republic","EPG Public Sector","System Center Client","VL Annuity Non-Recur w/o EA",1045.6504,42487.4086
"FY18",1,"CEE","Czech Republic","EPG Public Sector","SQL Server Standard & CAL","VL Annuity Non-Recur w/o EA",41066.1063,2239.7749
"FY18",8,"CEE","Czech Republic","EPG Public Sector","SQL Server Premium","VL Annuity Non-Recur w/o EA",19755.1661,22025.4641
"FY18",6,"CEE","Czech Republic","EPG Public Sector","SQL Server Premium","VL Annuity Non-Recur w/o EA",6591.1007,31273.5362
"FY18",5,"CEE","Czech Republic","EPG Public Sector","Windows Client","VL Annuity Non-Recur w/o EA",26759.2158,9696.4554
"FY18",6,"CEE","Czech Republic","EPG Public Sector","SQL Server Standard & CAL","VL Annuity Non-Recur w/o EA",8760.5944,26545.8896
"FY18",5,"CEE","Czech Republic","EPG Public Sector","System Center Server","VL Annuity Non-Recur w/o EA",1810.7764,33155.1395
"FY18",7,"CEE","Czech Republic","EPG Public Sector","Windows Server Premium","VL Annuity Non-Recur w/o EA",13552.5878,21345.1607
"FY18",9,"CEE","Czech Republic","EPG Public Sector","IW CAL Suites - ECAL","VL Annuity Non-Recur w/o EA",8969.5919,25043.003
"FY18",11,"CEE","Czech Republic","EPG Public Sector","SharePoint Server","VL Annuity Non-Recur w/o EA",284.959,32680.5539
"FY18",6,"CEE","Czech Republic","EPG Public Sector","S&T CAL Suites - ECAL","VL Annuity Non-Recur w/o EA",7529.7364,25042.9236
"FY18",9,"CEE","Czech Republic","EPG Public Sector","Windows Server Other","VL Annuity Non-Recur w/o EA",3509.2731,27998.8713
"FY18",3,"CEE","Czech Republic","EPG Public Sector","SQL Server Premium","VL Annuity Non-Recur w/o EA",2593.0756,28629.4376
"FY18",8,"CEE","Czech Republic","EPG Public Sector","Windows Server Other","VL Annuity Non-Recur w/o EA",11918.1866,19128.3074
"FY18",12,"CEE","Czech Republic","EPG Public Sector","Other Server","VL Annuity Non-Recur w/o EA",26216.9876,4040
"FY18",11,"CEE","Czech Republic","EPG Public Sector","System Center Server","VL Annuity Non-Recur w/o EA",227.5773,29253.5942
"FY18",2,"CEE","Czech Republic","EPG Public Sector","Office","VL Annuity Non-Recur w/o EA",19281.7049,9481.6654
"FY18",5,"CEE","Czech Republic","EPG Public Sector","Office","VL Annuity Non-Recur w/o EA",35007.9294,-7696.1396
"FY18",7,"CEE","Czech Republic","EPG Public Sector","SQL Server Premium","VL Annuity Non-Recur w/o EA",13083.383,14003.1353
"FY18",9,"CEE","Czech Republic","EPG Public Sector","Visio","VL Annuity Non-Recur w/o EA",2423.9859,24172.2603
"FY18",8,"CEE","Czech Republic","EPG Public Sector","Project","VL Annuity Non-Recur w/o EA",11820.9604,14742.588
"FY18",9,"CEE","Czech Republic","EPG Public Sector","MDOP-Client","VL Annuity Non-Recur w/o EA",342.0404,25786.2442
"FY18",4,"CEE","Czech Republic","EPG Public Sector","Exchange Server & CAL","VL Annuity Non-Recur w/o EA",10563.9203,15358.9494
"FY18",3,"CEE","Czech Republic","EPG Public Sector","SharePoint Server","VL Annuity Non-Recur w/o EA",511.6759,24942.6219
"FY18",1,"CEE","Czech Republic","EPG Public Sector","Windows Server & Solutions & CAL","VL Annuity Non-Recur w/o EA",21138.6813,3945.4805
"FY18",8,"CEE","Czech Republic","EPG Public Sector","Visio","VL Annuity Non-Recur w/o EA",10203.041,14802.6451
"FY18",11,"CEE","Czech Republic","EPG Public Sector","Forefront Protection","VL Annuity Non-Recur w/o EA",1.5919,24608.8508
"FY18",4,"CEE","Czech Republic","EPG Public Sector","System Center Client","VL Annuity Non-Recur w/o EA",24062.4568,521.5018
"FY18",6,"CEE","Czech Republic","EPG Public Sector","System Center Client","VL Annuity Non-Recur w/o EA",12991.4917,11481.6282
"FY18",6,"CEE","Czech Republic","EPG Public Sector","Project","VL Annuity Non-Recur w/o EA",3527.0966,20666.5194
"FY18",9,"CEE","Czech Republic","EPG Public Sector","SharePoint for Internet Sites","VL Annuity Non-Recur w/o EA",3297.296,20202.8402
"FY18",1,"CEE","Czech Republic","EPG Public Sector","Project","VL Annuity Non-Recur w/o EA",22992.5946,132.5801
"FY18",6,"CEE","Czech Republic","EPG Public Sector","Windows Server Other","VL Annuity Non-Recur w/o EA",4041.6973,19017.5111
"FY18",6,"CEE","Czech Republic","EPG Public Sector","Visio","VL Annuity Non-Recur w/o EA",3103.673,19591.0711
"FY18",4,"CEE","Czech Republic","EPG Public Sector","Windows Client","VL Annuity Non-Recur w/o EA",10837.3804,10674.1255
"FY18",6,"CEE","Czech Republic","EPG Public Sector","Windows Server Premium","VL Annuity Non-Recur w/o EA",5819.8205,14737.4661
"FY18",8,"CEE","Czech Republic","EPG Public Sector","Developer Tools","VL Annuity Non-Recur w/o EA",11246.8033,7074.5311
"FY18",5,"CEE","Czech Republic","EPG Public Sector","SQL Server Standard & CAL","VL Annuity Non-Recur w/o EA",5351.5201,12195.7922
"FY18",9,"CEE","Czech Republic","EPG Public Sector","Project","VL Annuity Non-Recur w/o EA",2852.9764,14224.6186
"FY18",3,"CEE","Czech Republic","EPG Public Sector","Exchange Server & CAL","VL Annuity Non-Recur w/o EA",378.8729,16114.9793
"FY18",1,"CEE","Czech Republic","EPG Public Sector","SharePoint CAL","VL Annuity Non-Recur w/o EA",5816.1905,10464.3897
"FY18",6,"CEE","Czech Republic","EPG Public Sector","Windows Server & Solutions & CAL","VL Annuity Non-Recur w/o EA",10230.0214,5963.9394
"FY18",9,"CEE","Czech Republic","EPG Public Sector","Windows Server Premium","VL Annuity Non-Recur w/o EA",5510.4285,10430.4473
"FY18",9,"CEE","Czech Republic","EPG Public Sector","Identity & Direct Access","VL Annuity Non-Recur w/o EA",8705.7426,6747.2976
"FY18",8,"CEE","Czech Republic","EPG Public Sector","Identity & Direct Access","VL Annuity Non-Recur w/o EA",9308.3854,5905.3656
"FY18",5,"CEE","Czech Republic","EPG Public Sector","IW CAL Suites - ECAL","VL Annuity Non-Recur w/o EA",3083.6262,11763.5634
"FY18",9,"CEE","Czech Republic","EPG Public Sector","S&T CAL Suites - ECAL","VL Annuity Non-Recur w/o EA",4279.409,10257.2462
"FY18",5,"CEE","Czech Republic","EPG Public Sector","SQL Server Premium","VL Annuity Non-Recur w/o EA",2877.6027,10735.8741
"FY18",5,"CEE","Czech Republic","EPG Public Sector","System Center Client","VL Annuity Non-Recur w/o EA",11008.3264,1907.1345
"FY18",2,"CEE","Czech Republic","EPG Public Sector","Windows Server & Solutions & CAL","VL Annuity Non-Recur w/o EA",9340.0698,3468.6764
"FY18",6,"CEE","Czech Republic","EPG Public Sector","Exchange Server & CAL","VL Annuity Non-Recur w/o EA",3468.9323,8590.3428
"FY18",8,"CEE","Czech Republic","EPG Public Sector","SharePoint CAL","VL Annuity Non-Recur w/o EA",2307.4756,9750.7154
"FY18",1,"CEE","Czech Republic","EPG Public Sector","Exchange Server & CAL","VL Annuity Non-Recur w/o EA",12043.8837,-15.1602
"FY18",4,"CEE","Czech Republic","EPG Public Sector","SQL Server Standard & CAL","VL Annuity Non-Recur w/o EA",9735.7079,2085.3021
"FY18",7,"CEE","Czech Republic","EPG Public Sector","Project","VL Annuity Non-Recur w/o EA",9066.4752,2393.4683
"FY18",3,"CEE","Czech Republic","EPG Public Sector","Windows Server & Solutions & CAL","VL Annuity Non-Recur w/o EA",629.0435,10696.3523
