Zip,City,State,Region,District,Country,ZipCountry
"997-0125","Sendou","Yamagataken","","Higashitagawagunhaguromachi","Japan","997-0125,Japan"
"997-0126","Noaramachi","Yamagataken","","Higashitagawagunhaguromachi","Japan","997-0126,Japan"
"997-0127","Juumonji","Yamagataken","","Higashitagawagunhaguromachi","Japan","997-0127,Japan"
"997-0131","Kawadai","Yamagataken","","Higashitagawagunhaguromachi","Japan","997-0131,Japan"
"997-0141","Arakawa","Yamagataken","","Higashitagawagunhaguromachi","Japan","997-0141,Japan"
"997-0142","Uwanoshinden","Yamagataken","","Higashitagawagunhaguromachi","Japan","997-0142,Japan"
"997-0143","Noda","Yamagataken","","Higashitagawagunhaguromachi","Japan","997-0143,Japan"
"997-0151","Kurose","Yamagataken","","Higashitagawagunhaguromachi","Japan","997-0151,Japan"
"997-0152","Inomatashinden","Yamagataken","","Higashitagawagunhaguromachi","Japan","997-0152,Japan"
"997-0153","Takadera","Yamagataken","","Higashitagawagunhaguromachi","Japan","997-0153,Japan"
"997-0154","Mawatarinouchishimo","Yamagataken","","Higashitagawagunhaguromachi","Japan","997-0154,Japan"
"997-0155","Ishinoshinden","Yamagataken","","Higashitagawagunhaguromachi","Japan","997-0155,Japan"
"997-0156","Matsuo","Yamagataken","","Higashitagawagunhaguromachi","Japan","997-0156,Japan"
"997-0157","Ushiroda","Yamagataken","","Higashitagawagunhaguromachi","Japan","997-0157,Japan"
"997-0158","Matsugaoka","Yamagataken","","Higashitagawagunhaguromachi","Japan","997-0158,Japan"
"997-0161","Osaeguchi","Yamagataken","","Higashitagawagunhaguromachi","Japan","997-0161,Japan"
"997-0162","Hosoya","Yamagataken","","Higashitagawagunhaguromachi","Japan","997-0162,Japan"
"997-0163","Kariyanome","Yamagataken","","Higashitagawagunhaguromachi","Japan","997-0163,Japan"
"997-0164","Hiruda","Yamagataken","","Higashitagawagunhaguromachi","Japan","997-0164,Japan"
"997-0165","Tomizawa","Yamagataken","","Higashitagawagunhaguromachi","Japan","997-0165,Japan"
"997-0166","Mitsuhashi","Yamagataken","","Higashitagawagunhaguromachi","Japan","997-0166,Japan"
"997-0167","Akagawa","Yamagataken","","Higashitagawagunhaguromachi","Japan","997-0167,Japan"
"997-0211","Touge","Yamagataken","","Higashitagawagunhaguromachi","Japan","997-0211,Japan"
"997-0301","Mawatari","Yamagataken","","Higashitagawagunkushibikimachi","Japan","997-0301,Japan"
"997-0302","Tashiro","Yamagataken","","Higashitagawagunkushibikimachi","Japan","997-0302,Japan"
"997-0303","Taranokidai","Yamagataken","","Higashitagawagunkushibikimachi","Japan","997-0303,Japan"
"997-0311","Kurokawa","Yamagataken","","Higashitagawagunkushibikimachi","Japan","997-0311,Japan"
"997-0321","Houya","Yamagataken","","Higashitagawagunkushibikimachi","Japan","997-0321,Japan"
"997-0322","Matsune","Yamagataken","","Higashitagawagunkushibikimachi","Japan","997-0322,Japan"
"997-0323","Nishikataya","Yamagataken","","Higashitagawagunkushibikimachi","Japan","997-0323,Japan"
"997-0331","Itaigawa","Yamagataken","","Higashitagawagunkushibikimachi","Japan","997-0331,Japan"
"997-0332","Nishiaraya","Yamagataken","","Higashitagawagunkushibikimachi","Japan","997-0332,Japan"
"997-0333","Tokiwagi","Yamagataken","","Higashitagawagunkushibikimachi","Japan","997-0333,Japan"
"997-0334","Maruoka","Yamagataken","","Higashitagawagunkushibikimachi","Japan","997-0334,Japan"
"997-0341","Shimoyamazoe","Yamagataken","","Higashitagawagunkushibikimachi","Japan","997-0341,Japan"
"997-0342","Sanzengari","Yamagataken","","Higashitagawagunkushibikimachi","Japan","997-0342,Japan"
"997-0343","Katsuraaramata","Yamagataken","","Higashitagawagunkushibikimachi","Japan","997-0343,Japan"
"997-0344","Higashiaraya","Yamagataken","","Higashitagawagunkushibikimachi","Japan","997-0344,Japan"
"997-0345","Nakada","Yamagataken","","Higashitagawagunkushibikimachi","Japan","997-0345,Japan"
"997-0346","Kamiyamazoe","Yamagataken","","Higashitagawagunkushibikimachi","Japan","997-0346,Japan"
"997-0401","Nakanoshinden","Yamagataken","","Higashitagawagun'Asahimura","Japan","997-0401,Japan"
"997-0402","Higashiiwamoto","Yamagataken","","Higashitagawagun'Asahimura","Japan","997-0402,Japan"
"997-0403","Ecchuuyama","Yamagataken","","Higashitagawagun'Asahimura","Japan","997-0403,Japan"
"997-0404","Shimonagawa","Yamagataken","","Higashitagawagun'Asahimura","Japan","997-0404,Japan"
"997-0405","Kaminagawa","Yamagataken","","Higashitagawagun'Asahimura","Japan","997-0405,Japan"
"997-0411","Kumaide","Yamagataken","","Higashitagawagun'Asahimura","Japan","997-0411,Japan"
"997-0412","Hongou","Yamagataken","","Higashitagawagun'Asahimura","Japan","997-0412,Japan"
"997-0413","Namezawa","Yamagataken","","Higashitagawagun'Asahimura","Japan","997-0413,Japan"
"997-0414","Oobari","Yamagataken","","Higashitagawagun'Asahimura","Japan","997-0414,Japan"
"997-0415","Sunagawa","Yamagataken","","Higashitagawagun'Asahimura","Japan","997-0415,Japan"
"997-0531","Ooami","Yamagataken","","Higashitagawagun'Asahimura","Japan","997-0531,Japan"
"997-0532","Tamugimata","Yamagataken","","Higashitagawagun'Asahimura","Japan","997-0532,Japan"
"997-0621","Arasawa","Yamagataken","","Higashitagawagun'Asahimura","Japan","997-0621,Japan"
"997-0622","Ootori","Yamagataken","","Higashitagawagun'Asahimura","Japan","997-0622,Japan"
"997-0623","Kamitazawa","Yamagataken","","Higashitagawagun'Asahimura","Japan","997-0623,Japan"
"997-0624","Kurasawa","Yamagataken","","Higashitagawagun'Asahimura","Japan","997-0624,Japan"
"997-0625","Shimotazawa","Yamagataken","","Higashitagawagun'Asahimura","Japan","997-0625,Japan"
"997-0626","Matsuzawa","Yamagataken","","Higashitagawagun'Asahimura","Japan","997-0626,Japan"
"997-1300","Ikanikeisaiganaibaai","Yamagataken","","Higashitagawagunmikawamachi","Japan","997-1300,Japan"
"997-1301","Yokoyama","Yamagataken","","Higashitagawagunmikawamachi","Japan","997-1301,Japan"
"997-1311","Aoyama","Yamagataken","","Higashitagawagunmikawamachi","Japan","997-1311,Japan"
"997-1312","Zennami","Yamagataken","","Higashitagawagunmikawamachi","Japan","997-1312,Japan"
"997-1313","Kakutafutakuchi","Yamagataken","","Higashitagawagunmikawamachi","Japan","997-1313,Japan"
"997-1314","Higashinuma","Yamagataken","","Higashitagawagunmikawamachi","Japan","997-1314,Japan"
"997-1315","Kanbana","Yamagataken","","Higashitagawagunmikawamachi","Japan","997-1315,Japan"
"997-1316","Inoko","Yamagataken","","Higashitagawagunmikawamachi","Japan","997-1316,Japan"
"997-1317","Naritashinden","Yamagataken","","Higashitagawagunmikawamachi","Japan","997-1317,Japan"
"997-1321","Oshikirishinden","Yamagataken","","Higashitagawagunmikawamachi","Japan","997-1321,Japan"
"997-1322","Doguchi","Yamagataken","","Higashitagawagunmikawamachi","Japan","997-1322,Japan"
"997-1331","Sukekawa","Yamagataken","","Higashitagawagunmikawamachi","Japan","997-1331,Japan"
"997-1332","Tsutsumino","Yamagataken","","Higashitagawagunmikawamachi","Japan","997-1332,Japan"
"997-1333","Yokouchi","Yamagataken","","Higashitagawagunmikawamachi","Japan","997-1333,Japan"
"997-1334","Takeharada","Yamagataken","","Higashitagawagunmikawamachi","Japan","997-1334,Japan"
"997-1335","Hishinuma","Yamagataken","","Higashitagawagunmikawamachi","Japan","997-1335,Japan"
"997-1336","Katou","Yamagataken","","Higashitagawagunmikawamachi","Japan","997-1336,Japan"
"997-1337","Shoushaku","Yamagataken","","Higashitagawagunmikawamachi","Japan","997-1337,Japan"
"997-1338","Yokokawa","Yamagataken","","Higashitagawagunmikawamachi","Japan","997-1338,Japan"
"997-1339","Yokokawashinden","Yamagataken","","Higashitagawagunmikawamachi","Japan","997-1339,Japan"
"999-0100","Ikanikeisaiganaibaai","Yamagataken","","Higashiokitamagunkawanishimachi","Japan","999-0100,Japan"
"999-0121","Kamikomatsu","Yamagataken","","Higashiokitamagunkawanishimachi","Japan","999-0121,Japan"
"999-0122","Nakakomatsu","Yamagataken","","Higashiokitamagunkawanishimachi","Japan","999-0122,Japan"
"999-0131","Kurokawa","Yamagataken","","Higashiokitamagunkawanishimachi","Japan","999-0131,Japan"
"999-0132","Kouduku","Yamagataken","","Higashiokitamagunkawanishimachi","Japan","999-0132,Japan"
"999-0133","Komatsu","Yamagataken","","Higashiokitamagunkawanishimachi","Japan","999-0133,Japan"
"999-0134","Shimokomatsu","Yamagataken","","Higashiokitamagunkawanishimachi","Japan","999-0134,Japan"
"999-0141","Takayama","Yamagataken","","Higashiokitamagunkawanishimachi","Japan","999-0141,Japan"
"999-0142","Horigane","Yamagataken","","Higashiokitamagunkawanishimachi","Japan","999-0142,Japan"
"999-0143","Nozoki","Yamagataken","","Higashiokitamagunkawanishimachi","Japan","999-0143,Japan"
"999-0144","Tokida","Yamagataken","","Higashiokitamagunkawanishimachi","Japan","999-0144,Japan"
"999-0145","Shimookuda","Yamagataken","","Higashiokitamagunkawanishimachi","Japan","999-0145,Japan"
"999-0151","Oobune","Yamagataken","","Higashiokitamagunkawanishimachi","Japan","999-0151,Japan"
"999-0152","Kamiokuda","Yamagataken","","Higashiokitamagunkawanishimachi","Japan","999-0152,Japan"
"999-0153","Hoonosawa","Yamagataken","","Higashiokitamagunkawanishimachi","Japan","999-0153,Japan"
"999-0211","Sunoshima","Yamagataken","","Higashiokitamagunkawanishimachi","Japan","999-0211,Japan"
"999-0212","Shimohirayanagi","Yamagataken","","Higashiokitamagunkawanishimachi","Japan","999-0212,Japan"
"999-0213","Onagashima","Yamagataken","","Higashiokitamagunkawanishimachi","Japan","999-0213,Japan"
"999-0214","Yoshita","Yamagataken","","Higashiokitamagunkawanishimachi","Japan","999-0214,Japan"
"999-0361","Tamaniwa","Yamagataken","","Higashiokitamagunkawanishimachi","Japan","999-0361,Japan"
"999-0421","Koya","Yamagataken","","Nishiokitamagun'Iidemachi","Japan","999-0421,Japan"
"999-0422","Hirokawara","Yamagataken","","Nishiokitamagun'Iidemachi","Japan","999-0422,Japan"
"999-0423","Sugou","Yamagataken","","Nishiokitamagun'Iidemachi","Japan","999-0423,Japan"
"999-0424","Kazuma","Yamagataken","","Nishiokitamagun'Iidemachi","Japan","999-0424,Japan"
"999-0425","Utsusawa","Yamagataken","","Nishiokitamagun'Iidemachi","Japan","999-0425,Japan"
"999-0426","Osodani","Yamagataken","","Nishiokitamagun'Iidemachi","Japan","999-0426,Japan"
"999-0427","Uwabara","Yamagataken","","Nishiokitamagun'Iidemachi","Japan","999-0427,Japan"
"999-0431","Shimoyachi","Yamagataken","","Nishiokitamagun'Iidemachi","Japan","999-0431,Japan"
"999-0432","Shirakawa","Yamagataken","","Nishiokitamagun'Iidemachi","Japan","999-0432,Japan"
"999-0433","Kamiyachi","Yamagataken","","Nishiokitamagun'Iidemachi","Japan","999-0433,Japan"
"999-0434","Kawanaido","Yamagataken","","Nishiokitamagun'Iidemachi","Japan","999-0434,Japan"
"999-0435","Takazouro","Yamagataken","","Nishiokitamagun'Iidemachi","Japan","999-0435,Japan"
"999-0436","Iwakura","Yamagataken","","Nishiokitamagun'Iidemachi","Japan","999-0436,Japan"
"999-0600","Ikanikeisaiganaibaai","Yamagataken","","Nishiokitamagun'Iidemachi","Japan","999-0600,Japan"
"999-0601","Naka","Yamagataken","","Nishiokitamagun'Iidemachi","Japan","999-0601,Japan"
"999-0602","Hagyuu","Yamagataken","","Nishiokitamagun'Iidemachi","Japan","999-0602,Japan"
"999-0603","Kurosawa","Yamagataken","","Nishiokitamagun'Iidemachi","Japan","999-0603,Japan"
"999-0604","Tsubaki","Yamagataken","","Nishiokitamagun'Iidemachi","Japan","999-0604,Japan"
"999-0605","Soegawa","Yamagataken","","Nishiokitamagun'Iidemachi","Japan","999-0605,Japan"
"999-0606","Matsubara","Yamagataken","","Nishiokitamagun'Iidemachi","Japan","999-0606,Japan"
"999-1111","Tenoko","Yamagataken","","Nishiokitamagun'Iidemachi","Japan","999-1111,Japan"
"999-1112","Takamine","Yamagataken","","Nishiokitamagun'Iidemachi","Japan","999-1112,Japan"
"999-1113","Kojirakawa","Yamagataken","","Nishiokitamagun'Iidemachi","Japan","999-1113,Japan"
"999-2171","Ishioka","Yamagataken","","Higashiokitamaguntakahatamachi","Japan","999-2171,Japan"
"999-2172","Natsumo","Yamagataken","","Higashiokitamaguntakahatamachi","Japan","999-2172,Japan"
"999-2173","Yamazaki","Yamagataken","","Higashiokitamaguntakahatamachi","Japan","999-2173,Japan"
"999-2174","Fukuzawa","Yamagataken","","Higashiokitamaguntakahatamachi","Japan","999-2174,Japan"
"999-2175","Fukuzawaminami","Yamagataken","","Higashiokitamaguntakahatamachi","Japan","999-2175,Japan"
"999-2176","Nukanome","Yamagataken","","Higashiokitamaguntakahatamachi","Japan","999-2176,Japan"
"999-2177","Osonoduka","Yamagataken","","Higashiokitamaguntakahatamachi","Japan","999-2177,Japan"
"999-2178","Kamihirayanagi","Yamagataken","","Higashiokitamaguntakahatamachi","Japan","999-2178,Japan"
"999-2179","Jaguchi","Yamagataken","","Higashiokitamaguntakahatamachi","Japan","999-2179,Japan"
"999-2200","Ikanikeisaiganaibaai","Yamagataken","","Nanyoushi","Japan","999-2200,Japan"
"999-2201","Kamanohata","Yamagataken","","Nanyoushi","Japan","999-2201,Japan"
"999-2202","Motonakayama","Yamagataken","","Nanyoushi","Japan","999-2202,Japan"
"999-2203","Koiwasawa","Yamagataken","","Nanyoushi","Japan","999-2203,Japan"
"999-2204","Kawatoi","Yamagataken","","Nanyoushi","Japan","999-2204,Japan"
"999-2205","Shinden","Yamagataken","","Nanyoushi","Japan","999-2205,Japan"
"999-2211","Akayu","Yamagataken","","Nanyoushi","Japan","999-2211,Japan"
"999-2212","Kanezawa","Yamagataken","","Nanyoushi","Japan","999-2212,Japan"
"999-2213","Matsuzawa","Yamagataken","","Nanyoushi","Japan","999-2213,Japan"
"999-2221","Kunugiduka","Yamagataken","","Nanyoushi","Japan","999-2221,Japan"
"999-2222","Nagaoka","Yamagataken","","Nanyoushi","Japan","999-2222,Japan"
"999-2223","Manaitayanagi","Yamagataken","","Nanyoushi","Japan","999-2223,Japan"
"999-2224","Oohashi","Yamagataken","","Nanyoushi","Japan","999-2224,Japan"
"999-2231","Niirone","Yamagataken","","Nanyoushi","Japan","999-2231,Japan"
"999-2232","Mitsumadoori","Yamagataken","","Nanyoushi","Japan","999-2232,Japan"
"999-2233","Wano","Yamagataken","","Nanyoushi","Japan","999-2233,Japan"
"999-2241","Kooriyama","Yamagataken","","Nanyoushi","Japan","999-2241,Japan"
"999-2242","Nakanome","Yamagataken","","Nanyoushi","Japan","999-2242,Japan"
"999-2243","Nabeta","Yamagataken","","Nanyoushi","Japan","999-2243,Japan"
"999-2244","Shimanuki","Yamagataken","","Nanyoushi","Japan","999-2244,Japan"
"999-2251","Takanashi","Yamagataken","","Nanyoushi","Japan","999-2251,Japan"
"999-2252","Okita","Yamagataken","","Nanyoushi","Japan","999-2252,Japan"
"999-2253","Miyazaki","Yamagataken","","Nanyoushi","Japan","999-2253,Japan"
"999-2254","Tsuyuhashi","Yamagataken","","Nanyoushi","Japan","999-2254,Japan"
"999-2255","Sekine","Yamagataken","","Nanyoushi","Japan","999-2255,Japan"
"999-2256","Sakai","Yamagataken","","Nanyoushi","Japan","999-2256,Japan"
"999-2261","Kamouda","Yamagataken","","Nanyoushi","Japan","999-2261,Japan"
"999-2262","Wakasagouya","Yamagataken","","Nanyoushi","Japan","999-2262,Japan"
"999-2263","Hagiuda","Yamagataken","","Nanyoushi","Japan","999-2263,Japan"
"999-2264","Nakaochiai","Yamagataken","","Nanyoushi","Japan","999-2264,Japan"
"999-2265","Nishiochiai","Yamagataken","","Nanyoushi","Japan","999-2265,Japan"
"999-2266","Nagatoro","Yamagataken","","Nanyoushi","Japan","999-2266,Japan"
"999-2267","Houshiyanagi","Yamagataken","","Nanyoushi","Japan","999-2267,Japan"
"999-3500","Ikanikeisaiganaibaai","Yamagataken","","Nishimurayamagunkahokuchou","Japan","999-3500,Japan"
"999-3501","Shinyoshida","Yamagataken","","Nishimurayamagunkahokuchou","Japan","999-3501,Japan"
"999-3502","Yoshida","Yamagataken","","Nishimurayamagunkahokuchou","Japan","999-3502,Japan"
"999-3503","Iwaki","Yamagataken","","Nishimurayamagunkahokuchou","Japan","999-3503,Japan"
"999-3511","Yachi","Yamagataken","","Nishimurayamagunkahokuchou","Japan","999-3511,Japan"
"999-3512","Yachichuuou","Yamagataken","","Nishimurayamagunkahokuchou","Japan","999-3512,Japan"
"999-3513","Yachitokorooka","Yamagataken","","Nishimurayamagunkahokuchou","Japan","999-3513,Japan"
"999-3521","Dai","Yamagataken","","Nishimurayamagunkahokuchou","Japan","999-3521,Japan"
"999-3522","Mizonobe","Yamagataken","","Nishimurayamagunkahokuchou","Japan","999-3522,Japan"
"999-3531","Hatakenaka","Yamagataken","","Nishimurayamagunkahokuchou","Japan","999-3531,Japan"
"999-3532","Tsukuriyama","Yamagataken","","Nishimurayamagunkahokuchou","Japan","999-3532,Japan"
"999-3533","Nishizato","Yamagataken","","Nishimurayamagunkahokuchou","Japan","999-3533,Japan"
"999-4100","Ikanikeisaiganaibaai","Yamagataken","","Kitamurayamagun'Ooishidamachi","Japan","999-4100,Japan"
"999-4101","Takanosu","Yamagataken","","Kitamurayamagun'Ooishidamachi","Japan","999-4101,Japan"
"999-4102","Kaiya","Yamagataken","","Kitamurayamagun'Ooishidamachi","Japan","999-4102,Japan"
"999-4103","Iwagafukuro","Yamagataken","","Kitamurayamagun'Ooishidamachi","Japan","999-4103,Japan"
"999-4111","Ooishida","Yamagataken","","Kitamurayamagun'Ooishidamachi","Japan","999-4111,Japan"
"999-4112","Midorichou","Yamagataken","","Kitamurayamagun'Ooishidamachi","Japan","999-4112,Japan"
"999-4113","Imashuku","Yamagataken","","Kitamurayamagun'Ooishidamachi","Japan","999-4113,Japan"
"999-4114","Yokkamachi","Yamagataken","","Kitamurayamagun'Ooishidamachi","Japan","999-4114,Japan"
"999-4115","Katsuragichou","Yamagataken","","Kitamurayamagun'Ooishidamachi","Japan","999-4115,Japan"
"999-4121","Yokoyama","Yamagataken","","Kitamurayamagun'Ooishidamachi","Japan","999-4121,Japan"
"999-4122","Tazawa","Yamagataken","","Kitamurayamagun'Ooishidamachi","Japan","999-4122,Japan"
"999-4131","Ooura","Yamagataken","","Kitamurayamagun'Ooishidamachi","Japan","999-4131,Japan"
"999-4132","Komagome","Yamagataken","","Kitamurayamagun'Ooishidamachi","Japan","999-4132,Japan"
"999-4133","Kawamae","Yamagataken","","Kitamurayamagun'Ooishidamachi","Japan","999-4133,Japan"
"999-4134","Toyoda","Yamagataken","","Kitamurayamagun'Ooishidamachi","Japan","999-4134,Japan"
"999-4141","Jinengo","Yamagataken","","Kitamurayamagun'Ooishidamachi","Japan","999-4141,Japan"
"999-4200","Ikanikeisaiganaibaai","Yamagataken","","Obanazawashi","Japan","999-4200,Japan"
"999-4201","Takahashi","Yamagataken","","Obanazawashi","Japan","999-4201,Japan"
"999-4202","Namesawa","Yamagataken","","Obanazawashi","Japan","999-4202,Japan"
"999-4203","Nakajima","Yamagataken","","Obanazawashi","Japan","999-4203,Japan"
"999-4204","Kaminohata","Yamagataken","","Obanazawashi","Japan","999-4204,Japan"
"999-4205","Oshikiri","Yamagataken","","Obanazawashi","Japan","999-4205,Japan"
"999-4206","Tomiyama","Yamagataken","","Obanazawashi","Japan","999-4206,Japan"
"999-4207","Iwayasawa","Yamagataken","","Obanazawashi","Japan","999-4207,Japan"
"999-4208","Ichinono","Yamagataken","","Obanazawashi","Japan","999-4208,Japan"
"999-4211","Shougon","Yamagataken","","Obanazawashi","Japan","999-4211,Japan"
"999-4212","Nitoubukuro","Yamagataken","","Obanazawashi","Japan","999-4212,Japan"
"999-4213","Nyuu","Yamagataken","","Obanazawashi","Japan","999-4213,Japan"
"999-4214","Gobouno","Yamagataken","","Obanazawashi","Japan","999-4214,Japan"
"999-4221","Obanazawa","Yamagataken","","Obanazawashi","Japan","999-4221,Japan"
"999-4222","Oboroke","Yamagataken","","Obanazawashi","Japan","999-4222,Japan"
"999-4223","Isazawa","Yamagataken","","Obanazawashi","Japan","999-4223,Japan"
"999-4224","Shinmachi","Yamagataken","","Obanazawashi","Japan","999-4224,Japan"
"999-4225","Wakabachou","Yamagataken","","Obanazawashi","Japan","999-4225,Japan"
"999-4226","Shinmachichuuou","Yamagataken","","Obanazawashi","Japan","999-4226,Japan"
"999-4227","Nakamachi","Yamagataken","","Obanazawashi","Japan","999-4227,Japan"
"999-4228","Kamimachi","Yamagataken","","Obanazawashi","Japan","999-4228,Japan"
"999-4229","Yokomachi","Yamagataken","","Obanazawashi","Japan","999-4229,Japan"
"999-4304","Kaminohata","Yamagataken","","Obanazawashi","Japan","999-4304,Japan"
"999-4331","Motai","Yamagataken","","Obanazawashi","Japan","999-4331,Japan"
"999-4332","Kamiyanagiwatarido","Yamagataken","","Obanazawashi","Japan","999-4332,Japan"
"999-4333","Ginzanshinbata","Yamagataken","","Obanazawashi","Japan","999-4333,Japan"
"999-4334","Shimoyanagiwatarido","Yamagataken","","Obanazawashi","Japan","999-4334,Japan"
"999-4335","Harada","Yamagataken","","Obanazawashi","Japan","999-4335,Japan"
"999-4336","Kitagou","Yamagataken","","Obanazawashi","Japan","999-4336,Japan"
"999-4337","Tsurumakita","Yamagataken","","Obanazawashi","Japan","999-4337,Japan"
"999-4441","Nobesawa","Yamagataken","","Obanazawashi","Japan","999-4441,Japan"
"999-4442","Rokusawa","Yamagataken","","Obanazawashi","Japan","999-4442,Japan"
"999-4443","Tsuruko","Yamagataken","","Obanazawashi","Japan","999-4443,Japan"
"999-4444","Hosono","Yamagataken","","Obanazawashi","Japan","999-4444,Japan"
"999-4445","Hatasawa","Yamagataken","","Obanazawashi","Japan","999-4445,Japan"
"999-4551","Terauchi","Yamagataken","","Obanazawashi","Japan","999-4551,Japan"
"999-4552","Oginofukuro","Yamagataken","","Obanazawashi","Japan","999-4552,Japan"
"999-4553","Nokurosawa","Yamagataken","","Obanazawashi","Japan","999-4553,Japan"
"999-4555","Dokusawa","Yamagataken","","Obanazawashi","Japan","999-4555,Japan"
"999-4556","Nagisawa","Yamagataken","","Obanazawashi","Japan","999-4556,Japan"
"999-4557","Minamisawa","Yamagataken","","Obanazawashi","Japan","999-4557,Japan"
"999-4600","Ikanikeisaiganaibaai","Yamagataken","","Mogamigunfunagatamachi","Japan","999-4600,Japan"
"999-4601","Funagata","Yamagataken","","Mogamigunfunagatamachi","Japan","999-4601,Japan"
"999-4602","Choujahara","Yamagataken","","Mogamigunfunagatamachi","Japan","999-4602,Japan"
"999-4603","Tomita","Yamagataken","","Mogamigunfunagatamachi","Japan","999-4603,Japan"
"999-4604","Horiuchi","Yamagataken","","Mogamigunfunagatamachi","Japan","999-4604,Japan"
"999-4605","Nagasawa","Yamagataken","","Mogamigunfunagatamachi","Japan","999-4605,Japan"
"999-5101","Shouwa","Yamagataken","","Shinjoushi","Japan","999-5101,Japan"
"999-5102","Hagino","Yamagataken","","Shinjoushi","Japan","999-5102,Japan"
"999-5103","Izumita","Yamagataken","","Shinjoushi","Japan","999-5103,Japan"
"999-5191","Tookamachi","Yamagataken","","Shinjoushi","Japan","999-5191,Japan"
"999-5200","Ikanikeisaiganaibaai","Yamagataken","","Mogamigunsakegawamura","Japan","999-5200,Japan"
"999-5201","Kyouduka","Yamagataken","","Mogamigunsakegawamura","Japan","999-5201,Japan"
"999-5202","Sado","Yamagataken","","Mogamigunsakegawamura","Japan","999-5202,Japan"
"999-5203","Kawaguchi","Yamagataken","","Mogamigunsakegawamura","Japan","999-5203,Japan"
"999-5204","Mukai","Yamagataken","","Mogamigunsakegawamura","Japan","999-5204,Japan"
"999-5205","Nakawatari","Yamagataken","","Mogamigunsakegawamura","Japan","999-5205,Japan"
"999-5206","Magarigawa","Yamagataken","","Mogamigunsakegawamura","Japan","999-5206,Japan"
"999-5207","Niwaduki","Yamagataken","","Mogamigunsakegawamura","Japan","999-5207,Japan"
"999-5208","Ishinazaka","Yamagataken","","Mogamigunsakegawamura","Japan","999-5208,Japan"
"999-5300","Ikanikeisaiganaibaai","Yamagataken","","Mogamigunmamurogawamachi","Japan","999-5300,Japan"
"999-5301","Kawanouchi","Yamagataken","","Mogamigunmamurogawamachi","Japan","999-5301,Japan"
"999-5311","Hiraoka","Yamagataken","","Mogamigunmamurogawamachi","Japan","999-5311,Japan"
"999-5312","Aramachi","Yamagataken","","Mogamigunmamurogawamachi","Japan","999-5312,Japan"
"999-5313","Uchimachi","Yamagataken","","Mogamigunmamurogawamachi","Japan","999-5313,Japan"
"999-5314","Kinoshita","Yamagataken","","Mogamigunmamurogawamachi","Japan","999-5314,Japan"
"999-5400","Ikanikeisaiganaibaai","Yamagataken","","Mogamigunkaneyamamachi","Japan","999-5400,Japan"
"999-5401","Ariya","Yamagataken","","Mogamigunkaneyamamachi","Japan","999-5401,Japan"
"999-5402","Kaneyama","Yamagataken","","Mogamigunkaneyamamachi","Japan","999-5402,Japan"
"999-5403","Yasuzawa","Yamagataken","","Mogamigunkaneyamamachi","Japan","999-5403,Japan"
"999-5404","Shimonomyou","Yamagataken","","Mogamigunkaneyamamachi","Japan","999-5404,Japan"
"999-5405","Uwadai","Yamagataken","","Mogamigunkaneyamamachi","Japan","999-5405,Japan"
"999-5406","Yamazaki","Yamagataken","","Mogamigunkaneyamamachi","Japan","999-5406,Japan"
"999-5411","Nakada","Yamagataken","","Mogamigunkaneyamamachi","Japan","999-5411,Japan"
"999-5412","Tobinomori","Yamagataken","","Mogamigunkaneyamamachi","Japan","999-5412,Japan"
"999-5413","Taniguchiginzan","Yamagataken","","Mogamigunkaneyamamachi","Japan","999-5413,Japan"
"999-5414","Urushino","Yamagataken","","Mogamigunkaneyamamachi","Japan","999-5414,Japan"
"999-5415","Hooyama","Yamagataken","","Mogamigunkaneyamamachi","Japan","999-5415,Japan"
"999-5521","Oosawa","Yamagataken","","Mogamigunmamurogawamachi","Japan","999-5521,Japan"
"999-5522","Sasunabe","Yamagataken","","Mogamigunmamurogawamachi","Japan","999-5522,Japan"
"999-5602","Nozoki","Yamagataken","","Mogamigunmamurogawamachi","Japan","999-5602,Japan"
"999-5603","Ootaki","Yamagataken","","Mogamigunmamurogawamachi","Japan","999-5603,Japan"
"999-5604","Kamabuchi","Yamagataken","","Mogamigunmamurogawamachi","Japan","999-5604,Japan"
"999-6100","Ikanikeisaiganaibaai","Yamagataken","","Mogamigunmogamimachi","Japan","999-6100,Japan"
"999-6101","Mukaimachi","Yamagataken","","Mogamigunmogamimachi","Japan","999-6101,Japan"
"999-6102","Higashihouden","Yamagataken","","Mogamigunmogamimachi","Japan","999-6102,Japan"
"999-6103","Kurosawa","Yamagataken","","Mogamigunmogamimachi","Japan","999-6103,Japan"
"999-6104","Honjou","Yamagataken","","Mogamigunmogamimachi","Japan","999-6104,Japan"
"999-6105","Tomisawa","Yamagataken","","Mogamigunmogamimachi","Japan","999-6105,Japan"
"999-6106","Sakaida","Yamagataken","","Mogamigunmogamimachi","Japan","999-6106,Japan"
"999-6107","Mitsuzawa","Yamagataken","","Mogamigunmogamimachi","Japan","999-6107,Japan"
"999-6212","Shimo","Yamagataken","","Mogamigunmogamimachi","Japan","999-6212,Japan"
"999-6213","Houden","Yamagataken","","Mogamigunmogamimachi","Japan","999-6213,Japan"
"999-6214","Wakamiya","Yamagataken","","Mogamigunmogamimachi","Japan","999-6214,Japan"
"999-6215","Tsukidate","Yamagataken","","Mogamigunmogamimachi","Japan","999-6215,Japan"
