DATEKEY,YEAR,QUARTER,MONTH,UNIQUE_CARRIER,ORIGIN,DEST,PASSENGERS,FREIGHT_KG,MAIL_COUNT,DISTANCE_KM,FLIGHTCOUNT
2019-04-30 00:00:00.000,2019,2,4,"M6","SXM","MIA",0,0,0,1224,1
2019-04-30 00:00:00.000,2019,2,4,"M6","YMX","LRD",0,0,0,1872,1
2019-04-30 00:00:00.000,2019,2,4,"M6","YXU","LRD",0,0,0,1481,1
2019-11-30 00:00:00.000,2019,4,11,"LF","PWK","NAS",0,0,0,1319,1
2019-04-30 00:00:00.000,2019,2,4,"M6","LRD","QRO",0,0,0,479,1
2019-04-30 00:00:00.000,2019,2,4,"M6","QRO","LRD",0,0,0,479,1
2019-04-30 00:00:00.000,2019,2,4,"M6","SJU","MDE",0,0,0,1056,1
2019-04-30 00:00:00.000,2019,2,4,"M6","GND","MIA",0,0,0,1535,1
2019-04-30 00:00:00.000,2019,2,4,"M6","MEX","MIA",0,0,0,1276,1
2019-04-30 00:00:00.000,2019,2,4,"M6","PHX","YMX",0,0,0,2172,1
2019-04-30 00:00:00.000,2019,2,4,"M6","QRO","CLE",0,0,0,1790,1
2019-03-31 00:00:00.000,2019,1,3,"N8","HKG","ANC",0,0,0,5081,1
2019-01-31 00:00:00.000,2019,1,1,"FX","SYD","HNL",0,0,0,5066,1
2019-04-30 00:00:00.000,2019,2,4,"M6","AUA","MIA",0,0,0,1133,1
2019-04-30 00:00:00.000,2019,2,4,"M6","SJU","BOG",0,0,0,1093,1
2019-09-30 00:00:00.000,2019,3,9,"PFQ","PNI","HNL",0,0,0,3091,1
2019-07-31 00:00:00.000,2019,3,7,"PM","MYR","YQX",0,0,0,1635,1
2019-05-31 00:00:00.000,2019,2,5,"KAQ","JFK","YQM",0,0,0,593,1
2019-05-31 00:00:00.000,2019,2,5,"KAQ","ORD","YQM",0,0,0,1187,1
2019-07-31 00:00:00.000,2019,3,7,"PFQ","POM","GUM",0,0,0,1584,1
2019-01-31 00:00:00.000,2019,1,1,"L2","ANC","YZF",0,0,0,1153,1
2019-01-31 00:00:00.000,2019,1,1,"L2","SPN","NGO",0,0,0,1468,1
2019-12-31 00:00:00.000,2019,4,12,"L2","YLW","GTF",0,0,0,404,1
2019-11-30 00:00:00.000,2019,4,11,"L2","YTS","BFI",0,0,0,1874,1
2019-01-31 00:00:00.000,2019,1,1,"L2","YZF","ANC",0,0,0,1153,1
2019-12-31 00:00:00.000,2019,4,12,"U7","YIP","YHM",0,0,0,194,1
2019-12-31 00:00:00.000,2019,4,12,"LF","KIN","TEB",0,0,0,1587,1
2019-12-31 00:00:00.000,2019,4,12,"LF","OPF","CZM",0,0,0,562,1
2019-12-31 00:00:00.000,2019,4,12,"LF","TEB","NAS",0,0,0,1107,1
2019-03-31 00:00:00.000,2019,1,3,"2LQ","ASD","FLL",0,0,0,175,1
2019-10-31 00:00:00.000,2019,4,10,"2LQ","BS3","FXE",0,0,0,191,1
2019-11-30 00:00:00.000,2019,4,11,"2LQ","CXY","MIA",0,0,0,65,1
2019-10-31 00:00:00.000,2019,4,10,"2TQ","FPO","SFB",0,0,0,218,1
2019-06-30 00:00:00.000,2019,2,6,"37Q","PSM","STN",0,0,0,3247,1
2019-09-30 00:00:00.000,2019,3,9,"3EQ","BDA","JFK",0,0,0,762,1
2019-02-28 00:00:00.000,2019,1,2,"2LQ","FPO","FLL",0,0,0,96,1
2019-04-30 00:00:00.000,2019,2,4,"2LQ","FPO","FLL",0,0,0,96,1
2019-07-31 00:00:00.000,2019,3,7,"2LQ","TZN","MIA",0,0,0,203,1
2019-02-28 00:00:00.000,2019,1,2,"2LQ","FPO","PBI",0,0,0,87,1
2019-05-31 00:00:00.000,2019,2,5,"2LQ","FLL","WTD",0,0,0,84,1
2019-07-31 00:00:00.000,2019,3,7,"2LQ","GGT","FLL",0,0,0,319,1
2019-03-31 00:00:00.000,2019,1,3,"2LQ","GHB","FLL",0,0,0,244,1
2019-03-31 00:00:00.000,2019,1,3,"2LQ","PBI","CXY",0,0,0,93,1
2019-07-31 00:00:00.000,2019,3,7,"2LQ","ORL","MHH",0,0,0,296,1
2019-03-31 00:00:00.000,2019,1,3,"2LQ","WTD","FLL",0,0,0,84,1
2019-11-30 00:00:00.000,2019,4,11,"5Y","ANC","CGO",0,0,0,4364,1
2019-08-31 00:00:00.000,2019,3,8,"5V","BJX","LRD",0,0,0,468,1
2019-11-30 00:00:00.000,2019,4,11,"5Y","LAX","HKG",0,0,0,7260,1
2019-03-31 00:00:00.000,2019,1,3,"5Y","YYC","IAH",0,0,0,1748,1
2019-10-31 00:00:00.000,2019,4,10,"5Y","CVG","MEX",0,0,0,1602,1
2019-11-30 00:00:00.000,2019,4,11,"5Y","LAX","LIM",0,0,0,4167,1
2019-10-31 00:00:00.000,2019,4,10,"5Y","MAO","MIA",0,0,0,2402,1
2019-11-30 00:00:00.000,2019,4,11,"5Y","MEX","IAH",0,0,0,763,1
2019-12-31 00:00:00.000,2019,4,12,"5Y","MEX","VCV",0,0,0,1533,1
2019-12-31 00:00:00.000,2019,4,12,"5Y","GDL","DOV",0,0,0,2092,1
2019-12-31 00:00:00.000,2019,4,12,"5Y","GDL","IAH",0,0,0,820,1
2019-01-31 00:00:00.000,2019,1,1,"5Y","HSV","HHN",0,0,0,4610,1
2019-03-31 00:00:00.000,2019,1,3,"9K","EIS","STT",0,0,0,29,1
2019-11-30 00:00:00.000,2019,4,11,"5Y","JFK","SCL",0,0,0,5096,1
2019-02-28 00:00:00.000,2019,1,2,"5Y","LAX","MEX",0,0,0,1553,1
2019-03-31 00:00:00.000,2019,1,3,"5Y","ORD","SCL",0,0,0,5298,1
2019-11-30 00:00:00.000,2019,4,11,"5Y","SUU","ICN",0,0,0,5648,1
2019-05-31 00:00:00.000,2019,2,5,"5Y","VCP","JFK",0,0,0,4702,1
2019-02-28 00:00:00.000,2019,1,2,"5Y","CVG","MTY",0,0,0,1281,1
2019-01-31 00:00:00.000,2019,1,1,"5Y","ORD","YWG",0,0,0,708,1
2019-11-30 00:00:00.000,2019,4,11,"5Y","VCP","AUS",0,0,0,4964,1
2019-05-31 00:00:00.000,2019,2,5,"9K","EIS","STT",0,0,0,29,1
2019-07-31 00:00:00.000,2019,3,7,"9K","EIS","STT",0,0,0,29,1
2019-03-31 00:00:00.000,2019,1,3,"9K","STT","EIS",0,0,0,29,1
2019-05-31 00:00:00.000,2019,2,5,"9K","STT","EIS",0,0,0,29,1
2019-07-31 00:00:00.000,2019,3,7,"9K","STT","EIS",0,0,0,29,1
2019-09-30 00:00:00.000,2019,3,9,"9K","STT","VIJ",0,0,0,37,1
2019-11-30 00:00:00.000,2019,4,11,"9K","STT","VIJ",0,0,0,37,1
2019-09-30 00:00:00.000,2019,3,9,"9K","VIJ","STT",0,0,0,37,1
2019-11-30 00:00:00.000,2019,4,11,"9K","VIJ","STT",0,0,0,37,1
2019-08-31 00:00:00.000,2019,3,8,"5V","MTY","LRD",0,0,0,128,1
2019-12-31 00:00:00.000,2019,4,12,"5Y","JFK","SCL",0,0,0,5096,1
2019-06-30 00:00:00.000,2019,2,6,"9K","EIS","STT",0,0,0,29,1
2019-08-31 00:00:00.000,2019,3,8,"9K","EIS","STT",0,0,0,29,1
2019-10-31 00:00:00.000,2019,4,10,"9K","EIS","STT",0,0,0,29,1
2019-10-31 00:00:00.000,2019,4,10,"5Y","MEX","LAX",0,0,0,1553,1
2019-09-30 00:00:00.000,2019,3,9,"9K","EIS","STT",0,0,0,29,1
2019-11-30 00:00:00.000,2019,4,11,"9K","EIS","STT",0,0,0,29,1
2019-09-30 00:00:00.000,2019,3,9,"9K","STT","EIS",0,0,0,29,1
2019-11-30 00:00:00.000,2019,4,11,"9K","STT","EIS",0,0,0,29,1
2019-06-30 00:00:00.000,2019,2,6,"9K","STT","EIS",0,0,0,29,1
2019-08-31 00:00:00.000,2019,3,8,"9K","STT","EIS",0,0,0,29,1
2019-10-31 00:00:00.000,2019,4,10,"9K","STT","EIS",0,0,0,29,1
2019-12-31 00:00:00.000,2019,4,12,"9K","STT","VIJ",0,0,0,37,1
2019-12-31 00:00:00.000,2019,4,12,"9K","VIJ","STT",0,0,0,37,1
2019-10-31 00:00:00.000,2019,4,10,"5Y","AUS","MEX",0,0,0,746,1
2019-04-30 00:00:00.000,2019,2,4,"5Y","AUS","TUC",0,0,0,4471,1
2019-10-31 00:00:00.000,2019,4,10,"5Y","JFK","YMX",0,0,0,348,1
2019-12-31 00:00:00.000,2019,4,12,"5Y","LAX","SCL",0,0,0,5569,1
2019-04-30 00:00:00.000,2019,2,4,"9K","STT","VIJ",0,0,0,37,1
2019-04-30 00:00:00.000,2019,2,4,"9K","VIJ","STT",0,0,0,37,1
2019-04-30 00:00:00.000,2019,2,4,"5Y","SAL","DOV",0,0,0,1954,1
2019-12-31 00:00:00.000,2019,4,12,"5Y","YYZ","SUU",0,0,0,2219,1
2019-01-31 00:00:00.000,2019,1,1,"9K","EIS","STT",0,0,0,29,1
2019-01-31 00:00:00.000,2019,1,1,"9K","STT","EIS",0,0,0,29,1
2019-05-31 00:00:00.000,2019,2,5,"9K","STT","VIJ",0,0,0,37,1
2019-07-31 00:00:00.000,2019,3,7,"9K","STT","VIJ",0,0,0,37,1
2019-05-31 00:00:00.000,2019,2,5,"9K","VIJ","STT",0,0,0,37,1
2019-07-31 00:00:00.000,2019,3,7,"9K","VIJ","STT",0,0,0,37,1
2019-02-28 00:00:00.000,2019,1,2,"9K","EIS","STT",0,0,0,29,1
2019-04-30 00:00:00.000,2019,2,4,"9K","EIS","STT",0,0,0,29,1
2019-02-28 00:00:00.000,2019,1,2,"9K","STT","EIS",0,0,0,29,1
2019-04-30 00:00:00.000,2019,2,4,"9K","STT","EIS",0,0,0,29,1
2019-06-30 00:00:00.000,2019,2,6,"9K","STT","VIJ",0,0,0,37,1
2019-08-31 00:00:00.000,2019,3,8,"9K","STT","VIJ",0,0,0,37,1
2019-10-31 00:00:00.000,2019,4,10,"9K","STT","VIJ",0,0,0,37,1
2019-06-30 00:00:00.000,2019,2,6,"9K","VIJ","STT",0,0,0,37,1
2019-08-31 00:00:00.000,2019,3,8,"9K","VIJ","STT",0,0,0,37,1
2019-10-31 00:00:00.000,2019,4,10,"9K","VIJ","STT",0,0,0,37,1
2019-09-30 00:00:00.000,2019,3,9,"AAT","EIS","SJU",0,0,0,96,1
2019-09-30 00:00:00.000,2019,3,9,"AAT","SJU","EIS",0,0,0,96,1
2019-08-31 00:00:00.000,2019,3,8,"AMQ","ADS","BJX",0,0,0,873,1
2019-01-31 00:00:00.000,2019,1,1,"AMQ","BEL","SJU",0,0,0,1810,1
2019-06-30 00:00:00.000,2019,2,6,"AMQ","QRO","LRD",0,0,0,479,1
2019-03-31 00:00:00.000,2019,1,3,"AMQ","YHM","YIP",0,0,0,194,1
2019-12-31 00:00:00.000,2019,4,12,"AMQ","ADS","SLW",0,0,0,568,1
2019-08-31 00:00:00.000,2019,3,8,"AMQ","BJX","LRD",0,0,0,468,1
2019-12-31 00:00:00.000,2019,4,12,"AMQ","BRO","SLW",0,0,0,220,1
2019-09-30 00:00:00.000,2019,3,9,"AMQ","DTW","YXU",0,0,0,126,1
2019-04-30 00:00:00.000,2019,2,4,"AMQ","ELP","CUU",0,0,0,215,1
2019-10-31 00:00:00.000,2019,4,10,"AMQ","GDL","LRD",0,0,0,541,1
2019-08-31 00:00:00.000,2019,3,8,"AMQ","LRD","BJX",0,0,0,468,1
2019-08-31 00:00:00.000,2019,3,8,"AMQ","LRD","TLC",0,0,0,565,1
2019-07-31 00:00:00.000,2019,3,7,"AMQ","MEM","YWG",0,0,0,1090,1
2019-06-30 00:00:00.000,2019,2,6,"AMQ","SHV","QRO",0,0,0,904,1
2019-06-30 00:00:00.000,2019,2,6,"AMQ","SHV","YQG",0,0,0,903,1
2019-08-31 00:00:00.000,2019,3,8,"AMQ","TLC","LRD",0,0,0,565,1
2019-12-31 00:00:00.000,2019,4,12,"AMQ","YIP","YXU",0,0,0,133,1
2019-09-30 00:00:00.000,2019,3,9,"AMQ","YXU","DTW",0,0,0,126,1
2019-12-31 00:00:00.000,2019,4,12,"AMQ","YXU","YIP",0,0,0,133,1
2019-08-31 00:00:00.000,2019,3,8,"AAT","SJU","VIJ",0,0,0,103,1
2019-04-30 00:00:00.000,2019,2,4,"AMQ","GDC","CJS",0,0,0,1407,1
2019-08-31 00:00:00.000,2019,3,8,"AMQ","MTY","LRD",0,0,0,128,1
2019-05-31 00:00:00.000,2019,2,5,"AMQ","YHM","DTW",0,0,0,186,1
2019-02-28 00:00:00.000,2019,1,2,"AMQ","SLP","LRD",0,0,0,376,1
2019-05-31 00:00:00.000,2019,2,5,"AMQ","LRD","SLP",0,0,0,376,1
2019-03-31 00:00:00.000,2019,1,3,"AMQ","LRD","TLC",0,0,0,565,1
2019-08-31 00:00:00.000,2019,3,8,"AMQ","PBC","LRD",0,0,0,581,1
2019-09-30 00:00:00.000,2019,3,9,"AMQ","QQY","TLC",0,0,0,734,1
2019-01-31 00:00:00.000,2019,1,1,"AMQ","QRO","LRD",0,0,0,479,1
2019-05-31 00:00:00.000,2019,2,5,"AMQ","SLP","LRD",0,0,0,376,1
2019-03-31 00:00:00.000,2019,1,3,"AMQ","TLC","LRD",0,0,0,565,1
2019-08-31 00:00:00.000,2019,3,8,"AMQ","ANB","PBC",0,0,0,1258,1
2019-04-30 00:00:00.000,2019,2,4,"AMQ","DPA","CUU",0,0,0,1348,1
2019-08-31 00:00:00.000,2019,3,8,"AMQ","SHV","BJX",0,0,0,919,1
2019-07-31 00:00:00.000,2019,3,7,"AMQ","SLW","LRD",0,0,0,165,1
2019-12-31 00:00:00.000,2019,4,12,"AMQ","SLW","LRD",0,0,0,165,1
2019-03-31 00:00:00.000,2019,1,3,"AMQ","YHM","CLE",0,0,0,157,1
2019-06-30 00:00:00.000,2019,2,6,"AMQ","YIP","YQG",0,0,0,30,1
2019-06-30 00:00:00.000,2019,2,6,"AMQ","YQG","YIP",0,0,0,30,1
2019-02-28 00:00:00.000,2019,1,2,"AMQ","YHM","YIP",0,0,0,194,1
2019-01-31 00:00:00.000,2019,1,1,"AMQ","ADS","QRO",0,0,0,875,1
2019-02-28 00:00:00.000,2019,1,2,"AMQ","BRO","SLP",0,0,0,335,1
2019-09-30 00:00:00.000,2019,3,9,"AMQ","TLC","LRD",0,0,0,565,1
2019-04-30 00:00:00.000,2019,2,4,"M6","GUA","MIA",0,0,0,1017,1
2019-04-30 00:00:00.000,2019,2,4,"M6","PBM","MIA",0,0,0,2171,1
2019-04-30 00:00:00.000,2019,2,4,"M6","POS","MIA",0,0,0,1622,1
2019-04-30 00:00:00.000,2019,2,4,"M6","SAP","MIA",0,0,0,866,1
2019-04-30 00:00:00.000,2019,2,4,"M6","STI","MIA",0,0,0,759,1
2019-03-31 00:00:00.000,2019,1,3,"N8","AMS","NGU",0,0,0,3915,1
2019-03-31 00:00:00.000,2019,1,3,"N8","ORD","LGG",0,0,0,4205,1
2019-04-30 00:00:00.000,2019,2,4,"N8","VCP","WRI",0,0,0,4683,1
2019-12-31 00:00:00.000,2019,4,12,"XP","FLL","GCM",0,0,0,473,1
2019-12-31 00:00:00.000,2019,4,12,"XP","GCM","FLL",0,0,0,473,1
2019-12-31 00:00:00.000,2019,4,12,"XP","GCM","PHX",0,0,0,2124,1
2019-07-31 00:00:00.000,2019,3,7,"YV","BUF","YYZ",0,0,0,68,1
2019-08-31 00:00:00.000,2019,3,8,"YV","MFE","SLP",0,0,0,319,1
2019-12-31 00:00:00.000,2019,4,12,"U7","SLW","LRD",0,0,0,165,1
2020-02-29 00:00:00.000,2020,1,2,"09Q","LIM","MIA",0,0,0,2608,1
2020-02-29 00:00:00.000,2020,1,2,"09Q","LIR","MIA",0,0,0,1101,1
2020-01-31 00:00:00.000,2020,1,1,"09Q","YOW","IAD",0,0,0,449,1
2020-01-31 00:00:00.000,2020,1,1,"09Q","YVR","SEA",0,0,0,127,1
2019-06-30 00:00:00.000,2019,2,6,"YV","BTV","YOW",0,0,0,137,1
2020-01-31 00:00:00.000,2020,1,1,"5Y","ORD","MEX",0,0,0,1685,1
2020-02-29 00:00:00.000,2020,1,2,"5Y","YYC","MIA",0,0,0,2490,1
2020-02-29 00:00:00.000,2020,1,2,"9K","STT","VIJ",0,0,0,37,1
2020-02-29 00:00:00.000,2020,1,2,"9K","VIJ","STT",0,0,0,37,1
2020-02-29 00:00:00.000,2020,1,2,"09Q","DAL","YVR",0,0,0,1764,1
2020-02-29 00:00:00.000,2020,1,2,"09Q","LGB","BJX",0,0,0,1349,1
2020-01-31 00:00:00.000,2020,1,1,"09Q","LIM","MIA",0,0,0,2608,1
2020-01-31 00:00:00.000,2020,1,1,"09Q","RDU","YHU",0,0,0,722,1
2020-02-29 00:00:00.000,2020,1,2,"09Q","YYC","LAX",0,0,0,1206,1
2020-01-31 00:00:00.000,2020,1,1,"2LQ","GHC","MTH",0,0,0,213,1
2019-11-30 00:00:00.000,2019,4,11,"XP","GCM","FLL",0,0,0,473,1
2020-01-31 00:00:00.000,2020,1,1,"5Y","JFK","SCL",0,0,0,5096,1
2020-02-29 00:00:00.000,2020,1,2,"9K","EIS","STT",0,0,0,29,1
2020-02-29 00:00:00.000,2020,1,2,"9K","STT","EIS",0,0,0,29,1
2020-02-29 00:00:00.000,2020,1,2,"09Q","MSP","YYZ",0,0,0,678,1
2020-02-29 00:00:00.000,2020,1,2,"09Q","NAS","MIA",0,0,0,184,1
2020-01-31 00:00:00.000,2020,1,1,"09Q","PVD","YYZ",0,0,0,439,1
2020-01-31 00:00:00.000,2020,1,1,"2LQ","SJU","EIS",0,0,0,96,1
2020-02-29 00:00:00.000,2020,1,2,"09Q","DTW","YYZ",0,0,0,214,1
2020-01-31 00:00:00.000,2020,1,1,"09Q","HPN","YYZ",0,0,0,352,1
2020-01-31 00:00:00.000,2020,1,1,"09Q","YYZ","BUF",0,0,0,68,1
2020-02-29 00:00:00.000,2020,1,2,"5Y","HHN","ORD",0,0,0,4299,1
2020-02-29 00:00:00.000,2020,1,2,"AMQ","SHV","SLW",0,0,0,641,1
2020-01-31 00:00:00.000,2020,1,1,"9K","STT","VIJ",0,0,0,37,1
2020-01-31 00:00:00.000,2020,1,1,"9K","VIJ","STT",0,0,0,37,1
2019-07-31 00:00:00.000,2019,3,7,"YV","CRP","MTY",0,0,0,212,1
2019-07-31 00:00:00.000,2019,3,7,"YV","MFE","BJX",0,0,0,412,1
2020-02-29 00:00:00.000,2020,1,2,"5Y","IAH","MEX",0,0,0,763,1
2020-01-31 00:00:00.000,2020,1,1,"5Y","MEM","MEX",0,0,0,1210,1
2020-02-29 00:00:00.000,2020,1,2,"C5","YYZ","DCA",0,0,0,359,1
2020-01-31 00:00:00.000,2020,1,1,"09Q","LAX","YVR",0,0,0,1081,1
2020-02-29 00:00:00.000,2020,1,2,"09Q","YYZ","ORD",0,0,0,436,1
2020-01-31 00:00:00.000,2020,1,1,"2LQ","MHH","MTH",0,0,0,276,1
2020-02-29 00:00:00.000,2020,1,2,"3EQ","SJD","AUS",0,0,0,888,1
2020-01-31 00:00:00.000,2020,1,1,"5Y","ORD","NRT",0,0,0,6274,1
2019-12-31 00:00:00.000,2019,4,12,"YV","SYR","YOW",0,0,0,154,1
2020-02-29 00:00:00.000,2020,1,2,"L2","YLW","OAK",0,0,0,856,1
2020-01-31 00:00:00.000,2020,1,1,"U7","YIP","HMO",0,0,0,1782,1
2020-01-31 00:00:00.000,2020,1,1,"U7","YIP","MTY",0,0,0,1475,1
2020-02-29 00:00:00.000,2020,1,2,"09Q","BZE","MIA",0,0,0,767,1
2020-02-29 00:00:00.000,2020,1,2,"09Q","YEG","BZN",0,0,0,532,1
2020-02-29 00:00:00.000,2020,1,2,"09Q","YVR","LAS",0,0,0,992,1
2020-01-31 00:00:00.000,2020,1,1,"LF","IAD","NAS",0,0,0,958,1
2020-02-29 00:00:00.000,2020,1,2,"C5","BNA","YYZ",0,0,0,641,1
2020-01-31 00:00:00.000,2020,1,1,"C5","YQB","STL",0,0,0,1109,1
2020-02-29 00:00:00.000,2020,1,2,"C5","YUL","MDT",0,0,0,395,1
2020-02-29 00:00:00.000,2020,1,2,"C5","YUL","ROC",0,0,0,254,1
2020-01-31 00:00:00.000,2020,1,1,"U7","BJX","NYL",0,0,0,1139,1
2020-02-29 00:00:00.000,2020,1,2,"L2","SJO","HRL",0,0,0,1422,1
2020-01-31 00:00:00.000,2020,1,1,"U7","LRD","ZCL",0,0,0,378,1
2020-01-31 00:00:00.000,2020,1,1,"U7","MEM","MTY",0,0,0,878,1
2020-02-29 00:00:00.000,2020,1,2,"PO","TLS","JFK",0,0,0,3729,1
2020-02-29 00:00:00.000,2020,1,2,"YV","CLE","YYZ",0,0,0,193,1
2020-01-31 00:00:00.000,2020,1,1,"U7","TLC","LRD",0,0,0,565,1
2020-01-31 00:00:00.000,2020,1,1,"U7","YQG","YIP",0,0,0,30,1
2019-12-31 00:00:00.000,2019,4,12,"YV","BJX","BRO",0,0,0,425,1
2020-01-31 00:00:00.000,2020,1,1,"L2","YLW","BFI",0,0,0,214,1
2020-01-31 00:00:00.000,2020,1,1,"LF","SJC","SJD",0,0,0,1219,1
2019-10-31 00:00:00.000,2019,4,10,"YV","SYR","YYZ",0,0,0,182,1
2019-12-31 00:00:00.000,2019,4,12,"YX","YEG","COS",0,0,0,1087,1
2020-02-29 00:00:00.000,2020,1,2,"09Q","LAS","YYC",0,0,0,1040,1
2020-02-29 00:00:00.000,2020,1,2,"09Q","LAX","YEG",0,0,0,1358,1
2020-02-29 00:00:00.000,2020,1,2,"09Q","YYZ","BUF",0,0,0,68,1
2020-01-31 00:00:00.000,2020,1,1,"2LQ","ANU","SJU",0,0,0,291,1
2020-01-31 00:00:00.000,2020,1,1,"2LQ","ELH","MPB",0,0,0,219,1
2020-01-31 00:00:00.000,2020,1,1,"5Y","JFK","YQM",0,0,0,593,1
2020-02-29 00:00:00.000,2020,1,2,"5Y","MEX","HSV",0,0,0,1290,1
2020-01-31 00:00:00.000,2020,1,1,"9K","STT","EIS",0,0,0,29,1
2019-11-30 00:00:00.000,2019,4,11,"09Q","BUF","YYZ",0,0,0,68,1
2019-12-31 00:00:00.000,2019,4,12,"09Q","EUG","YYC",0,0,0,646,1
2019-11-30 00:00:00.000,2019,4,11,"09Q","LAS","YVR",0,0,0,992,1
2019-12-31 00:00:00.000,2019,4,12,"09Q","NAS","MIA",0,0,0,184,1
2019-11-30 00:00:00.000,2019,4,11,"09Q","YYZ","BRO",0,0,0,1582,1
2020-02-29 00:00:00.000,2020,1,2,"AMQ","SLW","LRD",0,0,0,165,1
2020-02-29 00:00:00.000,2020,1,2,"C5","YQB","ROC",0,0,0,399,1
2019-07-31 00:00:00.000,2019,3,7,"1BQ","EWR","YUL",0,0,0,331,1
2019-05-31 00:00:00.000,2019,2,5,"1BQ","YYZ","PIT",0,0,0,222,1
2020-01-31 00:00:00.000,2020,1,1,"LF","FXE","NAS",0,0,0,187,1
2019-02-28 00:00:00.000,2019,1,2,"2LQ","ANU","SJU",0,0,0,291,1
2019-11-30 00:00:00.000,2019,4,11,"2LQ","BCT","GHC",0,0,0,148,1
2019-07-31 00:00:00.000,2019,3,7,"2LQ","MPB","ELH",0,0,0,219,1
2019-10-31 00:00:00.000,2019,4,10,"2LQ","PLS","SJU",0,0,0,467,1
2019-08-31 00:00:00.000,2019,3,8,"5V","HMO","LRD",0,0,0,714,1
2019-11-30 00:00:00.000,2019,4,11,"5Y","GDL","JFK",0,0,0,2222,1
2019-01-31 00:00:00.000,2019,1,1,"5Y","LCK","HHN",0,0,0,4209,1
2019-01-31 00:00:00.000,2019,1,1,"5Y","SPN","ICN",0,0,0,1940,1
2019-12-31 00:00:00.000,2019,4,12,"9K","EIS","STT",0,0,0,29,1
2019-12-31 00:00:00.000,2019,4,12,"9K","STT","EIS",0,0,0,29,1
2019-10-31 00:00:00.000,2019,4,10,"AAT","EIS","SJU",0,0,0,96,1
2019-04-30 00:00:00.000,2019,2,4,"AMQ","CJS","ELP",0,0,0,12,1
2019-03-31 00:00:00.000,2019,1,3,"AMQ","GDL","LRD",0,0,0,541,1
2019-01-31 00:00:00.000,2019,1,1,"AMQ","JAX","QRO",0,0,0,1337,1
2019-03-31 00:00:00.000,2019,1,3,"AMQ","LRD","GDL",0,0,0,541,1
2019-11-30 00:00:00.000,2019,4,11,"AMQ","QRO","LRD",0,0,0,479,1
2019-11-30 00:00:00.000,2019,4,11,"AMQ","SHV","QRO",0,0,0,904,1
2019-09-30 00:00:00.000,2019,3,9,"AMQ","YIP","YXU",0,0,0,133,1
2019-10-31 00:00:00.000,2019,4,10,"C5","ELM","YUL",0,0,0,278,1
2019-01-31 00:00:00.000,2019,1,1,"FX","NRT","ORD",0,0,0,6274,1
2019-08-31 00:00:00.000,2019,3,8,"LF","MQY","NAS",0,0,0,928,1
2019-06-30 00:00:00.000,2019,2,6,"LF","SBA","YYC",0,0,0,1189,1
2019-11-30 00:00:00.000,2019,4,11,"LF","SJU","CIW",0,0,0,502,1
2019-01-31 00:00:00.000,2019,1,1,"LF","SJU","SXM",0,0,0,192,1
2019-03-31 00:00:00.000,2019,1,3,"N8","LAX","YYZ",0,0,0,2176,1
2019-07-31 00:00:00.000,2019,3,7,"XP","NAS","MIA",0,0,0,184,1
2019-05-31 00:00:00.000,2019,2,5,"YV","MSY","NAS",0,0,0,856,1
2019-01-31 00:00:00.000,2019,1,1,"YV","PBI","NAS",0,0,0,199,1
2020-01-31 00:00:00.000,2020,1,1,"09Q","SKB","RDU",0,0,0,1614,1
2020-01-31 00:00:00.000,2020,1,1,"09Q","STT","SKB",0,0,0,164,1
2020-01-31 00:00:00.000,2020,1,1,"C5","SAV","YUL",0,0,0,1004,1
2020-01-31 00:00:00.000,2020,1,1,"KAQ","ANC","ICN",0,0,0,3799,1
2019-11-30 00:00:00.000,2019,4,11,"09Q","MIA","YYZ",0,0,0,1233,1
2019-12-31 00:00:00.000,2019,4,12,"09Q","MIA","GUA",0,0,0,1017,1
2019-11-30 00:00:00.000,2019,4,11,"09Q","MIA","MBJ",0,0,0,524,1
2019-11-30 00:00:00.000,2019,4,11,"09Q","MIA","PTY",0,0,0,1152,1
2019-11-30 00:00:00.000,2019,4,11,"09Q","MIA","AXA",0,0,0,1221,1
2019-12-31 00:00:00.000,2019,4,12,"09Q","MIA","LIM",0,0,0,2608,1
2019-03-31 00:00:00.000,2019,1,3,"1BQ","MIA","GCM",0,0,0,453,1
2019-03-31 00:00:00.000,2019,1,3,"1BQ","MIA","YYZ",0,0,0,1233,1
2019-11-30 00:00:00.000,2019,4,11,"09Q","MIA","NAS",0,0,0,184,1
2019-05-31 00:00:00.000,2019,2,5,"1BQ","MIA","YYZ",0,0,0,1233,1
2019-07-31 00:00:00.000,2019,3,7,"1BQ","MIA","YUL",0,0,0,1404,1
2019-01-31 00:00:00.000,2019,1,1,"1BQ","MIA","HAV",0,0,0,235,1
2019-03-31 00:00:00.000,2019,1,3,"1BQ","MIA","MBJ",0,0,0,524,1
2019-04-30 00:00:00.000,2019,2,4,"1BQ","MIA","YYZ",0,0,0,1233,1
2019-06-30 00:00:00.000,2019,2,6,"1BQ","MIA","LIM",0,0,0,2608,1
2019-01-31 00:00:00.000,2019,1,1,"1BQ","MIA","SNU",0,0,0,228,1
2019-07-31 00:00:00.000,2019,3,7,"1BQ","MIA","SVD",0,0,0,1515,1
2019-01-31 00:00:00.000,2019,1,1,"KD","MIA","CLO",0,0,0,1552,1
2019-02-28 00:00:00.000,2019,1,2,"KAQ","MIA","MDE",0,0,0,1388,1
