Date,Year,Quarter Of Year,Month Of Year,Day Of Month,Date Int,Month Name,Month & Year,Quarter & Year,Day In Week,Day Of Week Name,Week Ending,Week Number,Month n Year,Quarter n Year,Short Year,FY,Quarter,Day Type,Workday Number,Weekend Number,Is less Than Today,Week Number Adjusted,IsWorkday,Short Month,Short Day Of Week Name
2011-09-04 00:00:00.000,2011,3,9,4,20110904,"September","Sep 2011","Q3 2011",0,"Sunday",2011-09-10 00:00:00.000,37,20110900,20110300,"11","FY12","Q3","Workday",2,,True,37,1,"Sep","Sun"
2011-09-05 00:00:00.000,2011,3,9,5,20110905,"September","Sep 2011","Q3 2011",1,"Monday",2011-09-10 00:00:00.000,37,20110900,20110300,"11","FY12","Q3","Workday",3,,True,37,1,"Sep","Mon"
2011-09-06 00:00:00.000,2011,3,9,6,20110906,"September","Sep 2011","Q3 2011",2,"Tuesday",2011-09-10 00:00:00.000,37,20110900,20110300,"11","FY12","Q3","Workday",4,,True,37,1,"Sep","Tue"
2011-09-07 00:00:00.000,2011,3,9,7,20110907,"September","Sep 2011","Q3 2011",3,"Wednesday",2011-09-10 00:00:00.000,37,20110900,20110300,"11","FY12","Q3","Workday",5,,True,37,1,"Sep","Wed"
2011-09-08 00:00:00.000,2011,3,9,8,20110908,"September","Sep 2011","Q3 2011",4,"Thursday",2011-09-10 00:00:00.000,37,20110900,20110300,"11","FY12","Q3","Workday",6,,True,37,1,"Sep","Thu"
2011-09-09 00:00:00.000,2011,3,9,9,20110909,"September","Sep 2011","Q3 2011",5,"Friday",2011-09-10 00:00:00.000,37,20110900,20110300,"11","FY12","Q3","Weekend",,3,True,37,0,"Sep","Fri"
2011-09-10 00:00:00.000,2011,3,9,10,20110910,"September","Sep 2011","Q3 2011",6,"Saturday",2011-09-10 00:00:00.000,37,20110900,20110300,"11","FY12","Q3","Weekend",,4,True,37,0,"Sep","Sat"
2012-09-09 00:00:00.000,2012,3,9,9,20120909,"September","Sep 2012","Q3 2012",0,"Sunday",2012-09-15 00:00:00.000,37,20120900,20120300,"12","FY13","Q3","Workday",6,,True,37,1,"Sep","Sun"
2012-09-10 00:00:00.000,2012,3,9,10,20120910,"September","Sep 2012","Q3 2012",1,"Monday",2012-09-15 00:00:00.000,37,20120900,20120300,"12","FY13","Q3","Workday",7,,True,37,1,"Sep","Mon"
2012-09-11 00:00:00.000,2012,3,9,11,20120911,"September","Sep 2012","Q3 2012",2,"Tuesday",2012-09-15 00:00:00.000,37,20120900,20120300,"12","FY13","Q3","Workday",8,,True,37,1,"Sep","Tue"
2012-09-12 00:00:00.000,2012,3,9,12,20120912,"September","Sep 2012","Q3 2012",3,"Wednesday",2012-09-15 00:00:00.000,37,20120900,20120300,"12","FY13","Q3","Workday",9,,True,37,1,"Sep","Wed"
2012-09-13 00:00:00.000,2012,3,9,13,20120913,"September","Sep 2012","Q3 2012",4,"Thursday",2012-09-15 00:00:00.000,37,20120900,20120300,"12","FY13","Q3","Workday",10,,True,37,1,"Sep","Thu"
2012-09-14 00:00:00.000,2012,3,9,14,20120914,"September","Sep 2012","Q3 2012",5,"Friday",2012-09-15 00:00:00.000,37,20120900,20120300,"12","FY13","Q3","Weekend",,4,True,37,0,"Sep","Fri"
2012-09-15 00:00:00.000,2012,3,9,15,20120915,"September","Sep 2012","Q3 2012",6,"Saturday",2012-09-15 00:00:00.000,37,20120900,20120300,"12","FY13","Q3","Weekend",,5,True,37,0,"Sep","Sat"
2013-09-08 00:00:00.000,2013,3,9,8,20130908,"September","Sep 2013","Q3 2013",0,"Sunday",2013-09-14 00:00:00.000,37,20130900,20130300,"13","FY14","Q3","Workday",6,,True,37,1,"Sep","Sun"
2013-09-09 00:00:00.000,2013,3,9,9,20130909,"September","Sep 2013","Q3 2013",1,"Monday",2013-09-14 00:00:00.000,37,20130900,20130300,"13","FY14","Q3","Workday",7,,True,37,1,"Sep","Mon"
2013-09-10 00:00:00.000,2013,3,9,10,20130910,"September","Sep 2013","Q3 2013",2,"Tuesday",2013-09-14 00:00:00.000,37,20130900,20130300,"13","FY14","Q3","Workday",8,,True,37,1,"Sep","Tue"
2013-09-11 00:00:00.000,2013,3,9,11,20130911,"September","Sep 2013","Q3 2013",3,"Wednesday",2013-09-14 00:00:00.000,37,20130900,20130300,"13","FY14","Q3","Workday",9,,True,37,1,"Sep","Wed"
2013-09-12 00:00:00.000,2013,3,9,12,20130912,"September","Sep 2013","Q3 2013",4,"Thursday",2013-09-14 00:00:00.000,37,20130900,20130300,"13","FY14","Q3","Workday",10,,True,37,1,"Sep","Thu"
2013-09-13 00:00:00.000,2013,3,9,13,20130913,"September","Sep 2013","Q3 2013",5,"Friday",2013-09-14 00:00:00.000,37,20130900,20130300,"13","FY14","Q3","Weekend",,3,True,37,0,"Sep","Fri"
2013-09-14 00:00:00.000,2013,3,9,14,20130914,"September","Sep 2013","Q3 2013",6,"Saturday",2013-09-14 00:00:00.000,37,20130900,20130300,"13","FY14","Q3","Weekend",,4,True,37,0,"Sep","Sat"
2014-09-07 00:00:00.000,2014,3,9,7,20140907,"September","Sep 2014","Q3 2014",0,"Sunday",2014-09-13 00:00:00.000,37,20140900,20140300,"14","FY15","Q3","Workday",5,,True,37,1,"Sep","Sun"
2014-09-08 00:00:00.000,2014,3,9,8,20140908,"September","Sep 2014","Q3 2014",1,"Monday",2014-09-13 00:00:00.000,37,20140900,20140300,"14","FY15","Q3","Workday",6,,True,37,1,"Sep","Mon"
2014-09-09 00:00:00.000,2014,3,9,9,20140909,"September","Sep 2014","Q3 2014",2,"Tuesday",2014-09-13 00:00:00.000,37,20140900,20140300,"14","FY15","Q3","Workday",7,,True,37,1,"Sep","Tue"
2014-09-10 00:00:00.000,2014,3,9,10,20140910,"September","Sep 2014","Q3 2014",3,"Wednesday",2014-09-13 00:00:00.000,37,20140900,20140300,"14","FY15","Q3","Workday",8,,True,37,1,"Sep","Wed"
2014-09-11 00:00:00.000,2014,3,9,11,20140911,"September","Sep 2014","Q3 2014",4,"Thursday",2014-09-13 00:00:00.000,37,20140900,20140300,"14","FY15","Q3","Workday",9,,True,37,1,"Sep","Thu"
2014-09-12 00:00:00.000,2014,3,9,12,20140912,"September","Sep 2014","Q3 2014",5,"Friday",2014-09-13 00:00:00.000,37,20140900,20140300,"14","FY15","Q3","Weekend",,3,True,37,0,"Sep","Fri"
2014-09-13 00:00:00.000,2014,3,9,13,20140913,"September","Sep 2014","Q3 2014",6,"Saturday",2014-09-13 00:00:00.000,37,20140900,20140300,"14","FY15","Q3","Weekend",,4,True,37,0,"Sep","Sat"
2015-09-06 00:00:00.000,2015,3,9,6,20150906,"September","Sep 2015","Q3 2015",0,"Sunday",2015-09-12 00:00:00.000,37,20150900,20150300,"15","FY16","Q3","Workday",4,,True,37,1,"Sep","Sun"
2015-09-07 00:00:00.000,2015,3,9,7,20150907,"September","Sep 2015","Q3 2015",1,"Monday",2015-09-12 00:00:00.000,37,20150900,20150300,"15","FY16","Q3","Workday",5,,True,37,1,"Sep","Mon"
2015-09-08 00:00:00.000,2015,3,9,8,20150908,"September","Sep 2015","Q3 2015",2,"Tuesday",2015-09-12 00:00:00.000,37,20150900,20150300,"15","FY16","Q3","Workday",6,,True,37,1,"Sep","Tue"
2015-09-09 00:00:00.000,2015,3,9,9,20150909,"September","Sep 2015","Q3 2015",3,"Wednesday",2015-09-12 00:00:00.000,37,20150900,20150300,"15","FY16","Q3","Workday",7,,True,37,1,"Sep","Wed"
2015-09-10 00:00:00.000,2015,3,9,10,20150910,"September","Sep 2015","Q3 2015",4,"Thursday",2015-09-12 00:00:00.000,37,20150900,20150300,"15","FY16","Q3","Workday",8,,True,37,1,"Sep","Thu"
2015-09-11 00:00:00.000,2015,3,9,11,20150911,"September","Sep 2015","Q3 2015",5,"Friday",2015-09-12 00:00:00.000,37,20150900,20150300,"15","FY16","Q3","Weekend",,3,True,37,0,"Sep","Fri"
2015-09-12 00:00:00.000,2015,3,9,12,20150912,"September","Sep 2015","Q3 2015",6,"Saturday",2015-09-12 00:00:00.000,37,20150900,20150300,"15","FY16","Q3","Weekend",,4,True,37,0,"Sep","Sat"
2016-09-04 00:00:00.000,2016,3,9,4,20160904,"September","Sep 2016","Q3 2016",0,"Sunday",2016-09-10 00:00:00.000,37,20160900,20160300,"16","FY17","Q3","Workday",2,,True,37,1,"Sep","Sun"
2016-09-05 00:00:00.000,2016,3,9,5,20160905,"September","Sep 2016","Q3 2016",1,"Monday",2016-09-10 00:00:00.000,37,20160900,20160300,"16","FY17","Q3","Workday",3,,True,37,1,"Sep","Mon"
2016-09-06 00:00:00.000,2016,3,9,6,20160906,"September","Sep 2016","Q3 2016",2,"Tuesday",2016-09-10 00:00:00.000,37,20160900,20160300,"16","FY17","Q3","Workday",4,,True,37,1,"Sep","Tue"
2016-09-07 00:00:00.000,2016,3,9,7,20160907,"September","Sep 2016","Q3 2016",3,"Wednesday",2016-09-10 00:00:00.000,37,20160900,20160300,"16","FY17","Q3","Workday",5,,True,37,1,"Sep","Wed"
2016-09-08 00:00:00.000,2016,3,9,8,20160908,"September","Sep 2016","Q3 2016",4,"Thursday",2016-09-10 00:00:00.000,37,20160900,20160300,"16","FY17","Q3","Workday",6,,True,37,1,"Sep","Thu"
2016-09-09 00:00:00.000,2016,3,9,9,20160909,"September","Sep 2016","Q3 2016",5,"Friday",2016-09-10 00:00:00.000,37,20160900,20160300,"16","FY17","Q3","Weekend",,3,True,37,0,"Sep","Fri"
2016-09-10 00:00:00.000,2016,3,9,10,20160910,"September","Sep 2016","Q3 2016",6,"Saturday",2016-09-10 00:00:00.000,37,20160900,20160300,"16","FY17","Q3","Weekend",,4,True,37,0,"Sep","Sat"
2017-09-10 00:00:00.000,2017,3,9,10,20170910,"September","Sep 2017","Q3 2017",0,"Sunday",2017-09-16 00:00:00.000,37,20170900,20170300,"17","FY18","Q3","Workday",6,,True,37,1,"Sep","Sun"
2017-09-11 00:00:00.000,2017,3,9,11,20170911,"September","Sep 2017","Q3 2017",1,"Monday",2017-09-16 00:00:00.000,37,20170900,20170300,"17","FY18","Q3","Workday",7,,True,37,1,"Sep","Mon"
2017-09-12 00:00:00.000,2017,3,9,12,20170912,"September","Sep 2017","Q3 2017",2,"Tuesday",2017-09-16 00:00:00.000,37,20170900,20170300,"17","FY18","Q3","Workday",8,,True,37,1,"Sep","Tue"
2017-09-13 00:00:00.000,2017,3,9,13,20170913,"September","Sep 2017","Q3 2017",3,"Wednesday",2017-09-16 00:00:00.000,37,20170900,20170300,"17","FY18","Q3","Workday",9,,True,37,1,"Sep","Wed"
2017-09-14 00:00:00.000,2017,3,9,14,20170914,"September","Sep 2017","Q3 2017",4,"Thursday",2017-09-16 00:00:00.000,37,20170900,20170300,"17","FY18","Q3","Workday",10,,True,37,1,"Sep","Thu"
2017-09-15 00:00:00.000,2017,3,9,15,20170915,"September","Sep 2017","Q3 2017",5,"Friday",2017-09-16 00:00:00.000,37,20170900,20170300,"17","FY18","Q3","Weekend",,5,True,37,0,"Sep","Fri"
2017-09-16 00:00:00.000,2017,3,9,16,20170916,"September","Sep 2017","Q3 2017",6,"Saturday",2017-09-16 00:00:00.000,37,20170900,20170300,"17","FY18","Q3","Weekend",,6,True,37,0,"Sep","Sat"
2018-09-09 00:00:00.000,2018,3,9,9,20180909,"September","Sep 2018","Q3 2018",0,"Sunday",2018-09-15 00:00:00.000,37,20180900,20180300,"18","FY19","Q3","Workday",6,,True,37,1,"Sep","Sun"
2018-09-10 00:00:00.000,2018,3,9,10,20180910,"September","Sep 2018","Q3 2018",1,"Monday",2018-09-15 00:00:00.000,37,20180900,20180300,"18","FY19","Q3","Workday",7,,True,37,1,"Sep","Mon"
2018-09-11 00:00:00.000,2018,3,9,11,20180911,"September","Sep 2018","Q3 2018",2,"Tuesday",2018-09-15 00:00:00.000,37,20180900,20180300,"18","FY19","Q3","Workday",8,,True,37,1,"Sep","Tue"
2018-09-12 00:00:00.000,2018,3,9,12,20180912,"September","Sep 2018","Q3 2018",3,"Wednesday",2018-09-15 00:00:00.000,37,20180900,20180300,"18","FY19","Q3","Workday",9,,True,37,1,"Sep","Wed"
2018-09-13 00:00:00.000,2018,3,9,13,20180913,"September","Sep 2018","Q3 2018",4,"Thursday",2018-09-15 00:00:00.000,37,20180900,20180300,"18","FY19","Q3","Workday",10,,True,37,1,"Sep","Thu"
2018-09-14 00:00:00.000,2018,3,9,14,20180914,"September","Sep 2018","Q3 2018",5,"Friday",2018-09-15 00:00:00.000,37,20180900,20180300,"18","FY19","Q3","Weekend",,4,True,37,0,"Sep","Fri"
2018-09-15 00:00:00.000,2018,3,9,15,20180915,"September","Sep 2018","Q3 2018",6,"Saturday",2018-09-15 00:00:00.000,37,20180900,20180300,"18","FY19","Q3","Weekend",,5,True,37,0,"Sep","Sat"
2019-09-08 00:00:00.000,2019,3,9,8,20190908,"September","Sep 2019","Q3 2019",0,"Sunday",2019-09-14 00:00:00.000,37,20190900,20190300,"19","FY20","Q3","Workday",6,,True,37,1,"Sep","Sun"
2019-09-09 00:00:00.000,2019,3,9,9,20190909,"September","Sep 2019","Q3 2019",1,"Monday",2019-09-14 00:00:00.000,37,20190900,20190300,"19","FY20","Q3","Workday",7,,True,37,1,"Sep","Mon"
2019-09-10 00:00:00.000,2019,3,9,10,20190910,"September","Sep 2019","Q3 2019",2,"Tuesday",2019-09-14 00:00:00.000,37,20190900,20190300,"19","FY20","Q3","Workday",8,,True,37,1,"Sep","Tue"
2019-09-11 00:00:00.000,2019,3,9,11,20190911,"September","Sep 2019","Q3 2019",3,"Wednesday",2019-09-14 00:00:00.000,37,20190900,20190300,"19","FY20","Q3","Workday",9,,True,37,1,"Sep","Wed"
2019-09-12 00:00:00.000,2019,3,9,12,20190912,"September","Sep 2019","Q3 2019",4,"Thursday",2019-09-14 00:00:00.000,37,20190900,20190300,"19","FY20","Q3","Workday",10,,True,37,1,"Sep","Thu"
2019-09-13 00:00:00.000,2019,3,9,13,20190913,"September","Sep 2019","Q3 2019",5,"Friday",2019-09-14 00:00:00.000,37,20190900,20190300,"19","FY20","Q3","Weekend",,3,True,37,0,"Sep","Fri"
2019-09-14 00:00:00.000,2019,3,9,14,20190914,"September","Sep 2019","Q3 2019",6,"Saturday",2019-09-14 00:00:00.000,37,20190900,20190300,"19","FY20","Q3","Weekend",,4,True,37,0,"Sep","Sat"
2020-09-06 00:00:00.000,2020,3,9,6,20200906,"September","Sep 2020","Q3 2020",0,"Sunday",2020-09-12 00:00:00.000,37,20200900,20200300,"20","FY21","Q3","Workday",4,,True,37,1,"Sep","Sun"
2020-09-07 00:00:00.000,2020,3,9,7,20200907,"September","Sep 2020","Q3 2020",1,"Monday",2020-09-12 00:00:00.000,37,20200900,20200300,"20","FY21","Q3","Workday",5,,True,37,1,"Sep","Mon"
2020-09-08 00:00:00.000,2020,3,9,8,20200908,"September","Sep 2020","Q3 2020",2,"Tuesday",2020-09-12 00:00:00.000,37,20200900,20200300,"20","FY21","Q3","Workday",6,,True,37,1,"Sep","Tue"
2020-09-09 00:00:00.000,2020,3,9,9,20200909,"September","Sep 2020","Q3 2020",3,"Wednesday",2020-09-12 00:00:00.000,37,20200900,20200300,"20","FY21","Q3","Workday",7,,True,37,1,"Sep","Wed"
2020-09-10 00:00:00.000,2020,3,9,10,20200910,"September","Sep 2020","Q3 2020",4,"Thursday",2020-09-12 00:00:00.000,37,20200900,20200300,"20","FY21","Q3","Workday",8,,True,37,1,"Sep","Thu"
2020-09-11 00:00:00.000,2020,3,9,11,20200911,"September","Sep 2020","Q3 2020",5,"Friday",2020-09-12 00:00:00.000,37,20200900,20200300,"20","FY21","Q3","Weekend",,3,True,37,0,"Sep","Fri"
2020-09-12 00:00:00.000,2020,3,9,12,20200912,"September","Sep 2020","Q3 2020",6,"Saturday",2020-09-12 00:00:00.000,37,20200900,20200300,"20","FY21","Q3","Weekend",,4,True,37,0,"Sep","Sat"
2021-09-05 00:00:00.000,2021,3,9,5,20210905,"September","Sep 2021","Q3 2021",0,"Sunday",2021-09-11 00:00:00.000,37,20210900,20210300,"21","FY22","Q3","Workday",3,,True,37,1,"Sep","Sun"
2021-09-06 00:00:00.000,2021,3,9,6,20210906,"September","Sep 2021","Q3 2021",1,"Monday",2021-09-11 00:00:00.000,37,20210900,20210300,"21","FY22","Q3","Workday",4,,True,37,1,"Sep","Mon"
2021-09-07 00:00:00.000,2021,3,9,7,20210907,"September","Sep 2021","Q3 2021",2,"Tuesday",2021-09-11 00:00:00.000,37,20210900,20210300,"21","FY22","Q3","Workday",5,,True,37,1,"Sep","Tue"
2021-09-08 00:00:00.000,2021,3,9,8,20210908,"September","Sep 2021","Q3 2021",3,"Wednesday",2021-09-11 00:00:00.000,37,20210900,20210300,"21","FY22","Q3","Workday",6,,True,37,1,"Sep","Wed"
2021-09-09 00:00:00.000,2021,3,9,9,20210909,"September","Sep 2021","Q3 2021",4,"Thursday",2021-09-11 00:00:00.000,37,20210900,20210300,"21","FY22","Q3","Workday",7,,True,37,1,"Sep","Thu"
2021-09-10 00:00:00.000,2021,3,9,10,20210910,"September","Sep 2021","Q3 2021",5,"Friday",2021-09-11 00:00:00.000,37,20210900,20210300,"21","FY22","Q3","Weekend",,3,True,37,0,"Sep","Fri"
2021-09-11 00:00:00.000,2021,3,9,11,20210911,"September","Sep 2021","Q3 2021",6,"Saturday",2021-09-11 00:00:00.000,37,20210900,20210300,"21","FY22","Q3","Weekend",,4,True,37,0,"Sep","Sat"
2010-09-12 00:00:00.000,2010,3,9,12,20100912,"September","Sep 2010","Q3 2010",0,"Sunday",2010-09-18 00:00:00.000,38,20100900,20100300,"10","FY11","Q3","Workday",8,,True,38,1,"Sep","Sun"
2010-09-13 00:00:00.000,2010,3,9,13,20100913,"September","Sep 2010","Q3 2010",1,"Monday",2010-09-18 00:00:00.000,38,20100900,20100300,"10","FY11","Q3","Workday",9,,True,38,1,"Sep","Mon"
2010-09-14 00:00:00.000,2010,3,9,14,20100914,"September","Sep 2010","Q3 2010",2,"Tuesday",2010-09-18 00:00:00.000,38,20100900,20100300,"10","FY11","Q3","Workday",10,,True,38,1,"Sep","Tue"
2010-09-15 00:00:00.000,2010,3,9,15,20100915,"September","Sep 2010","Q3 2010",3,"Wednesday",2010-09-18 00:00:00.000,38,20100900,20100300,"10","FY11","Q3","Workday",11,,True,38,1,"Sep","Wed"
2010-09-16 00:00:00.000,2010,3,9,16,20100916,"September","Sep 2010","Q3 2010",4,"Thursday",2010-09-18 00:00:00.000,38,20100900,20100300,"10","FY11","Q3","Workday",12,,True,38,1,"Sep","Thu"
2010-09-17 00:00:00.000,2010,3,9,17,20100917,"September","Sep 2010","Q3 2010",5,"Friday",2010-09-18 00:00:00.000,38,20100900,20100300,"10","FY11","Q3","Weekend",,5,True,38,0,"Sep","Fri"
2010-09-18 00:00:00.000,2010,3,9,18,20100918,"September","Sep 2010","Q3 2010",6,"Saturday",2010-09-18 00:00:00.000,38,20100900,20100300,"10","FY11","Q3","Weekend",,6,True,38,0,"Sep","Sat"
2011-09-11 00:00:00.000,2011,3,9,11,20110911,"September","Sep 2011","Q3 2011",0,"Sunday",2011-09-17 00:00:00.000,38,20110900,20110300,"11","FY12","Q3","Workday",7,,True,38,1,"Sep","Sun"
2011-09-12 00:00:00.000,2011,3,9,12,20110912,"September","Sep 2011","Q3 2011",1,"Monday",2011-09-17 00:00:00.000,38,20110900,20110300,"11","FY12","Q3","Workday",8,,True,38,1,"Sep","Mon"
2011-09-13 00:00:00.000,2011,3,9,13,20110913,"September","Sep 2011","Q3 2011",2,"Tuesday",2011-09-17 00:00:00.000,38,20110900,20110300,"11","FY12","Q3","Workday",9,,True,38,1,"Sep","Tue"
2011-09-14 00:00:00.000,2011,3,9,14,20110914,"September","Sep 2011","Q3 2011",3,"Wednesday",2011-09-17 00:00:00.000,38,20110900,20110300,"11","FY12","Q3","Workday",10,,True,38,1,"Sep","Wed"
2011-09-15 00:00:00.000,2011,3,9,15,20110915,"September","Sep 2011","Q3 2011",4,"Thursday",2011-09-17 00:00:00.000,38,20110900,20110300,"11","FY12","Q3","Workday",11,,True,38,1,"Sep","Thu"
2011-09-16 00:00:00.000,2011,3,9,16,20110916,"September","Sep 2011","Q3 2011",5,"Friday",2011-09-17 00:00:00.000,38,20110900,20110300,"11","FY12","Q3","Weekend",,5,True,38,0,"Sep","Fri"
2011-09-17 00:00:00.000,2011,3,9,17,20110917,"September","Sep 2011","Q3 2011",6,"Saturday",2011-09-17 00:00:00.000,38,20110900,20110300,"11","FY12","Q3","Weekend",,6,True,38,0,"Sep","Sat"
2012-09-16 00:00:00.000,2012,3,9,16,20120916,"September","Sep 2012","Q3 2012",0,"Sunday",2012-09-22 00:00:00.000,38,20120900,20120300,"12","FY13","Q3","Workday",11,,True,38,1,"Sep","Sun"
2012-09-17 00:00:00.000,2012,3,9,17,20120917,"September","Sep 2012","Q3 2012",1,"Monday",2012-09-22 00:00:00.000,38,20120900,20120300,"12","FY13","Q3","Workday",12,,True,38,1,"Sep","Mon"
2012-09-18 00:00:00.000,2012,3,9,18,20120918,"September","Sep 2012","Q3 2012",2,"Tuesday",2012-09-22 00:00:00.000,38,20120900,20120300,"12","FY13","Q3","Workday",13,,True,38,1,"Sep","Tue"
2012-09-19 00:00:00.000,2012,3,9,19,20120919,"September","Sep 2012","Q3 2012",3,"Wednesday",2012-09-22 00:00:00.000,38,20120900,20120300,"12","FY13","Q3","Workday",14,,True,38,1,"Sep","Wed"
2012-09-20 00:00:00.000,2012,3,9,20,20120920,"September","Sep 2012","Q3 2012",4,"Thursday",2012-09-22 00:00:00.000,38,20120900,20120300,"12","FY13","Q3","Workday",15,,True,38,1,"Sep","Thu"
2012-09-21 00:00:00.000,2012,3,9,21,20120921,"September","Sep 2012","Q3 2012",5,"Friday",2012-09-22 00:00:00.000,38,20120900,20120300,"12","FY13","Q3","Weekend",,6,True,38,0,"Sep","Fri"
2012-09-22 00:00:00.000,2012,3,9,22,20120922,"September","Sep 2012","Q3 2012",6,"Saturday",2012-09-22 00:00:00.000,38,20120900,20120300,"12","FY13","Q3","Weekend",,7,True,38,0,"Sep","Sat"
2013-09-15 00:00:00.000,2013,3,9,15,20130915,"September","Sep 2013","Q3 2013",0,"Sunday",2013-09-21 00:00:00.000,38,20130900,20130300,"13","FY14","Q3","Workday",11,,True,38,1,"Sep","Sun"
2013-09-16 00:00:00.000,2013,3,9,16,20130916,"September","Sep 2013","Q3 2013",1,"Monday",2013-09-21 00:00:00.000,38,20130900,20130300,"13","FY14","Q3","Workday",12,,True,38,1,"Sep","Mon"
2013-09-17 00:00:00.000,2013,3,9,17,20130917,"September","Sep 2013","Q3 2013",2,"Tuesday",2013-09-21 00:00:00.000,38,20130900,20130300,"13","FY14","Q3","Workday",13,,True,38,1,"Sep","Tue"
2013-09-18 00:00:00.000,2013,3,9,18,20130918,"September","Sep 2013","Q3 2013",3,"Wednesday",2013-09-21 00:00:00.000,38,20130900,20130300,"13","FY14","Q3","Workday",14,,True,38,1,"Sep","Wed"
2013-09-19 00:00:00.000,2013,3,9,19,20130919,"September","Sep 2013","Q3 2013",4,"Thursday",2013-09-21 00:00:00.000,38,20130900,20130300,"13","FY14","Q3","Workday",15,,True,38,1,"Sep","Thu"
2013-09-20 00:00:00.000,2013,3,9,20,20130920,"September","Sep 2013","Q3 2013",5,"Friday",2013-09-21 00:00:00.000,38,20130900,20130300,"13","FY14","Q3","Weekend",,5,True,38,0,"Sep","Fri"
2013-09-21 00:00:00.000,2013,3,9,21,20130921,"September","Sep 2013","Q3 2013",6,"Saturday",2013-09-21 00:00:00.000,38,20130900,20130300,"13","FY14","Q3","Weekend",,6,True,38,0,"Sep","Sat"
2014-09-14 00:00:00.000,2014,3,9,14,20140914,"September","Sep 2014","Q3 2014",0,"Sunday",2014-09-20 00:00:00.000,38,20140900,20140300,"14","FY15","Q3","Workday",10,,True,38,1,"Sep","Sun"
2014-09-15 00:00:00.000,2014,3,9,15,20140915,"September","Sep 2014","Q3 2014",1,"Monday",2014-09-20 00:00:00.000,38,20140900,20140300,"14","FY15","Q3","Workday",11,,True,38,1,"Sep","Mon"
2014-09-16 00:00:00.000,2014,3,9,16,20140916,"September","Sep 2014","Q3 2014",2,"Tuesday",2014-09-20 00:00:00.000,38,20140900,20140300,"14","FY15","Q3","Workday",12,,True,38,1,"Sep","Tue"
2014-09-17 00:00:00.000,2014,3,9,17,20140917,"September","Sep 2014","Q3 2014",3,"Wednesday",2014-09-20 00:00:00.000,38,20140900,20140300,"14","FY15","Q3","Workday",13,,True,38,1,"Sep","Wed"
2014-09-18 00:00:00.000,2014,3,9,18,20140918,"September","Sep 2014","Q3 2014",4,"Thursday",2014-09-20 00:00:00.000,38,20140900,20140300,"14","FY15","Q3","Workday",14,,True,38,1,"Sep","Thu"
2014-09-19 00:00:00.000,2014,3,9,19,20140919,"September","Sep 2014","Q3 2014",5,"Friday",2014-09-20 00:00:00.000,38,20140900,20140300,"14","FY15","Q3","Weekend",,5,True,38,0,"Sep","Fri"
2014-09-20 00:00:00.000,2014,3,9,20,20140920,"September","Sep 2014","Q3 2014",6,"Saturday",2014-09-20 00:00:00.000,38,20140900,20140300,"14","FY15","Q3","Weekend",,6,True,38,0,"Sep","Sat"
2015-09-13 00:00:00.000,2015,3,9,13,20150913,"September","Sep 2015","Q3 2015",0,"Sunday",2015-09-19 00:00:00.000,38,20150900,20150300,"15","FY16","Q3","Workday",9,,True,38,1,"Sep","Sun"
2015-09-14 00:00:00.000,2015,3,9,14,20150914,"September","Sep 2015","Q3 2015",1,"Monday",2015-09-19 00:00:00.000,38,20150900,20150300,"15","FY16","Q3","Workday",10,,True,38,1,"Sep","Mon"
2015-09-15 00:00:00.000,2015,3,9,15,20150915,"September","Sep 2015","Q3 2015",2,"Tuesday",2015-09-19 00:00:00.000,38,20150900,20150300,"15","FY16","Q3","Workday",11,,True,38,1,"Sep","Tue"
2015-09-16 00:00:00.000,2015,3,9,16,20150916,"September","Sep 2015","Q3 2015",3,"Wednesday",2015-09-19 00:00:00.000,38,20150900,20150300,"15","FY16","Q3","Workday",12,,True,38,1,"Sep","Wed"
2015-09-17 00:00:00.000,2015,3,9,17,20150917,"September","Sep 2015","Q3 2015",4,"Thursday",2015-09-19 00:00:00.000,38,20150900,20150300,"15","FY16","Q3","Workday",13,,True,38,1,"Sep","Thu"
2015-09-18 00:00:00.000,2015,3,9,18,20150918,"September","Sep 2015","Q3 2015",5,"Friday",2015-09-19 00:00:00.000,38,20150900,20150300,"15","FY16","Q3","Weekend",,5,True,38,0,"Sep","Fri"
2015-09-19 00:00:00.000,2015,3,9,19,20150919,"September","Sep 2015","Q3 2015",6,"Saturday",2015-09-19 00:00:00.000,38,20150900,20150300,"15","FY16","Q3","Weekend",,6,True,38,0,"Sep","Sat"
2016-09-11 00:00:00.000,2016,3,9,11,20160911,"September","Sep 2016","Q3 2016",0,"Sunday",2016-09-17 00:00:00.000,38,20160900,20160300,"16","FY17","Q3","Workday",7,,True,38,1,"Sep","Sun"
2016-09-12 00:00:00.000,2016,3,9,12,20160912,"September","Sep 2016","Q3 2016",1,"Monday",2016-09-17 00:00:00.000,38,20160900,20160300,"16","FY17","Q3","Workday",8,,True,38,1,"Sep","Mon"
2016-09-13 00:00:00.000,2016,3,9,13,20160913,"September","Sep 2016","Q3 2016",2,"Tuesday",2016-09-17 00:00:00.000,38,20160900,20160300,"16","FY17","Q3","Workday",9,,True,38,1,"Sep","Tue"
2016-09-14 00:00:00.000,2016,3,9,14,20160914,"September","Sep 2016","Q3 2016",3,"Wednesday",2016-09-17 00:00:00.000,38,20160900,20160300,"16","FY17","Q3","Workday",10,,True,38,1,"Sep","Wed"
