storagearraydisk_pk,resource_fk,name,identifier,category,element_type,vendor_define_type,storagearray_fk,storagearray_name,storagearray_type,storagearray_identifier,storagearraypool_fk,storagearraypool_name,block_size,drive_index,dpe,encryption,failed,failed_reason,hot_spare,manufacturer,model,part_number,plex_name,raid_group_name,rpm,serial_number,slot,software_version,technology,vaulted,capacity,used_capacity,free_capacity,spare_capacity,publish_capacity,consumable_capacity,percent_free,percent_used,status,first_added,last_edited,last_changed
"6395","6395","NET-1.43","disk|NET-1.43|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","","",520,,"","","","",True,"NETAPP","VD-4000MB-FZ-520","","","","15000","62922107","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.783,2021-11-11 19:08:12.533,2021-07-27 15:01:25.546
"6396","6396","NET-1.44","disk|NET-1.44|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","","",520,,"","","","",True,"NETAPP","VD-4000MB-FZ-520","","","","15000","62922108","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.793,2021-11-11 19:08:12.543,2021-07-27 15:01:25.560
"6358","6358","NET-1.20","disk|NET-1.20|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","","",520,,"","","","",True,"NETAPP","VD-4000MB-FZ-520","","","","15000","62142112","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.456,2021-11-11 19:08:12.200,2021-07-27 15:01:25.036
"6366","6366","NET-1.56","disk|NET-1.56|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","","",520,,"","","","",True,"NETAPP","VD-4000MB-FZ-520","","","","15000","62312106","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.526,2021-11-11 19:08:12.273,2021-07-27 15:01:25.150
"6382","6382","NET-1.30","disk|NET-1.30|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","","",520,,"","","","",True,"NETAPP","VD-4000MB-FZ-520","","","","15000","62532108","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.670,2021-11-11 19:08:12.416,2021-07-27 15:01:25.376
"6365","6365","NET-1.55","disk|NET-1.55|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","","",520,,"","","","",True,"NETAPP","VD-4000MB-FZ-520","","","","15000","62312105","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.516,2021-11-11 19:08:12.263,2021-07-27 15:01:25.136
"6371","6371","NET-1.5","disk|NET-1.5|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","","",520,,"","","","",True,"NETAPP","VD-4000MB-FZ-520","","","","15000","62312111","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.570,2021-11-11 19:08:12.316,2021-07-27 15:01:25.213
"6359","6359","NET-1.21","disk|NET-1.21|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","","",520,,"","","","",True,"NETAPP","VD-4000MB-FZ-520","","","","15000","62142113","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.463,2021-11-11 19:08:12.210,2021-07-27 15:01:25.053
"6386","6386","NET-1.34","disk|NET-1.34|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","","",520,,"","","","",True,"NETAPP","VD-4000MB-FZ-520","","","","15000","62532112","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.703,2021-11-11 19:08:12.453,2021-07-27 15:01:25.426
"6357","6357","NET-1.19","disk|NET-1.19|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","","",520,,"","","","",True,"NETAPP","VD-4000MB-FZ-520","","","","15000","62142111","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.446,2021-11-11 19:08:12.190,2021-07-27 15:01:25.020
"6373","6373","NET-1.7","disk|NET-1.7|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","","",520,,"","","","",True,"NETAPP","VD-4000MB-FZ-520","","","","15000","62312113","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.586,2021-11-11 19:08:12.336,2021-07-27 15:01:25.243
"6372","6372","NET-1.6","disk|NET-1.6|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","","",520,,"","","","",True,"NETAPP","VD-4000MB-FZ-520","","","","15000","62312112","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.576,2021-11-11 19:08:12.326,2021-07-27 15:01:25.230
"3121","3121","NET-1.8","disk|NET-1.8|node|4034389062|array|124a44cf-5063-11eb-8fd7-0050568a7ee4","{disk}","disk","Disk","3119","cluster1","Array (NETAPP)","array|124a44cf-5063-11eb-8fd7-0050568a7ee4","3189","aggr0_cluster1_01",520,,"","","","",False,"NETAPP","VD-4000MB-FZ-520","","","","15000","62142100","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-04-08 14:11:39.800,2021-05-06 18:07:51.723,2021-05-05 18:07:51.713
"3146","3146","NET-1.5","disk|NET-1.5|node|4034389062|array|124a44cf-5063-11eb-8fd7-0050568a7ee4","{disk}","disk","Disk","3119","cluster1","Array (NETAPP)","array|124a44cf-5063-11eb-8fd7-0050568a7ee4","3190","cluster1_01_FC_1",520,,"","","","",False,"NETAPP","VD-4000MB-FZ-520","","","","15000","62312111","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-04-08 14:11:39.983,2021-05-06 18:07:51.966,2021-05-05 18:07:51.966
"3123","3123","NET-1.10","disk|NET-1.10|node|4034389062|array|124a44cf-5063-11eb-8fd7-0050568a7ee4","{disk}","disk","Disk","3119","cluster1","Array (NETAPP)","array|124a44cf-5063-11eb-8fd7-0050568a7ee4","3190","cluster1_01_FC_1",520,,"","","","",False,"NETAPP","VD-4000MB-FZ-520","","","","15000","62142102","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-04-08 14:11:39.816,2021-05-06 18:07:51.746,2021-05-05 18:07:51.736
"3149","3149","NET-1.22","disk|NET-1.22|node|4034389062|array|124a44cf-5063-11eb-8fd7-0050568a7ee4","{disk}","disk","Disk","3119","cluster1","Array (NETAPP)","array|124a44cf-5063-11eb-8fd7-0050568a7ee4","3189","aggr0_cluster1_01",520,,"","","","",False,"NETAPP","VD-4000MB-FZ-520","","","","15000","62532100","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-04-08 14:11:40.003,2021-05-06 18:07:51.996,2021-05-05 18:07:51.996
"3150","3150","NET-1.23","disk|NET-1.23|node|4034389062|array|124a44cf-5063-11eb-8fd7-0050568a7ee4","{disk}","disk","Disk","3119","cluster1","Array (NETAPP)","array|124a44cf-5063-11eb-8fd7-0050568a7ee4","3190","cluster1_01_FC_1",520,,"","","","",False,"NETAPP","VD-4000MB-FZ-520","","","","15000","62532101","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-04-08 14:11:40.013,2021-05-06 18:07:52.006,2021-05-05 18:07:52.006
"3154","3154","NET-1.27","disk|NET-1.27|node|4034389062|array|124a44cf-5063-11eb-8fd7-0050568a7ee4","{disk}","disk","Disk","3119","cluster1","Array (NETAPP)","array|124a44cf-5063-11eb-8fd7-0050568a7ee4","3190","cluster1_01_FC_1",520,,"","","","",False,"NETAPP","VD-4000MB-FZ-520","","","","15000","62532105","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-04-08 14:11:40.040,2021-05-06 18:07:52.043,2021-05-05 18:07:52.046
"3156","3156","NET-1.29","disk|NET-1.29|node|4034389062|array|124a44cf-5063-11eb-8fd7-0050568a7ee4","{disk}","disk","Disk","3119","cluster1","Array (NETAPP)","array|124a44cf-5063-11eb-8fd7-0050568a7ee4","3190","cluster1_01_FC_1",520,,"","","","",False,"NETAPP","VD-4000MB-FZ-520","","","","15000","62532107","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-04-08 14:11:40.053,2021-05-06 18:07:52.063,2021-05-05 18:07:52.066
"3162","3162","NET-1.35","disk|NET-1.35|node|4034389062|array|124a44cf-5063-11eb-8fd7-0050568a7ee4","{disk}","disk","Disk","3119","cluster1","Array (NETAPP)","array|124a44cf-5063-11eb-8fd7-0050568a7ee4","","",520,,"","","","",True,"NETAPP","VD-4000MB-FZ-520","","","","15000","62532113","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-04-08 14:11:40.096,2021-05-06 18:07:52.123,2021-05-05 18:07:52.126
"3163","3163","NET-1.36","disk|NET-1.36|node|4034389062|array|124a44cf-5063-11eb-8fd7-0050568a7ee4","{disk}","disk","Disk","3119","cluster1","Array (NETAPP)","array|124a44cf-5063-11eb-8fd7-0050568a7ee4","3189","aggr0_cluster1_01",520,,"","","","",False,"NETAPP","VD-4000MB-FZ-520","","","","15000","62922100","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-04-08 14:11:40.103,2021-05-06 18:07:52.133,2021-05-05 18:07:52.136
"3174","3174","NET-1.47","disk|NET-1.47|node|4034389062|array|124a44cf-5063-11eb-8fd7-0050568a7ee4","{disk}","disk","Disk","3119","cluster1","Array (NETAPP)","array|124a44cf-5063-11eb-8fd7-0050568a7ee4","3190","cluster1_01_FC_1",520,,"","","","",False,"NETAPP","VD-4000MB-FZ-520","","","","15000","62922111","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-04-08 14:11:40.180,2021-05-06 18:07:52.240,2021-05-05 18:07:52.246
"3151","3151","NET-1.24","disk|NET-1.24|node|4034389062|array|124a44cf-5063-11eb-8fd7-0050568a7ee4","{disk}","disk","Disk","3119","cluster1","Array (NETAPP)","array|124a44cf-5063-11eb-8fd7-0050568a7ee4","3190","cluster1_01_FC_1",520,,"","","","",False,"NETAPP","VD-4000MB-FZ-520","","","","15000","62532102","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-04-08 14:11:40.020,2021-05-06 18:07:52.016,2021-05-05 18:07:52.016
"6353","6353","NET-1.15","disk|NET-1.15|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","","",520,,"","","","",True,"NETAPP","VD-4000MB-FZ-520","","","","15000","62142107","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.413,2021-11-11 19:08:12.153,2021-07-27 15:01:24.960
"6355","6355","NET-1.17","disk|NET-1.17|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","","",520,,"","","","",True,"NETAPP","VD-4000MB-FZ-520","","","","15000","62142109","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.430,2021-11-11 19:08:12.173,2021-07-27 15:01:24.986
"6361","6361","NET-1.51","disk|NET-1.51|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","","",520,,"","","","",True,"NETAPP","VD-4000MB-FZ-520","","","","15000","62312101","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.483,2021-11-11 19:08:12.226,2021-07-27 15:01:25.083
"6364","6364","NET-1.54","disk|NET-1.54|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","6475","d42do_904",520,,"","","","",False,"NETAPP","VD-4000MB-FZ-520","","","","15000","62312104","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.506,2021-11-11 19:08:12.253,2021-07-27 15:01:25.123
"6368","6368","NET-1.2","disk|NET-1.2|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","","",520,,"","","","",True,"NETAPP","VD-4000MB-FZ-520","","","","15000","62312108","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.543,2021-11-11 19:08:12.290,2021-07-27 15:01:25.176
"6367","6367","NET-1.1","disk|NET-1.1|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","","",520,,"","","","",True,"NETAPP","VD-4000MB-FZ-520","","","","15000","62312107","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.533,2021-11-11 19:08:12.280,2021-07-27 15:01:25.163
"6378","6378","NET-1.26","disk|NET-1.26|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","6475","d42do_904",520,,"","","","",False,"NETAPP","VD-4000MB-FZ-520","","","","15000","62532104","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.633,2021-11-11 19:08:12.380,2021-07-27 15:01:25.310
"6400","6400","NET-1.48","disk|NET-1.48|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","","",520,,"","","","",True,"NETAPP","VD-4000MB-FZ-520","","","","15000","62922112","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.826,2021-11-11 19:08:12.580,2021-07-27 15:01:25.606
"6401","6401","NET-1.49","disk|NET-1.49|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","","",520,,"","","","",True,"NETAPP","VD-4000MB-FZ-520","","","","15000","62922113","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.836,2021-11-11 19:08:12.586,2021-07-27 15:01:25.620
"6374","6374","NET-1.22","disk|NET-1.22|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","6414","aggr0_NetApp_Cluster_1_0",520,,"","","","",False,"NETAPP","VD-4000MB-FZ-520","","","","15000","62532100","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.600,2021-11-11 19:08:12.346,2021-07-27 15:01:25.256
"3158","3158","NET-1.31","disk|NET-1.31|node|4034389062|array|124a44cf-5063-11eb-8fd7-0050568a7ee4","{disk}","disk","Disk","3119","cluster1","Array (NETAPP)","array|124a44cf-5063-11eb-8fd7-0050568a7ee4","3190","cluster1_01_FC_1",520,,"","","","",False,"NETAPP","VD-4000MB-FZ-520","","","","15000","62532109","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-04-08 14:11:40.066,2021-05-06 18:07:52.083,2021-05-05 18:07:52.086
"6383","6383","NET-1.31","disk|NET-1.31|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","","",520,,"","","","",True,"NETAPP","VD-4000MB-FZ-520","","","","15000","62532109","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.680,2021-11-11 19:08:12.426,2021-07-27 15:01:25.390
"6385","6385","NET-1.33","disk|NET-1.33|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","","",520,,"","","","",True,"NETAPP","VD-4000MB-FZ-520","","","","15000","62532111","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.696,2021-11-11 19:08:12.443,2021-07-27 15:01:25.416
"6391","6391","NET-1.39","disk|NET-1.39|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","6475","d42do_904",520,,"","","","",False,"NETAPP","VD-4000MB-FZ-520","","","","15000","62922103","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.746,2021-11-11 19:08:12.496,2021-07-27 15:01:25.493
"6392","6392","NET-1.40","disk|NET-1.40|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","6475","d42do_904",520,,"","","","",False,"NETAPP","VD-4000MB-FZ-520","","","","15000","62922104","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.756,2021-11-11 19:08:12.506,2021-07-27 15:01:25.506
"6376","6376","NET-1.24","disk|NET-1.24|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","6414","aggr0_NetApp_Cluster_1_0",520,,"","","","",False,"NETAPP","VD-4000MB-FZ-520","","","","15000","62532102","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.616,2021-11-11 19:08:12.363,2021-07-27 15:01:25.283
"6387","6387","NET-1.35","disk|NET-1.35|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","","",520,,"","","","",True,"NETAPP","VD-4000MB-FZ-520","","","","15000","62532113","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.713,2021-11-11 19:08:12.463,2021-07-27 15:01:25.440
"6399","6399","NET-1.47","disk|NET-1.47|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","","",520,,"","","","",True,"NETAPP","VD-4000MB-FZ-520","","","","15000","62922111","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.820,2021-11-11 19:08:12.570,2021-07-27 15:01:25.596
"6384","6384","NET-1.32","disk|NET-1.32|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","","",520,,"","","","",True,"NETAPP","VD-4000MB-FZ-520","","","","15000","62532110","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.686,2021-11-11 19:08:12.433,2021-07-27 15:01:25.403
"6390","6390","NET-1.38","disk|NET-1.38|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","6414","aggr0_NetApp_Cluster_1_0",520,,"","","","",False,"NETAPP","VD-4000MB-FZ-520","","","","15000","62922102","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.740,2021-11-11 19:08:12.490,2021-07-27 15:01:25.476
"6398","6398","NET-1.46","disk|NET-1.46|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","","",520,,"","","","",True,"NETAPP","VD-4000MB-FZ-520","","","","15000","62922110","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.810,2021-11-11 19:08:12.560,2021-07-27 15:01:25.583
"6362","6362","NET-1.52","disk|NET-1.52|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","6414","aggr0_NetApp_Cluster_1_0",520,,"","","","",False,"NETAPP","VD-4000MB-FZ-520","","","","15000","62312102","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.490,2021-11-11 19:08:12.236,2021-07-27 15:01:25.096
"6352","6352","NET-1.14","disk|NET-1.14|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","","",520,,"","","","",True,"NETAPP","VD-4000MB-FZ-520","","","","15000","62142106","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.403,2021-11-11 19:08:12.146,2021-07-27 15:01:24.946
"6356","6356","NET-1.18","disk|NET-1.18|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","","",520,,"","","","",True,"NETAPP","VD-4000MB-FZ-520","","","","15000","62142110","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.440,2021-11-11 19:08:12.183,2021-07-27 15:01:25.003
"6347","6347","NET-1.9","disk|NET-1.9|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","","",520,,"","","","",True,"NETAPP","VD-4000MB-FZ-520","","","","15000","62142101","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.353,2021-11-11 19:08:12.096,2021-07-27 15:01:24.880
"6369","6369","NET-1.3","disk|NET-1.3|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","","",520,,"","","","",True,"NETAPP","VD-4000MB-FZ-520","","","","15000","62312109","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.553,2021-11-11 19:08:12.300,2021-07-27 15:01:25.186
"6380","6380","NET-1.28","disk|NET-1.28|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","","",520,,"","","","",True,"NETAPP","VD-4000MB-FZ-520","","","","15000","62532106","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.653,2021-11-11 19:08:12.396,2021-07-27 15:01:25.350
"6389","6389","NET-1.37","disk|NET-1.37|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","","",520,,"","","","",True,"NETAPP","VD-4000MB-FZ-520","","","","15000","62922101","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.730,2021-11-11 19:08:12.480,2021-07-27 15:01:25.466
"6393","6393","NET-1.41","disk|NET-1.41|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","","",520,,"","","","",True,"NETAPP","VD-4000MB-FZ-520","","","","15000","62922105","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.766,2021-11-11 19:08:12.516,2021-07-27 15:01:25.520
"6394","6394","NET-1.42","disk|NET-1.42|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","","",520,,"","","","",True,"NETAPP","VD-4000MB-FZ-520","","","","15000","62922106","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.773,2021-11-11 19:08:12.526,2021-07-27 15:01:25.533
"6348","6348","NET-1.10","disk|NET-1.10|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","6414","aggr0_NetApp_Cluster_1_0",520,,"","","","",False,"NETAPP","VD-4000MB-FZ-520","","","","15000","62142102","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.363,2021-11-11 19:08:12.106,2021-07-27 15:01:24.896
"6346","6346","NET-1.8","disk|NET-1.8|node|4034389062|array|c374983a-ce1d-11eb-822c-0050568a7ee4","{disk}","disk","Disk","6344","NetApp_Cluster","Array (NETAPP)","array|c374983a-ce1d-11eb-822c-0050568a7ee4","6414","aggr0_NetApp_Cluster_1_0",520,,"","","","",False,"NETAPP","VD-4000MB-FZ-520","","","","15000","62142100","","0042","fcal",,3.995,0.498,3.497,"",4,,"","","ok",2021-06-16 18:08:08.343,2021-11-11 19:08:12.086,2021-07-27 15:01:24.853
