VM Name,Hypervisor Name,VDisk Name,Datastore Name,VDisk Backing,LUN Filesystem,Storage Array Name,Storage Array Type,Storage Array ID
"vCenter-Device42-Lab","esxi-003.device42.pvt","Hard disk 11","datastore1","datastore","","","",""
"vCenter-Device42-Lab","esxi-003.device42.pvt","Hard disk 9","datastore1","datastore","","","",""
"XEN7.4","d42-build002.device42.pvt","Hard disk 2","D02","datastore","","","",""
"Z-VRA-10-90-0-6.zerto.local","esxi-90-0-6","Hard disk 3","datastore3","datastore","","","",""
"connector","10.42.0.157","Hard disk 2","datastore1","datastore","","","",""
"connector","10.42.0.157","Hard disk 3","datastore1","datastore","","","",""
"connector","10.42.0.157","Hard disk 4","datastore1","datastore","","","",""
"connector","10.42.0.157","Hard disk 5","datastore1","datastore","","","",""
"d42-vcenter.device42.pvt","10.42.0.157","Hard disk 3","datastore1","datastore","","","",""
"d42-vcenter.device42.pvt","10.42.0.157","Hard disk 4","datastore1","datastore","","","",""
"d42-vcenter.device42.pvt","10.42.0.157","Hard disk 5","datastore1","datastore","","","",""
"d42-vcenter.device42.pvt","10.42.0.157","Hard disk 6","datastore1","datastore","","","",""
"d42-vcenter.device42.pvt","10.42.0.157","Hard disk 7","datastore1","datastore","","","",""
"d42-vcenter.device42.pvt","10.42.0.157","Hard disk 8","datastore1","datastore","","","",""
"d42-vcenter.device42.pvt","10.42.0.157","Hard disk 2","datastore1","datastore","","","",""
"d42-vcenter.device42.pvt","10.42.0.157","Hard disk 11","datastore1","datastore","","","",""
"d42-vcenter.device42.pvt","10.42.0.157","Hard disk 12","datastore1","datastore","","","",""
"d42-vcenter.device42.pvt","10.42.0.157","Hard disk 10","datastore1","datastore","","","",""
"d42-vcenter.device42.pvt","10.42.0.157","Hard disk 9","datastore1","datastore","","","",""
"chef-server-001","esxi-020.device42.pvt","Hard disk 3","10.42.0.163-datastore2","datastore","","","",""
"elk","esxi-020.device42.pvt","Hard disk 2","10.42.0.163-datastore2","datastore","","","",""
"vcsa","esxi-005.device42.pvt","Hard disk 2","datastore1","datastore","","","",""
"vcsa","esxi-005.device42.pvt","Hard disk 8","datastore1","datastore","","","",""
"vcsa","esxi-005.device42.pvt","Hard disk 9","datastore1","datastore","","","",""
"win-104-74.d42-laps.local","esxi-020.device42.pvt","Hard disk 6","10.42.0.163-datastore2","datastore","","","",""
"ac-nutanix-002","esxi-020.device42.pvt","Hard disk 2","10.42.0.163-datastore1","datastore","","","",""
"ac-nutanix-002","esxi-020.device42.pvt","Hard disk 3","10.42.0.163-datastore1","datastore","","","",""
"ac-nutanix-03","esxi-020.device42.pvt","Hard disk 2","10.42.0.163-datastore1","datastore","","","",""
"win-104-73.d42-laps.local","esxi-020.device42.pvt","Hard disk 4","10.42.0.163-datastore2","datastore","","","",""
"win-104-74.d42-laps.local","esxi-020.device42.pvt","Hard disk 2","10.42.0.163-datastore2","datastore","","","",""
"win-104-74.d42-laps.local","esxi-020.device42.pvt","Hard disk 3","10.42.0.163-datastore2","datastore","","","",""
"ac-nutanix-03","esxi-020.device42.pvt","Hard disk 3","10.42.0.163-datastore1","datastore","","","",""
"pb-wds","esxi-020.device42.pvt","Hard disk 2","10.42.0.163-datastore2","datastore","","","",""
"f5-13.device42.pvt","esxi-017.device42.pvt","Hard disk 2","datastore1","datastore","","","",""
"VRA02","esxi-014.device42.pvt","Hard disk 2","datastore1","datastore","","","",""
"Z-VRA-10-90-0-6.zerto.local","esxi-90-0-6","Hard disk 7","datastore3","datastore","","","",""
"Z-VRA-10-90-0-6.zerto.local","esxi-90-0-6","Hard disk 8","datastore3","datastore","","","",""
"VRA02","esxi-014.device42.pvt","Hard disk 3","datastore1","datastore","","","",""
"vcsa","esxi-005.device42.pvt","Hard disk 10","datastore1","datastore","","","",""
"win-104-73.d42-laps.local","esxi-020.device42.pvt","Hard disk 5","10.42.0.163-datastore2","datastore","","","",""
"win-104-74.d42-laps.local","esxi-020.device42.pvt","Hard disk 4","10.42.0.163-datastore2","datastore","","","",""
"win-104-74.d42-laps.local","esxi-020.device42.pvt","Hard disk 5","10.42.0.163-datastore2","datastore","","","",""
"AzureSiteRecovery","esxi-90-0-6","Hard disk 2","datastore2","datastore","","","",""
"vcsa","esxi-005.device42.pvt","Hard disk 11","datastore1","datastore","","","",""
"vcsa","esxi-005.device42.pvt","Hard disk 12","datastore1","datastore","","","",""
"vCenter-Device42-Lab","esxi-003.device42.pvt","Hard disk 2","datastore1","datastore","","","",""
"vcsa","esxi-005.device42.pvt","Hard disk 4","datastore1","datastore","","","",""
"vCenter-Device42-Lab","esxi-003.device42.pvt","Hard disk 6","datastore1","datastore","","","",""
"MGMT01","d42-build002.device42.pvt","Hard disk 2","D02","datastore","","","",""
"VRA02","esxi-014.device42.pvt","Hard disk 4","datastore1","datastore","","","",""
"win-104-73.d42-laps.local","esxi-020.device42.pvt","Hard disk 2","10.42.0.163-datastore2","datastore","","","",""
"MGMT01","d42-build002.device42.pvt","Hard disk 2","D02","datastore","","","",""
"BIGIP-11-5.2-80-41","esxi-017.device42.pvt","Hard disk 2","datastore1","datastore","","","",""
"chef-server-001","esxi-020.device42.pvt","Hard disk 2","10.42.0.163-datastore2","datastore","","","",""
"VRO","esxi-005.device42.pvt","Hard disk 2","10.42.0.163-datastore2","datastore","","","",""
"peter-centos7-90616.device42.pvt","esxi-90-0-6","Hard disk 2","datastore3","datastore","","","",""
"AzureSiteRecovery","esxi-90-0-6","Hard disk 3","datastore2","datastore","","","",""
"vcsa","esxi-005.device42.pvt","Hard disk 3","datastore1","datastore","","","",""
"vcsa","esxi-005.device42.pvt","Hard disk 6","datastore1","datastore","","","",""
"vcsa","esxi-005.device42.pvt","Hard disk 5","datastore1","datastore","","","",""
"vcsa","esxi-005.device42.pvt","Hard disk 7","datastore1","datastore","","","",""
"win-104-73.d42-laps.local","esxi-020.device42.pvt","Hard disk 3","10.42.0.163-datastore2","datastore","","","",""
"vCenter-Device42-Lab","esxi-003.device42.pvt","Hard disk 7","datastore1","datastore","","","",""
"phtnud01wh4212","esxi-prod4.device42.pvt","Hard disk 2","datastore1","datastore","","","",""
