Date,Year,QuarterOfYear,MonthOfYear,DayOfMonth,DateInt,MonthName,MonthInCalendar,QuarterInCalendar,DayInWeek,DayOfWeekName,WeekEnding,Week Number,MonthnYear,QuarternYear,ShortYear,FY,MonthNo
1995-05-20 00:00:00.000,"1995",2,5,20,19950520,"May","May 1995","Q2 1995",5,"Saturday",1995-05-21 00:00:00.000,21,19950500,19950200,"95","FY96",5
1995-05-21 00:00:00.000,"1995",2,5,21,19950521,"May","May 1995","Q2 1995",6,"Sunday",1995-05-21 00:00:00.000,21,19950500,19950200,"95","FY96",5
1995-05-22 00:00:00.000,"1995",2,5,22,19950522,"May","May 1995","Q2 1995",0,"Monday",1995-05-28 00:00:00.000,22,19950500,19950200,"95","FY96",5
1995-05-23 00:00:00.000,"1995",2,5,23,19950523,"May","May 1995","Q2 1995",1,"Tuesday",1995-05-28 00:00:00.000,22,19950500,19950200,"95","FY96",5
1995-05-24 00:00:00.000,"1995",2,5,24,19950524,"May","May 1995","Q2 1995",2,"Wednesday",1995-05-28 00:00:00.000,22,19950500,19950200,"95","FY96",5
1995-05-25 00:00:00.000,"1995",2,5,25,19950525,"May","May 1995","Q2 1995",3,"Thursday",1995-05-28 00:00:00.000,22,19950500,19950200,"95","FY96",5
1995-05-26 00:00:00.000,"1995",2,5,26,19950526,"May","May 1995","Q2 1995",4,"Friday",1995-05-28 00:00:00.000,22,19950500,19950200,"95","FY96",5
1995-05-27 00:00:00.000,"1995",2,5,27,19950527,"May","May 1995","Q2 1995",5,"Saturday",1995-05-28 00:00:00.000,22,19950500,19950200,"95","FY96",5
1995-05-28 00:00:00.000,"1995",2,5,28,19950528,"May","May 1995","Q2 1995",6,"Sunday",1995-05-28 00:00:00.000,22,19950500,19950200,"95","FY96",5
1995-05-29 00:00:00.000,"1995",2,5,29,19950529,"May","May 1995","Q2 1995",0,"Monday",1995-06-04 00:00:00.000,23,19950500,19950200,"95","FY96",5
1995-05-30 00:00:00.000,"1995",2,5,30,19950530,"May","May 1995","Q2 1995",1,"Tuesday",1995-06-04 00:00:00.000,23,19950500,19950200,"95","FY96",5
1995-05-31 00:00:00.000,"1995",2,5,31,19950531,"May","May 1995","Q2 1995",2,"Wednesday",1995-06-04 00:00:00.000,23,19950500,19950200,"95","FY96",5
1996-05-01 00:00:00.000,"1996",2,5,1,19960501,"May","May 1996","Q2 1996",2,"Wednesday",1996-05-05 00:00:00.000,18,19960500,19960200,"96","FY97",5
1996-05-02 00:00:00.000,"1996",2,5,2,19960502,"May","May 1996","Q2 1996",3,"Thursday",1996-05-05 00:00:00.000,18,19960500,19960200,"96","FY97",5
1996-05-03 00:00:00.000,"1996",2,5,3,19960503,"May","May 1996","Q2 1996",4,"Friday",1996-05-05 00:00:00.000,18,19960500,19960200,"96","FY97",5
1996-05-04 00:00:00.000,"1996",2,5,4,19960504,"May","May 1996","Q2 1996",5,"Saturday",1996-05-05 00:00:00.000,18,19960500,19960200,"96","FY97",5
1996-05-05 00:00:00.000,"1996",2,5,5,19960505,"May","May 1996","Q2 1996",6,"Sunday",1996-05-05 00:00:00.000,18,19960500,19960200,"96","FY97",5
1996-05-06 00:00:00.000,"1996",2,5,6,19960506,"May","May 1996","Q2 1996",0,"Monday",1996-05-12 00:00:00.000,19,19960500,19960200,"96","FY97",5
1996-05-07 00:00:00.000,"1996",2,5,7,19960507,"May","May 1996","Q2 1996",1,"Tuesday",1996-05-12 00:00:00.000,19,19960500,19960200,"96","FY97",5
1996-05-08 00:00:00.000,"1996",2,5,8,19960508,"May","May 1996","Q2 1996",2,"Wednesday",1996-05-12 00:00:00.000,19,19960500,19960200,"96","FY97",5
1996-05-09 00:00:00.000,"1996",2,5,9,19960509,"May","May 1996","Q2 1996",3,"Thursday",1996-05-12 00:00:00.000,19,19960500,19960200,"96","FY97",5
1996-05-10 00:00:00.000,"1996",2,5,10,19960510,"May","May 1996","Q2 1996",4,"Friday",1996-05-12 00:00:00.000,19,19960500,19960200,"96","FY97",5
1996-05-11 00:00:00.000,"1996",2,5,11,19960511,"May","May 1996","Q2 1996",5,"Saturday",1996-05-12 00:00:00.000,19,19960500,19960200,"96","FY97",5
1996-05-12 00:00:00.000,"1996",2,5,12,19960512,"May","May 1996","Q2 1996",6,"Sunday",1996-05-12 00:00:00.000,19,19960500,19960200,"96","FY97",5
1996-05-13 00:00:00.000,"1996",2,5,13,19960513,"May","May 1996","Q2 1996",0,"Monday",1996-05-19 00:00:00.000,20,19960500,19960200,"96","FY97",5
1996-05-14 00:00:00.000,"1996",2,5,14,19960514,"May","May 1996","Q2 1996",1,"Tuesday",1996-05-19 00:00:00.000,20,19960500,19960200,"96","FY97",5
1996-05-15 00:00:00.000,"1996",2,5,15,19960515,"May","May 1996","Q2 1996",2,"Wednesday",1996-05-19 00:00:00.000,20,19960500,19960200,"96","FY97",5
1996-05-16 00:00:00.000,"1996",2,5,16,19960516,"May","May 1996","Q2 1996",3,"Thursday",1996-05-19 00:00:00.000,20,19960500,19960200,"96","FY97",5
1996-05-17 00:00:00.000,"1996",2,5,17,19960517,"May","May 1996","Q2 1996",4,"Friday",1996-05-19 00:00:00.000,20,19960500,19960200,"96","FY97",5
1996-05-18 00:00:00.000,"1996",2,5,18,19960518,"May","May 1996","Q2 1996",5,"Saturday",1996-05-19 00:00:00.000,20,19960500,19960200,"96","FY97",5
1996-05-19 00:00:00.000,"1996",2,5,19,19960519,"May","May 1996","Q2 1996",6,"Sunday",1996-05-19 00:00:00.000,20,19960500,19960200,"96","FY97",5
1996-05-20 00:00:00.000,"1996",2,5,20,19960520,"May","May 1996","Q2 1996",0,"Monday",1996-05-26 00:00:00.000,21,19960500,19960200,"96","FY97",5
1996-05-21 00:00:00.000,"1996",2,5,21,19960521,"May","May 1996","Q2 1996",1,"Tuesday",1996-05-26 00:00:00.000,21,19960500,19960200,"96","FY97",5
1996-05-22 00:00:00.000,"1996",2,5,22,19960522,"May","May 1996","Q2 1996",2,"Wednesday",1996-05-26 00:00:00.000,21,19960500,19960200,"96","FY97",5
1996-05-23 00:00:00.000,"1996",2,5,23,19960523,"May","May 1996","Q2 1996",3,"Thursday",1996-05-26 00:00:00.000,21,19960500,19960200,"96","FY97",5
1996-05-24 00:00:00.000,"1996",2,5,24,19960524,"May","May 1996","Q2 1996",4,"Friday",1996-05-26 00:00:00.000,21,19960500,19960200,"96","FY97",5
1996-05-25 00:00:00.000,"1996",2,5,25,19960525,"May","May 1996","Q2 1996",5,"Saturday",1996-05-26 00:00:00.000,21,19960500,19960200,"96","FY97",5
1996-05-26 00:00:00.000,"1996",2,5,26,19960526,"May","May 1996","Q2 1996",6,"Sunday",1996-05-26 00:00:00.000,21,19960500,19960200,"96","FY97",5
1996-05-27 00:00:00.000,"1996",2,5,27,19960527,"May","May 1996","Q2 1996",0,"Monday",1996-06-02 00:00:00.000,22,19960500,19960200,"96","FY97",5
1996-05-28 00:00:00.000,"1996",2,5,28,19960528,"May","May 1996","Q2 1996",1,"Tuesday",1996-06-02 00:00:00.000,22,19960500,19960200,"96","FY97",5
1996-05-29 00:00:00.000,"1996",2,5,29,19960529,"May","May 1996","Q2 1996",2,"Wednesday",1996-06-02 00:00:00.000,22,19960500,19960200,"96","FY97",5
1996-05-30 00:00:00.000,"1996",2,5,30,19960530,"May","May 1996","Q2 1996",3,"Thursday",1996-06-02 00:00:00.000,22,19960500,19960200,"96","FY97",5
1996-05-31 00:00:00.000,"1996",2,5,31,19960531,"May","May 1996","Q2 1996",4,"Friday",1996-06-02 00:00:00.000,22,19960500,19960200,"96","FY97",5
1997-05-01 00:00:00.000,"1997",2,5,1,19970501,"May","May 1997","Q2 1997",3,"Thursday",1997-05-04 00:00:00.000,18,19970500,19970200,"97","FY98",5
1997-05-02 00:00:00.000,"1997",2,5,2,19970502,"May","May 1997","Q2 1997",4,"Friday",1997-05-04 00:00:00.000,18,19970500,19970200,"97","FY98",5
1997-05-03 00:00:00.000,"1997",2,5,3,19970503,"May","May 1997","Q2 1997",5,"Saturday",1997-05-04 00:00:00.000,18,19970500,19970200,"97","FY98",5
1997-05-04 00:00:00.000,"1997",2,5,4,19970504,"May","May 1997","Q2 1997",6,"Sunday",1997-05-04 00:00:00.000,18,19970500,19970200,"97","FY98",5
1997-05-05 00:00:00.000,"1997",2,5,5,19970505,"May","May 1997","Q2 1997",0,"Monday",1997-05-11 00:00:00.000,19,19970500,19970200,"97","FY98",5
1997-05-06 00:00:00.000,"1997",2,5,6,19970506,"May","May 1997","Q2 1997",1,"Tuesday",1997-05-11 00:00:00.000,19,19970500,19970200,"97","FY98",5
1997-05-07 00:00:00.000,"1997",2,5,7,19970507,"May","May 1997","Q2 1997",2,"Wednesday",1997-05-11 00:00:00.000,19,19970500,19970200,"97","FY98",5
1997-05-08 00:00:00.000,"1997",2,5,8,19970508,"May","May 1997","Q2 1997",3,"Thursday",1997-05-11 00:00:00.000,19,19970500,19970200,"97","FY98",5
1997-05-09 00:00:00.000,"1997",2,5,9,19970509,"May","May 1997","Q2 1997",4,"Friday",1997-05-11 00:00:00.000,19,19970500,19970200,"97","FY98",5
1997-05-10 00:00:00.000,"1997",2,5,10,19970510,"May","May 1997","Q2 1997",5,"Saturday",1997-05-11 00:00:00.000,19,19970500,19970200,"97","FY98",5
1997-05-11 00:00:00.000,"1997",2,5,11,19970511,"May","May 1997","Q2 1997",6,"Sunday",1997-05-11 00:00:00.000,19,19970500,19970200,"97","FY98",5
1997-05-12 00:00:00.000,"1997",2,5,12,19970512,"May","May 1997","Q2 1997",0,"Monday",1997-05-18 00:00:00.000,20,19970500,19970200,"97","FY98",5
1997-05-13 00:00:00.000,"1997",2,5,13,19970513,"May","May 1997","Q2 1997",1,"Tuesday",1997-05-18 00:00:00.000,20,19970500,19970200,"97","FY98",5
1997-05-14 00:00:00.000,"1997",2,5,14,19970514,"May","May 1997","Q2 1997",2,"Wednesday",1997-05-18 00:00:00.000,20,19970500,19970200,"97","FY98",5
1997-05-15 00:00:00.000,"1997",2,5,15,19970515,"May","May 1997","Q2 1997",3,"Thursday",1997-05-18 00:00:00.000,20,19970500,19970200,"97","FY98",5
1997-05-16 00:00:00.000,"1997",2,5,16,19970516,"May","May 1997","Q2 1997",4,"Friday",1997-05-18 00:00:00.000,20,19970500,19970200,"97","FY98",5
1997-05-17 00:00:00.000,"1997",2,5,17,19970517,"May","May 1997","Q2 1997",5,"Saturday",1997-05-18 00:00:00.000,20,19970500,19970200,"97","FY98",5
1997-05-18 00:00:00.000,"1997",2,5,18,19970518,"May","May 1997","Q2 1997",6,"Sunday",1997-05-18 00:00:00.000,20,19970500,19970200,"97","FY98",5
1997-05-19 00:00:00.000,"1997",2,5,19,19970519,"May","May 1997","Q2 1997",0,"Monday",1997-05-25 00:00:00.000,21,19970500,19970200,"97","FY98",5
1997-05-20 00:00:00.000,"1997",2,5,20,19970520,"May","May 1997","Q2 1997",1,"Tuesday",1997-05-25 00:00:00.000,21,19970500,19970200,"97","FY98",5
1997-05-21 00:00:00.000,"1997",2,5,21,19970521,"May","May 1997","Q2 1997",2,"Wednesday",1997-05-25 00:00:00.000,21,19970500,19970200,"97","FY98",5
1997-05-22 00:00:00.000,"1997",2,5,22,19970522,"May","May 1997","Q2 1997",3,"Thursday",1997-05-25 00:00:00.000,21,19970500,19970200,"97","FY98",5
1997-05-23 00:00:00.000,"1997",2,5,23,19970523,"May","May 1997","Q2 1997",4,"Friday",1997-05-25 00:00:00.000,21,19970500,19970200,"97","FY98",5
1997-05-24 00:00:00.000,"1997",2,5,24,19970524,"May","May 1997","Q2 1997",5,"Saturday",1997-05-25 00:00:00.000,21,19970500,19970200,"97","FY98",5
1997-05-25 00:00:00.000,"1997",2,5,25,19970525,"May","May 1997","Q2 1997",6,"Sunday",1997-05-25 00:00:00.000,21,19970500,19970200,"97","FY98",5
1997-05-26 00:00:00.000,"1997",2,5,26,19970526,"May","May 1997","Q2 1997",0,"Monday",1997-06-01 00:00:00.000,22,19970500,19970200,"97","FY98",5
1997-05-27 00:00:00.000,"1997",2,5,27,19970527,"May","May 1997","Q2 1997",1,"Tuesday",1997-06-01 00:00:00.000,22,19970500,19970200,"97","FY98",5
1997-05-28 00:00:00.000,"1997",2,5,28,19970528,"May","May 1997","Q2 1997",2,"Wednesday",1997-06-01 00:00:00.000,22,19970500,19970200,"97","FY98",5
1997-05-29 00:00:00.000,"1997",2,5,29,19970529,"May","May 1997","Q2 1997",3,"Thursday",1997-06-01 00:00:00.000,22,19970500,19970200,"97","FY98",5
1997-05-30 00:00:00.000,"1997",2,5,30,19970530,"May","May 1997","Q2 1997",4,"Friday",1997-06-01 00:00:00.000,22,19970500,19970200,"97","FY98",5
1997-05-31 00:00:00.000,"1997",2,5,31,19970531,"May","May 1997","Q2 1997",5,"Saturday",1997-06-01 00:00:00.000,22,19970500,19970200,"97","FY98",5
1998-05-01 00:00:00.000,"1998",2,5,1,19980501,"May","May 1998","Q2 1998",4,"Friday",1998-05-03 00:00:00.000,18,19980500,19980200,"98","FY99",5
1998-05-02 00:00:00.000,"1998",2,5,2,19980502,"May","May 1998","Q2 1998",5,"Saturday",1998-05-03 00:00:00.000,18,19980500,19980200,"98","FY99",5
1998-05-03 00:00:00.000,"1998",2,5,3,19980503,"May","May 1998","Q2 1998",6,"Sunday",1998-05-03 00:00:00.000,18,19980500,19980200,"98","FY99",5
1998-05-04 00:00:00.000,"1998",2,5,4,19980504,"May","May 1998","Q2 1998",0,"Monday",1998-05-10 00:00:00.000,19,19980500,19980200,"98","FY99",5
1998-05-05 00:00:00.000,"1998",2,5,5,19980505,"May","May 1998","Q2 1998",1,"Tuesday",1998-05-10 00:00:00.000,19,19980500,19980200,"98","FY99",5
1998-05-06 00:00:00.000,"1998",2,5,6,19980506,"May","May 1998","Q2 1998",2,"Wednesday",1998-05-10 00:00:00.000,19,19980500,19980200,"98","FY99",5
1998-05-07 00:00:00.000,"1998",2,5,7,19980507,"May","May 1998","Q2 1998",3,"Thursday",1998-05-10 00:00:00.000,19,19980500,19980200,"98","FY99",5
1998-05-08 00:00:00.000,"1998",2,5,8,19980508,"May","May 1998","Q2 1998",4,"Friday",1998-05-10 00:00:00.000,19,19980500,19980200,"98","FY99",5
1998-05-09 00:00:00.000,"1998",2,5,9,19980509,"May","May 1998","Q2 1998",5,"Saturday",1998-05-10 00:00:00.000,19,19980500,19980200,"98","FY99",5
1998-05-10 00:00:00.000,"1998",2,5,10,19980510,"May","May 1998","Q2 1998",6,"Sunday",1998-05-10 00:00:00.000,19,19980500,19980200,"98","FY99",5
1998-05-11 00:00:00.000,"1998",2,5,11,19980511,"May","May 1998","Q2 1998",0,"Monday",1998-05-17 00:00:00.000,20,19980500,19980200,"98","FY99",5
1998-05-12 00:00:00.000,"1998",2,5,12,19980512,"May","May 1998","Q2 1998",1,"Tuesday",1998-05-17 00:00:00.000,20,19980500,19980200,"98","FY99",5
1998-05-13 00:00:00.000,"1998",2,5,13,19980513,"May","May 1998","Q2 1998",2,"Wednesday",1998-05-17 00:00:00.000,20,19980500,19980200,"98","FY99",5
1998-05-14 00:00:00.000,"1998",2,5,14,19980514,"May","May 1998","Q2 1998",3,"Thursday",1998-05-17 00:00:00.000,20,19980500,19980200,"98","FY99",5
1998-05-15 00:00:00.000,"1998",2,5,15,19980515,"May","May 1998","Q2 1998",4,"Friday",1998-05-17 00:00:00.000,20,19980500,19980200,"98","FY99",5
1998-05-16 00:00:00.000,"1998",2,5,16,19980516,"May","May 1998","Q2 1998",5,"Saturday",1998-05-17 00:00:00.000,20,19980500,19980200,"98","FY99",5
1998-05-17 00:00:00.000,"1998",2,5,17,19980517,"May","May 1998","Q2 1998",6,"Sunday",1998-05-17 00:00:00.000,20,19980500,19980200,"98","FY99",5
1998-05-18 00:00:00.000,"1998",2,5,18,19980518,"May","May 1998","Q2 1998",0,"Monday",1998-05-24 00:00:00.000,21,19980500,19980200,"98","FY99",5
1998-05-19 00:00:00.000,"1998",2,5,19,19980519,"May","May 1998","Q2 1998",1,"Tuesday",1998-05-24 00:00:00.000,21,19980500,19980200,"98","FY99",5
1998-05-20 00:00:00.000,"1998",2,5,20,19980520,"May","May 1998","Q2 1998",2,"Wednesday",1998-05-24 00:00:00.000,21,19980500,19980200,"98","FY99",5
1998-05-21 00:00:00.000,"1998",2,5,21,19980521,"May","May 1998","Q2 1998",3,"Thursday",1998-05-24 00:00:00.000,21,19980500,19980200,"98","FY99",5
1998-05-22 00:00:00.000,"1998",2,5,22,19980522,"May","May 1998","Q2 1998",4,"Friday",1998-05-24 00:00:00.000,21,19980500,19980200,"98","FY99",5
1998-05-23 00:00:00.000,"1998",2,5,23,19980523,"May","May 1998","Q2 1998",5,"Saturday",1998-05-24 00:00:00.000,21,19980500,19980200,"98","FY99",5
1998-05-24 00:00:00.000,"1998",2,5,24,19980524,"May","May 1998","Q2 1998",6,"Sunday",1998-05-24 00:00:00.000,21,19980500,19980200,"98","FY99",5
1998-05-25 00:00:00.000,"1998",2,5,25,19980525,"May","May 1998","Q2 1998",0,"Monday",1998-05-31 00:00:00.000,22,19980500,19980200,"98","FY99",5
1998-05-26 00:00:00.000,"1998",2,5,26,19980526,"May","May 1998","Q2 1998",1,"Tuesday",1998-05-31 00:00:00.000,22,19980500,19980200,"98","FY99",5
1998-05-27 00:00:00.000,"1998",2,5,27,19980527,"May","May 1998","Q2 1998",2,"Wednesday",1998-05-31 00:00:00.000,22,19980500,19980200,"98","FY99",5
1998-05-28 00:00:00.000,"1998",2,5,28,19980528,"May","May 1998","Q2 1998",3,"Thursday",1998-05-31 00:00:00.000,22,19980500,19980200,"98","FY99",5
1998-05-29 00:00:00.000,"1998",2,5,29,19980529,"May","May 1998","Q2 1998",4,"Friday",1998-05-31 00:00:00.000,22,19980500,19980200,"98","FY99",5
1998-05-30 00:00:00.000,"1998",2,5,30,19980530,"May","May 1998","Q2 1998",5,"Saturday",1998-05-31 00:00:00.000,22,19980500,19980200,"98","FY99",5
1998-05-31 00:00:00.000,"1998",2,5,31,19980531,"May","May 1998","Q2 1998",6,"Sunday",1998-05-31 00:00:00.000,22,19980500,19980200,"98","FY99",5
1995-04-01 00:00:00.000,"1995",2,4,1,19950401,"April","Apr 1995","Q2 1995",5,"Saturday",1995-04-02 00:00:00.000,14,19950400,19950200,"95","FY96",4
1995-04-02 00:00:00.000,"1995",2,4,2,19950402,"April","Apr 1995","Q2 1995",6,"Sunday",1995-04-02 00:00:00.000,14,19950400,19950200,"95","FY96",4
1995-04-03 00:00:00.000,"1995",2,4,3,19950403,"April","Apr 1995","Q2 1995",0,"Monday",1995-04-09 00:00:00.000,15,19950400,19950200,"95","FY96",4
1995-04-04 00:00:00.000,"1995",2,4,4,19950404,"April","Apr 1995","Q2 1995",1,"Tuesday",1995-04-09 00:00:00.000,15,19950400,19950200,"95","FY96",4
1995-04-05 00:00:00.000,"1995",2,4,5,19950405,"April","Apr 1995","Q2 1995",2,"Wednesday",1995-04-09 00:00:00.000,15,19950400,19950200,"95","FY96",4
1995-04-06 00:00:00.000,"1995",2,4,6,19950406,"April","Apr 1995","Q2 1995",3,"Thursday",1995-04-09 00:00:00.000,15,19950400,19950200,"95","FY96",4
1995-04-07 00:00:00.000,"1995",2,4,7,19950407,"April","Apr 1995","Q2 1995",4,"Friday",1995-04-09 00:00:00.000,15,19950400,19950200,"95","FY96",4
1995-04-08 00:00:00.000,"1995",2,4,8,19950408,"April","Apr 1995","Q2 1995",5,"Saturday",1995-04-09 00:00:00.000,15,19950400,19950200,"95","FY96",4
1995-04-09 00:00:00.000,"1995",2,4,9,19950409,"April","Apr 1995","Q2 1995",6,"Sunday",1995-04-09 00:00:00.000,15,19950400,19950200,"95","FY96",4
1995-04-10 00:00:00.000,"1995",2,4,10,19950410,"April","Apr 1995","Q2 1995",0,"Monday",1995-04-16 00:00:00.000,16,19950400,19950200,"95","FY96",4
1995-04-11 00:00:00.000,"1995",2,4,11,19950411,"April","Apr 1995","Q2 1995",1,"Tuesday",1995-04-16 00:00:00.000,16,19950400,19950200,"95","FY96",4
1995-04-12 00:00:00.000,"1995",2,4,12,19950412,"April","Apr 1995","Q2 1995",2,"Wednesday",1995-04-16 00:00:00.000,16,19950400,19950200,"95","FY96",4
1995-04-13 00:00:00.000,"1995",2,4,13,19950413,"April","Apr 1995","Q2 1995",3,"Thursday",1995-04-16 00:00:00.000,16,19950400,19950200,"95","FY96",4
1995-04-14 00:00:00.000,"1995",2,4,14,19950414,"April","Apr 1995","Q2 1995",4,"Friday",1995-04-16 00:00:00.000,16,19950400,19950200,"95","FY96",4
1995-04-15 00:00:00.000,"1995",2,4,15,19950415,"April","Apr 1995","Q2 1995",5,"Saturday",1995-04-16 00:00:00.000,16,19950400,19950200,"95","FY96",4
1995-04-16 00:00:00.000,"1995",2,4,16,19950416,"April","Apr 1995","Q2 1995",6,"Sunday",1995-04-16 00:00:00.000,16,19950400,19950200,"95","FY96",4
1995-04-17 00:00:00.000,"1995",2,4,17,19950417,"April","Apr 1995","Q2 1995",0,"Monday",1995-04-23 00:00:00.000,17,19950400,19950200,"95","FY96",4
1995-04-18 00:00:00.000,"1995",2,4,18,19950418,"April","Apr 1995","Q2 1995",1,"Tuesday",1995-04-23 00:00:00.000,17,19950400,19950200,"95","FY96",4
1995-04-19 00:00:00.000,"1995",2,4,19,19950419,"April","Apr 1995","Q2 1995",2,"Wednesday",1995-04-23 00:00:00.000,17,19950400,19950200,"95","FY96",4
1995-04-20 00:00:00.000,"1995",2,4,20,19950420,"April","Apr 1995","Q2 1995",3,"Thursday",1995-04-23 00:00:00.000,17,19950400,19950200,"95","FY96",4
1995-04-21 00:00:00.000,"1995",2,4,21,19950421,"April","Apr 1995","Q2 1995",4,"Friday",1995-04-23 00:00:00.000,17,19950400,19950200,"95","FY96",4
1995-04-22 00:00:00.000,"1995",2,4,22,19950422,"April","Apr 1995","Q2 1995",5,"Saturday",1995-04-23 00:00:00.000,17,19950400,19950200,"95","FY96",4
1995-04-23 00:00:00.000,"1995",2,4,23,19950423,"April","Apr 1995","Q2 1995",6,"Sunday",1995-04-23 00:00:00.000,17,19950400,19950200,"95","FY96",4
1995-04-24 00:00:00.000,"1995",2,4,24,19950424,"April","Apr 1995","Q2 1995",0,"Monday",1995-04-30 00:00:00.000,18,19950400,19950200,"95","FY96",4
1995-04-25 00:00:00.000,"1995",2,4,25,19950425,"April","Apr 1995","Q2 1995",1,"Tuesday",1995-04-30 00:00:00.000,18,19950400,19950200,"95","FY96",4
1995-04-26 00:00:00.000,"1995",2,4,26,19950426,"April","Apr 1995","Q2 1995",2,"Wednesday",1995-04-30 00:00:00.000,18,19950400,19950200,"95","FY96",4
1995-04-27 00:00:00.000,"1995",2,4,27,19950427,"April","Apr 1995","Q2 1995",3,"Thursday",1995-04-30 00:00:00.000,18,19950400,19950200,"95","FY96",4
1995-04-28 00:00:00.000,"1995",2,4,28,19950428,"April","Apr 1995","Q2 1995",4,"Friday",1995-04-30 00:00:00.000,18,19950400,19950200,"95","FY96",4
1995-04-29 00:00:00.000,"1995",2,4,29,19950429,"April","Apr 1995","Q2 1995",5,"Saturday",1995-04-30 00:00:00.000,18,19950400,19950200,"95","FY96",4
1995-04-30 00:00:00.000,"1995",2,4,30,19950430,"April","Apr 1995","Q2 1995",6,"Sunday",1995-04-30 00:00:00.000,18,19950400,19950200,"95","FY96",4
1996-04-01 00:00:00.000,"1996",2,4,1,19960401,"April","Apr 1996","Q2 1996",0,"Monday",1996-04-07 00:00:00.000,14,19960400,19960200,"96","FY97",4
1996-04-02 00:00:00.000,"1996",2,4,2,19960402,"April","Apr 1996","Q2 1996",1,"Tuesday",1996-04-07 00:00:00.000,14,19960400,19960200,"96","FY97",4
1996-04-03 00:00:00.000,"1996",2,4,3,19960403,"April","Apr 1996","Q2 1996",2,"Wednesday",1996-04-07 00:00:00.000,14,19960400,19960200,"96","FY97",4
1996-04-04 00:00:00.000,"1996",2,4,4,19960404,"April","Apr 1996","Q2 1996",3,"Thursday",1996-04-07 00:00:00.000,14,19960400,19960200,"96","FY97",4
1996-04-05 00:00:00.000,"1996",2,4,5,19960405,"April","Apr 1996","Q2 1996",4,"Friday",1996-04-07 00:00:00.000,14,19960400,19960200,"96","FY97",4
1996-04-06 00:00:00.000,"1996",2,4,6,19960406,"April","Apr 1996","Q2 1996",5,"Saturday",1996-04-07 00:00:00.000,14,19960400,19960200,"96","FY97",4
1996-04-07 00:00:00.000,"1996",2,4,7,19960407,"April","Apr 1996","Q2 1996",6,"Sunday",1996-04-07 00:00:00.000,14,19960400,19960200,"96","FY97",4
1996-04-08 00:00:00.000,"1996",2,4,8,19960408,"April","Apr 1996","Q2 1996",0,"Monday",1996-04-14 00:00:00.000,15,19960400,19960200,"96","FY97",4
1996-04-09 00:00:00.000,"1996",2,4,9,19960409,"April","Apr 1996","Q2 1996",1,"Tuesday",1996-04-14 00:00:00.000,15,19960400,19960200,"96","FY97",4
1996-04-10 00:00:00.000,"1996",2,4,10,19960410,"April","Apr 1996","Q2 1996",2,"Wednesday",1996-04-14 00:00:00.000,15,19960400,19960200,"96","FY97",4
1996-04-11 00:00:00.000,"1996",2,4,11,19960411,"April","Apr 1996","Q2 1996",3,"Thursday",1996-04-14 00:00:00.000,15,19960400,19960200,"96","FY97",4
1996-04-12 00:00:00.000,"1996",2,4,12,19960412,"April","Apr 1996","Q2 1996",4,"Friday",1996-04-14 00:00:00.000,15,19960400,19960200,"96","FY97",4
1996-04-13 00:00:00.000,"1996",2,4,13,19960413,"April","Apr 1996","Q2 1996",5,"Saturday",1996-04-14 00:00:00.000,15,19960400,19960200,"96","FY97",4
1996-04-14 00:00:00.000,"1996",2,4,14,19960414,"April","Apr 1996","Q2 1996",6,"Sunday",1996-04-14 00:00:00.000,15,19960400,19960200,"96","FY97",4
1996-04-15 00:00:00.000,"1996",2,4,15,19960415,"April","Apr 1996","Q2 1996",0,"Monday",1996-04-21 00:00:00.000,16,19960400,19960200,"96","FY97",4
1996-04-16 00:00:00.000,"1996",2,4,16,19960416,"April","Apr 1996","Q2 1996",1,"Tuesday",1996-04-21 00:00:00.000,16,19960400,19960200,"96","FY97",4
1996-04-17 00:00:00.000,"1996",2,4,17,19960417,"April","Apr 1996","Q2 1996",2,"Wednesday",1996-04-21 00:00:00.000,16,19960400,19960200,"96","FY97",4
1996-04-18 00:00:00.000,"1996",2,4,18,19960418,"April","Apr 1996","Q2 1996",3,"Thursday",1996-04-21 00:00:00.000,16,19960400,19960200,"96","FY97",4
1996-04-19 00:00:00.000,"1996",2,4,19,19960419,"April","Apr 1996","Q2 1996",4,"Friday",1996-04-21 00:00:00.000,16,19960400,19960200,"96","FY97",4
1996-04-20 00:00:00.000,"1996",2,4,20,19960420,"April","Apr 1996","Q2 1996",5,"Saturday",1996-04-21 00:00:00.000,16,19960400,19960200,"96","FY97",4
1996-04-21 00:00:00.000,"1996",2,4,21,19960421,"April","Apr 1996","Q2 1996",6,"Sunday",1996-04-21 00:00:00.000,16,19960400,19960200,"96","FY97",4
1996-04-22 00:00:00.000,"1996",2,4,22,19960422,"April","Apr 1996","Q2 1996",0,"Monday",1996-04-28 00:00:00.000,17,19960400,19960200,"96","FY97",4
1996-04-23 00:00:00.000,"1996",2,4,23,19960423,"April","Apr 1996","Q2 1996",1,"Tuesday",1996-04-28 00:00:00.000,17,19960400,19960200,"96","FY97",4
1996-04-24 00:00:00.000,"1996",2,4,24,19960424,"April","Apr 1996","Q2 1996",2,"Wednesday",1996-04-28 00:00:00.000,17,19960400,19960200,"96","FY97",4
1996-04-25 00:00:00.000,"1996",2,4,25,19960425,"April","Apr 1996","Q2 1996",3,"Thursday",1996-04-28 00:00:00.000,17,19960400,19960200,"96","FY97",4
