Payment_ID,Facility_ID,Payment,Lower_Estimate,Higher_Estimate,Payment_Category,Value_Of_Care_Category
293,"050289",21949.25,19985.25,24026,"0.25","0"
318,"010056",22132,20751.5,23605.5,"0.25","0"
327,"140043",21531.75,19733,23501.75,"0.25","0"
351,"100244",21290.5,19813.25,22851.5,"0.25","0"
365,"360068",21581.5,20495,22744,"0.25","0"
369,"050724",21898.25,20153.5,23729,"0.25","0"
393,"280061",21824.75,19835.75,24006.25,"0.25","0"
395,"310034",21996.5,20683.5,23378.25,"0.25","0"
397,"330028",23504.75,21253.25,25932.25,"0.25","0"
421,"110018",23460.5,21236.75,25991.75,"0.25","0"
424,"190125",21491,20258,22802,"0.25","0"
444,"100068",22008.5,20735.5,23360.5,"0.25","0"
455,"100092",21754,19932.25,23717.25,"0.25","0"
461,"290054",22644.25,20994.75,24459.5,"0.25","0"
519,"040007",21511.5,20156.75,22958.75,"0.25","0"
544,"050082",21864.75,20335,23586.25,"0.25","0"
552,"170176",21873.5,20114.5,23777,"0.25","0"
560,"110129",21629,20296.5,23081.5,"0.25","0"
569,"330043",21777.25,20528.25,23139,"0.25","0"
594,"150002",21910.5,20183,23760.75,"0.25","0"
595,"150034",21592.75,20189.25,23055,"0.25","0"
605,"030016",21487.25,19802.5,23279.25,"0.25","0"
627,"250094",22134,20062.25,24453.75,"0.25","0"
648,"150006",22281,20292,24458.75,"0.25","0"
654,"110069",21550.75,20157.5,23009.25,"0.25","0"
736,"100046",21576.5,19834.25,23409,"0.25","0"
740,"150104",21802,19607.5,24275.25,"0.25","0"
755,"190054",23783.5,21848,25921.75,"0.25","0"
801,"050038",22807.5,20718.75,25195.5,"0.25","0"
803,"050485",21410.25,19884.5,22932.75,"0.25","0"
861,"210006",21818.25,19510.5,24422.25,"0.25","0"
871,"060100",21798.75,20186.25,23596.25,"0.25","0"
872,"140182",22003.25,19894.75,24316.25,"0.25","0"
899,"230047",21885.25,20782.5,23040.5,"0.25","0"
917,"180103",21878.5,20600.75,23232.75,"0.25","0"
941,"140150",22125.5,19703,24792.5,"0.25","0"
965,"050124",21565,19679,23587.5,"0.25","0"
968,"150046",21461.5,19506.25,23517.5,"0.25","0"
975,"050242",21220,19912.25,22618,"0.25","0"
989,"010103",21907.25,20107.5,23770.75,"0.25","0"
991,"050551",22680.25,20847.5,24629.25,"0.25","0"
1019,"360112",22123.5,20326.25,24007.75,"0.25","0"
1020,"040088",22183.75,20145.5,24402.75,"0.25","0"
1031,"040071",21647.75,20033.5,23379.5,"0.25","0"
1057,"300011",21020,19539.25,22618,"0.25","0"
1076,"160064",21688.75,20499.25,22904,"0.25","0"
1078,"160117",22158.5,20043,24502.25,"0.25","0"
1087,"030101",21404.75,19513.75,23438.25,"0.25","0"
1089,"140114",22788.25,21059,24641.75,"0.25","0"
1094,"290053",22165.5,20130.75,24348.25,"0.25","0"
1097,"010016",21656,19957.75,23487.75,"0.25","0"
1129,"360123",21214.75,19722.25,22811.5,"0.25","0"
1146,"140180",22863.75,20771.25,25069.75,"0.25","0"
1160,"070024",21451,19936,23023.5,"0.25","0"
1165,"230270",22494.25,20434,24777.75,"0.25","0"
1208,"050367",22178.25,20624,23800,"0.25","0"
1216,"220070",22118.5,20673,23628.5,"0.25","0"
1217,"040055",21122.25,19943.25,22365.25,"0.25","0"
1233,"120007",21943.25,20156.75,23903.25,"0.25","0"
1239,"280130",21109.5,19499,22775.75,"0.25","0"
1242,"030013",21302.75,20261.75,22391.5,"0.25","0"
1273,"010046",22505,20451.5,24773.5,"0.25","0"
1296,"220163",21820,20786,22898.25,"0.25","0"
1309,"110036",21730.5,20370,23172.25,"0.25","0"
1324,"070016",21865.75,20210.5,23664.5,"0.25","0"
1328,"230099",21577,19733.75,23554.75,"0.25","0"
1337,"200009",20763.25,19847.5,21752.25,"0.25","0"
1361,"220024",21562,19646.75,23643,"0.25","0"
1383,"360066",22248.25,20870.75,23704,"0.25","0"
1398,"360048",21834.75,19806,24015.5,"0.25","0"
1413,"100088",21507.5,20538.5,22508.25,"0.25","0"
1425,"100038",21825,20219,23507,"0.25","0"
1447,"150009",21185,19823.25,22623.5,"0.25","0"
1469,"310008",21609,20401,22945.25,"0.25","0"
1481,"060001",20884,19425.25,22475,"0.25","0"
1484,"110198",22365.75,20413.25,24558.25,"0.25","0"
1500,"360125",21872.75,19738,24222.25,"0.25","0"
1507,"140304",22552,20304,25075.75,"0.25","0"
1522,"150023",21849,20691.75,23099,"0.25","0"
1526,"180124",21266.5,19673,22967.75,"0.25","0"
1527,"210034",21410.75,19422.5,23558.5,"0.25","0"
1587,"100019",21754.25,20669,22917.25,"0.25","0"
1596,"270004",21479,20178.5,22812.75,"0.25","0"
1682,"100044",21901.5,20884.75,22978,"0.25","0"
1683,"100179",22579,21046.25,24231.75,"0.25","0"
1715,"310086",21636.5,20536.75,22873.5,"0.25","0"
1729,"310011",22016.25,20386.25,23809.25,"0.25","0"
1731,"010038",21225.75,18779.75,23892.75,"0.25","0"
1733,"040022",21960,20359,23621.25,"0.25","0"
1769,"260023",22052.75,20350.75,23883,"0.25","0"
1770,"330056",22041.25,19904.5,24463.5,"0.25","0"
1773,"100045",21551,19971.25,23241.75,"0.25","0"
1805,"360133",21850,20302,23519.25,"0.25","0"
1828,"100077",22137,20676,23714.5,"0.25","0"
1831,"140048",21832.5,19663,24208.5,"0.25","0"
1850,"100206",21728,19459,24175.75,"0.25","0"
1871,"210032",22159,20247,24227.25,"0.25","0"
1876,"360081",22029.75,19976.75,24254.25,"0.25","0"
1888,"050313",21759,19506.25,24270.5,"0.25","0"
1892,"310112",22751.75,21016.75,24636.25,"0.25","0"
1928,"050084",22016.5,20474.75,23643.75,"0.25","0"
1949,"220030",22399.25,20191,24853.5,"0.25","0"
1958,"100032",22233.75,20428,24202.5,"0.25","0"
1961,"170012",22150.75,20254.5,24227.25,"0.25","0"
2013,"330246",22080.75,20053.5,24240.25,"0.25","0"
2028,"140054",21253,19545,23149,"0.25","0"
2032,"180102",21644,20305.25,23026.5,"0.25","0"
2048,"190027",21948.5,20293.5,23735,"0.25","0"
2075,"010139",21824.75,20098.25,23582.75,"0.25","0"
2085,"250099",23149,21044.25,25453.25,"0.25","0"
2102,"360121",22414.25,20049.5,24933,"0.25","0"
2116,"350019",21924.75,20584,23417.25,"0.25","0"
2124,"100319",21386.75,19573.75,23317.5,"0.25","0"
2159,"360025",21674.5,20131.75,23342.75,"0.25","0"
2167,"110229",21160.75,19691.25,22804.75,"0.25","0"
2190,"100057",21845,20611.75,23216.25,"0.25","0"
2196,"360001",21504.75,20174.75,22946.5,"0.25","0"
2256,"050168",22983.25,21473.5,24598.5,"0.25","0"
2266,"030002",22102.75,20142,24180,"0.25","0"
2268,"110034",22523.75,20545.5,24675,"0.25","0"
2319,"290007",22759,20537.75,25250.75,"0.25","0"
2323,"050393",21929.75,19872.25,24144,"0.25","0"
2328,"310010",21994.25,20645.75,23434,"0.25","0"
2339,"240063",21187.75,19313,23127.5,"0.25","0"
2341,"260074",21617.75,19125.25,24327.75,"0.25","0"
2348,"031314",22362.75,19708.75,25263.75,"0.25","0"
2369,"110076",20418.75,18895,22035.75,"0.25","0"
2395,"180080",21690.25,19877.5,23646.5,"0.25","0"
2422,"100113",21069.5,19977.5,22239.5,"0.25","0"
2433,"330104",21682.25,19992.5,23570.75,"0.25","0"
2434,"330184",22482.25,20555.5,24537.5,"0.25","0"
2448,"250138",21674.75,19426.5,24104.25,"0.25","0"
2464,"050488",22091,20208.5,24104,"0.25","0"
2473,"220020",21763,20223,23408.25,"0.25","0"
2516,"140172",22722.25,21198,24369.5,"0.25","0"
2553,"180017",22253.75,20594.25,24035.25,"0.25","0"
2565,"030087",21449.5,20305.25,22658,"0.25","0"
2605,"280134",22019.75,20373.25,23803,"0.25","0"
2608,"360174",21691.75,19645.25,23959.25,"0.25","0"
2653,"050077",21974.5,20527.75,23506.25,"0.25","0"
2671,"450007",21947.25,20103,23859.75,"0.25","0"
2713,"450484",21318.75,19654,23107,"0.25","0"
2743,"390180",21762.25,20287,23346.75,"0.25","0"
2778,"450002",21459.5,19292.25,23795,"0.25","0"
2802,"450051",21180.25,19359.25,23117.75,"0.25","0"
2857,"450099",22290,19881.75,24942,"0.25","0"
2872,"440018",22238.5,19819,24933.25,"0.25","0"
2913,"370093",21770.5,20027.25,23627.25,"0.25","0"
2948,"450102",21630.5,20644,22693.5,"0.25","0"
2968,"670120",22113.75,19980.25,24486.75,"0.25","0"
2973,"450029",21237.5,19606,22985,"0.25","0"
2984,"440176",20741.5,18481.5,23252.75,"0.25","0"
2987,"450424",22431,20813.75,24140.75,"0.25","0"
3025,"450668",20854.5,19201.25,22652.5,"0.25","0"
3055,"390125",22881.75,20817.75,25113.25,"0.25","0"
3071,"390066",21464.75,19996.25,23008.75,"0.25","0"
3079,"460005",22215.5,20142,24591.75,"0.25","0"
3083,"440091",21416.75,20453.75,22432.25,"0.25","0"
3109,"450200",22131,20169,24218.5,"0.25","0"
3119,"390016",21323.75,19327.75,23438.5,"0.25","0"
3182,"450097",23256,20909,25839.25,"0.25","0"
3208,"500152",21953.25,20120.5,23906.25,"0.25","0"
3214,"450028",22423.25,20350.5,24651.75,"0.25","0"
3243,"390090",21808.25,19332,24585.75,"0.25","0"
3276,"670053",23044,20578,25796.5,"0.25","0"
3280,"450518",23439.75,21494.25,25616.5,"0.25","0"
3296,"390194",21315.25,19371.75,23398.25,"0.25","0"
3348,"450104",22922.25,20776.25,25280.5,"0.25","0"
3371,"450742",21086.5,19157,23206.75,"0.25","0"
3373,"670082",21817.25,20067.75,23723.25,"0.25","0"
3383,"360262",21712,19822,23762.5,"0.25","0"
3392,"390329",21509.75,19995,23130.5,"0.25","0"
3397,"460013",21350.75,19055,23895,"0.25","0"
3450,"450372",22164.75,20444.25,23981.5,"0.25","0"
3470,"390081",22096.5,19989.75,24379,"0.25","0"
3477,"370014",21483,19710.25,23404.75,"0.25","0"
3500,"390076",21965.75,19968.75,24133.5,"0.25","0"
3515,"450087",22940.25,20787.75,25246.75,"0.25","0"
3537,"490110",21410.5,19558.5,23371.5,"0.25","0"
3571,"450848",20890.5,19008.25,22931.75,"0.25","0"
3591,"450352",23972.75,22064,26021.5,"0.25","0"
3593,"510024",21539.5,20037.75,23098.25,"0.25","0"
3610,"450508",22898.25,20593.5,25498.5,"0.25","0"
3649,"440144",21357.25,19248.75,23650.5,"0.25","0"
3652,"450587",22427.25,20216.75,24878.75,"0.25","0"
3660,"420018",22166.25,20831,23539.75,"0.25","0"
3681,"450890",22377.5,20442.5,24511,"0.25","0"
3684,"510062",22525.5,20342.25,24990.5,"0.25","0"
3699,"370091",21570.75,20634.5,22563.25,"0.25","0"
3701,"450033",22164,20619,23859.75,"0.25","0"
3710,"450135",21363.75,19898.75,22926.25,"0.25","0"
3737,"450809",21593.25,20128,23246,"0.25","0"
3742,"390036",21406.5,19707.75,23175.25,"0.25","0"
3763,"510046",21452.25,19687.25,23368.5,"0.25","0"
3784,"390267",22264,20429.75,24250.25,"0.25","0"
3796,"450822",21969.75,19292,24859.25,"0.25","0"
3801,"390030",22551.75,20260.25,25153.25,"0.25","0"
3810,"360234",21625,20195.5,23126.75,"0.25","0"
3851,"450083",21450.25,20350,22589.75,"0.25","0"
3885,"670023",22443.25,20530,24519,"0.25","0"
3890,"440046",21915,19871.5,24234,"0.25","0"
3899,"450669",22591.75,20464.75,24964.25,"0.25","0"
3,"100140",18872.6667,17511.3333,20323.3333,"-0.333333","0"
7,"140124",20733,18230.6667,23381,"-0.333333","0"
9,"190204",17853,16328.3333,19503.6667,"-0.333333","0"
19,"180027",18356.6667,16996.3333,19778,"-0.333333","0"
26,"190098",20191,18008.3333,22569.3333,"-0.333333","0"
31,"330079",18222.3333,16627,19923.3333,"-0.333333","0"
75,"240076",17908.6667,15796,20224.6667,"-0.333333","0"
81,"140234",18388.3333,16994.6667,19841.3333,"-0.333333","0"
107,"041310",18180,16192.6667,20362.3333,"-0.333333","0"
122,"131305",18707.6667,16404.3333,21188.3333,"-0.333333","0"
137,"161343",18509,16257,20990.6667,"-0.333333","0"
142,"301309",18531.3333,16737.3333,20480.6667,"-0.333333","0"
149,"120011",16459.3333,14328.3333,18721.3333,"-0.333333","0"
150,"131319",17999.6667,15893,20243,"-0.333333","0"
157,"301311",18496.6667,16434.6667,20734.3333,"-0.333333","0"
167,"160124",17789.3333,15943.3333,19803,"-0.333333","0"
179,"160032",18044.6667,16109.3333,20189,"-0.333333","0"
187,"060054",19059.6667,17156,21065,"-0.333333","0"
210,"110079",20241.6667,18275.6667,22388.3333,"-0.333333","0"
218,"330223",17677.3333,15824.6667,19676.3333,"-0.333333","0"
243,"250042",19535.6667,17342,21834.6667,"-0.333333","0"
249,"360148",18088.6667,16137.3333,20238.3333,"-0.333333","0"
272,"320011",17674.3333,15884.6667,19622,"-0.333333","0"
306,"140294",18274,16343,20338.6667,"-0.333333","0"
343,"181323",17595,15489.6667,19923.6667,"-0.333333","0"
359,"240014",18701.6667,16436,21097.3333,"-0.333333","0"
449,"230121",18015,16473.3333,19640.6667,"-0.333333","0"
457,"240084",17641,15554.6667,19912.3333,"-0.333333","0"
489,"140210",16914.3333,15215,18750,"-0.333333","0"
523,"141327",18037.3333,16299.6667,19903.3333,"-0.333333","0"
531,"360002",17868,16297.6667,19454.3333,"-0.333333","0"
540,"301302",18049.6667,16322.6667,19895,"-0.333333","0"
575,"161344",19315.6667,17249.6667,21525.3333,"-0.333333","0"
617,"240052",18110,16179.3333,20170,"-0.333333","0"
622,"130071",18410.3333,16306.6667,20700,"-0.333333","0"
625,"240101",17490,15585,19557.3333,"-0.333333","0"
633,"050373",20477,18025,23086.3333,"-0.333333","0"
635,"100142",18120,16647,19689.3333,"-0.333333","0"
650,"230080",18438.6667,16977.6667,19931.6667,"-0.333333","0"
696,"151331",19532.3333,17401,21848.6667,"-0.333333","0"
746,"360087",18399.3333,16571,20287,"-0.333333","0"
756,"201315",18234.3333,16316.3333,20243.3333,"-0.333333","0"
768,"330008",18106.3333,15899.6667,20582.6667,"-0.333333","0"
777,"150097",18054.3333,16480.6667,19745.3333,"-0.333333","0"
790,"150091",18158.3333,16266,20224.3333,"-0.333333","0"
807,"161352",17735.3333,15757,19867.3333,"-0.333333","0"
812,"230037",18638.3333,16744.6667,20746.3333,"-0.333333","0"
822,"150088",18489.6667,17244.6667,19836.6667,"-0.333333","0"
855,"321310",17470.3333,15661.6667,19419,"-0.333333","0"
883,"061327",17017.3333,14974.6667,19265,"-0.333333","0"
887,"140001",18362.3333,16635,20197.6667,"-0.333333","0"
926,"150045",17763,15864.3333,19859,"-0.333333","0"
935,"260162",18100,16169,20259,"-0.333333","0"
943,"180070",18597,16778.6667,20635,"-0.333333","0"
946,"240030",18379.3333,16534.3333,20295.6667,"-0.333333","0"
960,"230180",17815.6667,15776.6667,19964.6667,"-0.333333","0"
999,"330204",20116.3333,17527.6667,22846.6667,"-0.333333","0"
1007,"130025",18491,16644.3333,20490.3333,"-0.333333","0"
1029,"340085",18427.6667,16603.3333,20383.3333,"-0.333333","0"
1113,"051319",18367.3333,16293,20684.3333,"-0.333333","0"
1135,"190053",19441,17601,21417,"-0.333333","0"
1150,"110032",18018,16086.6667,20096,"-0.333333","0"
1214,"161358",17798,15695.6667,20075.3333,"-0.333333","0"
1234,"161369",17665.3333,15527,20018,"-0.333333","0"
1274,"050008",17196,15185.3333,19355.3333,"-0.333333","0"
1301,"291308",17488,15129.6667,20060.6667,"-0.333333","0"
1315,"271317",18326,16200.3333,20596.6667,"-0.333333","0"
1332,"360147",20917.6667,19517,22446.6667,"-0.333333","0"
1391,"141350",18055.6667,16343,19871,"-0.333333","0"
1394,"240044",17277.3333,15431,19214,"-0.333333","0"
1440,"301304",17004,15487.3333,18548.3333,"-0.333333","0"
1446,"141346",18337,16174.3333,20708.3333,"-0.333333","0"
1473,"050301",17637,16061.3333,19390,"-0.333333","0"
1477,"260059",17880,16267,19565,"-0.333333","0"
1515,"320074",18740,16895.6667,20671.3333,"-0.333333","0"
1551,"140059",18110,16295,20081.3333,"-0.333333","0"
1607,"210008",17533.3333,16326,18788.3333,"-0.333333","0"
1641,"050152",18853,17386,20443,"-0.333333","0"
1652,"260175",17984,16478,19522,"-0.333333","0"
1679,"360089",18157.3333,16740.3333,19617,"-0.333333","0"
1689,"200018",19755.6667,17675,21991,"-0.333333","0"
1700,"230096",17961,15778,20323,"-0.333333","0"
1789,"281329",18148.6667,16271.6667,20179.3333,"-0.333333","0"
1796,"100043",18394.6667,17027.6667,19828.6667,"-0.333333","0"
1817,"241378",18543.3333,16309.3333,20942.6667,"-0.333333","0"
1846,"341319",18022,16240.6667,19926,"-0.333333","0"
1852,"140167",18660.3333,16428.3333,21131,"-0.333333","0"
1860,"360082",19297.6667,17940.3333,20679.3333,"-0.333333","0"
1867,"141337",19061,16709,21541,"-0.333333","0"
1881,"230174",18281.3333,16269,20419.3333,"-0.333333","0"
1920,"270086",17230.6667,15709.3333,18860,"-0.333333","0"
1923,"340187",17973.6667,16227.3333,19919.3333,"-0.333333","0"
1993,"140089",17607.3333,15823.6667,19562.6667,"-0.333333","0"
2011,"330058",17657,16143.6667,19233.3333,"-0.333333","0"
2039,"030111",19687,17462.6667,22044,"-0.333333","0"
2059,"050131",17348,15963.3333,18805.6667,"-0.333333","0"
2063,"070021",18475,16977.3333,19986,"-0.333333","0"
2084,"240066",18811,17145.6667,20581.6667,"-0.333333","0"
2086,"340186",18704,17287.3333,20170.3333,"-0.333333","0"
2093,"100106",17705.6667,15557,20016.3333,"-0.333333","0"
2103,"060071",17261,15652.3333,18986.3333,"-0.333333","0"
2107,"110124",17425.3333,15978,18989.6667,"-0.333333","0"
2118,"360014",19287.6667,17514.6667,21085,"-0.333333","0"
2122,"050075",20632,18286.3333,23200.3333,"-0.333333","0"
2150,"161339",17193.3333,15180.3333,19414.6667,"-0.333333","0"
2162,"050014",18725.3333,17148,20407.3333,"-0.333333","0"
2184,"260113",18373.6667,16799.6667,20114.6667,"-0.333333","0"
2194,"200041",17656,15746.6667,19625.6667,"-0.333333","0"
2209,"330065",18820.3333,16558,21196.3333,"-0.333333","0"
2227,"330085",18200.6667,16773.3333,19704.3333,"-0.333333","0"
2244,"341328",18136,16686.3333,19704.3333,"-0.333333","0"
2263,"330219",18513.6667,17070.6667,20014.6667,"-0.333333","0"
2297,"070011",19616.6667,17643,21981,"-0.333333","0"
2343,"330163",19469,17225.6667,21955.6667,"-0.333333","0"
2374,"221300",18506.3333,16788.6667,20357.3333,"-0.333333","0"
2382,"040050",18443,16601.6667,20403,"-0.333333","0"
2401,"020008",17324.3333,15521.3333,19299.3333,"-0.333333","0"
2419,"340127",18463.3333,16537.6667,20512.3333,"-0.333333","0"
2435,"340023",18562.6667,17215,20002.6667,"-0.333333","0"
2471,"170120",18208,16567.6667,19971.6667,"-0.333333","0"
2489,"050537",18052,16449.6667,19815.3333,"-0.333333","0"
2556,"230217",17616,16014.6667,19266,"-0.333333","0"
2590,"241305",17217.6667,15072.6667,19537.6667,"-0.333333","0"
2607,"320017",18680.3333,16796,20780,"-0.333333","0"
2612,"120026",20161.6667,18617.6667,21817.6667,"-0.333333","0"
2634,"131326",17782,15714.6667,19984.3333,"-0.333333","0"
2637,"250123",18720.6667,16897.6667,20642.3333,"-0.333333","0"
2666,"330211",17873.6667,15962.3333,20000,"-0.333333","0"
2673,"490038",18832.3333,17076.3333,20712.3333,"-0.333333","0"
2695,"390093",19236.3333,16936.6667,21691.3333,"-0.333333","0"
2758,"530025",17741,16028.6667,19618,"-0.333333","0"
2821,"510002",18904.3333,17307.6667,20597.6667,"-0.333333","0"
2855,"380038",17946,16219,19771,"-0.333333","0"
2880,"490060",18922.3333,17061,20961.3333,"-0.333333","0"
2889,"520109",17398.3333,15453.6667,19503,"-0.333333","0"
2897,"450235",18403.3333,16040.3333,20942.3333,"-0.333333","0"
2903,"450024",19328.6667,17088.3333,21767,"-0.333333","0"
2910,"501336",17410.6667,15415.3333,19580.3333,"-0.333333","0"
2932,"420089",18505.3333,17037.6667,20093.6667,"-0.333333","0"
2936,"521345",18766.3333,16511,21246.6667,"-0.333333","0"
2944,"520063",18514,17190,19934.6667,"-0.333333","0"
2945,"360270",19097,17087,21312.6667,"-0.333333","0"
2946,"430048",18462.3333,16512.6667,20586.6667,"-0.333333","0"
2979,"521333",18311.3333,16074,20744.6667,"-0.333333","0"
2982,"391316",18297.3333,16606.3333,20172.6667,"-0.333333","0"
2993,"420086",19484.6667,18220.6667,20866.3333,"-0.333333","0"
3017,"420104",18076.6667,16558.3333,19617,"-0.333333","0"
3029,"360365",18253.3333,16448,20215,"-0.333333","0"
3034,"460058",17822.6667,15847,19979.3333,"-0.333333","0"
3067,"491305",17859.3333,16429.3333,19349.6667,"-0.333333","0"
3070,"370023",18414.6667,17249.6667,19650,"-0.333333","0"
3087,"400044",18937,16500.6667,21592,"-0.333333","0"
3095,"460006",18757.3333,17108.6667,20497.3333,"-0.333333","0"
3100,"380040",17654,15980,19482,"-0.333333","0"
3105,"521335",17429.3333,15281.3333,19755.6667,"-0.333333","0"
3179,"520035",18120,16671,19662,"-0.333333","0"
3211,"521341",19889.3333,17851,22152.3333,"-0.333333","0"
3219,"370215",20377.6667,19275.3333,21566.6667,"-0.333333","0"
3259,"501339",17455,15644.3333,19467.3333,"-0.333333","0"
3300,"450085",18230.6667,16249.3333,20304.6667,"-0.333333","0"
3303,"520019",17268.6667,15843.3333,18796.6667,"-0.333333","0"
3304,"521308",17970.3333,15819.6667,20384,"-0.333333","0"
3334,"430008",18007.6667,16047.6667,20236,"-0.333333","0"
3345,"391313",18667.6667,16999.6667,20467.6667,"-0.333333","0"
3375,"381319",18215.3333,16282.3333,20366.6667,"-0.333333","0"
3423,"520002",18276,16814.6667,19834.6667,"-0.333333","0"
3447,"530008",18013.3333,16390.3333,19810.6667,"-0.333333","0"
3466,"520033",17319,16025.6667,18834,"-0.333333","0"
3475,"520045",18181,16335.6667,20145.6667,"-0.333333","0"
3482,"490033",20224,17969,22728.3333,"-0.333333","0"
3487,"390114",17849,15973,19861.3333,"-0.333333","0"
3489,"440193",19091.3333,17600.6667,20693,"-0.333333","0"
3512,"360259",18598.3333,17074.3333,20177.6667,"-0.333333","0"
3545,"370019",17992.6667,16260.3333,19859,"-0.333333","0"
3557,"511319",17294.6667,15149.3333,19617.3333,"-0.333333","0"
3575,"381315",17133,14969.3333,19537.3333,"-0.333333","0"
3584,"501331",17834.3333,15975.3333,19812.6667,"-0.333333","0"
3597,"450654",19768.6667,17454.6667,22384,"-0.333333","0"
3602,"460030",17399.3333,15464.3333,19535.3333,"-0.333333","0"
3606,"430015",16935.6667,15224,18788.3333,"-0.333333","0"
3608,"521359",17748.6667,15910.6667,19724,"-0.333333","0"
3609,"670004",18739.3333,17020,20606.3333,"-0.333333","0"
3663,"521320",18514.3333,16281.6667,20912.3333,"-0.333333","0"
3672,"370234",20112.3333,18612,21635.6667,"-0.333333","0"
3714,"391315",17692.6667,15906.3333,19602.3333,"-0.333333","0"
3715,"670047",19816,18004.3333,21761.6667,"-0.333333","0"
3755,"400019",18865.6667,16373,21514.3333,"-0.333333","0"
3775,"520038",17461.6667,15711,19188.3333,"-0.333333","0"
3782,"420106",19006,17529,20561.3333,"-0.333333","0"
3792,"430097",18826.3333,16730.6667,21162,"-0.333333","0"
3805,"420103",18438,16902.3333,20090.3333,"-0.333333","0"
3849,"430013",17823.3333,16112,19604.3333,"-0.333333","0"
3854,"460007",17426,15831.3333,19189,"-0.333333","0"
3881,"380029",17574.6667,15640.6667,19664.6667,"-0.333333","0"
18,"160040",17919.5,16230.5,19531.5,"-1","0"
20,"270074",11792,9614,13947,"-1","0"
24,"040072",16722.3333,14979.6667,18592,"-1","0"
29,"271332",15978,13436,18553,"-1","0"
59,"010044",16033,14198.5,18049,"-1","0"
60,"010091",15251,12768,17607,"-1","0"
62,"050708",18238,17862,18618,"-1","0"
116,"320061",14859,13048.5,16797,"-1","0"
118,"010052",15696,13384,17926,"-1","0"
171,"340156",13499,10802,16124,"-1","0"
223,"050726",18276,17584,18976,"-1","0"
245,"261322",15308,12272,18155,"-1","0"
256,"131323",16661.5,14975.5,18391,"-1","0"
257,"141304",13716,11165,16395,"-1","0"
283,"191325",15702,13596,17955,"-1","0"
340,"151301",16182,13727,18747,"-1","0"
361,"330394",18428,17410.75,19508.25,"-1","0"
363,"340049",17344,16890,17808,"-1","0"
371,"060124",18316,17905,18720,"-1","0"
381,"050766",19551,18747,20410,"-1","0"
432,"110100",14205,11917,16590,"-1","0"
436,"231306",14858,12487,17191,"-1","0"
438,"320033",15704,13715,17837,"-1","0"
463,"341304",14435.5,12398,16626.5,"-1","0"
467,"030107",17696,17283,18129,"-1","0"
477,"230081",16909,15710,18131,"-1","0"
501,"020024",16180.3333,14780.6667,17589.3333,"-1","0"
502,"031305",15336,12302,18367,"-1","0"
534,"150172",19212,18215,20219,"-1","0"
606,"030084",14032,12094,16089,"-1","0"
663,"100081",16037.5,13916.5,18229,"-1","0"
697,"170190",19215,18628,19808,"-1","0"
741,"151306",14878,12186,17623,"-1","0"
764,"190251",19190,17690,20773,"-1","0"
813,"250012",15395,12993,17821,"-1","0"
814,"250027",16508,14543,18565,"-1","0"
823,"161335",13609,11120,16035,"-1","0"
825,"190036",18397.25,17340,19489.25,"-1","0"
854,"290058",15100,12237,18159,"-1","0"
867,"351319",15597,13355,17923,"-1","0"
874,"150160",18295,17938,18653,"-1","0"
878,"030108",18158,17740,18623,"-1","0"
919,"241354",16065,13576,18626,"-1","0"
966,"051314",14503,12158,17006,"-1","0"
983,"201311",15573,13695,17509,"-1","0"
1010,"161356",16884,15067.5,18774.5,"-1","0"
1017,"340001",19713.75,18763.75,20717,"-1","0"
1024,"170198",18204,17433,18992,"-1","0"
1065,"261303",16766,14921,18602,"-1","0"
1106,"110073",15711,13250,18220,"-1","0"
1145,"111336",16331,14153,18527,"-1","0"
1204,"350063",12014,9902,14232,"-1","0"
1215,"170196",19282,18635,19911,"-1","0"
1237,"231320",15520,13284,17716,"-1","0"
1243,"041326",14705,12335,16985,"-1","0"
1286,"321308",16056,13440,18723,"-1","0"
1319,"331314",14845,12257,17340,"-1","0"
1350,"010058",15759,13451,18101,"-1","0"
1395,"250134",12199,10222,14339,"-1","0"
1411,"051330",15866,12853,18625,"-1","0"
1439,"281356",16014,14009,18092,"-1","0"
1456,"021313",16988,14863,19265,"-1","0"
1480,"010073",14177,11998,16395,"-1","0"
1535,"110194",13986,11832,16103,"-1","0"
1537,"161368",16656,14755,18670.5,"-1","0"
1635,"241353",16352.5,14597.5,18162.5,"-1","0"
1669,"010148",15394,13767,17116,"-1","0"
1719,"031311",14894,12781,16972,"-1","0"
1750,"171348",15425,12733,17914,"-1","0"
1759,"051303",17487,16209,18835,"-1","0"
1765,"180095",15667.5,13775,17713,"-1","0"
1767,"231322",16863.5,15312.5,18417,"-1","0"
1872,"231301",13940,11391,16551,"-1","0"
1874,"351321",16279,14109,18492,"-1","0"
1889,"161326",15640,13524,17704,"-1","0"
1912,"130066",19150,18483,19854,"-1","0"
1921,"280127",18198,17774,18623,"-1","0"
1965,"320062",12359,10118,14720,"-1","0"
2012,"330128",18153.3333,16388.3333,19960.3333,"-1","0"
2055,"331317",15221.5,13501.5,17137,"-1","0"
2082,"231324",17023.5,15044,19055,"-1","0"
2097,"280129",18819,18412,19214,"-1","0"
2134,"150177",18897,17519,20316,"-1","0"
2155,"261332",15448,13067,17872,"-1","0"
2172,"330144",15002,12493,17573,"-1","0"
2206,"270032",16296.5,14624.5,18119,"-1","0"
2228,"340166",17019.6667,15632.6667,18407,"-1","0"
