tweetid,hourofdate,latitude,longitude,tweet,usernumber,username,language,retweet,date,masterid
3130,2016-03-08 16:00:00.000,,,"generators Powerpoint Presentations - https://t.co/TfjTAUoS0U  #generators",758049516,"PPT Search","en",0,1457484233000,2876
3132,2016-03-08 16:00:00.000,,,"iss lab topic PPT Templates - https://t.co/95bsjYF51y  #powerpoint #slide #iss #lab #topic",758049516,"PPT Search","en",0,1457484212000,2878
3133,2016-03-08 16:00:00.000,,,"post craniotomy nursing care Powerpoint Templates - https://t.co/phAeL7lQLZ  #post #craniotomy #nursing #care",758049516,"PPT Search","en",0,1457484191000,2879
3134,2016-03-08 16:00:00.000,,,"histologica. Powerpoint Templates - https://t.co/CyN8W7vx45  #powerpoint #slide #histologica.",758049516,"PPT Search","en",0,1457484150000,2880
3136,2016-03-08 16:00:00.000,,,"training in insurance Powerpoint Presentations - https://t.co/wEj5PcajlW  #ppt #powerpoint #slide #training #in #insurance",758049516,"PPT Search","en",0,1457484129000,2882
3154,2016-03-08 16:00:00.000,,,"Mechanical robotics Powerpoint Templates - https://t.co/WZ2Lc7Gy5r  #powerpoint #slide #Mechanical #robotics",758049516,"PPT Search","en",0,1457483630000,2899
3155,2016-03-08 16:00:00.000,,,"Grandpa Tells Why? PPT Templates - https://t.co/l5GfhssB6z  #ppt #powerpoint #slide #Grandpa #Tells #Why?",758049516,"PPT Search","en",0,1457483610000,2900
3156,2016-03-08 16:00:00.000,,,"an introduction to digital multimedia PowerPoint Slides - https://t.co/21IZ5BDHYn  #an #introduction #to #digital #multimedia",758049516,"PPT Search","en",0,1457483589000,2901
3157,2016-03-08 16:00:00.000,,,"digital multimedia savage PowerPoint Slides - https://t.co/5i3wrVGLU9  #digital #multimedia #savage",758049516,"PPT Search","en",0,1457483568000,2902
3160,2016-03-08 16:00:00.000,,,"digital multimedia PowerPoint Slides - https://t.co/IhTdodd0CD  #digital #multimedia",758049516,"PPT Search","en",0,1457483527000,2904
3161,2016-03-08 16:00:00.000,,,"Error control schemes for networks PPT Templates - https://t.co/8RR3pSua47  #powerpoint #slide #Error #control #schemes #for #networks",758049516,"PPT Search","en",0,1457483506000,2905
3165,2016-03-08 16:00:00.000,,,"benefits of planning ahead Powerpoint Templates - https://t.co/xexVJglnnY  #powerpoint #slide #benefits #of #planning #ahead",758049516,"PPT Search","en",0,1457483444000,2909
3167,2016-03-08 16:00:00.000,,,"planning ahead PPT Templates - https://t.co/I7AnS1Wq5t  #powerpoint #slide #planning #ahead",758049516,"PPT Search","en",0,1457483424000,2911
3171,2016-03-08 16:00:00.000,,,"INTRODUCTION TO EPIDEMIOLOGY PowerPoint Slides - https://t.co/y5oyEl9f7Q  #INTRODUCTION #TO #EPIDEMIOLOGY",758049516,"PPT Search","en",0,1457483403000,2915
3172,2016-03-08 16:00:00.000,,,"1100 2003 PowerPoint Slides - https://t.co/qaoW81S7Xd  #1100 #2003",758049516,"PPT Search","en",0,1457483395000,2916
3173,2016-03-08 16:00:00.000,,,"Oesophageal varices Powerpoint Templates - https://t.co/5hbfk9taxa  #powerpoint #slide #Oesophageal #varices",758049516,"PPT Search","en",0,1457483382000,2917
3174,2016-03-08 16:00:00.000,,,"diesel particulate filter PowerPoint Slides - https://t.co/QCDlYTB0h6  #ppt #diesel #particulate #filter",758049516,"PPT Search","en",0,1457483374000,2918
3176,2016-03-08 16:00:00.000,,,"MENSWEAR APPAREL PowerPoint Slides - https://t.co/FENtOVauej  #powerpoint #slide #MENSWEAR #APPAREL",758049516,"PPT Search","en",0,1457483362000,2920
3177,2016-03-08 16:00:00.000,,,"strategy totality of decisions PowerPoint Slides - https://t.co/zxkVGtCVzU  #ppt #powerpoint #slide #strategy #totality #of #decisions",758049516,"PPT Search","en",0,1457483341000,2921
3179,2016-03-08 16:00:00.000,,,"stack in data structure Powerpoint Templates - https://t.co/Q3SehYlVUU  #stack #in #data #structure",758049516,"PPT Search","en",0,1457483332000,2923
3180,2016-03-08 16:00:00.000,,,"FORMAL WEAR TYPE Powerpoint Presentations - https://t.co/51lljY4Gf1  #FORMAL #WEAR #TYPE",758049516,"PPT Search","en",0,1457483320000,2924
3181,2016-03-08 16:00:00.000,,,"wind loading PPT Templates - https://t.co/ER0wka5XZb  #powerpoint #slide #wind #loading",758049516,"PPT Search","en",0,1457483312000,2925
3183,2016-03-08 16:00:00.000,,,"FATS AND OILS Powerpoint Templates - https://t.co/95mK5SaMV3  #powerpoint #slide #FATS #AND #OILS",758049516,"PPT Search","en",0,1457483299000,2926
3203,2016-03-08 16:00:00.000,,,"organic chemistry l.g wade Powerpoint Presentations - https://t.co/CKok4lHSrt  #ppt #organic #chemistry #l.g #wade",758049516,"PPT Search","en",0,1457482733000,2945
3204,2016-03-08 16:00:00.000,,,"wheat plant botany Powerpoint Presentations - https://t.co/R1EEbVkMuH  #ppt #wheat #plant #botany",758049516,"PPT Search","en",0,1457482712000,2946
3205,2016-03-08 16:00:00.000,,,"structured trade Powerpoint Templates - https://t.co/Li9j2fLDMG  #structured #trade",758049516,"PPT Search","en",0,1457482692000,2947
3206,2016-03-08 16:00:00.000,,,"bluejacking ppt Powerpoint Templates - https://t.co/WknQ2ewfmD  #powerpoint #slide #bluejacking #ppt",758049516,"PPT Search","en",0,1457482671000,2948
3209,2016-03-08 16:00:00.000,,,"Sociology in Our Times PowerPoint Slides - https://t.co/LMtUCb2JTR  #Sociology #in #Our #Times",758049516,"PPT Search","en",0,1457482630000,2951
3299,2016-03-08 15:00:00.000,,,"loose soil ppt Powerpoint Presentations - https://t.co/YPAsNR3KzL  #ppt #powerpoint #slide #loose #soil #ppt",758049516,"PPT Search","en",0,1457478319000,3029
3300,2016-03-08 15:00:00.000,,,"strengthning of loose soil ppt PowerPoint Slides - https://t.co/XMEez39GSQ  #powerpoint #slide #strengthning #of #loose #soil #ppt",758049516,"PPT Search","en",0,1457478298000,3030
3302,2016-03-08 15:00:00.000,,,"cost effective building Powerpoint Templates - https://t.co/bxyRZ3iTfS  #ppt #cost #effective #building",758049516,"PPT Search","en",0,1457478257000,3032
3304,2016-03-08 15:00:00.000,,,"footing design ppt PowerPoint Slides - https://t.co/Kny1ahZnZT  #ppt #powerpoint #slide #footing #design #ppt",758049516,"PPT Search","en",0,1457478236000,3034
3307,2016-03-08 15:00:00.000,,,"low cost housing .doc Powerpoint Templates - https://t.co/uqfnp32exm  #powerpoint #slide #low #cost #housing #.doc",758049516,"PPT Search","en",0,1457478195000,3037
3308,2016-03-08 15:00:00.000,,,"recent trends in networking PPT Slides - https://t.co/SYOGQQxGAQ  #powerpoint #templates #recent #trends #in #networking",758049516,"PPT Search","en",0,1457478174000,3038
3322,2016-03-08 14:00:00.000,,,"theodolite surveying instrument PPT Slides - https://t.co/ZdRrr5CGRJ  #powerpoint #slide #theodolite #surveying #instrument",758049516,"PPT Search","en",0,1457477908000,3052
3323,2016-03-08 14:00:00.000,,,"the camel ppt Powerpoint Templates - https://t.co/6o1eo4XHeE  #powerpoint #slide #the #camel #ppt",758049516,"PPT Search","en",0,1457477888000,3053
3329,2016-03-08 14:00:00.000,,,"hybrid engine Powerpoint Presentations - https://t.co/0Ei1D05Wz6  #powerpoint #templates #hybrid #engine",758049516,"PPT Search","en",0,1457477571000,3057
3330,2016-03-08 14:00:00.000,,,"classical conditioning PowerPoint Slides - https://t.co/ZGGq1GkhQn  #ppt #powerpoint #slide #classical #conditioning",758049516,"PPT Search","en",0,1457477551000,3058
3331,2016-03-08 14:00:00.000,,,"removal partial denture Powerpoint Templates - https://t.co/xjrIxyn6md  #removal #partial #denture",758049516,"PPT Search","en",0,1457477530000,3059
3333,2016-03-08 14:00:00.000,,,"faulty  dental radiographs PPT Slides - https://t.co/kU9uABJ3HB  #powerpoint #templates #faulty # #dental #radiographs",758049516,"PPT Search","en",0,1457477509000,3061
3334,2016-03-08 14:00:00.000,,,"health exams PPT Templates - https://t.co/DmYUNVUc9v  #powerpoint #slide #health #exams",758049516,"PPT Search","en",0,1457477489000,3062
3335,2016-03-08 14:00:00.000,,,"faulty radiograph in dentistry PowerPoint Slides - https://t.co/FAJ1HWjpAW  #powerpoint #templates #faulty #radiograph #in #dentistry",758049516,"PPT Search","en",0,1457477468000,3063
3346,2016-03-08 14:00:00.000,,,"computer network security ppt PPT Templates - https://t.co/mB4OtrgO5J  #powerpoint #slide #computer #network #security #ppt",758049516,"PPT Search","en",0,1457477010000,3074
3347,2016-03-08 14:00:00.000,,,"Building components PPT Slides - https://t.co/LuIQ90svpD  #powerpoint #slide #Building #components",758049516,"PPT Search","en",0,1457476989000,3075
3348,2016-03-08 14:00:00.000,,,"Buiding Components Powerpoint Templates - https://t.co/aTCGLkFPqk  #powerpoint #slide #Buiding #Components",758049516,"PPT Search","en",0,1457476969000,3076
3349,2016-03-08 14:00:00.000,,,"ELECTRIC FOOD PROCESSOR Powerpoint Presentations - https://t.co/kXR15SAasn  #ppt #powerpoint #slide #ELECTRIC #FOOD #PROCESSOR",758049516,"PPT Search","en",0,1457476948000,3077
3350,2016-03-08 14:00:00.000,,,"gender Powerpoint Presentations - https://t.co/wYazA3g72O  #gender",758049516,"PPT Search","en",0,1457476927000,3078
3359,2016-03-08 14:00:00.000,,,"craniovertebral junction Powerpoint Templates - https://t.co/1AOrgopfEO  #powerpoint #templates #craniovertebral #junction",758049516,"PPT Search","en",0,1457476469000,3085
3360,2016-03-08 14:00:00.000,,,"oracle solution accelerators Powerpoint Templates - https://t.co/lG1W1KuxyD  #oracle #solution #accelerators",758049516,"PPT Search","en",0,1457476427000,3086
3361,2016-03-08 14:00:00.000,,,"publish PPT Templates - https://t.co/PgjE4JNESI  #powerpoint #slide #publish",758049516,"PPT Search","en",0,1457476407000,3087
3363,2016-03-08 14:00:00.000,,,"agriculture outlook india 2012 PPT Slides - https://t.co/kBSU8XVbRQ  #powerpoint #templates #agriculture #outlook #india #2012",758049516,"PPT Search","en",0,1457476365000,3089
3366,2016-03-08 14:00:00.000,,,"nutraceutical market in singapore PowerPoint Slides - https://t.co/62QWvdS6E1  #nutraceutical #market #in #singapore",758049516,"PPT Search","en",0,1457476282000,3092
3368,2016-03-08 14:00:00.000,,,"early intervention for autism Powerpoint Presentations - https://t.co/n1G88XKN5B  #early #intervention #for #autism",758049516,"PPT Search","en",0,1457476262000,3093
3373,2016-03-08 14:00:00.000,,,"insulin analogue PPT Slides - https://t.co/U4WrC7Nbl9  #powerpoint #slide #insulin #analogue",758049516,"PPT Search","en",0,1457476233000,3098
3374,2016-03-08 14:00:00.000,,,"ury  u usu Powerpoint Templates - https://t.co/MWZmTZJkEg  #ury # #u #usu",758049516,"PPT Search","en",0,1457476220000,3099
3375,2016-03-08 14:00:00.000,,,"work man safety PowerPoint Slides - https://t.co/qb8Bx4KNB3  #work #man #safety",758049516,"PPT Search","en",0,1457476200000,3100
3377,2016-03-08 14:00:00.000,,,"parallel merge sort Powerpoint Templates - https://t.co/cqJOsjaSW6  #powerpoint #templates #parallel #merge #sort",758049516,"PPT Search","en",0,1457476179000,3102
3378,2016-03-08 14:00:00.000,,,"blade server ppt presentation PPT Templates - https://t.co/3iGyHtDi8I  #powerpoint #templates #blade #server #ppt #presentation",758049516,"PPT Search","en",0,1457476171000,3103
3379,2016-03-08 14:00:00.000,,,"parallel external sorting PowerPoint Slides - https://t.co/V0FcbNeGJG  #parallel #external #sorting",758049516,"PPT Search","en",0,1457476158000,3104
3380,2016-03-08 14:00:00.000,,,"sts PowerPoint Slides - https://t.co/dX25mLhclo  #sts",758049516,"PPT Search","en",0,1457476150000,3105
3381,2016-03-08 14:00:00.000,,,"jambalaya Powerpoint Templates - https://t.co/hKSHw1y3Op  #jambalaya",758049516,"PPT Search","en",0,1457476137000,3106
3382,2016-03-08 14:00:00.000,,,"Blade computing ppt PowerPoint Slides - https://t.co/e0z9Pw6eY4  #Blade #computing #ppt",758049516,"PPT Search","en",0,1457476130000,3107
3383,2016-03-08 14:00:00.000,,,"graduation project power electronics PowerPoint Slides - https://t.co/uwXURA6rQ2  #ppt #graduation #project #power #electronics",758049516,"PPT Search","en",0,1457476117000,3108
3384,2016-03-08 14:00:00.000,,,"Operations Security cissp ppt Powerpoint Templates - https://t.co/znf0xQzSt4  #Operations #Security #cissp #ppt",758049516,"PPT Search","en",0,1457476109000,3109
3386,2016-03-08 14:00:00.000,,,"Blade computing Powerpoint Templates - https://t.co/NkRFGId7Ta  #Blade #computing",758049516,"PPT Search","en",0,1457476088000,3111
3401,2016-03-08 14:00:00.000,,,"powerpoint acidosis in dairy cow PPT Templates - https://t.co/isIXAmiFD2  #powerpoint #slide #powerpoint #acidosis #in #dairy #cow",758049516,"PPT Search","en",0,1457475428000,3126
3416,2016-03-08 14:00:00.000,,,"AASHO ROAD TEST PPT Templates - https://t.co/RwetIPqjpe  #powerpoint #slide #AASHO #ROAD #TEST",758049516,"PPT Search","en",0,1457475119000,3141
3418,2016-03-08 14:00:00.000,,,"ship rudder commands PPT Slides - https://t.co/ZbqqE3UVf7  #powerpoint #templates #ship #rudder #commands",758049516,"PPT Search","en",0,1457475098000,3143
3420,2016-03-08 14:00:00.000,,,"small bowel Powerpoint Presentations - https://t.co/03a8kE5Cgn  #powerpoint #templates #small #bowel",758049516,"PPT Search","en",0,1457475078000,3145
3424,2016-03-08 14:00:00.000,,,"white revolutioin Powerpoint Templates - https://t.co/aqC0nnM1Bv  #white #revolutioin",758049516,"PPT Search","en",0,1457475036000,3149
3425,2016-03-08 14:00:00.000,,,"inflation in agri commodities in india PPT Slides - https://t.co/qU5e5mJOrw  #powerpoint #slide #inflation #in #agri #commodities #in #india",758049516,"PPT Search","en",0,1457475015000,3150
3426,2016-03-08 14:00:00.000,,,"ppt on electricity power for class 10 Powerpoint Presentations - https://t.co/mTRULRhRxy  #ppt #ppt #on #electricity #power #for #class #10",758049516,"PPT Search","en",0,1457474988000,3151
3428,2016-03-08 14:00:00.000,,,"oracle DBA PPT Slides - https://t.co/eni2w5CIcV  #ppt #powerpoint #slide #oracle #DBA",758049516,"PPT Search","en",0,1457474947000,3153
3434,2016-03-08 14:00:00.000,,,"humulin Powerpoint Presentations - https://t.co/NPnhTJN3mF  #powerpoint #slide #humulin",758049516,"PPT Search","en",0,1457474565000,3159
3435,2016-03-08 14:00:00.000,,,"SHIP AND SHIPS ROUTINE Powerpoint Templates - https://t.co/0BvgCNRXBZ  #powerpoint #slide #SHIP #AND #SHIPS #ROUTINE",758049516,"PPT Search","en",0,1457474544000,3160
3436,2016-03-08 14:00:00.000,,,"metals and non metals far 10th PowerPoint Slides - https://t.co/wK2tjMIL8u  #ppt #powerpoint #slide #metals #and #non #metals #far #10th",758049516,"PPT Search","en",0,1457474523000,3161
3437,2016-03-08 14:00:00.000,,,"oil market PPT Slides - https://t.co/0WXhEdiY0z  #ppt #powerpoint #slide #oil #market",758049516,"PPT Search","en",0,1457474502000,3162
3441,2016-03-08 14:00:00.000,,,"History of Modern india Powerpoint Presentations - https://t.co/RDsE4JLyCL  #ppt #powerpoint #slide #History #of #Modern #india",758049516,"PPT Search","en",0,1457474461000,3165
3443,2016-03-08 14:00:00.000,,,"evil Powerpoint Templates - https://t.co/U4wmdZCX4T  #evil",758049516,"PPT Search","en",0,1457474440000,3167
3445,2016-03-08 13:00:00.000,,,"routing procedure PPT Slides - https://t.co/AaHouW9ONY  #powerpoint #slide #routing #procedure",758049516,"PPT Search","en",0,1457474399000,3169
3447,2016-03-08 13:00:00.000,,,"ppt of chapters of english of class 10th Powerpoint Templates - https://t.co/lj6BB6xOYp  #ppt #of #chapters #of #english #of #class #10th",758049516,"PPT Search","en",0,1457474378000,3171
3449,2016-03-08 13:00:00.000,,,"fundamentals of routing PowerPoint Slides - https://t.co/prBQyAkbbV  #powerpoint #slide #fundamentals #of #routing",758049516,"PPT Search","en",0,1457474337000,3173
3450,2016-03-08 13:00:00.000,,,"router design Powerpoint Templates - https://t.co/wgcskAtccc  #router #design",758049516,"PPT Search","en",0,1457474316000,3174
3451,2016-03-08 13:00:00.000,,,"BHASH Powerpoint Templates - https://t.co/8KAcQHRI2c  #powerpoint #slide #BHASH",758049516,"PPT Search","en",0,1457474295000,3175
3508,2016-03-08 13:00:00.000,,,"artificial intelligence powerpoint slides Powerpoint Presentations - https://t.co/umEV5Cws8E  #artificial #intelligence #powerpoint #slides",758049516,"PPT Search","en",0,1457471435000,3232
3509,2016-03-08 13:00:00.000,,,"oracle DBA PPT Templates - https://t.co/eni2w5CIcV  #powerpoint #slide #oracle #DBA",758049516,"PPT Search","en",0,1457471415000,395
3511,2016-03-08 13:00:00.000,,,"hindi ppt of class 9 (ncert) PowerPoint Slides - https://t.co/BPtif4z0hq  #hindi #ppt #of #class #9 #(ncert)",758049516,"PPT Search","en",0,1457471346000,3234
3523,2016-03-08 12:00:00.000,,,"types of steel reinforcement Powerpoint Presentations - https://t.co/ek6HNqdrel  #types #of #steel #reinforcement",758049516,"PPT Search","en",0,1457470728000,3246
3524,2016-03-08 12:00:00.000,,,"european debt crisis 2011 ppt PPT Slides - https://t.co/WmpGLgJx9H  #powerpoint #slide #european #debt #crisis #2011 #ppt",758049516,"PPT Search","en",0,1457470707000,3247
3526,2016-03-08 12:00:00.000,,,"structure of lipids ppt PowerPoint Slides - https://t.co/auIWN549EF  #powerpoint #templates #structure #of #lipids #ppt",758049516,"PPT Search","en",0,1457470687000,3249
3555,2016-03-08 12:00:00.000,,,"raw red meat quality power point PowerPoint Slides - https://t.co/TDm7tbJAqF  #powerpoint #slide #raw #red #meat #quality #power #point",758049516,"PPT Search","en",0,1457469790000,3271
3556,2016-03-08 12:00:00.000,,,"defrost circuit PPT Templates - https://t.co/ERNtPNWJ7l  #powerpoint #slide #defrost #circuit",758049516,"PPT Search","en",0,1457469769000,3272
3580,2016-03-08 12:00:00.000,,,"ic engines.ppt Powerpoint Presentations - https://t.co/MPI39SqMVH  #ic #engines.ppt",758049516,"PPT Search","en",0,1457469083000,3296
3584,2016-03-08 12:00:00.000,,,"food enzyme history.ppt Powerpoint Templates - https://t.co/oZLB4x2gWw  #food #enzyme #history.ppt",758049516,"PPT Search","en",0,1457469041000,3300
3586,2016-03-08 12:00:00.000,,,"agriculture based business plan Powerpoint Templates - https://t.co/JppqxJ0Od2  #powerpoint #slide #agriculture #based #business #plan",758049516,"PPT Search","en",0,1457469020000,3302
3588,2016-03-08 12:00:00.000,,,"Lecture Slides by A. Lekacos chapter 12 Powerpoint Presentations - https://t.co/Jxgv1nv49g  #Lecture #Slides #by #A. #Lekacos #chapter #12",758049516,"PPT Search","en",0,1457468979000,3304
3590,2016-03-08 12:00:00.000,,,"crystal report PowerPoint Slides - https://t.co/uUrwPcf0mP  #powerpoint #slide #crystal #report",758049516,"PPT Search","en",0,1457468938000,3306
3591,2016-03-08 12:00:00.000,,,"hydraulic coupling PPT Slides - https://t.co/RJfO5ogbT2  #ppt #powerpoint #templates #hydraulic #coupling",758049516,"PPT Search","en",0,1457468917000,3307
3592,2016-03-08 12:00:00.000,,,"coupling alignment Powerpoint Presentations - https://t.co/nwXIFUR8nn  #powerpoint #slide #coupling #alignment",758049516,"PPT Search","en",0,1457468896000,3308
3597,2016-03-08 12:00:00.000,,,"functions of sales management PowerPoint Slides - https://t.co/DJAB5n0lwQ  #ppt #powerpoint #slide #functions #of #sales #management",758049516,"PPT Search","en",0,1457468623000,3312
3598,2016-03-08 12:00:00.000,,,"school portal uk PPT Slides - https://t.co/nMnxu7Upra  #powerpoint #slide #school #portal #uk",758049516,"PPT Search","en",0,1457468602000,3313
3600,2016-03-08 12:00:00.000,,,"alluminum alloys Powerpoint Templates - https://t.co/uaUMhOdPx8  #powerpoint #slide #alluminum #alloys",758049516,"PPT Search","en",0,1457468581000,3315
3601,2016-03-08 12:00:00.000,,,"uyu t PowerPoint Slides - https://t.co/rrpfG3oEzn  #ppt #uyu #t",758049516,"PPT Search","en",0,1457468560000,3316
3602,2016-03-08 12:00:00.000,,,"oose ppts Powerpoint Presentations - https://t.co/xpnwmNaucZ  #powerpoint #templates #oose #ppts",758049516,"PPT Search","en",0,1457468539000,3317
3603,2016-03-08 12:00:00.000,,,"ppt on system analysis Powerpoint Presentations - https://t.co/sdyJ0Mjxml  #powerpoint #slide #ppt #on #system #analysis",758049516,"PPT Search","en",0,1457468519000,3318
3604,2016-03-08 12:00:00.000,,,"elbow examination ppt PPT Templates - https://t.co/zSVCnfdywh  #powerpoint #slide #elbow #examination #ppt",758049516,"PPT Search","en",0,1457468498000,3319
3605,2016-03-08 12:00:00.000,,,"ppt on system design PPT Templates - https://t.co/hvYg95QpOC  #powerpoint #slide #ppt #on #system #design",758049516,"PPT Search","en",0,1457468477000,3320
3607,2016-03-08 12:00:00.000,,,"shoulder examination PowerPoint Slides - https://t.co/zh9MaX3x7F  #ppt #shoulder #examination",758049516,"PPT Search","en",0,1457468456000,3322
3609,2016-03-08 12:00:00.000,,,"ppt on system desidn PowerPoint Slides - https://t.co/kTSZFqhotE  #ppt #on #system #desidn",758049516,"PPT Search","en",0,1457468436000,3324
3611,2016-03-08 12:00:00.000,,,"ppt on intruders Powerpoint Templates - https://t.co/rL3NkZf35k  #powerpoint #slide #ppt #on #intruders",758049516,"PPT Search","en",0,1457468415000,3326
3612,2016-03-08 12:00:00.000,,,"hip ppt Powerpoint Templates - https://t.co/RcJZNZ6uLX  #hip #ppt",758049516,"PPT Search","en",0,1457468394000,3327
3616,2016-03-08 12:00:00.000,,,"ppt. on survey of civil Eng. Powerpoint Presentations - https://t.co/3qQed5YZrT  #ppt. #on #survey #of #civil #Eng.",758049516,"PPT Search","en",0,1457468291000,3331
3617,2016-03-08 12:00:00.000,,,"decision making process PowerPoint Slides - https://t.co/WlfAOMu3FN  #powerpoint #slide #decision #making #process",758049516,"PPT Search","en",0,1457468249000,3332
3618,2016-03-08 12:00:00.000,,,"foundry moulding processes PPT Slides - https://t.co/AP4OBdfikF  #powerpoint #slide #foundry #moulding #processes",758049516,"PPT Search","en",0,1457468229000,3333
3632,2016-03-08 12:00:00.000,,,"Occupational health ppt PPT Templates - https://t.co/wa9WpVKs33  #powerpoint #slide #Occupational #health #ppt",758049516,"PPT Search","en",0,1457467809000,3346
3633,2016-03-08 12:00:00.000,,,"plant enzymes ppt Powerpoint Templates - https://t.co/WynCdvc4pD  #plant #enzymes #ppt",758049516,"PPT Search","en",0,1457467788000,3347
3645,2016-03-08 12:00:00.000,,,"instruments used in general surgery PPT Slides - https://t.co/UxPRUH9C0F  #powerpoint #templates #instruments #used #in #general #surgery",758049516,"PPT Search","en",0,1457467432000,3359
3646,2016-03-08 12:00:00.000,,,"instruments used in general surgery Powerpoint Presentations - https://t.co/UxPRUH9C0F  #ppt #instruments #used #in #general #surgery",758049516,"PPT Search","en",0,1457467411000,3360
3648,2016-03-08 12:00:00.000,,,"adc and dac PPT Templates - https://t.co/AU09oVfAGs  #powerpoint #slide #adc #and #dac",758049516,"PPT Search","en",0,1457467370000,3362
3649,2016-03-08 12:00:00.000,,,"automated guided vehicles PowerPoint Slides - https://t.co/VW4nUKm1SR  #powerpoint #slide #automated #guided #vehicles",758049516,"PPT Search","en",0,1457467349000,3363
3650,2016-03-08 12:00:00.000,,,"gating design for steel casting+ppt Powerpoint Presentations - https://t.co/hwfti1SO9i  #gating #design #for #steel #casting+ppt",758049516,"PPT Search","en",0,1457467328000,3364
3665,2016-03-08 11:00:00.000,,,"ccna discovery notes PowerPoint Slides - https://t.co/jyVqD8gyLK  #ccna #discovery #notes",758049516,"PPT Search","en",0,1457467158000,3379
3666,2016-03-08 11:00:00.000,,,"artificial intelligence powerpoint slides PPT Templates - https://t.co/umEV5Cws8E  #artificial #intelligence #powerpoint #slides",758049516,"PPT Search","en",0,1457467116000,3380
3671,2016-03-08 11:00:00.000,,,"oracle DBA PowerPoint Slides - https://t.co/eni2w5CIcV  #powerpoint #slide #oracle #DBA",758049516,"PPT Search","en",0,1457467096000,3385
3683,2016-03-08 11:00:00.000,,,"customer services PPT Slides - https://t.co/TygIgzHRkA  #ppt #powerpoint #slide #customer #services",758049516,"PPT Search","en",0,1457466771000,3396
3686,2016-03-08 11:00:00.000,,,"importance of sports PowerPoint Slides - https://t.co/dPP9VdMRQy  #ppt #powerpoint #templates #importance #of #sports",758049516,"PPT Search","en",0,1457466729000,3399
3687,2016-03-08 11:00:00.000,,,"155 mm M 109A6 Paladin PPT Templates - https://t.co/1tieipCr9h  #powerpoint #slide #155 #mm #M #109A6 #Paladin",758049516,"PPT Search","en",0,1457466708000,3400
3689,2016-03-08 11:00:00.000,,,"Concept Technology Demonstrator (CTD) Powerpoint Templates - https://t.co/2e4ZNOhD8q  #Concept #Technology #Demonstrator #(CTD)",758049516,"PPT Search","en",0,1457466688000,3402
3691,2016-03-08 11:00:00.000,,,"latest trend in artillery PPT Templates - https://t.co/AhOoKmVx8c  #powerpoint #slide #latest #trend #in #artillery",758049516,"PPT Search","en",0,1457466667000,3404
3718,2016-03-08 11:00:00.000,,,"daylighting architecture Powerpoint Presentations - https://t.co/dDS6x3jJjQ  #ppt #daylighting #architecture",758049516,"PPT Search","en",0,1457466126000,3430
3728,2016-03-08 11:00:00.000,,,"coal ash disposal methods Powerpoint Presentations - https://t.co/C8PMVbuXH5  #powerpoint #slide #coal #ash #disposal #methods",758049516,"PPT Search","en",0,1457465586000,3440
3730,2016-03-08 11:00:00.000,,,"body image in stoma care PPT Slides - https://t.co/RetCAEiT6t  #powerpoint #slide #body #image #in #stoma #care",758049516,"PPT Search","en",0,1457465565000,3442
3731,2016-03-08 11:00:00.000,,,"boardworks a2 PPT Templates - https://t.co/7LxrfrpO2E  #powerpoint #slide #boardworks #a2",758049516,"PPT Search","en",0,1457465545000,3443
3735,2016-03-08 11:00:00.000,,,"ppt Hacking Powerpoint Presentations - https://t.co/TxBNHEcTJM  #ppt #powerpoint #slide #ppt #Hacking",758049516,"PPT Search","en",0,1457465524000,3447
3736,2016-03-08 11:00:00.000,,,"non linear analysis PowerPoint Slides - https://t.co/Q0ClNv5xkp  #non #linear #analysis",758049516,"PPT Search","en",0,1457465503000,3448
3738,2016-03-08 11:00:00.000,,,"thoughts on hindi by great personalities Powerpoint Presentations - https://t.co/JQnq85HE6B  #thoughts #on #hindi #by #great #personalities",758049516,"PPT Search","en",0,1457465483000,3450
3743,2016-03-08 11:00:00.000,,,"Press work operations PPT Slides - https://t.co/gm5O4v11aY  #ppt #powerpoint #slide #Press #work #operations",758049516,"PPT Search","en",0,1457465421000,3455
3745,2016-03-08 11:00:00.000,,,"wp register.php Powerpoint Templates - https://t.co/IxcqE877fv  #powerpoint #templates #wp #register.php",758049516,"PPT Search","en",0,1457465400000,3456
3747,2016-03-08 11:00:00.000,,,"php5.php Powerpoint Templates - https://t.co/CVSmp1Vo8V  #php5.php",758049516,"PPT Search","en",0,1457465379000,3458
3749,2016-03-08 11:00:00.000,,,"php.php PPT Slides - https://t.co/jXHuydJ45h  #powerpoint #slide #php.php",758049516,"PPT Search","en",0,1457465359000,3460
3750,2016-03-08 11:00:00.000,,,"presentation of hydrulic dam power point Powerpoint Templates - https://t.co/6Xfln8V36t  #presentation #of #hydrulic #dam #power #point",758049516,"PPT Search","en",0,1457465338000,3461
3751,2016-03-08 11:00:00.000,,,"liposomes ppt fre.. Powerpoint Templates - https://t.co/cVQvBfrF0l  #powerpoint #slide #liposomes #ppt #fre..",758049516,"PPT Search","en",0,1457465317000,3462
3753,2016-03-08 11:00:00.000,,,"daily life examples of reflection of light PowerPoint Slides - https://t.co/bmRNqbX2z9  #daily #life #examples #of #reflection #of #light",758049516,"PPT Search","en",0,1457465307000,3464
