Year,Quarter,Month,Day,Manufacturer,Daily Revenue
2018,4,10,25,Natura,355195.225
2018,4,10,25,Pirum,157526.10499999998
2018,4,10,25,VanArsdel,832661.3175
2018,4,10,26,Aliqui,212598.025
2018,4,10,26,Currus,223413.77
2018,4,10,26,Natura,324065.1025
2018,4,10,26,Pirum,143986.8225
2018,4,10,26,VanArsdel,761823.645
2018,4,10,27,Aliqui,138609.1875
2018,4,10,27,Currus,253716.54
2018,4,10,27,Natura,318162.0
2018,4,10,27,Pirum,156529.82499999998
2018,4,10,27,VanArsdel,745296.4
2018,4,10,28,Aliqui,382174.93
2018,4,10,28,Currus,42106.994999999995
2018,4,10,28,Natura,370587.2975
2018,4,10,28,Pirum,96441.2925
2018,4,10,28,VanArsdel,821426.135
2018,4,10,29,Currus,465956.19
2018,4,10,29,Natura,321575.9925
2018,4,10,29,VanArsdel,554262.99
2018,4,10,30,Aliqui,326260.5825
2018,4,10,30,Currus,153704.59
2018,4,10,30,Natura,363093.3075
2018,4,10,30,Pirum,87827.26
2018,4,10,30,VanArsdel,596220.73
2018,4,10,31,Aliqui,409680.9925
2018,4,10,31,Currus,536000.8275
2018,4,10,31,Natura,863356.16
2018,4,10,31,Pirum,182125.9775
2018,4,10,31,VanArsdel,959424.405
2018,4,11,1,Aliqui,70156.08
2018,4,11,1,Currus,71432.8225
2018,4,11,1,Pirum,229705.4575
2018,4,11,1,VanArsdel,547678.75
2018,4,11,2,Aliqui,60871.604999999996
2018,4,11,2,Currus,61962.5075
2018,4,11,2,Pirum,71398.01
2018,4,11,2,VanArsdel,502099.115
2018,4,11,3,Aliqui,88769.1525
2018,4,11,3,Currus,72735.7225
2018,4,11,3,Natura,85304.89
2018,4,11,3,Pirum,80020.41
2018,4,11,3,VanArsdel,533645.7825
2018,4,11,4,Aliqui,57224.055
2018,4,11,4,Currus,52167.8875
2018,4,11,4,Natura,86277.5725
2018,4,11,4,Pirum,45500.1225
2018,4,11,4,VanArsdel,477491.08
2018,4,11,5,Aliqui,73893.6925
2018,4,11,5,Natura,76735.785
2018,4,11,5,Pirum,50489.46
2018,4,11,5,VanArsdel,371772.565
2018,4,11,6,Aliqui,56119.405
2018,4,11,6,Currus,107657.875
2018,4,11,6,Natura,131170.8875
2018,4,11,6,Pirum,52470.0875
2018,4,11,6,VanArsdel,417220.57
2018,4,11,7,Aliqui,88411.27249999999
2018,4,11,7,Currus,55786.869999999995
2018,4,11,7,Natura,105452.5725
2018,4,11,7,Pirum,74400.7925
2018,4,11,7,VanArsdel,373615.1875
2018,4,11,8,Aliqui,155374.0625
2018,4,11,8,Currus,98076.88249999999
2018,4,11,8,Natura,187252.205
2018,4,11,8,Pirum,128859.3675
2018,4,11,8,VanArsdel,509883.375
2018,4,11,9,Aliqui,138405.6025
2018,4,11,9,Currus,146537.55
2018,4,11,9,Natura,201114.6
2018,4,11,9,Pirum,116552.7
2018,4,11,9,VanArsdel,542214.9925
2018,4,11,10,Aliqui,159757.7175
2018,4,11,10,Currus,128080.375
2018,4,11,10,Natura,219754.59
2018,4,11,10,Pirum,123579.33499999999
2018,4,11,10,VanArsdel,572868.5125
2018,4,11,11,Aliqui,73717.56
2018,4,11,11,Currus,77230.44
2018,4,11,11,Natura,203933.34
2018,4,11,11,Pirum,61384.3125
2018,4,11,11,VanArsdel,566388.915
2018,4,11,12,Aliqui,133372.85
2018,4,11,12,Currus,60920.9475
2018,4,11,12,Natura,105255.78
2018,4,11,12,Pirum,42660.345
2018,4,11,12,VanArsdel,300766.4675
2018,4,11,13,Aliqui,90234.2175
2018,4,11,13,Currus,75403.0875
2018,4,11,13,Natura,158181.2125
2018,4,11,13,Pirum,69731.7225
2018,4,11,13,VanArsdel,507909.27499999997
2018,4,11,14,Aliqui,149722.4075
2018,4,11,14,Currus,96209.375
2018,4,11,14,Natura,179815.2375
2018,4,11,14,Pirum,74833.4825
2018,4,11,14,VanArsdel,572144.1525
2018,4,11,15,Aliqui,195871.1325
2018,4,11,15,Currus,152090.57499999998
2018,4,11,15,Natura,218887.5325
2018,4,11,15,Pirum,120719.88249999999
2018,4,11,15,VanArsdel,615396.985
2018,4,11,16,Aliqui,211847.9175
2018,4,11,16,Currus,125209.04
2018,4,11,16,Natura,314711.98
2018,4,11,16,Pirum,115832.08
2018,4,11,16,VanArsdel,580048.75
2018,4,11,17,Aliqui,171750.82749999998
2018,4,11,17,Currus,154213.0575
2018,4,11,17,Natura,247894.2575
2018,4,11,17,Pirum,147173.16
2018,4,11,17,VanArsdel,620614.5975
2018,4,11,18,Aliqui,81610.935
2018,4,11,18,Currus,64240.994999999995
2018,4,11,18,Natura,171968.20249999998
2018,4,11,18,Pirum,54087.494999999995
2018,4,11,18,VanArsdel,568828.125
2018,4,11,19,Aliqui,104920.005
2018,4,11,19,Currus,63695.31
2018,4,11,19,Natura,96357.135
2018,4,11,19,Pirum,54628.875
2018,4,11,19,VanArsdel,386847.775
2018,4,11,20,Aliqui,82189.8025
2018,4,11,20,Currus,94178.08
2018,4,11,20,Natura,160822.86
2018,4,11,20,Pirum,89702.89749999999
2018,4,11,20,VanArsdel,414800.6975
2018,4,11,21,Aliqui,138732.9975
2018,4,11,21,Currus,82371.1075
2018,4,11,21,Natura,182471.2725
2018,4,11,21,Pirum,74898.605
2018,4,11,21,VanArsdel,553817.9025
2018,4,11,22,Aliqui,183578.4375
2018,4,11,22,Currus,165043.3175
2018,4,11,22,Natura,230337.3725
2018,4,11,22,Pirum,134877.9225
2018,4,11,22,VanArsdel,609708.52
2018,4,11,23,Aliqui,100996.98
2018,4,11,23,Currus,109747.89
2018,4,11,23,Natura,119965.0725
2018,4,11,23,Pirum,73116.4875
2018,4,11,23,VanArsdel,394983.1725
2018,4,11,24,Aliqui,92915.655
2018,4,11,24,Currus,151987.9375
2018,4,11,24,Natura,279612.3025
2018,4,11,24,Pirum,74622.135
2018,4,11,24,VanArsdel,674223.8625
2018,4,11,25,Aliqui,105071.9775
2018,4,11,25,Currus,114551.325
2018,4,11,25,Natura,221017.13999999998
2018,4,11,25,Pirum,56754.7575
2018,4,11,25,VanArsdel,698221.415
2018,4,11,26,Aliqui,235322.955
2018,4,11,26,Currus,104516.79
2018,4,11,26,Natura,117082.56
2018,4,11,26,Pirum,44686.1625
2018,4,11,26,VanArsdel,432212.8225
2018,4,11,27,Aliqui,86606.39749999999
2018,4,11,27,Currus,119829.08499999999
2018,4,11,27,Natura,247508.4425
2018,4,11,27,Pirum,155104.46
2018,4,11,27,VanArsdel,553818.9974999999
2018,4,11,28,Aliqui,168276.375
2018,4,11,28,Currus,137573.85749999998
2018,4,11,28,Natura,252398.18
2018,4,11,28,Pirum,105249.6225
2018,4,11,28,VanArsdel,564327.0275
2018,4,11,29,Aliqui,247907.0175
2018,4,11,29,Currus,167968.895
2018,4,11,29,Natura,322585.7475
2018,4,11,29,Pirum,114615.2475
2018,4,11,29,VanArsdel,565782.0575
2018,4,11,30,Aliqui,830873.9425
2018,4,11,30,Currus,1022850.345
2018,4,11,30,Natura,1340154.6824999999
2018,4,11,30,Pirum,423877.0975
2018,4,11,30,VanArsdel,1706177.6975
2018,4,12,1,Aliqui,88951.3125
2018,4,12,1,Currus,40414.085
2018,4,12,1,Pirum,100532.53749999999
2018,4,12,1,VanArsdel,574114.6275
2018,4,12,2,Aliqui,19826.625
2018,4,12,2,Currus,17458.98
2018,4,12,2,Pirum,34568.205
2018,4,12,2,VanArsdel,466340.0975
2018,4,12,3,Natura,19131.892499999998
2018,4,12,3,VanArsdel,265699.8275
2018,4,12,4,Aliqui,98819.75
2018,4,12,4,Currus,65957.4875
2018,4,12,4,Natura,80583.275
2018,4,12,4,Pirum,39167.542499999996
2018,4,12,4,VanArsdel,333608.5525
2018,4,12,5,Aliqui,116568.7
2018,4,12,5,Currus,70538.1725
2018,4,12,5,Natura,126185.715
2018,4,12,5,Pirum,87179.05
2018,4,12,5,VanArsdel,474251.92
2018,4,12,6,Aliqui,128478.165
2018,4,12,6,Currus,77355.1875
2018,4,12,6,Natura,141143.3425
2018,4,12,6,Pirum,83274.985
2018,4,12,6,VanArsdel,527662.675
2018,4,12,7,Aliqui,123304.44
2018,4,12,7,Currus,81405.205
2018,4,12,7,Natura,168840.94
2018,4,12,7,Pirum,99645.9475
2018,4,12,7,VanArsdel,505557.435
2018,4,12,8,Aliqui,116718.605
2018,4,12,8,Currus,79291.025
2018,4,12,8,Natura,162796.895
2018,4,12,8,Pirum,86893.3475
2018,4,12,8,VanArsdel,565229.835
2018,4,12,9,Aliqui,31941.6825
2018,4,12,9,Currus,52697.6625
2018,4,12,9,Natura,142467.94
2018,4,12,9,Pirum,39665.955
2018,4,12,9,VanArsdel,456064.6775
2018,4,12,10,Aliqui,74004.89749999999
2018,4,12,10,Natura,44749.95
2018,4,12,10,VanArsdel,192491.4175
2018,4,12,11,Aliqui,77334.9375
2018,4,12,11,Currus,64588.29
2018,4,12,11,Natura,129906.6375
2018,4,12,11,Pirum,86417.83499999999
2018,4,12,11,VanArsdel,399747.2425
2018,4,12,12,Aliqui,148247.13
2018,4,12,12,Currus,111378.875
2018,4,12,12,Natura,286029.5375
2018,4,12,12,Pirum,116992.53749999999
2018,4,12,12,VanArsdel,526819.7275
2018,4,12,13,Aliqui,169877.1225
2018,4,12,13,Currus,123821.9025
2018,4,12,13,Natura,287862.695
2018,4,12,13,Pirum,103990.6375
2018,4,12,13,VanArsdel,577099.7975
2018,4,12,14,Aliqui,160839.405
2018,4,12,14,Currus,84155.825
2018,4,12,14,Natura,285381.995
2018,4,12,14,Pirum,100243.1025
2018,4,12,14,VanArsdel,547860.38
2018,4,12,15,Aliqui,130266.2475
2018,4,12,15,Currus,91215.8225
2018,4,12,15,Natura,330580.75
2018,4,12,15,Pirum,100188.0875
2018,4,12,15,VanArsdel,714663.4425
2018,4,12,16,Aliqui,50914.08
2018,4,12,16,Currus,46246.619999999995
2018,4,12,16,Natura,204477.43
2018,4,12,16,Pirum,42857.0625
2018,4,12,16,VanArsdel,592829.665
2018,4,12,17,Aliqui,66988.83499999999
2018,4,12,17,Natura,33482.715
2018,4,12,17,VanArsdel,281779.8125
2018,4,12,18,Aliqui,101127.19499999999
2018,4,12,18,Currus,73399.465
2018,4,12,18,Natura,141186.6625
2018,4,12,18,Pirum,92343.875
2018,4,12,18,VanArsdel,457547.7025
2018,4,12,19,Aliqui,260624.74
2018,4,12,19,Currus,139739.4
2018,4,12,19,Natura,272526.14
2018,4,12,19,Pirum,140018.365
2018,4,12,19,VanArsdel,654898.48
2018,4,12,20,Aliqui,184102.5225
2018,4,12,20,Currus,118412.295
2018,4,12,20,Natura,285631.475
2018,4,12,20,Pirum,126371.565
2018,4,12,20,VanArsdel,631260.495
2018,4,12,21,Aliqui,220178.0525
2018,4,12,21,Currus,148035.35749999998
2018,4,12,21,Natura,241831.445
2018,4,12,21,Pirum,104918.4775
2018,4,12,21,VanArsdel,920705.495
2018,4,12,22,Aliqui,233010.8925
2018,4,12,22,Currus,154500.43
2018,4,12,22,Natura,327336.3125
2018,4,12,22,Pirum,46059.4575
2018,4,12,22,VanArsdel,646120.695
2018,4,12,23,Aliqui,36639.225
2018,4,12,23,Currus,46252.08
2018,4,12,23,Natura,246846.455
2018,4,12,23,Pirum,29187.8475
2018,4,12,23,VanArsdel,609020.4225
2018,4,12,24,Natura,76909.875
2018,4,12,24,VanArsdel,237043.905
2018,4,12,25,Aliqui,9897.0375
2018,4,12,25,Currus,10422.3
2018,4,12,25,Natura,13482.84
2018,4,12,25,Pirum,5810.594999999999
2018,4,12,25,VanArsdel,118023.885
2018,4,12,26,Aliqui,88685.415
2018,4,12,26,Currus,258465.83
2018,4,12,26,Natura,291741.77
2018,4,12,26,Pirum,79874.76
2018,4,12,26,VanArsdel,660014.155
2018,4,12,27,Aliqui,537663.6675
2018,4,12,27,Currus,204682.5575
2018,4,12,27,Natura,427476.44
2018,4,12,27,Pirum,334736.6425
2018,4,12,27,VanArsdel,702288.315
2018,4,12,28,Aliqui,323004.36
2018,4,12,28,Currus,212941.2525
2018,4,12,28,Natura,443313.40499999997
2018,4,12,28,Pirum,186894.055
2018,4,12,28,VanArsdel,787285.1224999999
2018,4,12,29,Aliqui,411010.315
2018,4,12,29,Currus,389800.485
2018,4,12,29,Natura,652477.0549999999
2018,4,12,29,Pirum,216821.2225
2018,4,12,29,VanArsdel,985935.9349999999
2018,4,12,30,Aliqui,266803.005
2018,4,12,30,Currus,316485.9075
2018,4,12,30,Natura,991085.51
2018,4,12,30,Pirum,220410.9725
2018,4,12,30,VanArsdel,1279065.7375
2018,4,12,31,Aliqui,396285.26
2018,4,12,31,Currus,307048.8625
2018,4,12,31,Natura,151220.87
2018,4,12,31,VanArsdel,204013.81
