Year,Quarter,Month,Day,Revenue,Manufacturer
2018,Qtr 3,September,24,33151,Pirum
2018,Qtr 3,September,24,453230,VanArsdel
2018,Qtr 3,September,25,138775,Aliqui
2018,Qtr 3,September,25,113105,Currus
2018,Qtr 3,September,25,239643,Natura
2018,Qtr 3,September,25,72397,Pirum
2018,Qtr 3,September,25,681342,VanArsdel
2018,Qtr 3,September,26,132946,Aliqui
2018,Qtr 3,September,26,130125,Currus
2018,Qtr 3,September,26,201891,Natura
2018,Qtr 3,September,26,87937,Pirum
2018,Qtr 3,September,26,721100,VanArsdel
2018,Qtr 3,September,27,230464,Aliqui
2018,Qtr 3,September,27,242518,Currus
2018,Qtr 3,September,27,343617,Natura
2018,Qtr 3,September,27,141943,Pirum
2018,Qtr 3,September,27,878095,VanArsdel
2018,Qtr 3,September,28,235348,Aliqui
2018,Qtr 3,September,28,229054,Currus
2018,Qtr 3,September,28,412295,Natura
2018,Qtr 3,September,28,172817,Pirum
2018,Qtr 3,September,28,1035466,VanArsdel
2018,Qtr 3,September,29,376793,Aliqui
2018,Qtr 3,September,29,149338,Currus
2018,Qtr 3,September,29,593703,Natura
2018,Qtr 3,September,29,216954,Pirum
2018,Qtr 3,September,29,1590262,VanArsdel
2018,Qtr 3,September,30,763437,Aliqui
2018,Qtr 3,September,30,1106504,Currus
2018,Qtr 3,September,30,1498811,Natura
2018,Qtr 3,September,30,191087,Pirum
2018,Qtr 3,September,30,2463252,VanArsdel
2018,Qtr 4,October,1,19589,Aliqui
2018,Qtr 4,October,1,575994,VanArsdel
2018,Qtr 4,October,2,43060,Aliqui
2018,Qtr 4,October,2,31176,Currus
2018,Qtr 4,October,2,180801,Pirum
2018,Qtr 4,October,2,726686,VanArsdel
2018,Qtr 4,October,3,62196,Aliqui
2018,Qtr 4,October,3,89060,Currus
2018,Qtr 4,October,3,83728,Pirum
2018,Qtr 4,October,3,963716,VanArsdel
2018,Qtr 4,October,4,66459,Aliqui
2018,Qtr 4,October,4,57036,Currus
2018,Qtr 4,October,4,88117,Natura
2018,Qtr 4,October,4,71740,Pirum
2018,Qtr 4,October,4,557038,VanArsdel
2018,Qtr 4,October,5,81783,Aliqui
2018,Qtr 4,October,5,81669,Currus
2018,Qtr 4,October,5,130711,Natura
2018,Qtr 4,October,5,83637,Pirum
2018,Qtr 4,October,5,621770,VanArsdel
2018,Qtr 4,October,6,103495,Aliqui
2018,Qtr 4,October,6,80450,Currus
2018,Qtr 4,October,6,127247,Natura
2018,Qtr 4,October,6,82488,Pirum
2018,Qtr 4,October,6,702711,VanArsdel
2018,Qtr 4,October,7,44157,Aliqui
2018,Qtr 4,October,7,98522,Currus
2018,Qtr 4,October,7,129912,Natura
2018,Qtr 4,October,7,43177,Pirum
2018,Qtr 4,October,7,556059,VanArsdel
2018,Qtr 4,October,8,46807,Aliqui
2018,Qtr 4,October,8,38173,Natura
2018,Qtr 4,October,8,229375,VanArsdel
2018,Qtr 4,October,9,68800,Aliqui
2018,Qtr 4,October,9,60808,Currus
2018,Qtr 4,October,9,105695,Natura
2018,Qtr 4,October,9,69230,Pirum
2018,Qtr 4,October,9,477771,VanArsdel
2018,Qtr 4,October,10,163904,Aliqui
2018,Qtr 4,October,10,148327,Currus
2018,Qtr 4,October,10,211955,Natura
2018,Qtr 4,October,10,129995,Pirum
2018,Qtr 4,October,10,704902,VanArsdel
2018,Qtr 4,October,11,153439,Aliqui
2018,Qtr 4,October,11,147697,Currus
2018,Qtr 4,October,11,288131,Natura
2018,Qtr 4,October,11,119706,Pirum
2018,Qtr 4,October,11,630589,VanArsdel
2018,Qtr 4,October,12,130162,Aliqui
2018,Qtr 4,October,12,167228,Currus
2018,Qtr 4,October,12,234448,Natura
2018,Qtr 4,October,12,112546,Pirum
2018,Qtr 4,October,12,595423,VanArsdel
2018,Qtr 4,October,13,139656,Aliqui
2018,Qtr 4,October,13,108635,Currus
2018,Qtr 4,October,13,320410,Natura
2018,Qtr 4,October,13,102393,Pirum
2018,Qtr 4,October,13,710554,VanArsdel
2018,Qtr 4,October,14,65724,Aliqui
2018,Qtr 4,October,14,66044,Currus
2018,Qtr 4,October,14,184516,Natura
2018,Qtr 4,October,14,7215,Pirum
2018,Qtr 4,October,14,500448,VanArsdel
2018,Qtr 4,October,15,69646,Natura
2018,Qtr 4,October,15,379069,VanArsdel
2018,Qtr 4,October,16,146277,Aliqui
2018,Qtr 4,October,16,115517,Currus
2018,Qtr 4,October,16,148118,Natura
2018,Qtr 4,October,16,59241,Pirum
2018,Qtr 4,October,16,387956,VanArsdel
2018,Qtr 4,October,17,196123,Aliqui
2018,Qtr 4,October,17,201251,Currus
2018,Qtr 4,October,17,299239,Natura
2018,Qtr 4,October,17,166088,Pirum
2018,Qtr 4,October,17,654905,VanArsdel
2018,Qtr 4,October,18,167772,Aliqui
2018,Qtr 4,October,18,189347,Currus
2018,Qtr 4,October,18,269146,Natura
2018,Qtr 4,October,18,142362,Pirum
2018,Qtr 4,October,18,711347,VanArsdel
2018,Qtr 4,October,19,172648,Aliqui
2018,Qtr 4,October,19,154810,Currus
2018,Qtr 4,October,19,252739,Natura
2018,Qtr 4,October,19,118801,Pirum
2018,Qtr 4,October,19,646119,VanArsdel
2018,Qtr 4,October,20,145310,Aliqui
2018,Qtr 4,October,20,141981,Currus
2018,Qtr 4,October,20,256218,Natura
2018,Qtr 4,October,20,104965,Pirum
2018,Qtr 4,October,20,681824,VanArsdel
2018,Qtr 4,October,21,79953,Aliqui
2018,Qtr 4,October,21,95525,Currus
2018,Qtr 4,October,21,241184,Natura
2018,Qtr 4,October,21,57356,Pirum
2018,Qtr 4,October,21,576962,VanArsdel
2018,Qtr 4,October,22,82929,Natura
2018,Qtr 4,October,22,404413,VanArsdel
2018,Qtr 4,October,23,157111,Aliqui
2018,Qtr 4,October,23,100118,Currus
2018,Qtr 4,October,23,152789,Natura
2018,Qtr 4,October,23,67043,Pirum
2018,Qtr 4,October,23,503282,VanArsdel
2018,Qtr 4,October,24,178457,Aliqui
2018,Qtr 4,October,24,265846,Currus
2018,Qtr 4,October,24,308874,Natura
2018,Qtr 4,October,24,161132,Pirum
2018,Qtr 4,October,24,688554,VanArsdel
2018,Qtr 4,October,25,201864,Aliqui
2018,Qtr 4,October,25,240766,Currus
2018,Qtr 4,October,25,355195,Natura
2018,Qtr 4,October,25,157526,Pirum
2018,Qtr 4,October,25,832661,VanArsdel
2018,Qtr 4,October,26,212598,Aliqui
2018,Qtr 4,October,26,223414,Currus
2018,Qtr 4,October,26,324065,Natura
2018,Qtr 4,October,26,143987,Pirum
2018,Qtr 4,October,26,761824,VanArsdel
2018,Qtr 4,October,27,138609,Aliqui
2018,Qtr 4,October,27,253717,Currus
2018,Qtr 4,October,27,318162,Natura
2018,Qtr 4,October,27,156530,Pirum
2018,Qtr 4,October,27,745296,VanArsdel
2018,Qtr 4,October,28,382175,Aliqui
2018,Qtr 4,October,28,42107,Currus
2018,Qtr 4,October,28,370587,Natura
2018,Qtr 4,October,28,96441,Pirum
2018,Qtr 4,October,28,821426,VanArsdel
2018,Qtr 4,October,29,465956,Currus
2018,Qtr 4,October,29,321576,Natura
2018,Qtr 4,October,29,554263,VanArsdel
2018,Qtr 4,October,30,326261,Aliqui
2018,Qtr 4,October,30,153705,Currus
2018,Qtr 4,October,30,363093,Natura
2018,Qtr 4,October,30,87827,Pirum
2018,Qtr 4,October,30,596221,VanArsdel
2018,Qtr 4,October,31,409681,Aliqui
2018,Qtr 4,October,31,536001,Currus
2018,Qtr 4,October,31,863356,Natura
2018,Qtr 4,October,31,182126,Pirum
2018,Qtr 4,October,31,959424,VanArsdel
2018,Qtr 4,November,1,70156,Aliqui
2018,Qtr 4,November,1,71433,Currus
2018,Qtr 4,November,1,229705,Pirum
2018,Qtr 4,November,1,547679,VanArsdel
2018,Qtr 4,November,2,60872,Aliqui
2018,Qtr 4,November,2,61963,Currus
2018,Qtr 4,November,2,71398,Pirum
2018,Qtr 4,November,2,502099,VanArsdel
2018,Qtr 4,November,3,88769,Aliqui
2018,Qtr 4,November,3,72736,Currus
2018,Qtr 4,November,3,85305,Natura
2018,Qtr 4,November,3,80020,Pirum
2018,Qtr 4,November,3,533646,VanArsdel
2018,Qtr 4,November,4,57224,Aliqui
2018,Qtr 4,November,4,52168,Currus
2018,Qtr 4,November,4,86278,Natura
2018,Qtr 4,November,4,45500,Pirum
2018,Qtr 4,November,4,477491,VanArsdel
2018,Qtr 4,November,5,73894,Aliqui
2018,Qtr 4,November,5,76736,Natura
2018,Qtr 4,November,5,50489,Pirum
2018,Qtr 4,November,5,371773,VanArsdel
2018,Qtr 4,November,6,56119,Aliqui
2018,Qtr 4,November,6,107658,Currus
2018,Qtr 4,November,6,131171,Natura
2018,Qtr 4,November,6,52470,Pirum
2018,Qtr 4,November,6,417221,VanArsdel
2018,Qtr 4,November,7,88411,Aliqui
2018,Qtr 4,November,7,55787,Currus
2018,Qtr 4,November,7,105453,Natura
2018,Qtr 4,November,7,74401,Pirum
2018,Qtr 4,November,7,373615,VanArsdel
2018,Qtr 4,November,8,155374,Aliqui
2018,Qtr 4,November,8,98077,Currus
2018,Qtr 4,November,8,187252,Natura
2018,Qtr 4,November,8,128859,Pirum
2018,Qtr 4,November,8,509883,VanArsdel
2018,Qtr 4,November,9,138406,Aliqui
2018,Qtr 4,November,9,146538,Currus
2018,Qtr 4,November,9,201115,Natura
2018,Qtr 4,November,9,116553,Pirum
2018,Qtr 4,November,9,542215,VanArsdel
2018,Qtr 4,November,10,159758,Aliqui
2018,Qtr 4,November,10,128080,Currus
2018,Qtr 4,November,10,219755,Natura
2018,Qtr 4,November,10,123579,Pirum
2018,Qtr 4,November,10,572869,VanArsdel
2018,Qtr 4,November,11,73718,Aliqui
2018,Qtr 4,November,11,77230,Currus
2018,Qtr 4,November,11,203933,Natura
2018,Qtr 4,November,11,61384,Pirum
2018,Qtr 4,November,11,566389,VanArsdel
2018,Qtr 4,November,12,133373,Aliqui
2018,Qtr 4,November,12,60921,Currus
2018,Qtr 4,November,12,105256,Natura
2018,Qtr 4,November,12,42660,Pirum
2018,Qtr 4,November,12,300766,VanArsdel
2018,Qtr 4,November,13,90234,Aliqui
2018,Qtr 4,November,13,75403,Currus
2018,Qtr 4,November,13,158181,Natura
2018,Qtr 4,November,13,69732,Pirum
2018,Qtr 4,November,13,507909,VanArsdel
2018,Qtr 4,November,14,149722,Aliqui
2018,Qtr 4,November,14,96209,Currus
2018,Qtr 4,November,14,179815,Natura
2018,Qtr 4,November,14,74833,Pirum
2018,Qtr 4,November,14,572144,VanArsdel
2018,Qtr 4,November,15,195871,Aliqui
2018,Qtr 4,November,15,152091,Currus
2018,Qtr 4,November,15,218888,Natura
2018,Qtr 4,November,15,120720,Pirum
2018,Qtr 4,November,15,615397,VanArsdel
2018,Qtr 4,November,16,211848,Aliqui
2018,Qtr 4,November,16,125209,Currus
2018,Qtr 4,November,16,314712,Natura
2018,Qtr 4,November,16,115832,Pirum
2018,Qtr 4,November,16,580049,VanArsdel
2018,Qtr 4,November,17,171751,Aliqui
2018,Qtr 4,November,17,154213,Currus
2018,Qtr 4,November,17,247894,Natura
2018,Qtr 4,November,17,147173,Pirum
2018,Qtr 4,November,17,620615,VanArsdel
2018,Qtr 4,November,18,81611,Aliqui
2018,Qtr 4,November,18,64241,Currus
2018,Qtr 4,November,18,171968,Natura
2018,Qtr 4,November,18,54087,Pirum
2018,Qtr 4,November,18,568828,VanArsdel
2018,Qtr 4,November,19,104920,Aliqui
2018,Qtr 4,November,19,63695,Currus
2018,Qtr 4,November,19,96357,Natura
2018,Qtr 4,November,19,54629,Pirum
2018,Qtr 4,November,19,386848,VanArsdel
2018,Qtr 4,November,20,82190,Aliqui
2018,Qtr 4,November,20,94178,Currus
2018,Qtr 4,November,20,160823,Natura
2018,Qtr 4,November,20,89703,Pirum
2018,Qtr 4,November,20,414801,VanArsdel
2018,Qtr 4,November,21,138733,Aliqui
2018,Qtr 4,November,21,82371,Currus
2018,Qtr 4,November,21,182471,Natura
2018,Qtr 4,November,21,74899,Pirum
2018,Qtr 4,November,21,553818,VanArsdel
2018,Qtr 4,November,22,183578,Aliqui
2018,Qtr 4,November,22,165043,Currus
2018,Qtr 4,November,22,230337,Natura
2018,Qtr 4,November,22,134878,Pirum
2018,Qtr 4,November,22,609709,VanArsdel
2018,Qtr 4,November,23,100997,Aliqui
2018,Qtr 4,November,23,109748,Currus
2018,Qtr 4,November,23,119965,Natura
2018,Qtr 4,November,23,73116,Pirum
2018,Qtr 4,November,23,394983,VanArsdel
2018,Qtr 4,November,24,92916,Aliqui
2018,Qtr 4,November,24,151988,Currus
2018,Qtr 4,November,24,279612,Natura
2018,Qtr 4,November,24,74622,Pirum
2018,Qtr 4,November,24,674224,VanArsdel
2018,Qtr 4,November,25,105072,Aliqui
2018,Qtr 4,November,25,114551,Currus
2018,Qtr 4,November,25,221017,Natura
2018,Qtr 4,November,25,56755,Pirum
2018,Qtr 4,November,25,698221,VanArsdel
2018,Qtr 4,November,26,235323,Aliqui
2018,Qtr 4,November,26,104517,Currus
2018,Qtr 4,November,26,117083,Natura
2018,Qtr 4,November,26,44686,Pirum
2018,Qtr 4,November,26,432213,VanArsdel
2018,Qtr 4,November,27,86606,Aliqui
2018,Qtr 4,November,27,119829,Currus
2018,Qtr 4,November,27,247508,Natura
2018,Qtr 4,November,27,155104,Pirum
2018,Qtr 4,November,27,553819,VanArsdel
2018,Qtr 4,November,28,168276,Aliqui
2018,Qtr 4,November,28,137574,Currus
2018,Qtr 4,November,28,252398,Natura
2018,Qtr 4,November,28,105250,Pirum
2018,Qtr 4,November,28,564327,VanArsdel
2018,Qtr 4,November,29,247907,Aliqui
2018,Qtr 4,November,29,167969,Currus
2018,Qtr 4,November,29,322586,Natura
2018,Qtr 4,November,29,114615,Pirum
2018,Qtr 4,November,29,565782,VanArsdel
2018,Qtr 4,November,30,830874,Aliqui
2018,Qtr 4,November,30,1022850,Currus
2018,Qtr 4,November,30,1340155,Natura
2018,Qtr 4,November,30,423877,Pirum
2018,Qtr 4,November,30,1706178,VanArsdel
2018,Qtr 4,December,1,88951,Aliqui
2018,Qtr 4,December,1,40414,Currus
2018,Qtr 4,December,1,100533,Pirum
2018,Qtr 4,December,1,574115,VanArsdel
2018,Qtr 4,December,2,19827,Aliqui
2018,Qtr 4,December,2,17459,Currus
2018,Qtr 4,December,2,34568,Pirum
2018,Qtr 4,December,2,466340,VanArsdel
2018,Qtr 4,December,3,19132,Natura
2018,Qtr 4,December,3,265700,VanArsdel
2018,Qtr 4,December,4,98820,Aliqui
2018,Qtr 4,December,4,65957,Currus
2018,Qtr 4,December,4,80583,Natura
2018,Qtr 4,December,4,39168,Pirum
2018,Qtr 4,December,4,333609,VanArsdel
2018,Qtr 4,December,5,116569,Aliqui
2018,Qtr 4,December,5,70538,Currus
2018,Qtr 4,December,5,126186,Natura
2018,Qtr 4,December,5,87179,Pirum
2018,Qtr 4,December,5,474252,VanArsdel
2018,Qtr 4,December,6,128478,Aliqui
2018,Qtr 4,December,6,77355,Currus
2018,Qtr 4,December,6,141143,Natura
2018,Qtr 4,December,6,83275,Pirum
2018,Qtr 4,December,6,527663,VanArsdel
2018,Qtr 4,December,7,123304,Aliqui
2018,Qtr 4,December,7,81405,Currus
2018,Qtr 4,December,7,168841,Natura
2018,Qtr 4,December,7,99646,Pirum
2018,Qtr 4,December,7,505557,VanArsdel
2018,Qtr 4,December,8,116719,Aliqui
2018,Qtr 4,December,8,79291,Currus
2018,Qtr 4,December,8,162797,Natura
2018,Qtr 4,December,8,86893,Pirum
2018,Qtr 4,December,8,565230,VanArsdel
2018,Qtr 4,December,9,31942,Aliqui
2018,Qtr 4,December,9,52698,Currus
2018,Qtr 4,December,9,142468,Natura
2018,Qtr 4,December,9,39666,Pirum
2018,Qtr 4,December,9,456065,VanArsdel
2018,Qtr 4,December,10,74005,Aliqui
2018,Qtr 4,December,10,44750,Natura
2018,Qtr 4,December,10,192491,VanArsdel
2018,Qtr 4,December,11,77335,Aliqui
2018,Qtr 4,December,11,64588,Currus
2018,Qtr 4,December,11,129907,Natura
2018,Qtr 4,December,11,86418,Pirum
2018,Qtr 4,December,11,399747,VanArsdel
2018,Qtr 4,December,12,148247,Aliqui
2018,Qtr 4,December,12,111379,Currus
2018,Qtr 4,December,12,286030,Natura
2018,Qtr 4,December,12,116993,Pirum
2018,Qtr 4,December,12,526820,VanArsdel
2018,Qtr 4,December,13,169877,Aliqui
2018,Qtr 4,December,13,123822,Currus
2018,Qtr 4,December,13,287863,Natura
2018,Qtr 4,December,13,103991,Pirum
2018,Qtr 4,December,13,577100,VanArsdel
2018,Qtr 4,December,14,160839,Aliqui
2018,Qtr 4,December,14,84156,Currus
2018,Qtr 4,December,14,285382,Natura
2018,Qtr 4,December,14,100243,Pirum
2018,Qtr 4,December,14,547860,VanArsdel
2018,Qtr 4,December,15,130266,Aliqui
2018,Qtr 4,December,15,91216,Currus
2018,Qtr 4,December,15,330581,Natura
2018,Qtr 4,December,15,100188,Pirum
2018,Qtr 4,December,15,714663,VanArsdel
2018,Qtr 4,December,16,50914,Aliqui
2018,Qtr 4,December,16,46247,Currus
2018,Qtr 4,December,16,204477,Natura
2018,Qtr 4,December,16,42857,Pirum
2018,Qtr 4,December,16,592830,VanArsdel
2018,Qtr 4,December,17,66989,Aliqui
2018,Qtr 4,December,17,33483,Natura
2018,Qtr 4,December,17,281780,VanArsdel
2018,Qtr 4,December,18,101127,Aliqui
2018,Qtr 4,December,18,73399,Currus
2018,Qtr 4,December,18,141187,Natura
2018,Qtr 4,December,18,92344,Pirum
2018,Qtr 4,December,18,457548,VanArsdel
2018,Qtr 4,December,19,260625,Aliqui
2018,Qtr 4,December,19,139739,Currus
2018,Qtr 4,December,19,272526,Natura
2018,Qtr 4,December,19,140018,Pirum
2018,Qtr 4,December,19,654898,VanArsdel
2018,Qtr 4,December,20,184103,Aliqui
2018,Qtr 4,December,20,118412,Currus
2018,Qtr 4,December,20,285631,Natura
2018,Qtr 4,December,20,126372,Pirum
2018,Qtr 4,December,20,631260,VanArsdel
2018,Qtr 4,December,21,220178,Aliqui
2018,Qtr 4,December,21,148035,Currus
2018,Qtr 4,December,21,241831,Natura
2018,Qtr 4,December,21,104918,Pirum
2018,Qtr 4,December,21,920705,VanArsdel
2018,Qtr 4,December,22,233011,Aliqui
2018,Qtr 4,December,22,154500,Currus
2018,Qtr 4,December,22,327336,Natura
2018,Qtr 4,December,22,46059,Pirum
2018,Qtr 4,December,22,646121,VanArsdel
2018,Qtr 4,December,23,36639,Aliqui
2018,Qtr 4,December,23,46252,Currus
2018,Qtr 4,December,23,246846,Natura
2018,Qtr 4,December,23,29188,Pirum
2018,Qtr 4,December,23,609020,VanArsdel
2018,Qtr 4,December,24,76910,Natura
2018,Qtr 4,December,24,237044,VanArsdel
2018,Qtr 4,December,25,9897,Aliqui
2018,Qtr 4,December,25,10422,Currus
2018,Qtr 4,December,25,13483,Natura
2018,Qtr 4,December,25,5811,Pirum
2018,Qtr 4,December,25,118024,VanArsdel
2018,Qtr 4,December,26,88685,Aliqui
2018,Qtr 4,December,26,258466,Currus
2018,Qtr 4,December,26,291742,Natura
2018,Qtr 4,December,26,79875,Pirum
2018,Qtr 4,December,26,660014,VanArsdel
2018,Qtr 4,December,27,537664,Aliqui
2018,Qtr 4,December,27,204683,Currus
2018,Qtr 4,December,27,427476,Natura
2018,Qtr 4,December,27,334737,Pirum
2018,Qtr 4,December,27,702288,VanArsdel
2018,Qtr 4,December,28,323004,Aliqui
2018,Qtr 4,December,28,212941,Currus
2018,Qtr 4,December,28,443313,Natura
2018,Qtr 4,December,28,186894,Pirum
2018,Qtr 4,December,28,787285,VanArsdel
2018,Qtr 4,December,29,411010,Aliqui
2018,Qtr 4,December,29,389800,Currus
2018,Qtr 4,December,29,652477,Natura
2018,Qtr 4,December,29,216821,Pirum
2018,Qtr 4,December,29,985936,VanArsdel
2018,Qtr 4,December,30,266803,Aliqui
2018,Qtr 4,December,30,316486,Currus
2018,Qtr 4,December,30,991086,Natura
2018,Qtr 4,December,30,220411,Pirum
2018,Qtr 4,December,30,1279066,VanArsdel
2018,Qtr 4,December,31,396285,Aliqui
2018,Qtr 4,December,31,307049,Currus
2018,Qtr 4,December,31,151221,Natura
2018,Qtr 4,December,31,204014,VanArsdel
