Model,Repair Cost,UnitSold
Tacoma,20951541,141
Tacoma,20951541,189
Tacoma,20951541,225
Tacoma,20951541,231
Tacoma,20951541,250
Tacoma,20951541,265
Tacoma,20951541,311
Tacoma,20951541,312
Tacoma,20951541,362
Tacoma,20951541,389
Tacoma,20951541,401
Tacoma,20951541,421
Tacoma,20951541,431
Tacoma,20951541,453
Tacoma,20951541,465
Tacoma,20951541,503
Tacoma,20951541,521
Tacoma,20951541,553
Tacoma,20951541,601
Tacoma,20951541,631
Tacoma,20951541,710
Tacoma,20951541,730
Tacoma,20951541,762
Tacoma,20951541,910
Tacoma,20951541,924
Tacoma,20951541,931
Tacoma,20951541,1031
Tacoma,20951541,1041
Tacoma,20951541,1124
Tacoma,20951541,1247
Tacoma,20951541,1341
Tacoma,20951541,1352
Tacoma,20951541,1424
Tacoma,20951541,1453
Tacoma,20951541,1541
Tacoma,20951541,1724
Tacoma,20951541,1921
Tacoma,20951541,1924
Tacoma,20951541,1935
Tacoma,20951541,2021
Tacoma,20951541,3121
Tacoma,20951541,3145
Tacoma,20951541,3284
Tacoma,20951541,3546
Tacoma,20951541,4146
Tacoma,20951541,4321
Tacoma,20951541,4755
Tacoma,20951541,4756
Tacoma,20951541,5147
Tacoma,20951541,5321
Tacoma,20951541,5531
Tacoma,20951541,6474
Tacoma,20951541,6845
Tacoma,20951541,7321
Tacoma,20951541,7571
Tacoma,20951541,7789
Tacoma,20951541,8456
Tacoma,20951541,9351
Tacoma,20951541,9542
Tacoma,20951541,10521
Tacoma,20951541,11158
Tacoma,20951541,13231
Tacoma,20951541,15473
Camry,20848950,10
Camry,20848950,12
Camry,20848950,22
Camry,20848950,23
Camry,20848950,35
Camry,20848950,48
Camry,20848950,55
Camry,20848950,58
Camry,20848950,91
Camry,20848950,115
Camry,20848950,146
Camry,20848950,151
Camry,20848950,153
Camry,20848950,246
Camry,20848950,262
Camry,20848950,286
Camry,20848950,293
Camry,20848950,326
Camry,20848950,349
Camry,20848950,364
Camry,20848950,393
Camry,20848950,442
Camry,20848950,516
Camry,20848950,523
Camry,20848950,547
Camry,20848950,549
Camry,20848950,593
Camry,20848950,596
Camry,20848950,644
Camry,20848950,649
Camry,20848950,712
Camry,20848950,715
Camry,20848950,743
Camry,20848950,749
Camry,20848950,753
Camry,20848950,971
Camry,20848950,974
Camry,20848950,993
Camry,20848950,1046
Camry,20848950,1060
Camry,20848950,1121
Camry,20848950,1163
Camry,20848950,1215
Camry,20848950,1239
Camry,20848950,1503
Camry,20848950,1509
Camry,20848950,1764
Camry,20848950,1863
Camry,20848950,1906
Camry,20848950,2154
Camry,20848950,2156
Camry,20848950,2409
Camry,20848950,2764
Camry,20848950,2851
Camry,20848950,2936
Camry,20848950,3154
Camry,20848950,3519
Camry,20848950,3684
Camry,20848950,3946
Camry,20848950,4592
Camry,20848950,4835
Camry,20848950,5211
Camry,20848950,5761
Camry,20848950,5792
Camry,20848950,5831
Camry,20848950,6796
Camry,20848950,7248
Camry,20848950,7431
Camry,20848950,8391
Camry,20848950,8479
Camry,20848950,8547
Camry,20848950,9874
Camry,20848950,10121
Camry,20848950,10958
Camry,20848950,12431
Camry,20848950,13761
Camry,20848950,14021
Camry,20848950,17564
Tacoma,20209695,7
Tacoma,20209695,8
Tacoma,20209695,14
Tacoma,20209695,19
Tacoma,20209695,44
Tacoma,20209695,56
Tacoma,20209695,57
Tacoma,20209695,89
Tacoma,20209695,96
Tacoma,20209695,103
Tacoma,20209695,107
Tacoma,20209695,139
Tacoma,20209695,144
Tacoma,20209695,149
Tacoma,20209695,226
Tacoma,20209695,279
Tacoma,20209695,302
Tacoma,20209695,356
Tacoma,20209695,378
Tacoma,20209695,385
Tacoma,20209695,426
Tacoma,20209695,467
Tacoma,20209695,504
Tacoma,20209695,539
Tacoma,20209695,588
Tacoma,20209695,633
Tacoma,20209695,658
Tacoma,20209695,703
Tacoma,20209695,708
Tacoma,20209695,716
Tacoma,20209695,748
Tacoma,20209695,764
Tacoma,20209695,859
Tacoma,20209695,929
Tacoma,20209695,969
Tacoma,20209695,984
Tacoma,20209695,1011
Tacoma,20209695,1016
Tacoma,20209695,1143
Tacoma,20209695,1189
Tacoma,20209695,1209
Tacoma,20209695,1496
Tacoma,20209695,1498
Tacoma,20209695,1721
Tacoma,20209695,1762
Tacoma,20209695,1791
Tacoma,20209695,1893
Tacoma,20209695,2116
Tacoma,20209695,2165
Tacoma,20209695,2321
Tacoma,20209695,2631
Tacoma,20209695,2654
Tacoma,20209695,3390
Tacoma,20209695,3456
Tacoma,20209695,3591
Tacoma,20209695,3831
Tacoma,20209695,4483
Tacoma,20209695,4684
Tacoma,20209695,5121
Tacoma,20209695,5143
Tacoma,20209695,5247
Tacoma,20209695,5731
Tacoma,20209695,5748
Tacoma,20209695,6456
Tacoma,20209695,7214
Tacoma,20209695,7234
Tacoma,20209695,8245
Tacoma,20209695,8345
Tacoma,20209695,8354
Tacoma,20209695,9521
Tacoma,20209695,9845
Tacoma,20209695,10531
Tacoma,20209695,12341
Tacoma,20209695,13457
Tacoma,20209695,13831
Tacoma,20209695,17124
Yaris,19640400,7
Yaris,19640400,8
Yaris,19640400,14
Yaris,19640400,19
Yaris,19640400,44
Yaris,19640400,56
Yaris,19640400,57
Yaris,19640400,89
Yaris,19640400,96
Yaris,19640400,103
Yaris,19640400,107
Yaris,19640400,139
Yaris,19640400,144
Yaris,19640400,149
Yaris,19640400,226
Yaris,19640400,279
Yaris,19640400,302
Yaris,19640400,356
Yaris,19640400,378
Yaris,19640400,385
Yaris,19640400,426
Yaris,19640400,467
Yaris,19640400,504
Yaris,19640400,539
Yaris,19640400,588
Yaris,19640400,633
Yaris,19640400,658
Yaris,19640400,703
Yaris,19640400,708
Yaris,19640400,716
Yaris,19640400,748
Yaris,19640400,764
Yaris,19640400,859
Yaris,19640400,929
Yaris,19640400,969
Yaris,19640400,984
Yaris,19640400,1011
Yaris,19640400,1016
Yaris,19640400,1143
Yaris,19640400,1189
Yaris,19640400,1209
Yaris,19640400,1496
Yaris,19640400,1498
Yaris,19640400,1721
Yaris,19640400,1762
Yaris,19640400,1791
Yaris,19640400,1893
Yaris,19640400,2116
Yaris,19640400,2165
Yaris,19640400,2321
Yaris,19640400,2631
Yaris,19640400,2654
Yaris,19640400,3390
Yaris,19640400,3456
Yaris,19640400,3591
Yaris,19640400,3831
Yaris,19640400,4483
Yaris,19640400,4684
Yaris,19640400,5121
Yaris,19640400,5143
Yaris,19640400,5247
Yaris,19640400,5731
Yaris,19640400,5748
Yaris,19640400,6456
Yaris,19640400,7214
Yaris,19640400,7234
Yaris,19640400,8245
Yaris,19640400,8345
Yaris,19640400,8354
Yaris,19640400,9521
Yaris,19640400,9845
Yaris,19640400,10531
Yaris,19640400,12341
Yaris,19640400,13457
Yaris,19640400,13831
Yaris,19640400,17124
Yaris,18567120,10
Yaris,18567120,12
Yaris,18567120,22
Yaris,18567120,23
Yaris,18567120,35
Yaris,18567120,48
Yaris,18567120,55
Yaris,18567120,58
Yaris,18567120,91
Yaris,18567120,115
Yaris,18567120,146
Yaris,18567120,151
Yaris,18567120,153
Yaris,18567120,246
Yaris,18567120,262
Yaris,18567120,286
Yaris,18567120,293
Yaris,18567120,326
Yaris,18567120,349
Yaris,18567120,364
Yaris,18567120,393
Yaris,18567120,442
Yaris,18567120,516
Yaris,18567120,523
Yaris,18567120,547
Yaris,18567120,549
Yaris,18567120,593
Yaris,18567120,596
Yaris,18567120,644
Yaris,18567120,649
Yaris,18567120,712
Yaris,18567120,715
Yaris,18567120,743
Yaris,18567120,749
Yaris,18567120,753
Yaris,18567120,971
Yaris,18567120,974
Yaris,18567120,993
Yaris,18567120,1046
Yaris,18567120,1060
Yaris,18567120,1121
Yaris,18567120,1163
Yaris,18567120,1215
Yaris,18567120,1239
Yaris,18567120,1503
Yaris,18567120,1509
Yaris,18567120,1764
Yaris,18567120,1863
Yaris,18567120,1906
Yaris,18567120,2154
Yaris,18567120,2156
Yaris,18567120,2409
Yaris,18567120,2764
Yaris,18567120,2851
Yaris,18567120,2936
Yaris,18567120,3154
Yaris,18567120,3519
Yaris,18567120,3684
Yaris,18567120,3946
Yaris,18567120,4592
Yaris,18567120,4835
Yaris,18567120,5211
Yaris,18567120,5761
Yaris,18567120,5792
Yaris,18567120,5831
Yaris,18567120,6796
Yaris,18567120,7248
Yaris,18567120,7431
Yaris,18567120,8391
Yaris,18567120,8479
Yaris,18567120,8547
Yaris,18567120,9874
Yaris,18567120,10121
Yaris,18567120,10958
Yaris,18567120,12431
Yaris,18567120,13761
Yaris,18567120,14021
Yaris,18567120,17564
Corolla,13946310,7
Corolla,13946310,8
Corolla,13946310,14
Corolla,13946310,19
Corolla,13946310,44
Corolla,13946310,56
Corolla,13946310,57
Corolla,13946310,89
Corolla,13946310,96
Corolla,13946310,103
Corolla,13946310,107
Corolla,13946310,139
Corolla,13946310,144
Corolla,13946310,149
Corolla,13946310,226
Corolla,13946310,279
Corolla,13946310,302
Corolla,13946310,356
Corolla,13946310,378
Corolla,13946310,385
Corolla,13946310,426
Corolla,13946310,467
Corolla,13946310,504
Corolla,13946310,539
Corolla,13946310,588
Corolla,13946310,633
Corolla,13946310,658
Corolla,13946310,703
Corolla,13946310,708
Corolla,13946310,716
Corolla,13946310,748
Corolla,13946310,764
Corolla,13946310,859
Corolla,13946310,929
Corolla,13946310,969
Corolla,13946310,984
Corolla,13946310,1011
Corolla,13946310,1016
Corolla,13946310,1143
Corolla,13946310,1189
Corolla,13946310,1209
Corolla,13946310,1496
Corolla,13946310,1498
Corolla,13946310,1721
Corolla,13946310,1762
Corolla,13946310,1791
Corolla,13946310,1893
Corolla,13946310,2116
Corolla,13946310,2165
Corolla,13946310,2321
Corolla,13946310,2631
Corolla,13946310,2654
Corolla,13946310,3390
Corolla,13946310,3456
Corolla,13946310,3591
Corolla,13946310,3831
Corolla,13946310,4483
Corolla,13946310,4684
Corolla,13946310,5121
Corolla,13946310,5143
Corolla,13946310,5247
Corolla,13946310,5731
Corolla,13946310,5748
Corolla,13946310,6456
Corolla,13946310,7214
Corolla,13946310,7234
Corolla,13946310,8245
Corolla,13946310,8345
Corolla,13946310,8354
Corolla,13946310,9521
Corolla,13946310,9845
Corolla,13946310,10531
Corolla,13946310,12341
Corolla,13946310,13457
Corolla,13946310,13831
Corolla,13946310,17124
