Date,Year,Start of Year,End of Year,Month,Start of Month,End of Month,IsEndOfMonth,EndOfMonth Date,Days in Month,Day,Day Name,Day of Week,Day of Year,Month Name,Quarter,Start of Quarter,End of Quarter,Week of Year,Week of Month,Start of Week,End of Week,Fiscal Year,Fiscal Quarter,Fiscal Month,Fiscal Year & Month
2020-10-25 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,10,2020-10-01 00:00:00.000,2020-10-31 00:00:00.000,False,,31,25,"Sunday",6,299,"October",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,43,4,2020-10-19 00:00:00.000,2020-10-25 00:00:00.000,2021,2,4,"4 2021"
2020-10-26 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,10,2020-10-01 00:00:00.000,2020-10-31 00:00:00.000,False,,31,26,"Monday",0,300,"October",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,44,5,2020-10-26 00:00:00.000,2020-11-01 00:00:00.000,2021,2,4,"4 2021"
2020-10-27 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,10,2020-10-01 00:00:00.000,2020-10-31 00:00:00.000,False,,31,27,"Tuesday",1,301,"October",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,44,5,2020-10-26 00:00:00.000,2020-11-01 00:00:00.000,2021,2,4,"4 2021"
2020-10-28 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,10,2020-10-01 00:00:00.000,2020-10-31 00:00:00.000,False,,31,28,"Wednesday",2,302,"October",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,44,5,2020-10-26 00:00:00.000,2020-11-01 00:00:00.000,2021,2,4,"4 2021"
2020-10-29 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,10,2020-10-01 00:00:00.000,2020-10-31 00:00:00.000,False,,31,29,"Thursday",3,303,"October",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,44,5,2020-10-26 00:00:00.000,2020-11-01 00:00:00.000,2021,2,4,"4 2021"
2020-10-30 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,10,2020-10-01 00:00:00.000,2020-10-31 00:00:00.000,False,,31,30,"Friday",4,304,"October",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,44,5,2020-10-26 00:00:00.000,2020-11-01 00:00:00.000,2021,2,4,"4 2021"
2020-12-01 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,False,,31,1,"Tuesday",1,336,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,49,1,2020-11-30 00:00:00.000,2020-12-06 00:00:00.000,2021,2,6,"6 2021"
2020-12-02 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,False,,31,2,"Wednesday",2,337,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,49,1,2020-11-30 00:00:00.000,2020-12-06 00:00:00.000,2021,2,6,"6 2021"
2020-12-03 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,False,,31,3,"Thursday",3,338,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,49,1,2020-11-30 00:00:00.000,2020-12-06 00:00:00.000,2021,2,6,"6 2021"
2020-12-04 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,False,,31,4,"Friday",4,339,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,49,1,2020-11-30 00:00:00.000,2020-12-06 00:00:00.000,2021,2,6,"6 2021"
2020-12-05 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,False,,31,5,"Saturday",5,340,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,49,1,2020-11-30 00:00:00.000,2020-12-06 00:00:00.000,2021,2,6,"6 2021"
2020-12-06 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,False,,31,6,"Sunday",6,341,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,49,1,2020-11-30 00:00:00.000,2020-12-06 00:00:00.000,2021,2,6,"6 2021"
2020-12-07 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,False,,31,7,"Monday",0,342,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,50,2,2020-12-07 00:00:00.000,2020-12-13 00:00:00.000,2021,2,6,"6 2021"
2020-12-08 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,False,,31,8,"Tuesday",1,343,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,50,2,2020-12-07 00:00:00.000,2020-12-13 00:00:00.000,2021,2,6,"6 2021"
2020-12-09 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,False,,31,9,"Wednesday",2,344,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,50,2,2020-12-07 00:00:00.000,2020-12-13 00:00:00.000,2021,2,6,"6 2021"
2020-12-10 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,False,,31,10,"Thursday",3,345,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,50,2,2020-12-07 00:00:00.000,2020-12-13 00:00:00.000,2021,2,6,"6 2021"
2020-12-11 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,False,,31,11,"Friday",4,346,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,50,2,2020-12-07 00:00:00.000,2020-12-13 00:00:00.000,2021,2,6,"6 2021"
2020-12-12 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,False,,31,12,"Saturday",5,347,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,50,2,2020-12-07 00:00:00.000,2020-12-13 00:00:00.000,2021,2,6,"6 2021"
2020-12-13 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,False,,31,13,"Sunday",6,348,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,50,2,2020-12-07 00:00:00.000,2020-12-13 00:00:00.000,2021,2,6,"6 2021"
2020-12-14 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,False,,31,14,"Monday",0,349,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,51,3,2020-12-14 00:00:00.000,2020-12-20 00:00:00.000,2021,2,6,"6 2021"
2020-12-15 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,False,,31,15,"Tuesday",1,350,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,51,3,2020-12-14 00:00:00.000,2020-12-20 00:00:00.000,2021,2,6,"6 2021"
2020-12-16 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,False,,31,16,"Wednesday",2,351,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,51,3,2020-12-14 00:00:00.000,2020-12-20 00:00:00.000,2021,2,6,"6 2021"
2020-12-17 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,False,,31,17,"Thursday",3,352,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,51,3,2020-12-14 00:00:00.000,2020-12-20 00:00:00.000,2021,2,6,"6 2021"
2020-12-18 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,False,,31,18,"Friday",4,353,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,51,3,2020-12-14 00:00:00.000,2020-12-20 00:00:00.000,2021,2,6,"6 2021"
2020-12-19 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,False,,31,19,"Saturday",5,354,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,51,3,2020-12-14 00:00:00.000,2020-12-20 00:00:00.000,2021,2,6,"6 2021"
2020-12-20 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,False,,31,20,"Sunday",6,355,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,51,3,2020-12-14 00:00:00.000,2020-12-20 00:00:00.000,2021,2,6,"6 2021"
2020-12-21 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,False,,31,21,"Monday",0,356,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,52,4,2020-12-21 00:00:00.000,2020-12-27 00:00:00.000,2021,2,6,"6 2021"
2020-12-22 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,False,,31,22,"Tuesday",1,357,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,52,4,2020-12-21 00:00:00.000,2020-12-27 00:00:00.000,2021,2,6,"6 2021"
2020-12-23 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,False,,31,23,"Wednesday",2,358,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,52,4,2020-12-21 00:00:00.000,2020-12-27 00:00:00.000,2021,2,6,"6 2021"
2020-12-24 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,False,,31,24,"Thursday",3,359,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,52,4,2020-12-21 00:00:00.000,2020-12-27 00:00:00.000,2021,2,6,"6 2021"
2020-12-25 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,False,,31,25,"Friday",4,360,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,52,4,2020-12-21 00:00:00.000,2020-12-27 00:00:00.000,2021,2,6,"6 2021"
2020-12-26 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,False,,31,26,"Saturday",5,361,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,52,4,2020-12-21 00:00:00.000,2020-12-27 00:00:00.000,2021,2,6,"6 2021"
2020-12-27 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,False,,31,27,"Sunday",6,362,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,52,4,2020-12-21 00:00:00.000,2020-12-27 00:00:00.000,2021,2,6,"6 2021"
2020-12-28 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,False,,31,28,"Monday",0,363,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,53,5,2020-12-28 00:00:00.000,2021-01-03 00:00:00.000,2021,2,6,"6 2021"
2020-12-29 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,False,,31,29,"Tuesday",1,364,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,53,5,2020-12-28 00:00:00.000,2021-01-03 00:00:00.000,2021,2,6,"6 2021"
2020-12-30 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,12,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,False,,31,30,"Wednesday",2,365,"December",4,2020-10-01 00:00:00.000,2020-12-31 00:00:00.000,53,5,2020-12-28 00:00:00.000,2021-01-03 00:00:00.000,2021,2,6,"6 2021"
2021-01-01 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,False,,31,1,"Friday",4,1,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,1,1,2020-12-28 00:00:00.000,2021-01-03 00:00:00.000,2021,3,7,"7 2021"
2021-01-02 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,False,,31,2,"Saturday",5,2,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,1,1,2020-12-28 00:00:00.000,2021-01-03 00:00:00.000,2021,3,7,"7 2021"
2021-01-03 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,False,,31,3,"Sunday",6,3,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,1,1,2020-12-28 00:00:00.000,2021-01-03 00:00:00.000,2021,3,7,"7 2021"
2021-01-04 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,False,,31,4,"Monday",0,4,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,2,2,2021-01-04 00:00:00.000,2021-01-10 00:00:00.000,2021,3,7,"7 2021"
2021-01-05 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,False,,31,5,"Tuesday",1,5,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,2,2,2021-01-04 00:00:00.000,2021-01-10 00:00:00.000,2021,3,7,"7 2021"
2021-01-06 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,False,,31,6,"Wednesday",2,6,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,2,2,2021-01-04 00:00:00.000,2021-01-10 00:00:00.000,2021,3,7,"7 2021"
2021-01-07 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,False,,31,7,"Thursday",3,7,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,2,2,2021-01-04 00:00:00.000,2021-01-10 00:00:00.000,2021,3,7,"7 2021"
2021-01-08 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,False,,31,8,"Friday",4,8,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,2,2,2021-01-04 00:00:00.000,2021-01-10 00:00:00.000,2021,3,7,"7 2021"
2021-01-09 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,False,,31,9,"Saturday",5,9,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,2,2,2021-01-04 00:00:00.000,2021-01-10 00:00:00.000,2021,3,7,"7 2021"
2021-01-10 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,False,,31,10,"Sunday",6,10,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,2,2,2021-01-04 00:00:00.000,2021-01-10 00:00:00.000,2021,3,7,"7 2021"
2021-01-11 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,False,,31,11,"Monday",0,11,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,3,3,2021-01-11 00:00:00.000,2021-01-17 00:00:00.000,2021,3,7,"7 2021"
2021-01-12 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,False,,31,12,"Tuesday",1,12,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,3,3,2021-01-11 00:00:00.000,2021-01-17 00:00:00.000,2021,3,7,"7 2021"
2021-01-13 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,False,,31,13,"Wednesday",2,13,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,3,3,2021-01-11 00:00:00.000,2021-01-17 00:00:00.000,2021,3,7,"7 2021"
2021-01-14 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,False,,31,14,"Thursday",3,14,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,3,3,2021-01-11 00:00:00.000,2021-01-17 00:00:00.000,2021,3,7,"7 2021"
2021-01-15 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,False,,31,15,"Friday",4,15,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,3,3,2021-01-11 00:00:00.000,2021-01-17 00:00:00.000,2021,3,7,"7 2021"
2021-01-16 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,False,,31,16,"Saturday",5,16,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,3,3,2021-01-11 00:00:00.000,2021-01-17 00:00:00.000,2021,3,7,"7 2021"
2021-01-17 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,False,,31,17,"Sunday",6,17,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,3,3,2021-01-11 00:00:00.000,2021-01-17 00:00:00.000,2021,3,7,"7 2021"
2021-01-18 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,False,,31,18,"Monday",0,18,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,4,4,2021-01-18 00:00:00.000,2021-01-24 00:00:00.000,2021,3,7,"7 2021"
2021-01-19 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,False,,31,19,"Tuesday",1,19,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,4,4,2021-01-18 00:00:00.000,2021-01-24 00:00:00.000,2021,3,7,"7 2021"
2021-01-20 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,False,,31,20,"Wednesday",2,20,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,4,4,2021-01-18 00:00:00.000,2021-01-24 00:00:00.000,2021,3,7,"7 2021"
2021-01-21 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,False,,31,21,"Thursday",3,21,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,4,4,2021-01-18 00:00:00.000,2021-01-24 00:00:00.000,2021,3,7,"7 2021"
2021-01-22 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,False,,31,22,"Friday",4,22,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,4,4,2021-01-18 00:00:00.000,2021-01-24 00:00:00.000,2021,3,7,"7 2021"
2021-01-23 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,False,,31,23,"Saturday",5,23,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,4,4,2021-01-18 00:00:00.000,2021-01-24 00:00:00.000,2021,3,7,"7 2021"
2021-01-24 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,False,,31,24,"Sunday",6,24,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,4,4,2021-01-18 00:00:00.000,2021-01-24 00:00:00.000,2021,3,7,"7 2021"
2021-01-25 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,False,,31,25,"Monday",0,25,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,5,5,2021-01-25 00:00:00.000,2021-01-31 00:00:00.000,2021,3,7,"7 2021"
2021-01-26 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,False,,31,26,"Tuesday",1,26,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,5,5,2021-01-25 00:00:00.000,2021-01-31 00:00:00.000,2021,3,7,"7 2021"
2021-01-27 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,False,,31,27,"Wednesday",2,27,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,5,5,2021-01-25 00:00:00.000,2021-01-31 00:00:00.000,2021,3,7,"7 2021"
2021-01-28 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,False,,31,28,"Thursday",3,28,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,5,5,2021-01-25 00:00:00.000,2021-01-31 00:00:00.000,2021,3,7,"7 2021"
2021-01-29 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,False,,31,29,"Friday",4,29,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,5,5,2021-01-25 00:00:00.000,2021-01-31 00:00:00.000,2021,3,7,"7 2021"
2021-01-30 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,1,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,False,,31,30,"Saturday",5,30,"January",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,5,5,2021-01-25 00:00:00.000,2021-01-31 00:00:00.000,2021,3,7,"7 2021"
2021-03-01 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,3,2021-03-01 00:00:00.000,2021-03-31 00:00:00.000,False,,31,1,"Monday",0,60,"March",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,10,1,2021-03-01 00:00:00.000,2021-03-07 00:00:00.000,2021,3,9,"9 2021"
2021-03-02 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,3,2021-03-01 00:00:00.000,2021-03-31 00:00:00.000,False,,31,2,"Tuesday",1,61,"March",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,10,1,2021-03-01 00:00:00.000,2021-03-07 00:00:00.000,2021,3,9,"9 2021"
2021-03-03 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,3,2021-03-01 00:00:00.000,2021-03-31 00:00:00.000,False,,31,3,"Wednesday",2,62,"March",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,10,1,2021-03-01 00:00:00.000,2021-03-07 00:00:00.000,2021,3,9,"9 2021"
2021-03-04 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,3,2021-03-01 00:00:00.000,2021-03-31 00:00:00.000,False,,31,4,"Thursday",3,63,"March",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,10,1,2021-03-01 00:00:00.000,2021-03-07 00:00:00.000,2021,3,9,"9 2021"
2021-03-05 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,3,2021-03-01 00:00:00.000,2021-03-31 00:00:00.000,False,,31,5,"Friday",4,64,"March",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,10,1,2021-03-01 00:00:00.000,2021-03-07 00:00:00.000,2021,3,9,"9 2021"
2021-03-06 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,3,2021-03-01 00:00:00.000,2021-03-31 00:00:00.000,False,,31,6,"Saturday",5,65,"March",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,10,1,2021-03-01 00:00:00.000,2021-03-07 00:00:00.000,2021,3,9,"9 2021"
2021-03-07 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,3,2021-03-01 00:00:00.000,2021-03-31 00:00:00.000,False,,31,7,"Sunday",6,66,"March",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,10,1,2021-03-01 00:00:00.000,2021-03-07 00:00:00.000,2021,3,9,"9 2021"
2021-03-08 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,3,2021-03-01 00:00:00.000,2021-03-31 00:00:00.000,False,,31,8,"Monday",0,67,"March",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,11,2,2021-03-08 00:00:00.000,2021-03-14 00:00:00.000,2021,3,9,"9 2021"
2021-03-09 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,3,2021-03-01 00:00:00.000,2021-03-31 00:00:00.000,False,,31,9,"Tuesday",1,68,"March",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,11,2,2021-03-08 00:00:00.000,2021-03-14 00:00:00.000,2021,3,9,"9 2021"
2021-03-10 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,3,2021-03-01 00:00:00.000,2021-03-31 00:00:00.000,False,,31,10,"Wednesday",2,69,"March",1,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,11,2,2021-03-08 00:00:00.000,2021-03-14 00:00:00.000,2021,3,9,"9 2021"
