last_discovered,device_pk,virtual_host_device_fk,chassis_u_location,chassis_device_id,chassis_device_name,vm_manager_device_fk,device_name,tags,in_service,service_level,device_type,device_subtype,virtual_subtype,device_serial,virtual_host,network_device,os_architecture,total_cpus,cores_per_cpu,threads_per_core,cpu_speed,total_cores,ram_mb,os_vendor,os_category,os_name,os_name_ver,os_name_norm,os_version,os_version_number,os_end_of_life,os_end_of_support,hdw_end_of_life,hdw_end_of_support,manufacturer,hardware_model,asset_number,bios_version,bios_revision,bios_release_date,storage_room,building_name,room_name,row_name,rack_name,size_ru,account,customer_department,cloud_service_provider,cloud_service_name,cloud_instance_id,cloud_instance_name,cloud_instance_type,cloud_instance_status,cloud_location,cloud_notes,software_discovered,services_discovered,application_components_discovered,mounts_discovered,mount_points,parts_discovered,network_shares,local_disk_count,used_space,total_space,total_free_space,cpu_model,cpu_manufacturer,cpu_string,disk_type,parts_count,dns_records,is_blade,is_hyperthreaded,is_os_discovered,is_software_discovered,is_network_device,is_cluster,is_container,number_ip_addresses_discovered,all_ips,all_labels,line_item_cost,po_cost,first_po_date,last_po_date,all_cost_centers,all_cost_center_descriptions
2021-09-09 15:46:31.083,15016,,,,"",,"i-0a7aaedb4c5355a4b","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0a7aaedb4c5355a4b","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.142.56/32","",,,,,"",""
2021-09-09 15:46:31.160,15017,,,,"",,"i-0e0350703a657e00a","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0e0350703a657e00a","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.142.39/32","",,,,,"",""
2021-09-09 15:46:31.240,15018,,,,"",,"i-0ace0296703614675","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0ace0296703614675","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.142.49/32","",,,,,"",""
2021-09-09 15:46:31.320,15019,,,,"",,"i-06c81b344cf7d7d99","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-06c81b344cf7d7d99","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.142.48/32","",,,,,"",""
2021-09-09 15:46:31.400,15020,,,,"",,"i-0e55504b9ebbf42d7","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0e55504b9ebbf42d7","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.134.48/32","",,,,,"",""
2021-09-09 15:46:31.480,15021,,,,"",,"i-0d8fdc1f4978491ee","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0d8fdc1f4978491ee","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.142.14/32","",,,,,"",""
2021-09-09 15:46:31.560,15022,,,,"",,"i-09834512de5568e88","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-09834512de5568e88","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.134.4/32","",,,,,"",""
2021-09-09 15:46:31.636,15023,,,,"",,"i-0c69a7dcb4aa8fa73","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0c69a7dcb4aa8fa73","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.134.1/32","",,,,,"",""
2021-09-09 15:46:31.716,15024,,,,"",,"i-0f378f17306be2ff1","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0f378f17306be2ff1","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.134.31/32","",,,,,"",""
2021-09-09 15:46:31.793,15025,,,,"",,"i-0cd5c5baf6fb9e747","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0cd5c5baf6fb9e747","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.134.25/32","",,,,,"",""
2021-09-09 15:46:31.870,15026,,,,"",,"i-072dd1dea660239ab","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-072dd1dea660239ab","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.142.25/32","",,,,,"",""
2021-09-09 15:46:31.946,15027,,,,"",,"i-0f292de99083d9d42","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0f292de99083d9d42","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.142.22/32","",,,,,"",""
2021-09-09 15:46:32.040,15028,,,,"",,"i-0964c1f45bc24ade6","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0964c1f45bc24ade6","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.142.16/32","",,,,,"",""
2021-09-09 15:46:32.116,15029,,,,"",,"i-0e85559276e266d37","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0e85559276e266d37","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.143.15/32","",,,,,"",""
2021-09-09 15:46:32.196,15030,,,,"",,"i-0d9bd26bfcbdee961","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0d9bd26bfcbdee961","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.135.15/32","",,,,,"",""
2021-09-09 15:46:32.273,15031,,,,"",,"i-065068e70b1a3f2ee","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-065068e70b1a3f2ee","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.143.11/32","",,,,,"",""
2021-09-09 15:46:32.350,15032,,,,"",,"i-06251cc10e646e115","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-06251cc10e646e115","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.135.4/32","",,,,,"",""
2021-09-09 15:46:32.433,15033,,,,"",,"i-0cdd88578028f93e5","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0cdd88578028f93e5","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.135.7/32","",,,,,"",""
2021-09-09 15:46:32.513,15034,,,,"",,"i-09b329f0db69d1706","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-09b329f0db69d1706","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.135.29/32","",,,,,"",""
2021-09-09 15:46:32.590,15035,,,,"",,"i-0b39db2d690869661","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0b39db2d690869661","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.143.22/32","",,,,,"",""
2021-09-09 15:46:32.666,15036,,,,"",,"i-09a9353beb455b734","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-09a9353beb455b734","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.135.19/32","",,,,,"",""
2021-09-09 15:46:32.746,15037,,,,"",,"i-0a43cb636317dc062","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0a43cb636317dc062","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.135.18/32","",,,,,"",""
2021-09-09 15:46:32.823,15038,,,,"",,"i-0bce8b37b1c0f962f","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0bce8b37b1c0f962f","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.134.238/32","",,,,,"",""
2021-09-09 15:46:32.903,15039,,,,"",,"i-0d43537b22ca87b4b","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0d43537b22ca87b4b","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.142.215/32","",,,,,"",""
2021-09-09 15:46:32.983,15040,,,,"",,"i-0c5516cc63a0b1212","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0c5516cc63a0b1212","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.134.210/32","",,,,,"",""
2021-09-09 15:46:33.066,15041,,,,"",,"i-0e7957468662492e8","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0e7957468662492e8","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.142.226/32","",,,,,"",""
2021-09-09 15:46:33.150,15042,,,,"",,"i-064d7dc46737c40ac","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-064d7dc46737c40ac","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.134.226/32","",,,,,"",""
2021-09-09 15:46:33.233,15043,,,,"",,"i-0e0a3de841c22b2a8","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0e0a3de841c22b2a8","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.134.237/32","",,,,,"",""
2021-09-09 15:46:33.316,15044,,,,"",,"i-0c5fb013191d4b64b","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0c5fb013191d4b64b","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.134.239/32","",,,,,"",""
2021-09-09 15:46:33.396,15045,,,,"",,"i-0a6b6c045a5db707a","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0a6b6c045a5db707a","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.134.248/32","",,,,,"",""
2021-09-09 15:46:33.476,15046,,,,"",,"i-05c239ea11d2ff231","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-05c239ea11d2ff231","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.134.227/32","",,,,,"",""
2021-09-09 15:46:33.583,15047,,,,"",,"i-0c55d70da062d3c89","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0c55d70da062d3c89","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.143.94/32","",,,,,"",""
2021-09-09 15:46:33.676,15048,,,,"",,"i-0f1ec00fd7feedb28","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0f1ec00fd7feedb28","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.135.91/32","",,,,,"",""
2021-09-09 15:46:33.760,15049,,,,"",,"i-0c8f301a7b1c64457","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0c8f301a7b1c64457","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.135.68/32","",,,,,"",""
2021-09-09 15:46:33.840,15050,,,,"",,"i-0ddfa57610a9bcf51","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0ddfa57610a9bcf51","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.135.86/32","",,,,,"",""
2021-09-09 15:46:33.923,15051,,,,"",,"i-088dbc1c665921f1d","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-088dbc1c665921f1d","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.135.80/32","",,,,,"",""
2021-09-09 15:46:34.003,15052,,,,"",,"i-0e4143981c96f5545","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0e4143981c96f5545","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.135.92/32","",,,,,"",""
2021-09-09 15:46:34.083,15053,,,,"",,"i-0c154839d3e1aba3d","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0c154839d3e1aba3d","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.143.87/32","",,,,,"",""
2021-09-09 15:46:34.163,15054,,,,"",,"i-095def6d10252973b","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-095def6d10252973b","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.135.98/32","",,,,,"",""
2021-09-09 15:46:34.240,15055,,,,"",,"i-0a135409adcd22d3f","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0a135409adcd22d3f","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.143.109/32","",,,,,"",""
2021-09-09 15:46:34.316,15056,,,,"",,"i-05e862c702ead576b","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-05e862c702ead576b","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.143.105/32","",,,,,"",""
2021-09-09 15:46:34.396,15057,,,,"",,"i-0c746751c5fcaf89a","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0c746751c5fcaf89a","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.135.105/32","",,,,,"",""
2021-09-09 15:46:34.473,15058,,,,"",,"i-0de524bdde0d5f257","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0de524bdde0d5f257","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.143.33/32","",,,,,"",""
2021-09-09 15:46:34.556,15059,,,,"",,"i-0bd24ada352995749","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0bd24ada352995749","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.135.46/32","",,,,,"",""
2021-09-09 15:46:34.633,15060,,,,"",,"i-0d60324c2657a0ac7","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0d60324c2657a0ac7","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.143.20/32","",,,,,"",""
2021-09-09 15:46:34.710,15061,,,,"",,"i-0f4a0a5c4b1c6911f","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0f4a0a5c4b1c6911f","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.135.23/32","",,,,,"",""
2021-09-09 15:46:34.786,15062,,,,"",,"i-0b817d6e6115956e7","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0b817d6e6115956e7","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.135.63/32","",,,,,"",""
2021-09-09 15:46:34.866,15063,,,,"",,"i-0c1bcfa729cecb1a0","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0c1bcfa729cecb1a0","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.135.57/32","",,,,,"",""
2021-09-09 15:46:34.946,15064,,,,"",,"i-0d0ff875aba10848d","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0d0ff875aba10848d","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.135.58/32","",,,,,"",""
2021-09-09 15:46:35.023,15065,,,,"",,"i-0cfa27206486ef059","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0cfa27206486ef059","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.135.75/32","",,,,,"",""
2021-09-09 15:46:35.100,15066,,,,"",,"i-0bc70fb69a0173fb5","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0bc70fb69a0173fb5","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.143.50/32","",,,,,"",""
2021-09-09 15:46:35.180,15067,,,,"",,"i-0a33d742aae5f2238","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0a33d742aae5f2238","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.143.61/32","",,,,,"",""
2021-09-09 15:46:35.256,15068,,,,"",,"i-0ab5dd7eb96822035","AWS-Kubernetes,AppX,Jupiter",True,"Production","virtual","Amazon EC2 Instance","Amazon EC2 Instance","",False,False,"",,,,,,,"","","","","","","",,,,,"","","","","","","","","","","",,"458407285063","","Amazon Web Services","Amazon EC2 instance","i-0ab5dd7eb96822035","","t2.nano","Deleted","us-east-1a","",,,,,"",,"",,,,"","","","","",,"","No","No","No","No","No","No","No",1,"10.10.135.71/32","",,,,,"",""
