d_device_pk,hostname,d_type,d_virtualsubtype,tags,no_tags,service_level,guest_count,total_cpus,cores_per_cpu,cpu_threads,Memory GB,CPU String,CPU Manufacturer,CPU Model,Operating System,Location,Make,Model,Row Color,Recommended Instance,Suggested OS,R-Lane Classification,cpu_95_level,cpu_max_level,mem_95_level,mem_max_level,iops_95_level,iops_max_level,dtotal_95_level,dtotal_max_level,dused_95_level,dused_max_level,sc_activity_level,sc_interface_level,rank_appcomp_level,rank_aff_device_cnt2_level,rank_sc_activity,rank_listener_cnt,sc_activity,listener_cnt,Web Server Count,App Layer Count,DB Count,Total AppComp Count,overall_appcomp_total,tot_appcomp_unq_cnt,app_comp_str,rank_appcomp,cpu_95,cpu_max,mem_95,mem_max,rank_cpu_95,rank_cpu_max,rank_mem_95,rank_mem_max,rank_iops_95,rank_iops_max,rank_dtotal_95,rank_dtotal_max,rank_dused_95,rank_dused_max,affin_cnt,affin_rec_cnt,rank_aff_device_cnt2,rc_sort,row_color_value,cpu_95_value,cpu_max_value,mem_95_value,mem_max_value,iops_95_value,iops_max_value,dtotal_95_value,dtotal_max_value,dused_95_value,dused_max_value,sc_activity_value,sc_interface_value,rank_appcomp_value,rank_aff_device_cnt2_value,summary_95,summary_max
"15247","i-04760e52cac8db380/d42-4253","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15248","i-02a0df50f589e6e8f/d42-4255","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15249","i-0dda030c7e5803535/d42-4254","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15250","i-09fe272ecae29d6a6/d42-4256","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15251","i-09da0014822c85c2d/d42-4257","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15252","i-0faa8b0db15eee4e8/d42-4258","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15253","i-0da4089119d5afa1c/d42-4259","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15254","i-0c3b70ba91d68b084/d42-4260","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15255","i-00df1b813747c2daa/d42-4261","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15256","i-0d6ceec7d3c568ff7/d42-4262","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15257","i-03564d92c223a672b/d42-4264","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15258","i-0d5994c3c865c2994/d42-4265","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15259","i-00d08edfdfdb0e6a7/d42-4266","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15260","i-0a17d128c0691bb9c/d42-4263","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15261","i-0f237a7cb053abb15/d42-4268","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15262","i-0eb385692e90a4212/d42-4270","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15263","i-06b14f9e1b3c73aea/d42-4271","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15264","i-06834772d26ffb7b0/d42-4272","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15265","i-052e76203ae9a4f06/d42-4273","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15266","i-0ea2092029ab8fbb0/d42-3065","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15267","i-0a1a9dea51968dc20/d42-4275","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15268","i-01124673b1b9a50d3/D42-1604","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15269","i-016acc3306b37c711/d42-4276","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15270","i-04c6e7146ba8f0c01/d42-4277","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15271","i-07c99b94e0b8627e2/d42-4278","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15272","i-0634a4cd9098a3470/d42-4279","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15273","i-06fdd6e05a7785343/d42-4281","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15274","i-0256f1ae380fc8d90/d42-4282","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15275","i-098102eda3e94e492/d42-4283","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15276","i-05160d9be9e4837c8/d42-4284","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15277","i-0d93e630e47836973/d42-4285","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15278","i-0ed537a2323c3b060/d42-4287","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15279","i-06caf79cef3da3d84/d42-4289","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15280","i-0273d1aad5fb6c5d0/d42-4280","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15281","i-08cb3480d59e7a4fb/d42-4290","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15282","i-093cf03af7ce3283e/d42-4297","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15283","i-0bdec936197f4b749/d42-4298","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15284","i-0d8b0c7ca56598a17/d42-4303","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15285","i-07ed828661c1ec99c/d42-4305","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15286","i-0a88f4449bccc8b47/d42-4307","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15287","i-009b9447b61e897aa/d42-4306","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15288","i-00bc6937ce98e99d1/d42-4308","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15289","i-07c5c5ff407f1f889/d42-4309","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15290","i-05fccf3edc2613ae9/d42-4312","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15291","i-092dc467150954b11/d42-4315","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15292","i-0559681bfae384d4e/d42-4313","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15293","i-072ab695311c4a63c/d42-4316","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15294","i-003241a5b4611c303/d42-4310","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15295","i-0a80c18d1fc72cbf7/d42-4317","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15296","i-063da08a96b44a9ca/d42-4319","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15297","i-0aae72cee4417ded5/d42-4320","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15298","i-07b73d27e5a594641/d42-4322","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15299","i-0b317e55ead3de9d6/d42-4325","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15300","i-06dea89de47987ece/d42-4327","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15301","i-06bc526ac0f699c49/d42-4328","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15302","i-0fda9bba61cef5580/d42-4329","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15303","i-087c388c77ad9a97e/d42-4330","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15304","i-0eb0ad846c29f02fa/d42-4332","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15305","i-09821fc058ce5d867/d42-4333","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15306","i-010f18697a3c9280e/d42-4336","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15307","i-098574d690906e23b/d42-4337","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15308","i-065118934879db620/d42-4339","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15309","i-0d586de60d69e3c83/d42-4340","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15310","i-0acf3ef83351ca807/d42-4341","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15311","i-04ac37df9cb77e971/d42-4343","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15312","i-0efed10ea64b0544e/d42-4346","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15313","i-0e8328296125f2bf9/d42-4347","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15314","i-0fa90ef63e0309ec2/d42-4348","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15315","i-0dccf67c6676e004d/d42-4349","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15316","i-0b21c4acd645fd838/d42-4350","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15317","i-097da1d888ca4303d/d42-4355","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15318","i-091872112af75d8dc/d42-4357","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15319","i-0d2740601e2195668/d42-4358","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15320","i-03213722ed0b430a3/d42-4360","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"15321","i-0669286fe28402db1/d42-4361","Virtual","Amazon EC2 Instance","AWS-Kubernetes,AppX,Jupiter",3,"Production",,0,0,1,,"","","","","","","","No Match","","","RePlatform","","","","","","","","","","","","","","",,,,,,,,,,,"",,,,,,,,,,,,,,,,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
