Host Last Discovered,VM Manager Name,Host Device Name,Host OS Name,Host Cores,Host Ram,VM Count Allocated,Total vCores Allocated,Total Ram Allocated,VM Count In Service,Total vCores In Service,Total Ram In Service,VMs Allocated,VMs In Service,Cores Percent Allocated,Ram Percent Allocated,Cores Percent In Service,Ram Percent In Service
2021-10-26 14:52:16.200,"","ubu-dev-kubernetes-3-100","Linux",4,8,27,,,27,,,"calico-etcd_af18af3a25f0 | sidecar_b7147eda96de | calico-node_eaff1df71948 | calico-kube-controllers_1e884d83ebdd | install-cni_d65cd45e1907 | calico-node_5b1374b88002 | kube-proxy_e19cb1d18012 | kube-controller-manager_8c83bccd2008 | dashboard-metrics-scraper_8fe0902f3dab | kubernetes-dashboard_a719ae519525 | install-cni_4493e5c3ea16 | kube-scheduler_07728030cf3b | etcd_dfc4e3906de0 | kube-apiserver_069e8e053d93 | sidecar_b6267c510e06 | dnsmasq_40ebe8c19874 | kubedns_cd87d929b147 | kubedns_73894d522bc8 | kube-proxy_5da205c1b80f | kubernetes-dashboard_dac5424ae920 | kube-apiserver_0635e9a04013 | calico-etcd_dcf89ff92912 | kube-controller-manager_5fbb63a019de | etcd_d3d5c6676f41 | kube-scheduler_c607557a7352 | calico-kube-controllers_473c917cadcf | dnsmasq_bfd747b06f9e","calico-etcd_af18af3a25f0 | sidecar_b7147eda96de | calico-node_eaff1df71948 | calico-kube-controllers_1e884d83ebdd | install-cni_d65cd45e1907 | calico-node_5b1374b88002 | kube-proxy_e19cb1d18012 | kube-controller-manager_8c83bccd2008 | dashboard-metrics-scraper_8fe0902f3dab | kubernetes-dashboard_a719ae519525 | install-cni_4493e5c3ea16 | kube-scheduler_07728030cf3b | etcd_dfc4e3906de0 | kube-apiserver_069e8e053d93 | sidecar_b6267c510e06 | dnsmasq_40ebe8c19874 | kubedns_cd87d929b147 | kubedns_73894d522bc8 | kube-proxy_5da205c1b80f | kubernetes-dashboard_dac5424ae920 | kube-apiserver_0635e9a04013 | calico-etcd_dcf89ff92912 | kube-controller-manager_5fbb63a019de | etcd_d3d5c6676f41 | kube-scheduler_c607557a7352 | calico-kube-controllers_473c917cadcf | dnsmasq_bfd747b06f9e",,,,
2021-10-26 14:52:16.036,"","ubu-dev-kubernetes-node1-3-102","Linux",4,8,7,,,7,,,"tiller_2badd2fe8cbe | install-cni_130e954cfa9d | install-cni_3bbf44e7620c | calico-node_fa8a3e9b8050 | kube-proxy_95cce2bd931d | kube-proxy_94e765fbea5f | calico-node_f3dd1b90fb97","tiller_2badd2fe8cbe | install-cni_130e954cfa9d | install-cni_3bbf44e7620c | calico-node_fa8a3e9b8050 | kube-proxy_95cce2bd931d | kube-proxy_94e765fbea5f | calico-node_f3dd1b90fb97",,,,
2021-10-26 14:52:15.670,"","ubu-dev-kubernetes-node2-3-103","Linux",4,8,11,,,11,,,"calico-node_7c548fa913c3 | kube-proxy_a80d4b6137b7 | tiller_794217e05317 | dashboard-metrics-scraper_ecebc547ee35 | kubernetes-dashboard_2efe36321303 | calico-node_6ef3a811ec31 | install-cni_2d9a16d51ea2 | kubernetes-dashboard_5c6554d8b27a | lab-pod_ac33ce11d536 | install-cni_9a723a066cbb | kube-proxy_813a27306179","calico-node_7c548fa913c3 | kube-proxy_a80d4b6137b7 | tiller_794217e05317 | dashboard-metrics-scraper_ecebc547ee35 | kubernetes-dashboard_2efe36321303 | calico-node_6ef3a811ec31 | install-cni_2d9a16d51ea2 | kubernetes-dashboard_5c6554d8b27a | lab-pod_ac33ce11d536 | install-cni_9a723a066cbb | kube-proxy_813a27306179",,,,
2021-11-12 13:24:20.040,"","ubu-integration-004-2-236.device42.pvt","Ubuntu",2,1,2,,,0,0,0,"44a8d27100fd | 2a61fec80db1","",,,0,0
2021-02-19 05:06:20.740,"","USNHCTVH001","ESXi 5.5",,,1,,,1,,,"USNHCTVSDC1","USNHCTVSDC1",,,,
2021-02-19 05:06:21.566,"","USNHCTVH002","ESXi 5.5",,,1,,,1,,,"USNHCTVSDC2","USNHCTVSDC2",,,,
2021-02-19 05:06:20.346,"Device42-vAppliance.swdomain.local","USNHCTVH003","",1,4,2,,,2,,,"Device42-vAppliance.swdomain.local | USNHCTVSWEB01","Device42-vAppliance.swdomain.local | USNHCTVSWEB01",,,,
2021-02-19 05:06:20.193,"","USNHCTVH004","",1,4,2,,,2,,,"USNHCTVSWEB02 | USNHCTVSAPP01","USNHCTVSWEB02 | USNHCTVSAPP01",,,,
2021-02-19 05:06:20.306,"","USNHCTVH005","",1,4,1,,,1,,,"USNHCTVSSQL01","USNHCTVSSQL01",,,,
2021-02-19 05:06:20.270,"","USNHCTVH006","",1,4,1,,,1,,,"USNHCTVSAPP02","USNHCTVSAPP02",,,,
2021-02-19 05:06:20.230,"","USNHCTVH007","",1,4,1,,,1,,,"USNHCTVSSQL02","USNHCTVSSQL02",,,,
2021-02-24 12:52:13.046,"","VMWARE-56 4D 5A 4B FF 5C 1A 97-2C B3 95 16 72 23 66 7E","CentOS",4,32,12,,,12,,,"festive_saha_84ad8f6e1208 | my-postgres_57e13cac5c32 | boring_goldberg_34b71e708ffb | selenium-hub_b8778c34440d | quizzical_golick_89abd2c9f9c8 | sharp_curie_1637da942943 | relaxed_bose_d64c244e7cf1 | laughing_shannon_3f67415ae5af | frosty_hoover_a0468539e2b7 | clever_payne_7929f6e62ddc | adoring_feynman_969e425ce64d | awesome_einstein_f4b4d44248ee","festive_saha_84ad8f6e1208 | my-postgres_57e13cac5c32 | boring_goldberg_34b71e708ffb | selenium-hub_b8778c34440d | quizzical_golick_89abd2c9f9c8 | sharp_curie_1637da942943 | relaxed_bose_d64c244e7cf1 | laughing_shannon_3f67415ae5af | frosty_hoover_a0468539e2b7 | clever_payne_7929f6e62ddc | adoring_feynman_969e425ce64d | awesome_einstein_f4b4d44248ee",,,,
2021-02-19 05:07:00.453,"","win-1k-1.device42.pvt","VMware ESXi",16,68,54,73,9322,54,73,9322,"w2k8-min-250109 | w2k8-min-250102 | w2k8-min-250103 | w2k8-min-250111 | w2k8-min-250100 | w2k8-min-250104 | w2k8-min-25010 | ubu-ldap-sasl-250-126.device42.pvt | w2k8-min-25099 | D42 | w2k8-min-2509 | RC-QA-3-241 | w2k8-min-250106 | w2k8-min-250107 | Sa-Test-D42-RC | Wipro-rc-3139 | MA-15-Pavel-250-123 | Wipro-rc-3138 | Wipro-rc-3137 | Wipro-rc-3146 | Wipro-rc-3145 | w2k8-min-250108 | D42-Athena-15-12-09 | ubu-jira-software-250-132.device42.pvt | D42-RC-Proxy | RC-QA-3-249 | RC-QA-3-246 | RC-QA-3-244 | w2k8-min-250116 | w2k8-min-250115 | w2k8-min-250113 | RC-QA-3-250 | RC-QA-3-240 | RC-QA-3-243 | RC-QA-3-248 | w2k8-min-250105 | ubu-249-253.device42.pvt | RC-QA-3-247 | w2k8-min-250114 | D42-RC-15-00-GCP | Wipro-rc-3136 | RC-3-135-250-124 | w2k12-r2-250-122 | w2k8-min-250112 | ubu-nginx-nginscript-250-121.device42.pvt | D42-RC-15095-250-131 | RC-QA-3-242 | RC-QA-3-245 | Wipro-rc-3141 | SA-Test-D42-MA | RU-RC-250-125 | Wipro-rc-3144 | Wipro-rc-3143 | w2k8-min-250110","w2k8-min-250109 | w2k8-min-250102 | w2k8-min-250103 | w2k8-min-250111 | w2k8-min-250100 | w2k8-min-250104 | w2k8-min-25010 | ubu-ldap-sasl-250-126.device42.pvt | w2k8-min-25099 | D42 | w2k8-min-2509 | RC-QA-3-241 | w2k8-min-250106 | w2k8-min-250107 | Sa-Test-D42-RC | Wipro-rc-3139 | MA-15-Pavel-250-123 | Wipro-rc-3138 | Wipro-rc-3137 | Wipro-rc-3146 | Wipro-rc-3145 | w2k8-min-250108 | D42-Athena-15-12-09 | ubu-jira-software-250-132.device42.pvt | D42-RC-Proxy | RC-QA-3-249 | RC-QA-3-246 | RC-QA-3-244 | w2k8-min-250116 | w2k8-min-250115 | w2k8-min-250113 | RC-QA-3-250 | RC-QA-3-240 | RC-QA-3-243 | RC-QA-3-248 | w2k8-min-250105 | ubu-249-253.device42.pvt | RC-QA-3-247 | w2k8-min-250114 | D42-RC-15-00-GCP | Wipro-rc-3136 | RC-3-135-250-124 | w2k12-r2-250-122 | w2k8-min-250112 | ubu-nginx-nginscript-250-121.device42.pvt | D42-RC-15095-250-131 | RC-QA-3-242 | RC-QA-3-245 | Wipro-rc-3141 | SA-Test-D42-MA | RU-RC-250-125 | Wipro-rc-3144 | Wipro-rc-3143 | w2k8-min-250110",456.25,13708.8235,456.25,13708.8235
2021-11-11 18:25:12.103,"","xen-003","XenServer",64,2,7,5,41,0,0,0,"django-saml-test-001 | BB6E3FD6-1165-C93C-3C78-A5DC8E3CB0D1 | Device42_VM | B2796E93-2A8D-AC8C-3C16-DDD8BC083CE3 | QuickBooks-001 | Device42-64-13.6.1 | Device42-v15 (2)","",7.8125,2050,0,0
2021-02-19 05:06:47.273,"","XenServer","XenServer",1,8,1,,1,1,,1,"Red Hat Enterprise Linux 6 (32-bit) (1)","Red Hat Enterprise Linux 6 (32-bit) (1)",,12.5,,12.5
2021-11-11 18:25:12.103,"","xenserver-001","XenServer",24,4,30,27,1842,12,10,1288,"zabbix-01 | snmpsim-001.device42.pvt | centos-7-001 | snmpsim-248.device42.pvt | TURNKEY OPENLDAP | atlassian-001.device42.pvt | centos-68-001.device42.pvt | racktables-001.device42.pvt | ansible-001.device42.pvt | hadoop-001.device42.pvt | redhat-72-001 | D42-IBM-Indo | freebsd-93-001 | jira-001.device42.pvt | stackstorm-001.device42.pvt | ubuntu-1204-001.device42.pvt | ****DONT START_LOMAX - foreman-001.device42.pvt | rundeck-001 | docker-001 | debian-711-001.device42.pvt | debian-85-001.device42.pvt | oracle-7-001 | freebsd-11x86-001.device42.pvt | chef-001.device42.pvt | XOA 5 | ansible-002.device42.pvt | machinery-001 | oracle-6-001.device42.pvt | freebsd-103-001.device42.pvt | greg-dev.device42.pvt","snmpsim-001.device42.pvt | snmpsim-248.device42.pvt | centos-68-001.device42.pvt | freebsd-93-001 | ubuntu-1204-001.device42.pvt | docker-001 | debian-711-001.device42.pvt | debian-85-001.device42.pvt | oracle-7-001 | ansible-002.device42.pvt | oracle-6-001.device42.pvt | freebsd-103-001.device42.pvt",112.5,46050,41.6667,32200
