Customer Number,Channel,Sales Allocation,Rep Code
"31670004","Chnl2","General","RC_11"
"31691156","Chnl2","General","RC_11"
"31770173","Chnl2","General","RC_11"
"31770241","Chnl2","General","RC_11"
"31670047","Chnl2","General","RC_11"
"31770121","Chnl2","General","RC_11"
"31770082","Chnl2","General","RC_11"
"31770086","Chnl2","General","RC_11"
"31770245","Chnl2","General","RC_11"
"31670019","Chnl2","General","RC_11"
"33440072","Chnl2","General","RC_11"
"33440070","Chnl2","General","RC_11"
"31670067","Chnl2","General","RC_11"
"33440038","Chnl2","General","RC_11"
"33440031","Chnl2","General","RC_11"
"33440076","Chnl2","General","RC_11"
"33440035","Chnl2","General","RC_11"
"33440007","Chnl2","General","RC_11"
"33440059","Chnl2","General","RC_11"
"33440110","Chnl2","General","RC_11"
"33440084","Chnl2","General","RC_11"
"33440119","Chnl2","General","RC_11"
"33440117","Chnl2","General","RC_11"
"33440011","Chnl2","General","RC_11"
"33440103","Chnl2","General","RC_11"
"33440032","Chnl2","General","RC_11"
"33440105","Chnl2","General","RC_11"
"33440030","Chnl2","General","RC_11"
"33440040","Chnl2","General","RC_11"
"33440066","Chnl2","General","RC_11"
"31620053","Chnl2","General","RC_11"
"31770115","Chnl2","General","RC_11"
"31770009","Chnl2","General","RC_11"
"31770224","Chnl2","General","RC_11"
"31770172","Chnl2","General","RC_11"
"31771027","Chnl2","General","RC_11"
"31670023","Chnl2","General","RC_11"
"33440099","Chnl2","General","RC_11"
"33440106","Chnl2","General","RC_11"
"33440086","Chnl2","General","RC_11"
"33440021","Chnl2","General","RC_11"
"31770247","Chnl2","General","RC_11"
"31770145","Chnl2","General","RC_11"
"31770236","Chnl2","General","RC_11"
"33440006","Chnl2","General","RC_11"
"36200052","Chnl2","General","RC_11"
"31670060","Chnl2","General","RC_11"
"31770223","Chnl2","General","RC_11"
"31770113","Chnl2","General","RC_11"
"36200050","Chnl2","General","RC_11"
"31670020","Chnl2","General","RC_11"
"31770174","Chnl2","General","RC_11"
"33440143","Chnl2","General","RC_11"
"31670071","Chnl2","General","RC_11"
"31521402","Chnl2","General","RC_11"
"31770183","Chnl2","General","RC_11"
"31770185","Chnl2","General","RC_11"
"31770119","Chnl2","General","RC_11"
"31770035","Chnl2","General","RC_11"
"36200056","Chnl2","General","RC_11"
"36200061","Chnl2","General","RC_11"
"36200066","Chnl2","General","RC_11"
"36200058","Chnl2","General","RC_11"
"31470002","Chnl2","General","RC_11"
"31770069","Chnl2","General","RC_11"
"31770235","Chnl2","General","RC_11"
"31770109","Chnl2","General","RC_11"
"31170012","Chnl2","General","RC_11"
"31170010","Chnl2","General","RC_11"
"36200033","Chnl2","General","RC_11"
"36200035","Chnl2","General","RC_11"
"36200036","Chnl2","General","RC_11"
"31693015","Chnl2","General","RC_11"
"33160008","Chnl2","General","RC_11"
"33600005","Chnl2","General","RC_11"
"31770217","Chnl2","General","RC_11"
"36200049","Chnl2","General","RC_11"
"31771004","Chnl2","General","RC_11"
"31770133","Chnl2","General","RC_11"
"31771008","Chnl2","General","RC_11"
"33160007","Chnl2","General","RC_11"
"31770164","Chnl2","General","RC_11"
"33140003","Chnl2","General","RC_11"
"31770011","Chnl2","General","RC_11"
"31770102","Chnl2","General","RC_11"
"36200005","Chnl2","General","RC_11"
"36200041","Chnl2","General","RC_11"
"31771009","Chnl2","General","RC_11"
"36200051","Chnl2","General","RC_11"
"31770046","Chnl2","General","RC_11"
"31771002","Chnl2","General","RC_11"
"31770182","Chnl2","General","RC_11"
"31610010","Chnl2","General","RC_11"
"36200040","Chnl2","General","RC_11"
"31771010","Chnl2","General","RC_11"
"31770091","Chnl2","General","RC_11"
"31771023","Chnl2","General","RC_11"
"31770023","Chnl2","General","RC_11"
"33500012","Chnl2","General","RC_11"
"31771025","Chnl2","General","RC_11"
"33600007","Chnl2","General","RC_11"
"31771003","Chnl2","General","RC_11"
"31770125","Chnl2","General","RC_11"
"33140004","Chnl2","General","RC_11"
"31771024","Chnl2","General","RC_11"
"31770157","Chnl2","General","RC_11"
"31770016","Chnl2","General","RC_11"
"31770144","Chnl2","General","RC_11"
"33600006","Chnl2","General","RC_11"
"31771026","Chnl2","General","RC_11"
"31770024","Chnl2","General","RC_11"
"33500013","Chnl2","General","RC_11"
"31770025","Chnl2","General","RC_11"
"31770184","Chnl2","General","RC_11"
"31770084","Chnl2","General","RC_11"
"31620027","Chnl2","General","RC_11"
"31770118","Chnl2","General","RC_11"
"36200044","Chnl2","General","RC_11"
"31620026","Chnl2","General","RC_11"
"31671001","Chnl2","General","RC_11"
"31670057","Chnl2","General","RC_11"
"31771028","Chnl2","General","RC_11"
"31770078","Chnl2","General","RC_11"
"31770120","Chnl2","General","RC_11"
"31770227","Chnl2","General","RC_11"
"31770137","Chnl2","General","RC_11"
"31770149","Chnl2","General","RC_11"
"31600001","Chnl2","General","RC_11"
"31600003","Chnl2","General","RC_11"
"31600005","Chnl2","General","RC_11"
"31600002","Chnl2","General","RC_11"
"31600007","Chnl2","General","RC_11"
"31600008","Chnl2","General","RC_11"
"31770028","Chnl2","General","RC_11"
"31770052","Chnl2","General","RC_11"
"31770239","Chnl2","General","RC_11"
"33440002","Chnl2","General","RC_11"
"31770231","Chnl2","General","RC_11"
"33440092","Chnl2","General","RC_11"
"33440141","Chnl2","General","RC_11"
"33440131","Chnl2","General","RC_11"
"31770178","Chnl2","General","RC_11"
"33440130","Chnl2","General","RC_11"
"31770176","Chnl2","General","RC_11"
"33440120","Chnl2","General","RC_11"
"31770242","Chnl2","General","RC_11"
"31770132","Chnl2","General","RC_11"
"33440138","Chnl2","General","RC_11"
"33440132","Chnl2","General","RC_11"
"33440008","Chnl2","General","RC_11"
"33440134","Chnl2","General","RC_11"
"33440129","Chnl2","General","RC_11"
"33440112","Chnl2","General","RC_11"
"33440136","Chnl2","General","RC_11"
"33440142","Chnl2","General","RC_11"
"31770232","Chnl2","General","RC_11"
"31770061","Chnl2","General","RC_11"
"31770050","Chnl2","General","RC_11"
"31770026","Chnl2","General","RC_11"
"31670022","Chnl2","General","RC_11"
"31770027","Chnl2","General","RC_11"
"31771007","Chnl2","General","RC_11"
"31771016","Chnl2","General","RC_11"
"31620007","Chnl2","General","RC_11"
"31771013","Chnl2","General","RC_11"
"31770230","Chnl2","General","RC_11"
"31770108","Chnl2","General","RC_11"
"31770062","Chnl2","General","RC_11"
"36200046","Chnl2","General","RC_11"
"31770103","Chnl2","General","RC_11"
"31270009","Chnl2","General","RC_11"
"31270002","Chnl2","General","RC_11"
"31620045","Chnl2","General","RC_11"
"31270007","Chnl2","General","RC_11"
"31270012","Chnl2","General","RC_11"
"31270008","Chnl2","General","RC_11"
"31620047","Chnl2","General","RC_11"
"31270001","Chnl2","General","RC_11"
"31270017","Chnl2","General","RC_11"
"31670001","Chnl2","General","RC_11"
"31670034","Chnl2","General","RC_11"
"36200043","Chnl2","General","RC_11"
"36210006","Chnl2","General","RC_11"
"36210007","Chnl2","General","RC_11"
"36200054","Chnl2","General","RC_11"
"36200053","Chnl2","General","RC_11"
"31170007","Chnl2","General","RC_11"
"31170021","Chnl2","General","RC_11"
"31620060","Chnl2","General","RC_11"
"31670059","Chnl2","General","RC_11"
"31670073","Chnl2","General","RC_11"
"31670075","Chnl2","General","RC_11"
"31691058","Chnl2","General","RC_11"
"31691059","Chnl2","General","RC_11"
"31699537","Chnl2","General","RC_11"
"31770053","Chnl2","General","RC_11"
"31770111","Chnl2","General","RC_11"
"31770136","Chnl2","General","RC_11"
"31770181","Chnl2","General","RC_11"
"31770186","Chnl2","General","RC_11"
"31770189","Chnl2","General","RC_11"
"31770216","Chnl2","General","RC_11"
"31770252","Chnl2","General","RC_11"
"31770261","Chnl2","General","RC_11"
"31770263","Chnl2","General","RC_11"
"31771015","Chnl2","General","RC_11"
"31771101","Chnl2","General","RC_11"
"31771103","Chnl2","General","RC_11"
"31771104","Chnl2","General","RC_11"
"31771106","Chnl2","General","RC_11"
"31771108","Chnl2","General","RC_11"
"31771111","Chnl2","General","RC_11"
"31771116","Chnl2","General","RC_11"
"31780016","Chnl2","General","RC_11"
"33440079","Chnl2","General","RC_11"
"33440096","Chnl2","General","RC_11"
"33440100","Chnl2","General","RC_11"
"36200059","Chnl2","General","RC_11"
"36200074","Chnl2","General","RC_11"
"36200077","Chnl2","General","RC_11"
"36200079","Chnl2","General","RC_11"
"36200081","Chnl2","General","RC_11"
"36200082","Chnl2","General","RC_11"
"36200086","Chnl2","General","RC_11"
"36200087","Chnl2","General","RC_11"
"36200088","Chnl2","General","RC_11"
"36200090","Chnl2","General","RC_11"
"36200091","Chnl2","General","RC_11"
"36200092","Chnl2","General","RC_11"
"36200093","Chnl2","General","RC_11"
"36200094","Chnl2","General","RC_11"
"36210008","Chnl2","General","RC_11"
"36210009","Chnl2","General","RC_11"
"36210010","Chnl2","General","RC_11"
"36210011","Chnl2","General","RC_11"
"36210012","Chnl2","General","RC_11"
"36210013","Chnl2","General","RC_11"
"36210014","Chnl2","General","RC_11"
