WELL_LEVEL_TYPE,OPERATOR,WELL_NAME_FKA,WELL_NAME,PROPERTY_NUMBER,WELL_STATUS,WELL_ORIENTATION,BASIN,COUNTY_SHL,STATE_SHL,PAD_NAME,PRIMARY_TARGET_FORMATION,PRODUCING_LATERAL_SLOT_NUMBER,LATITUDE_SHL,LONGITUDE_SHL,LATITUDE_BHL,LONGITUDE_BHL,COORDINATE_DATUM_SHL,COORDINATE_SOURCE_SHL,BLOCK_SHL,TOWNSHIP_SHL,SURVEY_NAME_SHL,SECTION_SHL,ABSTRACT_SHL,ELEVATION_GROUND,BATTERY,DRILLING_PERMIT_NUMBER,REGULATORY_LEASE_NAME,REGULATORY_FIELD,WELL_CLASS_NAME,SURFACE_SPUD_DATE_SHL,SURFACE_END_DATE_SHL,INTERMEDIATE_START_DATE,INTERMEDIATE_END_DATE,PILOT_START_DATE,PILOT_END_DATE,DRILLING_PRODUCTION_START_DATE,RIG_RELEASE_DATE,TOTAL_MEASURED_DEPTH,TOTAL_LATERAL_LENGTH,PRODUCING_METHOD,POP_DATE,FIRST_PRODUCTION_DATE,FOREMAN_NAME,PUMPER_NAME,ESI_ID,Actual Rig Release Date,Rig Released Pad Name,Actual Rig Days,!Test INT Date
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","TREES STATE 51-54-4303H","5416002H","CANCELLED-PLANNED","HORIZONTAL","DELAWARE BASIN","PECOS","TX","CANCELLED-PLANNED","WOLFCAMP A LOWER","3","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"DELAWARE CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","TREES RANCH 14-4303H","5030004H","CANCELLED-PLANNED","HORIZONTAL","DELAWARE BASIN","REEVES","TX","CANCELLED-PLANNED","WOLFCAMP A LOWER","3","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"DELAWARE CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","WAHA-4515NH","500733","CANCELLED-PLANNED","HORIZONTAL","DELAWARE BASIN","REEVES","TX","CANCELLED-PLANNED","WOLFCAMP B UPPER","15","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"DELAWARE CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","TREES RANCH 7-8-4305H","5057003H","CANCELLED-PLANNED","HORIZONTAL","DELAWARE BASIN","REEVES","TX","CANCELLED-PLANNED","WOLFCAMP A LOWER","5","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"DELAWARE CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","LIGON 730-19-3806H","4440005H","CANCELLED-PLANNED","HORIZONTAL","DELAWARE BASIN","REEVES","TX","CANCELLED-PLANNED","BONE SPRING 3","6","29.51118563","-106.62261844","","","NAD27","KINGDOM","","","",,"",,"DELAWARE CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","BAST 33-40-E-4309H","501233","PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","BAST 33-40 WHITE","WOLFCAMP B","9","","","","","","","","","",,"",,"BAST 33-40H BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","VENOM 6261A-34-13H","10387J","CANCELLED-PLANNED","HORIZONTAL","DELAWARE BASIN","WARD","TX","CANCELLED-PLANNED","UNASSIGNED","99","","","","","","","","","",,"",,"DELAWARE CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","CONDIMENT KING 6920A-34-41H","10240J","CANCELLED-PLANNED","HORIZONTAL","DELAWARE BASIN","WARD","TX","CANCELLED-PLANNED","UNASSIGNED","99","","","","","","","","","",,"",,"DELAWARE CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","STATE EILAND 14A GG HOUSTON-22H","10397J","CANCELLED-PLANNED","HORIZONTAL","DELAWARE BASIN","WARD","TX","CANCELLED-PLANNED","UNASSIGNED","99","","","","","","","","","",,"",,"DELAWARE CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","STATE EILAND UNIT 7-33-33H","10239J","CANCELLED-PLANNED","HORIZONTAL","DELAWARE BASIN","WARD","TX","CANCELLED-PLANNED","UNASSIGNED","99","","","","","","","","","",,"",,"DELAWARE CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","CONDIMENT KING 6920A-34-51H","10188J","CANCELLED-PLANNED","HORIZONTAL","DELAWARE BASIN","WARD","TX","CANCELLED-PLANNED","UNASSIGNED","99","","","","","","","","","",,"",,"DELAWARE CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","","","VENOM 6261B-34-35H","10392J","CANCELLED-PLANNED","HORIZONTAL","DELAWARE BASIN","WARD","TX","CANCELLED-PLANNED","UNASSIGNED","99","","","","","","","","","",,"",,"DELAWARE CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","VENOM 6261A-34-12H","10385J","CANCELLED-PLANNED","HORIZONTAL","DELAWARE BASIN","WARD","TX","CANCELLED-PLANNED","UNASSIGNED","99","","","","","","","","","",,"",,"DELAWARE CANCELLED BATTERY","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","REMOVED-DUPLICATE PECAN STATE-4114EH","501090","CANCELLED-PLANNED","HORIZONTAL","DELAWARE BASIN","PECOS","TX","CANCELLED-PLANNED","WOLFCAMP A UPPER","14","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","JACK 25-24-E-4309VH","501930","PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","JACK 25-24 WHITE","WOLFCAMP B","9","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","TREES STATE 52-53-G-4313H","501778","PLANNED","HORIZONTAL","DELAWARE BASIN","PECOS","TX","TREES STATE 52-53 WHITE","WOLFCAMP A LOWER","13","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","T-REX 10-18-D-3906H","501793","PLANNED","HORIZONTAL","DELAWARE BASIN","REEVES","TX","T-REX 10-18 WHITE","BONE SPRING 3","6","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","CLAIRE 48-37-E-4410VH","501592","PLANNED","HORIZONTAL","MIDLAND BASIN","MARTIN","TX","CLAIRE 48-37 WHITE","WOLFCAMP B LOWER","10","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","JACK 25-24-4407H","501928","PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","JACK 25-24 WHITE","WOLFCAMP B","7","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","TREES STATE 14-1-C-4105VH","501790","PLANNED","HORIZONTAL","DELAWARE BASIN","REEVES","TX","TREES STATE 14-1 BLUE","WOLFCAMP A UPPER","5.5","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","LEGEAR 11-18-C-4105VH","501798","PLANNED","HORIZONTAL","DELAWARE BASIN","REEVES","TX","LEGEAR 11-18 WHITE","WOLFCAMP A UPPER","5.5","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","COLLIER-32H","501675","CANCELLED-PLANNED","HORIZONTAL","DELAWARE BASIN","REEVES","TX","CANCELLED-PLANNED","WOLFCAMP B UPPER","99","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","SEBASTIAN 19-30-B-4304VH","501633","PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","SEBASTIAN 19-30 WHITE","WOLFCAMP B","4","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","ZOEY 4-16-C-4205H","501743","PLANNED","HORIZONTAL","MIDLAND BASIN","MIDLAND","TX","ZOEY 4-16 BLUE","WOLFCAMP A","5","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","T-REX 10-18-C-4506H","501794","PLANNED","HORIZONTAL","DELAWARE BASIN","REEVES","TX","T-REX 10-18 WHITE","WOLFCAMP B UPPER","6","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","CLAIRE 48-37-D-4408H","501591","PLANNED","HORIZONTAL","MIDLAND BASIN","MARTIN","TX","CLAIRE 48-37 RED","WOLFCAMP B LOWER","8","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","LEGEAR 11-12-A-3801VH","501791","PLANNED","HORIZONTAL","DELAWARE BASIN","REEVES","TX","T-REX 10-18 WHITE","BONE SPRING 3","1.5","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","WINDHAM C 21-9-H-4215H","501649","PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","WINDHAM C 21-9 BLACK","WOLFCAMP A","15","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","ZOEY 4-16-B-4303H","501742","PLANNED","HORIZONTAL","MIDLAND BASIN","MIDLAND","TX","ZOEY 4-16 BLACK","WOLFCAMP B","3","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","REDBUD STATE UNIT 4304LH","501807","PLANNED","HORIZONTAL","DELAWARE BASIN","PECOS","TX","REDBUD STATE UNIT L 33 WHITE","WOLFCAMP A LOWER","4","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","TREES STATE 52-53-H-4115VH","501779","PLANNED","HORIZONTAL","DELAWARE BASIN","PECOS","TX","TREES STATE 52-53 WHITE","WOLFCAMP A UPPER","15","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","STATE EILAND 0812A-E-3810VH","501802","PLANNED","HORIZONTAL","DELAWARE BASIN","WARD","TX","STATE EILAND 0812A BLUE","BONE SPRING 3","10.5","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","STATE T-REX 2610A-7-33H","501684","CANCELLED-PLANNED","HORIZONTAL","DELAWARE BASIN","REEVES","TX","CANCELLED-PLANNED","WOLFCAMP B UPPER","99","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","TREES STATE 14-1-B-4104H","501787","PLANNED","HORIZONTAL","DELAWARE BASIN","REEVES","TX","TREES STATE 14-1 BLUE","WOLFCAMP A UPPER","4","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","STATE EILAND 13-5-C-4505H","501783","PLANNED","HORIZONTAL","DELAWARE BASIN","REEVES","TX","STATE EILAND 13-5 BLUE","WOLFCAMP B UPPER","5","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","STATE EILAND 0812A-F-4711H","501803","PLANNED","HORIZONTAL","DELAWARE BASIN","WARD","TX","STATE EILAND 0812A BLUE","WOLFCAMP B LOWER","11","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","SHAUNA 9-16-E-4210H","501653","PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","SHAUNA 9-16 BLUE","WOLFCAMP A","10","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","JERSEY 35-23-F-4211H","501765","PLANNED","HORIZONTAL","MIDLAND BASIN","GLASSCOCK","TX","JERSEY 35-23 WHITE","WOLFCAMP A","11","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","COLLIER 12-13-C-3905VH","501810","PLANNED","HORIZONTAL","DELAWARE BASIN","REEVES","TX","CHUPACABRA 1213 WHITE","BONE SPRING 3","5.5","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","CLAIRE 48-37-D-2807H","501589","PLANNED","HORIZONTAL","MIDLAND BASIN","MARTIN","TX","CLAIRE 48-37 RED","SPRABERRY LOWER SHALE UPPER","7","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","COLLIER 12-B-4504H","501775","PLANNED","HORIZONTAL","DELAWARE BASIN","REEVES","TX","CHUPACABRA 1213 BLUE","WOLFCAMP B UPPER","04","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","STATE EILAND 0812A-F-3812VH","501805","PLANNED","HORIZONTAL","DELAWARE BASIN","WARD","TX","STATE EILAND 0812A WHITE","BONE SPRING 3","12.5","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","ATKINS 15-10-B-4203VH","501648","PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","ATKINS 15-10 RED","WOLFCAMP A","4","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","DEVIN 25-24-F-4411RH","501746","PLANNED","HORIZONTAL","MIDLAND BASIN","REAGAN","TX","DEVIN 25-24 RED","WOLFCAMP B LOWER","11","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","WINDHAM C 21-9-G-4313VH","501651","PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","WINDHAM C 21-9 BLACK","WOLFCAMP B","13","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","LEGEAR 11-12-A-4301H","501792","PLANNED","HORIZONTAL","DELAWARE BASIN","REEVES","TX","T-REX 10-18 WHITE","WOLFCAMP A UPPER","1","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","ZOEY 4-16-A-4201H","501741","PLANNED","HORIZONTAL","MIDLAND BASIN","MIDLAND","TX","ZOEY 4-16 BLACK","WOLFCAMP A","1","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","CORA 18-19-H-4315H","501814","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","MIDLAND","TX","CANCELLED-PLANNED","WOLFCAMP B","1","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","STATE EILAND 9-33-3H","10149J","CANCELLED-PLANNED","HORIZONTAL","DELAWARE BASIN","WARD","TX","CANCELLED-PLANNED","UNASSIGNED","99","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","JERSEY 38-47-H-2815H","501767","PLANNED","HORIZONTAL","MIDLAND BASIN","GLASSCOCK","TX","JERSEY 38-47 RED","SPRABERRY LOWER SHALE","15","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","JERSEY 38-47-F-2811H","501766","PLANNED","HORIZONTAL","MIDLAND BASIN","GLASSCOCK","TX","JERSEY 38-47 RED","SPRABERRY LOWER SHALE","11","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","LEGEAR 11-18-A-4102VH","501795","PLANNED","HORIZONTAL","DELAWARE BASIN","REEVES","TX","LEGEAR 11-18 BLUE","WOLFCAMP A UPPER","2.5","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","WINDHAM C 21-9-G-4113VH","501650","PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","WINDHAM C 21-9 BLACK","WOLFCAMP A UPPER","13","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","ZOEY 4-16-C-4405H","501745","PLANNED","HORIZONTAL","MIDLAND BASIN","MIDLAND","TX","ZOEY 4-16 BLUE","WOLFCAMP B LOWER","5","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","CHUPACABRA 12-13-D-4107H","501809","PLANNED","HORIZONTAL","DELAWARE BASIN","REEVES","TX","CHUPACABRA 1213 WHITE","WOLFCAMP A UPPER","7","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","TREES STATE 14-1-B-4503H","501789","PLANNED","HORIZONTAL","DELAWARE BASIN","REEVES","TX","TREES STATE 14-1 BLUE","WOLFCAMP B UPPER","3","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","CANCELLED SECOND DR-2403H","501739","CANCELLED-PLANNED","HORIZONTAL","MIDLAND BASIN","MIDLAND","TX","CANCELLED-PLANNED","SPRABERRY MIDDLE SHALE","3","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","STATE EILAND 0812A-F-4312H","501804","PLANNED","HORIZONTAL","DELAWARE BASIN","WARD","TX","STATE EILAND 0812A BLUE","WOLFCAMP A LOWER","12","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","COX 22-34-H-4215H","501750","PLANNED","HORIZONTAL","MIDLAND BASIN","GLASSCOCK","TX","COX 22-34 WHITE","WOLFCAMP A","15","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","STATE EILAND 13-5-C-3805H","501784","PLANNED","HORIZONTAL","DELAWARE BASIN","REEVES","TX","STATE EILAND 13-5 BLUE","BONE SPRING 3","5","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","COLLIER 12-C-4305VH","501811","PLANNED","HORIZONTAL","DELAWARE BASIN","REEVES","TX","CHUPACABRA 1213 WHITE","WOLFCAMP A LOWER","5.5","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","BRUCE SUTTER 41-29-E-4310H","501628","PLANNED","HORIZONTAL","MIDLAND BASIN","MIDLAND","TX","TBD","WOLFCAMP B","10","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","ZOEY 4-16-A-4401H","501740","PLANNED","HORIZONTAL","MIDLAND BASIN","MIDLAND","TX","ZOEY 4-16 BLACK","WOLFCAMP B LOWER","1","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","JERSEY 35-23-E-4309H","501764","PLANNED","HORIZONTAL","MIDLAND BASIN","GLASSCOCK","TX","JERSEY 35-23 WHITE","WOLFCAMP B","9","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","LEGEAR 11-18-B-4304H","501797","PLANNED","HORIZONTAL","DELAWARE BASIN","REEVES","TX","LEGEAR 11-18 WHITE","WOLFCAMP A LOWER","4","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","COLLIER-31H","501674","CANCELLED-PLANNED","HORIZONTAL","DELAWARE BASIN","REEVES","TX","CANCELLED-PLANNED","WOLFCAMP A UPPER","99","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","ATKINS 15-10-A-4401H","501645","PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","ATKINS 15-10 RED","WOLFCAMP B LOWER","1","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","STATE EILAND 0812A-G-4113VH","501806","PLANNED","HORIZONTAL","DELAWARE BASIN","WARD","TX","STATE EILAND 0812A WHITE","WOLFCAMP A UPPER","13.5","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","STATE EILAND 13-5-D-4308H","501786","PLANNED","HORIZONTAL","DELAWARE BASIN","REEVES","TX","STATE EILAND 13-5 BLUE","WOLFCAMP A LOWER","8","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","SEBASTIAN 19-30-C-4105H","501632","PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","SEBASTIAN 19-30 WHITE","WOLFCAMP A UPPER","5","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","CLAIRE 48-37-E-4210H","501593","PLANNED","HORIZONTAL","MIDLAND BASIN","MARTIN","TX","CLAIRE 48-37 WHITE","WOLFCAMP A","10","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","ATKINS 15-10-A-4302VH","501647","PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","ATKINS 15-10 RED","WOLFCAMP B","2","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","SHAUNA 9-16-E-4309H","501652","PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","SHAUNA 9-16 BLUE","WOLFCAMP B","9","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","TREES STATE 14-1-B-3802H","501788","PLANNED","HORIZONTAL","DELAWARE BASIN","REEVES","TX","TREES STATE 14-1 BLUE","BONE SPRING 3","2","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","LEGEAR 11-18-D-3807H","501799","PLANNED","HORIZONTAL","DELAWARE BASIN","REEVES","TX","LEGEAR 11-18 WHITE","BONE SPRING 3","7","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","CHUPACABRA 12-13-D-4507H","501776","PLANNED","HORIZONTAL","DELAWARE BASIN","REEVES","TX","CHUPACABRA 1213 BLUE","WOLFCAMP B UPPER","04","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","CLAIRE 48-37-F-2711H","501594","PLANNED","HORIZONTAL","MIDLAND BASIN","MARTIN","TX","CLAIRE 48-37 WHITE","SPRABERRY LOWER SHALE UPPER","11","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","STATE T-REX 2610A-7-11H","501677","CANCELLED-PLANNED","HORIZONTAL","DELAWARE BASIN","REEVES","TX","CANCELLED-PLANNED","WOLFCAMP A UPPER","99","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","SEBASTIAN 19-30-C-4406H","501634","PLANNED","HORIZONTAL","MIDLAND BASIN","UPTON","TX","SEBASTIAN 19-30 WHITE","WOLFCAMP B LOWER","6","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","REDBUD STATE UNIT 4105VH","501808","PLANNED","HORIZONTAL","DELAWARE BASIN","PECOS","TX","REDBUD STATE UNIT L 33 WHITE","WOLFCAMP A UPPER","5.5","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","JERSEY 35-23-D-4207H","501763","PLANNED","HORIZONTAL","MIDLAND BASIN","GLASSCOCK","TX","JERSEY 35-23 WHITE","WOLFCAMP A","7","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","CLAIRE 48-37-D-4107H","501590","PLANNED","HORIZONTAL","MIDLAND BASIN","MARTIN","TX","CLAIRE 48-37 RED","WOLFCAMP A UPPER","7","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
"WELL","PARSLEY ENERGY OPERATIONS, LLC","","COLLIER 12-B-4104H","501812","PLANNED","HORIZONTAL","DELAWARE BASIN","REEVES","TX","CHUPACABRA 1213 BLUE","WOLFCAMP A UPPER","4","","","","","","","","","",,"",,"","","","","",,,,,,,,,"",,"",,,"","","",,"",,
