X,Y,Index_,ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,Night,STREET2,OFFSET,ROAD_CLASS,District,WardNum,Division,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,VISIBILITY_Clear,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,Age Class,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,PEDESTRIAN_Yes,CYCLIST,CYCLIST_Yes,AUTOMOBILE,AUTOMOBILE_Yes,MOTORCYCLE,MOTORCYCLE_Yes,TRUCK,TRUCK_Yes,TRSN_CITY_VEH,TRSN_CITY_VEH_Yes,EMERG_VEH,EMERG_VEH_Yes,PASSENGER,PASSENGER_Yes,SPEEDING,SPEEDING_Yes,AG_DRIV,AG_DRIV_Yes,REDLIGHT,REDLIGHT_Yes,ALCOHOL,ALCOHOL_Yes,DISABILITY,DISABILITY_Yes,Hood_ID,Neighbourhood,ObjectId,Validation,Lin[Fatal],Prob[Fatal],Prob[Non-Fatal Injury],Most Likely ACCLASS 2,Correct
-8822235.51140821,5430248.53977198,7559098,1260139,2011,2011-08-23 00:00:00.000,1050,10,"ELLESMERE RD","day","MCCOWAN RD","","Major Arterial","Scarborough",,43,43.772145,-79.25149,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Angle","Driver","60 to 64","","Minimal","","West","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"Yes",1,"",0,"Yes",1,"Yes",1,"",0,"Yes",1,137,"Woburn (137)",7544,1,-2.3122853468110032,0.09011059197300729,0.9098894080269927,"Non-Fatal Injury",1
-8853549.68416836,5427458.63897683,6693336,1261658,2011,2011-09-02 00:00:00.000,1815,18,"FINCH Aven W","night","HIGHWAY 400  N","","Major Arterial","Etobicoke York",7,31,43.754045,-79.53279,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Angle","Driver","55 to 59","","None","","South","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"Yes",1,"",0,"Yes",1,"Yes",1,"",0,"",0,21,"Humber Summit (21)",7601,0,-2.12913175666671,0.10629744512412397,0.893702554875876,"Non-Fatal Injury",1
-8831575.21668577,5416184.32267579,6660274,1247356,2011,2011-08-03 00:00:00.000,1322,13,"DANFORTH AVE","day","BYRON AVE","","Major Arterial","Toronto and East York",14,54,43.680845,-79.33539,"Intersection","","No Control","Clear",1,"Daylight","Dry","Non-Fatal Injury","Pedestrian Collisions","Driver","25 to 29","","None","","West","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","Yes",1,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,66,"Danforth (66)",7638,1,-2.0331508035404289,0.11576600180118657,0.88423399819881343,"Non-Fatal Injury",1
-8839233.99765234,5411075.3695144,6666208,1249833,2011,2011-08-17 00:00:00.000,658,6,"BATHURST ST","day","WILLIS ST","","Major Arterial","Toronto and East York",10,14,43.647645,-79.40419,"Intersection","","No Control","Clear",1,"Daylight","Dry","Non-Fatal Injury","Pedestrian Collisions","Driver","35 to 39","","None","","South","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","Yes",1,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,78,"Kensington-Chinatown (78)",7704,0,-2.02015759993591,0.11710269568958831,0.88289730431041169,"Non-Fatal Injury",1
-8831675.40422748,5421342.30742656,6645253,1241015,2011,2011-06-28 00:00:00.000,1530,15,"GATEWAY BLVD","day","DON MILLS RD","","Major Arterial","North York",16,54,43.714345,-79.33629,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Pedestrian Collisions","Driver","80 to 84","","None","","West","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","Yes",1,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,44,"Flemingdon Park (44)",7718,0,-1.0994045562898709,0.24985147924573467,0.7501485207542653,"Non-Fatal Injury",1
-8831675.40422748,5421342.30742656,6645255,1241015,2011,2011-06-28 00:00:00.000,1530,15,"GATEWAY BLVD","day","DON MILLS RD","","Major Arterial","North York",16,54,43.714345,-79.33629,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Pedestrian Collisions","Driver","45 to 49","","None","","West","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","Yes",1,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,44,"Flemingdon Park (44)",7722,0,-2.0679578670829413,0.1122503764897634,0.88774962351023656,"Non-Fatal Injury",1
-8823173.26679865,5421726.26911718,7376870,1275046,2012,2012-01-15 00:00:00.000,906,9,"ST CLAIR AVE E","day","DANFORTH RD","","Major Arterial","Scarborough",20,41,43.716838,-79.259914,"Intersection","","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Angle","Driver","55 to 59","","Minor","","South","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"Yes",1,"Yes",1,"",0,"",0,120,"Clairlea-Birchmount (120)",7747,1,-2.3126222429623935,0.0900829734448689,0.90991702655513118,"Non-Fatal Injury",1
-8857779.82481851,5417831.48521414,7394534,1285480,2012,2012-01-17 00:00:00.000,1210,12,"DIXON ROAD","day","MARTIN GROVE Road","","Major Arterial","Etobicoke York",,23,43.691545,-79.57079,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Angle","Driver","50 to 54","","Major","","East","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"Yes",1,"",0,"Yes",1,"Yes",1,"",0,"",0,1,"West Humber-Clairville (1)",7754,0,-2.2092869710768319,0.098919610496590066,0.90108038950340985,"Non-Fatal Injury",1
-8837241.37876715,5411444.59671003,7399365,1287560,2012,2012-01-31 00:00:00.000,1525,15,"UNIVERSITY AVE","day","RICHMOND ST W","","Major Arterial","Toronto and East York",10,52,43.650045,-79.38629,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Angle","Driver","55 to 59","","Minimal","","West","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"Yes",1,"Yes",1,"",0,"",0,76,"Bay Street Corridor (76)",7794,0,-2.3126222429623935,0.0900829734448689,0.90991702655513118,"Non-Fatal Injury",1
-8838744.19189285,5416446.00176593,6668517,1250782,2011,2011-07-14 00:00:00.000,1610,16,"AVENUE Road","day","EDMUND Aven","","Major Arterial","Toronto and East York",12,53,43.682545,-79.39979,"Intersection","","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Driver","50 to 54","","None","","North","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"Yes",1,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,97,"Yonge-St.Clair (97)",7855,1,-2.8380445829538479,0.055302608250568368,0.94469739174943157,"Non-Fatal Injury",1
-8834569.71098811,5421296.10372706,6670663,1251696,2011,2011-07-20 00:00:00.000,1819,18,"EGLINTON AVE E","night","DON AVON DR","","Major Arterial","North York",15,53,43.714045,-79.36229,"Intersection","","No Control","Clear",1,"Daylight","Dry","Non-Fatal Injury","Turning Movement","Driver","50 to 54","","Major","","East","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"Yes",1,"",0,"Yes",1,"",0,"",0,"",0,55,"Thorncliffe Park (55)",7905,0,-2.8566795170513624,0.054337069740223974,0.945662930259776,"Non-Fatal Injury",1
-8841003.97755596,5434226.76441648,6634528,1236508,2011,2011-06-05 00:00:00.000,1206,12,"YONGE ST","day","STEELES AVE W","","Major Arterial","North York",18,32,43.797945,-79.42009,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Angle","Driver","80 to 84","","Minor","","East","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"Yes",1,"Yes",1,"",0,"",0,50,"Newtonbrook East (50)",7936,0,-1.7569850698063032,0.14716834075832522,0.85283165924167481,"Non-Fatal Injury",1
-8838799.85163825,5420110.28791879,6639182,1238504,2011,2011-06-14 00:00:00.000,1350,13,"EGLINTON Aven W","day","DUPLEX Aven","","Major Arterial","North York",,53,43.706345,-79.40029,"Intersection","At Intersection","No Control","Clear",1,"Daylight","Dry","Non-Fatal Injury","Sideswipe","Driver","25 to 29","","Major","","West","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,100,"Yonge-Eglinton (100)",7960,0,-4.0949538233954064,0.016383621364799927,0.9836163786352,"Non-Fatal Injury",1
-8832488.03651027,5420279.68085037,6662772,1248427,2011,2011-06-26 00:00:00.000,1911,19,"OVERLEA BLVD","night","THORNCLIFFE PARK DR","","Major Arterial","North York",15,53,43.707445,-79.34359,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Turning Movement","Driver","45 to 49","","Major","","East","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"Yes",1,"",0,"",0,"",0,55,"Thorncliffe Park (55)",7987,0,-3.3202338993905611,0.03488353306089105,0.965116466939109,"Non-Fatal Injury",1
-8856132.29635476,5421742.74917823,7497459,1329108,2012,2012-08-24 00:00:00.000,1410,14,"ISLINGTON AVE","day","BERGAMOT AVE","","Major Arterial","Etobicoke York",1,23,43.716945,-79.55599,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Angle","Driver","60 to 64","","Minimal","","West","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"Yes",1,"",0,"Yes",1,"",0,"",0,"",0,5,"Elms-Old Rexdale (5)",8019,0,-2.7450402661389548,0.060367369229219217,0.93963263077078074,"Non-Fatal Injury",1
-8821656.65005609,5430433.53541172,7494432,1327859,2012,2012-10-17 00:00:00.000,715,7,"ELLESMERE RD","day","PARKINGTON CRES","","Major Arterial","Scarborough",24,43,43.773345,-79.24629,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Pedestrian Collisions","Driver","35 to 39","","None","","East","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","Yes",1,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,137,"Woburn (137)",8148,0,-1.967460572752568,0.12266190797330095,0.8773380920266991,"Non-Fatal Injury",1
-8834803.48191877,5411767.68260928,7478450,1320969,2012,2012-10-19 00:00:00.000,1214,12,"KING ST E","day","BERKELEY ST","","Major Arterial","Toronto and East York",13,51,43.652145,-79.36439,"Intersection","","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Turning Movement","Driver","45 to 49","","None","","East","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,73,"Moss Park (73)",8166,0,-2.8948118597308961,0.052410628079443411,0.9475893719205567,"Non-Fatal Injury",1
-8842083.77661665,5422097.00059635,7483183,1322994,2012,2012-09-24 00:00:00.000,853,8,"LAWRENCE AVE W","day","BATHURST ST","","Major Arterial","North York",8,32,43.719245,-79.42979,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Pedestrian Collisions","Driver","65 to 69","","None","","East","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","Yes",1,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,39,"Bedford Park-Nortown (39)",8269,0,-1.6447882950061175,0.16181457106246991,0.83818542893753012,"Non-Fatal Injury",1
-8832321.05727408,5424099.54692119,7559878,1324885,2012,2012-10-01 00:00:00.000,1000,10,"DON MILLS RD","day","THE DONWAY  E","","Major Arterial","North York",16,33,43.732245,-79.34209,"Intersection","","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Pedestrian Collisions","Driver","50 to 54","","None","","West","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","Yes",1,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"Yes",1,"Yes",1,"",0,"",0,42,"Banbury-Don Mills (42)",8292,0,-1.6751670370044547,0.15773649393334219,0.8422635060666579,"Non-Fatal Injury",1
-8844028.6394403,5424458.66483738,7433999,1302395,2012,2012-06-27 00:00:00.000,1910,19,"TIPPET RD","night","WILSON AVE","","Major Arterial","North York",6,32,43.734576,-79.447261,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Driver","60 to 64","","None","","North","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"Yes",1,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,33,"Clanton Park (33)",8437,0,-2.8356489043213342,0.055427902057591676,0.94457209794240837,"Non-Fatal Injury",1
-8837330.43435978,5411413.82721356,7447641,1307961,2012,2012-07-05 00:00:00.000,1553,15,"RICHMOND ST W","day","SIMCOE ST","","Major Arterial","Toronto and East York",10,52,43.649845,-79.38709,"Intersection","At Intersection","No Control","Clear",1,"Daylight","Dry","Non-Fatal Injury","Turning Movement","Driver","45 to 49","","Major","","West","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"Yes",1,"",0,"",0,"",0,76,"Bay Street Corridor (76)",8466,0,-3.2675368722072191,0.036701812331696428,0.96329818766830355,"Non-Fatal Injury",1
-8839857.38680079,5413214.01511645,7448153,1308147,2012,2012-07-06 00:00:00.000,1720,17,"BATHURST ST","day","HARBORD St","","Major Arterial","Toronto and East York",11,14,43.661545,-79.40979,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Driver","25 to 29","","None","","South","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"Yes",1,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,79,"University (79)",8471,0,-2.9779073610881666,0.048433983452790458,0.95156601654720963,"Non-Fatal Injury",1
-8837274.77461438,5411567.67572055,7448645,1308359,2012,2012-07-08 00:00:00.000,1050,10,"UNIVERSITY Aven","day","QUEEN Stre W","","Major Arterial","Toronto and East York",10,52,43.650845,-79.38659,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Angle","Driver","45 to 49","","Major","","North","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"Yes",1,"",0,"Yes",1,"Yes",1,"",0,"",0,76,"Bay Street Corridor (76)",8484,0,-2.4366538399370059,0.080420022382507367,0.91957997761749266,"Non-Fatal Injury",1
-8837185.71902175,5435398.97204067,7450904,1309317,2012,2012-07-13 00:00:00.000,1442,14,"STEELES Aven E","day","LAURELEAF Road S","","Major Arterial","North York",17,33,43.805545,-79.38579,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Angle","Driver","30 to 34","","Minor","","North","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"Yes",1,"Yes",1,"",0,"",0,49,"Bayview Woods-Steeles (49)",8504,0,-2.6531157044269262,0.0657972342142307,0.93420276578576933,"Non-Fatal Injury",1
-8839514.63408864,5425932.10358923,7517331,1331528,2012,2012-11-09 00:00:00.000,1140,11,"WILSON AVE","day","YONGE ST","","Major Arterial","North York",,32,43.744139,-79.406711,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Turning Movement","Driver","50 to 54","","None","","East","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"Yes",1,"",0,"",0,"",0,40,"St.Andrew-Windfields (40)",8567,1,-3.040170003347046,0.045643764796648542,0.95435623520335144,"Non-Fatal Injury",1
-8855564.56695172,5415614.81146184,7516298,1327895,2012,2012-11-28 00:00:00.000,1052,10,"KIPLING AVE","day","EGLINTON AVE W","","Major Arterial","Etobicoke York",2,23,43.677145,-79.55089,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Turning Movement","Driver","35 to 39","","None","","South","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"Yes",1,"",0,"",0,"",0,"",0,"Yes",1,"",0,"",0,"",0,10,"Princess-Rosethorn (10)",8628,0,-1.8369481455454766,0.13741262997858097,0.862587370021419,"Non-Fatal Injury",1
-8840369.45645844,5430726.45276655,7514455,1297568,2012,2012-04-10 00:00:00.000,1435,14,"YONGE ST","day","NORTHTOWN WAY","","Major Arterial","North York",18,32,43.775245,-79.41439,"Intersection","","No Control","Clear",1,"Daylight","Dry","Non-Fatal Injury","Pedestrian Collisions","Driver","35 to 39","","None","","North","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","Yes",1,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,51,"Willowdale East (51)",8660,1,-1.967460572752568,0.12266190797330095,0.8773380920266991,"Non-Fatal Injury",1
-8835938.94072486,5412521.59364429,7428982,1300266,2012,2012-04-28 00:00:00.000,1352,13,"JARVIS ST","day","DUNDAS ST E","","Major Arterial","Toronto and East York",13,51,43.657045,-79.37459,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Pedestrian Collisions","Driver","35 to 39","","None","","South","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","Yes",1,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,73,"Moss Park (73)",8723,0,-1.967460572752568,0.12266190797330095,0.8773380920266991,"Non-Fatal Injury",1
-8831797.85566735,5412198.48138235,7458469,1312584,2012,2012-07-29 00:00:00.000,1713,17,"LAKE SHORE Boul E","day","CARLAW Aven","","Major Arterial","Toronto and East York",14,55,43.654945,-79.33739,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Turning Movement","Driver","55 to 59","","Minimal","","East","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,70,"South Riverdale (70)",8750,0,-2.2984052357982323,0.091255124846562,0.90874487515343794,"Non-Fatal Injury",1
-8847148.81344775,5418616.68479179,7527658,1307651,2012,2012-07-29 00:00:00.000,1912,19,"KEELE ST","night","CANON JACKSON DR","","Major Arterial","Etobicoke York",5,12,43.696645,-79.47529,"Intersection","","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Rear End","Driver","35 to 39","","Minimal","","North","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"Yes",1,"",0,"",0,"",0,"",0,"Yes",1,"Yes",1,"",0,"Yes",1,"",0,112,"Beechborough-Greenbrook (112)",8753,0,-3.0629808172052693,0.044660351327920747,0.95533964867207932,"Non-Fatal Injury",1
-8841950.1932277,5410244.66226016,7447392,1307860,2012,2012-07-30 00:00:00.000,1736,17,"DUFFERIN ST","day","QUEEN ST W","","Major Arterial","Toronto and East York",,14,43.642245,-79.42859,"Intersection","","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Pedestrian Collisions","Driver","40 to 44","","None","","North","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","Yes",1,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,86,"Roncesvalles (86)",8760,0,-1.7906777978788373,0.1429896435837035,0.85701035641629653,"Non-Fatal Injury",1
-8856009.84491489,5408198.97942496,7412726,1293196,2012,2012-03-15 00:00:00.000,1330,13,"DUNDAS Stre W","day","HIGHWAY 427 C  S","","Major Arterial","Etobicoke York",3,22,43.628945,-79.55489,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Angle","Driver","50 to 54","","None","","North","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"Yes",1,"",0,"Yes",1,"",0,"",0,"",0,14,"Islington-City Centre West (14)",8834,1,-2.6947389175881264,0.063284515205037181,0.9367154847949628,"Non-Fatal Injury",1
-8856009.84491489,5408198.97942496,7412732,1293196,2012,2012-03-15 00:00:00.000,1330,13,"DUNDAS Stre W","day","HIGHWAY 427 C  S","","Major Arterial","Etobicoke York",3,22,43.628945,-79.55489,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Angle","Driver","55 to 59","","Minimal","","North","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"Yes",1,"",0,"Yes",1,"",0,"",0,"",0,14,"Islington-City Centre West (14)",8840,0,-2.5618866759946615,0.071631975289031272,0.92836802471096869,"Non-Fatal Injury",1
-8857779.82481851,5408906.45761081,7412717,1293192,2012,2012-03-15 00:00:00.000,1733,17,"BLOOR Stre W","day","MARKLAND Driv","","Major Arterial","Etobicoke York",2,22,43.633545,-79.57079,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Turning Movement","Driver","30 to 34","","Major","","East","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"Yes",1,"",0,"Yes",1,"",0,"",0,"",0,12,"Markland Wood (12)",8842,0,-3.0116237097390881,0.046903506635655068,0.95309649336434488,"Non-Fatal Injury",1
-8844605.27440261,5412408.50306726,7414115,1293779,2012,2012-03-24 00:00:00.000,921,9,"DUNDAS ST W","day","BLOOR ST W","","Major Arterial","Toronto and East York",4,11,43.65631,-79.452441,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Turning Movement","Driver","40 to 44","","Minor","","North","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,86,"Roncesvalles (86)",8878,1,-1.2874403581954228,0.21628637185265756,0.78371362814734236,"Non-Fatal Injury",1
-8842573.80501512,5410059.76313895,7880316,1382675,2013,2013-08-16 00:00:00.000,1340,13,"QUEEN ST W","day","OHARA AVE","","Major Arterial","Toronto and East York",4,11,43.641043,-79.434192,"Intersection","","No Control","Clear",1,"Daylight","Dry","Non-Fatal Injury","Pedestrian Collisions","Driver","45 to 49","","Minimal","","East","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","Yes",1,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,85,"South Parkdale (85)",9047,0,-1.9625638127162714,0.12318985197177247,0.87681014802822743,"Non-Fatal Injury",1
-8840437.80662578,5410118.5243555,7883741,1384088,2013,2013-08-30 00:00:00.000,1340,13,"KING ST W","day","SHAW ST","","Major Arterial","Toronto and East York",10,14,43.641425,-79.415004,"Intersection","","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Approaching","Driver","30 to 34","","Minimal","","West","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,82,"Niagara (82)",9118,0,-2.0766367489280153,0.111388429983709,0.8886115700162911,"Non-Fatal Injury",1
-8817281.79406791,5431790.28354414,7845209,1367603,2013,2013-07-23 00:00:00.000,1700,17,"2863 ELLESMERE RD","day","ELLESMERE  RD","","Major Arterial","Scarborough",24,43,43.782145,-79.20699,"Intersection","At Intersection","No Control","Clear",1,"Daylight","Dry","Non-Fatal Injury","Approaching","Driver","55 to 59","","Major","","West","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,135,"Morningside (135)",9129,0,-1.9723308009425073,0.12213875611231517,0.87786124388768483,"Non-Fatal Injury",1
-8827500.92332274,5435352.69786,7786900,1342812,2013,2013-01-01 00:00:00.000,1112,11,"KENNEDY RD","day","DANCY Ave","","Major Arterial","Scarborough",22,42,43.805245,-79.29879,"Intersection","At Intersection","No Control","Clear",1,"Daylight","Dry","Non-Fatal Injury","Rear End","Driver","65 to 69","","Major","","North","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"Yes",1,"",0,"Yes",1,"",0,"",0,"",0,130,"Milliken (130)",9210,1,-3.589260720729917,0.026876447210181245,0.97312355278981877,"Non-Fatal Injury",1
-8848829.73775873,5408214.35880977,7808309,1351710,2013,2013-04-13 00:00:00.000,1130,11,"THE QUEENSWAY","day","PARK LAWN RD","","Major Arterial","Etobicoke York",3,22,43.629045,-79.49039,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Pedestrian Collisions","Driver","45 to 49","","None","","East","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","Yes",1,"",0,"Yes",1,"",0,"",0,"",0,"",0,"Yes",1,"",0,"",0,"",0,"",0,"",0,16,"Stonegate-Queensway (16)",9362,0,-1.7263762992372458,0.15105167790872595,0.848948322091274,"Non-Fatal Injury",1
-8849196.64680038,5414768.30563326,7820784,1357155,2013,2013-04-23 00:00:00.000,1800,18,"JANE ST","night","FOXWELL ST","","Major Arterial","Etobicoke York",5,12,43.671645,-79.493686,"Intersection","At Intersection","Traffic Signal","Clear",1,"Daylight","Dry","Non-Fatal Injury","Cyclist Collisions","Driver","50 to 54","","None","","South","Automobile, Station Wagon","Going Ahead","Driving Properly","Normal","","","","","","","",0,"Yes",1,"Yes",1,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"",0,111,"Rockcliffe-Smythe (111)",9387,0,-2.7326505285871781,0.061073994069236463,0.93892600593076359,"Non-Fatal Injury",1
