School Name,Subjects,ID
"FUHUA PRIMARY SCHOOL","ENGLISH LANGUAGE",110
"GAN ENG SENG PRIMARY SCHOOL","ENGLISH LANGUAGE",112
"GEYLANG METHODIST SCHOOL (PRIMARY)","ENGLISH LANGUAGE",114
"GONGSHANG PRIMARY SCHOOL","ENGLISH LANGUAGE",116
"GREENDALE PRIMARY SCHOOL","ENGLISH LANGUAGE",117
"GREENRIDGE PRIMARY SCHOOL","ENGLISH LANGUAGE",119
"GREENWOOD PRIMARY SCHOOL","ENGLISH LANGUAGE",121
"GUANGYANG PRIMARY SCHOOL","ENGLISH LANGUAGE",122
"HAIG GIRLS' SCHOOL","ENGLISH LANGUAGE",125
"HENRY PARK PRIMARY SCHOOL","ENGLISH LANGUAGE",126
"HOLY INNOCENTS' PRIMARY SCHOOL","ENGLISH LANGUAGE",129
"HONG WEN SCHOOL","ENGLISH LANGUAGE",130
"HORIZON PRIMARY SCHOOL","ENGLISH LANGUAGE",131
"HOUGANG PRIMARY SCHOOL","ENGLISH LANGUAGE",132
"HUAMIN PRIMARY SCHOOL","ENGLISH LANGUAGE",135
"INNOVA PRIMARY SCHOOL","ENGLISH LANGUAGE",137
"JIEMIN PRIMARY SCHOOL","ENGLISH LANGUAGE",138
"JING SHAN PRIMARY SCHOOL","ENGLISH LANGUAGE",139
"JUNYUAN PRIMARY SCHOOL","ENGLISH LANGUAGE",140
"JURONG PRIMARY SCHOOL","ENGLISH LANGUAGE",143
"JURONG WEST PRIMARY SCHOOL","ENGLISH LANGUAGE",145
"JUYING PRIMARY SCHOOL","ENGLISH LANGUAGE",148
"KEMING PRIMARY SCHOOL","ENGLISH LANGUAGE",150
"KHENG CHENG SCHOOL","ENGLISH LANGUAGE",152
"KONG HWA SCHOOL","ENGLISH LANGUAGE",153
"KRANJI PRIMARY SCHOOL","ENGLISH LANGUAGE",154
"KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL","ENGLISH LANGUAGE",156
"LAKESIDE PRIMARY SCHOOL","ENGLISH LANGUAGE",158
"LIANHUA PRIMARY SCHOOL","ENGLISH LANGUAGE",159
"MAHA BODHI SCHOOL","ENGLISH LANGUAGE",161
"MARSILING PRIMARY SCHOOL","ENGLISH LANGUAGE",164
"MARYMOUNT CONVENT SCHOOL","ENGLISH LANGUAGE",166
"MAYFLOWER PRIMARY SCHOOL","ENGLISH LANGUAGE",167
"MEE TOH SCHOOL","ENGLISH LANGUAGE",169
"MERIDIAN PRIMARY SCHOOL","ENGLISH LANGUAGE",170
"METHODIST GIRLS' SCHOOL (PRIMARY)","ENGLISH LANGUAGE",172
"MONTFORT JUNIOR SCHOOL","ENGLISH LANGUAGE",175
"NAN CHIAU PRIMARY SCHOOL","ENGLISH LANGUAGE",178
"NAN HUA PRIMARY SCHOOL","ENGLISH LANGUAGE",180
"NANYANG PRIMARY SCHOOL","ENGLISH LANGUAGE",183
"NAVAL BASE PRIMARY SCHOOL","ENGLISH LANGUAGE",185
"NEW TOWN PRIMARY SCHOOL","ENGLISH LANGUAGE",187
"NGEE ANN PRIMARY SCHOOL","ENGLISH LANGUAGE",189
"NORTH SPRING PRIMARY SCHOOL","ENGLISH LANGUAGE",191
"NORTH VIEW PRIMARY SCHOOL","ENGLISH LANGUAGE",192
"NORTH VISTA PRIMARY SCHOOL","ENGLISH LANGUAGE",193
"NORTHLAND PRIMARY SCHOOL","ENGLISH LANGUAGE",196
"NORTHOAKS PRIMARY SCHOOL","ENGLISH LANGUAGE",199
"OASIS PRIMARY SCHOOL","ENGLISH LANGUAGE",202
"OPERA ESTATE PRIMARY SCHOOL","ENGLISH LANGUAGE",203
"PALM VIEW PRIMARY SCHOOL","ENGLISH LANGUAGE",206
"PARK VIEW PRIMARY SCHOOL","ENGLISH LANGUAGE",207
"PASIR RIS PRIMARY SCHOOL","ENGLISH LANGUAGE",209
"PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY)","ENGLISH LANGUAGE",211
"PEI CHUN PUBLIC SCHOOL","ENGLISH LANGUAGE",213
"PEI HWA PRESBYTERIAN PRIMARY SCHOOL","ENGLISH LANGUAGE",214
"PEI TONG PRIMARY SCHOOL","ENGLISH LANGUAGE",216
"PEIYING PRIMARY SCHOOL","ENGLISH LANGUAGE",219
"PIONEER PRIMARY SCHOOL","ENGLISH LANGUAGE",221
"POI CHING SCHOOL","ENGLISH LANGUAGE",222
"PRINCESS ELIZABETH PRIMARY SCHOOL","ENGLISH LANGUAGE",224
"PUNGGOL COVE PRIMARY SCHOOL","ENGLISH LANGUAGE",225
"PUNGGOL GREEN PRIMARY SCHOOL","ENGLISH LANGUAGE",226
"PUNGGOL PRIMARY SCHOOL","ENGLISH LANGUAGE",227
"PUNGGOL VIEW PRIMARY SCHOOL","ENGLISH LANGUAGE",229
"QIFA PRIMARY SCHOOL","ENGLISH LANGUAGE",230
"QIHUA PRIMARY SCHOOL","ENGLISH LANGUAGE",231
"QUEENSTOWN PRIMARY SCHOOL","ENGLISH LANGUAGE",232
"RADIN MAS PRIMARY SCHOOL","ENGLISH LANGUAGE",235
"RAFFLES GIRLS' PRIMARY SCHOOL","ENGLISH LANGUAGE",236
"RED SWASTIKA SCHOOL","ENGLISH LANGUAGE",239
"RIVER VALLEY PRIMARY SCHOOL","ENGLISH LANGUAGE",242
"RIVERSIDE PRIMARY SCHOOL","ENGLISH LANGUAGE",243
"RIVERVALE PRIMARY SCHOOL","ENGLISH LANGUAGE",245
"ROSYTH SCHOOL","ENGLISH LANGUAGE",246
"RULANG PRIMARY SCHOOL","ENGLISH LANGUAGE",247
"SEMBAWANG PRIMARY SCHOOL","ENGLISH LANGUAGE",250
"SENG KANG PRIMARY SCHOOL","ENGLISH LANGUAGE",252
"SENGKANG GREEN PRIMARY SCHOOL","ENGLISH LANGUAGE",254
"SHUQUN PRIMARY SCHOOL","ENGLISH LANGUAGE",257
"SI LING PRIMARY SCHOOL","ENGLISH LANGUAGE",258
"SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL","ENGLISH LANGUAGE",259
"SOUTH VIEW PRIMARY SCHOOL","ENGLISH LANGUAGE",262
"SPRINGDALE PRIMARY SCHOOL","ENGLISH LANGUAGE",264
"ST. ANDREW'S JUNIOR SCHOOL","ENGLISH LANGUAGE",267
"ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL","ENGLISH LANGUAGE",269
"ST. ANTHONY'S PRIMARY SCHOOL","ENGLISH LANGUAGE",271
"ST. GABRIEL'S PRIMARY SCHOOL","ENGLISH LANGUAGE",272
"ST. HILDA'S PRIMARY SCHOOL","ENGLISH LANGUAGE",274
"ST. JOSEPH'S INSTITUTION JUNIOR","ENGLISH LANGUAGE",277
"ST. MARGARET'S PRIMARY SCHOOL","ENGLISH LANGUAGE",278
"ST. STEPHEN'S SCHOOL","ENGLISH LANGUAGE",281
"STAMFORD PRIMARY SCHOOL","ENGLISH LANGUAGE",282
"TAMPINES NORTH PRIMARY SCHOOL","ENGLISH LANGUAGE",285
"TAMPINES PRIMARY SCHOOL","ENGLISH LANGUAGE",286
"TANJONG KATONG PRIMARY SCHOOL","ENGLISH LANGUAGE",290
"TAO NAN SCHOOL","ENGLISH LANGUAGE",292
"TECK GHEE PRIMARY SCHOOL","ENGLISH LANGUAGE",293
"TECK WHYE PRIMARY SCHOOL","ENGLISH LANGUAGE",294
"TELOK KURAU PRIMARY SCHOOL","ENGLISH LANGUAGE",296
"TEMASEK PRIMARY SCHOOL","ENGLISH LANGUAGE",298
"TOWNSVILLE PRIMARY SCHOOL","ENGLISH LANGUAGE",300
"UNITY PRIMARY SCHOOL","ENGLISH LANGUAGE",301
"WATERWAY PRIMARY SCHOOL","ENGLISH LANGUAGE",306
"WELLINGTON PRIMARY SCHOOL","ENGLISH LANGUAGE",307
"WEST GROVE PRIMARY SCHOOL","ENGLISH LANGUAGE",308
"WEST SPRING PRIMARY SCHOOL","ENGLISH LANGUAGE",309
"WEST VIEW PRIMARY SCHOOL","ENGLISH LANGUAGE",311
"WESTWOOD PRIMARY SCHOOL","ENGLISH LANGUAGE",312
"WHITE SANDS PRIMARY SCHOOL","ENGLISH LANGUAGE",314
"WOODGROVE PRIMARY SCHOOL","MATHEMATICS",316
"WOODLANDS PRIMARY SCHOOL","MATHEMATICS",318
"WOODLANDS RING PRIMARY SCHOOL","MATHEMATICS",319
"XINGHUA PRIMARY SCHOOL","MATHEMATICS",322
"XINGNAN PRIMARY SCHOOL","MATHEMATICS",323
"XINMIN PRIMARY SCHOOL","MATHEMATICS",324
"XISHAN PRIMARY SCHOOL","MATHEMATICS",326
"YANGZHENG PRIMARY SCHOOL","MATHEMATICS",327
"YEW TEE PRIMARY SCHOOL","MATHEMATICS",328
"YIO CHU KANG PRIMARY SCHOOL","MATHEMATICS",329
"YISHUN PRIMARY SCHOOL","MATHEMATICS",332
"YU NENG PRIMARY SCHOOL","MATHEMATICS",335
"YUHUA PRIMARY SCHOOL","MATHEMATICS",337
"YUMIN PRIMARY SCHOOL","MATHEMATICS",339
"ZHANGDE PRIMARY SCHOOL","MATHEMATICS",342
"ZHENGHUA PRIMARY SCHOOL","MATHEMATICS",343
"ZHONGHUA PRIMARY SCHOOL","MATHEMATICS",345
"ADMIRALTY PRIMARY SCHOOL","MATHEMATICS",1
"AHMAD IBRAHIM PRIMARY SCHOOL","MATHEMATICS",3
"AI TONG SCHOOL","MATHEMATICS",5
"ALEXANDRA PRIMARY SCHOOL","MATHEMATICS",6
"ANCHOR GREEN PRIMARY SCHOOL","MATHEMATICS",7
"ANDERSON PRIMARY SCHOOL","MATHEMATICS",8
"ANG MO KIO PRIMARY SCHOOL","MATHEMATICS",11
"ANGLO-CHINESE SCHOOL (JUNIOR)","MATHEMATICS",17
"ANGLO-CHINESE SCHOOL (PRIMARY)","MATHEMATICS",18
"ANGSANA PRIMARY SCHOOL","MATHEMATICS",19
"BEACON PRIMARY SCHOOL","MATHEMATICS",23
"BEDOK GREEN PRIMARY SCHOOL","MATHEMATICS",25
"BENDEMEER PRIMARY SCHOOL","MATHEMATICS",29
"BLANGAH RISE PRIMARY SCHOOL","MATHEMATICS",31
"BOON LAY GARDEN PRIMARY SCHOOL","MATHEMATICS",32
"BUKIT PANJANG PRIMARY SCHOOL","MATHEMATICS",39
"BUKIT TIMAH PRIMARY SCHOOL","MATHEMATICS",40
"BUKIT VIEW PRIMARY SCHOOL","MATHEMATICS",41
"CANBERRA PRIMARY SCHOOL","MATHEMATICS",43
"CANOSSA CATHOLIC PRIMARY SCHOOL","MATHEMATICS",45
"CANTONMENT PRIMARY SCHOOL","MATHEMATICS",46
"CASUARINA PRIMARY SCHOOL","MATHEMATICS",47
"CATHOLIC HIGH SCHOOL","MATHEMATICS",48
"CEDAR PRIMARY SCHOOL","MATHEMATICS",51
"CHANGKAT PRIMARY SCHOOL","MATHEMATICS",53
"CHIJ (KATONG) PRIMARY","MATHEMATICS",54
"CHIJ (KELLOCK)","MATHEMATICS",55
"CHIJ OUR LADY OF GOOD COUNSEL","MATHEMATICS",57
"CHIJ OUR LADY OF THE NATIVITY","MATHEMATICS",58
"CHIJ OUR LADY QUEEN OF PEACE","MATHEMATICS",59
"CHIJ PRIMARY (TOA PAYOH)","MATHEMATICS",60
"CHIJ ST. NICHOLAS GIRLS' SCHOOL","MATHEMATICS",63
"CHONGFU SCHOOL","MATHEMATICS",65
"CHONGZHENG PRIMARY SCHOOL","MATHEMATICS",66
"CHUA CHU KANG PRIMARY SCHOOL","MATHEMATICS",68
"CLEMENTI PRIMARY SCHOOL","MATHEMATICS",72
"COMPASSVALE PRIMARY SCHOOL","MATHEMATICS",75
"CONCORD PRIMARY SCHOOL","MATHEMATICS",77
"CORPORATION PRIMARY SCHOOL","MATHEMATICS",78
"DAMAI PRIMARY SCHOOL","MATHEMATICS",81
"DAZHONG PRIMARY SCHOOL","MATHEMATICS",83
"DE LA SALLE SCHOOL","MATHEMATICS",84
"EAST SPRING PRIMARY SCHOOL","MATHEMATICS",89
"EDGEFIELD PRIMARY SCHOOL","MATHEMATICS",91
"ELIAS PARK PRIMARY SCHOOL","MATHEMATICS",93
"ENDEAVOUR PRIMARY SCHOOL","MATHEMATICS",94
"EUNOS PRIMARY SCHOOL","MATHEMATICS",96
"EVERGREEN PRIMARY SCHOOL","MATHEMATICS",97
"FAIRFIELD METHODIST SCHOOL (PRIMARY)","MATHEMATICS",99
"FARRER PARK PRIMARY SCHOOL","MATHEMATICS",102
"FENGSHAN PRIMARY SCHOOL","MATHEMATICS",103
"FERN GREEN PRIMARY SCHOOL","MATHEMATICS",104
"FERNVALE PRIMARY SCHOOL","MATHEMATICS",105
"FIRST TOA PAYOH PRIMARY SCHOOL","MATHEMATICS",106
"FRONTIER PRIMARY SCHOOL","MATHEMATICS",107
"FUCHUN PRIMARY SCHOOL","MATHEMATICS",108
"FUHUA PRIMARY SCHOOL","MATHEMATICS",110
"GAN ENG SENG PRIMARY SCHOOL","MATHEMATICS",112
"GEYLANG METHODIST SCHOOL (PRIMARY)","MATHEMATICS",114
"GONGSHANG PRIMARY SCHOOL","MATHEMATICS",116
"GREENDALE PRIMARY SCHOOL","MATHEMATICS",117
"GREENRIDGE PRIMARY SCHOOL","MATHEMATICS",119
"GREENWOOD PRIMARY SCHOOL","MATHEMATICS",121
"GUANGYANG PRIMARY SCHOOL","MATHEMATICS",122
"HAIG GIRLS' SCHOOL","MATHEMATICS",125
"HENRY PARK PRIMARY SCHOOL","MATHEMATICS",126
"HOLY INNOCENTS' PRIMARY SCHOOL","MATHEMATICS",129
"HONG WEN SCHOOL","MATHEMATICS",130
"HORIZON PRIMARY SCHOOL","MATHEMATICS",131
"HOUGANG PRIMARY SCHOOL","MATHEMATICS",132
"HUAMIN PRIMARY SCHOOL","MATHEMATICS",135
"INNOVA PRIMARY SCHOOL","MATHEMATICS",137
"JIEMIN PRIMARY SCHOOL","MATHEMATICS",138
"JING SHAN PRIMARY SCHOOL","MATHEMATICS",139
"JUNYUAN PRIMARY SCHOOL","MATHEMATICS",140
"JURONG PRIMARY SCHOOL","MATHEMATICS",143
"JURONG WEST PRIMARY SCHOOL","MATHEMATICS",145
"JUYING PRIMARY SCHOOL","MATHEMATICS",148
"KEMING PRIMARY SCHOOL","MATHEMATICS",150
"KHENG CHENG SCHOOL","MATHEMATICS",152
"KONG HWA SCHOOL","MATHEMATICS",153
"KRANJI PRIMARY SCHOOL","MATHEMATICS",154
"KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL","MATHEMATICS",156
"LAKESIDE PRIMARY SCHOOL","MATHEMATICS",158
"LIANHUA PRIMARY SCHOOL","MATHEMATICS",159
"MAHA BODHI SCHOOL","MATHEMATICS",161
"MARSILING PRIMARY SCHOOL","MATHEMATICS",164
"MARYMOUNT CONVENT SCHOOL","MATHEMATICS",166
"MAYFLOWER PRIMARY SCHOOL","MATHEMATICS",167
"MEE TOH SCHOOL","MATHEMATICS",169
"MERIDIAN PRIMARY SCHOOL","MATHEMATICS",170
"METHODIST GIRLS' SCHOOL (PRIMARY)","MATHEMATICS",172
"MONTFORT JUNIOR SCHOOL","MATHEMATICS",175
"NAN CHIAU PRIMARY SCHOOL","MATHEMATICS",178
"NAN HUA PRIMARY SCHOOL","MATHEMATICS",180
"NANYANG PRIMARY SCHOOL","MATHEMATICS",183
"NAVAL BASE PRIMARY SCHOOL","MATHEMATICS",185
"NEW TOWN PRIMARY SCHOOL","MATHEMATICS",187
"NGEE ANN PRIMARY SCHOOL","MATHEMATICS",189
"NORTH SPRING PRIMARY SCHOOL","MATHEMATICS",191
"NORTH VIEW PRIMARY SCHOOL","MATHEMATICS",192
"NORTH VISTA PRIMARY SCHOOL","MATHEMATICS",193
"NORTHLAND PRIMARY SCHOOL","MATHEMATICS",196
"NORTHOAKS PRIMARY SCHOOL","MATHEMATICS",199
"OASIS PRIMARY SCHOOL","MATHEMATICS",202
"OPERA ESTATE PRIMARY SCHOOL","MATHEMATICS",203
"PALM VIEW PRIMARY SCHOOL","MATHEMATICS",206
"PARK VIEW PRIMARY SCHOOL","MATHEMATICS",207
"PASIR RIS PRIMARY SCHOOL","MATHEMATICS",209
"PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY)","MATHEMATICS",211
"PEI CHUN PUBLIC SCHOOL","MATHEMATICS",213
"PEI HWA PRESBYTERIAN PRIMARY SCHOOL","MATHEMATICS",214
"PEI TONG PRIMARY SCHOOL","MATHEMATICS",216
"PEIYING PRIMARY SCHOOL","MATHEMATICS",219
"PIONEER PRIMARY SCHOOL","MATHEMATICS",221
"POI CHING SCHOOL","MATHEMATICS",222
"PRINCESS ELIZABETH PRIMARY SCHOOL","MATHEMATICS",224
"PUNGGOL COVE PRIMARY SCHOOL","MATHEMATICS",225
"PUNGGOL GREEN PRIMARY SCHOOL","MATHEMATICS",226
"PUNGGOL PRIMARY SCHOOL","MATHEMATICS",227
"PUNGGOL VIEW PRIMARY SCHOOL","MATHEMATICS",229
"QIFA PRIMARY SCHOOL","MATHEMATICS",230
"QIHUA PRIMARY SCHOOL","MATHEMATICS",231
"QUEENSTOWN PRIMARY SCHOOL","MATHEMATICS",232
"RADIN MAS PRIMARY SCHOOL","MATHEMATICS",235
"RAFFLES GIRLS' PRIMARY SCHOOL","MATHEMATICS",236
"RED SWASTIKA SCHOOL","MATHEMATICS",239
"RIVER VALLEY PRIMARY SCHOOL","MATHEMATICS",242
"RIVERSIDE PRIMARY SCHOOL","MATHEMATICS",243
"RIVERVALE PRIMARY SCHOOL","MATHEMATICS",245
"ROSYTH SCHOOL","MATHEMATICS",246
"RULANG PRIMARY SCHOOL","MATHEMATICS",247
"SEMBAWANG PRIMARY SCHOOL","MATHEMATICS",250
"SENG KANG PRIMARY SCHOOL","MATHEMATICS",252
"SENGKANG GREEN PRIMARY SCHOOL","MATHEMATICS",254
"SHUQUN PRIMARY SCHOOL","MATHEMATICS",257
"SI LING PRIMARY SCHOOL","MATHEMATICS",258
"SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL","MATHEMATICS",259
"SOUTH VIEW PRIMARY SCHOOL","MATHEMATICS",262
"SPRINGDALE PRIMARY SCHOOL","MATHEMATICS",264
"ST. ANDREW'S JUNIOR SCHOOL","MATHEMATICS",267
"ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL","MATHEMATICS",269
"ST. ANTHONY'S PRIMARY SCHOOL","MATHEMATICS",271
"ST. GABRIEL'S PRIMARY SCHOOL","MATHEMATICS",272
"ST. HILDA'S PRIMARY SCHOOL","MATHEMATICS",274
"ST. JOSEPH'S INSTITUTION JUNIOR","MATHEMATICS",277
"ST. MARGARET'S PRIMARY SCHOOL","MATHEMATICS",278
"ST. STEPHEN'S SCHOOL","MATHEMATICS",281
"STAMFORD PRIMARY SCHOOL","MATHEMATICS",282
"TAMPINES NORTH PRIMARY SCHOOL","MATHEMATICS",285
"TAMPINES PRIMARY SCHOOL","MATHEMATICS",286
"TANJONG KATONG PRIMARY SCHOOL","MATHEMATICS",290
"TAO NAN SCHOOL","MATHEMATICS",292
"TECK GHEE PRIMARY SCHOOL","MATHEMATICS",293
"TECK WHYE PRIMARY SCHOOL","MATHEMATICS",294
"TELOK KURAU PRIMARY SCHOOL","MATHEMATICS",296
"TEMASEK PRIMARY SCHOOL","MATHEMATICS",298
"TOWNSVILLE PRIMARY SCHOOL","MATHEMATICS",300
"UNITY PRIMARY SCHOOL","MATHEMATICS",301
"WATERWAY PRIMARY SCHOOL","MATHEMATICS",306
"WELLINGTON PRIMARY SCHOOL","MATHEMATICS",307
"WEST GROVE PRIMARY SCHOOL","MATHEMATICS",308
"WEST SPRING PRIMARY SCHOOL","MATHEMATICS",309
"WEST VIEW PRIMARY SCHOOL","MATHEMATICS",311
"WESTWOOD PRIMARY SCHOOL","MATHEMATICS",312
"WHITE SANDS PRIMARY SCHOOL","MATHEMATICS",314
"WOODGROVE PRIMARY SCHOOL","CHINESE",316
"WOODLANDS PRIMARY SCHOOL","CHINESE",318
"WOODLANDS RING PRIMARY SCHOOL","CHINESE",319
"XINGHUA PRIMARY SCHOOL","CHINESE",322
"XINGNAN PRIMARY SCHOOL","CHINESE",323
"XINMIN PRIMARY SCHOOL","CHINESE",324
"XISHAN PRIMARY SCHOOL","CHINESE",326
"YANGZHENG PRIMARY SCHOOL","CHINESE",327
"YEW TEE PRIMARY SCHOOL","CHINESE",328
"YIO CHU KANG PRIMARY SCHOOL","CHINESE",329
"YISHUN PRIMARY SCHOOL","CHINESE",332
"YU NENG PRIMARY SCHOOL","CHINESE",335
"YUHUA PRIMARY SCHOOL","CHINESE",337
"YUMIN PRIMARY SCHOOL","CHINESE",339
"ZHANGDE PRIMARY SCHOOL","CHINESE",342
"ZHENGHUA PRIMARY SCHOOL","CHINESE",343
"ZHONGHUA PRIMARY SCHOOL","CHINESE",345
"ADMIRALTY PRIMARY SCHOOL","CHINESE",1
"AHMAD IBRAHIM PRIMARY SCHOOL","CHINESE",3
"AI TONG SCHOOL","CHINESE",5
"ALEXANDRA PRIMARY SCHOOL","CHINESE",6
"ANCHOR GREEN PRIMARY SCHOOL","CHINESE",7
"ANDERSON PRIMARY SCHOOL","CHINESE",8
"ANG MO KIO PRIMARY SCHOOL","CHINESE",11
"ANGLO-CHINESE SCHOOL (JUNIOR)","CHINESE",17
"ANGLO-CHINESE SCHOOL (PRIMARY)","CHINESE",18
"ANGSANA PRIMARY SCHOOL","CHINESE",19
"BEACON PRIMARY SCHOOL","CHINESE",23
"BEDOK GREEN PRIMARY SCHOOL","CHINESE",25
"BENDEMEER PRIMARY SCHOOL","CHINESE",29
"BLANGAH RISE PRIMARY SCHOOL","CHINESE",31
"BOON LAY GARDEN PRIMARY SCHOOL","CHINESE",32
"BUKIT PANJANG PRIMARY SCHOOL","CHINESE",39
"BUKIT TIMAH PRIMARY SCHOOL","CHINESE",40
"BUKIT VIEW PRIMARY SCHOOL","CHINESE",41
"CANBERRA PRIMARY SCHOOL","CHINESE",43
"CANOSSA CATHOLIC PRIMARY SCHOOL","CHINESE",45
"CANTONMENT PRIMARY SCHOOL","CHINESE",46
"CASUARINA PRIMARY SCHOOL","CHINESE",47
"CATHOLIC HIGH SCHOOL","CHINESE",48
"CEDAR PRIMARY SCHOOL","CHINESE",51
"CHANGKAT PRIMARY SCHOOL","CHINESE",53
"CHIJ (KATONG) PRIMARY","CHINESE",54
"CHIJ (KELLOCK)","CHINESE",55
"CHIJ OUR LADY OF GOOD COUNSEL","CHINESE",57
"CHIJ OUR LADY OF THE NATIVITY","CHINESE",58
"CHIJ OUR LADY QUEEN OF PEACE","CHINESE",59
"CHIJ PRIMARY (TOA PAYOH)","CHINESE",60
"CHIJ ST. NICHOLAS GIRLS' SCHOOL","CHINESE",63
"CHONGFU SCHOOL","CHINESE",65
"CHONGZHENG PRIMARY SCHOOL","CHINESE",66
"CHUA CHU KANG PRIMARY SCHOOL","CHINESE",68
"CLEMENTI PRIMARY SCHOOL","CHINESE",72
"COMPASSVALE PRIMARY SCHOOL","CHINESE",75
"CONCORD PRIMARY SCHOOL","CHINESE",77
"CORPORATION PRIMARY SCHOOL","CHINESE",78
"DAMAI PRIMARY SCHOOL","CHINESE",81
"DAZHONG PRIMARY SCHOOL","CHINESE",83
"DE LA SALLE SCHOOL","CHINESE",84
"EAST SPRING PRIMARY SCHOOL","CHINESE",89
"EDGEFIELD PRIMARY SCHOOL","CHINESE",91
"ELIAS PARK PRIMARY SCHOOL","CHINESE",93
"ENDEAVOUR PRIMARY SCHOOL","CHINESE",94
"EUNOS PRIMARY SCHOOL","CHINESE",96
"EVERGREEN PRIMARY SCHOOL","CHINESE",97
"FAIRFIELD METHODIST SCHOOL (PRIMARY)","CHINESE",99
"FARRER PARK PRIMARY SCHOOL","CHINESE",102
"FENGSHAN PRIMARY SCHOOL","CHINESE",103
"FERN GREEN PRIMARY SCHOOL","CHINESE",104
"FERNVALE PRIMARY SCHOOL","CHINESE",105
"FIRST TOA PAYOH PRIMARY SCHOOL","CHINESE",106
"FRONTIER PRIMARY SCHOOL","CHINESE",107
"FUCHUN PRIMARY SCHOOL","CHINESE",108
"FUHUA PRIMARY SCHOOL","CHINESE",110
"GAN ENG SENG PRIMARY SCHOOL","CHINESE",112
"GEYLANG METHODIST SCHOOL (PRIMARY)","CHINESE",114
"GONGSHANG PRIMARY SCHOOL","CHINESE",116
"GREENDALE PRIMARY SCHOOL","CHINESE",117
"GREENRIDGE PRIMARY SCHOOL","CHINESE",119
"GREENWOOD PRIMARY SCHOOL","CHINESE",121
"GUANGYANG PRIMARY SCHOOL","CHINESE",122
"HAIG GIRLS' SCHOOL","CHINESE",125
"HENRY PARK PRIMARY SCHOOL","CHINESE",126
"HOLY INNOCENTS' PRIMARY SCHOOL","CHINESE",129
"HONG WEN SCHOOL","CHINESE",130
"HORIZON PRIMARY SCHOOL","CHINESE",131
"HOUGANG PRIMARY SCHOOL","CHINESE",132
"HUAMIN PRIMARY SCHOOL","CHINESE",135
"INNOVA PRIMARY SCHOOL","CHINESE",137
"JIEMIN PRIMARY SCHOOL","CHINESE",138
"JING SHAN PRIMARY SCHOOL","CHINESE",139
"JUNYUAN PRIMARY SCHOOL","CHINESE",140
"JURONG PRIMARY SCHOOL","CHINESE",143
"JURONG WEST PRIMARY SCHOOL","CHINESE",145
"JUYING PRIMARY SCHOOL","CHINESE",148
"KEMING PRIMARY SCHOOL","CHINESE",150
"KHENG CHENG SCHOOL","CHINESE",152
"KONG HWA SCHOOL","CHINESE",153
"KRANJI PRIMARY SCHOOL","CHINESE",154
"KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL","CHINESE",156
"LAKESIDE PRIMARY SCHOOL","CHINESE",158
"LIANHUA PRIMARY SCHOOL","CHINESE",159
"MAHA BODHI SCHOOL","CHINESE",161
"MARSILING PRIMARY SCHOOL","CHINESE",164
"MARYMOUNT CONVENT SCHOOL","CHINESE",166
"MAYFLOWER PRIMARY SCHOOL","CHINESE",167
"MEE TOH SCHOOL","CHINESE",169
"MERIDIAN PRIMARY SCHOOL","CHINESE",170
"METHODIST GIRLS' SCHOOL (PRIMARY)","CHINESE",172
"MONTFORT JUNIOR SCHOOL","CHINESE",175
"NAN CHIAU PRIMARY SCHOOL","CHINESE",178
"NAN HUA PRIMARY SCHOOL","CHINESE",180
"NANYANG PRIMARY SCHOOL","CHINESE",183
"NAVAL BASE PRIMARY SCHOOL","CHINESE",185
"NGEE ANN PRIMARY SCHOOL","CHINESE",189
"NORTH SPRING PRIMARY SCHOOL","CHINESE",191
"NORTH VIEW PRIMARY SCHOOL","CHINESE",192
"NORTH VISTA PRIMARY SCHOOL","CHINESE",193
"NORTHLAND PRIMARY SCHOOL","CHINESE",196
"NORTHOAKS PRIMARY SCHOOL","CHINESE",199
"OASIS PRIMARY SCHOOL","CHINESE",202
"OPERA ESTATE PRIMARY SCHOOL","CHINESE",203
"PALM VIEW PRIMARY SCHOOL","CHINESE",206
"PARK VIEW PRIMARY SCHOOL","CHINESE",207
"PASIR RIS PRIMARY SCHOOL","CHINESE",209
"PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY)","CHINESE",211
"PEI CHUN PUBLIC SCHOOL","CHINESE",213
"PEI HWA PRESBYTERIAN PRIMARY SCHOOL","CHINESE",214
"PEI TONG PRIMARY SCHOOL","CHINESE",216
"PEIYING PRIMARY SCHOOL","CHINESE",219
"PIONEER PRIMARY SCHOOL","CHINESE",221
"POI CHING SCHOOL","CHINESE",222
"PRINCESS ELIZABETH PRIMARY SCHOOL","CHINESE",224
"PUNGGOL COVE PRIMARY SCHOOL","CHINESE",225
"PUNGGOL GREEN PRIMARY SCHOOL","CHINESE",226
"PUNGGOL PRIMARY SCHOOL","CHINESE",227
