FACT_POSITION.Ausrückzeit,FACT_POSITION.FACT_EINSATZ_SK,FACT_POSITION.FACT_POSITION_SK,FACT_POSITION.UniqueKey
"","6260","9801","0000146545000100"
"","6261","13970","0000146547000100"
"","6262","11407","0000146550000100"
"","6263","13971","0000146552000100"
"","6264","9802","0000146553000100"
"","6265","11408","0000146554000100"
"","6266","9803","0000146555000100"
"","6267","11409","0000146557000100"
"","6268","13972","0000146558000100"
"","6269","11410","0000146562000100"
"","6270","7325","0000146568000100"
"","6271","635","0000146613000100"
"","6272","13973","0000146617000100"
"","6273","13974","0000146620000100"
"","6274","6925","0000146621000100"
"","6275","11411","0000146623000100"
"","6276","636","0000144263000100"
"","6276","11412","0000144263000300"
"","6276","13975","0000144263000200"
"","6277","26006","0000144264000100"
"","6278","6078","0000144265000100"
"","6278","6926","0000144265000200"
"","6279","26007","0000144277000100"
"","6280","9804","0000144287000100"
"","6281","9805","0000144294000100"
"","6282","637","0000144589000100"
"","6283","26008","0000144602000100"
"","6284","638","0000144603000100"
"","6285","639","0000144607000100"
"","6286","7326","0000144622000100"
"","6287","6927","0000144627000100"
"","6288","640","0000144634000200"
"","6288","13976","0000144634000100"
"","6288","13977","0000144634000300"
"","6289","26009","0000144703000100"
"","6290","13978","0000140842000100"
"","6291","7327","0000140850000100"
"","6292","641","0000140855000100"
"","6293","7328","0000140858000100"
"","6294","13979","0000140860000100"
"","6295","9806","0000145650000200"
"","6295","11413","0000145650000100"
"","6296","26010","0000144882000100"
"","6297","642","0000144894000100"
"","6298","13980","0000144895000100"
"","6299","7329","0000144901000100"
"","6300","7330","0000144903000200"
"","6300","11414","0000144903000100"
"","6301","6928","0000143897000100"
"","6302","13981","0000143899000100"
"","6303","6079","0000143930000100"
"","6304","6929","0000143962000100"
"","6305","643","0000141719000100"
"","6306","6080","0000141730000200"
"","6306","7331","0000141730000100"
"","6306","26011","0000141730000300"
"","6307","9807","0000141740000100"
"","6308","7332","0000141834000100"
"","6309","9808","0000141841000100"
"","6310","6081","0000141848000200"
"","6310","13982","0000141848000100"
"","6311","6082","0000141850000100"
"","6312","644","0000145891000100"
"","6313","13983","0000145899000100"
"","6314","11415","0000145910000100"
"","6315","6930","0000146072000100"
"","6316","11416","0000146073000100"
"","6317","645","0000146076000100"
"","6318","646","0000146137000200"
"","6318","647","0000146137000300"
"","6318","9809","0000146137000100"
"","6319","6083","0000146144000200"
"","6319","7333","0000146144000100"
"","6319","7334","0000146144000300"
"","6320","11417","0000141106000100"
"","6321","6084","0000141111000100"
"","6322","9810","0000141146000100"
"","6323","7335","0000141148000100"
"","6324","9811","0000141205000100"
"","6324","13984","0000141205000200"
"","6324","13985","0000141205000300"
"","6325","9812","0000141626000100"
"","6326","9813","0000141643000100"
"","6327","13986","0000141658000100"
"","6328","6931","0000141702000200"
"","6328","7336","0000141702000100"
"","6329","9814","0000143686000100"
"","6329","11418","0000143686000200"
"","6330","6085","0000143743000200"
"","6330","6932","0000143743000100"
"","6330","11419","0000143743000300"
"","6331","11420","0000141981000100"
"","6332","648","0000142110000100"
"","6333","6086","0000142372000100"
"","6334","6087","0000411296000100"
"","6334","6933","0000411296000200"
"","6336","6934","0000411300000100"
"","6336","13987","0000411300000200"
"","6337","11422","0000411301000200"
"","6338","13988","0000411304000200"
"","6339","6088","0000142594000100"
"","6340","6935","0000142595000100"
"","6341","6936","0000140425000100"
"","6342","9815","0000140427000100"
"","6343","6089","0000140428000100"
"","6344","13989","0000140445000100"
"","6345","6937","0000140446000100"
"","6346","9816","0000140447000100"
"","6347","9817","0000140448000100"
"","6348","26013","0000140647000100"
"","6349","11423","0000140671000100"
"","6360","9818","0000139048000100"
"","6361","7337","0000139055000200"
"","6361","11424","0000139055000100"
"","6362","650","0000142605000100"
"","6363","651","0000142608000100"
"","6364","13990","0000142786000100"
"","6365","11425","0000142799000100"
"","6366","11426","0000142909000100"
"","6367","6938","0000143014000100"
"","6368","26014","0000143015000100"
"","6369","6939","0000143022000100"
"","6370","13991","0000143023000100"
"","6374","11427","0000144777000100"
"","6375","11428","0000144790000100"
"","6376","6940","0000145067000100"
"","6376","7338","0000145067000200"
"","6378","652","0000143292000100"
"","6379","6090","0000143297000100"
"","6380","7339","0000143308000100"
"","6381","9819","0000143310000100"
"","6382","13992","0000143318000100"
"","6383","26015","0000143401000100"
"","6384","13993","0000143408000100"
"","6385","13994","0000143418000100"
"","6386","26016","0000143419000100"
"","6387","9820","0000143552000100"
"","6388","6091","0000143568000100"
"","6389","653","0000143570000100"
"","6390","6092","0000143574000100"
"","6391","6093","0000143581000100"
"","6392","26017","0000143587000100"
"","6393","11429","0000143588000100"
"","6394","11430","0000143589000100"
"","6395","11431","0000140724000100"
"","6396","9821","0000140729000100"
"","6397","654","0000140738000100"
"","6398","11432","0000140739000100"
"","6399","6941","0000140750000100"
"","6400","26018","0000140752000100"
"","6401","11433","0000140753000100"
"","6402","11434","0000140864000100"
"","6403","7340","0000140865000100"
"","6404","7341","0000140895000100"
"","6405","26019","0000140898000100"
"","6406","6094","0000140901000100"
"","6407","6942","0000139070000600"
"","6407","7342","0000139070000100"
"","6407","11435","0000139070000500"
"","6408","26020","0000146239000100"
"","6409","6095","0000146244000100"
"","6410","13995","0000146261000100"
"","6411","655","0000146305000100"
"","6412","26021","0000146309000100"
"","6427","6096","0000143376000100"
"","6428","9822","0000143382000100"
"","6429","9823","0000143385000100"
"","6430","11436","0000143397000100"
"","6431","656","0000143438000100"
"","6432","11437","0000143904000100"
"","6433","26022","0000143910000100"
"","6434","7343","0000143921000100"
"","6435","6943","0000143927000100"
"","6436","9824","0000139781000200"
"","6437","13996","0000139783000100"
"","6438","26023","0000139787000100"
"","6439","7344","0000139814000100"
"","6440","657","0000139838000300"
"","6440","6097","0000139838000200"
"","6440","13997","0000139838000100"
"","6441","7345","0000139842000100"
"","6442","7346","0000141756000100"
"","6443","6944","0000141945000100"
"","6444","11438","0000141952000100"
"","6445","6098","0000142133000100"
"","6446","13998","0000142390000100"
"","6447","7347","0000142395000100"
"","6454","658","0000144209000100"
"","6455","6945","0000144224000100"
"","6456","11439","0000144233000100"
"","6457","7348","0000144247000100"
"","6458","7349","0000144297000100"
"","6459","13999","0000144304000100"
"","6460","659","0000144314000100"
"","6461","14000","0000144640000100"
"","6462","660","0000144647000100"
"","6463","6946","0000144656000100"
"","6464","6947","0000145690000100"
"","6465","9825","0000145709000100"
"","6466","661","0000145712000100"
"","6467","9826","0000145718000100"
"","6468","6099","0000145731000200"
"","6468","14001","0000145731000100"
"","6469","14002","0000145734000100"
"","6470","6100","0000145736000100"
"","6471","14003","0000145742000100"
"","6472","6101","0000145906000100"
"","6473","9827","0000143213000100"
"","6474","26024","0000143215000100"
"","6475","14004","0000143217000100"
"","6476","662","0000146323000100"
"","6477","6102","0000146327000100"
"","6478","14005","0000144675000100"
"","6479","11440","0000145461000100"
"","6480","6103","0000145462000100"
"","6481","9828","0000145918000100"
"","6482","14006","0000145920000100"
"","6483","9829","0000145921000100"
"","6484","7350","0000145922000100"
"","6485","14007","0000145927000100"
"","6486","14008","0000145930000100"
"","6487","14009","0000145931000100"
"","6488","7351","0000145941000100"
"","6489","14010","0000145952000100"
"","6490","6104","0000146090000100"
"","6491","663","0000146094000100"
"","6492","6948","0000146098000100"
"","6496","14011","0000141433000100"
"","6500","6949","0000140079000100"
"","6501","664","0000140080000100"
"","6502","6105","0000140085000100"
"","6503","665","0000140090000100"
"","6504","26025","0000140094000100"
"","6505","14012","0000140114000100"
"","6506","7352","0000140115000100"
"","6507","6106","0000140116000100"
"","6508","6950","0000140117000100"
"","6509","26026","0000140128000100"
"","6510","666","0000141968000100"
"","6510","667","0000141968000200"
"","6511","11441","0000141973000100"
"","6512","6107","0000141975000100"
"","6512","26027","0000141975000200"
"","6513","14013","0000141977000100"
"","6514","668","0000142112000100"
"","6514","9830","0000142112000300"
"","6514","11442","0000142112000200"
"","6515","9831","0000142181000100"
"","6516","9832","0000142182000100"
"","6517","669","0000142183000100"
"","6518","11443","0000142040000100"
"","6519","6951","0000142043000100"
"","6520","6108","0000142053000100"
"","6521","6109","0000142054000100"
"","6522","6952","0000142061000100"
"","6523","670","0000142065000100"
"","6524","6953","0000142093000100"
"","6524","11444","0000142093000200"
"","6525","9833","0000142130000100"
"","6526","6110","0000142207000100"
"","6527","14014","0000142223000100"
"","6528","11445","0000142233000100"
"","6529","6954","0000142259000100"
"","6530","26028","0000142324000100"
"","6531","11446","0000142328000200"
"","6531","14015","0000142328000100"
"","6532","6955","0000142367000200"
"","6532","7353","0000142367000100"
"","6532","14016","0000142367000300"
"","6533","671","0000142429000100"
"","6534","9834","0000142436000100"
"","6535","9835","0000142439000100"
"","6536","9836","0000142461000100"
"","6537","6111","0000139072000100"
"","6538","6112","0000139077000100"
"","6539","11447","0000139078000100"
"","6540","26029","0000139079000100"
"","6541","672","0000139081000100"
"","6542","9837","0000139087000100"
"","6543","14017","0000139094000100"
"","6544","26030","0000139133000100"
"","6545","673","0000139134000100"
"","6546","14018","0000139140000100"
"","6547","6956","0000139147000100"
"","6548","11448","0000139149000100"
"","6549","6113","0000143203000200"
"","6549","6957","0000143203000100"
"","6550","674","0000143204000100"
"","6551","6958","0000146316000100"
"","6552","9838","0000146510000100"
"","6558","26031","0000144158000100"
"","6559","14019","0000144755000100"
"","6560","6959","0000144771000100"
"","6561","26032","0000145085000100"
"","6562","14020","0000145091000100"
"","6563","9839","0000145103000100"
"","6564","26033","0000145147000100"
"","6565","11449","0000145154000100"
"","6566","675","0000145159000100"
"","6567","9840","0000145162000100"
"","6568","26034","0000145172000100"
"","6569","6114","0000145174000100"
"","6570","11450","0000145183000100"
"","6570","26035","0000145183000200"
"","6571","11451","0000145208000100"
"","6572","7354","0000145253000100"
"","6572","7355","0000145253000300"
"","6572","14021","0000145253000200"
"","6573","6960","0000145513000100"
"","6573","6961","0000145513000200"
"","6574","6115","0000145805000100"
"","6575","26036","0000145811000100"
"","6576","6962","0000145818000100"
"","6577","6963","0000145828000100"
"","6578","676","0000145830000100"
"","6579","9841","0000145837000100"
"","6580","26037","0000145838000100"
"","6581","14022","0000145839000100"
"","6582","677","0000145853000100"
"","6583","6116","0000145861000100"
"","6584","6117","0000145999000100"
"","6585","6964","0000146002000100"
"","6586","6118","0000146016000100"
"","6587","6119","0000141547000100"
"","6588","26038","0000141556000100"
"","6589","6965","0000141559000100"
"","6590","678","0000141571000300"
"","6590","6120","0000141571000100"
"","6590","26039","0000141571000200"
"","6591","6966","0000141651000100"
"","6592","9842","0000141662000100"
"","6593","679","0000141675000100"
"","6594","26040","0000143605000100"
"","6595","6121","0000143702000100"
"","6596","26041","0000143703000100"
"","6597","6122","0000143707000100"
"","6598","14023","0000143726000100"
"","6599","14024","0000143947000100"
"","6600","14025","0000143952000100"
"","6601","6123","0000143954000100"
"","6602","11452","0000143955000100"
"","6603","14026","0000143960000100"
"","6604","26042","0000140009000100"
"","6605","11453","0000140023000100"
"","6606","6124","0000140027000100"
"","6606","14027","0000140027000200"
"","6607","6125","0000142155000100"
"","6608","6967","0000142158000100"
"","6609","7356","0000142164000100"
"","6610","26043","0000142179000100"
"","6611","6968","0000142288000100"
"","6612","26044","0000142343000100"
"","6613","680","0000145767000100"
"","6614","6126","0000145779000100"
"","6615","6127","0000146026000100"
"","6616","11454","0000146042000100"
"","6617","14028","0000146043000100"
"","6618","11455","0000146044000100"
"","6619","7357","0000146267000100"
"","6620","6969","0000141492000100"
"","6621","681","0000141495000100"
"","6622","14029","0000143371000100"
"","6623","11456","0000143433000100"
"","6623","14030","0000143433000200"
"","6625","11457","0000143556000100"
"","6626","682","0000143560000100"
"","6627","26045","0000143586000100"
"","6628","6128","0000143769000100"
"","6629","7358","0000143774000200"
"","6629","9843","0000143774000300"
"","6629","11458","0000143774000100"
"","6630","7359","0000143819000100"
"","6631","11459","0000141815000100"
"","6632","26046","0000141827000100"
"","6633","7360","0000141862000100"
"","6634","9844","0000141863000100"
"","6634","14031","0000141863000200"
"","6635","6129","0000141871000100"
"","6636","7361","0000141873000100"
"","6637","6130","0000141911000100"
"","6637","7362","0000141911000200"
"","6637","7363","0000141911000300"
"","6638","6131","0000141926000100"
"","6639","14032","0000141934000100"
"","6640","7364","0000141936000100"
"","6641","26047","0000141984000100"
"","6642","6132","0000141991000100"
"","6642","9845","0000141991000200"
"","6643","683","0000141997000100"
"","6644","14033","0000142019000100"
"","6645","11460","0000142024000100"
"","6646","6970","0000142111000100"
"","6647","11461","0000142337000100"
"","6648","9846","0000145347000100"
"","6649","6133","0000145357000100"
"","6650","9847","0000145361000100"
"","6650","11462","0000145361000200"
"","6651","684","0000145365000100"
"","6652","685","0000145375000200"
"","6652","6971","0000145375000100"
"","6653","686","0000145603000100"
"","6653","687","0000145603000200"
"","6654","6134","0000145613000100"
"","6655","9848","0000145617000100"
"","6656","7365","0000145884000100"
"","6657","7366","0000145894000100"
"","6657","7367","0000145894000200"
"","6658","26048","0000145900000100"
"","6659","9849","0000146067000100"
"","6660","11463","0000146068000100"
"","6661","6135","0000146070000100"
"","6662","14034","0000146079000100"
"","6663","6972","0000146143000100"
"","6664","26049","0000146234000100"
"","6665","26050","0000146298000100"
"","6666","6973","0000145651000100"
"","6666","11464","0000145651000200"
"","6667","7368","0000144877000100"
"","6668","7369","0000144881000100"
"","6669","6136","0000144884000100"
"","6670","6974","0000144887000100"
"","6671","7370","0000144889000100"
"","6672","6975","0000144902000100"
"","6673","26051","0000144909000100"
"","6674","6976","0000144913000100"
"","6675","26052","0000144917000100"
"","6676","7371","0000144920000100"
"","6677","11465","0000144940000100"
"","6678","6137","0000145117000100"
"","6679","14035","0000145125000100"
"","6680","6977","0000145129000100"
"","6681","6978","0000145132000100"
"","6682","688","0000145139000100"
"","6683","6979","0000145144000100"
"","6692","7372","0000144222000100"
"","6693","26053","0000144235000100"
"","6694","11466","0000144251000100"
"","6695","7373","0000144311000100"
"","6696","689","0000144329000100"
"","6697","11467","0000144333000100"
"","6698","14036","0000144652000100"
"","6699","7374","0000145671000100"
"","6700","26054","0000145683000100"
"","6701","690","0000145704000300"
"","6701","9850","0000145704000200"
"","6701","11468","0000145704000100"
"","6702","9851","0000145706000100"
"","6703","6138","0000145725000100"
"","6704","26055","0000145737000100"
"","6705","9852","0000145744000100"
"","6705","26056","0000145744000200"
"","6706","14037","0000145747000100"
"","6707","9853","0000145749000100"
"","6708","6980","0000145751000100"
"","6709","691","0000143208000100"
"","6710","26057","0000143214000100"
"","6711","692","0000143218000200"
"","6711","6981","0000143218000100"
"","6712","9854","0000143224000100"
"","6713","14038","0000143228000100"
"","6714","11469","0000146314000100"
"","6715","26058","0000146321000100"
"","6716","7375","0000146324000100"
"","6717","26059","0000146325000100"
"","6718","11470","0000146333000100"
"","6719","9855","0000146339000100"
"","6719","9856","0000146339000300"
"","6719","14039","0000146339000200"
"","6720","9857","0000146345000100"
"","6721","7376","0000146348000100"
"","6722","14040","0000146349000100"
"","6723","6982","0000146426000200"
"","6723","7377","0000146426000300"
"","6724","26060","0000144661000100"
"","6725","14041","0000144672000100"
"","6726","6139","0000144673000100"
"","6727","7378","0000144678000100"
"","6728","7379","0000145473000100"
"","6729","9858","0000145913000100"
"","6730","26061","0000145936000100"
"","6731","14042","0000145946000100"
"","6732","9859","0000145955000100"
"","6733","6983","0000145986000100"
"","6734","7380","0000146089000100"
"","6735","693","0000146096000100"
"","6736","26062","0000146136000100"
"","6737","7381","0000146205000100"
"","6739","694","0000141411000100"
"","6739","6140","0000141411000200"
"","6740","14043","0000141905000100"
"","6741","11471","0000141908000100"
"","6742","11472","0000141916000100"
"","6743","14044","0000141917000100"
"","6744","9860","0000141946000100"
"","6745","6984","0000142099000100"
"","6746","6985","0000142101000100"
"","6747","6986","0000142274000200"
"","6747","6987","0000142274000300"
"","6747","14045","0000142274000400"
"","6748","695","0000142348000100"
"","6749","14046","0000142352000100"
"","6750","6988","0000142358000100"
"","6751","9861","0000142362000100"
"","6752","7382","0000142448000100"
"","6753","696","0000142455000100"
"","6754","7383","0000142456000100"
"","6755","6989","0000142460000100"
"","6756","11473","0000142464000100"
"","6757","6990","0000142466000100"
"","6758","9862","0000142472000100"
"","6759","6141","0000141103000100"
"","6760","11474","0000141105000100"
"","6761","9863","0000141107000100"
"","6762","697","0000141113000100"
"","6763","9864","0000141114000100"
"","6764","26063","0000141147000100"
"","6765","7384","0000141149000100"
"","6766","6991","0000141152000100"
"","6767","6142","0000141154000100"
"","6768","9865","0000141624000100"
"","6769","6992","0000141629000100"
"","6770","6143","0000141635000100"
"","6770","6993","0000141635000200"
"","6771","11475","0000141641000100"
"","6772","11476","0000141642000100"
"","6773","6994","0000143683000100"
"","6774","11477","0000142369000100"
"","6775","14047","0000146560000100"
"","6776","14048","0000144250000100"
"","6777","698","0000144257000100"
"","6778","6144","0000144262000100"
"","6779","26064","0000144276000100"
"","6780","26065","0000144289000100"
"","6781","14049","0000144296000100"
"","6782","11478","0000144596000100"
"","6783","6995","0000145504000100"
"","6784","9866","0000145506000100"
"","6785","6145","0000145593000100"
"","6786","9867","0000146212000100"
"","6787","9868","0000146229000100"
"","6788","6146","0000146251000100"
"","6789","699","0000146289000100"
"","6790","11479","0000146292000100"
"","6791","14050","0000146301000100"
"","6792","26066","0000146303000100"
"","6793","6147","0000146306000100"
"","6805","6148","0000140959000100"
"","6805","6149","0000140959000200"
"","6807","9869","0000143394000100"
"","6808","11480","0000143427000100"
"","6809","7385","0000143431000100"
"","6810","7386","0000143454000100"
"","6811","6150","0000143901000100"
"","6812","14051","0000143932000100"
"","6813","9870","0000143936000100"
"","6814","9871","0000139802000100"
"","6815","9872","0000139810000100"
"","6816","14052","0000139812000100"
"","6817","11481","0000139813000100"
"","6818","11482","0000141747000100"
"","6819","7387","0000141943000100"
"","6820","6996","0000141956000100"
"","6821","26067","0000141961000100"
"","6822","700","0000141962000100"
"","6823","26068","0000142378000100"
"","6824","701","0000142389000100"
"","6825","14053","0000141416000100"
"","6826","9873","0000141417000100"
"","6827","7388","0000141425000100"
"","6828","26069","0000141429000100"
"","6829","6151","0000141490000100"
"","6829","26070","0000141490000200"
"","6833","7389","0000139489000100"
"","6834","702","0000140077000100"
"","6835","11483","0000140103000100"
"","6836","7390","0000140107000100"
"","6837","6152","0000140108000100"
"","6838","9874","0000140110000100"
"","6839","7391","0000140113000100"
"","6840","6153","0000141869000100"
"","6840","6997","0000141869000200"
"","6840","9875","0000141869000300"
"","6841","703","0000141967000100"
"","6842","11484","0000141979000100"
"","6842","11485","0000141979000200"
"","6843","14054","0000142177000100"
"","6844","704","0000142188000100"
"","6844","705","0000142188000200"
"","6845","9876","0000142190000100"
"","6846","9877","0000142191000100"
"","6847","26071","0000142193000100"
"","6848","6998","0000142407000100"
"","6849","11486","0000142408000100"
"","6850","11487","0000142413000100"
"","6851","6154","0000142420000100"
"","6852","11488","0000143846000100"
"","6853","9878","0000143848000100"
"","6854","7392","0000143849000100"
"","6855","6999","0000143863000100"
"","6856","6155","0000143882000100"
"","6857","26072","0000143886000100"
"","6858","14055","0000143889000100"
"","6859","6156","0000143892000100"
"","6859","26073","0000143892000200"
"","6860","9879","0000143894000100"
"","6861","7000","0000143895000100"
"","6862","26074","0000143898000100"
"","6863","9880","0000141710000100"
"","6864","6157","0000141715000100"
"","6865","706","0000141734000100"
"","6865","7393","0000141734000200"
"","6866","6158","0000141737000100"
"","6867","7394","0000141739000100"
"","6867","7395","0000141739000200"
"","6868","11489","0000142038000100"
"","6869","26075","0000142044000100"
"","6870","9881","0000142076000100"
"","6871","9882","0000142094000100"
"","6872","7001","0000142197000100"
"","6873","7002","0000142205000100"
"","6874","26076","0000142206000100"
"","6875","707","0000142218000100"
"","6876","26077","0000142221000100"
"","6877","7003","0000142222000100"
"","6878","11490","0000142239000100"
"","6878","26078","0000142239000200"
"","6879","14056","0000142240000100"
"","6880","11491","0000142244000100"
"","6881","9883","0000142332000100"
"","6882","9884","0000142333000100"
"","6883","14057","0000142335000100"
"","6884","7396","0000142425000100"
"","6885","14058","0000142431000100"
"","6886","708","0000142435000100"
"","6887","6159","0000142441000100"
"","6888","14059","0000142600000100"
"","6889","9885","0000142606000100"
"","6890","6160","0000142789000100"
"","6890","9886","0000142789000200"
"","6891","7397","0000142794000100"
"","6892","14060","0000142803000100"
"","6893","26079","0000142809000100"
"","6895","7398","0000142999000100"
"","6896","7399","0000143008000200"
"","6896","26080","0000143008000100"
"","6897","6161","0000143013000100"
"","6898","14061","0000143018000100"
"","6899","7004","0000143170000100"
"","6899","26081","0000143170000200"
"","6900","11492","0000143187000100"
"","6901","709","0000143193000100"
"","6912","7400","0000144781000100"
"","6913","14062","0000144784000100"
"","6914","7005","0000144832000100"
"","6914","7401","0000144832000200"
"","6915","7402","0000143303000100"
"","6916","11493","0000143315000100"
"","6917","6162","0000143317000100"
"","6918","6163","0000143332000200"
"","6918","9887","0000143332000100"
"","6919","11494","0000143402000100"
"","6920","11495","0000143406000100"
"","6921","26082","0000143410000100"
"","6922","6164","0000143425000100"
"","6923","26083","0000143566000100"
"","6924","7006","0000143571000100"
"","6925","11496","0000143572000100"
"","6926","9888","0000143578000100"
"","6927","7007","0000140696000100"
"","6928","14063","0000140730000100"
"","6929","11497","0000140754000200"
"","6929","26084","0000140754000100"
"","6930","26085","0000140870000100"
"","6931","6165","0000140871000100"
"","6932","11498","0000140875000100"
"","6933","6166","0000140876000100"
"","6934","11499","0000140877000100"
"","6935","7403","0000140883000100"
"","6936","14064","0000140912000100"
"","6937","6167","0000139064000100"
"","6938","6168","0000139066000200"
"","6938","7008","0000139066000100"
"","6938","9889","0000139066000300"
"","6939","7404","0000139075000100"
"","6940","26086","0000139082000100"
"","6941","14065","0000139136000100"
"","6942","26087","0000139142000100"
"","6943","710","0000139164000100"
"","6943","11500","0000139164000200"
"","6944","9890","0000139324000100"
"","6945","711","0000139327000100"
"","6946","6169","0000139328000100"
"","6947","9891","0000139332000100"
"","6948","26088","0000139346000100"
"","6949","7009","0000139369000100"
"","6949","11501","0000139369000200"
"","6950","7010","0000143202000100"
"","6951","14066","0000143205000100"
"","6953","712","0000144751000100"
"","6954","7011","0000144766000100"
"","6955","7405","0000145097000100"
"","6956","713","0000145155000100"
"","6957","6170","0000145163000200"
"","6957","26089","0000145163000100"
"","6958","7012","0000145170000100"
"","6959","11502","0000145177000100"
"","6960","7013","0000145219000200"
"","6960","14067","0000145219000100"
"","6961","714","0000145803000100"
"","6962","715","0000145810000100"
"","6963","26090","0000145814000100"
"","6964","14068","0000145821000100"
"","6964","14069","0000145821000200"
"","6965","6171","0000145825000100"
"","6966","6172","0000145827000100"
"","6967","716","0000145831000200"
"","6967","9892","0000145831000300"
"","6967","26091","0000145831000100"
"","6968","11503","0000145989000100"
"","6969","7406","0000146009000100"
"","6970","11504","0000141560000100"
"","6971","11505","0000141561000100"
"","6972","7014","0000141661000100"
"","6973","6173","0000141663000100"
"","6974","7407","0000141668000100"
"","6975","11506","0000143596000200"
"","6975","14070","0000143596000100"
"","6976","717","0000143620000100"
"","6977","7015","0000143696000100"
"","6978","718","0000143699000100"
"","6979","7016","0000143706000100"
"","6980","9893","0000143941000100"
"","6981","9894","0000143945000100"
"","6982","7017","0000143953000100"
"","6983","719","0000143967000100"
"","6984","9895","0000140025000100"
"","6985","11507","0000142152000100"
"","6986","6174","0000142157000100"
"","6987","7018","0000142163000100"
"","6988","7019","0000142165000100"
"","6989","26092","0000142167000100"
"","6990","26093","0000145419000100"
"","6991","7020","0000145498000100"
"","6992","720","0000145774000100"
"","6993","9896","0000145777000100"
"","6994","14071","0000145784000100"
"","6995","14072","0000145788000100"
"","6996","6175","0000145790000100"
"","6997","11508","0000146027000100"
"","6998","721","0000146035000100"
"","6999","9897","0000146048000100"
"","7000","7408","0000146058000200"
"","7000","26094","0000146058000100"
"","7001","11509","0000146061000100"
"","7002","6176","0000146171000200"
"","7002","11510","0000146171000100"
"","7003","7021","0000146259000100"
"","7004","722","0000146271000200"
"","7004","7409","0000146271000100"
"","7005","723","0000146282000100"
"","7006","14073","0000141484000100"
"","7007","7022","0000141505000100"
"","7008","14074","0000143364000100"
"","7009","6177","0000143369000100"
"","7010","26095","0000143372000100"
"","7011","6178","0000143424000100"
"","7012","9898","0000143434000100"
"","7013","6179","0000143533000100"
"","7014","7023","0000143534000100"
"","7015","9899","0000143535000100"
"","7016","7410","0000143546000100"
"","7017","9900","0000143565000100"
"","7018","724","0000143780000100"
"","7019","26096","0000143794000100"
"","7020","14075","0000141823000100"
"","7021","11511","0000141824000100"
"","7022","725","0000141921000100"
"","7023","726","0000141940000100"
"","7024","7411","0000141986000100"
"","7025","7412","0000141993000100"
"","7025","26097","0000141993000200"
"","7026","26098","0000142001000100"
"","7027","7024","0000142016000100"
"","7028","26099","0000142021000100"
"","7029","26100","0000142344000100"
"","7030","727","0000142474000100"
"","7031","6180","0000144908000100"
"","7032","11512","0000144915000100"
"","7033","6181","0000145110000100"
"","7034","7025","0000145111000100"
"","7035","26101","0000145112000100"
"","7036","728","0000145114000100"
"","7037","26102","0000145115000100"
"","7038","6182","0000145116000100"
"","7039","9901","0000145119000100"
"","7040","11513","0000145120000100"
"","7041","14076","0000145121000100"
"","7042","6183","0000145122000100"
"","7043","9902","0000145123000100"
"","7044","729","0000145136000100"
"","7056","26103","0000144220000100"
"","7057","730","0000144231000100"
"","7058","26104","0000144237000100"
"","7059","9903","0000144238000100"
"","7060","6184","0000144246000100"
"","7061","7413","0000144319000100"
"","7062","7026","0000144320000100"
"","7063","11514","0000144327000100"
"","7064","11515","0000144331000100"
"","7065","7027","0000144339000100"
"","7066","7028","0000144468000100"
"","7067","731","0000144644000100"
"","7068","14077","0000144645000100"
"","7069","14078","0000144651000100"
"","7070","732","0000144653000100"
"","7071","11516","0000144655000100"
"","7072","9904","0000145654000100"
"","7073","11517","0000145663000100"
"","7074","26105","0000145664000100"
"","7075","7029","0000145673000100"
"","7076","9905","0000145675000100"
"","7077","11518","0000145676000100"
"","7078","26106","0000145677000100"
"","7079","7414","0000145678000100"
"","7080","9906","0000145681000100"
"","7081","14079","0000145686000100"
"","7082","14080","0000145687000100"
"","7083","7415","0000145695000100"
"","7084","7030","0000145699000100"
"","7085","26107","0000145716000100"
"","7086","26108","0000145733000100"
"","7087","7031","0000145750000100"
"","7088","7032","0000145781000100"
"","7089","14081","0000143209000100"
"","7090","9907","0000143212000100"
"","7091","6185","0000143232000100"
"","7092","733","0000146330000100"
"","7093","9908","0000146337000100"
"","7094","6186","0000141252000100"
"","7095","734","0000141257000100"
"","7096","11519","0000141258000100"
"","7097","7416","0000141259000100"
"","7098","14082","0000141271000100"
"","7099","6187","0000141305000200"
"","7099","7417","0000141305000300"
"","7099","14083","0000141305000100"
"","7100","26109","0000141331000100"
"","7101","7418","0000141333000100"
"","7102","26110","0000141335000100"
"","7103","7419","0000141338000100"
"","7104","9909","0000141342000100"
"","7105","7033","0000141365000100"
"","7106","26111","0000141366000100"
"","7107","7034","0000141374000100"
"","7108","7035","0000141379000100"
"","7109","9910","0000410290000100"
"","7109","9911","0000410290000200"
"","7109","11520","0000410290000300"
"","7132","7036","0000140362000100"
"","7133","14085","0000140388000100"
"","7138","735","0000411308000100"
"","7139","6188","0000142593000100"
"","7140","6189","0000140411000100"
"","7141","6190","0000140418000100"
"","7142","9913","0000140420000100"
"","7143","736","0000140422000100"
"","7144","14087","0000140424000100"
"","7145","7038","0000140441000100"
"","7146","6191","0000140451000100"
"","7147","9914","0000140655000100"
"","7148","11521","0000140661000100"
"","7148","14088","0000140661000200"
"","7149","9915","0000140665000100"
"","7150","6192","0000140667000100"
"","7151","737","0000140668000100"
"","7152","6193","0000140673000100"
