Year,County and Region,variable,value
2009,Tipperary,Disposable Income per Person (excluding Rent),18089
2009,Waterford,Disposable Income per Person (excluding Rent),18087
2009,Westmeath,Disposable Income per Person (excluding Rent),17453
2009,Wexford,Disposable Income per Person (excluding Rent),18882
2009,Wicklow,Disposable Income per Person (excluding Rent),17008
2010,Carlow,Disposable Income per Person (excluding Rent),17045
2010,Cavan,Disposable Income per Person (excluding Rent),17019
2010,Clare,Disposable Income per Person (excluding Rent),16883
2010,Cork,Disposable Income per Person (excluding Rent),17573
2010,Donegal,Disposable Income per Person (excluding Rent),14922
2010,Dublin,Disposable Income per Person (excluding Rent),18359
2010,Galway,Disposable Income per Person (excluding Rent),17465
2010,Kerry,Disposable Income per Person (excluding Rent),15522
2010,Kildare,Disposable Income per Person (excluding Rent),17453
2010,Kilkenny,Disposable Income per Person (excluding Rent),16108
2010,Laois,Disposable Income per Person (excluding Rent),16534
2010,Leitrim,Disposable Income per Person (excluding Rent),17811
2010,Limerick,Disposable Income per Person (excluding Rent),17830
2010,Longford,Disposable Income per Person (excluding Rent),16108
2010,Louth,Disposable Income per Person (excluding Rent),17461
2010,Mayo,Disposable Income per Person (excluding Rent),16223
2010,Meath,Disposable Income per Person (excluding Rent),17777
2010,Midland,Disposable Income per Person (excluding Rent),16030
2010,Monaghan,Disposable Income per Person (excluding Rent),15342
2010,Offaly,Disposable Income per Person (excluding Rent),15182
2010,Roscommon,Disposable Income per Person (excluding Rent),16417
2010,Sligo,Disposable Income per Person (excluding Rent),16498
2010,Tipperary,Disposable Income per Person (excluding Rent),17036
2010,Waterford,Disposable Income per Person (excluding Rent),16915
2010,Westmeath,Disposable Income per Person (excluding Rent),16335
2010,Wexford,Disposable Income per Person (excluding Rent),17687
2010,Wicklow,Disposable Income per Person (excluding Rent),15985
2011,Carlow,Disposable Income per Person (excluding Rent),16270
2011,Cavan,Disposable Income per Person (excluding Rent),14973
2011,Clare,Disposable Income per Person (excluding Rent),15268
2011,Cork,Disposable Income per Person (excluding Rent),16306
2011,Donegal,Disposable Income per Person (excluding Rent),14164
2011,Dublin,Disposable Income per Person (excluding Rent),17508
2011,Galway,Disposable Income per Person (excluding Rent),15487
2011,Kerry,Disposable Income per Person (excluding Rent),14985
2011,Kildare,Disposable Income per Person (excluding Rent),16087
2011,Kilkenny,Disposable Income per Person (excluding Rent),14973
2011,Laois,Disposable Income per Person (excluding Rent),15103
2011,Leitrim,Disposable Income per Person (excluding Rent),16315
2011,Limerick,Disposable Income per Person (excluding Rent),18673
2011,Longford,Disposable Income per Person (excluding Rent),15411
2011,Louth,Disposable Income per Person (excluding Rent),15684
2011,Mayo,Disposable Income per Person (excluding Rent),15365
2011,Meath,Disposable Income per Person (excluding Rent),15532
2011,Midland,Disposable Income per Person (excluding Rent),15022
2011,Monaghan,Disposable Income per Person (excluding Rent),15133
2011,Offaly,Disposable Income per Person (excluding Rent),14451
2011,Roscommon,Disposable Income per Person (excluding Rent),14907
2011,Sligo,Disposable Income per Person (excluding Rent),15717
2011,Tipperary,Disposable Income per Person (excluding Rent),16270
2011,Waterford,Disposable Income per Person (excluding Rent),16115
2011,Westmeath,Disposable Income per Person (excluding Rent),15279
2011,Wexford,Disposable Income per Person (excluding Rent),15507
2011,Wicklow,Disposable Income per Person (excluding Rent),15618
2012,Carlow,Disposable Income per Person (excluding Rent),16650
2012,Cavan,Disposable Income per Person (excluding Rent),15233
2012,Clare,Disposable Income per Person (excluding Rent),15682
2012,Cork,Disposable Income per Person (excluding Rent),16733
2012,Donegal,Disposable Income per Person (excluding Rent),14252
2012,Dublin,Disposable Income per Person (excluding Rent),18253
2012,Galway,Disposable Income per Person (excluding Rent),16161
2012,Kerry,Disposable Income per Person (excluding Rent),15511
2012,Kildare,Disposable Income per Person (excluding Rent),16715
2012,Kilkenny,Disposable Income per Person (excluding Rent),15396
2012,Laois,Disposable Income per Person (excluding Rent),15342
2012,Leitrim,Disposable Income per Person (excluding Rent),16534
2012,Limerick,Disposable Income per Person (excluding Rent),18907
2012,Longford,Disposable Income per Person (excluding Rent),15906
2012,Louth,Disposable Income per Person (excluding Rent),16062
2012,Mayo,Disposable Income per Person (excluding Rent),15727
2012,Meath,Disposable Income per Person (excluding Rent),16040
2012,Midland,Disposable Income per Person (excluding Rent),15386
2012,Monaghan,Disposable Income per Person (excluding Rent),14598
2012,Offaly,Disposable Income per Person (excluding Rent),14781
2012,Roscommon,Disposable Income per Person (excluding Rent),15180
2012,Sligo,Disposable Income per Person (excluding Rent),16274
2012,Tipperary,Disposable Income per Person (excluding Rent),16359
2012,Waterford,Disposable Income per Person (excluding Rent),16607
2012,Westmeath,Disposable Income per Person (excluding Rent),15731
2012,Wexford,Disposable Income per Person (excluding Rent),15901
2012,Wicklow,Disposable Income per Person (excluding Rent),16210
2013,Carlow,Disposable Income per Person (excluding Rent),16092
2013,Cavan,Disposable Income per Person (excluding Rent),14685
2013,Clare,Disposable Income per Person (excluding Rent),14713
2013,Cork,Disposable Income per Person (excluding Rent),16358
2013,Donegal,Disposable Income per Person (excluding Rent),13512
2013,Dublin,Disposable Income per Person (excluding Rent),17849
2013,Galway,Disposable Income per Person (excluding Rent),15101
2013,Kerry,Disposable Income per Person (excluding Rent),14597
2013,Kildare,Disposable Income per Person (excluding Rent),15938
2013,Kilkenny,Disposable Income per Person (excluding Rent),15502
2013,Laois,Disposable Income per Person (excluding Rent),15227
2013,Leitrim,Disposable Income per Person (excluding Rent),15634
2013,Limerick,Disposable Income per Person (excluding Rent),17901
2013,Longford,Disposable Income per Person (excluding Rent),15347
2013,Louth,Disposable Income per Person (excluding Rent),15464
2013,Mayo,Disposable Income per Person (excluding Rent),14722
2013,Meath,Disposable Income per Person (excluding Rent),15237
2013,Midland,Disposable Income per Person (excluding Rent),14964
2013,Monaghan,Disposable Income per Person (excluding Rent),14095
2013,Offaly,Disposable Income per Person (excluding Rent),14379
2013,Roscommon,Disposable Income per Person (excluding Rent),14163
2013,Sligo,Disposable Income per Person (excluding Rent),15570
2013,Tipperary,Disposable Income per Person (excluding Rent),16641
2013,Waterford,Disposable Income per Person (excluding Rent),16045
2013,Westmeath,Disposable Income per Person (excluding Rent),15065
2013,Wexford,Disposable Income per Person (excluding Rent),15551
2013,Wicklow,Disposable Income per Person (excluding Rent),15554
2014,Carlow,Disposable Income per Person (excluding Rent),16121
2014,Cavan,Disposable Income per Person (excluding Rent),14556
2014,Clare,Disposable Income per Person (excluding Rent),14622
2014,Cork,Disposable Income per Person (excluding Rent),16084
2014,Donegal,Disposable Income per Person (excluding Rent),13181
2014,Dublin,Disposable Income per Person (excluding Rent),18088
2014,Galway,Disposable Income per Person (excluding Rent),14965
2014,Kerry,Disposable Income per Person (excluding Rent),14647
2014,Kildare,Disposable Income per Person (excluding Rent),16003
2014,Kilkenny,Disposable Income per Person (excluding Rent),15413
2014,Laois,Disposable Income per Person (excluding Rent),14841
2014,Leitrim,Disposable Income per Person (excluding Rent),15267
2014,Limerick,Disposable Income per Person (excluding Rent),17721
2014,Longford,Disposable Income per Person (excluding Rent),14747
2014,Louth,Disposable Income per Person (excluding Rent),15107
2014,Mayo,Disposable Income per Person (excluding Rent),14453
2014,Meath,Disposable Income per Person (excluding Rent),15345
2014,Midland,Disposable Income per Person (excluding Rent),14648
2014,Monaghan,Disposable Income per Person (excluding Rent),14108
2014,Offaly,Disposable Income per Person (excluding Rent),14125
2014,Roscommon,Disposable Income per Person (excluding Rent),14147
2014,Sligo,Disposable Income per Person (excluding Rent),15214
2014,Tipperary,Disposable Income per Person (excluding Rent),15811
2014,Waterford,Disposable Income per Person (excluding Rent),16439
2014,Westmeath,Disposable Income per Person (excluding Rent),14889
2014,Wexford,Disposable Income per Person (excluding Rent),15728
2014,Wicklow,Disposable Income per Person (excluding Rent),15643
2015,Carlow,Disposable Income per Person (excluding Rent),17208
2015,Cavan,Disposable Income per Person (excluding Rent),15209
2015,Clare,Disposable Income per Person (excluding Rent),15093
2015,Cork,Disposable Income per Person (excluding Rent),16516
2015,Donegal,Disposable Income per Person (excluding Rent),13505
2015,Dublin,Disposable Income per Person (excluding Rent),19005
2015,Galway,Disposable Income per Person (excluding Rent),15416
2015,Kerry,Disposable Income per Person (excluding Rent),15066
2015,Kildare,Disposable Income per Person (excluding Rent),17061
2015,Kilkenny,Disposable Income per Person (excluding Rent),16215
2015,Laois,Disposable Income per Person (excluding Rent),15018
2015,Leitrim,Disposable Income per Person (excluding Rent),15648
2015,Limerick,Disposable Income per Person (excluding Rent),18184
2015,Longford,Disposable Income per Person (excluding Rent),15330
2015,Louth,Disposable Income per Person (excluding Rent),15710
2015,Mayo,Disposable Income per Person (excluding Rent),14485
2015,Meath,Disposable Income per Person (excluding Rent),16278
2015,Midland,Disposable Income per Person (excluding Rent),15045
2015,Monaghan,Disposable Income per Person (excluding Rent),14914
2015,Offaly,Disposable Income per Person (excluding Rent),14479
2015,Roscommon,Disposable Income per Person (excluding Rent),14253
2015,Sligo,Disposable Income per Person (excluding Rent),15697
2015,Tipperary,Disposable Income per Person (excluding Rent),16247
2015,Waterford,Disposable Income per Person (excluding Rent),16965
2015,Westmeath,Disposable Income per Person (excluding Rent),15444
2015,Wexford,Disposable Income per Person (excluding Rent),16507
2015,Wicklow,Disposable Income per Person (excluding Rent),16602
2016,Carlow,Disposable Income per Person (excluding Rent),16652
2016,Cavan,Disposable Income per Person (excluding Rent),15486
2016,Clare,Disposable Income per Person (excluding Rent),15805
2016,Cork,Disposable Income per Person (excluding Rent),16824
2016,Donegal,Disposable Income per Person (excluding Rent),13546
2016,Dublin,Disposable Income per Person (excluding Rent),19337
2016,Galway,Disposable Income per Person (excluding Rent),16100
2016,Kerry,Disposable Income per Person (excluding Rent),16218
2016,Kildare,Disposable Income per Person (excluding Rent),17909
2016,Kilkenny,Disposable Income per Person (excluding Rent),15764
2016,Laois,Disposable Income per Person (excluding Rent),15404
2016,Leitrim,Disposable Income per Person (excluding Rent),15714
2016,Limerick,Disposable Income per Person (excluding Rent),19393
2016,Longford,Disposable Income per Person (excluding Rent),15485
2016,Louth,Disposable Income per Person (excluding Rent),16213
2016,Mayo,Disposable Income per Person (excluding Rent),15062
2016,Meath,Disposable Income per Person (excluding Rent),16895
2016,Midland,Disposable Income per Person (excluding Rent),15324
2016,Monaghan,Disposable Income per Person (excluding Rent),14998
2016,Offaly,Disposable Income per Person (excluding Rent),14685
2016,Roscommon,Disposable Income per Person (excluding Rent),14970
2016,Sligo,Disposable Income per Person (excluding Rent),15731
2016,Tipperary,Disposable Income per Person (excluding Rent),16925
2016,Waterford,Disposable Income per Person (excluding Rent),16592
2016,Westmeath,Disposable Income per Person (excluding Rent),15745
2016,Wexford,Disposable Income per Person (excluding Rent),15967
2016,Wicklow,Disposable Income per Person (excluding Rent),17140
2017,Carlow,Disposable Income per Person (excluding Rent),17212
2017,Cavan,Disposable Income per Person (excluding Rent),16564
2017,Clare,Disposable Income per Person (excluding Rent),17122
2017,Cork,Disposable Income per Person (excluding Rent),17995
2017,Donegal,Disposable Income per Person (excluding Rent),14573
2017,Dublin,Disposable Income per Person (excluding Rent),20436
2017,Galway,Disposable Income per Person (excluding Rent),17126
2017,Kerry,Disposable Income per Person (excluding Rent),17229
2017,Kildare,Disposable Income per Person (excluding Rent),20269
2017,Kilkenny,Disposable Income per Person (excluding Rent),16750
2017,Laois,Disposable Income per Person (excluding Rent),16355
2017,Leitrim,Disposable Income per Person (excluding Rent),16936
2017,Limerick,Disposable Income per Person (excluding Rent),20716
2017,Longford,Disposable Income per Person (excluding Rent),16672
2017,Louth,Disposable Income per Person (excluding Rent),17601
2017,Mayo,Disposable Income per Person (excluding Rent),16103
2017,Meath,Disposable Income per Person (excluding Rent),18990
2017,Midland,Disposable Income per Person (excluding Rent),16328
2017,Monaghan,Disposable Income per Person (excluding Rent),16331
2017,Offaly,Disposable Income per Person (excluding Rent),15758
2017,Roscommon,Disposable Income per Person (excluding Rent),16189
2017,Sligo,Disposable Income per Person (excluding Rent),17121
2017,Tipperary,Disposable Income per Person (excluding Rent),18213
2017,Waterford,Disposable Income per Person (excluding Rent),17601
2017,Westmeath,Disposable Income per Person (excluding Rent),16657
2017,Wexford,Disposable Income per Person (excluding Rent),16633
2017,Wicklow,Disposable Income per Person (excluding Rent),18897
2018,Carlow,Disposable Income per Person (excluding Rent),17146
2018,Cavan,Disposable Income per Person (excluding Rent),15953
2018,Clare,Disposable Income per Person (excluding Rent),16911
2018,Cork,Disposable Income per Person (excluding Rent),18258
2018,Donegal,Disposable Income per Person (excluding Rent),14718
2018,Dublin,Disposable Income per Person (excluding Rent),20631
2018,Galway,Disposable Income per Person (excluding Rent),16457
2018,Kerry,Disposable Income per Person (excluding Rent),16357
2018,Kildare,Disposable Income per Person (excluding Rent),20276
2018,Kilkenny,Disposable Income per Person (excluding Rent),16642
2018,Laois,Disposable Income per Person (excluding Rent),15196
2018,Leitrim,Disposable Income per Person (excluding Rent),16862
2018,Limerick,Disposable Income per Person (excluding Rent),20703
2018,Longford,Disposable Income per Person (excluding Rent),15629
2018,Louth,Disposable Income per Person (excluding Rent),17482
2018,Mayo,Disposable Income per Person (excluding Rent),15783
2018,Meath,Disposable Income per Person (excluding Rent),18703
2018,Midland,Disposable Income per Person (excluding Rent),15332
2018,Monaghan,Disposable Income per Person (excluding Rent),15537
2018,Offaly,Disposable Income per Person (excluding Rent),14910
2018,Roscommon,Disposable Income per Person (excluding Rent),15645
2018,Sligo,Disposable Income per Person (excluding Rent),16105
2018,Tipperary,Disposable Income per Person (excluding Rent),17505
2018,Waterford,Disposable Income per Person (excluding Rent),17387
2018,Westmeath,Disposable Income per Person (excluding Rent),15702
2018,Wexford,Disposable Income per Person (excluding Rent),16629
2018,Wicklow,Disposable Income per Person (excluding Rent),18749
2000,Carlow,Inter-annual variation,0
2000,Cavan,Inter-annual variation,0
2000,Clare,Inter-annual variation,0
2000,Cork,Inter-annual variation,0
2000,Donegal,Inter-annual variation,0
2000,Dublin,Inter-annual variation,0
2000,Galway,Inter-annual variation,0
2000,Kerry,Inter-annual variation,0
2000,Kildare,Inter-annual variation,0
2000,Kilkenny,Inter-annual variation,0
2000,Laois,Inter-annual variation,0
2000,Leitrim,Inter-annual variation,0
2000,Limerick,Inter-annual variation,0
2000,Longford,Inter-annual variation,0
2000,Louth,Inter-annual variation,0
2000,Mayo,Inter-annual variation,0
2000,Meath,Inter-annual variation,0
2000,Midland,Inter-annual variation,0
2000,Monaghan,Inter-annual variation,0
2000,Offaly,Inter-annual variation,0
2000,Roscommon,Inter-annual variation,0
2000,Sligo,Inter-annual variation,0
2000,Tipperary,Inter-annual variation,0
2000,Waterford,Inter-annual variation,0
2000,Westmeath,Inter-annual variation,0
2000,Wexford,Inter-annual variation,0
2000,Wicklow,Inter-annual variation,0
2001,Carlow,Inter-annual variation,0.12888888888888889
2001,Cavan,Inter-annual variation,0.14658925979680695
2001,Clare,Inter-annual variation,0.12232873098232346
2001,Cork,Inter-annual variation,0.1475876802563646
2001,Donegal,Inter-annual variation,0.12625
2001,Dublin,Inter-annual variation,0.16189896530736458
2001,Galway,Inter-annual variation,0.13006475485661426
2001,Kerry,Inter-annual variation,0.14531358711857667
2001,Kildare,Inter-annual variation,0.1513597134017261
2001,Kilkenny,Inter-annual variation,0.12290719055453402
2001,Laois,Inter-annual variation,0.12952580062719757
2001,Leitrim,Inter-annual variation,0.11956626972601414
2001,Limerick,Inter-annual variation,0.15509259259259259
2001,Longford,Inter-annual variation,0.13796603912882982
2001,Louth,Inter-annual variation,0.17411136930889062
2001,Mayo,Inter-annual variation,0.125703737886479
2001,Meath,Inter-annual variation,0.15014411739016509
2001,Midland,Inter-annual variation,0.14009122219119427
2001,Monaghan,Inter-annual variation,0.13706320782112089
2001,Offaly,Inter-annual variation,0.13938223938223937
2001,Roscommon,Inter-annual variation,0.13264363569185295
2001,Sligo,Inter-annual variation,0.14361292804924972
2001,Tipperary,Inter-annual variation,0.15375268716702495
2001,Waterford,Inter-annual variation,0.12827406764960972
2001,Westmeath,Inter-annual variation,0.14962171784601691
2001,Wexford,Inter-annual variation,0.14329723674383868
2001,Wicklow,Inter-annual variation,0.16417649628658804
2002,Carlow,Inter-annual variation,0.0531496062992126
2002,Cavan,Inter-annual variation,0.087088607594936709
2002,Clare,Inter-annual variation,0.074988246356370469
2002,Cork,Inter-annual variation,0.091529630778777543
2002,Donegal,Inter-annual variation,0.0876803551609323
2002,Dublin,Inter-annual variation,0.032608695652173912
2002,Galway,Inter-annual variation,0.088981663392272425
2002,Kerry,Inter-annual variation,0.086696172871648
2002,Kildare,Inter-annual variation,0.06633194257831837
2002,Kilkenny,Inter-annual variation,0.12160648108247867
2002,Laois,Inter-annual variation,0.10760558640417298
2002,Leitrim,Inter-annual variation,0.11968177101349015
2002,Limerick,Inter-annual variation,0.060862465672084913
2002,Longford,Inter-annual variation,0.13413348471332415
2002,Louth,Inter-annual variation,0.0432487904999267
2002,Mayo,Inter-annual variation,0.0764122325161925
2002,Meath,Inter-annual variation,0.061436816524908872
2002,Midland,Inter-annual variation,0.10573154800783802
2002,Monaghan,Inter-annual variation,0.10990040010215374
2002,Offaly,Inter-annual variation,0.12080650626906134
2002,Roscommon,Inter-annual variation,0.097700212037188067
2002,Sligo,Inter-annual variation,0.12894272016149383
2002,Tipperary,Inter-annual variation,0.11779001944264419
2002,Waterford,Inter-annual variation,0.11307556307171958
2002,Westmeath,Inter-annual variation,0.07912666460204397
2002,Wexford,Inter-annual variation,0.074222258512288725
2002,Wicklow,Inter-annual variation,0.10935154608225758
2003,Carlow,Inter-annual variation,0.05700934579439252
2003,Cavan,Inter-annual variation,0.059850954820680022
2003,Clare,Inter-annual variation,0.054012683140170568
2003,Cork,Inter-annual variation,0.055429221148379761
2003,Donegal,Inter-annual variation,0.055612244897959184
2003,Dublin,Inter-annual variation,0.055738744451490171
2003,Galway,Inter-annual variation,0.0796812749003984
2003,Kerry,Inter-annual variation,0.061891071713783739
2003,Kildare,Inter-annual variation,0.051263346375754359
2003,Kilkenny,Inter-annual variation,0.064084831719686486
2003,Laois,Inter-annual variation,0.0850740600075959
2003,Leitrim,Inter-annual variation,0.072675316651220262
2003,Limerick,Inter-annual variation,0.066536066606030925
2003,Longford,Inter-annual variation,0.069860564890954588
2003,Louth,Inter-annual variation,0.050098369870713887
2003,Mayo,Inter-annual variation,0.065427679183486936
2003,Meath,Inter-annual variation,0.0707591042426844
2003,Midland,Inter-annual variation,0.081665805213025175
2003,Monaghan,Inter-annual variation,0.058981438870992484
2003,Offaly,Inter-annual variation,0.081254724111866974
2003,Roscommon,Inter-annual variation,0.058618127786032689
2003,Sligo,Inter-annual variation,0.071598867530919388
2003,Tipperary,Inter-annual variation,0.0600811711842296
2003,Waterford,Inter-annual variation,0.046477900552486191
2003,Westmeath,Inter-annual variation,0.08466063997704118
2003,Wexford,Inter-annual variation,0.065445424141076319
2003,Wicklow,Inter-annual variation,0.05331168391854408
2004,Carlow,Inter-annual variation,0.087238432066018279
2004,Cavan,Inter-annual variation,0.11836226470372811
2004,Clare,Inter-annual variation,0.047717842323651449
2004,Cork,Inter-annual variation,0.083557769997306755
2004,Donegal,Inter-annual variation,0.080634767198324478
2004,Dublin,Inter-annual variation,0.052615772719082229
2004,Galway,Inter-annual variation,0.082712525238459927
2004,Kerry,Inter-annual variation,0.06399939836053245
2004,Kildare,Inter-annual variation,0.073492303810244769
2004,Kilkenny,Inter-annual variation,0.042388792605430388
2004,Laois,Inter-annual variation,0.10087504375218762
2004,Leitrim,Inter-annual variation,0.12995896032831739
2004,Limerick,Inter-annual variation,0.044345316189976385
2004,Longford,Inter-annual variation,0.041571982355300095
2004,Louth,Inter-annual variation,0.12733355637336902
2004,Mayo,Inter-annual variation,0.065198741778667427
2004,Meath,Inter-annual variation,0.10136308966991849
2004,Midland,Inter-annual variation,0.073656904908184856
2004,Monaghan,Inter-annual variation,0.11298616643731441
2004,Offaly,Inter-annual variation,0.083187696609577075
2004,Roscommon,Inter-annual variation,0.058881325005263524
2004,Sligo,Inter-annual variation,0.086699575888201347
2004,Tipperary,Inter-annual variation,0.06070964654406235
2004,Waterford,Inter-annual variation,0.093248861611562067
2004,Westmeath,Inter-annual variation,0.058142611456541871
2004,Wexford,Inter-annual variation,0.090604266248127271
2004,Wicklow,Inter-annual variation,0.032307791123386213
2005,Carlow,Inter-annual variation,0.0801707779886148
2005,Cavan,Inter-annual variation,0.091099613596175258
2005,Clare,Inter-annual variation,0.089570957095709572
2005,Cork,Inter-annual variation,0.0840116820978065
2005,Donegal,Inter-annual variation,0.047931420052180394
2005,Dublin,Inter-annual variation,0.060142653352353782
2005,Galway,Inter-annual variation,0.070477782779242493
2005,Kerry,Inter-annual variation,0.075911789652247666
2005,Kildare,Inter-annual variation,0.055356408297584765
2005,Kilkenny,Inter-annual variation,0.078074125389677868
2005,Laois,Inter-annual variation,0.054050616812921275
2005,Leitrim,Inter-annual variation,0.080094303555498916
2005,Limerick,Inter-annual variation,0.073806532663316576
2005,Longford,Inter-annual variation,0.068916837782340867
2005,Louth,Inter-annual variation,0.067188983855650516
2005,Mayo,Inter-annual variation,0.0674496644295302
2005,Meath,Inter-annual variation,0.0919128799369047
2005,Midland,Inter-annual variation,0.05824008138351984
2005,Monaghan,Inter-annual variation,0.070866141732283464
2005,Offaly,Inter-annual variation,0.067699257825104872
2005,Roscommon,Inter-annual variation,0.10213414634146341
2005,Sligo,Inter-annual variation,0.05201535508637236
2005,Tipperary,Inter-annual variation,0.075410892684498868
2005,Waterford,Inter-annual variation,0.047084389713871785
2005,Westmeath,Inter-annual variation,0.04900918922297931
2005,Wexford,Inter-annual variation,0.085759141754431875
2005,Wicklow,Inter-annual variation,0.039260826281732206
2006,Carlow,Inter-annual variation,0.054457619675010976
2006,Cavan,Inter-annual variation,0.024789915966386553
2006,Clare,Inter-annual variation,0.024110983219240323
2006,Cork,Inter-annual variation,0.016623674405273719
2006,Donegal,Inter-annual variation,0.032294778773652014
2006,Dublin,Inter-annual variation,0.019699660907476182
2006,Galway,Inter-annual variation,0.040367633807893315
2006,Kerry,Inter-annual variation,0.031204835107081854
2006,Kildare,Inter-annual variation,0.039979954340442117
2006,Kilkenny,Inter-annual variation,0.0713275928543889
2006,Laois,Inter-annual variation,0.031491312741312741
2006,Leitrim,Inter-annual variation,0.023656421450061943
2006,Limerick,Inter-annual variation,0.0338110558642878
2006,Longford,Inter-annual variation,0.014707647976948013
2006,Louth,Inter-annual variation,0.0065072302558398217
2006,Mayo,Inter-annual variation,-0.0039610185476265328
2006,Meath,Inter-annual variation,0.057228580953439273
2006,Midland,Inter-annual variation,0.01243691420331651
2006,Monaghan,Inter-annual variation,-0.01221438988818668
2006,Offaly,Inter-annual variation,0.014808994197292069
2006,Roscommon,Inter-annual variation,0.015996151301942391
2006,Sligo,Inter-annual variation,0.011555069026333395
2006,Tipperary,Inter-annual variation,0.04788732394366197
2006,Waterford,Inter-annual variation,0.0013836042891732965
2006,Westmeath,Inter-annual variation,-0.0059591204338239672
2006,Wexford,Inter-annual variation,0.063802867815399442
2006,Wicklow,Inter-annual variation,0.011854157935700174
2007,Carlow,Inter-annual variation,0.05479859582316892
2007,Cavan,Inter-annual variation,0.054940549405494053
2007,Clare,Inter-annual variation,0.042827565808932266
2007,Cork,Inter-annual variation,0.027403439526360304
2007,Donegal,Inter-annual variation,0.036797133406835721
2007,Dublin,Inter-annual variation,0.03441541303774083
2007,Galway,Inter-annual variation,0.025347883827010798
2007,Kerry,Inter-annual variation,0.022870612218895331
2007,Kildare,Inter-annual variation,0.013171280184183756
2007,Kilkenny,Inter-annual variation,0.052243282149712092
2007,Laois,Inter-annual variation,0.022517253479939173
2007,Leitrim,Inter-annual variation,0.019594283079760258
2007,Limerick,Inter-annual variation,0.027216658179143326
2007,Longford,Inter-annual variation,0.019700644855942733
2007,Louth,Inter-annual variation,0.040117146488368241
2007,Mayo,Inter-annual variation,0.019694483019820731
2007,Meath,Inter-annual variation,0.030481395837712845
2007,Midland,Inter-annual variation,0.015726069669455819
2007,Monaghan,Inter-annual variation,0.037834512457705319
2007,Offaly,Inter-annual variation,-0.0017273214604800761
2007,Roscommon,Inter-annual variation,-0.00035513465522343888
2007,Sligo,Inter-annual variation,0.032405459027235017
2007,Tipperary,Inter-annual variation,0.039293067947838024
2007,Waterford,Inter-annual variation,0.049165227403569371
2007,Westmeath,Inter-annual variation,0.023799532402134164
2007,Wexford,Inter-annual variation,0.065129976779747412
2007,Wicklow,Inter-annual variation,0.022543044790249097
2008,Carlow,Inter-annual variation,0.047495487364620941
2008,Cavan,Inter-annual variation,0.0393093109766254
2008,Clare,Inter-annual variation,0.065346871631970047
2008,Cork,Inter-annual variation,0.049997255913506393
2008,Donegal,Inter-annual variation,0.057556825734414466
2008,Dublin,Inter-annual variation,0.045619227432770325
2008,Galway,Inter-annual variation,0.065491609415474716
2008,Kerry,Inter-annual variation,0.050199302441454909
2008,Kildare,Inter-annual variation,0.051894519896422346
2008,Kilkenny,Inter-annual variation,0.060080943966254345
2008,Laois,Inter-annual variation,0.053823714465480753
2008,Leitrim,Inter-annual variation,0.077662220212525432
2008,Limerick,Inter-annual variation,0.034427674341742869
2008,Longford,Inter-annual variation,0.046646553724762126
2008,Louth,Inter-annual variation,0.051692078839717367
2008,Mayo,Inter-annual variation,0.065308901819982668
2008,Meath,Inter-annual variation,0.048704610363117094
2008,Midland,Inter-annual variation,0.043701799485861184
2008,Monaghan,Inter-annual variation,0.029223473621813871
2008,Offaly,Inter-annual variation,0.03747016706443914
2008,Roscommon,Inter-annual variation,0.07448635206347326
2008,Sligo,Inter-annual variation,0.036512928022361987
2008,Tipperary,Inter-annual variation,0.0077596169720983987
2008,Waterford,Inter-annual variation,0.035667251975417036
2008,Westmeath,Inter-annual variation,0.039407424756997309
2008,Wexford,Inter-annual variation,0.049981389908012971
2008,Wicklow,Inter-annual variation,0.041083207962041429
2009,Carlow,Inter-annual variation,-0.037156704361873988
2009,Cavan,Inter-annual variation,-0.024841070570009081
2009,Clare,Inter-annual variation,-0.046696129066609873
2009,Cork,Inter-annual variation,-0.027545473552163913
2009,Donegal,Inter-annual variation,-0.0032679738562091504
2009,Dublin,Inter-annual variation,-0.028500317212434727
2009,Galway,Inter-annual variation,-0.015643993446435179
2009,Kerry,Inter-annual variation,-0.017732178863717234
2009,Kildare,Inter-annual variation,-0.035568952524491333
2009,Kilkenny,Inter-annual variation,-0.051406140775393884
2009,Laois,Inter-annual variation,-0.036365610073816758
2009,Leitrim,Inter-annual variation,-0.026172243784747719
2009,Limerick,Inter-annual variation,-0.022791415943340967
2009,Longford,Inter-annual variation,-0.038248337028824832
2009,Louth,Inter-annual variation,-0.031369973732067083
2009,Mayo,Inter-annual variation,-0.0080190597942936832
2009,Meath,Inter-annual variation,-0.0521324709429558
2009,Midland,Inter-annual variation,-0.034258844603672192
2009,Monaghan,Inter-annual variation,-0.061510107700282209
2009,Offaly,Inter-annual variation,-0.05020703933747412
2009,Roscommon,Inter-annual variation,-0.022483055050421558
2009,Sligo,Inter-annual variation,-0.014551379290971403
2009,Tipperary,Inter-annual variation,-0.012177806902577545
2009,Waterford,Inter-annual variation,-0.0416975733813712
2009,Westmeath,Inter-annual variation,-0.016787786603571629
2009,Wexford,Inter-annual variation,-0.043804122145135967
2009,Wicklow,Inter-annual variation,-0.054690973766118277
2010,Carlow,Inter-annual variation,-0.04670022371364653
2010,Cavan,Inter-annual variation,-0.067656404075819
2010,Clare,Inter-annual variation,-0.057026362823949954
2010,Cork,Inter-annual variation,-0.0554689599570008
2010,Donegal,Inter-annual variation,-0.059142496847414877
2010,Dublin,Inter-annual variation,-0.077761591400010044
