airport_id,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,URL
"MKK","medium_airport","Molokai Airport",21.1529,-157.096,454,"NA","US","US-HI","Kaunakakai","https://airportcod.es/#airport/MKK"
"MUE","medium_airport","Waimea Kohala Airport",20.0013,-155.668,2671,"NA","US","US-HI","Kamuela","https://airportcod.es/#airport/MUE"
"NGF","medium_airport","Kaneohe Bay MCAS (Marion E. Carl Field) Airport",21.4505,-157.768,24,"NA","US","US-HI","Kaneohe","https://airportcod.es/#airport/NGF"
"LNY","medium_airport","Lanai Airport",20.7856,-156.951,1308,"NA","US","US-HI","Lanai City","https://airportcod.es/#airport/LNY"
"OGG","medium_airport","Kahului Airport",20.8986,-156.43,54,"NA","US","US-HI","Kahului","https://airportcod.es/#airport/OGG"
"BSF","medium_airport","Bradshaw Army Airfield",19.7601,-155.554,6190,"NA","US","US-HI","Camp Pohakuloa","https://airportcod.es/#airport/BSF"
"ITO","medium_airport","Hilo International Airport",19.7214,-155.048,38,"NA","US","US-HI","Hilo","https://airportcod.es/#airport/ITO"
"UPP","medium_airport","Upolu Airport",20.2653,-155.86,96,"NA","US","US-HI","Hawi","https://airportcod.es/#airport/UPP"
"ABE","medium_airport","Lehigh Valley International Airport",40.6521,-75.4408,393,"NA","US","US-PA","Allentown","https://airportcod.es/#airport/ABE"
"ABI","medium_airport","Abilene Regional Airport",32.4113,-99.6819,1791,"NA","US","US-TX","Abilene","https://airportcod.es/#airport/ABI"
"ABR","medium_airport","Aberdeen Regional Airport",45.4491,-98.4218,1302,"NA","US","US-SD","Aberdeen","https://airportcod.es/#airport/ABR"
"ABY","medium_airport","Southwest Georgia Regional Airport",31.5355,-84.1945,197,"NA","US","US-GA","Albany","https://airportcod.es/#airport/ABY"
"ACK","medium_airport","Nantucket Memorial Airport",41.2531,-70.0602,47,"NA","US","US-MA","Nantucket","https://airportcod.es/#airport/ACK"
"ACT","medium_airport","Waco Regional Airport",31.6113,-97.2305,516,"NA","US","US-TX","Waco","https://airportcod.es/#airport/ACT"
"ACV","medium_airport","California Redwood Coast-Humboldt County Airport",40.9781,-124.109,221,"NA","US","US-CA","Arcata/Eureka","https://airportcod.es/#airport/ACV"
"ACY","medium_airport","Atlantic City International Airport",39.4576,-74.5772,75,"NA","US","US-NJ","Atlantic City","https://airportcod.es/#airport/ACY"
"AEX","medium_airport","Alexandria International Airport",31.3274,-92.5498,89,"NA","US","US-LA","Alexandria","https://airportcod.es/#airport/AEX"
"AGC","medium_airport","Allegheny County Airport",40.3544,-79.9302,1252,"NA","US","US-PA","Pittsburgh","https://airportcod.es/#airport/AGC"
"AHN","medium_airport","Athens Ben Epps Airport",33.9486,-83.3263,808,"NA","US","US-GA","Athens","https://airportcod.es/#airport/AHN"
"AKC","medium_airport","Akron Fulton International Airport",41.0375,-81.4669,1067,"NA","US","US-OH","Akron","https://airportcod.es/#airport/AKC"
"ALB","medium_airport","Albany International Airport",42.7483,-73.8017,285,"NA","US","US-NY","Albany","https://airportcod.es/#airport/ALB"
"ALI","medium_airport","Alice International Airport",27.7409,-98.0269,178,"NA","US","US-TX","Alice","https://airportcod.es/#airport/ALI"
"ALM","medium_airport","Alamogordo White Sands Regional Airport",32.8399,-105.991,4200,"NA","US","US-NM","Alamogordo","https://airportcod.es/#airport/ALM"
"ALN","medium_airport","St Louis Regional Airport",38.8903,-90.046,544,"NA","US","US-IL","Alton/St Louis","https://airportcod.es/#airport/ALN"
"ALO","medium_airport","Waterloo Regional Airport",42.5571,-92.4003,873,"NA","US","US-IA","Waterloo","https://airportcod.es/#airport/ALO"
"ALS","medium_airport","San Luis Valley Regional Bergman Field",37.4349,-105.867,7539,"NA","US","US-CO","Alamosa","https://airportcod.es/#airport/ALS"
"ALW","medium_airport","Walla Walla Regional Airport",46.0949,-118.288,1194,"NA","US","US-WA","Walla Walla","https://airportcod.es/#airport/ALW"
"ANB","medium_airport","Anniston Regional Airport",33.5882,-85.8581,612,"NA","US","US-AL","Anniston","https://airportcod.es/#airport/ANB"
"AND","medium_airport","Anderson Regional Airport",34.4946,-82.7094,782,"NA","US","US-SC","Anderson","https://airportcod.es/#airport/AND"
"AOO","medium_airport","Altoona Blair County Airport",40.2964,-78.32,1503,"NA","US","US-PA","Altoona","https://airportcod.es/#airport/AOO"
"APA","medium_airport","Centennial Airport",39.5701,-104.849,5885,"NA","US","US-CO","Denver","https://airportcod.es/#airport/APA"
"APF","medium_airport","Naples Municipal Airport",26.1526,-81.7753,8,"NA","US","US-FL","Naples","https://airportcod.es/#airport/APF"
"APG","medium_airport","Phillips Army Air Field",39.4662,-76.1688,57,"NA","US","US-MD","Aberdeen Proving Grounds(Aberdeen)","https://airportcod.es/#airport/APG"
"APN","medium_airport","Alpena County Regional Airport",45.0781,-83.5603,690,"NA","US","US-MI","Alpena","https://airportcod.es/#airport/APN"
"ARA","medium_airport","Acadiana Regional Airport",30.0378,-91.8839,24,"NA","US","US-LA","New Iberia","https://airportcod.es/#airport/ARA"
"ART","medium_airport","Watertown International Airport",43.9919,-76.0217,325,"NA","US","US-NY","Watertown","https://airportcod.es/#airport/ART"
"ASE","medium_airport","Aspen-Pitkin Co/Sardy Field",39.2232,-106.869,7820,"NA","US","US-CO","Aspen","https://airportcod.es/#airport/ASE"
"AST","medium_airport","Astoria Regional Airport",46.158,-123.879,15,"NA","US","US-OR","Astoria","https://airportcod.es/#airport/AST"
"ATY","medium_airport","Watertown Regional Airport",44.914,-97.1547,1749,"NA","US","US-SD","Watertown","https://airportcod.es/#airport/ATY"
"AUG","medium_airport","Augusta State Airport",44.3206,-69.7973,352,"NA","US","US-ME","Augusta","https://airportcod.es/#airport/AUG"
"AUW","medium_airport","Wausau Downtown Airport",44.9262,-89.6266,1201,"NA","US","US-WI","Wausau","https://airportcod.es/#airport/AUW"
"AVP","medium_airport","Wilkes Barre Scranton International Airport",41.3385,-75.7234,962,"NA","US","US-PA","Wilkes-Barre/Scranton","https://airportcod.es/#airport/AVP"
"AXN","medium_airport","Chandler Field",45.8663,-95.3947,1425,"NA","US","US-MN","Alexandria","https://airportcod.es/#airport/AXN"
"RUT","medium_airport","Rutland - Southern Vermont Regional Airport",43.5294,-72.9496,787,"NA","US","US-VT","Rutland","https://airportcod.es/#airport/RUT"
"RVS","medium_airport","Richard Lloyd Jones Jr Airport",36.0396,-95.9846,638,"NA","US","US-OK","Tulsa","https://airportcod.es/#airport/RVS"
"RWF","medium_airport","Redwood Falls Municipal Airport",44.5472,-95.0823,1024,"NA","US","US-MN","Redwood Falls","https://airportcod.es/#airport/RWF"
"RWI","medium_airport","Rocky Mount Wilson Regional Airport",35.8563,-77.8919,159,"NA","US","US-NC","Rocky Mount","https://airportcod.es/#airport/RWI"
"RWL","medium_airport","Rawlins Municipal Airport/Harvey Field",41.8056,-107.2,6813,"NA","US","US-WY","Rawlins","https://airportcod.es/#airport/RWL"
"SAC","medium_airport","Sacramento Executive Airport",38.5125,-121.493,24,"NA","US","US-CA","Sacramento","https://airportcod.es/#airport/SAC"
"SAF","medium_airport","Santa Fe Municipal Airport",35.6171,-106.089,6348,"NA","US","US-NM","Santa Fe","https://airportcod.es/#airport/SAF"
"MQT","medium_airport","Sawyer International Airport",46.3536,-87.3954,1221,"NA","US","US-MI","Marquette","https://airportcod.es/#airport/MQT"
"SBA","medium_airport","Santa Barbara Municipal Airport",34.4262,-119.84,13,"NA","US","US-CA","Santa Barbara","https://airportcod.es/#airport/SBA"
"SBD","medium_airport","San Bernardino International Airport",34.0954,-117.235,1159,"NA","US","US-CA","San Bernardino","https://airportcod.es/#airport/SBD"
"SBP","medium_airport","San Luis County Regional Airport",35.2368,-120.642,212,"NA","US","US-CA","San Luis Obispo","https://airportcod.es/#airport/SBP"
"SBY","medium_airport","Salisbury Ocean City Wicomico Regional Airport",38.3405,-75.5103,52,"NA","US","US-MD","Salisbury","https://airportcod.es/#airport/SBY"
"SCH","medium_airport","Schenectady County Airport",42.8525,-73.9289,378,"NA","US","US-NY","Schenectady","https://airportcod.es/#airport/SCH"
"SCK","medium_airport","Stockton Metropolitan Airport",37.8942,-121.238,33,"NA","US","US-CA","Stockton","https://airportcod.es/#airport/SCK"
"SDM","medium_airport","Brown Field Municipal Airport",32.5723,-116.98,526,"NA","US","US-CA","San Diego","https://airportcod.es/#airport/SDM"
"SDY","medium_airport","Sidney - Richland Regional Airport",47.7069,-104.193,1985,"NA","US","US-MT","Sidney","https://airportcod.es/#airport/SDY"
"SFF","medium_airport","Felts Field",47.6828,-117.323,1953,"NA","US","US-WA","Spokane","https://airportcod.es/#airport/SFF"
"SGH","medium_airport","Springfield-Beckley Municipal Airport",39.8403,-83.8402,1051,"NA","US","US-OH","Springfield","https://airportcod.es/#airport/SGH"
"UST","medium_airport","Northeast Florida Regional Airport",29.9592,-81.3398,10,"NA","US","US-FL","St Augustine","https://airportcod.es/#airport/UST"
"SGR","medium_airport","Sugar Land Regional Airport",29.6223,-95.6565,82,"NA","US","US-TX","Houston","https://airportcod.es/#airport/SGR"
"SGU","medium_airport","St George Municipal Airport",37.03639,-113.5103,2941,"NA","US","US-UT","St George","https://airportcod.es/#airport/SGU"
"SHR","medium_airport","Sheridan County Airport",44.7692,-106.98,4021,"NA","US","US-WY","Sheridan","https://airportcod.es/#airport/SHR"
"SHV","medium_airport","Shreveport Regional Airport",32.4466,-93.8256,258,"NA","US","US-LA","Shreveport","https://airportcod.es/#airport/SHV"
"SJT","medium_airport","San Angelo Regional Mathis Field",31.3577,-100.496,1919,"NA","US","US-TX","San Angelo","https://airportcod.es/#airport/SJT"
"SKF","medium_airport","Lackland Air Force Base",29.3842,-98.5811,691,"NA","US","US-TX","San Antonio","https://airportcod.es/#airport/SKF"
"SLE","medium_airport","Salem Municipal Airport/McNary Field",44.9095,-123.003,214,"NA","US","US-OR","Salem","https://airportcod.es/#airport/SLE"
"SLK","medium_airport","Adirondack Regional Airport",44.3853,-74.2062,1663,"NA","US","US-NY","Saranac Lake","https://airportcod.es/#airport/SLK"
"SLN","medium_airport","Salina Municipal Airport",38.791,-97.6522,1288,"NA","US","US-KS","Salina","https://airportcod.es/#airport/SLN"
"SME","medium_airport","Lake Cumberland Regional Airport",37.0534,-84.6159,927,"NA","US","US-KY","Somerset","https://airportcod.es/#airport/SME"
"SMN","medium_airport","Lemhi County Airport",45.1238,-113.881,4043,"NA","US","US-ID","Salmon","https://airportcod.es/#airport/SMN"
"SMX","medium_airport","Santa Maria Pub/Capt G Allan Hancock Field",34.8989,-120.457,261,"NA","US","US-CA","Santa Maria","https://airportcod.es/#airport/SMX"
"SNS","medium_airport","Salinas Municipal Airport",36.6628,-121.606,85,"NA","US","US-CA","Salinas","https://airportcod.es/#airport/SNS"
"SNY","medium_airport","Sidney Municipal-Lloyd W Carr Field",41.1013,-102.985,4313,"NA","US","US-NE","Sidney","https://airportcod.es/#airport/SNY"
"RUI","medium_airport","Sierra Blanca Regional Airport",33.4628,-105.535,6814,"NA","US","US-NM","Ruidoso","https://airportcod.es/#airport/RUI"
"SSF","medium_airport","Stinson Municipal Airport",29.337,-98.4711,577,"NA","US","US-TX","San Antonio","https://airportcod.es/#airport/SSF"
"SSI","medium_airport","St Simons Island Airport",31.1518,-81.3913,19,"NA","US","US-GA","St Simons Island","https://airportcod.es/#airport/SSI"
"STC","medium_airport","St Cloud Regional Airport",45.5466,-94.0599,1031,"NA","US","US-MN","St Cloud","https://airportcod.es/#airport/STC"
"STJ","medium_airport","Rosecrans Memorial Airport",39.7719,-94.9097,826,"NA","US","US-MO","St Joseph","https://airportcod.es/#airport/STJ"
"STP","medium_airport","St Paul Downtown Holman Field",44.9345,-93.06,705,"NA","US","US-MN","St Paul","https://airportcod.es/#airport/STP"
"STS","medium_airport","Charles M. Schulz Sonoma County Airport",38.509,-122.813,128,"NA","US","US-CA","Santa Rosa","https://airportcod.es/#airport/STS"
"SUN","medium_airport","Friedman Memorial Airport",43.5044,-114.296,5318,"NA","US","US-ID","Hailey","https://airportcod.es/#airport/SUN"
"SVN","medium_airport","Hunter Army Air Field",32.01,-81.1457,41,"NA","US","US-GA","Savannah","https://airportcod.es/#airport/SVN"
"SWF","medium_airport","New York Stewart International Airport",41.5041,-74.1048,491,"NA","US","US-NY","Newburgh","https://airportcod.es/#airport/SWF"
"SWO","medium_airport","Stillwater Regional Airport",36.1612,-97.0857,1000,"NA","US","US-OK","Stillwater","https://airportcod.es/#airport/SWO"
"TBN","medium_airport","Waynesville-St. Robert Regional Forney field",37.7416,-92.1407,1159,"NA","US","US-MO","Fort Leonard Wood","https://airportcod.es/#airport/TBN"
"TCC","medium_airport","Tucumcari Municipal Airport",35.1828,-103.603,4065,"NA","US","US-NM","Tucumcari","https://airportcod.es/#airport/TCC"
"TCL","medium_airport","Tuscaloosa Regional Airport",33.2206,-87.6114,170,"NA","US","US-AL","Tuscaloosa","https://airportcod.es/#airport/TCL"
"TCS","medium_airport","Truth Or Consequences Municipal Airport",33.2369,-107.272,4853,"NA","US","US-NM","Truth Or Consequences","https://airportcod.es/#airport/TCS"
"TEB","medium_airport","Teterboro Airport",40.8501,-74.0608,9,"NA","US","US-NJ","Teterboro","https://airportcod.es/#airport/TEB"
"TIW","medium_airport","Tacoma Narrows Airport",47.2679,-122.578,294,"NA","US","US-WA","Tacoma","https://airportcod.es/#airport/TIW"
"TIX","medium_airport","Space Coast Regional Airport",28.5148,-80.7992,34,"NA","US","US-FL","Titusville","https://airportcod.es/#airport/TIX"
"TMB","medium_airport","Miami Executive Airport",25.6479,-80.4328,8,"NA","US","US-FL","Miami","https://airportcod.es/#airport/TMB"
"TOI","medium_airport","Troy Municipal Airport at N Kenneth Campbell Field",31.8604,-86.0121,398,"NA","US","US-AL","Troy","https://airportcod.es/#airport/TOI"
"TOP","medium_airport","Philip Billard Municipal Airport",39.0687,-95.6225,881,"NA","US","US-KS","Topeka","https://airportcod.es/#airport/TOP"
"TPH","medium_airport","Tonopah Airport",38.0602,-117.087,5430,"NA","US","US-NV","Tonopah","https://airportcod.es/#airport/TPH"
"TPL","medium_airport","Draughon Miller Central Texas Regional Airport",31.1525,-97.4078,682,"NA","US","US-TX","Temple","https://airportcod.es/#airport/TPL"
"TKF","medium_airport","Truckee Tahoe Airport",39.32,-120.14,5900,"NA","US","US-CA","Truckee","https://airportcod.es/#airport/TKF"
"TRM","medium_airport","Jacqueline Cochran Regional Airport",33.6267,-116.16,-115,"NA","US","US-CA","Palm Springs","https://airportcod.es/#airport/TRM"
"TTD","medium_airport","Portland Troutdale Airport",45.5494,-122.401,39,"NA","US","US-OR","Portland","https://airportcod.es/#airport/TTD"
"TTN","medium_airport","Trenton Mercer Airport",40.2767,-74.8135,213,"NA","US","US-NJ","Trenton","https://airportcod.es/#airport/TTN"
"TUP","medium_airport","Tupelo Regional Airport",34.2681,-88.7699,346,"NA","US","US-MS","Tupelo","https://airportcod.es/#airport/TUP"
"TVC","medium_airport","Cherry Capital Airport",44.7414,-85.5822,624,"NA","US","US-MI","Traverse City","https://airportcod.es/#airport/TVC"
"TVL","medium_airport","Lake Tahoe Airport",38.8939,-119.995,6264,"NA","US","US-CA","South Lake Tahoe","https://airportcod.es/#airport/TVL"
"TWF","medium_airport","Joslin Field Magic Valley Regional Airport",42.4818,-114.488,4154,"NA","US","US-ID","Twin Falls","https://airportcod.es/#airport/TWF"
"TXK","medium_airport","Texarkana Regional Webb Field",33.4537,-93.991,390,"NA","US","US-AR","Texarkana","https://airportcod.es/#airport/TXK"
"TYR","medium_airport","Tyler Pounds Regional Airport",32.3541,-95.4024,544,"NA","US","US-TX","Tyler","https://airportcod.es/#airport/TYR"
"UIN","medium_airport","Quincy Regional Baldwin Field",39.9427,-91.1946,768,"NA","US","US-IL","Quincy","https://airportcod.es/#airport/UIN"
"UKI","medium_airport","Ukiah Municipal Airport",39.126,-123.201,614,"NA","US","US-CA","Ukiah","https://airportcod.es/#airport/UKI"
"SCE","medium_airport","University Park Airport",40.8493,-77.8487,1239,"NA","US","US-PA","State College","https://airportcod.es/#airport/SCE"
"UOX","medium_airport","University Oxford Airport",34.3843,-89.5368,452,"NA","US","US-MS","Oxford","https://airportcod.es/#airport/UOX"
"HTV","medium_airport","Huntsville Regional Airport",30.7469,-95.5872,363,"NA","US","US-TX","Huntsville","https://airportcod.es/#airport/HTV"
"VAD","medium_airport","Moody Air Force Base",30.9678,-83.193,233,"NA","US","US-GA","Valdosta","https://airportcod.es/#airport/VAD"
"VCT","medium_airport","Victoria Regional Airport",28.8526,-96.9185,115,"NA","US","US-TX","Victoria","https://airportcod.es/#airport/VCT"
"VEL","medium_airport","Vernal Regional Airport",40.4409,-109.51,5278,"NA","US","US-UT","Vernal","https://airportcod.es/#airport/VEL"
"VGT","medium_airport","North Las Vegas Airport",36.2107,-115.194,2205,"NA","US","US-NV","Las Vegas","https://airportcod.es/#airport/VGT"
"VLD","medium_airport","Valdosta Regional Airport",30.7825,-83.2767,203,"NA","US","US-GA","Valdosta","https://airportcod.es/#airport/VLD"
"VNY","medium_airport","Van Nuys Airport",34.2098,-118.49,802,"NA","US","US-CA","Van Nuys","https://airportcod.es/#airport/VNY"
"VOK","medium_airport","Volk Field",43.939,-90.2534,912,"NA","US","US-WI","Camp Douglas","https://airportcod.es/#airport/VOK"
"VPZ","medium_airport","Porter County Municipal Airport",41.454,-87.0071,770,"NA","US","US-IN","Valparaiso","https://airportcod.es/#airport/VPZ"
"VRB","medium_airport","Vero Beach Regional Airport",27.6556,-80.4179,24,"NA","US","US-FL","Vero Beach","https://airportcod.es/#airport/VRB"
"VTN","medium_airport","Miller Field",42.8578,-100.548,2596,"NA","US","US-NE","Valentine","https://airportcod.es/#airport/VTN"
"WJF","medium_airport","General WM J Fox Airfield",34.7411,-118.219,2351,"NA","US","US-CA","Lancaster","https://airportcod.es/#airport/WJF"
"WMC","medium_airport","Winnemucca Municipal Airport",40.8966,-117.806,4308,"NA","US","US-NV","Winnemucca","https://airportcod.es/#airport/WMC"
"WRI","medium_airport","Mc Guire Air Force Base",40.0156,-74.5917,131,"NA","US","US-NJ","Wrightstown","https://airportcod.es/#airport/WRI"
"WRL","medium_airport","Worland Municipal Airport",43.9657,-107.951,4227,"NA","US","US-WY","Worland","https://airportcod.es/#airport/WRL"
"WWD","medium_airport","Cape May County Airport",39.0085,-74.9083,23,"NA","US","US-NJ","Wildwood","https://airportcod.es/#airport/WWD"
"WWR","medium_airport","West Woodward Airport",36.438,-99.52267,2189,"NA","US","US-OK","Woodward","https://airportcod.es/#airport/WWR"
"WYS","medium_airport","Yellowstone Airport",44.6884,-111.118,6649,"NA","US","US-MT","West Yellowstone","https://airportcod.es/#airport/WYS"
"XNA","medium_airport","Northwest Arkansas Regional Airport",36.2819,-94.3068,1287,"NA","US","US-AR","Fayetteville/Springdale/Rogers","https://airportcod.es/#airport/XNA"
"YIP","medium_airport","Willow Run Airport",42.2379,-83.5304,716,"NA","US","US-MI","Detroit","https://airportcod.es/#airport/YIP"
"YKM","medium_airport","Yakima Air Terminal McAllister Field",46.5682,-120.544,1099,"NA","US","US-WA","Yakima","https://airportcod.es/#airport/YKM"
"YKN","medium_airport","Chan Gurney Municipal Airport",42.9167,-97.3859,1306,"NA","US","US-SD","Yankton","https://airportcod.es/#airport/YKN"
"YNG","medium_airport","Youngstown Warren Regional Airport",41.2607,-80.6791,1192,"NA","US","US-OH","Youngstown/Warren","https://airportcod.es/#airport/YNG"
"ZZV","medium_airport","Zanesville Municipal Airport",39.9444,-81.8921,900,"NA","US","US-OH","Zanesville","https://airportcod.es/#airport/ZZV"
"XXZ","medium_airport","Modi",89.99985,179.9999,29977,"NA","US","US-CA","California","https://airportcod.es/#airport/XXZ"
"XWA","medium_airport","Williston Basin International Airport",48.25839,-103.7488,2344,"NA","US","US-ND","Williston","https://airportcod.es/#airport/XWA"
"OTN","small_airport","Ed-Air Airport",38.8514,-87.4997,426,"NA","US","US-IN","Oaktown","https://airportcod.es/#airport/OTN"
"NIR","small_airport","Chase Field Industrial Airport",28.36244,-97.66192,190,"NA","US","US-TX","Beeville","https://airportcod.es/#airport/NIR"
"GCT","small_airport","Grand Canyon Bar Ten Airstrip",36.25861,-113.2312,4100,"NA","US","US-AZ","Whitmore","https://airportcod.es/#airport/GCT"
"BZT","small_airport","Eagle Air Park",28.9822,-95.5797,15,"NA","US","US-TX","Brazoria","https://airportcod.es/#airport/BZT"
"JCY","small_airport","LBJ Ranch Airport",30.2518,-98.6225,1515,"NA","US","US-TX","Johnson City","https://airportcod.es/#airport/JCY"
"PMX","small_airport","Metropolitan Airport",42.2233,-72.3114,418,"NA","US","US-MA","Palmer","https://airportcod.es/#airport/PMX"
"REE","small_airport","Reese Airpark",33.5903,-102.037,3338,"NA","US","US-TX","Lubbock","https://airportcod.es/#airport/REE"
"WDN","small_airport","Waldron Airstrip",48.7118,-123.018,140,"NA","US","US-WA","East Sound","https://airportcod.es/#airport/WDN"
"OCA","small_airport","Ocean Reef Club Airport",25.3254,-80.2748,8,"NA","US","US-FL","Key Largo","https://airportcod.es/#airport/OCA"
"CSE","small_airport","Crested Butte Airpark",38.85192,-106.9283,8980,"NA","US","US-CO","Crested Butte","https://airportcod.es/#airport/CSE"
"MXG","small_airport","Marlboro Airport",42.3432,-71.509,285,"NA","US","US-MA","Marlboro","https://airportcod.es/#airport/MXG"
"TGE","small_airport","Sharpe Field",32.4919,-85.7756,253,"NA","US","US-AL","Tuskegee","https://airportcod.es/#airport/TGE"
"DUF","small_airport","Pine Island Airport",36.2535,-75.7885,16,"NA","US","US-NC","Corolla","https://airportcod.es/#airport/DUF"
"SSW","small_airport","Stuart Island Airpark",48.6729,-123.176,10,"NA","US","US-WA","Stuart Island","https://airportcod.es/#airport/SSW"
"AXB","small_airport","Maxson Airfield",44.312,-75.90034,340,"NA","US","US-NY","Alexandria Bay","https://airportcod.es/#airport/AXB"
"BWL","small_airport","Earl Henry Airport",36.7959,-97.317,1054,"NA","US","US-OK","Blackwell","https://airportcod.es/#airport/BWL"
"CWS","small_airport","Center Island Airport",48.4901,-122.832,115,"NA","US","US-WA","Center Island","https://airportcod.es/#airport/CWS"
"CZK","small_airport","Cascade Locks State Airport",45.6769,-121.879,151,"NA","US","US-OR","Cascade Locks","https://airportcod.es/#airport/CZK"
"IUA","small_airport","Canandaigua Airport",42.9089,-77.32523,814,"NA","US","US-NY","Ontario County IDA","https://airportcod.es/#airport/IUA"
"BCS","small_airport","Southern Seaplane Airport",29.8661,-90.0222,0,"NA","US","US-LA","Belle Chasse","https://airportcod.es/#airport/BCS"
"CKR","small_airport","Crane Island Airstrip",48.5978,-122.9979,108,"NA","US","US-WA","Crane Island","https://airportcod.es/#airport/CKR"
"LPS","small_airport","Lopez Island Airport",48.4839,-122.938,209,"NA","US","US-WA","Lopez","https://airportcod.es/#airport/LPS"
"MBY","small_airport","Omar N Bradley Airport",39.4639,-92.427,867,"NA","US","US-MO","Moberly","https://airportcod.es/#airport/MBY"
"MCD","small_airport","Mackinac Island Airport",45.8649,-84.6373,739,"NA","US","US-MI","Mackinac Island","https://airportcod.es/#airport/MCD"
"MDD","small_airport","Midland Airpark",32.0365,-102.101,2803,"NA","US","US-TX","Midland","https://airportcod.es/#airport/MDD"
"XMD","small_airport","Madison Municipal Airport",44.016,-97.0859,1718,"NA","US","US-SD","Madison","https://airportcod.es/#airport/XMD"
"MDF","small_airport","Taylor County Airport",45.101,-90.3033,1478,"NA","US","US-WI","Medford","https://airportcod.es/#airport/MDF"
"MXE","small_airport","Laurinburg Maxton Airport",34.7919,-79.3658,216,"NA","US","US-NC","Maxton","https://airportcod.es/#airport/MXE"
"MEV","small_airport","Minden-Tahoe Airport",39.0003,-119.751,4722,"NA","US","US-NV","Minden","https://airportcod.es/#airport/MEV"
"MFI","small_airport","Marshfield Municipal Airport",44.6369,-90.1893,1277,"NA","US","US-WI","Marshfield","https://airportcod.es/#airport/MFI"
"MFV","small_airport","Accomack County Airport",37.6469,-75.7611,47,"NA","US","US-VA","Melfa","https://airportcod.es/#airport/MFV"
"MGC","small_airport","Michigan City Municipal Airport",41.7033,-86.8212,655,"NA","US","US-IN","Michigan City","https://airportcod.es/#airport/MGC"
"MGJ","small_airport","Orange County Airport",41.51,-74.2646,364,"NA","US","US-NY","Montgomery","https://airportcod.es/#airport/MGJ"
"MGR","small_airport","Moultrie Municipal Airport",31.0849,-83.8033,294,"NA","US","US-GA","Moultrie","https://airportcod.es/#airport/MGR"
"MGY","small_airport","Dayton-Wright Brothers Airport",39.589,-84.2249,957,"NA","US","US-OH","Dayton","https://airportcod.es/#airport/MGY"
"MHE","small_airport","Mitchell Municipal Airport",43.7748,-98.0386,1304,"NA","US","US-SD","Mitchell","https://airportcod.es/#airport/MHE"
"MHL","small_airport","Marshall Memorial Municipal Airport",39.0958,-93.2029,779,"NA","US","US-MO","Marshall","https://airportcod.es/#airport/MHL"
"MJX","small_airport","Ocean County Airport",39.9275,-74.2924,82,"NA","US","US-NJ","Toms River","https://airportcod.es/#airport/MJX"
"MRK","small_airport","Marco Island Executive Airport",25.995,-81.6725,5,"NA","US","US-FL","Marco Island","https://airportcod.es/#airport/MRK"
"MMI","small_airport","McMinn County Airport",35.3973,-84.5626,875,"NA","US","US-TN","Athens","https://airportcod.es/#airport/MMI"
"MML","small_airport","Southwest Minnesota Regional Airport - Marshall/Ryan Field",44.4505,-95.8219,1183,"NA","US","US-MN","Marshall","https://airportcod.es/#airport/MML"
"MMS","small_airport","Selfs Airport",34.2315,-90.2896,162,"NA","US","US-MS","Marks","https://airportcod.es/#airport/MMS"
"MNM","small_airport","Menominee Regional Airport",45.1267,-87.6384,625,"NA","US","US-MI","Menominee","https://airportcod.es/#airport/MNM"
"MNN","small_airport","Marion Municipal Airport",40.6162,-83.0635,993,"NA","US","US-OH","Marion","https://airportcod.es/#airport/MNN"
"MPJ","small_airport","Petit Jean Park Airport",35.1389,-92.9092,923,"NA","US","US-AR","Morrilton","https://airportcod.es/#airport/MPJ"
"MPO","small_airport","Pocono Mountains Municipal Airport",41.1375,-75.3789,1915,"NA","US","US-PA","Mount Pocono","https://airportcod.es/#airport/MPO"
"MPZ","small_airport","Mount Pleasant Municipal Airport",40.9466,-91.5111,730,"NA","US","US-IA","Mount Pleasant","https://airportcod.es/#airport/MPZ"
"MQB","small_airport","Macomb Municipal Airport",40.5201,-90.6524,707,"NA","US","US-IL","Macomb","https://airportcod.es/#airport/MQB"
"MEO","small_airport","Dare County Regional Airport",35.919,-75.6955,13,"NA","US","US-NC","Manteo","https://airportcod.es/#airport/MEO"
"CTH","small_airport","Chester County G O Carlson Airport",39.979,-75.8655,660,"NA","US","US-PA","Coatesville","https://airportcod.es/#airport/CTH"
"MRC","small_airport","Maury County Airport",35.5541,-87.1789,681,"NA","US","US-TN","Columbia/Mount Pleasant","https://airportcod.es/#airport/MRC"
"MRF","small_airport","Marfa Municipal Airport",30.3711,-104.018,4849,"NA","US","US-TX","Marfa","https://airportcod.es/#airport/MRF"
"MRN","small_airport","Foothills Regional Airport",35.8202,-81.6114,1270,"NA","US","US-NC","Morganton","https://airportcod.es/#airport/MRN"
"MSV","small_airport","Sullivan County International Airport",41.7016,-74.795,1403,"NA","US","US-NY","Monticello","https://airportcod.es/#airport/MSV"
"MTO","small_airport","Coles County Memorial Airport",39.4779,-88.2792,722,"NA","US","US-IL","Mattoon/Charleston","https://airportcod.es/#airport/MTO"
"MTP","small_airport","Montauk Airport",41.0765,-71.9208,6,"NA","US","US-NY","Montauk","https://airportcod.es/#airport/MTP"
"MTW","small_airport","Manitowoc County Airport",44.1288,-87.6806,651,"NA","US","US-WI","Manitowoc","https://airportcod.es/#airport/MTW"
