Date,Days - Current,Month,Year,Short Date,Mth-Day,Quarter In Year,Quarter,Month In Year,QuotesExists,Days-Last 12,Days-Last 20,Days-Last 30,Mths-Last 12,Mths-Last 13,Years-Current,Years-Last 2,Years-Last 4,Years-Last 5,Years-Last 7,Years-Last 9,Last YTD,Mths-Last  2,Mths-Current,Days-Last  5,Years-Last 3,Days-Last 10,Day In Year,Years-Initial,Mths-Initial
2004-12-08 00:00:00.000,"No","2004-12",2004,"04-12-08","12-08","Q4","2004-Q4",12,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",343,"No","No"
2004-12-09 00:00:00.000,"No","2004-12",2004,"04-12-09","12-09","Q4","2004-Q4",12,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",344,"No","No"
2004-12-10 00:00:00.000,"No","2004-12",2004,"04-12-10","12-10","Q4","2004-Q4",12,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",345,"No","No"
2004-12-11 00:00:00.000,"No","2004-12",2004,"04-12-11","12-11","Q4","2004-Q4",12,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",346,"No","No"
2004-12-12 00:00:00.000,"No","2004-12",2004,"04-12-12","12-12","Q4","2004-Q4",12,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",347,"No","No"
2004-12-13 00:00:00.000,"No","2004-12",2004,"04-12-13","12-13","Q4","2004-Q4",12,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",348,"No","No"
2004-12-14 00:00:00.000,"No","2004-12",2004,"04-12-14","12-14","Q4","2004-Q4",12,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",349,"No","No"
2004-12-15 00:00:00.000,"No","2004-12",2004,"04-12-15","12-15","Q4","2004-Q4",12,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",350,"No","No"
2004-12-16 00:00:00.000,"No","2004-12",2004,"04-12-16","12-16","Q4","2004-Q4",12,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",351,"No","No"
2004-12-17 00:00:00.000,"No","2004-12",2004,"04-12-17","12-17","Q4","2004-Q4",12,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",352,"No","No"
2004-12-18 00:00:00.000,"No","2004-12",2004,"04-12-18","12-18","Q4","2004-Q4",12,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",353,"No","No"
2004-12-19 00:00:00.000,"No","2004-12",2004,"04-12-19","12-19","Q4","2004-Q4",12,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",354,"No","No"
2004-12-20 00:00:00.000,"No","2004-12",2004,"04-12-20","12-20","Q4","2004-Q4",12,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",355,"No","No"
2004-12-21 00:00:00.000,"No","2004-12",2004,"04-12-21","12-21","Q4","2004-Q4",12,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",356,"No","No"
2004-12-22 00:00:00.000,"No","2004-12",2004,"04-12-22","12-22","Q4","2004-Q4",12,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",357,"No","No"
2004-12-23 00:00:00.000,"No","2004-12",2004,"04-12-23","12-23","Q4","2004-Q4",12,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",358,"No","No"
2004-12-24 00:00:00.000,"No","2004-12",2004,"04-12-24","12-24","Q4","2004-Q4",12,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",359,"No","No"
2004-12-25 00:00:00.000,"No","2004-12",2004,"04-12-25","12-25","Q4","2004-Q4",12,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",360,"No","No"
2004-12-26 00:00:00.000,"No","2004-12",2004,"04-12-26","12-26","Q4","2004-Q4",12,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",361,"No","No"
2004-12-27 00:00:00.000,"No","2004-12",2004,"04-12-27","12-27","Q4","2004-Q4",12,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",362,"No","No"
2004-12-28 00:00:00.000,"No","2004-12",2004,"04-12-28","12-28","Q4","2004-Q4",12,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",363,"No","No"
2004-12-29 00:00:00.000,"No","2004-12",2004,"04-12-29","12-29","Q4","2004-Q4",12,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",364,"No","No"
2004-12-30 00:00:00.000,"No","2004-12",2004,"04-12-30","12-30","Q4","2004-Q4",12,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",365,"No","No"
2004-12-31 00:00:00.000,"No","2004-12",2004,"04-12-31","12-31","Q4","2004-Q4",12,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",366,"No","No"
2005-01-01 00:00:00.000,"No","2005-01",2005,"05-01-01","01-01","Q1","2005-Q1",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",1,"No","No"
2005-01-02 00:00:00.000,"No","2005-01",2005,"05-01-02","01-02","Q1","2005-Q1",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",2,"No","No"
2005-01-03 00:00:00.000,"No","2005-01",2005,"05-01-03","01-03","Q1","2005-Q1",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",3,"No","No"
2005-01-04 00:00:00.000,"No","2005-01",2005,"05-01-04","01-04","Q1","2005-Q1",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",4,"No","No"
2005-01-05 00:00:00.000,"No","2005-01",2005,"05-01-05","01-05","Q1","2005-Q1",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",5,"No","No"
2005-01-06 00:00:00.000,"No","2005-01",2005,"05-01-06","01-06","Q1","2005-Q1",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",6,"No","No"
2005-01-07 00:00:00.000,"No","2005-01",2005,"05-01-07","01-07","Q1","2005-Q1",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",7,"No","No"
2005-01-08 00:00:00.000,"No","2005-01",2005,"05-01-08","01-08","Q1","2005-Q1",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",8,"No","No"
2005-01-09 00:00:00.000,"No","2005-01",2005,"05-01-09","01-09","Q1","2005-Q1",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",9,"No","No"
2005-01-10 00:00:00.000,"No","2005-01",2005,"05-01-10","01-10","Q1","2005-Q1",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",10,"No","No"
2005-01-11 00:00:00.000,"No","2005-01",2005,"05-01-11","01-11","Q1","2005-Q1",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",11,"No","No"
2005-01-12 00:00:00.000,"No","2005-01",2005,"05-01-12","01-12","Q1","2005-Q1",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",12,"No","No"
2005-01-13 00:00:00.000,"No","2005-01",2005,"05-01-13","01-13","Q1","2005-Q1",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",13,"No","No"
2005-01-14 00:00:00.000,"No","2005-01",2005,"05-01-14","01-14","Q1","2005-Q1",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",14,"No","No"
2005-01-15 00:00:00.000,"No","2005-01",2005,"05-01-15","01-15","Q1","2005-Q1",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",15,"No","No"
2005-01-16 00:00:00.000,"No","2005-01",2005,"05-01-16","01-16","Q1","2005-Q1",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",16,"No","No"
2005-01-17 00:00:00.000,"No","2005-01",2005,"05-01-17","01-17","Q1","2005-Q1",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",17,"No","No"
2005-01-18 00:00:00.000,"No","2005-01",2005,"05-01-18","01-18","Q1","2005-Q1",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",18,"No","No"
2005-01-19 00:00:00.000,"No","2005-01",2005,"05-01-19","01-19","Q1","2005-Q1",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",19,"No","No"
2005-01-20 00:00:00.000,"No","2005-01",2005,"05-01-20","01-20","Q1","2005-Q1",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",20,"No","No"
2005-01-21 00:00:00.000,"No","2005-01",2005,"05-01-21","01-21","Q1","2005-Q1",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",21,"No","No"
2005-01-22 00:00:00.000,"No","2005-01",2005,"05-01-22","01-22","Q1","2005-Q1",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",22,"No","No"
2005-01-23 00:00:00.000,"No","2005-01",2005,"05-01-23","01-23","Q1","2005-Q1",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",23,"No","No"
2005-01-24 00:00:00.000,"No","2005-01",2005,"05-01-24","01-24","Q1","2005-Q1",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",24,"No","No"
2005-01-25 00:00:00.000,"No","2005-01",2005,"05-01-25","01-25","Q1","2005-Q1",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",25,"No","No"
2005-01-26 00:00:00.000,"No","2005-01",2005,"05-01-26","01-26","Q1","2005-Q1",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",26,"No","No"
2005-01-27 00:00:00.000,"No","2005-01",2005,"05-01-27","01-27","Q1","2005-Q1",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",27,"No","No"
2005-01-28 00:00:00.000,"No","2005-01",2005,"05-01-28","01-28","Q1","2005-Q1",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",28,"No","No"
2005-01-29 00:00:00.000,"No","2005-01",2005,"05-01-29","01-29","Q1","2005-Q1",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",29,"No","No"
2005-01-30 00:00:00.000,"No","2005-01",2005,"05-01-30","01-30","Q1","2005-Q1",1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",30,"No","No"
2005-01-31 00:00:00.000,"No","2005-01",2005,"05-01-31","01-31","Q1","2005-Q1",1,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",31,"No","No"
2005-02-01 00:00:00.000,"No","2005-02",2005,"05-02-01","02-01","Q1","2005-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",32,"No","No"
2005-02-02 00:00:00.000,"No","2005-02",2005,"05-02-02","02-02","Q1","2005-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",33,"No","No"
2005-02-03 00:00:00.000,"No","2005-02",2005,"05-02-03","02-03","Q1","2005-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",34,"No","No"
2005-02-04 00:00:00.000,"No","2005-02",2005,"05-02-04","02-04","Q1","2005-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",35,"No","No"
2005-02-05 00:00:00.000,"No","2005-02",2005,"05-02-05","02-05","Q1","2005-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",36,"No","No"
2005-02-06 00:00:00.000,"No","2005-02",2005,"05-02-06","02-06","Q1","2005-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",37,"No","No"
2005-02-07 00:00:00.000,"No","2005-02",2005,"05-02-07","02-07","Q1","2005-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",38,"No","No"
2005-02-08 00:00:00.000,"No","2005-02",2005,"05-02-08","02-08","Q1","2005-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",39,"No","No"
2005-02-09 00:00:00.000,"No","2005-02",2005,"05-02-09","02-09","Q1","2005-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",40,"No","No"
2005-02-10 00:00:00.000,"No","2005-02",2005,"05-02-10","02-10","Q1","2005-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",41,"No","No"
2005-02-11 00:00:00.000,"No","2005-02",2005,"05-02-11","02-11","Q1","2005-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",42,"No","No"
2005-02-12 00:00:00.000,"No","2005-02",2005,"05-02-12","02-12","Q1","2005-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",43,"No","No"
2005-02-13 00:00:00.000,"No","2005-02",2005,"05-02-13","02-13","Q1","2005-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",44,"No","No"
2005-02-14 00:00:00.000,"No","2005-02",2005,"05-02-14","02-14","Q1","2005-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",45,"No","No"
2005-02-15 00:00:00.000,"No","2005-02",2005,"05-02-15","02-15","Q1","2005-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",46,"No","No"
2005-02-16 00:00:00.000,"No","2005-02",2005,"05-02-16","02-16","Q1","2005-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",47,"No","No"
2005-02-17 00:00:00.000,"No","2005-02",2005,"05-02-17","02-17","Q1","2005-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",48,"No","No"
2005-02-18 00:00:00.000,"No","2005-02",2005,"05-02-18","02-18","Q1","2005-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",49,"No","No"
2005-02-19 00:00:00.000,"No","2005-02",2005,"05-02-19","02-19","Q1","2005-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",50,"No","No"
2005-02-20 00:00:00.000,"No","2005-02",2005,"05-02-20","02-20","Q1","2005-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",51,"No","No"
2005-02-21 00:00:00.000,"No","2005-02",2005,"05-02-21","02-21","Q1","2005-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",52,"No","No"
2005-02-22 00:00:00.000,"No","2005-02",2005,"05-02-22","02-22","Q1","2005-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",53,"No","No"
2005-02-23 00:00:00.000,"No","2005-02",2005,"05-02-23","02-23","Q1","2005-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",54,"No","No"
2005-02-24 00:00:00.000,"No","2005-02",2005,"05-02-24","02-24","Q1","2005-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",55,"No","No"
2005-02-25 00:00:00.000,"No","2005-02",2005,"05-02-25","02-25","Q1","2005-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",56,"No","No"
2005-02-26 00:00:00.000,"No","2005-02",2005,"05-02-26","02-26","Q1","2005-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",57,"No","No"
2005-02-27 00:00:00.000,"No","2005-02",2005,"05-02-27","02-27","Q1","2005-Q1",2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",58,"No","No"
2005-02-28 00:00:00.000,"No","2005-02",2005,"05-02-28","02-28","Q1","2005-Q1",2,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",59,"No","No"
2005-03-01 00:00:00.000,"No","2005-03",2005,"05-03-01","03-01","Q1","2005-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",60,"No","No"
2005-03-02 00:00:00.000,"No","2005-03",2005,"05-03-02","03-02","Q1","2005-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",61,"No","No"
2005-03-03 00:00:00.000,"No","2005-03",2005,"05-03-03","03-03","Q1","2005-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",62,"No","No"
2005-03-04 00:00:00.000,"No","2005-03",2005,"05-03-04","03-04","Q1","2005-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",63,"No","No"
2005-03-05 00:00:00.000,"No","2005-03",2005,"05-03-05","03-05","Q1","2005-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",64,"No","No"
2005-03-06 00:00:00.000,"No","2005-03",2005,"05-03-06","03-06","Q1","2005-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",65,"No","No"
2005-03-07 00:00:00.000,"No","2005-03",2005,"05-03-07","03-07","Q1","2005-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",66,"No","No"
2005-03-08 00:00:00.000,"No","2005-03",2005,"05-03-08","03-08","Q1","2005-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",67,"No","No"
2005-03-09 00:00:00.000,"No","2005-03",2005,"05-03-09","03-09","Q1","2005-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",68,"No","No"
2005-03-10 00:00:00.000,"No","2005-03",2005,"05-03-10","03-10","Q1","2005-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",69,"No","No"
2005-03-11 00:00:00.000,"No","2005-03",2005,"05-03-11","03-11","Q1","2005-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",70,"No","No"
2005-03-12 00:00:00.000,"No","2005-03",2005,"05-03-12","03-12","Q1","2005-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",71,"No","No"
2005-03-13 00:00:00.000,"No","2005-03",2005,"05-03-13","03-13","Q1","2005-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",72,"No","No"
2005-03-14 00:00:00.000,"No","2005-03",2005,"05-03-14","03-14","Q1","2005-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",73,"No","No"
2005-03-15 00:00:00.000,"No","2005-03",2005,"05-03-15","03-15","Q1","2005-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",74,"No","No"
2005-03-16 00:00:00.000,"No","2005-03",2005,"05-03-16","03-16","Q1","2005-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",75,"No","No"
2005-03-17 00:00:00.000,"No","2005-03",2005,"05-03-17","03-17","Q1","2005-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",76,"No","No"
2005-03-18 00:00:00.000,"No","2005-03",2005,"05-03-18","03-18","Q1","2005-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",77,"No","No"
2005-03-19 00:00:00.000,"No","2005-03",2005,"05-03-19","03-19","Q1","2005-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",78,"No","No"
2005-03-20 00:00:00.000,"No","2005-03",2005,"05-03-20","03-20","Q1","2005-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",79,"No","No"
2005-03-21 00:00:00.000,"No","2005-03",2005,"05-03-21","03-21","Q1","2005-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",80,"No","No"
2005-03-22 00:00:00.000,"No","2005-03",2005,"05-03-22","03-22","Q1","2005-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",81,"No","No"
2005-03-23 00:00:00.000,"No","2005-03",2005,"05-03-23","03-23","Q1","2005-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",82,"No","No"
2005-03-24 00:00:00.000,"No","2005-03",2005,"05-03-24","03-24","Q1","2005-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",83,"No","No"
2005-03-25 00:00:00.000,"No","2005-03",2005,"05-03-25","03-25","Q1","2005-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",84,"No","No"
2005-03-26 00:00:00.000,"No","2005-03",2005,"05-03-26","03-26","Q1","2005-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",85,"No","No"
2005-03-27 00:00:00.000,"No","2005-03",2005,"05-03-27","03-27","Q1","2005-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",86,"No","No"
2005-03-28 00:00:00.000,"No","2005-03",2005,"05-03-28","03-28","Q1","2005-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",87,"No","No"
2005-03-29 00:00:00.000,"No","2005-03",2005,"05-03-29","03-29","Q1","2005-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",88,"No","No"
2005-03-30 00:00:00.000,"No","2005-03",2005,"05-03-30","03-30","Q1","2005-Q1",3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",89,"No","No"
2005-03-31 00:00:00.000,"No","2005-03",2005,"05-03-31","03-31","Q1","2005-Q1",3,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",90,"No","No"
2005-04-01 00:00:00.000,"No","2005-04",2005,"05-04-01","04-01","Q2","2005-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",91,"No","No"
2005-04-02 00:00:00.000,"No","2005-04",2005,"05-04-02","04-02","Q2","2005-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",92,"No","No"
2005-04-03 00:00:00.000,"No","2005-04",2005,"05-04-03","04-03","Q2","2005-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",93,"No","No"
2005-04-04 00:00:00.000,"No","2005-04",2005,"05-04-04","04-04","Q2","2005-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",94,"No","No"
2005-04-05 00:00:00.000,"No","2005-04",2005,"05-04-05","04-05","Q2","2005-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",95,"No","No"
2005-04-06 00:00:00.000,"No","2005-04",2005,"05-04-06","04-06","Q2","2005-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",96,"No","No"
2005-04-07 00:00:00.000,"No","2005-04",2005,"05-04-07","04-07","Q2","2005-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",97,"No","No"
2005-04-08 00:00:00.000,"No","2005-04",2005,"05-04-08","04-08","Q2","2005-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",98,"No","No"
2005-04-09 00:00:00.000,"No","2005-04",2005,"05-04-09","04-09","Q2","2005-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",99,"No","No"
2005-04-10 00:00:00.000,"No","2005-04",2005,"05-04-10","04-10","Q2","2005-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",100,"No","No"
2005-04-11 00:00:00.000,"No","2005-04",2005,"05-04-11","04-11","Q2","2005-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",101,"No","No"
2005-04-12 00:00:00.000,"No","2005-04",2005,"05-04-12","04-12","Q2","2005-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",102,"No","No"
2005-04-13 00:00:00.000,"No","2005-04",2005,"05-04-13","04-13","Q2","2005-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",103,"No","No"
2005-04-14 00:00:00.000,"No","2005-04",2005,"05-04-14","04-14","Q2","2005-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",104,"No","No"
2005-04-15 00:00:00.000,"No","2005-04",2005,"05-04-15","04-15","Q2","2005-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",105,"No","No"
2005-04-16 00:00:00.000,"No","2005-04",2005,"05-04-16","04-16","Q2","2005-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",106,"No","No"
2005-04-17 00:00:00.000,"No","2005-04",2005,"05-04-17","04-17","Q2","2005-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",107,"No","No"
2005-04-18 00:00:00.000,"No","2005-04",2005,"05-04-18","04-18","Q2","2005-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",108,"No","No"
2005-04-19 00:00:00.000,"No","2005-04",2005,"05-04-19","04-19","Q2","2005-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",109,"No","No"
2005-04-20 00:00:00.000,"No","2005-04",2005,"05-04-20","04-20","Q2","2005-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",110,"No","No"
2005-04-21 00:00:00.000,"No","2005-04",2005,"05-04-21","04-21","Q2","2005-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",111,"No","No"
2005-04-22 00:00:00.000,"No","2005-04",2005,"05-04-22","04-22","Q2","2005-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",112,"No","No"
2005-04-23 00:00:00.000,"No","2005-04",2005,"05-04-23","04-23","Q2","2005-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",113,"No","No"
2005-04-24 00:00:00.000,"No","2005-04",2005,"05-04-24","04-24","Q2","2005-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",114,"No","No"
2005-04-25 00:00:00.000,"No","2005-04",2005,"05-04-25","04-25","Q2","2005-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",115,"No","No"
2005-04-26 00:00:00.000,"No","2005-04",2005,"05-04-26","04-26","Q2","2005-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",116,"No","No"
2005-04-27 00:00:00.000,"No","2005-04",2005,"05-04-27","04-27","Q2","2005-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",117,"No","No"
2005-04-28 00:00:00.000,"No","2005-04",2005,"05-04-28","04-28","Q2","2005-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",118,"No","No"
2005-04-29 00:00:00.000,"No","2005-04",2005,"05-04-29","04-29","Q2","2005-Q2",4,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",119,"No","No"
2005-04-30 00:00:00.000,"No","2005-04",2005,"05-04-30","04-30","Q2","2005-Q2",4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",120,"No","No"
2005-05-01 00:00:00.000,"No","2005-05",2005,"05-05-01","05-01","Q2","2005-Q2",5,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",121,"No","No"
