DateKey,FullDateAlternateKey,DayNumberOfWeek,EnglishDayNameOfWeek,SpanishDayNameOfWeek,FrenchDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,SpanishMonthName,FrenchMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
20091123,2009-11-23 00:00:00.000,2,"Monday","Lunes","Lundi",23,327,48,"November","Noviembre","Novembre",11,4,2009,2,2,2010,1
20091124,2009-11-24 00:00:00.000,3,"Tuesday","Martes","Mardi",24,328,48,"November","Noviembre","Novembre",11,4,2009,2,2,2010,1
20091125,2009-11-25 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",25,329,48,"November","Noviembre","Novembre",11,4,2009,2,2,2010,1
20091126,2009-11-26 00:00:00.000,5,"Thursday","Jueves","Jeudi",26,330,48,"November","Noviembre","Novembre",11,4,2009,2,2,2010,1
20091127,2009-11-27 00:00:00.000,6,"Friday","Viernes","Vendredi",27,331,48,"November","Noviembre","Novembre",11,4,2009,2,2,2010,1
20091128,2009-11-28 00:00:00.000,7,"Saturday","Sábado","Samedi",28,332,48,"November","Noviembre","Novembre",11,4,2009,2,2,2010,1
20091129,2009-11-29 00:00:00.000,1,"Sunday","Domingo","Dimanche",29,333,49,"November","Noviembre","Novembre",11,4,2009,2,2,2010,1
20091130,2009-11-30 00:00:00.000,2,"Monday","Lunes","Lundi",30,334,49,"November","Noviembre","Novembre",11,4,2009,2,2,2010,1
20091201,2009-12-01 00:00:00.000,3,"Tuesday","Martes","Mardi",1,335,49,"December","Diciembre","Décembre",12,4,2009,2,2,2010,1
20091202,2009-12-02 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",2,336,49,"December","Diciembre","Décembre",12,4,2009,2,2,2010,1
20091203,2009-12-03 00:00:00.000,5,"Thursday","Jueves","Jeudi",3,337,49,"December","Diciembre","Décembre",12,4,2009,2,2,2010,1
20091204,2009-12-04 00:00:00.000,6,"Friday","Viernes","Vendredi",4,338,49,"December","Diciembre","Décembre",12,4,2009,2,2,2010,1
20091205,2009-12-05 00:00:00.000,7,"Saturday","Sábado","Samedi",5,339,49,"December","Diciembre","Décembre",12,4,2009,2,2,2010,1
20091206,2009-12-06 00:00:00.000,1,"Sunday","Domingo","Dimanche",6,340,50,"December","Diciembre","Décembre",12,4,2009,2,2,2010,1
20091207,2009-12-07 00:00:00.000,2,"Monday","Lunes","Lundi",7,341,50,"December","Diciembre","Décembre",12,4,2009,2,2,2010,1
20091208,2009-12-08 00:00:00.000,3,"Tuesday","Martes","Mardi",8,342,50,"December","Diciembre","Décembre",12,4,2009,2,2,2010,1
20091209,2009-12-09 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",9,343,50,"December","Diciembre","Décembre",12,4,2009,2,2,2010,1
20091210,2009-12-10 00:00:00.000,5,"Thursday","Jueves","Jeudi",10,344,50,"December","Diciembre","Décembre",12,4,2009,2,2,2010,1
20091211,2009-12-11 00:00:00.000,6,"Friday","Viernes","Vendredi",11,345,50,"December","Diciembre","Décembre",12,4,2009,2,2,2010,1
20091212,2009-12-12 00:00:00.000,7,"Saturday","Sábado","Samedi",12,346,50,"December","Diciembre","Décembre",12,4,2009,2,2,2010,1
20091213,2009-12-13 00:00:00.000,1,"Sunday","Domingo","Dimanche",13,347,51,"December","Diciembre","Décembre",12,4,2009,2,2,2010,1
20091214,2009-12-14 00:00:00.000,2,"Monday","Lunes","Lundi",14,348,51,"December","Diciembre","Décembre",12,4,2009,2,2,2010,1
20091215,2009-12-15 00:00:00.000,3,"Tuesday","Martes","Mardi",15,349,51,"December","Diciembre","Décembre",12,4,2009,2,2,2010,1
20091216,2009-12-16 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",16,350,51,"December","Diciembre","Décembre",12,4,2009,2,2,2010,1
20091217,2009-12-17 00:00:00.000,5,"Thursday","Jueves","Jeudi",17,351,51,"December","Diciembre","Décembre",12,4,2009,2,2,2010,1
20091218,2009-12-18 00:00:00.000,6,"Friday","Viernes","Vendredi",18,352,51,"December","Diciembre","Décembre",12,4,2009,2,2,2010,1
20091219,2009-12-19 00:00:00.000,7,"Saturday","Sábado","Samedi",19,353,51,"December","Diciembre","Décembre",12,4,2009,2,2,2010,1
20091220,2009-12-20 00:00:00.000,1,"Sunday","Domingo","Dimanche",20,354,52,"December","Diciembre","Décembre",12,4,2009,2,2,2010,1
20091221,2009-12-21 00:00:00.000,2,"Monday","Lunes","Lundi",21,355,52,"December","Diciembre","Décembre",12,4,2009,2,2,2010,1
20091222,2009-12-22 00:00:00.000,3,"Tuesday","Martes","Mardi",22,356,52,"December","Diciembre","Décembre",12,4,2009,2,2,2010,1
20091223,2009-12-23 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",23,357,52,"December","Diciembre","Décembre",12,4,2009,2,2,2010,1
20091224,2009-12-24 00:00:00.000,5,"Thursday","Jueves","Jeudi",24,358,52,"December","Diciembre","Décembre",12,4,2009,2,2,2010,1
20091225,2009-12-25 00:00:00.000,6,"Friday","Viernes","Vendredi",25,359,52,"December","Diciembre","Décembre",12,4,2009,2,2,2010,1
20091226,2009-12-26 00:00:00.000,7,"Saturday","Sábado","Samedi",26,360,52,"December","Diciembre","Décembre",12,4,2009,2,2,2010,1
20091227,2009-12-27 00:00:00.000,1,"Sunday","Domingo","Dimanche",27,361,53,"December","Diciembre","Décembre",12,4,2009,2,2,2010,1
20091228,2009-12-28 00:00:00.000,2,"Monday","Lunes","Lundi",28,362,53,"December","Diciembre","Décembre",12,4,2009,2,2,2010,1
20091229,2009-12-29 00:00:00.000,3,"Tuesday","Martes","Mardi",29,363,53,"December","Diciembre","Décembre",12,4,2009,2,2,2010,1
20091230,2009-12-30 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",30,364,53,"December","Diciembre","Décembre",12,4,2009,2,2,2010,1
20091231,2009-12-31 00:00:00.000,5,"Thursday","Jueves","Jeudi",31,365,53,"December","Diciembre","Décembre",12,4,2009,2,2,2010,1
20071001,2007-10-01 00:00:00.000,2,"Monday","Lunes","Lundi",1,274,40,"October","Octubre","Octobre",10,4,2007,2,2,2008,1
20071002,2007-10-02 00:00:00.000,3,"Tuesday","Martes","Mardi",2,275,40,"October","Octubre","Octobre",10,4,2007,2,2,2008,1
20071003,2007-10-03 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",3,276,40,"October","Octubre","Octobre",10,4,2007,2,2,2008,1
20071004,2007-10-04 00:00:00.000,5,"Thursday","Jueves","Jeudi",4,277,40,"October","Octubre","Octobre",10,4,2007,2,2,2008,1
20071005,2007-10-05 00:00:00.000,6,"Friday","Viernes","Vendredi",5,278,40,"October","Octubre","Octobre",10,4,2007,2,2,2008,1
20071006,2007-10-06 00:00:00.000,7,"Saturday","Sábado","Samedi",6,279,40,"October","Octubre","Octobre",10,4,2007,2,2,2008,1
20071007,2007-10-07 00:00:00.000,1,"Sunday","Domingo","Dimanche",7,280,41,"October","Octubre","Octobre",10,4,2007,2,2,2008,1
20071008,2007-10-08 00:00:00.000,2,"Monday","Lunes","Lundi",8,281,41,"October","Octubre","Octobre",10,4,2007,2,2,2008,1
20071009,2007-10-09 00:00:00.000,3,"Tuesday","Martes","Mardi",9,282,41,"October","Octubre","Octobre",10,4,2007,2,2,2008,1
20071010,2007-10-10 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",10,283,41,"October","Octubre","Octobre",10,4,2007,2,2,2008,1
20071011,2007-10-11 00:00:00.000,5,"Thursday","Jueves","Jeudi",11,284,41,"October","Octubre","Octobre",10,4,2007,2,2,2008,1
20071012,2007-10-12 00:00:00.000,6,"Friday","Viernes","Vendredi",12,285,41,"October","Octubre","Octobre",10,4,2007,2,2,2008,1
20071013,2007-10-13 00:00:00.000,7,"Saturday","Sábado","Samedi",13,286,41,"October","Octubre","Octobre",10,4,2007,2,2,2008,1
20071014,2007-10-14 00:00:00.000,1,"Sunday","Domingo","Dimanche",14,287,42,"October","Octubre","Octobre",10,4,2007,2,2,2008,1
20071015,2007-10-15 00:00:00.000,2,"Monday","Lunes","Lundi",15,288,42,"October","Octubre","Octobre",10,4,2007,2,2,2008,1
20071016,2007-10-16 00:00:00.000,3,"Tuesday","Martes","Mardi",16,289,42,"October","Octubre","Octobre",10,4,2007,2,2,2008,1
20071017,2007-10-17 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",17,290,42,"October","Octubre","Octobre",10,4,2007,2,2,2008,1
20071018,2007-10-18 00:00:00.000,5,"Thursday","Jueves","Jeudi",18,291,42,"October","Octubre","Octobre",10,4,2007,2,2,2008,1
20071019,2007-10-19 00:00:00.000,6,"Friday","Viernes","Vendredi",19,292,42,"October","Octubre","Octobre",10,4,2007,2,2,2008,1
20071020,2007-10-20 00:00:00.000,7,"Saturday","Sábado","Samedi",20,293,42,"October","Octubre","Octobre",10,4,2007,2,2,2008,1
20071021,2007-10-21 00:00:00.000,1,"Sunday","Domingo","Dimanche",21,294,43,"October","Octubre","Octobre",10,4,2007,2,2,2008,1
20071022,2007-10-22 00:00:00.000,2,"Monday","Lunes","Lundi",22,295,43,"October","Octubre","Octobre",10,4,2007,2,2,2008,1
20071023,2007-10-23 00:00:00.000,3,"Tuesday","Martes","Mardi",23,296,43,"October","Octubre","Octobre",10,4,2007,2,2,2008,1
20071024,2007-10-24 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",24,297,43,"October","Octubre","Octobre",10,4,2007,2,2,2008,1
20071025,2007-10-25 00:00:00.000,5,"Thursday","Jueves","Jeudi",25,298,43,"October","Octubre","Octobre",10,4,2007,2,2,2008,1
20071026,2007-10-26 00:00:00.000,6,"Friday","Viernes","Vendredi",26,299,43,"October","Octubre","Octobre",10,4,2007,2,2,2008,1
20071027,2007-10-27 00:00:00.000,7,"Saturday","Sábado","Samedi",27,300,43,"October","Octubre","Octobre",10,4,2007,2,2,2008,1
20071028,2007-10-28 00:00:00.000,1,"Sunday","Domingo","Dimanche",28,301,44,"October","Octubre","Octobre",10,4,2007,2,2,2008,1
20071029,2007-10-29 00:00:00.000,2,"Monday","Lunes","Lundi",29,302,44,"October","Octubre","Octobre",10,4,2007,2,2,2008,1
20071030,2007-10-30 00:00:00.000,3,"Tuesday","Martes","Mardi",30,303,44,"October","Octubre","Octobre",10,4,2007,2,2,2008,1
20071031,2007-10-31 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",31,304,44,"October","Octubre","Octobre",10,4,2007,2,2,2008,1
20071101,2007-11-01 00:00:00.000,5,"Thursday","Jueves","Jeudi",1,305,44,"November","Noviembre","Novembre",11,4,2007,2,2,2008,1
20071102,2007-11-02 00:00:00.000,6,"Friday","Viernes","Vendredi",2,306,44,"November","Noviembre","Novembre",11,4,2007,2,2,2008,1
20071103,2007-11-03 00:00:00.000,7,"Saturday","Sábado","Samedi",3,307,44,"November","Noviembre","Novembre",11,4,2007,2,2,2008,1
20071104,2007-11-04 00:00:00.000,1,"Sunday","Domingo","Dimanche",4,308,45,"November","Noviembre","Novembre",11,4,2007,2,2,2008,1
20071105,2007-11-05 00:00:00.000,2,"Monday","Lunes","Lundi",5,309,45,"November","Noviembre","Novembre",11,4,2007,2,2,2008,1
20071106,2007-11-06 00:00:00.000,3,"Tuesday","Martes","Mardi",6,310,45,"November","Noviembre","Novembre",11,4,2007,2,2,2008,1
20071107,2007-11-07 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",7,311,45,"November","Noviembre","Novembre",11,4,2007,2,2,2008,1
20071108,2007-11-08 00:00:00.000,5,"Thursday","Jueves","Jeudi",8,312,45,"November","Noviembre","Novembre",11,4,2007,2,2,2008,1
20071109,2007-11-09 00:00:00.000,6,"Friday","Viernes","Vendredi",9,313,45,"November","Noviembre","Novembre",11,4,2007,2,2,2008,1
20071110,2007-11-10 00:00:00.000,7,"Saturday","Sábado","Samedi",10,314,45,"November","Noviembre","Novembre",11,4,2007,2,2,2008,1
20071111,2007-11-11 00:00:00.000,1,"Sunday","Domingo","Dimanche",11,315,46,"November","Noviembre","Novembre",11,4,2007,2,2,2008,1
20071112,2007-11-12 00:00:00.000,2,"Monday","Lunes","Lundi",12,316,46,"November","Noviembre","Novembre",11,4,2007,2,2,2008,1
20071113,2007-11-13 00:00:00.000,3,"Tuesday","Martes","Mardi",13,317,46,"November","Noviembre","Novembre",11,4,2007,2,2,2008,1
20071114,2007-11-14 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",14,318,46,"November","Noviembre","Novembre",11,4,2007,2,2,2008,1
20071115,2007-11-15 00:00:00.000,5,"Thursday","Jueves","Jeudi",15,319,46,"November","Noviembre","Novembre",11,4,2007,2,2,2008,1
20071116,2007-11-16 00:00:00.000,6,"Friday","Viernes","Vendredi",16,320,46,"November","Noviembre","Novembre",11,4,2007,2,2,2008,1
20071117,2007-11-17 00:00:00.000,7,"Saturday","Sábado","Samedi",17,321,46,"November","Noviembre","Novembre",11,4,2007,2,2,2008,1
20071118,2007-11-18 00:00:00.000,1,"Sunday","Domingo","Dimanche",18,322,47,"November","Noviembre","Novembre",11,4,2007,2,2,2008,1
20071119,2007-11-19 00:00:00.000,2,"Monday","Lunes","Lundi",19,323,47,"November","Noviembre","Novembre",11,4,2007,2,2,2008,1
20071120,2007-11-20 00:00:00.000,3,"Tuesday","Martes","Mardi",20,324,47,"November","Noviembre","Novembre",11,4,2007,2,2,2008,1
20071121,2007-11-21 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",21,325,47,"November","Noviembre","Novembre",11,4,2007,2,2,2008,1
20071122,2007-11-22 00:00:00.000,5,"Thursday","Jueves","Jeudi",22,326,47,"November","Noviembre","Novembre",11,4,2007,2,2,2008,1
20071123,2007-11-23 00:00:00.000,6,"Friday","Viernes","Vendredi",23,327,47,"November","Noviembre","Novembre",11,4,2007,2,2,2008,1
20071124,2007-11-24 00:00:00.000,7,"Saturday","Sábado","Samedi",24,328,47,"November","Noviembre","Novembre",11,4,2007,2,2,2008,1
20071125,2007-11-25 00:00:00.000,1,"Sunday","Domingo","Dimanche",25,329,48,"November","Noviembre","Novembre",11,4,2007,2,2,2008,1
20071126,2007-11-26 00:00:00.000,2,"Monday","Lunes","Lundi",26,330,48,"November","Noviembre","Novembre",11,4,2007,2,2,2008,1
20071127,2007-11-27 00:00:00.000,3,"Tuesday","Martes","Mardi",27,331,48,"November","Noviembre","Novembre",11,4,2007,2,2,2008,1
20071128,2007-11-28 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",28,332,48,"November","Noviembre","Novembre",11,4,2007,2,2,2008,1
20071129,2007-11-29 00:00:00.000,5,"Thursday","Jueves","Jeudi",29,333,48,"November","Noviembre","Novembre",11,4,2007,2,2,2008,1
20071130,2007-11-30 00:00:00.000,6,"Friday","Viernes","Vendredi",30,334,48,"November","Noviembre","Novembre",11,4,2007,2,2,2008,1
20071201,2007-12-01 00:00:00.000,7,"Saturday","Sábado","Samedi",1,335,48,"December","Diciembre","Décembre",12,4,2007,2,2,2008,1
20071202,2007-12-02 00:00:00.000,1,"Sunday","Domingo","Dimanche",2,336,49,"December","Diciembre","Décembre",12,4,2007,2,2,2008,1
20071203,2007-12-03 00:00:00.000,2,"Monday","Lunes","Lundi",3,337,49,"December","Diciembre","Décembre",12,4,2007,2,2,2008,1
20071204,2007-12-04 00:00:00.000,3,"Tuesday","Martes","Mardi",4,338,49,"December","Diciembre","Décembre",12,4,2007,2,2,2008,1
20071205,2007-12-05 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",5,339,49,"December","Diciembre","Décembre",12,4,2007,2,2,2008,1
20071206,2007-12-06 00:00:00.000,5,"Thursday","Jueves","Jeudi",6,340,49,"December","Diciembre","Décembre",12,4,2007,2,2,2008,1
20071207,2007-12-07 00:00:00.000,6,"Friday","Viernes","Vendredi",7,341,49,"December","Diciembre","Décembre",12,4,2007,2,2,2008,1
20071208,2007-12-08 00:00:00.000,7,"Saturday","Sábado","Samedi",8,342,49,"December","Diciembre","Décembre",12,4,2007,2,2,2008,1
20071209,2007-12-09 00:00:00.000,1,"Sunday","Domingo","Dimanche",9,343,50,"December","Diciembre","Décembre",12,4,2007,2,2,2008,1
20071210,2007-12-10 00:00:00.000,2,"Monday","Lunes","Lundi",10,344,50,"December","Diciembre","Décembre",12,4,2007,2,2,2008,1
20071211,2007-12-11 00:00:00.000,3,"Tuesday","Martes","Mardi",11,345,50,"December","Diciembre","Décembre",12,4,2007,2,2,2008,1
20071212,2007-12-12 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",12,346,50,"December","Diciembre","Décembre",12,4,2007,2,2,2008,1
20071213,2007-12-13 00:00:00.000,5,"Thursday","Jueves","Jeudi",13,347,50,"December","Diciembre","Décembre",12,4,2007,2,2,2008,1
20071214,2007-12-14 00:00:00.000,6,"Friday","Viernes","Vendredi",14,348,50,"December","Diciembre","Décembre",12,4,2007,2,2,2008,1
20071215,2007-12-15 00:00:00.000,7,"Saturday","Sábado","Samedi",15,349,50,"December","Diciembre","Décembre",12,4,2007,2,2,2008,1
20071216,2007-12-16 00:00:00.000,1,"Sunday","Domingo","Dimanche",16,350,51,"December","Diciembre","Décembre",12,4,2007,2,2,2008,1
20071217,2007-12-17 00:00:00.000,2,"Monday","Lunes","Lundi",17,351,51,"December","Diciembre","Décembre",12,4,2007,2,2,2008,1
20071218,2007-12-18 00:00:00.000,3,"Tuesday","Martes","Mardi",18,352,51,"December","Diciembre","Décembre",12,4,2007,2,2,2008,1
20071219,2007-12-19 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",19,353,51,"December","Diciembre","Décembre",12,4,2007,2,2,2008,1
20071220,2007-12-20 00:00:00.000,5,"Thursday","Jueves","Jeudi",20,354,51,"December","Diciembre","Décembre",12,4,2007,2,2,2008,1
20071221,2007-12-21 00:00:00.000,6,"Friday","Viernes","Vendredi",21,355,51,"December","Diciembre","Décembre",12,4,2007,2,2,2008,1
20071222,2007-12-22 00:00:00.000,7,"Saturday","Sábado","Samedi",22,356,51,"December","Diciembre","Décembre",12,4,2007,2,2,2008,1
20071223,2007-12-23 00:00:00.000,1,"Sunday","Domingo","Dimanche",23,357,52,"December","Diciembre","Décembre",12,4,2007,2,2,2008,1
20071224,2007-12-24 00:00:00.000,2,"Monday","Lunes","Lundi",24,358,52,"December","Diciembre","Décembre",12,4,2007,2,2,2008,1
20071225,2007-12-25 00:00:00.000,3,"Tuesday","Martes","Mardi",25,359,52,"December","Diciembre","Décembre",12,4,2007,2,2,2008,1
20071226,2007-12-26 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",26,360,52,"December","Diciembre","Décembre",12,4,2007,2,2,2008,1
20071227,2007-12-27 00:00:00.000,5,"Thursday","Jueves","Jeudi",27,361,52,"December","Diciembre","Décembre",12,4,2007,2,2,2008,1
20071228,2007-12-28 00:00:00.000,6,"Friday","Viernes","Vendredi",28,362,52,"December","Diciembre","Décembre",12,4,2007,2,2,2008,1
20071229,2007-12-29 00:00:00.000,7,"Saturday","Sábado","Samedi",29,363,52,"December","Diciembre","Décembre",12,4,2007,2,2,2008,1
20071230,2007-12-30 00:00:00.000,1,"Sunday","Domingo","Dimanche",30,364,53,"December","Diciembre","Décembre",12,4,2007,2,2,2008,1
20071231,2007-12-31 00:00:00.000,2,"Monday","Lunes","Lundi",31,365,53,"December","Diciembre","Décembre",12,4,2007,2,2,2008,1
20070701,2007-07-01 00:00:00.000,1,"Sunday","Domingo","Dimanche",1,182,27,"July","Julio","Juillet",7,3,2007,2,1,2008,1
20070702,2007-07-02 00:00:00.000,2,"Monday","Lunes","Lundi",2,183,27,"July","Julio","Juillet",7,3,2007,2,1,2008,1
20070703,2007-07-03 00:00:00.000,3,"Tuesday","Martes","Mardi",3,184,27,"July","Julio","Juillet",7,3,2007,2,1,2008,1
20070704,2007-07-04 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",4,185,27,"July","Julio","Juillet",7,3,2007,2,1,2008,1
20070705,2007-07-05 00:00:00.000,5,"Thursday","Jueves","Jeudi",5,186,27,"July","Julio","Juillet",7,3,2007,2,1,2008,1
20070706,2007-07-06 00:00:00.000,6,"Friday","Viernes","Vendredi",6,187,27,"July","Julio","Juillet",7,3,2007,2,1,2008,1
20070707,2007-07-07 00:00:00.000,7,"Saturday","Sábado","Samedi",7,188,27,"July","Julio","Juillet",7,3,2007,2,1,2008,1
20070708,2007-07-08 00:00:00.000,1,"Sunday","Domingo","Dimanche",8,189,28,"July","Julio","Juillet",7,3,2007,2,1,2008,1
20070709,2007-07-09 00:00:00.000,2,"Monday","Lunes","Lundi",9,190,28,"July","Julio","Juillet",7,3,2007,2,1,2008,1
20070710,2007-07-10 00:00:00.000,3,"Tuesday","Martes","Mardi",10,191,28,"July","Julio","Juillet",7,3,2007,2,1,2008,1
20070711,2007-07-11 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",11,192,28,"July","Julio","Juillet",7,3,2007,2,1,2008,1
20070712,2007-07-12 00:00:00.000,5,"Thursday","Jueves","Jeudi",12,193,28,"July","Julio","Juillet",7,3,2007,2,1,2008,1
20070713,2007-07-13 00:00:00.000,6,"Friday","Viernes","Vendredi",13,194,28,"July","Julio","Juillet",7,3,2007,2,1,2008,1
20070714,2007-07-14 00:00:00.000,7,"Saturday","Sábado","Samedi",14,195,28,"July","Julio","Juillet",7,3,2007,2,1,2008,1
20070715,2007-07-15 00:00:00.000,1,"Sunday","Domingo","Dimanche",15,196,29,"July","Julio","Juillet",7,3,2007,2,1,2008,1
20070716,2007-07-16 00:00:00.000,2,"Monday","Lunes","Lundi",16,197,29,"July","Julio","Juillet",7,3,2007,2,1,2008,1
20070717,2007-07-17 00:00:00.000,3,"Tuesday","Martes","Mardi",17,198,29,"July","Julio","Juillet",7,3,2007,2,1,2008,1
20070718,2007-07-18 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",18,199,29,"July","Julio","Juillet",7,3,2007,2,1,2008,1
20070719,2007-07-19 00:00:00.000,5,"Thursday","Jueves","Jeudi",19,200,29,"July","Julio","Juillet",7,3,2007,2,1,2008,1
20070720,2007-07-20 00:00:00.000,6,"Friday","Viernes","Vendredi",20,201,29,"July","Julio","Juillet",7,3,2007,2,1,2008,1
20070721,2007-07-21 00:00:00.000,7,"Saturday","Sábado","Samedi",21,202,29,"July","Julio","Juillet",7,3,2007,2,1,2008,1
20070722,2007-07-22 00:00:00.000,1,"Sunday","Domingo","Dimanche",22,203,30,"July","Julio","Juillet",7,3,2007,2,1,2008,1
20070723,2007-07-23 00:00:00.000,2,"Monday","Lunes","Lundi",23,204,30,"July","Julio","Juillet",7,3,2007,2,1,2008,1
20070724,2007-07-24 00:00:00.000,3,"Tuesday","Martes","Mardi",24,205,30,"July","Julio","Juillet",7,3,2007,2,1,2008,1
20070725,2007-07-25 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",25,206,30,"July","Julio","Juillet",7,3,2007,2,1,2008,1
20070726,2007-07-26 00:00:00.000,5,"Thursday","Jueves","Jeudi",26,207,30,"July","Julio","Juillet",7,3,2007,2,1,2008,1
20070727,2007-07-27 00:00:00.000,6,"Friday","Viernes","Vendredi",27,208,30,"July","Julio","Juillet",7,3,2007,2,1,2008,1
20070728,2007-07-28 00:00:00.000,7,"Saturday","Sábado","Samedi",28,209,30,"July","Julio","Juillet",7,3,2007,2,1,2008,1
20070729,2007-07-29 00:00:00.000,1,"Sunday","Domingo","Dimanche",29,210,31,"July","Julio","Juillet",7,3,2007,2,1,2008,1
20070730,2007-07-30 00:00:00.000,2,"Monday","Lunes","Lundi",30,211,31,"July","Julio","Juillet",7,3,2007,2,1,2008,1
20070731,2007-07-31 00:00:00.000,3,"Tuesday","Martes","Mardi",31,212,31,"July","Julio","Juillet",7,3,2007,2,1,2008,1
20070801,2007-08-01 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",1,213,31,"August","Agosto","Août",8,3,2007,2,1,2008,1
20070802,2007-08-02 00:00:00.000,5,"Thursday","Jueves","Jeudi",2,214,31,"August","Agosto","Août",8,3,2007,2,1,2008,1
20070803,2007-08-03 00:00:00.000,6,"Friday","Viernes","Vendredi",3,215,31,"August","Agosto","Août",8,3,2007,2,1,2008,1
20070804,2007-08-04 00:00:00.000,7,"Saturday","Sábado","Samedi",4,216,31,"August","Agosto","Août",8,3,2007,2,1,2008,1
20070805,2007-08-05 00:00:00.000,1,"Sunday","Domingo","Dimanche",5,217,32,"August","Agosto","Août",8,3,2007,2,1,2008,1
20070806,2007-08-06 00:00:00.000,2,"Monday","Lunes","Lundi",6,218,32,"August","Agosto","Août",8,3,2007,2,1,2008,1
20070807,2007-08-07 00:00:00.000,3,"Tuesday","Martes","Mardi",7,219,32,"August","Agosto","Août",8,3,2007,2,1,2008,1
20070808,2007-08-08 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",8,220,32,"August","Agosto","Août",8,3,2007,2,1,2008,1
20070809,2007-08-09 00:00:00.000,5,"Thursday","Jueves","Jeudi",9,221,32,"August","Agosto","Août",8,3,2007,2,1,2008,1
20070810,2007-08-10 00:00:00.000,6,"Friday","Viernes","Vendredi",10,222,32,"August","Agosto","Août",8,3,2007,2,1,2008,1
20070811,2007-08-11 00:00:00.000,7,"Saturday","Sábado","Samedi",11,223,32,"August","Agosto","Août",8,3,2007,2,1,2008,1
20070812,2007-08-12 00:00:00.000,1,"Sunday","Domingo","Dimanche",12,224,33,"August","Agosto","Août",8,3,2007,2,1,2008,1
20070813,2007-08-13 00:00:00.000,2,"Monday","Lunes","Lundi",13,225,33,"August","Agosto","Août",8,3,2007,2,1,2008,1
20070814,2007-08-14 00:00:00.000,3,"Tuesday","Martes","Mardi",14,226,33,"August","Agosto","Août",8,3,2007,2,1,2008,1
20070815,2007-08-15 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",15,227,33,"August","Agosto","Août",8,3,2007,2,1,2008,1
20070816,2007-08-16 00:00:00.000,5,"Thursday","Jueves","Jeudi",16,228,33,"August","Agosto","Août",8,3,2007,2,1,2008,1
20070817,2007-08-17 00:00:00.000,6,"Friday","Viernes","Vendredi",17,229,33,"August","Agosto","Août",8,3,2007,2,1,2008,1
20070818,2007-08-18 00:00:00.000,7,"Saturday","Sábado","Samedi",18,230,33,"August","Agosto","Août",8,3,2007,2,1,2008,1
20070819,2007-08-19 00:00:00.000,1,"Sunday","Domingo","Dimanche",19,231,34,"August","Agosto","Août",8,3,2007,2,1,2008,1
20070820,2007-08-20 00:00:00.000,2,"Monday","Lunes","Lundi",20,232,34,"August","Agosto","Août",8,3,2007,2,1,2008,1
20070821,2007-08-21 00:00:00.000,3,"Tuesday","Martes","Mardi",21,233,34,"August","Agosto","Août",8,3,2007,2,1,2008,1
20070822,2007-08-22 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",22,234,34,"August","Agosto","Août",8,3,2007,2,1,2008,1
20070823,2007-08-23 00:00:00.000,5,"Thursday","Jueves","Jeudi",23,235,34,"August","Agosto","Août",8,3,2007,2,1,2008,1
20070824,2007-08-24 00:00:00.000,6,"Friday","Viernes","Vendredi",24,236,34,"August","Agosto","Août",8,3,2007,2,1,2008,1
20070825,2007-08-25 00:00:00.000,7,"Saturday","Sábado","Samedi",25,237,34,"August","Agosto","Août",8,3,2007,2,1,2008,1
20070826,2007-08-26 00:00:00.000,1,"Sunday","Domingo","Dimanche",26,238,35,"August","Agosto","Août",8,3,2007,2,1,2008,1
20070827,2007-08-27 00:00:00.000,2,"Monday","Lunes","Lundi",27,239,35,"August","Agosto","Août",8,3,2007,2,1,2008,1
20070828,2007-08-28 00:00:00.000,3,"Tuesday","Martes","Mardi",28,240,35,"August","Agosto","Août",8,3,2007,2,1,2008,1
