OrderNumber,OrderDate,Customer Name Index,Channel Index,Currency Index,Warehouse Index,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost,D_RANK,Cummulative Sales %
"SO - 000362",2012-02-27 00:00:00.000,17,3,1,4,47,7,7,114.64,802.51,85.98,4197,0.85863290343421794
"SO - 000405",2012-03-09 00:00:00.000,17,3,1,4,47,7,5,442.94,2214.72,296.77,1427,0.48990303528386059
"SO - 000426",2012-03-15 00:00:00.000,17,3,1,4,50,7,3,129.53,388.6,64.77,5952,0.96093703669896235
"SO - 000495",2012-04-03 00:00:00.000,17,3,1,4,50,7,8,711.69,5693.51,348.73,54,0.033373112347818638
"SO - 000556",2012-04-18 00:00:00.000,17,3,1,4,47,7,7,563.54,3944.81,281.77,341,0.16762775292624807
"SO - 000571",2012-04-20 00:00:00.000,17,3,1,4,47,7,8,442.94,3543.56,287.91,499,0.22828744868678078
"SO - 000678",2012-05-12 00:00:00.000,17,3,1,4,47,7,8,618.63,4949.07,507.28,163,0.090206685228384612
"SO - 000814",2012-06-06 00:00:00.000,17,3,1,4,47,7,5,290.33,1451.67,162.59,2428,0.67132993116412476
"SO - 000914",2012-06-27 00:00:00.000,17,3,1,4,47,7,3,120.6,361.8,74.77,6092,0.96632160936574263
"SO - 0001606",2012-12-02 00:00:00.000,17,3,1,4,50,7,4,121.34,485.38,80.09,5523,0.94238289951859455
"SO - 0001680",2012-12-20 00:00:00.000,17,3,1,4,47,7,5,199.51,997.56,139.66,3449,0.79255241325545833
"SO - 0002258",2013-04-26 00:00:00.000,17,3,1,4,50,7,7,110.92,776.46,78.75,4280,0.864756106880224
"SO - 0002269",2013-04-29 00:00:00.000,17,3,1,4,47,7,2,588.86,1177.71,288.54,2967,0.74053849860212428
"SO - 0002366",2013-05-20 00:00:00.000,17,3,1,4,50,7,9,21.59,194.3,15.76,6935,0.98830783735054317
"SO - 0002444",2013-06-07 00:00:00.000,17,3,1,4,50,7,8,101.99,815.91,48.95,4131,0.85316396028691
"SO - 0002559",2013-07-07 00:00:00.000,17,3,1,4,47,7,5,25.31,126.56,18.98,7289,0.99403421554345761
"SO - 0002907",2013-09-22 00:00:00.000,17,3,1,4,47,7,2,425.82,851.64,323.62,3948,0.83824067033618488
"SO - 0003062",2013-10-26 00:00:00.000,17,3,1,4,47,7,3,254.6,763.8,206.23,4315,0.86789552501749523
"SO - 0003222",2013-12-06 00:00:00.000,17,3,1,4,47,7,4,260.56,1042.22,114.64,3306,0.77894741952604729
"SO - 0003352",2014-01-05 00:00:00.000,17,3,1,4,47,7,6,199.51,1197.07,139.66,2930,0.73629087259109782
"SO - 0003435",2014-01-24 00:00:00.000,17,3,1,4,50,7,9,23.82,214.4,13.34,6801,0.98596298916942582
"SO - 0003570",2014-02-21 00:00:00.000,17,3,1,4,47,7,2,119.11,238.22,76.23,6638,0.98209389891967558
"SO - 0003598",2014-02-28 00:00:00.000,17,3,1,4,47,7,2,129.53,259.07,60.88,6473,0.97792353954358024
"SO - 0003619",2014-03-06 00:00:00.000,17,3,1,4,50,7,3,282.14,846.43,231.36,3977,0.84035181901295275
"SO - 0003624",2014-03-09 00:00:00.000,17,3,1,4,47,7,5,343.19,1715.94,157.87,2100,0.61841915575538642
"SO - 0003804",2014-04-18 00:00:00.000,17,3,1,4,47,7,9,119.86,1078.7,53.94,3201,0.76736504955172669
"SO - 0003912",2014-05-12 00:00:00.000,17,3,1,4,47,7,2,375.2,750.4,225.12,4378,0.87339039685295561
"SO - 0004050",2014-06-09 00:00:00.000,17,3,1,4,47,7,5,97.52,487.61,72.17,5517,0.94199635936819071
"SO - 0004151",2014-06-30 00:00:00.000,17,3,1,4,47,7,3,326.81,980.43,176.48,3504,0.79786883617109539
"SO - 0004330",2014-08-13 00:00:00.000,17,3,1,4,47,7,1,621.61,621.61,435.13,4869,0.90644586510830627
"SO - 0004400",2014-08-27 00:00:00.000,17,3,1,4,47,7,5,283.63,1418.17,167.34,2473,0.67702999855980761
"SO - 0004401",2014-08-27 00:00:00.000,17,3,1,4,47,7,4,113.9,455.6,56.95,5619,0.94718352095214142
"SO - 0004586",2014-10-10 00:00:00.000,17,3,1,4,47,7,5,119.11,595.56,64.32,5014,0.91555293446418085
"SO - 0004752",2014-11-14 00:00:00.000,17,3,1,4,47,7,5,128.04,640.22,83.23,4801,0.90162547351026567
"SO - 0004782",2014-11-20 00:00:00.000,17,3,1,4,50,7,9,260.56,2345,132.88,1307,0.46139972899948511
"SO - 0004822",2014-11-28 00:00:00.000,17,3,1,4,47,7,9,110.18,991.6,90.35,3467,0.79482675435104166
"SO - 0004833",2014-11-30 00:00:00.000,17,3,1,4,47,7,8,205.47,1643.73,168.48,2211,0.63754257277250526
"SO - 0005117",2015-02-01 00:00:00.000,17,3,1,4,47,7,8,189.09,1512.71,113.45,2360,0.66058538012217116
"SO - 0005178",2015-02-17 00:00:00.000,17,3,1,4,50,7,1,206.96,206.96,132.45,6862,0.98683658604946689
"SO - 0005263",2015-03-10 00:00:00.000,17,3,1,4,50,7,4,215.89,863.56,168.39,3870,0.83159248881975734
"SO - 0005268",2015-03-11 00:00:00.000,17,3,1,4,47,7,9,113.9,1025.1,62.65,3366,0.785213966615393
"SO - 0005407",2015-04-12 00:00:00.000,17,3,1,4,47,7,6,437.73,2626.4,245.13,1071,0.40382234398039568
"SO - 0005421",2015-04-15 00:00:00.000,17,3,1,4,50,7,8,444.43,3555.47,311.1,487,0.22475904350789885
"SO - 0005729",2015-06-29 00:00:00.000,17,3,1,4,50,7,5,425.08,2125.39,204.04,1553,0.51579768985687591
"SO - 0005882",2015-08-09 00:00:00.000,17,3,1,4,47,7,7,704.99,4934.92,415.94,166,0.091681426260026816
"SO - 0006093",2015-09-28 00:00:00.000,17,3,1,4,50,7,6,686.38,4118.27,562.83,282,0.14415521913973545
"SO - 0006286",2015-11-07 00:00:00.000,17,3,1,4,47,7,3,587.37,1762.1,334.8,1981,0.59905179393425834
"SO - 0006510",2015-12-25 00:00:00.000,17,3,1,4,50,7,8,26.06,208.44,17.46,6838,0.98650619702712
"SO - 0006554",2016-01-04 00:00:00.000,17,3,1,4,47,7,6,247.16,1482.93,140.88,2394,0.6655019278776203
"SO - 0006646",2016-01-20 00:00:00.000,17,3,1,4,47,7,1,205.47,205.47,100.68,6866,0.98691836933311106
"SO - 0006807",2016-02-28 00:00:00.000,17,3,1,4,50,7,8,191.32,1530.58,149.23,2344,0.6583144491510956
"SO - 0007172",2016-05-17 00:00:00.000,17,3,1,4,50,7,8,21.59,172.71,10.58,7054,0.99057937133750829
"SO - 0007383",2016-07-09 00:00:00.000,17,3,1,4,47,7,3,428.06,1284.17,248.27,2778,0.71796371815394022
"SO - 0007464",2016-07-28 00:00:00.000,17,3,1,4,50,7,2,119.86,239.71,85.1,6627,0.9817381792496862
"SO - 0007596",2016-09-07 00:00:00.000,17,3,1,4,50,7,7,246.41,1724.88,128.13,2074,0.61396744468864661
"SO - 0007969",2016-11-29 00:00:00.000,17,3,1,4,47,7,3,208.44,625.33,148,4852,0.90526958410423952
"SO - 000117",2012-01-04 00:00:00.000,18,3,1,4,51,7,6,137.72,826.33,100.54,4075,0.84851031253294584
"SO - 000253",2012-02-07 00:00:00.000,18,3,1,4,51,7,6,189.09,1134.53,128.58,3066,0.75248925158010427
"SO - 000270",2012-02-10 00:00:00.000,18,3,1,4,51,7,8,27.54,220.36,21.76,6763,0.98497456652123316
"SO - 000440",2012-03-21 00:00:00.000,18,3,1,4,50,7,4,432.52,1730.09,341.69,2056,0.61156117446335945
"SO - 000445",2012-03-22 00:00:00.000,18,3,1,4,51,7,8,20.1,160.8,8.24,7112,0.99153623714925021
"SO - 000526",2012-04-10 00:00:00.000,18,3,1,4,51,7,6,195.04,1170.27,101.42,2981,0.74287291341427064
"SO - 000602",2012-04-26 00:00:00.000,18,3,1,4,50,7,7,117.62,823.36,71.75,4084,0.84998572524070193
"SO - 000808",2012-06-04 00:00:00.000,18,3,1,4,51,7,4,444.43,1777.73,297.77,1928,0.59025045263905085
"SO - 000861",2012-06-16 00:00:00.000,18,3,1,4,50,7,5,593.32,2966.61,314.46,871,0.347460053889082
"SO - 0001075",2012-08-04 00:00:00.000,18,3,1,4,51,7,6,264.28,1585.67,153.28,2272,0.64715810194177492
"SO - 0001102",2012-08-12 00:00:00.000,18,3,1,4,51,7,8,254.6,2036.8,178.22,1647,0.5354046897942778
"SO - 0001113",2012-08-16 00:00:00.000,18,3,1,4,50,7,2,376.69,753.38,214.71,4373,0.87204632817037731
"SO - 0001265",2012-09-21 00:00:00.000,18,3,1,4,50,7,5,26.8,134,18.49,7246,0.9935206271097784
"SO - 0001337",2012-10-06 00:00:00.000,18,3,1,4,51,7,1,29.78,29.78,14,7918,0.9998165169920884
"SO - 0001338",2012-10-07 00:00:00.000,18,3,1,4,50,7,2,122.09,244.18,101.33,6600,0.98123482118953043
"SO - 0001368",2012-10-15 00:00:00.000,18,3,1,4,50,7,3,268.74,806.23,147.81,4183,0.85703385953322431
"SO - 0001377",2012-10-16 00:00:00.000,18,3,1,4,50,7,9,353.61,3182.5,187.41,703,0.29600624148909244
"SO - 0001401",2012-10-21 00:00:00.000,18,3,1,4,50,7,2,190.58,381.16,104.82,5996,0.96269638530901958
"SO - 0001405",2012-10-21 00:00:00.000,18,3,1,4,51,7,8,104.97,839.73,73.48,4005,0.84337026579439867
"SO - 0001435",2012-10-26 00:00:00.000,18,3,1,4,51,7,6,249.39,1496.33,117.21,2375,0.66298016717359776
"SO - 0001524",2012-11-14 00:00:00.000,18,3,1,4,51,7,3,105.71,317.13,89.85,6262,0.9717915177365033
"SO - 0001598",2012-12-01 00:00:00.000,18,3,1,4,51,7,6,29.03,174.2,23.23,7036,0.99039032585629461
"SO - 0001657",2012-12-13 00:00:00.000,18,3,1,4,51,7,3,337.98,1013.93,172.37,3395,0.78724133091123438
"SO - 0001934",2013-02-12 00:00:00.000,18,3,1,4,50,7,1,317.88,317.88,193.91,6261,0.97172840406360206
"SO - 0001955",2013-02-17 00:00:00.000,18,3,1,4,50,7,6,725.83,4355,442.76,244,0.12770608106815853
"SO - 0002024",2013-03-05 00:00:00.000,18,3,1,4,51,7,1,437.73,437.73,358.94,5714,0.95111320235783159
"SO - 0002044",2013-03-10 00:00:00.000,18,3,1,4,50,7,9,23.82,214.4,15.01,6801,0.98596298916942582
"SO - 0002072",2013-03-14 00:00:00.000,18,3,1,4,50,7,1,279.91,279.91,190.34,6380,0.97528576893129371
"SO - 0002081",2013-03-16 00:00:00.000,18,3,1,4,50,7,4,424.33,1697.33,347.95,2141,0.62657008470972209
"SO - 0002087",2013-03-19 00:00:00.000,18,3,1,4,50,7,1,266.51,266.51,146.58,6439,0.97688163058012079
"SO - 0002197",2013-04-12 00:00:00.000,18,3,1,4,50,7,4,432.52,1730.09,263.84,2056,0.61156117446335945
"SO - 0002220",2013-04-16 00:00:00.000,18,3,1,4,50,7,3,118.37,355.1,87.59,6116,0.96710350205716678
"SO - 0002378",2013-05-22 00:00:00.000,18,3,1,4,51,7,8,436.99,3495.91,244.71,540,0.24297464299081123
"SO - 0002458",2013-06-09 00:00:00.000,18,3,1,4,51,7,1,272.47,272.47,158.03,6405,0.9759998084041408
"SO - 0002497",2013-06-17 00:00:00.000,18,3,1,4,50,7,4,219.61,878.44,94.43,3783,0.82388238139659631
"SO - 0002556",2013-07-07 00:00:00.000,18,3,1,4,50,7,8,267.26,2138.04,109.57,1529,0.51155695474524165
"SO - 0002592",2013-07-16 00:00:00.000,18,3,1,4,51,7,7,104.97,734.77,86.07,4448,0.87745275369514264
"SO - 0002614",2013-07-19 00:00:00.000,18,3,1,4,50,7,9,123.58,1112.2,54.37,3126,0.75951724056458425
"SO - 0002645",2013-07-26 00:00:00.000,18,3,1,4,51,7,3,25.31,75.93,10.63,7761,0.99898454711482942
"SO - 0002760",2013-08-21 00:00:00.000,18,3,1,4,51,7,3,415.4,1246.2,307.4,2846,0.72665304775514528
"SO - 0002949",2013-10-01 00:00:00.000,18,3,1,4,50,7,4,434.01,1736.04,177.94,2047,0.60949299216129937
"SO - 0003017",2013-10-15 00:00:00.000,18,3,1,4,51,7,9,371.48,3343.3,282.32,670,0.28529384134379704
"SO - 0003047",2013-10-23 00:00:00.000,18,3,1,4,51,7,1,370.73,370.73,307.71,6060,0.96505161909547366
"SO - 0003154",2013-11-17 00:00:00.000,18,3,1,4,51,7,6,273.96,1643.73,219.16,2211,0.63754257277250526
"SO - 0003241",2013-12-10 00:00:00.000,18,3,1,4,50,7,1,125.07,125.07,75.04,7305,0.99432082819945722
"SO - 0003276",2013-12-19 00:00:00.000,18,3,1,4,51,7,4,685.63,2742.53,445.66,965,0.37408689612600743
"SO - 0003323",2013-12-29 00:00:00.000,18,3,1,4,50,7,9,444.43,3999.9,306.66,305,0.15459708705273897
"SO - 0003448",2014-01-27 00:00:00.000,18,3,1,4,50,7,4,119.11,476.44,91.72,5551,0.94372066837676127
"SO - 0003470",2014-01-31 00:00:00.000,18,3,1,4,51,7,4,642.46,2569.82,411.17,1154,0.42395559469007077
"SO - 0003545",2014-02-17 00:00:00.000,18,3,1,4,50,7,5,712.43,3562.17,520.08,479,0.22015673270563663
"SO - 0003691",2014-03-23 00:00:00.000,18,3,1,4,50,7,7,432.52,3027.66,268.16,814,0.33076498285219824
"SO - 0003706",2014-03-27 00:00:00.000,18,3,1,4,50,7,6,107.2,643.2,69.68,4786,0.901115595713963
"SO - 0003903",2014-05-10 00:00:00.000,18,3,1,4,51,7,9,370.73,3336.6,274.34,671,0.28562585831002918
"SO - 0003915",2014-05-12 00:00:00.000,18,3,1,4,50,7,8,121.34,970.76,57.03,3517,0.80009599077582372
"SO - 0003988",2014-05-29 00:00:00.000,18,3,1,4,51,7,9,285.87,2572.8,131.5,1147,0.42318844504058079
"SO - 0004077",2014-06-14 00:00:00.000,18,3,1,4,50,7,6,23.82,142.93,10.72,7203,0.99282215062126256
"SO - 0004088",2014-06-16 00:00:00.000,18,3,1,4,51,7,9,216.63,1949.7,99.65,1762,0.5579888060429089
"SO - 0004104",2014-06-19 00:00:00.000,18,3,1,4,50,7,3,426.57,1279.7,273,2796,0.71974928700933749
"SO - 0004123",2014-06-24 00:00:00.000,18,3,1,4,50,7,6,19.36,116.13,12,7425,0.99579630160683286
"SO - 0004223",2014-07-19 00:00:00.000,18,3,1,4,51,7,3,193.56,580.67,133.55,5111,0.92081520834411867
"SO - 0004238",2014-07-23 00:00:00.000,18,3,1,4,51,7,5,717.64,3588.22,523.88,469,0.21588903203694457
"SO - 0004349",2014-08-18 00:00:00.000,18,3,1,4,50,7,4,113.9,455.6,76.31,5619,0.94718352095214142
"SO - 0004493",2014-09-19 00:00:00.000,18,3,1,4,51,7,8,116.13,929.07,82.45,3619,0.80906370475186229
"SO - 0004659",2014-10-24 00:00:00.000,18,3,1,4,51,7,1,281.4,281.4,230.75,6374,0.97514635384691439
"SO - 0004673",2014-10-26 00:00:00.000,18,3,1,4,51,7,4,581.41,2325.64,436.06,1325,0.4653462271849188
"SO - 0004687",2014-10-29 00:00:00.000,18,3,1,4,50,7,8,118.37,946.93,85.22,3578,0.8057067919184141
"SO - 0004772",2014-11-18 00:00:00.000,18,3,1,4,51,7,6,441.46,2648.73,309.02,1043,0.39464476355868405
"SO - 0004794",2014-11-23 00:00:00.000,18,3,1,4,50,7,1,432.52,432.52,315.74,5763,0.95318790539111431
"SO - 0005012",2015-01-09 00:00:00.000,18,3,1,4,51,7,3,275.44,826.33,192.81,4075,0.84851031253294584
"SO - 0005026",2015-01-12 00:00:00.000,18,3,1,4,51,7,2,285.12,570.24,216.69,5173,0.92379083204176116
"SO - 0005256",2015-03-09 00:00:00.000,18,3,1,4,50,7,7,23.08,161.54,10.62,7105,0.99136022815510294
"SO - 0005294",2015-03-18 00:00:00.000,18,3,1,4,50,7,4,23.82,95.29,15.48,7651,0.99808013174452548
"SO - 0005321",2015-03-24 00:00:00.000,18,3,1,4,51,7,2,257.58,515.16,157.12,5383,0.93538676290805511
"SO - 0005339",2015-03-28 00:00:00.000,18,3,1,4,50,7,2,606.72,1213.44,418.64,2913,0.73413342901132417
"SO - 0005375",2015-04-05 00:00:00.000,18,3,1,4,50,7,9,445.18,4006.6,302.72,302,0.15260698535755227
"SO - 0005431",2015-04-17 00:00:00.000,18,3,1,4,51,7,6,612.68,3676.07,281.83,449,0.2086720712068546
"SO - 0005483",2015-04-29 00:00:00.000,18,3,1,4,51,7,2,647.67,1295.33,414.51,2732,0.71270507530532134
"SO - 0005504",2015-05-04 00:00:00.000,18,3,1,4,50,7,7,440.71,3084.98,176.28,759,0.31585370048024053
"SO - 0005547",2015-05-16 00:00:00.000,18,3,1,4,51,7,7,291.08,2037.54,206.67,1641,0.5347966587235875
"SO - 0005562",2015-05-20 00:00:00.000,18,3,1,4,50,7,1,439.22,439.22,219.61,5703,0.95059021443885894
"SO - 0005670",2015-06-15 00:00:00.000,18,3,1,4,51,7,1,432.52,432.52,259.51,5763,0.95318790539111431
"SO - 0005687",2015-06-19 00:00:00.000,18,3,1,4,50,7,1,266.51,266.51,159.91,6439,0.97688163058012079
"SO - 0005774",2015-07-11 00:00:00.000,18,3,1,4,50,7,8,23.82,190.58,13.58,6956,0.98880438710259222
"SO - 0005838",2015-07-29 00:00:00.000,18,3,1,4,50,7,2,428.8,857.6,313.02,3898,0.83526711938127673
"SO - 0005898",2015-08-13 00:00:00.000,18,3,1,4,50,7,9,29.03,261.3,19.45,6456,0.97756188623704554
"SO - 0005953",2015-08-26 00:00:00.000,18,3,1,4,50,7,6,245.67,1474,137.57,2407,0.66756136644928943
"SO - 0006052",2015-09-17 00:00:00.000,18,3,1,4,51,7,9,140.7,1266.3,92.86,2818,0.72265884165917693
"SO - 0006109",2015-09-30 00:00:00.000,18,3,1,4,50,7,4,271.72,1086.89,108.69,3187,0.76542695150897733
"SO - 0006161",2015-10-12 00:00:00.000,18,3,1,4,51,7,1,123.58,123.58,90.21,7330,0.9944812065441242
"SO - 0006198",2015-10-21 00:00:00.000,18,3,1,4,51,7,8,189.09,1512.71,113.45,2360,0.66058538012217116
"SO - 0006212",2015-10-24 00:00:00.000,18,3,1,4,50,7,1,112.41,112.41,93.3,7489,0.996340926452359
"SO - 0006329",2015-11-17 00:00:00.000,18,3,1,4,50,7,7,301.5,2110.5,177.88,1565,0.51874702663910455
"SO - 0006359",2015-11-24 00:00:00.000,18,3,1,4,51,7,5,217.38,1086.89,171.73,3187,0.76542695150897733
"SO - 0006393",2015-11-30 00:00:00.000,18,3,1,4,50,7,4,218.87,875.47,107.24,3795,0.826758169146801
"SO - 0006410",2015-12-03 00:00:00.000,18,3,1,4,51,7,7,287.36,2011.49,120.69,1673,0.54083474438719692
"SO - 0006703",2016-02-04 00:00:00.000,18,3,1,4,51,7,3,587.37,1762.1,258.44,1981,0.59905179393425834
"SO - 0006904",2016-03-20 00:00:00.000,18,3,1,4,51,7,8,608.96,4871.64,456.72,170,0.093628710841864624
"SO - 0006927",2016-03-26 00:00:00.000,18,3,1,4,50,7,8,566.52,4532.18,339.91,224,0.11931320840709546
"SO - 0006931",2016-03-27 00:00:00.000,18,3,1,4,51,7,6,119.86,719.13,52.74,4487,0.88127294194348849
"SO - 0007076",2016-04-26 00:00:00.000,18,3,1,4,51,7,2,122.09,244.18,103.78,6600,0.98123482118953043
"SO - 0007142",2016-05-11 00:00:00.000,18,3,1,4,50,7,6,211.42,1268.53,103.6,2813,0.72215474226760634
"SO - 0007156",2016-05-13 00:00:00.000,18,3,1,4,50,7,2,265.77,531.53,127.57,5330,0.93258032298016591
"SO - 0007182",2016-05-19 00:00:00.000,18,3,1,4,51,7,4,116.88,467.51,90,5580,0.944894880618397
"SO - 0007192",2016-05-21 00:00:00.000,18,3,1,4,51,7,6,28.29,169.73,19.24,7071,0.990817160603086
"SO - 0007458",2016-07-27 00:00:00.000,18,3,1,4,51,7,7,123.58,865.04,70.44,3852,0.83047502077131041
"SO - 0007470",2016-07-30 00:00:00.000,18,3,1,4,51,7,3,564.29,1692.87,457.07,2151,0.62774970220269322
"SO - 0007502",2016-08-08 00:00:00.000,18,3,1,4,51,7,9,221.84,1996.6,157.51,1698,0.54562143476060065
"SO - 0007540",2016-08-21 00:00:00.000,18,3,1,4,51,7,2,189.83,379.67,153.76,6005,0.96318752582943024
"SO - 0007555",2016-08-26 00:00:00.000,18,3,1,4,50,7,5,189.83,949.17,115.8,3571,0.80467000162448143
"SO - 0007599",2016-09-07 00:00:00.000,18,3,1,4,51,7,8,106.46,851.64,67.07,3948,0.83824067033618488
"SO - 0007713",2016-10-02 00:00:00.000,18,3,1,4,50,7,6,415.4,2492.4,207.7,1225,0.44239698183024789
"SO - 0007801",2016-10-22 00:00:00.000,18,3,1,4,50,7,9,297.03,2673.3,139.61,1011,0.38643589831044151
"SO - 0007821",2016-10-26 00:00:00.000,18,3,1,4,51,7,4,263.53,1054.13,155.48,3269,0.77477861445823337
"SO - 0008029",2016-12-13 00:00:00.000,18,3,1,4,51,7,5,376.69,1883.44,192.11,1823,0.5694123509857687
"SO - 0008064",2016-12-22 00:00:00.000,18,3,1,4,51,7,3,104.97,314.9,76.63,6265,0.97191693111036326
"SO - 000148",2012-01-12 00:00:00.000,16,3,1,4,47,7,6,716.9,4301.4,573.52,255,0.1324415091205397
"SO - 000240",2012-02-05 00:00:00.000,16,3,1,4,44,7,7,99.01,693.08,79.21,4594,0.88800247687084721
"SO - 000254",2012-02-07 00:00:00.000,16,3,1,4,44,7,6,285.12,1710.73,242.35,2115,0.62114699664195028
"SO - 000272",2012-02-10 00:00:00.000,16,3,1,4,44,7,2,113.9,227.8,78.59,6705,0.98377954227081976
"SO - 000337",2012-02-23 00:00:00.000,16,3,1,4,47,7,1,334.26,334.26,247.35,6223,0.97049604158677882
"SO - 000395",2012-03-08 00:00:00.000,16,3,1,4,44,7,4,194.3,777.2,83.55,4277,0.86460157958081707
"SO - 000404",2012-03-09 00:00:00.000,16,3,1,4,44,7,4,431.78,1727.11,224.52,2064,0.6137958060670814
"SO - 000415",2012-03-12 00:00:00.000,16,3,1,4,47,7,5,429.54,2147.72,313.57,1517,0.50878718634302655
"SO - 000464",2012-03-27 00:00:00.000,16,3,1,4,47,7,7,426.57,2985.97,187.69,853,0.34242572499057955
"SO - 000516",2012-04-06 00:00:00.000,16,3,1,4,44,7,1,303.73,303.73,136.68,6283,0.97265022629355469
"SO - 000641",2012-05-04 00:00:00.000,16,3,1,4,44,7,4,125.81,503.24,79.26,5425,0.93766064925403247
"SO - 000647",2012-05-05 00:00:00.000,16,3,1,4,47,7,6,415.4,2492.4,228.47,1225,0.44239698183024789
"SO - 000680",2012-05-13 00:00:00.000,16,3,1,4,47,7,2,186.86,373.71,136.4,6049,0.9643856596914826
"SO - 0001303",2012-09-30 00:00:00.000,16,3,1,4,47,7,2,361.06,722.11,299.68,4482,0.87976968502680986
"SO - 0001333",2012-10-06 00:00:00.000,16,3,1,4,44,7,6,126.56,759.33,54.42,4341,0.87031816025814723
"SO - 0001362",2012-10-14 00:00:00.000,16,3,1,4,44,7,7,125.81,880.68,57.87,3769,0.82292011431382184
"SO - 0002079",2013-03-16 00:00:00.000,16,3,1,4,44,7,5,118.37,591.83,58,5050,0.91691033915161879
"SO - 0002132",2013-03-28 00:00:00.000,16,3,1,4,44,7,6,197.28,1183.67,80.88,2949,0.73912938878496626
"SO - 0002298",2013-05-04 00:00:00.000,16,3,1,4,47,7,4,341.7,1366.8,287.03,2529,0.68477772681088434
"SO - 0002380",2013-05-22 00:00:00.000,16,3,1,4,47,7,2,107.2,214.4,91.12,6801,0.98596298916942582
"SO - 0002424",2013-06-01 00:00:00.000,16,3,1,4,47,7,8,250.88,2007.02,185.65,1683,0.54283321665937811
"SO - 0002821",2013-09-04 00:00:00.000,16,3,1,4,44,7,2,215.14,430.29,122.63,5783,0.95387438425162008
"SO - 0003451",2014-01-28 00:00:00.000,16,3,1,4,44,7,4,708.71,2834.84,432.31,924,0.36271275967809552
"SO - 0003458",2014-01-29 00:00:00.000,16,3,1,4,47,7,4,97.52,390.09,69.24,5943,0.96062761392213047
"SO - 0003468",2014-01-31 00:00:00.000,16,3,1,4,47,7,6,27.54,165.27,22.04,7096,0.9912315578983969
"SO - 0003596",2014-02-28 00:00:00.000,16,3,1,4,44,7,6,118.37,710.2,68.65,4523,0.8835417255411504
"SO - 0003674",2014-03-19 00:00:00.000,16,3,1,4,44,7,6,81.89,491.33,45.04,5489,0.941316395268453
"SO - 0003681",2014-03-20 00:00:00.000,16,3,1,4,44,7,5,29.78,148.89,17.27,7163,0.99240190725607025
"SO - 0003805",2014-04-18 00:00:00.000,16,3,1,4,44,7,2,127.3,254.6,103.11,6496,0.97856038701217585
"SO - 0004262",2014-07-27 00:00:00.000,16,3,1,4,44,7,2,587.37,1174.73,287.81,2972,0.74147424791191685
"SO - 0004618",2014-10-17 00:00:00.000,16,3,1,4,44,7,3,703.5,2110.5,527.62,1565,0.51874702663910455
"SO - 0004776",2014-11-19 00:00:00.000,16,3,1,4,44,7,2,113.9,227.8,45.56,6705,0.98377954227081976
"SO - 0004883",2014-12-13 00:00:00.000,16,3,1,4,47,7,4,436.99,1747.96,301.52,2020,0.60481097479842993
"SO - 0004992",2015-01-05 00:00:00.000,16,3,1,4,47,7,2,364.03,728.07,287.59,4462,0.87861629474470893
"SO - 0005047",2015-01-17 00:00:00.000,16,3,1,4,44,7,3,666.28,1998.83,506.37,1697,0.54502540430314783
"SO - 0005078",2015-01-23 00:00:00.000,16,3,1,4,47,7,3,428.8,1286.4,295.87,2768,0.717197010318072
"SO - 0005135",2015-02-06 00:00:00.000,16,3,1,4,44,7,8,111.67,893.33,50.25,3697,0.816656823112247
"SO - 0005460",2015-04-23 00:00:00.000,16,3,1,4,47,7,2,142.93,285.87,85.76,6356,0.97472381484202564
"SO - 0005539",2015-05-13 00:00:00.000,16,3,1,4,47,7,6,92.31,553.87,76.62,5276,0.92972677318225194
"SO - 0005573",2015-05-24 00:00:00.000,16,3,1,4,44,7,3,264.28,792.83,219.35,4222,0.86045662349289187
"SO - 0005636",2015-06-07 00:00:00.000,16,3,1,4,44,7,4,103.48,413.91,60.02,5856,0.95703202322048253
"SO - 0005665",2015-06-14 00:00:00.000,16,3,1,4,47,7,6,218.12,1308.73,170.14,2689,0.7064910532880927
"SO - 0005699",2015-06-21 00:00:00.000,16,3,1,4,47,7,1,707.97,707.97,311.51,4539,0.88389418832829358
"SO - 0005714",2015-06-26 00:00:00.000,16,3,1,4,44,7,8,18.61,148.89,13.03,7163,0.99240190725607025
"SO - 0005818",2015-07-22 00:00:00.000,16,3,1,4,44,7,6,24.57,147.4,19.16,7180,0.99253391400168056
"SO - 0005941",2015-08-23 00:00:00.000,16,3,1,4,47,7,6,215.89,1295.33,105.79,2732,0.71270507530532134
"SO - 0005978",2015-09-01 00:00:00.000,16,3,1,4,44,7,1,436.24,436.24,305.37,5724,0.95146062508643026
"SO - 0006051",2015-09-17 00:00:00.000,16,3,1,4,44,7,8,25.31,202.49,19.74,6882,0.98744350562057293
"SO - 0006078",2015-09-24 00:00:00.000,16,3,1,4,47,7,3,436.99,1310.97,314.63,2677,0.70544892839320106
"SO - 0006087",2015-09-27 00:00:00.000,16,3,1,4,47,7,1,446.67,446.67,241.2,5646,0.94852292471972366
"SO - 0006097",2015-09-28 00:00:00.000,16,3,1,4,47,7,1,223.33,223.33,154.1,6736,0.98420452319153628
"SO - 0006150",2015-10-10 00:00:00.000,16,3,1,4,44,7,4,113.9,455.6,93.4,5619,0.94718352095214142
"SO - 0006159",2015-10-12 00:00:00.000,16,3,1,4,44,7,2,440.71,881.42,255.61,3764,0.82213140535368512
