Date,DateAsInteger,Year,Year Month Number,Month Name Short,Month Name Long,DayOfWeek Number,DayOfWeek,DayOfWeek Short,Quarter,Year Quarter,Period,Year Month Name,Month Name Year,Month Number,Month Name Long and Year,Month Sequence
2019-11-15 00:00:00.000,"20191115",2019,"2019-11","NOV","November",6,"Friday","Fri","Q4","2019-Q4",11,"2019 NOV","NOV 2019",11,"November 2019",24239
2019-11-16 00:00:00.000,"20191116",2019,"2019-11","NOV","November",7,"Saturday","Sat","Q4","2019-Q4",11,"2019 NOV","NOV 2019",11,"November 2019",24239
2019-11-17 00:00:00.000,"20191117",2019,"2019-11","NOV","November",1,"Sunday","Sun","Q4","2019-Q4",11,"2019 NOV","NOV 2019",11,"November 2019",24239
2019-11-18 00:00:00.000,"20191118",2019,"2019-11","NOV","November",2,"Monday","Mon","Q4","2019-Q4",11,"2019 NOV","NOV 2019",11,"November 2019",24239
2019-11-19 00:00:00.000,"20191119",2019,"2019-11","NOV","November",3,"Tuesday","Tue","Q4","2019-Q4",11,"2019 NOV","NOV 2019",11,"November 2019",24239
2019-11-20 00:00:00.000,"20191120",2019,"2019-11","NOV","November",4,"Wednesday","Wed","Q4","2019-Q4",11,"2019 NOV","NOV 2019",11,"November 2019",24239
2019-11-21 00:00:00.000,"20191121",2019,"2019-11","NOV","November",5,"Thursday","Thu","Q4","2019-Q4",11,"2019 NOV","NOV 2019",11,"November 2019",24239
2019-11-22 00:00:00.000,"20191122",2019,"2019-11","NOV","November",6,"Friday","Fri","Q4","2019-Q4",11,"2019 NOV","NOV 2019",11,"November 2019",24239
2019-11-23 00:00:00.000,"20191123",2019,"2019-11","NOV","November",7,"Saturday","Sat","Q4","2019-Q4",11,"2019 NOV","NOV 2019",11,"November 2019",24239
2019-11-24 00:00:00.000,"20191124",2019,"2019-11","NOV","November",1,"Sunday","Sun","Q4","2019-Q4",11,"2019 NOV","NOV 2019",11,"November 2019",24239
2019-11-25 00:00:00.000,"20191125",2019,"2019-11","NOV","November",2,"Monday","Mon","Q4","2019-Q4",11,"2019 NOV","NOV 2019",11,"November 2019",24239
2019-11-26 00:00:00.000,"20191126",2019,"2019-11","NOV","November",3,"Tuesday","Tue","Q4","2019-Q4",11,"2019 NOV","NOV 2019",11,"November 2019",24239
2019-11-27 00:00:00.000,"20191127",2019,"2019-11","NOV","November",4,"Wednesday","Wed","Q4","2019-Q4",11,"2019 NOV","NOV 2019",11,"November 2019",24239
2019-11-28 00:00:00.000,"20191128",2019,"2019-11","NOV","November",5,"Thursday","Thu","Q4","2019-Q4",11,"2019 NOV","NOV 2019",11,"November 2019",24239
2019-11-29 00:00:00.000,"20191129",2019,"2019-11","NOV","November",6,"Friday","Fri","Q4","2019-Q4",11,"2019 NOV","NOV 2019",11,"November 2019",24239
2019-11-30 00:00:00.000,"20191130",2019,"2019-11","NOV","November",7,"Saturday","Sat","Q4","2019-Q4",11,"2019 NOV","NOV 2019",11,"November 2019",24239
2019-12-01 00:00:00.000,"20191201",2019,"2019-12","DEC","December",1,"Sunday","Sun","Q4","2019-Q4",12,"2019 DEC","DEC 2019",12,"December 2019",24240
2019-12-02 00:00:00.000,"20191202",2019,"2019-12","DEC","December",2,"Monday","Mon","Q4","2019-Q4",12,"2019 DEC","DEC 2019",12,"December 2019",24240
2019-12-03 00:00:00.000,"20191203",2019,"2019-12","DEC","December",3,"Tuesday","Tue","Q4","2019-Q4",12,"2019 DEC","DEC 2019",12,"December 2019",24240
2019-12-04 00:00:00.000,"20191204",2019,"2019-12","DEC","December",4,"Wednesday","Wed","Q4","2019-Q4",12,"2019 DEC","DEC 2019",12,"December 2019",24240
2019-12-05 00:00:00.000,"20191205",2019,"2019-12","DEC","December",5,"Thursday","Thu","Q4","2019-Q4",12,"2019 DEC","DEC 2019",12,"December 2019",24240
2019-12-06 00:00:00.000,"20191206",2019,"2019-12","DEC","December",6,"Friday","Fri","Q4","2019-Q4",12,"2019 DEC","DEC 2019",12,"December 2019",24240
2019-12-07 00:00:00.000,"20191207",2019,"2019-12","DEC","December",7,"Saturday","Sat","Q4","2019-Q4",12,"2019 DEC","DEC 2019",12,"December 2019",24240
2019-12-08 00:00:00.000,"20191208",2019,"2019-12","DEC","December",1,"Sunday","Sun","Q4","2019-Q4",12,"2019 DEC","DEC 2019",12,"December 2019",24240
2019-12-09 00:00:00.000,"20191209",2019,"2019-12","DEC","December",2,"Monday","Mon","Q4","2019-Q4",12,"2019 DEC","DEC 2019",12,"December 2019",24240
2019-12-10 00:00:00.000,"20191210",2019,"2019-12","DEC","December",3,"Tuesday","Tue","Q4","2019-Q4",12,"2019 DEC","DEC 2019",12,"December 2019",24240
2019-12-11 00:00:00.000,"20191211",2019,"2019-12","DEC","December",4,"Wednesday","Wed","Q4","2019-Q4",12,"2019 DEC","DEC 2019",12,"December 2019",24240
2019-12-12 00:00:00.000,"20191212",2019,"2019-12","DEC","December",5,"Thursday","Thu","Q4","2019-Q4",12,"2019 DEC","DEC 2019",12,"December 2019",24240
2019-12-13 00:00:00.000,"20191213",2019,"2019-12","DEC","December",6,"Friday","Fri","Q4","2019-Q4",12,"2019 DEC","DEC 2019",12,"December 2019",24240
2019-12-14 00:00:00.000,"20191214",2019,"2019-12","DEC","December",7,"Saturday","Sat","Q4","2019-Q4",12,"2019 DEC","DEC 2019",12,"December 2019",24240
2019-12-15 00:00:00.000,"20191215",2019,"2019-12","DEC","December",1,"Sunday","Sun","Q4","2019-Q4",12,"2019 DEC","DEC 2019",12,"December 2019",24240
2019-12-16 00:00:00.000,"20191216",2019,"2019-12","DEC","December",2,"Monday","Mon","Q4","2019-Q4",12,"2019 DEC","DEC 2019",12,"December 2019",24240
2019-12-17 00:00:00.000,"20191217",2019,"2019-12","DEC","December",3,"Tuesday","Tue","Q4","2019-Q4",12,"2019 DEC","DEC 2019",12,"December 2019",24240
2019-12-18 00:00:00.000,"20191218",2019,"2019-12","DEC","December",4,"Wednesday","Wed","Q4","2019-Q4",12,"2019 DEC","DEC 2019",12,"December 2019",24240
2019-12-19 00:00:00.000,"20191219",2019,"2019-12","DEC","December",5,"Thursday","Thu","Q4","2019-Q4",12,"2019 DEC","DEC 2019",12,"December 2019",24240
2019-12-20 00:00:00.000,"20191220",2019,"2019-12","DEC","December",6,"Friday","Fri","Q4","2019-Q4",12,"2019 DEC","DEC 2019",12,"December 2019",24240
2019-12-21 00:00:00.000,"20191221",2019,"2019-12","DEC","December",7,"Saturday","Sat","Q4","2019-Q4",12,"2019 DEC","DEC 2019",12,"December 2019",24240
2019-12-22 00:00:00.000,"20191222",2019,"2019-12","DEC","December",1,"Sunday","Sun","Q4","2019-Q4",12,"2019 DEC","DEC 2019",12,"December 2019",24240
2019-12-23 00:00:00.000,"20191223",2019,"2019-12","DEC","December",2,"Monday","Mon","Q4","2019-Q4",12,"2019 DEC","DEC 2019",12,"December 2019",24240
2019-12-24 00:00:00.000,"20191224",2019,"2019-12","DEC","December",3,"Tuesday","Tue","Q4","2019-Q4",12,"2019 DEC","DEC 2019",12,"December 2019",24240
2019-12-25 00:00:00.000,"20191225",2019,"2019-12","DEC","December",4,"Wednesday","Wed","Q4","2019-Q4",12,"2019 DEC","DEC 2019",12,"December 2019",24240
2019-12-26 00:00:00.000,"20191226",2019,"2019-12","DEC","December",5,"Thursday","Thu","Q4","2019-Q4",12,"2019 DEC","DEC 2019",12,"December 2019",24240
2019-12-27 00:00:00.000,"20191227",2019,"2019-12","DEC","December",6,"Friday","Fri","Q4","2019-Q4",12,"2019 DEC","DEC 2019",12,"December 2019",24240
2019-12-28 00:00:00.000,"20191228",2019,"2019-12","DEC","December",7,"Saturday","Sat","Q4","2019-Q4",12,"2019 DEC","DEC 2019",12,"December 2019",24240
2019-12-29 00:00:00.000,"20191229",2019,"2019-12","DEC","December",1,"Sunday","Sun","Q4","2019-Q4",12,"2019 DEC","DEC 2019",12,"December 2019",24240
2019-12-30 00:00:00.000,"20191230",2019,"2019-12","DEC","December",2,"Monday","Mon","Q4","2019-Q4",12,"2019 DEC","DEC 2019",12,"December 2019",24240
2019-12-31 00:00:00.000,"20191231",2019,"2019-12","DEC","December",3,"Tuesday","Tue","Q4","2019-Q4",12,"2019 DEC","DEC 2019",12,"December 2019",24240
2019-01-01 00:00:00.000,"20190101",2019,"2019-01","JAN","January",3,"Tuesday","Tue","Q1","2019-Q1",1,"2019 JAN","JAN 2019",1,"January 2019",24229
2019-01-02 00:00:00.000,"20190102",2019,"2019-01","JAN","January",4,"Wednesday","Wed","Q1","2019-Q1",1,"2019 JAN","JAN 2019",1,"January 2019",24229
2019-01-03 00:00:00.000,"20190103",2019,"2019-01","JAN","January",5,"Thursday","Thu","Q1","2019-Q1",1,"2019 JAN","JAN 2019",1,"January 2019",24229
2019-01-04 00:00:00.000,"20190104",2019,"2019-01","JAN","January",6,"Friday","Fri","Q1","2019-Q1",1,"2019 JAN","JAN 2019",1,"January 2019",24229
2019-01-05 00:00:00.000,"20190105",2019,"2019-01","JAN","January",7,"Saturday","Sat","Q1","2019-Q1",1,"2019 JAN","JAN 2019",1,"January 2019",24229
2019-01-06 00:00:00.000,"20190106",2019,"2019-01","JAN","January",1,"Sunday","Sun","Q1","2019-Q1",1,"2019 JAN","JAN 2019",1,"January 2019",24229
2019-01-07 00:00:00.000,"20190107",2019,"2019-01","JAN","January",2,"Monday","Mon","Q1","2019-Q1",1,"2019 JAN","JAN 2019",1,"January 2019",24229
2019-01-08 00:00:00.000,"20190108",2019,"2019-01","JAN","January",3,"Tuesday","Tue","Q1","2019-Q1",1,"2019 JAN","JAN 2019",1,"January 2019",24229
2019-01-09 00:00:00.000,"20190109",2019,"2019-01","JAN","January",4,"Wednesday","Wed","Q1","2019-Q1",1,"2019 JAN","JAN 2019",1,"January 2019",24229
2019-01-10 00:00:00.000,"20190110",2019,"2019-01","JAN","January",5,"Thursday","Thu","Q1","2019-Q1",1,"2019 JAN","JAN 2019",1,"January 2019",24229
2019-01-11 00:00:00.000,"20190111",2019,"2019-01","JAN","January",6,"Friday","Fri","Q1","2019-Q1",1,"2019 JAN","JAN 2019",1,"January 2019",24229
2019-01-12 00:00:00.000,"20190112",2019,"2019-01","JAN","January",7,"Saturday","Sat","Q1","2019-Q1",1,"2019 JAN","JAN 2019",1,"January 2019",24229
2019-01-13 00:00:00.000,"20190113",2019,"2019-01","JAN","January",1,"Sunday","Sun","Q1","2019-Q1",1,"2019 JAN","JAN 2019",1,"January 2019",24229
2019-01-14 00:00:00.000,"20190114",2019,"2019-01","JAN","January",2,"Monday","Mon","Q1","2019-Q1",1,"2019 JAN","JAN 2019",1,"January 2019",24229
2019-01-15 00:00:00.000,"20190115",2019,"2019-01","JAN","January",3,"Tuesday","Tue","Q1","2019-Q1",1,"2019 JAN","JAN 2019",1,"January 2019",24229
2019-01-16 00:00:00.000,"20190116",2019,"2019-01","JAN","January",4,"Wednesday","Wed","Q1","2019-Q1",1,"2019 JAN","JAN 2019",1,"January 2019",24229
2019-01-17 00:00:00.000,"20190117",2019,"2019-01","JAN","January",5,"Thursday","Thu","Q1","2019-Q1",1,"2019 JAN","JAN 2019",1,"January 2019",24229
2019-01-18 00:00:00.000,"20190118",2019,"2019-01","JAN","January",6,"Friday","Fri","Q1","2019-Q1",1,"2019 JAN","JAN 2019",1,"January 2019",24229
2019-01-19 00:00:00.000,"20190119",2019,"2019-01","JAN","January",7,"Saturday","Sat","Q1","2019-Q1",1,"2019 JAN","JAN 2019",1,"January 2019",24229
2019-01-20 00:00:00.000,"20190120",2019,"2019-01","JAN","January",1,"Sunday","Sun","Q1","2019-Q1",1,"2019 JAN","JAN 2019",1,"January 2019",24229
2019-01-21 00:00:00.000,"20190121",2019,"2019-01","JAN","January",2,"Monday","Mon","Q1","2019-Q1",1,"2019 JAN","JAN 2019",1,"January 2019",24229
2019-01-22 00:00:00.000,"20190122",2019,"2019-01","JAN","January",3,"Tuesday","Tue","Q1","2019-Q1",1,"2019 JAN","JAN 2019",1,"January 2019",24229
2019-01-23 00:00:00.000,"20190123",2019,"2019-01","JAN","January",4,"Wednesday","Wed","Q1","2019-Q1",1,"2019 JAN","JAN 2019",1,"January 2019",24229
2019-01-24 00:00:00.000,"20190124",2019,"2019-01","JAN","January",5,"Thursday","Thu","Q1","2019-Q1",1,"2019 JAN","JAN 2019",1,"January 2019",24229
2019-01-25 00:00:00.000,"20190125",2019,"2019-01","JAN","January",6,"Friday","Fri","Q1","2019-Q1",1,"2019 JAN","JAN 2019",1,"January 2019",24229
2019-01-26 00:00:00.000,"20190126",2019,"2019-01","JAN","January",7,"Saturday","Sat","Q1","2019-Q1",1,"2019 JAN","JAN 2019",1,"January 2019",24229
2019-01-27 00:00:00.000,"20190127",2019,"2019-01","JAN","January",1,"Sunday","Sun","Q1","2019-Q1",1,"2019 JAN","JAN 2019",1,"January 2019",24229
2019-01-28 00:00:00.000,"20190128",2019,"2019-01","JAN","January",2,"Monday","Mon","Q1","2019-Q1",1,"2019 JAN","JAN 2019",1,"January 2019",24229
2019-01-29 00:00:00.000,"20190129",2019,"2019-01","JAN","January",3,"Tuesday","Tue","Q1","2019-Q1",1,"2019 JAN","JAN 2019",1,"January 2019",24229
2019-01-30 00:00:00.000,"20190130",2019,"2019-01","JAN","January",4,"Wednesday","Wed","Q1","2019-Q1",1,"2019 JAN","JAN 2019",1,"January 2019",24229
2019-01-31 00:00:00.000,"20190131",2019,"2019-01","JAN","January",5,"Thursday","Thu","Q1","2019-Q1",1,"2019 JAN","JAN 2019",1,"January 2019",24229
2019-02-01 00:00:00.000,"20190201",2019,"2019-02","FEB","February",6,"Friday","Fri","Q1","2019-Q1",2,"2019 FEB","FEB 2019",2,"February 2019",24230
2019-02-02 00:00:00.000,"20190202",2019,"2019-02","FEB","February",7,"Saturday","Sat","Q1","2019-Q1",2,"2019 FEB","FEB 2019",2,"February 2019",24230
2019-02-03 00:00:00.000,"20190203",2019,"2019-02","FEB","February",1,"Sunday","Sun","Q1","2019-Q1",2,"2019 FEB","FEB 2019",2,"February 2019",24230
2019-02-04 00:00:00.000,"20190204",2019,"2019-02","FEB","February",2,"Monday","Mon","Q1","2019-Q1",2,"2019 FEB","FEB 2019",2,"February 2019",24230
2019-02-05 00:00:00.000,"20190205",2019,"2019-02","FEB","February",3,"Tuesday","Tue","Q1","2019-Q1",2,"2019 FEB","FEB 2019",2,"February 2019",24230
2019-02-06 00:00:00.000,"20190206",2019,"2019-02","FEB","February",4,"Wednesday","Wed","Q1","2019-Q1",2,"2019 FEB","FEB 2019",2,"February 2019",24230
2019-02-07 00:00:00.000,"20190207",2019,"2019-02","FEB","February",5,"Thursday","Thu","Q1","2019-Q1",2,"2019 FEB","FEB 2019",2,"February 2019",24230
2019-02-08 00:00:00.000,"20190208",2019,"2019-02","FEB","February",6,"Friday","Fri","Q1","2019-Q1",2,"2019 FEB","FEB 2019",2,"February 2019",24230
2019-02-09 00:00:00.000,"20190209",2019,"2019-02","FEB","February",7,"Saturday","Sat","Q1","2019-Q1",2,"2019 FEB","FEB 2019",2,"February 2019",24230
2019-02-10 00:00:00.000,"20190210",2019,"2019-02","FEB","February",1,"Sunday","Sun","Q1","2019-Q1",2,"2019 FEB","FEB 2019",2,"February 2019",24230
2019-02-11 00:00:00.000,"20190211",2019,"2019-02","FEB","February",2,"Monday","Mon","Q1","2019-Q1",2,"2019 FEB","FEB 2019",2,"February 2019",24230
2019-02-12 00:00:00.000,"20190212",2019,"2019-02","FEB","February",3,"Tuesday","Tue","Q1","2019-Q1",2,"2019 FEB","FEB 2019",2,"February 2019",24230
2019-02-13 00:00:00.000,"20190213",2019,"2019-02","FEB","February",4,"Wednesday","Wed","Q1","2019-Q1",2,"2019 FEB","FEB 2019",2,"February 2019",24230
2019-02-14 00:00:00.000,"20190214",2019,"2019-02","FEB","February",5,"Thursday","Thu","Q1","2019-Q1",2,"2019 FEB","FEB 2019",2,"February 2019",24230
2019-02-15 00:00:00.000,"20190215",2019,"2019-02","FEB","February",6,"Friday","Fri","Q1","2019-Q1",2,"2019 FEB","FEB 2019",2,"February 2019",24230
2019-02-16 00:00:00.000,"20190216",2019,"2019-02","FEB","February",7,"Saturday","Sat","Q1","2019-Q1",2,"2019 FEB","FEB 2019",2,"February 2019",24230
2019-02-17 00:00:00.000,"20190217",2019,"2019-02","FEB","February",1,"Sunday","Sun","Q1","2019-Q1",2,"2019 FEB","FEB 2019",2,"February 2019",24230
2019-02-18 00:00:00.000,"20190218",2019,"2019-02","FEB","February",2,"Monday","Mon","Q1","2019-Q1",2,"2019 FEB","FEB 2019",2,"February 2019",24230
2019-02-19 00:00:00.000,"20190219",2019,"2019-02","FEB","February",3,"Tuesday","Tue","Q1","2019-Q1",2,"2019 FEB","FEB 2019",2,"February 2019",24230
2019-02-20 00:00:00.000,"20190220",2019,"2019-02","FEB","February",4,"Wednesday","Wed","Q1","2019-Q1",2,"2019 FEB","FEB 2019",2,"February 2019",24230
2019-02-21 00:00:00.000,"20190221",2019,"2019-02","FEB","February",5,"Thursday","Thu","Q1","2019-Q1",2,"2019 FEB","FEB 2019",2,"February 2019",24230
2019-02-22 00:00:00.000,"20190222",2019,"2019-02","FEB","February",6,"Friday","Fri","Q1","2019-Q1",2,"2019 FEB","FEB 2019",2,"February 2019",24230
2019-02-23 00:00:00.000,"20190223",2019,"2019-02","FEB","February",7,"Saturday","Sat","Q1","2019-Q1",2,"2019 FEB","FEB 2019",2,"February 2019",24230
2019-02-24 00:00:00.000,"20190224",2019,"2019-02","FEB","February",1,"Sunday","Sun","Q1","2019-Q1",2,"2019 FEB","FEB 2019",2,"February 2019",24230
2019-02-25 00:00:00.000,"20190225",2019,"2019-02","FEB","February",2,"Monday","Mon","Q1","2019-Q1",2,"2019 FEB","FEB 2019",2,"February 2019",24230
2019-02-26 00:00:00.000,"20190226",2019,"2019-02","FEB","February",3,"Tuesday","Tue","Q1","2019-Q1",2,"2019 FEB","FEB 2019",2,"February 2019",24230
2019-02-27 00:00:00.000,"20190227",2019,"2019-02","FEB","February",4,"Wednesday","Wed","Q1","2019-Q1",2,"2019 FEB","FEB 2019",2,"February 2019",24230
2019-02-28 00:00:00.000,"20190228",2019,"2019-02","FEB","February",5,"Thursday","Thu","Q1","2019-Q1",2,"2019 FEB","FEB 2019",2,"February 2019",24230
2019-03-01 00:00:00.000,"20190301",2019,"2019-03","MAR","March",6,"Friday","Fri","Q1","2019-Q1",3,"2019 MAR","MAR 2019",3,"March 2019",24231
2019-03-02 00:00:00.000,"20190302",2019,"2019-03","MAR","March",7,"Saturday","Sat","Q1","2019-Q1",3,"2019 MAR","MAR 2019",3,"March 2019",24231
2019-03-03 00:00:00.000,"20190303",2019,"2019-03","MAR","March",1,"Sunday","Sun","Q1","2019-Q1",3,"2019 MAR","MAR 2019",3,"March 2019",24231
2019-03-04 00:00:00.000,"20190304",2019,"2019-03","MAR","March",2,"Monday","Mon","Q1","2019-Q1",3,"2019 MAR","MAR 2019",3,"March 2019",24231
2019-03-05 00:00:00.000,"20190305",2019,"2019-03","MAR","March",3,"Tuesday","Tue","Q1","2019-Q1",3,"2019 MAR","MAR 2019",3,"March 2019",24231
2019-03-06 00:00:00.000,"20190306",2019,"2019-03","MAR","March",4,"Wednesday","Wed","Q1","2019-Q1",3,"2019 MAR","MAR 2019",3,"March 2019",24231
2019-03-07 00:00:00.000,"20190307",2019,"2019-03","MAR","March",5,"Thursday","Thu","Q1","2019-Q1",3,"2019 MAR","MAR 2019",3,"March 2019",24231
2019-03-08 00:00:00.000,"20190308",2019,"2019-03","MAR","March",6,"Friday","Fri","Q1","2019-Q1",3,"2019 MAR","MAR 2019",3,"March 2019",24231
2019-03-09 00:00:00.000,"20190309",2019,"2019-03","MAR","March",7,"Saturday","Sat","Q1","2019-Q1",3,"2019 MAR","MAR 2019",3,"March 2019",24231
2019-03-10 00:00:00.000,"20190310",2019,"2019-03","MAR","March",1,"Sunday","Sun","Q1","2019-Q1",3,"2019 MAR","MAR 2019",3,"March 2019",24231
2019-03-11 00:00:00.000,"20190311",2019,"2019-03","MAR","March",2,"Monday","Mon","Q1","2019-Q1",3,"2019 MAR","MAR 2019",3,"March 2019",24231
2019-03-12 00:00:00.000,"20190312",2019,"2019-03","MAR","March",3,"Tuesday","Tue","Q1","2019-Q1",3,"2019 MAR","MAR 2019",3,"March 2019",24231
2019-03-13 00:00:00.000,"20190313",2019,"2019-03","MAR","March",4,"Wednesday","Wed","Q1","2019-Q1",3,"2019 MAR","MAR 2019",3,"March 2019",24231
2019-03-14 00:00:00.000,"20190314",2019,"2019-03","MAR","March",5,"Thursday","Thu","Q1","2019-Q1",3,"2019 MAR","MAR 2019",3,"March 2019",24231
2019-03-15 00:00:00.000,"20190315",2019,"2019-03","MAR","March",6,"Friday","Fri","Q1","2019-Q1",3,"2019 MAR","MAR 2019",3,"March 2019",24231
2019-03-16 00:00:00.000,"20190316",2019,"2019-03","MAR","March",7,"Saturday","Sat","Q1","2019-Q1",3,"2019 MAR","MAR 2019",3,"March 2019",24231
2019-03-17 00:00:00.000,"20190317",2019,"2019-03","MAR","March",1,"Sunday","Sun","Q1","2019-Q1",3,"2019 MAR","MAR 2019",3,"March 2019",24231
2019-03-18 00:00:00.000,"20190318",2019,"2019-03","MAR","March",2,"Monday","Mon","Q1","2019-Q1",3,"2019 MAR","MAR 2019",3,"March 2019",24231
2019-03-19 00:00:00.000,"20190319",2019,"2019-03","MAR","March",3,"Tuesday","Tue","Q1","2019-Q1",3,"2019 MAR","MAR 2019",3,"March 2019",24231
2019-03-20 00:00:00.000,"20190320",2019,"2019-03","MAR","March",4,"Wednesday","Wed","Q1","2019-Q1",3,"2019 MAR","MAR 2019",3,"March 2019",24231
2019-03-21 00:00:00.000,"20190321",2019,"2019-03","MAR","March",5,"Thursday","Thu","Q1","2019-Q1",3,"2019 MAR","MAR 2019",3,"March 2019",24231
2019-03-22 00:00:00.000,"20190322",2019,"2019-03","MAR","March",6,"Friday","Fri","Q1","2019-Q1",3,"2019 MAR","MAR 2019",3,"March 2019",24231
2019-03-23 00:00:00.000,"20190323",2019,"2019-03","MAR","March",7,"Saturday","Sat","Q1","2019-Q1",3,"2019 MAR","MAR 2019",3,"March 2019",24231
2019-03-24 00:00:00.000,"20190324",2019,"2019-03","MAR","March",1,"Sunday","Sun","Q1","2019-Q1",3,"2019 MAR","MAR 2019",3,"March 2019",24231
2019-03-25 00:00:00.000,"20190325",2019,"2019-03","MAR","March",2,"Monday","Mon","Q1","2019-Q1",3,"2019 MAR","MAR 2019",3,"March 2019",24231
2019-03-26 00:00:00.000,"20190326",2019,"2019-03","MAR","March",3,"Tuesday","Tue","Q1","2019-Q1",3,"2019 MAR","MAR 2019",3,"March 2019",24231
2019-03-27 00:00:00.000,"20190327",2019,"2019-03","MAR","March",4,"Wednesday","Wed","Q1","2019-Q1",3,"2019 MAR","MAR 2019",3,"March 2019",24231
2019-03-28 00:00:00.000,"20190328",2019,"2019-03","MAR","March",5,"Thursday","Thu","Q1","2019-Q1",3,"2019 MAR","MAR 2019",3,"March 2019",24231
2019-03-29 00:00:00.000,"20190329",2019,"2019-03","MAR","March",6,"Friday","Fri","Q1","2019-Q1",3,"2019 MAR","MAR 2019",3,"March 2019",24231
2019-03-30 00:00:00.000,"20190330",2019,"2019-03","MAR","March",7,"Saturday","Sat","Q1","2019-Q1",3,"2019 MAR","MAR 2019",3,"March 2019",24231
2019-03-31 00:00:00.000,"20190331",2019,"2019-03","MAR","March",1,"Sunday","Sun","Q1","2019-Q1",3,"2019 MAR","MAR 2019",3,"March 2019",24231
2020-01-01 00:00:00.000,"20200101",2020,"2020-01","JAN","January",4,"Wednesday","Wed","Q1","2020-Q1",1,"2020 JAN","JAN 2020",1,"January 2020",24241
2020-01-02 00:00:00.000,"20200102",2020,"2020-01","JAN","January",5,"Thursday","Thu","Q1","2020-Q1",1,"2020 JAN","JAN 2020",1,"January 2020",24241
2020-01-03 00:00:00.000,"20200103",2020,"2020-01","JAN","January",6,"Friday","Fri","Q1","2020-Q1",1,"2020 JAN","JAN 2020",1,"January 2020",24241
2020-01-04 00:00:00.000,"20200104",2020,"2020-01","JAN","January",7,"Saturday","Sat","Q1","2020-Q1",1,"2020 JAN","JAN 2020",1,"January 2020",24241
2020-01-05 00:00:00.000,"20200105",2020,"2020-01","JAN","January",1,"Sunday","Sun","Q1","2020-Q1",1,"2020 JAN","JAN 2020",1,"January 2020",24241
2020-01-06 00:00:00.000,"20200106",2020,"2020-01","JAN","January",2,"Monday","Mon","Q1","2020-Q1",1,"2020 JAN","JAN 2020",1,"January 2020",24241
2020-01-07 00:00:00.000,"20200107",2020,"2020-01","JAN","January",3,"Tuesday","Tue","Q1","2020-Q1",1,"2020 JAN","JAN 2020",1,"January 2020",24241
2020-01-08 00:00:00.000,"20200108",2020,"2020-01","JAN","January",4,"Wednesday","Wed","Q1","2020-Q1",1,"2020 JAN","JAN 2020",1,"January 2020",24241
2020-01-09 00:00:00.000,"20200109",2020,"2020-01","JAN","January",5,"Thursday","Thu","Q1","2020-Q1",1,"2020 JAN","JAN 2020",1,"January 2020",24241
2020-01-10 00:00:00.000,"20200110",2020,"2020-01","JAN","January",6,"Friday","Fri","Q1","2020-Q1",1,"2020 JAN","JAN 2020",1,"January 2020",24241
2020-01-11 00:00:00.000,"20200111",2020,"2020-01","JAN","January",7,"Saturday","Sat","Q1","2020-Q1",1,"2020 JAN","JAN 2020",1,"January 2020",24241
2020-01-12 00:00:00.000,"20200112",2020,"2020-01","JAN","January",1,"Sunday","Sun","Q1","2020-Q1",1,"2020 JAN","JAN 2020",1,"January 2020",24241
2020-01-13 00:00:00.000,"20200113",2020,"2020-01","JAN","January",2,"Monday","Mon","Q1","2020-Q1",1,"2020 JAN","JAN 2020",1,"January 2020",24241
2020-01-14 00:00:00.000,"20200114",2020,"2020-01","JAN","January",3,"Tuesday","Tue","Q1","2020-Q1",1,"2020 JAN","JAN 2020",1,"January 2020",24241
2020-01-15 00:00:00.000,"20200115",2020,"2020-01","JAN","January",4,"Wednesday","Wed","Q1","2020-Q1",1,"2020 JAN","JAN 2020",1,"January 2020",24241
2020-01-16 00:00:00.000,"20200116",2020,"2020-01","JAN","January",5,"Thursday","Thu","Q1","2020-Q1",1,"2020 JAN","JAN 2020",1,"January 2020",24241
2020-01-17 00:00:00.000,"20200117",2020,"2020-01","JAN","January",6,"Friday","Fri","Q1","2020-Q1",1,"2020 JAN","JAN 2020",1,"January 2020",24241
2020-01-18 00:00:00.000,"20200118",2020,"2020-01","JAN","January",7,"Saturday","Sat","Q1","2020-Q1",1,"2020 JAN","JAN 2020",1,"January 2020",24241
2020-01-19 00:00:00.000,"20200119",2020,"2020-01","JAN","January",1,"Sunday","Sun","Q1","2020-Q1",1,"2020 JAN","JAN 2020",1,"January 2020",24241
2020-01-20 00:00:00.000,"20200120",2020,"2020-01","JAN","January",2,"Monday","Mon","Q1","2020-Q1",1,"2020 JAN","JAN 2020",1,"January 2020",24241
2020-01-21 00:00:00.000,"20200121",2020,"2020-01","JAN","January",3,"Tuesday","Tue","Q1","2020-Q1",1,"2020 JAN","JAN 2020",1,"January 2020",24241
2020-01-22 00:00:00.000,"20200122",2020,"2020-01","JAN","January",4,"Wednesday","Wed","Q1","2020-Q1",1,"2020 JAN","JAN 2020",1,"January 2020",24241
2020-01-23 00:00:00.000,"20200123",2020,"2020-01","JAN","January",5,"Thursday","Thu","Q1","2020-Q1",1,"2020 JAN","JAN 2020",1,"January 2020",24241
2020-01-24 00:00:00.000,"20200124",2020,"2020-01","JAN","January",6,"Friday","Fri","Q1","2020-Q1",1,"2020 JAN","JAN 2020",1,"January 2020",24241
